ID;LeeftijdMoederOp31December;Perioden;TotaalLevendgeboren_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5;AlleRangnummers_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKind_10
582;26 jaar;2044;9001;5700;2681;506;113;0.08515;0.05393;0.02537;0.00478;0.00107
583;26 jaar;2045;9079;5750;2705;510;114;0.08515;0.05393;0.02537;0.00478;0.00107
584;26 jaar;2046;9131;5783;2720;513;115;0.08515;0.05393;0.02537;0.00478;0.00107
585;26 jaar;2047;9186;5818;2736;516;116;0.08515;0.05393;0.02537;0.00478;0.00107
586;26 jaar;2048;9238;5851;2752;519;116;0.08515;0.05393;0.02537;0.00478;0.00107
587;26 jaar;2049;9285;5880;2766;522;117;0.08515;0.05393;0.02537;0.00478;0.00107
588;26 jaar;2050;9319;5902;2776;524;117;0.08515;0.05393;0.02537;0.00478;0.00107
589;26 jaar;2051;9347;5920;2784;525;118;0.08515;0.05393;0.02537;0.00478;0.00107
590;26 jaar;2052;9371;5935;2792;527;118;0.08515;0.05393;0.02537;0.00478;0.00107
591;26 jaar;2053;9392;5948;2798;528;118;0.08515;0.05393;0.02537;0.00478;0.00107
592;26 jaar;2054;9408;5958;2803;529;118;0.08515;0.05393;0.02537;0.00478;0.00107
593;26 jaar;2055;9418;5965;2806;529;118;0.08515;0.05393;0.02537;0.00478;0.00107
594;26 jaar;2056;9421;5967;2806;529;118;0.08515;0.05393;0.02537;0.00478;0.00107
595;26 jaar;2057;9415;5963;2805;529;118;0.08515;0.05393;0.02537;0.00478;0.00107
596;26 jaar;2058;9400;5953;2800;528;118;0.08515;0.05393;0.02537;0.00478;0.00107
597;26 jaar;2059;9375;5938;2793;527;118;0.08515;0.05393;0.02537;0.00478;0.00107
598;27 jaar;2014;10273;6146;3236;725;166;0.09864;0.05901;0.03107;0.00696;0.0016
599;27 jaar;2015;10722;6449;3368;744;160;0.10205;0.06138;0.03206;0.00708;0.00152
600;27 jaar;2016;11036;6637;3471;763;165;0.10299;0.06194;0.03239;0.00712;0.00154
601;27 jaar;2017;11443;6892;3597;779;175;0.10299;0.06203;0.03237;0.00702;0.00157
602;27 jaar;2018;11473;6937;3593;773;171;0.10257;0.06202;0.03212;0.00691;0.00153
603;27 jaar;2019;11408;6905;3570;764;170;0.10282;0.06223;0.03217;0.00689;0.00153
604;27 jaar;2020;11439;6931;3574;765;169;0.10325;0.06256;0.03226;0.00691;0.00152
605;27 jaar;2021;11482;6954;3594;765;169;0.10325;0.06253;0.03232;0.00688;0.00152
606;27 jaar;2022;11207;6785;3512;745;165;0.10291;0.06231;0.03225;0.00684;0.00152
607;27 jaar;2023;11107;6727;3479;737;164;0.10283;0.06228;0.03221;0.00683;0.00151
608;27 jaar;2024;11275;6832;3534;743;166;0.10283;0.06231;0.03223;0.00678;0.00151
609;27 jaar;2025;11566;7008;3626;762;170;0.10288;0.06234;0.03225;0.00678;0.00151
610;27 jaar;2026;11629;7046;3647;766;171;0.10285;0.06232;0.03225;0.00677;0.00151
611;27 jaar;2027;11916;7220;3737;785;175;0.10282;0.06229;0.03224;0.00677;0.00151
612;27 jaar;2028;11733;7110;3679;772;172;0.10282;0.0623;0.03224;0.00677;0.00151
613;27 jaar;2029;11643;7055;3651;766;171;0.10283;0.06231;0.03224;0.00676;0.00151
614;27 jaar;2030;11606;7033;3639;764;170;0.10283;0.06231;0.03225;0.00677;0.00151
615;27 jaar;2031;11302;6848;3544;744;166;0.10283;0.06231;0.03224;0.00677;0.00151
616;27 jaar;2032;10988;6658;3446;723;161;0.10283;0.0623;0.03224;0.00677;0.00151
617;27 jaar;2033;10867;6585;3408;715;160;0.10283;0.06231;0.03224;0.00677;0.00151
618;27 jaar;2034;10757;6518;3373;708;158;0.10283;0.06231;0.03224;0.00677;0.00151
619;27 jaar;2035;10873;6588;3409;716;160;0.10283;0.06231;0.03224;0.00677;0.00151
620;27 jaar;2036;10893;6600;3416;717;160;0.10283;0.06231;0.03224;0.00677;0.00151
621;27 jaar;2037;10885;6595;3413;716;160;0.10283;0.06231;0.03224;0.00677;0.00151
622;27 jaar;2038;10620;6435;3330;699;156;0.10283;0.06231;0.03224;0.00677;0.00151
623;27 jaar;2039;10437;6324;3273;687;153;0.10283;0.06231;0.03224;0.00677;0.00151
624;27 jaar;2040;10225;6196;3206;673;150;0.10283;0.06231;0.03224;0.00677;0.00151
625;27 jaar;2041;10440;6326;3274;687;153;0.10283;0.06231;0.03224;0.00677;0.00151
626;27 jaar;2042;10587;6415;3320;697;155;0.10283;0.06231;0.03224;0.00677;0.00151
627;27 jaar;2043;10730;6502;3365;706;158;0.10283;0.06231;0.03224;0.00677;0.00151
628;27 jaar;2044;10841;6569;3399;714;159;0.10283;0.06231;0.03224;0.00677;0.00151
629;27 jaar;2045;10942;6630;3431;720;161;0.10283;0.06231;0.03224;0.00677;0.00151
630;27 jaar;2046;11036;6687;3461;726;162;0.10283;0.06231;0.03224;0.00677;0.00151
631;27 jaar;2047;11100;6726;3481;731;163;0.10283;0.06231;0.03224;0.00677;0.00151
632;27 jaar;2048;11167;6766;3502;735;164;0.10283;0.06231;0.03224;0.00677;0.00151
633;27 jaar;2049;11230;6805;3521;739;165;0.10283;0.06231;0.03224;0.00677;0.00151
634;27 jaar;2050;11287;6839;3539;743;166;0.10283;0.06231;0.03224;0.00677;0.00151
635;27 jaar;2051;11329;6865;3552;746;166;0.10283;0.06231;0.03224;0.00677;0.00151
636;27 jaar;2052;11362;6885;3563;748;167;0.10283;0.06231;0.03224;0.00677;0.00151
637;27 jaar;2053;11392;6903;3572;750;167;0.10283;0.06231;0.03224;0.00677;0.00151
638;27 jaar;2054;11418;6918;3580;751;168;0.10283;0.06231;0.03224;0.00677;0.00151
639;27 jaar;2055;11437;6930;3586;753;168;0.10283;0.06231;0.03224;0.00677;0.00151
640;27 jaar;2056;11449;6938;3590;754;168;0.10283;0.06231;0.03224;0.00677;0.00151
641;27 jaar;2057;11454;6940;3592;754;168;0.10283;0.06231;0.03224;0.00677;0.00151
642;27 jaar;2058;11447;6936;3589;753;168;0.10283;0.06231;0.03224;0.00677;0.00151
643;27 jaar;2059;11429;6925;3584;752;168;0.10283;0.06231;0.03224;0.00677;0.00151
644;28 jaar;2014;12253;6920;4090;994;249;0.11707;0.06611;0.03908;0.0095;0.00238
645;28 jaar;2015;12531;7097;4181;996;257;0.1194;0.06762;0.03984;0.00949;0.00245
646;28 jaar;2016;12805;7249;4286;1017;254;0.12101;0.0685;0.0405;0.00961;0.0024
647;28 jaar;2017;13095;7449;4366;1019;260;0.12139;0.06906;0.04047;0.00945;0.00241
648;28 jaar;2018;13521;7714;4493;1046;268;0.12101;0.06904;0.04022;0.00936;0.0024
649;28 jaar;2019;13658;7800;4534;1055;269;0.12154;0.06941;0.04035;0.00939;0.00239
650;28 jaar;2020;13541;7737;4498;1039;267;0.12157;0.06946;0.04038;0.00933;0.00239
651;28 jaar;2021;13529;7736;4490;1038;265;0.1217;0.06959;0.04039;0.00934;0.00238
652;28 jaar;2022;13576;7766;4508;1037;265;0.12167;0.0696;0.04041;0.00929;0.00238
653;28 jaar;2023;13266;7585;4408;1013;259;0.1214;0.06941;0.04034;0.00927;0.00237
654;28 jaar;2024;13164;7526;4375;1006;257;0.12143;0.06943;0.04036;0.00928;0.00237
655;28 jaar;2025;13358;7640;4442;1015;261;0.12138;0.06942;0.04037;0.00922;0.00237
656;28 jaar;2026;13697;7835;4555;1041;267;0.1214;0.06944;0.04037;0.00922;0.00237
657;28 jaar;2027;13775;7879;4581;1047;268;0.12138;0.06943;0.04037;0.00922;0.00236
658;28 jaar;2028;14116;8074;4695;1073;275;0.12136;0.06941;0.04036;0.00922;0.00236
659;28 jaar;2029;13903;7953;4624;1055;271;0.12136;0.06942;0.04036;0.00921;0.00236
660;28 jaar;2030;13796;7891;4589;1047;269;0.12136;0.06942;0.04037;0.00921;0.00236
661;28 jaar;2031;13753;7867;4574;1044;268;0.12137;0.06942;0.04036;0.00922;0.00236
662;28 jaar;2032;13395;7662;4455;1017;261;0.12136;0.06942;0.04036;0.00922;0.00236
663;28 jaar;2033;13027;7451;4333;989;254;0.12136;0.06942;0.04036;0.00922;0.00236
664;28 jaar;2034;12884;7370;4285;978;251;0.12136;0.06942;0.04036;0.00921;0.00236
665;28 jaar;2035;12755;7296;4242;968;248;0.12136;0.06942;0.04036;0.00921;0.00236
666;28 jaar;2036;12891;7374;4287;979;251;0.12136;0.06942;0.04036;0.00922;0.00236
667;28 jaar;2037;12915;7388;4296;981;251;0.12136;0.06942;0.04036;0.00922;0.00236
668;28 jaar;2038;12906;7382;4292;980;251;0.12136;0.06942;0.04036;0.00922;0.00236
669;28 jaar;2039;12595;7204;4189;956;245;0.12136;0.06942;0.04036;0.00922;0.00236
670;28 jaar;2040;12380;7081;4118;940;241;0.12136;0.06942;0.04036;0.00922;0.00236
671;28 jaar;2041;12132;6939;4035;921;236;0.12136;0.06942;0.04036;0.00922;0.00236
672;28 jaar;2042;12384;7084;4119;940;241;0.12136;0.06942;0.04036;0.00922;0.00236
673;28 jaar;2043;12558;7183;4177;954;245;0.12136;0.06942;0.04036;0.00922;0.00236
674;28 jaar;2044;12726;7280;4233;966;248;0.12136;0.06942;0.04036;0.00922;0.00236
675;28 jaar;2045;12857;7354;4276;976;250;0.12136;0.06942;0.04036;0.00922;0.00236
676;28 jaar;2046;12977;7423;4316;985;253;0.12136;0.06942;0.04036;0.00922;0.00236
677;28 jaar;2047;13089;7487;4353;994;255;0.12136;0.06942;0.04036;0.00922;0.00236
678;28 jaar;2048;13164;7530;4378;1000;256;0.12136;0.06942;0.04036;0.00922;0.00236
679;28 jaar;2049;13243;7575;4405;1006;258;0.12136;0.06942;0.04036;0.00922;0.00236
680;28 jaar;2050;13318;7618;4429;1011;259;0.12136;0.06942;0.04036;0.00922;0.00236
681;28 jaar;2051;13385;7656;4452;1016;261;0.12136;0.06942;0.04036;0.00922;0.00236
682;28 jaar;2052;13435;7685;4468;1020;262;0.12136;0.06942;0.04036;0.00922;0.00236
683;28 jaar;2053;13474;7707;4482;1023;262;0.12136;0.06942;0.04036;0.00922;0.00236
684;28 jaar;2054;13510;7728;4493;1026;263;0.12136;0.06942;0.04036;0.00922;0.00236
685;28 jaar;2055;13541;7745;4504;1028;264;0.12136;0.06942;0.04036;0.00922;0.00236
686;28 jaar;2056;13563;7758;4511;1030;264;0.12136;0.06942;0.04036;0.00922;0.00236
687;28 jaar;2057;13579;7767;4516;1031;264;0.12136;0.06942;0.04036;0.00922;0.00236
688;28 jaar;2058;13584;7770;4518;1031;264;0.12136;0.06942;0.04036;0.00922;0.00236
689;28 jaar;2059;13577;7766;4516;1031;264;0.12136;0.06942;0.04036;0.00922;0.00236
690;29 jaar;2014;13460;7143;4753;1216;349;0.13155;0.06981;0.04645;0.01188;0.00341
691;29 jaar;2015;14106;7519;4995;1246;346;0.13399;0.07142;0.04745;0.01184;0.00328
692;29 jaar;2016;14371;7684;5061;1263;364;0.13614;0.07279;0.04795;0.01196;0.00345
693;29 jaar;2017;14503;7719;5140;1282;362;0.13636;0.07258;0.04833;0.01205;0.0034
694;29 jaar;2018;14799;7953;5202;1284;359;0.13663;0.07343;0.04803;0.01185;0.00332
695;29 jaar;2019;15360;8266;5391;1328;375;0.1371;0.07379;0.04812;0.01185;0.00335
696;29 jaar;2020;15462;8320;5432;1333;377;0.13733;0.0739;0.04825;0.01184;0.00335
697;29 jaar;2021;15301;8237;5375;1315;374;0.13719;0.07385;0.04819;0.01179;0.00336
698;29 jaar;2022;15268;8224;5360;1313;371;0.13718;0.07389;0.04816;0.0118;0.00334
699;29 jaar;2023;15330;8264;5381;1313;371;0.13724;0.07399;0.04818;0.01175;0.00332
700;29 jaar;2024;14999;8080;5270;1285;364;0.13708;0.07384;0.04817;0.01175;0.00333
701;29 jaar;2025;14879;8013;5230;1275;361;0.13706;0.07382;0.04818;0.01175;0.00332
702;29 jaar;2026;15098;8134;5309;1289;366;0.13699;0.0738;0.04817;0.0117;0.00332
703;29 jaar;2027;15482;8342;5443;1323;375;0.13701;0.07382;0.04817;0.0117;0.00332
704;29 jaar;2028;15574;8392;5475;1330;377;0.13702;0.07383;0.04817;0.0117;0.00332
705;29 jaar;2029;15961;8599;5612;1364;386;0.137;0.07381;0.04817;0.01171;0.00332
706;29 jaar;2030;15720;8470;5528;1341;380;0.13699;0.07381;0.04817;0.01169;0.00332
707;29 jaar;2031;15600;8406;5485;1331;378;0.13699;0.07381;0.04817;0.01169;0.00332
708;29 jaar;2032;15551;8379;5468;1328;376;0.137;0.07382;0.04817;0.0117;0.00332
709;29 jaar;2033;15150;8163;5327;1293;367;0.137;0.07382;0.04817;0.0117;0.00332
710;29 jaar;2034;14735;7939;5181;1258;357;0.137;0.07381;0.04817;0.0117;0.00332
711;29 jaar;2035;14574;7853;5125;1244;353;0.13699;0.07381;0.04817;0.01169;0.00332
712;29 jaar;2036;14429;7775;5074;1232;349;0.13699;0.07382;0.04817;0.01169;0.00332
713;29 jaar;2037;14583;7857;5128;1245;353;0.137;0.07382;0.04817;0.0117;0.00332
714;29 jaar;2038;14610;7872;5137;1247;354;0.137;0.07382;0.04817;0.0117;0.00332
715;29 jaar;2039;14600;7867;5134;1246;353;0.13699;0.07382;0.04817;0.01169;0.00332
716;29 jaar;2040;14251;7679;5011;1216;345;0.13699;0.07382;0.04817;0.01169;0.00332
717;29 jaar;2041;14009;7548;4926;1196;339;0.13699;0.07382;0.04817;0.01169;0.00332
718;29 jaar;2042;13731;7398;4828;1172;332;0.13699;0.07382;0.04817;0.01169;0.00332
719;29 jaar;2043;14015;7552;4928;1196;339;0.13699;0.07382;0.04817;0.01169;0.00332
720;29 jaar;2044;14212;7657;4997;1213;344;0.13699;0.07382;0.04817;0.01169;0.00332
721;29 jaar;2045;14401;7760;5064;1229;348;0.13699;0.07382;0.04817;0.01169;0.00332
722;29 jaar;2046;14549;7839;5116;1242;352;0.13699;0.07382;0.04817;0.01169;0.00332
723;29 jaar;2047;14684;7912;5163;1253;355;0.13699;0.07382;0.04817;0.01169;0.00332
724;29 jaar;2048;14811;7980;5208;1264;358;0.13699;0.07382;0.04817;0.01169;0.00332
725;29 jaar;2049;14895;8026;5238;1272;360;0.13699;0.07382;0.04817;0.01169;0.00332
726;29 jaar;2050;14985;8074;5269;1279;363;0.13699;0.07382;0.04817;0.01169;0.00332
727;29 jaar;2051;15069;8120;5299;1286;365;0.13699;0.07382;0.04817;0.01169;0.00332
728;29 jaar;2052;15145;8161;5325;1293;366;0.13699;0.07382;0.04817;0.01169;0.00332
729;29 jaar;2053;15202;8191;5345;1298;368;0.13699;0.07382;0.04817;0.01169;0.00332
730;29 jaar;2054;15247;8215;5361;1301;369;0.13699;0.07382;0.04817;0.01169;0.00332
731;29 jaar;2055;15287;8237;5375;1305;370;0.13699;0.07382;0.04817;0.01169;0.00332
732;29 jaar;2056;15322;8256;5388;1308;371;0.13699;0.07382;0.04817;0.01169;0.00332
733;29 jaar;2057;15348;8270;5397;1310;371;0.13699;0.07382;0.04817;0.01169;0.00332
734;29 jaar;2058;15366;8279;5403;1312;372;0.13699;0.07382;0.04817;0.01169;0.00332
735;29 jaar;2059;15372;8283;5405;1312;372;0.13699;0.07382;0.04817;0.01169;0.00332
736;30 jaar;2014;14126;7003;5239;1471;413;0.14044;0.06962;0.05209;0.01462;0.00411
737;30 jaar;2015;14804;7402;5468;1508;427;0.14412;0.07206;0.05323;0.01468;0.00416
738;30 jaar;2016;15465;7737;5731;1568;428;0.14634;0.07322;0.05423;0.01484;0.00405
739;30 jaar;2017;15657;7882;5761;1574;440;0.14777;0.07439;0.05437;0.01486;0.00416
740;30 jaar;2018;15705;7900;5791;1571;443;0.14727;0.07408;0.0543;0.01473;0.00416
741;30 jaar;2019;16097;8154;5899;1597;446;0.14844;0.0752;0.0544;0.01472;0.00411
742;30 jaar;2020;16648;8434;6106;1649;459;0.14858;0.07527;0.0545;0.01472;0.0041
743;30 jaar;2021;16738;8476;6144;1656;462;0.14871;0.07531;0.05459;0.01471;0.0041
744;30 jaar;2022;16548;8388;6070;1631;458;0.14846;0.07526;0.05445;0.01464;0.00411
745;30 jaar;2023;16509;8374;6051;1628;456;0.14845;0.0753;0.05441;0.01464;0.0041
746;30 jaar;2024;16586;8417;6081;1632;457;0.14863;0.07542;0.05449;0.01462;0.00409
747;30 jaar;2025;16229;8228;5956;1598;447;0.14843;0.07525;0.05447;0.01462;0.00409
748;30 jaar;2026;16098;8161;5909;1585;443;0.1484;0.07523;0.05447;0.01462;0.00408
749;30 jaar;2027;16339;8286;5998;1605;450;0.14833;0.07523;0.05445;0.01457;0.00408
750;30 jaar;2028;16758;8499;6151;1647;461;0.14837;0.07525;0.05446;0.01458;0.00408
751;30 jaar;2029;16859;8550;6188;1657;463;0.14839;0.07526;0.05447;0.01458;0.00408
752;30 jaar;2030;17276;8761;6342;1698;475;0.14836;0.07524;0.05447;0.01458;0.00408
753;30 jaar;2031;17017;8631;6248;1671;468;0.14834;0.07524;0.05446;0.01456;0.00408
754;30 jaar;2032;16888;8566;6200;1658;464;0.14834;0.07524;0.05446;0.01457;0.00408
755;30 jaar;2033;16835;8539;6180;1653;463;0.14836;0.07525;0.05446;0.01457;0.00408
756;30 jaar;2034;16402;8319;6021;1611;451;0.14836;0.07524;0.05446;0.01457;0.00408
757;30 jaar;2035;15954;8091;5857;1567;438;0.14835;0.07524;0.05446;0.01457;0.00408
758;30 jaar;2036;15780;8003;5793;1550;434;0.14835;0.07524;0.05446;0.01457;0.00408
759;30 jaar;2037;15624;7924;5736;1534;429;0.14835;0.07524;0.05446;0.01457;0.00408
760;30 jaar;2038;15789;8008;5797;1551;434;0.14835;0.07524;0.05446;0.01457;0.00408
761;30 jaar;2039;15819;8023;5808;1554;435;0.14835;0.07524;0.05446;0.01457;0.00408
762;30 jaar;2040;15808;8018;5804;1553;434;0.14835;0.07524;0.05446;0.01457;0.00408
763;30 jaar;2041;15432;7827;5665;1516;424;0.14835;0.07524;0.05446;0.01457;0.00408
764;30 jaar;2042;15171;7694;5570;1490;417;0.14835;0.07524;0.05446;0.01457;0.00408
765;30 jaar;2043;14871;7542;5460;1461;409;0.14835;0.07524;0.05446;0.01457;0.00408
766;30 jaar;2044;15179;7698;5572;1491;417;0.14835;0.07524;0.05446;0.01457;0.00408
767;30 jaar;2045;15391;7806;5650;1512;423;0.14835;0.07524;0.05446;0.01457;0.00408
768;30 jaar;2046;15596;7910;5726;1532;428;0.14835;0.07524;0.05446;0.01457;0.00408
769;30 jaar;2047;15756;7991;5784;1548;433;0.14835;0.07524;0.05446;0.01457;0.00408
770;30 jaar;2048;15903;8066;5838;1562;437;0.14835;0.07524;0.05446;0.01457;0.00408
771;30 jaar;2049;16039;8135;5888;1575;441;0.14835;0.07524;0.05446;0.01457;0.00408
772;30 jaar;2050;16132;8182;5922;1584;443;0.14835;0.07524;0.05446;0.01457;0.00408
773;30 jaar;2051;16228;8231;5958;1594;446;0.14835;0.07524;0.05446;0.01457;0.00408
774;30 jaar;2052;16320;8277;5991;1603;448;0.14835;0.07524;0.05446;0.01457;0.00408
775;30 jaar;2053;16402;8319;6022;1611;451;0.14835;0.07524;0.05446;0.01457;0.00408
776;30 jaar;2054;16463;8350;6044;1617;452;0.14835;0.07524;0.05446;0.01457;0.00408
777;30 jaar;2055;16512;8375;6062;1622;454;0.14835;0.07524;0.05446;0.01457;0.00408
778;30 jaar;2056;16556;8397;6078;1626;455;0.14835;0.07524;0.05446;0.01457;0.00408
779;30 jaar;2057;16594;8416;6092;1630;456;0.14835;0.07524;0.05446;0.01457;0.00408
780;30 jaar;2058;16623;8431;6103;1633;457;0.14835;0.07524;0.05446;0.01457;0.00408
781;30 jaar;2059;16642;8440;6110;1635;457;0.14835;0.07524;0.05446;0.01457;0.00408
782;31 jaar;2014;14147;6342;5618;1647;541;0.1439;0.06451;0.05714;0.01675;0.0055
783;31 jaar;2015;14735;6669;5863;1689;514;0.14611;0.06613;0.05814;0.01674;0.0051
784;31 jaar;2016;15333;6974;6091;1738;530;0.14888;0.06772;0.05915;0.01688;0.00514
785;31 jaar;2017;15904;7243;6313;1800;549;0.15014;0.06837;0.05959;0.01699;0.00519
786;31 jaar;2018;16056;7396;6307;1794;559;0.15126;0.06968;0.05942;0.0169;0.00526
787;31 jaar;2019;16161;7408;6383;1810;561;0.15147;0.06943;0.05982;0.01696;0.00526
788;31 jaar;2020;16500;7618;6490;1830;562;0.15224;0.07028;0.05988;0.01689;0.00518
789;31 jaar;2021;17039;7867;6702;1890;579;0.15224;0.07029;0.05989;0.01689;0.00518
790;31 jaar;2022;17117;7901;6734;1897;585;0.15228;0.07029;0.05991;0.01688;0.0052
791;31 jaar;2023;16923;7822;6653;1870;579;0.15207;0.07028;0.05978;0.0168;0.0052
792;31 jaar;2024;16890;7807;6640;1868;576;0.15214;0.07032;0.05981;0.01683;0.00519
793;31 jaar;2025;16959;7842;6669;1872;577;0.15225;0.0704;0.05987;0.01681;0.00518
794;31 jaar;2026;16597;7667;6531;1834;565;0.15207;0.07025;0.05984;0.0168;0.00518
795;31 jaar;2027;16464;7606;6479;1819;560;0.15204;0.07024;0.05983;0.0168;0.00517
796;31 jaar;2028;16715;7725;6578;1844;569;0.152;0.07024;0.05982;0.01677;0.00517
797;31 jaar;2029;17146;7924;6748;1892;583;0.15204;0.07026;0.05983;0.01678;0.00517
798;31 jaar;2030;17249;7971;6788;1904;586;0.15205;0.07027;0.05984;0.01678;0.00516
799;31 jaar;2031;17677;8168;6957;1951;601;0.15202;0.07025;0.05983;0.01678;0.00516
800;31 jaar;2032;17413;8047;6854;1920;592;0.152;0.07025;0.05983;0.01676;0.00516
801;31 jaar;2033;17280;7986;6801;1905;587;0.15201;0.07025;0.05983;0.01676;0.00516
802;31 jaar;2034;17226;7961;6780;1900;585;0.15202;0.07026;0.05983;0.01677;0.00516
803;31 jaar;2035;16783;7756;6605;1851;570;0.15202;0.07025;0.05983;0.01677;0.00516
804;31 jaar;2036;16325;7544;6425;1801;555;0.15202;0.07025;0.05983;0.01677;0.00516
805;31 jaar;2037;16147;7462;6355;1781;549;0.15201;0.07025;0.05983;0.01677;0.00516
806;31 jaar;2038;15987;7388;6292;1763;543;0.15202;0.07025;0.05983;0.01677;0.00516
807;31 jaar;2039;16156;7466;6359;1782;549;0.15202;0.07025;0.05983;0.01677;0.00516
808;31 jaar;2040;16187;7481;6371;1785;550;0.15202;0.07025;0.05983;0.01677;0.00516
809;31 jaar;2041;16176;7475;6366;1784;550;0.15202;0.07025;0.05983;0.01677;0.00516
810;31 jaar;2042;15791;7298;6215;1742;537;0.15202;0.07025;0.05983;0.01677;0.00516
811;31 jaar;2043;15524;7174;6110;1712;527;0.15202;0.07025;0.05983;0.01677;0.00516
812;31 jaar;2044;15218;7033;5990;1679;517;0.15202;0.07025;0.05983;0.01677;0.00516
813;31 jaar;2045;15532;7178;6113;1713;528;0.15202;0.07025;0.05983;0.01677;0.00516
814;31 jaar;2046;15750;7279;6199;1737;535;0.15202;0.07025;0.05983;0.01677;0.00516
815;31 jaar;2047;15959;7375;6281;1760;542;0.15202;0.07025;0.05983;0.01677;0.00516
816;31 jaar;2048;16123;7451;6346;1778;548;0.15202;0.07025;0.05983;0.01677;0.00516
817;31 jaar;2049;16273;7521;6405;1795;553;0.15202;0.07025;0.05983;0.01677;0.00516
818;31 jaar;2050;16413;7585;6460;1810;558;0.15202;0.07025;0.05983;0.01677;0.00516
819;31 jaar;2051;16508;7629;6497;1821;561;0.15202;0.07025;0.05983;0.01677;0.00516
820;31 jaar;2052;16606;7675;6536;1832;564;0.15202;0.07025;0.05983;0.01677;0.00516
821;31 jaar;2053;16700;7718;6573;1842;567;0.15202;0.07025;0.05983;0.01677;0.00516
822;31 jaar;2054;16784;7757;6606;1851;570;0.15202;0.07025;0.05983;0.01677;0.00516
823;31 jaar;2055;16847;7786;6631;1858;572;0.15202;0.07025;0.05983;0.01677;0.00516
824;31 jaar;2056;16897;7809;6650;1864;574;0.15202;0.07025;0.05983;0.01677;0.00516
825;31 jaar;2057;16942;7830;6668;1869;576;0.15202;0.07025;0.05983;0.01677;0.00516
826;31 jaar;2058;16981;7848;6683;1873;577;0.15202;0.07025;0.05983;0.01677;0.00516
827;31 jaar;2059;17010;7861;6695;1876;578;0.15202;0.07025;0.05983;0.01677;0.00516
828;32 jaar;2014;13866;5536;5868;1873;589;0.13994;0.05587;0.05922;0.01891;0.00594
829;32 jaar;2015;13920;5620;5897;1806;598;0.1413;0.05705;0.05986;0.01833;0.00607
830;32 jaar;2016;14457;5883;6127;1855;592;0.14307;0.05822;0.06063;0.01836;0.00586
831;32 jaar;2017;14897;6088;6304;1903;602;0.1444;0.05901;0.0611;0.01844;0.00584
832;32 jaar;2018;15442;6334;6527;1959;622;0.14558;0.05971;0.06153;0.01847;0.00587
833;32 jaar;2019;15641;6483;6547;1979;632;0.14726;0.06104;0.06164;0.01863;0.00595
834;32 jaar;2020;15647;6424;6606;1982;635;0.1467;0.06023;0.06193;0.01858;0.00595
835;32 jaar;2021;15973;6627;6706;2003;638;0.14752;0.0612;0.06193;0.0185;0.00589
836;32 jaar;2022;16478;6838;6917;2068;656;0.14741;0.06117;0.06188;0.0185;0.00587
837;32 jaar;2023;16559;6868;6953;2076;662;0.1475;0.06118;0.06193;0.0185;0.00589
838;32 jaar;2024;16373;6796;6872;2050;655;0.14735;0.06116;0.06184;0.01845;0.0059
839;32 jaar;2025;16329;6775;6856;2046;652;0.14732;0.06113;0.06185;0.01846;0.00588
840;32 jaar;2026;16396;6809;6883;2051;653;0.14745;0.06124;0.0619;0.01844;0.00587
841;32 jaar;2027;16049;6659;6741;2009;640;0.14729;0.06111;0.06187;0.01844;0.00587
842;32 jaar;2028;15923;6606;6689;1994;634;0.14729;0.0611;0.06187;0.01844;0.00587
843;32 jaar;2029;16168;6709;6792;2022;644;0.14726;0.06111;0.06186;0.01842;0.00587
844;32 jaar;2030;16585;6882;6967;2075;660;0.14728;0.06112;0.06187;0.01843;0.00586
845;32 jaar;2031;16684;6924;7009;2088;664;0.14729;0.06113;0.06187;0.01843;0.00586
846;32 jaar;2032;17099;7095;7183;2140;680;0.14727;0.06111;0.06187;0.01843;0.00586
847;32 jaar;2033;16844;6991;7077;2106;670;0.14725;0.06111;0.06187;0.01841;0.00586
848;32 jaar;2034;16715;6937;7023;2090;665;0.14726;0.06112;0.06187;0.01841;0.00586
849;32 jaar;2035;16663;6915;7000;2084;663;0.14727;0.06112;0.06187;0.01842;0.00586
850;32 jaar;2036;16234;6737;6820;2031;646;0.14727;0.06112;0.06187;0.01842;0.00586
851;32 jaar;2037;15791;6553;6634;1975;628;0.14727;0.06111;0.06187;0.01842;0.00586
852;32 jaar;2038;15619;6482;6562;1953;622;0.14726;0.06112;0.06187;0.01842;0.00586
853;32 jaar;2039;15464;6418;6497;1934;615;0.14727;0.06112;0.06187;0.01842;0.00586
854;32 jaar;2040;15627;6485;6565;1955;622;0.14727;0.06112;0.06187;0.01842;0.00586
855;32 jaar;2041;15657;6498;6578;1958;623;0.14727;0.06112;0.06187;0.01842;0.00586
856;32 jaar;2042;15646;6493;6573;1957;623;0.14727;0.06112;0.06187;0.01842;0.00586
857;32 jaar;2043;15273;6338;6417;1910;608;0.14727;0.06112;0.06187;0.01842;0.00586
858;32 jaar;2044;15015;6231;6308;1878;598;0.14727;0.06112;0.06187;0.01842;0.00586
859;32 jaar;2045;14720;6109;6184;1841;586;0.14727;0.06112;0.06187;0.01842;0.00586
860;32 jaar;2046;15024;6235;6312;1879;598;0.14727;0.06112;0.06187;0.01842;0.00586
