ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;Herkomstgroepering;Arbeidsmarktpositie;Perioden;TotaalMboGediplomeerdeSchoolverlaters_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
4426;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;5;2007/'08;20;10.0;10;10;0;0;0;0;0;0;0;10;0;0;0
4427;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;5;2008/'09;30;10.0;10;10;10;10;10;0;0;0;10;10;0;10;0
4428;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;6;2007/'08;120;100.0;10;0;40;40;30;0;40;30;30;0;10;10;0
4429;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;6;2008/'09;140;130.0;20;0;50;40;50;0;50;30;50;0;0;10;0
4430;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;8;2007/'08;460;290.0;170;10;80;200;170;0;60;110;130;10;30;90;40
4431;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;8;2008/'09;520;320.0;200;20;100;220;190;0;50;120;150;20;50;90;40
4432;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;9;2007/'08;100;40.0;60;0;10;40;40;0;10;20;20;0;10;30;20
4433;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;9;2008/'09;100;40.0;60;0;20;40;50;0;0;10;20;0;10;30;20
4434;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Werknemers, deeltijd werkzaam;2007/'08;360;260.0;110;10;70;150;130;0;50;90;110;10;20;60;20
4435;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Werknemers, deeltijd werkzaam;2008/'09;420;280.0;140;20;80;180;140;0;40;110;120;20;40;70;20
4436;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Zelfstandigen, totaal;2007/'08;10;10.0;0;0;0;0;10;0;0;0;0;0;0;0;0
4437;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Zelfstandigen, totaal;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4438;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Bijstandsuitkering;2007/'08;20;10.0;10;0;10;10;0;0;0;0;0;0;10;0;0
4439;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Bijstandsuitkering;2008/'09;40;10.0;30;10;10;10;10;0;10;0;0;10;10;10;0
4440;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Arbeidsongeschiktheidsuitkering;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4441;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Arbeidsongeschiktheidsuitkering;2008/'09;10;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4442;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Werkloosheidsuitkering;2007/'08;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
4443;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Werkloosheidsuitkering;2008/'09;10;10.0;10;0;0;0;10;0;0;0;10;0;0;0;0
4444;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Overige uitkeringen;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4445;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Overige uitkeringen;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4446;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4447;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Marokko;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4448;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;0;2007/'08;660;280.0;380;10;170;250;230;0;60;90;120;10;110;160;110
4449;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;0;2008/'09;690;240.0;460;10;190;270;230;0;60;60;110;10;130;210;120
4450;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;1;2007/'08;580;220.0;360;10;130;230;210;0;40;70;110;10;100;150;100
4451;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;1;2008/'09;600;170.0;430;10;160;250;200;0;30;50;90;10;120;200;110
4452;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;2;2007/'08;50;20.0;30;0;20;10;20;0;10;10;10;0;10;0;10
4453;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;2;2008/'09;60;20.0;40;0;20;30;10;0;10;10;0;0;10;20;10
4454;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;3;2007/'08;560;210.0;350;10;130;220;210;0;30;70;110;10;90;150;100
4455;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;3;2008/'09;580;170.0;410;10;150;230;190;0;30;50;90;10;120;190;100
4456;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;4;2007/'08;30;20.0;10;0;10;10;10;0;0;0;10;0;10;0;0
4457;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;4;2008/'09;40;20.0;20;0;10;20;10;0;10;10;0;0;10;10;10
4458;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;5;2007/'08;20;10.0;10;0;10;10;10;0;0;0;0;0;10;0;0
4459;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;5;2008/'09;30;10.0;20;0;10;10;0;0;0;0;0;0;10;10;0
4460;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;6;2007/'08;50;40.0;10;0;20;10;10;0;20;10;10;0;0;0;0
4461;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;6;2008/'09;50;40.0;10;0;20;10;20;0;20;10;20;0;0;0;0
4462;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;8;2007/'08;580;220.0;360;10;130;230;210;0;40;70;110;10;100;150;100
4463;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;8;2008/'09;600;170.0;430;10;160;250;200;0;30;50;90;10;120;200;110
4464;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;9;2007/'08;210;30.0;180;0;40;90;80;0;0;10;20;0;40;80;60
4465;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;9;2008/'09;200;20.0;180;0;40;90;70;0;0;10;10;0;40;80;60
4466;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Werknemers, deeltijd werkzaam;2007/'08;370;190.0;180;10;90;140;130;0;30;70;90;10;60;70;40
4467;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Werknemers, deeltijd werkzaam;2008/'09;410;160.0;250;10;120;160;120;0;30;50;80;0;90;110;50
4468;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Zelfstandigen, totaal;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4469;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Zelfstandigen, totaal;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4470;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Bijstandsuitkering;2007/'08;20;10.0;10;0;10;10;0;0;10;0;0;0;10;0;0
4471;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Bijstandsuitkering;2008/'09;30;10.0;20;0;10;10;10;0;0;10;0;0;10;10;10
4472;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Arbeidsongeschiktheidsuitkering;2007/'08;10;10.0;10;0;0;0;10;0;0;0;10;0;0;0;0
4473;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Arbeidsongeschiktheidsuitkering;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4474;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Werkloosheidsuitkering;2007/'08;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
4475;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Werkloosheidsuitkering;2008/'09;10;0.0;10;0;0;10;0;0;0;0;0;0;0;10;0
4476;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Overige uitkeringen;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4477;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Overige uitkeringen;2008/'09;10;0.0;10;0;0;10;0;0;0;0;0;0;0;0;0
4478;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4479;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Suriname;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4480;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;0;2007/'08;300;140.0;150;10;80;120;90;0;40;50;50;0;50;60;40
4481;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;0;2008/'09;310;140.0;170;10;100;100;100;0;50;40;50;0;50;70;40
4482;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;1;2007/'08;250;110.0;140;10;60;100;80;0;20;40;50;0;40;60;40
4483;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;1;2008/'09;250;110.0;150;0;70;90;90;0;30;30;50;0;40;60;40
4484;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;2;2007/'08;30;10.0;20;0;20;10;0;0;10;0;0;0;10;0;0
4485;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;2;2008/'09;40;20.0;20;0;20;10;10;0;10;0;10;0;20;10;0
4486;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;3;2007/'08;230;100.0;130;0;50;100;80;0;20;40;50;0;30;60;40
4487;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;3;2008/'09;240;100.0;140;0;60;90;80;0;30;30;40;0;40;60;40
4488;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;4;2007/'08;20;10.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4489;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;4;2008/'09;30;10.0;20;0;20;10;0;0;10;0;0;0;10;0;0
4490;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;5;2007/'08;20;10.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4491;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;5;2008/'09;20;10.0;10;0;10;0;10;0;0;0;10;0;10;0;0
4492;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;6;2007/'08;30;30.0;0;0;20;10;10;0;20;10;10;0;0;0;0
4493;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;6;2008/'09;30;20.0;10;0;20;10;10;0;10;0;0;0;0;0;0
4494;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;8;2007/'08;250;110.0;140;10;60;100;80;0;20;40;50;0;40;60;40
4495;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;8;2008/'09;250;110.0;150;0;70;90;90;0;30;30;50;0;40;60;40
4496;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;9;2007/'08;70;10.0;60;0;10;30;20;0;0;0;10;0;10;30;20
4497;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;9;2008/'09;70;10.0;70;0;10;20;40;0;0;0;0;0;10;20;30
4498;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Werknemers, deeltijd werkzaam;2007/'08;180;100.0;80;10;40;70;60;0;20;40;40;0;30;30;20
4499;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Werknemers, deeltijd werkzaam;2008/'09;180;100.0;80;0;60;70;60;0;30;30;40;0;30;40;10
4500;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Zelfstandigen, totaal;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4501;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Zelfstandigen, totaal;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4502;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Bijstandsuitkering;2007/'08;20;10.0;10;0;10;0;0;0;0;0;0;0;10;0;0
4503;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Bijstandsuitkering;2008/'09;30;10.0;20;0;20;10;10;0;10;0;0;0;10;0;0
4504;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Arbeidsongeschiktheidsuitkering;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4505;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Arbeidsongeschiktheidsuitkering;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4506;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Werkloosheidsuitkering;2007/'08;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
4507;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Werkloosheidsuitkering;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4508;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Overige uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4509;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Overige uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4510;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4511;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Nederlandse Antillen, Aruba;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4512;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;0;2007/'08;860;530.0;340;60;270;270;270;40;160;130;200;20;110;140;70
4513;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;0;2008/'09;870;480.0;390;40;260;280;300;20;140;100;220;20;120;170;80
4514;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;1;2007/'08;670;380.0;280;30;180;230;230;20;100;100;170;10;80;130;70
4515;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;1;2008/'09;670;340.0;330;20;170;240;240;10;80;80;170;10;90;160;70
4516;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;2;2007/'08;100;60.0;40;20;50;20;10;10;30;10;10;10;20;10;0
4517;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;2;2008/'09;120;60.0;70;20;60;30;20;10;30;10;10;10;30;20;10
4518;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;3;2007/'08;630;360.0;270;20;160;220;230;10;90;100;160;10;80;130;60
4519;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;3;2008/'09;630;320.0;310;20;150;230;230;10;80;70;160;10;80;150;70
4520;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;4;2007/'08;70;40.0;30;20;40;10;0;10;20;10;0;10;20;10;0
4521;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;4;2008/'09;80;40.0;40;10;40;10;10;10;20;0;10;10;20;10;0
4522;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;5;2007/'08;40;20.0;10;10;20;10;10;0;10;10;0;0;10;0;0
4523;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;5;2008/'09;40;20.0;20;0;20;10;10;0;10;10;10;0;10;10;0
4524;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;6;2007/'08;130;110.0;20;20;50;30;30;20;40;20;30;0;10;10;0
4525;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;6;2008/'09;130;110.0;20;10;50;30;50;10;30;20;50;0;10;0;0
4526;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;8;2007/'08;670;380.0;280;30;180;230;230;20;100;100;170;10;80;130;70
4527;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;8;2008/'09;670;340.0;330;20;170;240;240;10;80;80;170;10;80;160;70
4528;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;9;2007/'08;150;50.0;100;0;30;60;60;0;10;10;40;0;20;50;30
4529;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;9;2008/'09;150;40.0;110;0;20;50;70;0;10;10;30;0;20;50;40
4530;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Werknemers, deeltijd werkzaam;2007/'08;510;330.0;180;30;160;160;170;20;100;90;130;10;60;70;40
4531;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Werknemers, deeltijd werkzaam;2008/'09;520;300.0;220;20;150;190;170;10;80;70;140;10;70;120;30
4532;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Zelfstandigen, totaal;2007/'08;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
4533;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Zelfstandigen, totaal;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4534;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Bijstandsuitkering;2007/'08;80;50.0;30;20;40;10;0;10;30;10;0;10;20;0;0
4535;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Bijstandsuitkering;2008/'09;80;40.0;40;10;40;20;10;0;20;10;10;10;20;10;0
4536;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;10;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4537;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;10;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4538;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Werkloosheidsuitkering;2007/'08;10;0.0;10;0;0;10;0;0;0;0;0;0;0;0;0
4539;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Werkloosheidsuitkering;2008/'09;20;0.0;20;0;10;0;10;0;0;0;0;0;10;0;10
4540;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Overige uitkeringen;2007/'08;10;0.0;0;0;10;0;0;0;0;0;0;0;0;0;0
4541;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Overige uitkeringen;2008/'09;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
4542;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4543;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Overig niet-westerse allochtoon;Meerdere uitkeringen;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4544;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;0;2007/'08;30;0.0;30;0;10;10;10;0;0;0;0;0;10;10;10
4545;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;0;2008/'09;50;0.0;50;0;10;20;20;0;0;0;0;0;10;20;20
4546;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;1;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4547;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;1;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4548;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;2;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4549;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;2;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4550;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;3;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4551;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;3;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4552;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4553;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;4;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4554;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;5;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4555;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4556;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;6;2007/'08;30;0.0;20;0;10;10;10;0;0;0;0;0;10;10;10
4557;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;6;2008/'09;50;0.0;40;0;10;20;20;0;0;0;0;0;10;20;20
4558;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;8;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4559;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;8;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4560;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;9;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4561;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;9;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4562;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Werknemers, deeltijd werkzaam;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4563;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Werknemers, deeltijd werkzaam;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4564;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Zelfstandigen, totaal;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4565;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Zelfstandigen, totaal;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4566;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Bijstandsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
4567;Mannen en vrouwen;Totaal leeftijd;7 Gezondheidszorg en welzijn;Herkomst onbekend;Bijstandsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
