ID;StandaardGoederennomenclatuurSGN;Perioden;InNLGeproduceerdEnAfgezet_1;Uitvoer_2;InBuitenlGeproduceerdInNLAfgezet_3
8459;2062100  Vetten en oliën, dierlijk;September 1992;116.0;115.0;137.0
8460;2062100  Vetten en oliën, dierlijk;Oktober   1992;119.0;118.0;135.0
8461;2062100  Vetten en oliën, dierlijk;November  1992;120.0;118.0;143.0
8462;2062100  Vetten en oliën, dierlijk;December  1992;120.0;116.0;150.0
8463;2062100  Vetten en oliën, dierlijk;1993;119.0;114.0;148.0
8464;2062100  Vetten en oliën, dierlijk;Januari   1993;119.0;115.0;146.0
8465;2062100  Vetten en oliën, dierlijk;Februari  1993;122.0;122.0;145.0
8466;2062100  Vetten en oliën, dierlijk;Maart     1993;122.0;112.0;145.0
8467;2062100  Vetten en oliën, dierlijk;April     1993;117.0;113.0;147.0
8468;2062100  Vetten en oliën, dierlijk;Mei       1993;115.0;113.0;143.0
8469;2062100  Vetten en oliën, dierlijk;Juni      1993;122.0;112.0;144.0
8470;2062100  Vetten en oliën, dierlijk;Juli      1993;119.0;111.0;149.0
8471;2062100  Vetten en oliën, dierlijk;Augustus  1993;116.0;110.0;147.0
8472;2062100  Vetten en oliën, dierlijk;September 1993;120.0;113.0;150.0
8473;2062100  Vetten en oliën, dierlijk;Oktober   1993;119.0;117.0;150.0
8474;2062100  Vetten en oliën, dierlijk;November  1993;117.0;113.0;154.0
8475;2062100  Vetten en oliën, dierlijk;December  1993;122.0;116.0;151.0
8476;2062100  Vetten en oliën, dierlijk;1994;112.0;111.0;164.0
8477;2062100  Vetten en oliën, dierlijk;Januari   1994;119.0;113.0;163.0
8478;2062100  Vetten en oliën, dierlijk;Februari  1994;123.0;115.0;165.0
8479;2062100  Vetten en oliën, dierlijk;Maart     1994;123.0;115.0;163.0
8480;2062100  Vetten en oliën, dierlijk;April     1994;124.0;109.0;165.0
8481;2062100  Vetten en oliën, dierlijk;Mei       1994;116.0;114.0;169.0
8482;2062100  Vetten en oliën, dierlijk;Juni      1994;112.0;115.0;165.0
8483;2062100  Vetten en oliën, dierlijk;Juli      1994;109.0;107.0;153.0
8484;2062100  Vetten en oliën, dierlijk;Augustus  1994;105.0;110.0;160.0
8485;2062100  Vetten en oliën, dierlijk;September 1994;104.0;107.0;155.0
8486;2062100  Vetten en oliën, dierlijk;Oktober   1994;101.0;104.0;163.0
8487;2062100  Vetten en oliën, dierlijk;November  1994;105.0;111.0;162.0
8488;2062100  Vetten en oliën, dierlijk;December  1994;102.0;112.0;182.0
8489;2062100  Vetten en oliën, dierlijk;1995;122.0;127.0;177.0
8490;2062100  Vetten en oliën, dierlijk;Januari   1995;115.0;118.0;195.0
8491;2062100  Vetten en oliën, dierlijk;Februari  1995;112.0;117.0;173.0
8492;2062100  Vetten en oliën, dierlijk;Maart     1995;110.0;116.0;185.0
8493;2062100  Vetten en oliën, dierlijk;April     1995;110.0;116.0;174.0
8494;2062100  Vetten en oliën, dierlijk;Mei       1995;118.0;120.0;173.0
8495;2062100  Vetten en oliën, dierlijk;Juni      1995;120.0;121.0;166.0
8496;2062100  Vetten en oliën, dierlijk;Juli      1995;120.0;128.0;162.0
8497;2062100  Vetten en oliën, dierlijk;Augustus  1995;126.0;134.0;169.0
8498;2062100  Vetten en oliën, dierlijk;September 1995;127.0;138.0;175.0
8499;2062100  Vetten en oliën, dierlijk;Oktober   1995;134.0;137.0;170.0
8500;2062100  Vetten en oliën, dierlijk;November  1995;135.0;141.0;194.0
8501;2062100  Vetten en oliën, dierlijk;December  1995;141.0;139.0;194.0
8502;2062100  Vetten en oliën, dierlijk;1996;132.0;130.0;191.0
8503;2062100  Vetten en oliën, dierlijk;Januari   1996;133.0;127.0;192.0
8504;2062100  Vetten en oliën, dierlijk;Februari  1996;134.0;126.0;191.0
8505;2062100  Vetten en oliën, dierlijk;Maart     1996;135.0;129.0;191.0
8506;2062100  Vetten en oliën, dierlijk;April     1996;133.0;126.0;193.0
8507;2062100  Vetten en oliën, dierlijk;Mei       1996;141.0;128.0;180.0
8508;2062100  Vetten en oliën, dierlijk;Juni      1996;129.0;124.0;179.0
8509;2062100  Vetten en oliën, dierlijk;Juli      1996;124.0;125.0;180.0
8510;2062100  Vetten en oliën, dierlijk;Augustus  1996;123.0;128.0;188.0
8511;2062100  Vetten en oliën, dierlijk;September 1996;127.0;132.0;197.0
8512;2062100  Vetten en oliën, dierlijk;Oktober   1996;130.0;135.0;199.0
8513;2062100  Vetten en oliën, dierlijk;November  1996;135.0;137.0;200.0
8514;2062100  Vetten en oliën, dierlijk;December  1996;137.0;140.0;206.0
8515;2062100  Vetten en oliën, dierlijk;1997;162.0;165.0;214.0
8516;2062100  Vetten en oliën, dierlijk;Januari   1997;144.0;143.0;215.0
8517;2062100  Vetten en oliën, dierlijk;Februari  1997;147.0;144.0;213.0
8518;2062100  Vetten en oliën, dierlijk;Maart     1997;149.0;144.0;204.0
8519;2062100  Vetten en oliën, dierlijk;April     1997;150.0;145.0;194.0
8520;2062100  Vetten en oliën, dierlijk;Mei       1997;150.0;142.0;200.0
8521;2062100  Vetten en oliën, dierlijk;Juni      1997;153.0;158.0;201.0
8522;2062100  Vetten en oliën, dierlijk;Juli      1997;158.0;159.0;204.0
8523;2062100  Vetten en oliën, dierlijk;Augustus  1997;161.0;169.0;205.0
8524;2062100  Vetten en oliën, dierlijk;September 1997;170.0;169.0;214.0
8525;2062100  Vetten en oliën, dierlijk;Oktober   1997;178.0;195.0;233.0
8526;2062100  Vetten en oliën, dierlijk;November  1997;186.0;197.0;241.0
8527;2062100  Vetten en oliën, dierlijk;December  1997;195.0;211.0;246.0
8528;2062100  Vetten en oliën, dierlijk;1998;208.0;200.0;238.0
8529;2062100  Vetten en oliën, dierlijk;Januari   1998;199.0;208.0;249.0
8530;2062100  Vetten en oliën, dierlijk;Februari  1998;204.0;207.0;238.0
8531;2062100  Vetten en oliën, dierlijk;Maart  1998;207.0;212.0;237.0
8532;2062100  Vetten en oliën, dierlijk;April  1998;204.0;209.0;240.0
8533;2062100  Vetten en oliën, dierlijk;Mei 1998;210.0;211.0;240.0
8534;2062100  Vetten en oliën, dierlijk;Juni 1998;216.0;209.0;245.0
8535;2062100  Vetten en oliën, dierlijk;Juli 1998;217.0;206.0;239.0
8536;2062100  Vetten en oliën, dierlijk;Augustus 1998;224.0;208.0;236.0
8537;2062100  Vetten en oliën, dierlijk;September 1998;212.0;198.0;238.0
8538;2062100  Vetten en oliën, dierlijk;Oktober 1998;212.0;189.0;228.0
8539;2062100  Vetten en oliën, dierlijk;November 1998;205.0;186.0;229.0
8540;2062100  Vetten en oliën, dierlijk;December 1998;185.0;164.0;231.0
8541;2062200  Vetten en oliën, plantaardig;1990;100.0;100.0;100.0
8542;2062200  Vetten en oliën, plantaardig;Januari   1990;108.0;106.0;100.0
8543;2062200  Vetten en oliën, plantaardig;Februari  1990;107.0;107.0;100.0
8544;2062200  Vetten en oliën, plantaardig;Maart     1990;103.0;105.0;100.0
8545;2062200  Vetten en oliën, plantaardig;April     1990;101.0;101.0;99.0
8546;2062200  Vetten en oliën, plantaardig;Mei       1990;101.0;101.0;100.0
8547;2062200  Vetten en oliën, plantaardig;Juni      1990;101.0;100.0;101.0
8548;2062200  Vetten en oliën, plantaardig;Juli      1990;95.0;95.0;100.0
8549;2062200  Vetten en oliën, plantaardig;Augustus  1990;98.0;96.0;99.0
8550;2062200  Vetten en oliën, plantaardig;September 1990;98.0;97.0;98.0
8551;2062200  Vetten en oliën, plantaardig;Oktober   1990;94.0;96.0;97.0
8552;2062200  Vetten en oliën, plantaardig;November  1990;99.0;99.0;97.0
8553;2062200  Vetten en oliën, plantaardig;December  1990;97.0;97.0;109.0
8554;2062200  Vetten en oliën, plantaardig;1991;106.0;105.0;103.0
8555;2062200  Vetten en oliën, plantaardig;Januari   1991;96.0;97.0;105.0
8556;2062200  Vetten en oliën, plantaardig;Februari  1991;98.0;96.0;104.0
8557;2062200  Vetten en oliën, plantaardig;Maart     1991;103.0;101.0;103.0
8558;2062200  Vetten en oliën, plantaardig;April     1991;103.0;104.0;103.0
8559;2062200  Vetten en oliën, plantaardig;Mei       1991;102.0;101.0;104.0
8560;2062200  Vetten en oliën, plantaardig;Juni      1991;106.0;107.0;103.0
8561;2062200  Vetten en oliën, plantaardig;Juli      1991;111.0;110.0;104.0
8562;2062200  Vetten en oliën, plantaardig;Augustus  1991;107.0;106.0;104.0
8563;2062200  Vetten en oliën, plantaardig;September 1991;109.0;108.0;102.0
8564;2062200  Vetten en oliën, plantaardig;Oktober   1991;115.0;113.0;103.0
8565;2062200  Vetten en oliën, plantaardig;November  1991;114.0;110.0;98.0
8566;2062200  Vetten en oliën, plantaardig;December  1991;111.0;104.0;98.0
8567;2062200  Vetten en oliën, plantaardig;1992;111.0;105.0;99.0
8568;2062200  Vetten en oliën, plantaardig;Januari   1992;119.0;110.0;98.0
8569;2062200  Vetten en oliën, plantaardig;Februari  1992;114.0;108.0;100.0
8570;2062200  Vetten en oliën, plantaardig;Maart     1992;119.0;110.0;98.0
8571;2062200  Vetten en oliën, plantaardig;April     1992;115.0;110.0;99.0
8572;2062200  Vetten en oliën, plantaardig;Mei       1992;115.0;108.0;99.0
8573;2062200  Vetten en oliën, plantaardig;Juni      1992;112.0;106.0;101.0
8574;2062200  Vetten en oliën, plantaardig;Juli      1992;105.0;100.0;101.0
8575;2062200  Vetten en oliën, plantaardig;Augustus  1992;103.0;97.0;102.0
8576;2062200  Vetten en oliën, plantaardig;September 1992;105.0;98.0;97.0
8577;2062200  Vetten en oliën, plantaardig;Oktober   1992;108.0;102.0;100.0
8578;2062200  Vetten en oliën, plantaardig;November  1992;111.0;107.0;99.0
8579;2062200  Vetten en oliën, plantaardig;December  1992;109.0;104.0;98.0
8580;2062200  Vetten en oliën, plantaardig;1993;114.0;107.0;94.0
8581;2062200  Vetten en oliën, plantaardig;Januari   1993;107.0;101.0;97.0
8582;2062200  Vetten en oliën, plantaardig;Februari  1993;109.0;105.0;97.0
8583;2062200  Vetten en oliën, plantaardig;Maart     1993;109.0;104.0;93.0
8584;2062200  Vetten en oliën, plantaardig;April     1993;106.0;102.0;92.0
8585;2062200  Vetten en oliën, plantaardig;Mei       1993;110.0;102.0;92.0
8586;2062200  Vetten en oliën, plantaardig;Juni      1993;114.0;104.0;92.0
8587;2062200  Vetten en oliën, plantaardig;Juli      1993;115.0;108.0;94.0
8588;2062200  Vetten en oliën, plantaardig;Augustus  1993;114.0;109.0;94.0
8589;2062200  Vetten en oliën, plantaardig;September 1993;112.0;107.0;93.0
8590;2062200  Vetten en oliën, plantaardig;Oktober   1993;115.0;106.0;92.0
8591;2062200  Vetten en oliën, plantaardig;November  1993;122.0;115.0;93.0
8592;2062200  Vetten en oliën, plantaardig;December  1993;133.0;121.0;94.0
8593;2062200  Vetten en oliën, plantaardig;1994;135.0;125.0;94.0
8594;2062200  Vetten en oliën, plantaardig;Januari   1994;128.0;118.0;94.0
8595;2062200  Vetten en oliën, plantaardig;Februari  1994;126.0;120.0;94.0
8596;2062200  Vetten en oliën, plantaardig;Maart     1994;126.0;120.0;95.0
8597;2062200  Vetten en oliën, plantaardig;April     1994;129.0;119.0;96.0
8598;2062200  Vetten en oliën, plantaardig;Mei       1994;133.0;120.0;95.0
8599;2062200  Vetten en oliën, plantaardig;Juni      1994;128.0;118.0;95.0
8600;2062200  Vetten en oliën, plantaardig;Juli      1994;131.0;119.0;93.0
8601;2062200  Vetten en oliën, plantaardig;Augustus  1994;132.0;124.0;92.0
8602;2062200  Vetten en oliën, plantaardig;September 1994;135.0;129.0;91.0
8603;2062200  Vetten en oliën, plantaardig;Oktober   1994;140.0;128.0;93.0
8604;2062200  Vetten en oliën, plantaardig;November  1994;154.0;141.0;94.0
8605;2062200  Vetten en oliën, plantaardig;December  1994;153.0;140.0;95.0
8606;2062200  Vetten en oliën, plantaardig;1995;143.0;130.0;93.0
8607;2062200  Vetten en oliën, plantaardig;Januari   1995;144.0;133.0;94.0
8608;2062200  Vetten en oliën, plantaardig;Februari  1995;140.0;133.0;94.0
8609;2062200  Vetten en oliën, plantaardig;Maart     1995;141.0;129.0;92.0
8610;2062200  Vetten en oliën, plantaardig;April     1995;140.0;126.0;93.0
8611;2062200  Vetten en oliën, plantaardig;Mei       1995;143.0;125.0;92.0
8612;2062200  Vetten en oliën, plantaardig;Juni      1995;143.0;131.0;92.0
8613;2062200  Vetten en oliën, plantaardig;Juli      1995;144.0;129.0;92.0
8614;2062200  Vetten en oliën, plantaardig;Augustus  1995;144.0;131.0;93.0
8615;2062200  Vetten en oliën, plantaardig;September 1995;145.0;131.0;94.0
8616;2062200  Vetten en oliën, plantaardig;Oktober   1995;147.0;133.0;95.0
8617;2062200  Vetten en oliën, plantaardig;November  1995;142.0;131.0;95.0
8618;2062200  Vetten en oliën, plantaardig;December  1995;143.0;130.0;94.0
8619;2062200  Vetten en oliën, plantaardig;1996;145.0;132.0;95.0
8620;2062200  Vetten en oliën, plantaardig;Januari   1996;141.0;127.0;92.0
8621;2062200  Vetten en oliën, plantaardig;Februari  1996;139.0;126.0;93.0
8622;2062200  Vetten en oliën, plantaardig;Maart     1996;141.0;127.0;94.0
8623;2062200  Vetten en oliën, plantaardig;April     1996;151.0;134.0;95.0
8624;2062200  Vetten en oliën, plantaardig;Mei       1996;147.0;134.0;95.0
8625;2062200  Vetten en oliën, plantaardig;Juni      1996;145.0;133.0;96.0
8626;2062200  Vetten en oliën, plantaardig;Juli      1996;140.0;130.0;96.0
8627;2062200  Vetten en oliën, plantaardig;Augustus  1996;146.0;134.0;96.0
8628;2062200  Vetten en oliën, plantaardig;September 1996;145.0;132.0;96.0
8629;2062200  Vetten en oliën, plantaardig;Oktober   1996;146.0;131.0;96.0
8630;2062200  Vetten en oliën, plantaardig;November  1996;151.0;135.0;96.0
8631;2062200  Vetten en oliën, plantaardig;December  1996;153.0;138.0;96.0
8632;2062200  Vetten en oliën, plantaardig;1997;159.0;147.0;104.0
8633;2062200  Vetten en oliën, plantaardig;Januari   1997;158.0;144.0;99.0
8634;2062200  Vetten en oliën, plantaardig;Februari  1997;157.0;141.0;102.0
8635;2062200  Vetten en oliën, plantaardig;Maart     1997;159.0;147.0;102.0
8636;2062200  Vetten en oliën, plantaardig;April     1997;162.0;150.0;103.0
8637;2062200  Vetten en oliën, plantaardig;Mei       1997;158.0;145.0;102.0
8638;2062200  Vetten en oliën, plantaardig;Juni      1997;157.0;146.0;102.0
8639;2062200  Vetten en oliën, plantaardig;Juli      1997;157.0;144.0;105.0
8640;2062200  Vetten en oliën, plantaardig;Augustus  1997;157.0;144.0;108.0
8641;2062200  Vetten en oliën, plantaardig;September 1997;161.0;149.0;107.0
8642;2062200  Vetten en oliën, plantaardig;Oktober   1997;159.0;149.0;103.0
8643;2062200  Vetten en oliën, plantaardig;November  1997;161.0;151.0;105.0
8644;2062200  Vetten en oliën, plantaardig;December  1997;162.0;152.0;106.0
8645;2062200  Vetten en oliën, plantaardig;1998;177.0;160.0;113.0
8646;2062200  Vetten en oliën, plantaardig;Januari   1998;163.0;150.0;109.0
8647;2062200  Vetten en oliën, plantaardig;Februari  1998;165.0;154.0;110.0
8648;2062200  Vetten en oliën, plantaardig;Maart  1998;173.0;161.0;110.0
8649;2062200  Vetten en oliën, plantaardig;April  1998;178.0;162.0;115.0
8650;2062200  Vetten en oliën, plantaardig;Mei 1998;178.0;161.0;112.0
8651;2062200  Vetten en oliën, plantaardig;Juni 1998;181.0;158.0;113.0
8652;2062200  Vetten en oliën, plantaardig;Juli 1998;179.0;160.0;118.0
8653;2062200  Vetten en oliën, plantaardig;Augustus 1998;180.0;163.0;118.0
8654;2062200  Vetten en oliën, plantaardig;September 1998;177.0;158.0;114.0
8655;2062200  Vetten en oliën, plantaardig;Oktober 1998;183.0;160.0;111.0
8656;2062200  Vetten en oliën, plantaardig;November 1998;187.0;165.0;112.0
8657;2062200  Vetten en oliën, plantaardig;December 1998;183.0;161.0;110.0
8658;2063000  Spijsoliën en -vetten;1990;100.0;100.0;
8659;2063000  Spijsoliën en -vetten;Januari   1990;98.0;101.0;
8660;2063000  Spijsoliën en -vetten;Februari  1990;99.0;101.0;
8661;2063000  Spijsoliën en -vetten;Maart     1990;99.0;103.0;
8662;2063000  Spijsoliën en -vetten;April     1990;99.0;100.0;
8663;2063000  Spijsoliën en -vetten;Mei       1990;99.0;101.0;
8664;2063000  Spijsoliën en -vetten;Juni      1990;99.0;99.0;
8665;2063000  Spijsoliën en -vetten;Juli      1990;101.0;98.0;
8666;2063000  Spijsoliën en -vetten;Augustus  1990;101.0;99.0;
8667;2063000  Spijsoliën en -vetten;September 1990;100.0;99.0;
8668;2063000  Spijsoliën en -vetten;Oktober   1990;100.0;97.0;
8669;2063000  Spijsoliën en -vetten;November  1990;102.0;102.0;
8670;2063000  Spijsoliën en -vetten;December  1990;103.0;100.0;
8671;2063000  Spijsoliën en -vetten;1991;105.0;94.0;
8672;2063000  Spijsoliën en -vetten;Januari   1991;103.0;96.0;
8673;2063000  Spijsoliën en -vetten;Februari  1991;103.0;95.0;
8674;2063000  Spijsoliën en -vetten;Maart     1991;103.0;95.0;
8675;2063000  Spijsoliën en -vetten;April     1991;103.0;94.0;
8676;2063000  Spijsoliën en -vetten;Mei       1991;104.0;94.0;
8677;2063000  Spijsoliën en -vetten;Juni      1991;107.0;94.0;
8678;2063000  Spijsoliën en -vetten;Juli      1991;107.0;94.0;
8679;2063000  Spijsoliën en -vetten;Augustus  1991;107.0;94.0;
8680;2063000  Spijsoliën en -vetten;September 1991;107.0;94.0;
8681;2063000  Spijsoliën en -vetten;Oktober   1991;107.0;94.0;
8682;2063000  Spijsoliën en -vetten;November  1991;107.0;95.0;
8683;2063000  Spijsoliën en -vetten;December  1991;107.0;95.0;
8684;2063000  Spijsoliën en -vetten;1992;108.0;98.0;
8685;2063000  Spijsoliën en -vetten;Januari   1992;106.0;96.0;
8686;2063000  Spijsoliën en -vetten;Februari  1992;107.0;95.0;
8687;2063000  Spijsoliën en -vetten;Maart     1992;107.0;97.0;
8688;2063000  Spijsoliën en -vetten;April     1992;107.0;101.0;
8689;2063000  Spijsoliën en -vetten;Mei       1992;108.0;101.0;
8690;2063000  Spijsoliën en -vetten;Juni      1992;109.0;101.0;
8691;2063000  Spijsoliën en -vetten;Juli      1992;109.0;99.0;
8692;2063000  Spijsoliën en -vetten;Augustus  1992;109.0;98.0;
8693;2063000  Spijsoliën en -vetten;September 1992;109.0;98.0;
8694;2063000  Spijsoliën en -vetten;Oktober   1992;110.0;98.0;
8695;2063000  Spijsoliën en -vetten;November  1992;110.0;98.0;
8696;2063000  Spijsoliën en -vetten;December  1992;110.0;97.0;
8697;2063000  Spijsoliën en -vetten;1993;110.0;97.0;
8698;2063000  Spijsoliën en -vetten;Januari   1993;109.0;98.0;
8699;2063000  Spijsoliën en -vetten;Februari  1993;109.0;98.0;
8700;2063000  Spijsoliën en -vetten;Maart     1993;109.0;99.0;
8701;2063000  Spijsoliën en -vetten;April     1993;109.0;97.0;
8702;2063000  Spijsoliën en -vetten;Mei       1993;109.0;97.0;
8703;2063000  Spijsoliën en -vetten;Juni      1993;109.0;97.0;
8704;2063000  Spijsoliën en -vetten;Juli      1993;109.0;97.0;
8705;2063000  Spijsoliën en -vetten;Augustus  1993;109.0;96.0;
8706;2063000  Spijsoliën en -vetten;September 1993;111.0;95.0;
8707;2063000  Spijsoliën en -vetten;Oktober   1993;111.0;96.0;
8708;2063000  Spijsoliën en -vetten;November  1993;111.0;98.0;
8709;2063000  Spijsoliën en -vetten;December  1993;112.0;100.0;
8710;2063000  Spijsoliën en -vetten;1994;120.0;110.0;
8711;2063000  Spijsoliën en -vetten;Januari   1994;118.0;105.0;
8712;2063000  Spijsoliën en -vetten;Februari  1994;119.0;103.0;
8713;2063000  Spijsoliën en -vetten;Maart     1994;120.0;106.0;
8714;2063000  Spijsoliën en -vetten;April     1994;120.0;109.0;
8715;2063000  Spijsoliën en -vetten;Mei       1994;120.0;109.0;
8716;2063000  Spijsoliën en -vetten;Juni      1994;120.0;110.0;
8717;2063000  Spijsoliën en -vetten;Juli      1994;120.0;111.0;
8718;2063000  Spijsoliën en -vetten;Augustus  1994;120.0;112.0;
8719;2063000  Spijsoliën en -vetten;September 1994;120.0;112.0;
8720;2063000  Spijsoliën en -vetten;Oktober   1994;120.0;114.0;
8721;2063000  Spijsoliën en -vetten;November  1994;121.0;117.0;
8722;2063000  Spijsoliën en -vetten;December  1994;121.0;119.0;
8723;2063000  Spijsoliën en -vetten;1995;125.0;117.0;
8724;2063000  Spijsoliën en -vetten;Januari   1995;124.0;118.0;
8725;2063000  Spijsoliën en -vetten;Februari  1995;125.0;118.0;
8726;2063000  Spijsoliën en -vetten;Maart     1995;126.0;121.0;
8727;2063000  Spijsoliën en -vetten;April     1995;125.0;118.0;
8728;2063000  Spijsoliën en -vetten;Mei       1995;125.0;119.0;
8729;2063000  Spijsoliën en -vetten;Juni      1995;126.0;116.0;
8730;2063000  Spijsoliën en -vetten;Juli      1995;125.0;116.0;
8731;2063000  Spijsoliën en -vetten;Augustus  1995;125.0;116.0;
8732;2063000  Spijsoliën en -vetten;September 1995;125.0;115.0;
8733;2063000  Spijsoliën en -vetten;Oktober   1995;125.0;115.0;
8734;2063000  Spijsoliën en -vetten;November  1995;125.0;115.0;
8735;2063000  Spijsoliën en -vetten;December  1995;125.0;112.0;
8736;2063000  Spijsoliën en -vetten;1996;124.0;114.0;
8737;2063000  Spijsoliën en -vetten;Januari   1996;125.0;112.0;
8738;2063000  Spijsoliën en -vetten;Februari  1996;125.0;109.0;
8739;2063000  Spijsoliën en -vetten;Maart     1996;125.0;116.0;
8740;2063000  Spijsoliën en -vetten;April     1996;124.0;116.0;
8741;2063000  Spijsoliën en -vetten;Mei       1996;124.0;117.0;
8742;2063000  Spijsoliën en -vetten;Juni      1996;124.0;113.0;
8743;2063000  Spijsoliën en -vetten;Juli      1996;124.0;112.0;
8744;2063000  Spijsoliën en -vetten;Augustus  1996;124.0;115.0;
8745;2063000  Spijsoliën en -vetten;September 1996;124.0;116.0;
8746;2063000  Spijsoliën en -vetten;Oktober   1996;124.0;115.0;
8747;2063000  Spijsoliën en -vetten;November  1996;124.0;114.0;
8748;2063000  Spijsoliën en -vetten;December  1996;124.0;116.0;
8749;2063000  Spijsoliën en -vetten;1997;124.0;122.0;
8750;2063000  Spijsoliën en -vetten;Januari   1997;124.0;118.0;
8751;2063000  Spijsoliën en -vetten;Februari  1997;124.0;119.0;
8752;2063000  Spijsoliën en -vetten;Maart     1997;124.0;119.0;
8753;2063000  Spijsoliën en -vetten;April     1997;124.0;121.0;
8754;2063000  Spijsoliën en -vetten;Mei       1997;124.0;119.0;
8755;2063000  Spijsoliën en -vetten;Juni      1997;124.0;122.0;
8756;2063000  Spijsoliën en -vetten;Juli      1997;124.0;121.0;
8757;2063000  Spijsoliën en -vetten;Augustus  1997;124.0;121.0;
8758;2063000  Spijsoliën en -vetten;September 1997;124.0;121.0;
8759;2063000  Spijsoliën en -vetten;Oktober   1997;125.0;127.0;
8760;2063000  Spijsoliën en -vetten;November  1997;125.0;128.0;
8761;2063000  Spijsoliën en -vetten;December  1997;125.0;128.0;
8762;2063000  Spijsoliën en -vetten;1998;126.0;131.0;
8763;2063000  Spijsoliën en -vetten;Januari   1998;125.0;132.0;
8764;2063000  Spijsoliën en -vetten;Februari  1998;125.0;134.0;
8765;2063000  Spijsoliën en -vetten;Maart  1998;125.0;135.0;
8766;2063000  Spijsoliën en -vetten;April  1998;127.0;135.0;
8767;2063000  Spijsoliën en -vetten;Mei 1998;127.0;133.0;
8768;2063000  Spijsoliën en -vetten;Juni 1998;127.0;130.0;
8769;2063000  Spijsoliën en -vetten;Juli 1998;127.0;128.0;
8770;2063000  Spijsoliën en -vetten;Augustus 1998;126.0;129.0;
8771;2063000  Spijsoliën en -vetten;September 1998;126.0;132.0;
8772;2063000  Spijsoliën en -vetten;Oktober 1998;126.0;132.0;
8773;2063000  Spijsoliën en -vetten;November 1998;126.0;128.0;
8774;2063000  Spijsoliën en -vetten;December 1998;126.0;125.0;
8775;2063100  Margarine (w.o. halvarine);1990;100.0;100.0;
8776;2063100  Margarine (w.o. halvarine);Januari   1990;98.0;100.0;
8777;2063100  Margarine (w.o. halvarine);Februari  1990;99.0;100.0;
8778;2063100  Margarine (w.o. halvarine);Maart     1990;99.0;100.0;
8779;2063100  Margarine (w.o. halvarine);April     1990;99.0;99.0;
8780;2063100  Margarine (w.o. halvarine);Mei       1990;99.0;100.0;
8781;2063100  Margarine (w.o. halvarine);Juni      1990;99.0;99.0;
8782;2063100  Margarine (w.o. halvarine);Juli      1990;101.0;99.0;
8783;2063100  Margarine (w.o. halvarine);Augustus  1990;101.0;99.0;
8784;2063100  Margarine (w.o. halvarine);September 1990;100.0;101.0;
8785;2063100  Margarine (w.o. halvarine);Oktober   1990;100.0;101.0;
8786;2063100  Margarine (w.o. halvarine);November  1990;102.0;101.0;
8787;2063100  Margarine (w.o. halvarine);December  1990;103.0;101.0;
8788;2063100  Margarine (w.o. halvarine);1991;106.0;98.0;
8789;2063100  Margarine (w.o. halvarine);Januari   1991;103.0;99.0;
8790;2063100  Margarine (w.o. halvarine);Februari  1991;103.0;98.0;
8791;2063100  Margarine (w.o. halvarine);Maart     1991;103.0;98.0;
8792;2063100  Margarine (w.o. halvarine);April     1991;103.0;98.0;
8793;2063100  Margarine (w.o. halvarine);Mei       1991;105.0;97.0;
8794;2063100  Margarine (w.o. halvarine);Juni      1991;107.0;98.0;
8795;2063100  Margarine (w.o. halvarine);Juli      1991;107.0;98.0;
8796;2063100  Margarine (w.o. halvarine);Augustus  1991;107.0;98.0;
8797;2063100  Margarine (w.o. halvarine);September 1991;107.0;98.0;
8798;2063100  Margarine (w.o. halvarine);Oktober   1991;107.0;98.0;
8799;2063100  Margarine (w.o. halvarine);November  1991;107.0;99.0;
8800;2063100  Margarine (w.o. halvarine);December  1991;107.0;99.0;
8801;2063100  Margarine (w.o. halvarine);1992;109.0;99.0;
8802;2063100  Margarine (w.o. halvarine);Januari   1992;107.0;102.0;
8803;2063100  Margarine (w.o. halvarine);Februari  1992;107.0;99.0;
8804;2063100  Margarine (w.o. halvarine);Maart     1992;107.0;102.0;
8805;2063100  Margarine (w.o. halvarine);April     1992;107.0;102.0;
8806;2063100  Margarine (w.o. halvarine);Mei       1992;108.0;102.0;
8807;2063100  Margarine (w.o. halvarine);Juni      1992;110.0;102.0;
8808;2063100  Margarine (w.o. halvarine);Juli      1992;110.0;98.0;
8809;2063100  Margarine (w.o. halvarine);Augustus  1992;109.0;98.0;
8810;2063100  Margarine (w.o. halvarine);September 1992;110.0;96.0;
8811;2063100  Margarine (w.o. halvarine);Oktober   1992;111.0;95.0;
8812;2063100  Margarine (w.o. halvarine);November  1992;110.0;96.0;
8813;2063100  Margarine (w.o. halvarine);December  1992;110.0;96.0;
8814;2063100  Margarine (w.o. halvarine);1993;111.0;95.0;
8815;2063100  Margarine (w.o. halvarine);Januari   1993;110.0;95.0;
8816;2063100  Margarine (w.o. halvarine);Februari  1993;110.0;95.0;
8817;2063100  Margarine (w.o. halvarine);Maart     1993;110.0;96.0;
8818;2063100  Margarine (w.o. halvarine);April     1993;110.0;95.0;
8819;2063100  Margarine (w.o. halvarine);Mei       1993;110.0;95.0;
8820;2063100  Margarine (w.o. halvarine);Juni      1993;110.0;95.0;
8821;2063100  Margarine (w.o. halvarine);Juli      1993;110.0;95.0;
8822;2063100  Margarine (w.o. halvarine);Augustus  1993;110.0;94.0;
8823;2063100  Margarine (w.o. halvarine);September 1993;111.0;93.0;
