ID;Toepassingsgroepen;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16;Totaal_17;Januari_18;Februari_19;Maart_20;April_21;Mei_22;Juni_23;Juli_24;Augustus_25;September_26;Oktober_27;November_28;December_29;GebruikPerJaarPerHectare_30;DoseringPerJaarPerHectare_31
357;Onkruidbestrijding en loofdoding;Schorseneren;2016;73.0;89.3;413;89.9;0.0;0.0;0.0;78.6;88.4;47.7;6.5;2.2;0.0;0.0;0.0;0.0;1069;0.0;0.0;0.0;44.9;37.9;15.8;1.1;0.2;0.0;0.0;0.0;0.0;2.3;2.6
358;Onkruidbestrijding en loofdoding;Sierconiferen;2012;757.0;87.5;2859;93.2;73.0;73.0;72.5;44.2;56.7;61.6;80.3;72.8;70.2;88.0;81.4;79.6;12388;11.5;12.3;5.9;9.4;11.7;8.0;7.8;8.2;5.1;5.4;0.7;13.9;4.0;4.3
359;Onkruidbestrijding en loofdoding;Sierconiferen;2016;604.0;72.0;2468;80.8;16.9;15.1;25.6;41.5;48.1;52.3;49.0;44.4;42.6;20.8;11.5;16.4;6616;7.0;4.9;7.5;10.3;13.4;13.4;13.3;10.8;10.1;3.6;1.4;4.3;2.2;2.7
360;Onkruidbestrijding en loofdoding;Totaal sluitkool;2012;404.0;82.5;2196;83.9;12.5;12.5;12.5;26.8;50.2;34.4;0.6;0.0;0.0;0.0;0.0;0.0;3756;1.3;2.7;13.2;11.7;51.1;19.6;0.3;0.0;0.0;0.0;0.0;0.0;1.4;1.7
361;Onkruidbestrijding en loofdoding;Totaal sluitkool;2016;288.0;75.1;2007;71.7;4.8;4.5;11.8;39.3;66.6;32.1;8.0;5.3;0.2;2.1;0.0;1.5;4031;0.1;0.9;3.7;30.7;46.7;10.3;4.7;1.5;0.1;0.9;0.0;0.5;1.4;2.0
362;Onkruidbestrijding en loofdoding;Spruitkool;2012;125.0;53.7;1281;47.3;0.0;0.0;20.6;12.8;47.1;10.6;0.0;4.8;0.0;0.0;0.0;0.0;2753;0.0;0.0;38.9;9.1;42.5;6.1;0.0;3.5;0.0;0.0;0.0;0.0;1.0;2.1
363;Onkruidbestrijding en loofdoding;Spruitkool;2016;121.0;58.6;1566;60.1;0.0;0.0;9.3;55.9;39.1;18.1;0.0;0.0;0.0;0.0;0.0;0.0;2630;0.0;0.0;9.9;60.1;25.4;4.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.7
364;Onkruidbestrijding en loofdoding;Stamsperziebonen;2012;275.0;76.6;2057;86.1;0.0;0.0;0.0;6.2;43.4;57.4;49.6;9.9;4.3;7.3;0.0;0.0;4961;0.0;0.0;0.0;5.1;31.8;25.7;35.0;1.4;0.1;0.9;0.0;0.0;2.1;2.4
365;Onkruidbestrijding en loofdoding;Stamsperziebonen;2016;314.0;91.6;2173;91.1;0.0;0.0;0.0;25.9;44.9;63.6;63.6;24.7;0.0;0.0;0.0;0.0;6356;0.0;0.0;0.0;17.9;21.3;27.8;28.0;5.0;0.0;0.0;0.0;0.0;2.7;2.9
366;Onkruidbestrijding en loofdoding;Suikerbieten;2012;8143.0;97.2;71613;98.5;0.0;49.5;68.1;79.2;94.1;49.7;5.1;0.6;3.0;0.0;0.0;0.0;311566;0.0;0.3;15.5;28.9;42.9;11.9;0.3;0.3;0.0;0.0;0.0;0.0;4.3;4.4
367;Onkruidbestrijding en loofdoding;Suikerbieten;2016;7307.0;93.4;62616;88.5;0.0;0.4;15.6;62.5;88.0;58.7;3.3;2.3;1.5;0.1;0.0;0.0;242445;0.0;0.1;6.0;23.4;45.9;22.4;0.5;1.0;0.7;0.0;0.0;0.0;3.4;3.9
368;Onkruidbestrijding en loofdoding;Tarwe, winter;2012;8567.0;98.8;131539;96.4;90.5;76.7;98.3;39.6;45.3;0.0;3.9;9.7;4.4;4.8;2.2;2.2;108445;0.5;0.0;21.2;12.6;38.4;0.0;2.1;9.8;7.0;6.0;1.6;0.8;0.8;0.8
369;Onkruidbestrijding en loofdoding;Tarwe, winter;2016;6039.0;83.2;104727;89.5;0.7;0.0;27.0;70.6;25.8;0.7;16.0;0.7;3.9;14.9;2.0;8.7;41917;0.0;0.0;6.1;17.7;23.4;1.2;13.1;1.4;11.0;10.4;1.5;14.1;0.4;0.4
370;Onkruidbestrijding en loofdoding;Tarwe, zomer;2012;1529.0;69.1;12086;79.3;0.0;32.2;32.2;7.2;83.1;0.0;0.0;10.5;3.1;0.0;0.0;0.0;22901;0.0;6.3;27.2;2.4;51.4;0.0;0.0;11.5;1.3;0.0;0.0;0.0;1.5;1.9
371;Onkruidbestrijding en loofdoding;Tarwe, zomer;2016;1402.0;77.5;9247;83.7;0.0;0.0;0.0;22.6;67.0;6.0;0.6;4.3;0.0;0.0;0.0;0.0;8789;0.0;0.0;0.0;11.5;75.4;4.9;0.5;7.7;0.0;0.0;0.0;0.0;0.8;1.0
372;Onkruidbestrijding en loofdoding;Totaal tomaten;2012;18.0;5.4;124;7.3;0.0;0.0;0.0;1.9;3.9;2.8;4.4;3.3;0.0;0.0;0.0;0.0;28;0.0;0.0;0.0;5.8;20.4;17.0;11.0;45.7;0.0;0.0;0.0;0.0;0.0;0.2
373;Onkruidbestrijding en loofdoding;Totaal tomaten;2016;27.0;10.0;209;12.2;1.2;0.0;3.3;0.6;3.6;0.0;6.0;2.4;1.7;2.9;2.9;2.9;44;3.6;0.0;7.5;7.4;13.9;0.0;41.2;6.5;12.7;3.4;2.3;1.6;0.0;0.2
374;Onkruidbestrijding en loofdoding;Tulpen open grond;2012;832.0;94.9;10490;93.3;97.7;96.8;97.7;46.0;42.4;30.6;25.2;29.7;30.2;31.8;35.5;35.5;80915;33.0;16.1;9.9;5.3;5.0;4.5;3.5;5.7;6.0;2.1;2.4;6.3;7.2;7.7
375;Onkruidbestrijding en loofdoding;Tulpen open grond;2016;700.0;79.4;10752;81.4;62.8;40.7;39.0;40.0;40.5;29.1;13.7;19.1;27.1;19.2;12.1;30.9;96861;33.9;11.3;7.4;5.0;5.4;3.6;1.0;1.6;5.4;2.2;3.4;19.7;7.3;9.0
376;Onkruidbestrijding en loofdoding;Vaste planten;2012;415.0;69.3;1092;78.1;44.3;46.9;46.9;55.6;49.6;42.8;61.9;56.7;52.7;67.6;67.6;41.8;4245;12.7;6.1;4.6;7.0;15.9;12.7;10.9;11.7;5.5;5.9;5.3;1.6;3.0;3.9
377;Onkruidbestrijding en loofdoding;Vaste planten;2016;405.0;77.2;1541;89.1;25.5;17.4;54.6;67.9;71.0;62.7;56.6;57.9;44.2;37.3;24.7;13.3;5569;9.9;2.8;3.2;25.8;15.8;17.1;6.1;8.6;2.5;3.8;3.4;1.1;3.2;3.6
378;Onkruidbestrijding en loofdoding;Vlas;2012;260.0;97.8;2045;98.5;0.0;25.4;62.5;5.9;95.0;3.8;0.0;1.6;2.8;2.1;0.0;0.0;4091;0.0;1.1;29.5;1.5;60.6;1.6;0.0;1.0;2.9;1.8;0.0;0.0;2.0;2.0
379;Onkruidbestrijding en loofdoding;Vlas;2016;312.0;89.8;2177;90.1;0.0;3.2;41.3;16.0;56.3;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1707;0.0;6.5;41.4;18.0;32.3;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.7;0.8
380;Onkruidbestrijding en loofdoding;Vruchtbomen;2012;176.0;89.8;1337;94.4;67.9;67.9;77.8;18.9;25.9;51.0;61.7;16.5;10.7;1.3;1.3;1.3;2303;0.2;5.1;38.5;1.9;8.4;30.2;7.6;4.1;3.0;0.5;0.3;0.1;1.6;1.7
381;Onkruidbestrijding en loofdoding;Vruchtbomen;2016;143.0;65.7;1090;66.5;0.0;13.6;38.5;29.0;34.4;19.7;27.1;24.6;21.9;9.8;0.0;0.0;2676;0.0;8.2;22.1;13.2;9.3;5.4;11.1;15.8;3.8;11.1;0.0;0.0;1.6;2.5
382;Onkruidbestrijding en loofdoding;Winterpeen;2012;824.0;92.1;5730;92.8;0.0;19.9;19.9;11.0;69.6;60.1;35.9;4.9;0.0;0.0;0.0;0.0;15646;0.0;0.3;4.3;4.4;51.6;17.6;21.6;0.1;0.0;0.0;0.0;0.0;2.5;2.7
383;Onkruidbestrijding en loofdoding;Winterpeen;2016;732.0;80.1;5533;83.3;0.0;1.6;1.6;30.0;81.9;69.2;32.4;5.0;0.0;0.0;0.0;0.0;16956;0.0;0.1;0.2;9.4;43.6;35.4;10.4;0.9;0.0;0.0;0.0;0.0;2.6;3.1
384;Onkruidbestrijding en loofdoding;Witlofwortel;2012;416.0;89.9;3100;92.3;0.0;0.0;25.8;22.9;82.0;86.4;48.9;0.0;0.0;0.0;0.0;0.0;14368;0.0;0.0;1.6;5.2;58.0;28.0;7.2;0.0;0.0;0.0;0.0;0.0;4.3;4.6
385;Onkruidbestrijding en loofdoding;Witlofwortel;2016;371.0;89.4;2654;91.6;0.0;0.0;4.5;34.8;84.3;72.0;22.5;2.6;3.8;0.0;0.0;0.0;10860;0.0;0.0;0.4;15.1;52.2;28.3;3.3;0.7;0.1;0.0;0.0;0.0;3.7;4.1
386;Onkruidbestrijding en loofdoding;Zaai-uien;2012;2772.0;100.0;20993;100.0;11.7;0.0;64.5;90.0;73.9;78.3;2.3;0.0;0.0;0.0;0.0;0.0;97028;0.8;0.0;8.6;35.7;27.1;27.6;0.2;0.0;0.0;0.0;0.0;0.0;4.6;4.6
387;Onkruidbestrijding en loofdoding;Zaai-uien;2016;2901.0;94.3;23285;92.8;2.7;0.0;41.0;76.6;90.7;77.1;16.4;2.8;2.8;2.6;2.0;2.0;114886;1.1;0.0;8.3;25.7;36.9;24.4;2.1;0.9;0.2;0.2;0.1;0.1;4.6;4.9
388;Onkruidbestrijding en loofdoding;Zetmeelaardappelen;2012;1348.0;91.4;40497;93.5;0.0;5.8;13.0;9.9;84.2;9.2;5.1;2.2;41.4;32.5;0.0;0.0;54564;0.0;0.6;5.7;4.5;57.9;0.6;0.6;0.4;19.2;10.5;0.0;0.0;1.3;1.3
389;Onkruidbestrijding en loofdoding;Zetmeelaardappelen;2016;1381.0;86.6;39548;91.6;0.0;0.4;16.7;24.8;80.9;50.7;4.8;6.2;36.5;34.2;0.0;0.0;73569;0.0;0.0;3.3;8.2;46.3;2.8;2.0;0.2;21.7;15.5;0.0;0.0;1.7;1.9
390;Insecten- en mijtenbestrijding;Totaal gewassen/teeltsectoren;2012;;;321103;41.3;3.2;4.9;7.2;10.4;16.3;24.2;21.0;10.2;4.4;3.3;2.6;1.5;130222;1.6;2.9;10.5;29.7;13.0;9.0;14.6;7.1;5.2;3.1;1.7;1.7;0.2;0.4
391;Insecten- en mijtenbestrijding;Totaal gewassen/teeltsectoren;2016;;;317086;42.9;0.9;0.7;2.8;9.8;16.2;30.1;17.9;12.1;4.5;2.6;0.9;0.7;95865;2.2;2.8;4.8;15.6;23.8;18.0;11.6;6.8;7.0;3.1;2.3;2.2;0.1;0.3
392;Insecten- en mijtenbestrijding;Totaal akkerbouw;2012;;;242208;35.6;0.8;3.8;4.0;7.0;10.9;19.8;15.4;4.3;0.2;0.1;0.0;0.0;58164;0.1;3.0;16.5;50.3;11.2;6.0;10.9;0.9;0.1;1.1;0.0;0.0;0.1;0.2
393;Insecten- en mijtenbestrijding;Totaal akkerbouw;2016;;;240337;37.5;0.1;0.0;1.4;5.6;10.3;25.7;13.1;8.3;0.7;0.1;0.0;0.0;35855;0.0;0.0;6.2;24.5;38.4;15.5;12.1;2.7;0.5;0.0;0.0;0.0;0.1;0.1
394;Insecten- en mijtenbestrijding;Totaal bloembollen en -knollen;2012;;;20219;96.4;46.9;9.8;59.1;72.8;81.7;77.9;79.7;58.6;46.8;29.1;29.3;8.8;21436;0.1;0.2;4.6;24.8;8.6;15.2;26.5;13.6;5.0;0.8;0.4;0.2;1.0;1.1
395;Insecten- en mijtenbestrijding;Totaal bloembollen en -knollen;2016;;;21241;90.3;5.1;3.7;21.6;73.2;83.2;83.3;46.1;29.9;31.0;24.6;6.8;3.3;10000;0.3;0.6;4.2;26.6;22.9;26.0;7.0;4.5;5.0;2.1;0.8;0.1;0.4;0.5
396;Insecten- en mijtenbestrijding;Totaal bloemen onder glas;2012;;;3268;96.3;69.6;68.3;71.1;71.4;74.1;72.6;84.6;73.8;73.0;74.0;70.8;67.8;21530;7.7;6.7;5.9;6.6;7.1;7.6;14.5;9.8;9.8;8.8;8.1;7.4;6.3;6.6
397;Insecten- en mijtenbestrijding;Totaal bloemen onder glas;2016;;;2761;96.4;71.7;76.1;77.5;79.8;80.2;86.7;79.5;78.5;79.5;74.0;69.1;67.3;16803;7.7;5.4;5.7;5.7;8.5;18.7;7.9;7.5;8.7;8.6;7.8;7.8;5.9;6.1
398;Insecten- en mijtenbestrijding;Totaal boom- en bloemkwekerij;2012;;;13151;79.7;7.7;7.1;13.1;18.3;56.5;58.0;64.1;54.2;26.5;17.3;14.7;14.6;3458;2.7;1.1;5.5;6.0;18.1;17.2;27.1;10.9;5.5;2.6;1.4;1.7;0.2;0.3
399;Insecten- en mijtenbestrijding;Totaal boom- en bloemkwekerij;2016;;;10444;61.4;2.6;2.8;5.0;17.8;40.7;43.4;42.4;35.2;23.8;8.6;2.2;1.8;2106;0.7;0.1;0.8;4.8;16.5;35.3;18.1;12.7;6.8;3.3;0.5;0.4;0.1;0.2
400;Insecten- en mijtenbestrijding;Totaal champignons;2012;26.0;19.7;13;19.7;2.1;2.1;2.8;3.1;3.1;6.8;5.4;11.4;11.4;15.7;12.7;12.6;3;5.7;7.1;5.7;7.5;9.5;10.6;12.2;16.3;5.0;9.0;7.1;4.3;0.0;0.2
401;Insecten- en mijtenbestrijding;Totaal champignons;2016;20.0;17.5;14;24.2;23.1;23.1;23.1;19.3;19.3;19.3;25.7;25.7;25.7;22.0;22.0;6.0;2;3.9;2.2;2.3;6.6;9.5;9.9;9.8;15.5;12.7;11.9;10.5;5.3;0.0;0.1
402;Insecten- en mijtenbestrijding;Totaal fruit open grond;2012;;;15231;94.5;29.1;29.1;52.9;48.4;78.1;69.4;71.6;41.2;8.1;18.6;17.2;17.2;5966;0.0;0.1;6.2;16.5;43.0;11.4;11.2;5.2;0.2;2.8;2.7;0.7;0.4;0.4
403;Insecten- en mijtenbestrijding;Totaal fruit open grond;2016;;;14681;87.4;2.3;0.5;5.8;48.4;77.5;72.8;57.1;12.7;9.7;7.3;1.7;0.0;5944;0.0;0.0;1.0;15.1;45.6;27.9;7.4;0.4;1.4;0.8;0.4;0.0;0.4;0.4
404;Insecten- en mijtenbestrijding;Totaal glasgroenten;2012;;;3822;97.6;42.9;42.6;51.5;59.5;76.3;76.0;81.8;83.3;82.1;66.9;32.5;37.1;10758;2.2;4.5;6.7;7.6;11.7;12.3;13.7;13.2;14.6;7.9;1.7;3.9;2.7;2.8
405;Insecten- en mijtenbestrijding;Totaal glasgroenten;2016;;;3829;97.9;45.6;42.4;52.8;67.1;73.8;78.6;75.1;75.6;80.3;69.8;47.0;54.7;18824;4.0;9.1;4.6;6.3;9.2;11.9;12.9;9.1;18.9;5.9;4.1;4.0;4.8;4.9
406;Insecten- en mijtenbestrijding;Totaal groenten open grond;2012;;;23193;66.5;0.1;0.1;3.7;6.0;21.9;31.1;38.1;46.1;34.5;21.5;14.6;3.4;8906;0.0;0.0;6.2;7.5;28.7;8.4;8.8;18.4;19.3;2.5;0.3;0.0;0.3;0.4
407;Insecten- en mijtenbestrijding;Totaal groenten open grond;2016;;;23779;67.2;0.6;0.0;2.0;10.6;24.9;37.9;43.2;44.7;30.0;14.7;2.2;0.7;6331;0.1;0.0;0.5;5.3;7.8;19.8;24.2;28.6;11.8;1.7;0.1;0.2;0.2;0.3
408;Insecten- en mijtenbestrijding;Aardbeien, onder glas;2012;277.0;98.2;288;99.9;26.9;79.0;75.9;57.7;38.9;27.8;22.9;52.0;70.7;53.3;50.5;39.1;404;3.0;14.1;16.2;12.4;2.5;1.8;1.6;4.6;20.1;8.3;6.2;9.3;1.4;1.4
409;Insecten- en mijtenbestrijding;Aardbeien, onder glas;2016;236.0;93.4;330;98.3;56.0;74.2;80.5;74.2;64.4;41.9;31.6;54.6;70.3;64.3;61.0;48.9;3146;4.2;40.4;8.9;2.1;1.6;1.6;0.3;4.2;21.2;3.2;8.5;3.7;9.4;9.5
410;Insecten- en mijtenbestrijding;Aardbeien, productie;2012;312.0;72.9;1372;92.2;0.0;3.5;3.5;21.9;88.2;84.2;84.2;84.1;5.0;0.0;0.0;0.0;560;0.0;0.0;0.6;0.7;9.6;37.6;30.5;20.9;0.1;0.0;0.0;0.0;0.4;0.4
411;Insecten- en mijtenbestrijding;Aardbeien, productie;2016;250.0;75.3;1295;95.2;0.0;0.0;25.7;59.5;77.0;77.6;86.6;66.9;13.0;12.7;0.0;0.0;218;0.0;0.0;3.0;18.2;26.4;12.8;14.4;13.3;11.5;0.3;0.0;0.0;0.2;0.2
412;Insecten- en mijtenbestrijding;Appels;2012;1195.0;85.7;7364;92.7;23.9;23.9;65.4;55.6;86.9;78.4;86.4;57.1;3.8;7.0;7.0;7.0;3799;0.1;0.2;8.1;17.2;35.3;10.6;12.7;7.3;0.1;3.5;4.1;1.1;0.5;0.5
413;Insecten- en mijtenbestrijding;Appels;2016;944.0;87.0;6515;88.7;3.6;1.1;7.3;62.0;87.2;79.5;56.1;16.3;7.0;4.9;2.4;0.0;3022;0.0;0.0;1.2;16.7;47.1;24.9;8.2;0.6;0.3;0.6;0.3;0.0;0.4;0.5
414;Insecten- en mijtenbestrijding;Totaal asperges;2012;324.0;45.4;1090;37.7;0.0;0.0;0.5;0.0;4.6;28.6;43.1;31.3;2.4;0.0;0.0;0.0;30;0.0;0.0;1.1;0.0;2.0;22.2;37.2;34.7;2.8;0.0;0.0;0.0;0.0;0.0
415;Insecten- en mijtenbestrijding;Totaal asperges;2016;340.0;52.8;2535;66.8;0.0;0.0;0.0;7.0;23.2;45.8;43.5;36.0;11.1;0.0;0.0;0.0;300;0.0;0.0;0.0;3.2;6.5;25.9;29.9;30.7;3.8;0.0;0.0;0.0;0.1;0.1
416;Insecten- en mijtenbestrijding;Bladplanten onder glas;2012;280.0;88.6;450;92.8;79.0;77.9;81.5;80.6;73.0;73.2;71.7;65.3;68.1;78.1;74.7;67.6;1949;6.8;7.3;7.4;8.0;8.4;10.4;12.5;8.7;9.4;9.0;8.4;3.5;4.0;4.3
417;Insecten- en mijtenbestrijding;Bladplanten onder glas;2016;232.0;96.3;386;98.6;71.4;71.8;77.7;76.9;77.3;94.4;80.0;78.6;81.5;71.6;78.7;70.8;1280;6.0;5.8;6.1;6.3;6.9;18.3;10.5;9.1;9.6;9.0;7.0;5.3;3.3;3.3
418;Insecten- en mijtenbestrijding;Bloemkool;2012;249.0;84.0;2029;90.2;0.0;0.0;9.4;8.7;11.0;52.8;70.2;76.5;50.6;19.7;11.6;10.9;115;0.0;0.0;1.6;2.6;35.4;7.7;17.4;27.9;5.9;1.5;0.0;0.0;0.1;0.1
419;Insecten- en mijtenbestrijding;Bloemkool;2016;154.0;77.2;1796;84.9;7.0;0.0;5.3;26.1;61.0;69.0;81.4;85.4;66.0;13.5;3.4;0.1;428;0.7;0.0;0.4;1.1;6.2;41.9;16.6;18.7;13.6;0.7;0.0;0.0;0.2;0.2
420;Insecten- en mijtenbestrijding;Totaal bloemkwekerijgewassen;2012;825.0;61.3;1970;67.7;18.6;15.4;18.9;26.4;35.0;42.2;52.4;31.9;18.2;20.6;20.5;20.5;1024;2.5;0.9;2.3;6.9;23.8;19.9;29.2;6.7;3.4;3.2;0.7;0.5;0.4;0.5
421;Insecten- en mijtenbestrijding;Totaal bloemkwekerijgewassen;2016;603.0;57.5;1551;56.3;5.9;6.1;9.4;21.9;36.1;36.4;33.9;36.6;28.7;9.4;2.9;2.9;676;2.1;0.1;1.8;4.6;13.9;35.8;15.1;14.0;7.8;4.9;0.0;0.0;0.2;0.4
422;Insecten- en mijtenbestrijding;Bos- en haagplantsoen;2012;397.0;59.4;2407;90.2;5.5;5.5;5.5;21.8;62.6;69.9;63.1;49.0;23.7;13.6;0.0;0.0;232;0.6;1.6;3.4;7.7;15.5;26.5;30.4;12.6;1.7;0.0;0.0;0.0;0.1;0.1
423;Insecten- en mijtenbestrijding;Bos- en haagplantsoen;2016;313.0;56.7;2117;73.5;5.0;5.0;5.6;14.8;44.0;48.6;53.4;45.1;23.0;3.9;0.0;1.0;243;0.0;0.0;0.1;5.4;27.9;17.8;21.3;16.2;4.5;6.0;0.0;0.7;0.1;0.1
424;Insecten- en mijtenbestrijding;Bos- en waspeen;2012;266.0;60.4;1495;60.8;0.0;0.0;15.3;4.3;25.5;17.4;9.1;23.0;8.2;0.0;0.0;0.0;1304;0.0;0.0;28.3;5.1;35.9;9.9;1.9;13.1;5.7;0.0;0.0;0.0;0.5;0.9
425;Insecten- en mijtenbestrijding;Bos- en waspeen;2016;227.0;44.9;1558;50.9;0.0;0.0;0.0;8.7;9.7;12.0;13.1;19.4;4.3;0.0;0.0;0.0;180;0.0;0.0;0.0;68.3;10.4;7.7;4.8;7.2;1.6;0.0;0.0;0.0;0.1;0.1
426;Insecten- en mijtenbestrijding;Broccoli;2012;87.0;59.6;1529;84.8;0.0;0.0;10.3;8.1;38.5;50.1;64.9;56.0;60.5;87.4;29.9;29.9;45;0.0;0.0;20.9;8.4;9.1;8.9;13.0;20.2;3.0;16.3;0.2;0.0;0.0;0.0
427;Insecten- en mijtenbestrijding;Broccoli;2016;101.0;82.4;1436;80.2;0.0;0.0;0.0;32.7;40.3;49.6;55.3;67.2;67.3;24.6;10.6;10.6;222;0.0;0.0;0.0;0.8;2.7;5.3;15.5;51.0;24.0;0.7;0.0;0.0;0.1;0.2
428;Insecten- en mijtenbestrijding;Bruine bonen;2012;5.0;1.9;28;1.7;0.0;0.0;0.0;0.0;0.0;0.0;2.3;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
429;Insecten- en mijtenbestrijding;Bruine bonen;2016;11.0;6.1;31;3.7;0.0;0.0;0.0;0.0;0.0;2.5;4.1;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;38.6;61.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
430;Insecten- en mijtenbestrijding;Chrysanten onder glas;2012;192.0;99.5;499;98.9;87.3;81.2;78.7;82.6;89.8;95.8;100.0;86.4;83.0;92.8;95.9;95.6;6813;8.9;7.7;5.0;6.3;6.9;6.6;13.1;8.2;8.3;9.3;9.5;10.1;13.5;13.7
431;Insecten- en mijtenbestrijding;Chrysanten onder glas;2016;113.0;100.0;383;100.0;91.4;96.1;90.8;97.2;99.2;98.8;95.1;98.5;99.9;97.4;96.3;92.8;6022;8.1;6.6;4.7;5.2;6.4;14.2;7.3;8.6;10.5;10.6;10.3;7.6;15.7;15.7
432;Insecten- en mijtenbestrijding;Cichorei;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
433;Insecten- en mijtenbestrijding;Cichorei;2016;10.0;1.9;132;3.4;0.0;0.0;0.0;0.0;0.0;0.0;3.7;0.0;0.0;0.0;0.0;0.0;17;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1
434;Insecten- en mijtenbestrijding;Totaal consumptieaardappelen;2012;4249.0;67.8;59365;88.0;0.0;7.1;7.1;8.5;1.9;79.8;48.3;4.6;0.0;0.0;0.0;0.0;14080;0.0;0.1;0.6;75.4;0.0;7.9;15.9;0.1;0.0;0.0;0.0;0.0;0.2;0.2
435;Insecten- en mijtenbestrijding;Totaal consumptieaardappelen;2016;4079.0;59.9;54475;74.3;0.0;0.0;1.4;13.3;8.4;59.5;19.4;17.4;0.0;0.0;0.0;0.0;16803;0.0;0.0;13.1;44.6;24.2;10.6;6.7;0.8;0.0;0.0;0.0;0.0;0.2;0.3
436;Insecten- en mijtenbestrijding;Doperwten;2012;200.0;49.1;1333;38.6;0.0;0.0;0.0;1.3;4.9;21.1;15.0;0.0;0.0;0.0;0.0;0.0;237;0.0;0.0;0.0;0.1;8.0;61.3;30.6;0.0;0.0;0.0;0.0;0.0;0.1;0.2
437;Insecten- en mijtenbestrijding;Doperwten;2016;352.0;78.0;2501;75.5;0.0;0.0;0.0;8.0;27.1;48.7;18.9;0.0;0.0;0.0;0.0;0.0;356;0.0;0.0;0.0;9.1;27.4;53.3;10.1;0.0;0.0;0.0;0.0;0.0;0.1;0.1
438;Insecten- en mijtenbestrijding;Fresia's onder glas;2012;78.0;94.9;102;98.9;57.1;71.0;68.7;69.9;69.4;63.7;88.9;76.1;75.2;75.0;58.6;54.7;277;3.8;4.3;2.7;7.1;3.6;8.4;25.6;19.0;8.4;12.3;3.6;1.3;2.7;2.7
439;Insecten- en mijtenbestrijding;Fresia's onder glas;2016;47.0;94.5;76;98.3;62.9;89.6;90.8;79.8;78.0;94.0;82.3;83.1;95.8;80.8;47.1;48.9;115;3.4;4.9;5.9;5.7;5.2;23.7;12.0;13.0;11.6;7.4;4.1;3.1;1.5;1.5
440;Insecten- en mijtenbestrijding;Gerst, zomer;2012;1055.0;31.7;9895;38.6;0.0;0.0;0.0;0.0;0.0;36.2;0.0;0.0;0.0;0.0;0.0;0.0;50;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
441;Insecten- en mijtenbestrijding;Gerst, zomer;2016;1154.0;38.0;12486;50.0;0.0;0.0;0.0;0.0;13.7;40.2;11.0;0.0;0.0;0.0;0.0;0.0;82;0.0;0.0;0.0;0.0;14.5;68.3;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
442;Insecten- en mijtenbestrijding;Gerbera's onder glas;2012;68.0;100.0;170;100.0;95.4;84.9;89.0;77.3;93.4;91.5;100.0;92.9;92.9;98.1;92.9;90.5;1982;8.3;8.0;6.1;4.8;6.5;6.4;16.4;7.9;11.0;8.1;10.4;6.1;11.6;11.6
443;Insecten- en mijtenbestrijding;Gerbera's onder glas;2016;56.0;99.2;187;99.4;93.7;95.6;94.5;95.6;94.4;95.5;95.7;82.6;92.2;78.1;92.3;89.6;3307;4.4;3.6;7.0;6.4;10.8;30.0;6.9;3.4;6.6;7.0;7.6;6.2;17.6;17.7
444;Insecten- en mijtenbestrijding;Gladiolen;2012;143.0;83.3;863;77.6;0.0;16.1;16.1;40.1;36.9;63.1;85.8;59.7;66.4;58.3;58.3;58.3;2871;0.0;0.8;2.2;69.9;5.1;5.4;6.5;3.3;2.0;3.1;1.6;0.0;2.6;3.3
445;Insecten- en mijtenbestrijding;Gladiolen;2016;137.0;91.7;836;90.0;0.0;11.0;11.0;46.1;10.0;47.0;80.5;76.7;79.6;39.2;5.9;0.0;1176;0.0;0.6;1.8;81.9;2.9;1.0;3.3;3.6;3.3;1.4;0.1;0.0;1.3;1.4
446;Insecten- en mijtenbestrijding;Graszaden;2012;473.0;31.6;5720;41.8;6.6;6.6;6.6;0.0;1.4;32.8;0.9;0.0;0.0;0.0;0.0;0.0;145;5.4;0.4;24.8;0.0;0.6;68.1;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
