ID;EconomicSectorsSIC2008;Regions;Periods;GDPVolumeChanges_1;GrossValueAddedVolumeChanges_2
431;A-U All economic activities;Delfzijl e.o. (CR);2009;-16.7;-16.5
432;A-U All economic activities;Delfzijl e.o. (CR);2010;11.0;11.4
433;A-U All economic activities;Delfzijl e.o. (CR);2011;9.2;9.5
434;A-U All economic activities;Delfzijl e.o. (CR);2012;-5.9;-5.6
435;A-U All economic activities;Delfzijl e.o. (CR);2013;-5.4;-5.1
436;A-U All economic activities;Delfzijl e.o. (CR);2014;4.4;4.4
437;A-U All economic activities;Delfzijl e.o. (CR);2015;1.6;1.3
438;A-U All economic activities;Delfzijl e.o. (CR);2016;2.3;2.2
439;A-U All economic activities;Delfzijl e.o. (CR);2017;3.6;3.6
440;A-U All economic activities;Overig Groningen (CR);1996;10.3;9.9
441;A-U All economic activities;Overig Groningen (CR);1997;-3.8;-3.8
442;A-U All economic activities;Overig Groningen (CR);1998;-1.1;-1.2
443;A-U All economic activities;Overig Groningen (CR);1999;-2.1;-2.2
444;A-U All economic activities;Overig Groningen (CR);2000;0.6;0.7
445;A-U All economic activities;Overig Groningen (CR);2001;6.9;6.8
446;A-U All economic activities;Overig Groningen (CR);2002;2.6;2.6
447;A-U All economic activities;Overig Groningen (CR);2003;2.3;2.3
448;A-U All economic activities;Overig Groningen (CR);2004;3.1;3.2
449;A-U All economic activities;Overig Groningen (CR);2005;-1.9;-1.8
450;A-U All economic activities;Overig Groningen (CR);2006;2.3;2.3
451;A-U All economic activities;Overig Groningen (CR);2007;-3.4;-3.3
452;A-U All economic activities;Overig Groningen (CR);2008;10.6;10.9
453;A-U All economic activities;Overig Groningen (CR);2009;-3.4;-3.0
454;A-U All economic activities;Overig Groningen (CR);2010;12.2;12.5
455;A-U All economic activities;Overig Groningen (CR);2011;-4.9;-4.6
456;A-U All economic activities;Overig Groningen (CR);2012;0.0;0.3
457;A-U All economic activities;Overig Groningen (CR);2013;7.0;7.3
458;A-U All economic activities;Overig Groningen (CR);2014;-9.3;-9.2
459;A-U All economic activities;Overig Groningen (CR);2015;-10.1;-10.3
460;A-U All economic activities;Overig Groningen (CR);2016;-2.5;-2.6
461;A-U All economic activities;Overig Groningen (CR);2017;-1.5;-1.5
462;A-U All economic activities;Noord-Friesland (CR);1996;1.4;1.1
463;A-U All economic activities;Noord-Friesland (CR);1997;2.1;2.1
464;A-U All economic activities;Noord-Friesland (CR);1998;7.9;7.8
465;A-U All economic activities;Noord-Friesland (CR);1999;-0.3;-0.4
466;A-U All economic activities;Noord-Friesland (CR);2000;1.3;1.4
467;A-U All economic activities;Noord-Friesland (CR);2001;2.8;2.7
468;A-U All economic activities;Noord-Friesland (CR);2002;-1.3;-1.3
469;A-U All economic activities;Noord-Friesland (CR);2003;0.7;0.7
470;A-U All economic activities;Noord-Friesland (CR);2004;-0.9;-0.9
471;A-U All economic activities;Noord-Friesland (CR);2005;1.1;1.1
472;A-U All economic activities;Noord-Friesland (CR);2006;0.9;0.9
473;A-U All economic activities;Noord-Friesland (CR);2007;4.1;4.2
474;A-U All economic activities;Noord-Friesland (CR);2008;0.9;1.1
475;A-U All economic activities;Noord-Friesland (CR);2009;-2.0;-1.6
476;A-U All economic activities;Noord-Friesland (CR);2010;-0.3;0.0
477;A-U All economic activities;Noord-Friesland (CR);2011;3.1;3.5
478;A-U All economic activities;Noord-Friesland (CR);2012;-3.4;-3.1
479;A-U All economic activities;Noord-Friesland (CR);2013;-0.6;-0.3
480;A-U All economic activities;Noord-Friesland (CR);2014;-2.4;-2.3
481;A-U All economic activities;Noord-Friesland (CR);2015;0.8;0.5
482;A-U All economic activities;Noord-Friesland (CR);2016;0.7;0.6
483;A-U All economic activities;Noord-Friesland (CR);2017;1.2;1.2
484;A-U All economic activities;Zuidwest-Friesland (CR);1996;4.5;4.2
485;A-U All economic activities;Zuidwest-Friesland (CR);1997;4.0;4.0
486;A-U All economic activities;Zuidwest-Friesland (CR);1998;2.4;2.3
487;A-U All economic activities;Zuidwest-Friesland (CR);1999;7.0;6.9
488;A-U All economic activities;Zuidwest-Friesland (CR);2000;4.3;4.4
489;A-U All economic activities;Zuidwest-Friesland (CR);2001;3.3;3.2
490;A-U All economic activities;Zuidwest-Friesland (CR);2002;-1.0;-1.1
491;A-U All economic activities;Zuidwest-Friesland (CR);2003;4.3;4.4
492;A-U All economic activities;Zuidwest-Friesland (CR);2004;0.9;1.0
493;A-U All economic activities;Zuidwest-Friesland (CR);2005;2.5;2.5
494;A-U All economic activities;Zuidwest-Friesland (CR);2006;0.1;0.1
495;A-U All economic activities;Zuidwest-Friesland (CR);2007;8.5;8.6
496;A-U All economic activities;Zuidwest-Friesland (CR);2008;1.8;2.0
497;A-U All economic activities;Zuidwest-Friesland (CR);2009;-4.4;-4.1
498;A-U All economic activities;Zuidwest-Friesland (CR);2010;-3.5;-3.2
499;A-U All economic activities;Zuidwest-Friesland (CR);2011;-0.9;-0.6
500;A-U All economic activities;Zuidwest-Friesland (CR);2012;-1.6;-1.3
501;A-U All economic activities;Zuidwest-Friesland (CR);2013;-2.1;-1.8
502;A-U All economic activities;Zuidwest-Friesland (CR);2014;23.4;23.5
503;A-U All economic activities;Zuidwest-Friesland (CR);2015;3.8;3.6
504;A-U All economic activities;Zuidwest-Friesland (CR);2016;2.4;2.4
505;A-U All economic activities;Zuidwest-Friesland (CR);2017;3.5;3.5
506;A-U All economic activities;Zuidoost-Friesland (CR);1996;4.2;3.8
507;A-U All economic activities;Zuidoost-Friesland (CR);1997;3.1;3.1
508;A-U All economic activities;Zuidoost-Friesland (CR);1998;6.4;6.4
509;A-U All economic activities;Zuidoost-Friesland (CR);1999;7.8;7.7
510;A-U All economic activities;Zuidoost-Friesland (CR);2000;6.7;6.8
511;A-U All economic activities;Zuidoost-Friesland (CR);2001;1.8;1.7
512;A-U All economic activities;Zuidoost-Friesland (CR);2002;-3.4;-3.4
513;A-U All economic activities;Zuidoost-Friesland (CR);2003;0.4;0.4
514;A-U All economic activities;Zuidoost-Friesland (CR);2004;1.6;1.6
515;A-U All economic activities;Zuidoost-Friesland (CR);2005;4.4;4.4
516;A-U All economic activities;Zuidoost-Friesland (CR);2006;6.2;6.2
517;A-U All economic activities;Zuidoost-Friesland (CR);2007;4.4;4.5
518;A-U All economic activities;Zuidoost-Friesland (CR);2008;-0.5;-0.3
519;A-U All economic activities;Zuidoost-Friesland (CR);2009;-1.8;-1.5
520;A-U All economic activities;Zuidoost-Friesland (CR);2010;2.8;3.2
521;A-U All economic activities;Zuidoost-Friesland (CR);2011;6.8;7.1
522;A-U All economic activities;Zuidoost-Friesland (CR);2012;-1.6;-1.3
523;A-U All economic activities;Zuidoost-Friesland (CR);2013;-3.8;-3.5
524;A-U All economic activities;Zuidoost-Friesland (CR);2014;-2.6;-2.5
525;A-U All economic activities;Zuidoost-Friesland (CR);2015;0.4;0.1
526;A-U All economic activities;Zuidoost-Friesland (CR);2016;2.7;2.6
527;A-U All economic activities;Zuidoost-Friesland (CR);2017;3.3;3.3
528;A-U All economic activities;Noord-Drenthe;1996;3.0;2.7
529;A-U All economic activities;Noord-Drenthe;1997;2.3;2.3
530;A-U All economic activities;Noord-Drenthe;1998;9.2;9.1
531;A-U All economic activities;Noord-Drenthe;1999;3.0;2.9
532;A-U All economic activities;Noord-Drenthe;2000;1.7;1.8
533;A-U All economic activities;Noord-Drenthe;2001;3.2;3.1
534;A-U All economic activities;Noord-Drenthe;2002;-0.7;-0.7
535;A-U All economic activities;Noord-Drenthe;2003;0.6;0.6
536;A-U All economic activities;Noord-Drenthe;2004;0.1;0.2
537;A-U All economic activities;Noord-Drenthe;2005;3.7;3.7
538;A-U All economic activities;Noord-Drenthe;2006;-2.7;-2.7
539;A-U All economic activities;Noord-Drenthe;2007;4.4;4.5
540;A-U All economic activities;Noord-Drenthe;2008;0.7;0.9
541;A-U All economic activities;Noord-Drenthe;2009;-2.9;-2.5
542;A-U All economic activities;Noord-Drenthe;2010;0.7;1.0
543;A-U All economic activities;Noord-Drenthe;2011;-0.3;0.0
544;A-U All economic activities;Noord-Drenthe;2012;-0.6;-0.3
545;A-U All economic activities;Noord-Drenthe;2013;-2.7;-2.4
546;A-U All economic activities;Noord-Drenthe;2014;2.3;2.4
547;A-U All economic activities;Noord-Drenthe;2015;2.9;2.6
548;A-U All economic activities;Noord-Drenthe;2016;1.9;1.9
549;A-U All economic activities;Noord-Drenthe;2017;1.9;1.9
550;A-U All economic activities;Zuidoost-Drenthe (CR);1996;0.2;-0.1
551;A-U All economic activities;Zuidoost-Drenthe (CR);1997;0.0;0.0
552;A-U All economic activities;Zuidoost-Drenthe (CR);1998;5.7;5.6
553;A-U All economic activities;Zuidoost-Drenthe (CR);1999;3.1;3.0
554;A-U All economic activities;Zuidoost-Drenthe (CR);2000;1.6;1.7
555;A-U All economic activities;Zuidoost-Drenthe (CR);2001;2.1;2.1
556;A-U All economic activities;Zuidoost-Drenthe (CR);2002;0.7;0.7
557;A-U All economic activities;Zuidoost-Drenthe (CR);2003;-3.0;-2.9
558;A-U All economic activities;Zuidoost-Drenthe (CR);2004;-1.5;-1.4
559;A-U All economic activities;Zuidoost-Drenthe (CR);2005;1.1;1.1
560;A-U All economic activities;Zuidoost-Drenthe (CR);2006;1.9;1.9
561;A-U All economic activities;Zuidoost-Drenthe (CR);2007;8.0;8.1
562;A-U All economic activities;Zuidoost-Drenthe (CR);2008;-1.5;-1.2
563;A-U All economic activities;Zuidoost-Drenthe (CR);2009;-5.2;-4.9
564;A-U All economic activities;Zuidoost-Drenthe (CR);2010;-4.5;-4.2
565;A-U All economic activities;Zuidoost-Drenthe (CR);2011;0.0;0.3
566;A-U All economic activities;Zuidoost-Drenthe (CR);2012;-1.5;-1.2
567;A-U All economic activities;Zuidoost-Drenthe (CR);2013;-0.5;-0.2
568;A-U All economic activities;Zuidoost-Drenthe (CR);2014;1.4;1.5
569;A-U All economic activities;Zuidoost-Drenthe (CR);2015;-0.6;-0.9
570;A-U All economic activities;Zuidoost-Drenthe (CR);2016;2.1;2.1
571;A-U All economic activities;Zuidoost-Drenthe (CR);2017;2.2;2.3
572;A-U All economic activities;Zuidwest-Drenthe (CR);1996;3.6;3.2
573;A-U All economic activities;Zuidwest-Drenthe (CR);1997;4.2;4.2
574;A-U All economic activities;Zuidwest-Drenthe (CR);1998;-9.2;-9.3
575;A-U All economic activities;Zuidwest-Drenthe (CR);1999;1.8;1.7
576;A-U All economic activities;Zuidwest-Drenthe (CR);2000;4.1;4.2
577;A-U All economic activities;Zuidwest-Drenthe (CR);2001;0.7;0.7
578;A-U All economic activities;Zuidwest-Drenthe (CR);2002;3.0;3.0
579;A-U All economic activities;Zuidwest-Drenthe (CR);2003;1.0;1.0
580;A-U All economic activities;Zuidwest-Drenthe (CR);2004;0.0;0.1
581;A-U All economic activities;Zuidwest-Drenthe (CR);2005;4.1;4.2
582;A-U All economic activities;Zuidwest-Drenthe (CR);2006;4.1;4.1
583;A-U All economic activities;Zuidwest-Drenthe (CR);2007;2.7;2.8
584;A-U All economic activities;Zuidwest-Drenthe (CR);2008;2.9;3.1
585;A-U All economic activities;Zuidwest-Drenthe (CR);2009;-5.7;-5.4
586;A-U All economic activities;Zuidwest-Drenthe (CR);2010;0.4;0.7
587;A-U All economic activities;Zuidwest-Drenthe (CR);2011;4.8;5.1
588;A-U All economic activities;Zuidwest-Drenthe (CR);2012;-2.7;-2.4
589;A-U All economic activities;Zuidwest-Drenthe (CR);2013;-1.0;-0.6
590;A-U All economic activities;Zuidwest-Drenthe (CR);2014;3.0;3.1
591;A-U All economic activities;Zuidwest-Drenthe (CR);2015;0.9;0.7
592;A-U All economic activities;Zuidwest-Drenthe (CR);2016;2.1;2.0
593;A-U All economic activities;Zuidwest-Drenthe (CR);2017;3.1;3.1
594;A-U All economic activities;Noord-Overijssel (CR);1996;1.9;1.6
595;A-U All economic activities;Noord-Overijssel (CR);1997;6.6;6.6
596;A-U All economic activities;Noord-Overijssel (CR);1998;7.1;7.0
597;A-U All economic activities;Noord-Overijssel (CR);1999;5.3;5.2
598;A-U All economic activities;Noord-Overijssel (CR);2000;4.3;4.4
599;A-U All economic activities;Noord-Overijssel (CR);2001;0.4;0.4
600;A-U All economic activities;Noord-Overijssel (CR);2002;-1.0;-1.0
601;A-U All economic activities;Noord-Overijssel (CR);2003;0.9;0.9
602;A-U All economic activities;Noord-Overijssel (CR);2004;2.0;2.0
603;A-U All economic activities;Noord-Overijssel (CR);2005;4.1;4.1
604;A-U All economic activities;Noord-Overijssel (CR);2006;3.3;3.3
605;A-U All economic activities;Noord-Overijssel (CR);2007;2.8;2.9
606;A-U All economic activities;Noord-Overijssel (CR);2008;6.7;6.9
607;A-U All economic activities;Noord-Overijssel (CR);2009;-5.5;-5.2
608;A-U All economic activities;Noord-Overijssel (CR);2010;-0.5;-0.2
609;A-U All economic activities;Noord-Overijssel (CR);2011;4.0;4.4
610;A-U All economic activities;Noord-Overijssel (CR);2012;-2.5;-2.3
611;A-U All economic activities;Noord-Overijssel (CR);2013;-0.5;-0.2
612;A-U All economic activities;Noord-Overijssel (CR);2014;2.6;2.7
613;A-U All economic activities;Noord-Overijssel (CR);2015;2.8;2.5
614;A-U All economic activities;Noord-Overijssel (CR);2016;2.6;2.6
615;A-U All economic activities;Noord-Overijssel (CR);2017;3.2;3.2
616;A-U All economic activities;Zuidwest-Overijssel (CR);1996;4.0;3.7
617;A-U All economic activities;Zuidwest-Overijssel (CR);1997;0.9;0.9
618;A-U All economic activities;Zuidwest-Overijssel (CR);1998;2.4;2.3
619;A-U All economic activities;Zuidwest-Overijssel (CR);1999;6.3;6.2
620;A-U All economic activities;Zuidwest-Overijssel (CR);2000;4.0;4.1
621;A-U All economic activities;Zuidwest-Overijssel (CR);2001;3.2;3.2
622;A-U All economic activities;Zuidwest-Overijssel (CR);2002;0.0;0.0
623;A-U All economic activities;Zuidwest-Overijssel (CR);2003;-1.1;-1.0
624;A-U All economic activities;Zuidwest-Overijssel (CR);2004;1.5;1.6
625;A-U All economic activities;Zuidwest-Overijssel (CR);2005;-0.5;-0.5
626;A-U All economic activities;Zuidwest-Overijssel (CR);2006;2.5;2.5
627;A-U All economic activities;Zuidwest-Overijssel (CR);2007;2.1;2.2
628;A-U All economic activities;Zuidwest-Overijssel (CR);2008;2.8;3.0
629;A-U All economic activities;Zuidwest-Overijssel (CR);2009;-1.5;-1.1
630;A-U All economic activities;Zuidwest-Overijssel (CR);2010;1.0;1.3
631;A-U All economic activities;Zuidwest-Overijssel (CR);2011;1.2;1.5
632;A-U All economic activities;Zuidwest-Overijssel (CR);2012;-5.1;-4.8
633;A-U All economic activities;Zuidwest-Overijssel (CR);2013;-0.5;-0.2
634;A-U All economic activities;Zuidwest-Overijssel (CR);2014;1.3;1.4
635;A-U All economic activities;Zuidwest-Overijssel (CR);2015;2.4;2.2
636;A-U All economic activities;Zuidwest-Overijssel (CR);2016;2.4;2.3
637;A-U All economic activities;Zuidwest-Overijssel (CR);2017;3.1;3.1
638;A-U All economic activities;Twente (CR);1996;3.6;3.3
639;A-U All economic activities;Twente (CR);1997;0.8;0.8
640;A-U All economic activities;Twente (CR);1998;3.0;2.9
641;A-U All economic activities;Twente (CR);1999;5.2;5.1
642;A-U All economic activities;Twente (CR);2000;5.6;5.7
643;A-U All economic activities;Twente (CR);2001;3.8;3.7
644;A-U All economic activities;Twente (CR);2002;-1.0;-1.0
645;A-U All economic activities;Twente (CR);2003;1.4;1.5
646;A-U All economic activities;Twente (CR);2004;1.0;1.1
647;A-U All economic activities;Twente (CR);2005;2.5;2.5
648;A-U All economic activities;Twente (CR);2006;3.2;3.2
649;A-U All economic activities;Twente (CR);2007;5.5;5.6
650;A-U All economic activities;Twente (CR);2008;1.8;2.0
651;A-U All economic activities;Twente (CR);2009;0.1;0.4
652;A-U All economic activities;Twente (CR);2010;-0.1;0.2
653;A-U All economic activities;Twente (CR);2011;3.3;3.6
654;A-U All economic activities;Twente (CR);2012;-3.5;-3.2
655;A-U All economic activities;Twente (CR);2013;-1.6;-1.3
656;A-U All economic activities;Twente (CR);2014;0.7;0.8
657;A-U All economic activities;Twente (CR);2015;2.9;2.6
658;A-U All economic activities;Twente (CR);2016;2.8;2.7
659;A-U All economic activities;Twente (CR);2017;3.6;3.6
660;A-U All economic activities;Veluwe (CR);1996;2.9;2.6
661;A-U All economic activities;Veluwe (CR);1997;7.0;7.0
662;A-U All economic activities;Veluwe (CR);1998;4.2;4.1
663;A-U All economic activities;Veluwe (CR);1999;3.4;3.4
664;A-U All economic activities;Veluwe (CR);2000;4.4;4.5
665;A-U All economic activities;Veluwe (CR);2001;3.7;3.7
666;A-U All economic activities;Veluwe (CR);2002;-0.1;-0.1
667;A-U All economic activities;Veluwe (CR);2003;1.0;1.0
668;A-U All economic activities;Veluwe (CR);2004;2.7;2.7
669;A-U All economic activities;Veluwe (CR);2005;0.8;0.9
670;A-U All economic activities;Veluwe (CR);2006;7.9;7.9
671;A-U All economic activities;Veluwe (CR);2007;2.8;2.9
672;A-U All economic activities;Veluwe (CR);2008;1.2;1.5
673;A-U All economic activities;Veluwe (CR);2009;-2.5;-2.2
674;A-U All economic activities;Veluwe (CR);2010;0.2;0.5
675;A-U All economic activities;Veluwe (CR);2011;5.4;5.8
676;A-U All economic activities;Veluwe (CR);2012;-3.0;-2.7
677;A-U All economic activities;Veluwe (CR);2013;-0.5;-0.1
678;A-U All economic activities;Veluwe (CR);2014;1.1;1.2
679;A-U All economic activities;Veluwe (CR);2015;2.5;2.3
680;A-U All economic activities;Veluwe (CR);2016;2.5;2.4
681;A-U All economic activities;Veluwe (CR);2017;3.2;3.2
682;A-U All economic activities;Achterhoek (CR);1996;2.6;2.2
683;A-U All economic activities;Achterhoek (CR);1997;4.7;4.7
684;A-U All economic activities;Achterhoek (CR);1998;2.3;2.2
685;A-U All economic activities;Achterhoek (CR);1999;2.7;2.6
686;A-U All economic activities;Achterhoek (CR);2000;4.0;4.1
687;A-U All economic activities;Achterhoek (CR);2001;0.6;0.5
688;A-U All economic activities;Achterhoek (CR);2002;-0.1;-0.1
689;A-U All economic activities;Achterhoek (CR);2003;0.1;0.1
690;A-U All economic activities;Achterhoek (CR);2004;1.8;1.9
691;A-U All economic activities;Achterhoek (CR);2005;6.3;6.3
692;A-U All economic activities;Achterhoek (CR);2006;2.7;2.7
693;A-U All economic activities;Achterhoek (CR);2007;4.5;4.7
694;A-U All economic activities;Achterhoek (CR);2008;3.6;3.9
695;A-U All economic activities;Achterhoek (CR);2009;-2.9;-2.6
696;A-U All economic activities;Achterhoek (CR);2010;-1.0;-0.7
697;A-U All economic activities;Achterhoek (CR);2011;3.4;3.7
698;A-U All economic activities;Achterhoek (CR);2012;-3.5;-3.2
699;A-U All economic activities;Achterhoek (CR);2013;-2.6;-2.3
700;A-U All economic activities;Achterhoek (CR);2014;1.7;1.8
701;A-U All economic activities;Achterhoek (CR);2015;3.3;3.0
702;A-U All economic activities;Achterhoek (CR);2016;2.4;2.3
703;A-U All economic activities;Achterhoek (CR);2017;3.3;3.3
704;A-U All economic activities;Aggl. Arnhem/Nijmegen (CR);1996;2.4;2.1
705;A-U All economic activities;Aggl. Arnhem/Nijmegen (CR);1997;3.2;3.2
