ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
6488;39;Gescheiden;2049;12113;4123;2923;5033;34
6489;39;Gescheiden;2050;11996;4078;2896;4988;34
6490;39;Gescheiden;2051;11925;4049;2879;4963;34
6491;39;Gescheiden;2052;11895;4035;2873;4953;34
6492;39;Gescheiden;2053;11914;4041;2880;4959;34
6493;39;Gescheiden;2054;11947;4051;2892;4970;34
6494;39;Gescheiden;2055;11994;4068;2906;4986;34
6495;39;Gescheiden;2056;12052;4087;2924;5007;34
6496;39;Gescheiden;2057;12127;4113;2947;5033;34
6497;39;Gescheiden;2058;12210;4143;2970;5062;35
6498;39;Gescheiden;2059;12288;4171;2994;5088;35
6499;39;Gescheiden;2060;12365;4199;3016;5115;35
6500;40;Totaal burgerlijke staat;2011;150823;36690;97190;16272;671
6501;40;Totaal burgerlijke staat;2012;144633;35607;92504;15886;636
6502;40;Totaal burgerlijke staat;2013;137317;34531;86945;15224;617
6503;40;Totaal burgerlijke staat;2014;127159;32415;80135;14025;584
6504;40;Totaal burgerlijke staat;2015;122907;31850;77067;13423;567
6505;40;Totaal burgerlijke staat;2016;118076;31097;73527;12903;549
6506;40;Totaal burgerlijke staat;2017;117462;31230;72989;12691;552
6507;40;Totaal burgerlijke staat;2018;116100;30891;71967;12701;541
6508;40;Totaal burgerlijke staat;2019;117602;31478;72797;12780;547
6509;40;Totaal burgerlijke staat;2020;117353;31396;72686;12725;546
6510;40;Totaal burgerlijke staat;2021;121019;32517;74798;13142;562
6511;40;Totaal burgerlijke staat;2022;119383;31978;73791;13061;553
6512;40;Totaal burgerlijke staat;2023;116964;31008;72632;12789;535
6513;40;Totaal burgerlijke staat;2024;116458;30640;72519;12771;528
6514;40;Totaal burgerlijke staat;2025;119409;31255;74513;13101;540
6515;40;Totaal burgerlijke staat;2026;121102;31709;75507;13339;547
6516;40;Totaal burgerlijke staat;2027;124101;32543;77257;13739;562
6517;40;Totaal burgerlijke staat;2028;125585;32807;78405;13805;568
6518;40;Totaal burgerlijke staat;2029;125157;32575;78187;13831;564
6519;40;Totaal burgerlijke staat;2030;126322;32866;78870;14017;569
6520;40;Totaal burgerlijke staat;2031;130986;34274;81641;14477;594
6521;40;Totaal burgerlijke staat;2032;130930;34308;81504;14523;595
6522;40;Totaal burgerlijke staat;2033;129798;33937;80914;14358;589
6523;40;Totaal burgerlijke staat;2034;129000;33729;80385;14301;585
6524;40;Totaal burgerlijke staat;2035;129474;33873;80694;14319;588
6525;40;Totaal burgerlijke staat;2036;126928;33070;79249;14035;574
6526;40;Totaal burgerlijke staat;2037;127137;33079;79530;13954;574
6527;40;Totaal burgerlijke staat;2038;127563;33262;79582;14144;575
6528;40;Totaal burgerlijke staat;2039;131222;34406;81744;14476;596
6529;40;Totaal burgerlijke staat;2040;132258;34766;82334;14556;602
6530;40;Totaal burgerlijke staat;2041;134512;35549;83461;14888;614
6531;40;Totaal burgerlijke staat;2042;133033;35125;82619;14681;608
6532;40;Totaal burgerlijke staat;2043;132240;34917;82157;14561;605
6533;40;Totaal burgerlijke staat;2044;131748;34804;81839;14501;604
6534;40;Totaal burgerlijke staat;2045;128148;33709;79700;14154;585
6535;40;Totaal burgerlijke staat;2046;125278;32793;78122;13794;569
6536;40;Totaal burgerlijke staat;2047;124298;32459;77618;13657;564
6537;40;Totaal burgerlijke staat;2048;122317;31851;76400;13513;553
6538;40;Totaal burgerlijke staat;2049;124327;32426;77691;13647;563
6539;40;Totaal burgerlijke staat;2050;124436;32465;77692;13716;563
6540;40;Totaal burgerlijke staat;2051;123422;32106;77180;13579;557
6541;40;Totaal burgerlijke staat;2052;122772;31862;76852;13507;551
6542;40;Totaal burgerlijke staat;2053;122505;31729;76749;13476;551
6543;40;Totaal burgerlijke staat;2054;122658;31725;76892;13491;550
6544;40;Totaal burgerlijke staat;2055;122942;31757;77113;13521;551
6545;40;Totaal burgerlijke staat;2056;123383;31840;77429;13562;552
6546;40;Totaal burgerlijke staat;2057;123913;31949;77791;13619;554
6547;40;Totaal burgerlijke staat;2058;124584;32106;78235;13687;556
6548;40;Totaal burgerlijke staat;2059;125337;32291;78719;13768;559
6549;40;Totaal burgerlijke staat;2060;126048;32468;79176;13842;562
6550;40;Ongehuwd;2011;55895;28244;21715;5395;541
6551;40;Ongehuwd;2012;55827;27866;21802;5636;523
6552;40;Ongehuwd;2013;55195;27345;21643;5693;514
6553;40;Ongehuwd;2014;52394;25927;20552;5424;491
6554;40;Ongehuwd;2015;52210;25841;20523;5364;482
6555;40;Ongehuwd;2016;51674;25570;20208;5424;472
6556;40;Ongehuwd;2017;52590;25871;20717;5526;476
6557;40;Ongehuwd;2018;52187;25604;20553;5563;467
6558;40;Ongehuwd;2019;53317;26167;20906;5771;473
6559;40;Ongehuwd;2020;53521;26161;21063;5824;473
6560;40;Ongehuwd;2021;55514;27094;21777;6157;486
6561;40;Ongehuwd;2022;55118;26683;21775;6181;479
6562;40;Ongehuwd;2023;54053;25904;21560;6125;464
6563;40;Ongehuwd;2024;53766;25588;21534;6187;457
6564;40;Ongehuwd;2025;55108;26051;22165;6425;467
6565;40;Ongehuwd;2026;56180;26457;22644;6606;473
6566;40;Ongehuwd;2027;57781;27142;23265;6888;486
6567;40;Ongehuwd;2028;58351;27327;23577;6957;490
6568;40;Ongehuwd;2029;58078;27124;23523;6945;486
6569;40;Ongehuwd;2030;58589;27334;23742;7022;491
6570;40;Ongehuwd;2031;60794;28435;24580;7267;512
6571;40;Ongehuwd;2032;60867;28470;24592;7292;513
6572;40;Ongehuwd;2033;60384;28174;24490;7213;507
6573;40;Ongehuwd;2034;60149;28023;24419;7202;505
6574;40;Ongehuwd;2035;60453;28142;24577;7228;506
6575;40;Ongehuwd;2036;59369;27525;24254;7094;496
6576;40;Ongehuwd;2037;59511;27540;24410;7065;496
6577;40;Ongehuwd;2038;59890;27718;24487;7188;497
6578;40;Ongehuwd;2039;61667;28632;25137;7384;514
6579;40;Ongehuwd;2040;62216;28930;25323;7444;519
6580;40;Ongehuwd;2041;63381;29561;25642;7648;530
6581;40;Ongehuwd;2042;62659;29215;25385;7535;524
6582;40;Ongehuwd;2043;62247;29033;25221;7471;522
6583;40;Ongehuwd;2044;61977;28925;25092;7439;521
6584;40;Ongehuwd;2045;60257;28044;24456;7253;504
6585;40;Ongehuwd;2046;58827;27300;23979;7057;491
6586;40;Ongehuwd;2047;58293;27018;23806;6983;486
6587;40;Ongehuwd;2048;57347;26534;23429;6907;477
6588;40;Ongehuwd;2049;58184;26969;23751;6979;485
6589;40;Ongehuwd;2050;58213;26996;23713;7019;485
6590;40;Ongehuwd;2051;57662;26700;23538;6945;479
6591;40;Ongehuwd;2052;57299;26496;23422;6906;475
6592;40;Ongehuwd;2053;57119;26382;23373;6889;475
6593;40;Ongehuwd;2054;57138;26372;23396;6897;473
6594;40;Ongehuwd;2055;57227;26395;23446;6912;474
6595;40;Ongehuwd;2056;57393;26456;23527;6935;475
6596;40;Ongehuwd;2057;57607;26540;23626;6965;476
6597;40;Ongehuwd;2058;57892;26663;23748;7003;478
6598;40;Ongehuwd;2059;58222;26809;23885;7047;481
6599;40;Ongehuwd;2060;58536;26949;24016;7087;484
6600;40;Gehuwd;2011;74134;1539;71193;1331;71
6601;40;Gehuwd;2012;69501;1404;66784;1251;62
6602;40;Gehuwd;2013;64128;1276;61620;1176;56
6603;40;Gehuwd;2014;58492;1144;56242;1056;50
6604;40;Gehuwd;2015;55550;1066;53438;999;47
6605;40;Gehuwd;2016;52410;983;50441;944;42
6606;40;Gehuwd;2017;51367;955;49456;915;41
6607;40;Gehuwd;2018;50493;929;48624;900;40
6608;40;Gehuwd;2019;50921;938;49045;897;41
6609;40;Gehuwd;2020;50682;931;48821;890;40
6610;40;Gehuwd;2021;52000;971;50085;902;42
6611;40;Gehuwd;2022;51023;943;49147;892;41
6612;40;Gehuwd;2023;50079;904;48273;863;39
6613;40;Gehuwd;2024;49983;892;48196;856;39
6614;40;Gehuwd;2025;51272;920;49442;870;40
6615;40;Gehuwd;2026;51774;929;49921;883;41
6616;40;Gehuwd;2027;52844;957;50945;901;41
6617;40;Gehuwd;2028;53618;970;51704;902;42
6618;40;Gehuwd;2029;53466;962;51556;906;42
6619;40;Gehuwd;2030;53912;974;51976;920;42
6620;40;Gehuwd;2031;55748;1034;53723;947;44
6621;40;Gehuwd;2032;55601;1033;53575;949;44
6622;40;Gehuwd;2033;55123;1018;53122;939;44
6623;40;Gehuwd;2034;54682;1007;52697;935;43
6624;40;Gehuwd;2035;54820;1012;52829;935;44
6625;40;Gehuwd;2036;53750;977;51814;917;42
6626;40;Gehuwd;2037;53864;977;51933;912;42
6627;40;Gehuwd;2038;53861;979;51917;923;42
6628;40;Gehuwd;2039;55303;1025;53292;942;44
6629;40;Gehuwd;2040;55686;1039;53655;947;45
6630;40;Gehuwd;2041;56462;1071;54380;966;45
6631;40;Gehuwd;2042;55891;1058;53835;953;45
6632;40;Gehuwd;2043;55594;1055;53548;946;45
6633;40;Gehuwd;2044;55405;1057;53360;943;45
6634;40;Gehuwd;2045;53965;1016;51983;922;44
6635;40;Gehuwd;2046;52901;983;50975;901;42
6636;40;Gehuwd;2047;52578;974;50669;893;42
6637;40;Gehuwd;2048;51781;951;49904;885;41
6638;40;Gehuwd;2049;52693;978;50780;893;42
6639;40;Gehuwd;2050;52734;981;50814;897;42
6640;40;Gehuwd;2051;52405;968;50507;888;42
6641;40;Gehuwd;2052;52201;960;50315;884;42
6642;40;Gehuwd;2053;52148;957;50267;883;41
6643;40;Gehuwd;2054;52262;957;50379;884;42
6644;40;Gehuwd;2055;52423;957;50538;886;42
6645;40;Gehuwd;2056;52648;961;50757;888;42
6646;40;Gehuwd;2057;52901;965;51002;892;42
6647;40;Gehuwd;2058;53209;971;51300;896;42
6648;40;Gehuwd;2059;53541;977;51621;901;42
6649;40;Gehuwd;2060;53855;984;51923;906;42
6650;40;Verweduwd;2011;739;138;53;548;0
6651;40;Verweduwd;2012;627;125;53;449;0
6652;40;Verweduwd;2013;590;114;49;427;0
6653;40;Verweduwd;2014;526;106;39;381;0
6654;40;Verweduwd;2015;484;94;38;352;0
6655;40;Verweduwd;2016;452;82;30;340;0
6656;40;Verweduwd;2017;421;78;28;315;0
6657;40;Verweduwd;2018;398;77;28;293;0
6658;40;Verweduwd;2019;387;77;26;284;0
6659;40;Verweduwd;2020;372;78;27;267;0
6660;40;Verweduwd;2021;372;78;27;267;0
6661;40;Verweduwd;2022;363;76;26;261;0
6662;40;Verweduwd;2023;348;72;25;251;0
6663;40;Verweduwd;2024;337;69;25;243;0
6664;40;Verweduwd;2025;340;71;25;244;0
6665;40;Verweduwd;2026;340;71;25;244;0
6666;40;Verweduwd;2027;345;72;27;246;0
6667;40;Verweduwd;2028;341;72;27;242;0
6668;40;Verweduwd;2029;339;71;26;242;0
6669;40;Verweduwd;2030;340;72;26;242;0
6670;40;Verweduwd;2031;349;76;27;246;0
6671;40;Verweduwd;2032;348;76;28;244;0
6672;40;Verweduwd;2033;339;73;27;239;0
6673;40;Verweduwd;2034;334;72;27;235;0
6674;40;Verweduwd;2035;332;72;27;233;0
6675;40;Verweduwd;2036;321;68;25;228;0
6676;40;Verweduwd;2037;316;67;25;224;0
6677;40;Verweduwd;2038;316;67;25;224;0
6678;40;Verweduwd;2039;321;70;25;226;0
6679;40;Verweduwd;2040;322;71;26;225;0
6680;40;Verweduwd;2041;323;72;26;225;0
6681;40;Verweduwd;2042;317;70;26;221;0
6682;40;Verweduwd;2043;313;70;26;217;0
6683;40;Verweduwd;2044;310;69;26;215;0
6684;40;Verweduwd;2045;299;66;24;209;0
6685;40;Verweduwd;2046;289;63;23;203;0
6686;40;Verweduwd;2047;286;62;23;201;0
6687;40;Verweduwd;2048;279;60;22;197;0
6688;40;Verweduwd;2049;282;62;23;197;0
6689;40;Verweduwd;2050;279;61;22;196;0
6690;40;Verweduwd;2051;273;60;21;192;0
6691;40;Verweduwd;2052;271;59;21;191;0
6692;40;Verweduwd;2053;268;58;21;189;0
6693;40;Verweduwd;2054;267;58;21;188;0
6694;40;Verweduwd;2055;266;57;21;188;0
6695;40;Verweduwd;2056;263;57;20;186;0
6696;40;Verweduwd;2057;263;57;20;186;0
6697;40;Verweduwd;2058;261;57;20;184;0
6698;40;Verweduwd;2059;261;57;20;184;0
6699;40;Verweduwd;2060;260;57;20;183;0
6700;40;Gescheiden;2011;20055;6769;4229;8998;59
6701;40;Gescheiden;2012;18678;6212;3865;8550;51
6702;40;Gescheiden;2013;17404;5796;3633;7928;47
6703;40;Gescheiden;2014;15747;5238;3302;7164;43
6704;40;Gescheiden;2015;14663;4849;3068;6708;38
6705;40;Gescheiden;2016;13540;4462;2848;6195;35
6706;40;Gescheiden;2017;13084;4326;2788;5935;35
6707;40;Gescheiden;2018;13022;4281;2762;5945;34
6708;40;Gescheiden;2019;12977;4296;2820;5828;33
6709;40;Gescheiden;2020;12778;4226;2775;5744;33
6710;40;Gescheiden;2021;13133;4374;2909;5816;34
6711;40;Gescheiden;2022;12879;4276;2843;5727;33
6712;40;Gescheiden;2023;12484;4128;2774;5550;32
6713;40;Gescheiden;2024;12372;4091;2764;5485;32
6714;40;Gescheiden;2025;12689;4213;2881;5562;33
6715;40;Gescheiden;2026;12808;4252;2917;5606;33
6716;40;Gescheiden;2027;13131;4372;3020;5704;35
6717;40;Gescheiden;2028;13275;4438;3097;5704;36
6718;40;Gescheiden;2029;13274;4418;3082;5738;36
6719;40;Gescheiden;2030;13481;4486;3126;5833;36
6720;40;Gescheiden;2031;14095;4729;3311;6017;38
6721;40;Gescheiden;2032;14114;4729;3309;6038;38
6722;40;Gescheiden;2033;13952;4672;3275;5967;38
6723;40;Gescheiden;2034;13835;4627;3242;5929;37
6724;40;Gescheiden;2035;13869;4647;3261;5923;38
6725;40;Gescheiden;2036;13488;4500;3156;5796;36
6726;40;Gescheiden;2037;13446;4495;3162;5753;36
6727;40;Gescheiden;2038;13496;4498;3153;5809;36
6728;40;Gescheiden;2039;13931;4679;3290;5924;38
6729;40;Gescheiden;2040;14034;4726;3330;5940;38
6730;40;Gescheiden;2041;14346;4845;3413;6049;39
6731;40;Gescheiden;2042;14166;4782;3373;5972;39
6732;40;Gescheiden;2043;14086;4759;3362;5927;38
6733;40;Gescheiden;2044;14056;4753;3361;5904;38
6734;40;Gescheiden;2045;13627;4583;3237;5770;37
6735;40;Gescheiden;2046;13261;4447;3145;5633;36
6736;40;Gescheiden;2047;13141;4405;3120;5580;36
6737;40;Gescheiden;2048;12910;4306;3045;5524;35
6738;40;Gescheiden;2049;13168;4417;3137;5578;36
6739;40;Gescheiden;2050;13210;4427;3143;5604;36
6740;40;Gescheiden;2051;13082;4378;3114;5554;36
6741;40;Gescheiden;2052;13001;4347;3094;5526;34
6742;40;Gescheiden;2053;12970;4332;3088;5515;35
6743;40;Gescheiden;2054;12991;4338;3096;5522;35
6744;40;Gescheiden;2055;13026;4348;3108;5535;35
6745;40;Gescheiden;2056;13079;4366;3125;5553;35
6746;40;Gescheiden;2057;13142;4387;3143;5576;36
6747;40;Gescheiden;2058;13222;4415;3167;5604;36
6748;40;Gescheiden;2059;13313;4448;3193;5636;36
6749;40;Gescheiden;2060;13397;4478;3217;5666;36
6750;41;Totaal burgerlijke staat;2011;155462;36517;100642;17707;596
6751;41;Totaal burgerlijke staat;2012;151555;36474;97159;17310;612
6752;41;Totaal burgerlijke staat;2013;145354;35408;92499;16861;586
6753;41;Totaal burgerlijke staat;2014;137991;34302;86962;16159;568
6754;41;Totaal burgerlijke staat;2015;127783;32167;80187;14894;535
6755;41;Totaal burgerlijke staat;2016;123482;31568;77141;14252;521
6756;41;Totaal burgerlijke staat;2017;118603;30776;73627;13697;503
6757;41;Totaal burgerlijke staat;2018;117995;30908;73100;13483;504
6758;41;Totaal burgerlijke staat;2019;116612;30560;72082;13475;495
6759;41;Totaal burgerlijke staat;2020;118107;31126;72908;13571;502
6760;41;Totaal burgerlijke staat;2021;117848;31050;72794;13503;501
6761;41;Totaal burgerlijke staat;2022;121490;32149;74887;13938;516
6762;41;Totaal burgerlijke staat;2023;119844;31612;73884;13841;507
6763;41;Totaal burgerlijke staat;2024;117399;30646;72718;13544;491
6764;41;Totaal burgerlijke staat;2025;116883;30284;72600;13515;484
6765;41;Totaal burgerlijke staat;2026;119822;30896;74573;13858;495
6766;41;Totaal burgerlijke staat;2027;121524;31345;75563;14114;502
6767;41;Totaal burgerlijke staat;2028;124525;32169;77302;14540;514
6768;41;Totaal burgerlijke staat;2029;126011;32427;78444;14620;520
6769;41;Totaal burgerlijke staat;2030;125586;32191;78230;14649;516
6770;41;Totaal burgerlijke staat;2031;126750;32477;78908;14844;521
6771;41;Totaal burgerlijke staat;2032;131405;33869;81664;15328;544
6772;41;Totaal burgerlijke staat;2033;131359;33904;81534;15376;545
6773;41;Totaal burgerlijke staat;2034;130223;33531;80951;15202;539
6774;41;Totaal burgerlijke staat;2035;129432;33324;80434;15139;535
6775;41;Totaal burgerlijke staat;2036;129911;33462;80749;15162;538
6776;41;Totaal burgerlijke staat;2037;127372;32666;79322;14859;525
6777;41;Totaal burgerlijke staat;2038;127581;32671;79607;14778;525
6778;41;Totaal burgerlijke staat;2039;128009;32848;79660;14975;526
6779;41;Totaal burgerlijke staat;2040;131668;33983;81815;15326;544
6780;41;Totaal burgerlijke staat;2041;132701;34341;82400;15409;551
6781;41;Totaal burgerlijke staat;2042;134952;35116;83517;15757;562
6782;41;Totaal burgerlijke staat;2043;133472;34699;82676;15540;557
6783;41;Totaal burgerlijke staat;2044;132680;34496;82215;15415;554
6784;41;Totaal burgerlijke staat;2045;132188;34384;81900;15351;553
6785;41;Totaal burgerlijke staat;2046;128587;33301;79770;14981;535
6786;41;Totaal burgerlijke staat;2047;125724;32395;78204;14604;521
6787;41;Totaal burgerlijke staat;2048;124742;32064;77703;14459;516
6788;41;Totaal burgerlijke staat;2049;122763;31463;76490;14305;505
6789;41;Totaal burgerlijke staat;2050;124765;32033;77769;14448;515
6790;41;Totaal burgerlijke staat;2051;124880;32075;77771;14519;515
6791;41;Totaal burgerlijke staat;2052;123866;31720;77260;14377;509
6792;41;Totaal burgerlijke staat;2053;123217;31478;76933;14301;505
6793;41;Totaal burgerlijke staat;2054;122951;31348;76831;14269;503
6794;41;Totaal burgerlijke staat;2055;123101;31343;76971;14284;503
6795;41;Totaal burgerlijke staat;2056;123383;31377;77190;14313;503
6796;41;Totaal burgerlijke staat;2057;123827;31459;77504;14360;504
6797;41;Totaal burgerlijke staat;2058;124355;31569;77863;14417;506
6798;41;Totaal burgerlijke staat;2059;125026;31724;78303;14491;508
6799;41;Totaal burgerlijke staat;2060;125777;31908;78784;14574;511
6800;41;Ongehuwd;2011;53925;27326;20665;5452;482
6801;41;Ongehuwd;2012;54890;27698;21074;5621;497
6802;41;Ongehuwd;2013;54822;27333;21153;5852;484
6803;41;Ongehuwd;2014;54173;26798;21002;5899;474
6804;41;Ongehuwd;2015;51410;25390;19955;5615;450
6805;41;Ongehuwd;2016;51202;25275;19936;5549;442
6806;41;Ongehuwd;2017;50645;24972;19642;5599;432
6807;41;Ongehuwd;2018;51550;25273;20134;5709;434
6808;41;Ongehuwd;2019;51138;25002;19966;5743;427
6809;41;Ongehuwd;2020;52228;25538;20296;5961;433
6810;41;Ongehuwd;2021;52409;25531;20440;6006;432
6811;41;Ongehuwd;2022;54327;26427;21111;6344;445
6812;41;Ongehuwd;2023;53944;26026;21118;6362;438
6813;41;Ongehuwd;2024;52892;25259;20910;6299;424
6814;41;Ongehuwd;2025;52601;24947;20880;6356;418
6815;41;Ongehuwd;2026;53906;25398;21484;6598;426
6816;41;Ongehuwd;2027;54956;25793;21944;6786;433
6817;41;Ongehuwd;2028;56523;26462;22539;7079;443
6818;41;Ongehuwd;2029;57078;26639;22837;7154;448
6819;41;Ongehuwd;2030;56807;26436;22785;7142;444
6820;41;Ongehuwd;2031;57299;26638;22995;7218;448
6821;41;Ongehuwd;2032;59442;27708;23798;7469;467
6822;41;Ongehuwd;2033;59518;27742;23813;7495;468
6823;41;Ongehuwd;2034;59046;27450;23719;7414;463
6824;41;Ongehuwd;2035;58819;27302;23655;7401;461
6825;41;Ongehuwd;2036;59113;27413;23810;7428;462
6826;41;Ongehuwd;2037;58058;26812;23505;7289;452
6827;41;Ongehuwd;2038;58191;26823;23654;7262;452
6828;41;Ongehuwd;2039;58559;26995;23726;7385;453
6829;41;Ongehuwd;2040;60285;27886;24345;7586;468
6830;41;Ongehuwd;2041;60816;28177;24518;7647;474
6831;41;Ongehuwd;2042;61947;28791;24818;7855;483
6832;41;Ongehuwd;2043;61242;28456;24568;7739;479
6833;41;Ongehuwd;2044;60838;28280;24408;7674;476
6834;41;Ongehuwd;2045;60572;28174;24282;7641;475
6835;41;Ongehuwd;2046;58897;27317;23671;7449;460
6836;41;Ongehuwd;2047;57507;26592;23217;7250;448
6837;41;Ongehuwd;2048;56986;26316;23052;7174;444
6838;41;Ongehuwd;2049;56066;25846;22689;7096;435
6839;41;Ongehuwd;2050;56876;26269;22994;7170;443
6840;41;Ongehuwd;2051;56905;26296;22957;7210;442
6841;41;Ongehuwd;2052;56371;26008;22790;7135;438
6842;41;Ongehuwd;2053;56017;25809;22679;7095;434
6843;41;Ongehuwd;2054;55841;25699;22633;7077;432
6844;41;Ongehuwd;2055;55862;25689;22656;7085;432
6845;41;Ongehuwd;2056;55947;25711;22704;7100;432
6846;41;Ongehuwd;2057;56111;25771;22782;7125;433
6847;41;Ongehuwd;2058;56317;25854;22875;7154;434
6848;41;Ongehuwd;2059;56596;25974;22993;7193;436
6849;41;Ongehuwd;2060;56917;26117;23124;7238;438
6850;41;Gehuwd;2011;78208;1546;75221;1381;60
6851;41;Gehuwd;2012;74438;1489;71581;1308;60
6852;41;Gehuwd;2013;69840;1363;67202;1222;53
6853;41;Gehuwd;2014;64501;1241;62066;1145;49
6854;41;Gehuwd;2015;58885;1111;56697;1033;44
6855;41;Gehuwd;2016;55976;1039;53917;979;41
6856;41;Gehuwd;2017;52867;964;50938;928;37
6857;41;Gehuwd;2018;51860;939;49983;901;37
6858;41;Gehuwd;2019;51000;916;49162;887;35
6859;41;Gehuwd;2020;51445;926;49598;885;36
6860;41;Gehuwd;2021;51214;920;49380;878;36
6861;41;Gehuwd;2022;52549;960;50660;892;37
6862;41;Gehuwd;2023;51570;933;49721;880;36
6863;41;Gehuwd;2024;50625;895;48841;854;35
6864;41;Gehuwd;2025;50530;885;48764;847;34
6865;41;Gehuwd;2026;51820;912;50012;860;36
6866;41;Gehuwd;2027;52334;922;50502;874;36
6867;41;Gehuwd;2028;53415;949;51538;891;37
6868;41;Gehuwd;2029;54193;962;52301;893;37
6869;41;Gehuwd;2030;54044;953;52156;898;37
6870;41;Gehuwd;2031;54493;966;52578;911;38
6871;41;Gehuwd;2032;56333;1023;54332;938;40
6872;41;Gehuwd;2033;56191;1022;54189;940;40
6873;41;Gehuwd;2034;55716;1008;53739;930;39
6874;41;Gehuwd;2035;55284;999;53321;926;38
6875;41;Gehuwd;2036;55432;1004;53461;928;39
6876;41;Gehuwd;2037;54370;970;52452;910;38
6877;41;Gehuwd;2038;54496;971;52582;905;38
6878;41;Gehuwd;2039;54499;972;52573;916;38
6879;41;Gehuwd;2040;55954;1018;53961;936;39
6880;41;Gehuwd;2041;56344;1033;54331;940;40
6881;41;Gehuwd;2042;57124;1064;55061;958;41
6882;41;Gehuwd;2043;56550;1051;54513;946;40
6883;41;Gehuwd;2044;56252;1048;54224;940;40
6884;41;Gehuwd;2045;56058;1048;54034;936;40
6885;41;Gehuwd;2046;54613;1009;52649;916;39
6886;41;Gehuwd;2047;53546;977;51636;895;38
6887;41;Gehuwd;2048;53219;968;51327;887;37
6888;41;Gehuwd;2049;52415;945;50556;878;36
6889;41;Gehuwd;2050;53326;971;51432;886;37
6890;41;Gehuwd;2051;53366;974;51464;890;38
6891;41;Gehuwd;2052;53033;962;51151;883;37
6892;41;Gehuwd;2053;52826;954;50957;878;37
6893;41;Gehuwd;2054;52772;950;50908;877;37
6894;41;Gehuwd;2055;52883;950;51018;878;37
6895;41;Gehuwd;2056;53046;952;51177;880;37
6896;41;Gehuwd;2057;53270;955;51395;883;37
6897;41;Gehuwd;2058;53524;959;51642;886;37
6898;41;Gehuwd;2059;53832;964;51940;891;37
6899;41;Gehuwd;2060;54167;971;52263;895;38
6900;41;Verweduwd;2011;887;172;69;646;0
6901;41;Verweduwd;2012;810;148;60;602;0
6902;41;Verweduwd;2013;696;135;58;503;0
6903;41;Verweduwd;2014;654;124;53;477;0
6904;41;Verweduwd;2015;585;115;43;427;0
6905;41;Verweduwd;2016;541;102;42;397;0
6906;41;Verweduwd;2017;506;91;34;381;0
6907;41;Verweduwd;2018;473;86;31;356;0
6908;41;Verweduwd;2019;449;85;32;332;0
6909;41;Verweduwd;2020;438;84;30;324;0
6910;41;Verweduwd;2021;422;85;31;306;0
6911;41;Verweduwd;2022;422;85;31;306;0
6912;41;Verweduwd;2023;413;83;30;300;0
6913;41;Verweduwd;2024;396;79;29;288;0
6914;41;Verweduwd;2025;386;77;29;280;0
6915;41;Verweduwd;2026;388;78;29;281;0
6916;41;Verweduwd;2027;387;78;29;280;0
6917;41;Verweduwd;2028;393;80;30;283;0
6918;41;Verweduwd;2029;390;80;30;280;0
6919;41;Verweduwd;2030;387;79;30;278;0
6920;41;Verweduwd;2031;389;79;30;280;0
6921;41;Verweduwd;2032;400;84;32;284;0
