ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
6012;38;Totaal burgerlijke staat;2023;118522;32511;73862;11618;531
6013;38;Totaal burgerlijke staat;2024;120205;32982;74858;11826;539
6014;38;Totaal burgerlijke staat;2025;123198;33840;76626;12179;553
6015;38;Totaal burgerlijke staat;2026;124680;34110;77784;12228;558
6016;38;Totaal burgerlijke staat;2027;124255;33880;77571;12250;554
6017;38;Totaal burgerlijke staat;2028;125422;34179;78263;12420;560
6018;38;Totaal burgerlijke staat;2029;130101;35621;81064;12831;585
6019;38;Totaal burgerlijke staat;2030;130039;35664;80914;12875;586
6020;38;Totaal burgerlijke staat;2031;128902;35287;80309;12726;580
6021;38;Totaal burgerlijke staat;2032;128085;35083;79750;12676;576
6022;38;Totaal burgerlijke staat;2033;128553;35239;80042;12693;579
6023;38;Totaal burgerlijke staat;2034;125993;34421;78567;12440;565
6024;38;Totaal burgerlijke staat;2035;126205;34435;78836;12368;566
6025;38;Totaal burgerlijke staat;2036;126618;34637;78874;12540;567
6026;38;Totaal burgerlijke staat;2037;130287;35810;81054;12836;587
6027;38;Totaal burgerlijke staat;2038;131322;36173;81648;12907;594
6028;38;Totaal burgerlijke staat;2039;133584;36978;82792;13207;607
6029;38;Totaal burgerlijke staat;2040;132100;36535;81942;13023;600
6030;38;Totaal burgerlijke staat;2041;131296;36309;81476;12914;597
6031;38;Totaal burgerlijke staat;2042;130808;36189;81162;12861;596
6032;38;Totaal burgerlijke staat;2043;127196;35061;79007;12552;576
6033;38;Totaal burgerlijke staat;2044;124324;34117;77419;12227;561
6034;38;Totaal burgerlijke staat;2045;123341;33769;76910;12106;556
6035;38;Totaal burgerlijke staat;2046;121353;33145;75686;11977;545
6036;38;Totaal burgerlijke staat;2047;123368;33726;76991;12096;555
6037;38;Totaal burgerlijke staat;2048;123480;33768;76996;12161;555
6038;38;Totaal burgerlijke staat;2049;122468;33396;76485;12038;549
6039;38;Totaal burgerlijke staat;2050;121819;33142;76156;11976;545
6040;38;Totaal burgerlijke staat;2051;121548;33007;76052;11947;542
6041;38;Totaal burgerlijke staat;2052;121699;33002;76195;11960;542
6042;38;Totaal burgerlijke staat;2053;121983;33035;76421;11985;542
6043;38;Totaal burgerlijke staat;2054;122424;33116;76740;12024;544
6044;38;Totaal burgerlijke staat;2055;122952;33226;77106;12074;546
6045;38;Totaal burgerlijke staat;2056;123625;33385;77556;12136;548
6046;38;Totaal burgerlijke staat;2057;124378;33573;78047;12207;551
6047;38;Totaal burgerlijke staat;2058;125095;33755;78511;12275;554
6048;38;Totaal burgerlijke staat;2059;125792;33935;78959;12341;557
6049;38;Totaal burgerlijke staat;2060;126345;34076;79317;12393;559
6050;38;Ongehuwd;2011;57900;28843;23283;5270;504
6051;38;Ongehuwd;2012;54942;27365;22062;5030;485
6052;38;Ongehuwd;2013;54825;27377;21990;4982;476
6053;38;Ongehuwd;2014;54354;27215;21602;5071;466
6054;38;Ongehuwd;2015;55324;27536;22157;5161;470
6055;38;Ongehuwd;2016;54953;27278;22002;5211;462
6056;38;Ongehuwd;2017;56184;27906;22416;5394;468
6057;38;Ongehuwd;2018;56441;27900;22605;5469;467
6058;38;Ongehuwd;2019;58633;28931;23429;5792;481
6059;38;Ongehuwd;2020;58194;28496;23395;5829;474
6060;38;Ongehuwd;2021;57091;27691;23151;5790;459
6061;38;Ongehuwd;2022;56808;27374;23124;5857;453
6062;38;Ongehuwd;2023;58252;27880;23824;6086;462
6063;38;Ongehuwd;2024;59380;28314;24342;6256;468
6064;38;Ongehuwd;2025;61070;29045;25025;6520;480
6065;38;Ongehuwd;2026;61685;29245;25374;6581;485
6066;38;Ongehuwd;2027;61405;29038;25317;6569;481
6067;38;Ongehuwd;2028;61959;29265;25561;6648;485
6068;38;Ongehuwd;2029;64324;30444;26492;6881;507
6069;38;Ongehuwd;2030;64394;30484;26496;6906;508
6070;38;Ongehuwd;2031;63875;30173;26370;6829;503
6071;38;Ongehuwd;2032;63609;30017;26274;6819;499
6072;38;Ongehuwd;2033;63936;30151;26438;6845;502
6073;38;Ongehuwd;2034;62771;29495;26067;6719;490
6074;38;Ongehuwd;2035;62930;29514;26233;6692;491
6075;38;Ongehuwd;2036;63329;29710;26317;6809;493
6076;38;Ongehuwd;2037;65243;30688;27048;6997;510
6077;38;Ongehuwd;2038;65837;31001;27265;7055;516
6078;38;Ongehuwd;2039;67090;31678;27634;7251;527
6079;38;Ongehuwd;2040;66322;31302;27356;7144;520
6080;38;Ongehuwd;2041;65882;31102;27182;7081;517
6081;38;Ongehuwd;2042;65604;30987;27048;7052;517
6082;38;Ongehuwd;2043;63763;30046;26343;6874;500
6083;38;Ongehuwd;2044;62243;29250;25818;6687;488
6084;38;Ongehuwd;2045;61679;28949;25630;6617;483
6085;38;Ongehuwd;2046;60662;28430;25214;6544;474
6086;38;Ongehuwd;2047;61568;28894;25579;6613;482
6087;38;Ongehuwd;2048;61598;28924;25540;6652;482
6088;38;Ongehuwd;2049;61011;28607;25347;6581;476
6089;38;Ongehuwd;2050;60622;28388;25217;6545;472
6090;38;Ongehuwd;2051;60428;28268;25161;6529;470
6091;38;Ongehuwd;2052;60448;28257;25185;6536;470
6092;38;Ongehuwd;2053;60540;28280;25240;6550;470
6093;38;Ongehuwd;2054;60717;28344;25329;6573;471
6094;38;Ongehuwd;2055;60942;28432;25436;6601;473
6095;38;Ongehuwd;2056;61247;28562;25573;6637;475
6096;38;Ongehuwd;2057;61600;28717;25726;6679;478
6097;38;Ongehuwd;2058;61934;28866;25872;6717;479
6098;38;Ongehuwd;2059;62268;29015;26015;6756;482
6099;38;Ongehuwd;2060;62532;29131;26131;6786;484
6100;38;Gehuwd;2011;62414;1330;59833;1192;59
6101;38;Gehuwd;2012;56803;1206;54491;1054;52
6102;38;Gehuwd;2013;53866;1132;51679;1007;48
6103;38;Gehuwd;2014;50711;1033;48686;948;44
6104;38;Gehuwd;2015;49586;994;47637;912;43
6105;38;Gehuwd;2016;48690;963;46791;895;41
6106;38;Gehuwd;2017;49072;963;47181;887;41
6107;38;Gehuwd;2018;48817;951;46947;878;41
6108;38;Gehuwd;2019;50080;986;48163;889;42
6109;38;Gehuwd;2020;49119;959;47243;876;41
6110;38;Gehuwd;2021;48200;920;46394;847;39
6111;38;Gehuwd;2022;48107;910;46320;838;39
6112;38;Gehuwd;2023;49380;935;47554;851;40
6113;38;Gehuwd;2024;49849;944;48001;863;41
6114;38;Gehuwd;2025;50889;969;48998;880;42
6115;38;Gehuwd;2026;51639;981;49737;879;42
6116;38;Gehuwd;2027;51487;972;49590;883;42
6117;38;Gehuwd;2028;51923;985;49999;896;43
6118;38;Gehuwd;2029;53725;1041;51716;923;45
6119;38;Gehuwd;2030;53575;1040;51565;925;45
6120;38;Gehuwd;2031;53098;1026;51114;914;44
6121;38;Gehuwd;2032;52648;1015;50679;910;44
6122;38;Gehuwd;2033;52766;1020;50792;910;44
6123;38;Gehuwd;2034;51692;986;49772;891;43
6124;38;Gehuwd;2035;51782;985;49869;885;43
6125;38;Gehuwd;2036;51754;987;49830;895;42
6126;38;Gehuwd;2037;53154;1030;51166;914;44
6127;38;Gehuwd;2038;53515;1042;51511;917;45
6128;38;Gehuwd;2039;54270;1071;52218;935;46
6129;38;Gehuwd;2040;53709;1059;51681;923;46
6130;38;Gehuwd;2041;53418;1055;51400;917;46
6131;38;Gehuwd;2042;53234;1055;51221;913;45
6132;38;Gehuwd;2043;51828;1016;49874;894;44
6133;38;Gehuwd;2044;50787;986;48887;872;42
6134;38;Gehuwd;2045;50471;976;48588;865;42
6135;38;Gehuwd;2046;49692;954;47841;856;41
6136;38;Gehuwd;2047;50593;980;48707;864;42
6137;38;Gehuwd;2048;50640;983;48747;868;42
6138;38;Gehuwd;2049;50325;971;48452;860;42
6139;38;Gehuwd;2050;50132;964;48270;856;42
6140;38;Gehuwd;2051;50085;961;48228;855;41
6141;38;Gehuwd;2052;50198;961;48340;856;41
6142;38;Gehuwd;2053;50361;963;48500;857;41
6143;38;Gehuwd;2054;50585;966;48717;860;42
6144;38;Gehuwd;2055;50835;970;48959;864;42
6145;38;Gehuwd;2056;51137;975;49252;868;42
6146;38;Gehuwd;2057;51462;981;49567;872;42
6147;38;Gehuwd;2058;51773;988;49864;878;43
6148;38;Gehuwd;2059;52066;993;50148;882;43
6149;38;Gehuwd;2060;52301;998;50375;885;43
6150;38;Verweduwd;2011;491;102;41;348;0
6151;38;Verweduwd;2012;435;97;31;307;0
6152;38;Verweduwd;2013;397;84;31;282;0
6153;38;Verweduwd;2014;371;72;23;276;0
6154;38;Verweduwd;2015;342;69;20;253;0
6155;38;Verweduwd;2016;318;67;22;229;0
6156;38;Verweduwd;2017;309;67;20;222;0
6157;38;Verweduwd;2018;293;68;20;205;0
6158;38;Verweduwd;2019;291;67;20;204;0
6159;38;Verweduwd;2020;286;67;20;199;0
6160;38;Verweduwd;2021;273;64;18;191;0
6161;38;Verweduwd;2022;264;61;18;185;0
6162;38;Verweduwd;2023;266;62;19;185;0
6163;38;Verweduwd;2024;266;62;19;185;0
6164;38;Verweduwd;2025;268;63;19;186;0
6165;38;Verweduwd;2026;265;63;20;182;0
6166;38;Verweduwd;2027;263;62;19;182;0
6167;38;Verweduwd;2028;263;62;19;182;0
6168;38;Verweduwd;2029;271;65;21;185;0
6169;38;Verweduwd;2030;271;66;21;184;0
6170;38;Verweduwd;2031;263;63;20;180;0
6171;38;Verweduwd;2032;258;62;19;177;0
6172;38;Verweduwd;2033;257;62;19;176;0
6173;38;Verweduwd;2034;249;59;19;171;0
6174;38;Verweduwd;2035;247;59;19;169;0
6175;38;Verweduwd;2036;247;59;19;169;0
6176;38;Verweduwd;2037;249;60;19;170;0
6177;38;Verweduwd;2038;249;61;19;169;0
6178;38;Verweduwd;2039;250;61;20;169;0
6179;38;Verweduwd;2040;247;61;19;167;0
6180;38;Verweduwd;2041;241;60;18;163;0
6181;38;Verweduwd;2042;240;60;18;162;0
6182;38;Verweduwd;2043;233;57;18;158;0
6183;38;Verweduwd;2044;225;55;17;153;0
6184;38;Verweduwd;2045;222;54;17;151;0
6185;38;Verweduwd;2046;218;53;17;148;0
6186;38;Verweduwd;2047;218;53;17;148;0
6187;38;Verweduwd;2048;218;53;17;148;0
6188;38;Verweduwd;2049;214;52;17;145;0
6189;38;Verweduwd;2050;211;51;16;144;0
6190;38;Verweduwd;2051;208;51;15;142;0
6191;38;Verweduwd;2052;207;51;15;141;0
6192;38;Verweduwd;2053;206;50;15;141;0
6193;38;Verweduwd;2054;205;50;15;140;0
6194;38;Verweduwd;2055;204;49;15;140;0
6195;38;Verweduwd;2056;203;49;15;139;0
6196;38;Verweduwd;2057;202;49;15;138;0
6197;38;Verweduwd;2058;202;49;15;138;0
6198;38;Verweduwd;2059;202;49;15;138;0
6199;38;Verweduwd;2060;202;49;15;138;0
6200;38;Gescheiden;2011;14900;5160;3102;6596;42
6201;38;Gescheiden;2012;13395;4622;2820;5914;39
6202;38;Gescheiden;2013;12404;4239;2620;5511;34
6203;38;Gescheiden;2014;11399;3890;2433;5045;31
6204;38;Gescheiden;2015;10986;3765;2378;4813;30
6205;38;Gescheiden;2016;10993;3737;2367;4859;30
6206;38;Gescheiden;2017;10922;3738;2421;4733;30
6207;38;Gescheiden;2018;10714;3658;2368;4659;29
6208;38;Gescheiden;2019;10997;3774;2478;4715;30
6209;38;Gescheiden;2020;10780;3688;2423;4640;29
6210;38;Gescheiden;2021;10461;3564;2371;4497;29
6211;38;Gescheiden;2022;10362;3531;2365;4438;28
6212;38;Gescheiden;2023;10624;3634;2465;4496;29
6213;38;Gescheiden;2024;10710;3662;2496;4522;30
6214;38;Gescheiden;2025;10971;3763;2584;4593;31
6215;38;Gescheiden;2026;11091;3821;2653;4586;31
6216;38;Gescheiden;2027;11100;3808;2645;4616;31
6217;38;Gescheiden;2028;11277;3867;2684;4694;32
6218;38;Gescheiden;2029;11781;4071;2835;4842;33
6219;38;Gescheiden;2030;11799;4074;2832;4860;33
6220;38;Gescheiden;2031;11666;4025;2805;4803;33
6221;38;Gescheiden;2032;11570;3989;2778;4770;33
6222;38;Gescheiden;2033;11594;4006;2793;4762;33
6223;38;Gescheiden;2034;11281;3881;2709;4659;32
6224;38;Gescheiden;2035;11246;3877;2715;4622;32
6225;38;Gescheiden;2036;11288;3881;2708;4667;32
6226;38;Gescheiden;2037;11641;4032;2821;4755;33
6227;38;Gescheiden;2038;11721;4069;2853;4766;33
6228;38;Gescheiden;2039;11974;4168;2920;4852;34
6229;38;Gescheiden;2040;11822;4113;2886;4789;34
6230;38;Gescheiden;2041;11755;4092;2876;4753;34
6231;38;Gescheiden;2042;11730;4087;2875;4734;34
6232;38;Gescheiden;2043;11372;3942;2772;4626;32
6233;38;Gescheiden;2044;11069;3826;2697;4515;31
6234;38;Gescheiden;2045;10969;3790;2675;4473;31
6235;38;Gescheiden;2046;10781;3708;2614;4429;30
6236;38;Gescheiden;2047;10989;3799;2688;4471;31
6237;38;Gescheiden;2048;11024;3808;2692;4493;31
6238;38;Gescheiden;2049;10918;3766;2669;4452;31
6239;38;Gescheiden;2050;10854;3739;2653;4431;31
6240;38;Gescheiden;2051;10827;3727;2648;4421;31
6241;38;Gescheiden;2052;10846;3733;2655;4427;31
6242;38;Gescheiden;2053;10876;3742;2666;4437;31
6243;38;Gescheiden;2054;10917;3756;2679;4451;31
6244;38;Gescheiden;2055;10971;3775;2696;4469;31
6245;38;Gescheiden;2056;11038;3799;2716;4492;31
6246;38;Gescheiden;2057;11114;3826;2739;4518;31
6247;38;Gescheiden;2058;11186;3852;2760;4542;32
6248;38;Gescheiden;2059;11256;3878;2781;4565;32
6249;38;Gescheiden;2060;11310;3898;2796;4584;32
6250;39;Totaal burgerlijke staat;2011;143836;36025;92246;14940;625
6251;39;Totaal burgerlijke staat;2012;136523;34955;86654;14308;606
6252;39;Totaal burgerlijke staat;2013;126403;32836;79829;13163;575
6253;39;Totaal burgerlijke staat;2014;122227;32315;76751;12604;557
6254;39;Totaal burgerlijke staat;2015;117476;31616;73192;12127;541
6255;39;Totaal burgerlijke staat;2016;116862;31753;72648;11919;542
6256;39;Totaal burgerlijke staat;2017;115529;31417;71628;11953;531
6257;39;Totaal burgerlijke staat;2018;117041;32023;72468;12012;538
6258;39;Totaal burgerlijke staat;2019;116810;31936;72363;11975;536
6259;39;Totaal burgerlijke staat;2020;120503;33081;74494;12376;552
6260;39;Totaal burgerlijke staat;2021;118875;32538;73487;12307;543
6261;39;Totaal burgerlijke staat;2022;116490;31570;72334;12059;527
6262;39;Totaal burgerlijke staat;2023;115994;31208;72223;12044;519
6263;39;Totaal burgerlijke staat;2024;118960;31828;74241;12360;531
6264;39;Totaal burgerlijke staat;2025;120651;32293;75236;12584;538
6265;39;Totaal burgerlijke staat;2026;123639;33133;76995;12959;552
6266;39;Totaal burgerlijke staat;2027;125128;33402;78148;13020;558
6267;39;Totaal burgerlijke staat;2028;124702;33168;77932;13048;554
6268;39;Totaal burgerlijke staat;2029;125865;33462;78617;13226;560
6269;39;Totaal burgerlijke staat;2030;130537;34888;81404;13660;585
6270;39;Totaal burgerlijke staat;2031;130475;34925;81259;13706;585
6271;39;Totaal burgerlijke staat;2032;129344;34552;80663;13550;579
6272;39;Totaal burgerlijke staat;2033;128537;34347;80119;13495;576
6273;39;Totaal burgerlijke staat;2034;129011;34496;80422;13515;578
6274;39;Totaal burgerlijke staat;2035;126458;33687;78960;13246;565
6275;39;Totaal burgerlijke staat;2036;126662;33696;79234;13167;565
6276;39;Totaal burgerlijke staat;2037;127087;33890;79281;13349;567
6277;39;Totaal burgerlijke staat;2038;130752;35045;81456;13664;587
6278;39;Totaal burgerlijke staat;2039;131785;35406;82049;13737;593
6279;39;Totaal burgerlijke staat;2040;134042;36198;83184;14055;605
6280;39;Totaal burgerlijke staat;2041;132565;35766;82339;13861;599
6281;39;Totaal burgerlijke staat;2042;131765;35549;81876;13744;596
6282;39;Totaal burgerlijke staat;2043;131276;35432;81560;13690;594
6283;39;Totaal burgerlijke staat;2044;127670;34323;79411;13360;576
6284;39;Totaal burgerlijke staat;2045;124801;33396;77826;13019;560
6285;39;Totaal burgerlijke staat;2046;123819;33057;77320;12888;554
6286;39;Totaal burgerlijke staat;2047;121834;32440;76097;12753;544
6287;39;Totaal burgerlijke staat;2048;123848;33018;77396;12880;554
6288;39;Totaal burgerlijke staat;2049;123957;33057;77400;12946;554
6289;39;Totaal burgerlijke staat;2050;122947;32693;76889;12817;548
6290;39;Totaal burgerlijke staat;2051;122296;32443;76560;12749;544
6291;39;Totaal burgerlijke staat;2052;122025;32309;76456;12719;541
6292;39;Totaal burgerlijke staat;2053;122174;32304;76598;12732;540
6293;39;Totaal burgerlijke staat;2054;122461;32338;76823;12759;541
6294;39;Totaal burgerlijke staat;2055;122899;32420;77137;12800;542
6295;39;Totaal burgerlijke staat;2056;123431;32529;77504;12853;545
6296;39;Totaal burgerlijke staat;2057;124105;32687;77952;12919;547
6297;39;Totaal burgerlijke staat;2058;124857;32873;78438;12996;550
6298;39;Totaal burgerlijke staat;2059;125572;33053;78900;13066;553
6299;39;Totaal burgerlijke staat;2060;126269;33231;79345;13137;556
6300;39;Ongehuwd;2011;57140;28547;22656;5431;506
6301;39;Ongehuwd;2012;56494;28026;22471;5497;500
6302;39;Ongehuwd;2013;53628;26589;21320;5241;478
6303;39;Ongehuwd;2014;53475;26544;21274;5187;470
6304;39;Ongehuwd;2015;52966;26318;20926;5261;461
6305;39;Ongehuwd;2016;53903;26625;21457;5357;464
6306;39;Ongehuwd;2017;53512;26359;21296;5402;455
6307;39;Ongehuwd;2018;54687;26950;21677;5598;462
6308;39;Ongehuwd;2019;54918;26945;21849;5662;462
6309;39;Ongehuwd;2020;57004;27922;22617;5990;475
6310;39;Ongehuwd;2021;56587;27500;22601;6019;467
6311;39;Ongehuwd;2022;55505;26710;22372;5970;453
6312;39;Ongehuwd;2023;55222;26394;22347;6034;447
6313;39;Ongehuwd;2024;56613;26875;23013;6268;457
6314;39;Ongehuwd;2025;57714;27295;23512;6445;462
6315;39;Ongehuwd;2026;59356;27999;24164;6718;475
6316;39;Ongehuwd;2027;59948;28191;24494;6784;479
6317;39;Ongehuwd;2028;59672;27985;24438;6774;475
6318;39;Ongehuwd;2029;60203;28203;24668;6852;480
6319;39;Ongehuwd;2030;62487;29343;25551;7092;501
6320;39;Ongehuwd;2031;62556;29379;25559;7117;501
6321;39;Ongehuwd;2032;62058;29077;25446;7039;496
6322;39;Ongehuwd;2033;61809;28924;25364;7028;493
6323;39;Ongehuwd;2034;62126;29049;25526;7056;495
6324;39;Ongehuwd;2035;61004;28415;25181;6924;484
6325;39;Ongehuwd;2036;61153;28430;25342;6896;485
6326;39;Ongehuwd;2037;61544;28618;25423;7017;486
6327;39;Ongehuwd;2038;63387;29560;26114;7209;504
6328;39;Ongehuwd;2039;63957;29865;26316;7268;508
6329;39;Ongehuwd;2040;65164;30517;26659;7469;519
6330;39;Ongehuwd;2041;64423;30158;26392;7359;514
6331;39;Ongehuwd;2042;63995;29967;26222;7295;511
6332;39;Ongehuwd;2043;63719;29856;26089;7265;509
6333;39;Ongehuwd;2044;61944;28948;25420;7082;494
6334;39;Ongehuwd;2045;60471;28180;24919;6891;481
6335;39;Ongehuwd;2046;59921;27889;24739;6818;475
6336;39;Ongehuwd;2047;58942;27389;24342;6744;467
6337;39;Ongehuwd;2048;59813;27837;24686;6815;475
6338;39;Ongehuwd;2049;59840;27865;24646;6854;475
6339;39;Ongehuwd;2050;59274;27560;24463;6782;469
6340;39;Ongehuwd;2051;58895;27348;24339;6743;465
6341;39;Ongehuwd;2052;58709;27232;24287;6727;463
6342;39;Ongehuwd;2053;58727;27221;24310;6734;462
6343;39;Ongehuwd;2054;58819;27244;24363;6749;463
6344;39;Ongehuwd;2055;58988;27306;24446;6772;464
6345;39;Ongehuwd;2056;59209;27392;24551;6800;466
6346;39;Ongehuwd;2057;59505;27519;24680;6838;468
6347;39;Ongehuwd;2058;59843;27668;24825;6881;469
6348;39;Ongehuwd;2059;60169;27814;24963;6920;472
6349;39;Ongehuwd;2060;60491;27957;25099;6960;475
6350;39;Gehuwd;2011;68760;1481;65947;1263;69
6351;39;Gehuwd;2012;63367;1346;60766;1195;60
6352;39;Gehuwd;2013;57740;1211;55408;1066;55
6353;39;Gehuwd;2014;54787;1130;52596;1011;50
6354;39;Gehuwd;2015;51631;1037;49596;952;46
6355;39;Gehuwd;2016;50547;1003;48580;919;45
6356;39;Gehuwd;2017;49659;973;47740;903;43
6357;39;Gehuwd;2018;50066;979;48146;898;43
6358;39;Gehuwd;2019;49819;970;47917;890;42
6359;39;Gehuwd;2020;51111;1007;49158;902;44
6360;39;Gehuwd;2021;50141;979;48228;891;43
6361;39;Gehuwd;2022;49210;941;47365;862;42
6362;39;Gehuwd;2023;49111;930;47287;853;41
6363;39;Gehuwd;2024;50394;956;48529;867;42
6364;39;Gehuwd;2025;50879;966;48991;879;43
6365;39;Gehuwd;2026;51933;992;50002;896;43
6366;39;Gehuwd;2027;52700;1007;50751;897;45
6367;39;Gehuwd;2028;52546;997;50603;901;45
6368;39;Gehuwd;2029;52987;1010;51017;915;45
6369;39;Gehuwd;2030;54811;1069;52752;942;48
6370;39;Gehuwd;2031;54662;1068;52601;945;48
6371;39;Gehuwd;2032;54183;1053;52149;934;47
6372;39;Gehuwd;2033;53736;1042;51718;929;47
6373;39;Gehuwd;2034;53864;1047;51841;929;47
6374;39;Gehuwd;2035;52789;1011;50821;911;46
6375;39;Gehuwd;2036;52889;1011;50928;905;45
6376;39;Gehuwd;2037;52877;1013;50902;916;46
6377;39;Gehuwd;2038;54299;1058;52259;935;47
6378;39;Gehuwd;2039;54673;1072;52614;939;48
6379;39;Gehuwd;2040;55441;1103;53331;958;49
6380;39;Gehuwd;2041;54874;1090;52790;946;48
6381;39;Gehuwd;2042;54580;1087;52507;938;48
6382;39;Gehuwd;2043;54395;1087;52325;935;48
6383;39;Gehuwd;2044;52967;1046;50960;914;47
6384;39;Gehuwd;2045;51915;1015;49962;893;45
6385;39;Gehuwd;2046;51595;1006;49659;885;45
6386;39;Gehuwd;2047;50804;981;48902;877;44
6387;39;Gehuwd;2048;51714;1010;49774;885;45
6388;39;Gehuwd;2049;51758;1012;49812;889;45
6389;39;Gehuwd;2050;51436;1000;49511;880;45
6390;39;Gehuwd;2051;51237;992;49323;877;45
6391;39;Gehuwd;2052;51185;988;49278;875;44
6392;39;Gehuwd;2053;51298;988;49390;876;44
6393;39;Gehuwd;2054;51462;990;49550;878;44
6394;39;Gehuwd;2055;51684;993;49767;880;44
6395;39;Gehuwd;2056;51937;997;50011;884;45
6396;39;Gehuwd;2057;52243;1003;50307;888;45
6397;39;Gehuwd;2058;52574;1010;50625;893;46
6398;39;Gehuwd;2059;52885;1016;50925;898;46
6399;39;Gehuwd;2060;53183;1023;51212;902;46
6400;39;Verweduwd;2011;570;119;48;403;0
6401;39;Verweduwd;2012;536;108;44;384;0
6402;39;Verweduwd;2013;476;101;34;341;0
6403;39;Verweduwd;2014;435;88;33;314;0
6404;39;Verweduwd;2015;408;76;26;306;0
6405;39;Verweduwd;2016;378;72;24;282;0
6406;39;Verweduwd;2017;354;71;24;259;0
6407;39;Verweduwd;2018;343;71;22;250;0
6408;39;Verweduwd;2019;329;72;23;234;0
6409;39;Verweduwd;2020;328;72;23;233;0
6410;39;Verweduwd;2021;320;70;22;228;0
6411;39;Verweduwd;2022;307;66;22;219;0
6412;39;Verweduwd;2023;298;65;21;212;0
6413;39;Verweduwd;2024;300;66;22;212;0
6414;39;Verweduwd;2025;300;66;22;212;0
6415;39;Verweduwd;2026;303;67;23;213;0
6416;39;Verweduwd;2027;300;67;23;210;0
6417;39;Verweduwd;2028;299;66;23;210;0
6418;39;Verweduwd;2029;299;66;23;210;0
6419;39;Verweduwd;2030;305;69;23;213;0
6420;39;Verweduwd;2031;303;69;23;211;0
6421;39;Verweduwd;2032;297;67;23;207;0
6422;39;Verweduwd;2033;294;67;23;204;0
6423;39;Verweduwd;2034;293;67;23;203;0
6424;39;Verweduwd;2035;283;64;21;198;0
6425;39;Verweduwd;2036;277;62;21;194;0
6426;39;Verweduwd;2037;277;62;21;194;0
6427;39;Verweduwd;2038;282;65;22;195;0
6428;39;Verweduwd;2039;281;65;22;194;0
6429;39;Verweduwd;2040;282;66;22;194;0
6430;39;Verweduwd;2041;279;65;22;192;0
6431;39;Verweduwd;2042;274;64;22;188;0
6432;39;Verweduwd;2043;273;64;22;187;0
6433;39;Verweduwd;2044;264;61;21;182;0
6434;39;Verweduwd;2045;253;58;19;176;0
6435;39;Verweduwd;2046;250;58;19;173;0
6436;39;Verweduwd;2047;245;56;19;170;0
6437;39;Verweduwd;2048;247;57;19;171;0
6438;39;Verweduwd;2049;246;57;19;170;0
6439;39;Verweduwd;2050;241;55;19;167;0
6440;39;Verweduwd;2051;239;54;19;166;0
6441;39;Verweduwd;2052;236;54;18;164;0
6442;39;Verweduwd;2053;235;54;18;163;0
6443;39;Verweduwd;2054;233;53;18;162;0
6444;39;Verweduwd;2055;233;53;18;162;0
6445;39;Verweduwd;2056;233;53;18;162;0
6446;39;Verweduwd;2057;230;52;18;160;0
6447;39;Verweduwd;2058;230;52;18;160;0
6448;39;Verweduwd;2059;230;52;18;160;0
6449;39;Verweduwd;2060;230;52;18;160;0
6450;39;Gescheiden;2011;17366;5878;3595;7843;50
6451;39;Gescheiden;2012;16126;5475;3373;7232;46
6452;39;Gescheiden;2013;14559;4935;3067;6515;42
6453;39;Gescheiden;2014;13530;4553;2848;6092;37
6454;39;Gescheiden;2015;12471;4185;2644;5608;34
6455;39;Gescheiden;2016;12034;4053;2587;5361;33
6456;39;Gescheiden;2017;12004;4014;2568;5389;33
6457;39;Gescheiden;2018;11945;4023;2623;5266;33
6458;39;Gescheiden;2019;11744;3949;2574;5189;32
6459;39;Gescheiden;2020;12060;4080;2696;5251;33
6460;39;Gescheiden;2021;11827;3989;2636;5169;33
6461;39;Gescheiden;2022;11468;3853;2575;5008;32
6462;39;Gescheiden;2023;11363;3819;2568;4945;31
6463;39;Gescheiden;2024;11653;3931;2677;5013;32
6464;39;Gescheiden;2025;11758;3966;2711;5048;33
6465;39;Gescheiden;2026;12047;4075;2806;5132;34
6466;39;Gescheiden;2027;12180;4137;2880;5129;34
6467;39;Gescheiden;2028;12185;4120;2868;5163;34
6468;39;Gescheiden;2029;12376;4183;2909;5249;35
6469;39;Gescheiden;2030;12934;4407;3078;5413;36
6470;39;Gescheiden;2031;12954;4409;3076;5433;36
6471;39;Gescheiden;2032;12806;4355;3045;5370;36
6472;39;Gescheiden;2033;12698;4314;3014;5334;36
6473;39;Gescheiden;2034;12728;4333;3032;5327;36
6474;39;Gescheiden;2035;12382;4197;2937;5213;35
6475;39;Gescheiden;2036;12343;4193;2943;5172;35
6476;39;Gescheiden;2037;12389;4197;2935;5222;35
6477;39;Gescheiden;2038;12784;4362;3061;5325;36
6478;39;Gescheiden;2039;12874;4404;3097;5336;37
6479;39;Gescheiden;2040;13155;4512;3172;5434;37
6480;39;Gescheiden;2041;12989;4453;3135;5364;37
6481;39;Gescheiden;2042;12916;4431;3125;5323;37
6482;39;Gescheiden;2043;12889;4425;3124;5303;37
6483;39;Gescheiden;2044;12495;4268;3010;5182;35
6484;39;Gescheiden;2045;12162;4143;2926;5059;34
6485;39;Gescheiden;2046;12053;4104;2903;5012;34
6486;39;Gescheiden;2047;11843;4014;2834;4962;33
6487;39;Gescheiden;2048;12074;4114;2917;5009;34
