ID;BedrijfstakkenBranchesSBI2008;WerkzamePersonen;Perioden;TotaalMilieuInvesteringen_1;TotaalWater_2;Waterbesparing_3;WaterOverig_4;TotaalLuchtEnEnergie_5;Energiebesparing_6;HernieuwbareEnergie_7;Lucht_8;Bodem_9;Afval_10;Geluid_11;Landschap_12;TotaalKosten_13;TotaalKapitaallasten_14;Afschrijvingen_15;Rente_16;OverigeKosten_17;TotaalKosten_18;TotaalKapitaallasten_19;Afschrijvingen_20;Rente_21;AfvoerWaterzuiveringsslib_22;TotaalKosten_23;TotaalKapitaallasten_24;Afschrijvingen_25;Rente_26;TotaalKosten_27;TotaalKapitaallasten_28;Afschrijvingen_29;Rente_30;AfvoerWaterzuiveringsslib_31;TotaalKosten_32;TotaalKapitaallasten_33;Afschrijvingen_34;Rente_35;AfvoerAfvalLuchtzuiveringsinstallaties_36;TotaalKosten_37;TotaalKapitaallasten_38;Afschrijvingen_39;Rente_40;TotaalKosten_41;TotaalKapitaallasten_42;Afschrijvingen_43;Rente_44;TotaalKosten_45;TotaalKapitaallasten_46;Afschrijvingen_47;Rente_48;AfvoerAfvalLuchtzuiveringsinstallaties_49;TotaalKosten_50;TotaalKapitaallasten_51;Afschrijvingen_52;Rente_53;Bodemsanering_54;TotaalKosten_55;TotaalKapitaallasten_56;Afschrijvingen_57;Rente_58;TotaalKosten_59;TotaalKapitaallasten_60;Afschrijvingen_61;Rente_62;TotaalKosten_63;TotaalKapitaallasten_64;Afschrijvingen_65;Rente_66;TotaalKosten_67;EigenMilieuonderzoek_68;Personeelskosten_69;ArbeidEigenPersoneel_70;TotaalBetaaldeOverdrachten_71;TotaalMilieuheffingenEnLeges_72;WVOHeffing_73;Rioolrecht_74;HeffingGrondwateronttrekking_75;LegesMilieuvergunningen_76;TotaalAfvoerVanAfvalstoffen_77;GevaarlijkAfval_78;OverigVastAfval_79;TotaalUitbestedeMilieuactiviteiten_80;WaterzuiveringDoorParticulieren_81;SchadebetalingenEnMilieuboeten_82;MilieuonderzoekDoorDerden_83;MilieucoordinatieDoorDerden_84;TotaalOntvangenOverdrachten_85;TotaalMilieucompartimenten_86;Totaal_87;Waterbesparing_88;WaterOverig_89;Totaal_90;Energiebesparing_91;HernieuwbareEnergie_92;Lucht_93;Bodem_94;Afval_95;Geluid_96;Landschap_97;Algemeen_98
419;12 Tabaksindustrie;50 tot 200 werknemers;2013;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;0.0;;;;0.0;;;;;0.0;0.0;;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
420;12 Tabaksindustrie;50 tot 200 werknemers;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;0.0;;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;;1;0;0;0;0;0;0;0;0;0;0;0;0
421;12 Tabaksindustrie;50 tot 200 werknemers;2015;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0
422;12 Tabaksindustrie;50 tot 200 werknemers;2016;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;;;;;;;;;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;;;;;;;;;0.0;0.0;;0.0;;1;0;0;0;0;0;0;0;0;0;0;0;0
423;12 Tabaksindustrie;50 tot 200 werknemers;2017;;;0.0;;;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;0.0;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0
424;12 Tabaksindustrie;50 tot 200 werknemers;2018;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;;;;;;;;;0.0;0.0;;0.0;;1;0;0;0;0;0;0;0;0;0;0;0;0
425;12 Tabaksindustrie;50 tot 200 werknemers;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;;;0.0;;;;;0.0;0.0;0.0;;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
426;12 Tabaksindustrie;50 tot 200 werknemers;2020;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
427;12 Tabaksindustrie;50 tot 200 werknemers;2021;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
428;12 Tabaksindustrie;50 tot 200 werknemers;2022;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
429;12 Tabaksindustrie;200 en meer werknemers;2012;;;0.0;;;;0.0;;0.0;;0.0;0.0;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;1.0;1.0;;;0.0;0.0;;;;;0.0;0.0;;;;3;1;0;1;1;1;0;0;0;1;0;0;0
430;12 Tabaksindustrie;200 en meer werknemers;2013;;;;;;;0.0;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;;;;;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;2.0;;1.0;;;0.0;0.0;;;;0.0;0.0;0.0;;;;3;1;0;1;1;1;0;0;0;0;0;0;0
431;12 Tabaksindustrie;200 en meer werknemers;2014;;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;0.0;0.0;;;;;0.0;0.0;;;0.0;2;0;0;0;1;1;0;0;0;0;0;0;0
432;12 Tabaksindustrie;200 en meer werknemers;2015;;0.0;0.0;0.0;;;0.0;;0.0;;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;;;0.0;;;;;;0.0;0.0;;;;2;0;0;0;1;1;0;0;0;0;0;0;0
433;12 Tabaksindustrie;200 en meer werknemers;2016;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;0.0;;0.0;;0.0;;;;;;0.0;0.0;;;;2;0;0;0;1;1;0;0;0;0;0;0;0
434;12 Tabaksindustrie;200 en meer werknemers;2017;;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;0.0;2.0;;0.0;;;0.0;;;;;;0.0;0.0;;0.0;0.0;2;0;0;0;1;1;0;0;0;0;0;0;0
435;12 Tabaksindustrie;200 en meer werknemers;2018;;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;0.0;;0.0;;;;;;0.0;0.0;;;;2;0;0;0;1;1;0;0;0;0;0;0;0
436;12 Tabaksindustrie;200 en meer werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;0.0;;;;;;;;;;1;0;0;0;1;0;0;0;0;0;0;0;0
437;12 Tabaksindustrie;200 en meer werknemers;2020;;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;;;;;0.0;0.0;;;0.0;1;0;0;0;1;0;0;0;0;0;0;0;0
438;12 Tabaksindustrie;200 en meer werknemers;2021;;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;;;;;0.0;0.0;;;0.0;1;0;0;0;1;0;0;0;0;0;0;0;0
439;12 Tabaksindustrie;200 en meer werknemers;2022;;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;;;;;0.0;0.0;;;0.0;1;0;0;0;1;0;0;0;0;0;0;0;0
440;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2012;;;0.0;;;;;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;;;;13.0;;;0.0;0.0;0.0;;;;;;;;;;19;9;0;9;1;1;0;1;0;5;0;0;3
441;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2013;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;21.0;12.0;4.0;3.0;1.0;0.0;0.0;3.0;1.0;3.0;4.0;4.0;0.0;0.0;0.0;0.0;18;9;0;9;1;1;0;1;0;4;0;0;3
442;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2014;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;13.0;11.0;3.0;2.0;0.0;0.0;0.0;3.0;1.0;3.0;4.0;3.0;0.0;0.0;0.0;0.0;16;7;0;7;1;1;0;1;0;4;0;0;2
443;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2015;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;12.0;;;2.0;1.0;0.0;;4.0;1.0;3.0;5.0;4.0;0.0;0.0;0.0;;17;8;0;8;1;1;0;1;0;4;0;0;2
444;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2016;4.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;2.0;1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;14.0;;;3.0;1.0;0.0;;7.0;1.0;6.0;6.0;5.0;0.0;0.0;0.0;;21;9;0;9;1;1;0;1;0;7;0;0;2
445;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2017;5.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;6.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;16.0;;;2.0;1.0;0.0;;6.0;0.0;5.0;6.0;5.0;0.0;0.0;0.0;;18;9;0;9;2;1;0;0;0;6;0;0;2
446;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2018;6.0;0.0;0.0;0.0;4.0;1.0;3.0;1.0;0.0;1.0;0.0;0.0;6.0;3.0;3.0;1.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;16.0;;;2.0;0.0;;;6.0;1.0;6.0;2.0;1.0;0.0;0.0;0.0;;16;5;0;5;1;1;0;0;0;7;0;0;2
447;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2019;3.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;4.0;3.0;1.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;18.0;;;2.0;0.0;0.0;0.0;7.0;1.0;6.0;4.0;3.0;0.0;0.0;0.0;;18;8;0;8;2;1;1;0;0;8;0;0;2
448;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2020;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;;;0.0;;0.0;;;;;;;;;;17;5;0;6;2;1;1;1;0;6;0;0;2
449;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2021;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;;;1.0;;0.0;;;;;;;;;;25;11;0;11;2;1;1;1;0;9;0;0;4
450;13-15 Textiel-, kleding-, lederindustrie;10 en meer werknemers;2022;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;;;1.0;;0.0;;;;;;;;;;19;5;0;5;2;1;1;0;0;7;0;0;4
451;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werknemers;2012;;0.0;0.0;0.0;;;0.0;0.0;;0.0;;0.0;;;;;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;0.0;;;;;;;;0.0;;;;;;0.0;;;0.0;4;2;0;2;0;0;0;0;0;1;0;0;0
452;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werknemers;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4;1;0;1;0;0;0;0;0;1;0;0;0
453;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werknemers;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;1;0;1;0;0;0;0;0;1;0;0;0
454;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werknemers;2015;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;0.0;0.0;0.0;;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;;3;1;0;1;0;0;0;0;0;1;0;0;0
455;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werknemers;2016;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;;;0.0;0.0;0.0;;2.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;;6;3;0;3;0;0;0;0;0;2;0;0;0
456;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werknemers;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;;;0.0;0.0;0.0;;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;;4;2;0;2;1;0;0;0;0;1;0;0;0
457;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werknemers;2018;2.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;;;0.0;0.0;;;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;;4;1;0;1;0;0;0;0;0;1;0;0;0
458;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werknemers;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;;;0.0;0.0;0.0;0.0;2.0;0.0;2.0;3.0;3.0;0.0;0.0;0.0;;5;3;0;3;1;0;0;0;0;2;0;0;0
459;13-15 Textiel-, kleding-, lederindustrie;10 tot 50 werknemers;2020;;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;;;;;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;;;;;;4;1;0;1;1;0;0;0;0;1;0;0;1
