ID;Politieregio;Cijfersoort;Perioden;SlachtofferschapTotaal_1;GeweldsdelictenTotaal_2;SeksueleDelicten_3;Mishandeling_4;Bedreiging_5;VermogensdelictenTotaal_6;TotaalInbrakenEnPogingTotInbraak_7;Inbraken_8;PogingTotInbraak_9;Fietsdiefstal_10;DiefstalVanEnUitDeAuto18_11;TotaalZakkenrollerij_12;ZakkenrollerijZonderGeweld_13;ZakkenrollerijMetGeweld_14;OverigeDiefstal_15;VandalismedelictenTotaal_16;OverigeDelicten_17;TotaalInbrakenEnPogingTotInbraak_18;Inbraken_19;PogingTotInbraak_20;Fietsdiefstal_21;DelictenTotaal_22;GeweldsdelictenTotaal_23;SeksueleDelicten_24;Mishandeling_25;Bedreiging_26;VermogensdelictenTotaal_27;PogingTotInbraakTotaal_28;PogingTotInbraak_29;Inbraak_30;Fietsendiefstal_31;DiefstalVanEnUitDeAuto_32;ZakkenrollerijTotaal_33;ZakkenrollerijZonderGeweld_34;ZakkenrollerijMetGeweld_35;OverigeDiefstal_36;VandalismedelictenTotaal_37;OverigeDelicten_38;DaderBekendTotaal_39;ExPartnerFamilielid_40;Partner_41;ExPartner_42;AnderFamilielid_43;Buurtgenoot_44;IemandVanHetWerk_45;AndersInclOnbekend_46;EigenBuurt_47;EldersInWoongemeente_48;EldersInNederland_49;InBuitenland_50;Onbekend_51;Thuis_52;InAndereWoning_53;InCafeBarDiscoRestaurant_54;OpStraat_55;OpTreinstationBushalteMetrostation_56;InTramBusTreinMetro_57;InEenAuto_58;OpWerk_59;OpSchool_60;InWinkelWarenhuisWinkelcentrum_61;SportveldSporthalKleedruimte_62;ParkParkeerterreinStrand_63;Elders_64
91;Zaanstreek-Waterland (PO);Waarde;2011;24.4;4.7;0.8;1.6;3.2;12.3;2.3;1.1;1.5;4.6;1.5;1.7;1.7;0.1;3.8;12.6;1.0;2.1;1.4;1.1;4.8;42.5;8.6;1.2;2.1;5.3;15.2;1.4;0.8;0.6;5.3;1.8;1.8;1.7;0.1;4.9;18.7;1.2;36.3;2.6;0.4;1.6;0.6;9.5;4.7;20.4;63.7;18.7;15.1;1.6;0.8;25.2;2.1;9.0;28.3;2.8;0.3;0.3;16.2;2.7;3.4;5.7;2.4;9.3
92;Zaanstreek-Waterland (PO);Betrouwbaarheidsmarge;2008;3.8;1.4;0.5;0.8;1.2;3.1;0.8;0.3;0.8;2.5;0.7;0.7;0.6;0.1;1.9;2.8;0.8;1.0;1.0;0.4;2.7;7.5;3.1;1.3;1.0;2.1;3.9;0.6;0.6;0.2;2.9;0.8;0.7;0.6;0.1;2.1;4.8;1.3;10.0;3.8;1.6;3.4;;6.5;5.1;6.3;6.4;5.6;4.0;1.3;1.9;12.4;4.0;5.6;6.9;1.9;0.8;2.7;;;4.7;3.4;0.9;6.8
93;Zaanstreek-Waterland (PO);Betrouwbaarheidsmarge;2009;3.3;1.8;0.8;0.7;1.6;2.4;1.1;0.7;0.9;1.2;0.9;1.2;1.0;0.7;1.4;2.7;0.8;1.1;0.9;0.8;1.3;7.7;3.6;1.3;1.1;2.6;3.8;0.7;0.5;0.4;1.6;1.3;1.4;1.0;0.7;2.3;4.3;1.0;8.9;3.3;1.9;2.7;;6.6;3.2;6.5;5.6;4.5;4.3;1.0;1.1;8.6;4.5;6.9;8.2;;2.2;2.4;5.9;4.0;4.0;5.6;2.3;6.0
94;Zaanstreek-Waterland (PO);Betrouwbaarheidsmarge;2010;2.7;1.4;0.9;0.6;1.1;2.1;0.8;0.6;0.6;1.4;0.7;0.9;0.9;0.3;1.1;2.1;0.4;0.9;0.6;0.7;1.5;6.2;3.0;1.6;0.9;1.8;3.0;0.7;0.4;0.4;2.0;0.7;1.2;1.1;0.3;1.1;3.8;0.5;8.6;3.8;1.5;2.5;2.6;6.6;3.5;6.1;4.9;3.9;3.9;1.2;0.3;7.9;3.3;6.9;8.2;2.0;3.1;;4.3;1.9;3.8;3.1;2.8;4.9
95;Zaanstreek-Waterland (PO);Betrouwbaarheidsmarge;2011;2.2;1.1;0.4;0.8;0.9;1.7;0.8;0.6;0.6;1.2;0.6;0.6;0.6;0.1;1.0;1.7;0.5;0.7;0.6;0.6;1.2;6.0;2.8;0.5;1.2;1.9;2.7;0.6;0.3;0.3;1.4;0.6;0.7;0.7;0.1;1.6;2.8;0.9;7.3;1.6;0.5;1.4;0.6;3.1;2.9;6.9;4.5;3.5;3.9;1.0;0.8;6.0;2.6;5.1;6.9;2.7;0.4;0.5;6.9;2.5;1.4;4.7;3.1;4.2
96;Kennemerland (PO);Waarde;2008;27.0;4.8;0.7;1.2;4.1;11.7;1.6;0.9;0.8;3.7;2.9;1.9;1.7;0.2;2.8;14.6;0.9;1.6;0.7;0.9;3.9;42.1;9.0;1.5;1.5;5.9;13.0;1.2;0.4;0.8;4.8;2.8;1.4;1.3;0.2;2.8;20.1;1.5;26.6;7.4;0.7;5.4;1.3;7.8;4.9;6.5;57.6;20.6;19.2;2.0;0.7;26.6;4.5;10.1;29.1;0.0;6.2;0.0;;;2.6;6.0;0.0;1.5
97;Kennemerland (PO);Waarde;2009;25.6;5.0;1.0;1.2;3.3;14.4;2.8;1.0;1.7;6.6;1.6;1.1;0.9;0.2;4.2;12.2;1.0;2.8;2.1;0.7;6.9;41.1;6.7;1.4;1.5;3.9;17.1;1.6;1.2;0.4;8.3;1.9;0.9;0.8;0.2;4.5;17.2;1.4;24.0;2.0;1.1;0.9;0.0;11.5;4.2;9.1;64.2;23.7;8.3;2.9;0.9;26.1;2.6;11.1;31.4;2.9;0.0;3.1;6.6;4.8;6.7;3.3;1.6;4.3
98;Kennemerland (PO);Waarde;2010;28.5;6.0;2.1;0.9;4.0;14.0;2.6;1.1;1.5;4.6;1.8;2.3;2.3;0.3;4.8;15.0;1.0;3.0;1.8;1.2;4.8;51.8;10.5;3.1;1.2;6.2;16.8;1.7;1.0;0.7;5.2;2.2;2.6;2.3;0.3;5.2;24.5;1.2;25.6;0.0;0.0;0.0;0.0;3.3;5.3;18.2;63.9;19.3;15.2;1.3;0.3;22.1;2.4;10.5;21.2;0.8;2.1;2.1;14.4;4.3;8.9;6.7;2.3;8.8
99;Kennemerland (PO);Waarde;2011;25.1;4.8;1.2;0.7;3.2;13.1;2.6;1.0;1.7;5.5;2.5;1.2;1.1;0.2;3.1;12.7;0.8;2.5;1.7;1.0;5.8;41.4;6.4;1.9;0.9;3.7;16.3;1.8;1.1;0.6;6.7;2.8;1.2;1.0;0.2;3.9;18.6;0.9;25.5;1.0;0.0;0.5;0.5;10.9;3.8;10.2;67.5;19.1;11.0;1.6;0.8;24.7;4.0;14.7;24.9;2.2;1.2;2.0;11.7;1.1;9.1;2.0;1.3;6.5
100;Kennemerland (PO);Betrouwbaarheidsmarge;2008;3.8;1.8;0.6;0.9;1.6;2.7;0.9;0.7;0.6;1.6;1.7;1.0;0.9;0.3;1.2;2.9;0.7;1.0;0.5;0.8;1.7;7.5;3.8;1.5;1.3;2.5;3.7;1.0;0.3;0.9;2.5;1.7;0.9;0.8;0.3;1.2;4.5;1.3;10.1;7.4;1.4;7.0;2.5;5.4;4.7;5.0;6.7;5.6;5.4;1.8;1.4;10.7;5.0;6.8;10.2;;6.3;;;;3.6;4.9;;2.2
101;Kennemerland (PO);Betrouwbaarheidsmarge;2009;3.2;1.6;0.7;0.8;1.4;2.5;1.3;0.8;1.0;1.8;0.9;0.7;0.7;0.3;1.4;2.4;0.7;1.4;1.3;0.5;1.9;6.9;2.7;1.0;1.2;1.8;3.8;0.8;0.7;0.3;2.6;1.3;0.7;0.7;0.3;1.8;3.9;1.2;9.4;2.8;2.1;1.8;;7.1;4.2;6.6;5.7;5.1;3.3;1.9;1.0;10.0;3.6;7.4;10.7;4.0;;4.2;5.3;4.7;5.8;3.8;3.2;4.2
102;Kennemerland (PO);Betrouwbaarheidsmarge;2010;3.2;1.7;1.1;0.7;1.5;2.5;1.2;0.8;0.9;1.5;1.0;1.1;1.1;0.4;1.5;2.5;0.7;1.5;1.2;0.9;1.5;8.0;3.8;1.7;1.1;2.6;3.5;0.9;0.7;0.5;1.8;1.3;1.3;1.1;0.4;1.9;4.8;0.9;8.8;;;;;3.3;4.6;7.9;5.3;4.4;4.0;1.1;0.6;8.0;3.2;6.0;8.0;1.5;2.9;2.9;6.9;4.1;5.6;4.9;2.6;5.2
103;Kennemerland (PO);Betrouwbaarheidsmarge;2011;2.3;1.2;0.6;0.5;0.9;1.7;0.7;0.3;0.6;1.2;0.9;0.4;0.3;0.1;0.8;1.7;0.4;0.6;0.5;0.3;1.2;4.2;1.7;1.3;0.6;1.0;2.3;0.4;0.3;0.2;1.6;0.9;0.4;0.3;0.3;1.0;2.6;0.4;7.0;0.6;0.0;0.4;0.4;4.5;3.5;5.7;4.2;3.7;2.9;0.9;0.5;6.8;2.6;7.4;6.8;1.5;1.7;2.6;5.9;0.8;4.6;1.2;0.8;2.2
104;Amsterdam-Amstelland (PO);Waarde;2008;37.3;8.6;2.6;1.7;5.8;21.6;3.8;2.1;2.3;10.3;2.8;3.7;3.3;0.7;4.8;19.1;1.6;3.9;2.3;2.2;11.5;75.0;14.1;3.8;2.1;8.2;30.4;3.4;1.8;1.6;13.1;4.0;4.1;3.4;0.7;6.0;30.5;1.9;19.8;3.1;1.1;1.5;0.4;8.5;2.3;6.7;70.1;17.3;5.7;1.4;5.6;19.6;2.6;7.5;31.7;2.1;6.2;1.5;;;5.1;2.7;3.0;7.0
105;Amsterdam-Amstelland (PO);Waarde;2009;36.2;8.4;2.7;1.6;5.3;20.8;4.1;1.8;2.9;9.3;3.5;3.3;3.0;0.5;4.8;18.1;1.5;4.0;2.7;1.8;10.1;71.6;14.1;4.1;1.9;8.1;29.6;3.2;1.9;1.3;12.1;4.7;3.8;3.3;0.5;5.9;28.0;1.7;17.7;0.9;0.2;0.3;0.4;8.7;2.2;6.3;68.3;19.8;5.9;1.5;4.5;15.2;3.0;12.0;41.1;3.5;4.1;0.9;6.0;2.8;5.2;2.7;2.6;9.2
106;Amsterdam-Amstelland (PO);Waarde;2010;36.1;7.9;2.6;1.0;5.4;20.5;3.9;1.8;2.4;9.1;3.5;3.6;3.4;0.3;4.5;17.4;1.5;3.7;2.2;1.9;9.9;69.5;13.2;3.8;1.5;7.9;28.8;3.3;1.8;1.4;11.6;4.7;3.8;3.4;0.3;5.6;27.5;2.1;16.3;1.8;0.4;1.4;0.2;7.6;2.7;4.6;73.5;18.3;6.0;1.3;0.9;18.6;2.8;9.3;39.8;3.2;3.9;0.7;8.2;2.6;5.7;1.5;2.2;7.9
107;Amsterdam-Amstelland (PO);Waarde;2011;34.4;7.5;1.9;1.3;5.2;20.1;4.2;1.9;2.7;9.4;3.0;3.2;2.9;0.5;4.5;16.1;1.9;4.3;2.7;2.0;10.3;65.3;11.5;2.7;1.4;7.4;29.0;3.8;2.2;1.6;12.4;4.1;3.5;2.9;0.6;5.4;24.8;2.2;16.4;1.4;0.4;0.8;0.2;8.6;0.7;6.2;73.2;19.8;4.5;1.9;0.7;16.3;2.5;11.3;41.3;3.0;3.3;1.8;6.6;1.6;5.7;4.0;1.5;6.9
108;Amsterdam-Amstelland (PO);Betrouwbaarheidsmarge;2008;1.7;1.0;0.6;0.5;0.9;1.5;0.8;0.6;0.5;1.1;0.6;0.7;0.6;0.3;0.8;1.4;0.5;0.8;0.6;0.7;1.2;4.9;2.1;1.0;0.6;1.3;2.5;0.9;0.5;0.6;1.5;0.9;0.8;0.7;0.3;1.1;2.6;0.7;3.1;1.4;0.8;1.0;0.4;2.0;1.0;2.3;2.2;1.8;1.1;0.5;1.1;3.3;1.8;2.2;3.7;1.2;2.0;1.3;;;1.8;1.2;1.3;2.0
109;Amsterdam-Amstelland (PO);Betrouwbaarheidsmarge;2009;1.5;0.9;0.5;0.4;0.7;1.3;0.7;0.5;0.6;0.9;0.6;0.6;0.6;0.2;0.7;1.2;0.4;0.7;0.6;0.5;1.0;4.4;1.9;0.9;0.5;1.3;2.3;0.7;0.4;0.4;1.3;0.8;0.8;0.7;0.2;0.9;2.2;0.4;2.6;0.6;0.2;0.3;0.4;1.9;1.0;1.7;2.0;1.8;1.0;0.5;0.8;2.8;1.5;2.8;3.8;1.4;1.7;0.6;1.8;1.6;1.8;1.4;1.2;2.2
110;Amsterdam-Amstelland (PO);Betrouwbaarheidsmarge;2010;1.5;0.9;0.5;0.3;0.7;1.3;0.6;0.4;0.4;0.9;0.6;0.6;0.6;0.1;0.6;1.1;0.4;0.6;0.4;0.5;1.0;4.0;1.8;0.8;0.6;1.2;2.2;0.7;0.4;0.5;1.3;0.9;0.7;0.6;0.2;0.8;2.1;0.6;2.5;1.0;0.5;0.9;0.2;1.8;1.0;1.6;1.9;1.7;1.0;0.4;0.4;2.8;1.2;2.4;3.8;1.2;1.4;0.5;1.9;1.4;1.8;0.8;1.1;2.1
111;Amsterdam-Amstelland (PO);Betrouwbaarheidsmarge;2011;1.6;0.9;0.4;0.4;0.8;1.3;0.7;0.5;0.5;0.9;0.6;0.6;0.6;0.2;0.7;1.2;0.5;0.7;0.6;0.5;1.0;3.9;1.6;0.7;0.4;1.3;2.3;0.7;0.5;0.4;1.4;0.6;0.7;0.6;0.3;0.9;2.0;0.6;2.8;0.8;0.5;0.6;0.3;1.9;0.6;2.1;2.0;1.8;0.9;0.6;0.4;3.1;1.4;2.6;4.1;1.6;1.3;1.2;2.4;1.2;2.0;1.8;0.8;2.0
112;Gooi en Vechtstreek (PO);Waarde;2008;29.5;5.6;2.0;1.3;3.1;12.1;1.5;1.0;0.6;4.1;2.2;2.1;2.1;0.0;3.6;18.4;0.9;1.6;0.5;1.2;4.3;48.7;9.4;2.4;1.9;5.2;15.0;1.2;0.5;0.7;5.4;2.7;1.5;1.5;0.0;4.3;24.2;1.3;28.7;5.8;5.8;0.0;0.0;13.9;3.5;6.7;61.1;19.6;15.0;3.7;0.7;29.9;0.0;15.5;18.8;2.1;1.2;1.4;;;9.9;0.0;1.2;13.5
113;Gooi en Vechtstreek (PO);Waarde;2009;28.3;5.7;1.7;0.9;3.7;14.5;3.2;1.4;2.2;5.8;2.4;1.8;1.7;0.3;4.1;14.9;1.1;3.2;2.3;1.4;6.0;51.1;9.4;1.9;1.3;6.2;18.4;2.2;1.3;0.8;7.0;2.6;1.8;1.5;0.0;4.8;23.3;1.5;32.7;5.1;3.0;1.2;0.9;14.1;3.4;11.4;63.0;18.5;15.1;2.8;0.4;29.5;2.4;8.5;27.8;2.4;3.3;1.8;8.7;1.5;9.8;3.0;1.2;5.2
114;Gooi en Vechtstreek (PO);Waarde;2010;26.7;5.6;1.2;2.1;3.5;13.8;2.6;1.2;1.7;4.6;2.6;2.0;2.0;0.1;4.0;13.2;0.9;3.3;2.3;1.3;4.8;46.3;9.1;1.6;2.9;4.6;18.0;2.7;1.4;1.2;6.4;2.8;1.9;1.8;0.1;4.4;19.2;1.1;25.2;4.1;1.5;2.5;3.1;11.8;4.8;8.9;58.8;23.3;14.8;2.2;0.8;25.6;0.5;16.4;20.7;6.6;1.7;2.0;6.8;9.0;6.5;4.2;0.0;4.7
115;Gooi en Vechtstreek (PO);Waarde;2011;28.4;5.3;1.1;0.7;4.2;15.1;4.1;2.2;2.0;6.2;2.1;1.9;1.8;0.3;3.4;14.0;0.7;4.0;2.1;2.0;6.5;48.8;8.6;1.5;0.8;6.3;17.9;2.3;1.2;1.1;7.2;2.6;1.7;1.4;0.3;4.1;22.3;1.0;28.3;2.0;0.0;1.1;0.9;13.6;4.3;8.5;65.9;19.9;10.1;2.9;1.3;33.4;1.7;13.4;21.5;3.1;0.0;2.5;10.7;4.0;4.7;3.0;1.1;10.1
116;Gooi en Vechtstreek (PO);Betrouwbaarheidsmarge;2008;3.8;2.1;1.4;1.3;1.4;2.6;0.9;0.8;0.5;1.6;1.2;1.1;1.1;;1.5;3.4;0.8;1.2;0.4;1.2;1.6;9.4;4.7;1.6;1.9;2.8;3.9;0.9;0.5;0.7;2.3;1.7;0.9;0.9;;2.2;4.8;1.4;11.4;6.3;6.3;;;9.4;4.0;5.5;6.4;4.9;5.0;2.4;0.9;11.2;;9.8;8.8;4.2;2.3;2.8;;;9.1;;2.3;8.2
117;Gooi en Vechtstreek (PO);Betrouwbaarheidsmarge;2009;2.1;1.2;0.8;0.4;0.9;1.6;0.8;0.5;0.7;1.1;0.7;0.6;0.6;0.3;0.9;1.6;0.5;1.0;0.9;0.6;1.1;5.1;2.4;0.9;0.7;2.0;2.5;0.7;0.5;0.3;1.5;0.8;0.7;0.6;;1.2;2.9;0.9;6.3;3.0;2.6;1.0;1.2;4.6;3.3;3.8;3.6;2.7;3.0;1.4;0.4;6.4;1.9;4.7;6.7;1.8;3.7;2.2;4.6;1.1;4.0;2.2;0.9;3.0
118;Gooi en Vechtstreek (PO);Betrouwbaarheidsmarge;2010;3.4;1.9;0.9;1.2;1.5;2.7;1.3;0.9;1.1;1.7;1.3;1.1;1.1;0.2;1.5;2.5;0.7;1.8;1.7;1.1;1.8;8.4;4.0;1.4;2.0;2.2;4.4;1.6;1.0;1.1;2.8;1.4;1.2;1.2;0.2;1.7;4.2;1.1;9.7;4.6;2.9;3.5;4.2;7.3;4.8;6.3;6.1;5.2;4.4;1.8;1.1;9.7;1.0;8.7;9.4;5.8;3.4;2.9;5.1;6.5;5.4;3.7;;4.5
119;Gooi en Vechtstreek (PO);Betrouwbaarheidsmarge;2011;2.2;1.1;0.5;0.4;1.0;1.8;1.1;0.8;0.7;1.2;0.7;0.7;0.6;0.2;0.8;1.7;0.4;1.1;0.8;0.8;1.3;5.2;2.2;0.7;0.4;1.9;2.8;0.6;0.4;0.5;1.5;0.7;0.7;0.6;0.2;1.2;3.2;0.5;6.1;1.6;;1.3;1.0;4.8;2.9;3.4;3.8;3.2;2.3;1.4;1.0;7.1;1.9;6.1;6.0;2.6;;2.2;4.8;3.1;2.8;2.4;1.1;3.8
120;Haaglanden (PO);Waarde;2008;32.2;6.7;1.9;1.8;4.4;16.6;3.8;1.9;2.4;6.4;2.9;2.6;2.4;0.5;4.0;16.5;1.2;3.6;2.3;1.8;7.0;57.4;11.2;2.6;2.4;6.3;21.2;2.7;1.5;1.2;7.6;3.4;3.0;2.5;0.0;4.6;24.9;1.5;26.5;2.5;0.3;1.3;1.0;10.2;4.3;9.8;68.5;19.8;9.7;1.6;0.3;21.3;2.6;7.3;27.4;3.5;2.7;1.0;;;7.9;2.8;2.4;8.5
121;Haaglanden (PO);Waarde;2009;31.3;6.2;1.7;1.4;3.9;15.6;4.0;1.7;2.7;5.4;3.0;2.6;2.3;0.5;3.8;17.3;1.0;3.7;2.5;1.6;6.0;56.8;10.3;2.4;1.7;6.1;20.4;2.7;1.7;1.0;6.5;4.0;2.9;2.4;0.0;4.6;26.1;1.3;22.5;2.1;0.8;0.7;0.7;10.9;3.2;7.2;71.2;18.0;8.9;1.8;0.2;22.7;3.0;6.7;30.7;2.8;3.6;1.5;11.8;3.1;8.0;2.7;3.1;6.8
122;Haaglanden (PO);Waarde;2010;30.9;7.0;2.1;1.4;4.3;15.1;3.8;1.5;2.5;4.5;2.9;2.5;2.2;0.4;3.9;17.2;1.1;3.7;2.5;1.5;5.0;57.2;10.8;3.1;1.8;5.9;19.5;2.9;1.9;1.1;5.3;4.0;2.8;2.3;0.5;4.7;26.9;1.4;23.4;3.3;1.2;1.7;0.4;9.9;2.2;8.7;70.9;17.4;9.7;1.6;0.4;22.7;2.9;7.3;32.9;3.0;3.0;1.3;8.2;2.9;8.6;4.3;2.4;8.0
123;Haaglanden (PO);Waarde;2011;30.8;6.6;2.0;1.2;4.4;15.6;4.3;1.8;2.8;5.3;2.5;2.3;2.2;0.3;3.8;16.3;1.5;4.4;2.9;1.8;5.8;56.4;11.3;2.9;1.7;6.7;20.0;3.4;2.1;1.3;6.6;3.3;2.5;2.2;0.3;4.4;25.0;1.8;27.1;3.3;1.1;1.1;1.2;9.3;4.7;10.2;72.0;17.6;8.7;1.5;0.2;21.3;3.0;8.3;34.3;3.9;2.9;1.7;10.0;1.4;8.1;3.2;1.7;6.5
124;Haaglanden (PO);Betrouwbaarheidsmarge;2008;1.2;0.6;0.3;0.4;0.5;1.0;0.5;0.4;0.4;0.7;0.4;0.4;0.4;0.2;0.5;0.9;0.3;0.5;0.4;0.4;0.7;2.9;1.4;0.5;0.6;0.9;1.5;0.5;0.3;0.3;0.9;0.6;0.5;0.4;;0.6;1.7;0.4;2.9;0.9;0.2;0.7;0.6;1.9;1.4;2.0;1.8;1.5;1.1;0.4;0.2;2.7;1.2;1.7;2.9;1.4;0.9;0.6;;;1.7;1.2;1.1;1.7
125;Haaglanden (PO);Betrouwbaarheidsmarge;2009;1.0;0.5;0.3;0.3;0.4;0.8;0.4;0.3;0.3;0.5;0.3;0.3;0.3;0.2;0.4;0.8;0.2;0.4;0.3;0.3;0.6;2.3;1.0;0.4;0.3;0.7;1.2;0.3;0.3;0.2;0.6;0.5;0.4;0.3;;0.5;1.3;0.3;2.1;0.7;0.5;0.3;0.4;1.5;0.9;1.3;1.4;1.2;0.9;0.5;0.1;2.4;0.9;1.4;2.6;0.9;1.2;0.5;2.0;1.2;1.6;0.8;1.2;1.3
126;Haaglanden (PO);Betrouwbaarheidsmarge;2010;1.3;0.8;0.5;0.3;0.6;1.0;0.5;0.3;0.4;0.6;0.4;0.4;0.4;0.2;0.5;1.1;0.3;0.5;0.4;0.3;0.6;3.0;1.3;0.7;0.4;0.9;1.5;0.4;0.3;0.3;0.7;0.6;0.5;0.4;0.2;0.7;1.8;0.5;3.0;1.2;0.7;0.9;0.4;2.0;1.1;2.2;2.0;1.6;1.4;0.5;0.3;3.1;1.4;2.3;3.6;1.3;1.2;0.7;2.3;1.5;2.1;1.9;1.0;2.2
127;Haaglanden (PO);Betrouwbaarheidsmarge;2011;1.1;0.6;0.4;0.3;0.5;0.9;0.5;0.3;0.4;0.6;0.3;0.3;0.3;0.1;0.5;0.9;0.3;0.6;0.5;0.4;0.6;2.8;1.5;0.6;0.5;1.0;1.3;0.5;0.3;0.3;0.8;0.3;0.4;0.4;0.1;0.6;1.5;0.4;2.9;1.1;0.7;0.6;0.7;1.6;1.4;2.3;1.6;1.4;1.0;0.4;0.1;2.7;1.1;2.0;3.4;1.3;1.1;0.7;2.0;0.6;1.8;1.2;0.6;1.4
128;Hollands Midden (PO);Waarde;2008;28.5;5.6;1.5;1.1;4.0;13.9;2.7;1.1;1.8;5.1;2.2;2.1;2.0;0.1;3.7;15.8;1.0;2.3;1.5;1.0;5.3;49.5;9.2;2.0;1.4;5.8;16.6;1.5;1.0;0.6;6.1;2.6;2.1;2.0;0.0;4.4;23.6;1.3;27.4;4.1;0.1;2.8;1.2;11.0;3.4;10.0;63.6;19.1;14.8;2.2;0.3;22.4;1.7;10.8;24.9;2.4;1.0;2.5;;;5.7;3.4;2.0;9.0
129;Hollands Midden (PO);Waarde;2009;24.3;5.7;1.0;1.2;4.6;11.8;2.1;0.9;1.3;5.0;1.8;1.8;1.7;0.1;3.0;13.3;0.7;1.8;1.0;0.9;5.2;43.0;9.1;1.4;1.8;5.9;14.2;1.2;0.6;0.6;6.2;2.0;1.5;1.4;0.0;3.4;19.7;0.8;26.1;2.7;0.0;2.5;0.2;8.8;7.5;7.2;55.3;18.6;22.7;2.3;1.0;20.8;0.9;17.9;21.0;0.4;5.0;1.9;17.1;2.0;9.0;2.5;1.4;12.7
130;Hollands Midden (PO);Waarde;2010;24.4;6.8;1.7;1.7;4.8;11.6;1.9;0.8;1.2;3.0;2.0;2.3;2.1;0.2;3.4;11.9;0.3;1.9;1.1;0.9;3.0;39.2;11.4;2.4;2.6;6.4;11.9;1.2;0.6;0.6;3.4;2.0;1.8;1.5;0.2;3.7;15.9;0.2;34.5;3.1;1.4;1.4;0.2;15.6;2.7;17.7;55.5;19.1;20.6;4.8;0.0;19.9;2.3;17.9;31.8;2.7;0.4;1.2;7.2;0.8;8.9;6.8;0.1;5.8
131;Hollands Midden (PO);Waarde;2011;25.6;5.0;1.4;1.1;3.4;13.2;3.0;1.5;1.8;4.7;1.5;2.0;1.8;0.3;3.9;12.5;0.9;3.0;1.7;1.5;4.9;43.9;8.7;2.0;1.4;5.2;16.2;2.1;1.2;0.9;5.7;1.8;2.0;1.7;0.3;4.7;19.1;1.2;31.5;3.1;0.6;1.7;0.8;11.9;6.5;11.0;65.0;18.5;13.3;2.3;0.8;26.5;1.7;12.6;28.4;2.6;1.8;1.3;12.4;1.9;3.5;4.3;1.9;7.1
132;Hollands Midden (PO);Betrouwbaarheidsmarge;2008;1.1;0.6;0.3;0.3;0.5;0.9;0.4;0.3;0.4;0.6;0.4;0.4;0.4;0.1;0.4;0.9;0.2;0.4;0.3;0.2;0.6;2.9;1.3;0.5;0.4;0.9;1.2;0.3;0.2;0.2;0.8;0.5;0.4;0.4;;0.6;1.7;0.4;2.9;1.6;0.1;1.4;0.8;2.0;1.0;1.8;1.9;1.6;1.4;0.6;0.2;2.9;0.9;2.1;3.1;1.1;0.6;1.6;;;1.7;1.2;1.0;1.9
133;Hollands Midden (PO);Betrouwbaarheidsmarge;2009;2.7;1.5;0.6;0.7;1.4;2.0;0.8;0.6;0.7;1.3;0.9;0.9;0.9;0.1;1.0;2.1;0.5;0.8;0.5;0.6;1.4;6.3;3.0;0.9;1.3;2.0;3.0;0.6;0.3;0.4;1.9;1.0;0.8;0.8;;1.4;3.6;0.6;7.7;3.1;;3.1;0.2;4.7;5.0;4.3;5.2;3.9;4.7;1.5;1.3;7.8;0.7;8.0;7.7;0.3;4.7;3.5;8.1;2.6;6.2;3.0;2.2;6.5
134;Hollands Midden (PO);Betrouwbaarheidsmarge;2010;2.8;1.7;0.8;0.9;1.4;2.1;0.8;0.5;0.6;1.0;0.9;1.0;0.9;0.3;1.2;2.1;0.3;0.8;0.5;0.6;1.0;5.9;3.4;1.3;1.5;2.1;2.3;0.5;0.3;0.5;1.2;0.9;0.9;0.8;0.3;1.4;3.0;0.2;8.6;2.9;1.8;2.3;0.3;6.8;2.4;7.0;5.4;4.2;4.6;2.5;;7.4;2.6;7.8;8.8;2.9;0.5;1.7;4.5;1.5;5.4;5.1;0.3;4.0
135;Hollands Midden (PO);Betrouwbaarheidsmarge;2011;1.1;0.6;0.3;0.3;0.5;0.9;0.4;0.3;0.3;0.6;0.3;0.4;0.4;0.2;0.5;0.8;0.2;0.4;0.3;0.3;0.6;2.7;1.2;0.5;0.4;0.8;1.5;0.4;0.3;0.2;0.8;0.3;0.5;0.4;0.2;0.7;1.4;0.3;3.4;1.1;0.6;0.8;0.4;2.4;2.1;2.3;2.1;1.7;1.4;0.6;0.4;3.4;0.9;2.9;3.8;1.3;1.4;0.8;2.6;0.8;1.1;1.4;0.8;1.8
136;Rotterdam-Rijnmond (PO);Waarde;2008;29.3;6.3;2.3;1.8;4.1;14.8;2.4;0.9;1.7;5.9;3.2;2.1;2.0;0.2;3.9;15.0;1.1;2.4;1.7;1.0;6.4;57.4;15.0;4.6;3.6;6.8;18.3;1.6;1.1;0.5;6.8;3.5;1.8;1.6;0.2;4.7;24.0;1.3;32.6;3.0;0.3;2.4;0.4;13.3;6.2;13.3;68.3;17.9;10.8;2.4;0.6;23.1;2.0;7.0;26.4;2.3;3.7;0.7;;;7.3;1.7;2.7;6.3
