ID;EnergyCommodities;Sectors;Periods;TotalPrimaryEnergySupply_1;IndigenousProduction_2;ReceiptsOfEnergy_3;DeliveriesOfEnergy_4;StockChange_5;StatisticalDifferences_6;TotalEnergyConsumption_7;TotalNetEnergyTransformation_8;NetElectricityCHPTransformation_9;NetOtherTransformation_10;EnergyTransformationInput_11;ElectricityAndCHPTransformationInput_12;OtherTransformationInput_13;EnergyTransformationOutput_14;ElectricityCHPTransformationOutput_15;OtherTransformationOutput_16;OwnUse_17;DistributionLosses_18;FinalEnergyConsumption_19;NonEnergyUse_20
3866;Total coal and coal products;Coke-oven plants;2014;13.6;;83.3;71.0;1.4;;13.6;6.0;;6.0;83.2;;83.2;77.2;;77.2;7.7;;;
3867;Total coal and coal products;Coke-oven plants;2015;15.2;;84.0;71.8;3.0;;15.2;7.3;;7.3;85.0;;85.0;77.7;;77.7;7.9;;;
3868;Total coal and coal products;Coke-oven plants;2016;14.2;;83.5;70.5;1.2;;14.2;6.3;;6.3;82.9;;82.9;76.6;;76.6;7.8;;;
3869;Total coal and coal products;Coke-oven plants;2017;11.7;;85.4;69.0;-4.8;;11.7;3.9;;3.9;78.8;;78.8;74.9;;74.9;7.8;;;
3870;Total coal and coal products;Coke-oven plants;2018;10.2;;77.1;70.2;3.3;;10.2;2.2;;2.2;78.0;;78.0;75.8;;75.8;8.0;;;
3871;Total coal and coal products;Coke-oven plants;2019;11.7;;83.9;69.4;-2.8;;11.7;4.0;;4.0;79.1;;79.1;75.1;;75.1;7.7;;;
3872;Total coal and coal products;Coke-oven plants;2020 ;10.9;;69.2;66.1;7.7;;10.9;3.6;;3.6;75.2;;75.2;71.6;;71.6;7.3;;;
3873;Total coal and coal products;Coke-oven plants;2021;11.6;;79.8;66.2;-1.9;;11.6;4.3;;4.3;76.2;;76.2;71.9;;71.9;7.3;;;
3874;Total coal and coal products;Coke-oven plants;2022;13.3;;76.4;64.5;1.4;;13.3;6.1;;6.1;76.4;;76.4;70.4;;70.4;7.2;;;
3875;Total coal and coal products;Coke-oven plants;2023;9.5;;73.4;61.8;-2.1;;9.5;2.6;;2.6;70.9;;70.9;68.2;;68.2;6.8;;;
3876;Total coal and coal products;Blast furnaces;1990;55.3;;75.0;19.7;;;55.3;43.8;;43.8;69.4;;69.4;25.6;;25.6;11.5;;;
3877;Total coal and coal products;Blast furnaces;1991;52.3;;72.7;20.3;;;52.3;39.5;;39.5;65.7;;65.7;26.2;;26.2;12.8;;;
3878;Total coal and coal products;Blast furnaces;1992;54.9;;75.8;20.9;;;54.9;41.4;;41.4;69.1;;69.1;27.7;;27.7;13.5;;;
3879;Total coal and coal products;Blast furnaces;1993;59.9;;83.8;23.9;;;59.9;45.8;;45.8;77.7;;77.7;31.9;;31.9;14.2;;;
3880;Total coal and coal products;Blast furnaces;1994;66.3;;90.7;24.5;;;66.3;53.0;;53.0;84.8;;84.8;31.8;;31.8;13.3;;;
3881;Total coal and coal products;Blast furnaces;1995;62.2;;86.4;24.2;;;62.2;48.2;;48.2;80.7;;80.7;32.4;;32.4;13.9;;;
3882;Total coal and coal products;Blast furnaces;1996;62.9;;86.6;23.7;;;62.9;49.2;;49.2;81.2;;81.2;32.0;;32.0;13.7;;;
3883;Total coal and coal products;Blast furnaces;1997;65.6;;91.0;25.4;;;65.6;53.4;;53.4;86.2;;86.2;32.8;;32.8;12.2;;;
3884;Total coal and coal products;Blast furnaces;1998;63.1;;89.1;26.0;;;63.1;51.3;;51.3;84.6;;84.6;33.3;;33.3;11.7;;;
3885;Total coal and coal products;Blast furnaces;1999;59.5;;85.3;25.8;;;59.5;49.6;;49.6;82.1;;82.1;32.4;;32.4;9.9;;;
3886;Total coal and coal products;Blast furnaces;2000;55.6;;78.8;23.2;;;55.6;45.5;;45.5;76.1;;76.1;30.6;;30.6;10.1;;;
3887;Total coal and coal products;Blast furnaces;2001;60.0;;85.3;25.3;;;60.0;49.3;;49.3;82.6;;82.6;33.3;;33.3;10.7;;;
3888;Total coal and coal products;Blast furnaces;2002;59.7;;85.0;25.3;;;59.7;49.0;;49.0;82.4;;82.4;33.4;;33.4;10.8;;;
3889;Total coal and coal products;Blast furnaces;2003;64.8;;91.6;26.8;;;64.8;53.8;;53.8;89.3;;89.3;35.4;;35.4;10.9;;;
3890;Total coal and coal products;Blast furnaces;2004;66.7;;95.1;28.4;;;66.7;55.0;;55.0;92.4;;92.4;37.5;;37.5;11.7;;;
3891;Total coal and coal products;Blast furnaces;2005;66.0;;94.7;28.7;;;66.0;54.6;;54.6;92.3;;92.3;37.7;;37.7;11.4;;;
3892;Total coal and coal products;Blast furnaces;2006;58.9;;83.3;24.4;;;58.9;47.6;;47.6;81.2;;81.2;33.6;;33.6;11.2;;;
3893;Total coal and coal products;Blast furnaces;2007;67.8;;98.2;30.4;;;67.8;56.4;;56.4;95.8;;95.8;39.4;;39.4;11.5;;;
3894;Total coal and coal products;Blast furnaces;2008;62.0;;90.6;28.6;;;62.0;49.9;;49.9;88.3;;88.3;38.3;;38.3;12.1;;;
3895;Total coal and coal products;Blast furnaces;2009;50.7;;71.3;20.5;;;50.7;40.8;;40.8;68.9;;68.9;28.1;;28.1;9.9;;;
3896;Total coal and coal products;Blast furnaces;2010;55.2;;83.1;27.9;;;55.2;44.3;;44.3;80.2;;80.2;35.9;;35.9;10.9;;;
3897;Total coal and coal products;Blast furnaces;2011;62.2;;91.2;29.0;;;62.2;51.2;;51.2;88.3;;88.3;37.1;;37.1;11.0;;;
3898;Total coal and coal products;Blast furnaces;2012;66.6;;95.6;29.0;;;66.6;56.1;;56.1;93.1;;93.1;37.0;;37.0;10.5;;;
3899;Total coal and coal products;Blast furnaces;2013;63.3;;91.2;27.9;;;63.3;53.2;;53.2;88.9;;88.9;35.6;;35.6;10.0;;;
3900;Total coal and coal products;Blast furnaces;2014;65.0;;93.9;28.9;;;65.0;55.3;;55.3;91.5;;91.5;36.2;;36.2;9.7;;;
3901;Total coal and coal products;Blast furnaces;2015;65.5;;85.7;29.0;8.9;;65.5;55.8;;55.8;92.5;;92.5;36.7;;36.7;9.7;;;
3902;Total coal and coal products;Blast furnaces;2016;64.7;;92.7;27.7;-0.3;;64.7;54.9;;54.9;90.6;;90.6;35.6;;35.6;9.8;;;
3903;Total coal and coal products;Blast furnaces;2017;68.2;;98.7;29.3;-1.1;;68.2;58.7;;58.7;95.7;;95.7;37.0;;37.0;9.5;;;
3904;Total coal and coal products;Blast furnaces;2018;67.8;;96.5;27.9;-0.8;;67.8;56.4;;56.4;93.1;;93.1;36.6;;36.6;11.4;;;
3905;Total coal and coal products;Blast furnaces;2019;67.8;;91.8;25.6;1.5;;67.8;56.6;;56.6;90.7;;90.7;34.1;;34.1;11.1;;;
3906;Total coal and coal products;Blast furnaces;2020 ;56.8;;82.1;25.4;0.1;;56.8;47.9;;47.9;79.5;;79.5;31.6;;31.6;8.9;;;
3907;Total coal and coal products;Blast furnaces;2021;63.1;;89.2;28.7;2.5;;63.1;52.0;;52.0;88.5;;88.5;36.5;;36.5;11.0;;;
3908;Total coal and coal products;Blast furnaces;2022;56.0;;85.8;29.5;-0.3;;56.0;47.8;;47.8;83.8;;83.8;36.0;;36.0;8.2;;;
3909;Total coal and coal products;Blast furnaces;2023;42.5;;67.3;21.7;-3.0;;42.5;36.7;;36.7;63.8;;63.8;27.1;;27.1;5.9;;;
3910;Total coal and coal products;Oil refineries;1990;;;;;;;;;;;;;;;;;;;;
3911;Total coal and coal products;Oil refineries;1991;;;;;;;;;;;;;;;;;;;;
3912;Total coal and coal products;Oil refineries;1992;;;;;;;;;;;;;;;;;;;;
3913;Total coal and coal products;Oil refineries;1993;;;;;;;;;;;;;;;;;;;;
3914;Total coal and coal products;Oil refineries;1994;;;;;;;;;;;;;;;;;;;;
3915;Total coal and coal products;Oil refineries;1995;;;;;;;;;;;;;;;;;;;;
3916;Total coal and coal products;Oil refineries;1996;;;;;;;;;;;;;;;;;;;;
3917;Total coal and coal products;Oil refineries;1997;;;;;;;;;;;;;;;;;;;;
3918;Total coal and coal products;Oil refineries;1998;;;;;;;;;;;;;;;;;;;;
3919;Total coal and coal products;Oil refineries;1999;;;;;;;;;;;;;;;;;;;;
3920;Total coal and coal products;Oil refineries;2000;;;;;;;;;;;;;;;;;;;;
3921;Total coal and coal products;Oil refineries;2001;;;;;;;;;;;;;;;;;;;;
3922;Total coal and coal products;Oil refineries;2002;;;;;;;;;;;;;;;;;;;;
3923;Total coal and coal products;Oil refineries;2003;;;;;;;;;;;;;;;;;;;;
3924;Total coal and coal products;Oil refineries;2004;;;;;;;;;;;;;;;;;;;;
3925;Total coal and coal products;Oil refineries;2005;;;;;;;;;;;;;;;;;;;;
3926;Total coal and coal products;Oil refineries;2006;;;;;;;;;;;;;;;;;;;;
3927;Total coal and coal products;Oil refineries;2007;;;;;;;;;;;;;;;;;;;;
3928;Total coal and coal products;Oil refineries;2008;;;;;;;;;;;;;;;;;;;;
3929;Total coal and coal products;Oil refineries;2009;;;;;;;;;;;;;;;;;;;;
3930;Total coal and coal products;Oil refineries;2010;;;;;;;;;;;;;;;;;;;;
3931;Total coal and coal products;Oil refineries;2011;;;;;;;;;;;;;;;;;;;;
3932;Total coal and coal products;Oil refineries;2012;;;;;;;;;;;;;;;;;;;;
3933;Total coal and coal products;Oil refineries;2013;;;;;;;;;;;;;;;;;;;;
3934;Total coal and coal products;Oil refineries;2014;;;;;;;;;;;;;;;;;;;;
3935;Total coal and coal products;Oil refineries;2015;;;;;;;;;;;;;;;;;;;;
3936;Total coal and coal products;Oil refineries;2016;;;;;;;;;;;;;;;;;;;;
3937;Total coal and coal products;Oil refineries;2017;;;;;;;;;;;;;;;;;;;;
3938;Total coal and coal products;Oil refineries;2018;;;;;;;;;;;;;;;;;;;;
3939;Total coal and coal products;Oil refineries;2019;;;;;;;;;;;;;;;;;;;;
3940;Total coal and coal products;Oil refineries;2020 ;;;;;;;;;;;;;;;;;;;;
3941;Total coal and coal products;Oil refineries;2021;;;;;;;;;;;;;;;;;;;;
3942;Total coal and coal products;Oil refineries;2022;;;;;;;;;;;;;;;;;;;;
3943;Total coal and coal products;Oil refineries;2023;;;;;;;;;;;;;;;;;;;;
3944;Total coal and coal products;Energy companies;1990;249.7;;249.7;;;;249.7;249.7;249.7;;249.7;249.7;;;;;;;;
3945;Total coal and coal products;Energy companies;1991;226.9;;226.9;;;;226.9;226.9;226.9;;226.9;226.9;;;;;;;;
3946;Total coal and coal products;Energy companies;1992;225.5;;225.5;;;;225.5;225.5;225.5;;225.5;225.5;;;;;;;;
3947;Total coal and coal products;Energy companies;1993;222.4;;222.4;;;;222.4;222.4;222.4;;222.4;222.4;;;;;;;;
3948;Total coal and coal products;Energy companies;1994;254.3;;254.3;;;;254.3;254.3;254.3;;254.3;254.3;;;;;;;;
3949;Total coal and coal products;Energy companies;1995;264.8;;264.8;;;;264.8;264.8;264.8;;264.8;264.8;;;;;;;;
3950;Total coal and coal products;Energy companies;1996;251.7;;251.7;;;;251.7;251.7;251.7;;251.7;251.7;;;;;;;;
3951;Total coal and coal products;Energy companies;1997;239.1;;239.1;;;;239.1;239.1;239.1;;239.1;239.1;;;;;;;;
3952;Total coal and coal products;Energy companies;1998;251.2;;251.2;;;;251.2;251.2;251.2;;251.2;251.2;;;;;;;;
3953;Total coal and coal products;Energy companies;1999;212.6;;212.6;;;;212.6;212.6;212.6;;212.6;212.6;;;;;;;;
3954;Total coal and coal products;Energy companies;2000;232.1;;232.1;;;;232.1;232.1;232.1;;232.1;232.1;;;;;;;;
3955;Total coal and coal products;Energy companies;2001;248.2;;246.4;;1.8;;248.2;248.2;248.2;;248.2;248.2;;;;;;;;
3956;Total coal and coal products;Energy companies;2002;249.6;;252.7;;-3.0;;249.6;249.6;249.6;;249.6;249.6;;;;;;;;
3957;Total coal and coal products;Energy companies;2003;255.9;;254.5;;1.5;;255.9;255.9;255.9;;255.9;255.9;;;;;;;;
3958;Total coal and coal products;Energy companies;2004;247.8;;250.9;;-3.0;;247.8;247.8;247.8;;247.8;247.8;;;;;;;;
3959;Total coal and coal products;Energy companies;2005;233.7;;233.7;;0.0;;233.7;233.7;233.7;;233.7;233.7;;;;;;;;
3960;Total coal and coal products;Energy companies;2006;225.8;;223.1;;2.7;;225.8;225.8;225.8;;225.8;225.8;;;;;;;;
3961;Total coal and coal products;Energy companies;2007;242.0;;243.3;;-1.3;;242.0;242.0;242.0;;242.0;242.0;;;;;;;;
3962;Total coal and coal products;Energy companies;2008;228.8;;227.2;;1.7;;228.8;228.8;228.8;;228.8;228.8;;;;;;;;
3963;Total coal and coal products;Energy companies;2009;226.1;;230.2;;-4.1;;226.1;226.1;226.1;;226.1;226.1;;;;;;;;
3964;Total coal and coal products;Energy companies;2010;220.4;;218.8;;1.7;;220.4;220.4;220.4;;220.4;220.4;;;;;;;;
3965;Total coal and coal products;Energy companies;2011;208.4;;206.8;;1.6;;208.4;208.4;208.4;;208.4;208.4;;;;;;;;
3966;Total coal and coal products;Energy companies;2012;237.8;;237.4;;0.3;;237.8;237.8;237.8;;237.8;237.8;;;;;;;;
3967;Total coal and coal products;Energy companies;2013;245.6;;246.3;;-0.7;;245.6;245.6;245.6;;245.6;245.6;;;;;;;;
3968;Total coal and coal products;Energy companies;2014;280.9;;286.8;;-5.8;;280.9;280.9;280.9;;280.9;280.9;;;;;;;;
3969;Total coal and coal products;Energy companies;2015;362.0;;358.8;1.3;4.5;;362.0;362.0;362.0;;362.0;362.0;;;;;;;;
3970;Total coal and coal products;Energy companies;2016;328.3;;325.9;;2.4;;328.3;328.3;328.3;;328.3;328.3;;;;;;;;
3971;Total coal and coal products;Energy companies;2017;281.3;;280.8;;0.5;;281.3;281.3;281.3;;281.3;281.3;;;;;;;;
3972;Total coal and coal products;Energy companies;2018;244.8;;245.5;;-0.7;;244.8;244.8;244.8;;244.8;244.8;;;;;;;;
3973;Total coal and coal products;Energy companies;2019;169.1;;172.6;;-3.5;;169.1;169.1;169.1;;169.1;169.1;;;;;;;;
3974;Total coal and coal products;Energy companies;2020 ;85.1;;80.6;0.0;4.5;;85.1;85.1;85.1;;85.1;85.1;;;;;;;;
3975;Total coal and coal products;Energy companies;2021;142.1;;139.5;;2.6;;142.1;142.1;142.1;;142.1;142.1;;;;;;;;
3976;Total coal and coal products;Energy companies;2022;143.5;;149.7;;-6.2;;143.5;143.5;143.5;;143.5;143.5;;;;;;;;
3977;Total coal and coal products;Energy companies;2023;88.7;;87.3;;1.4;;88.7;88.7;88.7;;88.7;88.7;;;;;;;;
3978;Total coal and coal products;Total final users of energy;1990;49.0;;60.0;13.2;2.2;;49.0;6.5;6.4;0.0;6.7;6.4;0.2;0.2;;0.2;;;31.5;11.1
3979;Total coal and coal products;Total final users of energy;1991;41.9;;41.9;;;;41.9;6.8;6.8;;7.0;6.8;0.1;0.1;;0.1;;;25.3;9.8
3980;Total coal and coal products;Total final users of energy;1992;40.4;;40.4;;;;40.4;13.7;13.7;;13.8;13.7;0.1;0.1;;0.1;;;16.8;9.9
3981;Total coal and coal products;Total final users of energy;1993;40.8;;52.4;13.5;1.9;;40.8;13.6;13.6;0.0;13.7;13.6;0.1;0.1;;0.1;;;17.5;9.7
3982;Total coal and coal products;Total final users of energy;1994;29.0;;36.4;5.7;-1.7;;29.0;4.9;4.9;;5.1;4.9;0.2;0.2;;0.2;;;14.5;9.5
3983;Total coal and coal products;Total final users of energy;1995;32.5;;44.4;12.7;0.7;;32.5;3.4;3.4;0.0;3.6;3.4;0.2;0.2;;0.2;;;18.8;10.2
3984;Total coal and coal products;Total final users of energy;1996;31.9;;44.9;11.1;-2.0;;31.9;3.6;3.5;0.1;3.8;3.5;0.3;0.2;;0.2;;;17.3;10.9
3985;Total coal and coal products;Total final users of energy;1997;33.6;;52.1;18.5;0.1;;33.6;3.9;3.3;0.6;4.1;3.3;0.8;0.3;;0.3;;;19.6;10.2
3986;Total coal and coal products;Total final users of energy;1998;30.5;;50.2;18.0;-1.7;;30.5;5.0;2.9;2.1;5.3;2.9;2.3;0.2;;0.2;;;16.8;8.7
3987;Total coal and coal products;Total final users of energy;1999;27.6;;46.1;20.1;1.7;;27.6;6.1;2.5;3.6;6.4;2.5;3.8;0.3;;0.3;;;15.6;5.9
3988;Total coal and coal products;Total final users of energy;2000;25.4;;51.3;22.5;-3.5;;25.4;6.3;2.4;4.0;6.6;2.4;4.3;0.3;;0.3;;;14.2;4.9
3989;Total coal and coal products;Total final users of energy;2001;25.1;;51.5;30.7;4.3;;25.1;6.8;2.8;4.0;7.1;2.8;4.3;0.3;;0.3;;;13.9;4.4
3990;Total coal and coal products;Total final users of energy;2002;25.9;;48.4;24.5;2.0;;25.9;6.6;2.9;3.6;6.9;2.9;4.0;0.3;;0.3;;;15.0;4.4
3991;Total coal and coal products;Total final users of energy;2003;25.8;;46.8;21.7;0.7;;25.8;6.6;2.9;3.7;6.9;2.9;4.0;0.3;;0.3;;;14.6;4.7
3992;Total coal and coal products;Total final users of energy;2004;26.5;;44.6;14.8;-3.4;;26.5;7.0;3.2;3.8;7.3;3.2;4.1;0.3;;0.3;;;14.8;4.6
3993;Total coal and coal products;Total final users of energy;2005;25.7;;44.0;16.3;-2.0;;25.7;6.1;2.7;3.4;6.4;2.7;3.8;0.3;;0.3;;;14.9;4.7
3994;Total coal and coal products;Total final users of energy;2006;26.5;;44.4;18.3;0.5;;26.5;6.0;2.6;3.4;6.4;2.6;3.7;0.4;;0.4;;;15.9;4.6
3995;Total coal and coal products;Total final users of energy;2007;28.6;;46.2;20.2;2.6;;28.6;6.1;2.7;3.4;6.4;2.7;3.7;0.3;;0.3;;;17.4;5.1
3996;Total coal and coal products;Total final users of energy;2008;28.4;;48.7;17.2;-3.1;;28.4;6.3;2.6;3.8;6.7;2.6;4.1;0.4;;0.4;;;16.7;5.3
3997;Total coal and coal products;Total final users of energy;2009;23.8;;29.1;12.2;6.9;;23.8;5.7;3.0;2.8;5.9;3.0;3.0;0.2;;0.2;;;13.9;4.2
3998;Total coal and coal products;Total final users of energy;2010;26.7;;36.4;10.5;0.8;;26.7;6.1;3.1;3.1;6.4;3.1;3.3;0.2;;0.2;;;16.5;4.0
3999;Total coal and coal products;Total final users of energy;2011;26.2;;37.3;8.4;-2.6;;26.2;5.9;2.8;3.1;6.1;2.8;3.3;0.2;;0.2;;;16.1;4.3
4000;Total coal and coal products;Total final users of energy;2012;24.4;;32.6;9.1;0.9;;24.4;5.5;2.8;2.7;5.6;2.8;2.9;0.1;;0.1;;;14.9;4.0
4001;Total coal and coal products;Total final users of energy;2013;22.0;;29.2;16.1;8.9;;22.0;4.1;2.7;1.4;4.1;2.7;1.4;;;;;;14.3;3.6
4002;Total coal and coal products;Total final users of energy;2014;19.2;;40.9;16.4;-5.3;;19.2;3.2;2.5;0.7;3.2;2.5;0.7;;;;;;14.2;1.7
4003;Total coal and coal products;Total final users of energy;2015;21.6;;22.0;;-0.4;;21.6;2.7;2.7;;2.7;2.7;;;;;;;15.3;3.6
4004;Total coal and coal products;Total final users of energy;2016;23.0;;24.4;;-1.4;;23.0;2.5;2.5;;2.5;2.5;;;;;;;17.3;3.2
4005;Total coal and coal products;Total final users of energy;2017;24.6;;22.7;0.5;2.4;;24.6;2.6;2.6;;2.6;2.6;;;;;;;18.9;3.1
4006;Total coal and coal products;Total final users of energy;2018;23.2;;24.7;0.4;-1.1;;23.2;2.7;2.7;;2.7;2.7;;;;;;;17.2;3.3
4007;Total coal and coal products;Total final users of energy;2019;20.4;;22.2;0.8;-0.9;;20.4;2.7;2.7;;2.7;2.7;;;;;;;14.7;3.0
4008;Total coal and coal products;Total final users of energy;2020 ;19.2;;20.0;2.3;1.6;;19.2;3.2;3.2;;3.2;3.2;;;;;;;13.3;2.8
4009;Total coal and coal products;Total final users of energy;2021;17.6;;89.5;69.8;-2.1;;17.6;2.4;2.4;;2.4;2.4;;;;;;;13.1;2.0
4010;Total coal and coal products;Total final users of energy;2022;18.9;;93.4;75.0;0.5;;18.9;2.1;2.1;;2.1;2.1;;;;;;;15.5;1.3
4011;Total coal and coal products;Total final users of energy;2023;17.5;;82.9;65.2;-0.2;;17.5;2.2;2.2;;2.2;2.2;;;;;;;14.0;1.3
4012;Total coal and coal products;Industry (no energy sector);1990;48.4;;51.9;5.9;2.4;;48.4;6.5;6.4;0.0;6.7;6.4;0.2;0.2;;0.2;;;30.9;11.1
4013;Total coal and coal products;Industry (no energy sector);1991;41.3;;41.3;;;;41.3;6.8;6.8;;7.0;6.8;0.1;0.1;;0.1;;;24.8;9.8
4014;Total coal and coal products;Industry (no energy sector);1992;39.9;;39.9;;;;39.9;13.7;13.7;;13.8;13.7;0.1;0.1;;0.1;;;16.3;9.9
4015;Total coal and coal products;Industry (no energy sector);1993;40.3;;46.8;8.4;1.9;;40.3;13.6;13.6;0.0;13.7;13.6;0.1;0.1;;0.1;;;17.1;9.7
4016;Total coal and coal products;Industry (no energy sector);1994;28.6;;36.1;5.7;-1.7;;28.6;4.9;4.9;;5.1;4.9;0.2;0.2;;0.2;;;14.2;9.5
4017;Total coal and coal products;Industry (no energy sector);1995;32.2;;36.3;5.5;1.3;;32.2;3.4;3.4;0.0;3.6;3.4;0.2;0.2;;0.2;;;18.6;10.2
4018;Total coal and coal products;Industry (no energy sector);1996;31.6;;41.2;7.0;-2.5;;31.6;3.6;3.5;0.1;3.8;3.5;0.3;0.2;;0.2;;;17.0;10.9
4019;Total coal and coal products;Industry (no energy sector);1997;33.4;;44.1;11.7;1.0;;33.4;3.9;3.3;0.6;4.1;3.3;0.8;0.3;;0.3;;;19.3;10.2
4020;Total coal and coal products;Industry (no energy sector);1998;30.3;;43.2;9.9;-3.1;;30.3;5.0;2.9;2.1;5.3;2.9;2.3;0.2;;0.2;;;16.6;8.7
4021;Total coal and coal products;Industry (no energy sector);1999;27.5;;34.1;9.4;2.7;;27.5;6.1;2.5;3.6;6.4;2.5;3.8;0.3;;0.3;;;15.5;5.9
4022;Total coal and coal products;Industry (no energy sector);2000;25.3;;40.6;11.9;-3.3;;25.3;6.3;2.4;4.0;6.6;2.4;4.3;0.3;;0.3;;;14.1;4.9
4023;Total coal and coal products;Industry (no energy sector);2001;25.0;;38.0;17.0;4.1;;25.0;6.8;2.8;4.0;7.1;2.8;4.3;0.3;;0.3;;;13.8;4.4
4024;Total coal and coal products;Industry (no energy sector);2002;25.9;;36.7;12.9;2.0;;25.9;6.6;2.9;3.6;6.9;2.9;4.0;0.3;;0.3;;;14.9;4.4
4025;Total coal and coal products;Industry (no energy sector);2003;25.7;;33.2;8.1;0.7;;25.7;6.6;2.9;3.7;6.9;2.9;4.0;0.3;;0.3;;;14.5;4.7
4026;Total coal and coal products;Industry (no energy sector);2004;26.4;;38.2;8.4;-3.4;;26.4;7.0;3.2;3.8;7.3;3.2;4.1;0.3;;0.3;;;14.8;4.6
4027;Total coal and coal products;Industry (no energy sector);2005;25.6;;37.0;12.5;1.1;;25.6;6.1;2.7;3.4;6.4;2.7;3.8;0.3;;0.3;;;14.8;4.7
4028;Total coal and coal products;Industry (no energy sector);2006;26.4;;42.5;16.6;0.5;;26.4;6.0;2.6;3.4;6.4;2.6;3.7;0.4;;0.4;;;15.8;4.6
4029;Total coal and coal products;Industry (no energy sector);2007;28.4;;38.8;11.7;1.3;;28.4;6.1;2.7;3.4;6.4;2.7;3.7;0.3;;0.3;;;17.3;5.1
4030;Total coal and coal products;Industry (no energy sector);2008;28.2;;42.3;7.2;-6.9;;28.2;6.3;2.6;3.8;6.7;2.6;4.1;0.4;;0.4;;;16.5;5.3
4031;Total coal and coal products;Industry (no energy sector);2009;23.6;;26.3;7.4;4.7;;23.6;5.7;3.0;2.8;5.9;3.0;3.0;0.2;;0.2;;;13.7;4.2
4032;Total coal and coal products;Industry (no energy sector);2010;26.5;;30.0;5.7;2.1;;26.5;6.1;3.1;3.1;6.4;3.1;3.3;0.2;;0.2;;;16.3;4.0
4033;Total coal and coal products;Industry (no energy sector);2011;26.0;;31.2;2.8;-2.4;;26.0;5.9;2.8;3.1;6.1;2.8;3.3;0.2;;0.2;;;15.8;4.3
4034;Total coal and coal products;Industry (no energy sector);2012;24.1;;27.7;1.9;-1.6;;24.1;5.5;2.8;2.7;5.6;2.8;2.9;0.1;;0.1;;;14.7;4.0
4035;Total coal and coal products;Industry (no energy sector);2013;21.8;;26.0;8.5;4.3;;21.8;4.1;2.7;1.4;4.1;2.7;1.4;;;;;;14.2;3.6
4036;Total coal and coal products;Industry (no energy sector);2014;19.1;;29.3;3.9;-6.3;;19.1;3.2;2.5;0.7;3.2;2.5;0.7;;;;;;14.1;1.7
4037;Total coal and coal products;Industry (no energy sector);2015;21.4;;21.7;;-0.4;;21.4;2.7;2.7;;2.7;2.7;;;;;;;15.1;3.6
4038;Total coal and coal products;Industry (no energy sector);2016;22.8;;24.1;;-1.4;;22.8;2.5;2.5;;2.5;2.5;;;;;;;17.0;3.2
4039;Total coal and coal products;Industry (no energy sector);2017;24.3;;22.4;0.5;2.4;;24.3;2.6;2.6;;2.6;2.6;;;;;;;18.6;3.1
4040;Total coal and coal products;Industry (no energy sector);2018;23.0;;24.4;0.4;-1.1;;23.0;2.7;2.7;;2.7;2.7;;;;;;;17.0;3.3
4041;Total coal and coal products;Industry (no energy sector);2019;20.2;;22.0;0.8;-0.9;;20.2;2.7;2.7;;2.7;2.7;;;;;;;14.5;3.0
4042;Total coal and coal products;Industry (no energy sector);2020 ;19.0;;19.8;2.3;1.6;;19.0;3.2;3.2;;3.2;3.2;;;;;;;13.1;2.8
4043;Total coal and coal products;Industry (no energy sector);2021;17.5;;89.4;69.8;-2.1;;17.5;2.4;2.4;;2.4;2.4;;;;;;;13.0;2.0
4044;Total coal and coal products;Industry (no energy sector);2022;18.6;;93.2;75.0;0.5;;18.6;2.1;2.1;;2.1;2.1;;;;;;;15.2;1.3
4045;Total coal and coal products;Industry (no energy sector);2023;17.2;;82.6;65.2;-0.2;;17.2;2.2;2.2;;2.2;2.2;;;;;;;13.7;1.3
4046;Total coal and coal products;Mining and quarrying, incl services;1990;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4047;Total coal and coal products;Mining and quarrying, incl services;1991;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4048;Total coal and coal products;Mining and quarrying, incl services;1992;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4049;Total coal and coal products;Mining and quarrying, incl services;1993;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4050;Total coal and coal products;Mining and quarrying, incl services;1994;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
4051;Total coal and coal products;Mining and quarrying, incl services;1995;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4052;Total coal and coal products;Mining and quarrying, incl services;1996;0.1;;0.1;;0.0;;0.1;;;;;;;;;;;;0.1;
4053;Total coal and coal products;Mining and quarrying, incl services;1997;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4054;Total coal and coal products;Mining and quarrying, incl services;1998;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4055;Total coal and coal products;Mining and quarrying, incl services;1999;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4056;Total coal and coal products;Mining and quarrying, incl services;2000;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4057;Total coal and coal products;Mining and quarrying, incl services;2001;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4058;Total coal and coal products;Mining and quarrying, incl services;2002;0.2;;0.2;;0.0;;0.2;;;;;;;;;;;;0.2;
4059;Total coal and coal products;Mining and quarrying, incl services;2003;0.2;;0.2;;0.0;;0.2;;;;;;;;;;;;0.2;
