ID;Geslacht;Leeftijd;Perioden;TotaalZelfdoding_1;Ongehuwd_2;Gehuwd_3;Verweduwd_4;Gescheiden_5;OphangenVerwurgen_6;MedicijnenEnOfAlcohol_7;VoorTreinOfMetro_8;Verdrinken_9;SpringenVanHoogte_10;OverigeWijzeVanZelfdoding_11;OnbekendeWijzeVanZelfdoding_12;PsychischeStoornissen_13;FysiekeStoornissen_14;HuiselijkeOmstandigheden_15;OverigMotiefVanZelfdoding_16;OnbekendMotiefVanZelfdoding_17;TotaalZelfdoding_18;Ongehuwd_19;Gehuwd_20;Verweduwd_21;Gescheiden_22
933;Mannen;30 tot 40 jaar;1995;225;136;58;1;30;104;33;25.0;9;22;31;1;80;4;37;44;60;17.3;32.9;7.1;55.9;42.8
934;Mannen;30 tot 40 jaar;1996;233;138;58;0;37;106;43;23.0;5;24;31;1;90;11;38;31;63;17.8;31.7;7.2;0.0;51.7
935;Mannen;30 tot 40 jaar;1997;235;131;63;1;40;111;37;17.0;10;19;40;1;102;6;32;27;68;17.8;28.7;8.0;55.3;55.4
936;Mannen;30 tot 40 jaar;1998;235;146;50;0;39;122;23;33.0;7;10;38;2;84;8;41;25;77;17.7;30.6;6.4;0.0;54.0
937;Mannen;30 tot 40 jaar;1999;219;139;53;0;27;102;37;22.0;4;22;32;0;100;10;38;26;45;16.4;27.9;6.9;0.0;37.6
938;Mannen;30 tot 40 jaar;2000;193;129;48;0;16;87;21;28.0;11;17;26;3;75;1;33;24;60;14.3;24.7;6.4;0.0;22.5
939;Mannen;30 tot 40 jaar;2001;236;154;56;1;25;109;27;27.0;10;25;37;1;105;2;32;27;70;17.5;28.3;7.7;62.0;35.1
940;Mannen;30 tot 40 jaar;2002;235;157;49;0;29;117;21;25.0;8;28;36;0;104;9;37;34;51;17.5;28.0;6.9;0.0;41.5
941;Mannen;30 tot 40 jaar;2003;201;123;50;0;28;107;21;25.0;4;21;21;2;89;5;28;22;57;15.3;21.6;7.4;0.0;42.1
942;Mannen;30 tot 40 jaar;2004;209;142;39;2;26;96;24;22.0;13;18;34;2;92;3;33;19;62;16.3;24.8;6.0;139.0;41.7
943;Mannen;30 tot 40 jaar;2005;188;129;37;2;20;87;27;25.0;11;15;23;0;80;2;38;20;48;15.1;22.5;6.0;153.4;34.4
944;Mannen;30 tot 40 jaar;2006;178;126;37;2;13;99;17;23.0;7;12;19;1;76;3;40;16;43;14.7;22.0;6.4;166.6;23.9
945;Mannen;30 tot 40 jaar;2007;155;107;31;0;17;67;24;24.0;2;15;22;1;67;3;32;14;39;13.2;18.7;5.7;0.0;33.3
946;Mannen;30 tot 40 jaar;2008;168;128;26;0;14;79;24;27.0;8;10;20;0;77;3;36;21;31;14.7;22.4;5.0;0.0;29.2
947;Mannen;30 tot 40 jaar;2009;144;106;25;0;13;74;18;20.0;3;12;17;0;68;4;21;17;34;13.0;18.7;5.1;0.0;27.1
948;Mannen;30 tot 40 jaar;2010;130;94;24;0;12;60;16;14.0;5;11;23;1;46;3;23;10;48;12.1;16.8;5.1;0.0;25.2
949;Mannen;30 tot 40 jaar;2011;154;117;21;0;16;75;19;25.0;5;13;17;0;70;3;18;15;48;14.6;20.9;4.7;0.0;36.4
950;Mannen;30 tot 40 jaar;2012;157;118;26;0;13;79;20;14.0;7;18;16;3;77;1;13;10;56;15.2;21.2;6.0;0.0;31.4
951;Mannen;30 tot 40 jaar;2013;164;121;30;0;13;93;23;14.0;5;15;12;2;77;2;19;12;54;16.2;21.7;7.2;0.0;32.7
952;Mannen;30 tot 40 jaar;2014;161;122;24;0;15;86;10;28.0;8;12;17;0;72;4;19;14;52;16.0;21.6;5.9;0.0;38.3
953;Mannen;30 tot 40 jaar;2015;157;120;25;0;12;74;21;22.0;9;12;19;0;72;3;22;18;42;15.5;20.9;6.3;0.0;30.7
954;Mannen;30 tot 40 jaar;2016;167;132;23;0;12;80;21;24.0;6;15;21;0;91;4;16;13;43;16.3;22.6;5.8;0.0;30.8
955;Mannen;30 tot 40 jaar;2017;142;102;29;0;11;77;12;17.0;5;6;24;1;87;6;20;6;23;13.7;17.1;7.2;0.0;28.2
956;Mannen;30 tot 40 jaar;2018;169;134;26;0;9;95;12;15.0;5;19;22;1;103;3;18;11;34;16.1;22.1;6.4;0.0;23.1
957;Mannen;30 tot 40 jaar;2019;155;112;29;0;14;89;14;18.0;5;11;18;0;80;3;31;17;24;14.5;18.0;7.1;0.0;36.0
958;Mannen;30 tot 40 jaar;2020;178;140;27;1;10;84;24;20.0;7;17;25;1;99;4;12;17;46;16.3;21.9;6.6;179.2;25.6
959;Mannen;30 tot 40 jaar;2021;175;140;25;1;9;106;11;16.0;3;15;24;0;100;3;16;20;36;15.7;21.2;6.1;176.8;23.3
960;Mannen;30 tot 40 jaar;2022;186;151;17;0;18;98;20;28.0;6;10;24;0;118;1;15;13;39;16.3;22.2;4.0;0.0;47.6
961;Mannen;30 tot 40 jaar;2023;194;148;35;0;11;96;21;26.0;6;20;25;0;120;2;17;20;35;16.6;21.1;8.1;0.0;29.6
962;Mannen;40 tot 50 jaar;1950;58;12;39;1;6;26;4;;6;1;20;1;22;3;3;8;22;9.6;20.7;7.3;18.0;73.0
963;Mannen;40 tot 50 jaar;1951;80;14;58;6;2;35;0;;13;1;29;2;0;0;0;0;80;13.0;24.4;10.7;115.0;23.6
964;Mannen;40 tot 50 jaar;1952;66;19;42;1;4;33;4;;4;2;18;5;0;0;0;0;66;10.6;33.5;7.6;20.3;45.7
965;Mannen;40 tot 50 jaar;1953;50;13;32;2;3;24;2;;10;0;9;5;0;0;0;0;50;8.0;23.1;5.8;42.0;33.4
966;Mannen;40 tot 50 jaar;1954;70;12;51;3;4;36;3;;8;0;19;4;0;0;0;0;70;11.1;21.6;9.1;66.0;43.6
967;Mannen;40 tot 50 jaar;1955;69;18;47;2;2;33;3;;10;1;19;3;26;9;1;8;25;10.8;32.9;8.3;45.7;21.5
968;Mannen;40 tot 50 jaar;1956;60;14;43;0;3;31;2;;5;2;18;2;0;0;0;0;60;9.3;26.1;7.5;0.0;32.0
969;Mannen;40 tot 50 jaar;1957;58;16;34;2;6;30;1;;10;1;12;4;25;5;3;7;18;9.0;30.3;5.9;48.8;64.5
970;Mannen;40 tot 50 jaar;1958;72;12;56;3;1;27;2;;12;1;25;5;0;0;0;0;72;11.1;23.2;9.6;75.4;10.8
971;Mannen;40 tot 50 jaar;1959;54;9;40;1;4;27;2;;9;0;13;3;0;0;0;0;54;8.4;17.8;6.9;25.6;43.4
972;Mannen;40 tot 50 jaar;1960;78;17;55;3;3;32;2;;18;2;21;3;0;0;0;0;78;11.9;33.8;9.3;78.5;36.4
973;Mannen;40 tot 50 jaar;1961;63;10;48;2;3;32;9;;7;1;14;0;0;0;0;0;63;9.5;19.6;8.0;52.9;40.5
974;Mannen;40 tot 50 jaar;1962;56;11;41;0;4;28;4;;10;1;10;3;22;5;4;7;18;8.3;21.5;6.7;0.0;53.5
975;Mannen;40 tot 50 jaar;1963;62;11;46;2;3;30;5;;10;1;11;5;0;0;0;0;62;9.1;21.3;7.4;53.2;39.8
976;Mannen;40 tot 50 jaar;1964;70;16;50;2;2;28;5;;9;3;18;7;0;0;0;0;70;10.1;30.7;7.9;53.7;26.2
977;Mannen;40 tot 50 jaar;1965;71;21;45;2;3;30;8;;10;2;18;3;40;4;2;7;18;10.1;40.0;7.1;54.3;38.6
978;Mannen;40 tot 50 jaar;1966;73;18;51;1;3;23;9;;13;0;19;9;0;0;0;0;73;10.3;34.1;7.9;26.8;37.8
979;Mannen;40 tot 50 jaar;1967;70;17;43;2;8;37;10;;7;1;12;3;33;5;2;3;27;9.8;31.9;6.6;52.5;95.5
980;Mannen;40 tot 50 jaar;1968;75;18;48;0;9;32;14;;13;1;8;7;0;0;0;0;75;10.3;33.2;7.3;0.0;99.7
981;Mannen;40 tot 50 jaar;1969;99;24;67;1;7;43;23;;19;1;13;0;46;9;3;8;33;13.4;43.1;10.0;24.7;71.4
982;Mannen;40 tot 50 jaar;1970;106;21;80;1;4;43;23;;18;6;16;0;54;5;2;12;33;14.2;36.7;11.9;24.2;37.8
983;Mannen;40 tot 50 jaar;1971;105;25;76;0;4;35;25;;20;4;21;0;50;8;3;7;37;14.0;42.9;11.2;0.0;35.1
984;Mannen;40 tot 50 jaar;1972;99;26;63;2;8;40;36;;7;3;13;0;56;1;5;5;32;13.1;43.8;9.3;47.7;63.4
985;Mannen;40 tot 50 jaar;1973;108;32;68;0;8;47;26;;8;4;23;0;61;4;4;4;35;14.3;52.8;10.0;0.0;55.7
986;Mannen;40 tot 50 jaar;1974;124;16;89;2;17;50;39;;11;6;18;0;55;5;5;10;49;16.3;25.8;13.2;46.1;103.0
987;Mannen;40 tot 50 jaar;1975;105;24;68;2;11;40;22;;10;7;26;0;42;7;10;7;39;13.7;38.0;10.0;45.7;58.8
988;Mannen;40 tot 50 jaar;1976;116;22;72;2;20;41;32;;20;5;18;0;50;7;5;6;48;15.0;34.2;10.6;45.2;94.5
989;Mannen;40 tot 50 jaar;1977;137;30;75;4;28;50;29;;20;5;33;0;64;5;7;9;52;17.6;45.7;11.0;88.4;116.0
990;Mannen;40 tot 50 jaar;1978;131;30;68;5;28;47;30;;16;7;31;0;58;6;8;7;52;16.7;44.8;9.9;108.2;103.1
991;Mannen;40 tot 50 jaar;1979;148;35;85;2;26;68;23;13.0;12;10;22;0;57;9;11;10;61;18.6;51.2;12.3;42.6;85.3
992;Mannen;40 tot 50 jaar;1980;133;32;84;2;15;68;11;12.0;16;1;25;0;58;10;7;12;46;16.5;45.9;12.0;42.5;43.9
993;Mannen;40 tot 50 jaar;1981;137;42;69;4;22;56;23;15.0;18;3;22;0;64;11;8;12;42;16.8;59.3;9.8;84.1;57.3
994;Mannen;40 tot 50 jaar;1982;159;37;96;3;23;71;23;19.0;13;6;27;0;76;4;11;12;56;19.2;53.0;13.5;63.7;53.8
995;Mannen;40 tot 50 jaar;1983;154;31;88;1;34;58;22;21.0;11;5;37;0;56;1;21;27;49;18.3;44.8;12.2;21.4;70.6
996;Mannen;40 tot 50 jaar;1984;174;42;97;2;33;71;31;19.0;16;10;27;0;73;5;36;21;39;20.1;58.8;13.2;41.6;60.2
997;Mannen;40 tot 50 jaar;1985;158;35;74;2;47;71;20;20.0;15;5;27;0;44;5;27;16;66;17.9;47.4;9.9;40.5;76.8
998;Mannen;40 tot 50 jaar;1986;154;30;85;4;35;61;18;13.0;15;10;37;0;36;3;22;11;82;16.7;38.5;11.0;80.0;51.4
999;Mannen;40 tot 50 jaar;1987;161;43;85;2;31;79;14;18.0;6;11;33;0;53;3;18;8;79;16.6;51.2;10.5;39.0;41.0
1000;Mannen;40 tot 50 jaar;1988;145;38;75;5;27;67;12;20.0;13;11;22;0;45;2;20;9;69;14.3;41.9;9.0;93.0;32.8
1001;Mannen;40 tot 50 jaar;1989;169;43;74;3;49;87;19;22.0;6;7;28;0;64;8;33;18;46;16.1;44.4;8.6;54.3;55.6
1002;Mannen;40 tot 50 jaar;1990;176;40;77;4;55;77;17;25.0;12;13;32;0;60;13;34;29;40;16.3;38.7;8.8;70.1;59.2
1003;Mannen;40 tot 50 jaar;1991;176;47;81;4;44;75;11;14.0;13;11;51;1;84;3;24;20;45;15.9;42.3;9.1;66.2;45.6
1004;Mannen;40 tot 50 jaar;1992;193;51;95;0;47;79;24;23.0;18;15;34;0;89;3;31;22;48;17.0;42.5;10.5;0.0;46.9
1005;Mannen;40 tot 50 jaar;1993;192;48;87;3;54;82;26;27.0;12;17;28;0;77;4;36;23;52;16.6;37.1;9.5;45.5;51.9
1006;Mannen;40 tot 50 jaar;1994;230;56;115;2;57;99;37;30.0;13;12;38;1;88;5;45;24;68;19.6;40.2;12.5;29.7;53.0
1007;Mannen;40 tot 50 jaar;1995;222;76;86;2;58;96;29;26.0;15;16;40;0;76;15;32;37;62;18.7;50.7;9.3;29.0;52.0
1008;Mannen;40 tot 50 jaar;1996;224;62;112;2;48;107;27;21.0;17;15;35;2;84;4;33;30;73;18.8;38.7;12.3;28.7;42.2
1009;Mannen;40 tot 50 jaar;1997;197;42;80;3;72;98;25;17.0;8;11;38;0;82;3;30;25;57;16.7;24.7;9.0;44.2;63.3
1010;Mannen;40 tot 50 jaar;1998;177;65;59;4;49;90;21;17.0;9;9;31;0;77;4;27;26;43;15.0;35.9;6.7;61.4;43.0
1011;Mannen;40 tot 50 jaar;1999;215;77;73;3;62;99;33;22.0;10;15;36;0;106;7;29;23;50;18.1;40.0;8.4;47.0;53.9
1012;Mannen;40 tot 50 jaar;2000;242;86;93;1;62;122;41;24.0;10;25;19;1;105;8;27;28;74;20.2;41.8;10.7;15.7;53.1
1013;Mannen;40 tot 50 jaar;2001;220;76;86;2;56;111;30;33.0;8;8;30;0;90;13;30;21;66;18.1;34.6;9.9;31.9;46.8
1014;Mannen;40 tot 50 jaar;2002;249;99;88;0;62;121;36;25.0;15;14;38;0;99;10;33;45;62;20.3;42.2;10.2;0.0;50.5
1015;Mannen;40 tot 50 jaar;2003;257;100;84;2;71;135;32;25.0;9;24;32;0;108;9;37;22;81;20.7;40.1;9.7;33.5;56.7
1016;Mannen;40 tot 50 jaar;2004;243;99;82;5;57;124;34;24.0;13;16;32;0;91;13;49;33;57;19.3;37.3;9.5;85.2;44.7
1017;Mannen;40 tot 50 jaar;2005;272;116;88;4;64;132;36;26.0;12;18;47;1;105;21;40;42;64;21.3;41.2;10.3;69.4;49.2
1018;Mannen;40 tot 50 jaar;2006;246;93;88;2;63;134;32;24.0;7;19;28;2;110;12;48;37;39;19.2;31.4;10.4;35.6;47.8
1019;Mannen;40 tot 50 jaar;2007;219;82;93;1;43;102;32;33.0;7;11;30;4;97;4;52;25;41;17.0;26.4;11.1;18.4;32.4
1020;Mannen;40 tot 50 jaar;2008;241;101;87;1;52;123;44;21.0;7;12;33;1;97;11;51;52;30;18.6;31.0;10.5;19.1;38.9
1021;Mannen;40 tot 50 jaar;2009;260;103;96;3;58;125;43;33.0;10;19;29;1;113;6;49;40;52;20.0;30.5;11.7;58.7;41.7
1022;Mannen;40 tot 50 jaar;2010;285;127;104;4;50;158;39;24.0;3;18;43;0;112;8;43;28;94;21.8;36.4;12.8;79.8;34.7
1023;Mannen;40 tot 50 jaar;2011;281;114;95;2;70;146;43;31.0;9;16;36;0;132;7;33;33;76;21.5;31.4;11.9;40.8;49.0
1024;Mannen;40 tot 50 jaar;2012;289;139;95;0;55;158;40;34.0;9;15;33;0;134;4;38;20;93;22.3;37.1;12.2;0.0;39.0
1025;Mannen;40 tot 50 jaar;2013;298;123;118;2;55;182;34;27.0;4;13;37;1;136;8;36;27;91;23.3;32.1;15.7;44.4;39.7
1026;Mannen;40 tot 50 jaar;2014;284;148;92;4;40;171;35;24.0;2;20;31;1;111;9;39;38;87;22.7;38.0;12.8;94.3;29.5
1027;Mannen;40 tot 50 jaar;2015;252;128;71;2;51;145;43;20.0;13;7;23;1;121;5;34;29;63;20.7;32.4;10.3;50.4;38.7
1028;Mannen;40 tot 50 jaar;2016;233;134;57;2;40;131;38;21.0;5;13;25;0;126;10;22;25;50;19.6;33.6;8.6;53.3;31.3
1029;Mannen;40 tot 50 jaar;2017;253;126;78;1;48;146;25;30.0;5;20;27;0;146;5;39;22;41;21.7;31.4;12.3;28.3;39.0
1030;Mannen;40 tot 50 jaar;2018;198;100;50;2;46;107;29;20.0;5;12;23;2;104;9;35;16;34;17.4;24.8;8.1;60.2;38.8
1031;Mannen;40 tot 50 jaar;2019;225;115;66;1;43;130;35;21.0;2;10;27;0;115;6;46;21;37;20.2;28.4;11.1;32.2;38.0
1032;Mannen;40 tot 50 jaar;2020;213;122;54;1;36;109;32;30.0;5;14;22;1;124;2;26;20;41;19.6;30.0;9.4;34.4;33.4
1033;Mannen;40 tot 50 jaar;2021;181;100;54;2;25;102;22;20.0;3;11;23;0;101;6;16;18;40;16.9;24.4;9.7;72.5;24.3
1034;Mannen;40 tot 50 jaar;2022;181;114;39;2;26;100;20;14.0;6;18;20;3;99;4;14;17;47;17.1;27.5;7.1;76.0;26.6
1035;Mannen;40 tot 50 jaar;2023;176;107;39;1;29;106;25;10.0;3;12;19;1;108;1;23;12;32;16.6;25.6;7.2;39.5;30.9
1036;Mannen;50 tot 60 jaar;1950;78;12;60;4;2;35;3;;12;2;19;7;30;7;1;16;24;16.6;33.0;14.5;26.3;36.6
1037;Mannen;50 tot 60 jaar;1951;80;21;50;7;2;48;2;;10;0;17;3;0;0;0;0;80;16.7;56.6;11.8;47.7;34.3
1038;Mannen;50 tot 60 jaar;1952;85;11;63;6;5;43;0;;12;2;25;3;0;0;0;0;85;17.3;29.0;14.5;42.0;80.1
1039;Mannen;50 tot 60 jaar;1953;98;23;67;5;3;44;2;;15;0;32;5;0;0;0;0;98;19.5;59.3;15.1;35.6;45.6
1040;Mannen;50 tot 60 jaar;1954;93;19;59;10;5;49;1;;8;0;33;2;0;0;0;0;93;18.2;47.9;13.1;73.0;72.7
1041;Mannen;50 tot 60 jaar;1955;91;17;63;7;4;43;3;;16;3;22;4;44;8;1;6;32;17.4;42.0;13.6;52.8;55.7
1042;Mannen;50 tot 60 jaar;1956;72;16;50;4;2;40;1;;13;0;14;4;0;0;0;0;72;13.5;38.9;10.6;31.4;26.7
1043;Mannen;50 tot 60 jaar;1957;74;14;48;10;2;35;2;;11;1;23;2;30;7;1;11;25;13.7;33.6;10.0;81.4;25.6
1044;Mannen;50 tot 60 jaar;1958;112;19;83;5;5;48;7;;21;0;27;9;0;0;0;0;112;20.3;45.0;17.0;41.6;60.9
1045;Mannen;50 tot 60 jaar;1959;89;27;53;7;2;39;5;;26;1;12;6;0;0;0;0;89;15.8;63.0;10.6;58.9;23.3
1046;Mannen;50 tot 60 jaar;1960;107;19;70;12;6;43;3;;21;0;36;4;0;0;0;0;107;18.7;43.7;13.7;102.0;74.4
1047;Mannen;50 tot 60 jaar;1961;102;20;70;10;2;49;3;;20;3;24;3;0;0;0;0;102;17.6;45.6;13.5;85.7;26.8
1048;Mannen;50 tot 60 jaar;1962;86;20;58;7;1;34;6;;17;2;22;5;39;12;1;11;23;14.7;45.5;11.1;60.5;12.9
1049;Mannen;50 tot 60 jaar;1963;107;22;76;8;1;57;7;;16;1;21;5;0;0;0;0;107;18.0;49.9;14.3;69.7;12.5
1050;Mannen;50 tot 60 jaar;1964;97;26;64;3;4;47;7;;16;1;24;2;0;0;0;0;97;16.2;59.2;11.9;26.3;49.1
1051;Mannen;50 tot 60 jaar;1965;104;20;71;9;4;58;8;;14;1;20;3;44;10;5;11;34;17.2;45.7;13.1;78.7;47.9
1052;Mannen;50 tot 60 jaar;1966;132;24;95;12;1;58;9;;29;3;22;11;0;0;0;0;132;21.7;55.4;17.4;104.1;11.7
1053;Mannen;50 tot 60 jaar;1967;88;18;58;4;8;38;7;;16;2;19;6;44;7;3;10;24;14.4;42.0;10.6;34.7;90.6
1054;Mannen;50 tot 60 jaar;1968;96;28;63;2;3;60;5;;11;1;15;4;0;0;0;0;96;15.7;66.4;11.5;17.4;32.9
1055;Mannen;50 tot 60 jaar;1969;115;22;85;6;2;59;22;;16;5;13;0;47;12;3;15;38;18.8;53.2;15.5;52.1;21.2
1056;Mannen;50 tot 60 jaar;1970;125;21;89;5;10;50;19;;28;5;23;0;54;11;6;19;35;20.2;51.3;16.0;43.1;100.9
1057;Mannen;50 tot 60 jaar;1971;139;25;99;6;9;66;32;;18;3;20;0;62;12;9;17;39;22.1;61.0;17.5;50.6;85.3
1058;Mannen;50 tot 60 jaar;1972;115;17;86;4;8;41;26;;31;4;13;0;51;9;6;12;37;18.0;41.4;15.0;32.9;69.9
1059;Mannen;50 tot 60 jaar;1973;133;25;93;5;10;64;26;;15;4;24;0;75;5;2;13;38;20.6;60.8;16.0;40.3;78.7
1060;Mannen;50 tot 60 jaar;1974;126;14;88;8;16;47;28;;19;1;30;1;53;18;9;13;33;19.3;33.9;15.0;63.2;112.9
1061;Mannen;50 tot 60 jaar;1975;137;22;98;10;7;58;31;;20;2;26;0;65;15;7;5;45;20.7;52.2;16.6;78.4;44.6
1062;Mannen;50 tot 60 jaar;1976;146;23;98;9;16;62;30;;23;11;20;0;54;16;5;8;63;21.8;53.3;16.4;70.3;92.3
1063;Mannen;50 tot 60 jaar;1977;138;24;91;3;20;54;27;;24;8;24;1;54;12;4;8;60;20.4;54.6;15.1;22.8;105.3
1064;Mannen;50 tot 60 jaar;1978;103;12;74;5;12;47;15;;16;6;19;0;39;10;6;7;41;15.0;26.5;12.2;36.7;57.7
1065;Mannen;50 tot 60 jaar;1979;146;30;101;4;11;71;18;8.0;25;6;18;0;67;9;5;8;57;20.9;64.2;16.4;28.4;48.3
1066;Mannen;50 tot 60 jaar;1980;133;28;78;6;21;51;24;13.0;25;4;15;1;73;10;4;7;39;18.9;58.0;12.6;41.8;84.9
1067;Mannen;50 tot 60 jaar;1981;139;28;90;7;14;66;18;10.0;19;4;22;0;58;20;9;8;44;19.6;56.5;14.6;48.9;52.2
1068;Mannen;50 tot 60 jaar;1982;135;19;92;8;16;58;23;11.0;12;7;24;0;54;13;14;10;44;19.0;38.0;14.9;56.5;54.1
1069;Mannen;50 tot 60 jaar;1983;153;32;91;4;26;72;18;14.0;17;6;26;0;49;7;17;25;55;21.4;63.4;14.7;28.6;79.4
1070;Mannen;50 tot 60 jaar;1984;169;33;100;7;29;82;26;15.0;20;8;18;0;67;6;26;21;49;23.5;64.4;16.2;50.1;80.6
1071;Mannen;50 tot 60 jaar;1985;145;37;77;7;24;70;20;12.0;14;5;24;0;58;9;13;13;52;20.1;70.9;12.5;49.8;60.9
1072;Mannen;50 tot 60 jaar;1986;146;32;81;3;30;76;19;13.0;14;8;16;0;46;7;14;12;67;20.1;60.4;13.1;21.5;70.0
1073;Mannen;50 tot 60 jaar;1987;139;26;74;4;35;74;13;12.0;13;4;23;0;45;5;13;12;64;18.9;48.3;11.9;29.0;75.8
1074;Mannen;50 tot 60 jaar;1988;137;32;75;6;24;53;18;19.0;15;9;23;0;53;5;14;10;55;18.5;58.6;12.0;43.7;48.4
1075;Mannen;50 tot 60 jaar;1989;153;28;84;9;32;63;18;22.0;13;13;24;0;58;6;31;17;41;20.4;50.8;13.4;65.7;60.2
1076;Mannen;50 tot 60 jaar;1990;119;21;66;6;26;61;9;11.0;17;3;18;0;43;8;14;18;36;15.6;37.9;10.4;43.8;45.9
1077;Mannen;50 tot 60 jaar;1991;150;27;85;6;32;62;11;16.0;18;10;33;0;64;13;20;15;38;19.5;48.4;13.3;43.4;53.5
1078;Mannen;50 tot 60 jaar;1992;132;26;69;5;32;61;12;13.0;16;10;20;0;67;6;14;11;34;16.9;46.1;10.7;35.7;50.7
1079;Mannen;50 tot 60 jaar;1993;145;30;73;3;39;67;19;9.0;11;10;29;0;76;5;17;22;25;18.2;52.3;11.1;21.0;58.3
1080;Mannen;50 tot 60 jaar;1994;151;39;81;3;28;79;13;15.0;16;4;24;0;69;10;18;15;39;18.4;65.9;12.0;20.6;39.1
1081;Mannen;50 tot 60 jaar;1995;137;28;75;7;27;60;12;14.0;16;8;27;0;43;15;16;22;41;16.3;45.9;10.9;47.4;35.4
1082;Mannen;50 tot 60 jaar;1996;149;23;69;4;53;81;18;14.0;6;7;21;2;56;13;11;30;39;17.0;35.6;9.7;26.0;64.4
1083;Mannen;50 tot 60 jaar;1997;139;31;74;6;28;66;16;16.0;14;5;21;1;68;8;15;18;30;15.0;44.3;9.9;37.5;31.1
1084;Mannen;50 tot 60 jaar;1998;156;29;80;9;38;80;24;17.0;14;6;15;0;55;18;22;25;36;16.1;38.6;10.3;55.5;39.2
1085;Mannen;50 tot 60 jaar;1999;163;38;80;2;43;70;18;23.0;12;10;30;0;65;7;17;24;50;16.3;47.3;10.0;12.0;41.8
1086;Mannen;50 tot 60 jaar;2000;172;37;78;6;51;81;14;17.0;20;7;31;2;68;13;13;22;56;16.7;43.1;9.5;34.9;47.3
1087;Mannen;50 tot 60 jaar;2001;181;33;90;5;53;85;24;23.0;18;8;22;1;83;12;17;19;50;17.1;35.7;10.8;28.3;46.8
1088;Mannen;50 tot 60 jaar;2002;193;43;105;9;36;109;19;23.0;10;11;20;1;86;11;28;22;46;17.8;43.0;12.4;49.4;30.3
1089;Mannen;50 tot 60 jaar;2003;193;39;98;3;53;104;24;16.0;10;13;25;1;93;14;24;16;46;17.5;36.1;11.5;16.2;43.0
1090;Mannen;50 tot 60 jaar;2004;218;57;90;6;65;122;31;20.0;12;7;25;1;95;18;34;33;38;19.5;48.9;10.5;32.1;51.0
1091;Mannen;50 tot 60 jaar;2005;242;62;103;8;69;126;23;27.0;16;12;38;0;97;17;30;30;68;21.3;49.4;12.0;42.5;52.4
1092;Mannen;50 tot 60 jaar;2006;210;55;94;8;53;110;33;15.0;13;9;28;2;93;15;30;33;39;18.5;41.0;11.1;43.4;39.3
1093;Mannen;50 tot 60 jaar;2007;198;52;76;10;60;99;30;28.0;15;5;21;0;77;11;31;33;46;17.6;36.5;9.1;56.8;44.1
1094;Mannen;50 tot 60 jaar;2008;209;63;75;6;65;118;33;15.0;8;12;23;0;100;14;26;36;33;18.6;41.4;9.2;35.4;47.1
1095;Mannen;50 tot 60 jaar;2009;242;68;102;6;66;127;26;28.0;10;15;36;0;106;11;31;30;64;21.4;42.7;12.6;36.2;45.7
1096;Mannen;50 tot 60 jaar;2010;260;74;114;9;63;147;34;27.0;13;10;28;1;105;11;21;27;96;22.8;44.5;14.1;55.2;41.5
1097;Mannen;50 tot 60 jaar;2011;252;67;116;11;58;146;34;21.0;13;9;29;0;108;9;32;30;73;21.8;37.8;14.4;68.7;37.0
1098;Mannen;50 tot 60 jaar;2012;285;93;115;10;67;161;44;18.0;13;12;37;0;143;11;26;36;69;24.3;49.5;14.3;63.7;41.4
1099;Mannen;50 tot 60 jaar;2013;319;87;146;6;80;189;34;22.0;13;18;42;1;154;14;30;31;90;26.9;43.7;18.1;39.2;47.8
1100;Mannen;50 tot 60 jaar;2014;346;117;136;10;83;188;52;27.0;16;25;36;2;148;20;29;58;91;28.7;55.2;16.9;67.1;47.8
1101;Mannen;50 tot 60 jaar;2015;314;97;110;8;99;167;50;31.0;11;11;44;0;157;14;27;33;83;25.7;43.1;13.7;54.8;55.0
1102;Mannen;50 tot 60 jaar;2016;306;90;123;5;88;178;35;19.0;10;17;47;0;158;20;40;33;55;24.8;37.9;15.4;34.9;47.6
1103;Mannen;50 tot 60 jaar;2017;328;133;106;7;82;183;50;32.0;10;17;35;1;174;27;42;29;56;26.3;53.3;13.4;50.3;43.5
1104;Mannen;50 tot 60 jaar;2018;271;81;115;1;74;145;41;20.0;9;13;42;1;150;14;33;27;47;21.6;30.9;14.6;7.4;38.7
1105;Mannen;50 tot 60 jaar;2019;263;97;105;7;54;135;35;22.0;6;20;42;3;125;17;32;39;50;20.8;35.1;13.4;53.2;28.1
1106;Mannen;50 tot 60 jaar;2020;276;100;104;5;67;144;46;27.0;8;11;40;0;154;8;28;34;52;21.7;34.3;13.4;39.2;34.6
1107;Mannen;50 tot 60 jaar;2021;305;109;103;6;87;158;37;24.0;15;19;51;1;170;17;31;33;54;23.9;35.7;13.4;48.2;44.9
1108;Mannen;50 tot 60 jaar;2022;284;116;100;6;62;158;28;21.0;7;21;46;3;160;13;25;26;60;22.3;36.6;13.2;49.4;32.6
1109;Mannen;50 tot 60 jaar;2023;269;120;91;5;53;137;45;24.0;9;15;36;3;163;13;25;31;37;21.3;36.8;12.3;42.8;28.8
1110;Mannen;60 tot 70 jaar;1950;75;15;40;19;1;43;4;;11;1;12;4;19;10;1;15;30;22.7;53.0;15.2;53.0;28.7
