ID;Geslacht;Leeftijd;Perioden;TotaalZelfdoding_1;Ongehuwd_2;Gehuwd_3;Verweduwd_4;Gescheiden_5;OphangenVerwurgen_6;MedicijnenEnOfAlcohol_7;VoorTreinOfMetro_8;Verdrinken_9;SpringenVanHoogte_10;OverigeWijzeVanZelfdoding_11;OnbekendeWijzeVanZelfdoding_12;PsychischeStoornissen_13;FysiekeStoornissen_14;HuiselijkeOmstandigheden_15;OverigMotiefVanZelfdoding_16;OnbekendMotiefVanZelfdoding_17;TotaalZelfdoding_18;Ongehuwd_19;Gehuwd_20;Verweduwd_21;Gescheiden_22
624;Totaal mannen en vrouwen;80 jaar of ouder;1982;101;15;29;57;0;38;8;3.0;30;13;9;0;33;13;1;4;50;29.7;43.3;31.2;27.7;0.0
625;Totaal mannen en vrouwen;80 jaar of ouder;1983;112;7;29;72;4;48;15;1.0;27;16;5;0;40;11;5;8;48;31.9;19.8;30.4;33.8;52.6
626;Totaal mannen en vrouwen;80 jaar of ouder;1984;99;12;26;59;2;40;16;2.0;21;16;4;0;39;9;2;3;46;27.2;32.6;26.4;26.7;24.4
627;Totaal mannen en vrouwen;80 jaar of ouder;1985;92;9;22;59;2;37;12;1.0;19;14;9;0;34;10;1;4;43;24.4;23.6;21.7;25.9;22.3
628;Totaal mannen en vrouwen;80 jaar of ouder;1986;93;10;23;55;5;40;11;1.0;20;15;6;0;28;10;2;1;52;24.0;25.4;22.1;23.5;52.6
629;Totaal mannen en vrouwen;80 jaar of ouder;1987;81;9;22;49;1;37;12;1.0;16;9;6;0;20;10;0;7;44;20.3;22.2;20.6;20.3;10.1
630;Totaal mannen en vrouwen;80 jaar of ouder;1988;105;6;18;77;4;44;15;3.0;24;13;6;0;29;12;5;4;55;25.5;14.4;16.3;30.8;38.1
631;Totaal mannen en vrouwen;80 jaar of ouder;1989;70;12;15;40;3;26;10;4.0;15;8;7;0;19;9;2;3;37;16.5;28.4;13.3;15.6;27.2
632;Totaal mannen en vrouwen;80 jaar of ouder;1990;100;10;19;69;2;38;20;3.0;21;11;7;0;33;22;4;8;33;23.1;23.3;16.6;26.1;17.5
633;Totaal mannen en vrouwen;80 jaar of ouder;1991;107;7;33;64;3;43;10;2.0;21;19;12;0;29;24;8;12;34;24.3;16.1;28.4;23.8;25.2
634;Totaal mannen en vrouwen;80 jaar of ouder;1992;103;3;22;70;8;30;26;4.0;19;14;10;0;36;16;3;8;40;22.9;6.8;18.5;25.5;63.2
635;Totaal mannen en vrouwen;80 jaar of ouder;1993;86;9;18;50;9;32;18;1.0;16;10;9;0;37;11;0;6;32;18.7;20.3;14.7;17.8;67.1
636;Totaal mannen en vrouwen;80 jaar of ouder;1994;90;8;23;56;3;39;14;1.0;21;6;8;1;33;20;2;6;29;19.1;18.1;18.2;19.6;21.1
637;Totaal mannen en vrouwen;80 jaar of ouder;1995;82;7;24;45;6;29;16;0.0;18;10;9;0;22;25;5;8;22;17.1;16.0;18.5;15.5;39.9
638;Totaal mannen en vrouwen;80 jaar of ouder;1996;96;8;20;61;7;41;22;1.0;14;11;6;1;20;26;3;14;33;19.8;18.5;15.1;20.8;43.9
639;Totaal mannen en vrouwen;80 jaar of ouder;1997;101;13;23;62;3;48;13;0.0;20;8;11;1;21;36;3;9;32;20.6;30.5;17.0;21.0;17.9
640;Totaal mannen en vrouwen;80 jaar of ouder;1998;101;4;24;66;7;39;15;3.0;21;9;11;3;25;28;3;12;33;20.4;9.6;17.5;22.3;35.1
641;Totaal mannen en vrouwen;80 jaar of ouder;1999;91;5;21;57;8;30;25;2.0;17;12;5;0;32;19;2;6;32;18.3;12.2;15.1;19.1;39.7
642;Totaal mannen en vrouwen;80 jaar of ouder;2000;90;8;18;58;6;32;20;5.0;16;7;10;0;31;21;1;6;31;17.7;19.9;12.4;19.0;33.2
643;Totaal mannen en vrouwen;80 jaar of ouder;2001;78;1;21;48;8;31;16;5.0;12;8;6;0;25;23;4;7;19;14.9;2.5;13.8;15.4;41.9
644;Totaal mannen en vrouwen;80 jaar of ouder;2002;89;7;15;58;9;39;20;0.0;16;9;5;0;32;17;7;6;27;16.5;17.6;9.4;18.2;44.9
645;Totaal mannen en vrouwen;80 jaar of ouder;2003;92;6;19;62;5;34;25;2.0;7;14;10;0;33;30;0;7;22;16.7;15.2;11.4;19.1;23.8
646;Totaal mannen en vrouwen;80 jaar of ouder;2004;88;5;21;52;10;35;18;2.0;13;12;8;0;28;28;3;10;19;15.5;12.6;12.1;15.7;45.3
647;Totaal mannen en vrouwen;80 jaar of ouder;2005;80;9;28;39;4;36;16;0.0;11;13;3;1;22;26;4;12;16;13.8;22.7;15.5;11.6;17.3
648;Totaal mannen en vrouwen;80 jaar of ouder;2006;89;11;18;51;9;36;13;4.0;15;13;6;2;25;29;5;14;16;15.0;27.7;9.6;14.9;37.2
649;Totaal mannen en vrouwen;80 jaar of ouder;2007;68;8;24;34;2;28;19;4.0;9;7;1;0;27;22;5;6;8;11.2;20.1;12.3;9.8;7.9
650;Totaal mannen en vrouwen;80 jaar of ouder;2008;73;5;20;44;4;22;18;2.0;12;13;5;1;20;19;2;12;20;11.7;12.5;9.8;12.5;14.9
651;Totaal mannen en vrouwen;80 jaar of ouder;2009;91;12;23;49;7;41;21;3.0;15;6;5;0;32;25;7;8;19;14.2;29.9;10.8;13.7;24.7
652;Totaal mannen en vrouwen;80 jaar of ouder;2010;84;4;18;52;10;28;23;2.0;17;10;4;0;27;17;2;4;34;12.8;9.9;8.1;14.3;33.2
653;Totaal mannen en vrouwen;80 jaar of ouder;2011;84;5;32;39;8;29;25;1.0;10;14;5;0;24;23;4;8;25;12.4;12.3;13.7;10.5;25.0
654;Totaal mannen en vrouwen;80 jaar of ouder;2012;88;5;27;51;5;26;34;4.0;11;8;5;0;35;20;4;7;22;12.7;12.3;11.0;13.6;14.7
655;Totaal mannen en vrouwen;80 jaar of ouder;2013;100;9;23;62;6;39;26;2.0;10;15;8;0;39;19;2;7;33;14.1;22.2;9.0;16.4;16.6
656;Totaal mannen en vrouwen;80 jaar of ouder;2014;92;3;26;57;6;33;27;3.0;15;9;5;0;31;24;1;13;23;12.7;7.4;9.8;14.9;15.6
657;Totaal mannen en vrouwen;80 jaar of ouder;2015;109;5;40;51;13;47;29;3.0;14;7;9;0;44;23;5;8;29;14.7;12.4;14.5;13.3;31.7
658;Totaal mannen en vrouwen;80 jaar of ouder;2016;124;6;29;73;16;34;51;6.0;15;14;4;0;33;42;2;17;30;16.4;15.0;10.1;18.9;36.6
659;Totaal mannen en vrouwen;80 jaar of ouder;2017;112;6;31;64;11;36;32;4.0;14;10;15;1;39;35;5;14;19;14.5;15.2;10.4;16.5;23.6
660;Totaal mannen en vrouwen;80 jaar of ouder;2018;109;8;36;55;10;37;36;0.0;13;17;5;1;44;31;7;11;16;13.8;20.5;11.6;14.1;20.0
661;Totaal mannen en vrouwen;80 jaar of ouder;2019;114;9;31;64;10;33;23;1.0;19;17;21;0;43;31;6;15;19;14.1;23.2;9.5;16.3;18.5
662;Totaal mannen en vrouwen;80 jaar of ouder;2020;125;5;35;70;15;37;40;0.0;14;16;18;0;57;24;5;10;29;15.1;13.0;10.4;17.7;25.7
663;Totaal mannen en vrouwen;80 jaar of ouder;2021;135;12;36;58;29;50;31;4.0;9;14;26;1;57;21;4;14;39;16.0;31.6;10.3;14.6;46.5
664;Totaal mannen en vrouwen;80 jaar of ouder;2022;120;6;32;66;16;36;30;2.0;14;14;23;1;50;26;2;19;23;13.9;15.9;8.9;16.5;24.1
665;Totaal mannen en vrouwen;80 jaar of ouder;2023;110;7;27;56;20;32;20;3.0;23;8;24;0;47;23;2;18;20;12.4;18.4;7.2;13.9;28.3
666;Mannen;Totaal alle leeftijden;1950;373;103;188;70;12;186;15;;51;11;90;20;120;34;7;56;156;7.4;3.8;8.8;50.4;40.7
667;Mannen;Totaal alle leeftijden;1951;405;109;213;77;6;190;11;;73;6;110;15;0;0;0;0;405;7.9;3.9;9.8;55.3;20.0
668;Mannen;Totaal alle leeftijden;1952;424;112;221;76;15;217;9;;51;7;119;21;0;0;0;0;424;8.2;4.0;9.9;54.4;49.2
669;Mannen;Totaal alle leeftijden;1953;443;118;230;82;13;217;11;;75;4;108;28;0;0;0;0;443;8.5;4.2;10.2;58.3;42.1
670;Mannen;Totaal alle leeftijden;1954;435;117;235;69;14;215;13;;52;6;132;17;0;0;0;0;435;8.2;4.2;10.2;49.0;44.9
671;Mannen;Totaal alle leeftijden;1955;402;103;212;78;9;191;13;;69;10;102;17;171;41;7;38;145;7.5;3.6;9.0;55.4;28.6
672;Mannen;Totaal alle leeftijden;1956;384;101;217;59;7;207;10;;60;6;86;15;0;0;0;0;384;7.1;3.5;9.1;41.9;22.0
673;Mannen;Totaal alle leeftijden;1957;403;113;195;85;10;193;13;;61;8;108;20;155;46;10;41;151;7.3;3.9;8.0;60.3;31.0
674;Mannen;Totaal alle leeftijden;1958;475;118;263;78;16;201;13;;93;8;127;33;0;0;0;0;475;8.5;4.0;10.6;55.3;48.8
675;Mannen;Totaal alle leeftijden;1959;488;136;244;92;16;220;17;;85;10;129;27;0;0;0;0;488;8.6;4.6;9.6;65.2;47.8
676;Mannen;Totaal alle leeftijden;1960;468;119;239;92;18;206;20;;85;9;123;25;0;0;0;0;468;8.2;4.0;9.3;65.1;56.9
677;Mannen;Totaal alle leeftijden;1961;496;122;272;90;12;220;29;;94;16;124;13;0;0;0;0;496;8.6;4.0;10.4;63.5;40.1
678;Mannen;Totaal alle leeftijden;1962;467;140;231;80;16;210;30;;66;12;124;25;173;56;16;55;167;7.9;4.6;8.7;56.3;52.1
679;Mannen;Totaal alle leeftijden;1963;468;131;246;81;10;228;34;;68;9;107;22;0;0;0;0;468;7.8;4.2;9.1;57.1;31.9
680;Mannen;Totaal alle leeftijden;1964;494;153;241;86;14;213;38;;76;12;125;30;0;0;0;0;494;8.2;4.9;8.8;60.6;43.4
681;Mannen;Totaal alle leeftijden;1965;524;156;260;93;15;250;43;;86;12;104;29;217;58;19;41;189;8.5;4.9;9.3;65.2;45.0
682;Mannen;Totaal alle leeftijden;1966;553;149;300;91;13;249;47;;97;14;96;50;0;0;0;0;553;8.9;4.7;10.5;63.6;37.5
683;Mannen;Totaal alle leeftijden;1967;498;158;240;77;23;229;52;;87;23;73;34;203;54;12;46;183;7.9;5.0;8.2;53.6;63.0
684;Mannen;Totaal alle leeftijden;1968;505;159;249;75;22;248;62;;77;15;73;30;0;0;0;0;505;8.0;5.0;8.4;52.0;56.5
685;Mannen;Totaal alle leeftijden;1969;582;170;307;83;22;270;117;;79;29;87;0;235;69;16;66;196;9.1;5.3;10.1;57.4;52.5
686;Mannen;Totaal alle leeftijden;1970;647;186;345;90;26;296;115;;113;32;91;0;291;78;25;63;190;9.9;5.8;11.1;61.9;57.9
687;Mannen;Totaal alle leeftijden;1971;644;206;331;83;24;273;133;;98;27;113;0;273;80;22;54;215;9.8;6.4;10.4;56.9;49.5
688;Mannen;Totaal alle leeftijden;1972;663;197;346;83;37;265;163;;93;29;113;0;292;71;26;56;218;10.0;6.1;10.7;56.6;68.7
689;Mannen;Totaal alle leeftijden;1973;662;219;345;61;37;282;123;;79;43;134;1;350;36;20;47;209;9.9;6.8;10.6;41.4;60.2
690;Mannen;Totaal alle leeftijden;1974;743;211;403;68;61;315;151;;93;54;129;1;348;65;37;62;231;11.0;6.5;12.2;46.0;86.5
691;Mannen;Totaal alle leeftijden;1975;736;256;345;87;48;293;135;;108;51;149;0;306;71;40;48;271;10.8;7.9;10.3;59.5;59.0
692;Mannen;Totaal alle leeftijden;1976;813;252;391;100;70;336;148;;120;60;147;2;333;69;23;39;349;11.9;7.8;11.6;69.2;75.0
693;Mannen;Totaal alle leeftijden;1977;794;271;352;87;84;354;131;;113;47;148;1;354;69;21;39;311;11.5;8.3;10.4;60.0;80.2
694;Mannen;Totaal alle leeftijden;1978;769;262;340;87;80;334;113;;86;64;172;0;296;72;34;53;314;11.1;8.0;10.0;59.6;69.0
695;Mannen;Totaal alle leeftijden;1979;821;264;392;88;77;371;96;67.0;105;65;117;0;319;70;35;61;336;11.8;8.0;11.5;60.0;60.3
696;Mannen;Totaal alle leeftijden;1980;901;322;395;100;84;396;112;92.0;126;65;109;1;412;66;31;64;328;12.8;9.7;11.5;67.8;59.7
697;Mannen;Totaal alle leeftijden;1981;865;302;392;87;84;365;122;91.0;104;54;129;0;351;99;50;54;311;12.2;9.1;11.4;58.8;54.0
698;Mannen;Totaal alle leeftijden;1982;923;305;442;95;81;405;114;99.0;94;65;146;0;411;71;52;52;337;13.0;9.2;12.8;64.3;47.6
699;Mannen;Totaal alle leeftijden;1983;1039;357;470;101;111;428;122;125.0;122;77;165;0;428;53;110;118;330;14.6;10.7;13.6;68.5;59.6
700;Mannen;Totaal alle leeftijden;1984;1083;395;458;95;135;470;137;111.0;107;99;159;0;432;48;140;95;368;15.2;11.8;13.3;64.2;65.7
701;Mannen;Totaal alle leeftijden;1985;1048;411;399;88;150;472;125;118.0;94;76;163;0;328;59;119;81;461;14.6;12.2;11.6;59.2;67.1
702;Mannen;Totaal alle leeftijden;1986;998;373;396;87;142;451;108;108.0;91;84;155;1;312;50;112;46;478;13.9;11.0;11.5;58.5;59.8
703;Mannen;Totaal alle leeftijden;1987;995;386;394;89;126;467;101;115.0;74;77;160;1;300;49;83;62;501;13.7;11.3;11.4;59.7;50.9
704;Mannen;Totaal alle leeftijden;1988;965;372;368;107;118;405;90;119.0;106;92;152;1;325;45;115;48;432;13.2;10.8;10.6;71.3;45.8
705;Mannen;Totaal alle leeftijden;1989;953;402;343;77;131;418;95;131.0;73;95;141;0;394;52;134;84;289;13.0;11.7;9.9;51.0;49.1
706;Mannen;Totaal alle leeftijden;1990;909;376;310;83;140;416;76;111.0;86;86;134;0;345;74;136;98;256;12.3;10.8;8.9;54.6;50.9
707;Mannen;Totaal alle leeftijden;1991;1033;427;381;95;130;428;91;110.0;90;97;216;1;434;84;133;93;289;13.9;12.2;10.8;61.9;46.0
708;Mannen;Totaal alle leeftijden;1992;1041;426;383;84;148;433;114;146.0;92;91;165;0;483;43;109;97;309;13.9;12.1;10.8;54.2;50.9
709;Mannen;Totaal alle leeftijden;1993;1020;442;354;67;157;442;118;140.0;72;87;161;0;493;36;131;106;254;13.5;12.4;10.0;42.8;52.1
710;Mannen;Totaal alle leeftijden;1994;1084;443;425;76;140;506;135;139.0;87;55;161;1;479;63;144;93;305;14.3;12.3;12.0;48.5;44.7
711;Mannen;Totaal alle leeftijden;1995;1000;446;348;61;145;448;116;118.0;70;88;159;1;344;89;130;153;284;13.1;12.3;9.8;38.9;44.4
712;Mannen;Totaal alle leeftijden;1996;1043;438;359;79;167;502;137;111.0;58;82;143;10;361;93;114;158;317;13.6;12.0;10.2;49.9;49.2
713;Mannen;Totaal alle leeftijden;1997;1042;436;357;79;170;484;132;112.0;72;76;156;10;419;70;122;116;315;13.5;11.8;10.1;49.4;48.5
714;Mannen;Totaal alle leeftijden;1998;1002;440;299;90;173;497;113;117.0;74;61;132;8;394;75;134;136;263;12.9;11.8;8.5;56.4;47.9
715;Mannen;Totaal alle leeftijden;1999;1015;444;324;71;176;468;129;115.0;70;82;148;3;456;57;124;107;271;13.0;11.8;9.2;44.4;47.5
716;Mannen;Totaal alle leeftijden;2000;999;434;329;80;156;489;110;115.0;80;81;117;7;389;67;108;118;317;12.7;11.4;9.3;49.2;41.1
717;Mannen;Totaal alle leeftijden;2001;1010;423;342;70;175;460;115;126.0;74;89;142;4;406;71;102;121;310;12.7;11.0;9.7;42.6;44.7
718;Mannen;Totaal alle leeftijden;2002;1062;475;358;62;167;520;126;114.0;64;95;140;3;446;71;136;145;264;13.3;12.2;10.1;37.4;41.5
719;Mannen;Totaal alle leeftijden;2003;1016;426;338;55;197;527;105;104.0;54;95;124;7;436;63;118;98;301;12.7;10.8;9.6;32.9;48.1
720;Mannen;Totaal alle leeftijden;2004;1022;459;315;65;183;504;127;112.0;65;76;134;4;414;84;143;142;239;12.7;11.6;9.0;38.5;43.9
721;Mannen;Totaal alle leeftijden;2005;1073;489;332;60;192;528;132;127.0;67;75;142;2;414;86;150;140;283;13.3;12.3;9.5;35.3;45.2
722;Mannen;Totaal alle leeftijden;2006;1046;458;326;81;181;532;125;117.0;59;92;113;8;447;100;163;133;203;12.9;11.4;9.4;47.3;41.9
723;Mannen;Totaal alle leeftijden;2007;943;398;315;63;167;433;136;143.0;51;61;112;7;399;66;149;131;198;11.6;9.9;9.1;36.5;37.9
724;Mannen;Totaal alle leeftijden;2008;988;455;306;59;168;503;147;99.0;60;68;108;3;433;67;154;155;179;12.1;11.2;8.9;33.9;37.4
725;Mannen;Totaal alle leeftijden;2009;1064;468;342;65;189;518;130;139.0;54;77;143;3;461;77;148;127;251;13.0;11.4;9.9;36.9;40.1
726;Mannen;Totaal alle leeftijden;2010;1124;485;375;80;184;569;134;129.0;63;85;141;3;444;51;116;92;421;13.7;11.8;10.9;44.8;37.3
727;Mannen;Totaal alle leeftijden;2011;1136;497;376;65;198;559;148;151.0;65;85;128;0;506;62;121;127;320;13.7;12.0;11.0;35.9;39.5
728;Mannen;Totaal alle leeftijden;2012;1186;558;372;67;189;590;161;129.0;70;88;145;3;544;58;109;118;357;14.3;13.4;10.9;36.5;37.0
729;Mannen;Totaal alle leeftijden;2013;1308;549;454;75;230;730;142;125.0;62;91;151;7;586;69;116;105;432;15.7;13.0;13.3;40.3;44.1
730;Mannen;Totaal alle leeftijden;2014;1250;567;420;73;190;659;162;128.0;67;91;140;3;520;82;119;153;376;15.0;13.4;12.4;38.7;35.6
731;Mannen;Totaal alle leeftijden;2015;1280;557;383;87;253;653;191;144.0;66;77;147;2;588;80;131;128;353;15.2;13.0;11.4;45.4;46.3
732;Mannen;Totaal alle leeftijden;2016;1279;583;393;74;229;660;180;140.0;64;93;141;1;658;109;108;113;291;15.1;13.5;11.7;38.1;41.1
733;Mannen;Totaal alle leeftijden;2017;1304;625;370;82;227;700;161;142.0;68;78;153;2;701;112;145;110;236;15.3;14.3;11.0;41.6;40.0
734;Mannen;Totaal alle leeftijden;2018;1176;557;356;63;200;606;151;119.0;55;91;149;5;648;98;125;91;214;13.7;12.6;10.6;31.5;34.7
735;Mannen;Totaal alle leeftijden;2019;1232;560;383;101;188;637;157;129.0;57;95;153;4;608;105;154;152;213;14.3;12.5;11.4;49.8;32.2
736;Mannen;Totaal alle leeftijden;2020;1228;591;354;82;201;605;179;131.0;52;83;176;2;663;72;91;117;285;14.2;13.1;10.6;40.0;34.0
737;Mannen;Totaal alle leeftijden;2021;1295;647;347;81;220;663;135;133.0;54;93;212;5;699;75;95;143;283;14.9;14.2;10.4;39.0;36.9
738;Mannen;Totaal alle leeftijden;2022;1315;685;347;87;196;666;155;144.0;61;109;173;7;723;76;94;115;307;14.9;14.8;10.4;41.3;32.9
739;Mannen;Totaal alle leeftijden;2023;1304;664;367;75;198;656;170;132.0;72;100;165;9;750;93;100;135;226;14.7;14.1;10.9;35.1;33.2
740;Mannen;Jonger dan 20  jaar;1950;16;16;0;0;0;9;1;;1;0;3;2;3;0;0;0;13;0.8;0.8;0.0;0.0;0.0
741;Mannen;Jonger dan 20  jaar;1951;10;10;0;0;0;8;0;;1;1;0;0;0;0;0;0;10;0.5;0.5;0.0;0.0;0.0
742;Mannen;Jonger dan 20  jaar;1952;9;9;0;0;0;5;0;;0;0;3;1;0;0;0;0;9;0.5;0.5;0.0;0.0;0.0
743;Mannen;Jonger dan 20  jaar;1953;12;11;1;0;0;8;0;;1;0;1;2;0;0;0;0;12;0.6;0.5;114.4;0.0;0.0
744;Mannen;Jonger dan 20  jaar;1954;14;13;1;0;0;8;0;;1;0;2;3;0;0;0;0;14;0.7;0.6;112.2;0.0;0.0
745;Mannen;Jonger dan 20  jaar;1955;6;6;0;0;0;3;0;;0;0;3;0;2;1;0;0;3;0.3;0.3;0.0;0.0;0.0
746;Mannen;Jonger dan 20  jaar;1956;12;12;0;0;0;5;1;;1;0;4;1;0;0;0;0;12;0.6;0.6;0.0;0.0;0.0
747;Mannen;Jonger dan 20  jaar;1957;10;10;0;0;0;9;0;;0;0;1;0;4;0;0;0;6;0.5;0.5;0.0;0.0;0.0
748;Mannen;Jonger dan 20  jaar;1958;12;12;0;0;0;5;0;;1;0;4;2;0;0;0;0;12;0.6;0.6;0.0;0.0;0.0
749;Mannen;Jonger dan 20  jaar;1959;15;15;0;0;0;7;1;;2;0;4;1;0;0;0;0;15;0.7;0.7;0.0;0.0;0.0
750;Mannen;Jonger dan 20  jaar;1960;13;13;0;0;0;5;0;;3;0;4;1;0;0;0;0;13;0.6;0.6;0.0;0.0;0.0
751;Mannen;Jonger dan 20  jaar;1961;10;10;0;0;0;6;1;;0;0;2;1;0;0;0;0;10;0.4;0.4;0.0;0.0;0.0
752;Mannen;Jonger dan 20  jaar;1962;19;19;0;0;0;11;3;;2;0;2;1;2;0;2;0;15;0.8;0.8;0.0;0.0;0.0
753;Mannen;Jonger dan 20  jaar;1963;21;21;0;0;0;8;2;;1;0;7;3;0;0;0;0;21;0.9;0.9;0.0;0.0;0.0
754;Mannen;Jonger dan 20  jaar;1964;25;25;0;0;0;7;3;;1;0;10;4;0;0;0;0;25;1.1;1.1;0.0;0.0;0.0
755;Mannen;Jonger dan 20  jaar;1965;14;14;0;0;0;4;2;;5;0;2;1;4;0;2;0;8;0.6;0.6;0.0;0.0;0.0
756;Mannen;Jonger dan 20  jaar;1966;27;27;0;0;0;13;1;;3;1;5;4;0;0;0;0;27;1.1;1.1;0.0;0.0;0.0
757;Mannen;Jonger dan 20  jaar;1967;25;25;0;0;0;16;0;;2;2;3;2;9;1;1;0;14;1.0;1.1;0.0;0.0;0.0
758;Mannen;Jonger dan 20  jaar;1968;20;20;0;0;0;7;5;;1;1;5;1;0;0;0;0;20;0.8;0.8;0.0;0.0;0.0
759;Mannen;Jonger dan 20  jaar;1969;27;27;0;0;0;12;6;;1;2;6;0;6;3;3;0;15;1.1;1.1;0.0;0.0;0.0
760;Mannen;Jonger dan 20  jaar;1970;27;27;0;0;0;17;5;;1;1;3;0;13;0;1;0;13;1.1;1.1;0.0;0.0;0.0
761;Mannen;Jonger dan 20  jaar;1971;28;28;0;0;0;11;4;;3;2;8;0;7;0;1;3;17;1.2;1.2;0.0;0.0;0.0
762;Mannen;Jonger dan 20  jaar;1972;23;23;0;0;0;10;4;;0;5;4;0;13;0;0;0;10;1.0;1.0;0.0;0.0;0.0
763;Mannen;Jonger dan 20  jaar;1973;27;27;0;0;0;17;3;;0;1;6;0;9;0;0;1;17;1.1;1.1;0.0;0.0;0.0
764;Mannen;Jonger dan 20  jaar;1974;44;44;0;0;0;26;7;;1;3;7;0;15;0;3;2;24;1.8;1.8;0.0;0.0;0.0
765;Mannen;Jonger dan 20  jaar;1975;35;35;0;0;0;17;5;;1;4;8;0;14;0;1;2;18;1.5;1.5;0.0;0.0;0.0
766;Mannen;Jonger dan 20  jaar;1976;24;24;0;0;0;13;4;;0;2;5;0;5;0;0;0;19;1.0;1.0;0.0;0.0;0.0
767;Mannen;Jonger dan 20  jaar;1977;34;34;0;0;0;21;0;;2;3;8;0;14;0;1;0;19;1.5;1.5;0.0;0.0;0.0
768;Mannen;Jonger dan 20  jaar;1978;35;35;0;0;0;18;5;;0;1;11;0;13;1;3;0;18;1.5;1.5;0.0;0.0;0.0
769;Mannen;Jonger dan 20  jaar;1979;29;29;0;0;0;13;8;1.0;0;5;2;0;6;1;2;1;19;1.3;1.3;0.0;0.0;0.0
770;Mannen;Jonger dan 20  jaar;1980;26;26;0;0;0;16;2;2.0;1;4;1;0;12;0;0;1;13;1.2;1.2;0.0;0.0;0.0
771;Mannen;Jonger dan 20  jaar;1981;25;25;0;0;0;16;1;5.0;2;1;0;0;1;1;3;1;19;1.1;1.1;0.0;0.0;0.0
772;Mannen;Jonger dan 20  jaar;1982;34;34;0;0;0;19;2;3.0;1;3;6;0;13;0;1;1;19;1.5;1.5;0.0;0.0;0.0
773;Mannen;Jonger dan 20  jaar;1983;27;27;0;0;0;17;2;4.0;0;3;1;0;5;1;4;1;16;1.3;1.3;0.0;0.0;0.0
774;Mannen;Jonger dan 20  jaar;1984;30;30;0;0;0;16;2;4.0;0;5;3;0;9;0;6;0;15;1.4;1.4;0.0;0.0;0.0
775;Mannen;Jonger dan 20  jaar;1985;41;41;0;0;0;22;6;9.0;0;2;2;0;8;1;3;1;28;2.0;2.0;0.0;0.0;0.0
776;Mannen;Jonger dan 20  jaar;1986;29;29;0;0;0;13;0;9.0;0;4;3;0;10;0;4;0;15;1.4;1.4;0.0;0.0;0.0
777;Mannen;Jonger dan 20  jaar;1987;35;35;0;0;0;16;2;8.0;0;6;3;0;8;1;5;2;19;1.7;1.7;0.0;0.0;0.0
778;Mannen;Jonger dan 20  jaar;1988;25;25;0;0;0;18;0;1.0;1;2;3;0;10;0;2;2;11;1.3;1.3;0.0;0.0;0.0
779;Mannen;Jonger dan 20  jaar;1989;31;31;0;0;0;12;1;7.0;0;6;5;0;8;0;5;1;17;1.6;1.6;0.0;0.0;0.0
780;Mannen;Jonger dan 20  jaar;1990;42;42;0;0;0;19;2;10.0;0;7;4;0;15;0;7;2;18;2.2;2.2;0.0;0.0;0.0
781;Mannen;Jonger dan 20  jaar;1991;27;26;1;0;0;13;0;6.0;1;4;3;0;5;0;6;1;15;1.4;1.3;83.5;0.0;0.0
782;Mannen;Jonger dan 20  jaar;1992;24;24;0;0;0;9;1;7.0;0;2;5;0;9;0;2;2;11;1.3;1.3;0.0;0.0;0.0
783;Mannen;Jonger dan 20  jaar;1993;36;36;0;0;0;12;3;12.0;0;7;2;0;9;1;3;5;18;1.9;1.9;0.0;0.0;0.0
784;Mannen;Jonger dan 20  jaar;1994;25;25;0;0;0;14;2;6.0;1;1;1;0;8;0;4;2;11;1.3;1.3;0.0;0.0;0.0
785;Mannen;Jonger dan 20  jaar;1995;26;26;0;0;0;9;3;7.0;0;5;2;0;7;0;4;6;9;1.4;1.4;0.0;0.0;0.0
786;Mannen;Jonger dan 20  jaar;1996;30;30;0;0;0;13;1;8.0;1;5;2;0;7;0;6;4;13;1.6;1.6;0.0;0.0;0.0
787;Mannen;Jonger dan 20  jaar;1997;44;44;0;0;0;19;0;13.0;2;5;4;1;13;2;8;1;20;2.3;2.3;0.0;0.0;0.0
788;Mannen;Jonger dan 20  jaar;1998;36;36;0;0;0;18;1;8.0;1;5;3;0;12;1;5;10;8;1.8;1.8;0.0;0.0;0.0
789;Mannen;Jonger dan 20  jaar;1999;33;33;0;0;0;14;0;9.0;2;7;1;0;13;0;3;4;13;1.7;1.7;0.0;0.0;0.0
790;Mannen;Jonger dan 20  jaar;2000;40;40;0;0;0;25;0;10.0;3;0;2;0;9;0;9;3;19;2.0;2.0;0.0;0.0;0.0
791;Mannen;Jonger dan 20  jaar;2001;24;24;0;0;0;11;0;5.0;2;3;3;0;7;0;2;4;11;1.2;1.2;0.0;0.0;0.0
792;Mannen;Jonger dan 20  jaar;2002;32;32;0;0;0;20;1;7.0;0;2;2;0;10;0;7;7;8;1.6;1.6;0.0;0.0;0.0
793;Mannen;Jonger dan 20  jaar;2003;22;22;0;0;0;11;1;6.0;0;1;3;0;3;0;4;3;12;1.1;1.1;0.0;0.0;0.0
794;Mannen;Jonger dan 20  jaar;2004;30;30;0;0;0;17;1;5.0;0;5;2;0;13;1;2;3;11;1.5;1.5;0.0;0.0;0.0
795;Mannen;Jonger dan 20  jaar;2005;40;40;0;0;0;22;1;13.0;0;4;0;0;10;0;6;6;18;2.0;2.0;0.0;0.0;0.0
