ID;InstitutionalSectors;NotConsolidatedConsolidated;Periods;Total_1;Total_2;ImportsOfGoods_3;Total_4;ImportsOfServicesExcludingFISIM_5;ImportsOfFISIM_6;Total_7;Total_8;FinancialIntermediationServiceFISIM_9;OtherMarketOutput_10;Total_11;OwnAccountCapitalFormation_12;ProductsRetainedForOwnConsumption_13;Total_14;PaymentsForNonMarketOutput_15;OtherNonMarketOutput_16;Total_17;WagesAndSalaries_18;EmployersSocialContributions_19;Total_20;Total_21;ValueAddedTaxVAT_22;TaxesDutiesOnImportsExcludingVAT_23;OtherTaxesOnProducts_24;OtherTaxesOnProduction_25;Total_26;SubsidiesOnProducts_27;OtherSubsidiesOnProduction_28;Total_29;InterestDefinitionNationalAccounts_30;CorrectionFISIM_31;InterestBeforeCorrectionForFISIM_32;Total_33;Dividends_34;WithdrawalsFromIncomeOfQuasiCorp_35;ReinvestedEarningsOnForeignInvestm_36;Total_37;InvestmIncomeAttribToPolicyHolder_38;IncomePayableOnPensionEntitlements_39;InvIncomeAttributableToShareholders_40;Rent_41;Total_42;CurrentTaxesOnIncome_43;OtherCurrentTaxes_44;Total_45;Total_46;EmployersActualSocialContributions_47;EmployersImputedSocialContributions_48;HouseholdsActualSocialContributions_49;HouseholdsSocialContribSupplements_50;TheSocialInsurSchemeServiceCharges_51;Total_52;SocialSecurityBenefitsInCash_53;OtherSocialInsuranceBenefits_54;SocialAssistanceBenefitsInCash_55;Total_56;NetNonLifeInsurancePremiums_57;NonLifeInsuranceClaims_58;CurrentTransfersWithinGenGovernment_59;CurrentInternationalCoOperation_60;MiscellaneousCurrentTransfers_61;TheVATAndGNIBasedEUOwnResource_62;AdjustmChangeInPensionEntitlements_63;Total_64;CapitalTaxes_65;InvestmentGrants_66;OtherCapitalTransfers_67;Total_68;Total_69;ExportsOfGoods_70;Total_71;ExportsOfServicesExcludingFISIM_72;ExportsOfFISIM_73;IntermediateConsumption_74;Total_75;WagesAndSalaries_76;EmployersSocialContributions_77;Total_78;TaxesOnProducts_79;OtherTaxesOnProduction_80;Total_81;SubsidiesOnProducts_82;OtherSubsidiesOnProduction_83;Total_84;InterestDefinitionNationalAccounts_85;CorrectionFISIM_86;InterestBeforeCorrectionForFISIM_87;Total_88;Dividends_89;WithdrawalsFromIncomeOfQuasiCorps_90;ReinvestedEarningsOnForeignInvestm_91;Total_92;InvestmIncomeAttribToPolicyHolder_93;IncomePayableOnPensionEntitlements_94;InvIncomeAttributableToShareholders_95;Rent_96;Total_97;CurrentTaxesOnIncome_98;OtherCurrentTaxes_99;Total_100;Total_101;EmployersActualSocialContributions_102;EmployersImputedSocialContributions_103;HouseholdsActualSocialContributions_104;HouseholdsSocialContribSupplements_105;TheSocialInsurSchemeServiceCharges_106;Total_107;SocialSecurityBenefitsInCash_108;OtherSocialInsuranceBenefits_109;SocialAssistanceBenefitsInCash_110;Total_111;NetNonLifeInsurancePremiums_112;NonLifeInsuranceClaims_113;CurrentTransfersWithinGenGovernment_114;CurrentInternationalCoOperation_115;MiscellaneousCurrentTransfers_116;TheVATAndGNIBasedEUOwnResource_117;AdjustmChangeInPensionEntitlements_118;Total_119;Total_120;Total_121;TransfersInKindNonMarketProduction_122;TransfersInKindMarketProduction_123;OtherIndividualFinalConsumption_124;ActualCollectiveFinalConsumption_125;Total_126;CapitalTaxes_127;InvestmentGrants_128;OtherCapitalTransfers_129;Total_130;Total_131;ConsumptionOfFixedCapital_132;NetFixedCapitalFormation_133;Total_134;ChangesInInventories_135;AcquisitionsLessDisposalsOfValuables_136;AcqLessDisposalsOfNonProdAssets_137;GrossDomesticProduct_138;GrossValueAdded_139;NetDomesticProduct_140;NetValueAdded_141;GrossOperatingSurplus_142;NetOperatingSurplus_143;GrossNationalIncome_144;NetNationalIncome_145;GrossDisposableIncome_146;NetDisposableIncome_147;GrossSaving_148;NetSaving_149;NetTransactionsOfGoodAndServices_150;SurplusNationOnCurrentTransactions_151;NetSavingAndCapitalTransfers_152;NetLendingOrNetBorrowing_153;TotalFinancialTransactionsInAssets_154;TotalFinancialTransactionsLiabilities_155;NetFinancialTransactions_156;StatisticalDiscrepancy_157
4210;Local government;Not consolidated;2014 4th quarter;40593.0;;;;;;19510.0;1498.0;;1498.0;264.0;264.0;;17748.0;1841.0;15907.0;;;;1443.0;0.0;0.0;0.0;0.0;1443.0;11.0;;11.0;538.0;265.0;0.0;265.0;112.0;112.0;0.0;0.0;3.0;0.0;;3.0;158.0;969.0;0.0;969.0;408.0;408.0;0.0;408.0;0.0;;;;;;;16202.0;0.0;39.0;15995.0;21.0;147.0;;;1512.0;0.0;1385.0;127.0;43016.0;;;;;;6705.0;9697.0;7357.0;2340.0;150.0;;150.0;472.0;11.0;461.0;150.0;145.0;-354.0;499.0;0.0;0.0;0.0;0.0;0.0;0.0;;;5.0;0.0;0.0;;1865.0;;;;;;;1865.0;0.0;408.0;1457.0;3449.0;40.0;0.0;3030.0;2.0;377.0;;;16936.0;10994.0;10994.0;9965.0;1029.0;;5942.0;975.0;;945.0;30.0;2985.0;2983.0;2969.0;14.0;2.0;0.0;2.0;-368.0;;12805.0;;9836.0;2969.0;0.0;4328.0;1359.0;16593.0;13624.0;-343.0;-3312.0;;;-2775.0;-2423.0;505.0;3474.0;-2969.0;-546.0
4211;Local government;Not consolidated;2014;161200.0;;;;;;72740.0;5583.0;;5583.0;1004.0;1004.0;;66153.0;6418.0;59735.0;;;;5393.0;0.0;0.0;0.0;0.0;5393.0;32.0;;32.0;2615.0;1153.0;5.0;1148.0;806.0;806.0;0.0;0.0;8.0;0.0;;8.0;648.0;3982.0;0.0;3982.0;1490.0;1490.0;0.0;1490.0;0.0;;;;;;;70644.0;0.0;155.0;69814.0;72.0;603.0;;;4304.0;0.0;3797.0;507.0;162771.0;;;;;;24652.0;35727.0;26791.0;8936.0;551.0;;551.0;1575.0;28.0;1547.0;723.0;699.0;-1348.0;2047.0;0.0;0.0;0.0;0.0;0.0;0.0;;;24.0;0.0;0.0;;7486.0;;;;;;;7486.0;0.0;1490.0;5996.0;13155.0;157.0;0.0;11146.0;12.0;1840.0;;;63897.0;41379.0;41379.0;37217.0;4162.0;;22518.0;2830.0;;2728.0;102.0;12780.0;12776.0;11842.0;934.0;4.0;0.0;4.0;-605.0;;48088.0;;36246.0;11842.0;0.0;17552.0;5710.0;73027.0;61185.0;9130.0;-2712.0;;;-1238.0;-1571.0;-1877.0;-309.0;-1568.0;3.0
4212;Local government;Not consolidated;2015 1st quarter;41318.0;;;;;;17346.0;1382.0;;1382.0;248.0;248.0;;15716.0;1677.0;14039.0;;;;1372.0;0.0;0.0;0.0;0.0;1372.0;5.0;;5.0;576.0;259.0;-7.0;266.0;140.0;140.0;0.0;0.0;3.0;0.0;;3.0;174.0;1017.0;0.0;1017.0;379.0;379.0;0.0;379.0;0.0;;;;;;;19291.0;0.0;40.0;19080.0;20.0;151.0;;;1332.0;0.0;1051.0;281.0;40415.0;;;;;;6349.0;7928.0;5840.0;2088.0;133.0;;133.0;352.0;7.0;345.0;121.0;117.0;-381.0;498.0;0.0;0.0;0.0;0.0;0.0;0.0;;;4.0;0.0;0.0;;1799.0;;;;;;;1799.0;0.0;379.0;1420.0;3426.0;41.0;0.0;2932.0;4.0;449.0;;;16366.0;10798.0;10798.0;8471.0;2327.0;;5568.0;672.0;;656.0;16.0;3204.0;3201.0;2941.0;260.0;3.0;2.0;1.0;65.0;;10997.0;;8056.0;2941.0;0.0;4416.0;1475.0;19878.0;16937.0;3512.0;571.0;;;1231.0;903.0;1236.0;15.0;1221.0;318.0
4213;Local government;Not consolidated;2015 2nd quarter;44465.0;;;;;;19343.0;1466.0;;1466.0;249.0;249.0;;17628.0;1605.0;16023.0;;;;1424.0;0.0;0.0;0.0;0.0;1424.0;11.0;;11.0;788.0;259.0;-7.0;266.0;349.0;349.0;0.0;0.0;4.0;0.0;;4.0;176.0;1016.0;0.0;1016.0;378.0;378.0;0.0;378.0;0.0;;;;;;;20165.0;0.0;39.0;19957.0;20.0;149.0;;;1340.0;0.0;1059.0;281.0;44454.0;;;;;;6340.0;9896.0;7669.0;2227.0;140.0;;140.0;389.0;8.0;381.0;116.0;113.0;-371.0;484.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;0.0;0.0;;2102.0;;;;;;;2102.0;0.0;378.0;1724.0;3207.0;39.0;0.0;2739.0;4.0;425.0;;;18350.0;12579.0;12579.0;10252.0;2327.0;;5771.0;862.0;;840.0;22.0;3240.0;3238.0;2978.0;260.0;2.0;1.0;1.0;-188.0;;13003.0;;10025.0;2978.0;0.0;4685.0;1707.0;20935.0;17957.0;2585.0;-393.0;;;85.0;11.0;-2622.0;-2637.0;15.0;4.0
4214;Local government;Not consolidated;2015 3rd quarter;39875.0;;;;;;17495.0;1315.0;;1315.0;250.0;250.0;;15930.0;1611.0;14319.0;;;;1422.0;0.0;0.0;0.0;0.0;1422.0;8.0;;8.0;574.0;255.0;-6.0;261.0;141.0;141.0;0.0;0.0;4.0;0.0;;4.0;174.0;993.0;0.0;993.0;383.0;383.0;0.0;383.0;0.0;;;;;;;17679.0;0.0;40.0;17463.0;20.0;156.0;;;1321.0;0.0;1041.0;280.0;40474.0;;;;;;6249.0;8180.0;6150.0;2030.0;138.0;;138.0;377.0;8.0;369.0;121.0;118.0;-353.0;471.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;0.0;0.0;;1658.0;;;;;;;1658.0;0.0;383.0;1275.0;3143.0;41.0;0.0;2693.0;3.0;406.0;;;16646.0;11401.0;11401.0;9074.0;2327.0;;5245.0;729.0;;679.0;50.0;3199.0;3196.0;2936.0;260.0;3.0;2.0;1.0;34.0;;11246.0;;8310.0;2936.0;0.0;4434.0;1498.0;18688.0;15752.0;2042.0;-894.0;;;-302.0;-599.0;-608.0;-129.0;-479.0;120.0
4215;Local government;Not consolidated;2015 4th quarter;42962.0;;;;;;19468.0;1385.0;;1385.0;246.0;246.0;;17837.0;1616.0;16221.0;;;;1417.0;0.0;0.0;0.0;0.0;1417.0;9.0;;9.0;571.0;254.0;-2.0;256.0;142.0;142.0;0.0;0.0;3.0;0.0;;3.0;172.0;1016.0;0.0;1016.0;417.0;417.0;0.0;417.0;0.0;;;;;;;18703.0;0.0;40.0;18499.0;18.0;146.0;;;1361.0;0.0;1081.0;280.0;44544.0;;;;;;6505.0;9742.0;7550.0;2192.0;233.0;;233.0;380.0;8.0;372.0;124.0;116.0;-360.0;476.0;0.0;0.0;0.0;0.0;0.0;0.0;;;8.0;1.0;1.0;;1817.0;;;;;;;1817.0;0.0;417.0;1400.0;3455.0;40.0;0.0;3079.0;2.0;334.0;;;18544.0;12320.0;12320.0;9997.0;2323.0;;6224.0;921.0;;875.0;46.0;3256.0;3253.0;2997.0;256.0;3.0;1.0;2.0;-434.0;;12963.0;;9966.0;2997.0;0.0;4481.0;1484.0;19344.0;16347.0;800.0;-2197.0;;;-1757.0;-1582.0;119.0;2088.0;-1969.0;-387.0
4216;Local government;Not consolidated;2015;168620.0;;;;;;73652.0;5548.0;;5548.0;993.0;993.0;;67111.0;6509.0;60602.0;;;;5635.0;0.0;0.0;0.0;0.0;5635.0;33.0;;33.0;2509.0;1027.0;-22.0;1049.0;772.0;772.0;0.0;0.0;14.0;0.0;;14.0;696.0;4042.0;0.0;4042.0;1557.0;1557.0;0.0;1557.0;0.0;;;;;;;75838.0;0.0;159.0;74999.0;78.0;602.0;;;5354.0;0.0;4232.0;1122.0;169887.0;;;;;;25443.0;35746.0;27209.0;8537.0;644.0;;644.0;1498.0;31.0;1467.0;482.0;464.0;-1465.0;1929.0;0.0;0.0;0.0;0.0;0.0;0.0;;;18.0;1.0;1.0;;7376.0;;;;;;;7376.0;0.0;1557.0;5819.0;13231.0;161.0;0.0;11443.0;13.0;1614.0;;;69906.0;47098.0;47098.0;37794.0;9304.0;;22808.0;3184.0;;3050.0;134.0;12899.0;12888.0;11852.0;1036.0;11.0;6.0;5.0;-523.0;;48209.0;;36357.0;11852.0;0.0;18016.0;6164.0;78845.0;66993.0;8939.0;-2913.0;;;-743.0;-1267.0;-1875.0;-663.0;-1212.0;55.0
4217;Local government;Not consolidated;2016 1st quarter;42233.0;;;;;;17668.0;1435.0;;1435.0;246.0;246.0;;15987.0;1776.0;14211.0;;;;1421.0;0.0;0.0;0.0;0.0;1421.0;9.0;;9.0;508.0;231.0;-7.0;238.0;63.0;63.0;0.0;0.0;4.0;0.0;;4.0;210.0;1028.0;0.0;1028.0;349.0;349.0;0.0;349.0;0.0;;;;;;;20302.0;0.0;41.0;20092.0;19.0;150.0;;;948.0;0.0;915.0;33.0;40602.0;;;;;;6552.0;8060.0;6011.0;2049.0;142.0;;142.0;398.0;7.0;391.0;119.0;116.0;-376.0;492.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;3.0;3.0;;1851.0;;;;;;;1851.0;0.0;349.0;1502.0;3476.0;42.0;0.0;3050.0;0.0;384.0;;;16555.0;10830.0;10830.0;8486.0;2344.0;;5725.0;507.0;;452.0;55.0;3202.0;3197.0;2923.0;274.0;5.0;2.0;3.0;-263.0;;11116.0;;8193.0;2923.0;0.0;4335.0;1412.0;20684.0;17761.0;4129.0;1206.0;;;1647.0;1631.0;1819.0;-438.0;2257.0;626.0
4218;Local government;Not consolidated;2016 2nd quarter;45148.0;;;;;;19736.0;1468.0;;1468.0;245.0;245.0;;18023.0;1658.0;16365.0;;;;1456.0;0.0;0.0;0.0;0.0;1456.0;12.0;;12.0;733.0;229.0;-8.0;237.0;291.0;291.0;0.0;0.0;4.0;0.0;;4.0;209.0;1031.0;0.0;1031.0;334.0;334.0;0.0;334.0;0.0;;;;;;;20904.0;0.0;40.0;20696.0;20.0;148.0;;;942.0;0.0;910.0;32.0;44751.0;;;;;;6618.0;10062.0;7837.0;2225.0;135.0;;135.0;445.0;8.0;437.0;112.0;109.0;-372.0;481.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;3.0;3.0;;2161.0;;;;;;;2161.0;0.0;334.0;1827.0;3283.0;40.0;0.0;2878.0;0.0;365.0;;;18754.0;12975.0;12975.0;10586.0;2389.0;;5779.0;511.0;;457.0;54.0;3214.0;3209.0;2933.0;276.0;5.0;2.0;3.0;-547.0;;13118.0;;10185.0;2933.0;0.0;4565.0;1632.0;21387.0;18454.0;2633.0;-300.0;;;131.0;397.0;-318.0;-2016.0;1698.0;1301.0
4219;Local government;Not consolidated;2016 3rd quarter;40647.0;;;;;;17907.0;1356.0;;1356.0;246.0;246.0;;16305.0;1678.0;14627.0;;;;1452.0;0.0;0.0;0.0;0.0;1452.0;8.0;;8.0;677.0;225.0;-9.0;234.0;248.0;248.0;0.0;0.0;4.0;0.0;;4.0;200.0;1010.0;0.0;1010.0;350.0;350.0;0.0;350.0;0.0;;;;;;;18306.0;0.0;41.0;18095.0;20.0;150.0;;;937.0;0.0;906.0;31.0;40788.0;;;;;;6334.0;8455.0;6398.0;2057.0;160.0;;160.0;421.0;8.0;413.0;98.0;95.0;-372.0;467.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;4.0;4.0;;1703.0;;;;;;;1703.0;0.0;350.0;1353.0;3171.0;42.0;0.0;2780.0;0.0;349.0;;;16997.0;11577.0;11577.0;9207.0;2370.0;;5420.0;507.0;;454.0;53.0;3222.0;3217.0;2966.0;251.0;5.0;2.0;3.0;-284.0;;11573.0;;8607.0;2966.0;0.0;4576.0;1610.0;19364.0;16398.0;2367.0;-599.0;;;-169.0;-141.0;-110.0;303.0;-413.0;-272.0
4220;Local government;Not consolidated;2016 4th quarter;43418.0;;;;;;19913.0;1389.0;;1389.0;245.0;245.0;;18279.0;1681.0;16598.0;;;;1433.0;0.0;0.0;0.0;0.0;1433.0;9.0;;9.0;522.0;218.0;-8.0;226.0;102.0;102.0;0.0;0.0;4.0;0.0;;4.0;198.0;1045.0;0.0;1045.0;373.0;373.0;0.0;373.0;0.0;;;;;;;19169.0;0.0;38.0;18977.0;16.0;138.0;;;954.0;1.0;926.0;27.0;44849.0;;;;;;6710.0;9970.0;7737.0;2233.0;200.0;;200.0;429.0;8.0;421.0;122.0;115.0;-351.0;466.0;0.0;0.0;0.0;0.0;0.0;0.0;;;7.0;4.0;4.0;;1879.0;;;;;;;1879.0;0.0;373.0;1506.0;3559.0;38.0;0.0;3229.0;0.0;292.0;;;18992.0;12685.0;12685.0;10291.0;2394.0;;6307.0;543.0;;492.0;51.0;3279.0;3276.0;3042.0;234.0;3.0;1.0;2.0;-838.0;;13203.0;;10161.0;3042.0;0.0;4446.0;1404.0;19591.0;16549.0;599.0;-2443.0;;;-2032.0;-1431.0;-1912.0;1126.0;-3038.0;-1607.0
4221;Local government;Not consolidated;2016;171446.0;;;;;;75224.0;5648.0;;5648.0;982.0;982.0;;68594.0;6793.0;61801.0;;;;5762.0;0.0;0.0;0.0;0.0;5762.0;38.0;;38.0;2440.0;903.0;-32.0;935.0;704.0;704.0;0.0;0.0;16.0;0.0;;16.0;817.0;4114.0;0.0;4114.0;1406.0;1406.0;0.0;1406.0;0.0;;;;;;;78681.0;0.0;160.0;77860.0;75.0;586.0;;;3781.0;1.0;3657.0;123.0;170990.0;;;;;;26214.0;36547.0;27983.0;8564.0;637.0;;637.0;1693.0;31.0;1662.0;451.0;435.0;-1471.0;1906.0;0.0;0.0;0.0;0.0;0.0;0.0;;;16.0;14.0;14.0;;7594.0;;;;;;;7594.0;0.0;1406.0;6188.0;13489.0;162.0;0.0;11937.0;0.0;1390.0;;;71298.0;48067.0;48067.0;38570.0;9497.0;;23231.0;2068.0;;1855.0;213.0;12917.0;12899.0;11864.0;1035.0;18.0;7.0;11.0;-1932.0;;49010.0;;37146.0;11864.0;0.0;17922.0;6058.0;81026.0;69162.0;9728.0;-2136.0;;;-423.0;456.0;-521.0;-1025.0;504.0;48.0
4222;Local government;Not consolidated;2017 1st quarter;42662.0;;;;;;18052.0;1404.0;;1404.0;256.0;256.0;;16392.0;1791.0;14601.0;;;;1460.0;0.0;0.0;0.0;0.0;1460.0;20.0;;20.0;430.0;184.0;-6.0;190.0;38.0;38.0;0.0;0.0;2.0;0.0;;2.0;206.0;1050.0;0.0;1050.0;348.0;348.0;0.0;348.0;0.0;;;;;;;20410.0;0.0;44.0;20134.0;37.0;195.0;;;892.0;0.0;878.0;14.0;41600.0;;;;;;6627.0;8319.0;6135.0;2184.0;153.0;;153.0;442.0;8.0;434.0;86.0;82.0;-344.0;426.0;0.0;0.0;0.0;0.0;0.0;0.0;;;4.0;7.0;7.0;;1915.0;;;;;;;1915.0;0.0;348.0;1567.0;3675.0;45.0;0.0;3246.0;3.0;381.0;;;17021.0;11272.0;11272.0;8852.0;2420.0;;5749.0;482.0;;470.0;12.0;3308.0;3300.0;2973.0;327.0;8.0;4.0;4.0;-435.0;;11425.0;;8452.0;2973.0;0.0;4335.0;1362.0;20546.0;17573.0;3525.0;552.0;;;962.0;1062.0;1659.0;21.0;1638.0;576.0
4223;Local government;Not consolidated;2017 2nd quarter;45910.0;;;;;;20178.0;1438.0;;1438.0;259.0;259.0;;18481.0;1670.0;16811.0;;;;1500.0;0.0;0.0;0.0;0.0;1500.0;26.0;;26.0;805.0;185.0;-6.0;191.0;413.0;413.0;0.0;0.0;3.0;0.0;;3.0;204.0;1052.0;0.0;1052.0;352.0;352.0;0.0;352.0;0.0;;;;;;;21079.0;0.0;44.0;20813.0;37.0;185.0;;;918.0;0.0;904.0;14.0;45852.0;;;;;;6593.0;10468.0;8109.0;2359.0;153.0;;153.0;497.0;8.0;489.0;87.0;83.0;-339.0;422.0;0.0;0.0;0.0;0.0;0.0;0.0;;;4.0;7.0;7.0;;2260.0;;;;;;;2260.0;0.0;352.0;1908.0;3414.0;44.0;0.0;3004.0;3.0;363.0;;;19284.0;13358.0;13358.0;10885.0;2473.0;;5926.0;488.0;;476.0;12.0;3311.0;3303.0;2990.0;313.0;8.0;4.0;4.0;-710.0;;13585.0;;10595.0;2990.0;0.0;4711.0;1721.0;21513.0;18523.0;2229.0;-761.0;;;-331.0;58.0;-1283.0;-1482.0;199.0;141.0
4224;Local government;Not consolidated;2017 3rd quarter;41091.0;;;;;;17997.0;1332.0;;1332.0;259.0;259.0;;16406.0;1635.0;14771.0;;;;1504.0;0.0;0.0;0.0;0.0;1504.0;21.0;;21.0;621.0;185.0;-6.0;191.0;230.0;230.0;0.0;0.0;2.0;0.0;;2.0;204.0;1036.0;0.0;1036.0;354.0;354.0;0.0;354.0;0.0;;;;;;;18669.0;0.0;43.0;18402.0;37.0;187.0;;;889.0;0.0;875.0;14.0;41263.0;;;;;;6352.0;8471.0;6336.0;2135.0;162.0;;162.0;472.0;9.0;463.0;93.0;89.0;-330.0;419.0;0.0;0.0;0.0;0.0;0.0;0.0;;;4.0;7.0;7.0;;1767.0;;;;;;;1767.0;0.0;354.0;1413.0;3364.0;43.0;0.0;2971.0;4.0;346.0;;;17249.0;11851.0;11851.0;9373.0;2478.0;;5398.0;493.0;;481.0;12.0;3291.0;3284.0;3033.0;251.0;7.0;3.0;4.0;-458.0;;11645.0;;8612.0;3033.0;0.0;4593.0;1560.0;19514.0;16481.0;2265.0;-768.0;;;-372.0;-172.0;124.0;-170.0;294.0;466.0
4225;Local government;Not consolidated;2017 4th quarter;44392.0;;;;;;20330.0;1406.0;;1406.0;256.0;256.0;;18668.0;1707.0;16961.0;;;;1481.0;0.0;0.0;0.0;0.0;1481.0;23.0;;23.0;458.0;172.0;-6.0;178.0;83.0;83.0;0.0;0.0;1.0;0.0;;1.0;202.0;1061.0;0.0;1061.0;382.0;382.0;0.0;382.0;0.0;;;;;;;19725.0;0.0;40.0;19469.0;37.0;179.0;;;932.0;0.0;920.0;12.0;45860.0;;;;;;6707.0;10310.0;7978.0;2332.0;221.0;;221.0;483.0;10.0;473.0;103.0;95.0;-329.0;424.0;0.0;0.0;0.0;0.0;0.0;0.0;;;8.0;6.0;6.0;;1952.0;;;;;;;1952.0;0.0;382.0;1570.0;3743.0;40.0;0.0;3409.0;1.0;293.0;;;19476.0;12961.0;12961.0;10446.0;2515.0;;6515.0;540.0;;529.0;11.0;3311.0;3305.0;3115.0;190.0;6.0;3.0;3.0;-992.0;;13623.0;;10508.0;3115.0;0.0;4468.0;1353.0;19935.0;16820.0;459.0;-2656.0;;;-2264.0;-1468.0;-774.0;1835.0;-2609.0;-1141.0
4226;Local government;Not consolidated;2017;174055.0;;;;;;76557.0;5580.0;;5580.0;1030.0;1030.0;;69947.0;6803.0;63144.0;;;;5945.0;0.0;0.0;0.0;0.0;5945.0;90.0;;90.0;2314.0;726.0;-24.0;750.0;764.0;764.0;0.0;0.0;8.0;0.0;;8.0;816.0;4199.0;0.0;4199.0;1436.0;1436.0;0.0;1436.0;0.0;;;;;;;79883.0;0.0;171.0;78818.0;148.0;746.0;;;3631.0;0.0;3577.0;54.0;174575.0;;;;;;26279.0;37568.0;28558.0;9010.0;689.0;;689.0;1894.0;35.0;1859.0;369.0;349.0;-1342.0;1691.0;0.0;0.0;0.0;0.0;0.0;0.0;;;20.0;27.0;27.0;;7894.0;;;;;;;7894.0;0.0;1436.0;6458.0;14196.0;172.0;0.0;12630.0;11.0;1383.0;;;73030.0;49442.0;49442.0;39556.0;9886.0;;23588.0;2003.0;;1956.0;47.0;13221.0;13192.0;12111.0;1081.0;29.0;14.0;15.0;-2595.0;;50278.0;;38167.0;12111.0;0.0;18107.0;5996.0;81508.0;69397.0;8478.0;-3633.0;;;-2005.0;-520.0;-274.0;204.0;-478.0;42.0
4227;Local government;Not consolidated;2018 1st quarter;43781.0;;;;;;18569.0;1399.0;;1399.0;271.0;271.0;;16899.0;1692.0;15207.0;;;;1503.0;0.0;0.0;0.0;0.0;1503.0;20.0;;20.0;439.0;164.0;-1.0;165.0;42.0;42.0;0.0;0.0;1.0;0.0;;1.0;232.0;1063.0;0.0;1063.0;383.0;383.0;0.0;383.0;0.0;;;;;;;21042.0;0.0;42.0;20804.0;22.0;174.0;;;762.0;0.0;746.0;16.0;42862.0;;;;;;6899.0;8460.0;6186.0;2274.0;164.0;;164.0;445.0;10.0;435.0;109.0;106.0;-300.0;406.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;-6.0;-6.0;;1907.0;;;;;;;1907.0;0.0;383.0;1524.0;3787.0;42.0;0.0;3329.0;1.0;415.0;;;17810.0;11724.0;11724.0;9121.0;2603.0;;6086.0;430.0;;411.0;19.0;3276.0;3271.0;3066.0;205.0;5.0;3.0;2.0;-419.0;;11670.0;;8604.0;3066.0;0.0;4454.0;1388.0;21254.0;18188.0;3444.0;378.0;;;710.0;919.0;2743.0;1788.0;955.0;36.0
4228;Local government;Not consolidated;2018 2nd quarter;46312.0;;;;;;20415.0;1490.0;;1490.0;271.0;271.0;;18654.0;1703.0;16951.0;;;;1550.0;0.0;0.0;0.0;0.0;1550.0;24.0;;24.0;809.0;167.0;-1.0;168.0;413.0;413.0;0.0;0.0;2.0;0.0;;2.0;227.0;1063.0;0.0;1063.0;359.0;359.0;0.0;359.0;0.0;;;;;;;21332.0;0.0;42.0;21093.0;25.0;172.0;;;760.0;0.0;746.0;14.0;46455.0;;;;;;6911.0;10262.0;7874.0;2388.0;164.0;;164.0;508.0;9.0;499.0;118.0;115.0;-289.0;404.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;2.0;2.0;;2204.0;;;;;;;2204.0;0.0;359.0;1845.0;3561.0;42.0;0.0;3115.0;2.0;402.0;;;19598.0;13536.0;13536.0;10889.0;2647.0;;6062.0;436.0;;420.0;16.0;3457.0;3452.0;3102.0;350.0;5.0;3.0;2.0;-766.0;;13504.0;;10402.0;3102.0;0.0;4835.0;1733.0;21822.0;18720.0;2224.0;-878.0;;;-554.0;-143.0;-1812.0;-1740.0;-72.0;71.0
4229;Local government;Not consolidated;2018 3rd quarter;42887.0;;;;;;18889.0;1412.0;;1412.0;273.0;273.0;;17204.0;1677.0;15527.0;;;;1558.0;0.0;0.0;0.0;0.0;1558.0;21.0;;21.0;618.0;171.0;-3.0;174.0;229.0;229.0;0.0;0.0;2.0;0.0;;2.0;216.0;1063.0;0.0;1063.0;355.0;355.0;0.0;355.0;0.0;;;;;;;19629.0;0.0;42.0;19405.0;23.0;159.0;;;754.0;0.0;739.0;15.0;43139.0;;;;;;6670.0;8926.0;6656.0;2270.0;169.0;;169.0;484.0;10.0;474.0;106.0;103.0;-291.0;394.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;3.0;3.0;;1734.0;;;;;;;1734.0;0.0;355.0;1379.0;3587.0;43.0;0.0;3164.0;1.0;379.0;;;18185.0;12483.0;12483.0;9825.0;2658.0;;5702.0;411.0;;394.0;17.0;3319.0;3314.0;3145.0;169.0;5.0;3.0;2.0;-455.0;;12219.0;;9074.0;3145.0;0.0;4731.0;1586.0;20454.0;17309.0;2269.0;-876.0;;;-533.0;-252.0;-987.0;-702.0;-285.0;-33.0
