ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOprichtingenVanBedrijven_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
4532;133 Textielveredelingsindustrie;2013 3e kwartaal;10;10;0;0;0;0;10;10;10;0
4533;133 Textielveredelingsindustrie;2013 4e kwartaal;5;5;0;0;0;0;5;5;5;0
4534;133 Textielveredelingsindustrie;2013;30;25;5;0;0;0;30;30;25;0
4535;133 Textielveredelingsindustrie;2014 1e kwartaal;10;10;5;0;0;0;10;10;10;0
4536;133 Textielveredelingsindustrie;2014 2e kwartaal;15;15;0;0;0;0;15;15;10;5
4537;133 Textielveredelingsindustrie;2014 3e kwartaal;10;5;0;0;0;0;10;10;10;0
4538;133 Textielveredelingsindustrie;2014 4e kwartaal;10;10;0;0;0;0;10;10;10;0
4539;133 Textielveredelingsindustrie;2014;40;35;5;0;0;0;40;40;35;5
4540;133 Textielveredelingsindustrie;2015 1e kwartaal;10;10;0;0;0;0;10;10;10;0
4541;133 Textielveredelingsindustrie;2015 2e kwartaal;10;5;5;0;0;0;10;10;10;0
4542;133 Textielveredelingsindustrie;2015 3e kwartaal;10;10;5;0;0;0;10;10;10;0
4543;133 Textielveredelingsindustrie;2015 4e kwartaal;15;15;0;0;0;0;15;15;15;0
4544;133 Textielveredelingsindustrie;2015;50;40;10;0;0;0;50;50;45;5
4545;133 Textielveredelingsindustrie;2016 1e kwartaal;10;10;0;0;0;0;10;10;10;0
4546;133 Textielveredelingsindustrie;2016 2e kwartaal;20;15;5;0;0;0;20;20;20;0
4547;133 Textielveredelingsindustrie;2016 3e kwartaal;25;20;5;0;0;0;25;25;25;0
4548;133 Textielveredelingsindustrie;2016 4e kwartaal;15;10;5;0;0;0;15;15;10;0
4549;133 Textielveredelingsindustrie;2016;70;60;10;0;0;0;70;70;65;5
4550;133 Textielveredelingsindustrie;2017 1e kwartaal;20;15;0;0;0;0;20;20;20;0
4551;133 Textielveredelingsindustrie;2017 2e kwartaal;20;20;0;0;0;0;20;20;20;0
4552;133 Textielveredelingsindustrie;2017 3e kwartaal;35;30;5;0;0;0;35;35;35;5
4553;133 Textielveredelingsindustrie;2017 4e kwartaal;30;30;0;0;0;0;30;30;30;0
4554;133 Textielveredelingsindustrie;2017;110;100;10;0;0;0;110;110;105;5
4555;133 Textielveredelingsindustrie;2018 1e kwartaal;35;35;5;0;0;0;35;35;35;0
4556;133 Textielveredelingsindustrie;2018 2e kwartaal;30;25;5;0;0;0;30;30;30;0
4557;133 Textielveredelingsindustrie;2018 3e kwartaal;35;35;5;0;0;0;35;35;35;0
4558;133 Textielveredelingsindustrie;2018 4e kwartaal;25;20;5;0;0;0;25;25;20;0
4559;133 Textielveredelingsindustrie;2018;130;115;15;0;0;0;130;130;125;5
4560;133 Textielveredelingsindustrie;2019 1e kwartaal;25;20;5;0;0;0;25;25;25;0
4561;133 Textielveredelingsindustrie;2019 2e kwartaal;40;35;5;0;0;0;40;40;40;5
4562;133 Textielveredelingsindustrie;2019 3e kwartaal;40;35;5;0;0;0;40;40;40;0
4563;133 Textielveredelingsindustrie;2019 4e kwartaal;25;25;0;0;0;0;25;25;25;0
4564;133 Textielveredelingsindustrie;2019;135;115;20;0;0;0;135;135;130;5
4565;133 Textielveredelingsindustrie;2020 1e kwartaal;40;35;5;0;0;0;40;40;40;0
4566;133 Textielveredelingsindustrie;2020 2e kwartaal;40;35;0;0;0;0;40;40;40;0
4567;133 Textielveredelingsindustrie;2020 3e kwartaal;40;35;5;0;0;0;40;40;35;0
4568;133 Textielveredelingsindustrie;2020 4e kwartaal;40;35;5;0;0;0;40;40;40;0
4569;133 Textielveredelingsindustrie;2020;155;140;15;0;0;0;155;155;150;5
4570;133 Textielveredelingsindustrie;2021 1e kwartaal;75;65;10;0;0;0;75;75;70;0
4571;133 Textielveredelingsindustrie;2021 2e kwartaal;50;40;10;0;0;0;50;50;50;0
4572;133 Textielveredelingsindustrie;2021 3e kwartaal;60;55;5;0;0;0;60;60;55;0
4573;133 Textielveredelingsindustrie;2021 4e kwartaal;45;40;5;0;0;0;45;45;45;0
4574;133 Textielveredelingsindustrie;2021;230;195;30;0;0;0;230;230;225;5
4575;133 Textielveredelingsindustrie;2022 1e kwartaal;65;55;10;0;0;0;65;65;60;5
4576;133 Textielveredelingsindustrie;2022 2e kwartaal;40;40;0;0;0;0;40;40;40;0
4577;133 Textielveredelingsindustrie;2022 3e kwartaal;45;40;5;0;0;0;45;45;45;0
4578;133 Textielveredelingsindustrie;2022 4e kwartaal;40;40;0;0;0;0;40;40;40;0
4579;133 Textielveredelingsindustrie;2022;185;170;20;0;0;0;185;185;180;5
4580;133 Textielveredelingsindustrie;2023 1e kwartaal;35;35;0;0;0;0;35;35;35;0
4581;133 Textielveredelingsindustrie;2023 2e kwartaal;55;50;5;0;0;0;55;55;55;0
4582;133 Textielveredelingsindustrie;2023 3e kwartaal;45;40;5;0;0;0;45;45;45;0
4583;133 Textielveredelingsindustrie;2023 4e kwartaal;35;30;5;0;0;0;35;35;35;0
4584;133 Textielveredelingsindustrie;2023;170;155;15;0;0;0;170;170;165;5
4585;133 Textielveredelingsindustrie;2024 1e kwartaal;50;45;5;0;0;0;50;50;50;0
4586;133 Textielveredelingsindustrie;2024 2e kwartaal;50;40;5;0;0;0;50;50;45;0
4587;133 Textielveredelingsindustrie;2024 3e kwartaal;45;40;5;0;0;0;45;45;40;0
4588;133 Textielveredelingsindustrie;2024 4e kwartaal;50;45;5;0;0;0;50;50;45;0
4589;133 Textielveredelingsindustrie;2024;190;170;20;0;0;0;190;190;185;5
4590;139 Overige textielproductenindustrie;2007 1e kwartaal;45;40;5;0;0;0;45;45;45;0
4591;139 Overige textielproductenindustrie;2007 2e kwartaal;55;50;5;0;0;0;55;55;50;5
4592;139 Overige textielproductenindustrie;2007 3e kwartaal;30;20;5;0;0;0;30;30;25;0
4593;139 Overige textielproductenindustrie;2007 4e kwartaal;20;15;5;0;0;0;20;20;20;0
4594;139 Overige textielproductenindustrie;2007;150;125;20;0;0;0;150;150;140;10
4595;139 Overige textielproductenindustrie;2008 1e kwartaal;20;20;5;0;0;0;20;20;20;0
4596;139 Overige textielproductenindustrie;2008 2e kwartaal;50;40;5;0;0;0;50;50;45;0
4597;139 Overige textielproductenindustrie;2008 3e kwartaal;40;30;10;0;0;0;40;40;35;0
4598;139 Overige textielproductenindustrie;2008 4e kwartaal;25;15;10;0;0;0;25;25;20;0
4599;139 Overige textielproductenindustrie;2008;130;105;25;0;0;0;130;130;120;10
4600;139 Overige textielproductenindustrie;2009 1e kwartaal;25;25;0;0;0;0;25;25;25;0
4601;139 Overige textielproductenindustrie;2009 2e kwartaal;35;35;0;0;0;0;35;35;35;0
4602;139 Overige textielproductenindustrie;2009 3e kwartaal;35;30;5;0;0;0;35;35;30;5
4603;139 Overige textielproductenindustrie;2009 4e kwartaal;40;35;5;0;0;0;40;40;35;5
4604;139 Overige textielproductenindustrie;2009;135;125;10;0;0;0;135;135;120;15
4605;139 Overige textielproductenindustrie;2010 1e kwartaal;20;15;5;0;0;0;20;20;15;5
4606;139 Overige textielproductenindustrie;2010 2e kwartaal;45;40;5;0;0;0;45;45;40;5
4607;139 Overige textielproductenindustrie;2010 3e kwartaal;35;30;5;0;0;0;35;35;35;0
4608;139 Overige textielproductenindustrie;2010 4e kwartaal;30;20;10;0;0;0;30;30;25;5
4609;139 Overige textielproductenindustrie;2010;130;105;25;0;0;0;130;130;115;15
4610;139 Overige textielproductenindustrie;2011 1e kwartaal;25;20;5;0;0;0;25;25;25;0
4611;139 Overige textielproductenindustrie;2011 2e kwartaal;50;50;0;0;0;0;50;50;50;5
4612;139 Overige textielproductenindustrie;2011 3e kwartaal;30;25;5;0;0;0;30;30;30;0
4613;139 Overige textielproductenindustrie;2011 4e kwartaal;35;25;10;0;0;0;35;35;30;5
4614;139 Overige textielproductenindustrie;2011;140;125;20;0;0;0;140;140;130;10
4615;139 Overige textielproductenindustrie;2012 1e kwartaal;25;25;0;0;0;0;25;25;25;5
4616;139 Overige textielproductenindustrie;2012 2e kwartaal;45;40;5;0;0;0;45;45;40;5
4617;139 Overige textielproductenindustrie;2012 3e kwartaal;20;20;0;0;0;0;20;20;20;0
4618;139 Overige textielproductenindustrie;2012 4e kwartaal;15;15;0;0;0;0;15;15;10;5
4619;139 Overige textielproductenindustrie;2012;110;100;10;0;0;0;110;110;95;15
4620;139 Overige textielproductenindustrie;2013 1e kwartaal;20;20;0;0;0;0;20;20;20;0
4621;139 Overige textielproductenindustrie;2013 2e kwartaal;40;35;5;0;0;0;40;40;40;0
4622;139 Overige textielproductenindustrie;2013 3e kwartaal;40;30;10;0;0;0;40;40;30;5
4623;139 Overige textielproductenindustrie;2013 4e kwartaal;25;20;5;0;0;0;25;25;25;0
4624;139 Overige textielproductenindustrie;2013;125;105;20;0;0;0;125;125;115;10
4625;139 Overige textielproductenindustrie;2014 1e kwartaal;20;20;0;0;0;0;20;20;20;5
4626;139 Overige textielproductenindustrie;2014 2e kwartaal;20;15;5;0;0;0;20;20;15;0
4627;139 Overige textielproductenindustrie;2014 3e kwartaal;30;25;0;0;0;0;30;30;25;5
4628;139 Overige textielproductenindustrie;2014 4e kwartaal;30;30;0;0;0;0;30;30;30;0
4629;139 Overige textielproductenindustrie;2014;100;90;10;0;0;0;100;100;85;10
4630;139 Overige textielproductenindustrie;2015 1e kwartaal;25;25;5;0;0;0;25;25;25;0
4631;139 Overige textielproductenindustrie;2015 2e kwartaal;30;25;5;0;0;0;30;30;25;5
4632;139 Overige textielproductenindustrie;2015 3e kwartaal;35;30;5;0;0;0;35;35;35;0
4633;139 Overige textielproductenindustrie;2015 4e kwartaal;20;20;5;0;0;0;20;20;20;0
4634;139 Overige textielproductenindustrie;2015;115;100;15;0;0;0;115;115;105;10
4635;139 Overige textielproductenindustrie;2016 1e kwartaal;15;15;0;0;0;0;15;15;15;0
4636;139 Overige textielproductenindustrie;2016 2e kwartaal;25;25;5;0;0;0;25;25;20;5
4637;139 Overige textielproductenindustrie;2016 3e kwartaal;30;30;0;0;0;0;30;30;25;5
4638;139 Overige textielproductenindustrie;2016 4e kwartaal;25;20;5;0;0;0;25;25;20;5
4639;139 Overige textielproductenindustrie;2016;100;90;10;0;0;0;100;100;85;10
4640;139 Overige textielproductenindustrie;2017 1e kwartaal;30;25;5;0;0;0;30;30;25;5
4641;139 Overige textielproductenindustrie;2017 2e kwartaal;20;20;0;0;0;0;20;20;20;0
4642;139 Overige textielproductenindustrie;2017 3e kwartaal;25;25;0;0;0;0;25;25;25;5
4643;139 Overige textielproductenindustrie;2017 4e kwartaal;25;25;0;0;0;0;25;25;25;0
4644;139 Overige textielproductenindustrie;2017;100;90;10;0;0;0;100;100;90;10
4645;139 Overige textielproductenindustrie;2018 1e kwartaal;25;20;5;0;0;0;25;25;20;5
4646;139 Overige textielproductenindustrie;2018 2e kwartaal;20;15;5;0;0;0;20;20;15;5
4647;139 Overige textielproductenindustrie;2018 3e kwartaal;30;25;5;0;0;0;30;30;25;5
4648;139 Overige textielproductenindustrie;2018 4e kwartaal;20;20;0;0;0;0;20;20;20;0
4649;139 Overige textielproductenindustrie;2018;90;80;10;0;0;0;90;90;75;15
4650;139 Overige textielproductenindustrie;2019 1e kwartaal;30;25;5;0;0;0;30;30;25;5
4651;139 Overige textielproductenindustrie;2019 2e kwartaal;40;35;5;0;0;0;40;40;35;5
4652;139 Overige textielproductenindustrie;2019 3e kwartaal;25;20;0;0;0;0;25;25;25;0
4653;139 Overige textielproductenindustrie;2019 4e kwartaal;25;25;0;0;0;0;25;25;20;5
4654;139 Overige textielproductenindustrie;2019;120;105;10;5;0;0;120;120;105;15
4655;139 Overige textielproductenindustrie;2020 1e kwartaal;30;25;0;0;0;0;30;30;25;5
4656;139 Overige textielproductenindustrie;2020 2e kwartaal;25;20;5;0;0;0;25;25;20;5
4657;139 Overige textielproductenindustrie;2020 3e kwartaal;35;30;0;0;0;0;35;35;35;0
4658;139 Overige textielproductenindustrie;2020 4e kwartaal;35;35;5;0;0;0;35;35;35;0
4659;139 Overige textielproductenindustrie;2020;120;110;10;0;0;0;120;120;115;10
4660;139 Overige textielproductenindustrie;2021 1e kwartaal;40;35;5;0;0;0;40;40;35;0
4661;139 Overige textielproductenindustrie;2021 2e kwartaal;45;40;5;0;0;0;45;45;40;5
4662;139 Overige textielproductenindustrie;2021 3e kwartaal;45;35;10;0;0;0;45;45;40;5
4663;139 Overige textielproductenindustrie;2021 4e kwartaal;35;30;5;0;0;0;35;35;30;5
4664;139 Overige textielproductenindustrie;2021;160;140;20;0;0;0;160;160;150;10
4665;139 Overige textielproductenindustrie;2022 1e kwartaal;35;35;0;0;0;0;35;35;35;0
4666;139 Overige textielproductenindustrie;2022 2e kwartaal;40;35;5;0;0;0;40;40;30;5
4667;139 Overige textielproductenindustrie;2022 3e kwartaal;35;30;5;0;0;0;35;35;35;5
4668;139 Overige textielproductenindustrie;2022 4e kwartaal;25;20;5;0;0;0;25;25;25;0
4669;139 Overige textielproductenindustrie;2022;140;125;15;0;0;0;140;140;125;15
4670;139 Overige textielproductenindustrie;2023 1e kwartaal;30;25;0;0;0;0;30;30;25;0
4671;139 Overige textielproductenindustrie;2023 2e kwartaal;35;30;5;0;0;0;35;35;30;5
4672;139 Overige textielproductenindustrie;2023 3e kwartaal;35;30;5;0;0;0;35;35;25;10
4673;139 Overige textielproductenindustrie;2023 4e kwartaal;45;40;5;0;0;0;45;45;40;5
4674;139 Overige textielproductenindustrie;2023;145;130;15;0;0;0;145;145;125;20
4675;139 Overige textielproductenindustrie;2024 1e kwartaal;20;20;0;0;0;0;20;20;20;0
4676;139 Overige textielproductenindustrie;2024 2e kwartaal;40;35;5;0;0;0;40;40;35;5
4677;139 Overige textielproductenindustrie;2024 3e kwartaal;40;40;5;0;0;0;40;40;40;0
4678;139 Overige textielproductenindustrie;2024 4e kwartaal;25;20;0;0;0;0;25;25;20;0
4679;139 Overige textielproductenindustrie;2024;130;115;10;0;0;0;130;130;120;10
4680;14 Kledingindustrie;2007 1e kwartaal;55;50;10;0;0;0;55;55;50;5
4681;14 Kledingindustrie;2007 2e kwartaal;80;75;5;0;0;0;80;80;75;5
4682;14 Kledingindustrie;2007 3e kwartaal;50;45;5;0;0;0;50;50;45;5
4683;14 Kledingindustrie;2007 4e kwartaal;40;40;5;0;0;0;40;40;40;0
4684;14 Kledingindustrie;2007;225;205;20;0;0;0;225;225;215;15
4685;14 Kledingindustrie;2008 1e kwartaal;25;25;5;0;0;0;25;25;25;0
4686;14 Kledingindustrie;2008 2e kwartaal;65;60;5;0;0;0;65;65;65;0
4687;14 Kledingindustrie;2008 3e kwartaal;40;35;5;0;0;0;40;40;35;0
4688;14 Kledingindustrie;2008 4e kwartaal;40;35;5;0;0;0;40;40;35;10
4689;14 Kledingindustrie;2008;175;150;20;0;0;0;175;175;160;15
4690;14 Kledingindustrie;2009 1e kwartaal;35;35;0;0;0;0;35;35;30;0
4691;14 Kledingindustrie;2009 2e kwartaal;55;45;5;0;0;0;55;55;45;10
4692;14 Kledingindustrie;2009 3e kwartaal;50;40;10;0;0;0;50;50;45;5
4693;14 Kledingindustrie;2009 4e kwartaal;60;50;10;0;0;0;60;60;55;5
4694;14 Kledingindustrie;2009;200;170;25;0;0;0;200;200;175;25
4695;14 Kledingindustrie;2010 1e kwartaal;25;25;0;0;0;0;25;25;20;5
4696;14 Kledingindustrie;2010 2e kwartaal;65;65;5;0;0;0;65;65;65;0
4697;14 Kledingindustrie;2010 3e kwartaal;45;35;5;0;0;0;45;45;40;5
4698;14 Kledingindustrie;2010 4e kwartaal;45;40;0;0;0;0;45;45;45;0
4699;14 Kledingindustrie;2010;180;165;10;0;0;0;180;180;170;10
4700;14 Kledingindustrie;2011 1e kwartaal;45;35;5;0;0;0;45;45;40;0
4701;14 Kledingindustrie;2011 2e kwartaal;55;50;5;0;0;0;55;55;55;5
4702;14 Kledingindustrie;2011 3e kwartaal;35;35;5;0;0;0;35;35;35;5
4703;14 Kledingindustrie;2011 4e kwartaal;40;35;5;0;0;0;40;40;35;5
4704;14 Kledingindustrie;2011;175;155;20;0;0;0;175;175;165;10
4705;14 Kledingindustrie;2012 1e kwartaal;45;40;5;0;0;0;45;45;40;5
4706;14 Kledingindustrie;2012 2e kwartaal;80;75;5;0;0;0;80;80;75;5
4707;14 Kledingindustrie;2012 3e kwartaal;50;45;5;0;0;0;50;50;50;0
4708;14 Kledingindustrie;2012 4e kwartaal;30;20;5;0;0;0;30;30;25;0
4709;14 Kledingindustrie;2012;200;185;15;0;0;0;200;200;185;15
4710;14 Kledingindustrie;2013 1e kwartaal;40;40;0;0;0;0;40;40;40;5
4711;14 Kledingindustrie;2013 2e kwartaal;60;55;5;0;0;0;60;60;55;5
4712;14 Kledingindustrie;2013 3e kwartaal;30;25;5;0;0;0;30;30;30;0
4713;14 Kledingindustrie;2013 4e kwartaal;30;25;5;0;0;0;30;30;25;5
4714;14 Kledingindustrie;2013;165;145;15;0;0;0;165;165;145;20
4715;14 Kledingindustrie;2014 1e kwartaal;50;40;10;0;0;0;50;50;45;5
4716;14 Kledingindustrie;2014 2e kwartaal;60;60;0;0;0;0;60;60;55;5
4717;14 Kledingindustrie;2014 3e kwartaal;60;55;5;0;0;0;60;60;55;0
4718;14 Kledingindustrie;2014 4e kwartaal;40;35;5;0;0;0;40;40;35;5
4719;14 Kledingindustrie;2014;215;190;20;0;0;0;215;215;195;20
4720;14 Kledingindustrie;2015 1e kwartaal;50;45;5;0;0;0;50;50;45;5
4721;14 Kledingindustrie;2015 2e kwartaal;60;50;5;0;0;0;60;60;50;10
4722;14 Kledingindustrie;2015 3e kwartaal;55;45;10;0;0;0;55;55;40;15
4723;14 Kledingindustrie;2015 4e kwartaal;45;40;5;0;0;0;45;45;45;5
4724;14 Kledingindustrie;2015;210;185;20;0;0;0;210;210;180;30
4725;14 Kledingindustrie;2016 1e kwartaal;60;60;5;0;0;0;60;60;50;15
4726;14 Kledingindustrie;2016 2e kwartaal;55;50;5;0;0;0;55;55;50;5
4727;14 Kledingindustrie;2016 3e kwartaal;40;40;0;0;0;0;40;40;40;5
4728;14 Kledingindustrie;2016 4e kwartaal;65;60;5;0;0;0;65;65;55;10
4729;14 Kledingindustrie;2016;225;205;15;0;0;0;225;225;190;30
4730;14 Kledingindustrie;2017 1e kwartaal;45;45;5;0;0;0;45;45;40;5
4731;14 Kledingindustrie;2017 2e kwartaal;50;50;5;0;0;0;50;50;45;5
4732;14 Kledingindustrie;2017 3e kwartaal;55;50;5;0;0;0;55;55;50;5
4733;14 Kledingindustrie;2017 4e kwartaal;65;60;5;0;0;0;65;65;55;5
4734;14 Kledingindustrie;2017;220;205;15;0;0;0;220;220;195;25
4735;14 Kledingindustrie;2018 1e kwartaal;55;50;5;0;0;0;55;55;45;10
4736;14 Kledingindustrie;2018 2e kwartaal;70;65;5;0;0;0;70;70;65;5
4737;14 Kledingindustrie;2018 3e kwartaal;65;60;5;0;0;0;65;65;55;10
4738;14 Kledingindustrie;2018 4e kwartaal;60;50;10;0;0;0;60;60;50;10
4739;14 Kledingindustrie;2018;245;225;20;0;0;0;245;245;215;30
4740;14 Kledingindustrie;2019 1e kwartaal;50;45;5;0;0;0;50;50;45;5
4741;14 Kledingindustrie;2019 2e kwartaal;60;55;0;0;0;0;60;60;55;5
4742;14 Kledingindustrie;2019 3e kwartaal;60;55;5;0;0;0;60;60;55;5
4743;14 Kledingindustrie;2019 4e kwartaal;55;50;5;0;0;0;55;55;45;10
4744;14 Kledingindustrie;2019;220;205;15;0;0;0;220;220;200;25
4745;14 Kledingindustrie;2020 1e kwartaal;75;70;0;0;0;0;75;75;70;5
4746;14 Kledingindustrie;2020 2e kwartaal;55;55;0;0;0;0;55;55;50;5
4747;14 Kledingindustrie;2020 3e kwartaal;55;50;5;0;0;0;55;55;50;10
4748;14 Kledingindustrie;2020 4e kwartaal;75;70;5;0;0;0;75;75;65;10
4749;14 Kledingindustrie;2020;260;245;20;0;0;0;260;260;235;25
4750;14 Kledingindustrie;2021 1e kwartaal;95;90;5;0;0;0;95;95;90;0
4751;14 Kledingindustrie;2021 2e kwartaal;100;90;10;0;0;0;100;100;90;5
4752;14 Kledingindustrie;2021 3e kwartaal;70;65;5;0;0;0;70;70;65;5
4753;14 Kledingindustrie;2021 4e kwartaal;80;75;10;0;0;0;80;80;75;5
4754;14 Kledingindustrie;2021;345;320;30;0;0;0;345;345;325;20
4755;14 Kledingindustrie;2022 1e kwartaal;60;55;10;0;0;0;60;60;50;10
4756;14 Kledingindustrie;2022 2e kwartaal;60;55;5;0;0;0;60;60;50;10
4757;14 Kledingindustrie;2022 3e kwartaal;60;55;5;0;0;0;60;60;55;5
4758;14 Kledingindustrie;2022 4e kwartaal;45;40;5;0;0;0;45;45;40;0
4759;14 Kledingindustrie;2022;225;205;20;0;0;0;225;225;200;25
4760;14 Kledingindustrie;2023 1e kwartaal;45;40;5;0;0;0;45;45;40;5
4761;14 Kledingindustrie;2023 2e kwartaal;60;60;0;0;0;0;60;60;50;10
4762;14 Kledingindustrie;2023 3e kwartaal;40;35;0;0;0;0;40;40;35;0
4763;14 Kledingindustrie;2023 4e kwartaal;65;60;5;0;0;0;65;65;60;5
4764;14 Kledingindustrie;2023;210;200;10;0;0;0;210;210;190;20
4765;14 Kledingindustrie;2024 1e kwartaal;60;55;5;0;0;0;60;60;50;10
4766;14 Kledingindustrie;2024 2e kwartaal;75;60;10;0;0;0;75;75;70;5
4767;14 Kledingindustrie;2024 3e kwartaal;55;50;5;0;0;0;55;55;50;5
4768;14 Kledingindustrie;2024 4e kwartaal;55;55;0;0;0;0;55;55;50;5
4769;14 Kledingindustrie;2024;245;225;20;0;0;0;245;245;225;20
4770;141 Kledingindustrie (geen bontkleding);2007 1e kwartaal;55;50;10;0;0;0;55;55;50;5
4771;141 Kledingindustrie (geen bontkleding);2007 2e kwartaal;75;70;5;0;0;0;75;75;75;5
4772;141 Kledingindustrie (geen bontkleding);2007 3e kwartaal;50;45;5;0;0;0;50;50;45;5
4773;141 Kledingindustrie (geen bontkleding);2007 4e kwartaal;40;40;5;0;0;0;40;40;40;0
4774;141 Kledingindustrie (geen bontkleding);2007;225;200;20;0;0;0;225;225;210;15
4775;141 Kledingindustrie (geen bontkleding);2008 1e kwartaal;25;25;5;0;0;0;25;25;25;0
4776;141 Kledingindustrie (geen bontkleding);2008 2e kwartaal;65;60;5;0;0;0;65;65;65;0
4777;141 Kledingindustrie (geen bontkleding);2008 3e kwartaal;40;35;5;0;0;0;40;40;35;0
4778;141 Kledingindustrie (geen bontkleding);2008 4e kwartaal;40;35;5;0;0;0;40;40;35;10
4779;141 Kledingindustrie (geen bontkleding);2008;170;150;20;0;0;0;170;170;160;15
4780;141 Kledingindustrie (geen bontkleding);2009 1e kwartaal;30;30;0;0;0;0;30;30;30;0
4781;141 Kledingindustrie (geen bontkleding);2009 2e kwartaal;55;45;5;0;0;0;55;55;45;10
4782;141 Kledingindustrie (geen bontkleding);2009 3e kwartaal;50;40;10;0;0;0;50;50;45;5
4783;141 Kledingindustrie (geen bontkleding);2009 4e kwartaal;60;50;10;0;0;0;60;60;55;5
4784;141 Kledingindustrie (geen bontkleding);2009;195;170;25;0;0;0;195;195;170;20
4785;141 Kledingindustrie (geen bontkleding);2010 1e kwartaal;25;25;0;0;0;0;25;25;20;5
4786;141 Kledingindustrie (geen bontkleding);2010 2e kwartaal;65;65;5;0;0;0;65;65;65;0
4787;141 Kledingindustrie (geen bontkleding);2010 3e kwartaal;45;35;5;0;0;0;45;45;40;5
4788;141 Kledingindustrie (geen bontkleding);2010 4e kwartaal;40;40;0;0;0;0;40;40;40;0
4789;141 Kledingindustrie (geen bontkleding);2010;175;165;10;0;0;0;175;175;165;10
4790;141 Kledingindustrie (geen bontkleding);2011 1e kwartaal;45;35;5;0;0;0;45;45;40;0
4791;141 Kledingindustrie (geen bontkleding);2011 2e kwartaal;55;45;5;0;0;0;55;55;50;5
4792;141 Kledingindustrie (geen bontkleding);2011 3e kwartaal;35;35;5;0;0;0;35;35;35;5
4793;141 Kledingindustrie (geen bontkleding);2011 4e kwartaal;35;35;5;0;0;0;35;35;35;5
4794;141 Kledingindustrie (geen bontkleding);2011;170;150;20;0;0;0;170;170;160;10
4795;141 Kledingindustrie (geen bontkleding);2012 1e kwartaal;45;40;5;0;0;0;45;45;40;5
4796;141 Kledingindustrie (geen bontkleding);2012 2e kwartaal;75;70;5;0;0;0;75;75;70;5
4797;141 Kledingindustrie (geen bontkleding);2012 3e kwartaal;50;45;5;0;0;0;50;50;50;0
4798;141 Kledingindustrie (geen bontkleding);2012 4e kwartaal;30;20;5;0;0;0;30;30;25;0
4799;141 Kledingindustrie (geen bontkleding);2012;195;180;15;0;0;0;195;195;180;15
4800;141 Kledingindustrie (geen bontkleding);2013 1e kwartaal;40;40;0;0;0;0;40;40;35;5
4801;141 Kledingindustrie (geen bontkleding);2013 2e kwartaal;55;55;5;0;0;0;55;55;50;5
4802;141 Kledingindustrie (geen bontkleding);2013 3e kwartaal;30;25;5;0;0;0;30;30;30;0
4803;141 Kledingindustrie (geen bontkleding);2013 4e kwartaal;30;25;5;0;0;0;30;30;25;5
4804;141 Kledingindustrie (geen bontkleding);2013;160;140;15;0;0;0;160;160;140;20
4805;141 Kledingindustrie (geen bontkleding);2014 1e kwartaal;50;40;10;0;0;0;50;50;45;5
4806;141 Kledingindustrie (geen bontkleding);2014 2e kwartaal;60;55;0;0;0;0;60;60;50;5
4807;141 Kledingindustrie (geen bontkleding);2014 3e kwartaal;55;50;5;0;0;0;55;55;55;0
4808;141 Kledingindustrie (geen bontkleding);2014 4e kwartaal;40;35;5;0;0;0;40;40;35;5
4809;141 Kledingindustrie (geen bontkleding);2014;205;185;20;0;0;0;205;205;185;15
4810;141 Kledingindustrie (geen bontkleding);2015 1e kwartaal;45;40;5;0;0;0;45;45;40;5
4811;141 Kledingindustrie (geen bontkleding);2015 2e kwartaal;55;50;5;0;0;0;55;55;45;10
4812;141 Kledingindustrie (geen bontkleding);2015 3e kwartaal;55;45;10;0;0;0;55;55;40;15
4813;141 Kledingindustrie (geen bontkleding);2015 4e kwartaal;45;40;5;0;0;0;45;45;40;5
4814;141 Kledingindustrie (geen bontkleding);2015;200;180;20;0;0;0;200;200;170;30
4815;141 Kledingindustrie (geen bontkleding);2016 1e kwartaal;60;55;5;0;0;0;60;60;45;15
4816;141 Kledingindustrie (geen bontkleding);2016 2e kwartaal;55;50;5;0;0;0;55;55;50;5
4817;141 Kledingindustrie (geen bontkleding);2016 3e kwartaal;40;40;0;0;0;0;40;40;35;5
4818;141 Kledingindustrie (geen bontkleding);2016 4e kwartaal;65;60;5;0;0;0;65;65;55;10
4819;141 Kledingindustrie (geen bontkleding);2016;220;205;15;0;0;0;220;220;190;30
4820;141 Kledingindustrie (geen bontkleding);2017 1e kwartaal;45;45;5;0;0;0;45;45;40;5
4821;141 Kledingindustrie (geen bontkleding);2017 2e kwartaal;50;45;5;0;0;0;50;50;45;5
4822;141 Kledingindustrie (geen bontkleding);2017 3e kwartaal;55;50;5;0;0;0;55;55;50;5
4823;141 Kledingindustrie (geen bontkleding);2017 4e kwartaal;65;60;5;0;0;0;65;65;55;5
4824;141 Kledingindustrie (geen bontkleding);2017;220;200;15;0;0;0;220;220;195;25
