ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOprichtingenVanBedrijven_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
4825;141 Kledingindustrie (geen bontkleding);2018 1e kwartaal;55;50;5;0;0;0;55;55;45;10
4826;141 Kledingindustrie (geen bontkleding);2018 2e kwartaal;65;65;5;0;0;0;65;65;65;5
4827;141 Kledingindustrie (geen bontkleding);2018 3e kwartaal;65;60;5;0;0;0;65;65;55;10
4828;141 Kledingindustrie (geen bontkleding);2018 4e kwartaal;60;50;10;0;0;0;60;60;50;10
4829;141 Kledingindustrie (geen bontkleding);2018;240;220;20;0;0;0;240;240;210;30
4830;141 Kledingindustrie (geen bontkleding);2019 1e kwartaal;50;45;5;0;0;0;50;50;45;5
4831;141 Kledingindustrie (geen bontkleding);2019 2e kwartaal;55;55;0;0;0;0;55;55;50;5
4832;141 Kledingindustrie (geen bontkleding);2019 3e kwartaal;60;55;5;0;0;0;60;60;55;5
4833;141 Kledingindustrie (geen bontkleding);2019 4e kwartaal;50;50;5;0;0;0;50;50;40;10
4834;141 Kledingindustrie (geen bontkleding);2019;220;205;15;0;0;0;220;220;195;25
4835;141 Kledingindustrie (geen bontkleding);2020 1e kwartaal;70;70;0;0;0;0;70;70;70;5
4836;141 Kledingindustrie (geen bontkleding);2020 2e kwartaal;55;55;0;0;0;0;55;55;50;5
4837;141 Kledingindustrie (geen bontkleding);2020 3e kwartaal;55;50;5;0;0;0;55;55;45;10
4838;141 Kledingindustrie (geen bontkleding);2020 4e kwartaal;75;65;5;0;0;0;75;75;65;10
4839;141 Kledingindustrie (geen bontkleding);2020;255;240;20;0;0;0;255;255;230;25
4840;141 Kledingindustrie (geen bontkleding);2021 1e kwartaal;90;85;5;0;0;0;90;90;90;0
4841;141 Kledingindustrie (geen bontkleding);2021 2e kwartaal;95;85;10;0;0;0;95;95;85;5
4842;141 Kledingindustrie (geen bontkleding);2021 3e kwartaal;70;65;5;0;0;0;70;70;65;5
4843;141 Kledingindustrie (geen bontkleding);2021 4e kwartaal;80;75;10;0;0;0;80;80;75;5
4844;141 Kledingindustrie (geen bontkleding);2021;340;310;30;0;0;0;340;340;315;20
4845;141 Kledingindustrie (geen bontkleding);2022 1e kwartaal;60;55;10;0;0;0;60;60;50;10
4846;141 Kledingindustrie (geen bontkleding);2022 2e kwartaal;60;55;5;0;0;0;60;60;45;10
4847;141 Kledingindustrie (geen bontkleding);2022 3e kwartaal;55;50;5;0;0;0;55;55;50;5
4848;141 Kledingindustrie (geen bontkleding);2022 4e kwartaal;45;40;5;0;0;0;45;45;40;0
4849;141 Kledingindustrie (geen bontkleding);2022;220;200;20;0;0;0;220;220;190;25
4850;141 Kledingindustrie (geen bontkleding);2023 1e kwartaal;45;40;5;0;0;0;45;45;40;5
4851;141 Kledingindustrie (geen bontkleding);2023 2e kwartaal;60;55;0;0;0;0;60;60;50;10
4852;141 Kledingindustrie (geen bontkleding);2023 3e kwartaal;40;35;0;0;0;0;40;40;35;0
4853;141 Kledingindustrie (geen bontkleding);2023 4e kwartaal;60;60;5;0;0;0;60;60;55;5
4854;141 Kledingindustrie (geen bontkleding);2023;205;190;10;0;0;0;205;205;180;20
4855;141 Kledingindustrie (geen bontkleding);2024 1e kwartaal;55;55;5;0;0;0;55;55;50;10
4856;141 Kledingindustrie (geen bontkleding);2024 2e kwartaal;65;60;10;0;0;0;65;65;65;5
4857;141 Kledingindustrie (geen bontkleding);2024 3e kwartaal;55;50;5;0;0;0;55;55;50;5
4858;141 Kledingindustrie (geen bontkleding);2024 4e kwartaal;55;50;0;0;0;0;55;55;50;5
4859;141 Kledingindustrie (geen bontkleding);2024;235;215;20;0;0;0;235;235;215;20
4860;142 Bontartikelenindustrie;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4861;142 Bontartikelenindustrie;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4862;142 Bontartikelenindustrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4863;142 Bontartikelenindustrie;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4864;142 Bontartikelenindustrie;2007;0;0;0;0;0;0;0;0;0;0
4865;142 Bontartikelenindustrie;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4866;142 Bontartikelenindustrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4867;142 Bontartikelenindustrie;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4868;142 Bontartikelenindustrie;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4869;142 Bontartikelenindustrie;2008;0;0;0;0;0;0;0;0;0;0
4870;142 Bontartikelenindustrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4871;142 Bontartikelenindustrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4872;142 Bontartikelenindustrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4873;142 Bontartikelenindustrie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4874;142 Bontartikelenindustrie;2009;0;0;0;0;0;0;0;0;0;0
4875;142 Bontartikelenindustrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4876;142 Bontartikelenindustrie;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4877;142 Bontartikelenindustrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4878;142 Bontartikelenindustrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4879;142 Bontartikelenindustrie;2010;0;0;0;0;0;0;0;0;0;0
4880;142 Bontartikelenindustrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4881;142 Bontartikelenindustrie;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4882;142 Bontartikelenindustrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4883;142 Bontartikelenindustrie;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4884;142 Bontartikelenindustrie;2011;0;0;0;0;0;0;0;0;0;0
4885;142 Bontartikelenindustrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4886;142 Bontartikelenindustrie;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4887;142 Bontartikelenindustrie;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4888;142 Bontartikelenindustrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4889;142 Bontartikelenindustrie;2012;0;0;0;0;0;0;0;0;0;0
4890;142 Bontartikelenindustrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4891;142 Bontartikelenindustrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4892;142 Bontartikelenindustrie;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4893;142 Bontartikelenindustrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4894;142 Bontartikelenindustrie;2013;0;0;0;0;0;0;0;0;0;0
4895;142 Bontartikelenindustrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4896;142 Bontartikelenindustrie;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4897;142 Bontartikelenindustrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4898;142 Bontartikelenindustrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4899;142 Bontartikelenindustrie;2014;0;0;0;0;0;0;0;0;0;0
4900;142 Bontartikelenindustrie;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4901;142 Bontartikelenindustrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4902;142 Bontartikelenindustrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4903;142 Bontartikelenindustrie;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4904;142 Bontartikelenindustrie;2015;0;0;0;0;0;0;0;0;0;0
4905;142 Bontartikelenindustrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4906;142 Bontartikelenindustrie;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4907;142 Bontartikelenindustrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4908;142 Bontartikelenindustrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4909;142 Bontartikelenindustrie;2016;0;0;0;0;0;0;0;0;0;0
4910;142 Bontartikelenindustrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4911;142 Bontartikelenindustrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4912;142 Bontartikelenindustrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4913;142 Bontartikelenindustrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4914;142 Bontartikelenindustrie;2017;0;0;0;0;0;0;0;0;0;0
4915;142 Bontartikelenindustrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4916;142 Bontartikelenindustrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4917;142 Bontartikelenindustrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4918;142 Bontartikelenindustrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4919;142 Bontartikelenindustrie;2018;0;0;0;0;0;0;0;0;0;0
4920;142 Bontartikelenindustrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4921;142 Bontartikelenindustrie;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4922;142 Bontartikelenindustrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4923;142 Bontartikelenindustrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4924;142 Bontartikelenindustrie;2019;0;0;0;0;0;0;0;0;0;0
4925;142 Bontartikelenindustrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4926;142 Bontartikelenindustrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4927;142 Bontartikelenindustrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4928;142 Bontartikelenindustrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4929;142 Bontartikelenindustrie;2020;0;0;0;0;0;0;0;0;0;0
4930;142 Bontartikelenindustrie;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4931;142 Bontartikelenindustrie;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4932;142 Bontartikelenindustrie;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4933;142 Bontartikelenindustrie;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4934;142 Bontartikelenindustrie;2021;0;0;0;0;0;0;0;0;0;0
4935;142 Bontartikelenindustrie;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4936;142 Bontartikelenindustrie;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4937;142 Bontartikelenindustrie;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4938;142 Bontartikelenindustrie;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4939;142 Bontartikelenindustrie;2022;0;0;0;0;0;0;0;0;0;0
4940;142 Bontartikelenindustrie;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4941;142 Bontartikelenindustrie;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4942;142 Bontartikelenindustrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4943;142 Bontartikelenindustrie;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4944;142 Bontartikelenindustrie;2023;0;0;0;0;0;0;0;0;0;0
4945;142 Bontartikelenindustrie;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4946;142 Bontartikelenindustrie;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4947;142 Bontartikelenindustrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4948;142 Bontartikelenindustrie;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4949;142 Bontartikelenindustrie;2024;0;0;0;0;0;0;0;0;0;0
4950;143 Gebreide kledingindustrie;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4951;143 Gebreide kledingindustrie;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4952;143 Gebreide kledingindustrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4953;143 Gebreide kledingindustrie;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4954;143 Gebreide kledingindustrie;2007;0;0;0;0;0;0;0;0;0;0
4955;143 Gebreide kledingindustrie;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4956;143 Gebreide kledingindustrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4957;143 Gebreide kledingindustrie;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4958;143 Gebreide kledingindustrie;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4959;143 Gebreide kledingindustrie;2008;5;5;0;0;0;0;5;5;5;0
4960;143 Gebreide kledingindustrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4961;143 Gebreide kledingindustrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4962;143 Gebreide kledingindustrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4963;143 Gebreide kledingindustrie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4964;143 Gebreide kledingindustrie;2009;5;5;0;0;0;0;5;5;5;0
4965;143 Gebreide kledingindustrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4966;143 Gebreide kledingindustrie;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4967;143 Gebreide kledingindustrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4968;143 Gebreide kledingindustrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4969;143 Gebreide kledingindustrie;2010;5;5;0;0;0;0;5;5;5;0
4970;143 Gebreide kledingindustrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4971;143 Gebreide kledingindustrie;2011 2e kwartaal;5;5;0;0;0;0;5;5;5;0
4972;143 Gebreide kledingindustrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4973;143 Gebreide kledingindustrie;2011 4e kwartaal;5;5;0;0;0;0;5;5;5;0
4974;143 Gebreide kledingindustrie;2011;5;5;0;0;0;0;5;5;5;0
4975;143 Gebreide kledingindustrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4976;143 Gebreide kledingindustrie;2012 2e kwartaal;5;5;0;0;0;0;5;5;5;0
4977;143 Gebreide kledingindustrie;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4978;143 Gebreide kledingindustrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4979;143 Gebreide kledingindustrie;2012;5;5;0;0;0;0;5;5;5;0
4980;143 Gebreide kledingindustrie;2013 1e kwartaal;5;5;0;0;0;0;5;5;5;0
4981;143 Gebreide kledingindustrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4982;143 Gebreide kledingindustrie;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4983;143 Gebreide kledingindustrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4984;143 Gebreide kledingindustrie;2013;5;5;0;0;0;0;5;5;5;0
4985;143 Gebreide kledingindustrie;2014 1e kwartaal;5;5;0;0;0;0;5;5;5;0
4986;143 Gebreide kledingindustrie;2014 2e kwartaal;5;5;0;0;0;0;5;5;5;0
4987;143 Gebreide kledingindustrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4988;143 Gebreide kledingindustrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4989;143 Gebreide kledingindustrie;2014;10;10;0;0;0;0;10;10;10;0
4990;143 Gebreide kledingindustrie;2015 1e kwartaal;5;5;0;0;0;0;5;5;5;0
4991;143 Gebreide kledingindustrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4992;143 Gebreide kledingindustrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4993;143 Gebreide kledingindustrie;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4994;143 Gebreide kledingindustrie;2015;5;5;0;0;0;0;5;5;5;0
4995;143 Gebreide kledingindustrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
4996;143 Gebreide kledingindustrie;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
4997;143 Gebreide kledingindustrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
4998;143 Gebreide kledingindustrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
4999;143 Gebreide kledingindustrie;2016;5;5;0;0;0;0;5;5;5;0
5000;143 Gebreide kledingindustrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5001;143 Gebreide kledingindustrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5002;143 Gebreide kledingindustrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5003;143 Gebreide kledingindustrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5004;143 Gebreide kledingindustrie;2017;0;0;0;0;0;0;0;0;0;0
5005;143 Gebreide kledingindustrie;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5006;143 Gebreide kledingindustrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5007;143 Gebreide kledingindustrie;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5008;143 Gebreide kledingindustrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5009;143 Gebreide kledingindustrie;2018;5;5;0;0;0;0;5;5;5;0
5010;143 Gebreide kledingindustrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5011;143 Gebreide kledingindustrie;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5012;143 Gebreide kledingindustrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5013;143 Gebreide kledingindustrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5014;143 Gebreide kledingindustrie;2019;5;5;0;0;0;0;5;5;5;0
5015;143 Gebreide kledingindustrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5016;143 Gebreide kledingindustrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5017;143 Gebreide kledingindustrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5018;143 Gebreide kledingindustrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5019;143 Gebreide kledingindustrie;2020;5;5;0;0;0;0;5;5;5;0
5020;143 Gebreide kledingindustrie;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5021;143 Gebreide kledingindustrie;2021 2e kwartaal;5;5;0;0;0;0;5;5;5;0
5022;143 Gebreide kledingindustrie;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5023;143 Gebreide kledingindustrie;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5024;143 Gebreide kledingindustrie;2021;10;10;0;0;0;0;10;10;10;0
5025;143 Gebreide kledingindustrie;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5026;143 Gebreide kledingindustrie;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5027;143 Gebreide kledingindustrie;2022 3e kwartaal;5;5;0;0;0;0;5;5;5;0
5028;143 Gebreide kledingindustrie;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5029;143 Gebreide kledingindustrie;2022;5;5;0;0;0;0;5;5;5;0
5030;143 Gebreide kledingindustrie;2023 1e kwartaal;5;5;0;0;0;0;5;5;5;0
5031;143 Gebreide kledingindustrie;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5032;143 Gebreide kledingindustrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5033;143 Gebreide kledingindustrie;2023 4e kwartaal;5;5;0;0;0;0;5;5;5;0
5034;143 Gebreide kledingindustrie;2023;10;10;0;0;0;0;10;10;10;0
5035;143 Gebreide kledingindustrie;2024 1e kwartaal;5;5;0;0;0;0;5;5;5;0
5036;143 Gebreide kledingindustrie;2024 2e kwartaal;5;5;0;0;0;0;5;5;5;0
5037;143 Gebreide kledingindustrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5038;143 Gebreide kledingindustrie;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5039;143 Gebreide kledingindustrie;2024;10;10;0;0;0;0;10;10;10;0
5040;15 Leer- en schoenenindustrie;2007 1e kwartaal;10;10;0;0;0;0;10;10;10;0
5041;15 Leer- en schoenenindustrie;2007 2e kwartaal;10;10;0;0;0;0;10;10;10;0
5042;15 Leer- en schoenenindustrie;2007 3e kwartaal;10;10;0;0;0;0;10;10;10;0
5043;15 Leer- en schoenenindustrie;2007 4e kwartaal;5;5;0;0;0;0;5;5;5;0
5044;15 Leer- en schoenenindustrie;2007;35;30;5;0;0;0;35;35;30;0
5045;15 Leer- en schoenenindustrie;2008 1e kwartaal;5;5;0;0;0;0;5;5;0;0
5046;15 Leer- en schoenenindustrie;2008 2e kwartaal;5;5;0;0;0;0;5;5;5;0
5047;15 Leer- en schoenenindustrie;2008 3e kwartaal;10;5;0;0;0;0;10;10;5;0
5048;15 Leer- en schoenenindustrie;2008 4e kwartaal;5;5;0;0;0;0;5;5;0;0
5049;15 Leer- en schoenenindustrie;2008;20;20;5;0;0;0;20;20;20;5
5050;15 Leer- en schoenenindustrie;2009 1e kwartaal;5;5;0;0;0;0;5;5;5;0
5051;15 Leer- en schoenenindustrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5052;15 Leer- en schoenenindustrie;2009 3e kwartaal;10;10;0;0;0;0;10;10;10;0
5053;15 Leer- en schoenenindustrie;2009 4e kwartaal;15;15;0;0;0;0;15;15;15;0
5054;15 Leer- en schoenenindustrie;2009;35;30;5;0;0;0;35;35;30;0
5055;15 Leer- en schoenenindustrie;2010 1e kwartaal;5;5;0;0;0;0;5;5;5;0
5056;15 Leer- en schoenenindustrie;2010 2e kwartaal;15;10;0;0;0;0;15;15;10;5
5057;15 Leer- en schoenenindustrie;2010 3e kwartaal;10;10;5;0;0;0;10;10;10;0
5058;15 Leer- en schoenenindustrie;2010 4e kwartaal;15;10;5;0;0;0;15;15;15;0
5059;15 Leer- en schoenenindustrie;2010;40;35;5;0;0;0;40;40;35;5
5060;15 Leer- en schoenenindustrie;2011 1e kwartaal;5;5;0;0;0;0;5;5;5;0
5061;15 Leer- en schoenenindustrie;2011 2e kwartaal;15;10;5;0;0;0;15;15;10;0
5062;15 Leer- en schoenenindustrie;2011 3e kwartaal;5;5;0;0;0;0;5;5;5;0
5063;15 Leer- en schoenenindustrie;2011 4e kwartaal;15;15;0;0;0;0;15;15;15;0
5064;15 Leer- en schoenenindustrie;2011;40;35;5;0;0;0;40;40;35;5
5065;15 Leer- en schoenenindustrie;2012 1e kwartaal;10;5;0;0;0;0;10;10;5;0
5066;15 Leer- en schoenenindustrie;2012 2e kwartaal;20;15;0;0;0;0;20;20;15;5
5067;15 Leer- en schoenenindustrie;2012 3e kwartaal;10;5;0;0;0;0;10;10;5;0
5068;15 Leer- en schoenenindustrie;2012 4e kwartaal;15;15;0;0;0;0;15;15;10;5
5069;15 Leer- en schoenenindustrie;2012;50;45;5;0;0;0;50;50;40;10
5070;15 Leer- en schoenenindustrie;2013 1e kwartaal;10;10;0;0;0;0;10;10;10;0
5071;15 Leer- en schoenenindustrie;2013 2e kwartaal;15;10;0;0;0;0;15;15;10;5
5072;15 Leer- en schoenenindustrie;2013 3e kwartaal;5;5;0;0;0;0;5;5;0;0
5073;15 Leer- en schoenenindustrie;2013 4e kwartaal;5;5;0;0;0;0;5;5;5;0
5074;15 Leer- en schoenenindustrie;2013;35;30;5;0;0;0;35;35;30;5
5075;15 Leer- en schoenenindustrie;2014 1e kwartaal;10;5;0;0;0;0;10;10;10;0
5076;15 Leer- en schoenenindustrie;2014 2e kwartaal;20;15;0;0;0;0;20;20;15;0
5077;15 Leer- en schoenenindustrie;2014 3e kwartaal;15;15;0;0;0;0;15;15;15;0
5078;15 Leer- en schoenenindustrie;2014 4e kwartaal;10;5;0;0;0;0;10;10;10;0
5079;15 Leer- en schoenenindustrie;2014;55;45;5;0;0;0;55;55;50;5
5080;15 Leer- en schoenenindustrie;2015 1e kwartaal;5;5;0;0;0;0;5;5;5;0
5081;15 Leer- en schoenenindustrie;2015 2e kwartaal;20;15;0;0;0;0;20;20;15;5
5082;15 Leer- en schoenenindustrie;2015 3e kwartaal;15;10;0;0;0;0;15;15;10;0
5083;15 Leer- en schoenenindustrie;2015 4e kwartaal;20;20;0;0;0;0;20;20;15;5
5084;15 Leer- en schoenenindustrie;2015;55;50;5;0;0;0;55;55;50;10
5085;15 Leer- en schoenenindustrie;2016 1e kwartaal;20;15;0;0;0;0;20;20;20;0
5086;15 Leer- en schoenenindustrie;2016 2e kwartaal;20;15;5;0;0;0;20;20;20;0
5087;15 Leer- en schoenenindustrie;2016 3e kwartaal;20;20;0;0;0;0;20;20;15;5
5088;15 Leer- en schoenenindustrie;2016 4e kwartaal;15;15;0;0;0;0;15;15;15;0
5089;15 Leer- en schoenenindustrie;2016;75;65;5;0;0;0;75;75;70;5
5090;15 Leer- en schoenenindustrie;2017 1e kwartaal;20;15;0;0;0;0;20;20;20;0
5091;15 Leer- en schoenenindustrie;2017 2e kwartaal;15;15;0;0;0;0;15;15;15;0
5092;15 Leer- en schoenenindustrie;2017 3e kwartaal;20;15;5;0;0;0;20;20;15;5
5093;15 Leer- en schoenenindustrie;2017 4e kwartaal;25;25;0;0;0;0;25;25;20;5
5094;15 Leer- en schoenenindustrie;2017;80;70;10;0;0;0;80;80;70;10
5095;15 Leer- en schoenenindustrie;2018 1e kwartaal;15;15;0;0;0;0;15;15;15;0
5096;15 Leer- en schoenenindustrie;2018 2e kwartaal;10;10;0;0;0;0;10;10;10;0
5097;15 Leer- en schoenenindustrie;2018 3e kwartaal;20;15;5;0;0;0;20;20;15;5
5098;15 Leer- en schoenenindustrie;2018 4e kwartaal;15;15;0;0;0;0;15;15;10;0
5099;15 Leer- en schoenenindustrie;2018;60;55;5;0;0;0;60;60;55;5
5100;15 Leer- en schoenenindustrie;2019 1e kwartaal;15;15;0;0;0;0;15;15;10;5
5101;15 Leer- en schoenenindustrie;2019 2e kwartaal;15;15;0;0;0;0;15;15;15;0
5102;15 Leer- en schoenenindustrie;2019 3e kwartaal;20;20;0;0;0;0;20;20;15;5
5103;15 Leer- en schoenenindustrie;2019 4e kwartaal;15;15;0;0;0;0;15;15;15;0
5104;15 Leer- en schoenenindustrie;2019;65;65;0;0;0;0;65;65;55;10
5105;15 Leer- en schoenenindustrie;2020 1e kwartaal;25;25;0;0;0;0;25;25;20;0
5106;15 Leer- en schoenenindustrie;2020 2e kwartaal;15;15;0;0;0;0;15;15;15;0
5107;15 Leer- en schoenenindustrie;2020 3e kwartaal;10;10;0;0;0;0;10;10;10;0
5108;15 Leer- en schoenenindustrie;2020 4e kwartaal;20;20;0;0;0;0;20;20;15;0
5109;15 Leer- en schoenenindustrie;2020;70;65;0;0;0;0;70;70;65;5
5110;15 Leer- en schoenenindustrie;2021 1e kwartaal;15;15;0;0;0;0;15;15;10;5
5111;15 Leer- en schoenenindustrie;2021 2e kwartaal;20;20;0;0;0;0;20;20;15;0
5112;15 Leer- en schoenenindustrie;2021 3e kwartaal;25;25;0;0;0;0;25;25;25;0
