ID;RegioS;Perioden;TotaalIncidenten_1;TotaalBrandincidenten_2;TotaalAutomatischGemeld_3;AfgehandeldDoorDeMeldkamer_4;AlarmeringenVanDeBrandweer_5;TotaalTelefonischGemeld_6;AfgehandeldDoorDeMeldkamer_7;AlarmeringenVanDeBrandweer_8;TotaalHulpverleningsincidenten_9;AfgehandeldDoorDeMeldkamer_10;AlarmeringenVanDeBrandweer_11
1366;Limburg-Noord (VR);2013 2e kwartaal;1140;740;400;40;380;340;20;320;400;100;300
1367;Limburg-Noord (VR);2013 3e kwartaal;1300;780;460;40;400;340;20;320;500;140;380
1368;Limburg-Noord (VR);2013 4e kwartaal;1300;700;440;40;400;280;0;260;600;120;480
1369;Limburg-Noord (VR);2013;4680;2900;1720;160;1560;1180;40;1140;1780;400;1380
1370;Limburg-Noord (VR);2014 1e kwartaal;1080;700;420;20;380;300;20;280;380;60;320
1371;Limburg-Noord (VR);2014 2e kwartaal;1160;700;400;20;380;300;20;280;460;80;380
1372;Limburg-Noord (VR);2014 3e kwartaal;1320;700;480;20;460;240;0;220;600;160;440
1373;Limburg-Noord (VR);2014 4e kwartaal;1140;720;460;20;440;260;0;260;420;60;360
1374;Limburg-Noord (VR);2014;4680;2820;1740;80;1660;1080;40;1040;1860;360;1480
1375;Limburg-Noord (VR);2015 1e kwartaal;1160;700;420;20;400;280;0;280;460;80;380
1376;Limburg-Noord (VR);2015 2e kwartaal;1320;740;440;140;300;320;40;280;580;160;420
1377;Limburg-Noord (VR);2015 3e kwartaal;1240;700;440;180;260;260;40;220;540;200;340
1378;Limburg-Noord (VR);2015 4e kwartaal;1180;740;480;200;260;280;40;220;440;160;300
1379;Limburg-Noord (VR);2015;4920;2900;1780;540;1220;1120;140;980;2020;580;1440
1380;Limburg-Noord (VR);2016 1e kwartaal;1080;640;400;180;220;240;40;200;420;120;320
1381;Limburg-Noord (VR);2016 2e kwartaal;1560;760;460;200;260;300;40;260;800;380;420
1382;Limburg-Noord (VR);2016 3e kwartaal;1420;900;520;220;300;380;60;300;520;140;380
1383;Limburg-Noord (VR);2016 4e kwartaal;1160;700;440;220;220;260;60;200;460;160;300
1384;Limburg-Noord (VR);2016;5200;3020;1840;820;1020;1180;200;960;2180;800;1400
1385;Limburg-Noord (VR);2017 1e kwartaal;1080;600;360;180;180;240;40;200;480;140;320
1386;Limburg-Noord (VR);2017 2e kwartaal;1200;720;340;180;160;360;80;280;480;160;320
1387;Limburg-Noord (VR);2017 3e kwartaal;1160;680;400;180;220;280;60;240;480;140;340
1388;Limburg-Noord (VR);2017 4e kwartaal;1060;580;360;180;180;240;40;200;480;140;340
1389;Limburg-Noord (VR);2017;4500;2580;1440;700;740;1140;220;920;1920;600;1340
1390;Limburg-Noord (VR);2018 1e kwartaal;1540;580;320;160;180;240;40;200;960;500;460
1391;Limburg-Noord (VR);2018 2e kwartaal;1340;640;300;160;160;320;80;240;700;280;420
1392;Limburg-Noord (VR);2018 3e kwartaal;1700;960;360;180;200;600;140;440;740;300;460
1393;Limburg-Noord (VR);2018 4e kwartaal;1280;640;320;140;180;320;60;260;640;240;400
1394;Limburg-Noord (VR);2018;5880;2820;1320;620;720;1480;340;1160;3060;1320;1740
1395;Limburg-Noord (VR);2019 1e kwartaal;1620;720;420;220;200;300;60;240;900;420;480
1396;Limburg-Noord (VR);2019 2e kwartaal;1800;840;420;200;220;420;100;300;960;440;520
1397;Limburg-Noord (VR);2019 3e kwartaal;1880;900;500;240;260;420;100;320;960;500;480
1398;Limburg-Noord (VR);2019 4e kwartaal;1600;720;460;220;240;260;40;220;880;440;440
1399;Limburg-Noord (VR);2019;6880;3180;1800;880;920;1380;300;1060;3700;1800;1920
1400;Limburg-Zuid (VR);2013 1e kwartaal;3300;980;720;260;460;260;0;240;2320;2040;300
1401;Limburg-Zuid (VR);2013 2e kwartaal;3540;1180;800;300;500;380;20;360;2360;2060;320
1402;Limburg-Zuid (VR);2013 3e kwartaal;4340;1300;860;340;520;460;20;440;3040;2640;380
1403;Limburg-Zuid (VR);2013 4e kwartaal;4020;1180;820;260;560;360;0;340;2840;2400;440
1404;Limburg-Zuid (VR);2013;15220;4640;3200;1160;2040;1440;40;1380;10580;9140;1440
1405;Limburg-Zuid (VR);2014 1e kwartaal;3340;1080;700;240;460;380;40;340;2260;1960;280
1406;Limburg-Zuid (VR);2014 2e kwartaal;3720;1120;740;240;520;380;20;360;2620;2220;380
1407;Limburg-Zuid (VR);2014 3e kwartaal;4720;1380;1040;320;720;340;20;320;3340;2800;540
1408;Limburg-Zuid (VR);2014 4e kwartaal;3900;1160;860;280;580;300;20;300;2740;2380;360
1409;Limburg-Zuid (VR);2014;15680;4740;3360;1060;2280;1400;80;1320;10940;9360;1580
1410;Limburg-Zuid (VR);2015 1e kwartaal;2500;1120;820;300;540;300;0;300;1380;920;460
1411;Limburg-Zuid (VR);2015 2e kwartaal;1720;1160;780;280;500;380;20;380;540;120;440
1412;Limburg-Zuid (VR);2015 3e kwartaal;1900;1280;860;300;560;440;0;420;600;180;420
1413;Limburg-Zuid (VR);2015 4e kwartaal;1880;1380;1000;300;700;380;20;380;500;120;380
1414;Limburg-Zuid (VR);2015;7980;4940;3460;1160;2280;1500;40;1460;3040;1340;1700
1415;Limburg-Zuid (VR);2016 1e kwartaal;1580;1080;780;220;560;300;20;280;500;100;380
1416;Limburg-Zuid (VR);2016 2e kwartaal;2220;1180;880;240;640;300;0;280;1040;380;660
1417;Limburg-Zuid (VR);2016 3e kwartaal;2020;1300;880;240;660;420;0;400;720;320;400
1418;Limburg-Zuid (VR);2016 4e kwartaal;2160;1200;880;240;620;340;20;320;960;520;440
1419;Limburg-Zuid (VR);2016;7960;4780;3420;940;2480;1340;40;1300;3200;1320;1880
1420;Limburg-Zuid (VR);2017 1e kwartaal;1940;1080;760;220;560;320;0;320;840;440;420
1421;Limburg-Zuid (VR);2017 2e kwartaal;1960;1160;720;220;500;440;20;400;820;420;400
1422;Limburg-Zuid (VR);2017 3e kwartaal;1820;1060;740;240;500;320;20;300;760;360;400
1423;Limburg-Zuid (VR);2017 4e kwartaal;1740;1060;760;220;540;300;20;280;680;320;360
1424;Limburg-Zuid (VR);2017;7460;4360;2980;900;2080;1380;80;1300;3100;1540;1560
1425;Limburg-Zuid (VR);2018 1e kwartaal;2180;1080;780;220;560;300;20;280;1100;500;600
1426;Limburg-Zuid (VR);2018 2e kwartaal;2340;1200;800;460;340;400;140;260;1120;780;360
1427;Limburg-Zuid (VR);2018 3e kwartaal;2320;1360;740;400;340;620;240;380;960;620;360
1428;Limburg-Zuid (VR);2018 4e kwartaal;2080;1120;720;400;320;400;140;260;960;600;360
1429;Limburg-Zuid (VR);2018;8920;4780;3040;1500;1540;1740;540;1200;4140;2480;1660
1430;Limburg-Zuid (VR);2019 1e kwartaal;2400;920;600;340;260;320;120;220;1460;1100;380
1431;Limburg-Zuid (VR);2019 2e kwartaal;2160;1140;660;360;300;480;160;320;1040;680;360
1432;Limburg-Zuid (VR);2019 3e kwartaal;2460;1300;780;420;360;520;180;340;1160;740;420
1433;Limburg-Zuid (VR);2019 4e kwartaal;2200;1100;700;380;320;420;140;280;1100;720;380
1434;Limburg-Zuid (VR);2019;9220;4460;2720;1480;1240;1740;580;1160;4760;3220;1540
1435;Flevoland (VR);2013 1e kwartaal;940;700;460;80;380;240;20;220;240;20;240
1436;Flevoland (VR);2013 2e kwartaal;960;660;360;40;320;300;20;280;300;40;260
1437;Flevoland (VR);2013 3e kwartaal;960;640;380;40;340;260;20;240;300;40;280
1438;Flevoland (VR);2013 4e kwartaal;1100;680;400;60;340;280;40;240;440;60;380
1439;Flevoland (VR);2013;3960;2680;1620;220;1400;1060;100;960;1280;140;1140
1440;Flevoland (VR);2014 1e kwartaal;800;560;340;40;300;240;20;220;240;20;220
1441;Flevoland (VR);2014 2e kwartaal;860;580;340;40;280;260;20;240;280;40;240
1442;Flevoland (VR);2014 3e kwartaal;880;560;380;40;320;200;20;180;300;60;240
1443;Flevoland (VR);2014 4e kwartaal;920;640;400;60;340;240;20;240;280;40;240
1444;Flevoland (VR);2014;3460;2360;1440;180;1260;920;60;860;1100;140;940
1445;Flevoland (VR);2015 1e kwartaal;840;500;300;40;260;220;20;200;340;40;300
1446;Flevoland (VR);2015 2e kwartaal;900;620;360;40;320;260;20;240;280;40;240
1447;Flevoland (VR);2015 3e kwartaal;1000;540;320;20;300;200;20;200;480;100;380
1448;Flevoland (VR);2015 4e kwartaal;880;620;400;60;340;220;20;200;280;40;240
1449;Flevoland (VR);2015;3640;2280;1380;140;1220;900;60;840;1360;220;1140
1450;Flevoland (VR);2016 1e kwartaal;820;520;300;40;260;220;20;220;300;20;260
1451;Flevoland (VR);2016 2e kwartaal;860;520;300;40;260;240;20;220;320;20;300
1452;Flevoland (VR);2016 3e kwartaal;900;520;320;20;300;220;20;200;360;40;320
1453;Flevoland (VR);2016 4e kwartaal;860;520;280;60;220;220;20;220;360;20;320
1454;Flevoland (VR);2016;3440;2100;1180;140;1040;920;60;860;1340;120;1220
1455;Flevoland (VR);2017 1e kwartaal;780;440;240;60;160;220;20;180;320;20;300
1456;Flevoland (VR);2017 2e kwartaal;840;500;240;60;180;260;20;240;360;20;320
1457;Flevoland (VR);2017 3e kwartaal;780;400;160;20;140;240;20;220;400;40;340
1458;Flevoland (VR);2017 4e kwartaal;800;440;240;40;180;200;0;200;380;20;340
1459;Flevoland (VR);2017;3220;1760;860;200;680;900;60;840;1440;120;1320
1460;Flevoland (VR);2018 1e kwartaal;920;380;180;40;140;200;20;200;560;140;400
1461;Flevoland (VR);2018 2e kwartaal;880;500;200;40;160;300;20;280;380;40;360
1462;Flevoland (VR);2018 3e kwartaal;1000;580;220;40;180;380;20;360;400;20;380
1463;Flevoland (VR);2018 4e kwartaal;820;480;220;40;180;260;20;240;340;20;320
1464;Flevoland (VR);2018;3620;1940;800;140;660;1140;60;1080;1680;240;1440
1465;Flevoland (VR);2019 1e kwartaal;800;420;180;40;140;260;20;240;360;20;340
1466;Flevoland (VR);2019 2e kwartaal;960;500;200;20;180;300;20;280;460;40;420
1467;Flevoland (VR);2019 3e kwartaal;920;480;220;40;180;240;20;240;460;40;420
1468;Flevoland (VR);2019 4e kwartaal;920;540;280;80;200;260;20;240;380;20;340
1469;Flevoland (VR);2019;3600;1940;880;180;700;1040;60;980;1660;140;1520
1470;België en Duitsland;2013 1e kwartaal;100;60;0;0;0;60;0;60;40;0;20
1471;België en Duitsland;2013 2e kwartaal;100;60;0;0;0;60;0;60;20;0;20
1472;België en Duitsland;2013 3e kwartaal;100;60;0;0;0;60;0;60;40;20;20
1473;België en Duitsland;2013 4e kwartaal;80;40;0;0;0;40;0;40;40;20;20
1474;België en Duitsland;2013;360;220;0;0;0;220;0;220;140;40;100
1475;België en Duitsland;2014 1e kwartaal;80;60;0;0;0;60;0;60;20;0;20
1476;België en Duitsland;2014 2e kwartaal;100;80;0;0;0;80;0;80;40;20;20
1477;België en Duitsland;2014 3e kwartaal;80;40;0;0;0;40;0;40;40;0;40
1478;België en Duitsland;2014 4e kwartaal;80;40;0;0;0;40;0;40;40;0;40
1479;België en Duitsland;2014;340;220;0;0;0;200;0;200;140;20;100
1480;België en Duitsland;2015 1e kwartaal;100;60;0;0;0;60;0;60;40;0;40
1481;België en Duitsland;2015 2e kwartaal;80;40;0;0;0;40;0;40;40;20;20
1482;België en Duitsland;2015 3e kwartaal;100;60;0;0;0;60;0;60;20;0;20
1483;België en Duitsland;2015 4e kwartaal;100;40;0;0;0;40;0;40;40;0;40
1484;België en Duitsland;2015;360;200;0;0;0;200;0;200;140;20;120
1485;België en Duitsland;2016 1e kwartaal;60;40;0;0;0;40;0;40;40;0;20
1486;België en Duitsland;2016 2e kwartaal;80;40;0;0;0;40;0;40;40;20;20
1487;België en Duitsland;2016 3e kwartaal;80;60;0;0;0;40;0;40;20;0;20
1488;België en Duitsland;2016 4e kwartaal;80;40;0;0;0;40;0;40;40;0;20
1489;België en Duitsland;2016;300;180;0;0;0;160;0;160;120;40;80
1490;België en Duitsland;2017 1e kwartaal;60;40;0;0;0;40;0;40;20;0;20
1491;België en Duitsland;2017 2e kwartaal;40;40;0;0;0;40;0;40;20;0;0
1492;België en Duitsland;2017 3e kwartaal;60;40;0;0;0;40;0;40;20;0;0
1493;België en Duitsland;2017 4e kwartaal;40;20;0;0;0;20;0;20;20;20;0
1494;België en Duitsland;2017;200;140;0;0;0;120;0;120;60;40;40
1495;België en Duitsland;2018 1e kwartaal;100;40;0;0;0;20;0;20;60;40;40
1496;België en Duitsland;2018 2e kwartaal;60;20;0;0;0;20;0;20;20;0;20
1497;België en Duitsland;2018 3e kwartaal;80;40;0;0;0;40;0;40;40;0;20
1498;België en Duitsland;2018 4e kwartaal;60;20;0;0;0;0;0;0;40;20;20
1499;België en Duitsland;2018;280;120;20;0;20;100;20;80;160;60;100
1500;België en Duitsland;2019 1e kwartaal;60;20;0;0;0;20;0;20;40;20;0
1501;België en Duitsland;2019 2e kwartaal;60;40;0;0;0;40;20;20;20;0;20
1502;België en Duitsland;2019 3e kwartaal;60;40;0;0;0;40;0;40;20;0;20
1503;België en Duitsland;2019 4e kwartaal;20;20;0;0;0;20;0;20;0;0;0
1504;België en Duitsland;2019;200;120;0;0;0;100;20;100;80;40;40
