ID;Bestedingscategorieen;Marges;Perioden;GemiddeldBesteedBedrag_1;Bestedingsaandeel_2
788;044410 Onderhoud in meergezinswoningen;Ondergrens 95%-interval;2015;249.0;
789;044410 Onderhoud in meergezinswoningen;Ondergrens 95%-interval;2020;256.0;
790;044410 Onderhoud in meergezinswoningen;Bovengrens 95%-interval;2015;269.0;
791;044410 Onderhoud in meergezinswoningen;Bovengrens 95%-interval;2020;276.0;
792;044420 Bewakingsdiensten;Waarde;2015;10.0;0.0
793;044420 Bewakingsdiensten;Waarde;2020;11.0;0.0
794;044420 Bewakingsdiensten;Ondergrens 95%-interval;2015;8.0;
795;044420 Bewakingsdiensten;Ondergrens 95%-interval;2020;9.0;
796;044420 Bewakingsdiensten;Bovengrens 95%-interval;2015;11.0;
797;044420 Bewakingsdiensten;Bovengrens 95%-interval;2020;13.0;
798;044490 Overige diensten i.v.m. de woning;Waarde;2015;106.0;0.3
799;044490 Overige diensten i.v.m. de woning;Waarde;2020;45.0;0.1
800;044490 Overige diensten i.v.m. de woning;Ondergrens 95%-interval;2015;95.0;
801;044490 Overige diensten i.v.m. de woning;Ondergrens 95%-interval;2020;39.0;
802;044490 Overige diensten i.v.m. de woning;Bovengrens 95%-interval;2015;116.0;
803;044490 Overige diensten i.v.m. de woning;Bovengrens 95%-interval;2020;51.0;
804;045000 Energie;Waarde;2015;1582.0;4.7
805;045000 Energie;Waarde;2020;1540.0;4.4
806;045000 Energie;Ondergrens 95%-interval;2015;1570.0;
807;045000 Energie;Ondergrens 95%-interval;2020;1526.0;
808;045000 Energie;Bovengrens 95%-interval;2015;1594.0;
809;045000 Energie;Bovengrens 95%-interval;2020;1554.0;
810;045100 Elektriciteit;Waarde;2015;560.0;1.7
811;045100 Elektriciteit;Waarde;2020;356.0;1.0
812;045100 Elektriciteit;Ondergrens 95%-interval;2015;555.0;
813;045100 Elektriciteit;Ondergrens 95%-interval;2020;350.0;
814;045100 Elektriciteit;Bovengrens 95%-interval;2015;566.0;
815;045100 Elektriciteit;Bovengrens 95%-interval;2020;362.0;
816;045200 Gas;Waarde;2015;1015.0;3.0
817;045200 Gas;Waarde;2020;1172.0;3.3
818;045200 Gas;Ondergrens 95%-interval;2015;1006.0;
819;045200 Gas;Ondergrens 95%-interval;2020;1161.0;
820;045200 Gas;Bovengrens 95%-interval;2015;1024.0;
821;045200 Gas;Bovengrens 95%-interval;2020;1183.0;
822;045210 Aardgas en stadsgas;Waarde;2015;1010.0;3.0
823;045210 Aardgas en stadsgas;Waarde;2020;1169.0;3.3
824;045210 Aardgas en stadsgas;Ondergrens 95%-interval;2015;1002.0;
825;045210 Aardgas en stadsgas;Ondergrens 95%-interval;2020;1158.0;
826;045210 Aardgas en stadsgas;Bovengrens 95%-interval;2015;1018.0;
827;045210 Aardgas en stadsgas;Bovengrens 95%-interval;2020;1180.0;
828;045220 Butaan, propaan e.d.;Waarde;2015;5.0;0.0
829;045220 Butaan, propaan e.d.;Waarde;2020;3.0;0.0
830;045220 Butaan, propaan e.d.;Ondergrens 95%-interval;2015;5.0;
831;045220 Butaan, propaan e.d.;Ondergrens 95%-interval;2020;2.0;
832;045220 Butaan, propaan e.d.;Bovengrens 95%-interval;2015;5.0;
833;045220 Butaan, propaan e.d.;Bovengrens 95%-interval;2020;4.0;
834;045300 Vloeibare brandstoffen;Waarde;2015;2.0;0.0
835;045300 Vloeibare brandstoffen;Waarde;2020;3.0;0.0
836;045300 Vloeibare brandstoffen;Ondergrens 95%-interval;2015;2.0;
837;045300 Vloeibare brandstoffen;Ondergrens 95%-interval;2020;2.0;
838;045300 Vloeibare brandstoffen;Bovengrens 95%-interval;2015;3.0;
839;045300 Vloeibare brandstoffen;Bovengrens 95%-interval;2020;4.0;
840;045400 Vaste brandstoffen;Waarde;2015;4.0;0.0
841;045400 Vaste brandstoffen;Waarde;2020;8.0;0.0
842;045400 Vaste brandstoffen;Ondergrens 95%-interval;2015;3.0;
843;045400 Vaste brandstoffen;Ondergrens 95%-interval;2020;6.0;
844;045400 Vaste brandstoffen;Bovengrens 95%-interval;2015;6.0;
845;045400 Vaste brandstoffen;Bovengrens 95%-interval;2020;10.0;
846;045490 Overig vaste brandstoffen;Waarde;2015;4.0;0.0
847;045490 Overig vaste brandstoffen;Waarde;2020;8.0;0.0
848;045490 Overig vaste brandstoffen;Ondergrens 95%-interval;2015;4.0;
849;045490 Overig vaste brandstoffen;Ondergrens 95%-interval;2020;6.0;
850;045490 Overig vaste brandstoffen;Bovengrens 95%-interval;2015;5.0;
851;045490 Overig vaste brandstoffen;Bovengrens 95%-interval;2020;10.0;
852;050000 Stoffering en huish. apparaten.;Waarde;2015;1820.0;5.4
853;050000 Stoffering en huish. apparaten.;Waarde;2020;2282.0;6.5
854;050000 Stoffering en huish. apparaten.;Ondergrens 95%-interval;2015;1735.0;
855;050000 Stoffering en huish. apparaten.;Ondergrens 95%-interval;2020;2174.0;
856;050000 Stoffering en huish. apparaten.;Bovengrens 95%-interval;2015;1906.0;
857;050000 Stoffering en huish. apparaten.;Bovengrens 95%-interval;2020;2390.0;
858;051000 Meubelen, stoffering en decoratie;Waarde;2015;708.0;2.1
859;051000 Meubelen, stoffering en decoratie;Waarde;2020;919.0;2.6
860;051000 Meubelen, stoffering en decoratie;Ondergrens 95%-interval;2015;637.0;
861;051000 Meubelen, stoffering en decoratie;Ondergrens 95%-interval;2020;832.0;
862;051000 Meubelen, stoffering en decoratie;Bovengrens 95%-interval;2015;778.0;
863;051000 Meubelen, stoffering en decoratie;Bovengrens 95%-interval;2020;1006.0;
864;051100 Meubelen en stoffering;Waarde;2015;632.0;1.9
865;051100 Meubelen en stoffering;Waarde;2020;804.0;2.3
866;051100 Meubelen en stoffering;Ondergrens 95%-interval;2015;566.0;
867;051100 Meubelen en stoffering;Ondergrens 95%-interval;2020;723.0;
868;051100 Meubelen en stoffering;Bovengrens 95%-interval;2015;699.0;
869;051100 Meubelen en stoffering;Bovengrens 95%-interval;2020;885.0;
870;051110 Meubelen voor het huis;Waarde;2015;525.0;1.6
871;051110 Meubelen voor het huis;Waarde;2020;641.0;1.8
872;051110 Meubelen voor het huis;Ondergrens 95%-interval;2015;522.0;
873;051110 Meubelen voor het huis;Ondergrens 95%-interval;2020;563.0;
874;051110 Meubelen voor het huis;Bovengrens 95%-interval;2015;527.0;
875;051110 Meubelen voor het huis;Bovengrens 95%-interval;2020;719.0;
876;051120 Tuinmeubelen;Waarde;2015;;
877;051120 Tuinmeubelen;Waarde;2020;17.0;0.0
878;051120 Tuinmeubelen;Ondergrens 95%-interval;2015;;
879;051120 Tuinmeubelen;Ondergrens 95%-interval;2020;9.0;
880;051120 Tuinmeubelen;Bovengrens 95%-interval;2015;;
881;051120 Tuinmeubelen;Bovengrens 95%-interval;2020;25.0;
882;051130 Verlichtingsapparatuur;Waarde;2015;59.0;0.2
883;051130 Verlichtingsapparatuur;Waarde;2020;63.0;0.2
884;051130 Verlichtingsapparatuur;Ondergrens 95%-interval;2015;57.0;
885;051130 Verlichtingsapparatuur;Ondergrens 95%-interval;2020;53.0;
886;051130 Verlichtingsapparatuur;Bovengrens 95%-interval;2015;60.0;
887;051130 Verlichtingsapparatuur;Bovengrens 95%-interval;2020;73.0;
888;051190 Overige meubelen en stoffering;Waarde;2015;49.0;0.1
889;051190 Overige meubelen en stoffering;Waarde;2020;83.0;0.2
890;051190 Overige meubelen en stoffering;Ondergrens 95%-interval;2015;47.0;
891;051190 Overige meubelen en stoffering;Ondergrens 95%-interval;2020;67.0;
892;051190 Overige meubelen en stoffering;Bovengrens 95%-interval;2015;51.0;
893;051190 Overige meubelen en stoffering;Bovengrens 95%-interval;2020;99.0;
894;051200 Vloerbedekking;Waarde;2015;70.0;0.2
895;051200 Vloerbedekking;Waarde;2020;115.0;0.3
896;051200 Vloerbedekking;Ondergrens 95%-interval;2015;56.0;
897;051200 Vloerbedekking;Ondergrens 95%-interval;2020;85.0;
898;051200 Vloerbedekking;Bovengrens 95%-interval;2015;85.0;
899;051200 Vloerbedekking;Bovengrens 95%-interval;2020;145.0;
900;051210 Vaste vloerbedekking en tapijten;Waarde;2015;34.0;0.1
901;051210 Vaste vloerbedekking en tapijten;Waarde;2020;51.0;0.1
902;051210 Vaste vloerbedekking en tapijten;Ondergrens 95%-interval;2015;33.0;
903;051210 Vaste vloerbedekking en tapijten;Ondergrens 95%-interval;2020;33.0;
904;051210 Vaste vloerbedekking en tapijten;Bovengrens 95%-interval;2015;35.0;
905;051210 Vaste vloerbedekking en tapijten;Bovengrens 95%-interval;2020;69.0;
906;051220 Overige vloerbedekking;Waarde;2015;36.0;0.1
907;051220 Overige vloerbedekking;Waarde;2020;60.0;0.2
908;051220 Overige vloerbedekking;Ondergrens 95%-interval;2015;36.0;
909;051220 Overige vloerbedekking;Ondergrens 95%-interval;2020;36.0;
910;051220 Overige vloerbedekking;Bovengrens 95%-interval;2015;36.0;
911;051220 Overige vloerbedekking;Bovengrens 95%-interval;2020;84.0;
912;051230 Leggen van vloerbedekking;Waarde;2015;;
913;051230 Leggen van vloerbedekking;Waarde;2020;4.0;0.0
914;051230 Leggen van vloerbedekking;Ondergrens 95%-interval;2015;;
915;051230 Leggen van vloerbedekking;Ondergrens 95%-interval;2020;0.0;
916;051230 Leggen van vloerbedekking;Bovengrens 95%-interval;2015;;
917;051230 Leggen van vloerbedekking;Bovengrens 95%-interval;2020;8.0;
918;051300 Reparatie van meubelen e.d.;Waarde;2015;5.0;0.0
919;051300 Reparatie van meubelen e.d.;Waarde;2020;0.0;0.0
920;051300 Reparatie van meubelen e.d.;Ondergrens 95%-interval;2015;1.0;
921;051300 Reparatie van meubelen e.d.;Ondergrens 95%-interval;2020;0.0;
922;051300 Reparatie van meubelen e.d.;Bovengrens 95%-interval;2015;10.0;
923;051300 Reparatie van meubelen e.d.;Bovengrens 95%-interval;2020;1.0;
924;052000 Huishoudtextiel;Waarde;2015;170.0;0.5
925;052000 Huishoudtextiel;Waarde;2020;210.0;0.6
926;052000 Huishoudtextiel;Ondergrens 95%-interval;2015;146.0;
927;052000 Huishoudtextiel;Ondergrens 95%-interval;2020;186.0;
928;052000 Huishoudtextiel;Bovengrens 95%-interval;2015;193.0;
929;052000 Huishoudtextiel;Bovengrens 95%-interval;2020;234.0;
930;052010 Meubelstoffen en gordijnen;Waarde;2015;66.0;0.2
931;052010 Meubelstoffen en gordijnen;Waarde;2020;81.0;0.2
932;052010 Meubelstoffen en gordijnen;Ondergrens 95%-interval;2015;65.0;
933;052010 Meubelstoffen en gordijnen;Ondergrens 95%-interval;2020;61.0;
934;052010 Meubelstoffen en gordijnen;Bovengrens 95%-interval;2015;68.0;
935;052010 Meubelstoffen en gordijnen;Bovengrens 95%-interval;2020;101.0;
936;052020 Beddengoed;Waarde;2015;60.0;0.2
937;052020 Beddengoed;Waarde;2020;82.0;0.2
938;052020 Beddengoed;Ondergrens 95%-interval;2015;57.0;
939;052020 Beddengoed;Ondergrens 95%-interval;2020;74.0;
940;052020 Beddengoed;Bovengrens 95%-interval;2015;63.0;
941;052020 Beddengoed;Bovengrens 95%-interval;2020;90.0;
942;052030 Tafel en toiletlinnen;Waarde;2015;12.0;0.0
943;052030 Tafel en toiletlinnen;Waarde;2020;14.0;0.0
944;052030 Tafel en toiletlinnen;Ondergrens 95%-interval;2015;10.0;
945;052030 Tafel en toiletlinnen;Ondergrens 95%-interval;2020;12.0;
946;052030 Tafel en toiletlinnen;Bovengrens 95%-interval;2015;13.0;
947;052030 Tafel en toiletlinnen;Bovengrens 95%-interval;2020;16.0;
948;052090 Overig huishoudtextiel;Waarde;2015;32.0;0.1
949;052090 Overig huishoudtextiel;Waarde;2020;33.0;0.1
950;052090 Overig huishoudtextiel;Ondergrens 95%-interval;2015;30.0;
951;052090 Overig huishoudtextiel;Ondergrens 95%-interval;2020;24.0;
952;052090 Overig huishoudtextiel;Bovengrens 95%-interval;2015;33.0;
953;052090 Overig huishoudtextiel;Bovengrens 95%-interval;2020;42.0;
954;053000 Huishoudelijke apparaten;Waarde;2015;234.0;0.7
955;053000 Huishoudelijke apparaten;Waarde;2020;340.0;1.0
956;053000 Huishoudelijke apparaten;Ondergrens 95%-interval;2015;209.0;
957;053000 Huishoudelijke apparaten;Ondergrens 95%-interval;2020;303.0;
958;053000 Huishoudelijke apparaten;Bovengrens 95%-interval;2015;260.0;
959;053000 Huishoudelijke apparaten;Bovengrens 95%-interval;2020;377.0;
960;053100 Grote huishoudelijke apparaten;Waarde;2015;159.0;0.5
961;053100 Grote huishoudelijke apparaten;Waarde;2020;248.0;0.7
962;053100 Grote huishoudelijke apparaten;Ondergrens 95%-interval;2015;135.0;
963;053100 Grote huishoudelijke apparaten;Ondergrens 95%-interval;2020;213.0;
964;053100 Grote huishoudelijke apparaten;Bovengrens 95%-interval;2015;183.0;
965;053100 Grote huishoudelijke apparaten;Bovengrens 95%-interval;2020;283.0;
966;053110 Koel en vrieskasten;Waarde;2015;23.0;0.1
967;053110 Koel en vrieskasten;Waarde;2020;31.0;0.1
968;053110 Koel en vrieskasten;Ondergrens 95%-interval;2015;23.0;
969;053110 Koel en vrieskasten;Ondergrens 95%-interval;2020;21.0;
970;053110 Koel en vrieskasten;Bovengrens 95%-interval;2015;23.0;
971;053110 Koel en vrieskasten;Bovengrens 95%-interval;2020;41.0;
972;053120 (Af)wasmachines en wasdrogers;Waarde;2015;77.0;0.2
973;053120 (Af)wasmachines en wasdrogers;Waarde;2020;102.0;0.3
974;053120 (Af)wasmachines en wasdrogers;Ondergrens 95%-interval;2015;77.0;
975;053120 (Af)wasmachines en wasdrogers;Ondergrens 95%-interval;2020;81.0;
976;053120 (Af)wasmachines en wasdrogers;Bovengrens 95%-interval;2015;77.0;
977;053120 (Af)wasmachines en wasdrogers;Bovengrens 95%-interval;2020;123.0;
978;053130 Fornuizen, ovens, magnetrons e.d.;Waarde;2015;20.0;0.1
979;053130 Fornuizen, ovens, magnetrons e.d.;Waarde;2020;29.0;0.1
980;053130 Fornuizen, ovens, magnetrons e.d.;Ondergrens 95%-interval;2015;19.0;
981;053130 Fornuizen, ovens, magnetrons e.d.;Ondergrens 95%-interval;2020;17.0;
982;053130 Fornuizen, ovens, magnetrons e.d.;Bovengrens 95%-interval;2015;20.0;
983;053130 Fornuizen, ovens, magnetrons e.d.;Bovengrens 95%-interval;2020;41.0;
984;053140 Verwarming, airconditioners;Waarde;2015;16.0;0.0
985;053140 Verwarming, airconditioners;Waarde;2020;47.0;0.1
986;053140 Verwarming, airconditioners;Ondergrens 95%-interval;2015;15.0;
987;053140 Verwarming, airconditioners;Ondergrens 95%-interval;2020;29.0;
988;053140 Verwarming, airconditioners;Bovengrens 95%-interval;2015;17.0;
989;053140 Verwarming, airconditioners;Bovengrens 95%-interval;2020;65.0;
990;053150 Schoonmaakapparaten;Waarde;2015;21.0;0.1
991;053150 Schoonmaakapparaten;Waarde;2020;33.0;0.1
992;053150 Schoonmaakapparaten;Ondergrens 95%-interval;2015;20.0;
993;053150 Schoonmaakapparaten;Ondergrens 95%-interval;2020;25.0;
994;053150 Schoonmaakapparaten;Bovengrens 95%-interval;2015;21.0;
995;053150 Schoonmaakapparaten;Bovengrens 95%-interval;2020;41.0;
996;053190 Overige grote huish. apparaten;Waarde;2015;3.0;0.0
997;053190 Overige grote huish. apparaten;Waarde;2020;6.0;0.0
998;053190 Overige grote huish. apparaten;Ondergrens 95%-interval;2015;3.0;
999;053190 Overige grote huish. apparaten;Ondergrens 95%-interval;2020;2.0;
1000;053190 Overige grote huish. apparaten;Bovengrens 95%-interval;2015;3.0;
1001;053190 Overige grote huish. apparaten;Bovengrens 95%-interval;2020;10.0;
1002;053200 Kleine elektr. huish. apparaten;Waarde;2015;58.0;0.2
1003;053200 Kleine elektr. huish. apparaten;Waarde;2020;80.0;0.2
1004;053200 Kleine elektr. huish. apparaten;Ondergrens 95%-interval;2015;52.0;
1005;053200 Kleine elektr. huish. apparaten;Ondergrens 95%-interval;2020;69.0;
1006;053200 Kleine elektr. huish. apparaten;Bovengrens 95%-interval;2015;65.0;
1007;053200 Kleine elektr. huish. apparaten;Bovengrens 95%-interval;2020;91.0;
1008;053210 Keukenmachines;Waarde;2015;;
1009;053210 Keukenmachines;Waarde;2020;8.0;0.0
1010;053210 Keukenmachines;Ondergrens 95%-interval;2015;;
1011;053210 Keukenmachines;Ondergrens 95%-interval;2020;2.0;
1012;053210 Keukenmachines;Bovengrens 95%-interval;2015;;
1013;053210 Keukenmachines;Bovengrens 95%-interval;2020;14.0;
1014;053220 Koffiezetapparaten, waterkokers..;Waarde;2015;0.0;0.0
1015;053220 Koffiezetapparaten, waterkokers..;Waarde;2020;20.0;0.1
1016;053220 Koffiezetapparaten, waterkokers..;Ondergrens 95%-interval;2015;0.0;
1017;053220 Koffiezetapparaten, waterkokers..;Ondergrens 95%-interval;2020;14.0;
1018;053220 Koffiezetapparaten, waterkokers..;Bovengrens 95%-interval;2015;0.0;
1019;053220 Koffiezetapparaten, waterkokers..;Bovengrens 95%-interval;2020;26.0;
1020;053230 Strijkijzers;Waarde;2015;5.0;0.0
1021;053230 Strijkijzers;Waarde;2020;4.0;0.0
1022;053230 Strijkijzers;Ondergrens 95%-interval;2015;4.0;
1023;053230 Strijkijzers;Ondergrens 95%-interval;2020;3.0;
1024;053230 Strijkijzers;Bovengrens 95%-interval;2015;5.0;
1025;053230 Strijkijzers;Bovengrens 95%-interval;2020;5.0;
1026;053240 Broodroosters en grills;Waarde;2015;2.0;0.0
1027;053240 Broodroosters en grills;Waarde;2020;3.0;0.0
1028;053240 Broodroosters en grills;Ondergrens 95%-interval;2015;2.0;
1029;053240 Broodroosters en grills;Ondergrens 95%-interval;2020;1.0;
1030;053240 Broodroosters en grills;Bovengrens 95%-interval;2015;2.0;
1031;053240 Broodroosters en grills;Bovengrens 95%-interval;2020;5.0;
1032;053290 Overige kleine elektr. apparaten;Waarde;2015;52.0;0.2
1033;053290 Overige kleine elektr. apparaten;Waarde;2020;45.0;0.1
1034;053290 Overige kleine elektr. apparaten;Ondergrens 95%-interval;2015;51.0;
1035;053290 Overige kleine elektr. apparaten;Ondergrens 95%-interval;2020;38.0;
1036;053290 Overige kleine elektr. apparaten;Bovengrens 95%-interval;2015;53.0;
1037;053290 Overige kleine elektr. apparaten;Bovengrens 95%-interval;2020;52.0;
1038;053300 Reparatie van huish. apparaten;Waarde;2015;17.0;0.1
1039;053300 Reparatie van huish. apparaten;Waarde;2020;13.0;0.0
1040;053300 Reparatie van huish. apparaten;Ondergrens 95%-interval;2015;14.0;
1041;053300 Reparatie van huish. apparaten;Ondergrens 95%-interval;2020;11.0;
1042;053300 Reparatie van huish. apparaten;Bovengrens 95%-interval;2015;21.0;
1043;053300 Reparatie van huish. apparaten;Bovengrens 95%-interval;2020;15.0;
1044;054000 Glas, servies en huish. artikelen;Waarde;2015;139.0;0.4
1045;054000 Glas, servies en huish. artikelen;Waarde;2020;157.0;0.4
1046;054000 Glas, servies en huish. artikelen;Ondergrens 95%-interval;2015;129.0;
1047;054000 Glas, servies en huish. artikelen;Ondergrens 95%-interval;2020;139.0;
1048;054000 Glas, servies en huish. artikelen;Bovengrens 95%-interval;2015;149.0;
1049;054000 Glas, servies en huish. artikelen;Bovengrens 95%-interval;2020;175.0;
1050;054010 Glas, kristal en aardewerk.;Waarde;2015;30.0;0.1
1051;054010 Glas, kristal en aardewerk.;Waarde;2020;42.0;0.1
1052;054010 Glas, kristal en aardewerk.;Ondergrens 95%-interval;2015;28.0;
1053;054010 Glas, kristal en aardewerk.;Ondergrens 95%-interval;2020;37.0;
1054;054010 Glas, kristal en aardewerk.;Bovengrens 95%-interval;2015;33.0;
1055;054010 Glas, kristal en aardewerk.;Bovengrens 95%-interval;2020;47.0;
1056;054020 Messen, bestek en zilverwerk;Waarde;2015;9.0;0.0
1057;054020 Messen, bestek en zilverwerk;Waarde;2020;8.0;0.0
1058;054020 Messen, bestek en zilverwerk;Ondergrens 95%-interval;2015;7.0;
1059;054020 Messen, bestek en zilverwerk;Ondergrens 95%-interval;2020;6.0;
1060;054020 Messen, bestek en zilverwerk;Bovengrens 95%-interval;2015;10.0;
1061;054020 Messen, bestek en zilverwerk;Bovengrens 95%-interval;2020;10.0;
1062;054030 Niet-elektrische keukenartikelen;Waarde;2015;100.0;0.3
1063;054030 Niet-elektrische keukenartikelen;Waarde;2020;107.0;0.3
1064;054030 Niet-elektrische keukenartikelen;Ondergrens 95%-interval;2015;96.0;
1065;054030 Niet-elektrische keukenartikelen;Ondergrens 95%-interval;2020;90.0;
1066;054030 Niet-elektrische keukenartikelen;Bovengrens 95%-interval;2015;103.0;
1067;054030 Niet-elektrische keukenartikelen;Bovengrens 95%-interval;2020;124.0;
1068;055000 Gereedschappen en werktuigen.;Waarde;2015;173.0;0.5
1069;055000 Gereedschappen en werktuigen.;Waarde;2020;216.0;0.6
1070;055000 Gereedschappen en werktuigen.;Ondergrens 95%-interval;2015;159.0;
1071;055000 Gereedschappen en werktuigen.;Ondergrens 95%-interval;2020;198.0;
1072;055000 Gereedschappen en werktuigen.;Bovengrens 95%-interval;2015;186.0;
1073;055000 Gereedschappen en werktuigen.;Bovengrens 95%-interval;2020;234.0;
1074;055100 Grote gereedschappen.;Waarde;2015;23.0;0.1
1075;055100 Grote gereedschappen.;Waarde;2020;37.0;0.1
1076;055100 Grote gereedschappen.;Ondergrens 95%-interval;2015;16.0;
1077;055100 Grote gereedschappen.;Ondergrens 95%-interval;2020;31.0;
1078;055100 Grote gereedschappen.;Bovengrens 95%-interval;2015;29.0;
1079;055100 Grote gereedschappen.;Bovengrens 95%-interval;2020;43.0;
1080;055110 Grote gemotor. gereedschappen...;Waarde;2015;23.0;0.1
1081;055110 Grote gemotor. gereedschappen...;Waarde;2020;37.0;0.1
1082;055110 Grote gemotor. gereedschappen...;Ondergrens 95%-interval;2015;22.0;
1083;055110 Grote gemotor. gereedschappen...;Ondergrens 95%-interval;2020;31.0;
1084;055110 Grote gemotor. gereedschappen...;Bovengrens 95%-interval;2015;23.0;
1085;055110 Grote gemotor. gereedschappen...;Bovengrens 95%-interval;2020;43.0;
1086;055200 Kleine gereedschappen.;Waarde;2015;150.0;0.4
1087;055200 Kleine gereedschappen.;Waarde;2020;179.0;0.5
1088;055200 Kleine gereedschappen.;Ondergrens 95%-interval;2015;139.0;
1089;055200 Kleine gereedschappen.;Ondergrens 95%-interval;2020;163.0;
1090;055200 Kleine gereedschappen.;Bovengrens 95%-interval;2015;162.0;
1091;055200 Kleine gereedschappen.;Bovengrens 95%-interval;2020;195.0;
1092;055210 Kleine handgereedschappen;Waarde;2015;41.0;0.1
1093;055210 Kleine handgereedschappen;Waarde;2020;64.0;0.2
1094;055210 Kleine handgereedschappen;Ondergrens 95%-interval;2015;39.0;
1095;055210 Kleine handgereedschappen;Ondergrens 95%-interval;2020;58.0;
1096;055210 Kleine handgereedschappen;Bovengrens 95%-interval;2015;43.0;
1097;055210 Kleine handgereedschappen;Bovengrens 95%-interval;2020;70.0;
1098;055220 Toebehoren voor klein gereedschap;Waarde;2015;109.0;0.3
1099;055220 Toebehoren voor klein gereedschap;Waarde;2020;111.0;0.3
1100;055220 Toebehoren voor klein gereedschap;Ondergrens 95%-interval;2015;105.0;
1101;055220 Toebehoren voor klein gereedschap;Ondergrens 95%-interval;2020;97.0;
1102;055220 Toebehoren voor klein gereedschap;Bovengrens 95%-interval;2015;113.0;
1103;055220 Toebehoren voor klein gereedschap;Bovengrens 95%-interval;2020;125.0;
1104;055230 Rep. van kleine gereedschappen.;Waarde;2015;;
1105;055230 Rep. van kleine gereedschappen.;Waarde;2020;4.0;0.0
1106;055230 Rep. van kleine gereedschappen.;Ondergrens 95%-interval;2015;;
1107;055230 Rep. van kleine gereedschappen.;Ondergrens 95%-interval;2020;0.0;
1108;055230 Rep. van kleine gereedschappen.;Bovengrens 95%-interval;2015;;
1109;055230 Rep. van kleine gereedschappen.;Bovengrens 95%-interval;2020;9.0;
1110;056000 Dagelijks onderhoud van de woning;Waarde;2015;397.0;1.2
1111;056000 Dagelijks onderhoud van de woning;Waarde;2020;439.0;1.2
1112;056000 Dagelijks onderhoud van de woning;Ondergrens 95%-interval;2015;383.0;
1113;056000 Dagelijks onderhoud van de woning;Ondergrens 95%-interval;2020;410.0;
1114;056000 Dagelijks onderhoud van de woning;Bovengrens 95%-interval;2015;411.0;
1115;056000 Dagelijks onderhoud van de woning;Bovengrens 95%-interval;2020;468.0;
1116;056100 Niet-duurzame huishoudproducten;Waarde;2015;172.0;0.5
1117;056100 Niet-duurzame huishoudproducten;Waarde;2020;214.0;0.6
1118;056100 Niet-duurzame huishoudproducten;Ondergrens 95%-interval;2015;165.0;
1119;056100 Niet-duurzame huishoudproducten;Ondergrens 95%-interval;2020;206.0;
1120;056100 Niet-duurzame huishoudproducten;Bovengrens 95%-interval;2015;179.0;
1121;056100 Niet-duurzame huishoudproducten;Bovengrens 95%-interval;2020;222.0;
1122;056110 Schoonmaak en onderhoudsproducten;Waarde;2015;113.0;0.3
1123;056110 Schoonmaak en onderhoudsproducten;Waarde;2020;129.0;0.4
1124;056110 Schoonmaak en onderhoudsproducten;Ondergrens 95%-interval;2015;107.0;
1125;056110 Schoonmaak en onderhoudsproducten;Ondergrens 95%-interval;2020;123.0;
1126;056110 Schoonmaak en onderhoudsproducten;Bovengrens 95%-interval;2015;118.0;
1127;056110 Schoonmaak en onderhoudsproducten;Bovengrens 95%-interval;2020;135.0;
1128;056120 Overige huishoudproducten.;Waarde;2015;60.0;0.2
1129;056120 Overige huishoudproducten.;Waarde;2020;85.0;0.2
1130;056120 Overige huishoudproducten.;Ondergrens 95%-interval;2015;57.0;
1131;056120 Overige huishoudproducten.;Ondergrens 95%-interval;2020;80.0;
1132;056120 Overige huishoudproducten.;Bovengrens 95%-interval;2015;62.0;
1133;056120 Overige huishoudproducten.;Bovengrens 95%-interval;2020;90.0;
1134;056200 Huishoudelijke diensten.;Waarde;2015;225.0;0.7
1135;056200 Huishoudelijke diensten.;Waarde;2020;226.0;0.6
1136;056200 Huishoudelijke diensten.;Ondergrens 95%-interval;2015;213.0;
1137;056200 Huishoudelijke diensten.;Ondergrens 95%-interval;2020;199.0;
1138;056200 Huishoudelijke diensten.;Bovengrens 95%-interval;2015;237.0;
1139;056200 Huishoudelijke diensten.;Bovengrens 95%-interval;2020;253.0;
1140;056210 Huish. diensten van personeel;Waarde;2015;198.0;0.6
1141;056210 Huish. diensten van personeel;Waarde;2020;41.0;0.1
1142;056210 Huish. diensten van personeel;Ondergrens 95%-interval;2015;189.0;
1143;056210 Huish. diensten van personeel;Ondergrens 95%-interval;2020;16.0;
1144;056210 Huish. diensten van personeel;Bovengrens 95%-interval;2015;207.0;
1145;056210 Huish. diensten van personeel;Bovengrens 95%-interval;2020;66.0;
1146;056290 Overige huishoudelijke diensten..;Waarde;2015;27.0;0.1
1147;056290 Overige huishoudelijke diensten..;Waarde;2020;184.0;0.5
1148;056290 Overige huishoudelijke diensten..;Ondergrens 95%-interval;2015;25.0;
1149;056290 Overige huishoudelijke diensten..;Ondergrens 95%-interval;2020;173.0;
1150;056290 Overige huishoudelijke diensten..;Bovengrens 95%-interval;2015;28.0;
1151;056290 Overige huishoudelijke diensten..;Bovengrens 95%-interval;2020;195.0;
1152;060000 Gezondheid;Waarde;2015;468.0;1.4
1153;060000 Gezondheid;Waarde;2020;575.0;1.6
1154;060000 Gezondheid;Ondergrens 95%-interval;2015;441.0;
1155;060000 Gezondheid;Ondergrens 95%-interval;2020;542.0;
1156;060000 Gezondheid;Bovengrens 95%-interval;2015;494.0;
1157;060000 Gezondheid;Bovengrens 95%-interval;2020;608.0;
