ID;Oppervlakte;Regio;Oppervlakte_1
2211;Oppervlakte meren, plassen;Gemeenten met 50001 - 100000 inwoners;510
2212;Oppervlakte meren, plassen;Gemeenten met 20001 - 50000 inwoners;695
2213;Oppervlakte meren, plassen;Gemeenten met 10001 - 20000 inwoners;5730
2214;Oppervlakte meren, plassen;Gemeenten met 5001 - 10000 inwoners;12398
2215;Oppervlakte meren, plassen;Gemeenten met 2001 - 5000 inwoners;12209
2216;Oppervlakte meren, plassen;Gemeenten met 1001 - 2000 inwoners;4412
2217;Oppervlakte meren, plassen;Gemeenten met 501 - 1000 inwoners;1941
2218;Oppervlakte meren, plassen;Gemeenten met 500 of minder inwoners;106
2219;Oppervlakte meren, plassen;Aagtekerke;0
2220;Oppervlakte meren, plassen;Aalsmeer;853
2221;Oppervlakte meren, plassen;Aalten;0
2222;Oppervlakte meren, plassen;Aardenburg;0
2223;Oppervlakte meren, plassen;Aarle-Rixtel;6
2224;Oppervlakte meren, plassen;Abbekerk;0
2225;Oppervlakte meren, plassen;Abbenbroek;0
2226;Oppervlakte meren, plassen;Abcoude-Baambrugge;0
2227;Oppervlakte meren, plassen;Abcoude-Proosdij;0
2228;Oppervlakte meren, plassen;Achtkarspelen;0
2229;Oppervlakte meren, plassen;Achttienhoven (U.);0
2230;Oppervlakte meren, plassen;Adorp;0
2231;Oppervlakte meren, plassen;Aduard;0
2232;Oppervlakte meren, plassen;Aengwirden;0
2233;Oppervlakte meren, plassen;Akersloot;394
2234;Oppervlakte meren, plassen;Alblas (Oud-);0
2235;Oppervlakte meren, plassen;Alblasserdam;35
2236;Oppervlakte meren, plassen;Alem, Maren en Kessel;70
2237;Oppervlakte meren, plassen;Alkemade;235
2238;Oppervlakte meren, plassen;Alkmaar;0
2239;Oppervlakte meren, plassen;Almelo;0
2240;Oppervlakte meren, plassen;Almkerk;0
2241;Oppervlakte meren, plassen;Alphen aan den Rijn;67
2242;Oppervlakte meren, plassen;Alphen en Riel;0
2243;Oppervlakte meren, plassen;Ambij;0
2244;Oppervlakte meren, plassen;Ameide;15
2245;Oppervlakte meren, plassen;Ameland;0
2246;Oppervlakte meren, plassen;Amerongen;68
2247;Oppervlakte meren, plassen;Amersfoort;3
2248;Oppervlakte meren, plassen;Ammerstol;14
2249;Oppervlakte meren, plassen;Ammerzoden;53
2250;Oppervlakte meren, plassen;Amstenrade;0
2251;Oppervlakte meren, plassen;Amsterdam;1060
2252;Oppervlakte meren, plassen;Andel;35
2253;Oppervlakte meren, plassen;Andijk;0
2254;Oppervlakte meren, plassen;Angerlo;95
2255;Oppervlakte meren, plassen;Ankeveen;0
2256;Oppervlakte meren, plassen;Anlo;0
2257;Oppervlakte meren, plassen;Anna Paulowna;0
2258;Oppervlakte meren, plassen;Annaland (St.);0
2259;Oppervlakte meren, plassen;Apeldoorn;0
2260;Oppervlakte meren, plassen;Appeltern;100
2261;Oppervlakte meren, plassen;Appingedam;0
2262;Oppervlakte meren, plassen;Arcen en Velden;85
2263;Oppervlakte meren, plassen;Arkel;0
2264;Oppervlakte meren, plassen;Arnemuiden;0
2265;Oppervlakte meren, plassen;Arnhem;40
2266;Oppervlakte meren, plassen;Asperen;0
2267;Oppervlakte meren, plassen;Assen;0
2268;Oppervlakte meren, plassen;Assendelft;71
2269;Oppervlakte meren, plassen;Asten;0
2270;Oppervlakte meren, plassen;Avenhorn;0
2271;Oppervlakte meren, plassen;Avereest;0
2272;Oppervlakte meren, plassen;Axel;0
2273;Oppervlakte meren, plassen;Baarderadeel;0
2274;Oppervlakte meren, plassen;Baarland;0
2275;Oppervlakte meren, plassen;Baarle-Nassau;0
2276;Oppervlakte meren, plassen;Baarn;27
2277;Oppervlakte meren, plassen;Baexem;0
2278;Oppervlakte meren, plassen;Baflo;0
2279;Oppervlakte meren, plassen;Bakel en Milheeze;0
2280;Oppervlakte meren, plassen;Barendrecht;61
2281;Oppervlakte meren, plassen;Barneveld;0
2282;Oppervlakte meren, plassen;Barradeel;0
2283;Oppervlakte meren, plassen;Barsingerhorn;0
2284;Oppervlakte meren, plassen;Barwoutswaarder;4
2285;Oppervlakte meren, plassen;Batenburg;38
2286;Oppervlakte meren, plassen;Bathmen;0
2287;Oppervlakte meren, plassen;Bedum;0
2288;Oppervlakte meren, plassen;Beegden;9
2289;Oppervlakte meren, plassen;Beek (L.);0
2290;Oppervlakte meren, plassen;Beek en Donk;1
2291;Oppervlakte meren, plassen;Beemster;0
2292;Oppervlakte meren, plassen;Beers;0
2293;Oppervlakte meren, plassen;Beerta;0
2294;Oppervlakte meren, plassen;Beesd;0
2295;Oppervlakte meren, plassen;Beesel;38
2296;Oppervlakte meren, plassen;Beets;0
2297;Oppervlakte meren, plassen;Beijerland (Nieuw-);0
2298;Oppervlakte meren, plassen;Beijerland (Oud-);100
2299;Oppervlakte meren, plassen;Beijerland (Zuid-);0
2300;Oppervlakte meren, plassen;Beilen;0
2301;Oppervlakte meren, plassen;Belfeld;26
2302;Oppervlakte meren, plassen;Bellingwolde;0
2303;Oppervlakte meren, plassen;Bemelen;0
2304;Oppervlakte meren, plassen;Bemmel;300
2305;Oppervlakte meren, plassen;Bennebroek;0
2306;Oppervlakte meren, plassen;Benschop;0
2307;Oppervlakte meren, plassen;Benthuizen;0
2308;Oppervlakte meren, plassen;Berg en Terblijt;0
2309;Oppervlakte meren, plassen;Bergambacht;88
2310;Oppervlakte meren, plassen;Bergeijk;0
2311;Oppervlakte meren, plassen;Bergen (L.);200
2312;Oppervlakte meren, plassen;Bergen (NH.);0
2313;Oppervlakte meren, plassen;Bergen op Zoom;0
2314;Oppervlakte meren, plassen;Bergh;0
2315;Oppervlakte meren, plassen;Bergharen;0
2316;Oppervlakte meren, plassen;Berghem;4
2317;Oppervlakte meren, plassen;Bergschenhoek;0
2318;Oppervlakte meren, plassen;Berkel en Rodenrijs;0
2319;Oppervlakte meren, plassen;Berkel-Enschot;0
2320;Oppervlakte meren, plassen;Berkenwoude;0
2321;Oppervlakte meren, plassen;Berkhout;0
2322;Oppervlakte meren, plassen;Berlicum;0
2323;Oppervlakte meren, plassen;Best;17
2324;Oppervlakte meren, plassen;Beugen en Rijkevoort;19
2325;Oppervlakte meren, plassen;Beuningen;95
2326;Oppervlakte meren, plassen;Beusichem;35
2327;Oppervlakte meren, plassen;Beverwijk;12
2328;Oppervlakte meren, plassen;Bierum;0
2329;Oppervlakte meren, plassen;Biervliet;0
2330;Oppervlakte meren, plassen;Biggekerke;0
2331;Oppervlakte meren, plassen;Bildt ('t);0
2332;Oppervlakte meren, plassen;Bilt (de);0
2333;Oppervlakte meren, plassen;Bingelrade;0
2334;Oppervlakte meren, plassen;Bladel en Netersel;0
2335;Oppervlakte meren, plassen;Blankenham;0
2336;Oppervlakte meren, plassen;Blaricum;0
2337;Oppervlakte meren, plassen;Bleiswijk;0
2338;Oppervlakte meren, plassen;Bleskensgraaf en Hofwege;0
2339;Oppervlakte meren, plassen;Bloemendaal;0
2340;Oppervlakte meren, plassen;Blokker;0
2341;Oppervlakte meren, plassen;Blokzijl;0
2342;Oppervlakte meren, plassen;Bocholtz;0
2343;Oppervlakte meren, plassen;Bodegraven;23
2344;Oppervlakte meren, plassen;Boekel;0
2345;Oppervlakte meren, plassen;Bolsward;0
2346;Oppervlakte meren, plassen;Bommel (den);0
2347;Oppervlakte meren, plassen;Borculo;0
2348;Oppervlakte meren, plassen;Borger;0
2349;Oppervlakte meren, plassen;Borgharen;11
2350;Oppervlakte meren, plassen;Borkel en Schaft;0
2351;Oppervlakte meren, plassen;Born;0
2352;Oppervlakte meren, plassen;Borne;0
2353;Oppervlakte meren, plassen;Borsselen;0
2354;Oppervlakte meren, plassen;Boschkapelle;0
2355;Oppervlakte meren, plassen;Boskoop;0
2356;Oppervlakte meren, plassen;Bovenkarspel;0
2357;Oppervlakte meren, plassen;Boxmeer;23
2358;Oppervlakte meren, plassen;Boxtel;0
2359;Oppervlakte meren, plassen;Brakel;113
2360;Oppervlakte meren, plassen;Brandwijk;0
2361;Oppervlakte meren, plassen;Breda;0
2362;Oppervlakte meren, plassen;Breskens;0
2363;Oppervlakte meren, plassen;Breukelen-Nijenrode;0
2364;Oppervlakte meren, plassen;Breukelen-Sint Pieters;446
2365;Oppervlakte meren, plassen;Brielle;50
2366;Oppervlakte meren, plassen;Broek in Waterland;0
2367;Oppervlakte meren, plassen;Broek op Langedijk;0
2368;Oppervlakte meren, plassen;Broekhuizen;33
2369;Oppervlakte meren, plassen;Broeksittard;0
2370;Oppervlakte meren, plassen;Brouwershaven;0
2371;Oppervlakte meren, plassen;Bruinisse;0
2372;Oppervlakte meren, plassen;Brummen;120
2373;Oppervlakte meren, plassen;Brunssum;0
2374;Oppervlakte meren, plassen;Budel;0
2375;Oppervlakte meren, plassen;Buggenum;17
2376;Oppervlakte meren, plassen;Bunde;6
2377;Oppervlakte meren, plassen;Bunnik;0
2378;Oppervlakte meren, plassen;Bunschoten;12
2379;Oppervlakte meren, plassen;Buren;0
2380;Oppervlakte meren, plassen;Burgh;0
2381;Oppervlakte meren, plassen;Bussum;0
2382;Oppervlakte meren, plassen;Buurmalsen;0
2383;Oppervlakte meren, plassen;Cadier en Keer;0
2384;Oppervlakte meren, plassen;Cadzand;0
2385;Oppervlakte meren, plassen;Callantsoog;79
2386;Oppervlakte meren, plassen;Capelle aan den IJssel;36
2387;Oppervlakte meren, plassen;Castricum;0
2388;Oppervlakte meren, plassen;Chaam;0
2389;Oppervlakte meren, plassen;Clinge;0
2390;Oppervlakte meren, plassen;Coevorden;0
2391;Oppervlakte meren, plassen;Colijnsplaat;0
2392;Oppervlakte meren, plassen;Cothen;0
2393;Oppervlakte meren, plassen;Cromvoirt;0
2394;Oppervlakte meren, plassen;Cuijk en Sint Agatha;41
2395;Oppervlakte meren, plassen;Culemborg;64
2396;Oppervlakte meren, plassen;Dalen;0
2397;Oppervlakte meren, plassen;Dalfsen;0
2398;Oppervlakte meren, plassen;Dantumadeel;0
2399;Oppervlakte meren, plassen;Deil;0
2400;Oppervlakte meren, plassen;Delden (Ambt-);0
2401;Oppervlakte meren, plassen;Delden (Stad-);0
2402;Oppervlakte meren, plassen;Delft;0
2403;Oppervlakte meren, plassen;Delfzijl;0
2404;Oppervlakte meren, plassen;Denekamp;0
2405;Oppervlakte meren, plassen;Deurne;0
2406;Oppervlakte meren, plassen;Deventer;54
2407;Oppervlakte meren, plassen;Didam;0
2408;Oppervlakte meren, plassen;Diemen;0
2409;Oppervlakte meren, plassen;Diepenheim;25
2410;Oppervlakte meren, plassen;Diepenveen;0
2411;Oppervlakte meren, plassen;Diessen;10
2412;Oppervlakte meren, plassen;Diever;0
2413;Oppervlakte meren, plassen;Dinteloord en Prinsenland;0
2414;Oppervlakte meren, plassen;Dinther;0
2415;Oppervlakte meren, plassen;Dinxperlo;0
2416;Oppervlakte meren, plassen;Dirksland;0
2417;Oppervlakte meren, plassen;Dodewaard;117
2418;Oppervlakte meren, plassen;Doesburg;22
2419;Oppervlakte meren, plassen;Doetinchem;0
2420;Oppervlakte meren, plassen;Dokkum;0
2421;Oppervlakte meren, plassen;Domburg;0
2422;Oppervlakte meren, plassen;Dommelen;0
2423;Oppervlakte meren, plassen;Dongen;9
2424;Oppervlakte meren, plassen;Doniawerstal;2226
2425;Oppervlakte meren, plassen;Doorn;0
2426;Oppervlakte meren, plassen;Doornspijk;0
2427;Oppervlakte meren, plassen;Dordrecht;179
2428;Oppervlakte meren, plassen;Dreischor;0
2429;Oppervlakte meren, plassen;Dreumel;150
2430;Oppervlakte meren, plassen;Driebergen;0
2431;Oppervlakte meren, plassen;Driel;95
2432;Oppervlakte meren, plassen;Driewegen;0
2433;Oppervlakte meren, plassen;Drunen;14
2434;Oppervlakte meren, plassen;Druten;230
2435;Oppervlakte meren, plassen;Dubbeldam;500
2436;Oppervlakte meren, plassen;Duiven;15
2437;Oppervlakte meren, plassen;Duivendijke;0
2438;Oppervlakte meren, plassen;Dungen (den);0
2439;Oppervlakte meren, plassen;Dussen;80
2440;Oppervlakte meren, plassen;Dwingeloo;0
2441;Oppervlakte meren, plassen;Echt;8
2442;Oppervlakte meren, plassen;Echteld;176
2443;Oppervlakte meren, plassen;Edam;0
2444;Oppervlakte meren, plassen;Ede;0
2445;Oppervlakte meren, plassen;Eede;0
2446;Oppervlakte meren, plassen;Eelde;9
2447;Oppervlakte meren, plassen;Eemnes;13
2448;Oppervlakte meren, plassen;Eenrum;0
2449;Oppervlakte meren, plassen;Eersel;0
2450;Oppervlakte meren, plassen;Eethen;135
2451;Oppervlakte meren, plassen;Egmond aan Zee;0
2452;Oppervlakte meren, plassen;Egmond-Binnen;0
2453;Oppervlakte meren, plassen;Eibergen;0
2454;Oppervlakte meren, plassen;Eijgelshoven;0
2455;Oppervlakte meren, plassen;Eijsden;39
2456;Oppervlakte meren, plassen;Eindhoven;0
2457;Oppervlakte meren, plassen;Elburg;0
2458;Oppervlakte meren, plassen;Elkerzee;0
2459;Oppervlakte meren, plassen;Ellemeet;0
2460;Oppervlakte meren, plassen;Ellewoutsdijk;0
2461;Oppervlakte meren, plassen;Elsloo;29
2462;Oppervlakte meren, plassen;Elst;121
2463;Oppervlakte meren, plassen;Emmen;0
2464;Oppervlakte meren, plassen;Empel en Meerwijk;0
2465;Oppervlakte meren, plassen;Engelen;28
2466;Oppervlakte meren, plassen;Enkhuizen;0
2467;Oppervlakte meren, plassen;Enschede;0
2468;Oppervlakte meren, plassen;Epe;11
2469;Oppervlakte meren, plassen;Ermelo;0
2470;Oppervlakte meren, plassen;Erp;0
2471;Oppervlakte meren, plassen;Esch;0
2472;Oppervlakte meren, plassen;Escharen;8
2473;Oppervlakte meren, plassen;Est en Opijnen;65
2474;Oppervlakte meren, plassen;Etten en Leur;0
2475;Oppervlakte meren, plassen;Everdingen;15
2476;Oppervlakte meren, plassen;Ewijk;100
2477;Oppervlakte meren, plassen;Ezinge;0
2478;Oppervlakte meren, plassen;Ferwerderadeel;0
2479;Oppervlakte meren, plassen;Fijnaart en Heijningen;0
2480;Oppervlakte meren, plassen;Finsterwolde;0
2481;Oppervlakte meren, plassen;Franeker;0
2482;Oppervlakte meren, plassen;Franekeradeel;0
2483;Oppervlakte meren, plassen;Gaasterland;639
2484;Oppervlakte meren, plassen;Gameren;183
2485;Oppervlakte meren, plassen;Gassel;8
2486;Oppervlakte meren, plassen;Gasselte;0
2487;Oppervlakte meren, plassen;Geertruid (St.);0
2488;Oppervlakte meren, plassen;Geertruidenberg;16
2489;Oppervlakte meren, plassen;Geervliet;35
2490;Oppervlakte meren, plassen;Geffen;0
2491;Oppervlakte meren, plassen;Geldermalsen;0
2492;Oppervlakte meren, plassen;Geldrop;0
2493;Oppervlakte meren, plassen;Geleen;0
2494;Oppervlakte meren, plassen;Gemert;0
2495;Oppervlakte meren, plassen;Gendringen;0
2496;Oppervlakte meren, plassen;Genemuiden;0
2497;Oppervlakte meren, plassen;Gennep;25
2498;Oppervlakte meren, plassen;Gent;160
2499;Oppervlakte meren, plassen;Geulle;21
2500;Oppervlakte meren, plassen;Giessen;12
2501;Oppervlakte meren, plassen;Giessendam;6
2502;Oppervlakte meren, plassen;Giessen-Nieuwkerk;0
2503;Oppervlakte meren, plassen;Gieten;0
2504;Oppervlakte meren, plassen;Giethoorn;374
2505;Oppervlakte meren, plassen;Gilze en Rijen;0
2506;Oppervlakte meren, plassen;Ginneken en Bavel;0
2507;Oppervlakte meren, plassen;Goedereede;0
2508;Oppervlakte meren, plassen;Goes;0
2509;Oppervlakte meren, plassen;Goirle;0
2510;Oppervlakte meren, plassen;Goor;0
2511;Oppervlakte meren, plassen;Gorinchem;142
2512;Oppervlakte meren, plassen;Gorssel;53
2513;Oppervlakte meren, plassen;Gouda;5
2514;Oppervlakte meren, plassen;Gouderak;16
2515;Oppervlakte meren, plassen;Goudriaan;0
2516;Oppervlakte meren, plassen;Goudswaard;0
2517;Oppervlakte meren, plassen;Graauw en Langendam;0
2518;Oppervlakte meren, plassen;Grafhorst;14
2519;Oppervlakte meren, plassen;Graft;0
2520;Oppervlakte meren, plassen;Gramsbergen;0
2521;Oppervlakte meren, plassen;Grathem;0
2522;Oppervlakte meren, plassen;Grave;34
2523;Oppervlakte meren, plassen;'s-Graveland;0
2524;Oppervlakte meren, plassen;'s-Gravendeel;75
2525;Oppervlakte meren, plassen;'s-Gravenhage;0
2526;Oppervlakte meren, plassen;'s-Gravenpolder;0
2527;Oppervlakte meren, plassen;'s-Gravenzande;0
2528;Oppervlakte meren, plassen;Grevenbicht;30
2529;Oppervlakte meren, plassen;Grijpskerk;0
2530;Oppervlakte meren, plassen;Grijpskerke;0
2531;Oppervlakte meren, plassen;Groede;0
2532;Oppervlakte meren, plassen;Groenlo;0
2533;Oppervlakte meren, plassen;Groesbeek;0
2534;Oppervlakte meren, plassen;Groningen;0
2535;Oppervlakte meren, plassen;Gronsveld;9
2536;Oppervlakte meren, plassen;Groot-Ammers;40
2537;Oppervlakte meren, plassen;Grootebroek;0
2538;Oppervlakte meren, plassen;Grootegast;0
2539;Oppervlakte meren, plassen;Grubbenvorst;68
2540;Oppervlakte meren, plassen;Gulpen;0
2541;Oppervlakte meren, plassen;Haaften;161
2542;Oppervlakte meren, plassen;Haaksbergen;0
2543;Oppervlakte meren, plassen;Haamstede;0
2544;Oppervlakte meren, plassen;Haaren;0
2545;Oppervlakte meren, plassen;Haarlem;125
2546;Oppervlakte meren, plassen;Haarlemmerliede en Spaarnwoude;146
2547;Oppervlakte meren, plassen;Haarlemmermeer;0
2548;Oppervlakte meren, plassen;Haarzuilens;0
2549;Oppervlakte meren, plassen;Haastrecht;0
2550;Oppervlakte meren, plassen;Haelen;0
2551;Oppervlakte meren, plassen;Hagestein;45
2552;Oppervlakte meren, plassen;Halsteren;0
2553;Oppervlakte meren, plassen;Ham (den);0
2554;Oppervlakte meren, plassen;Haps;0
2555;Oppervlakte meren, plassen;Hardenberg (Ambt-);0
2556;Oppervlakte meren, plassen;Hardenberg (Stad-);0
2557;Oppervlakte meren, plassen;Harderwijk;0
2558;Oppervlakte meren, plassen;Hardinxveld;140
2559;Oppervlakte meren, plassen;Haren;309
2560;Oppervlakte meren, plassen;Harenkarspel;0
2561;Oppervlakte meren, plassen;Harlingen;0
2562;Oppervlakte meren, plassen;Harmelen;0
2563;Oppervlakte meren, plassen;Haskerland;51
2564;Oppervlakte meren, plassen;Hasselt;0
2565;Oppervlakte meren, plassen;Hattem;35
2566;Oppervlakte meren, plassen;Havelte;0
2567;Oppervlakte meren, plassen;Hazerswoude;16
2568;Oppervlakte meren, plassen;Hedel;22
2569;Oppervlakte meren, plassen;Hedikhuizen;0
2570;Oppervlakte meren, plassen;Heel en Panheel;0
2571;Oppervlakte meren, plassen;Heemskerk;0
2572;Oppervlakte meren, plassen;Heemstede;11
2573;Oppervlakte meren, plassen;Heenvliet;36
2574;Oppervlakte meren, plassen;Heer;0
2575;Oppervlakte meren, plassen;'s-Heer-Abtskerke;0
2576;Oppervlakte meren, plassen;'s-Heer-Arendskerke;0
2577;Oppervlakte meren, plassen;Heerde;60
2578;Oppervlakte meren, plassen;'s-Heerenhoek;0
2579;Oppervlakte meren, plassen;Heerewaarden;172
2580;Oppervlakte meren, plassen;Heerhugowaard;0
2581;Oppervlakte meren, plassen;Heerjansdam;16
2582;Oppervlakte meren, plassen;Heerlen;0
2583;Oppervlakte meren, plassen;Heesch;0
2584;Oppervlakte meren, plassen;Heeswijk;0
2585;Oppervlakte meren, plassen;Heeze;0
2586;Oppervlakte meren, plassen;Hei- en Boeicop;0
2587;Oppervlakte meren, plassen;Heijthuizen;0
2588;Oppervlakte meren, plassen;Heilo;0
2589;Oppervlakte meren, plassen;Heinenoord;151
2590;Oppervlakte meren, plassen;Heinkenszand;0
2591;Oppervlakte meren, plassen;Heino;0
2592;Oppervlakte meren, plassen;Hekelingen;46
2593;Oppervlakte meren, plassen;Hekendorp;0
2594;Oppervlakte meren, plassen;Helden;0
2595;Oppervlakte meren, plassen;Helder (Den);0
2596;Oppervlakte meren, plassen;Hellendoorn;0
2597;Oppervlakte meren, plassen;Hellevoetsluis;0
2598;Oppervlakte meren, plassen;Helmond;0
2599;Oppervlakte meren, plassen;Helvoet (Nieuw-);0
2600;Oppervlakte meren, plassen;Helvoirt;14
2601;Oppervlakte meren, plassen;Hemelumer Oldephaerd en Noordwolde;1690
2602;Oppervlakte meren, plassen;Hemmen;0
2603;Oppervlakte meren, plassen;Hendrik-Ido-Ambacht;72
2604;Oppervlakte meren, plassen;Hengelo (Gld.);0
2605;Oppervlakte meren, plassen;Hengelo (O.);0
2606;Oppervlakte meren, plassen;Hengstdijk;0
2607;Oppervlakte meren, plassen;Hennaarderadeel;0
2608;Oppervlakte meren, plassen;Hensbroek;0
2609;Oppervlakte meren, plassen;Herkingen;0
2610;Oppervlakte meren, plassen;Herpen;12
2611;Oppervlakte meren, plassen;Herpt;57
2612;Oppervlakte meren, plassen;Herten;30
2613;Oppervlakte meren, plassen;'s-Hertogenbosch;14
2614;Oppervlakte meren, plassen;Herwen en Aerdt;170
2615;Oppervlakte meren, plassen;Herwijnen;120
2616;Oppervlakte meren, plassen;Heteren;100
2617;Oppervlakte meren, plassen;Heukelum;0
2618;Oppervlakte meren, plassen;Heumen;23
2619;Oppervlakte meren, plassen;Heusden;8
2620;Oppervlakte meren, plassen;Hillegersberg;110
2621;Oppervlakte meren, plassen;Hillegom;0
2622;Oppervlakte meren, plassen;Hilvarenbeek;16
2623;Oppervlakte meren, plassen;Hilversum;0
2624;Oppervlakte meren, plassen;Hindeloopen;0
2625;Oppervlakte meren, plassen;Hoedekenskerke;0
2626;Oppervlakte meren, plassen;Hoek;0
2627;Oppervlakte meren, plassen;Hoenkoop;0
2628;Oppervlakte meren, plassen;Hoensbroek;0
2629;Oppervlakte meren, plassen;Hoevelaken;0
2630;Oppervlakte meren, plassen;Hoeven;0
2631;Oppervlakte meren, plassen;Holten;0
2632;Oppervlakte meren, plassen;Hontenisse;0
2633;Oppervlakte meren, plassen;Hoofdplaat;0
2634;Oppervlakte meren, plassen;Hoogblokland;0
2635;Oppervlakte meren, plassen;Hooge en Lage Mierde;0
2636;Oppervlakte meren, plassen;Hooge en Lage Zwaluwe;48
2637;Oppervlakte meren, plassen;Hoogeloon, Hapert en Casteren;0
2638;Oppervlakte meren, plassen;Hoogeveen;0
2639;Oppervlakte meren, plassen;Hoogezand;416
2640;Oppervlakte meren, plassen;Hoogkarspel;0
2641;Oppervlakte meren, plassen;Hoogkerk;0
2642;Oppervlakte meren, plassen;Hoogland;18
2643;Oppervlakte meren, plassen;Hoogvliet;40
2644;Oppervlakte meren, plassen;Hoogwoud;0
2645;Oppervlakte meren, plassen;Hoorn;0
2646;Oppervlakte meren, plassen;Hoornaar;0
2647;Oppervlakte meren, plassen;Horn;0
2648;Oppervlakte meren, plassen;Horssen;0
2649;Oppervlakte meren, plassen;Horst;0
2650;Oppervlakte meren, plassen;Houten;8
2651;Oppervlakte meren, plassen;Houthem;0
2652;Oppervlakte meren, plassen;Huijbergen;0
2653;Oppervlakte meren, plassen;Huissen;85
2654;Oppervlakte meren, plassen;Huizen;0
2655;Oppervlakte meren, plassen;Hulsberg;0
2656;Oppervlakte meren, plassen;Hulst;0
2657;Oppervlakte meren, plassen;Hummelo en Keppel;11
2658;Oppervlakte meren, plassen;Hunsel;0
2659;Oppervlakte meren, plassen;Hurwenen;80
2660;Oppervlakte meren, plassen;Idaarderadeel;222
2661;Oppervlakte meren, plassen;Ilpendam;0
2662;Oppervlakte meren, plassen;Itteren;17
2663;Oppervlakte meren, plassen;Ittervoort;0
2664;Oppervlakte meren, plassen;Jaarsveld;100
2665;Oppervlakte meren, plassen;Jabeek;0
2666;Oppervlakte meren, plassen;Janssteen (St.);0
2667;Oppervlakte meren, plassen;Jisp;0
2668;Oppervlakte meren, plassen;Jutphaas;0
2669;Oppervlakte meren, plassen;Kamerik;0
2670;Oppervlakte meren, plassen;Kampen;260
2671;Oppervlakte meren, plassen;Kamperveen;0
2672;Oppervlakte meren, plassen;Kantens;0
2673;Oppervlakte meren, plassen;Kapelle;0
2674;Oppervlakte meren, plassen;Kats;0
2675;Oppervlakte meren, plassen;Kattendijke;0
2676;Oppervlakte meren, plassen;Katwijk;25
2677;Oppervlakte meren, plassen;Katwoude;0
2678;Oppervlakte meren, plassen;Kedichem;5
2679;Oppervlakte meren, plassen;Kerkrade;0
2680;Oppervlakte meren, plassen;Kerkwerve;0
2681;Oppervlakte meren, plassen;Kerkwijk;0
2682;Oppervlakte meren, plassen;Kessel;70
2683;Oppervlakte meren, plassen;Kesteren;32
2684;Oppervlakte meren, plassen;Kethel en Spaland;0
2685;Oppervlakte meren, plassen;Klaaswaal;0
2686;Oppervlakte meren, plassen;Klimmen;0
2687;Oppervlakte meren, plassen;Kloetinge;0
2688;Oppervlakte meren, plassen;Kloosterburen;0
2689;Oppervlakte meren, plassen;Klundert;0
2690;Oppervlakte meren, plassen;Kockengen;0
2691;Oppervlakte meren, plassen;Koedijk;0
2692;Oppervlakte meren, plassen;Koewacht;0
2693;Oppervlakte meren, plassen;Kollumerland en Nieuwkruisland;0
2694;Oppervlakte meren, plassen;Koog aan de Zaan;18
2695;Oppervlakte meren, plassen;Kortenhoef;0
2696;Oppervlakte meren, plassen;Kortgene;0
2697;Oppervlakte meren, plassen;Koudekerk;16
2698;Oppervlakte meren, plassen;Koudekerke;0
2699;Oppervlakte meren, plassen;Krabbendijke;0
2700;Oppervlakte meren, plassen;Krimpen aan de Lek;115
2701;Oppervlakte meren, plassen;Krimpen aan den IJssel;72
2702;Oppervlakte meren, plassen;Krommenie;0
2703;Oppervlakte meren, plassen;Kruiningen;0
2704;Oppervlakte meren, plassen;Kruis (St.);0
2705;Oppervlakte meren, plassen;Kuinre;0
2706;Oppervlakte meren, plassen;Kwadijk;0
2707;Oppervlakte meren, plassen;Laag-Nieuwkoop;0
2708;Oppervlakte meren, plassen;Landsmeer;0
2709;Oppervlakte meren, plassen;Langbroek;0
2710;Oppervlakte meren, plassen;Lange Ruige Weide;0
2711;Oppervlakte meren, plassen;Langerak;40
2712;Oppervlakte meren, plassen;Laren (Gld.);0
2713;Oppervlakte meren, plassen;Laren (NH.);0
2714;Oppervlakte meren, plassen;Laurens (St.);0
2715;Oppervlakte meren, plassen;Leek;12
2716;Oppervlakte meren, plassen;Leende;0
2717;Oppervlakte meren, plassen;Leens;0
2718;Oppervlakte meren, plassen;Leerbroek;0
2719;Oppervlakte meren, plassen;Leerdam;7
2720;Oppervlakte meren, plassen;Leersum;49
2721;Oppervlakte meren, plassen;Leeuwarden;0
2722;Oppervlakte meren, plassen;Leeuwarderadeel;0
2723;Oppervlakte meren, plassen;Leiden;24
2724;Oppervlakte meren, plassen;Leiderdorp;8
2725;Oppervlakte meren, plassen;Leimuiden;0
2726;Oppervlakte meren, plassen;Lekkerkerk;118
2727;Oppervlakte meren, plassen;Lekkerland (Nieuw-);98
2728;Oppervlakte meren, plassen;Lemsterland;978
2729;Oppervlakte meren, plassen;Leusden;0
2730;Oppervlakte meren, plassen;Lexmond;55
2731;Oppervlakte meren, plassen;Lichtenvoorde;0
2732;Oppervlakte meren, plassen;Liempde;0
2733;Oppervlakte meren, plassen;Lienden;65
2734;Oppervlakte meren, plassen;Lier (de);0
2735;Oppervlakte meren, plassen;Lierop;0
2736;Oppervlakte meren, plassen;Lieshout;10
2737;Oppervlakte meren, plassen;Limbricht;0
2738;Oppervlakte meren, plassen;Limmen;0
2739;Oppervlakte meren, plassen;Linden;70
2740;Oppervlakte meren, plassen;Linne;39
2741;Oppervlakte meren, plassen;Linschoten;0
2742;Oppervlakte meren, plassen;Lisse;0
