ID;Oppervlakte;Regio;Oppervlakte_1
1723;Oppervlakte grote wateren;Neeritter;0
1724;Oppervlakte grote wateren;Neuzen;3384
1725;Oppervlakte grote wateren;Nibbixwoud;0
1726;Oppervlakte grote wateren;Nieuw- en Sint Joosland;355
1727;Oppervlakte grote wateren;Nieuwe Pekela;0
1728;Oppervlakte grote wateren;Nieuwenhagen;0
1729;Oppervlakte grote wateren;Nieuwenhoorn;0
1730;Oppervlakte grote wateren;Nieuwe-Niedorp;0
1731;Oppervlakte grote wateren;Nieuwer-Amstel;0
1732;Oppervlakte grote wateren;Nieuwerkerk aan den IJssel;0
1733;Oppervlakte grote wateren;Nieuwerkerk;0
1734;Oppervlakte grote wateren;Nieuweschans;0
1735;Oppervlakte grote wateren;Nieuwkoop;0
1736;Oppervlakte grote wateren;Nieuwkuijk;0
1737;Oppervlakte grote wateren;Nieuwland;0
1738;Oppervlakte grote wateren;Nieuwleusen;0
1739;Oppervlakte grote wateren;Nieuwolda;195
1740;Oppervlakte grote wateren;Nieuwpoort;0
1741;Oppervlakte grote wateren;Nieuwstadt;0
1742;Oppervlakte grote wateren;Nieuwveen;0
1743;Oppervlakte grote wateren;Nieuwvliet;113
1744;Oppervlakte grote wateren;Nieuw-Vossemeer;291
1745;Oppervlakte grote wateren;Nigtevecht;0
1746;Oppervlakte grote wateren;Nijeveen;0
1747;Oppervlakte grote wateren;Nijkerk;0
1748;Oppervlakte grote wateren;Nijmegen;0
1749;Oppervlakte grote wateren;Nisse;0
1750;Oppervlakte grote wateren;Nistelrode;0
1751;Oppervlakte grote wateren;Noorbeek;0
1752;Oppervlakte grote wateren;Noordbroek;0
1753;Oppervlakte grote wateren;Noorddijk;0
1754;Oppervlakte grote wateren;Noordeloos;0
1755;Oppervlakte grote wateren;Noordgouwe;0
1756;Oppervlakte grote wateren;Noord-Scharwoude;0
1757;Oppervlakte grote wateren;Noordwelle;168
1758;Oppervlakte grote wateren;Noordwijk;0
1759;Oppervlakte grote wateren;Noordwijkerhout;0
1760;Oppervlakte grote wateren;Nootdorp;0
1761;Oppervlakte grote wateren;Norg;0
1762;Oppervlakte grote wateren;Nuland;0
1763;Oppervlakte grote wateren;Numansdorp;674
1764;Oppervlakte grote wateren;Nunen, Gerwen en Nederwetten;0
1765;Oppervlakte grote wateren;Nunhem;0
1766;Oppervlakte grote wateren;Nuth;0
1767;Oppervlakte grote wateren;Obbicht en Papenhoven;0
1768;Oppervlakte grote wateren;Obdam;0
1769;Oppervlakte grote wateren;Odijk;0
1770;Oppervlakte grote wateren;Odiliënberg (St.);0
1771;Oppervlakte grote wateren;Odoorn;0
1772;Oppervlakte grote wateren;Oedenrode (St.);0
1773;Oppervlakte grote wateren;Oeffelt;0
1774;Oppervlakte grote wateren;Oegstgeest;0
1775;Oppervlakte grote wateren;Ohé en Laak;0
1776;Oppervlakte grote wateren;Oijen en Teeffelen;0
1777;Oppervlakte grote wateren;Oirsbeek;0
1778;Oppervlakte grote wateren;Oirschot;0
1779;Oppervlakte grote wateren;Oisterwijk;0
1780;Oppervlakte grote wateren;Oldebroek;0
1781;Oppervlakte grote wateren;Oldehove;0
1782;Oppervlakte grote wateren;Oldekerk;0
1783;Oppervlakte grote wateren;Oldemarkt;0
1784;Oppervlakte grote wateren;Oldenzaal;0
1785;Oppervlakte grote wateren;Olst;0
1786;Oppervlakte grote wateren;Ommen;0
1787;Oppervlakte grote wateren;Onstwedde;0
1788;Oppervlakte grote wateren;Ooltgensplaat;2140
1789;Oppervlakte grote wateren;Oost- en West-Souburg;0
1790;Oppervlakte grote wateren;Oost-, West- en Middelbeers;0
1791;Oppervlakte grote wateren;Oostburg;0
1792;Oppervlakte grote wateren;Oostdongeradeel;0
1793;Oppervlakte grote wateren;Oosterhesselen;0
1794;Oppervlakte grote wateren;Oosterhout;0
1795;Oppervlakte grote wateren;Oosterland;516
1796;Oppervlakte grote wateren;Oosthuizen;0
1797;Oppervlakte grote wateren;Oostkapelle;44
1798;Oppervlakte grote wateren;Ooststellingwerf;0
1799;Oppervlakte grote wateren;Oostvoorne;0
1800;Oppervlakte grote wateren;Oostzaan;0
1801;Oppervlakte grote wateren;Ootmarsum;0
1802;Oppervlakte grote wateren;Ophemert;0
1803;Oppervlakte grote wateren;Oploo, Sint Anthonis en Ledeacker;0
1804;Oppervlakte grote wateren;Opmeer;0
1805;Oppervlakte grote wateren;Opperdoes;0
1806;Oppervlakte grote wateren;Opsterland;0
1807;Oppervlakte grote wateren;Oss;0
1808;Oppervlakte grote wateren;Ossendrecht;0
1809;Oppervlakte grote wateren;Ossenisse;766
1810;Oppervlakte grote wateren;Oterleek;0
1811;Oppervlakte grote wateren;Ottersum;0
1812;Oppervlakte grote wateren;Ottoland;0
1813;Oppervlakte grote wateren;Oud en Nieuw Gastel;0
1814;Oppervlakte grote wateren;Ouddorp;0
1815;Oppervlakte grote wateren;Oude Pekela;0
1816;Oppervlakte grote wateren;Oudelande;0
1817;Oppervlakte grote wateren;Oudenbosch;0
1818;Oppervlakte grote wateren;Oudendijk;0
1819;Oppervlakte grote wateren;Oudenhoorn;0
1820;Oppervlakte grote wateren;Oude-Niedorp;0
1821;Oppervlakte grote wateren;Oudenrijn;0
1822;Oppervlakte grote wateren;Ouder-Amstel;0
1823;Oppervlakte grote wateren;Ouderkerk aan den IJssel;0
1824;Oppervlakte grote wateren;Oudewater;0
1825;Oppervlakte grote wateren;Oudheusden;0
1826;Oppervlakte grote wateren;Oudkarspel;0
1827;Oppervlakte grote wateren;Oudorp;0
1828;Oppervlakte grote wateren;Oud-Valkenburg;0
1829;Oppervlakte grote wateren;Oud-Vossemeer;385
1830;Oppervlakte grote wateren;Ouwerkerk;722
1831;Oppervlakte grote wateren;Overasselt;0
1832;Oppervlakte grote wateren;Overschie;0
1833;Oppervlakte grote wateren;Overslag;0
1834;Oppervlakte grote wateren;Ovezande;0
1835;Oppervlakte grote wateren;Pancras (St.);0
1836;Oppervlakte grote wateren;Pannerden;0
1837;Oppervlakte grote wateren;Papekop;0
1838;Oppervlakte grote wateren;Papendrecht;0
1839;Oppervlakte grote wateren;Peize;0
1840;Oppervlakte grote wateren;Pernis;0
1841;Oppervlakte grote wateren;Peursum;0
1842;Oppervlakte grote wateren;Philippine;0
1843;Oppervlakte grote wateren;Philipsland (St.);1341
1844;Oppervlakte grote wateren;Piershil;0
1845;Oppervlakte grote wateren;Pijnacker;0
1846;Oppervlakte grote wateren;Poederoijen;0
1847;Oppervlakte grote wateren;Polsbroek;0
1848;Oppervlakte grote wateren;Poortugaal;0
1849;Oppervlakte grote wateren;Poortvliet;796
1850;Oppervlakte grote wateren;Posterholt;0
1851;Oppervlakte grote wateren;Prinsenhage;0
1852;Oppervlakte grote wateren;Purmerend;0
1853;Oppervlakte grote wateren;Putte;0
1854;Oppervlakte grote wateren;Putten;0
1855;Oppervlakte grote wateren;Puttershoek;0
1856;Oppervlakte grote wateren;Raalte;0
1857;Oppervlakte grote wateren;Raamsdonk;0
1858;Oppervlakte grote wateren;Rauwerderhem;0
1859;Oppervlakte grote wateren;Ravenstein;0
1860;Oppervlakte grote wateren;Reek;0
1861;Oppervlakte grote wateren;Reeuwijk;0
1862;Oppervlakte grote wateren;Renesse;756
1863;Oppervlakte grote wateren;Renkum;0
1864;Oppervlakte grote wateren;Renswoude;0
1865;Oppervlakte grote wateren;Retranchement;77
1866;Oppervlakte grote wateren;Reusel;0
1867;Oppervlakte grote wateren;Rheden;0
1868;Oppervlakte grote wateren;Rhenen;0
1869;Oppervlakte grote wateren;Rhoon;0
1870;Oppervlakte grote wateren;Ridderkerk;0
1871;Oppervlakte grote wateren;Riethoven;0
1872;Oppervlakte grote wateren;Rietveld;0
1873;Oppervlakte grote wateren;Rijckholt;0
1874;Oppervlakte grote wateren;Rijnsaterwoude;0
1875;Oppervlakte grote wateren;Rijnsburg;0
1876;Oppervlakte grote wateren;Rijp (de);0
1877;Oppervlakte grote wateren;Rijsbergen;0
1878;Oppervlakte grote wateren;Rijsenburg;0
1879;Oppervlakte grote wateren;Rijssen;0
1880;Oppervlakte grote wateren;Rijswijk (NB.);0
1881;Oppervlakte grote wateren;Rijswijk (ZH.);0
1882;Oppervlakte grote wateren;Rilland-Bath;6655
1883;Oppervlakte grote wateren;Ritthem;89
1884;Oppervlakte grote wateren;Rockanje;0
1885;Oppervlakte grote wateren;Roden;0
1886;Oppervlakte grote wateren;Roermond;0
1887;Oppervlakte grote wateren;Roggel;0
1888;Oppervlakte grote wateren;Rolde;0
1889;Oppervlakte grote wateren;Roosendaal en Nispen;0
1890;Oppervlakte grote wateren;Roosteren;0
1891;Oppervlakte grote wateren;Rosmalen;0
1892;Oppervlakte grote wateren;Rossum;0
1893;Oppervlakte grote wateren;Rotterdam;0
1894;Oppervlakte grote wateren;Rozenburg;0
1895;Oppervlakte grote wateren;Rozendaal;0
1896;Oppervlakte grote wateren;Rucphen en Vorenseinde;0
1897;Oppervlakte grote wateren;Ruinen;0
1898;Oppervlakte grote wateren;Ruinerwold;0
1899;Oppervlakte grote wateren;Ruurlo;0
1900;Oppervlakte grote wateren;Ruwiel;0
1901;Oppervlakte grote wateren;s Gravenmoer;0
1902;Oppervlakte grote wateren;Sambeek;0
1903;Oppervlakte grote wateren;Sappemeer;0
1904;Oppervlakte grote wateren;Sas van Gent;0
1905;Oppervlakte grote wateren;Sassenheim;0
1906;Oppervlakte grote wateren;Schaesberg;0
1907;Oppervlakte grote wateren;Schagen;0
1908;Oppervlakte grote wateren;Schaijk;0
1909;Oppervlakte grote wateren;Schalkwijk;0
1910;Oppervlakte grote wateren;Scheemda;0
1911;Oppervlakte grote wateren;Schellinkhout;0
1912;Oppervlakte grote wateren;Schelluinen;0
1913;Oppervlakte grote wateren;Schermerhorn;0
1914;Oppervlakte grote wateren;Scherpenisse;777
1915;Oppervlakte grote wateren;Scherpenzeel;0
1916;Oppervlakte grote wateren;Schiebroek;0
1917;Oppervlakte grote wateren;Schiedam;0
1918;Oppervlakte grote wateren;Schiermonnikoog;0
1919;Oppervlakte grote wateren;Schijndel;0
1920;Oppervlakte grote wateren;Schimmert;0
1921;Oppervlakte grote wateren;Schin op Geul;0
1922;Oppervlakte grote wateren;Schinnen;0
1923;Oppervlakte grote wateren;Schinveld;0
1924;Oppervlakte grote wateren;Schipluiden;0
1925;Oppervlakte grote wateren;Schoondijke;21
1926;Oppervlakte grote wateren;Schoonebeek;0
1927;Oppervlakte grote wateren;Schoonhoven;0
1928;Oppervlakte grote wateren;Schoonrewoerd;0
1929;Oppervlakte grote wateren;Schoorl;0
1930;Oppervlakte grote wateren;Schore;56
1931;Oppervlakte grote wateren;Schoterland;0
1932;Oppervlakte grote wateren;Serooskerke (op Schouwen);31
1933;Oppervlakte grote wateren;Serooskerke (op Walcheren);0
1934;Oppervlakte grote wateren;Sevenum;0
1935;Oppervlakte grote wateren;Sijbekarspel;0
1936;Oppervlakte grote wateren;Simpelveld;0
1937;Oppervlakte grote wateren;Sittard;0
1938;Oppervlakte grote wateren;Sleen;0
1939;Oppervlakte grote wateren;Slenaken;0
1940;Oppervlakte grote wateren;Sliedrecht;0
1941;Oppervlakte grote wateren;Slochteren;0
1942;Oppervlakte grote wateren;Sloten (F.);0
1943;Oppervlakte grote wateren;Sluis;0
1944;Oppervlakte grote wateren;Smallingerland;0
1945;Oppervlakte grote wateren;Smilde;0
1946;Oppervlakte grote wateren;Sneek;0
1947;Oppervlakte grote wateren;Snelrewaard;0
1948;Oppervlakte grote wateren;Soest;0
1949;Oppervlakte grote wateren;Someren;0
1950;Oppervlakte grote wateren;Sommelsdijk;690
1951;Oppervlakte grote wateren;Son en Breugel;0
1952;Oppervlakte grote wateren;Spanbroek;0
1953;Oppervlakte grote wateren;Spaubeek;0
1954;Oppervlakte grote wateren;Spijkenisse;0
1955;Oppervlakte grote wateren;Sprang-Capelle;0
1956;Oppervlakte grote wateren;Stad aan 't Haringvliet;300
1957;Oppervlakte grote wateren;Standdaarbuiten;0
1958;Oppervlakte grote wateren;Staphorst;0
1959;Oppervlakte grote wateren;Stavenisse;3695
1960;Oppervlakte grote wateren;Staveren;0
1961;Oppervlakte grote wateren;Stedum;0
1962;Oppervlakte grote wateren;Steenbergen en Kruisland;893
1963;Oppervlakte grote wateren;Steenderen;0
1964;Oppervlakte grote wateren;Steenwijk;0
1965;Oppervlakte grote wateren;Steenwijkerwold;0
1966;Oppervlakte grote wateren;Stein (L.);0
1967;Oppervlakte grote wateren;Stellendam;438
1968;Oppervlakte grote wateren;Stevensweert;0
1969;Oppervlakte grote wateren;Stiphout;0
1970;Oppervlakte grote wateren;Stolwijk;0
1971;Oppervlakte grote wateren;Stompwijk;0
1972;Oppervlakte grote wateren;Stoppeldijk;0
1973;Oppervlakte grote wateren;Stoutenburg;0
1974;Oppervlakte grote wateren;Stramproij;0
1975;Oppervlakte grote wateren;Streefkerk;0
1976;Oppervlakte grote wateren;Strijen;573
1977;Oppervlakte grote wateren;Susteren;0
1978;Oppervlakte grote wateren;Swalmen;0
1979;Oppervlakte grote wateren;Tegelen;0
1980;Oppervlakte grote wateren;Ten Boer;0
1981;Oppervlakte grote wateren;Ter Aar;0
1982;Oppervlakte grote wateren;Terheijden;0
1983;Oppervlakte grote wateren;Termunten;1519
1984;Oppervlakte grote wateren;Terschelling;0
1985;Oppervlakte grote wateren;Teteringen;0
1986;Oppervlakte grote wateren;Texel;0
1987;Oppervlakte grote wateren;Tholen;2517
1988;Oppervlakte grote wateren;Thorn;0
1989;Oppervlakte grote wateren;Tiel;0
1990;Oppervlakte grote wateren;Tienhoven (U.);0
1991;Oppervlakte grote wateren;Tienhoven (ZH.);0
1992;Oppervlakte grote wateren;Tietjerksteradeel;0
1993;Oppervlakte grote wateren;Tilburg;0
1994;Oppervlakte grote wateren;Tonge (Nieuwe-);1150
1995;Oppervlakte grote wateren;Tonge (Oude-);935
1996;Oppervlakte grote wateren;Tubbergen;0
1997;Oppervlakte grote wateren;Tull en 't Waal;0
1998;Oppervlakte grote wateren;Twisk;0
1999;Oppervlakte grote wateren;Ubach over Worms;0
2000;Oppervlakte grote wateren;Ubbergen;0
2001;Oppervlakte grote wateren;Uden;0
2002;Oppervlakte grote wateren;Udenhout;0
2003;Oppervlakte grote wateren;Uitgeest;0
2004;Oppervlakte grote wateren;Uithoorn;0
2005;Oppervlakte grote wateren;Uithuizen;0
2006;Oppervlakte grote wateren;Uithuizermeeden;0
2007;Oppervlakte grote wateren;Ulestraten;0
2008;Oppervlakte grote wateren;Ulrum;0
2009;Oppervlakte grote wateren;Urk;0
2010;Oppervlakte grote wateren;Urmond;0
2011;Oppervlakte grote wateren;Ursem;0
2012;Oppervlakte grote wateren;Usquert;0
2013;Oppervlakte grote wateren;Utingeradeel;0
2014;Oppervlakte grote wateren;Utrecht;0
2015;Oppervlakte grote wateren;Vaals;0
2016;Oppervlakte grote wateren;Valburg;0
2017;Oppervlakte grote wateren;Valkenburg (L.);0
2018;Oppervlakte grote wateren;Valkenburg (ZH.);0
2019;Oppervlakte grote wateren;Valkenswaard;0
2020;Oppervlakte grote wateren;Varik;0
2021;Oppervlakte grote wateren;Veen;0
2022;Oppervlakte grote wateren;Veendam;0
2023;Oppervlakte grote wateren;Veenendaal;0
2024;Oppervlakte grote wateren;Veere;13128
2025;Oppervlakte grote wateren;Veghel;0
2026;Oppervlakte grote wateren;Veldhoven;0
2027;Oppervlakte grote wateren;Veldhuizen;0
2028;Oppervlakte grote wateren;Velp;0
2029;Oppervlakte grote wateren;Velsen;0
2030;Oppervlakte grote wateren;Venhuizen;0
2031;Oppervlakte grote wateren;Venlo;0
2032;Oppervlakte grote wateren;Venraij;0
2033;Oppervlakte grote wateren;Vessem, Wintelre en Knegsel;0
2034;Oppervlakte grote wateren;Veur;0
2035;Oppervlakte grote wateren;Vianen;0
2036;Oppervlakte grote wateren;Vierlingsbeek;0
2037;Oppervlakte grote wateren;Vierpolders;0
2038;Oppervlakte grote wateren;Vinkeveen en Waverveen;0
2039;Oppervlakte grote wateren;Vlaardingen;0
2040;Oppervlakte grote wateren;Vlaardinger-Ambacht;0
2041;Oppervlakte grote wateren;Vlagtwedde;0
2042;Oppervlakte grote wateren;Vledder;0
2043;Oppervlakte grote wateren;Vleuten;0
2044;Oppervlakte grote wateren;Vlieland;0
2045;Oppervlakte grote wateren;Vlijmen;0
2046;Oppervlakte grote wateren;Vlissingen;5933
2047;Oppervlakte grote wateren;Vlist;0
2048;Oppervlakte grote wateren;Vlodrop;0
2049;Oppervlakte grote wateren;Voerendaal;0
2050;Oppervlakte grote wateren;Vollenhove (Ambt-);825
2051;Oppervlakte grote wateren;Vollenhove (Stad-);0
2052;Oppervlakte grote wateren;Voorburg;0
2053;Oppervlakte grote wateren;Voorhout;0
2054;Oppervlakte grote wateren;Voorschoten;0
2055;Oppervlakte grote wateren;Voorst;0
2056;Oppervlakte grote wateren;Vorden;0
2057;Oppervlakte grote wateren;Vreeland;0
2058;Oppervlakte grote wateren;Vreeswijk;0
2059;Oppervlakte grote wateren;Vries;0
2060;Oppervlakte grote wateren;Vriezenveen;0
2061;Oppervlakte grote wateren;Vrouwenpolder;447
2062;Oppervlakte grote wateren;Vught;0
2063;Oppervlakte grote wateren;Vuren;0
2064;Oppervlakte grote wateren;Waalre;0
2065;Oppervlakte grote wateren;Waalwijk;0
2066;Oppervlakte grote wateren;Waarde;261
2067;Oppervlakte grote wateren;Waardenburg;0
2068;Oppervlakte grote wateren;Waarder;0
2069;Oppervlakte grote wateren;Waddinxveen;0
2070;Oppervlakte grote wateren;Wadenoijen;0
2071;Oppervlakte grote wateren;Wageningen;0
2072;Oppervlakte grote wateren;Wamel;0
2073;Oppervlakte grote wateren;Wanneperveen;0
2074;Oppervlakte grote wateren;Wanroij;0
2075;Oppervlakte grote wateren;Wanssum;0
2076;Oppervlakte grote wateren;Warder;0
2077;Oppervlakte grote wateren;Warffum;0
2078;Oppervlakte grote wateren;Warmenhuizen;0
2079;Oppervlakte grote wateren;Warmond;0
2080;Oppervlakte grote wateren;Warnsveld;0
2081;Oppervlakte grote wateren;Waspik;0
2082;Oppervlakte grote wateren;Wassenaar;0
2083;Oppervlakte grote wateren;Wateringen;0
2084;Oppervlakte grote wateren;Waterlandkerkje;0
2085;Oppervlakte grote wateren;Wedde;0
2086;Oppervlakte grote wateren;Weerselo;0
2087;Oppervlakte grote wateren;Weert;0
2088;Oppervlakte grote wateren;Weesp;0
2089;Oppervlakte grote wateren;Weesperkarspel;0
2090;Oppervlakte grote wateren;Wehl;0
2091;Oppervlakte grote wateren;Wemeldinge;1720
2092;Oppervlakte grote wateren;Werken (de) en Sleeuwijk;0
2093;Oppervlakte grote wateren;Werkendam;0
2094;Oppervlakte grote wateren;Werkhoven;0
2095;Oppervlakte grote wateren;Wervershoof;0
2096;Oppervlakte grote wateren;Wessem;0
2097;Oppervlakte grote wateren;Westbroek;0
2098;Oppervlakte grote wateren;Westdongeradeel;0
2099;Oppervlakte grote wateren;Westdorpe;0
2100;Oppervlakte grote wateren;Westerbork;0
2101;Oppervlakte grote wateren;Westerhoven;0
2102;Oppervlakte grote wateren;Westervoort;0
2103;Oppervlakte grote wateren;Westkapelle;167
2104;Oppervlakte grote wateren;Westmaas;0
2105;Oppervlakte grote wateren;Weststellingwerf;0
2106;Oppervlakte grote wateren;Westwoud;0
2107;Oppervlakte grote wateren;Westzaan;0
2108;Oppervlakte grote wateren;Wierden;0
2109;Oppervlakte grote wateren;Wieringen;0
2110;Oppervlakte grote wateren;Wieringerwaard;0
2111;Oppervlakte grote wateren;Wijchen;0
2112;Oppervlakte grote wateren;Wijdenes;0
2113;Oppervlakte grote wateren;Wijdewormer;0
2114;Oppervlakte grote wateren;Wijhe;0
2115;Oppervlakte grote wateren;Wijk (de);0
2116;Oppervlakte grote wateren;Wijk aan Zee en Duin;0
2117;Oppervlakte grote wateren;Wijk bij Duurstede;0
2118;Oppervlakte grote wateren;Wijk en Aalburg;0
2119;Oppervlakte grote wateren;Wijlre;0
2120;Oppervlakte grote wateren;Wijmbritseradeel;0
2121;Oppervlakte grote wateren;Wijnandsrade;0
2122;Oppervlakte grote wateren;Wijngaarden;0
2123;Oppervlakte grote wateren;Wildervank;0
2124;Oppervlakte grote wateren;Willemstad;1194
2125;Oppervlakte grote wateren;Willeskop;0
2126;Oppervlakte grote wateren;Willige-Langerak;0
2127;Oppervlakte grote wateren;Wilnis;0
2128;Oppervlakte grote wateren;Wilsum;0
2129;Oppervlakte grote wateren;Winkel;0
2130;Oppervlakte grote wateren;Winschoten;0
2131;Oppervlakte grote wateren;Winsum;0
2132;Oppervlakte grote wateren;Winterswijk;0
2133;Oppervlakte grote wateren;Wisch;0
2134;Oppervlakte grote wateren;Wissekerke;1432
2135;Oppervlakte grote wateren;Wittem;0
2136;Oppervlakte grote wateren;Woensdrecht;886
2137;Oppervlakte grote wateren;Woerden;0
2138;Oppervlakte grote wateren;Wognum;0
2139;Oppervlakte grote wateren;Wolphaartsdijk;610
2140;Oppervlakte grote wateren;Wonseradeel;0
2141;Oppervlakte grote wateren;Workum;0
2142;Oppervlakte grote wateren;Wormer;0
2143;Oppervlakte grote wateren;Wormerveer;0
2144;Oppervlakte grote wateren;Woubrugge;0
2145;Oppervlakte grote wateren;Woudenberg;0
2146;Oppervlakte grote wateren;Woudrichem;0
2147;Oppervlakte grote wateren;Wouw;0
2148;Oppervlakte grote wateren;Yerseke;2340
2149;Oppervlakte grote wateren;IJlst;0
2150;Oppervlakte grote wateren;IJsselmonde;0
2151;Oppervlakte grote wateren;IJsselmuiden;0
2152;Oppervlakte grote wateren;IJsselstein;0
2153;Oppervlakte grote wateren;IJzendijke;0
2154;Oppervlakte grote wateren;Zaamslag;6
2155;Oppervlakte grote wateren;Zaandam;0
2156;Oppervlakte grote wateren;Zaandijk;0
2157;Oppervlakte grote wateren;Zalk en Veecaten;0
2158;Oppervlakte grote wateren;Zaltbommel;0
2159;Oppervlakte grote wateren;Zandt ('t);0
2160;Oppervlakte grote wateren;Zandvoort;0
2161;Oppervlakte grote wateren;Zeeland;0
2162;Oppervlakte grote wateren;Zegveld;0
2163;Oppervlakte grote wateren;Zegwaard;0
2164;Oppervlakte grote wateren;Zeist;0
2165;Oppervlakte grote wateren;Zelhem;0
2166;Oppervlakte grote wateren;Zevenaar;0
2167;Oppervlakte grote wateren;Zevenbergen;0
2168;Oppervlakte grote wateren;Zevenhoven;0
2169;Oppervlakte grote wateren;Zevenhuizen;0
2170;Oppervlakte grote wateren;Zierikzee;9459
2171;Oppervlakte grote wateren;Zijpe;0
2172;Oppervlakte grote wateren;Zoelen;0
2173;Oppervlakte grote wateren;Zoetermeer;0
2174;Oppervlakte grote wateren;Zoeterwoude;0
2175;Oppervlakte grote wateren;Zonnemaire;2611
2176;Oppervlakte grote wateren;Zoutelande;58
2177;Oppervlakte grote wateren;Zuid- en Noord-Schermer;0
2178;Oppervlakte grote wateren;Zuidbroek;0
2179;Oppervlakte grote wateren;Zuiddorpe;0
2180;Oppervlakte grote wateren;Zuidhorn;0
2181;Oppervlakte grote wateren;Zuidland;288
2182;Oppervlakte grote wateren;Zuidlaren;0
2183;Oppervlakte grote wateren;Zuid-Scharwoude;0
2184;Oppervlakte grote wateren;Zuidwolde;0
2185;Oppervlakte grote wateren;Zuidzande;0
2186;Oppervlakte grote wateren;Zuilen;0
2187;Oppervlakte grote wateren;Zuilichem;0
2188;Oppervlakte grote wateren;Zundert;0
2189;Oppervlakte grote wateren;Zutphen;0
2190;Oppervlakte grote wateren;Zwaag;0
