ID;Geslacht;Leeftijd;Nationaliteit;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2
5908;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 mei;15;10
5909;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 juni;15;15
5910;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 2e kwartaal;35;30
5911;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 juli;5;0
5912;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 augustus;10;5
5913;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 september;10;10
5914;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 3e kwartaal;25;20
5915;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 oktober;5;5
5916;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 november;5;5
5917;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 december;0;0
5918;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010 4e kwartaal;15;15
5919;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2010;105;90
5920;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 januari;20;15
5921;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 februari;20;15
5922;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 maart;5;5
5923;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 1e kwartaal;45;40
5924;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 april;5;5
5925;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 mei;10;10
5926;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 juni;5;5
5927;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 2e kwartaal;20;20
5928;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 juli;10;10
5929;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 augustus;10;10
5930;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 september;5;5
5931;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 3e kwartaal;25;20
5932;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 oktober;5;0
5933;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 november;10;10
5934;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 december;10;5
5935;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011 4e kwartaal;20;15
5936;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2011;110;95
5937;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 januari;5;0
5938;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 februari;10;10
5939;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 maart;10;10
5940;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 1e kwartaal;25;25
5941;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 april;5;5
5942;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 mei;5;5
5943;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 juni;10;10
5944;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 2e kwartaal;15;15
5945;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 juli;10;10
5946;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 augustus;10;10
5947;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 september;5;5
5948;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 3e kwartaal;30;20
5949;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 oktober;10;10
5950;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 november;10;10
5951;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 december;10;10
5952;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012 4e kwartaal;30;25
5953;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2012;105;90
5954;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 januari;10;5
5955;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 februari;10;10
5956;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 maart;5;5
5957;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 1e kwartaal;25;20
5958;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 april;5;5
5959;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 mei;5;0
5960;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 juni;0;0
5961;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 2e kwartaal ;15;10
5962;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 juli;5;5
5963;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 augustus;5;0
5964;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 september;10;5
5965;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 3e kwartaal;20;10
5966;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 oktober;5;0
5967;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 november;5;5
5968;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 december;5;0
5969;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013 4e kwartaal;15;5
5970;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2013;70;45
5971;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 januari;5;5
5972;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 februari;5;5
5973;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 maart;15;10
5974;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 1e kwartaal;25;20
5975;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 april;5;5
5976;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 mei;5;0
5977;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 juni;0;0
5978;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 2e kwartaal;10;5
5979;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 juli;10;10
5980;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 augustus;0;0
5981;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 september;5;0
5982;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 3e kwartaal;15;10
5983;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 oktober;0;0
5984;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 november;5;5
5985;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 december;5;5
5986;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014 4e kwartaal;10;10
5987;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2014;60;45
5988;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 januari;5;5
5989;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 februari;5;5
5990;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 maart;5;5
5991;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 1e kwartaal;15;10
5992;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 april;0;0
5993;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 mei;5;0
5994;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 juni;5;5
5995;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 2e kwartaal;10;5
5996;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 juli;5;5
5997;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 augustus;0;0
5998;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 september;5;5
5999;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 3e kwartaal;10;5
6000;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 oktober;15;10
6001;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 november;5;5
6002;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 december;15;15
6003;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015 4e kwartaal;40;35
6004;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2015;70;55
6005;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;339;2016 januari;5;5
6006;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 januari;0;0
6007;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 februari;0;0
6008;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 maart;0;0
6009;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 1e kwartaal;5;5
6010;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 april;5;5
6011;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 mei;0;0
6012;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 juni;0;0
6013;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 2e kwartaal;5;5
6014;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 juli;5;0
6015;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 augustus;5;5
6016;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 september;5;5
6017;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 3e kwartaal;10;10
6018;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 oktober;5;5
6019;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 november;5;5
6020;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 december;0;0
6021;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007 4e kwartaal;10;10
6022;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2007;30;30
6023;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 januari;10;10
6024;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 februari;0;0
6025;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 maart;0;0
6026;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 1e kwartaal;10;10
6027;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 april;0;0
6028;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 mei;0;0
6029;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 juni;0;0
6030;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 2e kwartaal;0;0
6031;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 juli;5;5
6032;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 augustus;0;0
6033;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 september;5;5
6034;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 3e kwartaal;10;10
6035;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 oktober;0;0
6036;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 november;5;5
6037;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 december;5;0
6038;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008 4e kwartaal;5;5
6039;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2008;30;30
6040;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 januari;0;0
6041;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 februari;10;10
6042;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 maart;5;5
6043;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 1e kwartaal;15;10
6044;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 april;5;5
6045;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 mei;5;5
6046;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 juni;5;5
6047;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 2e kwartaal;15;10
6048;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 juli;0;0
6049;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 augustus;5;5
6050;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 september;10;5
6051;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 3e kwartaal;15;15
6052;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 oktober;5;5
6053;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 november;5;5
6054;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 december;10;10
6055;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009 4e kwartaal;20;20
6056;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2009;65;60
6057;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 januari;10;10
6058;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 februari;5;5
6059;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 maart;5;5
6060;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 1e kwartaal;20;20
6061;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 april;5;5
6062;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 mei;5;5
6063;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 juni;5;5
6064;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 2e kwartaal;15;15
6065;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 juli;0;0
6066;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 augustus;10;10
6067;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 september;5;5
6068;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 3e kwartaal;20;15
6069;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 oktober;5;5
6070;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 november;10;10
6071;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 december;15;15
6072;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010 4e kwartaal;35;30
6073;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2010;85;80
6074;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 januari;10;10
6075;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 februari;5;5
6076;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 maart;10;10
6077;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 1e kwartaal;25;25
6078;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 april;10;5
6079;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 mei;5;5
6080;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 juni;5;5
6081;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 2e kwartaal;20;15
6082;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 juli;10;5
6083;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 augustus;15;10
6084;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 september;5;5
6085;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 3e kwartaal;30;25
6086;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 oktober;15;10
6087;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 november;10;10
6088;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 december;10;5
6089;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011 4e kwartaal;35;25
6090;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2011;110;90
6091;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 januari;10;10
6092;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 februari;5;5
6093;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 maart;15;15
6094;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 1e kwartaal;35;30
6095;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 april;5;5
6096;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 mei;10;5
6097;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 juni;15;10
6098;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 2e kwartaal;25;20
6099;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 juli;5;5
6100;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 augustus;10;10
6101;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 september;5;5
6102;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 3e kwartaal;20;20
6103;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 oktober;15;15
6104;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 november;15;10
6105;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 december;20;20
6106;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012 4e kwartaal;50;45
6107;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2012;130;110
6108;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 januari;15;10
6109;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 februari;15;10
6110;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 maart;10;10
6111;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 1e kwartaal;35;30
6112;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 april;15;10
6113;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 mei;15;10
6114;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 juni;10;5
6115;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 2e kwartaal ;35;25
6116;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 juli;15;15
6117;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 augustus;5;5
6118;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 september;15;15
6119;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 3e kwartaal;35;30
6120;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 oktober;15;10
6121;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 november;15;15
6122;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 december;15;10
6123;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013 4e kwartaal;45;35
6124;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2013;155;120
6125;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 januari;25;25
6126;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 februari;25;15
6127;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 maart;20;10
6128;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 1e kwartaal;65;50
6129;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 april;15;5
6130;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 mei;20;10
6131;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 juni;15;5
6132;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 2e kwartaal;45;25
6133;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 juli;15;10
6134;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 augustus;5;0
6135;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 september;10;5
6136;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 3e kwartaal;30;20
6137;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 oktober;10;5
6138;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 november;5;5
6139;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 december;10;5
6140;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014 4e kwartaal;25;20
6141;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2014;165;115
6142;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 januari;5;5
6143;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 februari;5;5
6144;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 maart;10;5
6145;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 1e kwartaal;20;15
6146;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 april;20;15
6147;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 mei;15;15
6148;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 juni;5;5
6149;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 2e kwartaal;40;35
6150;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 juli;10;10
6151;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 augustus;20;15
6152;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 september;10;10
6153;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 3e kwartaal;35;35
6154;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 oktober;10;10
6155;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 november;15;15
6156;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 december;5;5
6157;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015 4e kwartaal;35;25
6158;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2015;135;115
6159;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;138;2016 januari;5;5
6160;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 januari;0;0
6161;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 februari;0;0
6162;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 maart;5;0
6163;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 1e kwartaal;5;0
6164;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 april;5;0
6165;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 mei;0;0
6166;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 juni;0;0
6167;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 2e kwartaal;5;0
6168;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 juli;5;0
6169;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 augustus;0;0
6170;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 september;0;0
6171;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 3e kwartaal;5;5
6172;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 oktober;0;0
6173;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 november;0;0
6174;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 december;0;0
6175;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007 4e kwartaal;0;0
6176;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2007;15;5
6177;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 januari;0;0
6178;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 februari;0;0
6179;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 maart;0;0
6180;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 1e kwartaal;0;0
6181;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 april;0;0
6182;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 mei;0;0
6183;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 juni;0;0
6184;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 2e kwartaal;0;0
6185;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 juli;0;0
6186;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 augustus;0;0
6187;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 september;0;0
6188;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 3e kwartaal;5;5
6189;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 oktober;0;0
6190;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 november;0;0
6191;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 december;0;0
6192;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008 4e kwartaal;0;0
6193;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2008;5;5
6194;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 januari;5;5
6195;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 februari;0;0
6196;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 maart;5;5
6197;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 1e kwartaal;10;10
6198;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 april;5;5
6199;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 mei;0;0
6200;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 juni;0;0
6201;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 2e kwartaal;5;5
6202;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 juli;0;0
6203;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 augustus;0;0
6204;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 september;5;0
