ID;AantalVoertuigenInHuishouden;Huishoudkenmerken;Perioden;HuishoudensInBezitVanAuto_1;HuishoudensInBezitVanAuto_2;HuishoudensInBezitVanMotor_3;HuishoudensInBezitVanMotor_4
588;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2010;286100;6.1;19600;0.4
589;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2011;292300;6.2;20700;0.4
590;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2012;304500;6.4;21700;0.5
591;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2013;309800;6.5;22200;0.5
592;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2014;307400;6.4;22500;0.5
593;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2015;313000;6.5;22500;0.5
594;Drie of meer voertuigen;Type: Eenoudergezin;2010;11100;2.4;800;0.2
595;Drie of meer voertuigen;Type: Eenoudergezin;2011;12500;2.5;900;0.2
596;Drie of meer voertuigen;Type: Eenoudergezin;2012;13000;2.6;900;0.2
597;Drie of meer voertuigen;Type: Eenoudergezin;2013;13100;2.5;1000;0.2
598;Drie of meer voertuigen;Type: Eenoudergezin;2014;13000;2.4;1000;0.2
599;Drie of meer voertuigen;Type: Eenoudergezin;2015;13600;2.5;1100;0.2
600;Drie of meer voertuigen;Type: Paar, totaal;2010;269100;6.5;18500;0.4
601;Drie of meer voertuigen;Type: Paar, totaal;2011;276300;6.6;19600;0.5
602;Drie of meer voertuigen;Type: Paar, totaal;2012;287700;6.9;20500;0.5
603;Drie of meer voertuigen;Type: Paar, totaal;2013;293100;7.0;21000;0.5
604;Drie of meer voertuigen;Type: Paar, totaal;2014;291100;6.9;21200;0.5
605;Drie of meer voertuigen;Type: Paar, totaal;2015;295600;7.0;21200;0.5
606;Drie of meer voertuigen;Type: Paar, met kind(eren);2010;193500;9.7;10500;0.5
607;Drie of meer voertuigen;Type: Paar, met kind(eren);2011;203800;10.0;11300;0.6
608;Drie of meer voertuigen;Type: Paar, met kind(eren);2012;209900;10.3;11700;0.6
609;Drie of meer voertuigen;Type: Paar, met kind(eren);2013;212600;10.4;11800;0.6
610;Drie of meer voertuigen;Type: Paar, met kind(eren);2014;209400;10.3;11900;0.6
611;Drie of meer voertuigen;Type: Paar, met kind(eren);2015;211800;10.5;11600;0.6
612;Drie of meer voertuigen;Type: Paar, zonder kind;2010;75600;3.5;8100;0.4
613;Drie of meer voertuigen;Type: Paar, zonder kind;2011;72500;3.4;8300;0.4
614;Drie of meer voertuigen;Type: Paar, zonder kind;2012;77900;3.6;8800;0.4
615;Drie of meer voertuigen;Type: Paar, zonder kind;2013;80500;3.7;9200;0.4
616;Drie of meer voertuigen;Type: Paar, zonder kind;2014;81600;3.8;9300;0.4
617;Drie of meer voertuigen;Type: Paar, zonder kind;2015;83800;3.8;9600;0.4
618;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2010;5900;7.3;300;0.4
619;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2011;3500;6.3;200;0.4
620;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2012;3700;6.6;200;0.4
621;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2013;3700;6.7;200;0.4
622;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2014;3400;6.2;200;0.4
623;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2015;3900;7.1;200;0.4
624;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2010;10800;0.4;3300;0.1
625;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2011;11700;0.4;3500;0.1
626;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2012;12300;0.4;3700;0.1
627;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2013;12600;0.4;3800;0.1
628;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2014;12800;0.5;4000;0.1
629;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2015;13000;0.5;4100;0.1
630;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2010;71400;3.0;8200;0.3
631;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2011;74000;3.1;8800;0.4
632;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2012;79500;3.2;9400;0.4
633;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2013;82300;3.3;9800;0.4
634;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2014;83300;3.3;9900;0.4
635;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2015;85500;3.4;10200;0.4
636;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2010;74700;8.2;4500;0.5
637;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2011;76500;8.5;4600;0.5
638;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2012;79900;8.8;4900;0.5
639;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2013;81900;9.0;5000;0.5
640;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2014;82300;8.9;5200;0.6
641;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2015;84200;9.1;5300;0.6
642;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2010;87400;9.0;4800;0.5
643;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2011;90600;9.3;5100;0.5
644;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2012;93000;9.6;5200;0.5
645;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2013;94000;9.7;5300;0.5
646;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2014;92300;9.6;5300;0.6
647;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2015;93700;9.7;5100;0.5
648;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2010;52600;12.2;2100;0.5
649;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2011;51200;12.3;2100;0.5
650;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2012;52100;12.6;2100;0.5
651;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2013;51600;12.6;2100;0.5
652;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2014;49400;12.3;2000;0.5
653;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2015;49700;12.4;2000;0.5
654;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2010;17100;1.2;1700;0.1
655;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2011;18100;1.3;1800;0.1
656;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2012;19200;1.4;1800;0.1
657;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2013;19900;1.4;2000;0.1
658;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2014;18100;1.3;1900;0.1
659;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2015;18700;1.3;1900;0.1
660;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2010;17600;1.2;2200;0.2
661;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2011;18900;1.3;2300;0.2
662;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2012;19700;1.3;2400;0.2
663;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2013;20700;1.4;2500;0.2
664;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2014;19900;1.3;2500;0.2
665;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2015;20600;1.4;2400;0.2
666;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2010;35400;2.4;4000;0.3
667;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2011;37100;2.5;4300;0.3
668;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2012;38700;2.6;4400;0.3
669;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2013;39900;2.6;4400;0.3
670;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2014;39700;2.6;4400;0.3
671;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2015;41300;2.7;4400;0.3
672;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2010;72400;4.9;6100;0.4
673;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2011;75100;5.0;6400;0.4
674;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2012;77900;5.2;6700;0.4
675;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2013;78600;5.2;6900;0.5
676;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2014;78400;5.1;7100;0.5
677;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2015;80100;5.2;7100;0.5
678;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2010;153900;10.4;8800;0.6
679;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2011;154300;10.2;9400;0.6
680;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2012;160900;10.6;9900;0.7
681;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2013;163000;10.7;10300;0.7
682;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2014;163800;10.7;10500;0.7
683;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2015;164700;10.6;10600;0.7
684;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2010;400;0.5;100;0.1
685;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2011;500;0.4;100;0.1
686;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2012;400;0.3;100;0.0
687;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2013;400;0.3;100;0.0
688;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2014;400;0.4;100;0.1
689;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2015;600;0.5;100;0.1
690;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2010;201100;5.1;14500;0.4
691;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2011;203200;5.2;15100;0.4
692;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2012;211100;5.4;15600;0.4
693;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2013;212300;5.5;16000;0.4
694;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2014;205800;5.4;15900;0.4
695;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2015;210300;5.5;15800;0.4
696;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2010;73700;8.9;6100;0.7
697;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2011;76100;8.9;6400;0.8
698;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2012;78500;9.1;6800;0.8
699;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2013;81700;9.1;7000;0.8
700;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2014;84400;9.1;7300;0.8
701;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2015;83300;9.1;7300;0.8
702;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2010;21700;0.9;2200;0.1
703;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2011;24200;0.9;2600;0.1
704;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2012;26700;1.0;2800;0.1
705;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2013;28000;1.0;3000;0.1
706;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2014;29600;1.1;3200;0.1
707;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2015;31900;1.1;3400;0.1
708;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2010;20800;1.0;2100;0.1
709;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2011;23100;1.1;2500;0.1
710;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2012;25600;1.2;2700;0.1
711;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2013;26900;1.2;2900;0.1
712;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2014;28500;1.3;3100;0.1
713;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2015;30700;1.4;3300;0.1
714;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2010;900;0.2;100;0.0
715;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2011;1100;0.2;100;0.0
716;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2012;1100;0.2;100;0.0
717;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2013;1000;0.2;100;0.0
718;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2014;1000;0.2;100;0.0
719;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2015;1200;0.2;100;0.0
720;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2010;0;0.4;0;0.0
721;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2011;100;0.5;0;0.0
722;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2012;100;0.6;0;0.0
723;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2013;100;0.5;0;0.0
724;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2014;100;0.6;0;0.0
725;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2015;0;0.5;0;0.0
726;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2010;400;0.5;100;0.1
727;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2011;500;0.4;100;0.1
728;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2012;400;0.3;100;0.0
729;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2013;400;0.3;100;0.0
730;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2014;400;0.4;100;0.1
731;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2015;600;0.5;100;0.1
732;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2010;28800;1.8;2200;0.1
733;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2011;29300;1.7;2400;0.1
734;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2012;30600;1.8;2500;0.1
735;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2013;30700;1.8;2500;0.1
736;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2014;32200;1.8;2700;0.2
737;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2015;34400;1.8;2900;0.2
738;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2010;67400;3.2;5200;0.2
739;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2011;67500;3.2;5400;0.3
740;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2012;70900;3.3;5700;0.3
741;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2013;72000;3.3;5900;0.3
742;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2014;69000;3.3;5800;0.3
743;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2015;84500;3.5;6900;0.3
744;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2010;59400;4.5;4300;0.3
745;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2011;62200;4.6;4600;0.3
746;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2012;69600;4.8;5200;0.4
747;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2013;69500;4.8;5200;0.4
748;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2014;71500;4.8;5500;0.4
749;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2015;63900;5.1;4900;0.4
750;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2010;86100;6.0;6500;0.5
751;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2011;90000;6.1;7000;0.5
752;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2012;93300;6.3;7300;0.5
753;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2013;98300;6.4;7800;0.5
754;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2014;96000;6.4;7800;0.5
755;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2015;96400;6.4;7800;0.5
756;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2010;52000;6.6;4500;0.6
757;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2011;50600;6.9;4500;0.6
758;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2012;52300;7.0;4600;0.6
759;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2013;51900;7.2;4600;0.6
760;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2014;51500;7.2;4600;0.6
761;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2015;46800;7.6;4100;0.7
762;Drie of meer voertuigen;Stedelijkheid: onbekend;2010;3100;4.9;300;0.4
763;Drie of meer voertuigen;Stedelijkheid: onbekend;2011;4500;4.8;300;0.4
764;Drie of meer voertuigen;Stedelijkheid: onbekend;2012;0;1.6;0;0.0
765;Drie of meer voertuigen;Stedelijkheid: onbekend;2013;0;1.7;0;0.0
766;Drie of meer voertuigen;Stedelijkheid: onbekend;2014;0;1.3;0;0.2
767;Drie of meer voertuigen;Stedelijkheid: onbekend;2015;0;1.2;0;0.1
