ID;BedrijfstakkenBranchesSBI2008;Perioden;GeconsolideerdeProductie_1;BijdrageArbeid_2;BijdrageUren_3;BijdrageCompositieEffect_4;BijdrageKapitaal_5;BijdrageICTKapitaal_6;BijdrageNietICTKapitaal_7;BijdrageVerbruik_8;BijdrageEnergie_9;BijdrageMaterialen_10;BijdrageDiensten_11;BijdrageMultifactorproductiviteit_12;ToegevoegdeWaarde_13;BijdrageArbeid_14;BijdrageUren_15;BijdrageCompositieEffect_16;BijdrageKapitaal_17;BijdrageICTKapitaal_18;BijdrageNietICTKapitaal_19;BijdrageMultifactorproductiviteit_20;Arbeidsproductiviteitsontwikkeling_21;Arbeidsproductiviteit2021100_22;Arbeidsproductiviteitsontwikkeling_23;Arbeidsproductiviteit2021100_24;Kapitaalproductiviteitsontwikkeling_25;Kapitaalproductiviteit2021100_26;Kapitaalproductiviteitsontwikkeling_27;Kapitaalproductiviteit2021100_28;GeconsolideerdeProductieMlnEuro_29;GeconsolideerdeProductie2021100_30;Totaal_31;VerbruikEnergie_32;VerbruikMaterialen_33;VerbruikDiensten_34;Totaal_35;VerbruikEnergie_36;VerbruikMaterialen_37;VerbruikDiensten_38;ToegevoegdeWaardeMlnEuro_39;ToegevoegdeWaarde2021100_40;GewerkteUren_41;BeloningVanArbeidMlnEuro_42;BeloningVanArbeid2021100_43;KapitaaldienstenMlnEuro_44;KapitaaldienstenGewerktUurEuro_45;ICTKapitaaldienstenMlnEuro_46;NietICTKapitaaldienstenMlnEuro_47;KapitaaldienstenNeoklassiekMlnEuro_48;Kapitaaldiensten2021100_49;KapitaaldienstenGewerktUur2021100_50;ICTKapitaaldiensten2021100_51;NietICTKapitaaldiensten2021100_52;KapitaaldienstenNeoklassiek2021100_53;TotaleInputKLEMS_54;TotaleInputKapitaalEnArbeid_55;TotaleInputKLEMS_56;TotaleInputKapitaalEnArbeid_57
551;F Bouwnijverheid;1995;;;;;;;;;;;;;;;;;;;;;;;;85.0;;;;119.9;;;;;;;;;;;15435.0;74.4;888.0;14571.0;81.0;2058.0;2.3;179.0;1879.0;;62.1;70.8;13.7;78.8;;;16629.0;;78.3
552;F Bouwnijverheid;1996;;;;;;;;;;;;;-1.8;3.1;3.4;-0.3;0.4;0.2;0.2;-5.3;;;-5.5;80.3;;;-4.8;114.2;;;;;;;;;;;15812.0;73.1;923.0;14962.0;83.8;2045.0;2.2;170.0;1875.0;;64.0;70.3;15.6;80.4;;;17007.0;;81.0
553;F Bouwnijverheid;1997;;;;;;;;;;;;;0.7;3.0;2.8;0.1;0.6;0.1;0.4;-2.9;;;-2.5;78.3;;;-3.9;109.7;;;;;;;;;;;16420.0;73.6;953.0;15496.0;86.6;2154.0;2.3;193.0;1961.0;;67.0;71.4;17.8;83.6;;;17650.0;;83.9
554;F Bouwnijverheid;1998;;;;;;;;;;;;;3.6;1.8;0.7;1.0;0.8;0.3;0.5;1.0;;;2.7;80.4;;;-2.9;106.5;;;;;;;;;;;17581.0;76.2;961.0;16566.0;88.3;2286.0;2.4;242.0;2044.0;;71.6;75.5;23.2;87.2;;;18851.0;;86.1
555;F Bouwnijverheid;1999;;;;;;;;;;;;;7.6;2.7;2.5;0.2;1.2;0.5;0.6;3.8;;;4.7;84.2;;;-2.0;104.4;;;;;;;;;;;19803.0;82.0;988.0;18018.0;91.0;2376.0;2.4;301.0;2074.0;;78.6;80.6;33.0;92.4;;;20394.0;;89.4
556;F Bouwnijverheid;2000;;;;;;;;;;;;;2.3;1.4;0.5;0.8;1.0;0.5;0.5;0.0;;;1.7;85.6;;;-5.5;98.6;;;;;;;;;;;21482.0;83.9;994.0;19635.0;92.4;2507.0;2.5;378.0;2130.0;;85.1;86.8;43.1;97.1;;;22142.0;;91.5
557;F Bouwnijverheid;2001;;;;;;;;;;;;;1.5;1.9;1.3;0.6;0.6;0.3;0.3;-1.0;;;0.0;85.6;;;-3.9;94.8;;;;;;;;;;;23523.0;85.2;1009.0;20768.0;94.4;2735.0;2.7;446.0;2289.0;;89.8;90.3;51.6;100.1;;;23503.0;;93.8
558;F Bouwnijverheid;2002;;;;;;;;;;;;;-2.0;-0.8;-1.6;0.8;0.4;0.2;0.2;-1.6;;;-0.1;85.5;;;-5.5;89.6;;;;;;;;;;;24770.0;83.5;990.0;21570.0;93.6;3158.0;3.2;485.0;2673.0;;93.2;95.4;57.8;102.2;;;24729.0;;93.4
559;F Bouwnijverheid;2003;;;;;;;;;;;;;-4.6;-3.2;-3.9;0.7;0.0;0.1;-0.1;-1.4;;;-0.1;85.4;;;-4.4;85.7;;;;;;;;;;;24837.0;79.7;946.0;21559.0;90.1;3251.0;3.4;482.0;2770.0;;93.0;99.7;61.2;100.9;;;24811.0;;90.4
560;F Bouwnijverheid;2004;;;;;;;;;;;;;-1.5;-0.8;-1.0;0.3;-0.2;0.1;-0.2;-0.6;;;-0.3;85.1;;;-0.3;85.4;;;;;;;;;;;25118.0;78.5;935.0;21649.0;89.3;3257.0;3.5;491.0;2766.0;;91.9;99.7;63.5;98.8;;;24906.0;;89.6
561;F Bouwnijverheid;2005;;;;;;;;;;;;;4.1;0.1;-0.4;0.5;-0.1;0.1;-0.2;4.1;;;4.6;89.1;;;4.7;89.4;;;;;;;;;;;26482.0;81.7;930.0;22055.0;89.3;3131.0;3.4;496.0;2636.0;;91.4;99.6;66.1;97.4;;;25187.0;;89.5
562;F Bouwnijverheid;2006;;;;;;;;;;;;;3.0;0.6;0.2;0.4;0.1;0.1;0.0;2.3;;;2.8;91.5;;;2.4;91.6;;;;;;;;;;;28306.0;84.1;932.0;22822.0;89.9;3369.0;3.6;508.0;2862.0;;91.9;99.9;69.5;97.1;;;26191.0;;90.1
563;F Bouwnijverheid;2007;;;;;;;;;;;;;7.0;3.6;3.7;-0.1;0.2;0.1;0.1;3.2;;;2.6;93.9;;;5.3;96.4;;;;;;;;;;;30813.0;90.0;972.0;24084.0;93.6;3429.0;3.5;547.0;2882.0;;93.3;97.4;73.9;97.8;;;27514.0;;93.5
564;F Bouwnijverheid;2008;;;;;;;;;;;;;3.9;1.2;1.0;0.2;0.4;0.2;0.2;2.3;;;2.7;96.4;;;0.8;97.1;;;;;;;;;;;33104.0;93.5;983.0;25521.0;94.9;3525.0;3.6;596.0;2929.0;;96.2;99.3;79.8;100.0;;;29045.0;;95.0
565;F Bouwnijverheid;2009;;;;;;;;;;;;;-4.6;-0.6;-1.1;0.5;0.3;0.1;0.2;-4.3;;;-3.4;93.1;;;-6.8;90.6;;;;;;;;;;;33394.0;89.2;971.0;25555.0;94.3;3720.0;3.8;600.0;3120.0;;98.5;102.8;84.3;101.6;;;29276.0;;94.8
566;F Bouwnijverheid;2010;;;;;;;;;;;;;-11.7;-3.2;-4.8;1.7;0.0;0.1;-0.1;-8.5;;;-6.6;87.0;;;-11.5;80.1;;;;;;;;;;;29984.0;78.7;918.0;24691.0;90.9;3750.0;4.1;620.0;3130.0;;98.3;108.6;87.5;100.6;;;28441.0;;91.7
567;F Bouwnijverheid;2011;;;;;;;;;;;;;0.9;1.3;0.8;0.5;0.0;0.1;-0.1;-0.5;;;-0.1;86.9;;;0.8;80.8;;;;;;;;;;;29686.0;79.4;926.0;25218.0;92.2;3959.0;4.3;653.0;3307.0;;98.3;107.6;92.1;99.7;;;29178.0;;92.9
568;F Bouwnijverheid;2012;;;;;;;;;;;;;-8.5;-2.7;-3.2;0.6;0.0;0.1;-0.1;-5.7;;;-4.9;82.6;;;-8.2;74.2;;;;;;;;;;;27183.0;72.7;892.0;24620.0;89.4;3593.0;4.0;632.0;2961.0;;98.0;111.4;96.4;98.4;;;28213.0;;90.4
569;F Bouwnijverheid;2013;;;;;;;;;;;;;-6.3;-4.1;-4.5;0.4;-0.2;0.1;-0.3;-2.0;;;-1.2;81.7;;;-4.9;70.5;;;;;;;;;;;25598.0;68.2;846.0;23065.0;85.2;3557.0;4.2;642.0;2915.0;;96.6;115.8;99.8;95.9;;;26622.0;;86.6
570;F Bouwnijverheid;2014;;;;;;;;;;;;;2.6;-0.7;-0.8;0.1;-0.1;0.1;-0.2;3.4;;;3.5;84.5;;;3.6;73.1;;;;;;;;;;;25828.0;69.9;838.0;22929.0;84.6;3643.0;4.3;650.0;2993.0;;95.6;115.6;102.2;94.2;;;26571.0;;85.9
571;F Bouwnijverheid;2015;;;;;;;;;;;;;6.0;-0.7;-0.3;-0.4;-0.1;0.0;-0.2;6.8;;;6.4;89.9;;;7.0;78.2;;;;;;;;;;;26128.0;74.1;836.0;22682.0;83.9;3565.0;4.3;663.0;2902.0;;94.8;114.9;103.8;92.9;;;26247.0;;85.2
572;F Bouwnijverheid;2016;;;;;;;;;;;;;9.8;1.2;1.7;-0.4;-0.1;0.0;-0.1;8.6;;;7.7;96.8;;;10.2;86.2;;;;;;;;;;;28180.0;81.4;852.0;23579.0;85.1;3575.0;4.2;668.0;2907.0;;94.4;112.4;104.0;92.4;;;27154.0;;86.2
573;F Bouwnijverheid;2017;;;;;;;;;;;;;7.4;2.8;2.7;0.1;0.0;0.0;0.0;4.6;;;4.3;101.0;;;7.2;92.4;;;;;;;;;;;29966.0;87.4;878.0;24771.0;87.8;3560.0;4.1;647.0;2913.0;;94.7;109.3;103.6;92.7;;;28331.0;;88.6
574;F Bouwnijverheid;2018;;;;;;;;;;;;;5.0;3.8;4.4;-0.5;0.2;0.0;0.2;1.0;;;0.0;101.0;;;3.5;95.6;;;;;;;;;;;32629.0;91.8;922.0;26987.0;91.6;3430.0;3.7;650.0;2779.0;;96.1;105.7;102.9;94.6;;;30417.0;;92.1
575;F Bouwnijverheid;2019;;;;;;;;;;;;;6.1;4.0;4.2;-0.1;0.2;0.0;0.2;1.9;;;1.3;102.3;;;4.5;99.9;;;;;;;;;;;36247.0;97.4;965.0;28940.0;95.7;3451.0;3.6;666.0;2785.0;;97.5;102.4;102.4;96.5;;;32391.0;;96.0
576;F Bouwnijverheid;2020;;;;;;;;;;;;;-0.8;-1.9;-1.7;-0.2;0.1;0.0;0.1;1.0;;;1.2;103.5;;;-1.7;98.2;;;;;;;;;;;38666.0;96.6;947.0;29855.0;93.7;3857.0;4.1;698.0;3159.0;;98.5;105.5;101.5;97.8;;;33712.0;;94.2
577;F Bouwnijverheid;2021;;;;;;;;;;;;;3.5;6.0;6.3;-0.3;0.2;0.0;0.2;-2.7;;100.0;-3.4;100.0;;100.0;1.9;100.0;94090.0;100.0;52758.0;;;;100.0;100.0;100.0;100.0;41332.0;100.0;1014.0;31485.0;100.0;4441.0;4.4;729.0;3712.0;;100.0;100.0;100.0;100.0;;88685.0;35927.0;100.0;100.0
578;F Bouwnijverheid;2022;4.0;1.5;1.8;-0.2;0.1;0.0;0.1;1.4;0.0;0.4;0.9;1.0;6.3;3.8;4.4;-0.6;0.3;0.0;0.3;2.2;-0.9;99.1;1.2;101.2;1.3;101.3;3.5;103.5;105681.0;104.0;61700.0;2890.0;34851.0;23959.0;102.3;100.3;101.3;103.8;43981.0;106.3;1065.0;33732.0;104.3;5178.0;4.9;752.0;4426.0;;102.7;97.8;99.6;103.3;;100610.0;38910.0;103.0;104.1
579;F Bouwnijverheid;2023;1.4;0.7;0.8;-0.1;0.2;0.0;0.2;0.6;0.0;0.4;0.2;0.0;2.1;1.8;2.1;-0.3;0.4;0.0;0.4;-0.2;-1.0;98.1;-0.3;100.9;-1.8;99.5;-1.2;102.3;112897.0;105.5;64386.0;2745.0;36007.0;25634.0;103.3;101.0;102.5;104.6;48511.0;108.5;1090.0;35919.0;106.5;5617.0;5.2;781.0;4837.0;;106.1;98.7;100.4;107.2;;105922.0;41536.0;104.5;106.5
580;G-I Handel, vervoer en horeca;1995;;;;;;;;;;;;;;;;;;;;;;;;58.6;;;;78.8;;;;;;;;;;;58163.0;53.0;2838.0;43137.0;77.6;17496.0;6.2;1575.0;15921.0;;67.2;74.3;20.1;82.9;;;60633.0;;75.2
581;G-I Handel, vervoer en horeca;1996;;;;;;;;;;;;;3.9;2.1;1.6;0.5;0.8;0.6;0.1;1.1;;;1.6;59.5;;;1.2;79.8;;;;;;;;;;;59891.0;55.1;2902.0;44671.0;79.9;16477.0;5.7;1798.0;14678.0;;69.0;74.6;25.0;83.3;;;61147.0;;77.3
582;G-I Handel, vervoer en horeca;1997;;;;;;;;;;;;;7.0;0.6;-0.2;0.8;0.4;0.2;0.2;6.0;;;7.3;63.9;;;5.6;84.2;;;;;;;;;;;65995.0;58.9;2894.0;46739.0;80.6;16590.0;5.7;1945.0;14645.0;;70.0;75.8;26.4;84.1;;;63330.0;;78.1
583;G-I Handel, vervoer en horeca;1998;;;;;;;;;;;;;6.9;2.5;1.6;0.9;0.6;0.2;0.3;3.9;;;4.7;66.8;;;4.7;88.2;;;;;;;;;;;72555.0;63.0;2957.0;50056.0;83.3;16913.0;5.7;2046.0;14867.0;;71.5;75.8;28.4;85.3;;;66969.0;;80.5
584;G-I Handel, vervoer en horeca;1999;;;;;;;;;;;;;4.8;2.8;2.1;0.7;1.0;0.5;0.6;1.0;;;1.9;68.1;;;0.6;88.7;;;;;;;;;;;76443.0;66.0;3040.0;54077.0;86.4;16343.0;5.4;2157.0;14186.0;;74.5;76.8;32.8;87.5;;;70419.0;;83.6
585;G-I Handel, vervoer en horeca;2000;;;;;;;;;;;;;7.2;0.4;0.6;-0.2;0.9;0.5;0.4;5.8;;;6.3;72.4;;;3.0;91.3;;;;;;;;;;;82926.0;70.8;3063.0;58322.0;86.9;16457.0;5.4;2457.0;14000.0;;77.5;79.3;38.2;89.4;;;74778.0;;84.7
586;G-I Handel, vervoer en horeca;2001;;;;;;;;;;;;;1.0;1.3;0.6;0.7;0.8;0.5;0.3;-1.1;;;0.2;72.6;;;-2.4;89.2;;;;;;;;;;;88169.0;71.4;3087.0;61006.0;88.4;17151.0;5.6;2804.0;14348.0;;80.1;81.4;43.9;90.6;;;78158.0;;86.5
587;G-I Handel, vervoer en horeca;2002;;;;;;;;;;;;;-1.8;-0.7;-1.1;0.4;0.6;0.4;0.1;-1.7;;;-0.4;72.3;;;-4.2;85.4;;;;;;;;;;;92219.0;70.1;3042.0;62752.0;87.6;19429.0;6.4;3047.0;16382.0;;82.2;84.7;49.1;91.3;;;82181.0;;86.4
588;G-I Handel, vervoer en horeca;2003;;;;;;;;;;;;;0.8;-0.6;-1.5;0.9;0.5;0.3;0.2;1.0;;;2.8;74.3;;;-1.1;84.4;;;;;;;;;;;90991.0;70.7;2984.0;63942.0;86.8;20437.0;6.8;3094.0;17342.0;;83.8;88.0;53.2;92.0;;;84378.0;;86.2
589;G-I Handel, vervoer en horeca;2004;;;;;;;;;;;;;3.7;1.6;1.0;0.6;0.3;0.2;0.1;1.8;;;2.3;76.1;;;2.5;86.5;;;;;;;;;;;94000.0;73.3;3024.0;64249.0;88.7;21048.0;7.0;3215.0;17833.0;;84.8;87.9;56.6;92.2;;;85297.0;;87.8
590;G-I Handel, vervoer en horeca;2005;;;;;;;;;;;;;2.8;-0.1;-1.0;0.9;0.1;0.2;-0.1;2.7;;;4.2;79.2;;;2.2;88.5;;;;;;;;;;;96778.0;75.4;2982.0;64740.0;88.6;19855.0;6.7;3289.0;16566.0;;85.2;89.6;59.7;91.8;;;84596.0;;87.9
591;G-I Handel, vervoer en horeca;2006;;;;;;;;;;;;;4.7;2.7;2.4;0.3;0.2;0.2;0.0;1.8;;;1.5;80.4;;;3.8;91.9;;;;;;;;;;;100984.0;78.9;3075.0;66578.0;91.7;21410.0;7.0;3376.0;18034.0;;85.9;87.6;62.9;91.7;;;87987.0;;90.4
592;G-I Handel, vervoer en horeca;2007;;;;;;;;;;;;;4.4;1.6;1.3;0.3;0.3;0.2;0.1;2.5;;;2.6;82.5;;;3.2;94.8;;;;;;;;;;;107432.0;82.3;3129.0;70222.0;93.6;20914.0;6.7;3606.0;17309.0;;86.9;87.1;66.6;92.0;;;91137.0;;92.1
593;G-I Handel, vervoer en horeca;2008;;;;;;;;;;;;;0.1;0.0;-0.5;0.5;0.4;0.2;0.1;-0.3;;;0.7;83.1;;;-1.6;93.3;;;;;;;;;;;110254.0;82.4;3109.0;72780.0;93.6;22059.0;7.1;3817.0;18242.0;;88.3;89.1;70.6;92.7;;;94838.0;;92.4
594;G-I Handel, vervoer en horeca;2009;;;;;;;;;;;;;-6.7;-1.2;-2.2;1.0;0.4;0.2;0.2;-5.9;;;-4.0;79.8;;;-8.3;85.5;;;;;;;;;;;104609.0;76.9;3020.0;72076.0;92.1;23289.0;7.7;3803.0;19486.0;;89.9;93.3;73.4;93.9;;;95364.0;;91.7
595;G-I Handel, vervoer en horeca;2010;;;;;;;;;;;;;3.5;0.5;-0.4;0.8;-0.2;0.1;-0.3;3.3;;;4.0;83.0;;;4.4;89.2;;;;;;;;;;;106847.0;79.6;3006.0;72694.0;92.6;21916.0;7.3;3883.0;18032.0;;89.1;93.0;74.8;92.7;;;94610.0;;91.9
596;G-I Handel, vervoer en horeca;2011;;;;;;;;;;;;;4.3;1.1;0.7;0.3;0.2;0.1;0.1;3.0;;;3.3;85.7;;;3.3;92.2;;;;;;;;;;;109993.0;83.0;3035.0;75282.0;94.0;23499.0;7.7;3989.0;19510.0;;90.1;93.0;76.8;93.3;;;98781.0;;93.1
597;G-I Handel, vervoer en horeca;2012;;;;;;;;;;;;;-0.1;-0.1;-0.6;0.5;0.1;0.1;0.0;-0.1;;;0.8;86.4;;;-0.6;91.6;;;;;;;;;;;111966.0;82.9;3009.0;76722.0;93.8;21557.0;7.2;3827.0;17731.0;;90.5;94.3;79.3;93.2;;;98279.0;;93.1
598;G-I Handel, vervoer en horeca;2013;;;;;;;;;;;;;1.1;-0.4;-1.1;0.7;0.2;0.1;0.1;1.3;;;2.5;88.6;;;0.2;91.8;;;;;;;;;;;116247.0;83.8;2967.0;76643.0;93.4;21741.0;7.3;3842.0;17900.0;;91.3;96.6;81.3;93.8;;;98384.0;;93.0
599;G-I Handel, vervoer en horeca;2014;;;;;;;;;;;;;2.9;0.8;0.7;0.2;0.0;0.1;-0.1;2.1;;;2.0;90.4;;;2.9;94.5;;;;;;;;;;;119502.0;86.2;2992.0;77691.0;94.3;22254.0;7.4;3882.0;18372.0;;91.3;95.7;83.1;93.2;;;99945.0;;93.7
600;G-I Handel, vervoer en horeca;2015;;;;;;;;;;;;;2.6;0.6;0.8;-0.2;0.1;0.1;0.0;1.8;;;1.6;91.8;;;1.9;96.3;;;;;;;;;;;126257.0;88.5;3022.0;80341.0;95.1;22316.0;7.4;4029.0;18287.0;;91.9;95.4;85.9;93.3;;;102657.0;;94.4
601;G-I Handel, vervoer en horeca;2016;;;;;;;;;;;;;2.3;2.0;2.0;0.0;0.2;0.1;0.1;0.1;;;-0.3;91.5;;;1.2;97.4;;;;;;;;;;;130779.0;90.5;3099.0;83581.0;97.5;22056.0;7.1;4190.0;17866.0;;92.9;94.0;89.0;93.8;;;105637.0;;96.5
602;G-I Handel, vervoer en horeca;2017;;;;;;;;;;;;;3.2;1.2;1.4;-0.2;0.3;0.1;0.2;1.6;;;1.4;92.8;;;1.6;98.9;;;;;;;;;;;136823.0;93.4;3154.0;86179.0;99.0;22424.0;7.1;4202.0;18222.0;;94.4;93.8;91.4;95.0;;;108603.0;;98.0
603;G-I Handel, vervoer en horeca;2018;;;;;;;;;;;;;3.0;2.0;2.1;0.0;0.3;0.1;0.2;0.7;;;0.4;93.2;;;1.5;100.5;;;;;;;;;;;143061.0;96.1;3236.0;91878.0;101.5;23665.0;7.3;4359.0;19305.0;;95.7;92.7;94.1;96.1;;;115542.0;;100.3
604;G-I Handel, vervoer en horeca;2019;;;;;;;;;;;;;3.7;2.0;1.8;0.2;0.4;0.1;0.3;1.4;;;1.4;94.5;;;1.9;102.4;;;;;;;;;;;152441.0;99.7;3310.0;96539.0;104.1;24343.0;7.4;4612.0;19731.0;;97.4;92.3;96.4;97.6;;;120882.0;;102.7
605;G-I Handel, vervoer en horeca;2020;;;;;;;;;;;;;-9.0;-6.2;-6.9;0.9;0.3;0.1;0.2;-3.1;;;-0.4;94.1;;;-10.3;91.8;;;;;;;;;;;142537.0;90.7;3022.0;95093.0;96.1;26408.0;8.7;5007.0;21401.0;;98.8;102.5;98.4;98.9;;;121501.0;;96.6
606;G-I Handel, vervoer en horeca;2021;;;;;;;;;;;;;10.2;3.2;3.0;0.3;0.3;0.1;0.2;6.7;;100.0;6.2;100.0;;100.0;8.9;100.0;264334.0;100.0;102439.0;;;;100.0;100.0;100.0;100.0;161895.0;100.0;3136.0;97002.0;100.0;20611.0;6.6;5392.0;15218.0;;100.0;100.0;100.0;100.0;;220052.0;117613.0;100.0;100.0
607;G-I Handel, vervoer en horeca;2022;6.1;1.9;2.5;-0.5;0.2;0.0;0.2;2.9;0.5;0.6;1.8;1.1;6.4;3.9;5.1;-1.1;0.4;0.1;0.4;2.0;-0.1;99.9;0.2;100.2;3.5;103.5;3.8;103.8;328308.0;106.1;146540.0;18236.0;21294.0;107010.0;105.7;112.5;108.9;104.5;181768.0;106.4;3329.0;108896.0;104.7;26335.0;7.9;5689.0;20647.0;;102.5;96.5;101.8;102.7;;281771.0;135231.0;105.0;104.3
608;G-I Handel, vervoer en horeca;2023;-1.0;0.3;0.4;-0.1;0.2;0.0;0.2;0.0;0.0;0.2;-0.3;-1.5;-1.8;0.6;0.8;-0.2;0.5;0.1;0.4;-2.9;-2.0;97.9;-2.7;97.5;-3.4;99.9;-4.2;99.4;338632.0;105.0;150151.0;15572.0;22594.0;111985.0;105.6;113.2;111.6;103.7;188481.0;104.5;3361.0;117358.0;105.5;33889.0;10.1;5948.0;27941.0;;105.0;98.0;103.9;105.4;;301399.0;151247.0;105.5;105.5
609;G Handel;1995;;;;;;;;;;;;;;;;;;;;;;;;48.6;;;;73.4;;;;;;;;;;;37296.0;44.2;1830.0;26917.0;74.8;10004.0;5.5;1126.0;8878.0;;60.2;66.2;17.3;78.9;;;36921.0;;71.3
610;G Handel;1996;;;;;;;;;;;;;5.0;2.4;1.4;1.0;1.2;0.9;0.3;1.4;;;2.9;50.0;;;0.7;73.9;;;;;;;;;;;38842.0;46.4;1866.0;27823.0;77.3;9360.0;5.0;1282.0;8079.0;;62.8;67.6;22.4;79.7;;;37183.0;;73.9
611;G Handel;1997;;;;;;;;;;;;;7.6;1.0;0.1;0.9;0.8;0.3;0.5;5.8;;;7.4;53.7;;;4.4;77.2;;;;;;;;;;;42739.0;49.9;1869.0;28940.0;78.4;9647.0;5.2;1390.0;8256.0;;64.7;69.6;24.3;81.4;;;38586.0;;75.3
612;G Handel;1998;;;;;;;;;;;;;7.0;2.2;1.4;0.8;0.9;0.3;0.5;3.9;;;5.0;56.4;;;3.4;79.8;;;;;;;;;;;47072.0;53.4;1903.0;30873.0;80.7;9980.0;5.2;1454.0;8526.0;;66.9;70.7;26.5;83.5;;;40853.0;;77.6
613;G Handel;1999;;;;;;;;;;;;;5.7;2.4;1.2;1.3;1.3;0.6;0.7;1.9;;;4.1;58.7;;;0.2;80.0;;;;;;;;;;;50272.0;56.4;1932.0;33394.0;83.3;9642.0;5.0;1526.0;8117.0;;70.5;73.4;31.1;86.3;;;43037.0;;80.5
614;G Handel;2000;;;;;;;;;;;;;7.9;1.0;1.1;-0.1;1.1;0.6;0.5;5.8;;;6.4;62.5;;;2.9;82.3;;;;;;;;;;;55145.0;60.9;1960.0;36208.0;84.4;9524.0;4.9;1743.0;7781.0;;74.0;75.9;36.7;88.5;;;45732.0;;82.2
615;G Handel;2001;;;;;;;;;;;;;1.3;1.0;0.5;0.4;0.8;0.6;0.2;-0.5;;;0.6;62.8;;;-2.5;80.3;;;;;;;;;;;58953.0;61.7;1973.0;37932.0;85.4;10034.0;5.1;1987.0;8047.0;;76.8;78.3;42.4;89.5;;;47966.0;;83.7
616;G Handel;2002;;;;;;;;;;;;;-1.4;-1.0;-1.3;0.3;0.8;0.5;0.2;-1.2;;;0.2;63.0;;;-4.8;76.4;;;;;;;;;;;62125.0;60.8;1941.0;39019.0;84.4;11511.0;5.9;2153.0;9358.0;;79.6;82.5;47.6;90.8;;;50530.0;;83.4
617;G Handel;2003;;;;;;;;;;;;;1.1;-0.3;-1.3;1.0;0.5;0.4;0.1;0.9;;;2.8;64.8;;;-1.1;75.5;;;;;;;;;;;60816.0;61.4;1907.0;40017.0;84.0;11991.0;6.3;2182.0;9809.0;;81.4;85.8;51.6;91.5;;;52008.0;;83.6
618;G Handel;2004;;;;;;;;;;;;;3.9;1.8;1.2;0.6;0.3;0.3;0.0;1.7;;;2.3;66.2;;;2.5;77.4;;;;;;;;;;;62700.0;63.8;1937.0;40201.0;86.0;12360.0;6.4;2266.0;10094.0;;82.5;85.6;54.9;91.7;;;52561.0;;85.4
619;G Handel;2005;;;;;;;;;;;;;2.8;-0.1;-1.2;1.1;0.2;0.3;0.0;2.6;;;4.4;69.1;;;1.8;78.8;;;;;;;;;;;64218.0;65.6;1907.0;40511.0;85.9;11653.0;6.1;2321.0;9332.0;;83.3;87.8;58.2;91.6;;;52164.0;;85.5
620;G Handel;2006;;;;;;;;;;;;;4.9;3.2;2.7;0.6;0.3;0.3;0.1;1.4;;;1.4;70.1;;;3.4;81.5;;;;;;;;;;;66711.0;68.8;1973.0;41906.0;89.5;12568.0;6.4;2386.0;10181.0;;84.4;86.1;61.5;91.9;;;54474.0;;88.6
621;G Handel;2007;;;;;;;;;;;;;4.2;1.8;1.4;0.4;0.4;0.3;0.1;1.9;;;2.3;71.7;;;2.4;83.4;;;;;;;;;;;71192.0;71.7;2010.0;44171.0;91.6;12706.0;6.3;2560.0;10145.0;;86.0;86.0;65.4;92.6;;;56877.0;;90.6
622;G Handel;2008;;;;;;;;;;;;;0.4;0.3;-0.4;0.7;0.5;0.3;0.2;-0.4;;;0.8;72.3;;;-1.6;82.1;;;;;;;;;;;73532.0;72.0;2000.0;45959.0;92.0;13586.0;6.8;2720.0;10866.0;;87.7;88.2;69.7;93.4;;;59545.0;;91.2
623;G Handel;2009;;;;;;;;;;;;;-6.1;-0.9;-2.1;1.3;0.4;0.2;0.2;-5.6;;;-3.4;69.9;;;-7.8;75.7;;;;;;;;;;;70392.0;67.6;1945.0;45505.0;90.9;14204.0;7.3;2705.0;11499.0;;89.3;92.3;72.5;94.6;;;59709.0;;90.8
624;G Handel;2010;;;;;;;;;;;;;4.3;0.6;-0.6;1.2;-0.4;0.1;-0.5;4.1;;;5.1;73.4;;;6.3;80.4;;;;;;;;;;;72006.0;70.5;1931.0;46227.0;91.7;12882.0;6.7;2746.0;10136.0;;87.7;91.3;73.5;92.2;;;59109.0;;91.0
625;G Handel;2011;;;;;;;;;;;;;4.7;1.0;0.4;0.5;0.1;0.1;-0.1;3.6;;;4.1;76.4;;;4.3;83.9;;;;;;;;;;;74452.0;73.8;1942.0;47812.0;92.8;13767.0;7.1;2815.0;10952.0;;88.0;91.1;75.5;91.9;;;61579.0;;91.9
626;G Handel;2012;;;;;;;;;;;;;-0.3;0.0;-0.7;0.6;-0.1;0.2;-0.3;-0.2;;;0.6;76.8;;;0.1;84.0;;;;;;;;;;;75664.0;73.6;1925.0;48868.0;92.7;12438.0;6.5;2705.0;9733.0;;87.6;91.5;78.1;90.6;;;61307.0;;91.8
627;G Handel;2013;;;;;;;;;;;;;1.8;-0.7;-1.5;0.8;0.3;0.1;0.2;2.2;;;3.8;79.7;;;0.4;84.3;;;;;;;;;;;78857.0;74.9;1888.0;48483.0;91.9;12267.0;6.5;2715.0;9553.0;;88.8;94.6;80.1;91.6;;;60750.0;;91.4
