ID;SITCEnergy;Countries;Periods;ImportValue_1;ExportValue_2
6654;2 Crude materials, inedible, except f...;Oceania;2006;;
6655;2 Crude materials, inedible, except f...;Oceania;2007;;
6656;2 Crude materials, inedible, except f...;Oceania;2008;;
6657;2 Crude materials, inedible, except f...;Oceania;2009;;
6658;2 Crude materials, inedible, except f...;Oceania;2010;;
6659;2 Crude materials, inedible, except f...;Oceania;2011;;
6660;2 Crude materials, inedible, except f...;Oceania;2012;;
6661;2 Crude materials, inedible, except f...;Oceania;2013;;
6662;2 Crude materials, inedible, except f...;Oceania;2014;;
6663;2 Crude materials, inedible, except f...;Oceania;2015;;
6664;2 Crude materials, inedible, except f...;Oceania;2016;;
6665;2 Crude materials, inedible, except f...;Oceania;2017;;
6666;2 Crude materials, inedible, except f...;Other;1917;;
6667;2 Crude materials, inedible, except f...;Other;1918;;
6668;2 Crude materials, inedible, except f...;Other;1919;;
6669;2 Crude materials, inedible, except f...;Other;1920;;
6670;2 Crude materials, inedible, except f...;Other;1921;;
6671;2 Crude materials, inedible, except f...;Other;1922;;
6672;2 Crude materials, inedible, except f...;Other;1923;;
6673;2 Crude materials, inedible, except f...;Other;1924;;
6674;2 Crude materials, inedible, except f...;Other;1925;;
6675;2 Crude materials, inedible, except f...;Other;1926;;
6676;2 Crude materials, inedible, except f...;Other;1927;;
6677;2 Crude materials, inedible, except f...;Other;1928;;
6678;2 Crude materials, inedible, except f...;Other;1929;;
6679;2 Crude materials, inedible, except f...;Other;1930;;
6680;2 Crude materials, inedible, except f...;Other;1931;;
6681;2 Crude materials, inedible, except f...;Other;1932;;
6682;2 Crude materials, inedible, except f...;Other;1933;;
6683;2 Crude materials, inedible, except f...;Other;1934;;
6684;2 Crude materials, inedible, except f...;Other;1935;;
6685;2 Crude materials, inedible, except f...;Other;1936;;
6686;2 Crude materials, inedible, except f...;Other;1937;;
6687;2 Crude materials, inedible, except f...;Other;1938;;
6688;2 Crude materials, inedible, except f...;Other;1939;;
6689;2 Crude materials, inedible, except f...;Other;1940;;
6690;2 Crude materials, inedible, except f...;Other;1941;;
6691;2 Crude materials, inedible, except f...;Other;1942;;
6692;2 Crude materials, inedible, except f...;Other;1943;;
6693;2 Crude materials, inedible, except f...;Other;1944;;
6694;2 Crude materials, inedible, except f...;Other;1945;;
6695;2 Crude materials, inedible, except f...;Other;1946;;
6696;2 Crude materials, inedible, except f...;Other;1947;;
6697;2 Crude materials, inedible, except f...;Other;1948;;
6698;2 Crude materials, inedible, except f...;Other;1949;;
6699;2 Crude materials, inedible, except f...;Other;1950;;
6700;2 Crude materials, inedible, except f...;Other;1951;;
6701;2 Crude materials, inedible, except f...;Other;1952;;
6702;2 Crude materials, inedible, except f...;Other;1953;;
6703;2 Crude materials, inedible, except f...;Other;1954;;
6704;2 Crude materials, inedible, except f...;Other;1955;;
6705;2 Crude materials, inedible, except f...;Other;1956;;
6706;2 Crude materials, inedible, except f...;Other;1957;;
6707;2 Crude materials, inedible, except f...;Other;1958;;
6708;2 Crude materials, inedible, except f...;Other;1959;;
6709;2 Crude materials, inedible, except f...;Other;1960;;
6710;2 Crude materials, inedible, except f...;Other;1961;;
6711;2 Crude materials, inedible, except f...;Other;1962;;
6712;2 Crude materials, inedible, except f...;Other;1963;;
6713;2 Crude materials, inedible, except f...;Other;1964;;
6714;2 Crude materials, inedible, except f...;Other;1965;;
6715;2 Crude materials, inedible, except f...;Other;1966;;
6716;2 Crude materials, inedible, except f...;Other;1967;;
6717;2 Crude materials, inedible, except f...;Other;1968;;
6718;2 Crude materials, inedible, except f...;Other;1969;;
6719;2 Crude materials, inedible, except f...;Other;1970;;
6720;2 Crude materials, inedible, except f...;Other;1971;;
6721;2 Crude materials, inedible, except f...;Other;1972;;
6722;2 Crude materials, inedible, except f...;Other;1973;;
6723;2 Crude materials, inedible, except f...;Other;1974;;
6724;2 Crude materials, inedible, except f...;Other;1975;;
6725;2 Crude materials, inedible, except f...;Other;1976;;
6726;2 Crude materials, inedible, except f...;Other;1977;;
6727;2 Crude materials, inedible, except f...;Other;1978;;
6728;2 Crude materials, inedible, except f...;Other;1979;;
6729;2 Crude materials, inedible, except f...;Other;1980;;
6730;2 Crude materials, inedible, except f...;Other;1981;;
6731;2 Crude materials, inedible, except f...;Other;1982;;
6732;2 Crude materials, inedible, except f...;Other;1983;;
6733;2 Crude materials, inedible, except f...;Other;1984;;
6734;2 Crude materials, inedible, except f...;Other;1985;;
6735;2 Crude materials, inedible, except f...;Other;1986;;
6736;2 Crude materials, inedible, except f...;Other;1987;;
6737;2 Crude materials, inedible, except f...;Other;1988;;
6738;2 Crude materials, inedible, except f...;Other;1989;;
6739;2 Crude materials, inedible, except f...;Other;1990;;
6740;2 Crude materials, inedible, except f...;Other;1991;;
6741;2 Crude materials, inedible, except f...;Other;1992;;
6742;2 Crude materials, inedible, except f...;Other;1993;;
6743;2 Crude materials, inedible, except f...;Other;1994;;
6744;2 Crude materials, inedible, except f...;Other;1995;;
6745;2 Crude materials, inedible, except f...;Other;1996;;
6746;2 Crude materials, inedible, except f...;Other;1997;;
6747;2 Crude materials, inedible, except f...;Other;1998;;
6748;2 Crude materials, inedible, except f...;Other;1999;;
6749;2 Crude materials, inedible, except f...;Other;2000;;
6750;2 Crude materials, inedible, except f...;Other;2001;;
6751;2 Crude materials, inedible, except f...;Other;2002;;
6752;2 Crude materials, inedible, except f...;Other;2003;;
6753;2 Crude materials, inedible, except f...;Other;2004;;
6754;2 Crude materials, inedible, except f...;Other;2005;;
6755;2 Crude materials, inedible, except f...;Other;2006;;
6756;2 Crude materials, inedible, except f...;Other;2007;;
6757;2 Crude materials, inedible, except f...;Other;2008;;
6758;2 Crude materials, inedible, except f...;Other;2009;;
6759;2 Crude materials, inedible, except f...;Other;2010;;
6760;2 Crude materials, inedible, except f...;Other;2011;;
6761;2 Crude materials, inedible, except f...;Other;2012;;
6762;2 Crude materials, inedible, except f...;Other;2013;;
6763;2 Crude materials, inedible, except f...;Other;2014;;
6764;2 Crude materials, inedible, except f...;Other;2015;;
6765;2 Crude materials, inedible, except f...;Other;2016;;
6766;2 Crude materials, inedible, except f...;Other;2017;;
6767;2 Crude materials, inedible, except f...;Belgium;1917;;
6768;2 Crude materials, inedible, except f...;Belgium;1918;;
6769;2 Crude materials, inedible, except f...;Belgium;1919;;
6770;2 Crude materials, inedible, except f...;Belgium;1920;;
6771;2 Crude materials, inedible, except f...;Belgium;1921;;
6772;2 Crude materials, inedible, except f...;Belgium;1922;;
6773;2 Crude materials, inedible, except f...;Belgium;1923;;
6774;2 Crude materials, inedible, except f...;Belgium;1924;;
6775;2 Crude materials, inedible, except f...;Belgium;1925;;
6776;2 Crude materials, inedible, except f...;Belgium;1926;;
6777;2 Crude materials, inedible, except f...;Belgium;1927;;
6778;2 Crude materials, inedible, except f...;Belgium;1928;;
6779;2 Crude materials, inedible, except f...;Belgium;1929;;
6780;2 Crude materials, inedible, except f...;Belgium;1930;;
6781;2 Crude materials, inedible, except f...;Belgium;1931;;
6782;2 Crude materials, inedible, except f...;Belgium;1932;;
6783;2 Crude materials, inedible, except f...;Belgium;1933;;
6784;2 Crude materials, inedible, except f...;Belgium;1934;;
6785;2 Crude materials, inedible, except f...;Belgium;1935;;
6786;2 Crude materials, inedible, except f...;Belgium;1936;;
6787;2 Crude materials, inedible, except f...;Belgium;1937;;
6788;2 Crude materials, inedible, except f...;Belgium;1938;;
6789;2 Crude materials, inedible, except f...;Belgium;1939;;
6790;2 Crude materials, inedible, except f...;Belgium;1940;;
6791;2 Crude materials, inedible, except f...;Belgium;1941;;
6792;2 Crude materials, inedible, except f...;Belgium;1942;;
6793;2 Crude materials, inedible, except f...;Belgium;1943;;
6794;2 Crude materials, inedible, except f...;Belgium;1944;;
6795;2 Crude materials, inedible, except f...;Belgium;1945;;
6796;2 Crude materials, inedible, except f...;Belgium;1946;;
6797;2 Crude materials, inedible, except f...;Belgium;1947;;
6798;2 Crude materials, inedible, except f...;Belgium;1948;;
6799;2 Crude materials, inedible, except f...;Belgium;1949;;
6800;2 Crude materials, inedible, except f...;Belgium;1950;;
6801;2 Crude materials, inedible, except f...;Belgium;1951;;
6802;2 Crude materials, inedible, except f...;Belgium;1952;;
6803;2 Crude materials, inedible, except f...;Belgium;1953;;
6804;2 Crude materials, inedible, except f...;Belgium;1954;;
6805;2 Crude materials, inedible, except f...;Belgium;1955;;
6806;2 Crude materials, inedible, except f...;Belgium;1956;;
6807;2 Crude materials, inedible, except f...;Belgium;1957;;
6808;2 Crude materials, inedible, except f...;Belgium;1958;;
6809;2 Crude materials, inedible, except f...;Belgium;1959;;
6810;2 Crude materials, inedible, except f...;Belgium;1960;;
6811;2 Crude materials, inedible, except f...;Belgium;1961;;
6812;2 Crude materials, inedible, except f...;Belgium;1962;;
6813;2 Crude materials, inedible, except f...;Belgium;1963;;
6814;2 Crude materials, inedible, except f...;Belgium;1964;;
6815;2 Crude materials, inedible, except f...;Belgium;1965;;
6816;2 Crude materials, inedible, except f...;Belgium;1966;;
6817;2 Crude materials, inedible, except f...;Belgium;1967;;
6818;2 Crude materials, inedible, except f...;Belgium;1968;;
6819;2 Crude materials, inedible, except f...;Belgium;1969;;
6820;2 Crude materials, inedible, except f...;Belgium;1970;;
6821;2 Crude materials, inedible, except f...;Belgium;1971;;
6822;2 Crude materials, inedible, except f...;Belgium;1972;;
6823;2 Crude materials, inedible, except f...;Belgium;1973;;
6824;2 Crude materials, inedible, except f...;Belgium;1974;;
6825;2 Crude materials, inedible, except f...;Belgium;1975;;
6826;2 Crude materials, inedible, except f...;Belgium;1976;;
6827;2 Crude materials, inedible, except f...;Belgium;1977;;
6828;2 Crude materials, inedible, except f...;Belgium;1978;;
6829;2 Crude materials, inedible, except f...;Belgium;1979;;
6830;2 Crude materials, inedible, except f...;Belgium;1980;;
6831;2 Crude materials, inedible, except f...;Belgium;1981;;
6832;2 Crude materials, inedible, except f...;Belgium;1982;;
6833;2 Crude materials, inedible, except f...;Belgium;1983;;
6834;2 Crude materials, inedible, except f...;Belgium;1984;;
6835;2 Crude materials, inedible, except f...;Belgium;1985;;
6836;2 Crude materials, inedible, except f...;Belgium;1986;;
6837;2 Crude materials, inedible, except f...;Belgium;1987;;
6838;2 Crude materials, inedible, except f...;Belgium;1988;;
6839;2 Crude materials, inedible, except f...;Belgium;1989;;
6840;2 Crude materials, inedible, except f...;Belgium;1990;;
6841;2 Crude materials, inedible, except f...;Belgium;1991;;
6842;2 Crude materials, inedible, except f...;Belgium;1992;;
6843;2 Crude materials, inedible, except f...;Belgium;1993;;
6844;2 Crude materials, inedible, except f...;Belgium;1994;;
6845;2 Crude materials, inedible, except f...;Belgium;1995;;
6846;2 Crude materials, inedible, except f...;Belgium;1996;;
6847;2 Crude materials, inedible, except f...;Belgium;1997;;
6848;2 Crude materials, inedible, except f...;Belgium;1998;;
6849;2 Crude materials, inedible, except f...;Belgium;1999;;
6850;2 Crude materials, inedible, except f...;Belgium;2000;;
6851;2 Crude materials, inedible, except f...;Belgium;2001;;
6852;2 Crude materials, inedible, except f...;Belgium;2002;;
6853;2 Crude materials, inedible, except f...;Belgium;2003;;
6854;2 Crude materials, inedible, except f...;Belgium;2004;;
6855;2 Crude materials, inedible, except f...;Belgium;2005;;
6856;2 Crude materials, inedible, except f...;Belgium;2006;;
6857;2 Crude materials, inedible, except f...;Belgium;2007;;
6858;2 Crude materials, inedible, except f...;Belgium;2008;;
6859;2 Crude materials, inedible, except f...;Belgium;2009;;
6860;2 Crude materials, inedible, except f...;Belgium;2010;;
6861;2 Crude materials, inedible, except f...;Belgium;2011;;
6862;2 Crude materials, inedible, except f...;Belgium;2012;;
6863;2 Crude materials, inedible, except f...;Belgium;2013;;
6864;2 Crude materials, inedible, except f...;Belgium;2014;;
6865;2 Crude materials, inedible, except f...;Belgium;2015;;
6866;2 Crude materials, inedible, except f...;Belgium;2016;;
6867;2 Crude materials, inedible, except f...;Belgium;2017;;
6868;2 Crude materials, inedible, except f...;China;1917;;
6869;2 Crude materials, inedible, except f...;China;1918;;
6870;2 Crude materials, inedible, except f...;China;1919;;
6871;2 Crude materials, inedible, except f...;China;1920;;
6872;2 Crude materials, inedible, except f...;China;1921;;
6873;2 Crude materials, inedible, except f...;China;1922;;
6874;2 Crude materials, inedible, except f...;China;1923;;
6875;2 Crude materials, inedible, except f...;China;1924;;
6876;2 Crude materials, inedible, except f...;China;1925;;
6877;2 Crude materials, inedible, except f...;China;1926;;
6878;2 Crude materials, inedible, except f...;China;1927;;
6879;2 Crude materials, inedible, except f...;China;1928;;
6880;2 Crude materials, inedible, except f...;China;1929;;
6881;2 Crude materials, inedible, except f...;China;1930;;
6882;2 Crude materials, inedible, except f...;China;1931;;
6883;2 Crude materials, inedible, except f...;China;1932;;
6884;2 Crude materials, inedible, except f...;China;1933;;
6885;2 Crude materials, inedible, except f...;China;1934;;
6886;2 Crude materials, inedible, except f...;China;1935;;
6887;2 Crude materials, inedible, except f...;China;1936;;
6888;2 Crude materials, inedible, except f...;China;1937;;
6889;2 Crude materials, inedible, except f...;China;1938;;
6890;2 Crude materials, inedible, except f...;China;1939;;
6891;2 Crude materials, inedible, except f...;China;1940;;
6892;2 Crude materials, inedible, except f...;China;1941;;
6893;2 Crude materials, inedible, except f...;China;1942;;
6894;2 Crude materials, inedible, except f...;China;1943;;
6895;2 Crude materials, inedible, except f...;China;1944;;
6896;2 Crude materials, inedible, except f...;China;1945;;
6897;2 Crude materials, inedible, except f...;China;1946;;
6898;2 Crude materials, inedible, except f...;China;1947;;
6899;2 Crude materials, inedible, except f...;China;1948;;
6900;2 Crude materials, inedible, except f...;China;1949;;
6901;2 Crude materials, inedible, except f...;China;1950;;
6902;2 Crude materials, inedible, except f...;China;1951;;
6903;2 Crude materials, inedible, except f...;China;1952;;
6904;2 Crude materials, inedible, except f...;China;1953;;
6905;2 Crude materials, inedible, except f...;China;1954;;
6906;2 Crude materials, inedible, except f...;China;1955;;
6907;2 Crude materials, inedible, except f...;China;1956;;
6908;2 Crude materials, inedible, except f...;China;1957;;
6909;2 Crude materials, inedible, except f...;China;1958;;
6910;2 Crude materials, inedible, except f...;China;1959;;
6911;2 Crude materials, inedible, except f...;China;1960;;
6912;2 Crude materials, inedible, except f...;China;1961;;
6913;2 Crude materials, inedible, except f...;China;1962;;
6914;2 Crude materials, inedible, except f...;China;1963;;
6915;2 Crude materials, inedible, except f...;China;1964;;
6916;2 Crude materials, inedible, except f...;China;1965;;
6917;2 Crude materials, inedible, except f...;China;1966;;
6918;2 Crude materials, inedible, except f...;China;1967;;
6919;2 Crude materials, inedible, except f...;China;1968;;
6920;2 Crude materials, inedible, except f...;China;1969;;
6921;2 Crude materials, inedible, except f...;China;1970;;
6922;2 Crude materials, inedible, except f...;China;1971;;
6923;2 Crude materials, inedible, except f...;China;1972;;
6924;2 Crude materials, inedible, except f...;China;1973;;
6925;2 Crude materials, inedible, except f...;China;1974;;
6926;2 Crude materials, inedible, except f...;China;1975;;
6927;2 Crude materials, inedible, except f...;China;1976;;
6928;2 Crude materials, inedible, except f...;China;1977;;
6929;2 Crude materials, inedible, except f...;China;1978;;
6930;2 Crude materials, inedible, except f...;China;1979;;
6931;2 Crude materials, inedible, except f...;China;1980;;
6932;2 Crude materials, inedible, except f...;China;1981;;
6933;2 Crude materials, inedible, except f...;China;1982;;
6934;2 Crude materials, inedible, except f...;China;1983;;
6935;2 Crude materials, inedible, except f...;China;1984;;
6936;2 Crude materials, inedible, except f...;China;1985;;
6937;2 Crude materials, inedible, except f...;China;1986;;
6938;2 Crude materials, inedible, except f...;China;1987;;
6939;2 Crude materials, inedible, except f...;China;1988;;
6940;2 Crude materials, inedible, except f...;China;1989;;
6941;2 Crude materials, inedible, except f...;China;1990;;
6942;2 Crude materials, inedible, except f...;China;1991;;
6943;2 Crude materials, inedible, except f...;China;1992;;
6944;2 Crude materials, inedible, except f...;China;1993;;
6945;2 Crude materials, inedible, except f...;China;1994;;
6946;2 Crude materials, inedible, except f...;China;1995;;
6947;2 Crude materials, inedible, except f...;China;1996;;
6948;2 Crude materials, inedible, except f...;China;1997;;
6949;2 Crude materials, inedible, except f...;China;1998;;
6950;2 Crude materials, inedible, except f...;China;1999;;
6951;2 Crude materials, inedible, except f...;China;2000;;
6952;2 Crude materials, inedible, except f...;China;2001;;
6953;2 Crude materials, inedible, except f...;China;2002;;
6954;2 Crude materials, inedible, except f...;China;2003;;
6955;2 Crude materials, inedible, except f...;China;2004;;
6956;2 Crude materials, inedible, except f...;China;2005;;
6957;2 Crude materials, inedible, except f...;China;2006;;
6958;2 Crude materials, inedible, except f...;China;2007;;
6959;2 Crude materials, inedible, except f...;China;2008;;
6960;2 Crude materials, inedible, except f...;China;2009;;
6961;2 Crude materials, inedible, except f...;China;2010;;
6962;2 Crude materials, inedible, except f...;China;2011;;
6963;2 Crude materials, inedible, except f...;China;2012;;
6964;2 Crude materials, inedible, except f...;China;2013;;
6965;2 Crude materials, inedible, except f...;China;2014;;
6966;2 Crude materials, inedible, except f...;China;2015;;
6967;2 Crude materials, inedible, except f...;China;2016;;
6968;2 Crude materials, inedible, except f...;China;2017;;
6969;2 Crude materials, inedible, except f...;France;1917;;
6970;2 Crude materials, inedible, except f...;France;1918;;
6971;2 Crude materials, inedible, except f...;France;1919;;
6972;2 Crude materials, inedible, except f...;France;1920;;
6973;2 Crude materials, inedible, except f...;France;1921;;
6974;2 Crude materials, inedible, except f...;France;1922;;
6975;2 Crude materials, inedible, except f...;France;1923;;
6976;2 Crude materials, inedible, except f...;France;1924;;
6977;2 Crude materials, inedible, except f...;France;1925;;
6978;2 Crude materials, inedible, except f...;France;1926;;
6979;2 Crude materials, inedible, except f...;France;1927;;
6980;2 Crude materials, inedible, except f...;France;1928;;
6981;2 Crude materials, inedible, except f...;France;1929;;
6982;2 Crude materials, inedible, except f...;France;1930;;
6983;2 Crude materials, inedible, except f...;France;1931;;
6984;2 Crude materials, inedible, except f...;France;1932;;
6985;2 Crude materials, inedible, except f...;France;1933;;
6986;2 Crude materials, inedible, except f...;France;1934;;
6987;2 Crude materials, inedible, except f...;France;1935;;
6988;2 Crude materials, inedible, except f...;France;1936;;
6989;2 Crude materials, inedible, except f...;France;1937;;
6990;2 Crude materials, inedible, except f...;France;1938;;
6991;2 Crude materials, inedible, except f...;France;1939;;
6992;2 Crude materials, inedible, except f...;France;1940;;
6993;2 Crude materials, inedible, except f...;France;1941;;
6994;2 Crude materials, inedible, except f...;France;1942;;
6995;2 Crude materials, inedible, except f...;France;1943;;
6996;2 Crude materials, inedible, except f...;France;1944;;
6997;2 Crude materials, inedible, except f...;France;1945;;
6998;2 Crude materials, inedible, except f...;France;1946;;
6999;2 Crude materials, inedible, except f...;France;1947;;
7000;2 Crude materials, inedible, except f...;France;1948;;
7001;2 Crude materials, inedible, except f...;France;1949;;
7002;2 Crude materials, inedible, except f...;France;1950;;
7003;2 Crude materials, inedible, except f...;France;1951;;
7004;2 Crude materials, inedible, except f...;France;1952;;
7005;2 Crude materials, inedible, except f...;France;1953;;
7006;2 Crude materials, inedible, except f...;France;1954;;
7007;2 Crude materials, inedible, except f...;France;1955;;
7008;2 Crude materials, inedible, except f...;France;1956;;
7009;2 Crude materials, inedible, except f...;France;1957;;
7010;2 Crude materials, inedible, except f...;France;1958;;
7011;2 Crude materials, inedible, except f...;France;1959;;
7012;2 Crude materials, inedible, except f...;France;1960;;
7013;2 Crude materials, inedible, except f...;France;1961;;
7014;2 Crude materials, inedible, except f...;France;1962;;
7015;2 Crude materials, inedible, except f...;France;1963;;
7016;2 Crude materials, inedible, except f...;France;1964;;
7017;2 Crude materials, inedible, except f...;France;1965;;
7018;2 Crude materials, inedible, except f...;France;1966;;
7019;2 Crude materials, inedible, except f...;France;1967;;
7020;2 Crude materials, inedible, except f...;France;1968;;
7021;2 Crude materials, inedible, except f...;France;1969;;
7022;2 Crude materials, inedible, except f...;France;1970;;
7023;2 Crude materials, inedible, except f...;France;1971;;
7024;2 Crude materials, inedible, except f...;France;1972;;
7025;2 Crude materials, inedible, except f...;France;1973;;
7026;2 Crude materials, inedible, except f...;France;1974;;
7027;2 Crude materials, inedible, except f...;France;1975;;
7028;2 Crude materials, inedible, except f...;France;1976;;
7029;2 Crude materials, inedible, except f...;France;1977;;
7030;2 Crude materials, inedible, except f...;France;1978;;
7031;2 Crude materials, inedible, except f...;France;1979;;
7032;2 Crude materials, inedible, except f...;France;1980;;
7033;2 Crude materials, inedible, except f...;France;1981;;
7034;2 Crude materials, inedible, except f...;France;1982;;
7035;2 Crude materials, inedible, except f...;France;1983;;
7036;2 Crude materials, inedible, except f...;France;1984;;
7037;2 Crude materials, inedible, except f...;France;1985;;
7038;2 Crude materials, inedible, except f...;France;1986;;
7039;2 Crude materials, inedible, except f...;France;1987;;
7040;2 Crude materials, inedible, except f...;France;1988;;
7041;2 Crude materials, inedible, except f...;France;1989;;
7042;2 Crude materials, inedible, except f...;France;1990;;
7043;2 Crude materials, inedible, except f...;France;1991;;
7044;2 Crude materials, inedible, except f...;France;1992;;
7045;2 Crude materials, inedible, except f...;France;1993;;
7046;2 Crude materials, inedible, except f...;France;1994;;
7047;2 Crude materials, inedible, except f...;France;1995;;
7048;2 Crude materials, inedible, except f...;France;1996;;
7049;2 Crude materials, inedible, except f...;France;1997;;
7050;2 Crude materials, inedible, except f...;France;1998;;
7051;2 Crude materials, inedible, except f...;France;1999;;
7052;2 Crude materials, inedible, except f...;France;2000;;
7053;2 Crude materials, inedible, except f...;France;2001;;
7054;2 Crude materials, inedible, except f...;France;2002;;
7055;2 Crude materials, inedible, except f...;France;2003;;
7056;2 Crude materials, inedible, except f...;France;2004;;
7057;2 Crude materials, inedible, except f...;France;2005;;
7058;2 Crude materials, inedible, except f...;France;2006;;
7059;2 Crude materials, inedible, except f...;France;2007;;
7060;2 Crude materials, inedible, except f...;France;2008;;
7061;2 Crude materials, inedible, except f...;France;2009;;
7062;2 Crude materials, inedible, except f...;France;2010;;
7063;2 Crude materials, inedible, except f...;France;2011;;
7064;2 Crude materials, inedible, except f...;France;2012;;
7065;2 Crude materials, inedible, except f...;France;2013;;
7066;2 Crude materials, inedible, except f...;France;2014;;
7067;2 Crude materials, inedible, except f...;France;2015;;
7068;2 Crude materials, inedible, except f...;France;2016;;
7069;2 Crude materials, inedible, except f...;France;2017;;
7070;2 Crude materials, inedible, except f...;Germany;1917;;
7071;2 Crude materials, inedible, except f...;Germany;1918;;
7072;2 Crude materials, inedible, except f...;Germany;1919;;
7073;2 Crude materials, inedible, except f...;Germany;1920;;
7074;2 Crude materials, inedible, except f...;Germany;1921;;
7075;2 Crude materials, inedible, except f...;Germany;1922;;
7076;2 Crude materials, inedible, except f...;Germany;1923;;
7077;2 Crude materials, inedible, except f...;Germany;1924;;
7078;2 Crude materials, inedible, except f...;Germany;1925;;
7079;2 Crude materials, inedible, except f...;Germany;1926;;
7080;2 Crude materials, inedible, except f...;Germany;1927;;
7081;2 Crude materials, inedible, except f...;Germany;1928;;
7082;2 Crude materials, inedible, except f...;Germany;1929;;
7083;2 Crude materials, inedible, except f...;Germany;1930;;
7084;2 Crude materials, inedible, except f...;Germany;1931;;
7085;2 Crude materials, inedible, except f...;Germany;1932;;
7086;2 Crude materials, inedible, except f...;Germany;1933;;
7087;2 Crude materials, inedible, except f...;Germany;1934;;
7088;2 Crude materials, inedible, except f...;Germany;1935;;
7089;2 Crude materials, inedible, except f...;Germany;1936;;
7090;2 Crude materials, inedible, except f...;Germany;1937;;
7091;2 Crude materials, inedible, except f...;Germany;1938;;
7092;2 Crude materials, inedible, except f...;Germany;1939;;
7093;2 Crude materials, inedible, except f...;Germany;1940;;
7094;2 Crude materials, inedible, except f...;Germany;1941;;
7095;2 Crude materials, inedible, except f...;Germany;1942;;
7096;2 Crude materials, inedible, except f...;Germany;1943;;
7097;2 Crude materials, inedible, except f...;Germany;1944;;
7098;2 Crude materials, inedible, except f...;Germany;1945;;
7099;2 Crude materials, inedible, except f...;Germany;1946;;
7100;2 Crude materials, inedible, except f...;Germany;1947;;
7101;2 Crude materials, inedible, except f...;Germany;1948;;
7102;2 Crude materials, inedible, except f...;Germany;1949;;
7103;2 Crude materials, inedible, except f...;Germany;1950;;
7104;2 Crude materials, inedible, except f...;Germany;1951;;
7105;2 Crude materials, inedible, except f...;Germany;1952;;
7106;2 Crude materials, inedible, except f...;Germany;1953;;
7107;2 Crude materials, inedible, except f...;Germany;1954;;
7108;2 Crude materials, inedible, except f...;Germany;1955;;
7109;2 Crude materials, inedible, except f...;Germany;1956;;
7110;2 Crude materials, inedible, except f...;Germany;1957;;
7111;2 Crude materials, inedible, except f...;Germany;1958;;
7112;2 Crude materials, inedible, except f...;Germany;1959;;
7113;2 Crude materials, inedible, except f...;Germany;1960;;
7114;2 Crude materials, inedible, except f...;Germany;1961;;
7115;2 Crude materials, inedible, except f...;Germany;1962;;
7116;2 Crude materials, inedible, except f...;Germany;1963;;
7117;2 Crude materials, inedible, except f...;Germany;1964;;
7118;2 Crude materials, inedible, except f...;Germany;1965;;
7119;2 Crude materials, inedible, except f...;Germany;1966;;
7120;2 Crude materials, inedible, except f...;Germany;1967;;
7121;2 Crude materials, inedible, except f...;Germany;1968;;
7122;2 Crude materials, inedible, except f...;Germany;1969;;
7123;2 Crude materials, inedible, except f...;Germany;1970;;
7124;2 Crude materials, inedible, except f...;Germany;1971;;
7125;2 Crude materials, inedible, except f...;Germany;1972;;
7126;2 Crude materials, inedible, except f...;Germany;1973;;
7127;2 Crude materials, inedible, except f...;Germany;1974;;
7128;2 Crude materials, inedible, except f...;Germany;1975;;
7129;2 Crude materials, inedible, except f...;Germany;1976;;
7130;2 Crude materials, inedible, except f...;Germany;1977;;
7131;2 Crude materials, inedible, except f...;Germany;1978;;
7132;2 Crude materials, inedible, except f...;Germany;1979;;
7133;2 Crude materials, inedible, except f...;Germany;1980;;
7134;2 Crude materials, inedible, except f...;Germany;1981;;
7135;2 Crude materials, inedible, except f...;Germany;1982;;
7136;2 Crude materials, inedible, except f...;Germany;1983;;
7137;2 Crude materials, inedible, except f...;Germany;1984;;
7138;2 Crude materials, inedible, except f...;Germany;1985;;
7139;2 Crude materials, inedible, except f...;Germany;1986;;
7140;2 Crude materials, inedible, except f...;Germany;1987;;
7141;2 Crude materials, inedible, except f...;Germany;1988;;
7142;2 Crude materials, inedible, except f...;Germany;1989;;
7143;2 Crude materials, inedible, except f...;Germany;1990;;
7144;2 Crude materials, inedible, except f...;Germany;1991;;
7145;2 Crude materials, inedible, except f...;Germany;1992;;
7146;2 Crude materials, inedible, except f...;Germany;1993;;
7147;2 Crude materials, inedible, except f...;Germany;1994;;
7148;2 Crude materials, inedible, except f...;Germany;1995;;
7149;2 Crude materials, inedible, except f...;Germany;1996;;
7150;2 Crude materials, inedible, except f...;Germany;1997;;
7151;2 Crude materials, inedible, except f...;Germany;1998;;
7152;2 Crude materials, inedible, except f...;Germany;1999;;
7153;2 Crude materials, inedible, except f...;Germany;2000;;
7154;2 Crude materials, inedible, except f...;Germany;2001;;
7155;2 Crude materials, inedible, except f...;Germany;2002;;
7156;2 Crude materials, inedible, except f...;Germany;2003;;
7157;2 Crude materials, inedible, except f...;Germany;2004;;
7158;2 Crude materials, inedible, except f...;Germany;2005;;
7159;2 Crude materials, inedible, except f...;Germany;2006;;
7160;2 Crude materials, inedible, except f...;Germany;2007;;
7161;2 Crude materials, inedible, except f...;Germany;2008;;
7162;2 Crude materials, inedible, except f...;Germany;2009;;
7163;2 Crude materials, inedible, except f...;Germany;2010;;
7164;2 Crude materials, inedible, except f...;Germany;2011;;
7165;2 Crude materials, inedible, except f...;Germany;2012;;
