ID;SITCEnergy;Countries;Periods;ImportValue_1;ExportValue_2
7166;2 Crude materials, inedible, except f...;Germany;2013;;
7167;2 Crude materials, inedible, except f...;Germany;2014;;
7168;2 Crude materials, inedible, except f...;Germany;2015;;
7169;2 Crude materials, inedible, except f...;Germany;2016;;
7170;2 Crude materials, inedible, except f...;Germany;2017;;
7171;2 Crude materials, inedible, except f...;Indonesia;1917;;
7172;2 Crude materials, inedible, except f...;Indonesia;1918;;
7173;2 Crude materials, inedible, except f...;Indonesia;1919;;
7174;2 Crude materials, inedible, except f...;Indonesia;1920;;
7175;2 Crude materials, inedible, except f...;Indonesia;1921;;
7176;2 Crude materials, inedible, except f...;Indonesia;1922;;
7177;2 Crude materials, inedible, except f...;Indonesia;1923;;
7178;2 Crude materials, inedible, except f...;Indonesia;1924;;
7179;2 Crude materials, inedible, except f...;Indonesia;1925;;
7180;2 Crude materials, inedible, except f...;Indonesia;1926;;
7181;2 Crude materials, inedible, except f...;Indonesia;1927;;
7182;2 Crude materials, inedible, except f...;Indonesia;1928;;
7183;2 Crude materials, inedible, except f...;Indonesia;1929;;
7184;2 Crude materials, inedible, except f...;Indonesia;1930;;
7185;2 Crude materials, inedible, except f...;Indonesia;1931;;
7186;2 Crude materials, inedible, except f...;Indonesia;1932;;
7187;2 Crude materials, inedible, except f...;Indonesia;1933;;
7188;2 Crude materials, inedible, except f...;Indonesia;1934;;
7189;2 Crude materials, inedible, except f...;Indonesia;1935;;
7190;2 Crude materials, inedible, except f...;Indonesia;1936;;
7191;2 Crude materials, inedible, except f...;Indonesia;1937;;
7192;2 Crude materials, inedible, except f...;Indonesia;1938;;
7193;2 Crude materials, inedible, except f...;Indonesia;1939;;
7194;2 Crude materials, inedible, except f...;Indonesia;1940;;
7195;2 Crude materials, inedible, except f...;Indonesia;1941;;
7196;2 Crude materials, inedible, except f...;Indonesia;1942;;
7197;2 Crude materials, inedible, except f...;Indonesia;1943;;
7198;2 Crude materials, inedible, except f...;Indonesia;1944;;
7199;2 Crude materials, inedible, except f...;Indonesia;1945;;
7200;2 Crude materials, inedible, except f...;Indonesia;1946;;
7201;2 Crude materials, inedible, except f...;Indonesia;1947;;
7202;2 Crude materials, inedible, except f...;Indonesia;1948;;
7203;2 Crude materials, inedible, except f...;Indonesia;1949;;
7204;2 Crude materials, inedible, except f...;Indonesia;1950;;
7205;2 Crude materials, inedible, except f...;Indonesia;1951;;
7206;2 Crude materials, inedible, except f...;Indonesia;1952;;
7207;2 Crude materials, inedible, except f...;Indonesia;1953;;
7208;2 Crude materials, inedible, except f...;Indonesia;1954;;
7209;2 Crude materials, inedible, except f...;Indonesia;1955;;
7210;2 Crude materials, inedible, except f...;Indonesia;1956;;
7211;2 Crude materials, inedible, except f...;Indonesia;1957;;
7212;2 Crude materials, inedible, except f...;Indonesia;1958;;
7213;2 Crude materials, inedible, except f...;Indonesia;1959;;
7214;2 Crude materials, inedible, except f...;Indonesia;1960;;
7215;2 Crude materials, inedible, except f...;Indonesia;1961;;
7216;2 Crude materials, inedible, except f...;Indonesia;1962;;
7217;2 Crude materials, inedible, except f...;Indonesia;1963;;
7218;2 Crude materials, inedible, except f...;Indonesia;1964;;
7219;2 Crude materials, inedible, except f...;Indonesia;1965;;
7220;2 Crude materials, inedible, except f...;Indonesia;1966;;
7221;2 Crude materials, inedible, except f...;Indonesia;1967;;
7222;2 Crude materials, inedible, except f...;Indonesia;1968;;
7223;2 Crude materials, inedible, except f...;Indonesia;1969;;
7224;2 Crude materials, inedible, except f...;Indonesia;1970;;
7225;2 Crude materials, inedible, except f...;Indonesia;1971;;
7226;2 Crude materials, inedible, except f...;Indonesia;1972;;
7227;2 Crude materials, inedible, except f...;Indonesia;1973;;
7228;2 Crude materials, inedible, except f...;Indonesia;1974;;
7229;2 Crude materials, inedible, except f...;Indonesia;1975;;
7230;2 Crude materials, inedible, except f...;Indonesia;1976;;
7231;2 Crude materials, inedible, except f...;Indonesia;1977;;
7232;2 Crude materials, inedible, except f...;Indonesia;1978;;
7233;2 Crude materials, inedible, except f...;Indonesia;1979;;
7234;2 Crude materials, inedible, except f...;Indonesia;1980;;
7235;2 Crude materials, inedible, except f...;Indonesia;1981;;
7236;2 Crude materials, inedible, except f...;Indonesia;1982;;
7237;2 Crude materials, inedible, except f...;Indonesia;1983;;
7238;2 Crude materials, inedible, except f...;Indonesia;1984;;
7239;2 Crude materials, inedible, except f...;Indonesia;1985;;
7240;2 Crude materials, inedible, except f...;Indonesia;1986;;
7241;2 Crude materials, inedible, except f...;Indonesia;1987;;
7242;2 Crude materials, inedible, except f...;Indonesia;1988;;
7243;2 Crude materials, inedible, except f...;Indonesia;1989;;
7244;2 Crude materials, inedible, except f...;Indonesia;1990;;
7245;2 Crude materials, inedible, except f...;Indonesia;1991;;
7246;2 Crude materials, inedible, except f...;Indonesia;1992;;
7247;2 Crude materials, inedible, except f...;Indonesia;1993;;
7248;2 Crude materials, inedible, except f...;Indonesia;1994;;
7249;2 Crude materials, inedible, except f...;Indonesia;1995;;
7250;2 Crude materials, inedible, except f...;Indonesia;1996;;
7251;2 Crude materials, inedible, except f...;Indonesia;1997;;
7252;2 Crude materials, inedible, except f...;Indonesia;1998;;
7253;2 Crude materials, inedible, except f...;Indonesia;1999;;
7254;2 Crude materials, inedible, except f...;Indonesia;2000;;
7255;2 Crude materials, inedible, except f...;Indonesia;2001;;
7256;2 Crude materials, inedible, except f...;Indonesia;2002;;
7257;2 Crude materials, inedible, except f...;Indonesia;2003;;
7258;2 Crude materials, inedible, except f...;Indonesia;2004;;
7259;2 Crude materials, inedible, except f...;Indonesia;2005;;
7260;2 Crude materials, inedible, except f...;Indonesia;2006;;
7261;2 Crude materials, inedible, except f...;Indonesia;2007;;
7262;2 Crude materials, inedible, except f...;Indonesia;2008;;
7263;2 Crude materials, inedible, except f...;Indonesia;2009;;
7264;2 Crude materials, inedible, except f...;Indonesia;2010;;
7265;2 Crude materials, inedible, except f...;Indonesia;2011;;
7266;2 Crude materials, inedible, except f...;Indonesia;2012;;
7267;2 Crude materials, inedible, except f...;Indonesia;2013;;
7268;2 Crude materials, inedible, except f...;Indonesia;2014;;
7269;2 Crude materials, inedible, except f...;Indonesia;2015;;
7270;2 Crude materials, inedible, except f...;Indonesia;2016;;
7271;2 Crude materials, inedible, except f...;Indonesia;2017;;
7272;2 Crude materials, inedible, except f...;Italy;1917;;
7273;2 Crude materials, inedible, except f...;Italy;1918;;
7274;2 Crude materials, inedible, except f...;Italy;1919;;
7275;2 Crude materials, inedible, except f...;Italy;1920;;
7276;2 Crude materials, inedible, except f...;Italy;1921;;
7277;2 Crude materials, inedible, except f...;Italy;1922;;
7278;2 Crude materials, inedible, except f...;Italy;1923;;
7279;2 Crude materials, inedible, except f...;Italy;1924;;
7280;2 Crude materials, inedible, except f...;Italy;1925;;
7281;2 Crude materials, inedible, except f...;Italy;1926;;
7282;2 Crude materials, inedible, except f...;Italy;1927;;
7283;2 Crude materials, inedible, except f...;Italy;1928;;
7284;2 Crude materials, inedible, except f...;Italy;1929;;
7285;2 Crude materials, inedible, except f...;Italy;1930;;
7286;2 Crude materials, inedible, except f...;Italy;1931;;
7287;2 Crude materials, inedible, except f...;Italy;1932;;
7288;2 Crude materials, inedible, except f...;Italy;1933;;
7289;2 Crude materials, inedible, except f...;Italy;1934;;
7290;2 Crude materials, inedible, except f...;Italy;1935;;
7291;2 Crude materials, inedible, except f...;Italy;1936;;
7292;2 Crude materials, inedible, except f...;Italy;1937;;
7293;2 Crude materials, inedible, except f...;Italy;1938;;
7294;2 Crude materials, inedible, except f...;Italy;1939;;
7295;2 Crude materials, inedible, except f...;Italy;1940;;
7296;2 Crude materials, inedible, except f...;Italy;1941;;
7297;2 Crude materials, inedible, except f...;Italy;1942;;
7298;2 Crude materials, inedible, except f...;Italy;1943;;
7299;2 Crude materials, inedible, except f...;Italy;1944;;
7300;2 Crude materials, inedible, except f...;Italy;1945;;
7301;2 Crude materials, inedible, except f...;Italy;1946;;
7302;2 Crude materials, inedible, except f...;Italy;1947;;
7303;2 Crude materials, inedible, except f...;Italy;1948;;
7304;2 Crude materials, inedible, except f...;Italy;1949;;
7305;2 Crude materials, inedible, except f...;Italy;1950;;
7306;2 Crude materials, inedible, except f...;Italy;1951;;
7307;2 Crude materials, inedible, except f...;Italy;1952;;
7308;2 Crude materials, inedible, except f...;Italy;1953;;
7309;2 Crude materials, inedible, except f...;Italy;1954;;
7310;2 Crude materials, inedible, except f...;Italy;1955;;
7311;2 Crude materials, inedible, except f...;Italy;1956;;
7312;2 Crude materials, inedible, except f...;Italy;1957;;
7313;2 Crude materials, inedible, except f...;Italy;1958;;
7314;2 Crude materials, inedible, except f...;Italy;1959;;
7315;2 Crude materials, inedible, except f...;Italy;1960;;
7316;2 Crude materials, inedible, except f...;Italy;1961;;
7317;2 Crude materials, inedible, except f...;Italy;1962;;
7318;2 Crude materials, inedible, except f...;Italy;1963;;
7319;2 Crude materials, inedible, except f...;Italy;1964;;
7320;2 Crude materials, inedible, except f...;Italy;1965;;
7321;2 Crude materials, inedible, except f...;Italy;1966;;
7322;2 Crude materials, inedible, except f...;Italy;1967;;
7323;2 Crude materials, inedible, except f...;Italy;1968;;
7324;2 Crude materials, inedible, except f...;Italy;1969;;
7325;2 Crude materials, inedible, except f...;Italy;1970;;
7326;2 Crude materials, inedible, except f...;Italy;1971;;
7327;2 Crude materials, inedible, except f...;Italy;1972;;
7328;2 Crude materials, inedible, except f...;Italy;1973;;
7329;2 Crude materials, inedible, except f...;Italy;1974;;
7330;2 Crude materials, inedible, except f...;Italy;1975;;
7331;2 Crude materials, inedible, except f...;Italy;1976;;
7332;2 Crude materials, inedible, except f...;Italy;1977;;
7333;2 Crude materials, inedible, except f...;Italy;1978;;
7334;2 Crude materials, inedible, except f...;Italy;1979;;
7335;2 Crude materials, inedible, except f...;Italy;1980;;
7336;2 Crude materials, inedible, except f...;Italy;1981;;
7337;2 Crude materials, inedible, except f...;Italy;1982;;
7338;2 Crude materials, inedible, except f...;Italy;1983;;
7339;2 Crude materials, inedible, except f...;Italy;1984;;
7340;2 Crude materials, inedible, except f...;Italy;1985;;
7341;2 Crude materials, inedible, except f...;Italy;1986;;
7342;2 Crude materials, inedible, except f...;Italy;1987;;
7343;2 Crude materials, inedible, except f...;Italy;1988;;
7344;2 Crude materials, inedible, except f...;Italy;1989;;
7345;2 Crude materials, inedible, except f...;Italy;1990;;
7346;2 Crude materials, inedible, except f...;Italy;1991;;
7347;2 Crude materials, inedible, except f...;Italy;1992;;
7348;2 Crude materials, inedible, except f...;Italy;1993;;
7349;2 Crude materials, inedible, except f...;Italy;1994;;
7350;2 Crude materials, inedible, except f...;Italy;1995;;
7351;2 Crude materials, inedible, except f...;Italy;1996;;
7352;2 Crude materials, inedible, except f...;Italy;1997;;
7353;2 Crude materials, inedible, except f...;Italy;1998;;
7354;2 Crude materials, inedible, except f...;Italy;1999;;
7355;2 Crude materials, inedible, except f...;Italy;2000;;
7356;2 Crude materials, inedible, except f...;Italy;2001;;
7357;2 Crude materials, inedible, except f...;Italy;2002;;
7358;2 Crude materials, inedible, except f...;Italy;2003;;
7359;2 Crude materials, inedible, except f...;Italy;2004;;
7360;2 Crude materials, inedible, except f...;Italy;2005;;
7361;2 Crude materials, inedible, except f...;Italy;2006;;
7362;2 Crude materials, inedible, except f...;Italy;2007;;
7363;2 Crude materials, inedible, except f...;Italy;2008;;
7364;2 Crude materials, inedible, except f...;Italy;2009;;
7365;2 Crude materials, inedible, except f...;Italy;2010;;
7366;2 Crude materials, inedible, except f...;Italy;2011;;
7367;2 Crude materials, inedible, except f...;Italy;2012;;
7368;2 Crude materials, inedible, except f...;Italy;2013;;
7369;2 Crude materials, inedible, except f...;Italy;2014;;
7370;2 Crude materials, inedible, except f...;Italy;2015;;
7371;2 Crude materials, inedible, except f...;Italy;2016;;
7372;2 Crude materials, inedible, except f...;Italy;2017;;
7373;2 Crude materials, inedible, except f...;Japan;1917;;
7374;2 Crude materials, inedible, except f...;Japan;1918;;
7375;2 Crude materials, inedible, except f...;Japan;1919;;
7376;2 Crude materials, inedible, except f...;Japan;1920;;
7377;2 Crude materials, inedible, except f...;Japan;1921;;
7378;2 Crude materials, inedible, except f...;Japan;1922;;
7379;2 Crude materials, inedible, except f...;Japan;1923;;
7380;2 Crude materials, inedible, except f...;Japan;1924;;
7381;2 Crude materials, inedible, except f...;Japan;1925;;
7382;2 Crude materials, inedible, except f...;Japan;1926;;
7383;2 Crude materials, inedible, except f...;Japan;1927;;
7384;2 Crude materials, inedible, except f...;Japan;1928;;
7385;2 Crude materials, inedible, except f...;Japan;1929;;
7386;2 Crude materials, inedible, except f...;Japan;1930;;
7387;2 Crude materials, inedible, except f...;Japan;1931;;
7388;2 Crude materials, inedible, except f...;Japan;1932;;
7389;2 Crude materials, inedible, except f...;Japan;1933;;
7390;2 Crude materials, inedible, except f...;Japan;1934;;
7391;2 Crude materials, inedible, except f...;Japan;1935;;
7392;2 Crude materials, inedible, except f...;Japan;1936;;
7393;2 Crude materials, inedible, except f...;Japan;1937;;
7394;2 Crude materials, inedible, except f...;Japan;1938;;
7395;2 Crude materials, inedible, except f...;Japan;1939;;
7396;2 Crude materials, inedible, except f...;Japan;1940;;
7397;2 Crude materials, inedible, except f...;Japan;1941;;
7398;2 Crude materials, inedible, except f...;Japan;1942;;
7399;2 Crude materials, inedible, except f...;Japan;1943;;
7400;2 Crude materials, inedible, except f...;Japan;1944;;
