ID;Vakantiekenmerken;Perioden;TotaalAantalKorteVakantiesNederland_1;GemiddeldeVakantieduurNederland_2;TotaalUitgavenVakantiesNederland_3;GemUitgavenPerVakantieganger_4;GemUitgavenMetEigenVervoer_5;GemUitgavenMetOverigVervoer_6
807;Log. rechtstr. geres. eigenaar/beheerder;2014;1506.0;3.1;226.0;150.0;;
808;Log. rechtstr. geres. eigenaar/beheerder;2015;1411.0;3.1;212.0;151.0;;
809;Log. rechtstr. geres. eigenaar/beheerder;2016;1464.0;3.1;223.0;152.0;;
810;Logies niet vooraf geboekt;2002;;;;;;
811;Logies niet vooraf geboekt;2003;1586.0;3.1;124.0;78.0;;
812;Logies niet vooraf geboekt;2004;1314.0;3.1;98.0;75.0;;
813;Logies niet vooraf geboekt;2005;1321.0;3.0;92.0;70.0;;
814;Logies niet vooraf geboekt;2006;1336.0;3.0;104.0;78.0;;
815;Logies niet vooraf geboekt;2007;1254.0;3.1;102.0;82.0;;
816;Logies niet vooraf geboekt;2008;1210.0;3.0;91.0;75.0;;
817;Logies niet vooraf geboekt;2009;1273.0;3.1;96.0;75.0;;
818;Logies niet vooraf geboekt;2010;1018.0;3.1;77.0;75.0;;
819;Logies niet vooraf geboekt;2011;890.0;3.1;64.0;72.0;;
820;Logies niet vooraf geboekt;2012;1126.0;3.1;75.0;66.0;;
821;Logies niet vooraf geboekt;2013;1034.0;3.1;72.0;69.0;;
822;Logies niet vooraf geboekt;2014;1089.0;3.1;86.0;79.0;;
823;Logies niet vooraf geboekt;2015;1162.0;3.1;90.0;77.0;;
824;Logies niet vooraf geboekt;2016;1259.0;3.0;94.0;75.0;;
825;Vaste standplaats, eigen onderkomen;2002;3070.0;3.0;;;;
826;Vaste standplaats, eigen onderkomen;2003;2522.0;3.2;76.0;30.0;;
827;Vaste standplaats, eigen onderkomen;2004;2607.0;3.1;80.0;31.0;;
828;Vaste standplaats, eigen onderkomen;2005;2456.0;3.1;80.0;33.0;;
829;Vaste standplaats, eigen onderkomen;2006;2267.0;3.2;70.0;31.0;;
830;Vaste standplaats, eigen onderkomen;2007;2204.0;3.1;86.0;39.0;;
831;Vaste standplaats, eigen onderkomen;2008;2167.0;3.1;72.0;33.0;;
832;Vaste standplaats, eigen onderkomen;2009;2317.0;3.2;74.0;32.0;;
833;Vaste standplaats, eigen onderkomen;2010;2110.0;3.2;79.0;38.0;;
834;Vaste standplaats, eigen onderkomen;2011;2306.0;3.2;91.0;40.0;;
835;Vaste standplaats, eigen onderkomen;2012;2254.0;3.1;82.0;36.0;;
836;Vaste standplaats, eigen onderkomen;2013;1776.0;3.1;64.0;36.0;;
837;Vaste standplaats, eigen onderkomen;2014;2089.0;3.1;82.0;39.0;;
838;Vaste standplaats, eigen onderkomen;2015;1695.0;3.0;58.0;34.0;;
839;Vaste standplaats, eigen onderkomen;2016;1584.0;3.0;55.0;35.0;;
840;Fiets;2002;149.0;;;;;
841;Fiets;2003;248.0;;;;;
842;Fiets;2004;212.0;;;;;
843;Fiets;2005;224.0;;;;;
844;Fiets;2006;156.0;;;;;
845;Fiets;2007;169.0;;;;;
846;Fiets;2008;168.0;;;;;
847;Fiets;2009;149.0;;;;;
848;Fiets;2010;126.0;;;;;
849;Fiets;2011;110.0;;;;;
850;Fiets;2012;153.0;;;;;
851;Fiets;2013;150.0;;;;;
852;Fiets;2014;;;;;;
853;Fiets;2015;;;;;;
854;Fiets;2016;;;;;;
855;Auto, kampeerauto;2002;8492.0;3.2;836.0;98.0;;
856;Auto, kampeerauto;2003;8018.0;3.2;746.0;93.0;;
857;Auto, kampeerauto;2004;8016.0;3.2;713.0;89.0;;
858;Auto, kampeerauto;2005;7812.0;3.2;712.0;91.0;;
859;Auto, kampeerauto;2006;8064.0;3.2;754.0;93.0;;
860;Auto, kampeerauto;2007;8090.0;3.2;829.0;103.0;;
861;Auto, kampeerauto;2008;7997.0;3.2;833.0;104.0;;
862;Auto, kampeerauto;2009;8443.0;3.2;861.0;102.0;;
863;Auto, kampeerauto;2010;8332.0;3.2;885.0;106.0;;
864;Auto, kampeerauto;2011;8603.0;3.2;883.0;103.0;;
865;Auto, kampeerauto;2012;9046.0;3.1;970.0;107.0;;
866;Auto, kampeerauto;2013;8287.0;3.1;917.0;111.0;;
867;Auto, kampeerauto;2014;8431.0;3.2;946.0;112.0;;
868;Auto, kampeerauto;2015;8204.0;3.1;946.0;115.0;;
869;Auto, kampeerauto;2016;8403.0;3.1;989.0;118.0;;
870;Trein, autoslaaptrein;2002;474.0;3.2;66.0;139.0;;
871;Trein, autoslaaptrein;2003;488.0;3.1;63.0;130.0;;
872;Trein, autoslaaptrein;2004;459.0;3.0;67.0;147.0;;
873;Trein, autoslaaptrein;2005;528.0;2.9;63.0;120.0;;
874;Trein, autoslaaptrein;2006;518.0;3.0;62.0;121.0;;
875;Trein, autoslaaptrein;2007;567.0;3.0;71.0;126.0;;
876;Trein, autoslaaptrein;2008;511.0;2.9;78.0;153.0;;
877;Trein, autoslaaptrein;2009;438.0;3.0;60.0;137.0;;
878;Trein, autoslaaptrein;2010;533.0;3.0;68.0;127.0;;
879;Trein, autoslaaptrein;2011;575.0;3.0;90.0;157.0;;
880;Trein, autoslaaptrein;2012;670.0;2.9;86.0;129.0;;
881;Trein, autoslaaptrein;2013;593.0;2.9;83.0;140.0;;
882;Trein, autoslaaptrein;2014;630.0;2.9;86.0;137.0;;
883;Trein, autoslaaptrein;2015;590.0;2.8;79.0;135.0;;
884;Trein, autoslaaptrein;2016;724.0;2.8;105.0;145.0;;
885;Touringcar, pendelbus;2002;71.0;;;;;
886;Touringcar, pendelbus;2003;42.0;;;;;
887;Touringcar, pendelbus;2004;68.0;3.1;15.0;213.0;;
888;Touringcar, pendelbus;2005;70.0;;;;;
889;Touringcar, pendelbus;2006;59.0;;;;;
890;Touringcar, pendelbus;2007;84.0;;;;;
891;Touringcar, pendelbus;2008;46.0;;;;;
892;Touringcar, pendelbus;2009;56.0;;;;;
893;Touringcar, pendelbus;2010;53.0;;;;;
894;Touringcar, pendelbus;2011;30.0;;;;;
895;Touringcar, pendelbus;2012;37.0;;;;;
896;Touringcar, pendelbus;2013;33.0;;;;;
897;Touringcar, pendelbus;2014;;;;;;
898;Touringcar, pendelbus;2015;;;;;;
899;Touringcar, pendelbus;2016;;;;;;
900;Vliegtuig;2002;0.0;;;;;
901;Vliegtuig;2003;0.0;;0.0;0.0;;
902;Vliegtuig;2004;0.0;;;;;
903;Vliegtuig;2005;2.0;;;;;
904;Vliegtuig;2006;0.0;;;;;
905;Vliegtuig;2007;0.0;0.0;0.0;0.0;;
906;Vliegtuig;2008;2.0;;;;;
907;Vliegtuig;2009;;;;;;
908;Vliegtuig;2010;;;;;;
909;Vliegtuig;2011;;;;;;
910;Vliegtuig;2012;0.0;;;;;
911;Vliegtuig;2013;;;;;;
912;Vliegtuig;2014;;;;;;
913;Vliegtuig;2015;;;;;;
914;Vliegtuig;2016;;;;;;
915;Boot;2002;45.0;;;;;
916;Boot;2003;34.0;;;;;
917;Boot;2004;16.0;;;;;
918;Boot;2005;37.0;;;;;
919;Boot;2006;17.0;;;;;
920;Boot;2007;39.0;;;;;
921;Boot;2008;41.0;;;;;
922;Boot;2009;21.0;;;;;
923;Boot;2010;46.0;;;;;
924;Boot;2011;24.0;;;;;
925;Boot;2012;28.0;;;;;
926;Boot;2013;8.0;;;;;
927;Boot;2014;;;;;;
928;Boot;2015;;;;;;
929;Boot;2016;;;;;;
930;Lijnboot, veerboot, ferry;2002;36.0;;;;;
931;Lijnboot, veerboot, ferry;2003;36.0;;;;;
932;Lijnboot, veerboot, ferry;2004;18.0;;;;;
933;Lijnboot, veerboot, ferry;2005;40.0;;;;;
934;Lijnboot, veerboot, ferry;2006;17.0;;;;;
935;Lijnboot, veerboot, ferry;2007;29.0;;;;;
936;Lijnboot, veerboot, ferry;2008;23.0;;;;;
937;Lijnboot, veerboot, ferry;2009;36.0;;;;;
938;Lijnboot, veerboot, ferry;2010;13.0;;;;;
939;Lijnboot, veerboot, ferry;2011;18.0;;;;;
940;Lijnboot, veerboot, ferry;2012;30.0;;;;;
941;Lijnboot, veerboot, ferry;2013;14.0;;;;;
942;Lijnboot, veerboot, ferry;2014;;;;;;
943;Lijnboot, veerboot, ferry;2015;;;;;;
944;Lijnboot, veerboot, ferry;2016;;;;;;
945;Overige vervoermiddelen;2002;244.0;;;;;
946;Overige vervoermiddelen;2003;196.0;;;;;
947;Overige vervoermiddelen;2004;121.0;;;;;
948;Overige vervoermiddelen;2005;151.0;;;;;
949;Overige vervoermiddelen;2006;120.0;;;;;
950;Overige vervoermiddelen;2007;158.0;;;;;
951;Overige vervoermiddelen;2008;127.0;;;;;
952;Overige vervoermiddelen;2009;122.0;;;;;
953;Overige vervoermiddelen;2010;129.0;;;;;
954;Overige vervoermiddelen;2011;120.0;;;;;
955;Overige vervoermiddelen;2012;120.0;;;;;
956;Overige vervoermiddelen;2013;95.0;;;;;
957;Overige vervoermiddelen;2014;;;;;;
958;Overige vervoermiddelen;2015;;;;;;
959;Overige vervoermiddelen;2016;;;;;;
960;1 Persoon;2002;511.0;;;;;
961;1 Persoon;2003;408.0;;;;;
962;1 Persoon;2004;345.0;3.0;41.0;119.0;;
963;1 Persoon;2005;381.0;3.0;44.0;116.0;;
964;1 Persoon;2006;366.0;3.1;44.0;122.0;;
965;1 Persoon;2007;371.0;3.2;50.0;135.0;;
966;1 Persoon;2008;363.0;3.1;53.0;146.0;;
967;1 Persoon;2009;467.0;3.1;68.0;145.0;;
968;1 Persoon;2010;402.0;3.0;72.0;178.0;;
969;1 Persoon;2011;390.0;3.2;39.0;99.0;;
970;1 Persoon;2012;365.0;3.2;49.0;134.0;;
971;1 Persoon;2013;227.0;;;;;
972;1 Persoon;2014;;;;;;
973;1 Persoon;2015;;;;;;
974;1 Persoon;2016;;;;;;
975;2 Personen;2002;3609.0;;;;;
976;2 Personen;2003;3478.0;;;;;
977;2 Personen;2004;3693.0;3.1;350.0;95.0;;
978;2 Personen;2005;3618.0;3.1;354.0;98.0;;
979;2 Personen;2006;3541.0;3.1;374.0;106.0;;
980;2 Personen;2007;3694.0;3.0;417.0;113.0;;
981;2 Personen;2008;3645.0;3.1;407.0;112.0;;
982;2 Personen;2009;3692.0;3.1;426.0;115.0;;
983;2 Personen;2010;3919.0;3.1;424.0;108.0;;
984;2 Personen;2011;4010.0;3.1;470.0;117.0;;
985;2 Personen;2012;4524.0;3.0;535.0;118.0;;
986;2 Personen;2013;4336.0;3.0;534.0;123.0;;
987;2 Personen;2014;4621.0;3.0;562.0;122.0;;
988;2 Personen;2015;4446.0;2.9;559.0;126.0;;
989;2 Personen;2016;4418.0;3.0;602.0;136.0;;
990;3 Personen;2002;825.0;;;;;
991;3 Personen;2003;784.0;;;;;
992;3 Personen;2004;590.0;3.1;54.0;91.0;;
993;3 Personen;2005;646.0;3.1;53.0;82.0;;
994;3 Personen;2006;728.0;3.1;54.0;74.0;;
995;3 Personen;2007;708.0;3.1;54.0;77.0;;
996;3 Personen;2008;659.0;3.1;51.0;78.0;;
997;3 Personen;2009;930.0;3.2;70.0;75.0;;
998;3 Personen;2010;753.0;3.1;76.0;100.0;;
999;3 Personen;2011;790.0;3.1;72.0;91.0;;
1000;3 Personen;2012;862.0;3.1;82.0;95.0;;
1001;3 Personen;2013;757.0;3.1;69.0;92.0;;
1002;3 Personen;2014;823.0;3.1;70.0;86.0;;
1003;3 Personen;2015;746.0;3.2;73.0;97.0;;
1004;3 Personen;2016;905.0;3.1;84.0;93.0;;
1005;4 Personen;2002;1603.0;;;;;
1006;4 Personen;2003;1459.0;;;;;
1007;4 Personen;2004;1607.0;3.2;123.0;77.0;;
1008;4 Personen;2005;1505.0;3.2;118.0;78.0;;
1009;4 Personen;2006;1573.0;3.2;119.0;76.0;;
1010;4 Personen;2007;1506.0;3.2;130.0;86.0;;
1011;4 Personen;2008;1546.0;3.2;139.0;90.0;;
1012;4 Personen;2009;1567.0;3.2;129.0;82.0;;
1013;4 Personen;2010;1421.0;3.2;140.0;99.0;;
1014;4 Personen;2011;1688.0;3.2;154.0;91.0;;
1015;4 Personen;2012;1542.0;3.1;139.0;90.0;;
1016;4 Personen;2013;1326.0;3.1;124.0;93.0;;
1017;4 Personen;2014;1368.0;3.2;135.0;98.0;;
1018;4 Personen;2015;1327.0;3.1;130.0;98.0;;
1019;4 Personen;2016;1504.0;3.1;151.0;100.0;;
1020;5 Personen;2002;609.0;;;;;
1021;5 Personen;2003;582.0;;;;;
1022;5 Personen;2004;564.0;3.2;38.0;67.0;;
1023;5 Personen;2005;529.0;3.3;38.0;73.0;;
1024;5 Personen;2006;478.0;3.2;30.0;62.0;;
1025;5 Personen;2007;530.0;3.4;37.0;70.0;;
1026;5 Personen;2008;488.0;3.3;47.0;96.0;;
1027;5 Personen;2009;546.0;3.4;42.0;77.0;;
1028;5 Personen;2010;533.0;3.3;43.0;80.0;;
1029;5 Personen;2011;604.0;3.3;40.0;66.0;;
1030;5 Personen;2012;606.0;3.3;47.0;77.0;;
1031;5 Personen;2013;551.0;3.3;45.0;82.0;;
1032;5 Personen;2014;574.0;3.2;48.0;83.0;;
1033;5 Personen;2015;448.0;3.2;36.0;80.0;;
1034;5 Personen;2016;519.0;3.2;47.0;90.0;;
1035;6 Personen;2002;452.0;;;;;
1036;6 Personen;2003;453.0;;;;;
1037;6 Personen;2004;443.0;3.3;43.0;98.0;;
1038;6 Personen;2005;395.0;3.3;37.0;95.0;;
1039;6 Personen;2006;404.0;3.4;44.0;108.0;;
1040;6 Personen;2007;551.0;3.5;55.0;99.0;;
1041;6 Personen;2008;504.0;3.3;54.0;107.0;;
1042;6 Personen;2009;466.0;3.4;45.0;96.0;;
1043;6 Personen;2010;482.0;3.3;49.0;102.0;;
1044;6 Personen;2011;384.0;3.4;41.0;106.0;;
1045;6 Personen;2012;482.0;3.4;55.0;113.0;;
1046;6 Personen;2013;472.0;3.4;53.0;113.0;;
1047;6 Personen;2014;452.0;3.4;54.0;119.0;;
1048;6 Personen;2015;413.0;3.4;45.0;108.0;;
1049;6 Personen;2016;;;;;;
1050;7 Personen;2002;211.0;;;;;
1051;7 Personen;2003;256.0;;;;;
1052;7 Personen;2004;194.0;;;;;
1053;7 Personen;2005;229.0;;;;;
1054;7 Personen;2006;276.0;;;;;
1055;7 Personen;2007;206.0;;;;;
1056;7 Personen;2008;269.0;;;;;
1057;7 Personen;2009;243.0;;;;;
1058;7 Personen;2010;260.0;;;;;
1059;7 Personen;2011;193.0;;;;;
1060;7 Personen;2012;191.0;;;;;
1061;7 Personen;2013;165.0;;;;;
1062;7 Personen;2014;;;;;;
1063;7 Personen;2015;;;;;;
1064;7 Personen;2016;;;;;;
1065;Meer dan 7 personen;2002;1690.0;;;;;
1066;Meer dan 7 personen;2003;1642.0;;;;;
1067;Meer dan 7 personen;2004;1468.0;3.2;152.0;103.0;;
1068;Meer dan 7 personen;2005;1556.0;3.2;148.0;95.0;;
1069;Meer dan 7 personen;2006;1584.0;3.2;155.0;98.0;;
1070;Meer dan 7 personen;2007;1569.0;3.3;185.0;118.0;;
1071;Meer dan 7 personen;2008;1441.0;3.3;168.0;117.0;;
1072;Meer dan 7 personen;2009;1352.0;3.2;147.0;109.0;;
1073;Meer dan 7 personen;2010;1462.0;3.3;159.0;109.0;;
1074;Meer dan 7 personen;2011;1420.0;3.3;162.0;114.0;;
1075;Meer dan 7 personen;2012;1511.0;3.3;161.0;106.0;;
1076;Meer dan 7 personen;2013;1346.0;3.3;161.0;120.0;;
1077;Meer dan 7 personen;2014;1215.0;3.3;171.0;141.0;;
1078;Meer dan 7 personen;2015;1217.0;3.3;172.0;141.0;;
1079;Meer dan 7 personen;2016;1319.0;3.3;161.0;122.0;;
1080;Herfstperiode;2002;1357.0;3.2;;;;
1081;Herfstperiode;2003;1190.0;3.2;140.0;118.0;;
1082;Herfstperiode;2004;1065.0;3.2;120.0;113.0;;
1083;Herfstperiode;2005;1305.0;3.2;137.0;105.0;;
1084;Herfstperiode;2006;1362.0;3.2;148.0;109.0;;
1085;Herfstperiode;2007;1384.0;3.2;156.0;112.0;;
1086;Herfstperiode;2008;1331.0;3.2;155.0;129.0;;
1087;Herfstperiode;2009;1464.0;3.2;167.0;114.0;;
1088;Herfstperiode;2010;1503.0;3.2;167.0;111.0;;
1089;Herfstperiode;2011;1486.0;3.2;166.0;112.0;;
1090;Herfstperiode;2012;1651.0;3.1;186.0;112.0;;
1091;Herfstperiode;2013;1411.0;3.2;163.0;115.0;;
1092;Herfstperiode;2014;1388.0;3.2;162.0;117.0;;
1093;Herfstperiode;2015;1348.0;3.1;163.0;121.0;;
1094;Herfstperiode;2016;1442.0;3.1;191.0;132.0;;
1095;Kerstperiode;2002;746.0;3.2;;;;
1096;Kerstperiode;2003;698.0;3.1;81.0;116.0;;
1097;Kerstperiode;2004;796.0;3.1;89.0;112.0;;
1098;Kerstperiode;2005;776.0;3.2;88.0;114.0;;
1099;Kerstperiode;2006;757.0;3.1;86.0;113.0;;
1100;Kerstperiode;2007;876.0;3.1;104.0;118.0;;
1101;Kerstperiode;2008;886.0;3.2;105.0;132.0;;
1102;Kerstperiode;2009;856.0;3.1;91.0;107.0;;
1103;Kerstperiode;2010;787.0;3.0;89.0;114.0;;
1104;Kerstperiode;2011;849.0;3.2;105.0;124.0;;
1105;Kerstperiode;2012;1136.0;3.1;136.0;119.0;;
1106;Kerstperiode;2013;1015.0;3.0;130.0;128.0;;
1107;Kerstperiode;2014;940.0;3.0;125.0;133.0;;
1108;Kerstperiode;2015;950.0;2.9;117.0;123.0;;
1109;Kerstperiode;2016;973.0;2.9;125.0;129.0;;
1110;Krokusperiode;2002;926.0;3.2;;;;
1111;Krokusperiode;2003;947.0;3.3;109.0;115.0;;
1112;Krokusperiode;2004;916.0;3.2;99.0;109.0;;
1113;Krokusperiode;2005;947.0;3.3;108.0;114.0;;
1114;Krokusperiode;2006;939.0;3.2;100.0;106.0;;
1115;Krokusperiode;2007;1030.0;3.3;119.0;115.0;;
1116;Krokusperiode;2008;1027.0;3.2;137.0;148.0;;
1117;Krokusperiode;2009;1148.0;3.2;141.0;123.0;;
1118;Krokusperiode;2010;1178.0;3.2;148.0;126.0;;
1119;Krokusperiode;2011;1206.0;3.1;145.0;120.0;;
1120;Krokusperiode;2012;1185.0;3.2;139.0;117.0;;
1121;Krokusperiode;2013;1005.0;3.0;122.0;121.0;;
1122;Krokusperiode;2014;1085.0;3.0;131.0;121.0;;
1123;Krokusperiode;2015;1053.0;3.0;132.0;126.0;;
1124;Krokusperiode;2016;1124.0;3.1;136.0;121.0;;
1125;Paasperiode;2002;1334.0;3.2;;;;
1126;Paasperiode;2003;1073.0;3.2;100.0;93.0;;
1127;Paasperiode;2004;1099.0;3.1;87.0;79.0;;
1128;Paasperiode;2005;1168.0;3.2;94.0;81.0;;
1129;Paasperiode;2006;1040.0;3.2;87.0;83.0;;
1130;Paasperiode;2007;1127.0;3.2;110.0;98.0;;
1131;Paasperiode;2008;1045.0;3.2;99.0;105.0;;
1132;Paasperiode;2009;1225.0;3.2;113.0;92.0;;
1133;Paasperiode;2010;1172.0;3.1;120.0;102.0;;
1134;Paasperiode;2011;1206.0;3.2;122.0;101.0;;
1135;Paasperiode;2012;1178.0;3.1;119.0;101.0;;
1136;Paasperiode;2013;1062.0;3.2;117.0;110.0;;
1137;Paasperiode;2014;1172.0;3.1;118.0;100.0;;
1138;Paasperiode;2015;1097.0;3.1;116.0;106.0;;
1139;Paasperiode;2016;1081.0;3.1;120.0;111.0;;
1140;Voorseizoen;2002;2734.0;3.1;;;;
1141;Voorseizoen;2003;2606.0;3.2;202.0;78.0;;
1142;Voorseizoen;2004;2691.0;3.2;205.0;76.0;;
1143;Voorseizoen;2005;2392.0;3.1;181.0;76.0;;
1144;Voorseizoen;2006;2557.0;3.2;209.0;82.0;;
1145;Voorseizoen;2007;2424.0;3.2;217.0;90.0;;
1146;Voorseizoen;2008;2312.0;3.2;209.0;101.0;;
1147;Voorseizoen;2009;2453.0;3.2;216.0;88.0;;
1148;Voorseizoen;2010;2335.0;3.2;213.0;91.0;;
1149;Voorseizoen;2011;2527.0;3.2;239.0;95.0;;
1150;Voorseizoen;2012;2456.0;3.1;239.0;97.0;;
1151;Voorseizoen;2013;2358.0;3.1;237.0;101.0;;
1152;Voorseizoen;2014;2396.0;3.2;254.0;106.0;;
1153;Voorseizoen;2015;2130.0;3.1;238.0;112.0;;
1154;Voorseizoen;2016;2351.0;3.1;252.0;107.0;;
1155;Hoogseizoen;2002;1276.0;3.1;;;;
1156;Hoogseizoen;2003;1385.0;3.1;113.0;81.0;;
1157;Hoogseizoen;2004;1240.0;3.2;114.0;92.0;;
1158;Hoogseizoen;2005;1255.0;3.2;121.0;97.0;;
1159;Hoogseizoen;2006;1255.0;3.1;115.0;92.0;;
1160;Hoogseizoen;2007;1174.0;3.1;122.0;104.0;;
1161;Hoogseizoen;2008;1182.0;3.3;127.0;120.0;;
1162;Hoogseizoen;2009;1184.0;3.2;128.0;108.0;;
1163;Hoogseizoen;2010;1513.0;3.2;159.0;105.0;;
1164;Hoogseizoen;2011;1389.0;3.2;137.0;99.0;;
1165;Hoogseizoen;2012;1576.0;3.2;177.0;112.0;;
1166;Hoogseizoen;2013;1540.0;3.1;177.0;115.0;;
1167;Hoogseizoen;2014;1478.0;3.1;169.0;114.0;;
1168;Hoogseizoen;2015;1630.0;3.0;189.0;116.0;;
1169;Hoogseizoen;2016;1690.0;3.1;200.0;119.0;;
1170;Naseizoen;2002;1137.0;3.1;;;;
1171;Naseizoen;2003;1162.0;3.1;105.0;90.0;;
1172;Naseizoen;2004;1093.0;3.0;103.0;94.0;;
1173;Naseizoen;2005;1021.0;3.1;87.0;85.0;;
1174;Naseizoen;2006;1041.0;3.1;102.0;98.0;;
1175;Naseizoen;2007;1121.0;3.1;124.0;110.0;;
1176;Naseizoen;2008;1134.0;3.1;114.0;111.0;;
1177;Naseizoen;2009;934.0;3.1;97.0;104.0;;
1178;Naseizoen;2010;745.0;3.1;99.0;132.0;;
1179;Naseizoen;2011;816.0;3.2;84.0;103.0;;
1180;Naseizoen;2012;902.0;3.0;94.0;104.0;;
1181;Naseizoen;2013;788.0;3.1;84.0;107.0;;
1182;Naseizoen;2014;1023.0;3.1;133.0;130.0;;
1183;Naseizoen;2015;906.0;3.1;114.0;126.0;;
1184;Naseizoen;2016;856.0;3.0;114.0;134.0;;
