ID;LeeftijdOp31December;BurgerlijkeStaat;Perioden;TotaalOverledenen_1;SterftePer1000Inwoners_2;OverledenMannen_3;SterftePer1000Mannen_4;OverledenVrouwen_5;SterftePer1000Vrouwen_6
6268;18 jaar;Ongehuwd;1978;152.0;0.641;113.0;0.92;39.0;0.341
6269;18 jaar;Ongehuwd;1979;129.0;0.524;99.0;0.78;30.0;0.251
6270;18 jaar;Ongehuwd;1980;144.0;0.584;99.0;0.779;45.0;0.376
6271;18 jaar;Ongehuwd;1981;133.0;0.528;94.0;0.723;39.0;0.321
6272;18 jaar;Ongehuwd;1982;172.0;0.676;124.0;0.943;48.0;0.39
6273;18 jaar;Ongehuwd;1983;134.0;0.539;98.0;0.764;36.0;0.299
6274;18 jaar;Ongehuwd;1984;105.0;0.431;71.0;0.567;34.0;0.287
6275;18 jaar;Ongehuwd;1985;124.0;0.513;87.0;0.7;37.0;0.315
6276;18 jaar;Ongehuwd;1986;96.0;0.397;67.0;0.541;29.0;0.246
6277;18 jaar;Ongehuwd;1987;114.0;0.449;79.0;0.606;35.0;0.284
6278;18 jaar;Ongehuwd;1988;95.0;0.386;68.0;0.538;27.0;0.225
6279;18 jaar;Ongehuwd;1989;91.0;0.387;59.0;0.488;32.0;0.28
6280;18 jaar;Ongehuwd;1990;79.0;0.356;54.0;0.476;25.0;0.231
6281;18 jaar;Ongehuwd;1991;92.0;0.452;63.0;0.604;29.0;0.292
6282;18 jaar;Ongehuwd;1992;77.0;0.395;54.0;0.539;23.0;0.243
6283;18 jaar;Ongehuwd;1993;78.0;0.419;58.0;0.607;20.0;0.221
6284;18 jaar;Ongehuwd;1994;82.0;0.444;45.0;0.473;37.0;0.414
6285;18 jaar;Ongehuwd;1995;72.0;0.397;52.0;0.558;20.0;0.227
6286;18 jaar;Ongehuwd;1996;69.0;0.375;43.0;0.455;26.0;0.291
6287;18 jaar;Ongehuwd;1997;76.0;0.414;58.0;0.617;18.0;0.201
6288;18 jaar;Ongehuwd;1998;73.0;0.385;52.0;0.533;21.0;0.228
6289;18 jaar;Ongehuwd;1999;66.0;0.352;46.0;0.478;20.0;0.219
6290;18 jaar;Ongehuwd;2000;75.0;0.41;55.0;0.584;20.0;0.226
6291;18 jaar;Ongehuwd;2001;64.0;0.351;45.0;0.479;19.0;0.215
6292;18 jaar;Ongehuwd;2002;70.0;0.372;52.0;0.535;18.0;0.198
6293;18 jaar;Ongehuwd;2003;54.0;0.282;31.0;0.315;23.0;0.247
6294;18 jaar;Ongehuwd;2004;60.0;0.306;44.0;0.439;16.0;0.167
6295;18 jaar;Ongehuwd;2005;50.0;0.254;38.0;0.377;12.0;0.125
6296;18 jaar;Ongehuwd;2006;50.0;0.256;36.0;0.361;14.0;0.147
6297;18 jaar;Ongehuwd;2007;67.0;0.34;45.0;0.447;22.0;0.228
6298;18 jaar;Ongehuwd;2008;57.0;0.278;36.0;0.342;21.0;0.21
6299;18 jaar;Ongehuwd;2009;57.0;0.278;37.0;0.353;20.0;0.199
6300;18 jaar;Ongehuwd;2010;50.0;0.247;35.0;0.337;15.0;0.152
6301;18 jaar;Ongehuwd;2011;57.0;0.284;33.0;0.321;24.0;0.245
6302;18 jaar;Ongehuwd;2012;47.0;0.233;30.0;0.291;17.0;0.173
6303;18 jaar;Ongehuwd;2013;42.0;0.214;30.0;0.299;12.0;0.125
6304;18 jaar;Ongehuwd;2014;47.0;0.239;28.0;0.277;19.0;0.199
6305;18 jaar;Gehuwd;1950;4.0;2.546;0.0;0.0;4.0;2.719
6306;18 jaar;Gehuwd;1951;1.0;0.597;0.0;0.0;1.0;0.633
6307;18 jaar;Gehuwd;1952;0.0;0.0;0.0;0.0;0.0;0.0
6308;18 jaar;Gehuwd;1953;1.0;0.624;0.0;0.0;1.0;0.661
6309;18 jaar;Gehuwd;1954;1.0;0.591;0.0;0.0;1.0;0.624
6310;18 jaar;Gehuwd;1955;0.0;0.0;0.0;0.0;0.0;0.0
6311;18 jaar;Gehuwd;1956;0.0;0.0;0.0;0.0;0.0;0.0
6312;18 jaar;Gehuwd;1957;1.0;0.501;0.0;0.0;1.0;0.532
6313;18 jaar;Gehuwd;1958;0.0;0.0;0.0;0.0;0.0;0.0
6314;18 jaar;Gehuwd;1959;1.0;0.42;0.0;0.0;1.0;0.452
6315;18 jaar;Gehuwd;1960;1.0;0.375;0.0;0.0;1.0;0.407
6316;18 jaar;Gehuwd;1961;1.0;0.328;0.0;0.0;1.0;0.36
6317;18 jaar;Gehuwd;1962;1.0;0.299;0.0;0.0;1.0;0.326
6318;18 jaar;Gehuwd;1963;0.0;0.0;0.0;0.0;0.0;0.0
6319;18 jaar;Gehuwd;1964;2.0;0.42;0.0;0.0;2.0;0.459
6320;18 jaar;Gehuwd;1965;0.0;0.0;0.0;0.0;0.0;0.0
6321;18 jaar;Gehuwd;1966;1.0;0.221;0.0;0.0;1.0;0.242
6322;18 jaar;Gehuwd;1967;1.0;0.22;0.0;0.0;1.0;0.242
6323;18 jaar;Gehuwd;1968;1.0;0.217;0.0;0.0;1.0;0.238
6324;18 jaar;Gehuwd;1969;0.0;0.0;0.0;0.0;0.0;0.0
6325;18 jaar;Gehuwd;1970;2.0;0.367;1.0;2.353;1.0;0.199
6326;18 jaar;Gehuwd;1971;5.0;0.885;0.0;0.0;5.0;0.955
6327;18 jaar;Gehuwd;1972;2.0;0.345;0.0;0.0;2.0;0.369
6328;18 jaar;Gehuwd;1973;4.0;0.705;0.0;0.0;4.0;0.745
6329;18 jaar;Gehuwd;1974;1.0;0.194;0.0;0.0;1.0;0.205
6330;18 jaar;Gehuwd;1975;0.0;0.0;0.0;0.0;0.0;0.0
6331;18 jaar;Gehuwd;1976;1.0;0.24;0.0;0.0;1.0;0.252
6332;18 jaar;Gehuwd;1977;0.0;0.0;0.0;0.0;0.0;0.0
6333;18 jaar;Gehuwd;1978;1.0;0.3;0.0;0.0;1.0;0.319
6334;18 jaar;Gehuwd;1979;1.0;0.347;0.0;0.0;1.0;0.372
6335;18 jaar;Gehuwd;1980;1.0;0.357;0.0;0.0;1.0;0.391
6336;18 jaar;Gehuwd;1981;0.0;0.0;0.0;0.0;0.0;0.0
6337;18 jaar;Gehuwd;1982;1.0;0.443;1.0;6.173;0.0;0.0
6338;18 jaar;Gehuwd;1983;0.0;0.0;0.0;0.0;0.0;0.0
6339;18 jaar;Gehuwd;1984;0.0;0.0;0.0;0.0;0.0;0.0
6340;18 jaar;Gehuwd;1985;1.0;0.743;0.0;0.0;1.0;0.782
6341;18 jaar;Gehuwd;1986;0.0;0.0;0.0;0.0;0.0;0.0
6342;18 jaar;Gehuwd;1987;1.0;0.733;0.0;0.0;1.0;0.794
6343;18 jaar;Gehuwd;1988;0.0;0.0;0.0;0.0;0.0;0.0
6344;18 jaar;Gehuwd;1989;1.0;0.646;0.0;0.0;1.0;0.722
6345;18 jaar;Gehuwd;1990;0.0;0.0;0.0;0.0;0.0;0.0
6346;18 jaar;Gehuwd;1991;0.0;0.0;0.0;0.0;0.0;0.0
6347;18 jaar;Gehuwd;1992;1.0;0.637;0.0;0.0;1.0;0.693
6348;18 jaar;Gehuwd;1993;1.0;0.782;0.0;0.0;1.0;0.838
6349;18 jaar;Gehuwd;1994;1.0;0.976;0.0;0.0;1.0;1.043
6350;18 jaar;Gehuwd;1995;0.0;0.0;0.0;0.0;0.0;0.0
6351;18 jaar;Gehuwd;1996;0.0;0.0;0.0;0.0;0.0;0.0
6352;18 jaar;Gehuwd;1997;0.0;0.0;0.0;0.0;0.0;0.0
6353;18 jaar;Gehuwd;1998;0.0;0.0;0.0;0.0;0.0;0.0
6354;18 jaar;Gehuwd;1999;0.0;0.0;0.0;0.0;0.0;0.0
6355;18 jaar;Gehuwd;2000;0.0;0.0;0.0;0.0;0.0;0.0
6356;18 jaar;Gehuwd;2001;0.0;0.0;0.0;0.0;0.0;0.0
6357;18 jaar;Gehuwd;2002;0.0;0.0;0.0;0.0;0.0;0.0
6358;18 jaar;Gehuwd;2003;1.0;2.227;0.0;0.0;1.0;2.415
6359;18 jaar;Gehuwd;2004;0.0;0.0;0.0;0.0;0.0;0.0
6360;18 jaar;Gehuwd;2005;0.0;0.0;0.0;0.0;0.0;0.0
6361;18 jaar;Gehuwd;2006;0.0;0.0;0.0;0.0;0.0;0.0
6362;18 jaar;Gehuwd;2007;0.0;0.0;0.0;0.0;0.0;0.0
6363;18 jaar;Gehuwd;2008;0.0;0.0;0.0;0.0;0.0;0.0
6364;18 jaar;Gehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0
6365;18 jaar;Gehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0
6366;18 jaar;Gehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0
6367;18 jaar;Gehuwd;2012;0.0;0.0;0.0;0.0;0.0;0.0
6368;18 jaar;Gehuwd;2013;0.0;0.0;0.0;0.0;0.0;0.0
6369;18 jaar;Gehuwd;2014;0.0;0.0;0.0;0.0;0.0;0.0
6370;18 jaar;Verweduwd;1950;0.0;0.0;0.0;0.0;0.0;0.0
6371;18 jaar;Verweduwd;1951;0.0;0.0;0.0;0.0;0.0;0.0
6372;18 jaar;Verweduwd;1952;0.0;0.0;0.0;0.0;0.0;0.0
6373;18 jaar;Verweduwd;1953;0.0;0.0;0.0;0.0;0.0;0.0
6374;18 jaar;Verweduwd;1954;0.0;0.0;0.0;0.0;0.0;0.0
6375;18 jaar;Verweduwd;1955;0.0;0.0;0.0;0.0;0.0;0.0
6376;18 jaar;Verweduwd;1956;0.0;0.0;0.0;0.0;0.0;0.0
6377;18 jaar;Verweduwd;1957;0.0;0.0;0.0;0.0;0.0;0.0
6378;18 jaar;Verweduwd;1958;0.0;0.0;0.0;0.0;0.0;0.0
6379;18 jaar;Verweduwd;1959;0.0;0.0;0.0;0.0;0.0;0.0
6380;18 jaar;Verweduwd;1960;0.0;0.0;0.0;0.0;0.0;0.0
6381;18 jaar;Verweduwd;1961;0.0;0.0;0.0;0.0;0.0;0.0
6382;18 jaar;Verweduwd;1962;0.0;0.0;0.0;0.0;0.0;0.0
6383;18 jaar;Verweduwd;1963;0.0;0.0;0.0;0.0;0.0;0.0
6384;18 jaar;Verweduwd;1964;0.0;0.0;0.0;0.0;0.0;0.0
6385;18 jaar;Verweduwd;1965;0.0;0.0;0.0;0.0;0.0;0.0
6386;18 jaar;Verweduwd;1966;0.0;0.0;0.0;0.0;0.0;0.0
6387;18 jaar;Verweduwd;1967;0.0;0.0;0.0;0.0;0.0;0.0
6388;18 jaar;Verweduwd;1968;0.0;0.0;0.0;0.0;0.0;0.0
6389;18 jaar;Verweduwd;1969;0.0;0.0;0.0;0.0;0.0;0.0
6390;18 jaar;Verweduwd;1970;0.0;0.0;0.0;0.0;0.0;0.0
6391;18 jaar;Verweduwd;1971;0.0;0.0;0.0;0.0;0.0;0.0
6392;18 jaar;Verweduwd;1972;0.0;0.0;0.0;0.0;0.0;0.0
6393;18 jaar;Verweduwd;1973;0.0;0.0;0.0;0.0;0.0;0.0
6394;18 jaar;Verweduwd;1974;1.0;142.857;0.0;0.0;1.0;166.667
6395;18 jaar;Verweduwd;1975;0.0;0.0;0.0;0.0;0.0;0.0
6396;18 jaar;Verweduwd;1976;0.0;0.0;0.0;0.0;0.0;0.0
6397;18 jaar;Verweduwd;1977;0.0;0.0;0.0;0.0;0.0;0.0
6398;18 jaar;Verweduwd;1978;0.0;0.0;0.0;0.0;0.0;0.0
6399;18 jaar;Verweduwd;1979;0.0;0.0;0.0;0.0;0.0;0.0
6400;18 jaar;Verweduwd;1980;0.0;0.0;0.0;0.0;0.0;0.0
6401;18 jaar;Verweduwd;1981;0.0;0.0;0.0;0.0;0.0;0.0
6402;18 jaar;Verweduwd;1982;0.0;0.0;0.0;0.0;0.0;0.0
6403;18 jaar;Verweduwd;1983;0.0;0.0;0.0;0.0;0.0;0.0
6404;18 jaar;Verweduwd;1984;0.0;0.0;0.0;0.0;0.0;0.0
6405;18 jaar;Verweduwd;1985;0.0;0.0;0.0;0.0;0.0;0.0
6406;18 jaar;Verweduwd;1986;0.0;0.0;0.0;0.0;0.0;0.0
6407;18 jaar;Verweduwd;1987;0.0;0.0;0.0;0.0;0.0;0.0
6408;18 jaar;Verweduwd;1988;0.0;0.0;0.0;0.0;0.0;0.0
6409;18 jaar;Verweduwd;1989;0.0;0.0;0.0;0.0;0.0;0.0
6410;18 jaar;Verweduwd;1990;0.0;0.0;0.0;0.0;0.0;0.0
6411;18 jaar;Verweduwd;1991;0.0;0.0;0.0;0.0;0.0;0.0
6412;18 jaar;Verweduwd;1992;0.0;0.0;0.0;0.0;0.0;0.0
6413;18 jaar;Verweduwd;1993;0.0;0.0;0.0;0.0;0.0;0.0
6414;18 jaar;Verweduwd;1994;0.0;0.0;0.0;0.0;0.0;0.0
6415;18 jaar;Verweduwd;1995;0.0;0.0;0.0;0.0;0.0;0.0
6416;18 jaar;Verweduwd;1996;0.0;0.0;0.0;0.0;0.0;0.0
6417;18 jaar;Verweduwd;1997;0.0;0.0;0.0;0.0;0.0;0.0
6418;18 jaar;Verweduwd;1998;0.0;0.0;0.0;0.0;0.0;0.0
6419;18 jaar;Verweduwd;1999;0.0;0.0;0.0;0.0;0.0;0.0
6420;18 jaar;Verweduwd;2000;0.0;0.0;0.0;0.0;0.0;0.0
6421;18 jaar;Verweduwd;2001;0.0;0.0;0.0;0.0;0.0;0.0
6422;18 jaar;Verweduwd;2002;0.0;0.0;0.0;0.0;0.0;0.0
6423;18 jaar;Verweduwd;2003;0.0;0.0;0.0;0.0;0.0;0.0
6424;18 jaar;Verweduwd;2004;0.0;0.0;0.0;0.0;0.0;0.0
6425;18 jaar;Verweduwd;2005;0.0;0.0;0.0;0.0;0.0;0.0
6426;18 jaar;Verweduwd;2006;0.0;0.0;0.0;0.0;0.0;0.0
6427;18 jaar;Verweduwd;2007;0.0;0.0;0.0;0.0;0.0;0.0
6428;18 jaar;Verweduwd;2008;0.0;0.0;0.0;0.0;0.0;0.0
6429;18 jaar;Verweduwd;2009;0.0;0.0;0.0;0.0;0.0;0.0
6430;18 jaar;Verweduwd;2010;0.0;0.0;0.0;0.0;0.0;0.0
6431;18 jaar;Verweduwd;2011;0.0;0.0;0.0;0.0;0.0;0.0
6432;18 jaar;Verweduwd;2012;0.0;0.0;0.0;0.0;0.0;0.0
6433;18 jaar;Verweduwd;2013;0.0;0.0;0.0;0.0;0.0;0.0
6434;18 jaar;Verweduwd;2014;0.0;0.0;0.0;0.0;0.0;0.0
6435;18 jaar;Gescheiden;1950;0.0;0.0;0.0;0.0;0.0;0.0
6436;18 jaar;Gescheiden;1951;0.0;0.0;0.0;0.0;0.0;0.0
6437;18 jaar;Gescheiden;1952;0.0;0.0;0.0;0.0;0.0;0.0
6438;18 jaar;Gescheiden;1953;0.0;0.0;0.0;0.0;0.0;0.0
6439;18 jaar;Gescheiden;1954;0.0;0.0;0.0;0.0;0.0;0.0
6440;18 jaar;Gescheiden;1955;0.0;0.0;0.0;0.0;0.0;0.0
6441;18 jaar;Gescheiden;1956;0.0;0.0;0.0;0.0;0.0;0.0
6442;18 jaar;Gescheiden;1957;0.0;0.0;0.0;0.0;0.0;0.0
6443;18 jaar;Gescheiden;1958;0.0;0.0;0.0;0.0;0.0;0.0
6444;18 jaar;Gescheiden;1959;0.0;0.0;0.0;0.0;0.0;0.0
6445;18 jaar;Gescheiden;1960;0.0;0.0;0.0;0.0;0.0;0.0
6446;18 jaar;Gescheiden;1961;0.0;0.0;0.0;0.0;0.0;0.0
6447;18 jaar;Gescheiden;1962;0.0;0.0;0.0;0.0;0.0;0.0
6448;18 jaar;Gescheiden;1963;0.0;0.0;0.0;0.0;0.0;0.0
6449;18 jaar;Gescheiden;1964;0.0;0.0;0.0;0.0;0.0;0.0
6450;18 jaar;Gescheiden;1965;0.0;0.0;0.0;0.0;0.0;0.0
6451;18 jaar;Gescheiden;1966;0.0;0.0;0.0;0.0;0.0;0.0
6452;18 jaar;Gescheiden;1967;0.0;0.0;0.0;0.0;0.0;0.0
6453;18 jaar;Gescheiden;1968;0.0;0.0;0.0;0.0;0.0;0.0
6454;18 jaar;Gescheiden;1969;0.0;0.0;0.0;0.0;0.0;0.0
6455;18 jaar;Gescheiden;1970;0.0;0.0;0.0;0.0;0.0;0.0
6456;18 jaar;Gescheiden;1971;0.0;0.0;0.0;0.0;0.0;0.0
6457;18 jaar;Gescheiden;1972;0.0;0.0;0.0;0.0;0.0;0.0
6458;18 jaar;Gescheiden;1973;0.0;0.0;0.0;0.0;0.0;0.0
6459;18 jaar;Gescheiden;1974;0.0;0.0;0.0;0.0;0.0;0.0
6460;18 jaar;Gescheiden;1975;0.0;0.0;0.0;0.0;0.0;0.0
6461;18 jaar;Gescheiden;1976;0.0;0.0;0.0;0.0;0.0;0.0
6462;18 jaar;Gescheiden;1977;0.0;0.0;0.0;0.0;0.0;0.0
6463;18 jaar;Gescheiden;1978;0.0;0.0;0.0;0.0;0.0;0.0
6464;18 jaar;Gescheiden;1979;0.0;0.0;0.0;0.0;0.0;0.0
6465;18 jaar;Gescheiden;1980;0.0;0.0;0.0;0.0;0.0;0.0
6466;18 jaar;Gescheiden;1981;0.0;0.0;0.0;0.0;0.0;0.0
6467;18 jaar;Gescheiden;1982;0.0;0.0;0.0;0.0;0.0;0.0
6468;18 jaar;Gescheiden;1983;0.0;0.0;0.0;0.0;0.0;0.0
6469;18 jaar;Gescheiden;1984;0.0;0.0;0.0;0.0;0.0;0.0
6470;18 jaar;Gescheiden;1985;0.0;0.0;0.0;0.0;0.0;0.0
6471;18 jaar;Gescheiden;1986;0.0;0.0;0.0;0.0;0.0;0.0
6472;18 jaar;Gescheiden;1987;0.0;0.0;0.0;0.0;0.0;0.0
6473;18 jaar;Gescheiden;1988;0.0;0.0;0.0;0.0;0.0;0.0
6474;18 jaar;Gescheiden;1989;0.0;0.0;0.0;0.0;0.0;0.0
6475;18 jaar;Gescheiden;1990;0.0;0.0;0.0;0.0;0.0;0.0
6476;18 jaar;Gescheiden;1991;0.0;0.0;0.0;0.0;0.0;0.0
6477;18 jaar;Gescheiden;1992;0.0;0.0;0.0;0.0;0.0;0.0
6478;18 jaar;Gescheiden;1993;0.0;0.0;0.0;0.0;0.0;0.0
6479;18 jaar;Gescheiden;1994;0.0;0.0;0.0;0.0;0.0;0.0
6480;18 jaar;Gescheiden;1995;0.0;0.0;0.0;0.0;0.0;0.0
6481;18 jaar;Gescheiden;1996;0.0;0.0;0.0;0.0;0.0;0.0
6482;18 jaar;Gescheiden;1997;0.0;0.0;0.0;0.0;0.0;0.0
6483;18 jaar;Gescheiden;1998;0.0;0.0;0.0;0.0;0.0;0.0
6484;18 jaar;Gescheiden;1999;0.0;0.0;0.0;0.0;0.0;0.0
6485;18 jaar;Gescheiden;2000;0.0;0.0;0.0;0.0;0.0;0.0
6486;18 jaar;Gescheiden;2001;0.0;0.0;0.0;0.0;0.0;0.0
6487;18 jaar;Gescheiden;2002;0.0;0.0;0.0;0.0;0.0;0.0
6488;18 jaar;Gescheiden;2003;0.0;0.0;0.0;0.0;0.0;0.0
6489;18 jaar;Gescheiden;2004;0.0;0.0;0.0;0.0;0.0;0.0
6490;18 jaar;Gescheiden;2005;0.0;0.0;0.0;0.0;0.0;0.0
6491;18 jaar;Gescheiden;2006;0.0;0.0;0.0;0.0;0.0;0.0
6492;18 jaar;Gescheiden;2007;0.0;0.0;0.0;0.0;0.0;0.0
6493;18 jaar;Gescheiden;2008;0.0;0.0;0.0;0.0;0.0;0.0
6494;18 jaar;Gescheiden;2009;0.0;0.0;0.0;0.0;0.0;0.0
6495;18 jaar;Gescheiden;2010;0.0;0.0;0.0;0.0;0.0;0.0
6496;18 jaar;Gescheiden;2011;0.0;0.0;0.0;0.0;0.0;0.0
6497;18 jaar;Gescheiden;2012;0.0;0.0;0.0;0.0;0.0;0.0
6498;18 jaar;Gescheiden;2013;0.0;0.0;0.0;0.0;0.0;0.0
6499;18 jaar;Gescheiden;2014;0.0;0.0;0.0;0.0;0.0;0.0
6500;19 jaar;Totaal overledenen;1950;127.0;0.778;81.0;0.975;46.0;0.573
6501;19 jaar;Totaal overledenen;1951;114.0;0.689;76.0;0.904;38.0;0.467
6502;19 jaar;Totaal overledenen;1952;96.0;0.608;67.0;0.833;29.0;0.374
6503;19 jaar;Totaal overledenen;1953;123.0;0.774;83.0;1.025;40.0;0.514
6504;19 jaar;Totaal overledenen;1954;90.0;0.571;60.0;0.746;30.0;0.389
6505;19 jaar;Totaal overledenen;1955;105.0;0.66;70.0;0.862;35.0;0.449
6506;19 jaar;Totaal overledenen;1956;101.0;0.637;64.0;0.792;37.0;0.476
6507;19 jaar;Totaal overledenen;1957;112.0;0.675;70.0;0.828;42.0;0.516
6508;19 jaar;Totaal overledenen;1958;124.0;0.737;80.0;0.937;44.0;0.531
6509;19 jaar;Totaal overledenen;1959;118.0;0.684;84.0;0.958;34.0;0.4
6510;19 jaar;Totaal overledenen;1960;95.0;0.565;71.0;0.827;24.0;0.292
6511;19 jaar;Totaal overledenen;1961;104.0;0.592;74.0;0.824;30.0;0.35
6512;19 jaar;Totaal overledenen;1962;132.0;0.692;99.0;1.014;33.0;0.354
6513;19 jaar;Totaal overledenen;1963;112.0;0.56;83.0;0.814;29.0;0.296
6514;19 jaar;Totaal overledenen;1964;136.0;0.722;108.0;1.124;28.0;0.304
6515;19 jaar;Totaal overledenen;1965;176.0;0.669;133.0;0.987;43.0;0.335
6516;19 jaar;Totaal overledenen;1966;207.0;0.818;152.0;1.177;55.0;0.444
6517;19 jaar;Totaal overledenen;1967;166.0;0.701;125.0;1.029;41.0;0.355
6518;19 jaar;Totaal overledenen;1968;173.0;0.762;131.0;1.126;42.0;0.379
6519;19 jaar;Totaal overledenen;1969;202.0;0.914;151.0;1.334;51.0;0.473
6520;19 jaar;Totaal overledenen;1970;178.0;0.811;128.0;1.14;50.0;0.467
6521;19 jaar;Totaal overledenen;1971;209.0;0.929;157.0;1.365;52.0;0.473
6522;19 jaar;Totaal overledenen;1972;216.0;0.968;153.0;1.343;63.0;0.576
6523;19 jaar;Totaal overledenen;1973;192.0;0.855;147.0;1.278;45.0;0.41
6524;19 jaar;Totaal overledenen;1974;202.0;0.894;157.0;1.367;45.0;0.406
6525;19 jaar;Totaal overledenen;1975;158.0;0.685;118.0;1.0;40.0;0.355
6526;19 jaar;Totaal overledenen;1976;192.0;0.819;142.0;1.187;50.0;0.436
6527;19 jaar;Totaal overledenen;1977;199.0;0.84;162.0;1.339;37.0;0.319
6528;19 jaar;Totaal overledenen;1978;177.0;0.728;131.0;1.056;46.0;0.386
6529;19 jaar;Totaal overledenen;1979;172.0;0.71;132.0;1.067;40.0;0.338
6530;19 jaar;Totaal overledenen;1980;162.0;0.646;114.0;0.891;48.0;0.39
6531;19 jaar;Totaal overledenen;1981;144.0;0.574;110.0;0.859;34.0;0.277
6532;19 jaar;Totaal overledenen;1982;131.0;0.514;91.0;0.697;40.0;0.321
6533;19 jaar;Totaal overledenen;1983;145.0;0.564;100.0;0.759;45.0;0.359
6534;19 jaar;Totaal overledenen;1984;119.0;0.474;83.0;0.646;36.0;0.294
6535;19 jaar;Totaal overledenen;1985;128.0;0.521;94.0;0.749;34.0;0.283
6536;19 jaar;Totaal overledenen;1986;123.0;0.504;85.0;0.682;38.0;0.319
6537;19 jaar;Totaal overledenen;1987;109.0;0.446;76.0;0.61;33.0;0.275
6538;19 jaar;Totaal overledenen;1988;130.0;0.507;94.0;0.717;36.0;0.287
6539;19 jaar;Totaal overledenen;1989;139.0;0.558;97.0;0.763;42.0;0.344
6540;19 jaar;Totaal overledenen;1990;102.0;0.427;71.0;0.582;31.0;0.265
6541;19 jaar;Totaal overledenen;1991;104.0;0.461;70.0;0.611;34.0;0.306
6542;19 jaar;Totaal overledenen;1992;99.0;0.479;69.0;0.657;30.0;0.295
6543;19 jaar;Totaal overledenen;1993;97.0;0.489;70.0;0.694;27.0;0.278
6544;19 jaar;Totaal overledenen;1994;79.0;0.419;57.0;0.594;22.0;0.237
6545;19 jaar;Totaal overledenen;1995;73.0;0.391;49.0;0.512;24.0;0.264
6546;19 jaar;Totaal overledenen;1996;88.0;0.479;60.0;0.64;28.0;0.312
6547;19 jaar;Totaal overledenen;1997;72.0;0.387;46.0;0.484;26.0;0.286
6548;19 jaar;Totaal overledenen;1998;91.0;0.491;66.0;0.698;25.0;0.275
6549;19 jaar;Totaal overledenen;1999;74.0;0.386;58.0;0.592;16.0;0.171
6550;19 jaar;Totaal overledenen;2000;104.0;0.548;78.0;0.806;26.0;0.279
6551;19 jaar;Totaal overledenen;2001;82.0;0.442;61.0;0.64;21.0;0.232
6552;19 jaar;Totaal overledenen;2002;96.0;0.519;67.0;0.706;29.0;0.322
6553;19 jaar;Totaal overledenen;2003;82.0;0.431;54.0;0.552;28.0;0.303
6554;19 jaar;Totaal overledenen;2004;67.0;0.347;48.0;0.486;19.0;0.201
6555;19 jaar;Totaal overledenen;2005;70.0;0.355;44.0;0.439;26.0;0.269
6556;19 jaar;Totaal overledenen;2006;44.0;0.223;29.0;0.287;15.0;0.156
6557;19 jaar;Totaal overledenen;2007;61.0;0.311;47.0;0.47;14.0;0.146
6558;19 jaar;Totaal overledenen;2008;49.0;0.247;30.0;0.297;19.0;0.195
6559;19 jaar;Totaal overledenen;2009;58.0;0.28;38.0;0.359;20.0;0.198
6560;19 jaar;Totaal overledenen;2010;63.0;0.304;41.0;0.388;22.0;0.217
6561;19 jaar;Totaal overledenen;2011;49.0;0.239;35.0;0.334;14.0;0.14
6562;19 jaar;Totaal overledenen;2012;46.0;0.226;30.0;0.289;16.0;0.161
6563;19 jaar;Totaal overledenen;2013;60.0;0.294;43.0;0.412;17.0;0.17
6564;19 jaar;Totaal overledenen;2014;57.0;0.286;36.0;0.354;21.0;0.215
6565;19 jaar;Ongehuwd;1950;127.0;0.797;81.0;0.98;46.0;0.599
6566;19 jaar;Ongehuwd;1951;113.0;0.701;76.0;0.909;37.0;0.477
6567;19 jaar;Ongehuwd;1952;93.0;0.606;67.0;0.837;26.0;0.353
6568;19 jaar;Ongehuwd;1953;123.0;0.797;83.0;1.03;40.0;0.542
6569;19 jaar;Ongehuwd;1954;87.0;0.567;59.0;0.738;28.0;0.382
6570;19 jaar;Ongehuwd;1955;105.0;0.679;70.0;0.867;35.0;0.473
6571;19 jaar;Ongehuwd;1956;101.0;0.656;64.0;0.797;37.0;0.503
6572;19 jaar;Ongehuwd;1957;111.0;0.69;70.0;0.834;41.0;0.533
6573;19 jaar;Ongehuwd;1958;122.0;0.748;79.0;0.932;43.0;0.549
6574;19 jaar;Ongehuwd;1959;117.0;0.702;84.0;0.966;33.0;0.413
6575;19 jaar;Ongehuwd;1960;93.0;0.575;70.0;0.823;23.0;0.299
6576;19 jaar;Ongehuwd;1961;102.0;0.605;73.0;0.822;29.0;0.363
6577;19 jaar;Ongehuwd;1962;128.0;0.7;99.0;1.026;29.0;0.335
6578;19 jaar;Ongehuwd;1963;109.0;0.57;82.0;0.814;27.0;0.299
6579;19 jaar;Ongehuwd;1964;131.0;0.73;105.0;1.108;26.0;0.307
6580;19 jaar;Ongehuwd;1965;172.0;0.686;131.0;0.985;41.0;0.348
6581;19 jaar;Ongehuwd;1966;202.0;0.842;150.0;1.179;52.0;0.461
6582;19 jaar;Ongehuwd;1967;163.0;0.725;123.0;1.027;40.0;0.38
6583;19 jaar;Ongehuwd;1968;170.0;0.79;130.0;1.135;40.0;0.398
6584;19 jaar;Ongehuwd;1969;194.0;0.929;151.0;1.355;43.0;0.441
6585;19 jaar;Ongehuwd;1970;175.0;0.848;127.0;1.149;48.0;0.501
