ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6;EmployedPersons_7;Jobs_8;EmployedPersonsSeasonalAdjusted_9;JobsSeasonalAdjusted_10
3828;Employees;78 Employment activities;2001 3rd quarter;488.0;460.0;543.0;512.0;125.0;136.0;-18.0;-26.0;-8.0;-9.0
3829;Employees;78 Employment activities;2001 4th quarter;430.0;451.0;478.0;499.0;147.0;143.0;-19.0;-26.0;-9.0;-12.0
3830;Employees;78 Employment activities;2001;463.0;;515.0;;553.0;;-13.0;-20.0;;
3831;Employees;78 Employment activities;2002 1st quarter;427.0;446.0;468.0;491.0;136.0;132.0;-27.0;-37.0;-5.0;-8.0
3832;Employees;78 Employment activities;2002 2nd quarter;452.0;441.0;496.0;484.0;126.0;130.0;-29.0;-39.0;-5.0;-8.0
3833;Employees;78 Employment activities;2002 3rd quarter;464.0;436.0;510.0;479.0;120.0;130.0;-23.0;-33.0;-4.0;-5.0
3834;Employees;78 Employment activities;2002 4th quarter;414.0;432.0;454.0;472.0;139.0;133.0;-16.0;-24.0;-4.0;-6.0
3835;Employees;78 Employment activities;2002;439.0;;482.0;;521.0;;-24.0;-33.0;;
3836;Employees;78 Employment activities;2003 1st quarter;402.0;421.0;434.0;458.0;128.0;124.0;-25.0;-34.0;-11.0;-14.0
3837;Employees;78 Employment activities;2003 2nd quarter;425.0;415.0;460.0;449.0;117.0;122.0;-27.0;-36.0;-6.0;-9.0
3838;Employees;78 Employment activities;2003 3rd quarter;435.0;407.0;470.0;439.0;111.0;121.0;-30.0;-39.0;-9.0;-10.0
3839;Employees;78 Employment activities;2003 4th quarter;395.0;411.0;428.0;444.0;129.0;124.0;-18.0;-26.0;5.0;5.0
3840;Employees;78 Employment activities;2003;414.0;;448.0;;486.0;;-25.0;-34.0;;
3841;Employees;78 Employment activities;2004 1st quarter;360.0;380.0;405.0;429.0;128.0;121.0;-42.0;-30.0;-31.0;-15.0
3842;Employees;78 Employment activities;2004 2nd quarter;402.0;395.0;452.0;444.0;117.0;123.0;-23.0;-7.0;15.0;15.0
3843;Employees;78 Employment activities;2004 3rd quarter;434.0;406.0;488.0;457.0;114.0;125.0;0.0;18.0;11.0;13.0
3844;Employees;78 Employment activities;2004 4th quarter;402.0;415.0;452.0;466.0;137.0;128.0;7.0;25.0;10.0;10.0
3845;Employees;78 Employment activities;2004;400.0;;449.0;;497.0;;-15.0;2.0;;
3846;Employees;78 Employment activities;2005 1st quarter;416.0;438.0;468.0;492.0;141.0;134.0;56.0;63.0;23.0;26.0
3847;Employees;78 Employment activities;2005 2nd quarter;456.0;450.0;513.0;507.0;133.0;137.0;54.0;60.0;13.0;14.0
3848;Employees;78 Employment activities;2005 3rd quarter;486.0;457.0;546.0;514.0;128.0;139.0;51.0;58.0;6.0;8.0
3849;Employees;78 Employment activities;2005 4th quarter;454.0;463.0;510.0;521.0;149.0;143.0;51.0;58.0;6.0;6.0
3850;Employees;78 Employment activities;2005;453.0;;509.0;;551.0;;53.0;60.0;;
3851;Employees;78 Employment activities;2006 1st quarter;458.0;482.0;515.0;541.0;163.0;151.0;42.0;47.0;20.0;20.0
3852;Employees;78 Employment activities;2006 2nd quarter;504.0;501.0;566.0;564.0;147.0;154.0;48.0;54.0;19.0;23.0
3853;Employees;78 Employment activities;2006 3rd quarter;553.0;524.0;622.0;590.0;146.0;160.0;68.0;76.0;23.0;27.0
3854;Employees;78 Employment activities;2006 4th quarter;549.0;553.0;617.0;623.0;171.0;165.0;95.0;107.0;29.0;33.0
3855;Employees;78 Employment activities;2006;516.0;;581.0;;626.0;;63.0;71.0;;
3856;Employees;78 Employment activities;2007 1st quarter;525.0;553.0;590.0;619.0;182.0;173.0;67.0;75.0;-1.0;-5.0
3857;Employees;78 Employment activities;2007 2nd quarter;572.0;572.0;643.0;643.0;165.0;175.0;69.0;77.0;19.0;25.0
3858;Employees;78 Employment activities;2007 3rd quarter;613.0;583.0;689.0;657.0;163.0;177.0;59.0;67.0;11.0;14.0
3859;Employees;78 Employment activities;2007 4th quarter;596.0;597.0;671.0;672.0;191.0;180.0;47.0;53.0;14.0;15.0
3860;Employees;78 Employment activities;2007;577.0;;649.0;;701.0;;61.0;68.0;;
3861;Employees;78 Employment activities;2008 1st quarter;565.0;595.0;636.0;666.0;194.0;192.0;40.0;45.0;-2.0;-6.0
3862;Employees;78 Employment activities;2008 2nd quarter;593.0;594.0;667.0;668.0;176.0;184.0;21.0;24.0;-1.0;2.0
3863;Employees;78 Employment activities;2008 3rd quarter;622.0;590.0;699.0;666.0;173.0;182.0;9.0;10.0;-4.0;-2.0
3864;Employees;78 Employment activities;2008 4th quarter;575.0;574.0;647.0;646.0;195.0;181.0;-21.0;-24.0;-16.0;-20.0
3865;Employees;78 Employment activities;2008;589.0;;662.0;;737.0;;12.0;13.0;;
3866;Employees;78 Employment activities;2009 1st quarter;526.0;557.0;591.0;624.0;171.0;175.0;-40.0;-44.0;-17.0;-22.0
3867;Employees;78 Employment activities;2009 2nd quarter;527.0;528.0;593.0;594.0;148.0;156.0;-66.0;-74.0;-29.0;-30.0
3868;Employees;78 Employment activities;2009 3rd quarter;544.0;512.0;611.0;579.0;147.0;151.0;-78.0;-87.0;-17.0;-15.0
3869;Employees;78 Employment activities;2009 4th quarter;514.0;512.0;577.0;576.0;167.0;153.0;-62.0;-69.0;1.0;-3.0
3870;Employees;78 Employment activities;2009;528.0;;593.0;;633.0;;-61.0;-69.0;;
3871;Employees;78 Employment activities;2010 1st quarter;448.0;476.0;501.0;532.0;143.0;146.0;-78.0;-91.0;-37.0;-44.0
3872;Employees;78 Employment activities;2010 2nd quarter;497.0;498.0;560.0;560.0;147.0;159.0;-31.0;-33.0;22.0;28.0
3873;Employees;78 Employment activities;2010 3rd quarter;534.0;505.0;600.0;568.0;164.0;165.0;-10.0;-12.0;7.0;8.0
3874;Employees;78 Employment activities;2010 4th quarter;512.0;510.0;576.0;574.0;177.0;163.0;-1.0;-1.0;5.0;6.0
3875;Employees;78 Employment activities;2010;498.0;;559.0;;631.0;;-30.0;-34.0;;
3876;Employees;78 Employment activities;2011 1st quarter;482.0;514.0;543.0;579.0;159.0;163.0;34.0;42.0;4.0;5.0
3877;Employees;78 Employment activities;2011 2nd quarter;526.0;525.0;595.0;591.0;160.0;167.0;29.0;35.0;10.0;12.0
3878;Employees;78 Employment activities;2011 3rd quarter;551.0;521.0;617.0;584.0;169.0;168.0;17.0;17.0;-4.0;-7.0
3879;Employees;78 Employment activities;2011 4th quarter;508.0;506.0;568.0;567.0;176.0;167.0;-4.0;-8.0;-15.0;-18.0
3880;Employees;78 Employment activities;2011;517.0;;581.0;;664.0;;19.0;21.0;;
3881;Employees;78 Employment activities;2012 1st quarter;478.0;512.0;537.0;575.0;158.0;163.0;-3.0;-5.0;6.0;9.0
3882;Employees;78 Employment activities;2012 2nd quarter;516.0;514.0;582.0;576.0;158.0;165.0;-10.0;-13.0;2.0;1.0
3883;Employees;78 Employment activities;2012 3rd quarter;538.0;510.0;602.0;571.0;165.0;166.0;-13.0;-15.0;-4.0;-6.0
3884;Employees;78 Employment activities;2012 4th quarter;506.0;504.0;565.0;563.0;167.0;159.0;-2.0;-3.0;-6.0;-8.0
3885;Employees;78 Employment activities;2012;510.0;;571.0;;649.0;;-7.0;-9.0;;
3886;Employees;78 Employment activities;2013 1st quarter;473.0;507.0;529.0;567.0;155.0;164.0;-5.0;-9.0;3.0;4.0
3887;Employees;78 Employment activities;2013 2nd quarter;512.0;508.0;576.0;570.0;158.0;165.0;-5.0;-6.0;2.0;2.0
3888;Employees;78 Employment activities;2013 3rd quarter;540.0;513.0;603.0;573.0;165.0;165.0;2.0;1.0;4.0;4.0
3889;Employees;78 Employment activities;2013 4th quarter;525.0;521.0;586.0;581.0;178.0;169.0;19.0;21.0;8.0;8.0
3890;Employees;78 Employment activities;2013;513.0;;574.0;;657.0;;3.0;2.0;;
3891;Employees;78 Employment activities;2014 1st quarter;484.0;518.0;535.0;575.0;164.0;173.0;11.0;7.0;-3.0;-6.0
3892;Employees;78 Employment activities;2014 2nd quarter;533.0;530.0;595.0;589.0;168.0;173.0;21.0;19.0;12.0;14.0
3893;Employees;78 Employment activities;2014 3rd quarter;571.0;543.0;634.0;604.0;180.0;181.0;31.0;31.0;13.0;15.0
3894;Employees;78 Employment activities;2014 4th quarter;562.0;556.0;626.0;620.0;194.0;184.0;37.0;41.0;13.0;15.0
3895;Employees;78 Employment activities;2014;538.0;;598.0;;706.0;;25.0;25.0;;
3896;Employees;78 Employment activities;2015 1st quarter;532.0;569.0;589.0;633.0;180.0;189.0;48.0;54.0;13.0;14.0
3897;Employees;78 Employment activities;2015 2nd quarter;589.0;586.0;660.0;653.0;185.0;194.0;56.0;64.0;17.0;20.0
3898;Employees;78 Employment activities;2015 3rd quarter;629.0;600.0;699.0;668.0;196.0;199.0;58.0;65.0;14.0;15.0
3899;Employees;78 Employment activities;2015 4th quarter;623.0;616.0;693.0;684.0;220.0;205.0;61.0;67.0;15.0;16.0
3900;Employees;78 Employment activities;2015;594.0;;661.0;;781.0;;56.0;62.0;;
3901;Employees;78 Employment activities;2016 1st quarter;580.0;619.0;638.0;684.0;195.0;206.0;48.0;49.0;4.0;0.0
3902;Employees;78 Employment activities;2016 2nd quarter;642.0;639.0;714.0;709.0;210.0;214.0;52.0;55.0;19.0;25.0
3903;Employees;78 Employment activities;2016 3rd quarter;681.0;652.0;754.0;723.0;212.0;215.0;52.0;56.0;13.0;14.0
3904;Employees;78 Employment activities;2016 4th quarter;674.0;665.0;746.0;735.0;238.0;225.0;51.0;53.0;13.0;12.0
3905;Employees;78 Employment activities;2016;644.0;;713.0;;855.0;;51.0;53.0;;
3906;Employees;78 Employment activities;2017 1st quarter;641.0;682.0;708.0;756.0;222.0;230.0;61.0;70.0;17.0;21.0
3907;Employees;78 Employment activities;2017 2nd quarter;698.0;697.0;776.0;772.0;231.0;238.0;57.0;62.0;15.0;16.0
3908;Employees;78 Employment activities;2017 3rd quarter;741.0;711.0;822.0;789.0;237.0;244.0;60.0;68.0;14.0;17.0
3909;Employees;78 Employment activities;2017 4th quarter;738.0;726.0;822.0;808.0;259.0;248.0;64.0;77.0;15.0;19.0
3910;Employees;78 Employment activities;2017;705.0;;783.0;;950.0;;61.0;69.0;;
3911;Employees;78 Employment activities;2018 1st quarter;698.0;742.0;771.0;821.0;241.0;250.0;57.0;62.0;16.0;13.0
3912;Employees;78 Employment activities;2018 2nd quarter;744.0;744.0;824.0;823.0;246.0;254.0;46.0;49.0;2.0;2.0
3913;Employees;78 Employment activities;2018 3rd quarter;778.0;747.0;859.0;825.0;251.0;258.0;37.0;37.0;3.0;2.0
3914;Employees;78 Employment activities;2018 4th quarter;767.0;752.0;851.0;834.0;267.0;255.0;29.0;29.0;6.0;9.0
3915;Employees;78 Employment activities;2018;747.0;;827.0;;1005.0;;42.0;44.0;;
3916;Employees;78 Employment activities;2019 1st quarter;713.0;760.0;785.0;838.0;247.0;256.0;15.0;15.0;8.0;5.0
3917;Employees;78 Employment activities;2019 2nd quarter;749.0;748.0;827.0;827.0;247.0;252.0;4.0;3.0;-13.0;-11.0
3918;Employees;78 Employment activities;2019 3rd quarter;768.0;738.0;846.0;813.0;246.0;249.0;-10.0;-13.0;-10.0;-14.0
3919;Employees;78 Employment activities;2019 4th quarter;744.0;728.0;822.0;804.0;259.0;249.0;-23.0;-29.0;-10.0;-9.0
3920;Employees;78 Employment activities;2019;744.0;;820.0;;999.0;;-3.0;-6.0;;
3921;Employees;78 Employment activities;2020 1st quarter;656.0;704.0;718.0;768.0;222.0;227.0;-57.0;-68.0;-24.0;-36.0
3922;Employees;78 Employment activities;2020 2nd quarter;602.0;599.0;648.0;647.0;208.0;218.0;-147.0;-179.0;-105.0;-121.0
3923;Employees;78 Employment activities;2020 3rd quarter;642.0;617.0;695.0;669.0;201.0;218.0;-127.0;-151.0;19.0;22.0
3924;Employees;78 Employment activities;2020 4th quarter;642.0;628.0;697.0;682.0;238.0;221.0;-102.0;-125.0;11.0;13.0
3925;Employees;78 Employment activities;2020;635.0;;690.0;;869.0;;-108.0;-131.0;;
3926;Employees;78 Employment activities;2021 1st quarter;596.0;641.0;652.0;697.0;223.0;225.0;-60.0;-66.0;13.0;16.0
3927;Employees;78 Employment activities;2021 2nd quarter;680.0;673.0;733.0;729.0;234.0;236.0;78.0;85.0;32.0;31.0
3928;Employees;78 Employment activities;2021 3rd quarter;716.0;692.0;777.0;750.0;218.0;236.0;74.0;81.0;19.0;21.0
3929;Employees;78 Employment activities;2021 4th quarter;708.0;692.0;769.0;752.0;255.0;235.0;66.0;72.0;1.0;2.0
3930;Employees;78 Employment activities;2021;675.0;;733.0;;930.0;;40.0;44.0;;
3931;Employees;78 Employment activities;2022 1st quarter;682.0;732.0;747.0;796.0;247.0;246.0;86.0;95.0;39.0;43.0
3932;Employees;78 Employment activities;2022 2nd quarter;731.0;721.0;788.0;782.0;239.0;242.0;51.0;55.0;-11.0;-14.0
3933;Employees;78 Employment activities;2022 3rd quarter;726.0;705.0;787.0;765.0;223.0;240.0;10.0;11.0;-16.0;-17.0
3934;Employees;78 Employment activities;2022 4th quarter;711.0;697.0;773.0;757.0;252.0;238.0;4.0;4.0;-8.0;-8.0
3935;Employees;78 Employment activities;2022;713.0;;774.0;;960.0;;37.0;41.0;;
3936;Employees;78 Employment activities;2023 1st quarter;636.0;680.0;696.0;739.0;237.0;233.0;-46.0;-50.0;-17.0;-18.0
3937;Employees;78 Employment activities;2023 2nd quarter;673.0;663.0;725.0;719.0;226.0;229.0;-58.0;-63.0;-17.0;-19.0
3938;Employees;78 Employment activities;2023 3rd quarter;668.0;651.0;725.0;707.0;209.0;228.0;-57.0;-62.0;-11.0;-12.0
3939;Employees;78 Employment activities;2023 4th quarter;660.0;647.0;717.0;702.0;233.0;223.0;-51.0;-56.0;-5.0;-5.0
3940;Employees;78 Employment activities;2023;660.0;;716.0;;905.0;;-53.0;-58.0;;
3941;Employees;78 Employment activities;2024 1st quarter;605.0;644.0;662.0;700.0;219.0;219.0;-31.0;-34.0;-2.0;-3.0
3942;Employees;O-Q Government and care;1995 1st quarter;1558.0;1569.0;1679.0;1691.0;537.0;514.0;;;;
3943;Employees;O-Q Government and care;1995 2nd quarter;1580.0;1581.0;1702.0;1703.0;494.0;521.0;;;12.0;13.0
3944;Employees;O-Q Government and care;1995 3rd quarter;1598.0;1590.0;1721.0;1713.0;492.0;532.0;;;10.0;10.0
3945;Employees;O-Q Government and care;1995 4th quarter;1602.0;1599.0;1726.0;1721.0;582.0;558.0;;;9.0;9.0
3946;Employees;O-Q Government and care;1995;1585.0;;1707.0;;2106.0;;;;;
3947;Employees;O-Q Government and care;1996 1st quarter;1575.0;1585.0;1703.0;1715.0;544.0;527.0;17.0;24.0;-14.0;-7.0
3948;Employees;O-Q Government and care;1996 2nd quarter;1591.0;1591.0;1720.0;1721.0;498.0;525.0;11.0;18.0;6.0;7.0
3949;Employees;O-Q Government and care;1996 3rd quarter;1605.0;1597.0;1735.0;1727.0;495.0;527.0;7.0;14.0;6.0;5.0
3950;Employees;O-Q Government and care;1996 4th quarter;1606.0;1604.0;1737.0;1732.0;584.0;555.0;4.0;11.0;7.0;6.0
3951;Employees;O-Q Government and care;1996;1594.0;;1724.0;;2121.0;;9.0;17.0;;
3952;Employees;O-Q Government and care;1997 1st quarter;1601.0;1610.0;1724.0;1735.0;548.0;545.0;26.0;21.0;7.0;2.0
3953;Employees;O-Q Government and care;1997 2nd quarter;1619.0;1619.0;1743.0;1744.0;528.0;548.0;28.0;23.0;9.0;9.0
3954;Employees;O-Q Government and care;1997 3rd quarter;1636.0;1629.0;1761.0;1753.0;512.0;543.0;32.0;26.0;10.0;10.0
3955;Employees;O-Q Government and care;1997 4th quarter;1643.0;1641.0;1769.0;1765.0;561.0;538.0;37.0;32.0;12.0;12.0
3956;Employees;O-Q Government and care;1997;1625.0;;1749.0;;2150.0;;31.0;25.0;;
3957;Employees;O-Q Government and care;1998 1st quarter;1641.0;1649.0;1775.0;1786.0;559.0;547.0;39.0;52.0;8.0;21.0
3958;Employees;O-Q Government and care;1998 2nd quarter;1658.0;1658.0;1794.0;1795.0;522.0;548.0;39.0;51.0;9.0;9.0
3959;Employees;O-Q Government and care;1998 3rd quarter;1673.0;1667.0;1811.0;1803.0;521.0;551.0;37.0;50.0;9.0;8.0
3960;Employees;O-Q Government and care;1998 4th quarter;1679.0;1678.0;1817.0;1814.0;572.0;544.0;36.0;49.0;11.0;11.0
3961;Employees;O-Q Government and care;1998;1663.0;;1800.0;;2174.0;;38.0;50.0;;
3962;Employees;O-Q Government and care;1999 1st quarter;1687.0;1695.0;1810.0;1820.0;561.0;548.0;47.0;35.0;17.0;6.0
3963;Employees;O-Q Government and care;1999 2nd quarter;1705.0;1704.0;1829.0;1830.0;529.0;554.0;48.0;35.0;10.0;10.0
3964;Employees;O-Q Government and care;1999 3rd quarter;1719.0;1713.0;1845.0;1838.0;526.0;557.0;46.0;34.0;9.0;8.0
3965;Employees;O-Q Government and care;1999 4th quarter;1725.0;1725.0;1852.0;1849.0;598.0;563.0;47.0;34.0;12.0;11.0
3966;Employees;O-Q Government and care;1999;1709.0;;1834.0;;2214.0;;47.0;35.0;;
3967;Employees;O-Q Government and care;2000 1st quarter;1714.0;1720.0;1837.0;1846.0;589.0;559.0;27.0;27.0;-5.0;-2.0
3968;Employees;O-Q Government and care;2000 2nd quarter;1735.0;1734.0;1859.0;1859.0;545.0;572.0;30.0;30.0;13.0;13.0
3969;Employees;O-Q Government and care;2000 3rd quarter;1756.0;1751.0;1882.0;1875.0;523.0;560.0;37.0;37.0;17.0;16.0
3970;Employees;O-Q Government and care;2000 4th quarter;1770.0;1771.0;1897.0;1895.0;578.0;566.0;44.0;45.0;20.0;20.0
3971;Employees;O-Q Government and care;2000;1744.0;;1869.0;;2235.0;;35.0;35.0;;
3972;Employees;O-Q Government and care;2001 1st quarter;1771.0;1777.0;1895.0;1905.0;599.0;576.0;57.0;59.0;7.0;10.0
3973;Employees;O-Q Government and care;2001 2nd quarter;1801.0;1799.0;1928.0;1926.0;555.0;584.0;66.0;68.0;22.0;22.0
3974;Employees;O-Q Government and care;2001 3rd quarter;1827.0;1822.0;1955.0;1949.0;552.0;590.0;71.0;73.0;22.0;22.0
3975;Employees;O-Q Government and care;2001 4th quarter;1845.0;1846.0;1974.0;1974.0;617.0;597.0;75.0;77.0;25.0;25.0
3976;Employees;O-Q Government and care;2001;1811.0;;1938.0;;2323.0;;67.0;70.0;;
3977;Employees;O-Q Government and care;2002 1st quarter;1861.0;1866.0;1997.0;2005.0;622.0;605.0;89.0;101.0;20.0;31.0
3978;Employees;O-Q Government and care;2002 2nd quarter;1888.0;1886.0;2026.0;2024.0;581.0;613.0;87.0;98.0;20.0;19.0
3979;Employees;O-Q Government and care;2002 3rd quarter;1912.0;1907.0;2051.0;2045.0;590.0;621.0;85.0;96.0;21.0;22.0
3980;Employees;O-Q Government and care;2002 4th quarter;1927.0;1929.0;2067.0;2067.0;649.0;626.0;82.0;93.0;22.0;22.0
3981;Employees;O-Q Government and care;2002;1897.0;;2035.0;;2441.0;;86.0;97.0;;
3982;Employees;O-Q Government and care;2003 1st quarter;1950.0;1955.0;2091.0;2098.0;654.0;637.0;90.0;94.0;25.0;31.0
3983;Employees;O-Q Government and care;2003 2nd quarter;1973.0;1971.0;2115.0;2112.0;607.0;643.0;85.0;90.0;16.0;14.0
3984;Employees;O-Q Government and care;2003 3rd quarter;1981.0;1977.0;2123.0;2119.0;614.0;644.0;69.0;72.0;6.0;7.0
3985;Employees;O-Q Government and care;2003 4th quarter;1978.0;1980.0;2121.0;2121.0;665.0;640.0;51.0;54.0;3.0;2.0
3986;Employees;O-Q Government and care;2003;1971.0;;2113.0;;2540.0;;74.0;77.0;;
3987;Employees;O-Q Government and care;2004 1st quarter;1972.0;1976.0;2104.0;2111.0;658.0;633.0;21.0;14.0;-4.0;-9.0
3988;Employees;O-Q Government and care;2004 2nd quarter;1984.0;1981.0;2117.0;2113.0;597.0;635.0;10.0;2.0;5.0;2.0
3989;Employees;O-Q Government and care;2004 3rd quarter;1988.0;1987.0;2121.0;2119.0;606.0;635.0;7.0;-2.0;6.0;6.0
3990;Employees;O-Q Government and care;2004 4th quarter;1984.0;1984.0;2117.0;2116.0;676.0;632.0;6.0;-4.0;-2.0;-3.0
3991;Employees;O-Q Government and care;2004;1982.0;;2115.0;;2537.0;;11.0;2.0;;
3992;Employees;O-Q Government and care;2005 1st quarter;1976.0;1979.0;2109.0;2115.0;642.0;627.0;4.0;5.0;-5.0;-1.0
3993;Employees;O-Q Government and care;2005 2nd quarter;1993.0;1989.0;2127.0;2122.0;603.0;627.0;9.0;10.0;10.0;7.0
3994;Employees;O-Q Government and care;2005 3rd quarter;1997.0;1999.0;2131.0;2132.0;607.0;635.0;9.0;10.0;10.0;10.0
3995;Employees;O-Q Government and care;2005 4th quarter;2002.0;2002.0;2137.0;2135.0;663.0;636.0;18.0;20.0;3.0;3.0
3996;Employees;O-Q Government and care;2005;1992.0;;2126.0;;2514.0;;10.0;11.0;;
3997;Employees;O-Q Government and care;2006 1st quarter;1993.0;1995.0;2127.0;2131.0;665.0;632.0;18.0;18.0;-7.0;-4.0
3998;Employees;O-Q Government and care;2006 2nd quarter;2003.0;1998.0;2138.0;2132.0;596.0;629.0;11.0;11.0;3.0;1.0
3999;Employees;O-Q Government and care;2006 3rd quarter;1996.0;2002.0;2131.0;2136.0;598.0;634.0;-1.0;0.0;4.0;4.0
4000;Employees;O-Q Government and care;2006 4th quarter;2025.0;2024.0;2162.0;2160.0;658.0;640.0;23.0;25.0;22.0;24.0
4001;Employees;O-Q Government and care;2006;2004.0;;2140.0;;2517.0;;13.0;14.0;;
4002;Employees;O-Q Government and care;2007 1st quarter;2026.0;2026.0;2163.0;2164.0;665.0;640.0;33.0;36.0;2.0;4.0
4003;Employees;O-Q Government and care;2007 2nd quarter;2041.0;2035.0;2179.0;2172.0;603.0;645.0;38.0;41.0;9.0;8.0
4004;Employees;O-Q Government and care;2007 3rd quarter;2035.0;2044.0;2173.0;2182.0;608.0;645.0;39.0;42.0;9.0;11.0
4005;Employees;O-Q Government and care;2007 4th quarter;2049.0;2049.0;2188.0;2187.0;670.0;644.0;24.0;27.0;5.0;5.0
4006;Employees;O-Q Government and care;2007;2038.0;;2176.0;;2546.0;;33.0;36.0;;
4007;Employees;O-Q Government and care;2008 1st quarter;2076.0;2073.0;2215.0;2213.0;674.0;655.0;49.0;52.0;24.0;25.0
4008;Employees;O-Q Government and care;2008 2nd quarter;2085.0;2078.0;2225.0;2216.0;624.0;659.0;44.0;46.0;6.0;3.0
4009;Employees;O-Q Government and care;2008 3rd quarter;2071.0;2082.0;2210.0;2223.0;628.0;658.0;36.0;37.0;3.0;7.0
4010;Employees;O-Q Government and care;2008 4th quarter;2091.0;2090.0;2232.0;2232.0;684.0;658.0;42.0;44.0;9.0;9.0
4011;Employees;O-Q Government and care;2008;2081.0;;2221.0;;2610.0;;43.0;45.0;;
4012;Employees;O-Q Government and care;2009 1st quarter;2103.0;2099.0;2244.0;2239.0;685.0;663.0;28.0;28.0;8.0;7.0
4013;Employees;O-Q Government and care;2009 2nd quarter;2128.0;2121.0;2270.0;2260.0;627.0;673.0;43.0;45.0;23.0;21.0
4014;Employees;O-Q Government and care;2009 3rd quarter;2120.0;2133.0;2261.0;2278.0;647.0;681.0;49.0;52.0;11.0;18.0
4015;Employees;O-Q Government and care;2009 4th quarter;2158.0;2157.0;2304.0;2303.0;716.0;678.0;68.0;72.0;24.0;25.0
4016;Employees;O-Q Government and care;2009;2127.0;;2270.0;;2676.0;;47.0;49.0;;
4017;Employees;O-Q Government and care;2010 1st quarter;2187.0;2181.0;2334.0;2327.0;704.0;680.0;84.0;90.0;24.0;24.0
4018;Employees;O-Q Government and care;2010 2nd quarter;2199.0;2195.0;2353.0;2342.0;621.0;675.0;72.0;83.0;14.0;15.0
4019;Employees;O-Q Government and care;2010 3rd quarter;2192.0;2206.0;2332.0;2352.0;646.0;683.0;72.0;71.0;12.0;10.0
4020;Employees;O-Q Government and care;2010 4th quarter;2215.0;2211.0;2361.0;2358.0;749.0;700.0;57.0;57.0;5.0;5.0
4021;Employees;O-Q Government and care;2010;2199.0;;2345.0;;2719.0;;71.0;75.0;;
4022;Employees;O-Q Government and care;2011 1st quarter;2215.0;2209.0;2372.0;2365.0;719.0;686.0;28.0;38.0;-2.0;7.0
4023;Employees;O-Q Government and care;2011 2nd quarter;2215.0;2212.0;2378.0;2367.0;634.0;673.0;16.0;25.0;2.0;2.0
4024;Employees;O-Q Government and care;2011 3rd quarter;2199.0;2213.0;2345.0;2368.0;646.0;686.0;6.0;13.0;2.0;0.0
4025;Employees;O-Q Government and care;2011 4th quarter;2220.0;2214.0;2376.0;2370.0;724.0;692.0;5.0;15.0;0.0;2.0
4026;Employees;O-Q Government and care;2011;2212.0;;2368.0;;2724.0;;13.0;23.0;;
4027;Employees;O-Q Government and care;2012 1st quarter;2212.0;2208.0;2370.0;2364.0;731.0;688.0;-3.0;-1.0;-6.0;-6.0
4028;Employees;O-Q Government and care;2012 2nd quarter;2209.0;2206.0;2371.0;2361.0;638.0;684.0;-6.0;-7.0;-2.0;-3.0
4029;Employees;O-Q Government and care;2012 3rd quarter;2190.0;2205.0;2335.0;2360.0;630.0;680.0;-8.0;-10.0;-1.0;-1.0
4030;Employees;O-Q Government and care;2012 4th quarter;2210.0;2201.0;2363.0;2355.0;708.0;678.0;-10.0;-13.0;-4.0;-5.0
4031;Employees;O-Q Government and care;2012;2205.0;;2360.0;;2707.0;;-7.0;-8.0;;
4032;Employees;O-Q Government and care;2013 1st quarter;2200.0;2197.0;2354.0;2348.0;706.0;681.0;-12.0;-16.0;-4.0;-7.0
4033;Employees;O-Q Government and care;2013 2nd quarter;2192.0;2189.0;2348.0;2338.0;642.0;685.0;-17.0;-24.0;-8.0;-10.0
4034;Employees;O-Q Government and care;2013 3rd quarter;2162.0;2177.0;2298.0;2323.0;631.0;675.0;-28.0;-37.0;-12.0;-14.0
4035;Employees;O-Q Government and care;2013 4th quarter;2178.0;2168.0;2324.0;2314.0;707.0;676.0;-32.0;-39.0;-10.0;-9.0
4036;Employees;O-Q Government and care;2013;2183.0;;2331.0;;2686.0;;-22.0;-29.0;;
4037;Employees;O-Q Government and care;2014 1st quarter;2158.0;2156.0;2311.0;2305.0;704.0;679.0;-42.0;-43.0;-12.0;-9.0
4038;Employees;O-Q Government and care;2014 2nd quarter;2149.0;2147.0;2305.0;2295.0;631.0;663.0;-43.0;-43.0;-9.0;-10.0
4039;Employees;O-Q Government and care;2014 3rd quarter;2123.0;2138.0;2262.0;2287.0;633.0;678.0;-39.0;-36.0;-9.0;-8.0
4040;Employees;O-Q Government and care;2014 4th quarter;2143.0;2132.0;2291.0;2281.0;699.0;669.0;-35.0;-32.0;-6.0;-6.0
4041;Employees;O-Q Government and care;2014;2143.0;;2292.0;;2666.0;;-40.0;-39.0;;
4042;Employees;O-Q Government and care;2015 1st quarter;2126.0;2125.0;2279.0;2274.0;691.0;667.0;-32.0;-32.0;-7.0;-7.0
4043;Employees;O-Q Government and care;2015 2nd quarter;2121.0;2119.0;2275.0;2266.0;616.0;661.0;-28.0;-29.0;-6.0;-7.0
4044;Employees;O-Q Government and care;2015 3rd quarter;2101.0;2116.0;2238.0;2263.0;616.0;662.0;-22.0;-24.0;-3.0;-3.0
