ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6;EmployedPersons_7;Jobs_8;EmployedPersonsSeasonalAdjusted_9;JobsSeasonalAdjusted_10
4045;Employees;O-Q Government and care;2015 4th quarter;2125.0;2114.0;2272.0;2261.0;707.0;668.0;-18.0;-19.0;-2.0;-2.0
4046;Employees;O-Q Government and care;2015;2118.0;;2266.0;;2629.0;;-25.0;-26.0;;
4047;Employees;O-Q Government and care;2016 1st quarter;2109.0;2108.0;2259.0;2254.0;686.0;664.0;-17.0;-20.0;-6.0;-7.0
4048;Employees;O-Q Government and care;2016 2nd quarter;2113.0;2111.0;2266.0;2257.0;644.0;672.0;-8.0;-9.0;3.0;3.0
4049;Employees;O-Q Government and care;2016 3rd quarter;2103.0;2117.0;2238.0;2263.0;617.0;664.0;2.0;0.0;6.0;6.0
4050;Employees;O-Q Government and care;2016 4th quarter;2136.0;2125.0;2282.0;2272.0;699.0;671.0;11.0;11.0;8.0;9.0
4051;Employees;O-Q Government and care;2016;2115.0;;2261.0;;2647.0;;-3.0;-5.0;;
4052;Employees;O-Q Government and care;2017 1st quarter;2137.0;2136.0;2287.0;2282.0;715.0;675.0;28.0;28.0;11.0;10.0
4053;Employees;O-Q Government and care;2017 2nd quarter;2147.0;2145.0;2301.0;2291.0;644.0;679.0;34.0;35.0;9.0;10.0
4054;Employees;O-Q Government and care;2017 3rd quarter;2139.0;2153.0;2275.0;2301.0;623.0;678.0;36.0;37.0;8.0;9.0
4055;Employees;O-Q Government and care;2017 4th quarter;2174.0;2164.0;2323.0;2313.0;694.0;676.0;38.0;41.0;11.0;13.0
4056;Employees;O-Q Government and care;2017;2149.0;;2297.0;;2676.0;;34.0;35.0;;
4057;Employees;O-Q Government and care;2018 1st quarter;2175.0;2173.0;2329.0;2322.0;716.0;684.0;38.0;41.0;9.0;9.0
4058;Employees;O-Q Government and care;2018 2nd quarter;2189.0;2186.0;2345.0;2335.0;654.0;687.0;42.0;44.0;13.0;12.0
4059;Employees;O-Q Government and care;2018 3rd quarter;2188.0;2203.0;2326.0;2352.0;638.0;693.0;50.0;50.0;17.0;17.0
4060;Employees;O-Q Government and care;2018 4th quarter;2228.0;2218.0;2374.0;2365.0;727.0;702.0;53.0;51.0;15.0;14.0
4061;Employees;O-Q Government and care;2018;2195.0;;2343.0;;2735.0;;46.0;47.0;;
4062;Employees;O-Q Government and care;2019 1st quarter;2240.0;2238.0;2394.0;2387.0;729.0;705.0;65.0;65.0;20.0;22.0
4063;Employees;O-Q Government and care;2019 2nd quarter;2262.0;2258.0;2417.0;2406.0;684.0;709.0;73.0;72.0;20.0;19.0
4064;Employees;O-Q Government and care;2019 3rd quarter;2260.0;2275.0;2397.0;2425.0;675.0;724.0;72.0;71.0;17.0;19.0
4065;Employees;O-Q Government and care;2019 4th quarter;2301.0;2291.0;2450.0;2441.0;745.0;721.0;73.0;76.0;16.0;17.0
4066;Employees;O-Q Government and care;2019;2266.0;;2415.0;;2833.0;;71.0;71.0;;
4067;Employees;O-Q Government and care;2020 1st quarter;2313.0;2310.0;2467.0;2459.0;719.0;686.0;73.0;73.0;19.0;18.0
4068;Employees;O-Q Government and care;2020 2nd quarter;2317.0;2313.0;2453.0;2441.0;715.0;758.0;55.0;36.0;3.0;-18.0
4069;Employees;O-Q Government and care;2020 3rd quarter;2322.0;2338.0;2454.0;2484.0;655.0;737.0;62.0;58.0;26.0;43.0
4070;Employees;O-Q Government and care;2020 4th quarter;2371.0;2361.0;2517.0;2508.0;787.0;744.0;70.0;67.0;22.0;24.0
4071;Employees;O-Q Government and care;2020;2331.0;;2473.0;;2877.0;;65.0;59.0;;
4072;Employees;O-Q Government and care;2021 1st quarter;2370.0;2367.0;2528.0;2519.0;792.0;751.0;57.0;61.0;7.0;11.0
4073;Employees;O-Q Government and care;2021 2nd quarter;2412.0;2394.0;2554.0;2541.0;738.0;760.0;95.0;101.0;27.0;22.0
4074;Employees;O-Q Government and care;2021 3rd quarter;2390.0;2413.0;2527.0;2559.0;664.0;748.0;69.0;72.0;19.0;18.0
4075;Employees;O-Q Government and care;2021 4th quarter;2435.0;2428.0;2585.0;2576.0;806.0;755.0;64.0;68.0;16.0;17.0
4076;Employees;O-Q Government and care;2021;2402.0;;2549.0;;3002.0;;71.0;76.0;;
4077;Employees;O-Q Government and care;2022 1st quarter;2442.0;2443.0;2605.0;2594.0;816.0;760.0;72.0;76.0;15.0;18.0
4078;Employees;O-Q Government and care;2022 2nd quarter;2472.0;2454.0;2617.0;2603.0;736.0;759.0;60.0;63.0;10.0;9.0
4079;Employees;O-Q Government and care;2022 3rd quarter;2438.0;2462.0;2577.0;2612.0;684.0;769.0;48.0;50.0;8.0;8.0
4080;Employees;O-Q Government and care;2022 4th quarter;2482.0;2475.0;2635.0;2625.0;803.0;772.0;47.0;50.0;13.0;13.0
4081;Employees;O-Q Government and care;2022;2459.0;;2608.0;;3038.0;;57.0;60.0;;
4082;Employees;O-Q Government and care;2023 1st quarter;2488.0;2489.0;2653.0;2642.0;847.0;777.0;46.0;48.0;15.0;17.0
4083;Employees;O-Q Government and care;2023 2nd quarter;2520.0;2502.0;2668.0;2654.0;753.0;778.0;49.0;51.0;13.0;13.0
4084;Employees;O-Q Government and care;2023 3rd quarter;2491.0;2515.0;2632.0;2668.0;690.0;784.0;53.0;55.0;13.0;14.0
4085;Employees;O-Q Government and care;2023 4th quarter;2537.0;2528.0;2692.0;2681.0;805.0;786.0;54.0;57.0;13.0;13.0
4086;Employees;O-Q Government and care;2023;2509.0;;2661.0;;3095.0;;50.0;53.0;;
4087;Employees;O-Q Government and care;2024 1st quarter;2532.0;2534.0;2700.0;2688.0;854.0;792.0;45.0;47.0;6.0;7.0
4088;Employees;O Public administration and services;1995 1st quarter;463.0;459.0;489.0;485.0;193.0;182.0;;;;
4089;Employees;O Public administration and services;1995 2nd quarter;464.0;462.0;490.0;488.0;175.0;185.0;;;3.0;3.0
4090;Employees;O Public administration and services;1995 3rd quarter;461.0;462.0;487.0;488.0;175.0;188.0;;;1.0;0.0
4091;Employees;O Public administration and services;1995 4th quarter;458.0;463.0;484.0;489.0;198.0;194.0;;;0.0;0.0
4092;Employees;O Public administration and services;1995;461.0;;488.0;;742.0;;;;;
4093;Employees;O Public administration and services;1996 1st quarter;455.0;452.0;480.0;476.0;190.0;181.0;-7.0;-9.0;-11.0;-13.0
4094;Employees;O Public administration and services;1996 2nd quarter;455.0;453.0;479.0;477.0;172.0;181.0;-9.0;-11.0;1.0;1.0
4095;Employees;O Public administration and services;1996 3rd quarter;450.0;451.0;474.0;475.0;171.0;180.0;-11.0;-13.0;-2.0;-2.0
4096;Employees;O Public administration and services;1996 4th quarter;445.0;450.0;469.0;474.0;193.0;187.0;-13.0;-15.0;-1.0;-1.0
4097;Employees;O Public administration and services;1996;451.0;;475.0;;725.0;;-10.0;-12.0;;
4098;Employees;O Public administration and services;1997 1st quarter;453.0;449.0;476.0;472.0;188.0;184.0;-2.0;-4.0;-1.0;-2.0
4099;Employees;O Public administration and services;1997 2nd quarter;450.0;448.0;473.0;471.0;177.0;183.0;-4.0;-6.0;-1.0;-1.0
4100;Employees;O Public administration and services;1997 3rd quarter;447.0;449.0;470.0;472.0;172.0;181.0;-2.0;-4.0;1.0;1.0
4101;Employees;O Public administration and services;1997 4th quarter;446.0;451.0;469.0;474.0;182.0;178.0;1.0;0.0;2.0;2.0
4102;Employees;O Public administration and services;1997;449.0;;472.0;;718.0;;-2.0;-4.0;;
4103;Employees;O Public administration and services;1998 1st quarter;456.0;451.0;482.0;477.0;187.0;180.0;3.0;6.0;0.0;3.0
4104;Employees;O Public administration and services;1998 2nd quarter;454.0;452.0;479.0;477.0;171.0;179.0;4.0;7.0;1.0;1.0
4105;Employees;O Public administration and services;1998 3rd quarter;451.0;453.0;476.0;479.0;172.0;180.0;3.0;7.0;1.0;1.0
4106;Employees;O Public administration and services;1998 4th quarter;449.0;455.0;475.0;481.0;182.0;177.0;3.0;6.0;2.0;2.0
4107;Employees;O Public administration and services;1998;452.0;;478.0;;711.0;;3.0;6.0;;
4108;Employees;O Public administration and services;1999 1st quarter;465.0;460.0;489.0;483.0;186.0;179.0;9.0;7.0;6.0;3.0
4109;Employees;O Public administration and services;1999 2nd quarter;464.0;462.0;487.0;485.0;172.0;180.0;10.0;8.0;2.0;2.0
4110;Employees;O Public administration and services;1999 3rd quarter;461.0;463.0;484.0;486.0;172.0;180.0;10.0;7.0;1.0;1.0
4111;Employees;O Public administration and services;1999 4th quarter;459.0;464.0;482.0;488.0;188.0;182.0;10.0;7.0;1.0;2.0
4112;Employees;O Public administration and services;1999;462.0;;485.0;;718.0;;10.0;7.0;;
4113;Employees;O Public administration and services;2000 1st quarter;473.0;468.0;497.0;491.0;193.0;182.0;8.0;8.0;4.0;4.0
4114;Employees;O Public administration and services;2000 2nd quarter;471.0;469.0;494.0;492.0;176.0;184.0;7.0;7.0;0.0;1.0
4115;Employees;O Public administration and services;2000 3rd quarter;466.0;469.0;490.0;492.0;169.0;179.0;6.0;6.0;0.0;0.0
4116;Employees;O Public administration and services;2000 4th quarter;465.0;469.0;488.0;493.0;181.0;180.0;6.0;6.0;1.0;1.0
4117;Employees;O Public administration and services;2000;469.0;;492.0;;720.0;;7.0;7.0;;
4118;Employees;O Public administration and services;2001 1st quarter;477.0;472.0;503.0;498.0;193.0;184.0;3.0;6.0;3.0;5.0
4119;Employees;O Public administration and services;2001 2nd quarter;480.0;478.0;507.0;504.0;177.0;186.0;9.0;12.0;5.0;6.0
4120;Employees;O Public administration and services;2001 3rd quarter;480.0;482.0;507.0;509.0;177.0;188.0;14.0;17.0;5.0;5.0
4121;Employees;O Public administration and services;2001 4th quarter;484.0;488.0;511.0;515.0;193.0;189.0;20.0;23.0;6.0;6.0
4122;Employees;O Public administration and services;2001;480.0;;507.0;;740.0;;11.0;15.0;;
4123;Employees;O Public administration and services;2002 1st quarter;490.0;486.0;519.0;516.0;197.0;190.0;13.0;16.0;-2.0;1.0
4124;Employees;O Public administration and services;2002 2nd quarter;494.0;492.0;524.0;522.0;183.0;192.0;14.0;17.0;6.0;6.0
4125;Employees;O Public administration and services;2002 3rd quarter;494.0;496.0;524.0;526.0;186.0;194.0;14.0;17.0;4.0;4.0
4126;Employees;O Public administration and services;2002 4th quarter;497.0;500.0;527.0;530.0;200.0;195.0;13.0;16.0;4.0;4.0
4127;Employees;O Public administration and services;2002;494.0;;524.0;;765.0;;13.0;17.0;;
4128;Employees;O Public administration and services;2003 1st quarter;507.0;504.0;538.0;536.0;205.0;199.0;17.0;19.0;4.0;6.0
4129;Employees;O Public administration and services;2003 2nd quarter;507.0;505.0;538.0;536.0;189.0;199.0;13.0;14.0;1.0;0.0
4130;Employees;O Public administration and services;2003 3rd quarter;501.0;503.0;532.0;534.0;190.0;198.0;7.0;8.0;-2.0;-2.0
4131;Employees;O Public administration and services;2003 4th quarter;498.0;501.0;529.0;530.0;202.0;196.0;1.0;1.0;-2.0;-3.0
4132;Employees;O Public administration and services;2003;503.0;;534.0;;786.0;;10.0;10.0;;
4133;Employees;O Public administration and services;2004 1st quarter;501.0;499.0;526.0;525.0;199.0;191.0;-6.0;-12.0;-1.0;-5.0
4134;Employees;O Public administration and services;2004 2nd quarter;500.0;499.0;524.0;522.0;180.0;191.0;-7.0;-14.0;-1.0;-2.0
4135;Employees;O Public administration and services;2004 3rd quarter;496.0;498.0;520.0;521.0;182.0;190.0;-5.0;-12.0;-1.0;-1.0
4136;Employees;O Public administration and services;2004 4th quarter;491.0;493.0;515.0;516.0;199.0;188.0;-7.0;-14.0;-5.0;-5.0
4137;Employees;O Public administration and services;2004;497.0;;521.0;;760.0;;-6.0;-13.0;;
4138;Employees;O Public administration and services;2005 1st quarter;486.0;485.0;510.0;509.0;191.0;186.0;-15.0;-16.0;-8.0;-6.0
4139;Employees;O Public administration and services;2005 2nd quarter;488.0;487.0;512.0;510.0;179.0;186.0;-11.0;-12.0;2.0;1.0
4140;Employees;O Public administration and services;2005 3rd quarter;487.0;488.0;510.0;512.0;180.0;188.0;-9.0;-10.0;1.0;1.0
4141;Employees;O Public administration and services;2005 4th quarter;489.0;490.0;513.0;513.0;195.0;188.0;-3.0;-3.0;2.0;2.0
4142;Employees;O Public administration and services;2005;488.0;;511.0;;745.0;;-10.0;-10.0;;
4143;Employees;O Public administration and services;2006 1st quarter;483.0;481.0;506.0;506.0;193.0;184.0;-3.0;-4.0;-9.0;-8.0
4144;Employees;O Public administration and services;2006 2nd quarter;483.0;481.0;506.0;504.0;173.0;182.0;-6.0;-6.0;0.0;-1.0
4145;Employees;O Public administration and services;2006 3rd quarter;478.0;479.0;501.0;502.0;173.0;183.0;-9.0;-10.0;-2.0;-2.0
4146;Employees;O Public administration and services;2006 4th quarter;480.0;482.0;503.0;505.0;188.0;183.0;-9.0;-9.0;2.0;3.0
4147;Employees;O Public administration and services;2006;481.0;;504.0;;728.0;;-7.0;-7.0;;
4148;Employees;O Public administration and services;2007 1st quarter;483.0;481.0;506.0;505.0;191.0;184.0;0.0;0.0;-1.0;0.0
4149;Employees;O Public administration and services;2007 2nd quarter;483.0;481.0;506.0;504.0;173.0;184.0;0.0;0.0;1.0;0.0
4150;Employees;O Public administration and services;2007 3rd quarter;480.0;482.0;503.0;505.0;174.0;183.0;3.0;3.0;1.0;1.0
4151;Employees;O Public administration and services;2007 4th quarter;479.0;481.0;502.0;504.0;190.0;183.0;-1.0;-1.0;-1.0;-1.0
4152;Employees;O Public administration and services;2007;481.0;;505.0;;728.0;;1.0;1.0;;
4153;Employees;O Public administration and services;2008 1st quarter;487.0;484.0;510.0;507.0;191.0;184.0;4.0;4.0;2.0;3.0
4154;Employees;O Public administration and services;2008 2nd quarter;485.0;483.0;509.0;506.0;176.0;185.0;2.0;2.0;0.0;-1.0
4155;Employees;O Public administration and services;2008 3rd quarter;481.0;484.0;504.0;507.0;176.0;184.0;1.0;1.0;0.0;0.0
4156;Employees;O Public administration and services;2008 4th quarter;482.0;484.0;505.0;508.0;191.0;185.0;3.0;3.0;1.0;1.0
4157;Employees;O Public administration and services;2008;484.0;;507.0;;734.0;;2.0;2.0;;
4158;Employees;O Public administration and services;2009 1st quarter;492.0;489.0;516.0;513.0;194.0;187.0;6.0;6.0;5.0;5.0
4159;Employees;O Public administration and services;2009 2nd quarter;495.0;493.0;519.0;516.0;177.0;189.0;10.0;10.0;4.0;4.0
4160;Employees;O Public administration and services;2009 3rd quarter;494.0;497.0;517.0;521.0;182.0;191.0;13.0;13.0;4.0;4.0
4161;Employees;O Public administration and services;2009 4th quarter;500.0;501.0;523.0;525.0;202.0;193.0;18.0;18.0;5.0;4.0
4162;Employees;O Public administration and services;2009;495.0;;519.0;;756.0;;11.0;12.0;;
4163;Employees;O Public administration and services;2010 1st quarter;510.0;506.0;533.0;530.0;201.0;194.0;18.0;17.0;5.0;5.0
4164;Employees;O Public administration and services;2010 2nd quarter;510.0;509.0;536.0;533.0;179.0;193.0;15.0;17.0;2.0;3.0
4165;Employees;O Public administration and services;2010 3rd quarter;505.0;509.0;528.0;533.0;187.0;196.0;11.0;11.0;0.0;0.0
4166;Employees;O Public administration and services;2010 4th quarter;507.0;508.0;530.0;531.0;209.0;197.0;7.0;7.0;-1.0;-2.0
4167;Employees;O Public administration and services;2010;508.0;;532.0;;776.0;;13.0;13.0;;
4168;Employees;O Public administration and services;2011 1st quarter;501.0;498.0;526.0;523.0;199.0;190.0;-9.0;-8.0;-10.0;-8.0
4169;Employees;O Public administration and services;2011 2nd quarter;496.0;494.0;522.0;520.0;177.0;187.0;-15.0;-14.0;-3.0;-4.0
4170;Employees;O Public administration and services;2011 3rd quarter;487.0;491.0;511.0;516.0;181.0;189.0;-18.0;-17.0;-3.0;-3.0
4171;Employees;O Public administration and services;2011 4th quarter;489.0;489.0;515.0;514.0;195.0;188.0;-18.0;-15.0;-2.0;-2.0
4172;Employees;O Public administration and services;2011;493.0;;518.0;;752.0;;-15.0;-14.0;;
4173;Employees;O Public administration and services;2012 1st quarter;489.0;487.0;513.0;512.0;198.0;187.0;-11.0;-12.0;-2.0;-3.0
4174;Employees;O Public administration and services;2012 2nd quarter;488.0;487.0;514.0;511.0;175.0;186.0;-8.0;-9.0;0.0;-1.0
4175;Employees;O Public administration and services;2012 3rd quarter;482.0;486.0;505.0;511.0;174.0;185.0;-5.0;-6.0;-1.0;0.0
4176;Employees;O Public administration and services;2012 4th quarter;487.0;486.0;511.0;510.0;192.0;185.0;-2.0;-4.0;0.0;-1.0
4177;Employees;O Public administration and services;2012;486.0;;511.0;;739.0;;-7.0;-8.0;;
4178;Employees;O Public administration and services;2013 1st quarter;489.0;487.0;512.0;510.0;193.0;187.0;-1.0;-2.0;1.0;0.0
4179;Employees;O Public administration and services;2013 2nd quarter;487.0;486.0;512.0;510.0;178.0;188.0;-1.0;-1.0;-1.0;0.0
4180;Employees;O Public administration and services;2013 3rd quarter;480.0;484.0;502.0;508.0;177.0;187.0;-2.0;-3.0;-2.0;-2.0
4181;Employees;O Public administration and services;2013 4th quarter;484.0;483.0;510.0;508.0;194.0;187.0;-2.0;-1.0;-1.0;0.0
4182;Employees;O Public administration and services;2013;485.0;;509.0;;743.0;;-1.0;-2.0;;
4183;Employees;O Public administration and services;2014 1st quarter;480.0;479.0;509.0;508.0;194.0;187.0;-9.0;-2.0;-4.0;0.0
4184;Employees;O Public administration and services;2014 2nd quarter;477.0;476.0;507.0;504.0;175.0;183.0;-10.0;-6.0;-2.0;-4.0
4185;Employees;O Public administration and services;2014 3rd quarter;471.0;475.0;498.0;504.0;178.0;188.0;-8.0;-4.0;-1.0;0.0
4186;Employees;O Public administration and services;2014 4th quarter;476.0;474.0;505.0;502.0;191.0;184.0;-9.0;-5.0;-1.0;-2.0
4187;Employees;O Public administration and services;2014;476.0;;505.0;;738.0;;-9.0;-4.0;;
4188;Employees;O Public administration and services;2015 1st quarter;472.0;471.0;501.0;500.0;189.0;182.0;-8.0;-8.0;-3.0;-3.0
4189;Employees;O Public administration and services;2015 2nd quarter;471.0;470.0;500.0;498.0;169.0;180.0;-6.0;-6.0;-1.0;-1.0
4190;Employees;O Public administration and services;2015 3rd quarter;466.0;470.0;492.0;498.0;170.0;180.0;-5.0;-6.0;-1.0;0.0
4191;Employees;O Public administration and services;2015 4th quarter;471.0;469.0;500.0;497.0;191.0;182.0;-5.0;-5.0;-1.0;-1.0
4192;Employees;O Public administration and services;2015;470.0;;498.0;;719.0;;-6.0;-6.0;;
4193;Employees;O Public administration and services;2016 1st quarter;469.0;468.0;497.0;496.0;187.0;180.0;-4.0;-4.0;-1.0;-2.0
4194;Employees;O Public administration and services;2016 2nd quarter;469.0;468.0;498.0;496.0;175.0;182.0;-2.0;-3.0;0.0;0.0
4195;Employees;O Public administration and services;2016 3rd quarter;465.0;468.0;490.0;496.0;169.0;179.0;-1.0;-2.0;0.0;0.0
4196;Employees;O Public administration and services;2016 4th quarter;470.0;469.0;499.0;497.0;187.0;180.0;-1.0;-1.0;1.0;1.0
4197;Employees;O Public administration and services;2016;468.0;;496.0;;717.0;;-2.0;-2.0;;
4198;Employees;O Public administration and services;2017 1st quarter;473.0;472.0;501.0;500.0;192.0;182.0;5.0;4.0;4.0;3.0
4199;Employees;O Public administration and services;2017 2nd quarter;474.0;473.0;502.0;500.0;173.0;181.0;5.0;4.0;1.0;0.0
4200;Employees;O Public administration and services;2017 3rd quarter;470.0;474.0;495.0;501.0;169.0;181.0;6.0;5.0;1.0;1.0
4201;Employees;O Public administration and services;2017 4th quarter;476.0;475.0;504.0;502.0;183.0;180.0;6.0;5.0;1.0;1.0
4202;Employees;O Public administration and services;2017;473.0;;501.0;;718.0;;5.0;5.0;;
4203;Employees;O Public administration and services;2018 1st quarter;478.0;477.0;506.0;504.0;193.0;184.0;5.0;5.0;2.0;2.0
4204;Employees;O Public administration and services;2018 2nd quarter;479.0;478.0;508.0;506.0;176.0;184.0;5.0;6.0;1.0;2.0
4205;Employees;O Public administration and services;2018 3rd quarter;477.0;481.0;502.0;508.0;173.0;186.0;7.0;7.0;2.0;2.0
4206;Employees;O Public administration and services;2018 4th quarter;484.0;483.0;512.0;510.0;192.0;187.0;8.0;8.0;3.0;2.0
4207;Employees;O Public administration and services;2018;480.0;;507.0;;734.0;;6.0;6.0;;
4208;Employees;O Public administration and services;2019 1st quarter;488.0;487.0;516.0;514.0;193.0;187.0;11.0;11.0;4.0;4.0
4209;Employees;O Public administration and services;2019 2nd quarter;491.0;490.0;520.0;518.0;184.0;189.0;12.0;12.0;3.0;3.0
4210;Employees;O Public administration and services;2019 3rd quarter;491.0;494.0;516.0;521.0;183.0;195.0;13.0;13.0;4.0;3.0
4211;Employees;O Public administration and services;2019 4th quarter;499.0;498.0;527.0;525.0;197.0;191.0;15.0;15.0;4.0;4.0
4212;Employees;O Public administration and services;2019;492.0;;520.0;;757.0;;13.0;13.0;;
4213;Employees;O Public administration and services;2020 1st quarter;505.0;504.0;533.0;531.0;196.0;187.0;16.0;17.0;6.0;6.0
4214;Employees;O Public administration and services;2020 2nd quarter;507.0;506.0;533.0;531.0;193.0;201.0;16.0;13.0;2.0;0.0
4215;Employees;O Public administration and services;2020 3rd quarter;508.0;511.0;532.0;538.0;182.0;195.0;17.0;16.0;6.0;7.0
4216;Employees;O Public administration and services;2020 4th quarter;518.0;516.0;544.0;542.0;211.0;203.0;18.0;17.0;5.0;4.0
4217;Employees;O Public administration and services;2020;509.0;;535.0;;782.0;;17.0;16.0;;
4218;Employees;O Public administration and services;2021 1st quarter;519.0;519.0;548.0;546.0;212.0;204.0;14.0;15.0;3.0;4.0
4219;Employees;O Public administration and services;2021 2nd quarter;526.0;524.0;553.0;551.0;198.0;204.0;19.0;20.0;6.0;5.0
4220;Employees;O Public administration and services;2021 3rd quarter;524.0;528.0;549.0;555.0;185.0;201.0;17.0;17.0;4.0;4.0
4221;Employees;O Public administration and services;2021 4th quarter;532.0;531.0;559.0;557.0;215.0;205.0;15.0;15.0;3.0;2.0
4222;Employees;O Public administration and services;2021;526.0;;552.0;;811.0;;16.0;17.0;;
4223;Employees;O Public administration and services;2022 1st quarter;534.0;534.0;563.0;561.0;217.0;205.0;15.0;15.0;3.0;4.0
4224;Employees;O Public administration and services;2022 2nd quarter;540.0;538.0;568.0;565.0;199.0;205.0;14.0;14.0;4.0;4.0
4225;Employees;O Public administration and services;2022 3rd quarter;538.0;542.0;563.0;569.0;190.0;207.0;14.0;14.0;4.0;4.0
4226;Employees;O Public administration and services;2022 4th quarter;549.0;547.0;577.0;575.0;215.0;209.0;17.0;18.0;6.0;6.0
4227;Employees;O Public administration and services;2022;540.0;;568.0;;820.0;;15.0;15.0;;
4228;Employees;O Public administration and services;2023 1st quarter;553.0;553.0;583.0;581.0;228.0;212.0;19.0;20.0;6.0;6.0
4229;Employees;O Public administration and services;2023 2nd quarter;562.0;560.0;590.0;588.0;207.0;213.0;22.0;23.0;6.0;7.0
4230;Employees;O Public administration and services;2023 3rd quarter;563.0;566.0;589.0;595.0;196.0;216.0;24.0;25.0;7.0;7.0
4231;Employees;O Public administration and services;2023 4th quarter;575.0;573.0;603.0;602.0;221.0;218.0;26.0;27.0;7.0;7.0
4232;Employees;O Public administration and services;2023;563.0;;591.0;;851.0;;23.0;24.0;;
4233;Employees;O Public administration and services;2024 1st quarter;579.0;579.0;610.0;608.0;237.0;222.0;26.0;27.0;6.0;7.0
4234;Employees;P Education;1995 1st quarter;372.0;374.0;415.0;416.0;128.0;123.0;;;;
