ID;Productgroepen;Perioden;Verkoopwaarde_1;Hoeveelheid_2;AanvullendeHoeveelheid_3
2248;14.21.11.50 [mln kg] Kiezelzand,..;1994 2e kwartaal;7.0;;
2249;14.21.11.50 [mln kg] Kiezelzand,..;1994 3e kwartaal;6.0;;
2250;14.21.11.50 [mln kg] Kiezelzand,..;1994 4e kwartaal;7.0;;
2251;14.21.11.50 [mln kg] Kiezelzand,..;1994 totaal;25.0;3695.0;
2252;14.21.11.50 [mln kg] Kiezelzand,..;1995 1e kwartaal;10.0;;
2253;14.21.11.50 [mln kg] Kiezelzand,..;1995 2e kwartaal;11.0;;
2254;14.21.11.50 [mln kg] Kiezelzand,..;1995 3e kwartaal;10.0;;
2255;14.21.11.50 [mln kg] Kiezelzand,..;1995 4e kwartaal;10.0;;
2256;14.21.11.50 [mln kg] Kiezelzand,..;1995 totaal;41.0;6958.0;
2257;14.21.11.50 [mln kg] Kiezelzand,..;1996 1e kwartaal;10.0;;
2258;14.21.11.50 [mln kg] Kiezelzand,..;1996 2e kwartaal;15.0;;
2259;14.21.11.50 [mln kg] Kiezelzand,..;1996 3e kwartaal;12.0;;
2260;14.21.11.50 [mln kg] Kiezelzand,..;1996 4e kwartaal;12.0;;
2261;14.21.11.50 [mln kg] Kiezelzand,..;1996 totaal;49.0;8717.0;
2262;14.21.11.50 [mln kg] Kiezelzand,..;1997 1e kwartaal;11.0;;
2263;14.21.11.50 [mln kg] Kiezelzand,..;1997 2e kwartaal;17.0;;
2264;14.21.11.50 [mln kg] Kiezelzand,..;1997 3e kwartaal;15.0;;
2265;14.21.11.50 [mln kg] Kiezelzand,..;1997 4e kwartaal;14.0;;
2266;14.21.11.50 [mln kg] Kiezelzand,..;1997 totaal;57.0;11868.0;
2267;14.21.11.50 [mln kg] Kiezelzand,..;1998 1e kwartaal;16.0;;
2268;14.21.11.50 [mln kg] Kiezelzand,..;1998 2e kwartaal;19.0;;
2269;14.21.11.50 [mln kg] Kiezelzand,..;1998 3e kwartaal;20.0;;
2270;14.21.11.50 [mln kg] Kiezelzand,..;1998 4e kwartaal;19.0;;
2271;14.21.11.50 [mln kg] Kiezelzand,..;1998 totaal;74.0;14843.0;
2272;14.21.11.50 [mln kg] Kiezelzand,..;1999 1e kwartaal;15.0;;
2273;14.21.11.50 [mln kg] Kiezelzand,..;1999 2e kwartaal;16.0;;
2274;14.21.11.50 [mln kg] Kiezelzand,..;1999 3e kwartaal;15.0;;
2275;14.21.11.50 [mln kg] Kiezelzand,..;1999 4e kwartaal;18.0;;
2276;14.21.11.50 [mln kg] Kiezelzand,..;1999 totaal;64.0;13555.0;
2277;14.21.11.50 [mln kg] Kiezelzand,..;2000 1e kwartaal;17.0;;
2278;14.21.11.50 [mln kg] Kiezelzand,..;2000 2e kwartaal;16.0;;
2279;14.21.11.50 [mln kg] Kiezelzand,..;2000 3e kwartaal;14.0;;
2280;14.21.11.50 [mln kg] Kiezelzand,..;2000 4e kwartaal;15.0;;
2281;14.21.11.50 [mln kg] Kiezelzand,..;2000 totaal;61.0;8480.0;
2282;14.21.11.50 [mln kg] Kiezelzand,..;2001 1e kwartaal;13.0;;
2283;14.21.11.50 [mln kg] Kiezelzand,..;2001 2e kwartaal;17.0;;
2284;14.21.11.50 [mln kg] Kiezelzand,..;2001 3e kwartaal;16.0;;
2285;14.21.11.50 [mln kg] Kiezelzand,..;2001 4e kwartaal;16.0;;
2286;14.21.11.50 [mln kg] Kiezelzand,..;2001 totaal;63.0;8593.0;
2287;14.21.11.50 [mln kg] Kiezelzand,..;2002 1e kwartaal;22.0;;
2288;14.21.11.50 [mln kg] Kiezelzand,..;2002 2e kwartaal;20.0;;
2289;14.21.11.50 [mln kg] Kiezelzand,..;2002 3e kwartaal;20.0;;
2290;14.21.11.50 [mln kg] Kiezelzand,..;2002 4e kwartaal;17.0;;
2291;14.21.11.50 [mln kg] Kiezelzand,..;2002 totaal;79.0;8241.0;
2292;14.21.11.50 [mln kg] Kiezelzand,..;2003 1e kwartaal;;;
2293;14.21.11.50 [mln kg] Kiezelzand,..;2003 2e kwartaal;;;
2294;14.21.11.50 [mln kg] Kiezelzand,..;2003 3e kwartaal;;;
2295;14.21.11.50 [mln kg] Kiezelzand,..;2003 4e kwartaal;;;
2296;14.21.11.50 [mln kg] Kiezelzand,..;2003 totaal;78.0;9983.0;
2297;14.21.11.50 [mln kg] Kiezelzand,..;2004 totaal;78.0;8397.0;
2298;14.21.11.50 [mln kg] Kiezelzand,..;2005 totaal;58.0;6312.0;
2299;14.21.11.50 [mln kg] Kiezelzand,..;2006 totaal;51.0;5302.0;
2300;14.21.11.50 [mln kg] Kiezelzand,..;2007 totaal;106.0;;
2301;14.21.11.90 [mln kg] Zand voor de..;1993 1e kwartaal;11.0;;
2302;14.21.11.90 [mln kg] Zand voor de..;1993 2e kwartaal;13.0;;
2303;14.21.11.90 [mln kg] Zand voor de..;1993 3e kwartaal;12.0;;
2304;14.21.11.90 [mln kg] Zand voor de..;1993 4e kwartaal;13.0;;
2305;14.21.11.90 [mln kg] Zand voor de..;1993 totaal;50.0;13993.0;
2306;14.21.11.90 [mln kg] Zand voor de..;1994 1e kwartaal;12.0;;
2307;14.21.11.90 [mln kg] Zand voor de..;1994 2e kwartaal;17.0;;
2308;14.21.11.90 [mln kg] Zand voor de..;1994 3e kwartaal;14.0;;
2309;14.21.11.90 [mln kg] Zand voor de..;1994 4e kwartaal;18.0;;
2310;14.21.11.90 [mln kg] Zand voor de..;1994 totaal;61.0;17615.0;
2311;14.21.11.90 [mln kg] Zand voor de..;1995 1e kwartaal;9.0;;
2312;14.21.11.90 [mln kg] Zand voor de..;1995 2e kwartaal;12.0;;
2313;14.21.11.90 [mln kg] Zand voor de..;1995 3e kwartaal;11.0;;
2314;14.21.11.90 [mln kg] Zand voor de..;1995 4e kwartaal;14.0;;
2315;14.21.11.90 [mln kg] Zand voor de..;1995 totaal;47.0;13465.0;
2316;14.21.11.90 [mln kg] Zand voor de..;1996 1e kwartaal;9.0;;
2317;14.21.11.90 [mln kg] Zand voor de..;1996 2e kwartaal;18.0;;
2318;14.21.11.90 [mln kg] Zand voor de..;1996 3e kwartaal;15.0;;
2319;14.21.11.90 [mln kg] Zand voor de..;1996 4e kwartaal;17.0;;
2320;14.21.11.90 [mln kg] Zand voor de..;1996 totaal;59.0;17981.0;
2321;14.21.11.90 [mln kg] Zand voor de..;1997 1e kwartaal;9.0;;
2322;14.21.11.90 [mln kg] Zand voor de..;1997 2e kwartaal;12.0;;
2323;14.21.11.90 [mln kg] Zand voor de..;1997 3e kwartaal;9.0;;
2324;14.21.11.90 [mln kg] Zand voor de..;1997 4e kwartaal;10.0;;
2325;14.21.11.90 [mln kg] Zand voor de..;1997 totaal;40.0;13135.0;
2326;14.21.11.90 [mln kg] Zand voor de..;1998 1e kwartaal;10.0;;
2327;14.21.11.90 [mln kg] Zand voor de..;1998 2e kwartaal;12.0;;
2328;14.21.11.90 [mln kg] Zand voor de..;1998 3e kwartaal;11.0;;
2329;14.21.11.90 [mln kg] Zand voor de..;1998 4e kwartaal;11.0;;
2330;14.21.11.90 [mln kg] Zand voor de..;1998 totaal;44.0;13510.0;
2331;14.21.11.90 [mln kg] Zand voor de..;1999 1e kwartaal;9.0;;
2332;14.21.11.90 [mln kg] Zand voor de..;1999 2e kwartaal;11.0;;
2333;14.21.11.90 [mln kg] Zand voor de..;1999 3e kwartaal;10.0;;
2334;14.21.11.90 [mln kg] Zand voor de..;1999 4e kwartaal;10.0;;
2335;14.21.11.90 [mln kg] Zand voor de..;1999 totaal;39.0;10135.0;
2336;14.21.11.90 [mln kg] Zand voor de..;2000 1e kwartaal;11.0;;
2337;14.21.11.90 [mln kg] Zand voor de..;2000 2e kwartaal;14.0;;
2338;14.21.11.90 [mln kg] Zand voor de..;2000 3e kwartaal;13.0;;
2339;14.21.11.90 [mln kg] Zand voor de..;2000 4e kwartaal;16.0;;
2340;14.21.11.90 [mln kg] Zand voor de..;2000 totaal;54.0;11668.0;
2341;14.21.11.90 [mln kg] Zand voor de..;2001 1e kwartaal;12.0;;
2342;14.21.11.90 [mln kg] Zand voor de..;2001 2e kwartaal;14.0;;
2343;14.21.11.90 [mln kg] Zand voor de..;2001 3e kwartaal;13.0;;
2344;14.21.11.90 [mln kg] Zand voor de..;2001 4e kwartaal;16.0;;
2345;14.21.11.90 [mln kg] Zand voor de..;2001 totaal;54.0;12330.0;
2346;14.21.11.90 [mln kg] Zand voor de..;2002 1e kwartaal;13.0;;
2347;14.21.11.90 [mln kg] Zand voor de..;2002 2e kwartaal;15.0;;
2348;14.21.11.90 [mln kg] Zand voor de..;2002 3e kwartaal;12.0;;
2349;14.21.11.90 [mln kg] Zand voor de..;2002 4e kwartaal;11.0;;
2350;14.21.11.90 [mln kg] Zand voor de..;2002 totaal;51.0;10755.0;
2351;14.21.11.90 [mln kg] Zand voor de..;2003 1e kwartaal;;;
2352;14.21.11.90 [mln kg] Zand voor de..;2003 2e kwartaal;;;
2353;14.21.11.90 [mln kg] Zand voor de..;2003 3e kwartaal;;;
2354;14.21.11.90 [mln kg] Zand voor de..;2003 4e kwartaal;;;
2355;14.21.11.90 [mln kg] Zand voor de..;2003 totaal;33.0;5018.0;
2356;14.21.11.90 [mln kg] Zand voor de..;2004 totaal;31.0;5291.0;
2357;14.21.11.90 [mln kg] Zand voor de..;2005 totaal;;;
2358;14.21.11.90 [mln kg] Zand voor de..;2006 totaal;47.0;6866.0;
2359;14.21.11.90 [mln kg] Zand voor de..;2007 totaal;;;
2360;14.21.12.10 [mln kg] Grind, keistenen,..;1993 1e kwartaal;6.0;;
2361;14.21.12.10 [mln kg] Grind, keistenen,..;1993 2e kwartaal;7.0;;
2362;14.21.12.10 [mln kg] Grind, keistenen,..;1993 3e kwartaal;6.0;;
2363;14.21.12.10 [mln kg] Grind, keistenen,..;1993 4e kwartaal;7.0;;
2364;14.21.12.10 [mln kg] Grind, keistenen,..;1993 totaal;25.0;3628.0;
2365;14.21.12.10 [mln kg] Grind, keistenen,..;1994 1e kwartaal;8.0;;
2366;14.21.12.10 [mln kg] Grind, keistenen,..;1994 2e kwartaal;10.0;;
2367;14.21.12.10 [mln kg] Grind, keistenen,..;1994 3e kwartaal;8.0;;
2368;14.21.12.10 [mln kg] Grind, keistenen,..;1994 4e kwartaal;11.0;;
2369;14.21.12.10 [mln kg] Grind, keistenen,..;1994 totaal;37.0;5380.0;
2370;14.21.12.10 [mln kg] Grind, keistenen,..;1995 1e kwartaal;7.0;;
2371;14.21.12.10 [mln kg] Grind, keistenen,..;1995 2e kwartaal;9.0;;
2372;14.21.12.10 [mln kg] Grind, keistenen,..;1995 3e kwartaal;8.0;;
2373;14.21.12.10 [mln kg] Grind, keistenen,..;1995 4e kwartaal;11.0;;
2374;14.21.12.10 [mln kg] Grind, keistenen,..;1995 totaal;35.0;5020.0;
2375;14.21.12.10 [mln kg] Grind, keistenen,..;1996 1e kwartaal;9.0;;
2376;14.21.12.10 [mln kg] Grind, keistenen,..;1996 2e kwartaal;14.0;;
2377;14.21.12.10 [mln kg] Grind, keistenen,..;1996 3e kwartaal;10.0;;
2378;14.21.12.10 [mln kg] Grind, keistenen,..;1996 4e kwartaal;11.0;;
2379;14.21.12.10 [mln kg] Grind, keistenen,..;1996 totaal;43.0;6025.0;
2380;14.21.12.10 [mln kg] Grind, keistenen,..;1997 1e kwartaal;11.0;;
2381;14.21.12.10 [mln kg] Grind, keistenen,..;1997 2e kwartaal;;;
2382;14.21.12.10 [mln kg] Grind, keistenen,..;1997 3e kwartaal;;;
2383;14.21.12.10 [mln kg] Grind, keistenen,..;1997 4e kwartaal;;;
2384;14.21.12.10 [mln kg] Grind, keistenen,..;1997 totaal;;;
2385;14.21.12.10 [mln kg] Grind, keistenen,..;1998 1e kwartaal;;;
2386;14.21.12.10 [mln kg] Grind, keistenen,..;1998 2e kwartaal;;;
2387;14.21.12.10 [mln kg] Grind, keistenen,..;1998 3e kwartaal;;;
2388;14.21.12.10 [mln kg] Grind, keistenen,..;1998 4e kwartaal;;;
2389;14.21.12.10 [mln kg] Grind, keistenen,..;1998 totaal;;;
2390;14.21.12.10 [mln kg] Grind, keistenen,..;1999 1e kwartaal;;;
2391;14.21.12.10 [mln kg] Grind, keistenen,..;1999 2e kwartaal;;;
2392;14.21.12.10 [mln kg] Grind, keistenen,..;1999 3e kwartaal;;;
2393;14.21.12.10 [mln kg] Grind, keistenen,..;1999 4e kwartaal;;;
2394;14.21.12.10 [mln kg] Grind, keistenen,..;1999 totaal;;;
2395;14.21.12.10 [mln kg] Grind, keistenen,..;2000 1e kwartaal;;;
2396;14.21.12.10 [mln kg] Grind, keistenen,..;2000 2e kwartaal;;;
2397;14.21.12.10 [mln kg] Grind, keistenen,..;2000 3e kwartaal;;;
2398;14.21.12.10 [mln kg] Grind, keistenen,..;2000 4e kwartaal;;;
2399;14.21.12.10 [mln kg] Grind, keistenen,..;2000 totaal;38.0;5328.0;
2400;14.21.12.10 [mln kg] Grind, keistenen,..;2001 1e kwartaal;;;
2401;14.21.12.10 [mln kg] Grind, keistenen,..;2001 2e kwartaal;;;
2402;14.21.12.10 [mln kg] Grind, keistenen,..;2001 3e kwartaal;;;
2403;14.21.12.10 [mln kg] Grind, keistenen,..;2001 4e kwartaal;;;
2404;14.21.12.10 [mln kg] Grind, keistenen,..;2001 totaal;;;
2405;14.21.12.10 [mln kg] Grind, keistenen,..;2002 1e kwartaal;;;
2406;14.21.12.10 [mln kg] Grind, keistenen,..;2002 2e kwartaal;;;
2407;14.21.12.10 [mln kg] Grind, keistenen,..;2002 3e kwartaal;;;
2408;14.21.12.10 [mln kg] Grind, keistenen,..;2002 4e kwartaal;;;
2409;14.21.12.10 [mln kg] Grind, keistenen,..;2002 totaal;;;
2410;14.21.12.10 [mln kg] Grind, keistenen,..;2003 1e kwartaal;;;
2411;14.21.12.10 [mln kg] Grind, keistenen,..;2003 2e kwartaal;;;
2412;14.21.12.10 [mln kg] Grind, keistenen,..;2003 3e kwartaal;;;
2413;14.21.12.10 [mln kg] Grind, keistenen,..;2003 4e kwartaal;;;
2414;14.21.12.10 [mln kg] Grind, keistenen,..;2003 totaal;32.0;3342.0;
2415;14.21.12.10 [mln kg] Grind, keistenen,..;2004 totaal;32.0;3520.0;
2416;14.21.12.10 [mln kg] Grind, keistenen,..;2005 totaal;32.0;3326.0;
2417;14.21.12.10 [mln kg] Grind, keistenen,..;2006 totaal;;;
2418;14.21.12.10 [mln kg] Grind, keistenen,..;2007 totaal;69.0;9385.0;
2419;14.21.12.30 [mln kg] Steenslag voor de..;1993 1e kwartaal;;;
2420;14.21.12.30 [mln kg] Steenslag voor de..;1993 2e kwartaal;;;
2421;14.21.12.30 [mln kg] Steenslag voor de..;1993 3e kwartaal;;;
2422;14.21.12.30 [mln kg] Steenslag voor de..;1993 4e kwartaal;;;
2423;14.21.12.30 [mln kg] Steenslag voor de..;1993 totaal;;;
2424;14.21.12.30 [mln kg] Steenslag voor de..;1994 1e kwartaal;;;
2425;14.21.12.30 [mln kg] Steenslag voor de..;1994 2e kwartaal;;;
2426;14.21.12.30 [mln kg] Steenslag voor de..;1994 3e kwartaal;;;
2427;14.21.12.30 [mln kg] Steenslag voor de..;1994 4e kwartaal;;;
2428;14.21.12.30 [mln kg] Steenslag voor de..;1994 totaal;;;
2429;14.21.12.30 [mln kg] Steenslag voor de..;1995 1e kwartaal;;;
2430;14.21.12.30 [mln kg] Steenslag voor de..;1995 2e kwartaal;;;
2431;14.21.12.30 [mln kg] Steenslag voor de..;1995 3e kwartaal;;;
2432;14.21.12.30 [mln kg] Steenslag voor de..;1995 4e kwartaal;;;
2433;14.21.12.30 [mln kg] Steenslag voor de..;1995 totaal;;;
2434;14.21.12.30 [mln kg] Steenslag voor de..;1996 1e kwartaal;;;
2435;14.21.12.30 [mln kg] Steenslag voor de..;1996 2e kwartaal;;;
2436;14.21.12.30 [mln kg] Steenslag voor de..;1996 3e kwartaal;;;
2437;14.21.12.30 [mln kg] Steenslag voor de..;1996 4e kwartaal;;;
2438;14.21.12.30 [mln kg] Steenslag voor de..;1996 totaal;;;
2439;14.21.12.30 [mln kg] Steenslag voor de..;1997 1e kwartaal;;;
2440;14.21.12.30 [mln kg] Steenslag voor de..;1997 2e kwartaal;;;
2441;14.21.12.30 [mln kg] Steenslag voor de..;1997 3e kwartaal;;;
2442;14.21.12.30 [mln kg] Steenslag voor de..;1997 4e kwartaal;;;
2443;14.21.12.30 [mln kg] Steenslag voor de..;1997 totaal;;;
2444;14.21.12.30 [mln kg] Steenslag voor de..;1998 1e kwartaal;;;
2445;14.21.12.30 [mln kg] Steenslag voor de..;1998 2e kwartaal;;;
2446;14.21.12.30 [mln kg] Steenslag voor de..;1998 3e kwartaal;;;
2447;14.21.12.30 [mln kg] Steenslag voor de..;1998 4e kwartaal;;;
2448;14.21.12.30 [mln kg] Steenslag voor de..;1998 totaal;;;
2449;14.21.12.30 [mln kg] Steenslag voor de..;1999 1e kwartaal;;;
2450;14.21.12.30 [mln kg] Steenslag voor de..;1999 2e kwartaal;;;
2451;14.21.12.30 [mln kg] Steenslag voor de..;1999 3e kwartaal;;;
2452;14.21.12.30 [mln kg] Steenslag voor de..;1999 4e kwartaal;;;
2453;14.21.12.30 [mln kg] Steenslag voor de..;1999 totaal;;;
2454;14.21.12.30 [mln kg] Steenslag voor de..;2000 1e kwartaal;;;
2455;14.21.12.30 [mln kg] Steenslag voor de..;2000 2e kwartaal;;;
2456;14.21.12.30 [mln kg] Steenslag voor de..;2000 3e kwartaal;;;
2457;14.21.12.30 [mln kg] Steenslag voor de..;2000 4e kwartaal;;;
2458;14.21.12.30 [mln kg] Steenslag voor de..;2000 totaal;22.0;;
2459;14.21.12.30 [mln kg] Steenslag voor de..;2001 1e kwartaal;;;
2460;14.21.12.30 [mln kg] Steenslag voor de..;2001 2e kwartaal;;;
2461;14.21.12.30 [mln kg] Steenslag voor de..;2001 3e kwartaal;;;
2462;14.21.12.30 [mln kg] Steenslag voor de..;2001 4e kwartaal;;;
2463;14.21.12.30 [mln kg] Steenslag voor de..;2001 totaal;;;
2464;14.21.12.30 [mln kg] Steenslag voor de..;2002 1e kwartaal;;;
2465;14.21.12.30 [mln kg] Steenslag voor de..;2002 2e kwartaal;;;
2466;14.21.12.30 [mln kg] Steenslag voor de..;2002 3e kwartaal;;;
2467;14.21.12.30 [mln kg] Steenslag voor de..;2002 4e kwartaal;;;
2468;14.21.12.30 [mln kg] Steenslag voor de..;2002 totaal;;;
2469;14.21.12.30 [mln kg] Steenslag voor de..;2003 1e kwartaal;;;
2470;14.21.12.30 [mln kg] Steenslag voor de..;2003 2e kwartaal;;;
2471;14.21.12.30 [mln kg] Steenslag voor de..;2003 3e kwartaal;;;
2472;14.21.12.30 [mln kg] Steenslag voor de..;2003 4e kwartaal;;;
2473;14.21.12.30 [mln kg] Steenslag voor de..;2003 totaal;;;
2474;14.21.12.30 [mln kg] Steenslag voor de..;2004 totaal;;;
2475;14.21.12.30 [mln kg] Steenslag voor de..;2005 totaal;;;
2476;14.21.12.30 [mln kg] Steenslag voor de..;2006 totaal;;;
2477;14.21.12.30 [mln kg] Steenslag voor de..;2007 totaal;;;
2478;14.21.12.50 [kg] Korrels, scherven,..;1993 1e kwartaal;0.0;;
2479;14.21.12.50 [kg] Korrels, scherven,..;1993 2e kwartaal;0.0;;
2480;14.21.12.50 [kg] Korrels, scherven,..;1993 3e kwartaal;0.0;;
2481;14.21.12.50 [kg] Korrels, scherven,..;1993 4e kwartaal;0.0;;
2482;14.21.12.50 [kg] Korrels, scherven,..;1993 totaal;0.0;0.0;
2483;14.21.12.50 [kg] Korrels, scherven,..;1994 1e kwartaal;0.0;;
2484;14.21.12.50 [kg] Korrels, scherven,..;1994 2e kwartaal;0.0;;
2485;14.21.12.50 [kg] Korrels, scherven,..;1994 3e kwartaal;0.0;;
2486;14.21.12.50 [kg] Korrels, scherven,..;1994 4e kwartaal;0.0;;
2487;14.21.12.50 [kg] Korrels, scherven,..;1994 totaal;0.0;0.0;
2488;14.21.12.50 [kg] Korrels, scherven,..;1995 1e kwartaal;0.0;;
2489;14.21.12.50 [kg] Korrels, scherven,..;1995 2e kwartaal;0.0;;
2490;14.21.12.50 [kg] Korrels, scherven,..;1995 3e kwartaal;0.0;;
2491;14.21.12.50 [kg] Korrels, scherven,..;1995 4e kwartaal;0.0;;
2492;14.21.12.50 [kg] Korrels, scherven,..;1995 totaal;0.0;0.0;
2493;14.21.12.50 [kg] Korrels, scherven,..;1996 1e kwartaal;0.0;;
2494;14.21.12.50 [kg] Korrels, scherven,..;1996 2e kwartaal;0.0;;
2495;14.21.12.50 [kg] Korrels, scherven,..;1996 3e kwartaal;0.0;;
2496;14.21.12.50 [kg] Korrels, scherven,..;1996 4e kwartaal;0.0;;
2497;14.21.12.50 [kg] Korrels, scherven,..;1996 totaal;0.0;0.0;
2498;14.21.12.50 [kg] Korrels, scherven,..;1997 1e kwartaal;0.0;;
2499;14.21.12.50 [kg] Korrels, scherven,..;1997 2e kwartaal;0.0;;
2500;14.21.12.50 [kg] Korrels, scherven,..;1997 3e kwartaal;0.0;;
2501;14.21.12.50 [kg] Korrels, scherven,..;1997 4e kwartaal;0.0;;
2502;14.21.12.50 [kg] Korrels, scherven,..;1997 totaal;0.0;0.0;
2503;14.21.12.50 [kg] Korrels, scherven,..;1998 1e kwartaal;0.0;;
2504;14.21.12.50 [kg] Korrels, scherven,..;1998 2e kwartaal;0.0;;
2505;14.21.12.50 [kg] Korrels, scherven,..;1998 3e kwartaal;0.0;;
2506;14.21.12.50 [kg] Korrels, scherven,..;1998 4e kwartaal;0.0;;
2507;14.21.12.50 [kg] Korrels, scherven,..;1998 totaal;0.0;0.0;
2508;14.21.12.50 [kg] Korrels, scherven,..;1999 1e kwartaal;0.0;;
2509;14.21.12.50 [kg] Korrels, scherven,..;1999 2e kwartaal;0.0;;
2510;14.21.12.50 [kg] Korrels, scherven,..;1999 3e kwartaal;0.0;;
2511;14.21.12.50 [kg] Korrels, scherven,..;1999 4e kwartaal;0.0;;
2512;14.21.12.50 [kg] Korrels, scherven,..;1999 totaal;0.0;0.0;
2513;14.21.12.50 [kg] Korrels, scherven,..;2000 1e kwartaal;0.0;;
2514;14.21.12.50 [kg] Korrels, scherven,..;2000 2e kwartaal;0.0;;
2515;14.21.12.50 [kg] Korrels, scherven,..;2000 3e kwartaal;0.0;;
2516;14.21.12.50 [kg] Korrels, scherven,..;2000 4e kwartaal;0.0;;
2517;14.21.12.50 [kg] Korrels, scherven,..;2000 totaal;0.0;0.0;
2518;14.21.12.50 [kg] Korrels, scherven,..;2001 1e kwartaal;0.0;;
2519;14.21.12.50 [kg] Korrels, scherven,..;2001 2e kwartaal;0.0;;
2520;14.21.12.50 [kg] Korrels, scherven,..;2001 3e kwartaal;0.0;;
2521;14.21.12.50 [kg] Korrels, scherven,..;2001 4e kwartaal;0.0;;
2522;14.21.12.50 [kg] Korrels, scherven,..;2001 totaal;0.0;0.0;
2523;14.21.12.50 [kg] Korrels, scherven,..;2002 1e kwartaal;0.0;;
2524;14.21.12.50 [kg] Korrels, scherven,..;2002 2e kwartaal;0.0;;
2525;14.21.12.50 [kg] Korrels, scherven,..;2002 3e kwartaal;0.0;;
2526;14.21.12.50 [kg] Korrels, scherven,..;2002 4e kwartaal;0.0;;
2527;14.21.12.50 [kg] Korrels, scherven,..;2002 totaal;0.0;0.0;
2528;14.21.12.50 [kg] Korrels, scherven,..;2003 1e kwartaal;;;
2529;14.21.12.50 [kg] Korrels, scherven,..;2003 2e kwartaal;;;
2530;14.21.12.50 [kg] Korrels, scherven,..;2003 3e kwartaal;;;
2531;14.21.12.50 [kg] Korrels, scherven,..;2003 4e kwartaal;;;
2532;14.21.12.50 [kg] Korrels, scherven,..;2003 totaal;0.0;0.0;
2533;14.21.12.50 [kg] Korrels, scherven,..;2004 totaal;0.0;0.0;
2534;14.21.12.50 [kg] Korrels, scherven,..;2005 totaal;0.0;0.0;
2535;14.21.12.50 [kg] Korrels, scherven,..;2006 totaal;0.0;0.0;
2536;14.21.12.50 [kg] Korrels, scherven,..;2007 totaal;0.0;0.0;
2537;14.21.12.90 [mln kg] Korrels,..;1993 1e kwartaal;;;
2538;14.21.12.90 [mln kg] Korrels,..;1993 2e kwartaal;;;
2539;14.21.12.90 [mln kg] Korrels,..;1993 3e kwartaal;;;
2540;14.21.12.90 [mln kg] Korrels,..;1993 4e kwartaal;;;
2541;14.21.12.90 [mln kg] Korrels,..;1993 totaal;;;
2542;14.21.12.90 [mln kg] Korrels,..;1994 1e kwartaal;;;
2543;14.21.12.90 [mln kg] Korrels,..;1994 2e kwartaal;;;
2544;14.21.12.90 [mln kg] Korrels,..;1994 3e kwartaal;;;
2545;14.21.12.90 [mln kg] Korrels,..;1994 4e kwartaal;;;
2546;14.21.12.90 [mln kg] Korrels,..;1994 totaal;;;
2547;14.21.12.90 [mln kg] Korrels,..;1995 1e kwartaal;;;
2548;14.21.12.90 [mln kg] Korrels,..;1995 2e kwartaal;;;
2549;14.21.12.90 [mln kg] Korrels,..;1995 3e kwartaal;;;
2550;14.21.12.90 [mln kg] Korrels,..;1995 4e kwartaal;;;
2551;14.21.12.90 [mln kg] Korrels,..;1995 totaal;;;
2552;14.21.12.90 [mln kg] Korrels,..;1996 1e kwartaal;;;
2553;14.21.12.90 [mln kg] Korrels,..;1996 2e kwartaal;;;
2554;14.21.12.90 [mln kg] Korrels,..;1996 3e kwartaal;;;
2555;14.21.12.90 [mln kg] Korrels,..;1996 4e kwartaal;;;
2556;14.21.12.90 [mln kg] Korrels,..;1996 totaal;;;
2557;14.21.12.90 [mln kg] Korrels,..;1997 1e kwartaal;;;
2558;14.21.12.90 [mln kg] Korrels,..;1997 2e kwartaal;0.0;;
2559;14.21.12.90 [mln kg] Korrels,..;1997 3e kwartaal;0.0;;
2560;14.21.12.90 [mln kg] Korrels,..;1997 4e kwartaal;0.0;;
2561;14.21.12.90 [mln kg] Korrels,..;1997 totaal;;;
2562;14.21.12.90 [mln kg] Korrels,..;1998 1e kwartaal;0.0;;
2563;14.21.12.90 [mln kg] Korrels,..;1998 2e kwartaal;0.0;;
2564;14.21.12.90 [mln kg] Korrels,..;1998 3e kwartaal;0.0;;
2565;14.21.12.90 [mln kg] Korrels,..;1998 4e kwartaal;0.0;;
2566;14.21.12.90 [mln kg] Korrels,..;1998 totaal;0.0;0.0;
2567;14.21.12.90 [mln kg] Korrels,..;1999 1e kwartaal;0.0;;
2568;14.21.12.90 [mln kg] Korrels,..;1999 2e kwartaal;0.0;;
2569;14.21.12.90 [mln kg] Korrels,..;1999 3e kwartaal;0.0;;
2570;14.21.12.90 [mln kg] Korrels,..;1999 4e kwartaal;0.0;;
2571;14.21.12.90 [mln kg] Korrels,..;1999 totaal;0.0;0.0;
2572;14.21.12.90 [mln kg] Korrels,..;2000 1e kwartaal;0.0;;
2573;14.21.12.90 [mln kg] Korrels,..;2000 2e kwartaal;0.0;;
2574;14.21.12.90 [mln kg] Korrels,..;2000 3e kwartaal;0.0;;
2575;14.21.12.90 [mln kg] Korrels,..;2000 4e kwartaal;0.0;;
2576;14.21.12.90 [mln kg] Korrels,..;2000 totaal;0.0;0.0;
2577;14.21.12.90 [mln kg] Korrels,..;2001 1e kwartaal;0.0;;
2578;14.21.12.90 [mln kg] Korrels,..;2001 2e kwartaal;0.0;;
2579;14.21.12.90 [mln kg] Korrels,..;2001 3e kwartaal;0.0;;
2580;14.21.12.90 [mln kg] Korrels,..;2001 4e kwartaal;0.0;;
2581;14.21.12.90 [mln kg] Korrels,..;2001 totaal;0.0;0.0;
