ID;Productgroepen;Perioden;Verkoopwaarde_1;Hoeveelheid_2;AanvullendeHoeveelheid_3
5961;15.11.14.30 [1 000 kg] Varkensvlees,..;1993 3e kwartaal;;;
5962;15.11.14.30 [1 000 kg] Varkensvlees,..;1993 4e kwartaal;;;
5963;15.11.14.30 [1 000 kg] Varkensvlees,..;1993 totaal;;;
5964;15.11.14.30 [1 000 kg] Varkensvlees,..;1994 1e kwartaal;;;
5965;15.11.14.30 [1 000 kg] Varkensvlees,..;1994 2e kwartaal;;;
5966;15.11.14.30 [1 000 kg] Varkensvlees,..;1994 3e kwartaal;;;
5967;15.11.14.30 [1 000 kg] Varkensvlees,..;1994 4e kwartaal;;;
5968;15.11.14.30 [1 000 kg] Varkensvlees,..;1994 totaal;;;
5969;15.11.14.30 [1 000 kg] Varkensvlees,..;1995 1e kwartaal;;;
5970;15.11.14.30 [1 000 kg] Varkensvlees,..;1995 2e kwartaal;;;
5971;15.11.14.30 [1 000 kg] Varkensvlees,..;1995 3e kwartaal;;;
5972;15.11.14.30 [1 000 kg] Varkensvlees,..;1995 4e kwartaal;;;
5973;15.11.14.30 [1 000 kg] Varkensvlees,..;1995 totaal;;;
5974;15.11.14.30 [1 000 kg] Varkensvlees,..;1996 1e kwartaal;;;
5975;15.11.14.30 [1 000 kg] Varkensvlees,..;1996 2e kwartaal;0.0;;
5976;15.11.14.30 [1 000 kg] Varkensvlees,..;1996 3e kwartaal;0.0;;
5977;15.11.14.30 [1 000 kg] Varkensvlees,..;1996 4e kwartaal;0.0;;
5978;15.11.14.30 [1 000 kg] Varkensvlees,..;1996 totaal;;;
5979;15.11.14.30 [1 000 kg] Varkensvlees,..;1997 1e kwartaal;0.0;;
5980;15.11.14.30 [1 000 kg] Varkensvlees,..;1997 2e kwartaal;0.0;;
5981;15.11.14.30 [1 000 kg] Varkensvlees,..;1997 3e kwartaal;;;
5982;15.11.14.30 [1 000 kg] Varkensvlees,..;1997 4e kwartaal;;;
5983;15.11.14.30 [1 000 kg] Varkensvlees,..;1997 totaal;;;
5984;15.11.14.30 [1 000 kg] Varkensvlees,..;1998 1e kwartaal;0.0;;
5985;15.11.14.30 [1 000 kg] Varkensvlees,..;1998 2e kwartaal;0.0;;
5986;15.11.14.30 [1 000 kg] Varkensvlees,..;1998 3e kwartaal;0.0;;
5987;15.11.14.30 [1 000 kg] Varkensvlees,..;1998 4e kwartaal;0.0;;
5988;15.11.14.30 [1 000 kg] Varkensvlees,..;1998 totaal;0.0;0.0;
5989;15.11.14.30 [1 000 kg] Varkensvlees,..;1999 1e kwartaal;0.0;;
5990;15.11.14.30 [1 000 kg] Varkensvlees,..;1999 2e kwartaal;0.0;;
5991;15.11.14.30 [1 000 kg] Varkensvlees,..;1999 3e kwartaal;0.0;;
5992;15.11.14.30 [1 000 kg] Varkensvlees,..;1999 4e kwartaal;0.0;;
5993;15.11.14.30 [1 000 kg] Varkensvlees,..;1999 totaal;0.0;0.0;
5994;15.11.14.30 [1 000 kg] Varkensvlees,..;2000 1e kwartaal;;;
5995;15.11.14.30 [1 000 kg] Varkensvlees,..;2000 2e kwartaal;;;
5996;15.11.14.30 [1 000 kg] Varkensvlees,..;2000 3e kwartaal;;;
5997;15.11.14.30 [1 000 kg] Varkensvlees,..;2000 4e kwartaal;;;
5998;15.11.14.30 [1 000 kg] Varkensvlees,..;2000 totaal;;;
5999;15.11.14.30 [1 000 kg] Varkensvlees,..;2001 1e kwartaal;;;
6000;15.11.14.30 [1 000 kg] Varkensvlees,..;2001 2e kwartaal;;;
6001;15.11.14.30 [1 000 kg] Varkensvlees,..;2001 3e kwartaal;0.0;;
6002;15.11.14.30 [1 000 kg] Varkensvlees,..;2001 4e kwartaal;0.0;;
6003;15.11.14.30 [1 000 kg] Varkensvlees,..;2001 totaal;;;
6004;15.11.14.30 [1 000 kg] Varkensvlees,..;2002 1e kwartaal;;;
6005;15.11.14.30 [1 000 kg] Varkensvlees,..;2002 2e kwartaal;;;
6006;15.11.14.30 [1 000 kg] Varkensvlees,..;2002 3e kwartaal;;;
6007;15.11.14.30 [1 000 kg] Varkensvlees,..;2002 4e kwartaal;;;
6008;15.11.14.30 [1 000 kg] Varkensvlees,..;2002 totaal;;;
6009;15.11.14.30 [1 000 kg] Varkensvlees,..;2003 1e kwartaal;;;
6010;15.11.14.30 [1 000 kg] Varkensvlees,..;2003 2e kwartaal;;;
6011;15.11.14.30 [1 000 kg] Varkensvlees,..;2003 3e kwartaal;;;
6012;15.11.14.30 [1 000 kg] Varkensvlees,..;2003 4e kwartaal;;;
6013;15.11.14.30 [1 000 kg] Varkensvlees,..;2003 totaal;;;
6014;15.11.14.30 [1 000 kg] Varkensvlees,..;2004 totaal;;;
6015;15.11.14.30 [1 000 kg] Varkensvlees,..;2005 totaal;;;
6016;15.11.14.30 [1 000 kg] Varkensvlees,..;2006 totaal;;;
6017;15.11.14.30 [1 000 kg] Varkensvlees,..;2007 totaal;;;
6018;15.11.14.50 [mln kg] Varkenshammen,..;1993 1e kwartaal;5.0;;
6019;15.11.14.50 [mln kg] Varkenshammen,..;1993 2e kwartaal;5.0;;
6020;15.11.14.50 [mln kg] Varkenshammen,..;1993 3e kwartaal;5.0;;
6021;15.11.14.50 [mln kg] Varkenshammen,..;1993 4e kwartaal;4.0;;
6022;15.11.14.50 [mln kg] Varkenshammen,..;1993 totaal;19.0;11.0;
6023;15.11.14.50 [mln kg] Varkenshammen,..;1994 1e kwartaal;3.0;;
6024;15.11.14.50 [mln kg] Varkenshammen,..;1994 2e kwartaal;3.0;;
6025;15.11.14.50 [mln kg] Varkenshammen,..;1994 3e kwartaal;3.0;;
6026;15.11.14.50 [mln kg] Varkenshammen,..;1994 4e kwartaal;2.0;;
6027;15.11.14.50 [mln kg] Varkenshammen,..;1994 totaal;11.0;7.0;
6028;15.11.14.50 [mln kg] Varkenshammen,..;1995 1e kwartaal;3.0;;
6029;15.11.14.50 [mln kg] Varkenshammen,..;1995 2e kwartaal;2.0;;
6030;15.11.14.50 [mln kg] Varkenshammen,..;1995 3e kwartaal;2.0;;
6031;15.11.14.50 [mln kg] Varkenshammen,..;1995 4e kwartaal;3.0;;
6032;15.11.14.50 [mln kg] Varkenshammen,..;1995 totaal;9.0;6.0;
6033;15.11.14.50 [mln kg] Varkenshammen,..;1996 1e kwartaal;;;
6034;15.11.14.50 [mln kg] Varkenshammen,..;1996 2e kwartaal;;;
6035;15.11.14.50 [mln kg] Varkenshammen,..;1996 3e kwartaal;7.0;;
6036;15.11.14.50 [mln kg] Varkenshammen,..;1996 4e kwartaal;8.0;;
6037;15.11.14.50 [mln kg] Varkenshammen,..;1996 totaal;23.0;13.0;
6038;15.11.14.50 [mln kg] Varkenshammen,..;1997 1e kwartaal;9.0;;
6039;15.11.14.50 [mln kg] Varkenshammen,..;1997 2e kwartaal;11.0;;
6040;15.11.14.50 [mln kg] Varkenshammen,..;1997 3e kwartaal;10.0;;
6041;15.11.14.50 [mln kg] Varkenshammen,..;1997 4e kwartaal;9.0;;
6042;15.11.14.50 [mln kg] Varkenshammen,..;1997 totaal;39.0;14.0;
6043;15.11.14.50 [mln kg] Varkenshammen,..;1998 1e kwartaal;9.0;;
6044;15.11.14.50 [mln kg] Varkenshammen,..;1998 2e kwartaal;;;
6045;15.11.14.50 [mln kg] Varkenshammen,..;1998 3e kwartaal;;;
6046;15.11.14.50 [mln kg] Varkenshammen,..;1998 4e kwartaal;;;
6047;15.11.14.50 [mln kg] Varkenshammen,..;1998 totaal;;;
6048;15.11.14.50 [mln kg] Varkenshammen,..;1999 1e kwartaal;;;
6049;15.11.14.50 [mln kg] Varkenshammen,..;1999 2e kwartaal;;;
6050;15.11.14.50 [mln kg] Varkenshammen,..;1999 3e kwartaal;;;
6051;15.11.14.50 [mln kg] Varkenshammen,..;1999 4e kwartaal;;;
6052;15.11.14.50 [mln kg] Varkenshammen,..;1999 totaal;;;
6053;15.11.14.50 [mln kg] Varkenshammen,..;2000 1e kwartaal;3.0;;
6054;15.11.14.50 [mln kg] Varkenshammen,..;2000 2e kwartaal;4.0;;
6055;15.11.14.50 [mln kg] Varkenshammen,..;2000 3e kwartaal;7.0;;
6056;15.11.14.50 [mln kg] Varkenshammen,..;2000 4e kwartaal;6.0;;
6057;15.11.14.50 [mln kg] Varkenshammen,..;2000 totaal;20.0;10.0;
6058;15.11.14.50 [mln kg] Varkenshammen,..;2001 1e kwartaal;5.0;;
6059;15.11.14.50 [mln kg] Varkenshammen,..;2001 2e kwartaal;3.0;;
6060;15.11.14.50 [mln kg] Varkenshammen,..;2001 3e kwartaal;;;
6061;15.11.14.50 [mln kg] Varkenshammen,..;2001 4e kwartaal;;;
6062;15.11.14.50 [mln kg] Varkenshammen,..;2001 totaal;13.0;4.0;
6063;15.11.14.50 [mln kg] Varkenshammen,..;2002 1e kwartaal;;;
6064;15.11.14.50 [mln kg] Varkenshammen,..;2002 2e kwartaal;;;
6065;15.11.14.50 [mln kg] Varkenshammen,..;2002 3e kwartaal;;;
6066;15.11.14.50 [mln kg] Varkenshammen,..;2002 4e kwartaal;;;
6067;15.11.14.50 [mln kg] Varkenshammen,..;2002 totaal;;;
6068;15.11.14.50 [mln kg] Varkenshammen,..;2003 1e kwartaal;;;
6069;15.11.14.50 [mln kg] Varkenshammen,..;2003 2e kwartaal;;;
6070;15.11.14.50 [mln kg] Varkenshammen,..;2003 3e kwartaal;;;
6071;15.11.14.50 [mln kg] Varkenshammen,..;2003 4e kwartaal;;;
6072;15.11.14.50 [mln kg] Varkenshammen,..;2003 totaal;7.0;3.0;
6073;15.11.14.50 [mln kg] Varkenshammen,..;2004 totaal;11.0;;
6074;15.11.14.50 [mln kg] Varkenshammen,..;2005 totaal;;;
6075;15.11.14.50 [mln kg] Varkenshammen,..;2006 totaal;;;
6076;15.11.14.50 [mln kg] Varkenshammen,..;2007 totaal;;;
6077;15.11.14.90 [mln kg] Varkensvlees,..;1993 1e kwartaal;9.0;;
6078;15.11.14.90 [mln kg] Varkensvlees,..;1993 2e kwartaal;7.0;;
6079;15.11.14.90 [mln kg] Varkensvlees,..;1993 3e kwartaal;9.0;;
6080;15.11.14.90 [mln kg] Varkensvlees,..;1993 4e kwartaal;7.0;;
6081;15.11.14.90 [mln kg] Varkensvlees,..;1993 totaal;32.0;25.0;
6082;15.11.14.90 [mln kg] Varkensvlees,..;1994 1e kwartaal;11.0;;
6083;15.11.14.90 [mln kg] Varkensvlees,..;1994 2e kwartaal;12.0;;
6084;15.11.14.90 [mln kg] Varkensvlees,..;1994 3e kwartaal;14.0;;
6085;15.11.14.90 [mln kg] Varkensvlees,..;1994 4e kwartaal;12.0;;
6086;15.11.14.90 [mln kg] Varkensvlees,..;1994 totaal;49.0;41.0;
6087;15.11.14.90 [mln kg] Varkensvlees,..;1995 1e kwartaal;11.0;;
6088;15.11.14.90 [mln kg] Varkensvlees,..;1995 2e kwartaal;7.0;;
6089;15.11.14.90 [mln kg] Varkensvlees,..;1995 3e kwartaal;9.0;;
6090;15.11.14.90 [mln kg] Varkensvlees,..;1995 4e kwartaal;11.0;;
6091;15.11.14.90 [mln kg] Varkensvlees,..;1995 totaal;38.0;25.0;
6092;15.11.14.90 [mln kg] Varkensvlees,..;1996 1e kwartaal;22.0;;
6093;15.11.14.90 [mln kg] Varkensvlees,..;1996 2e kwartaal;28.0;;
6094;15.11.14.90 [mln kg] Varkensvlees,..;1996 3e kwartaal;27.0;;
6095;15.11.14.90 [mln kg] Varkensvlees,..;1996 4e kwartaal;29.0;;
6096;15.11.14.90 [mln kg] Varkensvlees,..;1996 totaal;105.0;53.0;
6097;15.11.14.90 [mln kg] Varkensvlees,..;1997 1e kwartaal;21.0;;
6098;15.11.14.90 [mln kg] Varkensvlees,..;1997 2e kwartaal;23.0;;
6099;15.11.14.90 [mln kg] Varkensvlees,..;1997 3e kwartaal;21.0;;
6100;15.11.14.90 [mln kg] Varkensvlees,..;1997 4e kwartaal;20.0;;
6101;15.11.14.90 [mln kg] Varkensvlees,..;1997 totaal;84.0;46.0;
6102;15.11.14.90 [mln kg] Varkensvlees,..;1998 1e kwartaal;22.0;;
6103;15.11.14.90 [mln kg] Varkensvlees,..;1998 2e kwartaal;20.0;;
6104;15.11.14.90 [mln kg] Varkensvlees,..;1998 3e kwartaal;19.0;;
6105;15.11.14.90 [mln kg] Varkensvlees,..;1998 4e kwartaal;21.0;;
6106;15.11.14.90 [mln kg] Varkensvlees,..;1998 totaal;82.0;62.0;
6107;15.11.14.90 [mln kg] Varkensvlees,..;1999 1e kwartaal;22.0;;
6108;15.11.14.90 [mln kg] Varkensvlees,..;1999 2e kwartaal;23.0;;
6109;15.11.14.90 [mln kg] Varkensvlees,..;1999 3e kwartaal;32.0;;
6110;15.11.14.90 [mln kg] Varkensvlees,..;1999 4e kwartaal;29.0;;
6111;15.11.14.90 [mln kg] Varkensvlees,..;1999 totaal;105.0;77.0;
6112;15.11.14.90 [mln kg] Varkensvlees,..;2000 1e kwartaal;27.0;;
6113;15.11.14.90 [mln kg] Varkensvlees,..;2000 2e kwartaal;34.0;;
6114;15.11.14.90 [mln kg] Varkensvlees,..;2000 3e kwartaal;35.0;;
6115;15.11.14.90 [mln kg] Varkensvlees,..;2000 4e kwartaal;34.0;;
6116;15.11.14.90 [mln kg] Varkensvlees,..;2000 totaal;130.0;96.0;
6117;15.11.14.90 [mln kg] Varkensvlees,..;2001 1e kwartaal;31.0;;
6118;15.11.14.90 [mln kg] Varkensvlees,..;2001 2e kwartaal;26.0;;
6119;15.11.14.90 [mln kg] Varkensvlees,..;2001 3e kwartaal;24.0;;
6120;15.11.14.90 [mln kg] Varkensvlees,..;2001 4e kwartaal;26.0;;
6121;15.11.14.90 [mln kg] Varkensvlees,..;2001 totaal;106.0;57.0;
6122;15.11.14.90 [mln kg] Varkensvlees,..;2002 1e kwartaal;30.0;;
6123;15.11.14.90 [mln kg] Varkensvlees,..;2002 2e kwartaal;33.0;;
6124;15.11.14.90 [mln kg] Varkensvlees,..;2002 3e kwartaal;30.0;;
6125;15.11.14.90 [mln kg] Varkensvlees,..;2002 4e kwartaal;28.0;;
6126;15.11.14.90 [mln kg] Varkensvlees,..;2002 totaal;120.0;74.0;
6127;15.11.14.90 [mln kg] Varkensvlees,..;2003 1e kwartaal;;;
6128;15.11.14.90 [mln kg] Varkensvlees,..;2003 2e kwartaal;;;
6129;15.11.14.90 [mln kg] Varkensvlees,..;2003 3e kwartaal;;;
6130;15.11.14.90 [mln kg] Varkensvlees,..;2003 4e kwartaal;;;
6131;15.11.14.90 [mln kg] Varkensvlees,..;2003 totaal;80.0;58.0;
6132;15.11.14.90 [mln kg] Varkensvlees,..;2004 totaal;72.0;76.0;
6133;15.11.14.90 [mln kg] Varkensvlees,..;2005 totaal;109.0;86.0;
6134;15.11.14.90 [mln kg] Varkensvlees,..;2006 totaal;;;
6135;15.11.14.90 [mln kg] Varkensvlees,..;2007 totaal;;;
6136;15.11.15.00 [1 000 kg] Lams- of..;1993 1e kwartaal;;;
6137;15.11.15.00 [1 000 kg] Lams- of..;1993 2e kwartaal;1.0;;
6138;15.11.15.00 [1 000 kg] Lams- of..;1993 3e kwartaal;1.0;;
6139;15.11.15.00 [1 000 kg] Lams- of..;1993 4e kwartaal;1.0;;
6140;15.11.15.00 [1 000 kg] Lams- of..;1993 totaal;;;
6141;15.11.15.00 [1 000 kg] Lams- of..;1994 1e kwartaal;1.0;;
6142;15.11.15.00 [1 000 kg] Lams- of..;1994 2e kwartaal;1.0;;
6143;15.11.15.00 [1 000 kg] Lams- of..;1994 3e kwartaal;1.0;;
6144;15.11.15.00 [1 000 kg] Lams- of..;1994 4e kwartaal;1.0;;
6145;15.11.15.00 [1 000 kg] Lams- of..;1994 totaal;3.0;1044.0;
6146;15.11.15.00 [1 000 kg] Lams- of..;1995 1e kwartaal;1.0;;
6147;15.11.15.00 [1 000 kg] Lams- of..;1995 2e kwartaal;1.0;;
6148;15.11.15.00 [1 000 kg] Lams- of..;1995 3e kwartaal;1.0;;
6149;15.11.15.00 [1 000 kg] Lams- of..;1995 4e kwartaal;1.0;;
6150;15.11.15.00 [1 000 kg] Lams- of..;1995 totaal;3.0;822.0;
6151;15.11.15.00 [1 000 kg] Lams- of..;1996 1e kwartaal;2.0;;
6152;15.11.15.00 [1 000 kg] Lams- of..;1996 2e kwartaal;2.0;;
6153;15.11.15.00 [1 000 kg] Lams- of..;1996 3e kwartaal;2.0;;
6154;15.11.15.00 [1 000 kg] Lams- of..;1996 4e kwartaal;2.0;;
6155;15.11.15.00 [1 000 kg] Lams- of..;1996 totaal;6.0;1759.0;
6156;15.11.15.00 [1 000 kg] Lams- of..;1997 1e kwartaal;;;
6157;15.11.15.00 [1 000 kg] Lams- of..;1997 2e kwartaal;;;
6158;15.11.15.00 [1 000 kg] Lams- of..;1997 3e kwartaal;;;
6159;15.11.15.00 [1 000 kg] Lams- of..;1997 4e kwartaal;;;
6160;15.11.15.00 [1 000 kg] Lams- of..;1997 totaal;;;
6161;15.11.15.00 [1 000 kg] Lams- of..;1998 1e kwartaal;;;
6162;15.11.15.00 [1 000 kg] Lams- of..;1998 2e kwartaal;;;
6163;15.11.15.00 [1 000 kg] Lams- of..;1998 3e kwartaal;;;
6164;15.11.15.00 [1 000 kg] Lams- of..;1998 4e kwartaal;0.0;;
6165;15.11.15.00 [1 000 kg] Lams- of..;1998 totaal;;;
6166;15.11.15.00 [1 000 kg] Lams- of..;1999 1e kwartaal;;;
6167;15.11.15.00 [1 000 kg] Lams- of..;1999 2e kwartaal;;;
6168;15.11.15.00 [1 000 kg] Lams- of..;1999 3e kwartaal;;;
6169;15.11.15.00 [1 000 kg] Lams- of..;1999 4e kwartaal;;;
6170;15.11.15.00 [1 000 kg] Lams- of..;1999 totaal;1.0;358.0;
6171;15.11.15.00 [1 000 kg] Lams- of..;2000 1e kwartaal;;;
6172;15.11.15.00 [1 000 kg] Lams- of..;2000 2e kwartaal;;;
6173;15.11.15.00 [1 000 kg] Lams- of..;2000 3e kwartaal;;;
6174;15.11.15.00 [1 000 kg] Lams- of..;2000 4e kwartaal;;;
6175;15.11.15.00 [1 000 kg] Lams- of..;2000 totaal;;;
6176;15.11.15.00 [1 000 kg] Lams- of..;2001 1e kwartaal;;;
6177;15.11.15.00 [1 000 kg] Lams- of..;2001 2e kwartaal;;;
6178;15.11.15.00 [1 000 kg] Lams- of..;2001 3e kwartaal;;;
6179;15.11.15.00 [1 000 kg] Lams- of..;2001 4e kwartaal;;;
6180;15.11.15.00 [1 000 kg] Lams- of..;2001 totaal;;;
6181;15.11.15.00 [1 000 kg] Lams- of..;2002 1e kwartaal;;;
6182;15.11.15.00 [1 000 kg] Lams- of..;2002 2e kwartaal;;;
6183;15.11.15.00 [1 000 kg] Lams- of..;2002 3e kwartaal;;;
6184;15.11.15.00 [1 000 kg] Lams- of..;2002 4e kwartaal;;;
6185;15.11.15.00 [1 000 kg] Lams- of..;2002 totaal;;;
6186;15.11.15.00 [1 000 kg] Lams- of..;2003 1e kwartaal;;;
6187;15.11.15.00 [1 000 kg] Lams- of..;2003 2e kwartaal;;;
6188;15.11.15.00 [1 000 kg] Lams- of..;2003 3e kwartaal;;;
6189;15.11.15.00 [1 000 kg] Lams- of..;2003 4e kwartaal;;;
6190;15.11.15.00 [1 000 kg] Lams- of..;2003 totaal;;;
6191;15.11.15.00 [1 000 kg] Lams- of..;2004 totaal;2.0;;
6192;15.11.15.00 [1 000 kg] Lams- of..;2005 totaal;;;
6193;15.11.15.00 [1 000 kg] Lams- of..;2006 totaal;2.0;650.0;
6194;15.11.15.00 [1 000 kg] Lams- of..;2007 totaal;2.0;490.0;
6195;15.11.16.00 [1 000 kg] Lams- of..;1993 1e kwartaal;;;
6196;15.11.16.00 [1 000 kg] Lams- of..;1993 2e kwartaal;;;
6197;15.11.16.00 [1 000 kg] Lams- of..;1993 3e kwartaal;0.0;;
6198;15.11.16.00 [1 000 kg] Lams- of..;1993 4e kwartaal;0.0;;
6199;15.11.16.00 [1 000 kg] Lams- of..;1993 totaal;;;
6200;15.11.16.00 [1 000 kg] Lams- of..;1994 1e kwartaal;0.0;;
6201;15.11.16.00 [1 000 kg] Lams- of..;1994 2e kwartaal;0.0;;
6202;15.11.16.00 [1 000 kg] Lams- of..;1994 3e kwartaal;0.0;;
6203;15.11.16.00 [1 000 kg] Lams- of..;1994 4e kwartaal;0.0;;
6204;15.11.16.00 [1 000 kg] Lams- of..;1994 totaal;0.0;0.0;
6205;15.11.16.00 [1 000 kg] Lams- of..;1995 1e kwartaal;0.0;;
6206;15.11.16.00 [1 000 kg] Lams- of..;1995 2e kwartaal;0.0;;
6207;15.11.16.00 [1 000 kg] Lams- of..;1995 3e kwartaal;0.0;;
6208;15.11.16.00 [1 000 kg] Lams- of..;1995 4e kwartaal;;;
6209;15.11.16.00 [1 000 kg] Lams- of..;1995 totaal;;;
6210;15.11.16.00 [1 000 kg] Lams- of..;1996 1e kwartaal;;;
6211;15.11.16.00 [1 000 kg] Lams- of..;1996 2e kwartaal;;;
6212;15.11.16.00 [1 000 kg] Lams- of..;1996 3e kwartaal;;;
6213;15.11.16.00 [1 000 kg] Lams- of..;1996 4e kwartaal;;;
6214;15.11.16.00 [1 000 kg] Lams- of..;1996 totaal;;;
6215;15.11.16.00 [1 000 kg] Lams- of..;1997 1e kwartaal;;;
6216;15.11.16.00 [1 000 kg] Lams- of..;1997 2e kwartaal;;;
6217;15.11.16.00 [1 000 kg] Lams- of..;1997 3e kwartaal;;;
6218;15.11.16.00 [1 000 kg] Lams- of..;1997 4e kwartaal;;;
6219;15.11.16.00 [1 000 kg] Lams- of..;1997 totaal;;;
6220;15.11.16.00 [1 000 kg] Lams- of..;1998 1e kwartaal;0.0;;
6221;15.11.16.00 [1 000 kg] Lams- of..;1998 2e kwartaal;0.0;;
6222;15.11.16.00 [1 000 kg] Lams- of..;1998 3e kwartaal;0.0;;
6223;15.11.16.00 [1 000 kg] Lams- of..;1998 4e kwartaal;0.0;;
6224;15.11.16.00 [1 000 kg] Lams- of..;1998 totaal;0.0;0.0;
6225;15.11.16.00 [1 000 kg] Lams- of..;1999 1e kwartaal;;;
6226;15.11.16.00 [1 000 kg] Lams- of..;1999 2e kwartaal;;;
6227;15.11.16.00 [1 000 kg] Lams- of..;1999 3e kwartaal;;;
6228;15.11.16.00 [1 000 kg] Lams- of..;1999 4e kwartaal;;;
6229;15.11.16.00 [1 000 kg] Lams- of..;1999 totaal;;;
6230;15.11.16.00 [1 000 kg] Lams- of..;2000 1e kwartaal;;;
6231;15.11.16.00 [1 000 kg] Lams- of..;2000 2e kwartaal;;;
6232;15.11.16.00 [1 000 kg] Lams- of..;2000 3e kwartaal;;;
6233;15.11.16.00 [1 000 kg] Lams- of..;2000 4e kwartaal;;;
6234;15.11.16.00 [1 000 kg] Lams- of..;2000 totaal;;;
6235;15.11.16.00 [1 000 kg] Lams- of..;2001 1e kwartaal;;;
6236;15.11.16.00 [1 000 kg] Lams- of..;2001 2e kwartaal;;;
6237;15.11.16.00 [1 000 kg] Lams- of..;2001 3e kwartaal;;;
6238;15.11.16.00 [1 000 kg] Lams- of..;2001 4e kwartaal;;;
6239;15.11.16.00 [1 000 kg] Lams- of..;2001 totaal;;;
6240;15.11.16.00 [1 000 kg] Lams- of..;2002 1e kwartaal;;;
6241;15.11.16.00 [1 000 kg] Lams- of..;2002 2e kwartaal;;;
6242;15.11.16.00 [1 000 kg] Lams- of..;2002 3e kwartaal;;;
6243;15.11.16.00 [1 000 kg] Lams- of..;2002 4e kwartaal;;;
6244;15.11.16.00 [1 000 kg] Lams- of..;2002 totaal;;;
6245;15.11.16.00 [1 000 kg] Lams- of..;2003 1e kwartaal;;;
6246;15.11.16.00 [1 000 kg] Lams- of..;2003 2e kwartaal;;;
6247;15.11.16.00 [1 000 kg] Lams- of..;2003 3e kwartaal;;;
6248;15.11.16.00 [1 000 kg] Lams- of..;2003 4e kwartaal;;;
6249;15.11.16.00 [1 000 kg] Lams- of..;2003 totaal;;;
6250;15.11.16.00 [1 000 kg] Lams- of..;2004 totaal;;;
6251;15.11.16.00 [1 000 kg] Lams- of..;2005 totaal;;;
6252;15.11.16.00 [1 000 kg] Lams- of..;2006 totaal;;;
6253;15.11.16.00 [1 000 kg] Lams- of..;2007 totaal;;;
6254;15.11.17.00 [kg] Geitenvlees;1993 1e kwartaal;0.0;;
6255;15.11.17.00 [kg] Geitenvlees;1993 2e kwartaal;0.0;;
6256;15.11.17.00 [kg] Geitenvlees;1993 3e kwartaal;0.0;;
6257;15.11.17.00 [kg] Geitenvlees;1993 4e kwartaal;0.0;;
6258;15.11.17.00 [kg] Geitenvlees;1993 totaal;0.0;0.0;
6259;15.11.17.00 [kg] Geitenvlees;1994 1e kwartaal;0.0;;
6260;15.11.17.00 [kg] Geitenvlees;1994 2e kwartaal;0.0;;
6261;15.11.17.00 [kg] Geitenvlees;1994 3e kwartaal;0.0;;
6262;15.11.17.00 [kg] Geitenvlees;1994 4e kwartaal;0.0;;
6263;15.11.17.00 [kg] Geitenvlees;1994 totaal;0.0;0.0;
6264;15.11.17.00 [kg] Geitenvlees;1995 1e kwartaal;0.0;;
6265;15.11.17.00 [kg] Geitenvlees;1995 2e kwartaal;0.0;;
6266;15.11.17.00 [kg] Geitenvlees;1995 3e kwartaal;0.0;;
6267;15.11.17.00 [kg] Geitenvlees;1995 4e kwartaal;0.0;;
6268;15.11.17.00 [kg] Geitenvlees;1995 totaal;0.0;0.0;
6269;15.11.17.00 [kg] Geitenvlees;1996 1e kwartaal;0.0;;
6270;15.11.17.00 [kg] Geitenvlees;1996 2e kwartaal;0.0;;
6271;15.11.17.00 [kg] Geitenvlees;1996 3e kwartaal;0.0;;
6272;15.11.17.00 [kg] Geitenvlees;1996 4e kwartaal;0.0;;
6273;15.11.17.00 [kg] Geitenvlees;1996 totaal;0.0;0.0;
6274;15.11.17.00 [kg] Geitenvlees;1997 1e kwartaal;0.0;;
6275;15.11.17.00 [kg] Geitenvlees;1997 2e kwartaal;0.0;;
6276;15.11.17.00 [kg] Geitenvlees;1997 3e kwartaal;0.0;;
6277;15.11.17.00 [kg] Geitenvlees;1997 4e kwartaal;0.0;;
6278;15.11.17.00 [kg] Geitenvlees;1997 totaal;0.0;0.0;
6279;15.11.17.00 [kg] Geitenvlees;1998 1e kwartaal;0.0;;
6280;15.11.17.00 [kg] Geitenvlees;1998 2e kwartaal;0.0;;
6281;15.11.17.00 [kg] Geitenvlees;1998 3e kwartaal;0.0;;
6282;15.11.17.00 [kg] Geitenvlees;1998 4e kwartaal;0.0;;
6283;15.11.17.00 [kg] Geitenvlees;1998 totaal;0.0;0.0;
6284;15.11.17.00 [kg] Geitenvlees;1999 1e kwartaal;0.0;;
6285;15.11.17.00 [kg] Geitenvlees;1999 2e kwartaal;0.0;;
6286;15.11.17.00 [kg] Geitenvlees;1999 3e kwartaal;0.0;;
6287;15.11.17.00 [kg] Geitenvlees;1999 4e kwartaal;0.0;;
6288;15.11.17.00 [kg] Geitenvlees;1999 totaal;0.0;0.0;
6289;15.11.17.00 [kg] Geitenvlees;2000 1e kwartaal;0.0;;
6290;15.11.17.00 [kg] Geitenvlees;2000 2e kwartaal;0.0;;
6291;15.11.17.00 [kg] Geitenvlees;2000 3e kwartaal;0.0;;
6292;15.11.17.00 [kg] Geitenvlees;2000 4e kwartaal;0.0;;
6293;15.11.17.00 [kg] Geitenvlees;2000 totaal;0.0;0.0;
6294;15.11.17.00 [kg] Geitenvlees;2001 1e kwartaal;0.0;;
6295;15.11.17.00 [kg] Geitenvlees;2001 2e kwartaal;0.0;;
6296;15.11.17.00 [kg] Geitenvlees;2001 3e kwartaal;0.0;;
