ID;Geslacht;Leeftijd;Vervoerwijzen;Reismotieven;Marges;Perioden;RittenPerPersoonPerDagGemiddeld_1;AfgelegdeAfstandPerRitGemiddeld_2;ReisduurPerRit_3
234;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2008;0.29;6.87;17.77
235;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2009;0.29;6.86;17.67
236;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2010;0.3;6.9;17.74
237;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2011;0.3;6.94;17.84
238;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2012;0.29;7.04;18.05
239;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2013;0.29;7.05;18.07
240;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2014;0.29;7.18;18.36
241;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2015;0.29;7.29;18.38
242;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2016;0.29;7.3;18.55
243;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2017;0.28;7.32;18.75
244;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2018;0.28;7.33;18.63
245;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2019;0.28;7.28;18.58
246;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2020;0.17;6.73;18.39
247;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2021;0.17;6.66;18.53
248;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2022;0.22;7.01;19.13
249;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Waarde;2023;0.23;7.16;19.41
250;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;1999;0.28;6.19;16.5
251;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2000;0.28;6.31;16.72
252;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2001;0.27;6.32;16.58
253;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2002;0.27;6.33;16.62
254;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2003;0.27;6.36;16.74
255;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2004;0.28;6.26;16.61
256;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2005;0.27;6.33;16.82
257;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2006;0.28;6.29;16.9
258;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2007;0.28;6.34;16.91
259;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2008;0.28;6.3;16.82
260;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2009;0.27;6.31;16.77
261;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2010;0.29;6.43;16.95
262;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2011;0.29;6.5;17.05
263;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2012;0.28;6.59;17.33
264;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2013;0.28;6.63;17.34
265;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2014;0.28;6.74;17.63
266;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2015;0.28;6.86;17.68
267;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2016;0.28;6.9;17.86
268;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2017;0.27;6.94;18.07
269;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2018;0.28;7.03;18.13
270;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2019;0.27;6.99;18.08
271;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2020;0.16;6.33;17.61
272;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2021;0.17;6.31;17.85
273;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2022;0.21;6.75;18.65
274;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2023;0.23;6.83;18.86
275;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;1999;0.32;7.54;18.85
276;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2000;0.32;7.65;19.07
277;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2001;0.31;7.64;18.89
278;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2002;0.31;7.65;18.86
279;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2003;0.31;7.68;18.97
280;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2004;0.32;7.5;18.68
281;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2005;0.31;7.56;18.87
282;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2006;0.32;7.49;18.9
283;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2007;0.31;7.49;18.88
284;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2008;0.31;7.42;18.7
285;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2009;0.31;7.38;18.56
286;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2010;0.32;7.38;18.6
287;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2011;0.32;7.41;18.61
288;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2012;0.3;7.49;18.84
289;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2013;0.3;7.5;18.8
290;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2014;0.3;7.63;19.09
291;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2015;0.3;7.72;19.06
292;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2016;0.3;7.72;19.24
293;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2017;0.29;7.73;19.41
294;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2018;0.29;7.61;19.1
295;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2019;0.29;7.58;19.06
296;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2020;0.17;7.13;19.08
297;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2021;0.18;7.0;19.15
298;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2022;0.22;7.29;19.56
299;Totaal mannen en vrouwen;10000;Totaal;Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2023;0.24;7.49;19.99
300;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;1999;1.19;12.42;31.37
301;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2000;1.17;12.39;31.45
302;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2001;1.15;12.5;31.5
303;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2002;1.14;12.63;31.31
304;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2003;1.15;12.66;31.6
305;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2004;1.15;12.97;31.52
306;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2005;1.13;12.9;31.6
307;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2006;1.12;12.73;31.84
308;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2007;1.1;12.67;32.03
309;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2008;1.06;12.58;31.64
310;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2009;1.11;12.59;31.67
311;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2010;1.09;12.56;31.45
312;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2011;1.05;12.93;32.1
313;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2012;1.08;12.81;32.15
314;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2013;1.1;13.0;31.68
315;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2014;1.11;13.07;32.53
316;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2015;1.07;13.16;32.7
317;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2016;1.06;13.14;32.59
318;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2017;1.03;13.28;32.46
319;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2018;1.07;13.42;32.7
320;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2019;1.05;13.5;32.59
321;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2020;0.93;10.99;36.22
322;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2021;1.03;11.49;38.55
323;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2022;1.11;11.54;34.86
324;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Waarde;2023;1.12;11.91;33.59
325;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;1999;1.12;11.68;29.64
326;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2000;1.1;11.66;29.79
327;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2001;1.09;11.77;29.84
328;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2002;1.08;11.88;29.71
329;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2003;1.09;11.88;30.04
330;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2004;1.09;12.24;30.13
331;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2005;1.07;12.2;30.28
332;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2006;1.06;12.02;30.38
333;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2007;1.05;12.01;30.68
334;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2008;1.01;11.9;30.26
335;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2009;1.06;11.92;30.36
336;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2010;1.05;11.99;30.49
337;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2011;1.01;12.34;31.15
338;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2012;1.04;12.28;31.21
339;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2013;1.06;12.45;30.79
340;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2014;1.07;12.53;31.59
341;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2015;1.03;12.63;31.77
342;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2016;1.02;12.59;31.69
343;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2017;1.0;12.76;31.5
344;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2018;1.06;13.12;32.19
345;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2019;1.04;13.19;32.08
346;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2020;0.92;10.69;35.58
347;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2021;1.02;11.2;37.89
348;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2022;1.1;11.3;34.39
349;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Ondergrens 95%-interval;2023;1.11;11.64;33.08
350;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;1999;1.26;13.22;33.07
351;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2000;1.23;13.18;33.25
352;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2001;1.21;13.29;33.29
353;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2002;1.2;13.44;33.06
354;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2003;1.21;13.41;33.33
355;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2004;1.2;13.74;32.86
356;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2005;1.18;13.67;32.98
357;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2006;1.17;13.46;33.16
358;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2007;1.16;13.44;33.39
359;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2008;1.12;13.28;32.98
360;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2009;1.16;13.31;32.94
361;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2010;1.13;13.13;32.51
362;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2011;1.09;13.51;33.11
363;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2012;1.12;13.38;33.17
364;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2013;1.14;13.55;32.67
365;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2014;1.15;13.61;33.46
366;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2015;1.11;13.68;33.63
367;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2016;1.1;13.65;33.51
368;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2017;1.07;13.8;33.34
369;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2018;1.08;13.73;33.22
370;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2019;1.07;13.82;33.11
371;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2020;0.94;11.28;36.89
372;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2021;1.04;11.77;39.19
373;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2022;1.12;11.79;35.37
374;Totaal mannen en vrouwen;10000;Totaal;Vrije tijd;Bovengrens 95%-interval;2023;1.13;12.18;34.13
375;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;1999;0.59;13.76;21.22
376;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2000;0.58;13.65;20.94
377;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2001;0.57;13.48;20.9
378;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2002;0.58;13.26;20.61
379;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2003;0.58;13.11;20.52
380;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2004;0.54;12.67;20.31
381;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2005;0.53;12.49;20.22
382;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2006;0.55;12.31;20.05
383;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2007;0.54;12.11;20.19
384;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2008;0.55;11.7;19.75
385;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2009;0.55;11.71;19.76
386;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2010;0.53;11.91;20.0
387;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2011;0.51;12.2;19.96
388;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2012;0.51;12.0;19.92
389;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2013;0.5;11.77;19.67
390;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2014;0.48;11.5;19.53
391;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2015;0.45;11.91;19.68
392;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2016;0.43;11.89;19.66
393;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2017;0.43;11.94;19.63
394;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2018;0.45;11.55;19.27
395;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2019;0.45;11.87;19.57
396;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2020;0.4;10.22;17.72
397;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2021;0.44;10.32;18.4
398;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2022;0.46;10.18;18.54
399;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Waarde;2023;0.46;10.67;18.86
400;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;1999;0.54;12.38;19.68
401;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2000;0.54;12.26;19.43
402;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2001;0.53;12.11;19.39
403;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2002;0.53;11.99;19.26
404;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2003;0.54;11.78;19.28
405;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2004;0.5;11.38;19.01
406;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2005;0.49;11.24;19.05
407;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2006;0.51;11.12;18.82
408;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2007;0.51;10.97;19.09
409;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2008;0.51;10.6;18.66
410;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2009;0.51;10.72;18.76
411;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2010;0.51;11.05;19.18
412;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2011;0.49;11.34;19.18
413;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2012;0.48;11.19;19.12
414;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2013;0.48;11.0;18.99
415;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2014;0.46;10.7;18.83
416;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2015;0.43;11.14;19.03
417;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2016;0.41;11.16;19.05
418;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2017;0.41;11.3;19.06
419;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2018;0.44;11.17;18.81
420;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2019;0.44;11.45;19.09
421;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2020;0.39;9.82;17.21
422;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2021;0.43;9.96;17.94
423;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2022;0.45;9.88;18.2
424;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Ondergrens 95%-interval;2023;0.45;10.27;18.42
425;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;1999;0.63;15.26;22.71
426;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2000;0.62;15.08;22.38
427;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2001;0.62;14.86;22.22
428;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2002;0.62;14.7;22.0
429;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2003;0.63;14.47;21.88
430;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2004;0.58;13.92;21.48
431;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2005;0.57;13.74;21.4
432;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2006;0.58;13.54;21.15
433;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2007;0.58;13.31;21.27
434;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2008;0.58;12.86;20.78
435;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2009;0.58;12.8;20.75
436;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2010;0.56;12.83;20.84
437;Totaal mannen en vrouwen;10000;Totaal;Overige reismotieven;Bovengrens 95%-interval;2011;0.54;13.14;20.79
