ID;RegioIndeling2021;Leeftijd;Geslacht;Perioden;TotaleBevolking_1
1869;Breda;Totaal;Totaal mannen en vrouwen;2044;209.1
1870;Breda;Totaal;Totaal mannen en vrouwen;2045;209.4
1871;Breda;Totaal;Totaal mannen en vrouwen;2046;209.6
1872;Breda;Totaal;Totaal mannen en vrouwen;2047;209.7
1873;Breda;Totaal;Totaal mannen en vrouwen;2048;209.8
1874;Breda;Totaal;Totaal mannen en vrouwen;2049;209.9
1875;Breda;Totaal;Totaal mannen en vrouwen;2050;209.9
1876;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2023;67.4
1877;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2024;67.7
1878;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2025;68.0
1879;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2026;68.2
1880;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2027;68.5
1881;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2028;68.7
1882;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2029;68.9
1883;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2030;69.1
1884;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2031;69.4
1885;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2032;69.6
1886;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2033;69.9
1887;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2034;70.2
1888;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2035;70.4
1889;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2036;70.4
1890;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2037;70.4
1891;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2038;70.5
1892;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2039;70.6
1893;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2040;70.6
1894;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2041;70.6
1895;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2042;70.7
1896;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2043;70.7
1897;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2044;70.8
1898;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2045;70.8
1899;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2046;70.9
1900;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2047;70.9
1901;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2048;71.0
1902;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2049;71.1
1903;Capelle aan den IJssel;Totaal;Totaal mannen en vrouwen;2050;71.2
1904;Delft;Totaal;Totaal mannen en vrouwen;2023;107.0
1905;Delft;Totaal;Totaal mannen en vrouwen;2024;109.4
1906;Delft;Totaal;Totaal mannen en vrouwen;2025;111.7
1907;Delft;Totaal;Totaal mannen en vrouwen;2026;113.7
1908;Delft;Totaal;Totaal mannen en vrouwen;2027;115.8
1909;Delft;Totaal;Totaal mannen en vrouwen;2028;117.6
1910;Delft;Totaal;Totaal mannen en vrouwen;2029;118.6
1911;Delft;Totaal;Totaal mannen en vrouwen;2030;119.3
1912;Delft;Totaal;Totaal mannen en vrouwen;2031;119.9
1913;Delft;Totaal;Totaal mannen en vrouwen;2032;120.5
1914;Delft;Totaal;Totaal mannen en vrouwen;2033;121.1
1915;Delft;Totaal;Totaal mannen en vrouwen;2034;121.6
1916;Delft;Totaal;Totaal mannen en vrouwen;2035;122.2
1917;Delft;Totaal;Totaal mannen en vrouwen;2036;122.5
1918;Delft;Totaal;Totaal mannen en vrouwen;2037;122.8
1919;Delft;Totaal;Totaal mannen en vrouwen;2038;123.0
1920;Delft;Totaal;Totaal mannen en vrouwen;2039;123.3
1921;Delft;Totaal;Totaal mannen en vrouwen;2040;123.7
1922;Delft;Totaal;Totaal mannen en vrouwen;2041;123.7
1923;Delft;Totaal;Totaal mannen en vrouwen;2042;123.8
1924;Delft;Totaal;Totaal mannen en vrouwen;2043;123.9
1925;Delft;Totaal;Totaal mannen en vrouwen;2044;124.0
1926;Delft;Totaal;Totaal mannen en vrouwen;2045;124.0
1927;Delft;Totaal;Totaal mannen en vrouwen;2046;124.1
1928;Delft;Totaal;Totaal mannen en vrouwen;2047;124.2
1929;Delft;Totaal;Totaal mannen en vrouwen;2048;124.3
1930;Delft;Totaal;Totaal mannen en vrouwen;2049;124.3
1931;Delft;Totaal;Totaal mannen en vrouwen;2050;124.5
1932;Deventer;Totaal;Totaal mannen en vrouwen;2023;102.6
1933;Deventer;Totaal;Totaal mannen en vrouwen;2024;103.3
1934;Deventer;Totaal;Totaal mannen en vrouwen;2025;103.9
1935;Deventer;Totaal;Totaal mannen en vrouwen;2026;104.5
1936;Deventer;Totaal;Totaal mannen en vrouwen;2027;105.1
1937;Deventer;Totaal;Totaal mannen en vrouwen;2028;105.7
1938;Deventer;Totaal;Totaal mannen en vrouwen;2029;106.3
1939;Deventer;Totaal;Totaal mannen en vrouwen;2030;107.0
1940;Deventer;Totaal;Totaal mannen en vrouwen;2031;107.6
1941;Deventer;Totaal;Totaal mannen en vrouwen;2032;108.2
1942;Deventer;Totaal;Totaal mannen en vrouwen;2033;108.9
1943;Deventer;Totaal;Totaal mannen en vrouwen;2034;109.4
1944;Deventer;Totaal;Totaal mannen en vrouwen;2035;110.0
1945;Deventer;Totaal;Totaal mannen en vrouwen;2036;110.5
1946;Deventer;Totaal;Totaal mannen en vrouwen;2037;111.0
1947;Deventer;Totaal;Totaal mannen en vrouwen;2038;111.5
1948;Deventer;Totaal;Totaal mannen en vrouwen;2039;112.0
1949;Deventer;Totaal;Totaal mannen en vrouwen;2040;112.4
1950;Deventer;Totaal;Totaal mannen en vrouwen;2041;112.8
1951;Deventer;Totaal;Totaal mannen en vrouwen;2042;113.2
1952;Deventer;Totaal;Totaal mannen en vrouwen;2043;113.5
1953;Deventer;Totaal;Totaal mannen en vrouwen;2044;113.8
1954;Deventer;Totaal;Totaal mannen en vrouwen;2045;114.1
1955;Deventer;Totaal;Totaal mannen en vrouwen;2046;114.4
1956;Deventer;Totaal;Totaal mannen en vrouwen;2047;114.7
1957;Deventer;Totaal;Totaal mannen en vrouwen;2048;114.9
1958;Deventer;Totaal;Totaal mannen en vrouwen;2049;115.1
1959;Deventer;Totaal;Totaal mannen en vrouwen;2050;115.3
1960;Doetinchem;Totaal;Totaal mannen en vrouwen;2023;58.5
1961;Doetinchem;Totaal;Totaal mannen en vrouwen;2024;58.7
1962;Doetinchem;Totaal;Totaal mannen en vrouwen;2025;58.8
1963;Doetinchem;Totaal;Totaal mannen en vrouwen;2026;59.0
1964;Doetinchem;Totaal;Totaal mannen en vrouwen;2027;59.1
1965;Doetinchem;Totaal;Totaal mannen en vrouwen;2028;59.3
1966;Doetinchem;Totaal;Totaal mannen en vrouwen;2029;59.4
1967;Doetinchem;Totaal;Totaal mannen en vrouwen;2030;59.5
1968;Doetinchem;Totaal;Totaal mannen en vrouwen;2031;59.6
1969;Doetinchem;Totaal;Totaal mannen en vrouwen;2032;59.8
1970;Doetinchem;Totaal;Totaal mannen en vrouwen;2033;59.8
1971;Doetinchem;Totaal;Totaal mannen en vrouwen;2034;59.9
1972;Doetinchem;Totaal;Totaal mannen en vrouwen;2035;59.9
1973;Doetinchem;Totaal;Totaal mannen en vrouwen;2036;60.0
1974;Doetinchem;Totaal;Totaal mannen en vrouwen;2037;60.0
1975;Doetinchem;Totaal;Totaal mannen en vrouwen;2038;60.0
1976;Doetinchem;Totaal;Totaal mannen en vrouwen;2039;60.1
1977;Doetinchem;Totaal;Totaal mannen en vrouwen;2040;60.1
1978;Doetinchem;Totaal;Totaal mannen en vrouwen;2041;60.1
1979;Doetinchem;Totaal;Totaal mannen en vrouwen;2042;60.1
1980;Doetinchem;Totaal;Totaal mannen en vrouwen;2043;60.1
1981;Doetinchem;Totaal;Totaal mannen en vrouwen;2044;60.1
1982;Doetinchem;Totaal;Totaal mannen en vrouwen;2045;60.1
1983;Doetinchem;Totaal;Totaal mannen en vrouwen;2046;60.0
1984;Doetinchem;Totaal;Totaal mannen en vrouwen;2047;60.0
1985;Doetinchem;Totaal;Totaal mannen en vrouwen;2048;59.9
1986;Doetinchem;Totaal;Totaal mannen en vrouwen;2049;59.9
1987;Doetinchem;Totaal;Totaal mannen en vrouwen;2050;59.9
1988;Dordrecht;Totaal;Totaal mannen en vrouwen;2023;120.7
1989;Dordrecht;Totaal;Totaal mannen en vrouwen;2024;121.5
1990;Dordrecht;Totaal;Totaal mannen en vrouwen;2025;122.2
1991;Dordrecht;Totaal;Totaal mannen en vrouwen;2026;122.9
1992;Dordrecht;Totaal;Totaal mannen en vrouwen;2027;123.6
1993;Dordrecht;Totaal;Totaal mannen en vrouwen;2028;124.3
1994;Dordrecht;Totaal;Totaal mannen en vrouwen;2029;125.0
1995;Dordrecht;Totaal;Totaal mannen en vrouwen;2030;125.9
1996;Dordrecht;Totaal;Totaal mannen en vrouwen;2031;126.3
1997;Dordrecht;Totaal;Totaal mannen en vrouwen;2032;126.8
1998;Dordrecht;Totaal;Totaal mannen en vrouwen;2033;127.2
1999;Dordrecht;Totaal;Totaal mannen en vrouwen;2034;127.6
2000;Dordrecht;Totaal;Totaal mannen en vrouwen;2035;127.9
2001;Dordrecht;Totaal;Totaal mannen en vrouwen;2036;128.3
2002;Dordrecht;Totaal;Totaal mannen en vrouwen;2037;128.6
2003;Dordrecht;Totaal;Totaal mannen en vrouwen;2038;128.8
2004;Dordrecht;Totaal;Totaal mannen en vrouwen;2039;128.9
2005;Dordrecht;Totaal;Totaal mannen en vrouwen;2040;129.1
2006;Dordrecht;Totaal;Totaal mannen en vrouwen;2041;129.3
2007;Dordrecht;Totaal;Totaal mannen en vrouwen;2042;129.5
2008;Dordrecht;Totaal;Totaal mannen en vrouwen;2043;129.6
2009;Dordrecht;Totaal;Totaal mannen en vrouwen;2044;129.6
2010;Dordrecht;Totaal;Totaal mannen en vrouwen;2045;129.7
2011;Dordrecht;Totaal;Totaal mannen en vrouwen;2046;129.8
2012;Dordrecht;Totaal;Totaal mannen en vrouwen;2047;129.8
2013;Dordrecht;Totaal;Totaal mannen en vrouwen;2048;129.9
2014;Dordrecht;Totaal;Totaal mannen en vrouwen;2049;129.8
2015;Dordrecht;Totaal;Totaal mannen en vrouwen;2050;129.9
2016;Ede;Totaal;Totaal mannen en vrouwen;2023;122.4
2017;Ede;Totaal;Totaal mannen en vrouwen;2024;124.3
2018;Ede;Totaal;Totaal mannen en vrouwen;2025;126.1
2019;Ede;Totaal;Totaal mannen en vrouwen;2026;127.5
2020;Ede;Totaal;Totaal mannen en vrouwen;2027;129.0
2021;Ede;Totaal;Totaal mannen en vrouwen;2028;130.4
2022;Ede;Totaal;Totaal mannen en vrouwen;2029;131.7
2023;Ede;Totaal;Totaal mannen en vrouwen;2030;132.9
2024;Ede;Totaal;Totaal mannen en vrouwen;2031;134.2
2025;Ede;Totaal;Totaal mannen en vrouwen;2032;135.4
2026;Ede;Totaal;Totaal mannen en vrouwen;2033;136.7
2027;Ede;Totaal;Totaal mannen en vrouwen;2034;137.9
2028;Ede;Totaal;Totaal mannen en vrouwen;2035;139.2
2029;Ede;Totaal;Totaal mannen en vrouwen;2036;140.4
2030;Ede;Totaal;Totaal mannen en vrouwen;2037;141.6
2031;Ede;Totaal;Totaal mannen en vrouwen;2038;142.8
2032;Ede;Totaal;Totaal mannen en vrouwen;2039;143.8
2033;Ede;Totaal;Totaal mannen en vrouwen;2040;144.9
2034;Ede;Totaal;Totaal mannen en vrouwen;2041;145.9
2035;Ede;Totaal;Totaal mannen en vrouwen;2042;146.9
2036;Ede;Totaal;Totaal mannen en vrouwen;2043;147.9
2037;Ede;Totaal;Totaal mannen en vrouwen;2044;148.8
2038;Ede;Totaal;Totaal mannen en vrouwen;2045;149.7
2039;Ede;Totaal;Totaal mannen en vrouwen;2046;150.5
2040;Ede;Totaal;Totaal mannen en vrouwen;2047;151.4
2041;Ede;Totaal;Totaal mannen en vrouwen;2048;152.1
2042;Ede;Totaal;Totaal mannen en vrouwen;2049;152.8
2043;Ede;Totaal;Totaal mannen en vrouwen;2050;153.5
2044;Eindhoven;Totaal;Totaal mannen en vrouwen;2023;243.3
2045;Eindhoven;Totaal;Totaal mannen en vrouwen;2024;248.3
2046;Eindhoven;Totaal;Totaal mannen en vrouwen;2025;255.7
2047;Eindhoven;Totaal;Totaal mannen en vrouwen;2026;259.9
2048;Eindhoven;Totaal;Totaal mannen en vrouwen;2027;264.2
2049;Eindhoven;Totaal;Totaal mannen en vrouwen;2028;267.9
2050;Eindhoven;Totaal;Totaal mannen en vrouwen;2029;270.6
2051;Eindhoven;Totaal;Totaal mannen en vrouwen;2030;272.8
2052;Eindhoven;Totaal;Totaal mannen en vrouwen;2031;274.8
2053;Eindhoven;Totaal;Totaal mannen en vrouwen;2032;276.6
2054;Eindhoven;Totaal;Totaal mannen en vrouwen;2033;278.2
2055;Eindhoven;Totaal;Totaal mannen en vrouwen;2034;279.6
2056;Eindhoven;Totaal;Totaal mannen en vrouwen;2035;281.1
2057;Eindhoven;Totaal;Totaal mannen en vrouwen;2036;282.4
2058;Eindhoven;Totaal;Totaal mannen en vrouwen;2037;283.6
2059;Eindhoven;Totaal;Totaal mannen en vrouwen;2038;284.7
2060;Eindhoven;Totaal;Totaal mannen en vrouwen;2039;285.8
2061;Eindhoven;Totaal;Totaal mannen en vrouwen;2040;286.8
2062;Eindhoven;Totaal;Totaal mannen en vrouwen;2041;287.7
2063;Eindhoven;Totaal;Totaal mannen en vrouwen;2042;288.6
2064;Eindhoven;Totaal;Totaal mannen en vrouwen;2043;289.5
2065;Eindhoven;Totaal;Totaal mannen en vrouwen;2044;290.3
2066;Eindhoven;Totaal;Totaal mannen en vrouwen;2045;291.2
2067;Eindhoven;Totaal;Totaal mannen en vrouwen;2046;291.9
2068;Eindhoven;Totaal;Totaal mannen en vrouwen;2047;292.7
2069;Eindhoven;Totaal;Totaal mannen en vrouwen;2048;293.4
2070;Eindhoven;Totaal;Totaal mannen en vrouwen;2049;294.2
2071;Eindhoven;Totaal;Totaal mannen en vrouwen;2050;295.1
2072;Emmen;Totaal;Totaal mannen en vrouwen;2023;107.4
2073;Emmen;Totaal;Totaal mannen en vrouwen;2024;107.5
2074;Emmen;Totaal;Totaal mannen en vrouwen;2025;107.5
2075;Emmen;Totaal;Totaal mannen en vrouwen;2026;107.5
2076;Emmen;Totaal;Totaal mannen en vrouwen;2027;107.5
2077;Emmen;Totaal;Totaal mannen en vrouwen;2028;107.5
2078;Emmen;Totaal;Totaal mannen en vrouwen;2029;107.5
2079;Emmen;Totaal;Totaal mannen en vrouwen;2030;107.6
2080;Emmen;Totaal;Totaal mannen en vrouwen;2031;107.6
2081;Emmen;Totaal;Totaal mannen en vrouwen;2032;107.7
2082;Emmen;Totaal;Totaal mannen en vrouwen;2033;107.7
2083;Emmen;Totaal;Totaal mannen en vrouwen;2034;107.8
2084;Emmen;Totaal;Totaal mannen en vrouwen;2035;107.8
2085;Emmen;Totaal;Totaal mannen en vrouwen;2036;107.9
2086;Emmen;Totaal;Totaal mannen en vrouwen;2037;107.9
2087;Emmen;Totaal;Totaal mannen en vrouwen;2038;107.9
2088;Emmen;Totaal;Totaal mannen en vrouwen;2039;107.8
2089;Emmen;Totaal;Totaal mannen en vrouwen;2040;107.7
2090;Emmen;Totaal;Totaal mannen en vrouwen;2041;107.7
2091;Emmen;Totaal;Totaal mannen en vrouwen;2042;107.6
2092;Emmen;Totaal;Totaal mannen en vrouwen;2043;107.5
2093;Emmen;Totaal;Totaal mannen en vrouwen;2044;107.4
2094;Emmen;Totaal;Totaal mannen en vrouwen;2045;107.3
2095;Emmen;Totaal;Totaal mannen en vrouwen;2046;107.2
2096;Emmen;Totaal;Totaal mannen en vrouwen;2047;107.1
2097;Emmen;Totaal;Totaal mannen en vrouwen;2048;107.0
2098;Emmen;Totaal;Totaal mannen en vrouwen;2049;106.9
2099;Emmen;Totaal;Totaal mannen en vrouwen;2050;106.7
2100;Enschede;Totaal;Totaal mannen en vrouwen;2023;162.3
2101;Enschede;Totaal;Totaal mannen en vrouwen;2024;163.6
2102;Enschede;Totaal;Totaal mannen en vrouwen;2025;164.8
2103;Enschede;Totaal;Totaal mannen en vrouwen;2026;165.8
2104;Enschede;Totaal;Totaal mannen en vrouwen;2027;166.8
2105;Enschede;Totaal;Totaal mannen en vrouwen;2028;167.6
2106;Enschede;Totaal;Totaal mannen en vrouwen;2029;168.3
2107;Enschede;Totaal;Totaal mannen en vrouwen;2030;168.9
2108;Enschede;Totaal;Totaal mannen en vrouwen;2031;169.5
2109;Enschede;Totaal;Totaal mannen en vrouwen;2032;169.9
2110;Enschede;Totaal;Totaal mannen en vrouwen;2033;170.3
2111;Enschede;Totaal;Totaal mannen en vrouwen;2034;170.6
2112;Enschede;Totaal;Totaal mannen en vrouwen;2035;170.8
2113;Enschede;Totaal;Totaal mannen en vrouwen;2036;171.0
2114;Enschede;Totaal;Totaal mannen en vrouwen;2037;171.1
2115;Enschede;Totaal;Totaal mannen en vrouwen;2038;171.2
2116;Enschede;Totaal;Totaal mannen en vrouwen;2039;171.2
2117;Enschede;Totaal;Totaal mannen en vrouwen;2040;171.3
2118;Enschede;Totaal;Totaal mannen en vrouwen;2041;171.2
2119;Enschede;Totaal;Totaal mannen en vrouwen;2042;171.2
2120;Enschede;Totaal;Totaal mannen en vrouwen;2043;171.2
2121;Enschede;Totaal;Totaal mannen en vrouwen;2044;171.1
2122;Enschede;Totaal;Totaal mannen en vrouwen;2045;171.1
2123;Enschede;Totaal;Totaal mannen en vrouwen;2046;171.0
2124;Enschede;Totaal;Totaal mannen en vrouwen;2047;170.9
2125;Enschede;Totaal;Totaal mannen en vrouwen;2048;170.9
2126;Enschede;Totaal;Totaal mannen en vrouwen;2049;170.8
2127;Enschede;Totaal;Totaal mannen en vrouwen;2050;170.7
2128;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2023;51.6
2129;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2024;51.4
2130;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2025;51.1
2131;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2026;50.8
2132;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2027;50.6
2133;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2028;50.3
2134;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2029;50.1
2135;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2030;49.9
2136;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2031;49.8
2137;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2032;49.6
2138;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2033;49.5
2139;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2034;49.4
2140;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2035;49.3
2141;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2036;49.2
2142;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2037;49.1
2143;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2038;49.0
2144;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2039;48.9
2145;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2040;48.8
2146;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2041;48.7
2147;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2042;48.6
2148;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2043;48.6
2149;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2044;48.5
2150;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2045;48.4
2151;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2046;48.4
2152;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2047;48.3
2153;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2048;48.2
2154;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2049;48.2
2155;De Fryske Marren;Totaal;Totaal mannen en vrouwen;2050;48.1
2156;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2023;50.7
2157;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2024;50.7
2158;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2025;50.7
2159;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2026;50.6
2160;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2027;50.6
2161;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2028;50.5
2162;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2029;50.4
2163;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2030;50.4
2164;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2031;50.3
2165;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2032;50.3
2166;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2033;50.3
2167;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2034;50.3
2168;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2035;50.3
2169;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2036;50.2
2170;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2037;50.2
2171;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2038;50.2
2172;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2039;50.1
2173;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2040;50.1
2174;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2041;50.0
2175;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2042;49.9
2176;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2043;49.9
2177;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2044;49.8
2178;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2045;49.7
2179;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2046;49.6
2180;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2047;49.5
2181;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2048;49.4
2182;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2049;49.3
2183;Goeree-Overflakkee;Totaal;Totaal mannen en vrouwen;2050;49.2
2184;Gooise Meren;Totaal;Totaal mannen en vrouwen;2023;58.7
2185;Gooise Meren;Totaal;Totaal mannen en vrouwen;2024;58.9
2186;Gooise Meren;Totaal;Totaal mannen en vrouwen;2025;59.0
2187;Gooise Meren;Totaal;Totaal mannen en vrouwen;2026;59.1
2188;Gooise Meren;Totaal;Totaal mannen en vrouwen;2027;59.2
2189;Gooise Meren;Totaal;Totaal mannen en vrouwen;2028;59.1
2190;Gooise Meren;Totaal;Totaal mannen en vrouwen;2029;59.1
2191;Gooise Meren;Totaal;Totaal mannen en vrouwen;2030;59.2
2192;Gooise Meren;Totaal;Totaal mannen en vrouwen;2031;59.2
2193;Gooise Meren;Totaal;Totaal mannen en vrouwen;2032;59.2
2194;Gooise Meren;Totaal;Totaal mannen en vrouwen;2033;59.3
2195;Gooise Meren;Totaal;Totaal mannen en vrouwen;2034;59.2
2196;Gooise Meren;Totaal;Totaal mannen en vrouwen;2035;59.2
2197;Gooise Meren;Totaal;Totaal mannen en vrouwen;2036;59.2
2198;Gooise Meren;Totaal;Totaal mannen en vrouwen;2037;59.2
2199;Gooise Meren;Totaal;Totaal mannen en vrouwen;2038;59.2
2200;Gooise Meren;Totaal;Totaal mannen en vrouwen;2039;59.2
2201;Gooise Meren;Totaal;Totaal mannen en vrouwen;2040;59.1
2202;Gooise Meren;Totaal;Totaal mannen en vrouwen;2041;59.1
2203;Gooise Meren;Totaal;Totaal mannen en vrouwen;2042;59.1
2204;Gooise Meren;Totaal;Totaal mannen en vrouwen;2043;59.1
2205;Gooise Meren;Totaal;Totaal mannen en vrouwen;2044;59.2
2206;Gooise Meren;Totaal;Totaal mannen en vrouwen;2045;59.2
2207;Gooise Meren;Totaal;Totaal mannen en vrouwen;2046;59.1
2208;Gooise Meren;Totaal;Totaal mannen en vrouwen;2047;59.1
2209;Gooise Meren;Totaal;Totaal mannen en vrouwen;2048;59.1
2210;Gooise Meren;Totaal;Totaal mannen en vrouwen;2049;59.1
2211;Gooise Meren;Totaal;Totaal mannen en vrouwen;2050;59.0
2212;Gouda;Totaal;Totaal mannen en vrouwen;2023;76.2
2213;Gouda;Totaal;Totaal mannen en vrouwen;2024;78.4
2214;Gouda;Totaal;Totaal mannen en vrouwen;2025;80.0
2215;Gouda;Totaal;Totaal mannen en vrouwen;2026;81.1
2216;Gouda;Totaal;Totaal mannen en vrouwen;2027;82.0
2217;Gouda;Totaal;Totaal mannen en vrouwen;2028;82.8
2218;Gouda;Totaal;Totaal mannen en vrouwen;2029;83.6
2219;Gouda;Totaal;Totaal mannen en vrouwen;2030;84.3
2220;Gouda;Totaal;Totaal mannen en vrouwen;2031;84.9
2221;Gouda;Totaal;Totaal mannen en vrouwen;2032;85.5
2222;Gouda;Totaal;Totaal mannen en vrouwen;2033;86.0
2223;Gouda;Totaal;Totaal mannen en vrouwen;2034;86.5
2224;Gouda;Totaal;Totaal mannen en vrouwen;2035;87.0
2225;Gouda;Totaal;Totaal mannen en vrouwen;2036;87.5
2226;Gouda;Totaal;Totaal mannen en vrouwen;2037;87.9
2227;Gouda;Totaal;Totaal mannen en vrouwen;2038;88.3
2228;Gouda;Totaal;Totaal mannen en vrouwen;2039;88.7
2229;Gouda;Totaal;Totaal mannen en vrouwen;2040;89.0
2230;Gouda;Totaal;Totaal mannen en vrouwen;2041;89.3
2231;Gouda;Totaal;Totaal mannen en vrouwen;2042;89.6
2232;Gouda;Totaal;Totaal mannen en vrouwen;2043;89.9
2233;Gouda;Totaal;Totaal mannen en vrouwen;2044;90.2
2234;Gouda;Totaal;Totaal mannen en vrouwen;2045;90.4
2235;Gouda;Totaal;Totaal mannen en vrouwen;2046;90.7
2236;Gouda;Totaal;Totaal mannen en vrouwen;2047;90.9
2237;Gouda;Totaal;Totaal mannen en vrouwen;2048;91.0
2238;Gouda;Totaal;Totaal mannen en vrouwen;2049;91.2
2239;Gouda;Totaal;Totaal mannen en vrouwen;2050;91.4
2240;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2023;562.9
2241;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2024;570.4
2242;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2025;579.2
2243;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2026;589.1
2244;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2027;598.2
2245;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2028;605.9
2246;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2029;613.0
2247;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2030;619.5
2248;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2031;625.9
2249;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2032;632.1
2250;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2033;638.0
2251;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2034;643.7
2252;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2035;649.3
2253;'s-Gravenhage (gemeente);Totaal;Totaal mannen en vrouwen;2036;654.8
