ID;Periods;TheValueOfSharesOnTheTotalMarket_1;TheValueOfSharesOnTheOffMarket_2;TotalCompaniesExchangeValue_3;Internationals_4;TotalLocalInstitutions_5;FinancialInstitutions_6;NonFinancialInstitutions_7;Mining_8;ManufacturingOfConsumerGoods_9;ManufacturingOfCapitalGoods_10;ManufacturingOfBasicGoods_11;ConstructionAndInstallation_12;TransportStorageAndCommunication_13;NonFinancialServices_14;Trade_15;BankingFinancialActivities_16;Insurance_17;ExchangeValueOfMutualFunds_18;TheShareMarketValueOfPropertyFunds_19;TheShareMarketOfOtherFunds_20;TheShareMarketValueOnTheNewMarket_21
284;2007 August;765985.0;765640.0;582836;193788.0;389047.0;192638.0;196409.0;104777.0;79083.0;58395.0;26442.0;8200.0;40956.0;50320.0;22027.0;67645.0;124992.0;85102.0;21167.0;76535.0;345.0
285;2007 September;702684.0;702348.0;584128;197643.0;386485.0;193160.0;193325.0;106617.0;77320.0;62010.0;25904.0;8070.0;41278.0;47330.0;22434.0;73024.0;120136.0;85391.0;20983.0;11846.0;336.0
286;2007 October;730159.0;729827.0;610959;196898.0;414061.0;217117.0;196944.0;109003.0;79630.0;57061.0;25492.0;8673.0;42276.0;49093.0;22629.0;73741.0;143355.0;85378.0;21072.0;12418.0;332.0
287;2007 November;678942.0;678636.0;566499;189681.0;376818.0;191427.0;185391.0;99445.0;80770.0;55785.0;22777.0;7928.0;39438.0;47925.0;21000.0;71043.0;120384.0;80561.0;19928.0;11648.0;306.0
288;2007 December;672527.0;672144.0;560776;196655.0;364121.0;193513.0;170608.0;103027.0;71447.0;55610.0;23056.0;7954.0;39535.0;46276.0;20354.0;73584.0;119928.0;80648.0;18925.0;11795.0;383.0
289;2008 January;594783.0;594448.0;490771;168238.0;322533.0;172156.0;150377.0;85891.0;61907.0;48863.0;20454.0;6701.0;36721.0;39305.0;18769.0;74350.0;97806.0;74797.0;18744.0;10136.0;335.0
290;2008 February;594575.0;594218.0;489400;164261.0;325140.0;173391.0;151209.0;84487.0;59927.0;46742.0;20261.0;7239.0;38347.0;38636.0;19826.0;75372.0;98558.0;74941.0;19391.0;10486.0;357.0
291;2008 March;576299.0;575947.0;477572;153600.0;323972.0;178127.0;145844.0;77764.0;60201.0;40524.0;21267.0;7336.0;34142.0;37792.0;20414.0;75440.0;102686.0;69869.0;18759.0;9747.0;352.0
292;2008 April;530770.0;530434.0;430468;168273.0;262195.0;111969.0;150226.0;91735.0;61210.0;41910.0;22639.0;7794.0;37118.0;38184.0;17905.0;2823.0;109145.0;70860.0;19118.0;9988.0;336.0
293;2008 May;524491.0;524161.0;431615;173055.0;258560.0;107258.0;151302.0;97497.0;60516.0;42853.0;23222.0;7617.0;36604.0;37960.0;18083.0;2783.0;104474.0;70970.0;10939.0;10637.0;330.0
294;2008 June;456590.0;456283.0;372020;156805.0;215215.0;83318.0;131897.0;92843.0;52121.0;36910.0;19351.0;6296.0;32332.0;32422.0;16423.0;2573.0;80745.0;65391.0;9618.0;9254.0;307.0
295;2008 July;428448.0;428155.0;345529;142770.0;202759.0;81505.0;121254.0;81315.0;50241.0;34736.0;17442.0;6094.0;32692.0;27158.0;14341.0;2405.0;79099.0;64134.0;9692.0;8800.0;293.0
296;2008 August;444937.0;444632.0;361922;149181.0;212742.0;83895.0;128757.0;84637.0;53045.0;36088.0;18292.0;7120.0;34529.0;29840.0;14382.0;2269.0;81637.0;63750.0;9782.0;9178.0;305.0
297;2008 September;372206.0;371942.0;299526;133799.0;165727.0;54790.0;110937.0;73091.0;52455.0;29905.0;14867.0;5764.0;29157.0;25982.0;13510.0;1947.0;52843.0;55085.0;9374.0;7957.0;264.0
298;2008 October;317272.0;317040.0;253827;130591.0;123236.0;23311.0;99926.0;76804.0;48724.0;24429.0;12155.0;4469.0;28478.0;21993.0;13461.0;1898.0;21412.0;48880.0;7884.0;6449.0;232.0
299;2008 November;297604.0;297432.0;238558;124122.0;114436.0;22531.0;91905.0;74199.0;45243.0;21345.0;10168.0;3884.0;27981.0;19775.0;13428.0;1825.0;20704.0;46658.0;6825.0;5391.0;172.0
300;2008 December;288561.0;288383.0;230037;116467.0;113570.0;25145.0;88425.0;66582.0;43750.0;22205.0;10940.0;3525.0;25098.0;19184.0;13605.0;1868.0;23276.0;46128.0;6862.0;5356.0;178.0
301;2009 January;289287.0;289125.0;231638;118679.0;112960.0;22351.0;90609.0;68873.0;44327.0;22452.0;10704.0;3563.0;25224.0;19677.0;14464.0;1762.0;20588.0;45272.0;6663.0;5552.0;162.0
302;2009 February;258923.0;258791.0;204932;106646.0;98285.0;14576.0;83710.0;61753.0;39887.0;20759.0;10355.0;3188.0;23701.0;17177.0;13533.0;1689.0;12886.0;42827.0;6229.0;4803.0;132.0
303;2009 March;255493.0;255362.0;202578;102845.0;99733.0;15441.0;84292.0;60119.0;39231.0;19656.0;10776.0;3330.0;24256.0;16948.0;12814.0;1570.0;13870.0;41908.0;6069.0;4807.0;131.0
304;2009 April;277992.0;277816.0;222006;108832.0;113174.0;23700.0;89475.0;62297.0;40327.0;24282.0;12336.0;3823.0;23249.0;18892.0;13096.0;1795.0;21904.0;44426.0;6549.0;4835.0;176.0
305;2009 May;295474.0;295298.0;236232;116850.0;119382.0;25138.0;94245.0;67367.0;45055.0;23548.0;13050.0;3859.0;23428.0;20982.0;13797.0;1901.0;23235.0;46633.0;6808.0;5625.0;176.0
306;2009 June;291680.0;291518.0;231672;112574.0;119097.0;24571.0;94526.0;63112.0;46253.0;23681.0;12416.0;3535.0;24309.0;20290.0;13500.0;1816.0;22754.0;46643.0;7073.0;6130.0;162.0
307;2009 July;318736.0;318573.0;255146;122730.0;132416.0;29601.0;102815.0;65382.0;50641.0;28232.0;14657.0;3940.0;27207.0;22273.0;13209.0;1842.0;27758.0;49138.0;7675.0;6614.0;163.0
308;2009 August;338463.0;338296.0;270482;126532.0;143950.0;34125.0;109824.0;68626.0;52140.0;28932.0;15219.0;4810.0;27869.0;25070.0;13687.0;1844.0;32280.0;52286.0;8657.0;6871.0;167.0
309;2009 September;351963.0;351800.0;281893;129078.0;152815.0;38835.0;113980.0;69317.0;53701.0;30311.0;16352.0;5054.0;29329.0;26370.0;12620.0;2009.0;36825.0;53300.0;9032.0;7594.0;163.0
310;2009 October;347240.0;347076.0;277389;133669.0;143720.0;30395.0;113325.0;71657.0;55512.0;29872.0;15985.0;5049.0;30905.0;24859.0;13150.0;2107.0;28287.0;53352.0;9031.0;7304.0;164.0
311;2009 November;347081.0;346910.0;276946;132653.0;144293.0;27214.0;117079.0;70168.0;55130.0;32375.0;17242.0;5167.0;30972.0;24980.0;13694.0;2012.0;25200.0;53623.0;8944.0;7397.0;171.0
312;2009 December;383486.0;383310.0;310685;144682.0;166002.0;40319.0;125684.0;74813.0;60329.0;36976.0;18620.0;5495.0;32464.0;27389.0;14276.0;1982.0;38336.0;55433.0;9334.0;7858.0;176.0
313;2010 January;379458.0;379245.0;306924;140990.0;165934.0;40019.0;125915.0;71605.0;60723.0;37751.0;17685.0;5402.0;32400.0;27844.0;13494.0;1988.0;38031.0;55071.0;9078.0;8172.0;213.0
314;2010 February;371800.0;371590.0;300008;138391.0;161616.0;39019.0;122598.0;70966.0;60827.0;36896.0;15730.0;5348.0;31240.0;26542.0;13440.0;1972.0;37047.0;54353.0;9179.0;8050.0;210.0
315;2010 March;400607.0;400328.0;322825;147192.0;175633.0;43380.0;132252.0;75930.0;62808.0;41523.0;17420.0;5952.0;32276.0;28857.0;14674.0;2014.0;41365.0;58215.0;10502.0;8792.0;279.0
316;2010 April;408656.0;408385.0;331595;158744.0;172850.0;40730.0;132120.0;83819.0;62632.0;43003.0;18169.0;6499.0;32153.0;29387.0;15202.0;1705.0;39024.0;58929.0;9612.0;8250.0;271.0
317;2010 May;383253.0;383060.0;308995;147179.0;161816.0;38213.0;123603.0;75133.0;61154.0;40551.0;17207.0;5898.0;28790.0;26989.0;15060.0;1743.0;36470.0;57124.0;8877.0;8064.0;193.0
318;2010 June;382359.0;382177.0;309112;146561.0;162551.0;36693.0;125858.0;73573.0;64452.0;40196.0;17188.0;6424.0;28749.0;26897.0;14941.0;1998.0;34695.0;55100.0;8756.0;9209.0;182.0
319;2010 July;391813.0;391625.0;318985;147679.0;171305.0;42052.0;129253.0;74920.0;64455.0;40470.0;18357.0;6379.0;29925.0;28062.0;14365.0;2103.0;39950.0;53963.0;9454.0;9223.0;188.0
320;2010 August;377916.0;377730.0;304675;141560.0;163115.0;38688.0;124426.0;74087.0;61962.0;36315.0;16689.0;6242.0;29935.0;26652.0;14106.0;1893.0;36795.0;54285.0;9468.0;9302.0;186.0
321;2010 September;399374.0;399140.0;324214;149492.0;174722.0;41902.0;132820.0;78678.0;66278.0;39104.0;18478.0;6726.0;30250.0;28405.0;14391.0;1960.0;39942.0;54687.0;10411.0;9828.0;234.0
322;2010 October;404428.0;404186.0;328413;150474.0;177939.0;42865.0;135074.0;82632.0;64249.0;38997.0;18298.0;6687.0;31119.0;29044.0;14521.0;2137.0;40727.0;55488.0;10736.0;9549.0;242.0
323;2010 November;396401.0;396172.0;320985;149601.0;171384.0;38573.0;132811.0;82242.0;64786.0;38920.0;17756.0;7090.0;28997.0;28932.0;13689.0;1968.0;36605.0;56082.0;9505.0;9599.0;230.0
324;2010 December;423867.0;423618.0;345242;161460.0;183782.0;41265.0;142517.0;88137.0;68440.0;43814.0;20129.0;7718.0;29455.0;31797.0;14488.0;1992.0;39273.0;57904.0;10359.0;10113.0;249.0
325;2011 January;431031.0;430735.0;353111;161939.0;191171.0;47481.0;143690.0;91861.0;65303.0;44228.0;19969.0;7572.0;30402.0;31839.0;14457.0;2076.0;45405.0;57293.0;10225.0;10106.0;295.0
326;2011 February;439644.0;439349.0;360669;165115.0;195554.0;50545.0;145009.0;92894.0;66262.0;45919.0;20537.0;7770.0;30437.0;31724.0;14580.0;2055.0;48490.0;57879.0;10394.0;10407.0;296.0
327;2011 March;438484.0;438194.0;359978;163607.0;196371.0;50689.0;145682.0;92196.0;67351.0;45175.0;20595.0;8017.0;30255.0;31398.0;14300.0;2095.0;48594.0;57058.0;10517.0;10641.0;290.0
328;2011 April;432794.0;432508.0;353871;163751.0;190119.0;50595.0;139524.0;93760.0;66548.0;40507.0;22111.0;7845.0;27410.0;30739.0;14355.0;2098.0;48498.0;57219.0;10290.0;11128.0;286.0
329;2011 May;418948.0;418669.0;339788;159009.0;180779.0;47170.0;133610.0;89051.0;68025.0;39349.0;21461.0;7419.0;28298.0;29540.0;14815.0;2060.0;45110.0;57257.0;10358.0;11266.0;279.0
330;2011 June;408607.0;408337.0;330305;155301.0;175004.0;46995.0;128009.0;88593.0;67483.0;36880.0;19579.0;7129.0;25968.0;27768.0;13787.0;1835.0;45160.0;57192.0;9969.0;10870.0;271.0
331;2011 July;401524.0;401268.0;324464;158881.0;165584.0;41776.0;123807.0;92647.0;66915.0;35192.0;18395.0;6497.0;25676.0;27544.0;13644.0;1874.0;39902.0;56526.0;9393.0;10884.0;256.0
332;2011 August;365405.0;365205.0;294955;147730.0;147225.0;33602.0;113623.0;84250.0;64621.0;31590.0;15817.0;5524.0;24516.0;22935.0;12100.0;1701.0;31901.0;52483.0;8735.0;9031.0;201.0
333;2011 September;356411.0;356205.0;287539;146065.0;141474.0;30501.0;110973.0;84387.0;64031.0;30039.0;14840.0;5423.0;23471.0;22172.0;12677.0;1639.0;28862.0;52124.0;7786.0;8756.0;206.0
334;2011 October;383954.0;383756.0;312467;159706.0;152761.0;35036.0;117725.0;93326.0;66805.0;34038.0;16813.0;5682.0;23816.0;23901.0;13050.0;1657.0;33380.0;53737.0;8109.0;9442.0;198.0
335;2011 November;374643.0;374451.0;306717;160859.0;145858.0;32294.0;113563.0;94236.0;66936.0;33096.0;16391.0;5221.0;22740.0;22780.0;13024.0;1453.0;30841.0;51476.0;7228.0;9030.0;192.0
336;2011 December;393273.0;393077.0;323341;173252.0;150088.0;31453.0;118635.0;103270.0;69910.0;35934.0;16533.0;5864.0;23203.0;23226.0;13948.0;1532.0;29922.0;52912.0;7287.0;9537.0;196.0
337;2012 January;397296.0;397085.0;326026;167134.0;158892.0;38158.0;120734.0;99344.0;68112.0;35189.0;17680.0;6353.0;22668.0;24873.0;13648.0;1520.0;36638.0;54035.0;7692.0;9331.0;211.0
338;2012 February;407014.0;406808.0;333618;168294.0;165323.0;37563.0;127760.0;100500.0;69783.0;35608.0;18989.0;6432.0;24585.0;26187.0;13970.0;1571.0;35992.0;55400.0;7724.0;10067.0;206.0
339;2012 March;411636.0;411411.0;337693;165617.0;172076.0;36122.0;135954.0;97021.0;71862.0;36632.0;19633.0;6282.0;29576.0;26551.0;14015.0;1444.0;34678.0;54954.0;8280.0;10484.0;225.0
340;2012 April;402460.0;402247.0;329516;167403.0;162114.0;31033.0;131080.0;99313.0;71966.0;36289.0;18715.0;5751.0;27669.0;25746.0;13033.0;1366.0;29668.0;54801.0;7513.0;10416.0;213.0
341;2012 May;381834.0;381636.0;310902;158713.0;152189.0;27720.0;124470.0;92512.0;69652.0;34603.0;17090.0;5201.0;28335.0;28172.0;12694.0;1290.0;26429.0;53912.0;7163.0;9659.0;198.0
342;2012 June;400283.0;400081.0;328586;167807.0;160779.0;30753.0;130026.0;98859.0;73030.0;36956.0;17077.0;5344.0;29499.0;28633.0;12920.0;1301.0;29452.0;53733.0;7356.0;10407.0;202.0
343;2012 July;427822.0;427615.0;353636;178910.0;174726.0;31160.0;143566.0;102965.0;83369.0;41939.0;18309.0;5563.0;27869.0;29718.0;12743.0;1220.0;29940.0;55451.0;7507.0;11021.0;207.0
344;2012 August;430075.0;429868.0;357822;179328.0;178494.0;34654.0;143840.0;103337.0;82531.0;41558.0;18443.0;5628.0;28223.0;30704.0;12744.0;1160.0;33494.0;53967.0;7260.0;10819.0;207.0
345;2012 September;427506.0;427288.0;354551;175608.0;178942.0;35162.0;143781.0;100556.0;83488.0;39927.0;18280.0;5775.0;27243.0;31229.0;12891.0;1202.0;33960.0;54330.0;7298.0;11109.0;218.0
346;2012 October;430117.0;429887.0;356623;175822.0;180801.0;38382.0;142419.0;98892.0;85699.0;41026.0;17894.0;5911.0;25418.0;30389.0;13012.0;1186.0;37196.0;54176.0;7556.0;11531.0;230.0
347;2012 November;431160.0;430918.0;356804;175663.0;181141.0;38604.0;142537.0;96332.0;88754.0;39948.0;19172.0;6058.0;24545.0;30505.0;12886.0;1084.0;37520.0;54364.0;7499.0;12252.0;241.0
348;2012 December;438103.0;437858.0;363883;178106.0;185777.0;40151.0;145626.0;97988.0;88157.0;45632.0;20824.0;6315.0;24055.0;27389.0;13371.0;1157.0;38994.0;54273.0;7503.0;12200.0;246.0
349;2013 January;459025.0;458818.0;376275;183320.0;192955.0;42319.0;150635.0;98497.0;90922.0;52015.0;21024.0;6804.0;22088.0;28305.0;14300.0;1266.0;41053.0;54149.0;7705.0;20689.0;208.0
350;2013 February;449668.0;449466.0;365601;177927.0;187674.0;36426.0;151248.0;94989.0;93971.0;50299.0;20529.0;5661.0;21015.0;28189.0;14522.0;1247.0;35179.0;54528.0;7646.0;21691.0;202.0
351;2013 March;456433.0;456225.0;371806;183837.0;187969.0;34043.0;153926.0;95671.0;100532.0;50405.0;20796.0;5480.0;20126.0;30037.0;14716.0;1219.0;32824.0;55370.0;7722.0;21328.0;208.0
352;2013 April;460493.0;460297.0;372108;184119.0;187988.0;37838.0;150151.0;97988.0;98228.0;50311.0;20511.0;5570.0;17222.0;29620.0;14820.0;1157.0;36681.0;55678.0;7787.0;24724.0;196.0
353;2013 May;475989.0;475782.0;388080;183999.0;204081.0;42757.0;161324.0;97855.0;96778.0;54548.0;22461.0;5652.0;22395.0;30398.0;15235.0;1362.0;41395.0;55786.0;7669.0;24248.0;207.0
354;2013 June;459106.0;458915.0;374403;175867.0;198536.0;41772.0;156764.0;93801.0;91819.0;54295.0;20988.0;5054.0;23182.0;29540.0;13952.0;1255.0;40518.0;53025.0;7081.0;24405.0;192.0
355;2013 July;487116.0;486884.0;398453;183375.0;215078.0;45980.0;169098.0;97814.0;94426.0;60769.0;22098.0;4894.0;24709.0;32766.0;14997.0;1259.0;44721.0;52431.0;7452.0;28548.0;231.0
356;2013 August;479523.0;479294.0;391643;175104.0;216539.0;46899.0;169641.0;93591.0;90857.0;59633.0;22359.0;5473.0;26033.0;32149.0;14649.0;1303.0;45596.0;52118.0;6978.0;28554.0;229.0
357;2013 September;492268.0;492030.0;404234;177537.0;226697.0;48007.0;178691.0;94123.0;91987.0;63202.0;23358.0;6133.0;26958.0;35024.0;15442.0;1328.0;46678.0;54441.0;7403.0;25951.0;238.0
358;2013 October;496666.0;496391.0;408525;182280.0;226246.0;52889.0;173357.0;94838.0;84262.0;64263.0;24600.0;6542.0;28004.0;36637.0;16491.0;1447.0;51442.0;53242.0;7612.0;27012.0;275.0
359;2013 November;499324.0;499051.0;411423;182863.0;228561.0;55461.0;173099.0;95069.0;83188.0;63860.0;25422.0;6620.0;28146.0;37913.0;15743.0;1490.0;53971.0;52729.0;7731.0;27168.0;273.0
360;2013 December;507518.0;507243.0;419704;189731.0;229973.0;58269.0;171704.0;100978.0;83125.0;63733.0;25587.0;6937.0;27991.0;37717.0;15367.0;1496.0;56773.0;52244.0;7860.0;27436.0;275.0
361;2014 January;499948.0;499666.0;406759;184379.0;222380.0;56716.0;165664.0;99828.0;78114.0;60671.0;23453.0;6632.0;29305.0;37488.0;14551.0;1533.0;55182.0;52199.0;7739.0;32969.0;282.0
362;2014 February;515014.0;514732.0;419358;190545.0;228814.0;59974.0;168840.0;103122.0;82088.0;59908.0;24565.0;6837.0;28862.0;38438.0;15565.0;1592.0;58382.0;52241.0;8370.0;34763.0;282.0
363;2014 March;514797.0;514684.0;424727;193619.0;231109.0;59067.0;172042.0;104382.0;84874.0;62387.0;25048.0;7266.0;28328.0;37908.0;15467.0;1633.0;57433.0;47131.0;8149.0;34677.0;114.0
364;2014 April;514808.0;514692.0;423489;200156.0;223332.0;58533.0;164800.0;112352.0;86404.0;56647.0;24526.0;6982.0;27462.0;35741.0;14842.0;1601.0;56931.0;47349.0;8298.0;35557.0;116.0
365;2014 May;525024.0;524911.0;430547;202634.0;227913.0;58142.0;169770.0;113420.0;88794.0;57912.0;24649.0;6957.0;28825.0;37571.0;14275.0;1638.0;56505.0;47588.0;8850.0;37926.0;113.0
366;2014 June;537234.0;537121.0;441447;209610.0;231837.0;59797.0;172041.0;119570.0;89454.0;60351.0;24755.0;6809.0;28200.0;37017.0;15494.0;2938.0;56859.0;48590.0;9004.0;38079.0;113.0
367;2014 July;536075.0;535958.0;440846;209448.0;231399.0;64142.0;167256.0;121673.0;87462.0;60725.0;24274.0;6048.0;26690.0;34968.0;14863.0;2822.0;61321.0;48814.0;9283.0;37014.0;117.0
368;2014 August;549205.0;549087.0;451129;210425.0;240704.0;67493.0;173211.0;121209.0;91635.0;61973.0;24092.0;6356.0;28213.0;35412.0;14746.0;2924.0;64570.0;49188.0;9448.0;39322.0;118.0
369;2014 September;554678.0;554566.0;459233;210382.0;248851.0;72350.0;176501.0;119319.0;92146.0;66353.0;23879.0;6635.0;28378.0;35690.0;14484.0;46515.0;25834.0;49146.0;8951.0;37237.0;112.0
370;2014 October;543514.0;543404.0;447372;198337.0;249036.0;72392.0;176643.0;111423.0;92133.0;63653.0;23763.0;6545.0;28518.0;34236.0;14709.0;46958.0;25434.0;48386.0;9019.0;38627.0;110.0
371;2014 November;559728.0;559619.0;458483;197438.0;261045.0;74222.0;186823.0;104989.0;97911.0;68403.0;24955.0;6887.0;28110.0;37547.0;15457.0;48536.0;25686.0;49343.0;9173.0;42619.0;109.0
372;2014 December;552693.0;552587.0;451692;200755.0;250937.0;70767.0;180170.0;108102.0;95092.0;70313.0;25103.0;6995.0;21134.0;38018.0;16168.0;45106.0;25662.0;47011.0;9751.0;44132.0;106.0
373;2015 January;580950.0;580843.0;472913;209642.0;263271.0;71701.0;191570.0;104887.0;109669.0;72612.0;26149.0;6299.0;22684.0;41547.0;17367.0;46398.0;25303.0;48558.0;11163.0;48208.0;107.0
374;2015 February;610536.0;610423.0;511429;221854.0;289575.0;82127.0;207448.0;113983.0;112745.0;77084.0;27279.0;7060.0;23794.0;43817.0;23540.0;55410.0;26717.0;49921.0;11464.0;37610.0;113.0
375;2015 March;614613.0;614493.0;517507;216926.0;300581.0;85489.0;215092.0;108380.0;114723.0;76809.0;28729.0;7720.0;25053.0;45271.0;25333.0;56964.0;28524.0;48960.0;11552.0;36473.0;120.0
376;2015 April;605578.0;605461.0;519512;218024.0;301488.0;85393.0;216096.0;110463.0;111715.0;76442.0;33667.0;7598.0;26265.0;43210.0;24759.0;57630.0;27762.0;48393.0;6202.0;31354.0;117.0
377;2015 May;609474.0;609361.0;522054;212333.0;309721.0;89388.0;220333.0;105791.0;111750.0;78028.0;34470.0;7293.0;25948.0;43545.0;25842.0;62329.0;27059.0;49993.0;6232.0;31083.0;113.0
378;2015 June;585111.0;585002.0;500064;201025.0;299039.0;87665.0;211374.0;99377.0;107335.0;72078.0;32884.0;7300.0;26371.0;43144.0;23910.0;61551.0;26114.0;48119.0;6027.0;30791.0;110.0
379;2015 July;612981.0;612869.0;527043;212427.0;314616.0;94902.0;219714.0;102549.0;115892.0;73735.0;33930.0;7403.0;27373.0;46034.0;25225.0;66515.0;28388.0;48892.0;6396.0;30538.0;112.0
380;2015 August;584250.0;584142.0;476869;188878.0;287991.0;82432.0;205559.0;91190.0;106296.0;66549.0;30779.0;7417.0;25144.0;42208.0;24856.0;59161.0;23271.0;46370.0;6193.0;54710.0;108.0
381;2015 September;552798.0;552682.0;455111;179082.0;276029.0;76336.0;199693.0;83509.0;107628.0;62649.0;28467.0;6219.0;24023.0;41850.0;24431.0;54843.0;21492.0;44559.0;6098.0;46914.0;116.0
382;2015 October;607238.0;607123.0;504441;203355.0;301086.0;82321.0;218765.0;93935.0;123103.0;70028.0;32013.0;7132.0;24796.0;44927.0;26186.0;58905.0;23416.0;47072.0;6801.0;48810.0;115.0
383;2015 November;622078.0;621964.0;524821;205004.0;319817.0;88152.0;231665.0;93028.0;124540.0;72911.0;32311.0;6833.0;26256.0;52679.0;28110.0;63124.0;25028.0;47472.0;6397.0;43274.0;114.0
384;2015 December;587979.0;587869.0;496267;190156.0;306111.0;84816.0;221295.0;84188.0;118975.0;68152.0;30300.0;6391.0;25804.0;49998.0;27642.0;61491.0;23325.0;45667.0;6352.0;39581.0;111.0
385;2016 January;570800.0;570690.0;482126;187293.0;294833.0;76395.0;218439.0;79798.0;120738.0;69354.0;28033.0;6163.0;26116.0;47347.0;28183.0;53643.0;22752.0;43485.0;6181.0;38897.0;111.0
386;2016 February;568739.0;568600.0;481395;192146.0;289249.0;74134.0;215115.0;89013.0;115374.0;68554.0;26999.0;5545.0;25829.0;48024.0;27922.0;53534.0;20600.0;43129.0;5955.0;38121.0;139.0
387;2016 March;585329.0;585328.0;493056;196774.0;296282.0;73332.0;222950.0;91236.0;117383.0;72210.0;28980.0;5694.0;27232.0;49639.0;27351.0;52632.0;20700.0;43978.0;6277.0;42016.0;1.0
388;2016 April;589523.0;589522.0;496298;201598.0;294700.0;75094.0;219606.0;98333.0;116967.0;68764.0;30646.0;5939.0;26771.0;47229.0;26555.0;52521.0;22573.0;46016.0;6228.0;40981.0;1.0
389;2016 May;601486.0;601485.0;505391;200530.0;304861.0;75896.0;228965.0;93887.0;125331.0;71033.0;29536.0;5874.0;27355.0;48936.0;27543.0;54290.0;21607.0;45524.0;6358.0;44211.0;1.0
390;2016 June;593035.0;593034.0;502085;213649.0;288436.0;65628.0;222808.0;106720.0;127087.0;68367.0;28091.0;5502.0;26396.0;47217.0;27078.0;45619.0;20009.0;43786.0;5877.0;41286.0;1.0
391;2016 July;606625.0;606625.0;513917;208109.0;305808.0;69327.0;236481.0;100274.0;127829.0;74926.0;29846.0;5822.0;19968.0;47686.0;38239.0;49592.0;19735.0;45323.0;5950.0;41435.0;1.0
392;2016 August;610305.0;610304.0;516292;205174.0;311118.0;75460.0;235658.0;95235.0;124953.0;75779.0;32159.0;5868.0;20048.0;48344.0;38446.0;54483.0;20977.0;45580.0;5931.0;42501.0;1.0
