ID;Sex;Age;LevelOfEducation;CaribbeanNetherlands;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;TemporaryEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;PartTime_11;LessThan20WorkingHoursAWeek_12;LessThan12WorkingHoursAWeek_13;k_12To19WorkingHoursAWeek_14;k_20To34WorkingHoursAWeek_15;k_20To27WorkingHoursAWeek_16;k_28To34WorkingHoursAWeek_17;FullTime_18;UnemployedLabourForce_19;UnemploymentRate_20;NotInTheLabourForce_21;GrossLabourParticipationRate_22;NetLabourParticipationRate_23
1702;Male;45 to 54 years;Total;Saba;2020;150;140;140;120;100;20;20;20;10;0;20;0;0;0;20;10;10;120;0;0.0;10;94.6;94.6
1703;Male;45 to 54 years;Total;Saba;2022;140;130;130;100;100;10;30;10;10;0;10;0;0;0;10;10;10;120;0;;10;;
1704;Male;45 to 54 years;1 Lower education;Caribbean Netherlands;2012;1240;1140;1050;850;730;120;210;110;90;10;100;30;20;0;70;60;10;960;80;7.1;110;91.5;84.9
1705;Male;45 to 54 years;1 Lower education;Caribbean Netherlands;2014;1390;1270;1110;990;860;120;120;90;40;0;90;40;20;20;50;30;20;1020;160;12.6;120;91.4;79.8
1706;Male;45 to 54 years;1 Lower education;Caribbean Netherlands;2016;1230;1110;1050;880;730;150;170;90;60;10;120;40;40;0;80;50;40;930;60;5.8;120;90.4;85.2
1707;Male;45 to 54 years;1 Lower education;Caribbean Netherlands;2018;1200;1050;980;810;700;110;170;110;60;0;200;50;20;20;160;100;60;780;70;6.2;150;87.5;82.0
1708;Male;45 to 54 years;1 Lower education;Caribbean Netherlands;2020;1220;1080;1060;740;650;90;320;210;110;0;90;20;20;0;70;20;50;970;20;1.7;140;88.6;87.1
1709;Male;45 to 54 years;1 Lower education;Caribbean Netherlands;2022;980;880;850;730;590;140;130;100;30;0;50;40;40;0;0;0;0;810;30;3.3;100;90.1;87.1
1710;Male;45 to 54 years;1 Lower education;Bonaire;2012;930;840;780;630;540;90;150;80;70;0;50;10;10;0;40;40;0;730;70;8.2;80;91.0;83.6
1711;Male;45 to 54 years;1 Lower education;Bonaire;2014;1070;970;860;770;660;110;90;80;10;0;80;40;20;20;40;20;20;790;110;11.2;100;91.0;80.7
1712;Male;45 to 54 years;1 Lower education;Bonaire;2016;960;880;820;690;570;120;130;60;60;10;100;30;30;0;70;40;30;720;60;6.3;80;91.3;85.5
1713;Male;45 to 54 years;1 Lower education;Bonaire;2018;950;830;770;650;570;80;120;80;40;0;180;40;20;20;140;90;50;590;60;7.1;120;87.0;80.8
1714;Male;45 to 54 years;1 Lower education;Bonaire;2020;940;820;810;530;440;80;280;180;100;0;70;20;20;0;40;0;40;740;20;2.2;120;87.7;85.6
1715;Male;45 to 54 years;1 Lower education;Bonaire;2022;800;700;680;580;460;120;90;70;20;0;40;40;40;0;0;0;0;640;30;;90;88.6;84.9
1716;Male;45 to 54 years;1 Lower education;St. Eustatius;2012;230;220;210;160;140;30;50;30;20;10;30;10;10;0;20;20;10;180;10;4.7;20;93.5;89.1
1717;Male;45 to 54 years;1 Lower education;St. Eustatius;2014;260;230;190;170;170;0;20;0;20;0;0;0;0;0;0;0;0;190;50;;20;;
1718;Male;45 to 54 years;1 Lower education;St. Eustatius;2016;190;160;150;130;100;30;30;20;10;0;10;0;0;0;10;10;0;140;10;;30;;
1719;Male;45 to 54 years;1 Lower education;St. Eustatius;2018;180;160;150;120;90;20;40;20;20;0;10;0;0;0;10;0;0;140;0;;20;88.3;85.5
1720;Male;45 to 54 years;1 Lower education;St. Eustatius;2020;200;180;180;150;150;0;30;20;10;0;10;0;0;0;10;10;10;170;0;;20;;
1721;Male;45 to 54 years;1 Lower education;St. Eustatius;2022;140;140;140;110;100;10;30;20;10;0;10;0;0;0;0;0;0;140;0;;0;;
1722;Male;45 to 54 years;1 Lower education;Saba;2012;90;80;80;60;50;10;20;10;0;0;20;10;0;0;10;10;0;60;0;2.6;10;89.5;87.2
1723;Male;45 to 54 years;1 Lower education;Saba;2014;60;60;60;50;40;10;10;10;10;0;10;0;0;0;10;10;0;50;10;;0;;
1724;Male;45 to 54 years;1 Lower education;Saba;2016;80;80;80;70;60;10;10;10;0;0;10;0;0;0;10;0;10;60;0;;10;;
1725;Male;45 to 54 years;1 Lower education;Saba;2018;70;60;60;50;40;10;10;10;10;0;10;0;0;0;10;10;0;50;0;;10;;
1726;Male;45 to 54 years;1 Lower education;Saba;2020;80;80;80;70;60;10;10;10;0;0;10;0;0;0;10;10;0;60;0;;0;;
1727;Male;45 to 54 years;1 Lower education;Saba;2022;40;40;40;30;20;10;10;10;0;0;0;0;0;0;0;0;0;40;0;;10;;
1728;Male;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2012;470;430;420;320;260;70;100;60;40;10;60;0;0;0;60;40;20;370;10;2.5;40;92.5;90.2
1729;Male;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2014;570;550;540;450;420;30;90;50;50;0;60;20;20;0;40;10;30;480;10;1.8;20;97.2;95.4
1730;Male;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2016;530;520;500;320;290;30;180;80;100;0;50;0;0;0;50;30;20;450;10;;20;96.8;94.2
1731;Male;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2018;610;610;600;390;340;50;220;140;80;0;60;20;20;0;50;30;20;540;0;0.7;0;100.0;99.2
1732;Male;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2020;420;370;370;290;240;40;90;50;40;0;70;40;20;20;30;30;0;310;0;;50;88.6;88.6
1733;Male;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2022;450;400;400;320;320;0;80;50;10;20;30;0;0;0;30;20;10;370;0;;50;89.9;89.0
1734;Male;45 to 54 years;2 Intermediate education;Bonaire;2012;370;340;330;250;200;50;70;50;30;0;50;0;0;0;50;40;10;280;10;;40;;
1735;Male;45 to 54 years;2 Intermediate education;Bonaire;2014;390;390;390;310;280;30;80;40;40;0;50;20;20;0;30;0;30;330;0;;0;;
1736;Male;45 to 54 years;2 Intermediate education;Bonaire;2016;490;470;460;280;260;20;180;70;100;0;40;0;0;0;40;30;10;420;10;;10;;
1737;Male;45 to 54 years;2 Intermediate education;Bonaire;2018;480;480;480;280;240;40;200;130;70;0;60;20;20;0;40;30;20;420;0;;0;;
1738;Male;45 to 54 years;2 Intermediate education;Bonaire;2020;350;310;310;240;200;40;70;40;30;0;60;40;20;20;20;20;0;250;0;;40;;
1739;Male;45 to 54 years;2 Intermediate education;Bonaire;2022;330;290;290;250;250;0;50;30;0;20;20;0;0;0;20;20;0;280;0;;40;;
1740;Male;45 to 54 years;2 Intermediate education;St. Eustatius;2012;90;90;90;60;50;20;30;10;10;10;10;0;0;0;10;0;10;80;0;;0;;
1741;Male;45 to 54 years;2 Intermediate education;St. Eustatius;2014;140;130;120;110;110;0;10;10;0;0;0;0;0;0;0;0;0;120;10;;10;;
1742;Male;45 to 54 years;2 Intermediate education;St. Eustatius;2016;20;20;20;20;10;10;10;10;0;0;10;0;0;0;10;0;10;20;0;;0;;
1743;Male;45 to 54 years;2 Intermediate education;St. Eustatius;2018;110;110;100;90;80;10;10;10;10;0;0;0;0;0;0;0;0;100;0;;0;;
1744;Male;45 to 54 years;2 Intermediate education;St. Eustatius;2020;40;40;40;30;30;0;20;10;10;0;0;0;0;0;0;0;0;40;0;;0;;
1745;Male;45 to 54 years;2 Intermediate education;St. Eustatius;2022;80;70;70;50;50;0;20;10;10;0;0;0;0;0;0;0;0;60;0;;10;;
1746;Male;45 to 54 years;2 Intermediate education;Saba;2012;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
1747;Male;45 to 54 years;2 Intermediate education;Saba;2014;40;40;40;30;20;0;10;10;0;0;10;0;0;0;10;10;0;30;0;;0;;
1748;Male;45 to 54 years;2 Intermediate education;Saba;2016;30;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;0;;
1749;Male;45 to 54 years;2 Intermediate education;Saba;2018;30;30;30;20;20;0;0;0;0;0;10;0;0;0;10;0;10;20;0;;0;;
1750;Male;45 to 54 years;2 Intermediate education;Saba;2020;30;30;30;20;10;10;10;10;0;0;10;0;0;0;0;0;0;20;0;;10;;
1751;Male;45 to 54 years;2 Intermediate education;Saba;2022;40;40;40;20;20;0;10;10;10;0;10;0;0;0;10;0;10;30;0;;0;;
1752;Male;45 to 54 years;3 Higher education;Caribbean Netherlands;2012;470;460;460;350;290;60;110;50;60;0;80;30;0;30;50;40;20;380;0;0.0;10;98.1;98.1
1753;Male;45 to 54 years;3 Higher education;Caribbean Netherlands;2014;370;370;370;250;210;30;120;90;30;0;40;20;20;0;20;0;20;330;0;;10;;
1754;Male;45 to 54 years;3 Higher education;Caribbean Netherlands;2016;360;320;320;210;200;10;110;70;30;0;40;20;20;0;20;0;20;280;0;;40;;
1755;Male;45 to 54 years;3 Higher education;Caribbean Netherlands;2018;360;350;340;240;230;10;90;20;80;0;40;0;0;0;40;10;30;300;20;;10;;
1756;Male;45 to 54 years;3 Higher education;Caribbean Netherlands;2020;380;350;350;230;210;20;130;70;60;0;60;0;0;0;60;10;50;290;0;;20;;
1757;Male;45 to 54 years;3 Higher education;Caribbean Netherlands;2022;570;570;550;330;330;0;220;80;150;0;40;0;0;0;40;20;10;520;20;;0;;
1758;Male;45 to 54 years;3 Higher education;Bonaire;2012;340;340;340;250;220;30;90;40;50;0;60;30;0;30;40;20;10;280;0;;0;;
1759;Male;45 to 54 years;3 Higher education;Bonaire;2014;300;300;300;200;180;20;100;80;10;0;30;20;20;0;10;0;10;260;0;;0;;
1760;Male;45 to 54 years;3 Higher education;Bonaire;2016;260;240;240;140;140;0;110;70;30;0;30;20;20;0;10;0;10;220;0;;20;;
1761;Male;45 to 54 years;3 Higher education;Bonaire;2018;270;270;260;170;170;0;90;20;80;0;30;0;0;0;30;0;30;230;20;;0;;
1762;Male;45 to 54 years;3 Higher education;Bonaire;2020;330;320;320;190;180;20;120;60;60;0;60;0;0;0;60;10;50;260;0;;10;;
1763;Male;45 to 54 years;3 Higher education;Bonaire;2022;510;510;490;280;280;0;210;70;140;0;30;0;0;0;30;20;10;460;20;;0;;
1764;Male;45 to 54 years;3 Higher education;St. Eustatius;2012;90;80;80;70;50;30;10;10;0;0;20;0;0;0;20;10;10;70;0;;10;;
1765;Male;45 to 54 years;3 Higher education;St. Eustatius;2014;40;40;40;30;20;10;10;0;10;0;0;0;0;0;0;0;0;40;0;;10;;
1766;Male;45 to 54 years;3 Higher education;St. Eustatius;2016;70;40;40;40;40;10;0;0;0;0;0;0;0;0;0;0;0;40;0;;30;;
1767;Male;45 to 54 years;3 Higher education;St. Eustatius;2018;50;40;40;40;30;10;0;0;0;0;10;0;0;0;10;10;0;30;0;;10;;
1768;Male;45 to 54 years;3 Higher education;St. Eustatius;2020;20;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;10;;
1769;Male;45 to 54 years;3 Higher education;St. Eustatius;2022;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
1770;Male;45 to 54 years;3 Higher education;Saba;2012;40;30;30;20;20;0;10;10;0;0;0;0;0;0;0;0;0;30;0;;0;;
1771;Male;45 to 54 years;3 Higher education;Saba;2014;30;30;30;20;20;0;10;10;10;0;0;0;0;0;0;0;0;30;0;;0;;
1772;Male;45 to 54 years;3 Higher education;Saba;2016;30;30;30;30;20;10;0;0;0;0;10;0;0;0;10;0;10;20;0;;0;;
1773;Male;45 to 54 years;3 Higher education;Saba;2018;40;40;40;30;30;0;0;0;0;0;10;0;0;0;10;10;0;30;0;;0;;
1774;Male;45 to 54 years;3 Higher education;Saba;2020;30;30;30;20;20;0;10;0;0;0;10;0;0;0;10;0;10;20;0;;0;;
1775;Male;45 to 54 years;3 Higher education;Saba;2022;50;50;50;40;40;0;10;0;10;0;10;0;0;0;10;10;0;40;0;;0;;
1776;Male;45 to 54 years;Unknown;Caribbean Netherlands;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1777;Male;45 to 54 years;Unknown;Caribbean Netherlands;2014;60;60;60;20;0;20;40;0;40;0;0;0;0;0;0;0;0;60;0;;0;;
1778;Male;45 to 54 years;Unknown;Caribbean Netherlands;2016;100;80;80;70;70;0;10;0;10;0;0;0;0;0;0;0;0;80;0;;20;;
1779;Male;45 to 54 years;Unknown;Caribbean Netherlands;2018;30;30;30;30;30;0;10;0;10;0;10;0;0;0;10;0;10;30;0;;0;;
1780;Male;45 to 54 years;Unknown;Caribbean Netherlands;2020;30;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;30;0;;0;;
1781;Male;45 to 54 years;Unknown;Caribbean Netherlands;2022;40;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;10;0;;20;;
1782;Male;45 to 54 years;Unknown;Bonaire;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1783;Male;45 to 54 years;Unknown;Bonaire;2014;60;60;60;20;0;20;40;0;40;0;0;0;0;0;0;0;0;60;0;;0;;
1784;Male;45 to 54 years;Unknown;Bonaire;2016;100;80;80;70;70;0;10;0;10;0;0;0;0;0;0;0;0;80;0;;20;;
1785;Male;45 to 54 years;Unknown;Bonaire;2018;20;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;0;;
1786;Male;45 to 54 years;Unknown;Bonaire;2020;20;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;0;;
1787;Male;45 to 54 years;Unknown;Bonaire;2022;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;20;;
1788;Male;45 to 54 years;Unknown;St. Eustatius;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1789;Male;45 to 54 years;Unknown;St. Eustatius;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1790;Male;45 to 54 years;Unknown;St. Eustatius;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1791;Male;45 to 54 years;Unknown;St. Eustatius;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1792;Male;45 to 54 years;Unknown;St. Eustatius;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1793;Male;45 to 54 years;Unknown;St. Eustatius;2022;10;10;10;10;0;10;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
1794;Male;45 to 54 years;Unknown;Saba;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1795;Male;45 to 54 years;Unknown;Saba;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1796;Male;45 to 54 years;Unknown;Saba;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1797;Male;45 to 54 years;Unknown;Saba;2018;20;20;20;10;10;0;10;0;10;0;10;0;0;0;10;0;10;10;0;;0;;
1798;Male;45 to 54 years;Unknown;Saba;2020;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
1799;Male;45 to 54 years;Unknown;Saba;2022;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
1800;Male;45 to 74 years;Total;Caribbean Netherlands;2012;4370;3120;3000;2260;1930;330;740;460;270;10;520;140;80;60;380;230;150;2490;120;3.8;1250;71.5;68.8
1801;Male;45 to 74 years;Total;Caribbean Netherlands;2014;4890;3550;3280;2680;2360;320;600;360;250;0;340;120;100;20;220;130;90;2940;270;7.5;1340;72.5;67.0
1802;Male;45 to 74 years;Total;Caribbean Netherlands;2016;4920;3520;3400;2630;2260;370;770;390;370;10;490;130;100;30;360;230;130;2910;120;3.4;1400;71.5;69.1
1803;Male;45 to 74 years;Total;Caribbean Netherlands;2018;5110;3850;3730;2740;2410;330;990;520;460;10;680;150;110;40;530;310;230;3050;130;3.2;1260;75.3;72.9
1804;Male;45 to 74 years;Total;Caribbean Netherlands;2020;5350;3840;3750;2580;2280;300;1170;660;490;20;600;200;130;80;390;200;190;3150;90;2.2;1510;71.8;70.2
1805;Male;45 to 74 years;Total;Caribbean Netherlands;2022;5680;3960;3870;2710;2450;270;1160;670;410;80;550;160;120;40;390;210;170;3320;90;2.3;1720;69.7;68.1
1806;Male;45 to 74 years;Total;Bonaire;2012;3250;2260;2180;1610;1400;210;570;370;200;0;360;100;50;50;260;190;80;1810;90;3.8;980;69.7;67.0
1807;Male;45 to 74 years;Total;Bonaire;2014;3670;2600;2430;1980;1700;290;450;280;170;0;260;100;80;20;160;90;60;2180;170;6.5;1060;71.0;66.4
1808;Male;45 to 74 years;Total;Bonaire;2016;3950;2870;2770;2120;1840;280;650;300;340;10;380;100;70;20;280;180;100;2390;100;3.5;1080;72.6;70.1
1809;Male;45 to 74 years;Total;Bonaire;2018;4070;3060;2960;2140;1880;250;820;440;380;0;570;120;90;30;460;250;200;2380;110;3.5;1010;75.2;72.6
1810;Male;45 to 74 years;Total;Bonaire;2020;4380;3120;3040;2030;1760;270;1010;560;430;20;480;180;110;80;300;160;140;2560;80;2.5;1260;71.2;69.4
1811;Male;45 to 74 years;Total;Bonaire;2022;4650;3200;3120;2150;1930;220;970;560;330;80;460;140;110;40;320;180;130;2660;80;2.6;1440;68.9;67.1
1812;Male;45 to 74 years;Total;St. Eustatius;2012;800;640;610;490;400;90;120;70;50;10;100;20;20;0;80;30;50;510;20;3.6;170;79.3;76.4
1813;Male;45 to 74 years;Total;St. Eustatius;2014;920;730;640;550;540;10;80;40;50;0;40;10;10;0;30;20;10;590;90;12.4;200;78.6;69.0
1814;Male;45 to 74 years;Total;St. Eustatius;2016;640;420;410;320;250;70;90;70;20;0;70;20;20;10;40;30;20;340;20;3.8;210;66.6;64.1
1815;Male;45 to 74 years;Total;St. Eustatius;2018;680;520;500;400;350;50;100;40;60;0;40;10;10;0;20;20;10;470;20;3.3;160;76.4;74.1
1816;Male;45 to 74 years;Total;St. Eustatius;2020;630;460;460;360;360;10;100;60;40;0;50;10;10;0;50;20;30;410;0;0.0;170;73.0;73.0
1817;Male;45 to 74 years;Total;St. Eustatius;2022;670;510;500;370;340;20;140;70;60;0;50;20;10;0;30;20;20;450;0;0.8;160;76.0;75.3
1818;Male;45 to 74 years;Total;Saba;2012;320;220;210;160;130;30;50;30;20;0;50;20;10;10;30;20;20;160;10;3.2;100;69.3;67.1
1819;Male;45 to 74 years;Total;Saba;2014;300;220;210;140;120;20;70;40;30;0;40;10;0;0;30;20;10;170;10;3.7;80;71.8;69.4
1820;Male;45 to 74 years;Total;Saba;2016;340;230;230;190;170;20;30;30;0;0;50;10;10;10;40;20;20;180;0;1.3;110;67.2;66.3
1821;Male;45 to 74 years;Total;Saba;2018;360;270;270;200;180;20;60;40;20;0;70;20;10;10;50;40;20;200;0;0.7;90;74.7;74.1
1822;Male;45 to 74 years;Total;Saba;2020;350;270;260;190;170;30;60;40;20;0;70;20;10;0;50;30;20;190;10;3.0;80;76.8;74.2
1823;Male;45 to 74 years;Total;Saba;2022;370;250;250;200;180;20;50;30;20;0;40;0;0;0;40;10;20;210;0;1.2;120;68.4;67.3
1824;Male;45 to 74 years;1 Lower education;Caribbean Netherlands;2012;2720;1840;1730;1320;1160;160;410;250;160;10;250;70;40;30;180;120;60;1480;100;5.6;880;67.6;63.8
1825;Male;45 to 74 years;1 Lower education;Caribbean Netherlands;2014;2830;2070;1870;1640;1440;190;230;140;90;0;160;70;50;20;100;60;30;1700;210;9.9;760;73.1;65.9
1826;Male;45 to 74 years;1 Lower education;Caribbean Netherlands;2016;2930;1970;1900;1620;1360;260;280;140;130;10;270;90;60;30;180;110;70;1620;80;3.8;960;67.2;64.6
1827;Male;45 to 74 years;1 Lower education;Caribbean Netherlands;2018;2930;2180;2070;1660;1480;180;410;260;140;0;420;90;60;30;340;190;140;1650;110;4.8;760;74.2;70.7
1828;Male;45 to 74 years;1 Lower education;Caribbean Netherlands;2020;3150;2210;2140;1520;1340;180;630;350;250;20;310;110;70;40;200;100;100;1840;70;2.9;940;70.1;68.1
1829;Male;45 to 74 years;1 Lower education;Caribbean Netherlands;2022;3280;2210;2180;1670;1470;200;520;360;140;20;260;110;70;40;150;80;70;1930;30;1.3;1070;67.3;66.4
1830;Male;45 to 74 years;1 Lower education;Bonaire;2012;2040;1330;1250;950;850;110;300;190;110;0;160;30;10;20;130;90;30;1100;80;5.7;710;65.2;61.5
1831;Male;45 to 74 years;1 Lower education;Bonaire;2014;2130;1540;1390;1230;1050;180;160;120;50;0;100;50;30;20;50;30;20;1290;140;9.4;600;72.0;65.2
1832;Male;45 to 74 years;1 Lower education;Bonaire;2016;2330;1580;1520;1330;1120;210;190;70;110;10;210;70;50;20;140;80;60;1320;60;3.5;750;67.8;65.4
1833;Male;45 to 74 years;1 Lower education;Bonaire;2018;2360;1740;1650;1350;1210;140;300;210;90;0;360;70;50;20;290;160;130;1290;90;5.2;610;73.9;70.1
1834;Male;45 to 74 years;1 Lower education;Bonaire;2020;2490;1720;1660;1130;970;160;530;290;230;20;230;100;60;40;130;70;60;1430;60;3.5;770;69.2;66.8
1835;Male;45 to 74 years;1 Lower education;Bonaire;2022;2740;1830;1800;1370;1210;160;420;310;90;20;220;100;70;40;120;70;50;1570;30;1.6;920;66.6;65.6
1836;Male;45 to 74 years;1 Lower education;St. Eustatius;2012;470;370;350;270;240;30;80;40;40;10;60;20;20;0;30;20;20;290;20;6.2;100;78.2;73.4
1837;Male;45 to 74 years;1 Lower education;St. Eustatius;2014;560;440;380;340;340;0;40;10;30;0;40;10;10;0;30;20;10;340;60;12.8;120;78.1;68.1
1838;Male;45 to 74 years;1 Lower education;St. Eustatius;2016;400;260;240;180;140;40;60;50;20;0;40;20;10;10;20;10;0;210;20;6.2;140;64.6;60.3
1839;Male;45 to 74 years;1 Lower education;St. Eustatius;2018;370;290;280;210;190;30;70;20;40;0;20;10;0;0;10;0;10;260;10;4.1;80;79.6;76.4
1840;Male;45 to 74 years;1 Lower education;St. Eustatius;2020;470;340;340;270;270;0;70;50;20;0;40;10;10;0;40;20;20;300;0;0.0;130;72.3;72.3
1841;Male;45 to 74 years;1 Lower education;St. Eustatius;2022;400;300;300;220;210;10;80;40;50;0;20;0;0;0;20;10;10;280;0;0.0;100;75.2;75.2
1842;Male;45 to 74 years;1 Lower education;Saba;2012;210;140;130;100;80;30;30;20;10;0;40;20;10;10;20;10;10;90;10;3.6;70;66.8;64.9
1843;Male;45 to 74 years;1 Lower education;Saba;2014;140;100;90;70;50;10;30;20;10;0;20;10;0;0;20;10;0;70;10;5.1;40;70.5;66.9
1844;Male;45 to 74 years;1 Lower education;Saba;2016;210;130;130;110;100;10;20;20;0;0;30;10;0;10;20;20;10;100;0;2.3;70;64.6;63.1
1845;Male;45 to 74 years;1 Lower education;Saba;2018;210;140;140;100;80;20;40;30;10;0;40;10;0;10;30;30;10;100;0;1.4;70;68.0;67.5
1846;Male;45 to 74 years;1 Lower education;Saba;2020;190;140;140;110;100;20;30;20;10;0;30;0;0;0;30;20;20;110;10;3.5;40;77.3;74.6
1847;Male;45 to 74 years;1 Lower education;Saba;2022;140;80;80;70;50;20;10;10;0;0;10;0;0;0;10;10;0;70;0;;60;57.4;57.4
1848;Male;45 to 74 years;2 Intermediate education;Caribbean Netherlands;2012;790;590;580;450;380;70;130;90;40;10;80;10;10;0;70;40;30;500;10;1.9;200;74.7;73.3
1849;Male;45 to 74 years;2 Intermediate education;Caribbean Netherlands;2014;1130;830;790;620;560;50;170;100;70;0;110;20;20;0;90;60;40;670;50;5.5;300;73.6;69.5
1850;Male;45 to 74 years;2 Intermediate education;Caribbean Netherlands;2016;970;770;720;470;440;30;250;120;130;0;110;10;10;0;100;80;20;610;40;5.8;210;78.6;74.1
1851;Male;45 to 74 years;2 Intermediate education;Caribbean Netherlands;2018;1220;940;940;630;520;110;310;200;110;0;110;40;30;10;70;50;20;830;0;0.4;270;77.7;77.4
1852;Male;45 to 74 years;2 Intermediate education;Caribbean Netherlands;2020;1060;780;780;580;480;100;210;130;80;0;150;60;30;30;90;70;30;630;0;0.0;280;73.8;73.8
1853;Male;45 to 74 years;2 Intermediate education;Caribbean Netherlands;2022;1140;830;800;560;550;20;230;120;60;50;100;10;10;0;90;60;30;690;40;4.4;310;73.3;70.0
1854;Male;45 to 74 years;2 Intermediate education;Bonaire;2012;610;440;430;330;280;50;100;80;30;0;70;10;10;0;60;40;20;360;10;;170;72.1;70.4
1855;Male;45 to 74 years;2 Intermediate education;Bonaire;2014;810;570;560;430;380;50;130;80;50;0;100;20;20;0;80;50;30;460;10;;240;70.1;69.2
1856;Male;45 to 74 years;2 Intermediate education;Bonaire;2016;850;670;620;400;370;20;230;100;130;0;90;0;0;0;90;70;10;540;40;6.6;180;78.9;73.7
1857;Male;45 to 74 years;2 Intermediate education;Bonaire;2018;950;750;750;470;370;100;280;190;90;0;100;40;30;10;60;40;20;660;0;0.0;190;79.5;79.5
1858;Male;45 to 74 years;2 Intermediate education;Bonaire;2020;900;670;670;500;410;90;170;110;60;0;130;50;30;20;70;50;20;540;0;0.0;230;74.2;74.2
1859;Male;45 to 74 years;2 Intermediate education;Bonaire;2022;870;630;600;430;410;20;170;80;40;50;70;0;0;0;70;60;20;530;30;;240;72.9;69.1
1860;Male;45 to 74 years;2 Intermediate education;St. Eustatius;2012;150;130;130;100;90;20;30;10;10;10;10;0;0;0;10;0;10;120;0;;20;;
1861;Male;45 to 74 years;2 Intermediate education;St. Eustatius;2014;240;200;170;150;150;0;10;10;0;0;0;0;0;0;0;0;0;170;30;;40;;
1862;Male;45 to 74 years;2 Intermediate education;St. Eustatius;2016;80;60;60;50;40;10;10;10;0;0;10;0;0;0;10;10;10;50;0;;20;;
1863;Male;45 to 74 years;2 Intermediate education;St. Eustatius;2018;210;150;140;120;110;10;20;10;20;0;0;0;0;0;0;0;0;140;0;;70;69.3;67.5
1864;Male;45 to 74 years;2 Intermediate education;St. Eustatius;2020;90;70;70;50;50;0;20;10;10;0;10;0;0;0;10;0;10;60;0;;30;;
1865;Male;45 to 74 years;2 Intermediate education;St. Eustatius;2022;170;130;120;90;90;0;40;30;10;0;20;10;10;0;10;0;0;110;0;;40;75.3;72.4
1866;Male;45 to 74 years;2 Intermediate education;Saba;2012;30;20;20;20;20;0;10;10;0;0;10;0;0;0;10;0;10;20;0;;10;;
1867;Male;45 to 74 years;2 Intermediate education;Saba;2014;80;60;60;30;30;0;30;10;10;0;10;0;0;0;10;10;10;50;0;;20;;
1868;Male;45 to 74 years;2 Intermediate education;Saba;2016;50;40;40;30;30;0;10;10;0;0;10;10;10;0;0;0;0;30;0;;10;;
1869;Male;45 to 74 years;2 Intermediate education;Saba;2018;60;50;50;40;30;0;10;10;0;0;10;0;0;0;10;0;10;30;0;;10;;
1870;Male;45 to 74 years;2 Intermediate education;Saba;2020;70;50;50;30;30;10;20;10;10;0;20;10;0;0;10;10;0;30;0;;20;;
1871;Male;45 to 74 years;2 Intermediate education;Saba;2022;100;70;70;50;40;0;30;20;10;0;10;0;0;0;10;0;10;60;0;;30;;
1872;Male;45 to 74 years;3 Higher education;Caribbean Netherlands;2012;860;690;690;500;390;110;200;120;70;0;190;60;40;30;120;70;60;510;0;0.4;170;80.7;80.3
