ID;NGEKlassen;Bedrijfstypen;Perioden;AantalBedrijven_1;OppervlakteCultuurgrond_2;EconomischeOmvangNGE_3
2455;40  tot  70 NGE;Veeteeltcombinaties (groep);2005;365;6707;19841
2456;40  tot  70 NGE;Veeteeltcombinaties (groep);2006;320;6090;17149
2457;40  tot  70 NGE;Veeteeltcombinaties (groep);2007;305;5510;16622
2458;40  tot  70 NGE;Veeteeltcombinaties (groep);2008;290;5752;15771
2459;40  tot  70 NGE;Veeteeltcombinaties (groep);2009;230;4227;12272
2460;40  tot  70 NGE;Overige veeteeltcombinatie;2000;530;7057;29017
2461;40  tot  70 NGE;Overige veeteeltcombinatie;2001;420;5880;22637
2462;40  tot  70 NGE;Overige veeteeltcombinatie;2002;370;5566;20285
2463;40  tot  70 NGE;Overige veeteeltcombinatie;2003;275;4099;15030
2464;40  tot  70 NGE;Overige veeteeltcombinatie;2004;275;4270;14511
2465;40  tot  70 NGE;Overige veeteeltcombinatie;2005;315;5247;16991
2466;40  tot  70 NGE;Overige veeteeltcombinatie;2006;265;4637;14405
2467;40  tot  70 NGE;Overige veeteeltcombinatie;2007;265;4278;14293
2468;40  tot  70 NGE;Overige veeteeltcombinatie;2008;250;4389;13529
2469;40  tot  70 NGE;Overige veeteeltcombinatie;2009;195;3262;10513
2470;40  tot  70 NGE;Gewassen-/veeteeltcombinaties (groep);2000;535;13449;28583
2471;40  tot  70 NGE;Gewassen-/veeteeltcombinaties (groep);2001;495;13543;26768
2472;40  tot  70 NGE;Gewassen-/veeteeltcombinaties (groep);2002;530;15418;28274
2473;40  tot  70 NGE;Gewassen-/veeteeltcombinaties (groep);2003;510;15302;27405
2474;40  tot  70 NGE;Gewassen-/veeteeltcombinaties (groep);2004;510;15591;27176
2475;40  tot  70 NGE;Gewassen-/veeteeltcombinaties (groep);2005;480;15543;25625
2476;40  tot  70 NGE;Gewassen-/veeteeltcombinaties (groep);2006;455;15403;24287
2477;40  tot  70 NGE;Gewassen-/veeteeltcombinaties (groep);2007;460;15429;24329
2478;40  tot  70 NGE;Gewassen-/veeteeltcombinaties (groep);2008;420;14635;22219
2479;40  tot  70 NGE;Gewassen-/veeteeltcombinaties (groep);2009;380;13063;20120
2480;40  tot  70 NGE;Akkerbouw/graasdiercombinaties;2000;275;9264;14573
2481;40  tot  70 NGE;Akkerbouw/graasdiercombinaties;2001;270;9577;14430
2482;40  tot  70 NGE;Akkerbouw/graasdiercombinaties;2002;300;11166;15640
2483;40  tot  70 NGE;Akkerbouw/graasdiercombinaties;2003;275;10962;14737
2484;40  tot  70 NGE;Akkerbouw/graasdiercombinaties;2004;290;11651;15486
2485;40  tot  70 NGE;Akkerbouw/graasdiercombinaties;2005;280;11753;14783
2486;40  tot  70 NGE;Akkerbouw/graasdiercombinaties;2006;290;12305;15195
2487;40  tot  70 NGE;Akkerbouw/graasdiercombinaties;2007;280;11900;14706
2488;40  tot  70 NGE;Akkerbouw/graasdiercombinaties;2008;260;11476;13445
2489;40  tot  70 NGE;Akkerbouw/graasdiercombinaties;2009;230;9985;11936
2490;40  tot  70 NGE;Overige combinaties;2000;260;4185;14010
2491;40  tot  70 NGE;Overige combinaties;2001;225;3966;12338
2492;40  tot  70 NGE;Overige combinaties;2002;230;4253;12635
2493;40  tot  70 NGE;Overige combinaties;2003;235;4340;12668
2494;40  tot  70 NGE;Overige combinaties;2004;215;3939;11690
2495;40  tot  70 NGE;Overige combinaties;2005;200;3790;10841
2496;40  tot  70 NGE;Overige combinaties;2006;170;3098;9092
2497;40  tot  70 NGE;Overige combinaties;2007;180;3528;9623
2498;40  tot  70 NGE;Overige combinaties;2008;160;3159;8774
2499;40  tot  70 NGE;Overige combinaties;2009;150;3079;8184
2500;70  tot 100 NGE;Alle bedrijfstypen;2000;15120;401812;1276153
2501;70  tot 100 NGE;Alle bedrijfstypen;2001;13800;377138;1166173
2502;70  tot 100 NGE;Alle bedrijfstypen;2002;13320;382127;1126156
2503;70  tot 100 NGE;Alle bedrijfstypen;2003;12695;383079;1073433
2504;70  tot 100 NGE;Alle bedrijfstypen;2004;12175;368769;1028625
2505;70  tot 100 NGE;Alle bedrijfstypen;2005;12050;384247;1016198
2506;70  tot 100 NGE;Alle bedrijfstypen;2006;11460;369919;966978
2507;70  tot 100 NGE;Alle bedrijfstypen;2007;10780;351593;911478
2508;70  tot 100 NGE;Alle bedrijfstypen;2008;10120;331753;857239
2509;70  tot 100 NGE;Alle bedrijfstypen;2009;9740;320126;825137
2510;70  tot 100 NGE;Akkerbouwbedrijven (groep);2000;1740;88538;146127
2511;70  tot 100 NGE;Akkerbouwbedrijven (groep);2001;1540;85079;128891
2512;70  tot 100 NGE;Akkerbouwbedrijven (groep);2002;1465;81659;123332
2513;70  tot 100 NGE;Akkerbouwbedrijven (groep);2003;1440;83701;120281
2514;70  tot 100 NGE;Akkerbouwbedrijven (groep);2004;1410;82044;118122
2515;70  tot 100 NGE;Akkerbouwbedrijven (groep);2005;1300;79773;108806
2516;70  tot 100 NGE;Akkerbouwbedrijven (groep);2006;1225;74583;102576
2517;70  tot 100 NGE;Akkerbouwbedrijven (groep);2007;1190;72933;100331
2518;70  tot 100 NGE;Akkerbouwbedrijven (groep);2008;1150;71140;96764
2519;70  tot 100 NGE;Akkerbouwbedrijven (groep);2009;1130;69335;94907
2520;70  tot 100 NGE;Maaidorsbare gewassenbedrijven;2000;30;2626;2649
2521;70  tot 100 NGE;Maaidorsbare gewassenbedrijven;2001;30;2626;2260
2522;70  tot 100 NGE;Maaidorsbare gewassenbedrijven;2002;30;2778;2549
2523;70  tot 100 NGE;Maaidorsbare gewassenbedrijven;2003;30;3222;2623
2524;70  tot 100 NGE;Maaidorsbare gewassenbedrijven;2004;25;2539;2127
2525;70  tot 100 NGE;Maaidorsbare gewassenbedrijven;2005;35;3393;2786
2526;70  tot 100 NGE;Maaidorsbare gewassenbedrijven;2006;35;3571;3053
2527;70  tot 100 NGE;Maaidorsbare gewassenbedrijven;2007;25;2509;2062
2528;70  tot 100 NGE;Maaidorsbare gewassenbedrijven;2008;30;2814;2313
2529;70  tot 100 NGE;Maaidorsbare gewassenbedrijven;2009;25;2472;2026
2530;70  tot 100 NGE;Gespecialiseerde hakvruchtenbedrijven;2000;625;31546;52811
2531;70  tot 100 NGE;Gespecialiseerde hakvruchtenbedrijven;2001;565;31237;47626
2532;70  tot 100 NGE;Gespecialiseerde hakvruchtenbedrijven;2002;550;30122;46246
2533;70  tot 100 NGE;Gespecialiseerde hakvruchtenbedrijven;2003;465;26820;38945
2534;70  tot 100 NGE;Gespecialiseerde hakvruchtenbedrijven;2004;430;24947;36067
2535;70  tot 100 NGE;Gespecialiseerde hakvruchtenbedrijven;2005;390;23299;32937
2536;70  tot 100 NGE;Gespecialiseerde hakvruchtenbedrijven;2006;360;21456;30171
2537;70  tot 100 NGE;Gespecialiseerde hakvruchtenbedrijven;2007;355;21566;30077
2538;70  tot 100 NGE;Gespecialiseerde hakvruchtenbedrijven;2008;320;19541;26993
2539;70  tot 100 NGE;Gespecialiseerde hakvruchtenbedrijven;2009;310;18616;25821
2540;70  tot 100 NGE;Maaidors/hakvruchtenbedrijven;2000;105;7201;9032
2541;70  tot 100 NGE;Maaidors/hakvruchtenbedrijven;2001;75;5516;6174
2542;70  tot 100 NGE;Maaidors/hakvruchtenbedrijven;2002;85;6170;7124
2543;70  tot 100 NGE;Maaidors/hakvruchtenbedrijven;2003;80;6239;6780
2544;70  tot 100 NGE;Maaidors/hakvruchtenbedrijven;2004;80;5884;6611
2545;70  tot 100 NGE;Maaidors/hakvruchtenbedrijven;2005;95;7193;7767
2546;70  tot 100 NGE;Maaidors/hakvruchtenbedrijven;2006;100;7455;8231
2547;70  tot 100 NGE;Maaidors/hakvruchtenbedrijven;2007;90;6741;7479
2548;70  tot 100 NGE;Maaidors/hakvruchtenbedrijven;2008;115;8280;9312
2549;70  tot 100 NGE;Maaidors/hakvruchtenbedrijven;2009;100;7302;8251
2550;70  tot 100 NGE;Akkerbouwgroentebedrijven;2000;5;159;434
2551;70  tot 100 NGE;Akkerbouwgroentebedrijven;2001;5;208;393
2552;70  tot 100 NGE;Akkerbouwgroentebedrijven;2002;5;242;497
2553;70  tot 100 NGE;Akkerbouwgroentebedrijven;2003;10;464;850
2554;70  tot 100 NGE;Akkerbouwgroentebedrijven;2004;10;402;769
2555;70  tot 100 NGE;Akkerbouwgroentebedrijven;2005;10;532;930
2556;70  tot 100 NGE;Akkerbouwgroentebedrijven;2006;10;334;654
2557;70  tot 100 NGE;Akkerbouwgroentebedrijven;2007;10;788;915
2558;70  tot 100 NGE;Akkerbouwgroentebedrijven;2008;10;482;864
2559;70  tot 100 NGE;Akkerbouwgroentebedrijven;2009;15;698;1250
2560;70  tot 100 NGE;Overige hakvruchtenbedrijven;2000;915;43656;76511
2561;70  tot 100 NGE;Overige hakvruchtenbedrijven;2001;795;40735;66333
2562;70  tot 100 NGE;Overige hakvruchtenbedrijven;2002;690;35818;58282
2563;70  tot 100 NGE;Overige hakvruchtenbedrijven;2003;730;39412;60938
2564;70  tot 100 NGE;Overige hakvruchtenbedrijven;2004;740;40043;62094
2565;70  tot 100 NGE;Overige hakvruchtenbedrijven;2005;645;36743;54111
2566;70  tot 100 NGE;Overige hakvruchtenbedrijven;2006;605;34173;51061
2567;70  tot 100 NGE;Overige hakvruchtenbedrijven;2007;600;33864;50669
2568;70  tot 100 NGE;Overige hakvruchtenbedrijven;2008;570;32312;48005
2569;70  tot 100 NGE;Overige hakvruchtenbedrijven;2009;570;32378;48301
2570;70  tot 100 NGE;Overige akkerbouwbedrijven;2000;55;3349;4688
2571;70  tot 100 NGE;Overige akkerbouwbedrijven;2001;75;4757;6105
2572;70  tot 100 NGE;Overige akkerbouwbedrijven;2002;105;6529;8634
2573;70  tot 100 NGE;Overige akkerbouwbedrijven;2003;120;7545;10146
2574;70  tot 100 NGE;Overige akkerbouwbedrijven;2004;125;8229;10455
2575;70  tot 100 NGE;Overige akkerbouwbedrijven;2005;125;8614;10274
2576;70  tot 100 NGE;Overige akkerbouwbedrijven;2006;115;7595;9405
2577;70  tot 100 NGE;Overige akkerbouwbedrijven;2007;110;7465;9129
2578;70  tot 100 NGE;Overige akkerbouwbedrijven;2008;110;7711;9277
2579;70  tot 100 NGE;Overige akkerbouwbedrijven;2009;110;7868;9258
2580;70  tot 100 NGE;Tuinbouwbedrijven (groep);2000;1460;5473;123060
2581;70  tot 100 NGE;Tuinbouwbedrijven (groep);2001;1335;5463;112604
2582;70  tot 100 NGE;Tuinbouwbedrijven (groep);2002;1210;5572;102100
2583;70  tot 100 NGE;Tuinbouwbedrijven (groep);2003;1145;5318;96754
2584;70  tot 100 NGE;Tuinbouwbedrijven (groep);2004;1095;5165;92421
2585;70  tot 100 NGE;Tuinbouwbedrijven (groep);2005;1020;4856;85759
2586;70  tot 100 NGE;Tuinbouwbedrijven (groep);2006;920;4696;77558
2587;70  tot 100 NGE;Tuinbouwbedrijven (groep);2007;845;4190;71686
2588;70  tot 100 NGE;Tuinbouwbedrijven (groep);2008;815;4348;69185
2589;70  tot 100 NGE;Tuinbouwbedrijven (groep);2009;740;3840;62819
2590;70  tot 100 NGE;Opengrondsgroentebedrijven;2000;135;1861;11175
2591;70  tot 100 NGE;Opengrondsgroentebedrijven;2001;145;2119;12271
2592;70  tot 100 NGE;Opengrondsgroentebedrijven;2002;150;2305;12429
2593;70  tot 100 NGE;Opengrondsgroentebedrijven;2003;145;2248;12046
2594;70  tot 100 NGE;Opengrondsgroentebedrijven;2004;140;2120;11799
2595;70  tot 100 NGE;Opengrondsgroentebedrijven;2005;125;1960;10579
2596;70  tot 100 NGE;Opengrondsgroentebedrijven;2006;125;2072;10740
2597;70  tot 100 NGE;Opengrondsgroentebedrijven;2007;120;1876;10059
2598;70  tot 100 NGE;Opengrondsgroentebedrijven;2008;110;1760;9264
2599;70  tot 100 NGE;Opengrondsgroentebedrijven;2009;95;1654;8205
2600;70  tot 100 NGE;Glasgroentebedrijven;2000;245;442;20990
2601;70  tot 100 NGE;Glasgroentebedrijven;2001;230;392;19501
2602;70  tot 100 NGE;Glasgroentebedrijven;2002;190;371;16000
2603;70  tot 100 NGE;Glasgroentebedrijven;2003;180;273;15305
2604;70  tot 100 NGE;Glasgroentebedrijven;2004;165;252;14029
2605;70  tot 100 NGE;Glasgroentebedrijven;2005;145;246;12421
2606;70  tot 100 NGE;Glasgroentebedrijven;2006;140;210;11941
2607;70  tot 100 NGE;Glasgroentebedrijven;2007;125;197;10613
2608;70  tot 100 NGE;Glasgroentebedrijven;2008;125;247;10393
2609;70  tot 100 NGE;Glasgroentebedrijven;2009;110;220;9256
2610;70  tot 100 NGE;Overige groentebedrijven;2000;30;284;2536
2611;70  tot 100 NGE;Overige groentebedrijven;2001;20;196;1737
2612;70  tot 100 NGE;Overige groentebedrijven;2002;25;254;2135
2613;70  tot 100 NGE;Overige groentebedrijven;2003;30;276;2374
2614;70  tot 100 NGE;Overige groentebedrijven;2004;25;269;2188
2615;70  tot 100 NGE;Overige groentebedrijven;2005;20;163;1687
2616;70  tot 100 NGE;Overige groentebedrijven;2006;20;134;1625
2617;70  tot 100 NGE;Overige groentebedrijven;2007;10;105;1000
2618;70  tot 100 NGE;Overige groentebedrijven;2008;10;71;876
2619;70  tot 100 NGE;Overige groentebedrijven;2009;5;39;537
2620;70  tot 100 NGE;Opengrondsbloem(bollen)bedrijven;2000;210;1350;17426
2621;70  tot 100 NGE;Opengrondsbloem(bollen)bedrijven;2001;185;1456;15770
2622;70  tot 100 NGE;Opengrondsbloem(bollen)bedrijven;2002;180;1419;15306
2623;70  tot 100 NGE;Opengrondsbloem(bollen)bedrijven;2003;185;1403;15802
2624;70  tot 100 NGE;Opengrondsbloem(bollen)bedrijven;2004;185;1479;15765
2625;70  tot 100 NGE;Opengrondsbloem(bollen)bedrijven;2005;200;1601;16706
2626;70  tot 100 NGE;Opengrondsbloem(bollen)bedrijven;2006;185;1472;15692
2627;70  tot 100 NGE;Opengrondsbloem(bollen)bedrijven;2007;155;1261;13027
2628;70  tot 100 NGE;Opengrondsbloem(bollen)bedrijven;2008;160;1376;13448
2629;70  tot 100 NGE;Opengrondsbloem(bollen)bedrijven;2009;160;1224;13527
2630;70  tot 100 NGE;Glasbloemenbedrijven;2000;635;670;53682
2631;70  tot 100 NGE;Glasbloemenbedrijven;2001;555;629;47100
2632;70  tot 100 NGE;Glasbloemenbedrijven;2002;490;485;41800
2633;70  tot 100 NGE;Glasbloemenbedrijven;2003;445;441;37912
2634;70  tot 100 NGE;Glasbloemenbedrijven;2004;430;403;36623
2635;70  tot 100 NGE;Glasbloemenbedrijven;2005;400;386;33993
2636;70  tot 100 NGE;Glasbloemenbedrijven;2006;335;294;28162
2637;70  tot 100 NGE;Glasbloemenbedrijven;2007;335;309;28436
2638;70  tot 100 NGE;Glasbloemenbedrijven;2008;310;300;26343
2639;70  tot 100 NGE;Glasbloemenbedrijven;2009;280;251;23801
2640;70  tot 100 NGE;Overige bloemenbedrijven;2000;75;275;6484
2641;70  tot 100 NGE;Overige bloemenbedrijven;2001;90;311;7480
2642;70  tot 100 NGE;Overige bloemenbedrijven;2002;75;304;6499
2643;70  tot 100 NGE;Overige bloemenbedrijven;2003;75;342;6488
2644;70  tot 100 NGE;Overige bloemenbedrijven;2004;70;282;5920
2645;70  tot 100 NGE;Overige bloemenbedrijven;2005;65;217;5267
2646;70  tot 100 NGE;Overige bloemenbedrijven;2006;60;186;4742
2647;70  tot 100 NGE;Overige bloemenbedrijven;2007;55;221;4737
2648;70  tot 100 NGE;Overige bloemenbedrijven;2008;60;253;5016
2649;70  tot 100 NGE;Overige bloemenbedrijven;2009;45;181;3990
2650;70  tot 100 NGE;Paddenstoelbedrijven;2000;75;76;6503
2651;70  tot 100 NGE;Paddenstoelbedrijven;2001;70;71;5633
2652;70  tot 100 NGE;Paddenstoelbedrijven;2002;60;49;4860
2653;70  tot 100 NGE;Paddenstoelbedrijven;2003;50;67;4350
2654;70  tot 100 NGE;Paddenstoelbedrijven;2004;40;40;3342
2655;70  tot 100 NGE;Paddenstoelbedrijven;2005;35;37;2976
2656;70  tot 100 NGE;Paddenstoelbedrijven;2006;30;30;2339
2657;70  tot 100 NGE;Paddenstoelbedrijven;2007;25;24;2067
2658;70  tot 100 NGE;Paddenstoelbedrijven;2008;20;10;1885
2659;70  tot 100 NGE;Paddenstoelbedrijven;2009;20;16;1705
2660;70  tot 100 NGE;Overige tuinbouwbedrijven;2000;50;515;4264
2661;70  tot 100 NGE;Overige tuinbouwbedrijven;2001;40;290;3113
2662;70  tot 100 NGE;Overige tuinbouwbedrijven;2002;40;385;3071
2663;70  tot 100 NGE;Overige tuinbouwbedrijven;2003;30;267;2477
2664;70  tot 100 NGE;Overige tuinbouwbedrijven;2004;35;320;2755
2665;70  tot 100 NGE;Overige tuinbouwbedrijven;2005;25;246;2131
2666;70  tot 100 NGE;Overige tuinbouwbedrijven;2006;25;299;2317
2667;70  tot 100 NGE;Overige tuinbouwbedrijven;2007;20;197;1747
2668;70  tot 100 NGE;Overige tuinbouwbedrijven;2008;25;331;1960
2669;70  tot 100 NGE;Overige tuinbouwbedrijven;2009;20;255;1797
2670;70  tot 100 NGE;Blijvende teeltbedrijven (groep);2000;690;6808;57911
2671;70  tot 100 NGE;Blijvende teeltbedrijven (groep);2001;625;6299;52239
2672;70  tot 100 NGE;Blijvende teeltbedrijven (groep);2002;595;5848;49647
2673;70  tot 100 NGE;Blijvende teeltbedrijven (groep);2003;630;5940;52837
2674;70  tot 100 NGE;Blijvende teeltbedrijven (groep);2004;645;5984;53706
2675;70  tot 100 NGE;Blijvende teeltbedrijven (groep);2005;660;5651;55110
2676;70  tot 100 NGE;Blijvende teeltbedrijven (groep);2006;660;5915;55378
2677;70  tot 100 NGE;Blijvende teeltbedrijven (groep);2007;655;5849;54712
2678;70  tot 100 NGE;Blijvende teeltbedrijven (groep);2008;610;5471;50922
2679;70  tot 100 NGE;Blijvende teeltbedrijven (groep);2009;585;5206;49233
2680;70  tot 100 NGE;Fruitbedrijven;2000;360;5186;30136
2681;70  tot 100 NGE;Fruitbedrijven;2001;285;4627;23664
2682;70  tot 100 NGE;Fruitbedrijven;2002;275;4230;22775
2683;70  tot 100 NGE;Fruitbedrijven;2003;290;4330;24368
2684;70  tot 100 NGE;Fruitbedrijven;2004;290;4314;24214
2685;70  tot 100 NGE;Fruitbedrijven;2005;305;4056;25416
2686;70  tot 100 NGE;Fruitbedrijven;2006;305;4145;25611
2687;70  tot 100 NGE;Fruitbedrijven;2007;300;4164;25332
2688;70  tot 100 NGE;Fruitbedrijven;2008;295;3933;24772
2689;70  tot 100 NGE;Fruitbedrijven;2009;285;3737;24049
2690;70  tot 100 NGE;Boomkwekerijbedrijven;2000;265;1455;22288
2691;70  tot 100 NGE;Boomkwekerijbedrijven;2001;270;1477;22753
2692;70  tot 100 NGE;Boomkwekerijbedrijven;2002;260;1422;21805
2693;70  tot 100 NGE;Boomkwekerijbedrijven;2003;290;1436;24348
2694;70  tot 100 NGE;Boomkwekerijbedrijven;2004;300;1516;24819
2695;70  tot 100 NGE;Boomkwekerijbedrijven;2005;300;1463;24838
2696;70  tot 100 NGE;Boomkwekerijbedrijven;2006;300;1591;25124
2697;70  tot 100 NGE;Boomkwekerijbedrijven;2007;295;1593;24838
2698;70  tot 100 NGE;Boomkwekerijbedrijven;2008;265;1450;21981
2699;70  tot 100 NGE;Boomkwekerijbedrijven;2009;260;1393;21828
2700;70  tot 100 NGE;Overige blijvende teeltbedrijven;2000;65;168;5487
2701;70  tot 100 NGE;Overige blijvende teeltbedrijven;2001;70;195;5822
2702;70  tot 100 NGE;Overige blijvende teeltbedrijven;2002;60;195;5068
2703;70  tot 100 NGE;Overige blijvende teeltbedrijven;2003;50;175;4121
2704;70  tot 100 NGE;Overige blijvende teeltbedrijven;2004;55;154;4674
2705;70  tot 100 NGE;Overige blijvende teeltbedrijven;2005;60;132;4856
2706;70  tot 100 NGE;Overige blijvende teeltbedrijven;2006;55;178;4643
2707;70  tot 100 NGE;Overige blijvende teeltbedrijven;2007;55;92;4541
2708;70  tot 100 NGE;Overige blijvende teeltbedrijven;2008;50;88;4170
2709;70  tot 100 NGE;Overige blijvende teeltbedrijven;2009;40;77;3356
2710;70  tot 100 NGE;Graasdierbedrijven (groep);2000;8425;259994;711899
2711;70  tot 100 NGE;Graasdierbedrijven (groep);2001;7815;244398;662721
2712;70  tot 100 NGE;Graasdierbedrijven (groep);2002;7575;249739;642985
2713;70  tot 100 NGE;Graasdierbedrijven (groep);2003;7440;253417;632027
2714;70  tot 100 NGE;Graasdierbedrijven (groep);2004;7050;242788;598208
2715;70  tot 100 NGE;Graasdierbedrijven (groep);2005;7075;260920;597938
2716;70  tot 100 NGE;Graasdierbedrijven (groep);2006;6725;252194;569100
2717;70  tot 100 NGE;Graasdierbedrijven (groep);2007;6310;237443;534666
2718;70  tot 100 NGE;Graasdierbedrijven (groep);2008;5960;223083;506300
2719;70  tot 100 NGE;Graasdierbedrijven (groep);2009;5780;215063;491104
2720;70  tot 100 NGE;Sterk gespecialiseerde melkveebedrijven;2000;7010;225319;593136
2721;70  tot 100 NGE;Sterk gespecialiseerde melkveebedrijven;2001;6570;211874;558258
2722;70  tot 100 NGE;Sterk gespecialiseerde melkveebedrijven;2002;6340;214958;538687
2723;70  tot 100 NGE;Sterk gespecialiseerde melkveebedrijven;2003;6345;221354;540269
2724;70  tot 100 NGE;Sterk gespecialiseerde melkveebedrijven;2004;5925;208986;503185
2725;70  tot 100 NGE;Sterk gespecialiseerde melkveebedrijven;2005;6025;229470;510185
2726;70  tot 100 NGE;Sterk gespecialiseerde melkveebedrijven;2006;5735;220676;486306
2727;70  tot 100 NGE;Sterk gespecialiseerde melkveebedrijven;2007;5280;202038;448940
2728;70  tot 100 NGE;Sterk gespecialiseerde melkveebedrijven;2008;4990;188872;425350
2729;70  tot 100 NGE;Sterk gespecialiseerde melkveebedrijven;2009;4820;182363;411147
2730;70  tot 100 NGE;Gespecialiseerde melkveebedrijven;2000;635;18476;53791
2731;70  tot 100 NGE;Gespecialiseerde melkveebedrijven;2001;500;15158;42380
2732;70  tot 100 NGE;Gespecialiseerde melkveebedrijven;2002;455;14806;38766
2733;70  tot 100 NGE;Gespecialiseerde melkveebedrijven;2003;330;11748;27839
2734;70  tot 100 NGE;Gespecialiseerde melkveebedrijven;2004;325;12169;27717
2735;70  tot 100 NGE;Gespecialiseerde melkveebedrijven;2005;270;10598;23255
2736;70  tot 100 NGE;Gespecialiseerde melkveebedrijven;2006;240;9267;20299
2737;70  tot 100 NGE;Gespecialiseerde melkveebedrijven;2007;245;9985;20628
2738;70  tot 100 NGE;Gespecialiseerde melkveebedrijven;2008;195;8006;16792
2739;70  tot 100 NGE;Gespecialiseerde melkveebedrijven;2009;190;7827;16192
2740;70  tot 100 NGE;Kalvermesterijbedrijven;2000;270;1895;22317
2741;70  tot 100 NGE;Kalvermesterijbedrijven;2001;255;2040;21602
2742;70  tot 100 NGE;Kalvermesterijbedrijven;2002;250;2058;20951
2743;70  tot 100 NGE;Kalvermesterijbedrijven;2003;255;1831;21634
2744;70  tot 100 NGE;Kalvermesterijbedrijven;2004;255;2262;21807
2745;70  tot 100 NGE;Kalvermesterijbedrijven;2005;255;2253;21579
2746;70  tot 100 NGE;Kalvermesterijbedrijven;2006;235;2284;19951
2747;70  tot 100 NGE;Kalvermesterijbedrijven;2007;245;2896;20563
2748;70  tot 100 NGE;Kalvermesterijbedrijven;2008;230;2850;19415
2749;70  tot 100 NGE;Kalvermesterijbedrijven;2009;225;2907;18996
2750;70  tot 100 NGE;Overige rundveebedrijven;2000;175;5007;14600
2751;70  tot 100 NGE;Overige rundveebedrijven;2001;145;4822;12234
2752;70  tot 100 NGE;Overige rundveebedrijven;2002;135;4623;11480
2753;70  tot 100 NGE;Overige rundveebedrijven;2003;95;3196;7994
2754;70  tot 100 NGE;Overige rundveebedrijven;2004;90;3051;7476
2755;70  tot 100 NGE;Overige rundveebedrijven;2005;90;3426;7393
2756;70  tot 100 NGE;Overige rundveebedrijven;2006;80;3483;6642
2757;70  tot 100 NGE;Overige rundveebedrijven;2007;80;3400;6464
2758;70  tot 100 NGE;Overige rundveebedrijven;2008;65;2677;5431
2759;70  tot 100 NGE;Overige rundveebedrijven;2009;60;2534;5116
2760;70  tot 100 NGE;Schapenbedrijven;2000;5;128;336
2761;70  tot 100 NGE;Schapenbedrijven;2001;5;69;356
2762;70  tot 100 NGE;Schapenbedrijven;2002;10;339;672
2763;70  tot 100 NGE;Schapenbedrijven;2003;5;158;338
2764;70  tot 100 NGE;Schapenbedrijven;2004;5;161;241
2765;70  tot 100 NGE;Schapenbedrijven;2005;5;84;254
2766;70  tot 100 NGE;Schapenbedrijven;2006;0;143;183
2767;70  tot 100 NGE;Schapenbedrijven;2007;0;64;93
2768;70  tot 100 NGE;Schapenbedrijven;2008;0;61;92
2769;70  tot 100 NGE;Schapenbedrijven;2009;0;207;182
2770;70  tot 100 NGE;Rundvee/schapenbedrijven;2000;5;184;332
2771;70  tot 100 NGE;Rundvee/schapenbedrijven;2001;5;178;308
2772;70  tot 100 NGE;Rundvee/schapenbedrijven;2002;0;31;72
2773;70  tot 100 NGE;Rundvee/schapenbedrijven;2003;0;0;0
2774;70  tot 100 NGE;Rundvee/schapenbedrijven;2004;0;0;0
2775;70  tot 100 NGE;Rundvee/schapenbedrijven;2005;0;51;93
2776;70  tot 100 NGE;Rundvee/schapenbedrijven;2006;0;51;89
2777;70  tot 100 NGE;Rundvee/schapenbedrijven;2007;0;55;85
2778;70  tot 100 NGE;Rundvee/schapenbedrijven;2008;0;107;166
2779;70  tot 100 NGE;Rundvee/schapenbedrijven;2009;0;60;90
2780;70  tot 100 NGE;Geitenbedrijven;2000;55;874;4721
2781;70  tot 100 NGE;Geitenbedrijven;2001;50;986;4273
2782;70  tot 100 NGE;Geitenbedrijven;2002;60;1112;4876
2783;70  tot 100 NGE;Geitenbedrijven;2003;80;1534;6405
2784;70  tot 100 NGE;Geitenbedrijven;2004;85;1720;7184
2785;70  tot 100 NGE;Geitenbedrijven;2005;65;1333;5424
2786;70  tot 100 NGE;Geitenbedrijven;2006;60;1113;4831
2787;70  tot 100 NGE;Geitenbedrijven;2007;75;1454;6083
2788;70  tot 100 NGE;Geitenbedrijven;2008;85;1493;6792
2789;70  tot 100 NGE;Geitenbedrijven;2009;90;1637;7511
2790;70  tot 100 NGE;Paard- en ponybedrijven;2000;130;1108;10705
2791;70  tot 100 NGE;Paard- en ponybedrijven;2001;130;1281;10655
2792;70  tot 100 NGE;Paard- en ponybedrijven;2002;150;1632;12366
2793;70  tot 100 NGE;Paard- en ponybedrijven;2003;140;1484;11438
2794;70  tot 100 NGE;Paard- en ponybedrijven;2004;155;1605;12746
2795;70  tot 100 NGE;Paard- en ponybedrijven;2005;175;1915;14403
2796;70  tot 100 NGE;Paard- en ponybedrijven;2006;190;2859;15954
2797;70  tot 100 NGE;Paard- en ponybedrijven;2007;155;2265;12713
2798;70  tot 100 NGE;Paard- en ponybedrijven;2008;160;2321;13020
2799;70  tot 100 NGE;Paard- en ponybedrijven;2009;175;2264;14166
2800;70  tot 100 NGE;Graslandbedrijven;2000;15;1417;1391
2801;70  tot 100 NGE;Graslandbedrijven;2001;20;1593;1524
2802;70  tot 100 NGE;Graslandbedrijven;2002;25;2100;2118
2803;70  tot 100 NGE;Graslandbedrijven;2003;30;2971;2703
2804;70  tot 100 NGE;Graslandbedrijven;2004;30;2571;2521
2805;70  tot 100 NGE;Graslandbedrijven;2005;25;2415;2114
