ID;Afzet;Producten;Perioden;Prijsindexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
6402;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2001 juli;158.0;2.16;9.3
6403;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2001 augustus;158.0;0.0;9.3
6404;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2001 september;162.0;2.39;11.91
6405;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2001 oktober;162.0;0.14;12.01
6406;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2001 november;162.0;0.0;12.01
6407;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2001 december;162.0;0.0;12.01
6408;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2001;154.0;;7.3
6409;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 januari;121.0;-25.7;-16.92
6410;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 februari;121.0;0.0;-16.92
6411;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 maart;122.0;0.85;-16.85
6412;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 april;128.0;4.96;-12.68
6413;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 mei;128.0;0.0;-12.68
6414;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 juni;128.0;0.0;-17.61
6415;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 juli;128.0;0.51;-18.95
6416;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 augustus;128.0;0.0;-18.95
6417;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 september;128.0;0.0;-20.84
6418;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 oktober;134.0;4.64;-17.28
6419;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 november;134.0;0.0;-17.28
6420;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002 december;134.0;0.0;-17.28
6421;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2002;128.0;;-17.09
6422;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 januari;129.0;-3.91;6.97
6423;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 februari;129.0;-0.02;6.95
6424;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 maart;129.0;0.0;6.05
6425;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 april;129.0;-0.31;0.73
6426;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 mei;129.0;0.09;0.82
6427;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 juni;129.0;0.0;0.82
6428;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 juli;123.0;-4.43;-4.14
6429;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 augustus;123.0;0.12;-4.02
6430;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 september;123.0;0.0;-4.02
6431;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 oktober;125.0;1.82;-6.61
6432;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 november;125.0;0.0;-6.61
6433;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003 december;125.0;0.0;-6.61
6434;Totale Nederlandse afzet;15201400 Andere bereidingen en conserven;2003;127.0;;-0.98
6435;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 januari;106.0;0.0;0.0
6436;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 februari;106.0;-0.18;0.0
6437;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 maart;103.0;-2.94;0.0
6438;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 april;101.0;-1.93;0.0
6439;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 mei;100.0;-1.03;0.0
6440;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 juni;98.0;-1.79;0.0
6441;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 juli;100.0;1.87;0.0
6442;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 augustus;96.0;-3.78;0.0
6443;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 september;95.0;-0.83;0.0
6444;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 oktober;98.0;2.65;0.0
6445;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 november;101.0;3.07;0.0
6446;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995 december;100.0;-0.67;0.0
6447;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1995;100.0;;0.0
6448;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 januari;101.0;1.28;-4.45
6449;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 februari;102.0;0.8;-3.51
6450;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 maart;103.0;1.47;0.87
6451;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 april;103.0;0.0;2.85
6452;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 mei;106.0;2.82;6.86
6453;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 juni;106.0;-0.5;8.27
6454;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 juli;106.0;0.3;6.59
6455;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 augustus;106.0;0.28;11.1
6456;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 september;110.0;3.8;16.27
6457;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 oktober;132.0;19.2;35.03
6458;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 november;143.0;8.95;42.74
6459;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996 december;139.0;-3.39;38.82
6460;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1996;113.0;;13.23
6461;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 januari;139.0;0.41;37.63
6462;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 februari;141.0;1.14;38.09
6463;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 maart;132.0;-5.86;28.12
6464;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 april;130.0;-1.96;25.61
6465;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 mei;141.0;8.47;32.51
6466;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 juni;138.0;-2.38;30.0
6467;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997juli;134.0;-2.51;26.36
6468;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 augustus;133.0;-0.5;25.37
6469;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 september;133.0;-0.08;20.69
6470;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 oktober;164.0;23.14;24.68
6471;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 november;162.0;-1.07;13.21
6472;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997 december;160.0;-1.62;15.29
6473;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1997;142.0;;25.7
6474;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 januari;164.0;2.47;17.65
6475;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 februari;160.0;-2.41;13.53
6476;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 maart;159.0;-0.28;20.25
6477;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 april;165.0;3.67;27.16
6478;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 mei;170.0;3.02;20.76
6479;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 juni;169.0;-0.86;22.64
6480;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 juli;171.0;1.31;27.45
6481;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 augustus;165.0;-3.57;23.52
6482;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 september;136.0;-17.21;2.34
6483;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 oktober;136.0;-0.5;-17.3
6484;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 november;136.0;0.41;-16.06
6485;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998 december;135.0;-1.1;-15.62
6486;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1998;155.0;;9.25
6487;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 januari;137.0;1.28;-16.6
6488;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 februari;137.0;0.44;-14.16
6489;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 maart;127.0;-7.38;-20.26
6490;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 april;123.0;-2.97;-25.37
6491;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 mei;124.0;0.22;-27.39
6492;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 juni;125.0;1.27;-25.83
6493;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 juli;123.0;-1.77;-28.09
6494;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 augustus;122.0;-1.13;-26.28
6495;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 september;129.0;6.16;-5.47
6496;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 oktober;135.0;4.55;-0.67
6497;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 november;134.0;-0.52;-1.59
6498;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999 december;137.0;2.42;1.92
6499;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";1999;129.0;;-16.8
6500;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 januari;138.0;0.12;0.75
6501;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 februari;137.0;-0.4;-0.1
6502;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 maart;136.0;-0.38;7.44
6503;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 april;139.0;2.06;13.01
6504;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 mei;139.0;0.0;12.76
6505;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 juni;139.0;0.0;11.34
6506;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 juli;139.0;-0.14;13.19
6507;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 augustus;142.0;1.84;16.59
6508;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 september;143.0;0.61;10.51
6509;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 oktober;153.0;7.13;13.22
6510;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 november;153.0;0.0;13.82
6511;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000 december;152.0;-0.77;10.26
6512;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2000;142.0;;10.1
6513;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 januari;155.0;2.43;12.8
6514;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 februari;153.0;-1.45;11.62
6515;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 maart;158.0;3.26;15.7
6516;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 april;157.0;-0.64;12.64
6517;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 mei;156.0;-0.29;12.31
6518;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 juni;155.0;-0.98;11.21
6519;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 juli;161.0;4.21;16.06
6520;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 augustus;159.0;-1.56;12.18
6521;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 september;160.0;0.68;12.25
6522;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 oktober;160.0;-0.03;4.75
6523;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 november;183.0;14.42;19.86
6524;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001 december;185.0;1.18;22.21
6525;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2001;162.0;;13.67
6526;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 januari;188.0;1.4;20.98
6527;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 februari;187.0;-0.22;22.49
6528;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 maart;189.0;0.77;19.54
6529;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 april;189.0;0.16;20.5
6530;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 mei;193.0;2.1;23.39
6531;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 juni;190.0;-1.49;22.75
6532;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 juli;186.0;-2.27;15.12
6533;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 augustus;188.0;1.34;18.51
6534;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 september;236.0;25.11;47.27
6535;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 oktober;235.0;-0.18;47.06
6536;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 november;244.0;3.9;33.54
6537;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002 december;246.0;0.46;32.59
6538;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2002;206.0;;27.19
6539;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 januari;247.0;0.42;31.32
6540;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 februari;245.0;-0.76;30.61
6541;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 maart;243.0;-0.59;28.84
6542;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 april;243.0;0.11;28.77
6543;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 mei;245.0;0.7;27.0
6544;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 juni;245.0;-0.08;28.82
6545;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 juli;244.0;-0.44;31.24
6546;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 augustus;243.0;-0.29;29.13
6547;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 september;239.0;-1.59;1.57
6548;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 oktober;269.0;12.52;14.48
6549;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 november;273.0;1.32;11.64
6550;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003 december;272.0;-0.44;10.64
6551;Totale Nederlandse afzet;"15201500 Schaaldieren, bevroren; weekdie";2003;251.0;;21.74
6552;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 januari;93.0;0.0;0.0
6553;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 februari;93.0;0.0;0.0
6554;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 maart;93.0;-0.02;0.0
6555;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 april;93.0;-0.01;0.0
6556;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 mei;93.0;0.0;0.0
6557;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 juni;93.0;0.0;0.0
6558;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 juli;93.0;-0.49;0.0
6559;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 augustus;102.0;9.98;0.0
6560;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 september;102.0;0.0;0.0
6561;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 oktober;114.0;11.72;0.0
6562;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 november;114.0;0.0;0.0
6563;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995 december;114.0;0.0;0.0
6564;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1995;100.0;;0.0
6565;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 januari;113.0;-1.2;20.78
6566;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 februari;113.0;0.0;20.78
6567;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 maart;113.0;0.0;20.8
6568;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 april;109.0;-3.21;16.93
6569;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 mei;109.0;0.0;16.93
6570;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 juni;109.0;0.0;16.93
6571;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 juli;109.0;0.0;17.5
6572;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 augustus;109.0;0.0;6.84
6573;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 september;109.0;0.0;6.84
6574;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 oktober;110.0;0.49;-3.9
6575;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 november;110.0;0.0;-3.9
6576;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996 december;110.0;0.0;-3.9
6577;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1996;110.0;;10.21
6578;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 januari;110.0;-0.14;-2.86
6579;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 februari;110.0;0.0;-2.86
6580;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 maart;110.0;0.0;-2.86
6581;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 april;110.0;0.0;0.36
6582;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 mei;110.0;0.0;0.36
6583;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 juni;110.0;0.0;0.36
6584;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997juli;110.0;0.0;0.35
6585;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 augustus;110.0;0.0;0.35
6586;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 september;110.0;0.0;0.35
6587;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 oktober;116.0;5.58;5.43
6588;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 november;116.0;0.0;5.43
6589;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997 december;116.0;0.0;5.43
6590;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1997;111.0;;0.79
6591;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 januari;116.0;0.0;5.58
6592;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 februari;116.0;0.0;5.58
6593;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 maart;116.0;0.0;5.58
6594;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 april;116.0;0.0;5.58
6595;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 mei;116.0;0.0;5.58
6596;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 juni;116.0;0.0;5.58
6597;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 juli;116.0;0.0;5.58
6598;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 augustus;116.0;0.0;5.58
6599;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 september;116.0;0.0;5.58
6600;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 oktober;115.0;-0.48;-0.48
6601;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 november;115.0;0.0;-0.48
6602;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998 december;115.0;0.0;-0.48
6603;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1998;116.0;;4.0
6604;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 januari;115.0;-0.03;-0.51
6605;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 februari;115.0;0.0;-0.51
6606;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 maart;115.0;0.0;-0.51
6607;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 april;115.0;0.13;-0.38
6608;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 mei;115.0;0.0;-0.38
6609;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 juni;115.0;0.0;-0.38
6610;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 juli;115.0;-0.27;-0.65
6611;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 augustus;115.0;0.0;-0.65
6612;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 september;115.0;0.0;-0.65
6613;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 oktober;115.0;-0.05;-0.22
6614;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 november;115.0;0.0;-0.22
6615;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999 december;115.0;0.0;-0.22
6616;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;1999;115.0;;-0.44
6617;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 januari;115.0;-0.07;-0.26
6618;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 februari;115.0;0.0;-0.26
6619;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 maart;115.0;0.0;-0.26
6620;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 april;115.0;-0.18;-0.56
6621;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 mei;115.0;0.0;-0.56
6622;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 juni;115.0;0.0;-0.56
6623;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 juli;115.0;0.0;-0.3
6624;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 augustus;115.0;0.0;-0.3
6625;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 september;123.0;7.18;6.86
6626;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 oktober;123.0;0.0;6.91
6627;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 november;123.0;0.0;6.91
6628;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000 december;123.0;0.0;6.91
6629;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2000;117.0;;2.04
6630;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 januari;123.0;0.0;6.99
6631;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 februari;123.0;0.0;6.99
6632;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 maart;123.0;0.0;6.99
6633;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 april;123.0;0.0;7.18
6634;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 mei;123.0;0.0;7.18
6635;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 juni;123.0;0.0;7.18
6636;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 juli;140.0;13.89;22.07
6637;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 augustus;140.0;0.0;22.07
6638;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 september;140.0;0.0;13.89
6639;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 oktober;146.0;4.53;19.06
6640;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 november;146.0;0.0;19.06
6641;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001 december;146.0;0.0;19.06
6642;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2001;133.0;;13.25
6643;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 januari;148.0;1.51;20.85
6644;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 februari;148.0;0.0;20.85
6645;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 maart;149.0;0.32;21.23
6646;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 april;149.0;-0.25;20.93
6647;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 mei;149.0;0.08;21.03
6648;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 juni;149.0;0.0;21.03
6649;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 juli;149.0;0.13;6.4
6650;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 augustus;149.0;-0.13;6.27
6651;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 september;149.0;-0.02;6.25
6652;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 oktober;154.0;3.51;5.21
6653;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 november;155.0;0.79;6.04
6654;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002 december;157.0;1.54;7.67
6655;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2002;150.0;;13.09
6656;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 januari;163.0;3.73;10.02
6657;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 februari;162.0;-0.5;9.47
6658;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 maart;162.0;0.0;9.13
6659;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 april;163.0;0.37;9.8
6660;Totale Nederlandse afzet;15201600 Andere bereidingen en conserven;2003 mei;163.0;0.0;9.71
