ID;Afzet;Producten;Perioden;Prijsindexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
8729;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 juli;82.0;-1.84;-10.22
8730;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 augustus;84.0;2.81;-4.7
8731;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 september;83.0;-0.98;-5.04
8732;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 oktober;83.0;-0.15;-4.26
8733;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 november;85.0;2.43;1.02
8734;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 december;85.0;-0.7;-0.53
8735;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000;84.0;;-9.78
8736;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 januari;81.0;-4.34;-2.6
8737;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 februari;81.0;0.05;-2.01
8738;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 maart;83.0;3.09;-0.63
8739;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 april;88.0;4.87;-0.53
8740;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 mei;88.0;0.97;2.04
8741;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 juni;90.0;1.74;7.89
8742;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 juli;95.0;5.96;16.46
8743;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 augustus;97.0;1.64;15.12
8744;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 september;96.0;-0.5;15.68
8745;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 oktober;99.0;2.36;18.58
8746;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 november;108.0;9.59;26.87
8747;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001 december;110.0;1.58;29.78
8748;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2001;93.0;;10.53
8749;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 januari;108.0;-1.61;33.47
8750;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 februari;106.0;-2.08;30.63
8751;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 maart;104.0;-1.89;24.32
8752;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 april;102.0;-1.73;16.49
8753;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 mei;101.0;-1.14;14.06
8754;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 juni;103.0;2.35;14.75
8755;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 juli;104.0;0.98;9.36
8756;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 augustus;111.0;6.68;14.79
8757;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 september;113.0;1.38;16.97
8758;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 oktober;116.0;2.84;17.51
8759;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 november;120.0;3.91;11.42
8760;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002 december;123.0;1.93;11.8
8761;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2002;109.0;;17.42
8762;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 januari;122.0;-1.01;12.49
8763;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 februari;118.0;-2.91;11.54
8764;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 maart;112.0;-5.23;7.75
8765;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 april;111.0;-0.36;9.26
8766;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 mei;117.0;5.39;16.47
8767;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 juni;109.0;-7.1;5.71
8768;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 juli;109.0;-0.28;4.39
8769;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 augustus;105.0;-3.11;-5.2
8770;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 september;109.0;3.88;-2.87
8771;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 oktober;112.0;2.02;-3.64
8772;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 november;114.0;2.4;-5.04
8773;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003 december;114.0;-0.16;-6.98
8774;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2003;113.0;;3.23
8775;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 januari;;;
8776;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 februari;;;
8777;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 maart;;;
8778;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 april;;;
8779;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 mei;;;
8780;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 juni;;;
8781;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 juli;;;
8782;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 augustus;;;
8783;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 september;;;
8784;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 oktober;;;
8785;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 november;;;
8786;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995 december;;;
8787;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1995;;;
8788;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 januari;;;
8789;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 februari;;;
8790;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 maart;;;
8791;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 april;;;
8792;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 mei;;;
8793;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 juni;;;
8794;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 juli;;;
8795;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 augustus;;;
8796;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 september;;;
8797;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 oktober;;;
8798;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 november;;;
8799;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996 december;;;
8800;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1996;;;
8801;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 januari;;;
8802;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 februari;;;
8803;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 maart;;;
8804;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 april;;;
8805;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 mei;;;
8806;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 juni;;;
8807;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997juli;;;
8808;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 augustus;;;
8809;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 september;;;
8810;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 oktober;;;
8811;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 november;;;
8812;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997 december;;;
8813;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1997;;;
8814;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 januari;;;
8815;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 februari;;;
8816;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 maart;;;
8817;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 april;;;
8818;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 mei;;;
8819;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 juni;;;
8820;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 juli;;;
8821;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 augustus;;;
8822;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 september;;;
8823;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 oktober;;;
8824;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 november;;;
8825;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998 december;;;
8826;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1998;;;
8827;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 januari;;;
8828;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 februari;;;
8829;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 maart;;;
8830;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 april;;;
8831;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 mei;;;
8832;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 juni;;;
8833;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 juli;;;
8834;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 augustus;;;
8835;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 september;;;
8836;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 oktober;;;
8837;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 november;;;
8838;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999 december;;;
8839;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;1999;;;
8840;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 januari;;;
8841;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 februari;;;
8842;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 maart;;;
8843;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 april;;;
8844;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 mei;;;
8845;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 juni;;;
8846;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 juli;;;
8847;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 augustus;;;
8848;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 september;;;
8849;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 oktober;;;
8850;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 november;;;
8851;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000 december;;;
8852;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2000;;;
8853;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 januari;;;
8854;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 februari;;;
8855;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 maart;;;
8856;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 april;;;
8857;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 mei;;;
8858;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 juni;;;
8859;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 juli;;;
8860;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 augustus;;;
8861;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 september;;;
8862;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 oktober;;;
8863;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 november;;;
8864;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001 december;;;
8865;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2001;;;
8866;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 januari;;;
8867;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 februari;;;
8868;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 maart;;;
8869;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 april;;;
8870;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 mei;;;
8871;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 juni;;;
8872;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 juli;;;
8873;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 augustus;;;
8874;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 september;;;
8875;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 oktober;;;
8876;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 november;;;
8877;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002 december;;;
8878;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2002;;;
8879;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 januari;;;
8880;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 februari;;;
8881;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 maart;;;
8882;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 april;;;
8883;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 mei;;;
8884;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 juni;;;
8885;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 juli;;;
8886;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 augustus;;;
8887;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 september;;;
8888;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 oktober;;;
8889;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 november;;;
8890;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003 december;;;
8891;Totale Nederlandse afzet;15411100 Dierlijke oliën en vetten, ruw;2003;;;
8892;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 januari;104.0;0.0;0.0
8893;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 februari;104.0;0.11;0.0
8894;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 maart;105.0;0.63;0.0
8895;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 april;102.0;-2.18;0.0
8896;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 mei;97.0;-5.46;0.0
8897;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 juni;97.0;0.67;0.0
8898;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 juli;99.0;1.6;0.0
8899;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 augustus;99.0;-0.13;0.0
8900;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 september;100.0;1.07;0.0
8901;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 oktober;98.0;-1.45;0.0
8902;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 november;98.0;-0.21;0.0
8903;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995 december;98.0;-0.6;0.0
8904;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1995;100.0;;0.0
8905;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 januari;96.0;-1.8;-7.67
8906;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 februari;93.0;-2.67;-10.24
8907;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 maart;91.0;-1.97;-12.56
8908;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 april;95.0;4.18;-6.87
8909;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 mei;98.0;2.86;1.33
8910;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 juni;94.0;-3.95;-3.32
8911;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 juli;95.0;1.39;-3.52
8912;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 augustus;94.0;-1.07;-4.43
8913;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 september;94.0;-0.21;-5.65
8914;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 oktober;93.0;-1.1;-5.31
8915;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 november;90.0;-3.26;-8.21
8916;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996 december;92.0;1.79;-5.99
8917;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1996;94.0;;-6.11
8918;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 januari;92.0;0.02;-4.26
8919;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 februari;96.0;5.03;3.32
8920;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 maart;97.0;0.91;6.35
8921;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 april;99.0;1.5;3.61
8922;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 mei;101.0;2.0;2.74
8923;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 juni;102.0;0.88;7.91
8924;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997juli;103.0;1.21;7.72
8925;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 augustus;110.0;6.99;16.5
8926;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 september;110.0;0.37;17.18
8927;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 oktober;118.0;7.03;26.82
8928;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 november;116.0;-2.11;28.33
8929;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997 december;117.0;1.43;27.87
8930;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1997;105.0;;11.86
8931;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 januari;119.0;1.05;29.2
8932;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 februari;126.0;6.35;30.83
8933;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 maart;131.0;4.25;35.16
8934;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 april;133.0;1.14;34.68
8935;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 mei;132.0;-0.46;31.43
8936;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 juni;134.0;1.51;32.25
8937;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 juli;131.0;-2.07;27.97
8938;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 augustus;125.0;-4.99;13.63
8939;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 september;123.0;-1.16;11.89
8940;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 oktober;119.0;-3.9;0.46
8941;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 november;119.0;-0.12;2.5
8942;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998 december;116.0;-2.49;-1.45
8943;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1998;126.0;;19.67
8944;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1999 januari;113.0;-2.62;-5.04
8945;Totale Nederlandse afzet;15411200 Soja-, grondnoten-, olijf-, zon;1999 februari;103.0;-8.34;-18.15
