ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
5483;Verspreide huizen Mortelse Peel;Gemert-Bakel                            ;Buurt     ;BU16520209;1;205;45;160;130;75;1.3;21.0;35;45
5484;Wijk 03 Elsendorp;Gemert-Bakel                            ;Wijk      ;WK165203  ;1;575;90;485;435;140;1.2;33.0;80;160
5485;Elsendorp;Gemert-Bakel                            ;Buurt     ;BU16520300;1;300;45;255;240;60;1.2;974.0;45;50
5486;Verspreide huizen Elsendorp;Gemert-Bakel                            ;Buurt     ;BU16520309;1;275;45;230;195;80;1.2;16.0;35;110
5487;Wijk 04 Bakel;Gemert-Bakel                            ;Wijk      ;WK165204  ;1;2940;575;2365;2425;515;1.2;142.0;315;520
5488;Bakel;Gemert-Bakel                            ;Buurt     ;BU16520400;1;2245;470;1775;1875;370;1.3;982.0;210;355
5489;Verspreide huizen Grotelse Heide en Esp;Gemert-Bakel                            ;Buurt     ;BU16520408;1;410;55;355;335;75;0.9;30.0;65;105
5490;Verspr.h. ten zuidwesten van Bakel;Gemert-Bakel                            ;Buurt     ;BU16520409;1;285;55;230;215;70;1.6;57.0;40;60
5491;Wijk 05 Milheeze;Gemert-Bakel                            ;Wijk      ;WK165205  ;1;1180;225;950;910;270;1.4;62.0;125;280
5492;Milheeze;Gemert-Bakel                            ;Buurt     ;BU16520500;1;760;155;605;625;135;1.4;1174.0;70;170
5493;Verspreide huizen Groote Peel;Gemert-Bakel                            ;Buurt     ;BU16520508;1;200;35;165;130;70;1.8;20.0;30;65
5494;Verspreide huizen Milheeze;Gemert-Bakel                            ;Buurt     ;BU16520509;1;220;40;180;150;65;1.3;26.0;30;45
5495;Wijk 06 De Rips;Gemert-Bakel                            ;Wijk      ;WK165206  ;1;665;120;545;505;160;1.4;26.0;75;125
5496;De Rips;Gemert-Bakel                            ;Buurt     ;BU16520600;1;525;105;420;410;115;1.4;1370.0;60;110
5497;Verspreide huizen Rips;Gemert-Bakel                            ;Buurt     ;BU16520609;1;140;15;125;95;45;1.3;6.0;15;15
5498;Gennep;Gennep                                  ;Gemeente  ;GM0907    ;.;8555;2035;6520;6910;1645;1.2;179.0;760;950
5499;Niet nader toe te delen;Gennep                                  ;          ;          ; ;0;0;0;0;0;;;5;0
5500;Wel nader toe te delen;Gennep                                  ;          ;          ; ;8555;2035;6520;6910;1645;;;760;950
5501;Wijk 00 Milsbeek;Gennep                                  ;Wijk      ;WK090700  ;1;1540;415;1130;1210;330;1.3;185.0;160;160
5502;Milsbeek;Gennep                                  ;Buurt     ;BU09070000;1;1160;330;830;920;240;1.3;1051.0;120;130
5503;Sprokkelveld;Gennep                                  ;Buurt     ;BU09070001;1;225;55;170;170;55;1.5;468.0;20;20
5504;Bloemenstraat-Zwarteweg;Gennep                                  ;Buurt     ;BU09070009;1;160;30;130;120;40;1.3;23.0;25;15
5505;Wijk 01 Ottersum;Gennep                                  ;Wijk      ;WK090701  ;1;1090;275;815;870;220;1.3;93.0;85;130
5506;Ottersum;Gennep                                  ;Buurt     ;BU09070100;1;805;220;585;660;145;1.2;1508.0;55;95
5507;Aaldonk-Violenberg;Gennep                                  ;Buurt     ;BU09070108;1;175;30;140;125;45;1.4;26.0;20;20
5508;Looierheide;Gennep                                  ;Buurt     ;BU09070109;1;115;25;90;85;30;1.6;25.0;5;15
5509;Wijk 02 Ven-Zelderheide;Gennep                                  ;Wijk      ;WK090702  ;1;470;115;355;365;105;1.4;72.0;55;55
5510;Ven-Zelderheide;Gennep                                  ;Buurt     ;BU09070200;1;370;90;280;290;80;1.5;538.0;40;45
5511;Langehorst-Zelder;Gennep                                  ;Buurt     ;BU09070209;1;100;25;75;75;25;1.3;17.0;20;10
5512;Wijk 03 Gennep;Gennep                                  ;Wijk      ;WK090703  ;1;4345;980;3370;3550;795;1.1;642.0;320;490
5513;Oude Stadskern;Gennep                                  ;Buurt     ;BU09070300;1;265;50;215;225;40;0.9;2274.0;10;20
5514;Noord;Gennep                                  ;Buurt     ;BU09070301;1;340;95;240;260;80;1.4;355.0;30;25
5515;Midden;Gennep                                  ;Buurt     ;BU09070302;1;1895;375;1520;1590;310;1.1;1504.0;135;255
5516;Zuid;Gennep                                  ;Buurt     ;BU09070303;1;1830;450;1375;1465;360;1.2;1216.0;140;190
5517;Panoven-Maaskemp;Gennep                                  ;Buurt     ;BU09070309;1;15;0;15;10;5;;;0;0
5518;Wijk 04 Heijen;Gennep                                  ;Wijk      ;WK090704  ;1;1105;255;850;910;195;1.2;77.0;135;115
5519;Heijen;Gennep                                  ;Buurt     ;BU09070400;1;855;215;640;720;135;1.3;558.0;100;85
5520;Heijensebos;Gennep                                  ;Buurt     ;BU09070408;1;60;10;50;45;15;1.2;11.0;5;5
5521;Diekendaal-Nieuwerf;Gennep                                  ;Buurt     ;BU09070409;1;195;35;160;150;45;1.1;25.0;30;25
5522;Giessenlanden;Giessenlanden                           ;Gemeente  ;GM0689    ;.;7100;2230;4875;6025;1075;1.2;112.0;750;1030
5523;Niet nader toe te delen;Giessenlanden                           ;          ;          ; ;0;0;0;0;0;;;0;0
5524;Wel nader toe te delen;Giessenlanden                           ;          ;          ; ;7100;2230;4875;6025;1075;;;750;1030
5525;Wijk 00 Kern Giessenburg;Giessenlanden                           ;Wijk      ;WK068900  ;1;1530;510;1020;1330;200;1.3;1010.0;170;175
5526;Giessenburg en Nieuwkerk;Giessenlanden                           ;Buurt     ;BU06890000;1;1260;430;830;1105;155;1.2;1689.0;140;140
5527;Peursum;Giessenlanden                           ;Buurt     ;BU06890001;1;145;45;100;125;20;1.5;305.0;15;15
5528;Giessen en Oude-Bovenkerk;Giessenlanden                           ;Buurt     ;BU06890002;1;125;35;90;100;25;2.3;422.0;15;20
5529;Wijk 01 Giessenburg-West en -Zuid;Giessenlanden                           ;Wijk      ;WK068901  ;1;550;195;355;465;85;1.2;406.0;55;80
5530;Giessen en Oudekerk;Giessenlanden                           ;Buurt     ;BU06890100;1;400;145;255;350;50;1.3;621.0;45;65
5531;Neerpolder en Parallelweg;Giessenlanden                           ;Buurt     ;BU06890101;1;150;50;100;115;30;1.1;210.0;10;20
5532;Wijk 02 Giessenburg-Oost;Giessenlanden                           ;Wijk      ;WK068902  ;1;115;40;80;95;20;1.2;131.0;5;5
5533;Muisbroek;Giessenlanden                           ;Buurt     ;BU06890200;1;65;20;45;55;10;1.3;176.0;5;5
5534;Neder-Slingeland;Giessenlanden                           ;Buurt     ;BU06890201;1;50;20;35;40;10;;;0;0
5535;Wijk 03 Verspreide huizen Giessenburg;Giessenlanden                           ;Wijk      ;WK068903  ;1;130;30;100;110;20;1.9;6.0;15;15
5536;Verspr.h. polder Giessen en Nieuwkerk;Giessenlanden                           ;Buurt     ;BU06890308;1;80;20;60;65;15;;;15;15
5537;Verspr.h. ten noorden van De Giessen;Giessenlanden                           ;Buurt     ;BU06890309;1;50;10;40;45;5;;;0;0
5538;Wijk 04 Arkel;Giessenlanden                           ;Wijk      ;WK068904  ;1;1615;505;1115;1380;235;1.1;210.0;150;340
5539;Arkel;Giessenlanden                           ;Buurt     ;BU06890400;1;1370;430;940;1185;185;1.0;401.0;120;265
5540;Rietveld;Giessenlanden                           ;Buurt     ;BU06890401;1;105;25;80;80;25;1.6;29.0;10;45
5541;Industrieterrein;Giessenlanden                           ;Buurt     ;BU06890402;1;140;45;95;115;25;1.7;246.0;20;30
5542;Wijk 05 Hoogblokland;Giessenlanden                           ;Wijk      ;WK068905  ;1;785;225;565;675;110;1.3;104.0;95;115
5543;Hoogblokland;Giessenlanden                           ;Buurt     ;BU06890500;1;560;180;380;485;75;1.2;602.0;65;85
5544;Verspreide huizen Bazeldijk (ged.);Giessenlanden                           ;Buurt     ;BU06890501;1;145;25;120;125;20;1.8;48.0;20;25
5545;Minkeloos (ged.) Hoge Giessen (ged.);Giessenlanden                           ;Buurt     ;BU06890502;1;65;15;50;50;15;;;5;5
5546;Overige verspreide huizen Hoogblokland;Giessenlanden                           ;Buurt     ;BU06890509;1;20;0;15;20;0;;;5;0
5547;Wijk 06 Hoornaar;Giessenlanden                           ;Wijk      ;WK068906  ;1;860;300;560;715;145;1.2;160.0;90;110
5548;Hoornaar;Giessenlanden                           ;Buurt     ;BU06890600;1;205;65;140;165;40;1.3;123.0;25;25
5549;Lage Giessen;Giessenlanden                           ;Buurt     ;BU06890601;1;85;25;60;70;15;;;10;5
5550;Hoge Giessen (gedeeltelijk);Giessenlanden                           ;Buurt     ;BU06890602;1;105;35;70;85;20;1.1;92.0;15;15
5551;Hoornaar-Nieuw;Giessenlanden                           ;Buurt     ;BU06890603;1;460;170;290;395;65;1.1;1760.0;45;60
5552;Wijk 07 Noordeloos;Giessenlanden                           ;Wijk      ;WK068907  ;1;850;210;645;690;160;1.3;55.0;115;95
5553;Noordeloos;Giessenlanden                           ;Buurt     ;BU06890700;1;725;175;550;590;135;1.2;77.0;100;85
5554;Overslingeland;Giessenlanden                           ;Buurt     ;BU06890701;1;80;25;55;65;15;1.5;33.0;0;10
5555;Minkeloos (gedeeltelijk);Giessenlanden                           ;Buurt     ;BU06890702;1;50;10;40;40;10;;;10;5
5556;Wijk 08 Schelluinen;Giessenlanden                           ;Wijk      ;WK068908  ;1;660;220;440;560;100;1.3;189.0;55;95
5557;Schelluinen;Giessenlanden                           ;Buurt     ;BU06890800;1;660;220;440;560;100;1.3;189.0;55;95
5558;Gilze en Rijen;Gilze en Rijen                          ;Gemeente  ;GM0784    ;.;12635;3465;9170;10760;1870;1.2;193.0;1280;1465
5559;Niet nader toe te delen;Gilze en Rijen                          ;          ;          ; ;0;0;0;0;0;;;0;0
5560;Wel nader toe te delen;Gilze en Rijen                          ;          ;          ; ;12635;3465;9170;10760;1870;;;1275;1465
5561;Wijk 00 Rijen;Gilze en Rijen                          ;Wijk      ;WK078400  ;1;7980;2295;5690;6790;1195;1.1;413.0;740;925
5562;Rijen;Gilze en Rijen                          ;Buurt     ;BU07840000;1;7605;2190;5415;6470;1135;1.1;1904.0;705;895
5563;Bedrijventerrein Haansberg;Gilze en Rijen                          ;Buurt     ;BU07840007;1;255;75;180;220;35;1.4;263.0;20;15
5564;Verspreide huizen Rijen;Gilze en Rijen                          ;Buurt     ;BU07840009;1;120;30;95;95;25;1.6;8.0;15;15
5565;Wijk 01 Gilze;Gilze en Rijen                          ;Wijk      ;WK078401  ;1;3715;955;2760;3210;505;1.2;158.0;430;435
5566;Gilze;Gilze en Rijen                          ;Buurt     ;BU07840100;1;3110;815;2295;2705;400;1.1;1831.0;360;365
5567;Bedrijventerrein Broekakkers;Gilze en Rijen                          ;Buurt     ;BU07840107;1;70;20;50;65;5;;;10;5
5568;Verspreide huizen Gilze;Gilze en Rijen                          ;Buurt     ;BU07840109;1;535;120;415;435;100;1.6;25.0;65;65
5569;Wijk 02 Molenschot;Gilze en Rijen                          ;Wijk      ;WK078402  ;1;750;170;580;610;140;1.4;43.0;75;80
5570;Molenschot;Gilze en Rijen                          ;Buurt     ;BU07840200;1;400;95;305;330;70;1.4;451.0;50;30
5571;Verspreide huizen Molenschot;Gilze en Rijen                          ;Buurt     ;BU07840209;1;350;75;275;280;70;1.3;21.0;25;50
5572;Wijk 03 Hulten;Gilze en Rijen                          ;Wijk      ;WK078403  ;1;185;45;140;155;35;1.6;37.0;30;25
5573;Hulten;Gilze en Rijen                          ;Buurt     ;BU07840300;1;115;30;85;95;20;1.8;435.0;25;20
5574;Verspreide huizen Hulten;Gilze en Rijen                          ;Buurt     ;BU07840309;1;70;15;55;55;10;1.4;15.0;5;10
5575;Goeree-Overflakkee;Goeree-Overflakkee                      ;Gemeente  ;GM1924    ;.;23450;7345;16105;19395;4055;1.2;90.0;2230;2795
5576;Niet nader toe te delen;Goeree-Overflakkee                      ;          ;          ; ;15;5;10;10;5;;;0;0
5577;Wel nader toe te delen;Goeree-Overflakkee                      ;          ;          ; ;23435;7340;16100;19385;4050;;;2230;2790
5578;Goedereede;Goeree-Overflakkee                      ;Wijk      ;WK192400  ;3;1125;355;765;925;200;1.3;67.0;80;150
5579;Goedereede woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19240001;3;810;260;550;675;135;1.2;1510.0;60;100
5580;Goedereede havenhoofd;Goeree-Overflakkee                      ;Buurt     ;BU19240002;3;175;50;125;140;35;1.5;1810.0;10;35
5581;Goedereede buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240003;3;140;45;90;110;30;1.4;9.0;10;15
5582;Ouddorp;Goeree-Overflakkee                      ;Wijk      ;WK192401  ;3;2810;885;1925;2415;395;1.2;87.0;170;440
5583;Ouddorp centrum;Goeree-Overflakkee                      ;Buurt     ;BU19240101;3;675;215;460;595;80;1.2;1921.0;30;75
5584;Ouddorp noord;Goeree-Overflakkee                      ;Buurt     ;BU19240102;3;510;165;345;450;60;1.0;970.0;30;85
5585;Ouddorp zuid;Goeree-Overflakkee                      ;Buurt     ;BU19240103;3;605;200;410;515;90;1.3;1255.0;45;80
5586;Ouddorp klepperstee klarebeek;Goeree-Overflakkee                      ;Buurt     ;BU19240104;3;15;5;10;15;0;;;0;5
5587;Ouddorp oude nieuwlandseweg;Goeree-Overflakkee                      ;Buurt     ;BU19240105;3;135;55;80;120;15;1.4;111.0;10;20
5588;Ouddorp brouwersdam;Goeree-Overflakkee                      ;Buurt     ;BU19240106;3;5;0;5;5;0;;;0;0
5589;Ouddorp westeinde;Goeree-Overflakkee                      ;Buurt     ;BU19240107;3;25;5;20;15;10;;;0;5
5590;Ouddorp oudeland;Goeree-Overflakkee                      ;Buurt     ;BU19240108;3;5;0;5;5;0;;;0;0
5591;Ouddorp buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240109;3;830;240;590;695;135;1.5;34.0;55;170
5592;Stellendam;Goeree-Overflakkee                      ;Wijk      ;WK192402  ;3;1695;580;1115;1425;270;1.2;73.0;165;230
5593;Stellendam centrum;Goeree-Overflakkee                      ;Buurt     ;BU19240201;3;735;235;500;605;130;1.3;1876.0;85;85
5594;Stellendam west;Goeree-Overflakkee                      ;Buurt     ;BU19240202;3;890;315;570;770;115;1.0;2830.0;70;130
5595;Stellendam zuiderdiep;Goeree-Overflakkee                      ;Buurt     ;BU19240203;3;5;5;5;5;0;;;0;0
5596;Stellendam haven;Goeree-Overflakkee                      ;Buurt     ;BU19240204;3;0;0;0;0;0;;;0;0
5597;Stellendam buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240205;3;60;25;40;45;20;1.2;3.0;10;15
5598;Middelharnis;Goeree-Overflakkee                      ;Wijk      ;WK192403  ;3;3130;1045;2090;2595;540;1.1;178.0;295;275
5599;Middelharnis westplaat;Goeree-Overflakkee                      ;Buurt     ;BU19240301;3;515;190;330;420;95;1.1;912.0;55;45
5600;Middelharnis centrum;Goeree-Overflakkee                      ;Buurt     ;BU19240302;3;695;205;490;565;135;1.0;1678.0;65;55
5601;Middelharnis prinsenkwartier;Goeree-Overflakkee                      ;Buurt     ;BU19240303;3;665;225;440;555;110;1.1;1309.0;80;50
5602;Middelharnis bomenbuurt;Goeree-Overflakkee                      ;Buurt     ;BU19240304;3;880;285;595;770;110;1.0;1538.0;60;90
5603;Middelharnis oostplaat;Goeree-Overflakkee                      ;Buurt     ;BU19240305;3;55;10;45;40;15;;;5;5
5604;Middelharnis Nieuw Zeeland;Goeree-Overflakkee                      ;Buurt     ;BU19240306;3;215;105;110;170;45;1.2;2265.0;20;15
5605;Middelharnis buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240307;3;105;25;80;75;30;2.0;7.0;20;20
5606;Ooltgensplaat;Goeree-Overflakkee                      ;Wijk      ;WK192404  ;3;1300;425;875;1050;250;1.1;56.0;130;170
5607;Ooltgensplaat woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19240401;3;1015;325;695;840;175;1.1;2050.0;105;130
5608;Ooltgensplaat haven;Goeree-Overflakkee                      ;Buurt     ;BU19240402;3;160;70;90;130;30;1.1;301.0;10;15
5609;Ooltgensplaat buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240403;3;125;30;90;80;45;1.3;6.0;15;30
5610;Den Bommel;Goeree-Overflakkee                      ;Wijk      ;WK192405  ;3;920;300;620;720;205;1.3;57.0;120;100
5611;Den Bommel woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19240501;3;680;235;445;540;140;1.2;2286.0;95;70
5612;Den Bommel buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240502;3;240;65;175;180;65;1.5;15.0;25;30
5613;Oude-Tonge;Goeree-Overflakkee                      ;Wijk      ;WK192406  ;3;2340;795;1545;1930;410;1.1;96.0;230;245
5614;Oude-Tonge centrum;Goeree-Overflakkee                      ;Buurt     ;BU19240601;3;695;240;450;580;115;1.0;2305.0;100;70
5615;Oude-Tonge prinsessenbuurt handelskade;Goeree-Overflakkee                      ;Buurt     ;BU19240602;3;690;220;470;580;115;1.2;1632.0;50;75
5616;Oude-Tonge planetenbuurt;Goeree-Overflakkee                      ;Buurt     ;BU19240603;3;565;215;355;490;75;1.1;2283.0;50;45
5617;Oude-Tonge haven;Goeree-Overflakkee                      ;Buurt     ;BU19240604;3;160;65;95;125;35;1.6;790.0;15;20
5618;Oude-Tonge industriegebied;Goeree-Overflakkee                      ;Buurt     ;BU19240605;3;55;15;40;45;15;;;5;5
5619;Oude-Tonge buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240606;3;170;35;135;120;55;1.3;8.0;15;30
5620;Dirksland;Goeree-Overflakkee                      ;Wijk      ;WK192407  ;3;2595;700;1895;2130;465;1.2;90.0;240;265
5621;Dirksland centrum;Goeree-Overflakkee                      ;Buurt     ;BU19240701;3;900;235;665;775;125;1.1;2647.0;85;110
5622;Dirksland noord;Goeree-Overflakkee                      ;Buurt     ;BU19240702;3;720;195;525;590;125;1.2;2034.0;60;60
5623;Dirksland zuid;Goeree-Overflakkee                      ;Buurt     ;BU19240703;3;635;200;435;510;125;1.3;1622.0;50;40
5624;Dirksland industriegebied;Goeree-Overflakkee                      ;Buurt     ;BU19240704;3;155;30;125;115;40;1.4;333.0;25;40
5625;Dirksland buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240705;3;185;40;145;140;50;1.5;7.0;15;10
5626;Melissant;Goeree-Overflakkee                      ;Wijk      ;WK192408  ;3;1115;335;780;925;190;1.2;69.0;140;175
5627;Melissant woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19240801;3;930;280;650;790;140;1.2;2012.0;125;125
5628;Melissant buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240802;3;185;50;135;135;50;1.5;12.0;15;45
5629;Herkingen;Goeree-Overflakkee                      ;Wijk      ;WK192409  ;3;615;165;445;490;125;1.2;64.0;95;75
5630;Herkingen woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19240901;3;520;145;375;425;95;1.1;2043.0;90;65
5631;Herkingen buitenplaats;Goeree-Overflakkee                      ;Buurt     ;BU19240902;3;25;5;20;20;5;;;0;0
5632;Herkingen buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19240903;3;70;15;55;45;25;;;5;10
5633;Sommelsdijk;Goeree-Overflakkee                      ;Wijk      ;WK192410  ;3;3245;1060;2185;2720;525;1.1;171.0;295;280
5634;Sommelsdijk centrum;Goeree-Overflakkee                      ;Buurt     ;BU19241001;3;570;150;420;460;105;1.1;2571.0;65;40
5635;Sommelsdijk bloemenbuurt;Goeree-Overflakkee                      ;Buurt     ;BU19241002;3;690;185;505;590;100;1.0;2439.0;60;70
5636;Sommelsdijk westplaat;Goeree-Overflakkee                      ;Buurt     ;BU19241003;3;595;260;335;485;115;1.2;1637.0;45;45
5637;Sommelsdijk vogelbuurt oost;Goeree-Overflakkee                      ;Buurt     ;BU19241004;3;640;205;435;545;95;1.0;1812.0;55;60
5638;Sommelsdijk vogelbuurt west;Goeree-Overflakkee                      ;Buurt     ;BU19241005;3;640;230;410;560;85;1.2;3188.0;50;60
5639;Sommelsdijk buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19241006;3;105;30;75;75;30;1.2;6.0;15;10
5640;Nieuwe-Tonge;Goeree-Overflakkee                      ;Wijk      ;WK192411  ;3;1215;300;910;1005;210;1.2;86.0;125;180
5641;Nieuwe-Tonge woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19241101;3;1075;260;815;895;185;1.2;1337.0;110;165
5642;Nieuwe-Tonge battenoord;Goeree-Overflakkee                      ;Buurt     ;BU19241102;3;35;5;30;30;5;;;5;5
5643;Nieuwe-Tonge buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19241103;3;100;35;70;80;25;1.1;8.0;10;10
5644;Stad aan 't Haringvliet;Goeree-Overflakkee                      ;Wijk      ;WK192412  ;3;725;200;525;580;140;1.3;73.0;80;125
5645;Stad aan 't Haringvliet woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19241201;3;630;175;455;520;115;1.2;1107.0;70;100
5646;Stad aan 't Haringvliet buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19241202;3;90;20;70;65;30;;;5;20
5647;Achthuizen;Goeree-Overflakkee                      ;Wijk      ;WK192413  ;3;620;195;425;490;130;1.3;58.0;65;85
5648;Achthuizen woonkern;Goeree-Overflakkee                      ;Buurt     ;BU19241301;3;450;135;315;385;65;1.3;1890.0;50;65
5649;Achthuizen buitengebied;Goeree-Overflakkee                      ;Buurt     ;BU19241302;3;170;60;110;105;60;1.2;16.0;20;20
5650;Goes;Goes                                    ;Gemeente  ;GM0664    ;.;17140;4670;12470;14475;2665;1.0;185.0;1480;2025
5651;Niet nader toe te delen;Goes                                    ;          ;          ; ;5;5;5;5;0;;;0;5
5652;Wel nader toe te delen;Goes                                    ;          ;          ; ;17135;4665;12465;14470;2665;;;1480;2025
5653;Wijk 01 Goes;Goes                                    ;Wijk      ;WK066401  ;1;11945;3265;8685;10210;1735;0.9;1003.0;930;1395
5654;Goes-Centrum;Goes                                    ;Buurt     ;BU06640101;1;950;240;715;815;135;0.7;1990.0;60;140
5655;Goes-Oost;Goes                                    ;Buurt     ;BU06640102;1;2450;650;1795;2100;350;0.8;1735.0;205;280
5656;Goes-Zuid;Goes                                    ;Buurt     ;BU06640103;1;1820;430;1390;1655;170;0.8;1571.0;130;175
5657;Goes-West;Goes                                    ;Buurt     ;BU06640104;1;1370;335;1030;1180;185;0.9;1120.0;110;190
5658;Goes-Noordwest;Goes                                    ;Buurt     ;BU06640105;1;2700;590;2115;2320;380;1.0;1575.0;210;440
5659;Goes-Noordoost;Goes                                    ;Buurt     ;BU06640106;1;760;260;500;630;130;1.3;1403.0;55;35
5660;Industrieterrein De Poel;Goes                                    ;Buurt     ;BU06640107;1;30;5;25;20;10;;;0;5
5661;Industrieterrein Haven;Goes                                    ;Buurt     ;BU06640108;1;40;10;30;35;10;;;10;5
5662;Goese Meer;Goes                                    ;Buurt     ;BU06640109;1;570;240;335;435;135;1.5;436.0;40;40
5663;Overzuid;Goes                                    ;Buurt     ;BU06640110;1;1065;440;620;870;195;1.3;1049.0;100;60
5664;Mannee;Goes                                    ;Buurt     ;BU06640111;1;185;65;125;155;30;1.3;515.0;15;15
5665;Wijk 02 Wilhelminadorp;Goes                                    ;Wijk      ;WK066402  ;1;375;105;275;305;70;1.3;36.0;40;40
5666;Wilhelminadorp;Goes                                    ;Buurt     ;BU06640220;1;345;95;250;285;60;1.3;1000.0;35;40
5667;Verspreide huizen Wilhelminadorp;Goes                                    ;Buurt     ;BU06640229;1;30;5;25;25;10;;;10;0
5668;Wijk 03 Kloetinge;Goes                                    ;Wijk      ;WK066403  ;1;1650;535;1115;1365;285;1.2;213.0;135;150
5669;Kloetinge;Goes                                    ;Buurt     ;BU06640330;1;840;225;615;710;130;1.1;951.0;80;100
5670;Oostmolenpark;Goes                                    ;Buurt     ;BU06640331;1;750;290;460;610;140;1.3;863.0;45;40
5671;Verspreide huizen in het Oosten;Goes                                    ;Buurt     ;BU06640338;1;40;15;20;30;10;;;10;10
5672;Verspreide huizen in het Zuiden;Goes                                    ;Buurt     ;BU06640339;1;20;0;15;15;5;;;5;5
5673;Wijk 04 Kattendijke;Goes                                    ;Wijk      ;WK066404  ;1;340;80;255;270;70;1.4;69.0;50;35
5674;Kattendijke;Goes                                    ;Buurt     ;BU06640440;1;225;55;165;185;40;1.4;1273.0;30;30
5675;Verspreide huizen Kattendijke;Goes                                    ;Buurt     ;BU06640449;1;115;25;90;85;25;1.6;24.0;20;10
5676;Wijk 05 's-Heer-Arendskerke;Goes                                    ;Wijk      ;WK066405  ;1;715;180;535;580;135;1.3;57.0;90;95
5677;'s-Heer-Arendskerke;Goes                                    ;Buurt     ;BU06640550;1;615;160;455;510;105;1.3;1094.0;70;75
5678;De Schenge;Goes                                    ;Buurt     ;BU06640551;1;65;15;50;45;20;;;10;5
5679;Verspreide huizen in het Westen;Goes                                    ;Buurt     ;BU06640559;1;35;5;30;25;5;;;5;15
5680;Wijk 06 Eindewege;Goes                                    ;Wijk      ;WK066406  ;1;155;30;125;120;35;1.7;275.0;35;25
5681;Eindewege;Goes                                    ;Buurt     ;BU06640660;1;155;30;125;120;35;1.7;275.0;35;25
5682;Wijk 07 's-Heer-Hendrikskinderen;Goes                                    ;Wijk      ;WK066407  ;1;695;180;515;585;110;1.3;73.0;80;105
5683;'s-Heer-Hendrikskinderen;Goes                                    ;Buurt     ;BU06640770;1;620;175;450;530;95;1.3;511.0;65;75
5684;Verspr.h. ten N. v. 's-Heer-Hendrikskind;Goes                                    ;Buurt     ;BU06640778;1;50;5;45;40;15;;;10;25
5685;Verspr.h. ten Z. v. 's-Heer-Hendrikskind;Goes                                    ;Buurt     ;BU06640779;1;25;5;20;20;5;;;5;5
5686;Wijk 08 Wolphaartsdijk;Goes                                    ;Wijk      ;WK066408  ;1;1075;250;825;890;185;1.2;31.0;90;170
5687;Wolphaartsdijk;Goes                                    ;Buurt     ;BU06640880;1;865;200;670;730;135;1.2;1123.0;70;145
5688;Verspreide huizen Wolphaartsdijk;Goes                                    ;Buurt     ;BU06640889;1;205;50;155;160;45;1.3;6.0;20;25
5689;Wijk 09 Oud-Sabbinge;Goes                                    ;Wijk      ;WK066409  ;1;185;40;145;140;45;1.5;802.0;30;15
5690;Oud-Sabbinge;Goes                                    ;Buurt     ;BU06640990;1;185;40;145;140;45;1.5;802.0;30;15
5691;Goirle;Goirle                                  ;Gemeente  ;GM0785    ;.;11110;3295;7815;9580;1530;1.1;264.0;985;1255
5692;Niet nader toe te delen;Goirle                                  ;          ;          ; ;0;0;0;0;0;;;0;0
5693;Wel nader toe te delen;Goirle                                  ;          ;          ; ;11110;3290;7815;9580;1530;;;985;1255
5694;Wijk 01 Goirle-Centrum;Goirle                                  ;Wijk      ;WK078501  ;1;635;160;470;560;75;1.0;2756.0;65;65
5695;Goirle-Centrum;Goirle                                  ;Buurt     ;BU07850101;1;635;160;470;560;75;1.0;2756.0;65;65
5696;Wijk 02 Grobbendonck;Goirle                                  ;Wijk      ;WK078502  ;1;975;290;685;855;120;1.2;2346.0;75;95
5697;Grobbendonck;Goirle                                  ;Buurt     ;BU07850202;1;975;290;685;855;120;1.2;2346.0;75;95
5698;Wijk 03 De Groote Akkers;Goirle                                  ;Wijk      ;WK078503  ;1;1050;385;660;930;115;1.2;2567.0;80;80
