ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
3773;Tourist tax;Veluwe (CR);2019;7.0;11.0
3774;Tourist tax;Veluwe (CR);2020;8.0;12.0
3775;Tourist tax;Veluwe (CR);2021;9.0;13.0
3776;Tourist tax;Veluwe (CR);2022;10.0;14.0
3777;Tourist tax;Veluwe (CR);2023;10.0;15.0
3778;Tourist tax;Veluwe (CR);2024;11.0;15.0
3779;Tourist tax;Veluwe (CR);2025;12.0;17.0
3780;Tourist tax;Achterhoek (CR);2017;3.0;9.0
3781;Tourist tax;Achterhoek (CR);2018;4.0;9.0
3782;Tourist tax;Achterhoek (CR);2019;4.0;10.0
3783;Tourist tax;Achterhoek (CR);2020;4.0;11.0
3784;Tourist tax;Achterhoek (CR);2021;5.0;11.0
3785;Tourist tax;Achterhoek (CR);2022;5.0;12.0
3786;Tourist tax;Achterhoek (CR);2023;5.0;12.0
3787;Tourist tax;Achterhoek (CR);2024;6.0;14.0
3788;Tourist tax;Achterhoek (CR);2025;6.0;16.0
3789;Tourist tax;Arnhem/Nijmegen (CR);2017;2.0;3.0
3790;Tourist tax;Arnhem/Nijmegen (CR);2018;2.0;3.0
3791;Tourist tax;Arnhem/Nijmegen (CR);2019;3.0;4.0
3792;Tourist tax;Arnhem/Nijmegen (CR);2020;4.0;5.0
3793;Tourist tax;Arnhem/Nijmegen (CR);2021;4.0;5.0
3794;Tourist tax;Arnhem/Nijmegen (CR);2022;4.0;6.0
3795;Tourist tax;Arnhem/Nijmegen (CR);2023;5.0;6.0
3796;Tourist tax;Arnhem/Nijmegen (CR);2024;5.0;7.0
3797;Tourist tax;Arnhem/Nijmegen (CR);2025;7.0;8.0
3798;Tourist tax;Zuidwest-Gelderland (CR);2017;1.0;4.0
3799;Tourist tax;Zuidwest-Gelderland (CR);2018;1.0;6.0
3800;Tourist tax;Zuidwest-Gelderland (CR);2019;1.0;5.0
3801;Tourist tax;Zuidwest-Gelderland (CR);2020;1.0;5.0
3802;Tourist tax;Zuidwest-Gelderland (CR);2021;1.0;5.0
3803;Tourist tax;Zuidwest-Gelderland (CR);2022;1.0;6.0
3804;Tourist tax;Zuidwest-Gelderland (CR);2023;2.0;6.0
3805;Tourist tax;Zuidwest-Gelderland (CR);2024;2.0;6.0
3806;Tourist tax;Zuidwest-Gelderland (CR);2025;3.0;10.0
3807;Tourist tax;Utrecht (CR);2017;4.0;3.0
3808;Tourist tax;Utrecht (CR);2018;5.0;4.0
3809;Tourist tax;Utrecht (CR);2019;7.0;5.0
3810;Tourist tax;Utrecht (CR);2020;7.0;5.0
3811;Tourist tax;Utrecht (CR);2021;8.0;6.0
3812;Tourist tax;Utrecht (CR);2022;9.0;6.0
3813;Tourist tax;Utrecht (CR);2023;9.0;7.0
3814;Tourist tax;Utrecht (CR);2024;11.0;8.0
3815;Tourist tax;Utrecht (CR);2025;16.0;11.0
3816;Tourist tax;Kop van Noord-Holland (CR);2017;7.0;20.0
3817;Tourist tax;Kop van Noord-Holland (CR);2018;8.0;21.0
3818;Tourist tax;Kop van Noord-Holland (CR);2019;8.0;22.0
3819;Tourist tax;Kop van Noord-Holland (CR);2020;11.0;30.0
3820;Tourist tax;Kop van Noord-Holland (CR);2021;12.0;32.0
3821;Tourist tax;Kop van Noord-Holland (CR);2022;13.0;33.0
3822;Tourist tax;Kop van Noord-Holland (CR);2023;14.0;36.0
3823;Tourist tax;Kop van Noord-Holland (CR);2024;15.0;39.0
3824;Tourist tax;Kop van Noord-Holland (CR);2025;16.0;42.0
3825;Tourist tax;Alkmaar en omgeving (CR);2017;3.0;13.0
3826;Tourist tax;Alkmaar en omgeving (CR);2018;3.0;12.0
3827;Tourist tax;Alkmaar en omgeving (CR);2019;3.0;13.0
3828;Tourist tax;Alkmaar en omgeving (CR);2020;4.0;14.0
3829;Tourist tax;Alkmaar en omgeving (CR);2021;4.0;14.0
3830;Tourist tax;Alkmaar en omgeving (CR);2022;4.0;14.0
3831;Tourist tax;Alkmaar en omgeving (CR);2023;4.0;15.0
3832;Tourist tax;Alkmaar en omgeving (CR);2024;4.0;16.0
3833;Tourist tax;Alkmaar en omgeving (CR);2025;4.0;17.0
3834;Tourist tax;IJmond (CR);2017;1.0;6.0
3835;Tourist tax;IJmond (CR);2018;1.0;7.0
3836;Tourist tax;IJmond (CR);2019;2.0;8.0
3837;Tourist tax;IJmond (CR);2020;2.0;12.0
3838;Tourist tax;IJmond (CR);2021;2.0;12.0
3839;Tourist tax;IJmond (CR);2022;3.0;13.0
3840;Tourist tax;IJmond (CR);2023;3.0;13.0
3841;Tourist tax;IJmond (CR);2024;3.0;15.0
3842;Tourist tax;IJmond (CR);2025;3.0;16.0
3843;Tourist tax;Agglomeratie Haarlem (CR);2017;4.0;18.0
3844;Tourist tax;Agglomeratie Haarlem (CR);2018;4.0;19.0
3845;Tourist tax;Agglomeratie Haarlem (CR);2019;5.0;23.0
3846;Tourist tax;Agglomeratie Haarlem (CR);2020;7.0;29.0
3847;Tourist tax;Agglomeratie Haarlem (CR);2021;7.0;29.0
3848;Tourist tax;Agglomeratie Haarlem (CR);2022;7.0;32.0
3849;Tourist tax;Agglomeratie Haarlem (CR);2023;8.0;35.0
3850;Tourist tax;Agglomeratie Haarlem (CR);2024;9.0;36.0
3851;Tourist tax;Agglomeratie Haarlem (CR);2025;10.0;42.0
3852;Tourist tax;Zaanstreek (CR);2017;1.0;4.0
3853;Tourist tax;Zaanstreek (CR);2018;1.0;4.0
3854;Tourist tax;Zaanstreek (CR);2019;3.0;18.0
3855;Tourist tax;Zaanstreek (CR);2020;3.0;19.0
3856;Tourist tax;Zaanstreek (CR);2021;1.0;6.0
3857;Tourist tax;Zaanstreek (CR);2022;3.0;16.0
3858;Tourist tax;Zaanstreek (CR);2023;2.0;12.0
3859;Tourist tax;Zaanstreek (CR);2024;3.0;17.0
3860;Tourist tax;Zaanstreek (CR);2025;3.0;17.0
3861;Tourist tax;Groot-Amsterdam (CR);2017;76.0;57.0
3862;Tourist tax;Groot-Amsterdam (CR);2018;92.0;68.0
3863;Tourist tax;Groot-Amsterdam (CR);2019;125.0;91.0
3864;Tourist tax;Groot-Amsterdam (CR);2020;217.0;156.0
3865;Tourist tax;Groot-Amsterdam (CR);2021;139.0;99.0
3866;Tourist tax;Groot-Amsterdam (CR);2022;153.0;108.0
3867;Tourist tax;Groot-Amsterdam (CR);2023;185.0;126.0
3868;Tourist tax;Groot-Amsterdam (CR);2024;266.0;180.0
3869;Tourist tax;Groot-Amsterdam (CR);2025;289.0;195.0
3870;Tourist tax;Het Gooi en Vechtstreek (CR);2017;1.0;2.0
3871;Tourist tax;Het Gooi en Vechtstreek (CR);2018;1.0;2.0
3872;Tourist tax;Het Gooi en Vechtstreek (CR);2019;1.0;2.0
3873;Tourist tax;Het Gooi en Vechtstreek (CR);2020;1.0;2.0
3874;Tourist tax;Het Gooi en Vechtstreek (CR);2021;1.0;2.0
3875;Tourist tax;Het Gooi en Vechtstreek (CR);2022;1.0;3.0
3876;Tourist tax;Het Gooi en Vechtstreek (CR);2023;1.0;3.0
3877;Tourist tax;Het Gooi en Vechtstreek (CR);2024;1.0;3.0
3878;Tourist tax;Het Gooi en Vechtstreek (CR);2025;1.0;3.0
3879;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2017;4.0;9.0
3880;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2018;4.0;9.0
3881;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2019;4.0;9.0
3882;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2020;4.0;10.0
3883;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2021;5.0;12.0
3884;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2022;6.0;13.0
3885;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2023;6.0;15.0
3886;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2024;7.0;15.0
3887;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2025;7.0;17.0
3888;Tourist tax;Agglomeratie 's-Gravenhage (CR);2017;8.0;10.0
3889;Tourist tax;Agglomeratie 's-Gravenhage (CR);2018;9.0;10.0
3890;Tourist tax;Agglomeratie 's-Gravenhage (CR);2019;13.0;15.0
3891;Tourist tax;Agglomeratie 's-Gravenhage (CR);2020;13.0;15.0
3892;Tourist tax;Agglomeratie 's-Gravenhage (CR);2021;13.0;14.0
3893;Tourist tax;Agglomeratie 's-Gravenhage (CR);2022;17.0;19.0
3894;Tourist tax;Agglomeratie 's-Gravenhage (CR);2023;19.0;20.0
3895;Tourist tax;Agglomeratie 's-Gravenhage (CR);2024;20.0;22.0
3896;Tourist tax;Agglomeratie 's-Gravenhage (CR);2025;21.0;23.0
3897;Tourist tax;Delft en Westland (CR);2017;1.0;4.0
3898;Tourist tax;Delft en Westland (CR);2018;1.0;4.0
3899;Tourist tax;Delft en Westland (CR);2019;1.0;4.0
3900;Tourist tax;Delft en Westland (CR);2020;1.0;5.0
3901;Tourist tax;Delft en Westland (CR);2021;1.0;5.0
3902;Tourist tax;Delft en Westland (CR);2022;1.0;5.0
3903;Tourist tax;Delft en Westland (CR);2023;1.0;5.0
3904;Tourist tax;Delft en Westland (CR);2024;2.0;8.0
3905;Tourist tax;Delft en Westland (CR);2025;2.0;8.0
3906;Tourist tax;Oost-Zuid-Holland (CR);2017;0.0;1.0
3907;Tourist tax;Oost-Zuid-Holland (CR);2018;1.0;2.0
3908;Tourist tax;Oost-Zuid-Holland (CR);2019;1.0;3.0
3909;Tourist tax;Oost-Zuid-Holland (CR);2020;1.0;3.0
3910;Tourist tax;Oost-Zuid-Holland (CR);2021;1.0;3.0
3911;Tourist tax;Oost-Zuid-Holland (CR);2022;1.0;4.0
3912;Tourist tax;Oost-Zuid-Holland (CR);2023;2.0;4.0
3913;Tourist tax;Oost-Zuid-Holland (CR);2024;2.0;5.0
3914;Tourist tax;Oost-Zuid-Holland (CR);2025;2.0;5.0
3915;Tourist tax;Groot-Rijnmond (CR);2017;7.0;5.0
3916;Tourist tax;Groot-Rijnmond (CR);2018;9.0;6.0
3917;Tourist tax;Groot-Rijnmond (CR);2019;13.0;9.0
3918;Tourist tax;Groot-Rijnmond (CR);2020;17.0;12.0
3919;Tourist tax;Groot-Rijnmond (CR);2021;18.0;13.0
3920;Tourist tax;Groot-Rijnmond (CR);2022;17.0;11.0
3921;Tourist tax;Groot-Rijnmond (CR);2023;21.0;14.0
3922;Tourist tax;Groot-Rijnmond (CR);2024;24.0;16.0
3923;Tourist tax;Groot-Rijnmond (CR);2025;25.0;16.0
3924;Tourist tax;Zuidoost-Zuid-Holland (CR);2017;0.0;0.0
3925;Tourist tax;Zuidoost-Zuid-Holland (CR);2018;0.0;0.0
3926;Tourist tax;Zuidoost-Zuid-Holland (CR);2019;0.0;0.0
3927;Tourist tax;Zuidoost-Zuid-Holland (CR);2020;0.0;1.0
3928;Tourist tax;Zuidoost-Zuid-Holland (CR);2021;0.0;1.0
3929;Tourist tax;Zuidoost-Zuid-Holland (CR);2022;1.0;2.0
3930;Tourist tax;Zuidoost-Zuid-Holland (CR);2023;1.0;2.0
3931;Tourist tax;Zuidoost-Zuid-Holland (CR);2024;2.0;4.0
3932;Tourist tax;Zuidoost-Zuid-Holland (CR);2025;2.0;6.0
3933;Tourist tax;Zeeuwsch-Vlaanderen (CR);2017;4.0;35.0
3934;Tourist tax;Zeeuwsch-Vlaanderen (CR);2018;4.0;39.0
3935;Tourist tax;Zeeuwsch-Vlaanderen (CR);2019;4.0;40.0
3936;Tourist tax;Zeeuwsch-Vlaanderen (CR);2020;5.0;47.0
3937;Tourist tax;Zeeuwsch-Vlaanderen (CR);2021;5.0;50.0
3938;Tourist tax;Zeeuwsch-Vlaanderen (CR);2022;5.0;50.0
3939;Tourist tax;Zeeuwsch-Vlaanderen (CR);2023;7.0;66.0
3940;Tourist tax;Zeeuwsch-Vlaanderen (CR);2024;8.0;71.0
3941;Tourist tax;Zeeuwsch-Vlaanderen (CR);2025;9.0;85.0
3942;Tourist tax;Overig Zeeland (CR);2017;13.0;47.0
3943;Tourist tax;Overig Zeeland (CR);2018;14.0;50.0
3944;Tourist tax;Overig Zeeland (CR);2019;16.0;57.0
3945;Tourist tax;Overig Zeeland (CR);2020;17.0;63.0
3946;Tourist tax;Overig Zeeland (CR);2021;20.0;70.0
3947;Tourist tax;Overig Zeeland (CR);2022;23.0;81.0
3948;Tourist tax;Overig Zeeland (CR);2023;24.0;85.0
3949;Tourist tax;Overig Zeeland (CR);2024;26.0;92.0
3950;Tourist tax;Overig Zeeland (CR);2025;28.0;98.0
3951;Tourist tax;West-Noord-Brabant (CR);2017;3.0;5.0
3952;Tourist tax;West-Noord-Brabant (CR);2018;3.0;5.0
3953;Tourist tax;West-Noord-Brabant (CR);2019;3.0;5.0
3954;Tourist tax;West-Noord-Brabant (CR);2020;4.0;6.0
3955;Tourist tax;West-Noord-Brabant (CR);2021;4.0;6.0
3956;Tourist tax;West-Noord-Brabant (CR);2022;4.0;6.0
3957;Tourist tax;West-Noord-Brabant (CR);2023;5.0;7.0
3958;Tourist tax;West-Noord-Brabant (CR);2024;5.0;7.0
3959;Tourist tax;West-Noord-Brabant (CR);2025;6.0;9.0
3960;Tourist tax;Midden-Noord-Brabant (CR);2017;3.0;7.0
3961;Tourist tax;Midden-Noord-Brabant (CR);2018;3.0;7.0
3962;Tourist tax;Midden-Noord-Brabant (CR);2019;4.0;8.0
3963;Tourist tax;Midden-Noord-Brabant (CR);2020;6.0;13.0
3964;Tourist tax;Midden-Noord-Brabant (CR);2021;6.0;12.0
3965;Tourist tax;Midden-Noord-Brabant (CR);2022;7.0;14.0
3966;Tourist tax;Midden-Noord-Brabant (CR);2023;8.0;15.0
3967;Tourist tax;Midden-Noord-Brabant (CR);2024;8.0;16.0
3968;Tourist tax;Midden-Noord-Brabant (CR);2025;9.0;17.0
3969;Tourist tax;Noordoost-Noord-Brabant (CR);2017;3.0;5.0
3970;Tourist tax;Noordoost-Noord-Brabant (CR);2018;3.0;4.0
3971;Tourist tax;Noordoost-Noord-Brabant (CR);2019;3.0;5.0
3972;Tourist tax;Noordoost-Noord-Brabant (CR);2020;3.0;5.0
3973;Tourist tax;Noordoost-Noord-Brabant (CR);2021;3.0;5.0
3974;Tourist tax;Noordoost-Noord-Brabant (CR);2022;4.0;6.0
3975;Tourist tax;Noordoost-Noord-Brabant (CR);2023;5.0;7.0
3976;Tourist tax;Noordoost-Noord-Brabant (CR);2024;5.0;8.0
3977;Tourist tax;Noordoost-Noord-Brabant (CR);2025;6.0;9.0
3978;Tourist tax;Zuidoost-Noord-Brabant (CR);2017;7.0;9.0
3979;Tourist tax;Zuidoost-Noord-Brabant (CR);2018;7.0;9.0
3980;Tourist tax;Zuidoost-Noord-Brabant (CR);2019;8.0;10.0
3981;Tourist tax;Zuidoost-Noord-Brabant (CR);2020;8.0;11.0
3982;Tourist tax;Zuidoost-Noord-Brabant (CR);2021;9.0;11.0
3983;Tourist tax;Zuidoost-Noord-Brabant (CR);2022;9.0;11.0
3984;Tourist tax;Zuidoost-Noord-Brabant (CR);2023;9.0;11.0
3985;Tourist tax;Zuidoost-Noord-Brabant (CR);2024;10.0;13.0
3986;Tourist tax;Zuidoost-Noord-Brabant (CR);2025;14.0;17.0
3987;Tourist tax;Noord-Limburg (CR);2017;7.0;24.0
3988;Tourist tax;Noord-Limburg (CR);2018;7.0;26.0
3989;Tourist tax;Noord-Limburg (CR);2019;8.0;27.0
3990;Tourist tax;Noord-Limburg (CR);2020;8.0;30.0
3991;Tourist tax;Noord-Limburg (CR);2021;9.0;33.0
3992;Tourist tax;Noord-Limburg (CR);2022;10.0;36.0
3993;Tourist tax;Noord-Limburg (CR);2023;10.0;35.0
3994;Tourist tax;Noord-Limburg (CR);2024;12.0;41.0
3995;Tourist tax;Noord-Limburg (CR);2025;13.0;43.0
3996;Tourist tax;Midden-Limburg (CR);2017;3.0;14.0
3997;Tourist tax;Midden-Limburg (CR);2018;3.0;14.0
3998;Tourist tax;Midden-Limburg (CR);2019;3.0;15.0
3999;Tourist tax;Midden-Limburg (CR);2020;4.0;16.0
4000;Tourist tax;Midden-Limburg (CR);2021;4.0;17.0
4001;Tourist tax;Midden-Limburg (CR);2022;4.0;19.0
4002;Tourist tax;Midden-Limburg (CR);2023;5.0;23.0
4003;Tourist tax;Midden-Limburg (CR);2024;6.0;24.0
4004;Tourist tax;Midden-Limburg (CR);2025;7.0;29.0
4005;Tourist tax;Zuid-Limburg (CR);2017;8.0;13.0
4006;Tourist tax;Zuid-Limburg (CR);2018;9.0;14.0
4007;Tourist tax;Zuid-Limburg (CR);2019;10.0;17.0
4008;Tourist tax;Zuid-Limburg (CR);2020;11.0;19.0
4009;Tourist tax;Zuid-Limburg (CR);2021;12.0;20.0
4010;Tourist tax;Zuid-Limburg (CR);2022;13.0;22.0
4011;Tourist tax;Zuid-Limburg (CR);2023;14.0;23.0
4012;Tourist tax;Zuid-Limburg (CR);2024;16.0;26.0
4013;Tourist tax;Zuid-Limburg (CR);2025;20.0;34.0
4014;Tourist tax;Flevoland (CR);2017;3.0;9.0
4015;Tourist tax;Flevoland (CR);2018;4.0;9.0
4016;Tourist tax;Flevoland (CR);2019;4.0;9.0
4017;Tourist tax;Flevoland (CR);2020;5.0;11.0
4018;Tourist tax;Flevoland (CR);2021;6.0;13.0
4019;Tourist tax;Flevoland (CR);2022;6.0;15.0
4020;Tourist tax;Flevoland (CR);2023;7.0;16.0
4021;Tourist tax;Flevoland (CR);2024;8.0;17.0
4022;Tourist tax;Flevoland (CR);2025;9.0;20.0
4023;Tourist tax;Fewer than 5,000 inhabitants;2017;8.0;675.0
4024;Tourist tax;Fewer than 5,000 inhabitants;2018;8.0;676.0
4025;Tourist tax;Fewer than 5,000 inhabitants;2019;8.0;686.0
4026;Tourist tax;Fewer than 5,000 inhabitants;2020;9.0;696.0
4027;Tourist tax;Fewer than 5,000 inhabitants;2021;9.0;726.0
4028;Tourist tax;Fewer than 5,000 inhabitants;2022;9.0;728.0
4029;Tourist tax;Fewer than 5,000 inhabitants;2023;10.0;778.0
4030;Tourist tax;Fewer than 5,000 inhabitants;2024;12.0;951.0
4031;Tourist tax;Fewer than 5,000 inhabitants;2025;13.0;984.0
4032;Tourist tax;5,000 to 9,999 inhabitants;2017;3.0;22.0
4033;Tourist tax;5,000 to 9,999 inhabitants;2018;3.0;24.0
4034;Tourist tax;5,000 to 9,999 inhabitants;2019;3.0;30.0
4035;Tourist tax;5,000 to 9,999 inhabitants;2020;2.0;32.0
4036;Tourist tax;5,000 to 9,999 inhabitants;2021;2.0;44.0
4037;Tourist tax;5,000 to 9,999 inhabitants;2022;3.0;45.0
4038;Tourist tax;5,000 to 9,999 inhabitants;2023;3.0;48.0
4039;Tourist tax;5,000 to 9,999 inhabitants;2024;3.0;55.0
4040;Tourist tax;5,000 to 9,999 inhabitants;2025;4.0;87.0
4041;Tourist tax;10,000 to 19,999 inhabitants;2017;24.0;17.0
4042;Tourist tax;10,000 to 19,999 inhabitants;2018;24.0;18.0
4043;Tourist tax;10,000 to 19,999 inhabitants;2019;25.0;24.0
4044;Tourist tax;10,000 to 19,999 inhabitants;2020;30.0;29.0
4045;Tourist tax;10,000 to 19,999 inhabitants;2021;31.0;32.0
4046;Tourist tax;10,000 to 19,999 inhabitants;2022;32.0;34.0
4047;Tourist tax;10,000 to 19,999 inhabitants;2023;31.0;38.0
4048;Tourist tax;10,000 to 19,999 inhabitants;2024;34.0;42.0
4049;Tourist tax;10,000 to 19,999 inhabitants;2025;37.0;45.0
4050;Tourist tax;20,000 to 49,999 inhabitants;2017;65.0;11.0
4051;Tourist tax;20,000 to 49,999 inhabitants;2018;69.0;11.0
4052;Tourist tax;20,000 to 49,999 inhabitants;2019;74.0;12.0
4053;Tourist tax;20,000 to 49,999 inhabitants;2020;82.0;14.0
4054;Tourist tax;20,000 to 49,999 inhabitants;2021;90.0;15.0
4055;Tourist tax;20,000 to 49,999 inhabitants;2022;98.0;16.0
4056;Tourist tax;20,000 to 49,999 inhabitants;2023;107.0;18.0
4057;Tourist tax;20,000 to 49,999 inhabitants;2024;116.0;20.0
4058;Tourist tax;20,000 to 49,999 inhabitants;2025;129.0;22.0
4059;Tourist tax;50,000 to 99,999 inhabitants;2017;11.0;3.0
4060;Tourist tax;50,000 to 99,999 inhabitants;2018;12.0;4.0
4061;Tourist tax;50,000 to 99,999 inhabitants;2019;13.0;4.0
4062;Tourist tax;50,000 to 99,999 inhabitants;2020;20.0;5.0
4063;Tourist tax;50,000 to 99,999 inhabitants;2021;22.0;6.0
4064;Tourist tax;50,000 to 99,999 inhabitants;2022;25.0;6.0
4065;Tourist tax;50,000 to 99,999 inhabitants;2023;31.0;8.0
4066;Tourist tax;50,000 to 99,999 inhabitants;2024;37.0;9.0
4067;Tourist tax;50,000 to 99,999 inhabitants;2025;44.0;10.0
4068;Tourist tax;100,000 to 149,999 inhabitants;2017;17.0;11.0
4069;Tourist tax;100,000 to 149,999 inhabitants;2018;19.0;12.0
4070;Tourist tax;100,000 to 149,999 inhabitants;2019;21.0;13.0
4071;Tourist tax;100,000 to 149,999 inhabitants;2020;13.0;8.0
4072;Tourist tax;100,000 to 149,999 inhabitants;2021;13.0;8.0
4073;Tourist tax;100,000 to 149,999 inhabitants;2022;15.0;9.0
4074;Tourist tax;100,000 to 149,999 inhabitants;2023;16.0;10.0
4075;Tourist tax;100,000 to 149,999 inhabitants;2024;19.0;12.0
4076;Tourist tax;100,000 to 149,999 inhabitants;2025;22.0;13.0
4077;Tourist tax;150,000 to 249,999 inhabitants;2017;9.0;4.0
4078;Tourist tax;150,000 to 249,999 inhabitants;2018;10.0;4.0
4079;Tourist tax;150,000 to 249,999 inhabitants;2019;15.0;6.0
4080;Tourist tax;150,000 to 249,999 inhabitants;2020;30.0;12.0
4081;Tourist tax;150,000 to 249,999 inhabitants;2021;29.0;11.0
4082;Tourist tax;150,000 to 249,999 inhabitants;2022;32.0;12.0
4083;Tourist tax;150,000 to 249,999 inhabitants;2023;33.0;13.0
4084;Tourist tax;150,000 to 249,999 inhabitants;2024;37.0;14.0
4085;Tourist tax;150,000 to 249,999 inhabitants;2025;44.0;17.0
4086;Tourist tax;250,000 inhabitants or more;2017;78.0;33.0
4087;Tourist tax;250,000 inhabitants or more;2018;94.0;39.0
4088;Tourist tax;250,000 inhabitants or more;2019;134.0;56.0
4089;Tourist tax;250,000 inhabitants or more;2020;226.0;93.0
4090;Tourist tax;250,000 inhabitants or more;2021;148.0;61.0
4091;Tourist tax;250,000 inhabitants or more;2022;164.0;67.0
4092;Tourist tax;250,000 inhabitants or more;2023;198.0;79.0
4093;Tourist tax;250,000 inhabitants or more;2024;280.0;110.0
4094;Tourist tax;250,000 inhabitants or more;2025;307.0;120.0
4095;Other taxes;The Netherlands;2017;123.0;7.0
4096;Other taxes;The Netherlands;2018;125.0;7.0
4097;Other taxes;The Netherlands;2019;124.0;7.0
4098;Other taxes;The Netherlands;2020;139.0;8.0
4099;Other taxes;The Netherlands;2021;141.0;8.0
4100;Other taxes;The Netherlands;2022;141.0;8.0
4101;Other taxes;The Netherlands;2023;141.0;8.0
4102;Other taxes;The Netherlands;2024;138.0;8.0
4103;Other taxes;The Netherlands;2025;140.0;8.0
4104;Other taxes;Noord-Nederland (LD);2017;13.0;7.0
4105;Other taxes;Noord-Nederland (LD);2018;13.0;8.0
4106;Other taxes;Noord-Nederland (LD);2019;12.0;7.0
4107;Other taxes;Noord-Nederland (LD);2020;13.0;8.0
4108;Other taxes;Noord-Nederland (LD);2021;14.0;8.0
4109;Other taxes;Noord-Nederland (LD);2022;13.0;7.0
4110;Other taxes;Noord-Nederland (LD);2023;14.0;8.0
4111;Other taxes;Noord-Nederland (LD);2024;15.0;8.0
4112;Other taxes;Noord-Nederland (LD);2025;15.0;8.0
4113;Other taxes;Oost-Nederland (LD);2017;29.0;8.0
4114;Other taxes;Oost-Nederland (LD);2018;29.0;8.0
4115;Other taxes;Oost-Nederland (LD);2019;28.0;8.0
4116;Other taxes;Oost-Nederland (LD);2020;28.0;8.0
4117;Other taxes;Oost-Nederland (LD);2021;29.0;8.0
4118;Other taxes;Oost-Nederland (LD);2022;29.0;8.0
4119;Other taxes;Oost-Nederland (LD);2023;28.0;7.0
4120;Other taxes;Oost-Nederland (LD);2024;29.0;8.0
4121;Other taxes;Oost-Nederland (LD);2025;30.0;8.0
4122;Other taxes;West-Nederland (LD);2017;55.0;7.0
4123;Other taxes;West-Nederland (LD);2018;56.0;7.0
4124;Other taxes;West-Nederland (LD);2019;57.0;7.0
4125;Other taxes;West-Nederland (LD);2020;71.0;9.0
4126;Other taxes;West-Nederland (LD);2021;73.0;9.0
4127;Other taxes;West-Nederland (LD);2022;73.0;9.0
4128;Other taxes;West-Nederland (LD);2023;74.0;9.0
4129;Other taxes;West-Nederland (LD);2024;68.0;8.0
4130;Other taxes;West-Nederland (LD);2025;69.0;8.0
4131;Other taxes;Zuid-Nederland (LD);2017;26.0;7.0
4132;Other taxes;Zuid-Nederland (LD);2018;27.0;7.0
4133;Other taxes;Zuid-Nederland (LD);2019;27.0;7.0
4134;Other taxes;Zuid-Nederland (LD);2020;26.0;7.0
4135;Other taxes;Zuid-Nederland (LD);2021;26.0;7.0
4136;Other taxes;Zuid-Nederland (LD);2022;26.0;7.0
4137;Other taxes;Zuid-Nederland (LD);2023;26.0;7.0
4138;Other taxes;Zuid-Nederland (LD);2024;27.0;7.0
4139;Other taxes;Zuid-Nederland (LD);2025;26.0;7.0
4140;Other taxes;Groningen (PV);2017;2.0;4.0
4141;Other taxes;Groningen (PV);2018;2.0;4.0
4142;Other taxes;Groningen (PV);2019;2.0;4.0
4143;Other taxes;Groningen (PV);2020;2.0;4.0
4144;Other taxes;Groningen (PV);2021;2.0;4.0
4145;Other taxes;Groningen (PV);2022;1.0;2.0
4146;Other taxes;Groningen (PV);2023;1.0;2.0
4147;Other taxes;Groningen (PV);2024;2.0;3.0
4148;Other taxes;Groningen (PV);2025;2.0;3.0
4149;Other taxes;Fryslân (PV);2017;8.0;12.0
4150;Other taxes;Fryslân (PV);2018;8.0;12.0
4151;Other taxes;Fryslân (PV);2019;8.0;12.0
4152;Other taxes;Fryslân (PV);2020;8.0;12.0
4153;Other taxes;Fryslân (PV);2021;8.0;13.0
4154;Other taxes;Fryslân (PV);2022;9.0;13.0
4155;Other taxes;Fryslân (PV);2023;9.0;14.0
4156;Other taxes;Fryslân (PV);2024;10.0;14.0
4157;Other taxes;Fryslân (PV);2025;9.0;13.0
4158;Other taxes;Drenthe (PV);2017;3.0;5.0
4159;Other taxes;Drenthe (PV);2018;3.0;5.0
4160;Other taxes;Drenthe (PV);2019;3.0;5.0
4161;Other taxes;Drenthe (PV);2020;3.0;6.0
4162;Other taxes;Drenthe (PV);2021;3.0;7.0
4163;Other taxes;Drenthe (PV);2022;3.0;7.0
4164;Other taxes;Drenthe (PV);2023;3.0;7.0
4165;Other taxes;Drenthe (PV);2024;4.0;7.0
4166;Other taxes;Drenthe (PV);2025;4.0;8.0
4167;Other taxes;Overijssel (PV);2017;10.0;8.0
4168;Other taxes;Overijssel (PV);2018;10.0;8.0
4169;Other taxes;Overijssel (PV);2019;9.0;8.0
4170;Other taxes;Overijssel (PV);2020;9.0;8.0
4171;Other taxes;Overijssel (PV);2021;9.0;8.0
4172;Other taxes;Overijssel (PV);2022;8.0;7.0
4173;Other taxes;Overijssel (PV);2023;8.0;7.0
4174;Other taxes;Overijssel (PV);2024;9.0;7.0
4175;Other taxes;Overijssel (PV);2025;9.0;7.0
