ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
2177;Property tax on non-residential building;Zuidoost-Zuid-Holland (CR);2025;50.0;131.0
2178;Property tax on non-residential building;Zeeuwsch-Vlaanderen (CR);2017;14.0;128.0
2179;Property tax on non-residential building;Zeeuwsch-Vlaanderen (CR);2018;14.0;129.0
2180;Property tax on non-residential building;Zeeuwsch-Vlaanderen (CR);2019;14.0;135.0
2181;Property tax on non-residential building;Zeeuwsch-Vlaanderen (CR);2020;15.0;142.0
2182;Property tax on non-residential building;Zeeuwsch-Vlaanderen (CR);2021;15.0;142.0
2183;Property tax on non-residential building;Zeeuwsch-Vlaanderen (CR);2022;15.0;145.0
2184;Property tax on non-residential building;Zeeuwsch-Vlaanderen (CR);2023;16.0;148.0
2185;Property tax on non-residential building;Zeeuwsch-Vlaanderen (CR);2024;17.0;159.0
2186;Property tax on non-residential building;Zeeuwsch-Vlaanderen (CR);2025;18.0;168.0
2187;Property tax on non-residential building;Overig Zeeland (CR);2017;28.0;102.0
2188;Property tax on non-residential building;Overig Zeeland (CR);2018;30.0;107.0
2189;Property tax on non-residential building;Overig Zeeland (CR);2019;31.0;111.0
2190;Property tax on non-residential building;Overig Zeeland (CR);2020;32.0;116.0
2191;Property tax on non-residential building;Overig Zeeland (CR);2021;34.0;121.0
2192;Property tax on non-residential building;Overig Zeeland (CR);2022;35.0;126.0
2193;Property tax on non-residential building;Overig Zeeland (CR);2023;37.0;129.0
2194;Property tax on non-residential building;Overig Zeeland (CR);2024;39.0;136.0
2195;Property tax on non-residential building;Overig Zeeland (CR);2025;42.0;146.0
2196;Property tax on non-residential building;West-Noord-Brabant (CR);2017;60.0;95.0
2197;Property tax on non-residential building;West-Noord-Brabant (CR);2018;62.0;99.0
2198;Property tax on non-residential building;West-Noord-Brabant (CR);2019;65.0;102.0
2199;Property tax on non-residential building;West-Noord-Brabant (CR);2020;68.0;107.0
2200;Property tax on non-residential building;West-Noord-Brabant (CR);2021;71.0;111.0
2201;Property tax on non-residential building;West-Noord-Brabant (CR);2022;74.0;115.0
2202;Property tax on non-residential building;West-Noord-Brabant (CR);2023;75.0;116.0
2203;Property tax on non-residential building;West-Noord-Brabant (CR);2024;81.0;125.0
2204;Property tax on non-residential building;West-Noord-Brabant (CR);2025;89.0;136.0
2205;Property tax on non-residential building;Midden-Noord-Brabant (CR);2017;40.0;85.0
2206;Property tax on non-residential building;Midden-Noord-Brabant (CR);2018;41.0;86.0
2207;Property tax on non-residential building;Midden-Noord-Brabant (CR);2019;43.0;89.0
2208;Property tax on non-residential building;Midden-Noord-Brabant (CR);2020;46.0;95.0
2209;Property tax on non-residential building;Midden-Noord-Brabant (CR);2021;48.0;98.0
2210;Property tax on non-residential building;Midden-Noord-Brabant (CR);2022;51.0;103.0
2211;Property tax on non-residential building;Midden-Noord-Brabant (CR);2023;54.0;107.0
2212;Property tax on non-residential building;Midden-Noord-Brabant (CR);2024;58.0;115.0
2213;Property tax on non-residential building;Midden-Noord-Brabant (CR);2025;63.0;123.0
2214;Property tax on non-residential building;Noordoost-Noord-Brabant (CR);2017;63.0;96.0
2215;Property tax on non-residential building;Noordoost-Noord-Brabant (CR);2018;64.0;98.0
2216;Property tax on non-residential building;Noordoost-Noord-Brabant (CR);2019;66.0;100.0
2217;Property tax on non-residential building;Noordoost-Noord-Brabant (CR);2020;70.0;105.0
2218;Property tax on non-residential building;Noordoost-Noord-Brabant (CR);2021;72.0;109.0
2219;Property tax on non-residential building;Noordoost-Noord-Brabant (CR);2022;75.0;113.0
2220;Property tax on non-residential building;Noordoost-Noord-Brabant (CR);2023;79.0;117.0
2221;Property tax on non-residential building;Noordoost-Noord-Brabant (CR);2024;87.0;128.0
2222;Property tax on non-residential building;Noordoost-Noord-Brabant (CR);2025;92.0;135.0
2223;Property tax on non-residential building;Zuidoost-Noord-Brabant (CR);2017;70.0;92.0
2224;Property tax on non-residential building;Zuidoost-Noord-Brabant (CR);2018;73.0;96.0
2225;Property tax on non-residential building;Zuidoost-Noord-Brabant (CR);2019;82.0;106.0
2226;Property tax on non-residential building;Zuidoost-Noord-Brabant (CR);2020;88.0;112.0
2227;Property tax on non-residential building;Zuidoost-Noord-Brabant (CR);2021;91.0;116.0
2228;Property tax on non-residential building;Zuidoost-Noord-Brabant (CR);2022;94.0;119.0
2229;Property tax on non-residential building;Zuidoost-Noord-Brabant (CR);2023;98.0;122.0
2230;Property tax on non-residential building;Zuidoost-Noord-Brabant (CR);2024;104.0;129.0
2231;Property tax on non-residential building;Zuidoost-Noord-Brabant (CR);2025;112.0;137.0
2232;Property tax on non-residential building;Noord-Limburg (CR);2017;33.0;119.0
2233;Property tax on non-residential building;Noord-Limburg (CR);2018;35.0;124.0
2234;Property tax on non-residential building;Noord-Limburg (CR);2019;37.0;132.0
2235;Property tax on non-residential building;Noord-Limburg (CR);2020;38.0;136.0
2236;Property tax on non-residential building;Noord-Limburg (CR);2021;41.0;143.0
2237;Property tax on non-residential building;Noord-Limburg (CR);2022;43.0;150.0
2238;Property tax on non-residential building;Noord-Limburg (CR);2023;45.0;155.0
2239;Property tax on non-residential building;Noord-Limburg (CR);2024;48.0;166.0
2240;Property tax on non-residential building;Noord-Limburg (CR);2025;51.0;173.0
2241;Property tax on non-residential building;Midden-Limburg (CR);2017;18.0;78.0
2242;Property tax on non-residential building;Midden-Limburg (CR);2018;18.0;76.0
2243;Property tax on non-residential building;Midden-Limburg (CR);2019;18.0;75.0
2244;Property tax on non-residential building;Midden-Limburg (CR);2020;18.0;77.0
2245;Property tax on non-residential building;Midden-Limburg (CR);2021;20.0;83.0
2246;Property tax on non-residential building;Midden-Limburg (CR);2022;21.0;87.0
2247;Property tax on non-residential building;Midden-Limburg (CR);2023;22.0;91.0
2248;Property tax on non-residential building;Midden-Limburg (CR);2024;24.0;97.0
2249;Property tax on non-residential building;Midden-Limburg (CR);2025;25.0;104.0
2250;Property tax on non-residential building;Zuid-Limburg (CR);2017;72.0;120.0
2251;Property tax on non-residential building;Zuid-Limburg (CR);2018;75.0;125.0
2252;Property tax on non-residential building;Zuid-Limburg (CR);2019;79.0;132.0
2253;Property tax on non-residential building;Zuid-Limburg (CR);2020;84.0;141.0
2254;Property tax on non-residential building;Zuid-Limburg (CR);2021;87.0;147.0
2255;Property tax on non-residential building;Zuid-Limburg (CR);2022;91.0;152.0
2256;Property tax on non-residential building;Zuid-Limburg (CR);2023;94.0;157.0
2257;Property tax on non-residential building;Zuid-Limburg (CR);2024;98.0;163.0
2258;Property tax on non-residential building;Zuid-Limburg (CR);2025;104.0;172.0
2259;Property tax on non-residential building;Flevoland (CR);2017;43.0;105.0
2260;Property tax on non-residential building;Flevoland (CR);2018;43.0;104.0
2261;Property tax on non-residential building;Flevoland (CR);2019;45.0;107.0
2262;Property tax on non-residential building;Flevoland (CR);2020;46.0;109.0
2263;Property tax on non-residential building;Flevoland (CR);2021;49.0;114.0
2264;Property tax on non-residential building;Flevoland (CR);2022;52.0;120.0
2265;Property tax on non-residential building;Flevoland (CR);2023;56.0;127.0
2266;Property tax on non-residential building;Flevoland (CR);2024;63.0;139.0
2267;Property tax on non-residential building;Flevoland (CR);2025;72.0;157.0
2268;Property tax on non-residential building;Fewer than 5,000 inhabitants;2017;2.0;126.0
2269;Property tax on non-residential building;Fewer than 5,000 inhabitants;2018;2.0;140.0
2270;Property tax on non-residential building;Fewer than 5,000 inhabitants;2019;2.0;137.0
2271;Property tax on non-residential building;Fewer than 5,000 inhabitants;2020;2.0;157.0
2272;Property tax on non-residential building;Fewer than 5,000 inhabitants;2021;2.0;171.0
2273;Property tax on non-residential building;Fewer than 5,000 inhabitants;2022;2.0;157.0
2274;Property tax on non-residential building;Fewer than 5,000 inhabitants;2023;2.0;188.0
2275;Property tax on non-residential building;Fewer than 5,000 inhabitants;2024;3.0;201.0
2276;Property tax on non-residential building;Fewer than 5,000 inhabitants;2025;3.0;208.0
2277;Property tax on non-residential building;5,000 to 9,999 inhabitants;2017;10.0;73.0
2278;Property tax on non-residential building;5,000 to 9,999 inhabitants;2018;10.0;76.0
2279;Property tax on non-residential building;5,000 to 9,999 inhabitants;2019;10.0;82.0
2280;Property tax on non-residential building;5,000 to 9,999 inhabitants;2020;7.0;94.0
2281;Property tax on non-residential building;5,000 to 9,999 inhabitants;2021;6.0;114.0
2282;Property tax on non-residential building;5,000 to 9,999 inhabitants;2022;7.0;116.0
2283;Property tax on non-residential building;5,000 to 9,999 inhabitants;2023;7.0;122.0
2284;Property tax on non-residential building;5,000 to 9,999 inhabitants;2024;7.0;127.0
2285;Property tax on non-residential building;5,000 to 9,999 inhabitants;2025;4.0;91.0
2286;Property tax on non-residential building;10,000 to 19,999 inhabitants;2017;107.0;76.0
2287;Property tax on non-residential building;10,000 to 19,999 inhabitants;2018;103.0;78.0
2288;Property tax on non-residential building;10,000 to 19,999 inhabitants;2019;78.0;75.0
2289;Property tax on non-residential building;10,000 to 19,999 inhabitants;2020;78.0;76.0
2290;Property tax on non-residential building;10,000 to 19,999 inhabitants;2021;79.0;81.0
2291;Property tax on non-residential building;10,000 to 19,999 inhabitants;2022;76.0;81.0
2292;Property tax on non-residential building;10,000 to 19,999 inhabitants;2023;73.0;88.0
2293;Property tax on non-residential building;10,000 to 19,999 inhabitants;2024;78.0;96.0
2294;Property tax on non-residential building;10,000 to 19,999 inhabitants;2025;88.0;108.0
2295;Property tax on non-residential building;20,000 to 49,999 inhabitants;2017;461.0;77.0
2296;Property tax on non-residential building;20,000 to 49,999 inhabitants;2018;473.0;78.0
2297;Property tax on non-residential building;20,000 to 49,999 inhabitants;2019;494.0;81.0
2298;Property tax on non-residential building;20,000 to 49,999 inhabitants;2020;512.0;86.0
2299;Property tax on non-residential building;20,000 to 49,999 inhabitants;2021;547.0;90.0
2300;Property tax on non-residential building;20,000 to 49,999 inhabitants;2022;561.0;94.0
2301;Property tax on non-residential building;20,000 to 49,999 inhabitants;2023;591.0;99.0
2302;Property tax on non-residential building;20,000 to 49,999 inhabitants;2024;615.0;104.0
2303;Property tax on non-residential building;20,000 to 49,999 inhabitants;2025;666.0;113.0
2304;Property tax on non-residential building;50,000 to 99,999 inhabitants;2017;323.0;99.0
2305;Property tax on non-residential building;50,000 to 99,999 inhabitants;2018;336.0;100.0
2306;Property tax on non-residential building;50,000 to 99,999 inhabitants;2019;371.0;102.0
2307;Property tax on non-residential building;50,000 to 99,999 inhabitants;2020;396.0;105.0
2308;Property tax on non-residential building;50,000 to 99,999 inhabitants;2021;416.0;110.0
2309;Property tax on non-residential building;50,000 to 99,999 inhabitants;2022;454.0;114.0
2310;Property tax on non-residential building;50,000 to 99,999 inhabitants;2023;483.0;116.0
2311;Property tax on non-residential building;50,000 to 99,999 inhabitants;2024;542.0;125.0
2312;Property tax on non-residential building;50,000 to 99,999 inhabitants;2025;585.0;134.0
2313;Property tax on non-residential building;100,000 to 149,999 inhabitants;2017;226.0;140.0
2314;Property tax on non-residential building;100,000 to 149,999 inhabitants;2018;237.0;145.0
2315;Property tax on non-residential building;100,000 to 149,999 inhabitants;2019;251.0;152.0
2316;Property tax on non-residential building;100,000 to 149,999 inhabitants;2020;223.0;139.0
2317;Property tax on non-residential building;100,000 to 149,999 inhabitants;2021;231.0;144.0
2318;Property tax on non-residential building;100,000 to 149,999 inhabitants;2022;242.0;149.0
2319;Property tax on non-residential building;100,000 to 149,999 inhabitants;2023;253.0;154.0
2320;Property tax on non-residential building;100,000 to 149,999 inhabitants;2024;276.0;166.0
2321;Property tax on non-residential building;100,000 to 149,999 inhabitants;2025;301.0;180.0
2322;Property tax on non-residential building;150,000 to 249,999 inhabitants;2017;305.0;133.0
2323;Property tax on non-residential building;150,000 to 249,999 inhabitants;2018;318.0;138.0
2324;Property tax on non-residential building;150,000 to 249,999 inhabitants;2019;337.0;143.0
2325;Property tax on non-residential building;150,000 to 249,999 inhabitants;2020;406.0;160.0
2326;Property tax on non-residential building;150,000 to 249,999 inhabitants;2021;421.0;165.0
2327;Property tax on non-residential building;150,000 to 249,999 inhabitants;2022;435.0;170.0
2328;Property tax on non-residential building;150,000 to 249,999 inhabitants;2023;456.0;175.0
2329;Property tax on non-residential building;150,000 to 249,999 inhabitants;2024;498.0;189.0
2330;Property tax on non-residential building;150,000 to 249,999 inhabitants;2025;528.0;199.0
2331;Property tax on non-residential building;250,000 inhabitants or more;2017;397.0;168.0
2332;Property tax on non-residential building;250,000 inhabitants or more;2018;403.0;170.0
2333;Property tax on non-residential building;250,000 inhabitants or more;2019;413.0;172.0
2334;Property tax on non-residential building;250,000 inhabitants or more;2020;433.0;178.0
2335;Property tax on non-residential building;250,000 inhabitants or more;2021;481.0;198.0
2336;Property tax on non-residential building;250,000 inhabitants or more;2022;503.0;205.0
2337;Property tax on non-residential building;250,000 inhabitants or more;2023;598.0;238.0
2338;Property tax on non-residential building;250,000 inhabitants or more;2024;657.0;258.0
2339;Property tax on non-residential building;250,000 inhabitants or more;2025;741.0;290.0
2340;Parking fees;The Netherlands;2017;767.0;45.0
2341;Parking fees;The Netherlands;2018;827.0;48.0
2342;Parking fees;The Netherlands;2019;930.0;54.0
2343;Parking fees;The Netherlands;2020;1016.0;58.0
2344;Parking fees;The Netherlands;2021;1040.0;60.0
2345;Parking fees;The Netherlands;2022;1111.0;63.0
2346;Parking fees;The Netherlands;2023;1192.0;67.0
2347;Parking fees;The Netherlands;2024;1321.0;74.0
2348;Parking fees;The Netherlands;2025;1475.0;82.0
2349;Parking fees;Noord-Nederland (LD);2017;41.0;24.0
2350;Parking fees;Noord-Nederland (LD);2018;42.0;25.0
