ID;StarRating;Regions;Periods;Accommodation_1;Room_2;SleepingPlace_3;Accommodation_4;Room_5;SleepingPlace_6
725;1 star accommodations;Nederland;2019 October;127.0;1701.0;3994.0;126.0;1695.0;3985.0
726;1 star accommodations;Nederland;2019 November;127.0;1701.0;3994.0;122.0;1676.0;3933.0
727;1 star accommodations;Nederland;2019 December;127.0;1701.0;3994.0;118.0;1651.0;3882.0
728;1 star accommodations;Nederland;2020 January;134.0;1716.0;4137.0;113.0;1549.0;3762.0
729;1 star accommodations;Nederland;2020 February;134.0;1716.0;4137.0;123.0;1628.0;3940.0
730;1 star accommodations;Nederland;2020 March;134.0;1716.0;4137.0;125.0;1643.0;3979.0
731;1 star accommodations;Nederland;2020 April;134.0;1716.0;4137.0;100.0;1344.0;3252.0
732;1 star accommodations;Nederland;2020 May;134.0;1716.0;4137.0;102.0;1369.0;3373.0
733;1 star accommodations;Nederland;2020 June;134.0;1716.0;4137.0;122.0;1589.0;3891.0
734;1 star accommodations;Nederland;2020 July;134.0;1716.0;4137.0;124.0;1612.0;3939.0
735;1 star accommodations;Nederland;2020 August;134.0;1716.0;4137.0;127.0;1638.0;3998.0
736;1 star accommodations;Nederland;2020 September;134.0;1716.0;4137.0;125.0;1624.0;3968.0
737;1 star accommodations;Nederland;2020 October;134.0;1716.0;4137.0;124.0;1609.0;3903.0
738;1 star accommodations;Nederland;2020 November;134.0;1716.0;4137.0;122.0;1612.0;3885.0
739;1 star accommodations;Nederland;2020 December;134.0;1716.0;4137.0;117.0;1564.0;3792.0
740;1 star accommodations;Nederland;2021 January;135.0;1798.0;4437.0;109.0;1564.0;3793.0
741;1 star accommodations;Nederland;2021 February;135.0;1798.0;4437.0;119.0;1654.0;3983.0
742;1 star accommodations;Nederland;2021 March;135.0;1798.0;4437.0;121.0;1669.0;4018.0
743;1 star accommodations;Nederland;2021 April;135.0;1798.0;4437.0;127.0;1718.0;4130.0
744;1 star accommodations;Nederland;2021 May;135.0;1798.0;4437.0;127.0;1726.0;4147.0
745;1 star accommodations;Nederland;2021 June;135.0;1798.0;4437.0;132.0;1763.0;4351.0
746;1 star accommodations;Nederland;2021 July;135.0;1798.0;4437.0;133.0;1777.0;4375.0
747;1 star accommodations;Nederland;2021 August;135.0;1798.0;4437.0;133.0;1777.0;4375.0
748;1 star accommodations;Nederland;2021 September;135.0;1798.0;4437.0;129.0;1757.0;4330.0
749;1 star accommodations;Nederland;2021 October;135.0;1798.0;4437.0;128.0;1738.0;4297.0
750;1 star accommodations;Nederland;2021 November;135.0;1798.0;4437.0;123.0;1688.0;4059.0
751;1 star accommodations;Nederland;2021 December;135.0;1798.0;4437.0;116.0;1617.0;3922.0
752;1 star accommodations;Nederland;2022 January;108.0;1508.0;3325.0;92.0;1337.0;2971.0
753;1 star accommodations;Nederland;2022 February;108.0;1508.0;3325.0;96.0;1374.0;3046.0
754;1 star accommodations;Nederland;2022 March;108.0;1508.0;3325.0;100.0;1456.0;3217.0
755;1 star accommodations;Nederland;2022 April;108.0;1508.0;3325.0;104.0;1476.0;3190.0
756;1 star accommodations;Nederland;2022 May;108.0;1508.0;3325.0;106.0;1484.0;3205.0
757;1 star accommodations;Nederland;2022 June;108.0;1508.0;3325.0;106.0;1484.0;3205.0
758;1 star accommodations;Nederland;2022 July;108.0;1508.0;3325.0;106.0;1495.0;3224.0
759;1 star accommodations;Nederland;2022 August;108.0;1508.0;3325.0;107.0;1498.0;3229.0
760;1 star accommodations;Nederland;2022 September;108.0;1508.0;3325.0;105.0;1494.0;3219.0
761;1 star accommodations;Nederland;2022 October;108.0;1508.0;3325.0;104.0;1475.0;3187.0
762;1 star accommodations;Nederland;2022 November;108.0;1508.0;3325.0;103.0;1473.0;3182.0
763;1 star accommodations;Nederland;2022 December;108.0;1508.0;3325.0;98.0;1433.0;3111.0
764;1 star accommodations;Nederland;2023 January;95.0;1387.0;3094.0;89.0;1344.0;3010.0
765;1 star accommodations;Nederland;2023 February;95.0;1387.0;3094.0;89.0;1344.0;3010.0
766;1 star accommodations;Nederland;2023 March;95.0;1387.0;3094.0;93.0;1373.0;3064.0
767;1 star accommodations;Nederland;2023 April;95.0;1387.0;3094.0;94.0;1385.0;3089.0
768;1 star accommodations;Nederland;2023 May;95.0;1387.0;3094.0;93.0;1359.0;3031.0
769;1 star accommodations;Nederland;2023 June;95.0;1387.0;3094.0;93.0;1348.0;3016.0
770;1 star accommodations;Nederland;2023 July;95.0;1387.0;3094.0;93.0;1348.0;3016.0
771;1 star accommodations;Nederland;2023 August;95.0;1387.0;3094.0;93.0;1348.0;3016.0
772;1 star accommodations;Nederland;2023 September;95.0;1387.0;3094.0;92.0;1346.0;3011.0
773;1 star accommodations;Nederland;2023 October;95.0;1387.0;3094.0;90.0;1329.0;2976.0
774;1 star accommodations;Nederland;2023 November;95.0;1387.0;3094.0;91.0;1339.0;2998.0
775;1 star accommodations;Nederland;2023 December;95.0;1387.0;3094.0;89.0;1327.0;2980.0
776;1 star accommodations;Nederland;2024 January;79.0;1214.0;2648.0;71.0;1145.0;2499.0
777;1 star accommodations;Nederland;2024 February;79.0;1214.0;2648.0;74.0;1171.0;2555.0
778;1 star accommodations;Nederland;2024 March;79.0;1214.0;2648.0;77.0;1196.0;2610.0
779;1 star accommodations;Nederland;2024 April;79.0;1214.0;2648.0;79.0;1214.0;2648.0
780;1 star accommodations;Nederland;2024 May;79.0;1214.0;2648.0;79.0;1214.0;2648.0
781;1 star accommodations;Nederland;2024 June;79.0;1214.0;2648.0;79.0;1214.0;2648.0
782;1 star accommodations;Nederland;2024 July;79.0;1214.0;2648.0;79.0;1214.0;2648.0
783;1 star accommodations;Nederland;2024 August;79.0;1214.0;2648.0;79.0;1214.0;2648.0
784;1 star accommodations;Nederland;2024 September;79.0;1214.0;2648.0;79.0;1214.0;2648.0
785;1 star accommodations;Nederland;2024 October;79.0;1214.0;2648.0;77.0;1196.0;2610.0
786;1 star accommodations;Nederland;2024 November;79.0;1214.0;2648.0;78.0;1208.0;2636.0
787;1 star accommodations;Nederland;2024 December;79.0;1214.0;2648.0;75.0;1182.0;2580.0
788;1 star accommodations;Nederland;2025 January;79.0;1215.0;2769.0;73.0;1165.0;2679.0
789;1 star accommodations;Nederland;2025 February;79.0;1215.0;2769.0;76.0;1194.0;2732.0
790;1 star accommodations;Amsterdam;2012 January;;;;;;
791;1 star accommodations;Amsterdam;2012 February;;;;;;
792;1 star accommodations;Amsterdam;2012 March;;;;;;
793;1 star accommodations;Amsterdam;2012 April;;;;;;
794;1 star accommodations;Amsterdam;2012 May;;;;;;
795;1 star accommodations;Amsterdam;2012 June;;;;;;
796;1 star accommodations;Amsterdam;2012 July;;;;;;
797;1 star accommodations;Amsterdam;2012 August;;;;;;
798;1 star accommodations;Amsterdam;2012 September;;;;;;
799;1 star accommodations;Amsterdam;2012 October;;;;;;
800;1 star accommodations;Amsterdam;2012 November;;;;;;
801;1 star accommodations;Amsterdam;2012 December;;;;;;
802;1 star accommodations;Amsterdam;2013 January;;;;;;
803;1 star accommodations;Amsterdam;2013 February;;;;;;
804;1 star accommodations;Amsterdam;2013 March;;;;;;
805;1 star accommodations;Amsterdam;2013 April;;;;;;
806;1 star accommodations;Amsterdam;2013 May;;;;;;
807;1 star accommodations;Amsterdam;2013 June;;;;;;
808;1 star accommodations;Amsterdam;2013 July;;;;;;
809;1 star accommodations;Amsterdam;2013 August;;;;;;
810;1 star accommodations;Amsterdam;2013 September;;;;;;
811;1 star accommodations;Amsterdam;2013 October;;;;;;
812;1 star accommodations;Amsterdam;2013 November;;;;;;
813;1 star accommodations;Amsterdam;2013 December;;;;;;
814;1 star accommodations;Amsterdam;2014 January;;;;;;
815;1 star accommodations;Amsterdam;2014 February;;;;;;
816;1 star accommodations;Amsterdam;2014 March;;;;;;
817;1 star accommodations;Amsterdam;2014 April;;;;;;
818;1 star accommodations;Amsterdam;2014 May;;;;;;
819;1 star accommodations;Amsterdam;2014 June;;;;;;
820;1 star accommodations;Amsterdam;2014 July;;;;;;
821;1 star accommodations;Amsterdam;2014 August;;;;;;
822;1 star accommodations;Amsterdam;2014 September;;;;;;
823;1 star accommodations;Amsterdam;2014 October;;;;;;
824;1 star accommodations;Amsterdam;2014 November;;;;;;
825;1 star accommodations;Amsterdam;2014 December;;;;;;
826;1 star accommodations;Amsterdam;2015 January;;;;;;
827;1 star accommodations;Amsterdam;2015 February;;;;;;
828;1 star accommodations;Amsterdam;2015 March;;;;;;
829;1 star accommodations;Amsterdam;2015 April;;;;;;
830;1 star accommodations;Amsterdam;2015 May;;;;;;
831;1 star accommodations;Amsterdam;2015 June;;;;;;
832;1 star accommodations;Amsterdam;2015 July;;;;;;
833;1 star accommodations;Amsterdam;2015 August;;;;;;
834;1 star accommodations;Amsterdam;2015 September;;;;;;
835;1 star accommodations;Amsterdam;2015 October;;;;;;
836;1 star accommodations;Amsterdam;2015 November;;;;;;
837;1 star accommodations;Amsterdam;2015 December;;;;;;
838;1 star accommodations;Amsterdam;2016 January;;;;;;
839;1 star accommodations;Amsterdam;2016 February;;;;;;
840;1 star accommodations;Amsterdam;2016 March;;;;;;
841;1 star accommodations;Amsterdam;2016 April;;;;;;
842;1 star accommodations;Amsterdam;2016 May;;;;;;
843;1 star accommodations;Amsterdam;2016 June;;;;;;
844;1 star accommodations;Amsterdam;2016 July;;;;;;
845;1 star accommodations;Amsterdam;2016 August;;;;;;
846;1 star accommodations;Amsterdam;2016 September;;;;;;
847;1 star accommodations;Amsterdam;2016 October;;;;;;
848;1 star accommodations;Amsterdam;2016 November;;;;;;
849;1 star accommodations;Amsterdam;2016 December;;;;;;
850;1 star accommodations;Amsterdam;2017 January;50.0;919.0;2113.0;49.0;915.0;2105.0
851;1 star accommodations;Amsterdam;2017 February;50.0;919.0;2113.0;50.0;919.0;2113.0
852;1 star accommodations;Amsterdam;2017 March;50.0;919.0;2113.0;50.0;919.0;2113.0
853;1 star accommodations;Amsterdam;2017 April;50.0;919.0;2113.0;50.0;919.0;2113.0
854;1 star accommodations;Amsterdam;2017 May;50.0;919.0;2113.0;50.0;919.0;2113.0
855;1 star accommodations;Amsterdam;2017 June;50.0;919.0;2113.0;50.0;919.0;2113.0
856;1 star accommodations;Amsterdam;2017 July;50.0;919.0;2113.0;50.0;919.0;2113.0
857;1 star accommodations;Amsterdam;2017 August;50.0;919.0;2113.0;50.0;919.0;2113.0
858;1 star accommodations;Amsterdam;2017 September;50.0;919.0;2113.0;50.0;919.0;2113.0
859;1 star accommodations;Amsterdam;2017 October;50.0;919.0;2113.0;50.0;919.0;2113.0
860;1 star accommodations;Amsterdam;2017 November;50.0;919.0;2113.0;50.0;919.0;2113.0
861;1 star accommodations;Amsterdam;2017 December;50.0;919.0;2113.0;49.0;915.0;2105.0
862;1 star accommodations;Amsterdam;2018 January;42.0;797.0;1730.0;40.0;788.0;1712.0
863;1 star accommodations;Amsterdam;2018 February;42.0;797.0;1730.0;42.0;797.0;1730.0
864;1 star accommodations;Amsterdam;2018 March;42.0;797.0;1730.0;42.0;797.0;1730.0
865;1 star accommodations;Amsterdam;2018 April;42.0;797.0;1730.0;42.0;797.0;1730.0
866;1 star accommodations;Amsterdam;2018 May;42.0;797.0;1730.0;41.0;792.0;1720.0
867;1 star accommodations;Amsterdam;2018 June;42.0;797.0;1730.0;42.0;797.0;1730.0
868;1 star accommodations;Amsterdam;2018 July;42.0;797.0;1730.0;42.0;797.0;1730.0
869;1 star accommodations;Amsterdam;2018 August;42.0;797.0;1730.0;42.0;797.0;1730.0
870;1 star accommodations;Amsterdam;2018 September;42.0;797.0;1730.0;41.0;792.0;1720.0
871;1 star accommodations;Amsterdam;2018 October;42.0;797.0;1730.0;42.0;797.0;1730.0
872;1 star accommodations;Amsterdam;2018 November;42.0;797.0;1730.0;42.0;797.0;1730.0
873;1 star accommodations;Amsterdam;2018 December;42.0;797.0;1730.0;40.0;788.0;1712.0
874;1 star accommodations;Amsterdam;2019 January;41.0;771.0;1725.0;41.0;771.0;1725.0
875;1 star accommodations;Amsterdam;2019 February;41.0;771.0;1725.0;41.0;771.0;1725.0
876;1 star accommodations;Amsterdam;2019 March;41.0;771.0;1725.0;41.0;771.0;1725.0
877;1 star accommodations;Amsterdam;2019 April;41.0;771.0;1725.0;41.0;771.0;1725.0
878;1 star accommodations;Amsterdam;2019 May;41.0;771.0;1725.0;41.0;771.0;1725.0
879;1 star accommodations;Amsterdam;2019 June;41.0;771.0;1725.0;41.0;771.0;1725.0
880;1 star accommodations;Amsterdam;2019 July;41.0;771.0;1725.0;41.0;771.0;1725.0
881;1 star accommodations;Amsterdam;2019 August;41.0;771.0;1725.0;41.0;771.0;1725.0
882;1 star accommodations;Amsterdam;2019 September;41.0;771.0;1725.0;41.0;771.0;1725.0
883;1 star accommodations;Amsterdam;2019 October;41.0;771.0;1725.0;41.0;771.0;1725.0
884;1 star accommodations;Amsterdam;2019 November;41.0;771.0;1725.0;41.0;771.0;1725.0
885;1 star accommodations;Amsterdam;2019 December;41.0;771.0;1725.0;41.0;771.0;1725.0
886;1 star accommodations;Amsterdam;2020 January;41.0;692.0;1738.0;40.0;687.0;1728.0
887;1 star accommodations;Amsterdam;2020 February;41.0;692.0;1738.0;41.0;692.0;1738.0
888;1 star accommodations;Amsterdam;2020 March;41.0;692.0;1738.0;40.0;666.0;1686.0
889;1 star accommodations;Amsterdam;2020 April;41.0;692.0;1738.0;29.0;465.0;1163.0
890;1 star accommodations;Amsterdam;2020 May;41.0;692.0;1738.0;30.0;479.0;1259.0
891;1 star accommodations;Amsterdam;2020 June;41.0;692.0;1738.0;36.0;602.0;1574.0
892;1 star accommodations;Amsterdam;2020 July;41.0;692.0;1738.0;37.0;624.0;1618.0
893;1 star accommodations;Amsterdam;2020 August;41.0;692.0;1738.0;38.0;633.0;1637.0
894;1 star accommodations;Amsterdam;2020 September;41.0;692.0;1738.0;38.0;633.0;1637.0
895;1 star accommodations;Amsterdam;2020 October;41.0;692.0;1738.0;37.0;621.0;1578.0
896;1 star accommodations;Amsterdam;2020 November;41.0;692.0;1738.0;38.0;637.0;1606.0
897;1 star accommodations;Amsterdam;2020 December;41.0;692.0;1738.0;38.0;637.0;1606.0
898;1 star accommodations;Amsterdam;2021 January;35.0;614.0;1571.0;31.0;559.0;1330.0
899;1 star accommodations;Amsterdam;2021 February;35.0;614.0;1571.0;32.0;564.0;1340.0
900;1 star accommodations;Amsterdam;2021 March;35.0;614.0;1571.0;30.0;549.0;1307.0
901;1 star accommodations;Amsterdam;2021 April;35.0;614.0;1571.0;32.0;570.0;1361.0
902;1 star accommodations;Amsterdam;2021 May;35.0;614.0;1571.0;32.0;570.0;1361.0
903;1 star accommodations;Amsterdam;2021 June;35.0;614.0;1571.0;33.0;595.0;1537.0
904;1 star accommodations;Amsterdam;2021 July;35.0;614.0;1571.0;34.0;609.0;1561.0
905;1 star accommodations;Amsterdam;2021 August;35.0;614.0;1571.0;34.0;609.0;1561.0
906;1 star accommodations;Amsterdam;2021 September;35.0;614.0;1571.0;34.0;609.0;1561.0
907;1 star accommodations;Amsterdam;2021 October;35.0;614.0;1571.0;33.0;595.0;1537.0
908;1 star accommodations;Amsterdam;2021 November;35.0;614.0;1571.0;32.0;570.0;1361.0
909;1 star accommodations;Amsterdam;2021 December;35.0;614.0;1571.0;31.0;542.0;1303.0
910;1 star accommodations;Amsterdam;2022 January;27.0;486.0;1155.0;24.0;435.0;1050.0
911;1 star accommodations;Amsterdam;2022 February;27.0;486.0;1155.0;25.0;461.0;1102.0
912;1 star accommodations;Amsterdam;2022 March;27.0;486.0;1155.0;25.0;461.0;1102.0
913;1 star accommodations;Amsterdam;2022 April;27.0;486.0;1155.0;25.0;462.0;1035.0
914;1 star accommodations;Amsterdam;2022 May;27.0;486.0;1155.0;25.0;462.0;1035.0
915;1 star accommodations;Amsterdam;2022 June;27.0;486.0;1155.0;25.0;462.0;1035.0
916;1 star accommodations;Amsterdam;2022 July;27.0;486.0;1155.0;26.0;476.0;1059.0
917;1 star accommodations;Amsterdam;2022 August;27.0;486.0;1155.0;26.0;476.0;1059.0
918;1 star accommodations;Amsterdam;2022 September;27.0;486.0;1155.0;26.0;476.0;1059.0
919;1 star accommodations;Amsterdam;2022 October;27.0;486.0;1155.0;25.0;462.0;1035.0
920;1 star accommodations;Amsterdam;2022 November;27.0;486.0;1155.0;25.0;462.0;1035.0
921;1 star accommodations;Amsterdam;2022 December;27.0;486.0;1155.0;25.0;462.0;1035.0
922;1 star accommodations;Amsterdam;2023 January;29.0;569.0;1384.0;28.0;564.0;1374.0
923;1 star accommodations;Amsterdam;2023 February;29.0;569.0;1384.0;28.0;564.0;1374.0
924;1 star accommodations;Amsterdam;2023 March;29.0;569.0;1384.0;29.0;569.0;1384.0
925;1 star accommodations;Amsterdam;2023 April;29.0;569.0;1384.0;29.0;569.0;1384.0
926;1 star accommodations;Amsterdam;2023 May;29.0;569.0;1384.0;29.0;569.0;1384.0
927;1 star accommodations;Amsterdam;2023 June;29.0;569.0;1384.0;29.0;569.0;1384.0
928;1 star accommodations;Amsterdam;2023 July;29.0;569.0;1384.0;29.0;569.0;1384.0
929;1 star accommodations;Amsterdam;2023 August;29.0;569.0;1384.0;29.0;569.0;1384.0
930;1 star accommodations;Amsterdam;2023 September;29.0;569.0;1384.0;29.0;569.0;1384.0
931;1 star accommodations;Amsterdam;2023 October;29.0;569.0;1384.0;28.0;564.0;1374.0
932;1 star accommodations;Amsterdam;2023 November;29.0;569.0;1384.0;28.0;564.0;1374.0
933;1 star accommodations;Amsterdam;2023 December;29.0;569.0;1384.0;28.0;564.0;1374.0
934;1 star accommodations;Amsterdam;2024 January;24.0;504.0;1111.0;23.0;488.0;1075.0
935;1 star accommodations;Amsterdam;2024 February;24.0;504.0;1111.0;24.0;504.0;1111.0
936;1 star accommodations;Amsterdam;2024 March;24.0;504.0;1111.0;24.0;504.0;1111.0
937;1 star accommodations;Amsterdam;2024 April;24.0;504.0;1111.0;24.0;504.0;1111.0
938;1 star accommodations;Amsterdam;2024 May;24.0;504.0;1111.0;24.0;504.0;1111.0
939;1 star accommodations;Amsterdam;2024 June;24.0;504.0;1111.0;24.0;504.0;1111.0
940;1 star accommodations;Amsterdam;2024 July;24.0;504.0;1111.0;24.0;504.0;1111.0
941;1 star accommodations;Amsterdam;2024 August;24.0;504.0;1111.0;24.0;504.0;1111.0
942;1 star accommodations;Amsterdam;2024 September;24.0;504.0;1111.0;24.0;504.0;1111.0
943;1 star accommodations;Amsterdam;2024 October;24.0;504.0;1111.0;24.0;504.0;1111.0
944;1 star accommodations;Amsterdam;2024 November;24.0;504.0;1111.0;24.0;504.0;1111.0
945;1 star accommodations;Amsterdam;2024 December;24.0;504.0;1111.0;24.0;504.0;1111.0
946;1 star accommodations;Amsterdam;2025 January;25.0;540.0;1289.0;25.0;540.0;1289.0
947;1 star accommodations;Amsterdam;2025 February;25.0;540.0;1289.0;25.0;540.0;1289.0
948;2 star accommodations;Nederland;2012 January;;;;;;
949;2 star accommodations;Nederland;2012 February;;;;;;
950;2 star accommodations;Nederland;2012 March;;;;;;
951;2 star accommodations;Nederland;2012 April;;;;;;
952;2 star accommodations;Nederland;2012 May;;;;;;
953;2 star accommodations;Nederland;2012 June;;;;;;
954;2 star accommodations;Nederland;2012 July;;;;;;
955;2 star accommodations;Nederland;2012 August;;;;;;
956;2 star accommodations;Nederland;2012 September;;;;;;
957;2 star accommodations;Nederland;2012 October;;;;;;
958;2 star accommodations;Nederland;2012 November;;;;;;
959;2 star accommodations;Nederland;2012 December;;;;;;
960;2 star accommodations;Nederland;2013 January;;;;;;
961;2 star accommodations;Nederland;2013 February;;;;;;
962;2 star accommodations;Nederland;2013 March;;;;;;
963;2 star accommodations;Nederland;2013 April;;;;;;
964;2 star accommodations;Nederland;2013 May;;;;;;
965;2 star accommodations;Nederland;2013 June;;;;;;
966;2 star accommodations;Nederland;2013 July;;;;;;
967;2 star accommodations;Nederland;2013 August;;;;;;
968;2 star accommodations;Nederland;2013 September;;;;;;
969;2 star accommodations;Nederland;2013 October;;;;;;
970;2 star accommodations;Nederland;2013 November;;;;;;
971;2 star accommodations;Nederland;2013 December;;;;;;
972;2 star accommodations;Nederland;2014 January;;;;;;
973;2 star accommodations;Nederland;2014 February;;;;;;
974;2 star accommodations;Nederland;2014 March;;;;;;
975;2 star accommodations;Nederland;2014 April;;;;;;
976;2 star accommodations;Nederland;2014 May;;;;;;
977;2 star accommodations;Nederland;2014 June;;;;;;
978;2 star accommodations;Nederland;2014 July;;;;;;
979;2 star accommodations;Nederland;2014 August;;;;;;
980;2 star accommodations;Nederland;2014 September;;;;;;
981;2 star accommodations;Nederland;2014 October;;;;;;
982;2 star accommodations;Nederland;2014 November;;;;;;
983;2 star accommodations;Nederland;2014 December;;;;;;
984;2 star accommodations;Nederland;2015 January;;;;;;
985;2 star accommodations;Nederland;2015 February;;;;;;
986;2 star accommodations;Nederland;2015 March;;;;;;
987;2 star accommodations;Nederland;2015 April;;;;;;
988;2 star accommodations;Nederland;2015 May;;;;;;
989;2 star accommodations;Nederland;2015 June;;;;;;
990;2 star accommodations;Nederland;2015 July;;;;;;
991;2 star accommodations;Nederland;2015 August;;;;;;
992;2 star accommodations;Nederland;2015 September;;;;;;
993;2 star accommodations;Nederland;2015 October;;;;;;
994;2 star accommodations;Nederland;2015 November;;;;;;
995;2 star accommodations;Nederland;2015 December;;;;;;
996;2 star accommodations;Nederland;2016 January;;;;;;
997;2 star accommodations;Nederland;2016 February;;;;;;
998;2 star accommodations;Nederland;2016 March;;;;;;
999;2 star accommodations;Nederland;2016 April;;;;;;
1000;2 star accommodations;Nederland;2016 May;;;;;;
1001;2 star accommodations;Nederland;2016 June;;;;;;
1002;2 star accommodations;Nederland;2016 July;;;;;;
1003;2 star accommodations;Nederland;2016 August;;;;;;
1004;2 star accommodations;Nederland;2016 September;;;;;;
1005;2 star accommodations;Nederland;2016 October;;;;;;
1006;2 star accommodations;Nederland;2016 November;;;;;;
1007;2 star accommodations;Nederland;2016 December;;;;;;
1008;2 star accommodations;Nederland;2017 January;427.0;7080.0;15682.0;351.0;6152.0;13626.0
1009;2 star accommodations;Nederland;2017 February;427.0;7080.0;15682.0;368.0;6304.0;13973.0
1010;2 star accommodations;Nederland;2017 March;427.0;7080.0;15682.0;391.0;6670.0;14765.0
1011;2 star accommodations;Nederland;2017 April;427.0;7080.0;15682.0;422.0;7037.0;15595.0
1012;2 star accommodations;Nederland;2017 May;427.0;7080.0;15682.0;424.0;7052.0;15625.0
1013;2 star accommodations;Nederland;2017 June;427.0;7080.0;15682.0;423.0;7061.0;15642.0
1014;2 star accommodations;Nederland;2017 July;427.0;7080.0;15682.0;424.0;7065.0;15647.0
1015;2 star accommodations;Nederland;2017 August;427.0;7080.0;15682.0;420.0;7049.0;15624.0
1016;2 star accommodations;Nederland;2017 September;427.0;7080.0;15682.0;423.0;7061.0;15647.0
1017;2 star accommodations;Nederland;2017 October;427.0;7080.0;15682.0;406.0;6911.0;15298.0
1018;2 star accommodations;Nederland;2017 November;427.0;7080.0;15682.0;382.0;6515.0;14471.0
1019;2 star accommodations;Nederland;2017 December;427.0;7080.0;15682.0;372.0;6373.0;14119.0
1020;2 star accommodations;Nederland;2018 January;391.0;6849.0;15938.0;319.0;6063.0;14073.0
1021;2 star accommodations;Nederland;2018 February;391.0;6849.0;15938.0;337.0;6244.0;14523.0
1022;2 star accommodations;Nederland;2018 March;391.0;6849.0;15938.0;357.0;6465.0;15031.0
1023;2 star accommodations;Nederland;2018 April;391.0;6849.0;15938.0;385.0;6819.0;15871.0
1024;2 star accommodations;Nederland;2018 May;391.0;6849.0;15938.0;387.0;6834.0;15905.0
1025;2 star accommodations;Nederland;2018 June;391.0;6849.0;15938.0;386.0;6826.0;15889.0
1026;2 star accommodations;Nederland;2018 July;391.0;6849.0;15938.0;383.0;6805.0;15840.0
1027;2 star accommodations;Nederland;2018 August;391.0;6849.0;15938.0;380.0;6790.0;15811.0
1028;2 star accommodations;Nederland;2018 September;391.0;6849.0;15938.0;385.0;6817.0;15878.0
1029;2 star accommodations;Nederland;2018 October;391.0;6849.0;15938.0;370.0;6659.0;15468.0
1030;2 star accommodations;Nederland;2018 November;391.0;6849.0;15938.0;349.0;6409.0;14952.0
1031;2 star accommodations;Nederland;2018 December;391.0;6849.0;15938.0;344.0;6332.0;14726.0
1032;2 star accommodations;Nederland;2019 January;392.0;6847.0;15647.0;321.0;5801.0;13303.0
1033;2 star accommodations;Nederland;2019 February;392.0;6847.0;15647.0;344.0;6082.0;13916.0
1034;2 star accommodations;Nederland;2019 March;392.0;6847.0;15647.0;363.0;6294.0;14359.0
1035;2 star accommodations;Nederland;2019 April;392.0;6847.0;15647.0;387.0;6655.0;15213.0
1036;2 star accommodations;Nederland;2019 May;392.0;6847.0;15647.0;389.0;6674.0;15255.0
1037;2 star accommodations;Nederland;2019 June;392.0;6847.0;15647.0;389.0;6674.0;15255.0
1038;2 star accommodations;Nederland;2019 July;392.0;6847.0;15647.0;385.0;6652.0;15198.0
1039;2 star accommodations;Nederland;2019 August;392.0;6847.0;15647.0;386.0;6799.0;15544.0
1040;2 star accommodations;Nederland;2019 September;392.0;6847.0;15647.0;388.0;6807.0;15573.0
1041;2 star accommodations;Nederland;2019 October;392.0;6847.0;15647.0;373.0;6666.0;15283.0
1042;2 star accommodations;Nederland;2019 November;392.0;6847.0;15647.0;354.0;6375.0;14580.0
1043;2 star accommodations;Nederland;2019 December;392.0;6847.0;15647.0;347.0;6266.0;14373.0
1044;2 star accommodations;Nederland;2020 January;388.0;7294.0;18036.0;318.0;6439.0;16032.0
1045;2 star accommodations;Nederland;2020 February;388.0;7294.0;18036.0;338.0;6702.0;16623.0
1046;2 star accommodations;Nederland;2020 March;388.0;7294.0;18036.0;351.0;6821.0;16888.0
1047;2 star accommodations;Nederland;2020 April;388.0;7294.0;18036.0;285.0;5455.0;13225.0
1048;2 star accommodations;Nederland;2020 May;388.0;7294.0;18036.0;294.0;5516.0;13432.0
1049;2 star accommodations;Nederland;2020 June;388.0;7294.0;18036.0;358.0;6376.0;15309.0
1050;2 star accommodations;Nederland;2020 July;388.0;7294.0;18036.0;368.0;6813.0;16894.0
1051;2 star accommodations;Nederland;2020 August;388.0;7294.0;18036.0;373.0;7073.0;17545.0
1052;2 star accommodations;Nederland;2020 September;388.0;7294.0;18036.0;375.0;7116.0;17625.0
1053;2 star accommodations;Nederland;2020 October;388.0;7294.0;18036.0;364.0;6998.0;17369.0
1054;2 star accommodations;Nederland;2020 November;388.0;7294.0;18036.0;341.0;6682.0;16593.0
1055;2 star accommodations;Nederland;2020 December;388.0;7294.0;18036.0;341.0;6657.0;16602.0
1056;2 star accommodations;Nederland;2021 January;407.0;7345.0;17241.0;333.0;6531.0;15522.0
1057;2 star accommodations;Nederland;2021 February;407.0;7345.0;17241.0;351.0;6748.0;16014.0
1058;2 star accommodations;Nederland;2021 March;407.0;7345.0;17241.0;373.0;6920.0;16367.0
1059;2 star accommodations;Nederland;2021 April;407.0;7345.0;17241.0;395.0;7171.0;16900.0
1060;2 star accommodations;Nederland;2021 May;407.0;7345.0;17241.0;397.0;7205.0;16949.0
1061;2 star accommodations;Nederland;2021 June;407.0;7345.0;17241.0;398.0;7256.0;17010.0
1062;2 star accommodations;Nederland;2021 July;407.0;7345.0;17241.0;396.0;7174.0;16835.0
1063;2 star accommodations;Nederland;2021 August;407.0;7345.0;17241.0;396.0;7187.0;16862.0
1064;2 star accommodations;Nederland;2021 September;407.0;7345.0;17241.0;394.0;7173.0;16824.0
1065;2 star accommodations;Nederland;2021 October;407.0;7345.0;17241.0;387.0;7086.0;16642.0
