ID;BedrijfstakkenBranchesSBI2008;Beroepenindeling;Perioden;OntstaneVacatures_1
1756;31-33 Overige industrie en reparatie;082 Vakspecialisten ICT;2022;
1757;31-33 Overige industrie en reparatie;082 Vakspecialisten ICT;2023;
1758;31-33 Overige industrie en reparatie;10 Zorg en welzijn beroepen;2018;
1759;31-33 Overige industrie en reparatie;10 Zorg en welzijn beroepen;2019;
1760;31-33 Overige industrie en reparatie;10 Zorg en welzijn beroepen;2020;
1761;31-33 Overige industrie en reparatie;10 Zorg en welzijn beroepen;2021;
1762;31-33 Overige industrie en reparatie;10 Zorg en welzijn beroepen;2022;
1763;31-33 Overige industrie en reparatie;10 Zorg en welzijn beroepen;2023;
1764;31-33 Overige industrie en reparatie;101 Artsen, therapeuten en gespeciali...;2018;
1765;31-33 Overige industrie en reparatie;101 Artsen, therapeuten en gespeciali...;2019;
1766;31-33 Overige industrie en reparatie;101 Artsen, therapeuten en gespeciali...;2020;
1767;31-33 Overige industrie en reparatie;101 Artsen, therapeuten en gespeciali...;2021;
1768;31-33 Overige industrie en reparatie;101 Artsen, therapeuten en gespeciali...;2022;
1769;31-33 Overige industrie en reparatie;101 Artsen, therapeuten en gespeciali...;2023;
1770;31-33 Overige industrie en reparatie;102 Specialisten op maatschappelijk g...;2018;
1771;31-33 Overige industrie en reparatie;102 Specialisten op maatschappelijk g...;2019;
1772;31-33 Overige industrie en reparatie;102 Specialisten op maatschappelijk g...;2020;
1773;31-33 Overige industrie en reparatie;102 Specialisten op maatschappelijk g...;2021;
1774;31-33 Overige industrie en reparatie;102 Specialisten op maatschappelijk g...;2022;
1775;31-33 Overige industrie en reparatie;102 Specialisten op maatschappelijk g...;2023;
1776;31-33 Overige industrie en reparatie;103 Vakspecialisten gezondheidszorg;2018;
1777;31-33 Overige industrie en reparatie;103 Vakspecialisten gezondheidszorg;2019;
1778;31-33 Overige industrie en reparatie;103 Vakspecialisten gezondheidszorg;2020;
1779;31-33 Overige industrie en reparatie;103 Vakspecialisten gezondheidszorg;2021;
1780;31-33 Overige industrie en reparatie;103 Vakspecialisten gezondheidszorg;2022;
1781;31-33 Overige industrie en reparatie;103 Vakspecialisten gezondheidszorg;2023;
1782;31-33 Overige industrie en reparatie;105 Verzorgenden;2018;
1783;31-33 Overige industrie en reparatie;105 Verzorgenden;2019;
1784;31-33 Overige industrie en reparatie;105 Verzorgenden;2020;
1785;31-33 Overige industrie en reparatie;105 Verzorgenden;2021;
1786;31-33 Overige industrie en reparatie;105 Verzorgenden;2022;
1787;31-33 Overige industrie en reparatie;105 Verzorgenden;2023;
1788;31-33 Overige industrie en reparatie;11 Dienstverlenende beroepen;2018;
1789;31-33 Overige industrie en reparatie;11 Dienstverlenende beroepen;2019;
1790;31-33 Overige industrie en reparatie;11 Dienstverlenende beroepen;2020;
1791;31-33 Overige industrie en reparatie;11 Dienstverlenende beroepen;2021;
1792;31-33 Overige industrie en reparatie;11 Dienstverlenende beroepen;2022;
1793;31-33 Overige industrie en reparatie;11 Dienstverlenende beroepen;2023;
1794;31-33 Overige industrie en reparatie;111 Medewerkers persoonlijke dienstve...;2018;
1795;31-33 Overige industrie en reparatie;111 Medewerkers persoonlijke dienstve...;2019;
1796;31-33 Overige industrie en reparatie;111 Medewerkers persoonlijke dienstve...;2020;
1797;31-33 Overige industrie en reparatie;111 Medewerkers persoonlijke dienstve...;2021;
1798;31-33 Overige industrie en reparatie;111 Medewerkers persoonlijke dienstve...;2022;
1799;31-33 Overige industrie en reparatie;111 Medewerkers persoonlijke dienstve...;2023;
1800;31-33 Overige industrie en reparatie;112 Schoonmakers en keukenhulpen;2018;
1801;31-33 Overige industrie en reparatie;112 Schoonmakers en keukenhulpen;2019;
1802;31-33 Overige industrie en reparatie;112 Schoonmakers en keukenhulpen;2020;
1803;31-33 Overige industrie en reparatie;112 Schoonmakers en keukenhulpen;2021;
1804;31-33 Overige industrie en reparatie;112 Schoonmakers en keukenhulpen;2022;
1805;31-33 Overige industrie en reparatie;112 Schoonmakers en keukenhulpen;2023;
1806;31-33 Overige industrie en reparatie;12 Transport en logistiek beroepen;2018;
1807;31-33 Overige industrie en reparatie;12 Transport en logistiek beroepen;2019;
1808;31-33 Overige industrie en reparatie;12 Transport en logistiek beroepen;2020;
1809;31-33 Overige industrie en reparatie;12 Transport en logistiek beroepen;2021;
1810;31-33 Overige industrie en reparatie;12 Transport en logistiek beroepen;2022;
1811;31-33 Overige industrie en reparatie;12 Transport en logistiek beroepen;2023;
1812;31-33 Overige industrie en reparatie;121 Bestuurders voertuigen en bediene...;2018;
1813;31-33 Overige industrie en reparatie;121 Bestuurders voertuigen en bediene...;2019;
1814;31-33 Overige industrie en reparatie;121 Bestuurders voertuigen en bediene...;2020;
1815;31-33 Overige industrie en reparatie;121 Bestuurders voertuigen en bediene...;2021;
1816;31-33 Overige industrie en reparatie;121 Bestuurders voertuigen en bediene...;2022;
1817;31-33 Overige industrie en reparatie;121 Bestuurders voertuigen en bediene...;2023;
1818;31-33 Overige industrie en reparatie;122 Hulpkrachten transport en logistiek;2018;
1819;31-33 Overige industrie en reparatie;122 Hulpkrachten transport en logistiek;2019;
1820;31-33 Overige industrie en reparatie;122 Hulpkrachten transport en logistiek;2020;
1821;31-33 Overige industrie en reparatie;122 Hulpkrachten transport en logistiek;2021;
1822;31-33 Overige industrie en reparatie;122 Hulpkrachten transport en logistiek;2022;
1823;31-33 Overige industrie en reparatie;122 Hulpkrachten transport en logistiek;2023;
1824;D Energievoorziening;01 Pedagogische beroepen;2018;
1825;D Energievoorziening;01 Pedagogische beroepen;2019;
1826;D Energievoorziening;01 Pedagogische beroepen;2020;
1827;D Energievoorziening;01 Pedagogische beroepen;2021;
1828;D Energievoorziening;01 Pedagogische beroepen;2022;
1829;D Energievoorziening;01 Pedagogische beroepen;2023;
1830;D Energievoorziening;011 Docenten;2018;
1831;D Energievoorziening;011 Docenten;2019;
1832;D Energievoorziening;011 Docenten;2020;
1833;D Energievoorziening;011 Docenten;2021;
1834;D Energievoorziening;011 Docenten;2022;
1835;D Energievoorziening;011 Docenten;2023;
1836;D Energievoorziening;013 Leidsters kinderopvang en onderw...;2018;
1837;D Energievoorziening;013 Leidsters kinderopvang en onderw...;2019;
1838;D Energievoorziening;013 Leidsters kinderopvang en onderw...;2020;
1839;D Energievoorziening;013 Leidsters kinderopvang en onderw...;2021;
1840;D Energievoorziening;013 Leidsters kinderopvang en onderw...;2022;
1841;D Energievoorziening;013 Leidsters kinderopvang en onderw...;2023;
1842;D Energievoorziening;02 Creatieve en taalkundige beroepen;2018;
1843;D Energievoorziening;02 Creatieve en taalkundige beroepen;2019;
1844;D Energievoorziening;02 Creatieve en taalkundige beroepen;2020;
1845;D Energievoorziening;02 Creatieve en taalkundige beroepen;2021;
1846;D Energievoorziening;02 Creatieve en taalkundige beroepen;2022;
1847;D Energievoorziening;02 Creatieve en taalkundige beroepen;2023;
1848;D Energievoorziening;021 Auteurs en kunstenaars;2018;
1849;D Energievoorziening;021 Auteurs en kunstenaars;2019;
1850;D Energievoorziening;021 Auteurs en kunstenaars;2020;
1851;D Energievoorziening;021 Auteurs en kunstenaars;2021;
1852;D Energievoorziening;021 Auteurs en kunstenaars;2022;
1853;D Energievoorziening;021 Auteurs en kunstenaars;2023;
1854;D Energievoorziening;03 Commerciële beroepen;2018;
1855;D Energievoorziening;03 Commerciële beroepen;2019;
1856;D Energievoorziening;03 Commerciële beroepen;2020;
1857;D Energievoorziening;03 Commerciële beroepen;2021;
1858;D Energievoorziening;03 Commerciële beroepen;2022;
1859;D Energievoorziening;03 Commerciële beroepen;2023;
1860;D Energievoorziening;031 Adviseurs marketing, public relat...;2018;
1861;D Energievoorziening;031 Adviseurs marketing, public relat...;2019;
1862;D Energievoorziening;031 Adviseurs marketing, public relat...;2020;
1863;D Energievoorziening;031 Adviseurs marketing, public relat...;2021;
1864;D Energievoorziening;031 Adviseurs marketing, public relat...;2022;
1865;D Energievoorziening;031 Adviseurs marketing, public relat...;2023;
1866;D Energievoorziening;032 Vertegenwoordigers en inkopers;2018;
1867;D Energievoorziening;032 Vertegenwoordigers en inkopers;2019;
1868;D Energievoorziening;032 Vertegenwoordigers en inkopers;2020;
1869;D Energievoorziening;032 Vertegenwoordigers en inkopers;2021;
1870;D Energievoorziening;032 Vertegenwoordigers en inkopers;2022;
1871;D Energievoorziening;032 Vertegenwoordigers en inkopers;2023;
1872;D Energievoorziening;033 Verkopers;2018;
1873;D Energievoorziening;033 Verkopers;2019;
1874;D Energievoorziening;033 Verkopers;2020;
1875;D Energievoorziening;033 Verkopers;2021;
1876;D Energievoorziening;033 Verkopers;2022;
1877;D Energievoorziening;033 Verkopers;2023;
1878;D Energievoorziening;04 Bedrijfseconomische en administrat...;2018;
1879;D Energievoorziening;04 Bedrijfseconomische en administrat...;2019;
1880;D Energievoorziening;04 Bedrijfseconomische en administrat...;2020;
1881;D Energievoorziening;04 Bedrijfseconomische en administrat...;2021;
1882;D Energievoorziening;04 Bedrijfseconomische en administrat...;2022;
1883;D Energievoorziening;04 Bedrijfseconomische en administrat...;2023;
1884;D Energievoorziening;041 Specialisten bedrijfsbeheer en ad...;2018;
1885;D Energievoorziening;041 Specialisten bedrijfsbeheer en ad...;2019;
1886;D Energievoorziening;041 Specialisten bedrijfsbeheer en ad...;2020;
1887;D Energievoorziening;041 Specialisten bedrijfsbeheer en ad...;2021;
1888;D Energievoorziening;041 Specialisten bedrijfsbeheer en ad...;2022;
1889;D Energievoorziening;041 Specialisten bedrijfsbeheer en ad...;2023;
1890;D Energievoorziening;042 Vakspecialisten bedrijfsbeheer en...;2018;
1891;D Energievoorziening;042 Vakspecialisten bedrijfsbeheer en...;2019;
1892;D Energievoorziening;042 Vakspecialisten bedrijfsbeheer en...;2020;
1893;D Energievoorziening;042 Vakspecialisten bedrijfsbeheer en...;2021;
1894;D Energievoorziening;042 Vakspecialisten bedrijfsbeheer en...;2022;
1895;D Energievoorziening;042 Vakspecialisten bedrijfsbeheer en...;2023;
1896;D Energievoorziening;043 Administratief personeel;2018;
1897;D Energievoorziening;043 Administratief personeel;2019;
1898;D Energievoorziening;043 Administratief personeel;2020;
1899;D Energievoorziening;043 Administratief personeel;2021;
1900;D Energievoorziening;043 Administratief personeel;2022;
1901;D Energievoorziening;043 Administratief personeel;2023;
1902;D Energievoorziening;05 Managers;2018;
1903;D Energievoorziening;05 Managers;2019;
1904;D Energievoorziening;05 Managers;2020;
1905;D Energievoorziening;05 Managers;2021;
1906;D Energievoorziening;05 Managers;2022;
1907;D Energievoorziening;05 Managers;2023;
1908;D Energievoorziening;052 Managers op administratief en com...;2018;
1909;D Energievoorziening;052 Managers op administratief en com...;2019;
1910;D Energievoorziening;052 Managers op administratief en com...;2020;
1911;D Energievoorziening;052 Managers op administratief en com...;2021;
1912;D Energievoorziening;052 Managers op administratief en com...;2022;
1913;D Energievoorziening;052 Managers op administratief en com...;2023;
1914;D Energievoorziening;053 Managers productie en gespecialis...;2018;
1915;D Energievoorziening;053 Managers productie en gespecialis...;2019;
1916;D Energievoorziening;053 Managers productie en gespecialis...;2020;
1917;D Energievoorziening;053 Managers productie en gespecialis...;2021;
1918;D Energievoorziening;053 Managers productie en gespecialis...;2022;
1919;D Energievoorziening;053 Managers productie en gespecialis...;2023;
1920;D Energievoorziening;06 Openbaar bestuur, veiligheid en ju...;2018;
1921;D Energievoorziening;06 Openbaar bestuur, veiligheid en ju...;2019;
1922;D Energievoorziening;06 Openbaar bestuur, veiligheid en ju...;2020;
1923;D Energievoorziening;06 Openbaar bestuur, veiligheid en ju...;2021;
1924;D Energievoorziening;06 Openbaar bestuur, veiligheid en ju...;2022;
1925;D Energievoorziening;06 Openbaar bestuur, veiligheid en ju...;2023;
1926;D Energievoorziening;061 Overheidsambtenaren en -bestuurders;2018;
1927;D Energievoorziening;061 Overheidsambtenaren en -bestuurders;2019;
1928;D Energievoorziening;061 Overheidsambtenaren en -bestuurders;2020;
1929;D Energievoorziening;061 Overheidsambtenaren en -bestuurders;2021;
1930;D Energievoorziening;061 Overheidsambtenaren en -bestuurders;2022;
1931;D Energievoorziening;061 Overheidsambtenaren en -bestuurders;2023;
1932;D Energievoorziening;062 Juristen;2018;
1933;D Energievoorziening;062 Juristen;2019;
1934;D Energievoorziening;062 Juristen;2020;
1935;D Energievoorziening;062 Juristen;2021;
1936;D Energievoorziening;062 Juristen;2022;
1937;D Energievoorziening;062 Juristen;2023;
1938;D Energievoorziening;07 Technische beroepen;2018;1.3
1939;D Energievoorziening;07 Technische beroepen;2019;1.6
1940;D Energievoorziening;07 Technische beroepen;2020;1.8
1941;D Energievoorziening;07 Technische beroepen;2021;2.4
1942;D Energievoorziening;07 Technische beroepen;2022;2.7
1943;D Energievoorziening;07 Technische beroepen;2023;4.9
1944;D Energievoorziening;072 Vakspecialisten natuur en techniek;2018;0.4
1945;D Energievoorziening;072 Vakspecialisten natuur en techniek;2019;0.5
1946;D Energievoorziening;072 Vakspecialisten natuur en techniek;2020;0.6
1947;D Energievoorziening;072 Vakspecialisten natuur en techniek;2021;0.6
1948;D Energievoorziening;072 Vakspecialisten natuur en techniek;2022;0.8
1949;D Energievoorziening;072 Vakspecialisten natuur en techniek;2023;1.6
1950;D Energievoorziening;073 Bouwarbeiders;2018;
1951;D Energievoorziening;073 Bouwarbeiders;2019;
1952;D Energievoorziening;073 Bouwarbeiders;2020;
1953;D Energievoorziening;073 Bouwarbeiders;2021;
1954;D Energievoorziening;073 Bouwarbeiders;2022;
1955;D Energievoorziening;073 Bouwarbeiders;2023;
1956;D Energievoorziening;074 Metaalarbeiders, machinemonteurs;2018;
1957;D Energievoorziening;074 Metaalarbeiders, machinemonteurs;2019;
1958;D Energievoorziening;074 Metaalarbeiders, machinemonteurs;2020;
1959;D Energievoorziening;074 Metaalarbeiders, machinemonteurs;2021;
1960;D Energievoorziening;074 Metaalarbeiders, machinemonteurs;2022;
1961;D Energievoorziening;074 Metaalarbeiders, machinemonteurs;2023;
1962;D Energievoorziening;076 Elektriciens en elektronicamonteurs;2018;
1963;D Energievoorziening;076 Elektriciens en elektronicamonteurs;2019;
1964;D Energievoorziening;076 Elektriciens en elektronicamonteurs;2020;
1965;D Energievoorziening;076 Elektriciens en elektronicamonteurs;2021;
1966;D Energievoorziening;076 Elektriciens en elektronicamonteurs;2022;
1967;D Energievoorziening;076 Elektriciens en elektronicamonteurs;2023;
1968;D Energievoorziening;08 ICT beroepen;2018;
1969;D Energievoorziening;08 ICT beroepen;2019;
1970;D Energievoorziening;08 ICT beroepen;2020;
1971;D Energievoorziening;08 ICT beroepen;2021;
1972;D Energievoorziening;08 ICT beroepen;2022;
1973;D Energievoorziening;08 ICT beroepen;2023;
1974;D Energievoorziening;081 Specialisten ICT;2018;
1975;D Energievoorziening;081 Specialisten ICT;2019;
1976;D Energievoorziening;081 Specialisten ICT;2020;
1977;D Energievoorziening;081 Specialisten ICT;2021;
1978;D Energievoorziening;081 Specialisten ICT;2022;
1979;D Energievoorziening;081 Specialisten ICT;2023;
1980;D Energievoorziening;082 Vakspecialisten ICT;2018;
1981;D Energievoorziening;082 Vakspecialisten ICT;2019;
1982;D Energievoorziening;082 Vakspecialisten ICT;2020;
1983;D Energievoorziening;082 Vakspecialisten ICT;2021;
1984;D Energievoorziening;082 Vakspecialisten ICT;2022;
1985;D Energievoorziening;082 Vakspecialisten ICT;2023;
1986;D Energievoorziening;10 Zorg en welzijn beroepen;2018;
1987;D Energievoorziening;10 Zorg en welzijn beroepen;2019;
1988;D Energievoorziening;10 Zorg en welzijn beroepen;2020;
1989;D Energievoorziening;10 Zorg en welzijn beroepen;2021;
1990;D Energievoorziening;10 Zorg en welzijn beroepen;2022;
1991;D Energievoorziening;10 Zorg en welzijn beroepen;2023;
1992;D Energievoorziening;101 Artsen, therapeuten en gespeciali...;2018;
1993;D Energievoorziening;101 Artsen, therapeuten en gespeciali...;2019;
1994;D Energievoorziening;101 Artsen, therapeuten en gespeciali...;2020;
1995;D Energievoorziening;101 Artsen, therapeuten en gespeciali...;2021;
1996;D Energievoorziening;101 Artsen, therapeuten en gespeciali...;2022;
1997;D Energievoorziening;101 Artsen, therapeuten en gespeciali...;2023;
1998;D Energievoorziening;102 Specialisten op maatschappelijk g...;2018;
1999;D Energievoorziening;102 Specialisten op maatschappelijk g...;2019;
2000;D Energievoorziening;102 Specialisten op maatschappelijk g...;2020;
2001;D Energievoorziening;102 Specialisten op maatschappelijk g...;2021;
2002;D Energievoorziening;102 Specialisten op maatschappelijk g...;2022;
2003;D Energievoorziening;102 Specialisten op maatschappelijk g...;2023;
2004;D Energievoorziening;103 Vakspecialisten gezondheidszorg;2018;
2005;D Energievoorziening;103 Vakspecialisten gezondheidszorg;2019;
2006;D Energievoorziening;103 Vakspecialisten gezondheidszorg;2020;
2007;D Energievoorziening;103 Vakspecialisten gezondheidszorg;2021;
2008;D Energievoorziening;103 Vakspecialisten gezondheidszorg;2022;
2009;D Energievoorziening;103 Vakspecialisten gezondheidszorg;2023;
2010;D Energievoorziening;105 Verzorgenden;2018;
