ID;Persoonskenmerken;Marges;Perioden;TotaalOnlineAankopenVoorPrive_1;MinderDan3MaandenGeleden_2;k_3Tot12MaandenGeleden_3;MeerDan12MaandenGeleden_4;NogNooit_5;KledingSchoenenAccessoires_6;Sportartikelen_7;SpeelgoedBabyspullen_8;CosmeticaParfumSchoonheidsproducten_9;SchoonmaakmiddelenVerzorgingsartikelen_10;MeubelsWoonaccessoiresTuinartikelen_11;VoertuigenOfOnderdelen_12;EtenswarenDrank_13;MaaltijdenBesteld_14;MedicijnenVitaminepillen_15;GedrukteBoekenTijdschriftenKranten_16;ComputersTabletsMobieleTelefoon_17;ElektronicaHuishoudelijkeApparatuur_18;AndereGoederen_19;MuziekViaStreamingsdienstOfDownload_20;FilmsSeriesViaStreamingsdienst_21;EBooksOnlineTijdschriftenKranten_22;OnlineSpellenGamesOfDownload_23;ComputersoftwareOfSoftwareUpgrades_24;BetaaldeGezondheidsOfSportapps_25;AndereBetaaldeApps_26;KaartjesSportevenementen_27;KaartjesBioscoopCultureleEvenement_28;AbonnementVoorInternetOfTelefoon_29
180;Onderwijsniveau: 3 Hoog;Waarde;2020;96.0;87.3;6.2;2.5;2.0;60.7;32.7;19.7;27.9;22.0;33.1;10.5;28.5;49.7;20.2;34.6;29.2;25.0;37.5;46.9;58.9;27.9;18.8;21.9;6.4;15.0;11.0;42.1;41.7
181;Onderwijsniveau: 3 Hoog;Waarde;2021;96.3;91.5;3.3;1.4;1.5;71.5;38.5;21.3;36.5;28.4;42.6;12.7;35.7;62.5;26.2;43.0;30.9;29.2;41.4;49.6;62.4;30.9;19.5;21.2;8.8;12.8;2.3;11.6;46.5
182;Onderwijsniveau: 3 Hoog;Waarde;2022;96.4;87.9;6.4;2.1;2.0;65.5;35.9;18.9;33.3;25.9;35.0;11.1;35.2;56.7;24.3;36.8;28.9;25.2;34.1;54.5;63.8;32.1;20.1;21.1;7.8;14.6;11.9;50.9;53.1
183;Onderwijsniveau: 3 Hoog;Waarde;2023;97.8;91.2;4.8;1.8;1.8;68.2;37.2;19.7;35.3;27.5;33.3;12.0;31.8;53.1;25.0;34.7;26.7;23.6;40.5;55.8;64.1;33.3;18.6;21.3;8.5;16.7;14.7;60.1;58.4
184;Onderwijsniveau: 3 Hoog;Waarde;2024;98.5;91.8;5.2;1.5;1.2;67.7;37.4;20.5;36.0;30.2;33.6;11.7;28.8;51.1;25.9;33.1;26.7;23.0;30.2;57.6;63.1;;17.5;24.2;9.4;19.9;;;63.0
185;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2020;95.1;85.8;5.1;1.9;1.4;58.5;30.6;18.0;26.0;20.2;31.0;9.2;26.5;47.5;18.5;32.6;27.2;23.1;35.5;44.7;56.8;26.0;17.1;20.1;5.3;13.5;9.7;39.9;39.6
186;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2021;95.3;90.2;2.5;0.9;1.0;69.4;36.3;19.4;34.3;26.3;40.4;11.2;33.5;60.3;24.2;40.8;28.8;27.2;39.2;47.4;60.2;28.8;17.7;19.3;7.5;11.3;1.7;10.2;44.3
187;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2022;95.6;86.5;5.3;1.4;1.4;63.4;33.8;17.2;31.1;23.9;32.8;9.7;33.1;54.4;22.4;34.6;26.9;23.2;32.0;52.2;61.7;30.0;18.3;19.3;6.6;13.0;10.5;48.7;50.8
188;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2023;97.2;90.0;3.9;1.2;1.2;66.2;35.1;18.0;33.2;25.5;31.2;10.6;29.7;51.0;23.1;32.6;24.7;21.8;38.4;53.6;62.0;31.2;16.9;19.5;7.2;15.1;13.1;57.9;56.2
189;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2024;97.9;90.5;4.3;1.1;0.8;65.7;35.4;18.8;34.0;28.2;31.7;10.4;27.0;48.9;24.1;31.2;24.9;21.3;28.4;55.4;61.0;;15.9;22.5;8.3;18.3;;;61.0
190;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2020;97.0;88.8;7.2;3.2;2.6;62.8;34.7;21.4;29.9;23.8;35.1;11.8;30.4;51.9;22.0;36.7;31.2;26.9;39.6;49.1;61.0;29.8;20.6;23.7;7.4;16.6;12.4;44.2;43.9
191;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2021;97.2;92.8;4.2;2.0;2.1;73.6;40.7;23.2;38.7;30.4;44.9;14.2;37.8;64.7;28.2;45.2;33.0;31.2;43.6;51.9;64.6;33.0;21.3;23.0;10.0;14.4;3.0;13.0;48.8
192;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2022;97.2;89.4;7.5;2.7;2.5;67.6;38.1;20.7;35.4;27.9;37.1;12.6;37.4;58.9;26.2;38.9;31.0;27.2;36.2;56.7;66.0;34.2;22.0;22.9;9.0;16.2;13.4;53.2;55.3
193;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2023;98.5;92.4;5.7;2.4;2.4;70.2;39.3;21.5;37.4;29.4;35.3;13.4;33.8;55.3;26.9;36.8;28.6;25.5;42.6;57.9;66.1;35.3;20.4;23.1;9.7;18.4;16.2;62.2;60.5
194;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2024;99.0;92.9;6.3;2.1;1.7;69.7;39.4;22.2;38.0;32.1;35.6;13.2;30.8;53.2;27.9;35.1;28.6;24.8;32.2;59.6;65.2;;19.2;26.1;10.7;21.6;;;65.1
195;Stedelijkheid: zeer sterk stedelijk;Waarde;2020;84.6;70.2;9.9;4.6;6.2;49.3;25.4;13.5;23.5;17.0;25.2;8.1;20.9;43.0;15.0;24.8;20.4;17.6;27.2;37.9;46.3;18.6;18.6;15.8;5.2;11.2;8.2;33.1;32.9
196;Stedelijkheid: zeer sterk stedelijk;Waarde;2021;87.3;78.3;6.6;2.4;5.4;61.3;32.0;16.6;33.2;24.0;35.3;10.7;29.1;57.1;20.9;30.7;26.8;24.6;32.7;41.4;50.7;21.7;20.1;18.1;7.1;11.3;3.3;12.2;43.3
197;Stedelijkheid: zeer sterk stedelijk;Waarde;2022;85.8;74.5;8.4;3.0;7.6;56.2;29.1;15.1;30.6;21.9;27.3;10.2;30.1;50.4;20.2;26.1;23.3;20.9;27.9;41.2;50.0;22.4;19.1;16.9;7.8;13.2;9.2;40.9;43.9
198;Stedelijkheid: zeer sterk stedelijk;Waarde;2023;91.9;80.1;8.7;3.0;6.4;59.3;28.9;14.6;32.5;23.6;25.4;9.6;26.2;48.8;20.8;24.7;22.7;18.4;31.7;44.3;51.4;24.6;18.3;16.8;6.5;14.7;11.3;47.2;47.4
199;Stedelijkheid: zeer sterk stedelijk;Waarde;2024;92.9;82.0;8.1;2.8;6.0;60.2;30.4;15.8;33.1;25.7;28.0;9.6;26.2;50.2;22.8;26.2;22.6;21.0;25.5;45.2;52.1;;19.5;20.9;7.4;18.4;;;53.7
200;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2020;82.6;67.7;8.3;3.5;4.9;46.6;23.2;11.8;21.3;15.0;23.0;6.7;18.8;40.4;13.2;22.6;18.3;15.6;24.9;35.4;43.6;16.6;16.6;13.9;4.0;9.6;6.8;30.7;30.4
201;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2021;85.3;75.9;5.2;1.5;4.0;58.6;29.5;14.5;30.6;21.6;32.7;9.0;26.7;54.4;18.7;28.2;24.4;22.2;30.1;38.7;47.9;19.5;17.9;16.0;5.7;9.6;2.3;10.5;40.6
202;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2022;83.8;72.0;6.8;2.0;6.1;53.5;26.7;13.1;28.1;19.7;24.8;8.5;27.6;47.7;18.0;23.8;21.0;18.7;25.5;38.5;47.3;20.2;16.9;14.9;6.3;11.4;7.6;38.2;41.2
203;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2023;90.4;77.9;7.1;2.0;5.0;56.6;26.5;12.8;30.0;21.3;23.1;8.0;23.8;46.1;18.6;22.5;20.5;16.4;29.2;41.6;48.7;22.4;16.2;14.8;5.1;12.8;9.6;44.5;44.7
204;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2024;91.4;79.7;6.7;2.0;4.8;57.6;28.1;13.9;30.6;23.5;25.7;8.2;23.9;47.6;20.6;23.9;20.5;18.9;23.3;42.6;49.4;;17.5;18.8;6.2;16.4;;;51.0
205;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2020;86.7;72.7;11.5;5.7;7.5;51.9;27.7;15.2;25.7;18.9;27.5;9.5;23.0;45.7;16.9;27.0;22.4;19.6;29.5;40.5;48.9;20.5;20.7;17.7;6.4;12.9;9.6;35.6;35.4
206;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2021;89.2;80.6;8.0;3.2;6.7;64.0;34.6;18.6;35.8;26.3;37.9;12.4;31.6;59.9;23.1;33.2;29.3;26.9;35.2;44.1;53.4;23.9;22.3;20.2;8.5;13.1;4.2;14.0;46.0
207;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2022;87.8;76.9;9.9;3.9;9.1;58.9;31.6;17.1;33.1;24.1;29.7;11.9;32.5;53.2;22.4;28.5;25.6;23.1;30.3;43.8;52.7;24.6;21.2;18.9;9.2;15.0;10.8;43.5;46.6
208;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2023;93.3;82.4;10.3;4.0;7.7;62.0;31.4;16.5;35.0;25.9;27.8;11.2;28.5;51.5;23.0;27.0;25.0;20.5;34.2;47.0;54.1;26.9;20.4;18.8;7.8;16.6;13.0;49.9;50.1
209;Stedelijkheid: zeer sterk stedelijk;Bovengrens 95%-interval;2024;94.2;84.0;9.8;3.9;7.5;62.8;32.9;17.8;35.6;28.1;30.4;11.3;28.6;52.9;25.1;28.5;24.9;23.3;27.9;47.9;54.7;;21.7;23.1;8.9;20.5;;;56.4
210;Stedelijkheid: sterk stedelijk;Waarde;2020;86.1;73.7;8.8;3.6;7.3;49.7;22.4;12.4;22.3;14.3;23.2;8.3;19.2;39.8;14.1;21.9;22.9;18.8;27.6;33.7;43.1;16.7;17.9;16.5;4.1;9.2;6.8;30.5;32.2
211;Stedelijkheid: sterk stedelijk;Waarde;2021;85.6;76.6;6.7;2.2;5.6;58.2;27.1;15.8;28.9;21.2;28.5;9.9;25.5;49.0;17.4;25.3;23.7;21.4;31.0;34.7;45.2;18.6;17.1;15.1;5.5;9.1;1.8;6.5;32.4
212;Stedelijkheid: sterk stedelijk;Waarde;2022;87.1;74.9;8.9;3.3;6.1;53.3;24.6;14.2;27.7;18.9;24.5;9.0;24.2;45.7;18.1;22.2;22.1;18.0;26.6;37.8;47.8;17.9;17.3;14.3;3.9;9.5;8.4;34.6;38.5
213;Stedelijkheid: sterk stedelijk;Waarde;2023;91.2;78.9;9.0;3.4;6.4;58.0;28.5;15.3;29.6;20.8;24.4;10.4;25.2;45.9;18.9;21.2;21.7;19.4;30.8;41.2;49.3;18.1;17.4;15.6;5.8;12.0;9.6;43.5;46.0
214;Stedelijkheid: sterk stedelijk;Waarde;2024;92.4;80.8;8.6;3.1;5.6;60.4;29.9;14.3;30.8;23.7;24.2;11.4;23.1;42.6;20.8;20.2;22.3;18.5;22.0;41.7;51.1;;16.3;16.3;7.4;13.4;;;49.1
215;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2020;84.4;71.7;7.5;2.7;6.1;47.4;20.5;10.9;20.4;12.7;21.2;7.1;17.4;37.6;12.5;20.0;21.0;17.0;25.6;31.5;40.8;15.0;16.1;14.8;3.1;7.9;5.7;28.4;30.0
216;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2021;83.8;74.5;5.5;1.5;4.5;55.7;25.0;14.0;26.8;19.2;26.3;8.5;23.4;46.6;15.6;23.2;21.7;19.5;28.8;32.4;42.8;16.8;15.3;13.4;4.4;7.8;1.2;5.4;30.2
217;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2022;85.4;72.8;7.5;2.5;5.0;50.9;22.6;12.5;25.5;17.0;22.5;7.6;22.1;43.3;16.2;20.3;20.1;16.2;24.5;35.4;45.4;16.1;15.4;12.6;3.0;8.0;7.1;32.3;36.1
218;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2023;89.9;76.9;7.6;2.5;5.2;55.7;26.4;13.5;27.4;18.9;22.4;8.9;23.2;43.5;17.1;19.3;19.7;17.6;28.6;38.9;46.9;16.4;15.6;13.9;4.7;10.5;8.2;41.1;43.7
219;Stedelijkheid: sterk stedelijk;Ondergrens 95%-interval;2024;91.0;78.8;7.3;2.4;4.6;58.1;27.9;12.7;28.7;21.8;22.3;10.0;21.3;40.4;19.0;18.4;20.5;16.8;20.2;39.4;48.7;;14.7;14.7;6.2;11.9;;;46.8
220;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2020;87.8;75.8;10.1;4.4;8.6;52.0;24.3;13.9;24.3;15.9;25.1;9.6;21.0;42.1;15.7;23.8;24.9;20.6;29.6;35.8;45.4;18.3;19.7;18.2;5.0;10.5;7.9;32.6;34.3
221;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2021;87.4;78.8;8.0;3.0;6.7;60.6;29.2;17.6;31.1;23.1;30.6;11.3;27.6;51.5;19.2;27.3;25.7;23.4;33.2;37.0;47.6;20.4;18.9;16.8;6.6;10.5;2.4;7.7;34.6
222;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2022;88.8;77.0;10.3;4.2;7.2;55.7;26.7;15.9;29.8;20.8;26.6;10.4;26.2;48.1;20.0;24.2;24.1;19.9;28.7;40.1;50.2;19.7;19.1;15.9;4.9;10.9;9.8;36.9;40.8
223;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2023;92.6;80.8;10.3;4.2;7.7;60.3;30.7;17.0;31.7;22.7;26.5;11.8;27.3;48.2;20.8;23.1;23.6;21.3;32.9;43.5;51.6;19.9;19.2;17.3;6.9;13.6;11.0;45.8;48.4
224;Stedelijkheid: sterk stedelijk;Bovengrens 95%-interval;2024;93.6;82.6;10.0;4.0;6.9;62.6;32.1;16.0;33.0;25.7;26.2;12.9;25.1;44.9;22.8;22.1;24.3;20.3;24.0;44.0;53.4;;18.1;18.1;8.7;15.0;;;51.4
225;Stedelijkheid: matig stedelijk;Waarde;2020;85.3;72.1;9.4;3.8;8.1;49.5;25.1;13.9;21.8;14.2;22.6;8.8;17.0;35.6;14.5;21.2;23.3;17.3;26.3;31.2;41.5;15.7;16.4;14.6;4.2;7.8;7.2;28.7;31.2
226;Stedelijkheid: matig stedelijk;Waarde;2021;88.4;78.4;8.3;1.6;5.9;61.9;26.8;17.0;28.3;20.7;29.9;10.8;25.2;47.2;18.6;24.6;23.9;20.7;29.6;33.7;47.0;17.5;15.8;14.5;5.1;8.0;1.4;5.4;32.1
227;Stedelijkheid: matig stedelijk;Waarde;2022;86.8;73.4;10.1;3.2;7.6;53.8;29.5;14.7;25.7;18.3;24.3;9.8;21.9;42.5;19.3;17.3;23.4;17.4;25.5;36.8;47.1;16.5;16.4;14.7;5.1;9.2;10.6;32.6;35.8
228;Stedelijkheid: matig stedelijk;Waarde;2023;90.5;79.4;7.5;3.6;7.1;55.1;27.0;13.0;28.0;20.2;21.6;9.7;20.8;40.4;18.9;19.6;22.2;16.9;32.0;39.7;45.6;16.9;16.5;14.7;5.6;10.6;12.0;42.7;40.6
229;Stedelijkheid: matig stedelijk;Waarde;2024;92.7;80.8;8.2;3.7;5.6;57.1;28.6;16.6;30.5;23.5;21.6;10.8;18.6;38.5;19.3;19.1;21.3;16.6;22.9;37.2;48.3;;16.1;17.5;6.5;14.0;;;47.0
230;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2020;83.0;69.2;7.5;2.6;6.3;46.4;22.4;11.7;19.2;12.1;20.0;7.0;14.6;32.6;12.3;18.7;20.7;14.9;23.5;28.3;38.4;13.5;14.0;12.4;2.9;6.2;5.7;25.9;28.3
231;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2021;86.1;75.6;6.4;0.8;4.3;58.6;23.9;14.5;25.3;18.1;26.9;8.7;22.4;43.9;16.1;21.8;21.1;18.1;26.6;30.6;43.7;15.0;13.4;12.2;3.7;6.2;0.7;3.9;29.0
232;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2022;84.5;70.5;8.2;2.1;5.9;50.6;26.6;12.4;22.9;15.9;21.6;7.9;19.3;39.4;16.8;15.0;20.7;15.0;22.7;33.8;43.9;14.3;13.9;12.4;3.7;7.3;8.6;29.7;32.7
233;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2023;88.7;76.9;5.9;2.4;5.5;52.0;24.2;10.9;25.2;17.7;19.1;7.8;18.3;37.4;16.4;17.2;19.6;14.6;29.1;36.7;42.6;14.7;14.2;12.5;4.1;8.6;10.0;39.6;37.6
234;Stedelijkheid: matig stedelijk;Ondergrens 95%-interval;2024;90.8;78.2;6.7;2.7;4.3;54.0;25.8;14.4;27.6;21.0;19.2;9.0;16.3;35.5;16.9;16.8;18.9;14.4;20.4;34.2;45.2;;13.9;15.2;5.1;12.0;;;43.9
235;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2020;87.7;75.0;11.3;5.0;9.9;52.7;27.9;16.0;24.4;16.4;25.2;10.5;19.3;38.7;16.8;23.8;25.9;19.7;29.0;34.1;44.6;17.9;18.8;16.8;5.4;9.5;8.8;31.5;34.1
236;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2021;90.6;81.3;10.2;2.5;7.5;65.1;29.7;19.6;31.2;23.4;32.9;12.8;28.1;50.5;21.2;27.4;26.6;23.4;32.6;36.8;50.3;19.9;18.2;16.8;6.5;9.9;2.2;6.8;35.2
237;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2022;89.0;76.3;12.1;4.4;9.4;57.0;32.4;16.9;28.5;20.8;27.0;11.7;24.4;45.7;21.8;19.6;26.1;19.8;28.2;39.9;50.2;18.8;18.8;16.9;6.4;11.0;12.5;35.6;38.8
238;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2023;92.3;81.9;9.2;4.7;8.7;58.2;29.8;15.1;30.7;22.7;24.2;11.6;23.3;43.5;21.3;22.1;24.8;19.2;34.9;42.7;48.7;19.2;18.9;16.9;7.1;12.5;14.1;45.7;43.7
239;Stedelijkheid: matig stedelijk;Bovengrens 95%-interval;2024;94.2;83.2;10.1;5.1;7.3;60.2;31.4;19.1;33.4;26.3;24.3;12.8;21.1;41.6;21.9;21.6;24.0;19.1;25.6;40.2;51.4;;18.5;20.0;8.2;16.3;;;50.1
240;Stedelijkheid: Weinig stedelijk;Waarde;2020;83.4;69.7;10.3;3.4;8.2;46.3;21.0;13.0;18.8;13.2;21.8;9.5;13.6;25.4;13.4;18.1;21.3;15.2;27.5;27.6;37.6;14.2;14.5;12.5;3.0;6.9;5.9;24.6;26.3
241;Stedelijkheid: Weinig stedelijk;Waarde;2021;87.2;76.4;7.4;3.4;6.1;57.4;25.2;15.6;25.4;19.6;26.6;12.1;21.2;36.0;17.2;22.4;23.2;20.1;29.0;31.3;41.8;14.1;13.3;13.6;4.7;7.3;1.4;6.1;32.9
242;Stedelijkheid: Weinig stedelijk;Waarde;2022;87.1;71.9;11.6;3.7;6.3;51.4;23.9;13.8;22.4;17.2;22.4;10.7;20.0;34.5;16.6;18.0;21.5;17.9;23.0;33.0;42.4;15.3;14.6;13.5;4.6;8.3;7.2;28.5;36.7
243;Stedelijkheid: Weinig stedelijk;Waarde;2023;89.3;76.4;9.2;3.7;7.0;54.5;26.2;14.7;27.2;19.3;23.8;9.7;17.8;33.0;17.8;18.8;19.7;15.9;28.8;35.8;46.1;16.6;14.8;13.1;5.8;10.3;9.8;38.3;42.5
244;Stedelijkheid: Weinig stedelijk;Waarde;2024;92.0;79.8;9.7;2.5;5.9;56.2;25.9;15.9;28.5;21.3;22.8;9.7;18.1;30.6;20.0;18.7;18.8;14.7;22.1;35.1;43.6;;12.1;13.9;4.6;11.2;;;45.3
245;Stedelijkheid: Weinig stedelijk;Ondergrens 95%-interval;2020;81.4;67.3;8.7;2.5;6.8;43.6;18.8;11.2;16.8;11.5;19.7;8.0;11.8;23.1;11.6;16.1;19.1;13.3;25.1;25.2;35.0;12.4;12.6;10.7;2.1;5.6;4.6;22.3;24.0
246;Stedelijkheid: Weinig stedelijk;Ondergrens 95%-interval;2021;85.2;74.0;5.9;2.4;4.8;54.6;22.9;13.6;23.0;17.5;24.2;10.4;19.0;33.4;15.1;20.2;20.9;17.9;26.5;28.8;39.1;12.2;11.5;11.8;3.6;5.9;0.7;4.8;30.4
247;Stedelijkheid: Weinig stedelijk;Ondergrens 95%-interval;2022;85.3;69.4;9.9;2.6;5.0;48.8;21.6;12.0;20.2;15.2;20.2;9.0;17.8;32.0;14.6;15.9;19.3;15.9;20.8;30.5;39.7;13.4;12.7;11.7;3.4;6.8;5.8;26.1;34.1
248;Stedelijkheid: Weinig stedelijk;Ondergrens 95%-interval;2023;87.6;74.1;7.5;2.7;5.6;51.8;23.9;12.7;24.8;17.2;21.5;8.1;15.7;30.4;15.7;16.7;17.5;13.9;26.4;33.2;43.4;14.7;12.8;11.3;4.5;8.6;8.2;35.7;39.8
249;Stedelijkheid: Weinig stedelijk;Ondergrens 95%-interval;2024;90.2;77.4;8.1;1.7;4.7;53.4;23.6;14.0;26.0;19.1;20.6;8.2;16.1;28.1;17.8;16.7;16.7;12.9;20.0;32.5;40.9;;10.4;12.1;3.6;9.6;;;42.6
250;Stedelijkheid: Weinig stedelijk;Bovengrens 95%-interval;2020;85.5;72.2;11.9;4.4;9.7;48.9;23.1;14.8;20.9;15.0;24.0;11.1;15.4;27.8;15.2;20.1;23.5;17.1;29.9;30.0;40.1;16.0;16.5;14.2;3.9;8.3;7.1;26.9;28.7
251;Stedelijkheid: Weinig stedelijk;Bovengrens 95%-interval;2021;89.1;78.8;8.8;4.4;7.5;60.1;27.6;17.7;27.8;21.8;29.0;13.9;23.5;38.6;19.2;24.7;25.5;22.3;31.5;33.9;44.5;15.9;15.2;15.5;5.9;8.8;2.0;7.4;35.5
252;Stedelijkheid: Weinig stedelijk;Bovengrens 95%-interval;2022;89.0;74.3;13.4;4.7;7.6;54.1;26.1;15.6;24.7;19.3;24.7;12.3;22.1;37.1;18.6;20.0;23.7;20.0;25.3;35.6;45.0;17.2;16.5;15.3;5.7;9.8;8.5;30.9;39.3
253;Stedelijkheid: Weinig stedelijk;Bovengrens 95%-interval;2023;91.0;78.8;10.8;4.8;8.4;57.2;28.6;16.6;29.6;21.5;26.1;11.4;19.8;35.5;19.8;20.9;21.8;17.8;31.3;38.4;48.8;18.6;16.7;14.9;7.1;11.9;11.4;40.9;45.2
254;Stedelijkheid: Weinig stedelijk;Bovengrens 95%-interval;2024;93.4;82.0;11.5;3.5;7.4;58.9;28.4;18.0;31.0;23.6;25.2;11.5;20.3;33.2;22.3;20.9;21.0;16.8;24.5;37.7;46.4;;14.1;15.9;5.9;13.1;;;48.1
255;Stedelijkheid: niet stedelijk;Waarde;2020;84.6;66.9;12.0;5.7;9.4;44.4;18.0;10.4;17.0;10.7;18.6;10.4;13.7;20.2;10.9;15.2;19.2;14.5;21.2;22.7;33.2;14.7;12.9;13.4;2.2;6.5;5.5;18.7;24.5
256;Stedelijkheid: niet stedelijk;Waarde;2021;85.1;77.9;4.7;2.5;8.8;57.0;25.0;13.9;26.5;17.1;29.2;12.7;18.6;33.7;16.9;22.0;22.6;20.0;34.3;29.2;40.0;12.9;13.3;10.4;2.4;6.1;2.1;8.4;34.2
257;Stedelijkheid: niet stedelijk;Waarde;2022;84.8;69.6;10.0;5.2;7.8;49.4;19.7;13.3;21.4;16.6;23.1;10.6;17.1;27.4;17.3;19.9;16.6;14.7;23.6;30.7;36.1;16.2;11.5;10.8;3.3;6.2;6.0;23.9;33.1
258;Stedelijkheid: niet stedelijk;Waarde;2023;87.6;74.5;7.6;5.5;7.1;55.5;22.5;13.3;21.1;18.6;25.6;11.1;15.9;23.4;19.8;21.0;14.7;14.4;23.7;29.7;39.5;18.2;11.1;12.7;3.2;5.8;9.0;31.6;41.3
259;Stedelijkheid: niet stedelijk;Waarde;2024;92.3;79.1;8.7;4.4;7.1;56.5;21.0;11.5;27.8;21.0;22.2;8.1;18.3;27.6;20.1;20.9;16.6;12.5;23.4;35.2;45.6;;9.8;12.1;4.2;9.2;;;45.0
260;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2020;81.5;62.8;9.2;3.6;6.9;40.1;14.6;7.8;13.7;8.0;15.3;7.8;10.7;16.6;8.2;12.1;15.7;11.5;17.7;19.1;29.1;11.7;9.9;10.4;0.9;4.5;3.5;15.3;20.8
261;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2021;81.7;74.1;2.8;1.1;6.2;52.5;21.1;10.7;22.6;13.7;25.1;9.8;15.2;29.5;13.6;18.3;18.8;16.4;30.0;25.1;35.6;10.0;10.2;7.7;1.0;3.9;0.7;5.9;29.9
262;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2022;81.3;65.3;7.1;3.1;5.3;44.7;16.1;10.1;17.6;13.2;19.3;7.7;13.6;23.2;13.9;16.2;13.1;11.4;19.6;26.4;31.6;12.9;8.4;7.8;1.6;3.9;3.9;19.9;28.7
263;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2023;84.5;70.4;5.2;3.3;4.8;50.9;18.5;10.0;17.3;14.9;21.5;8.1;12.3;19.4;16.0;17.2;11.3;11.1;19.8;25.5;35.0;14.6;8.1;9.5;1.5;3.5;6.4;27.3;36.7
264;Stedelijkheid: niet stedelijk;Ondergrens 95%-interval;2024;89.1;74.9;6.4;2.8;4.9;51.7;17.5;8.9;23.8;17.4;18.6;5.9;15.0;23.6;16.7;17.3;13.4;9.8;19.6;30.9;41.0;;7.3;9.3;2.7;6.8;;;40.4
265;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2020;87.8;71.1;14.9;7.8;11.9;48.7;21.3;13.0;20.2;13.3;21.9;13.1;16.6;23.7;13.5;18.3;22.7;17.6;24.7;26.3;37.3;17.7;15.9;16.5;3.5;8.6;7.5;22.0;28.2
266;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2021;88.4;81.7;6.6;3.8;11.4;61.5;28.9;17.0;30.5;20.4;33.3;15.7;22.1;38.0;20.2;25.7;26.3;23.7;38.6;33.3;44.5;15.8;16.4;13.1;3.8;8.2;3.5;10.9;38.5
267;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2022;88.3;74.0;12.8;7.2;10.3;54.1;23.4;16.5;25.2;20.1;27.0;13.5;20.7;31.6;20.7;23.6;20.0;17.9;27.5;35.0;40.6;19.5;14.5;13.7;5.0;8.5;8.2;27.8;37.5
268;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2023;90.6;78.5;10.0;7.7;9.4;60.1;26.4;16.7;24.9;22.3;29.7;14.2;19.4;27.5;23.5;24.8;18.1;17.7;27.6;34.0;44.1;21.7;14.2;15.8;4.9;8.1;11.7;35.9;45.9
269;Stedelijkheid: niet stedelijk;Bovengrens 95%-interval;2024;94.6;82.8;11.8;7.0;10.2;61.1;25.1;14.8;32.1;25.0;26.2;11.0;22.2;32.0;24.1;25.0;20.3;15.9;27.6;39.7;50.3;;13.0;15.7;6.6;12.3;;;49.7
