ID;Leeftijd;RegioS;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instromers_4;Instromers_5;Uitstromers_6;Uitstromers_7;UitstromersNaarWerk_8;UitstromersNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkendenNaReIntegratie_11;WerkendenNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
493;15 jaar tot AOW-leeftijd;Overijssel (PV);738490;28410;38.5;9570;26.0;8010;21.5;4060.0;11.0;11040.0;3070.0;18.0;8940.0;31.5;81.0;7900.0;10.5
494;15 jaar tot AOW-leeftijd;Flevoland (PV);274940;10790;39.0;4130;28.0;3470;23.5;1760.0;12.0;4360.0;1380.0;20.0;3460.0;32.0;79.5;1300.0;4.5
495;15 jaar tot AOW-leeftijd;Gelderland (PV);1319660;44630;34.0;15030;26.0;12170;21.0;6110.0;10.5;19680.0;4900.0;18.5;15030.0;33.5;76.5;12700.0;9.5
496;15 jaar tot AOW-leeftijd;Utrecht (PV);846010;26200;31.0;8950;26.5;7040;21.0;3330.0;10.0;8160.0;2460.0;19.5;6350.0;24.0;78.0;4140.0;5.0
497;15 jaar tot AOW-leeftijd;Noord-Holland (PV);1863590;76990;41.5;22340;22.5;19330;19.5;9620.0;10.0;30440.0;6450.0;16.5;20130.0;26.0;66.0;9990.0;5.5
498;15 jaar tot AOW-leeftijd;Zuid-Holland (PV);2396820;118880;49.5;37370;24.5;30560;20.0;14710.0;9.5;35960.0;10660.0;15.0;29110.0;24.5;81.0;14260.0;6.0
499;15 jaar tot AOW-leeftijd;Zeeland (PV);237570;7760;32.5;2740;27.5;2040;20.5;1100.0;11.0;3130.0;760.0;15.5;2410.0;31.0;77.0;2460.0;10.5
500;15 jaar tot AOW-leeftijd;Noord-Brabant (PV);1636400;51210;31.5;17600;26.5;13830;21.0;6930.0;10.5;17780.0;4830.0;17.5;13960.0;27.5;78.5;18240.0;11.0
501;15 jaar tot AOW-leeftijd;Limburg (PV);725670;29930;41.0;9550;24.5;7900;20.5;3830.0;10.0;11340.0;2680.0;18.5;8460.0;28.5;74.5;10620.0;14.5
502;15 jaar tot AOW-leeftijd;Oost-Groningen (CR);93480;5040;54.0;2010;29.0;1600;23.0;780.0;11.5;3500.0;860.0;18.5;2920.0;58.0;83.5;2800.0;30.0
503;15 jaar tot AOW-leeftijd;Delfzijl en omgeving (CR);29430;1770;60.0;640;27.0;530;22.5;280.0;12.0;450.0;160.0;13.0;420.0;23.5;91.5;480.0;16.5
504;15 jaar tot AOW-leeftijd;Overig Groningen (CR);269850;14990;55.5;4930;25.0;4440;22.5;2380.0;12.0;5710.0;1430.0;18.0;4640.0;31.0;81.5;2630.0;9.5
505;15 jaar tot AOW-leeftijd;Noord-Friesland (CR);208970;10740;51.5;3580;25.5;3040;21.5;1460.0;10.5;3380.0;900.0;15.5;2730.0;25.5;81.0;2240.0;11.0
506;15 jaar tot AOW-leeftijd;Zuidwest-Friesland (CR);84070;3490;41.5;1180;26.5;890;20.0;500.0;11.0;1600.0;300.0;16.0;1260.0;36.0;78.5;720.0;8.5
507;15 jaar tot AOW-leeftijd;Zuidoost-Friesland (CR);117380;5270;45.0;1880;26.5;1640;23.5;870.0;12.5;2010.0;730.0;25.5;1620.0;30.5;80.5;1430.0;12.0
508;15 jaar tot AOW-leeftijd;Noord-Drenthe (CR);117630;4090;35.0;1790;31.0;1530;26.5;830.0;14.5;1670.0;570.0;21.5;1180.0;29.0;71.0;1310.0;11.0
509;15 jaar tot AOW-leeftijd;Zuidoost-Drenthe (CR);106660;5460;51.0;1650;23.0;1550;21.5;770.0;11.0;2740.0;770.0;22.0;2020.0;37.0;73.5;1670.0;15.5
510;15 jaar tot AOW-leeftijd;Zuidwest-Drenthe (CR);81470;2650;32.5;1010;28.0;900;24.5;470.0;13.0;2500.0;590.0;19.0;2080.0;78.5;83.5;1290.0;16.0
511;15 jaar tot AOW-leeftijd;Noord-Overijssel (CR);235280;7120;30.5;2510;27.0;2100;22.5;1090.0;12.0;3040.0;1080.0;23.0;2400.0;34.0;79.0;2140.0;9.0
512;15 jaar tot AOW-leeftijd;Zuidwest-Overijssel (CR);100100;3700;37.0;1310;27.5;940;20.0;470.0;10.0;1640.0;550.0;24.5;1340.0;36.0;81.5;1200.0;12.0
513;15 jaar tot AOW-leeftijd;Twente (CR);403110;17590;43.5;5750;25.0;4960;21.5;2490.0;11.0;6370.0;1440.0;14.0;5200.0;29.5;81.5;4560.0;11.5
514;15 jaar tot AOW-leeftijd;Veluwe (CR);429800;10700;25.0;4060;28.5;3290;23.0;1690.0;12.0;8350.0;1890.0;18.5;6690.0;62.5;80.0;3340.0;8.0
515;15 jaar tot AOW-leeftijd;Achterhoek (CR);250830;7290;29.0;2630;27.5;2150;22.5;1090.0;11.5;4620.0;1200.0;20.5;3430.0;47.0;74.0;3180.0;12.5
516;15 jaar tot AOW-leeftijd;Arnhem/Nijmegen (CR);484290;22640;46.5;6920;24.0;5650;19.5;2780.0;9.5;4640.0;1320.0;17.0;3260.0;14.5;70.0;4900.0;10.0
517;15 jaar tot AOW-leeftijd;Zuidwest-Gelderland (CR);154730;3990;26.0;1410;27.5;1090;21.0;550.0;10.5;2070.0;500.0;20.5;1650.0;41.5;80.0;1290.0;8.5
518;15 jaar tot AOW-leeftijd;Utrecht (CR);846010;26200;31.0;8950;26.5;7040;21.0;3330.0;10.0;8160.0;2460.0;19.5;6350.0;24.0;78.0;4140.0;5.0
519;15 jaar tot AOW-leeftijd;Kop van Noord-Holland (CR);239010;6580;27.5;2260;26.5;1750;20.5;960.0;11.0;2040.0;460.0;14.5;1660.0;25.0;81.0;1530.0;6.5
520;15 jaar tot AOW-leeftijd;Alkmaar en omgeving (CR);154120;4230;27.5;1470;27.0;1140;21.0;620.0;11.5;1540.0;410.0;17.0;1210.0;28.5;78.5;930.0;6.0
521;15 jaar tot AOW-leeftijd;IJmond (CR);125860;3880;31.0;1310;26.0;1100;22.0;560.0;11.0;1240.0;420.0;19.5;960.0;24.5;77.0;740.0;6.0
522;15 jaar tot AOW-leeftijd;Agglomeratie Haarlem (CR);146940;4600;31.5;1460;25.0;1160;20.0;540.0;9.0;1500.0;200.0;14.5;1000.0;21.5;66.5;870.0;6.0
523;15 jaar tot AOW-leeftijd;Zaanstreek (CR);110010;4570;41.5;1490;25.5;1240;21.0;590.0;10.0;1020.0;450.0;23.5;730.0;16.0;71.5;500.0;4.5
524;15 jaar tot AOW-leeftijd;Groot-Amsterdam (CR);933370;48490;52.0;12890;21.0;11830;19.0;5820.0;9.5;21330.0;4090.0;16.5;13090.0;27.0;61.5;4770.0;5.0
525;15 jaar tot AOW-leeftijd;Het Gooi en Vechtstreek (CR);154280;4640;30.0;1460;25.5;1110;19.0;540.0;9.5;1770.0;410.0;17.0;1490.0;32.0;84.0;660.0;4.5
526;15 jaar tot AOW-leeftijd;Agglomeratie Leiden en Bollenstreek (CR);276870;7150;26.0;2510;27.0;1990;21.5;1010.0;11.0;2050.0;900.0;26.0;1630.0;23.0;79.5;1910.0;7.0
527;15 jaar tot AOW-leeftijd;Agglomeratie 's-Gravenhage (CR);565110;34800;61.5;11430;25.5;9020;20.0;4230.0;9.5;13560.0;3430.0;14.0;10950.0;31.5;81.0;2800.0;5.0
528;15 jaar tot AOW-leeftijd;Delft en Westland (CR);154510;4680;30.5;1580;26.0;1360;22.5;670.0;11.0;1590.0;650.0;21.0;1330.0;28.5;83.5;930.0;6.0
529;15 jaar tot AOW-leeftijd;Oost-Zuid-Holland (CR);206690;5110;24.5;1920;29.0;1500;22.5;770.0;11.5;1500.0;470.0;20.5;1100.0;21.5;73.5;1500.0;7.0
530;15 jaar tot AOW-leeftijd;Groot-Rijnmond (CR);937070;58220;62.0;16950;23.0;14260;19.5;6810.0;9.0;15140.0;4540.0;13.0;12460.0;21.5;82.5;5210.0;5.5
531;15 jaar tot AOW-leeftijd;Zuidoost-Zuid-Holland (CR);256580;8930;35.0;2980;26.0;2440;21.5;1220.0;10.5;2120.0;670.0;22.0;1640.0;18.5;77.5;1910.0;7.5
532;15 jaar tot AOW-leeftijd;Zeeuwsch-Vlaanderen (CR);65390;1820;28.0;640;26.5;530;22.5;250.0;10.5;1230.0;300.0;21.5;920.0;50.5;74.5;790.0;12.0
533;15 jaar tot AOW-leeftijd;Overig Zeeland (CR);172190;5940;34.5;2100;28.0;1500;20.0;840.0;11.0;1900.0;460.0;13.0;1490.0;25.0;79.0;1670.0;9.5
534;15 jaar tot AOW-leeftijd;West-Noord-Brabant (CR);407480;13400;33.0;4520;26.0;3560;20.5;1730.0;10.0;5870.0;1400.0;18.0;4430.0;33.0;75.5;4330.0;10.5
535;15 jaar tot AOW-leeftijd;Midden-Noord-Brabant (CR);310010;11260;36.5;4090;28.5;3060;21.0;1460.0;10.0;3140.0;730.0;19.0;2370.0;21.0;75.5;2860.0;9.0
536;15 jaar tot AOW-leeftijd;Noordoost-Noord-Brabant (CR);422200;10730;25.5;3940;27.5;3200;22.5;1700.0;12.0;4060.0;1140.0;17.0;3190.0;29.5;78.5;5870.0;14.0
537;15 jaar tot AOW-leeftijd;Zuidoost-Noord-Brabant (CR);496710;15830;32.0;5050;25.0;4010;20.0;2040.0;10.0;4700.0;1570.0;16.5;3970.0;25.0;84.5;5190.0;10.5
538;15 jaar tot AOW-leeftijd;Noord-Limburg (CR);181600;5840;32.0;2070;27.0;1760;23.0;1010.0;13.0;1440.0;410.0;26.0;740.0;12.5;51.5;2300.0;12.5
539;15 jaar tot AOW-leeftijd;Midden-Limburg (CR);151800;4800;31.5;1820;28.5;1380;21.5;680.0;10.5;3120.0;690.0;17.5;2560.0;53.5;82.0;1890.0;12.5
540;15 jaar tot AOW-leeftijd;Zuid-Limburg (CR);392260;19290;49.0;5660;23.0;4750;19.5;2140.0;8.5;6790.0;1580.0;17.5;5160.0;27.0;76.0;6430.0;16.5
541;15 jaar tot AOW-leeftijd;Flevoland (CR);274940;10790;39.0;4130;28.0;3470;23.5;1760.0;12.0;4360.0;1380.0;20.0;3460.0;32.0;79.5;1300.0;4.5
542;15 jaar tot AOW-leeftijd;Aa en Hunze;15480;360;23.0;170;32.0;150;28.5;90.0;17.5;120.0;50.0;26.0;70.0;19.5;60.5;140.0;9.0
543;15 jaar tot AOW-leeftijd;Aalburg;8380;100;12.0;40;31.5;30;22.0;10.0;9.5;10.0;0.0;;10.0;7.0;78.0;50.0;5.5
544;15 jaar tot AOW-leeftijd;Aalsmeer;19760;260;13.0;90;27.0;60;19.0;30.0;9.5;170.0;30.0;11.0;140.0;53.5;82.0;40.0;2.0
545;15 jaar tot AOW-leeftijd;Aalten;16880;340;20.0;100;24.5;90;22.0;60.0;13.0;260.0;80.0;26.0;200.0;59.5;78.0;320.0;19.0
546;15 jaar tot AOW-leeftijd;Achtkarspelen;17760;760;42.5;240;24.5;210;21.5;110.0;11.5;380.0;130.0;14.0;310.0;41.5;83.5;240.0;13.0
547;15 jaar tot AOW-leeftijd;Alblasserdam;12170;330;27.5;100;25.0;80;20.0;50.0;11.0;50.0;20.0;26.5;30.0;8.0;60.0;70.0;6.0
548;15 jaar tot AOW-leeftijd;Albrandswaard;16240;260;16.0;100;27.5;80;23.5;40.0;11.0;200.0;40.0;17.5;150.0;57.5;76.5;50.0;3.0
549;15 jaar tot AOW-leeftijd;Alkmaar;71370;2570;36.0;870;26.5;680;20.5;350.0;11.0;790.0;270.0;19.5;680.0;26.5;86.0;540.0;7.5
550;15 jaar tot AOW-leeftijd;Almelo;46730;3130;67.0;960;24.0;810;20.0;390.0;10.0;860.0;170.0;7.5;750.0;24.0;87.5;610.0;13.0
551;15 jaar tot AOW-leeftijd;Almere;139900;6180;44.0;2310;27.5;2100;25.0;1090.0;13.0;2220.0;810.0;19.5;1810.0;29.5;81.5;550.0;4.0
552;15 jaar tot AOW-leeftijd;Alphen aan den Rijn;70490;1690;24.0;650;29.5;460;21.0;260.0;12.0;450.0;170.0;20.0;370.0;21.5;82.0;560.0;8.0
553;15 jaar tot AOW-leeftijd;Alphen-Chaam;6360;80;12.5;30;33.0;30;27.0;20.0;18.0;20.0;0.0;;10.0;16.5;72.0;40.0;6.0
554;15 jaar tot AOW-leeftijd;Ameland;2210;10;3.5;10;45.5;0;;0.0;;0.0;0.0;;0.0;;;20.0;7.5
555;15 jaar tot AOW-leeftijd;Amersfoort;102680;3480;34.0;1090;25.0;880;20.0;420.0;9.5;1440.0;460.0;19.5;1180.0;34.0;81.5;910.0;9.0
556;15 jaar tot AOW-leeftijd;Amstelveen;56900;1060;18.5;380;27.5;330;24.0;160.0;12.0;570.0;180.0;25.5;450.0;42.5;79.5;130.0;2.0
557;15 jaar tot AOW-leeftijd;Amsterdam;609570;41740;68.5;10470;20.0;9750;18.5;4720.0;9.0;17760.0;3190.0;15.5;10370.0;25.0;58.5;3610.0;6.0
558;15 jaar tot AOW-leeftijd;Apeldoorn;102010;3700;36.5;1400;28.0;1230;25.0;560.0;11.5;4270.0;780.0;15.5;3530.0;95.5;83.0;1060.0;10.5
559;15 jaar tot AOW-leeftijd;Appingedam;7400;490;66.0;150;24.5;120;20.0;70.0;12.0;120.0;50.0;16.0;120.0;24.0;96.5;200.0;27.0
560;15 jaar tot AOW-leeftijd;Arnhem;106720;7920;74.0;2160;22.0;1750;18.0;800.0;8.0;900.0;420.0;20.5;530.0;6.5;59.0;1430.0;13.5
561;15 jaar tot AOW-leeftijd;Assen;43090;2210;51.5;890;28.5;850;27.0;440.0;14.0;670.0;270.0;23.0;420.0;19.0;63.0;700.0;16.0
562;15 jaar tot AOW-leeftijd;Asten;10640;210;20.0;70;25.0;50;18.0;30.0;10.5;60.0;20.0;13.5;50.0;22.0;82.5;100.0;9.5
563;15 jaar tot AOW-leeftijd;Baarle-Nassau;4000;70;16.0;30;29.5;20;22.0;10.0;9.0;30.0;0.0;;10.0;14.0;36.0;30.0;6.5
564;15 jaar tot AOW-leeftijd;Baarn;15200;360;23.5;120;25.5;100;20.0;50.0;10.0;270.0;60.0;16.5;200.0;55.5;73.5;60.0;4.0
565;15 jaar tot AOW-leeftijd;Barendrecht;31010;510;16.5;220;31.5;170;24.0;70.0;9.5;290.0;60.0;17.0;240.0;46.5;81.5;80.0;2.5
566;15 jaar tot AOW-leeftijd;Barneveld;34770;590;17.0;190;25.5;160;21.0;100.0;12.5;420.0;140.0;28.5;340.0;57.0;81.0;130.0;3.5
567;15 jaar tot AOW-leeftijd;Bedum;6620;170;26.0;80;36.0;70;28.5;40.0;15.5;150.0;40.0;22.0;120.0;69.5;79.0;70.0;11.0
568;15 jaar tot AOW-leeftijd;Beek (L.);10280;320;31.0;90;22.5;60;16.0;30.0;8.0;60.0;20.0;26.5;40.0;13.5;80.0;90.0;9.0
569;15 jaar tot AOW-leeftijd;Beemster;5740;80;14.0;20;20.5;30;27.5;20.0;15.0;50.0;10.0;19.0;40.0;47.0;81.0;20.0;3.0
570;15 jaar tot AOW-leeftijd;Beesel;8570;250;28.5;70;22.5;70;21.0;40.0;11.5;70.0;30.0;27.0;60.0;24.5;82.0;90.0;10.5
571;15 jaar tot AOW-leeftijd;Bellingwedde;5460;240;44.0;150;38.5;90;22.5;40.0;11.0;150.0;40.0;16.0;130.0;53.5;83.0;120.0;22.0
572;15 jaar tot AOW-leeftijd;Bergeijk;11660;160;14.0;70;29.5;70;29.5;30.0;15.0;40.0;0.0;;40.0;24.0;88.5;140.0;12.0
573;15 jaar tot AOW-leeftijd;Bergen (L.);8460;180;21.0;60;26.0;60;24.0;40.0;16.5;90.0;30.0;24.5;70.0;38.0;73.0;140.0;16.0
574;15 jaar tot AOW-leeftijd;Bergen (NH.);17060;290;17.0;110;29.0;80;20.5;50.0;12.5;100.0;10.0;15.0;50.0;18.0;54.0;70.0;4.5
575;15 jaar tot AOW-leeftijd;Bergen op Zoom;43020;1880;43.5;620;25.5;540;22.0;260.0;10.5;610.0;190.0;20.5;430.0;23.0;71.0;540.0;12.5
576;15 jaar tot AOW-leeftijd;Berkelland;27470;570;21.0;220;28.0;190;24.5;110.0;14.0;670.0;160.0;21.5;500.0;86.5;74.0;340.0;12.5
577;15 jaar tot AOW-leeftijd;Bernheze;19010;280;15.0;100;28.0;70;20.0;40.0;10.5;140.0;20.0;11.0;120.0;42.0;83.5;260.0;13.5
578;15 jaar tot AOW-leeftijd;Best;19050;470;24.5;160;27.0;120;20.5;60.0;10.5;240.0;60.0;24.0;160.0;33.0;65.5;160.0;8.5
579;15 jaar tot AOW-leeftijd;Beuningen;17040;400;23.5;150;27.0;130;23.0;80.0;14.5;70.0;10.0;7.5;60.0;13.5;75.5;160.0;9.0
580;15 jaar tot AOW-leeftijd;Beverwijk;26680;1060;39.5;420;30.0;350;24.5;180.0;13.0;320.0;100.0;19.0;250.0;23.5;77.5;220.0;8.0
581;15 jaar tot AOW-leeftijd;het Bildt;6660;280;42.5;130;32.5;70;16.5;30.0;6.5;170.0;40.0;14.5;130.0;47.5;80.0;50.0;8.0
582;15 jaar tot AOW-leeftijd;De Bilt;25390;660;26.0;200;26.5;130;17.0;50.0;6.5;160.0;40.0;16.5;130.0;19.5;83.0;70.0;3.0
583;15 jaar tot AOW-leeftijd;Binnenmaas;17910;230;13.0;90;32.0;60;20.0;30.0;11.5;180.0;40.0;15.5;150.0;66.5;85.0;50.0;3.0
584;15 jaar tot AOW-leeftijd;Bladel;12810;160;12.5;80;33.0;80;33.5;50.0;19.5;30.0;10.0;17.0;30.0;15.5;83.5;270.0;21.0
585;15 jaar tot AOW-leeftijd;Blaricum;5520;110;19.5;30;24.0;20;15.0;20.0;11.5;70.0;20.0;23.5;40.0;40.5;66.5;10.0;2.0
586;15 jaar tot AOW-leeftijd;Bloemendaal;12570;180;14.5;70;27.0;60;22.5;30.0;11.5;200.0;30.0;13.5;170.0;92.0;84.5;30.0;2.5
587;15 jaar tot AOW-leeftijd;Bodegraven-Reeuwijk;21030;260;12.5;110;32.0;90;25.0;50.0;13.5;100.0;40.0;21.0;90.0;33.5;86.5;100.0;4.5
588;15 jaar tot AOW-leeftijd;Boekel;6680;70;11.0;20;19.0;30;25.0;20.0;15.5;20.0;10.0;42.5;20.0;22.0;80.0;70.0;10.5
589;15 jaar tot AOW-leeftijd;Ten Boer;4640;110;23.0;20;17.5;30;19.0;20.0;14.0;30.0;10.0;26.0;30.0;24.5;89.5;30.0;6.5
590;15 jaar tot AOW-leeftijd;Borger-Odoorn;15900;520;32.5;180;25.5;160;22.5;70.0;10.5;200.0;80.0;28.0;170.0;32.5;83.0;240.0;15.0
591;15 jaar tot AOW-leeftijd;Borne;13910;330;24.0;150;31.0;100;20.5;60.0;11.5;70.0;10.0;16.0;50.0;15.5;72.0;140.0;10.5
592;15 jaar tot AOW-leeftijd;Borsele;14360;220;15.5;110;34.5;80;26.0;40.0;13.5;140.0;30.0;13.0;110.0;49.5;76.0;80.0;5.0
593;15 jaar tot AOW-leeftijd;Boxmeer;18430;360;19.5;220;39.0;120;21.0;70.0;12.0;120.0;40.0;21.5;100.0;27.5;84.5;260.0;14.0
594;15 jaar tot AOW-leeftijd;Boxtel;19290;450;23.5;190;30.0;180;28.0;100.0;16.0;140.0;60.0;26.0;110.0;24.0;80.0;410.0;21.5
595;15 jaar tot AOW-leeftijd;Breda;121240;4950;41.0;1490;23.5;1180;18.5;540.0;8.5;1960.0;530.0;15.5;1720.0;35.0;88.0;1200.0;10.0
596;15 jaar tot AOW-leeftijd;Brielle;10720;240;23.0;90;29.0;60;19.5;40.0;12.5;80.0;30.0;24.0;70.0;28.5;93.5;30.0;2.5
597;15 jaar tot AOW-leeftijd;Bronckhorst;22430;350;16.0;150;33.5;100;21.5;50.0;11.5;130.0;20.0;16.5;90.0;24.5;66.5;200.0;9.0
598;15 jaar tot AOW-leeftijd;Brummen;13040;340;26.0;120;27.0;80;19.0;40.0;9.5;390.0;60.0;14.0;330.0;97.0;85.0;90.0;7.0
599;15 jaar tot AOW-leeftijd;Brunssum;18290;1040;57.0;290;21.5;290;21.0;140.0;10.0;260.0;110.0;19.5;210.0;20.5;82.5;490.0;27.0
600;15 jaar tot AOW-leeftijd;Bunnik;8970;130;14.0;50;29.5;40;25.0;20.0;13.0;30.0;10.0;29.5;20.0;19.0;70.5;20.0;2.5
601;15 jaar tot AOW-leeftijd;Bunschoten;13520;180;13.5;50;24.0;40;18.5;20.0;7.5;110.0;20.0;13.0;90.0;49.5;84.0;50.0;3.5
602;15 jaar tot AOW-leeftijd;Buren;17080;220;13.0;120;37.0;110;33.0;50.0;14.5;60.0;20.0;31.5;40.0;18.5;70.5;110.0;6.5
603;15 jaar tot AOW-leeftijd;Bussum;20290;580;28.5;170;24.5;140;20.0;60.0;8.5;70.0;30.0;23.0;70.0;11.5;90.5;70.0;3.5
604;15 jaar tot AOW-leeftijd;Capelle aan den IJssel;43450;2380;55.0;810;26.0;670;21.5;290.0;9.5;1290.0;320.0;16.0;1110.0;46.5;86.0;330.0;7.5
605;15 jaar tot AOW-leeftijd;Castricum;21270;310;14.5;110;29.0;80;20.5;40.0;10.0;190.0;50.0;25.5;140.0;45.5;74.5;50.0;2.5
606;15 jaar tot AOW-leeftijd;Coevorden;22080;980;44.5;320;25.0;240;19.0;120.0;9.5;890.0;160.0;23.5;510.0;51.5;57.0;210.0;9.5
607;15 jaar tot AOW-leeftijd;Cranendonck;13230;270;20.5;110;29.5;70;18.5;40.0;9.5;60.0;30.0;26.0;50.0;16.5;82.0;110.0;8.0
608;15 jaar tot AOW-leeftijd;Cromstrijen;8030;90;11.5;40;37.5;20;19.0;10.0;5.0;60.0;10.0;15.0;50.0;56.5;89.5;30.0;3.5
609;15 jaar tot AOW-leeftijd;Cuijk;15880;430;27.5;170;29.5;150;25.5;60.0;11.0;150.0;70.0;31.0;110.0;25.5;75.0;300.0;19.0
610;15 jaar tot AOW-leeftijd;Culemborg;18150;660;36.5;200;23.0;160;19.0;80.0;9.0;400.0;60.0;13.0;360.0;54.5;89.0;180.0;9.5
611;15 jaar tot AOW-leeftijd;Dalfsen;17510;250;14.0;110;33.0;90;27.0;50.0;13.0;40.0;20.0;35.5;30.0;13.5;79.0;150.0;8.5
612;15 jaar tot AOW-leeftijd;Dantumadiel;11960;520;43.5;150;21.5;140;21.0;80.0;11.0;100.0;30.0;19.0;80.0;15.0;79.5;210.0;17.5
613;15 jaar tot AOW-leeftijd;Delft;73550;3220;43.5;1090;26.0;970;23.0;480.0;11.5;1110.0;490.0;19.0;930.0;29.0;84.0;540.0;7.5
614;15 jaar tot AOW-leeftijd;Delfzijl;15610;1030;65.5;380;27.0;330;23.0;160.0;11.5;270.0;80.0;10.5;240.0;24.0;90.5;210.0;13.5
615;15 jaar tot AOW-leeftijd;Deurne;20780;430;20.5;130;24.5;100;18.5;70.0;12.5;80.0;40.0;15.0;70.0;16.0;82.0;210.0;10.0
616;15 jaar tot AOW-leeftijd;Deventer;65350;3110;47.5;1080;27.0;760;19.0;390.0;9.5;1210.0;440.0;25.5;980.0;31.5;81.5;880.0;13.5
617;15 jaar tot AOW-leeftijd;Diemen;18750;530;28.0;170;24.5;170;24.5;80.0;11.5;230.0;50.0;19.5;160.0;29.5;68.5;100.0;5.0
618;15 jaar tot AOW-leeftijd;Dinkelland;16500;210;13.0;80;31.0;50;17.5;30.0;11.5;60.0;10.0;10.0;50.0;22.0;85.5;140.0;8.0
619;15 jaar tot AOW-leeftijd;Doesburg;7180;360;50.0;130;26.5;120;24.5;50.0;11.0;280.0;60.0;16.5;230.0;63.5;82.0;100.0;14.0
620;15 jaar tot AOW-leeftijd;Doetinchem;36640;1260;34.5;460;27.0;400;24.0;180.0;10.5;400.0;150.0;19.0;270.0;21.5;69.0;430.0;12.0
621;15 jaar tot AOW-leeftijd;Dongen;16430;300;18.5;140;34.0;110;27.0;60.0;13.5;260.0;50.0;21.5;150.0;50.5;57.5;100.0;6.0
622;15 jaar tot AOW-leeftijd;Dongeradeel;14830;650;43.5;190;22.0;180;21.0;100.0;12.0;150.0;50.0;21.5;130.0;19.5;82.0;310.0;20.5
623;15 jaar tot AOW-leeftijd;Dordrecht;78380;4290;54.5;1460;26.0;1230;22.0;600.0;10.5;750.0;270.0;24.0;520.0;12.0;69.0;820.0;10.5
624;15 jaar tot AOW-leeftijd;Drechterland;12370;160;13.0;60;28.5;50;22.5;30.0;13.0;80.0;10.0;5.0;70.0;47.0;91.5;60.0;4.5
625;15 jaar tot AOW-leeftijd;Drimmelen;17390;180;10.5;90;35.5;80;29.5;40.0;17.0;120.0;30.0;20.5;80.0;46.5;70.5;100.0;5.5
626;15 jaar tot AOW-leeftijd;Dronten;26840;750;28.0;350;33.0;210;19.5;90.0;8.5;320.0;90.0;18.0;270.0;36.0;84.0;80.0;3.0
627;15 jaar tot AOW-leeftijd;Druten;12120;300;25.0;110;29.5;70;17.0;40.0;11.0;50.0;10.0;12.0;40.0;12.5;77.0;120.0;10.0
628;15 jaar tot AOW-leeftijd;Duiven;17100;460;26.5;150;25.5;120;21.0;70.0;11.0;100.0;30.0;16.5;80.0;16.5;73.0;90.0;5.5
629;15 jaar tot AOW-leeftijd;Echt-Susteren;20560;520;25.0;270;35.0;190;24.5;90.0;12.0;260.0;60.0;24.0;160.0;32.0;63.5;240.0;11.5
630;15 jaar tot AOW-leeftijd;Edam-Volendam;18760;260;14.0;90;25.0;70;19.0;40.0;11.5;100.0;40.0;28.0;90.0;34.0;89.0;90.0;5.0
631;15 jaar tot AOW-leeftijd;Ede;72460;1910;26.5;670;28.0;460;19.0;270.0;11.0;1060.0;290.0;20.0;890.0;47.0;84.5;460.0;6.5
632;15 jaar tot AOW-leeftijd;Eemnes;5630;80;14.5;30;22.5;20;21.5;10.0;11.0;50.0;0.0;;30.0;35.5;64.5;20.0;3.0
633;15 jaar tot AOW-leeftijd;Eemsmond;9930;460;46.5;170;28.0;150;25.0;70.0;11.5;450.0;60.0;10.5;370.0;80.5;82.5;250.0;25.0
634;15 jaar tot AOW-leeftijd;Eersel;11880;150;12.5;50;26.0;40;23.5;20.0;11.0;30.0;20.0;34.0;30.0;18.0;0.0;170.0;14.0
635;15 jaar tot AOW-leeftijd;Eijsden-Margraten;15980;240;14.5;70;23.0;50;16.5;20.0;8.5;110.0;20.0;17.5;90.0;37.0;80.0;90.0;6.0
636;15 jaar tot AOW-leeftijd;Eindhoven;154820;7130;46.0;2190;24.5;1660;18.5;830.0;9.5;2190.0;730.0;16.0;1920.0;27.0;87.5;1510.0;9.5
637;15 jaar tot AOW-leeftijd;Elburg;14340;230;16.0;130;38.0;100;30.5;60.0;17.0;130.0;40.0;31.5;90.0;36.5;66.0;160.0;11.0
638;15 jaar tot AOW-leeftijd;Emmen;68680;3960;57.5;1150;22.0;1150;22.0;580.0;11.0;1650.0;530.0;21.0;1340.0;34.0;81.5;1220.0;18.0
639;15 jaar tot AOW-leeftijd;Enkhuizen;11950;380;31.5;120;23.5;110;21.5;60.0;12.5;140.0;40.0;13.0;120.0;31.5;86.0;80.0;7.0
640;15 jaar tot AOW-leeftijd;Enschede;107210;7730;72.0;2250;22.5;2040;20.5;970.0;10.0;2770.0;610.0;13.0;2390.0;31.0;86.5;1430.0;13.5
641;15 jaar tot AOW-leeftijd;Epe;19760;450;23.0;180;29.5;150;24.5;70.0;11.5;550.0;100.0;15.0;440.0;96.5;79.0;220.0;11.0
642;15 jaar tot AOW-leeftijd;Ermelo;16670;370;22.0;140;29.5;90;19.0;40.0;8.5;130.0;50.0;21.0;110.0;28.5;82.5;170.0;10.0
