ID;Leeftijd;RegioS;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instromers_4;Instromers_5;Uitstromers_6;Uitstromers_7;UitstromersNaarWerk_8;UitstromersNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkendenNaReIntegratie_11;WerkendenNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
1191;AOW-leeftijd of ouder;IJsselstein;5200;50;10.5;10;19.5;20;24.0;;;;;;;;;;
1192;AOW-leeftijd of ouder;Kaag en Braassem;4940;10;2.0;0;;10;50.0;;;;;;;;;;
1193;AOW-leeftijd of ouder;Kampen;8260;50;6.0;20;24.0;30;40.5;;;;;;;;;;
1194;AOW-leeftijd of ouder;Kapelle;2330;10;4.5;0;;0;;;;;;;;;;;
1195;AOW-leeftijd of ouder;Katwijk;10480;60;5.5;10;20.5;20;25.5;;;;;;;;;;
1196;AOW-leeftijd of ouder;Kerkrade;10690;160;15.0;30;20.5;50;28.0;;;;;;;;;;
1197;AOW-leeftijd of ouder;Koggenland;4090;10;2.5;10;46.0;10;38.5;;;;;;;;;;
1198;AOW-leeftijd of ouder;Kollumerland en Nieuwkruisland;2360;0;;0;;0;;;;;;;;;;;
1199;AOW-leeftijd of ouder;Korendijk;2100;0;;0;;0;;;;;;;;;;;
1200;AOW-leeftijd of ouder;Krimpen aan den IJssel;6600;60;8.5;10;12.0;10;10.0;;;;;;;;;;
1201;AOW-leeftijd of ouder;Krimpenerwaard;10740;60;5.5;10;10.5;10;17.5;;;;;;;;;;
1202;AOW-leeftijd of ouder;Laarbeek;4420;20;3.5;0;;0;;;;;;;;;;;
1203;AOW-leeftijd of ouder;Landerd;2970;10;1.5;0;;0;;;;;;;;;;;
1204;AOW-leeftijd of ouder;Landgraaf;8390;60;7.5;10;14.0;30;43.0;;;;;;;;;;
1205;AOW-leeftijd of ouder;Landsmeer;2240;10;4.0;0;;0;;;;;;;;;;;
1206;AOW-leeftijd of ouder;Langedijk;4910;20;3.0;0;;10;35.5;;;;;;;;;;
1207;AOW-leeftijd of ouder;Lansingerland;8240;50;6.0;10;16.0;10;21.0;;;;;;;;;;
1208;AOW-leeftijd of ouder;Laren (NH.);3350;10;3.5;0;;0;;;;;;;;;;;
1209;AOW-leeftijd of ouder;Leek;3980;10;3.5;0;;0;;;;;;;;;;;
1210;AOW-leeftijd of ouder;Leerdam;3910;50;14.0;10;19.0;20;29.5;;;;;;;;;;
1211;AOW-leeftijd of ouder;Leeuwarden;18050;250;14.0;40;15.5;80;30.0;;;;;;;;;;
1212;AOW-leeftijd of ouder;Leeuwarderadeel;2150;10;3.5;0;;0;;;;;;;;;;;
1213;AOW-leeftijd of ouder;Leiden;16970;370;22.0;30;8.0;90;21.0;;;;;;;;;;
1214;AOW-leeftijd of ouder;Leiderdorp;5630;50;9.0;10;17.5;20;25.5;;;;;;;;;;
1215;AOW-leeftijd of ouder;Leidschendam-Voorburg;16360;260;16.0;20;7.0;40;16.5;;;;;;;;;;
1216;AOW-leeftijd of ouder;Lelystad;11720;340;29.0;40;11.5;80;19.5;;;;;;;;;;
1217;AOW-leeftijd of ouder;Leudal;7740;20;2.5;10;25.0;0;;;;;;;;;;;
1218;AOW-leeftijd of ouder;Leusden;5690;40;7.0;0;;10;14.0;;;;;;;;;;
1219;AOW-leeftijd of ouder;Lingewaal;1970;10;4.5;0;;0;;;;;;;;;;;
1220;AOW-leeftijd of ouder;Lingewaard;8590;30;4.0;10;19.0;20;50.0;;;;;;;;;;
1221;AOW-leeftijd of ouder;Lisse;4620;20;4.5;0;;10;43.0;;;;;;;;;;
1222;AOW-leeftijd of ouder;Littenseradiel;1900;0;;0;;0;;;;;;;;;;;
1223;AOW-leeftijd of ouder;Lochem;8530;30;3.5;10;22.0;10;25.0;;;;;;;;;;
1224;AOW-leeftijd of ouder;Loon op Zand;4750;30;5.5;0;;10;16.0;;;;;;;;;;
1225;AOW-leeftijd of ouder;Lopik;2160;10;6.0;0;;0;;;;;;;;;;;
1226;AOW-leeftijd of ouder;Loppersum;1980;10;3.0;0;;0;;;;;;;;;;;
1227;AOW-leeftijd of ouder;Losser;4760;30;6.0;10;26.5;0;;;;;;;;;;;
1228;AOW-leeftijd of ouder;Maasdriel;4180;20;4.0;0;;10;47.0;;;;;;;;;;
1229;AOW-leeftijd of ouder;Maasgouw;5680;30;5.5;0;;10;36.0;;;;;;;;;;
1230;AOW-leeftijd of ouder;Maassluis;6960;130;18.5;20;13.0;40;25.5;;;;;;;;;;
1231;AOW-leeftijd of ouder;Maastricht;24200;370;15.0;50;13.5;90;23.5;;;;;;;;;;
1232;AOW-leeftijd of ouder;De Marne;2240;10;2.0;0;;0;;;;;;;;;;;
1233;AOW-leeftijd of ouder;Marum;1810;0;;0;;0;;;;;;;;;;;
1234;AOW-leeftijd of ouder;Medemblik;8210;30;4.0;10;14.5;20;36.5;;;;;;;;;;
1235;AOW-leeftijd of ouder;Meerssen;4650;10;3.0;0;;10;59.0;;;;;;;;;;
1236;AOW-leeftijd of ouder;Menameradiel;2620;0;;0;;0;;;;;;;;;;;
1237;AOW-leeftijd of ouder;Menterwolde;2300;20;7.0;0;;0;;;;;;;;;;;
1238;AOW-leeftijd of ouder;Meppel;5980;50;7.5;10;23.0;20;31.5;;;;;;;;;;
1239;AOW-leeftijd of ouder;Middelburg (Z.);9900;130;12.5;10;11.0;30;19.5;;;;;;;;;;
1240;AOW-leeftijd of ouder;Midden-Delfland;3170;10;4.5;0;;0;;;;;;;;;;;
1241;AOW-leeftijd of ouder;Midden-Drenthe;7120;30;4.0;10;24.0;10;38.0;;;;;;;;;;
1242;AOW-leeftijd of ouder;Mill en Sint Hubert;2160;10;3.0;0;;0;;;;;;;;;;;
1243;AOW-leeftijd of ouder;Moerdijk;7310;30;4.0;0;;20;44.5;;;;;;;;;;
1244;AOW-leeftijd of ouder;Molenwaard;4740;10;1.5;0;;10;87.5;;;;;;;;;;
1245;AOW-leeftijd of ouder;Montferland;7590;50;6.5;10;14.5;20;27.5;;;;;;;;;;
1246;AOW-leeftijd of ouder;Montfoort;2410;10;2.5;0;;0;;;;;;;;;;;
1247;AOW-leeftijd of ouder;Mook en Middelaar;1910;0;;0;;0;;;;;;;;;;;
1248;AOW-leeftijd of ouder;Muiden;1350;10;3.5;0;;0;;;;;;;;;;;
1249;AOW-leeftijd of ouder;Naarden;3790;30;7.5;10;19.5;10;19.5;;;;;;;;;;
1250;AOW-leeftijd of ouder;Neder-Betuwe;3660;10;2.5;0;;0;;;;;;;;;;;
1251;AOW-leeftijd of ouder;Nederweert;3460;0;;0;;0;;;;;;;;;;;
1252;AOW-leeftijd of ouder;Neerijnen;2010;10;2.5;0;;0;;;;;;;;;;;
1253;AOW-leeftijd of ouder;Nieuwegein;10860;140;13.5;20;14.0;30;19.0;;;;;;;;;;
1254;AOW-leeftijd of ouder;Nieuwkoop;5130;20;4.0;10;27.0;0;;;;;;;;;;;
1255;AOW-leeftijd of ouder;Nijkerk;7230;60;7.5;10;12.5;10;20.5;;;;;;;;;;
1256;AOW-leeftijd of ouder;Nijmegen;25160;730;29.0;120;14.0;210;25.5;;;;;;;;;;
1257;AOW-leeftijd of ouder;Nissewaard;14990;230;15.5;30;12.0;50;18.5;;;;;;;;;;
1258;AOW-leeftijd of ouder;Noord-Beveland;1870;10;3.0;0;;0;;;;;;;;;;;
1259;AOW-leeftijd of ouder;Noordenveld;7790;20;2.5;10;28.5;10;66.5;;;;;;;;;;
1260;AOW-leeftijd of ouder;Noordoostpolder;7370;70;9.0;10;16.5;30;34.0;;;;;;;;;;
1261;AOW-leeftijd of ouder;Noordwijk;5280;30;5.5;0;;0;;;;;;;;;;;
1262;AOW-leeftijd of ouder;Noordwijkerhout;3200;20;5.5;10;29.5;10;29.5;;;;;;;;;;
1263;AOW-leeftijd of ouder;Nuenen, Gerwen en Nederwetten;5470;20;4.0;10;22.5;10;45.5;;;;;;;;;;
1264;AOW-leeftijd of ouder;Nunspeet;5050;20;3.0;0;;10;44.5;;;;;;;;;;
1265;AOW-leeftijd of ouder;Nuth;3900;10;3.5;0;;0;;;;;;;;;;;
1266;AOW-leeftijd of ouder;Oegstgeest;4570;20;5.0;0;;0;;;;;;;;;;;
1267;AOW-leeftijd of ouder;Oirschot;3560;10;2.0;0;;0;;;;;;;;;;;
1268;AOW-leeftijd of ouder;Oisterwijk;5770;30;5.0;10;13.0;10;18.5;;;;;;;;;;
1269;AOW-leeftijd of ouder;Oldambt;8680;50;6.0;20;29.5;10;20.5;;;;;;;;;;
1270;AOW-leeftijd of ouder;Oldebroek;3980;10;2.0;0;;0;;;;;;;;;;;
1271;AOW-leeftijd of ouder;Oldenzaal;6660;90;14.0;10;9.5;20;21.5;;;;;;;;;;
1272;AOW-leeftijd of ouder;Olst-Wijhe;3480;10;1.5;0;;0;;;;;;;;;;;
1273;AOW-leeftijd of ouder;Ommen;3570;10;3.0;10;63.5;10;63.5;;;;;;;;;;
1274;AOW-leeftijd of ouder;Onderbanken;1700;10;8.0;0;;10;33.5;;;;;;;;;;
1275;AOW-leeftijd of ouder;Oost Gelre;5830;20;3.5;10;23.0;10;31.0;;;;;;;;;;
1276;AOW-leeftijd of ouder;Oosterhout;11180;140;12.0;20;12.0;40;24.0;;;;;;;;;;
1277;AOW-leeftijd of ouder;Ooststellingwerf;5610;20;3.0;10;25.0;10;40.0;;;;;;;;;;
1278;AOW-leeftijd of ouder;Oostzaan;1850;10;3.0;0;;0;;;;;;;;;;;
1279;AOW-leeftijd of ouder;Opmeer;2190;0;;0;;0;;;;;;;;;;;
1280;AOW-leeftijd of ouder;Opsterland;5790;20;3.0;0;;10;70.5;;;;;;;;;;
1281;AOW-leeftijd of ouder;Oss;16470;190;11.5;40;18.0;70;30.0;;;;;;;;;;
1282;AOW-leeftijd of ouder;Oud-Beijerland;4490;10;2.5;0;;0;;;;;;;;;;;
1283;AOW-leeftijd of ouder;Oude IJsselstreek;8470;70;8.0;10;15.0;30;31.0;;;;;;;;;;
1284;AOW-leeftijd of ouder;Ouder-Amstel;2670;30;10.0;0;;10;20.0;;;;;;;;;;
1285;AOW-leeftijd of ouder;Oudewater;1970;10;4.0;0;;0;;;;;;;;;;;
1286;AOW-leeftijd of ouder;Overbetuwe;8120;30;4.0;10;20.5;10;26.5;;;;;;;;;;
1287;AOW-leeftijd of ouder;Papendrecht;6590;50;8.0;0;;10;22.0;;;;;;;;;;
1288;AOW-leeftijd of ouder;Peel en Maas;8600;40;4.5;10;27.0;10;27.0;;;;;;;;;;
1289;AOW-leeftijd of ouder;Pekela;2570;10;5.0;10;50.0;0;;;;;;;;;;;
1290;AOW-leeftijd of ouder;Pijnacker-Nootdorp;7190;40;6.0;10;11.5;10;16.5;;;;;;;;;;
1291;AOW-leeftijd of ouder;Purmerend;14510;260;17.5;20;8.5;40;15.0;;;;;;;;;;
1292;AOW-leeftijd of ouder;Putten;4630;10;3.0;0;;0;;;;;;;;;;;
1293;AOW-leeftijd of ouder;Raalte;7290;20;3.5;10;20.0;10;43.5;;;;;;;;;;
1294;AOW-leeftijd of ouder;Reimerswaal;3640;20;5.5;10;30.5;10;21.5;;;;;;;;;;
1295;AOW-leeftijd of ouder;Renkum;8110;40;5.0;10;13.0;10;20.5;;;;;;;;;;
1296;AOW-leeftijd of ouder;Renswoude;730;0;;0;;0;;;;;;;;;;;
1297;AOW-leeftijd of ouder;Reusel-De Mierden;2200;0;;0;;0;;;;;;;;;;;
1298;AOW-leeftijd of ouder;Rheden;10910;60;5.5;10;17.5;20;29.0;;;;;;;;;;
1299;AOW-leeftijd of ouder;Rhenen;3900;20;4.5;0;;10;28.5;;;;;;;;;;
1300;AOW-leeftijd of ouder;Ridderkerk;10660;90;8.0;10;15.0;20;23.5;;;;;;;;;;
1301;AOW-leeftijd of ouder;Rijnwaarden;2090;10;6.0;0;;10;33.5;;;;;;;;;;
1302;AOW-leeftijd of ouder;Rijssen-Holten;6580;80;11.5;10;8.0;10;13.5;;;;;;;;;;
1303;AOW-leeftijd of ouder;Rijswijk (ZH.);11090;170;15.0;10;8.0;30;16.0;;;;;;;;;;
1304;AOW-leeftijd of ouder;Roerdalen;4910;40;7.0;10;18.5;10;18.5;;;;;;;;;;
1305;AOW-leeftijd of ouder;Roermond;10940;250;22.5;40;15.0;70;22.0;;;;;;;;;;
1306;AOW-leeftijd of ouder;De Ronde Venen;8190;30;4.0;10;14.5;10;35.5;;;;;;;;;;
1307;AOW-leeftijd of ouder;Roosendaal;15230;230;15.0;30;11.0;70;26.0;;;;;;;;;;
1308;AOW-leeftijd of ouder;Rotterdam;93690;6180;66.0;900;12.5;1450;20.0;;;;;;;;;;
1309;AOW-leeftijd of ouder;Rozendaal;400;0;;0;;0;;;;;;;;;;;
1310;AOW-leeftijd of ouder;Rucphen;4620;20;3.5;0;;10;37.0;;;;;;;;;;
1311;AOW-leeftijd of ouder;Schagen;10000;50;5.0;10;21.5;20;33.5;;;;;;;;;;
1312;AOW-leeftijd of ouder;Scherpenzeel;1700;0;;0;;0;;;;;;;;;;;
1313;AOW-leeftijd of ouder;Schiedam;12910;320;24.5;70;18.5;110;28.0;;;;;;;;;;
1314;AOW-leeftijd of ouder;Schiermonnikoog;250;0;;0;;0;;;;;;;;;;;
1315;AOW-leeftijd of ouder;Schijndel;4490;30;6.0;10;21.5;0;;;;;;;;;;;
1316;AOW-leeftijd of ouder;Schinnen;3140;10;3.0;0;;0;;;;;;;;;;;
1317;AOW-leeftijd of ouder;Schouwen-Duiveland;8470;30;4.0;0;;10;20.0;;;;;;;;;;
1318;AOW-leeftijd of ouder;Simpelveld;2600;10;4.5;0;;0;;;;;;;;;;;
1319;AOW-leeftijd of ouder;Sint Anthonis;2260;0;;0;;0;;;;;;;;;;;
1320;AOW-leeftijd of ouder;Sint-Michielsgestel;5770;20;3.0;0;;10;31.5;;;;;;;;;;
1321;AOW-leeftijd of ouder;Sint-Oedenrode;3610;20;4.5;0;;10;35.5;;;;;;;;;;
1322;AOW-leeftijd of ouder;Sittard-Geleen;20070;230;11.5;40;16.5;80;29.5;;;;;;;;;;
1323;AOW-leeftijd of ouder;Sliedrecht;4700;40;8.0;10;17.0;10;29.5;;;;;;;;;;
1324;AOW-leeftijd of ouder;Slochteren;2830;10;3.0;0;;0;;;;;;;;;;;
1325;AOW-leeftijd of ouder;Sluis;6190;40;6.5;10;13.0;10;30.5;;;;;;;;;;
1326;AOW-leeftijd of ouder;Smallingerland;10880;80;7.0;10;13.0;20;31.5;;;;;;;;;;
1327;AOW-leeftijd of ouder;Soest;9820;100;10.0;20;15.5;40;27.0;;;;;;;;;;
1328;AOW-leeftijd of ouder;Someren;3500;10;3.5;0;;0;;;;;;;;;;;
1329;AOW-leeftijd of ouder;Son en Breugel;3650;10;3.5;0;;10;35.5;;;;;;;;;;
1330;AOW-leeftijd of ouder;Stadskanaal;7590;40;5.5;10;13.5;10;29.5;;;;;;;;;;
1331;AOW-leeftijd of ouder;Staphorst;2410;10;3.0;0;;0;;;;;;;;;;;
1332;AOW-leeftijd of ouder;Stede Broec;4180;20;3.5;0;;10;38.5;;;;;;;;;;
1333;AOW-leeftijd of ouder;Steenbergen;4790;20;3.5;0;;0;;;;;;;;;;;
1334;AOW-leeftijd of ouder;Steenwijkerland;8940;30;3.5;10;20.0;20;60.0;;;;;;;;;;
1335;AOW-leeftijd of ouder;Stein (L.);6020;20;2.5;0;;10;44.0;;;;;;;;;;
1336;AOW-leeftijd of ouder;Stichtse Vecht;11730;110;9.0;10;11.5;20;18.5;;;;;;;;;;
1337;AOW-leeftijd of ouder;Strijen;1800;0;;0;;0;;;;;;;;;;;
1338;AOW-leeftijd of ouder;Súdwest-Fryslân;17130;70;4.0;10;16.0;30;36.0;;;;;;;;;;
1339;AOW-leeftijd of ouder;Terneuzen;12790;120;9.0;30;17.5;50;32.0;;;;;;;;;;
1340;AOW-leeftijd of ouder;Terschelling;1040;0;;0;;0;;;;;;;;;;;
1341;AOW-leeftijd of ouder;Texel;3050;10;2.5;0;;0;;;;;;;;;;;
1342;AOW-leeftijd of ouder;Teylingen;6510;30;4.5;0;;10;18.0;;;;;;;;;;
1343;AOW-leeftijd of ouder;Tholen;4480;20;4.0;0;;0;;;;;;;;;;;
1344;AOW-leeftijd of ouder;Tiel;6710;130;19.5;20;13.0;30;19.5;;;;;;;;;;
1345;AOW-leeftijd of ouder;Tilburg;33330;630;19.0;80;11.5;170;24.0;;;;;;;;;;
1346;AOW-leeftijd of ouder;Tubbergen;3510;0;;0;;0;;;;;;;;;;;
1347;AOW-leeftijd of ouder;Twenterand;5760;20;3.0;10;52.5;0;;;;;;;;;;;
1348;AOW-leeftijd of ouder;Tynaarlo;7580;10;1.5;0;;10;54.0;;;;;;;;;;
1349;AOW-leeftijd of ouder;Tytsjerksteradiel;6810;20;2.5;0;;10;37.5;;;;;;;;;;
1350;AOW-leeftijd of ouder;Uden;8000;70;9.0;10;18.5;20;19.5;;;;;;;;;;
1351;AOW-leeftijd of ouder;Uitgeest;2140;10;4.5;0;;10;41.5;;;;;;;;;;
1352;AOW-leeftijd of ouder;Uithoorn;5190;40;7.5;0;;10;16.5;;;;;;;;;;
1353;AOW-leeftijd of ouder;Urk;1730;10;4.0;0;;0;;;;;;;;;;;
1354;AOW-leeftijd of ouder;Utrecht (gemeente);33900;1410;41.5;220;12.5;490;27.5;;;;;;;;;;
1355;AOW-leeftijd of ouder;Utrechtse Heuvelrug;11280;60;5.5;10;13.0;20;32.5;;;;;;;;;;
1356;AOW-leeftijd of ouder;Vaals;2510;70;28.0;10;12.0;10;13.0;;;;;;;;;;
1357;AOW-leeftijd of ouder;Valkenburg aan de Geul;4380;30;6.5;0;;10;28.5;;;;;;;;;;
1358;AOW-leeftijd of ouder;Valkenswaard;7210;40;5.0;0;;10;16.0;;;;;;;;;;
1359;AOW-leeftijd of ouder;Veendam;5710;40;7.5;10;19.5;20;39.0;;;;;;;;;;
1360;AOW-leeftijd of ouder;Veenendaal;10510;240;23.0;40;13.5;60;20.0;;;;;;;;;;
1361;AOW-leeftijd of ouder;Veere;5380;20;3.0;0;;10;28.0;;;;;;;;;;
1362;AOW-leeftijd of ouder;Veghel;6670;110;16.0;20;15.0;20;18.0;;;;;;;;;;
1363;AOW-leeftijd of ouder;Veldhoven;8890;40;4.5;10;11.0;10;17.5;;;;;;;;;;
1364;AOW-leeftijd of ouder;Velsen;12900;90;7.5;10;8.5;30;26.0;;;;;;;;;;
1365;AOW-leeftijd of ouder;Venlo;20010;320;16.0;50;13.5;110;29.5;;;;;;;;;;
1366;AOW-leeftijd of ouder;Venray;8110;60;8.0;10;12.5;20;27.0;;;;;;;;;;
1367;AOW-leeftijd of ouder;Vianen;3770;20;6.5;0;;10;27.5;;;;;;;;;;
1368;AOW-leeftijd of ouder;Vlaardingen;14650;240;16.5;40;14.5;70;26.5;;;;;;;;;;
1369;AOW-leeftijd of ouder;Vlagtwedde;3890;20;4.0;10;29.5;0;;;;;;;;;;;
1370;AOW-leeftijd of ouder;Vlieland;210;0;;0;;0;;;;;;;;;;;
1371;AOW-leeftijd of ouder;Vlissingen;9650;140;14.5;20;11.5;50;30.0;;;;;;;;;;
1372;AOW-leeftijd of ouder;Voerendaal;3150;10;2.5;0;;0;;;;;;;;;;;
1373;AOW-leeftijd of ouder;Voorschoten;5510;40;8.0;0;;10;19.5;;;;;;;;;;
1374;AOW-leeftijd of ouder;Voorst;5220;30;6.0;10;16.0;10;19.5;;;;;;;;;;
1375;AOW-leeftijd of ouder;Vught;5160;30;5.0;10;31.0;10;27.0;;;;;;;;;;
1376;AOW-leeftijd of ouder;Waalre;3920;30;7.0;10;22.0;10;15.5;;;;;;;;;;
1377;AOW-leeftijd of ouder;Waalwijk;9340;80;9.0;10;12.5;30;26.0;;;;;;;;;;
1378;AOW-leeftijd of ouder;Waddinxveen;4960;40;8.5;10;19.0;10;24.5;;;;;;;;;;
1379;AOW-leeftijd of ouder;Wageningen;5700;60;10.0;10;9.0;20;23.0;;;;;;;;;;
1380;AOW-leeftijd of ouder;Wassenaar;6410;40;5.5;0;;10;28.5;;;;;;;;;;
1381;AOW-leeftijd of ouder;Waterland;3830;10;3.5;0;;0;;;;;;;;;;;
1382;AOW-leeftijd of ouder;Weert;10560;100;9.5;10;10.0;40;29.0;;;;;;;;;;
1383;AOW-leeftijd of ouder;Weesp;3530;70;20.5;10;9.0;10;11.5;;;;;;;;;;
1384;AOW-leeftijd of ouder;Werkendam;4910;20;3.5;10;30.0;10;30.0;;;;;;;;;;
1385;AOW-leeftijd of ouder;West Maas en Waal;3550;10;3.0;0;;10;66.5;;;;;;;;;;
1386;AOW-leeftijd of ouder;Westerveld;4940;10;2.0;0;;10;75.0;;;;;;;;;;
1387;AOW-leeftijd of ouder;Westervoort;2430;30;13.0;10;14.5;10;32.5;;;;;;;;;;
1388;AOW-leeftijd of ouder;Westland;18780;100;5.5;20;21.0;30;24.0;;;;;;;;;;
1389;AOW-leeftijd of ouder;Weststellingwerf;5620;20;4.0;0;;10;35.0;;;;;;;;;;
1390;AOW-leeftijd of ouder;Westvoorne;3600;0;;0;;0;;;;;;;;;;;
1391;AOW-leeftijd of ouder;Wierden;4620;20;4.5;0;;0;;;;;;;;;;;
1392;AOW-leeftijd of ouder;Wijchen;7600;50;6.5;10;22.0;10;23.5;;;;;;;;;;
1393;AOW-leeftijd of ouder;Wijdemeren;5380;20;4.0;0;;10;30.5;;;;;;;;;;
1394;AOW-leeftijd of ouder;Wijk bij Duurstede;3920;30;7.0;0;;0;;;;;;;;;;;
1395;AOW-leeftijd of ouder;Winsum;2780;10;2.0;0;;10;62.5;;;;;;;;;;
1396;AOW-leeftijd of ouder;Winterswijk;6090;60;9.5;10;15.5;20;28.5;;;;;;;;;;
1397;AOW-leeftijd of ouder;Woensdrecht;4910;20;4.5;0;;10;31.0;;;;;;;;;;
1398;AOW-leeftijd of ouder;Woerden;8700;80;8.5;0;;10;13.5;;;;;;;;;;
1399;AOW-leeftijd of ouder;De Wolden;5260;10;2.5;0;;0;;;;;;;;;;;
1400;AOW-leeftijd of ouder;Wormerland;3440;20;5.0;10;22.5;0;;;;;;;;;;;
1401;AOW-leeftijd of ouder;Woudenberg;2300;10;5.0;0;;0;;;;;;;;;;;
1402;AOW-leeftijd of ouder;Woudrichem;2670;0;;0;;0;;;;;;;;;;;
1403;AOW-leeftijd of ouder;Zaanstad;26360;420;16.0;70;14.0;130;25.0;;;;;;;;;;
1404;AOW-leeftijd of ouder;Zaltbommel;4630;40;9.5;10;13.0;10;22.5;;;;;;;;;;
1405;AOW-leeftijd of ouder;Zandvoort;4260;30;7.5;10;13.5;10;32.5;;;;;;;;;;
1406;AOW-leeftijd of ouder;Zederik;2450;10;3.0;0;;0;;;;;;;;;;;
1407;AOW-leeftijd of ouder;Zeevang;1330;0;;0;;0;;;;;;;;;;;
1408;AOW-leeftijd of ouder;Zeewolde;2450;20;6.5;0;;0;;;;;;;;;;;
1409;AOW-leeftijd of ouder;Zeist;12470;160;13.0;20;12.0;40;23.5;;;;;;;;;;
1410;AOW-leeftijd of ouder;Zevenaar;7300;50;7.0;10;22.0;10;17.0;;;;;;;;;;
1411;AOW-leeftijd of ouder;Zoetermeer;20250;540;26.5;50;8.0;70;13.0;;;;;;;;;;
1412;AOW-leeftijd of ouder;Zoeterwoude;1600;0;;0;;0;;;;;;;;;;;
1413;AOW-leeftijd of ouder;Zuidhorn;3460;10;4.0;0;;0;;;;;;;;;;;
1414;AOW-leeftijd of ouder;Zuidplas;6920;50;7.0;10;11.0;20;29.5;;;;;;;;;;
1415;AOW-leeftijd of ouder;Zundert;4310;10;2.5;0;;10;57.0;;;;;;;;;;
1416;AOW-leeftijd of ouder;Zutphen;9010;80;9.0;10;15.5;40;42.0;;;;;;;;;;
1417;AOW-leeftijd of ouder;Zwartewaterland;3420;10;2.0;0;;10;71.5;;;;;;;;;;
1418;AOW-leeftijd of ouder;Zwijndrecht;9560;140;14.5;20;11.5;20;13.5;;;;;;;;;;
1419;AOW-leeftijd of ouder;Zwolle;18090;260;14.5;30;10.0;80;27.0;;;;;;;;;;
1420;AOW-leeftijd of ouder;Groningen (AM);139420;1140;8.0;200;16.5;370;30.5;;;;;;;;;;
1421;AOW-leeftijd of ouder;Friesland (AM);127080;740;6.0;140;18.0;260;33.5;;;;;;;;;;
1422;AOW-leeftijd of ouder;Drenthe (AM);59180;350;6.0;60;17.0;110;28.5;;;;;;;;;;
1423;AOW-leeftijd of ouder;IJsselvechtstreek (AM);88960;540;6.0;100;16.5;190;32.0;;;;;;;;;;
1424;AOW-leeftijd of ouder;Twente (AM);116770;2140;18.5;280;12.0;420;18.0;;;;;;;;;;
1425;AOW-leeftijd of ouder;Stedendriehoek en Noordwest Veluwe (AM);115810;880;7.5;160;15.5;300;29.0;;;;;;;;;;
1426;AOW-leeftijd of ouder;Midden-Gelderland (AM);76370;1180;15.5;200;15.0;350;26.0;;;;;;;;;;
1427;AOW-leeftijd of ouder;Rijk van Nijmegen (AM);53530;910;17.0;150;14.5;260;25.0;;;;;;;;;;
1428;AOW-leeftijd of ouder;Achterhoek (AM);62910;360;6.0;70;17.0;130;30.5;;;;;;;;;;
1429;AOW-leeftijd of ouder;Rivierenland (AM);38680;360;9.5;60;14.5;90;20.5;;;;;;;;;;
1430;AOW-leeftijd of ouder;Flevoland (AM);46750;1150;24.5;140;11.0;240;18.0;;;;;;;;;;
1431;AOW-leeftijd of ouder;Gooi en Vechtstreek (AM);53010;550;10.5;100;16.0;130;21.5;;;;;;;;;;
1432;AOW-leeftijd of ouder;Midden-Utrecht (AM);127290;2180;17.0;320;12.0;670;25.5;;;;;;;;;;
1433;AOW-leeftijd of ouder;Amersfoort (AM);54400;700;13.0;100;11.5;200;23.5;;;;;;;;;;
1434;AOW-leeftijd of ouder;Noord-Holland Noord (AM);127290;1010;8.0;160;14.0;270;24.5;;;;;;;;;;
1435;AOW-leeftijd of ouder;Zuid-Kennemerland (AM);74170;700;9.5;100;12.5;190;24.0;;;;;;;;;;
1436;AOW-leeftijd of ouder;Zaanstreek/Waterland (AM);60620;750;12.5;110;12.5;190;21.5;;;;;;;;;;
1437;AOW-leeftijd of ouder;Groot Amsterdam (AM);162910;7740;47.5;1070;12.0;1900;21.5;;;;;;;;;;
1438;AOW-leeftijd of ouder;Holland Rijnland (AM);91790;850;9.0;110;11.5;210;21.5;;;;;;;;;;
1439;AOW-leeftijd of ouder;Midden-Holland (AM);41410;510;12.5;60;11.5;110;19.0;;;;;;;;;;
1440;AOW-leeftijd of ouder;Haaglanden (AM);120280;4880;40.5;580;10.5;950;17.5;;;;;;;;;;
1441;AOW-leeftijd of ouder;Rijnmond (AM);225190;7730;34.5;1140;13.0;1880;21.0;;;;;;;;;;
1442;AOW-leeftijd of ouder;Drechtsteden (AM);50310;740;15.0;110;12.5;190;22.0;;;;;;;;;;
1443;AOW-leeftijd of ouder;Zeeland (AM);83360;650;8.0;90;12.5;180;25.5;;;;;;;;;;
1444;AOW-leeftijd of ouder;West-Brabant (AM);130110;1330;10.0;220;13.5;450;28.0;;;;;;;;;;
1445;AOW-leeftijd of ouder;Midden-Brabant (AM);82820;920;11.0;140;12.5;260;24.5;;;;;;;;;;
1446;AOW-leeftijd of ouder;Noordoost-Brabant (AM);111760;1090;10.0;200;16.0;300;24.0;;;;;;;;;;
1447;AOW-leeftijd of ouder;Zuidoost-Brabant (AM);96060;1080;11.0;180;14.0;330;26.0;;;;;;;;;;
1448;AOW-leeftijd of ouder;Noord-Limburg (AM);53800;510;9.5;90;14.5;170;28.0;;;;;;;;;;
