ID;Geslacht;Leeftijd;Herkomstland;Geboorteland;GeboortelandOuders;Perioden;BevolkingOpDeEersteVanDeMaand_1
4761;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2022 april;62795.0
4762;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2022 mei;62891.0
4763;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2022 juni;62995.0
4764;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2022 juli;63143.0
4765;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2022 augustus;63262.0
4766;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2022 september;63397.0
4767;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2022 oktober;63530.0
4768;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2022 november;63629.0
4769;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2022 december;63753.0
4770;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 januari;64013.0
4771;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 februari;64152.0
4772;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 maart;64254.0
4773;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 april;64363.0
4774;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 mei;64457.0
4775;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 juni;64609.0
4776;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 juli;64733.0
4777;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 augustus;64865.0
4778;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 september;65004.0
4779;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 oktober;65114.0
4780;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 november;65219.0
4781;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2023 december;65329.0
4782;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 januari;65551.0
4783;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 februari;65720.0
4784;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 maart;65873.0
4785;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 april;66031.0
4786;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 mei;66168.0
4787;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 juni;66342.0
4788;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 juli;66511.0
4789;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 augustus;66715.0
4790;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 september;66913.0
4791;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 oktober;67091.0
4792;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 november;67251.0
4793;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2024 december;67417.0
4794;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2025 januari;67588.0
4795;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2025 februari;67750.0
4796;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Eén ouder in NL, één ouder buiten NL;2025 maart;68158.0
4797;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 januari;268084.0
4798;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 februari;269174.0
4799;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 maart;270374.0
4800;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 april;271744.0
4801;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 mei;273428.0
4802;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 juni;275340.0
4803;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 juli;277082.0
4804;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 augustus;278454.0
4805;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 september;279701.0
4806;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 oktober;281188.0
4807;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 november;282483.0
4808;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2022 december;283736.0
4809;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 januari;284671.0
4810;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 februari;286008.0
4811;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 maart;287303.0
4812;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 april;288779.0
4813;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 mei;289797.0
4814;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 juni;291062.0
4815;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 juli;292359.0
4816;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 augustus;293552.0
4817;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 september;295037.0
4818;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 oktober;296859.0
4819;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 november;298543.0
4820;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2023 december;299910.0
4821;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 januari;300877.0
4822;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 februari;303081.0
4823;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 maart;305132.0
4824;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 april;307109.0
4825;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 mei;309116.0
4826;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 juni;311071.0
4827;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 juli;313042.0
4828;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 augustus;315104.0
4829;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 september;317372.0
4830;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 oktober;319809.0
4831;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 november;322180.0
4832;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2024 december;324412.0
4833;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2025 januari;326628.0
4834;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2025 februari;329514.0
4835;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Totaal;Twee ouders geboren buiten NL;2025 maart;332692.0
4836;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 januari;131667.0
4837;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 februari;132092.0
4838;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 maart;132451.0
4839;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 april;132852.0
4840;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 mei;133226.0
4841;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 juni;133625.0
4842;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 juli;134056.0
4843;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 augustus;134448.0
4844;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 september;134793.0
4845;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 oktober;135169.0
4846;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 november;135535.0
4847;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2022 december;135892.0
4848;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 januari;136358.0
4849;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 februari;136715.0
4850;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 maart;137109.0
4851;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 april;137542.0
4852;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 mei;137946.0
4853;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 juni;138390.0
4854;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 juli;138848.0
4855;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 augustus;139330.0
4856;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 september;139701.0
4857;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 oktober;140090.0
4858;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 november;140507.0
4859;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2023 december;140891.0
4860;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 januari;141377.0
4861;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 februari;141885.0
4862;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 maart;142405.0
4863;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 april;142936.0
4864;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 mei;143442.0
4865;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 juni;144035.0
4866;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 juli;144608.0
4867;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 augustus;145223.0
4868;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 september;145812.0
4869;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 oktober;146403.0
4870;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 november;146953.0
4871;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2024 december;147492.0
4872;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2025 januari;148040.0
4873;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2025 februari;148619.0
4874;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Totaal;2025 maart;149361.0
4875;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 januari;
4876;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 februari;
4877;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 maart;
4878;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 april;
4879;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 mei;
4880;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 juni;
4881;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 juli;
4882;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 augustus;
4883;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 september;
4884;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 oktober;
4885;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 november;
4886;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2022 december;
4887;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 januari;
4888;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 februari;
4889;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 maart;
4890;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 april;
4891;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 mei;
4892;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 juni;
4893;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 juli;
4894;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 augustus;
4895;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 september;
4896;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 oktober;
4897;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 november;
4898;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2023 december;
4899;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 januari;
4900;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 februari;
4901;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 maart;
4902;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 april;
4903;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 mei;
4904;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 juni;
4905;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 juli;
4906;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 augustus;
4907;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 september;
4908;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 oktober;
4909;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 november;
4910;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2024 december;
4911;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2025 januari;
4912;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2025 februari;
4913;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Twee ouders geboren in NL;2025 maart;
4914;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 januari;55744.0
4915;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 februari;55863.0
4916;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 maart;55953.0
4917;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 april;56086.0
4918;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 mei;56175.0
4919;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 juni;56270.0
4920;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 juli;56404.0
4921;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 augustus;56507.0
4922;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 september;56618.0
4923;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 oktober;56733.0
4924;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 november;56831.0
4925;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022 december;56945.0
4926;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 januari;57163.0
4927;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 februari;57286.0
4928;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 maart;57385.0
4929;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 april;57493.0
4930;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 mei;57579.0
4931;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 juni;57722.0
4932;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 juli;57833.0
4933;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 augustus;57956.0
4934;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 september;58088.0
4935;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 oktober;58199.0
4936;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 november;58299.0
4937;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023 december;58412.0
4938;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 januari;58606.0
4939;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 februari;58750.0
4940;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 maart;58897.0
4941;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 april;59040.0
4942;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 mei;59166.0
4943;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 juni;59333.0
4944;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 juli;59493.0
4945;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 augustus;59678.0
4946;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 september;59856.0
4947;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 oktober;60022.0
4948;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 november;60170.0
4949;Totaal mannen en vrouwen;Totaal leeftijd;Afrika (exclusief Marokko);Geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024 december;60328.0
