ID;BedrijfstakkenBranchesSBI2008;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
5263;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 31;2
5264;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 32;3
5265;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 33;0
5266;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 34;3
5267;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 35;6
5268;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 36;2
5269;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 37;1
5270;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 38;2
5271;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 39;14
5272;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 40;3
5273;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 41;5
5274;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 42;2
5275;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 43;2
5276;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 44;1
5277;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 45;7
5278;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 46;5
5279;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 47;4
5280;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 48;2
5281;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 49;2
5282;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 50;3
5283;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 51;1
5284;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 52;4
5285;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2020 week 53;3
5286;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 1;0
5287;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 2;6
5288;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 3;5
5289;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 4;2
5290;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 5;3
5291;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 6;1
5292;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 7;5
5293;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 8;0
5294;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 9;2
5295;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 10;5
5296;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 11;2
5297;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 12;6
5298;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 13;1
5299;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 14;4
5300;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 15;2
5301;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 16;5
5302;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 17;0
5303;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 18;7
5304;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 19;4
5305;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 20;4
5306;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 21;4
5307;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 22;2
5308;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 23;3
5309;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 24;1
5310;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 25;2
5311;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 26;0
5312;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 27;3
5313;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 28;1
5314;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 29;2
5315;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 30;2
5316;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 31;1
5317;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 32;1
5318;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 33;1
5319;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 34;0
5320;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 35;0
5321;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 36;1
5322;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 37;0
5323;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 38;0
5324;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 39;5
5325;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 40;1
5326;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 41;5
5327;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 42;6
5328;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 43;3
5329;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 44;3
5330;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 45;5
5331;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 46;2
5332;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 47;4
5333;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 48;1
5334;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 49;2
5335;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 50;2
5336;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 51;1
5337;H Vervoer en opslag;Bedrijven, instellingen en eenmanszaken;2021 week 52;3
5338;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 1;0
5339;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 2;0
5340;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 3;3
5341;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 4;0
5342;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 5;1
5343;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 6;1
5344;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 7;1
5345;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 8;1
5346;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 9;1
5347;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 10;0
5348;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 11;0
5349;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 12;1
5350;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 13;0
5351;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 14;0
5352;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 15;0
5353;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 16;0
5354;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 17;0
5355;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 18;0
5356;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 19;1
5357;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 20;0
5358;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 21;2
5359;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 22;0
5360;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 23;0
5361;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 24;1
5362;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 25;1
5363;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 26;0
5364;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 27;0
5365;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 28;0
5366;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 29;2
5367;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 30;0
5368;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 31;2
5369;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 32;0
5370;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 33;0
5371;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 34;0
5372;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 35;1
5373;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 36;0
5374;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 37;0
5375;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 38;3
5376;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 39;1
5377;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 40;1
5378;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 41;1
5379;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 42;0
5380;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 43;0
5381;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 44;1
5382;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 45;0
5383;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 46;0
5384;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 47;0
5385;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 48;0
5386;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 49;2
5387;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 50;1
5388;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 51;0
5389;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2019 week 52;2
5390;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 1;0
5391;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 2;1
5392;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 3;1
5393;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 4;0
5394;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 5;0
5395;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 6;1
5396;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 7;2
5397;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 8;0
5398;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 9;1
5399;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 10;1
5400;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 11;2
5401;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 12;1
5402;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 13;0
5403;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 14;0
5404;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 15;1
5405;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 16;0
5406;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 17;0
5407;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 18;0
5408;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 19;0
5409;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 20;1
5410;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 21;0
5411;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 22;0
5412;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 23;1
5413;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 24;0
5414;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 25;0
5415;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 26;0
5416;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 27;1
5417;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 28;2
5418;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 29;1
5419;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 30;0
5420;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 31;0
5421;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 32;0
5422;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 33;0
5423;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 34;0
5424;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 35;1
5425;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 36;0
5426;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 37;0
5427;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 38;0
5428;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 39;2
5429;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 40;0
5430;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 41;0
5431;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 42;1
5432;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 43;0
5433;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 44;0
5434;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 45;0
5435;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 46;3
5436;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 47;0
5437;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 48;0
5438;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 49;0
5439;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 50;1
5440;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 51;0
5441;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 52;1
5442;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2020 week 53;0
5443;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 1;0
5444;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 2;2
5445;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 3;1
5446;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 4;0
5447;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 5;1
5448;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 6;0
5449;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 7;2
5450;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 8;0
5451;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 9;0
5452;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 10;1
5453;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 11;0
5454;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 12;2
5455;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 13;0
5456;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 14;1
5457;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 15;1
5458;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 16;1
5459;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 17;0
5460;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 18;2
5461;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 19;2
5462;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 20;0
5463;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 21;1
5464;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 22;0
5465;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 23;0
5466;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 24;1
5467;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 25;1
5468;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 26;0
5469;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 27;1
5470;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 28;1
5471;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 29;0
5472;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 30;0
5473;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 31;0
5474;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 32;0
5475;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 33;0
5476;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 34;0
5477;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 35;0
5478;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 36;0
5479;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 37;0
5480;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 38;0
5481;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 39;2
5482;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 40;0
5483;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 41;0
5484;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 42;1
5485;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 43;1
5486;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 44;2
5487;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 45;0
5488;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 46;0
5489;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 47;2
5490;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 48;1
5491;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 49;0
5492;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 50;1
5493;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 51;0
5494;H Vervoer en opslag;Natuurlijke personen met eenmanszaak;2021 week 52;2
5495;H Vervoer en opslag;Bedrijven en instellingen;2019 week 1;3
5496;H Vervoer en opslag;Bedrijven en instellingen;2019 week 2;4
5497;H Vervoer en opslag;Bedrijven en instellingen;2019 week 3;1
5498;H Vervoer en opslag;Bedrijven en instellingen;2019 week 4;4
5499;H Vervoer en opslag;Bedrijven en instellingen;2019 week 5;2
5500;H Vervoer en opslag;Bedrijven en instellingen;2019 week 6;3
5501;H Vervoer en opslag;Bedrijven en instellingen;2019 week 7;4
5502;H Vervoer en opslag;Bedrijven en instellingen;2019 week 8;3
5503;H Vervoer en opslag;Bedrijven en instellingen;2019 week 9;2
5504;H Vervoer en opslag;Bedrijven en instellingen;2019 week 10;4
5505;H Vervoer en opslag;Bedrijven en instellingen;2019 week 11;0
5506;H Vervoer en opslag;Bedrijven en instellingen;2019 week 12;3
5507;H Vervoer en opslag;Bedrijven en instellingen;2019 week 13;4
5508;H Vervoer en opslag;Bedrijven en instellingen;2019 week 14;6
5509;H Vervoer en opslag;Bedrijven en instellingen;2019 week 15;4
5510;H Vervoer en opslag;Bedrijven en instellingen;2019 week 16;4
5511;H Vervoer en opslag;Bedrijven en instellingen;2019 week 17;5
5512;H Vervoer en opslag;Bedrijven en instellingen;2019 week 18;5
5513;H Vervoer en opslag;Bedrijven en instellingen;2019 week 19;4
5514;H Vervoer en opslag;Bedrijven en instellingen;2019 week 20;2
5515;H Vervoer en opslag;Bedrijven en instellingen;2019 week 21;5
5516;H Vervoer en opslag;Bedrijven en instellingen;2019 week 22;3
5517;H Vervoer en opslag;Bedrijven en instellingen;2019 week 23;4
5518;H Vervoer en opslag;Bedrijven en instellingen;2019 week 24;3
5519;H Vervoer en opslag;Bedrijven en instellingen;2019 week 25;4
5520;H Vervoer en opslag;Bedrijven en instellingen;2019 week 26;1
5521;H Vervoer en opslag;Bedrijven en instellingen;2019 week 27;1
5522;H Vervoer en opslag;Bedrijven en instellingen;2019 week 28;5
5523;H Vervoer en opslag;Bedrijven en instellingen;2019 week 29;4
5524;H Vervoer en opslag;Bedrijven en instellingen;2019 week 30;5
5525;H Vervoer en opslag;Bedrijven en instellingen;2019 week 31;3
5526;H Vervoer en opslag;Bedrijven en instellingen;2019 week 32;1
5527;H Vervoer en opslag;Bedrijven en instellingen;2019 week 33;4
5528;H Vervoer en opslag;Bedrijven en instellingen;2019 week 34;6
5529;H Vervoer en opslag;Bedrijven en instellingen;2019 week 35;6
5530;H Vervoer en opslag;Bedrijven en instellingen;2019 week 36;2
5531;H Vervoer en opslag;Bedrijven en instellingen;2019 week 37;0
5532;H Vervoer en opslag;Bedrijven en instellingen;2019 week 38;10
5533;H Vervoer en opslag;Bedrijven en instellingen;2019 week 39;1
5534;H Vervoer en opslag;Bedrijven en instellingen;2019 week 40;2
5535;H Vervoer en opslag;Bedrijven en instellingen;2019 week 41;11
5536;H Vervoer en opslag;Bedrijven en instellingen;2019 week 42;5
5537;H Vervoer en opslag;Bedrijven en instellingen;2019 week 43;1
5538;H Vervoer en opslag;Bedrijven en instellingen;2019 week 44;3
5539;H Vervoer en opslag;Bedrijven en instellingen;2019 week 45;3
5540;H Vervoer en opslag;Bedrijven en instellingen;2019 week 46;3
5541;H Vervoer en opslag;Bedrijven en instellingen;2019 week 47;3
5542;H Vervoer en opslag;Bedrijven en instellingen;2019 week 48;4
5543;H Vervoer en opslag;Bedrijven en instellingen;2019 week 49;3
5544;H Vervoer en opslag;Bedrijven en instellingen;2019 week 50;2
5545;H Vervoer en opslag;Bedrijven en instellingen;2019 week 51;7
5546;H Vervoer en opslag;Bedrijven en instellingen;2019 week 52;1
5547;H Vervoer en opslag;Bedrijven en instellingen;2020 week 1;0
5548;H Vervoer en opslag;Bedrijven en instellingen;2020 week 2;6
5549;H Vervoer en opslag;Bedrijven en instellingen;2020 week 3;2
5550;H Vervoer en opslag;Bedrijven en instellingen;2020 week 4;6
5551;H Vervoer en opslag;Bedrijven en instellingen;2020 week 5;3
5552;H Vervoer en opslag;Bedrijven en instellingen;2020 week 6;3
5553;H Vervoer en opslag;Bedrijven en instellingen;2020 week 7;31
5554;H Vervoer en opslag;Bedrijven en instellingen;2020 week 8;7
5555;H Vervoer en opslag;Bedrijven en instellingen;2020 week 9;4
5556;H Vervoer en opslag;Bedrijven en instellingen;2020 week 10;3
5557;H Vervoer en opslag;Bedrijven en instellingen;2020 week 11;3
5558;H Vervoer en opslag;Bedrijven en instellingen;2020 week 12;4
5559;H Vervoer en opslag;Bedrijven en instellingen;2020 week 13;0
5560;H Vervoer en opslag;Bedrijven en instellingen;2020 week 14;6
5561;H Vervoer en opslag;Bedrijven en instellingen;2020 week 15;6
5562;H Vervoer en opslag;Bedrijven en instellingen;2020 week 16;2
5563;H Vervoer en opslag;Bedrijven en instellingen;2020 week 17;4
5564;H Vervoer en opslag;Bedrijven en instellingen;2020 week 18;2
5565;H Vervoer en opslag;Bedrijven en instellingen;2020 week 19;2
5566;H Vervoer en opslag;Bedrijven en instellingen;2020 week 20;2
5567;H Vervoer en opslag;Bedrijven en instellingen;2020 week 21;3
5568;H Vervoer en opslag;Bedrijven en instellingen;2020 week 22;4
5569;H Vervoer en opslag;Bedrijven en instellingen;2020 week 23;2
5570;H Vervoer en opslag;Bedrijven en instellingen;2020 week 24;4
5571;H Vervoer en opslag;Bedrijven en instellingen;2020 week 25;1
5572;H Vervoer en opslag;Bedrijven en instellingen;2020 week 26;3
5573;H Vervoer en opslag;Bedrijven en instellingen;2020 week 27;4
5574;H Vervoer en opslag;Bedrijven en instellingen;2020 week 28;3
5575;H Vervoer en opslag;Bedrijven en instellingen;2020 week 29;0
5576;H Vervoer en opslag;Bedrijven en instellingen;2020 week 30;0
5577;H Vervoer en opslag;Bedrijven en instellingen;2020 week 31;2
5578;H Vervoer en opslag;Bedrijven en instellingen;2020 week 32;3
5579;H Vervoer en opslag;Bedrijven en instellingen;2020 week 33;0
5580;H Vervoer en opslag;Bedrijven en instellingen;2020 week 34;3
5581;H Vervoer en opslag;Bedrijven en instellingen;2020 week 35;5
5582;H Vervoer en opslag;Bedrijven en instellingen;2020 week 36;2
5583;H Vervoer en opslag;Bedrijven en instellingen;2020 week 37;1
5584;H Vervoer en opslag;Bedrijven en instellingen;2020 week 38;2
5585;H Vervoer en opslag;Bedrijven en instellingen;2020 week 39;12
5586;H Vervoer en opslag;Bedrijven en instellingen;2020 week 40;3
5587;H Vervoer en opslag;Bedrijven en instellingen;2020 week 41;5
5588;H Vervoer en opslag;Bedrijven en instellingen;2020 week 42;1
5589;H Vervoer en opslag;Bedrijven en instellingen;2020 week 43;2
5590;H Vervoer en opslag;Bedrijven en instellingen;2020 week 44;1
5591;H Vervoer en opslag;Bedrijven en instellingen;2020 week 45;7
5592;H Vervoer en opslag;Bedrijven en instellingen;2020 week 46;2
5593;H Vervoer en opslag;Bedrijven en instellingen;2020 week 47;4
5594;H Vervoer en opslag;Bedrijven en instellingen;2020 week 48;2
5595;H Vervoer en opslag;Bedrijven en instellingen;2020 week 49;2
5596;H Vervoer en opslag;Bedrijven en instellingen;2020 week 50;2
5597;H Vervoer en opslag;Bedrijven en instellingen;2020 week 51;1
5598;H Vervoer en opslag;Bedrijven en instellingen;2020 week 52;3
5599;H Vervoer en opslag;Bedrijven en instellingen;2020 week 53;3
5600;H Vervoer en opslag;Bedrijven en instellingen;2021 week 1;0
5601;H Vervoer en opslag;Bedrijven en instellingen;2021 week 2;4
5602;H Vervoer en opslag;Bedrijven en instellingen;2021 week 3;4
5603;H Vervoer en opslag;Bedrijven en instellingen;2021 week 4;2
5604;H Vervoer en opslag;Bedrijven en instellingen;2021 week 5;2
5605;H Vervoer en opslag;Bedrijven en instellingen;2021 week 6;1
5606;H Vervoer en opslag;Bedrijven en instellingen;2021 week 7;3
5607;H Vervoer en opslag;Bedrijven en instellingen;2021 week 8;0
5608;H Vervoer en opslag;Bedrijven en instellingen;2021 week 9;2
5609;H Vervoer en opslag;Bedrijven en instellingen;2021 week 10;4
5610;H Vervoer en opslag;Bedrijven en instellingen;2021 week 11;2
5611;H Vervoer en opslag;Bedrijven en instellingen;2021 week 12;4
5612;H Vervoer en opslag;Bedrijven en instellingen;2021 week 13;1
5613;H Vervoer en opslag;Bedrijven en instellingen;2021 week 14;3
5614;H Vervoer en opslag;Bedrijven en instellingen;2021 week 15;1
5615;H Vervoer en opslag;Bedrijven en instellingen;2021 week 16;4
5616;H Vervoer en opslag;Bedrijven en instellingen;2021 week 17;0
