ID;Geslacht;Onderwijssoort;Vooropleiding;Opleidingsfase;Perioden;Eerstejaarsstudenten_1
3185;Mannen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2018/'19;0.0
3186;Mannen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2019/'20;0.0
3187;Mannen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2020/'21;0.0
3188;Mannen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2021/'22;0.0
3189;Mannen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2022/'23;0.0
3190;Mannen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2023/'24;0.0
3191;Mannen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2024/'25;0.0
3192;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2011/'12;3250.0
3193;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2012/'13;3370.0
3194;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2013/'14;3440.0
3195;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2014/'15;3660.0
3196;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2015/'16;3730.0
3197;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2016/'17;4000.0
3198;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2017/'18;3840.0
3199;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2018/'19;3900.0
3200;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2019/'20;3650.0
3201;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2020/'21;3840.0
3202;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2021/'22;3040.0
3203;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2022/'23;2650.0
3204;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2023/'24;2460.0
3205;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2024/'25;2430.0
3206;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2011/'12;3250.0
3207;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2012/'13;3370.0
3208;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2013/'14;3440.0
3209;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2014/'15;3660.0
3210;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2015/'16;3730.0
3211;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2016/'17;4000.0
3212;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2017/'18;3840.0
3213;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2018/'19;3900.0
3214;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2019/'20;3640.0
3215;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2020/'21;3840.0
3216;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2021/'22;3040.0
3217;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2022/'23;2650.0
3218;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2023/'24;2460.0
3219;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2024/'25;2430.0
3220;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2011/'12;0.0
3221;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2012/'13;0.0
3222;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2013/'14;0.0
3223;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2014/'15;0.0
3224;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2015/'16;0.0
3225;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2016/'17;0.0
3226;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2017/'18;0.0
3227;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2018/'19;0.0
3228;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2019/'20;0.0
3229;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2020/'21;0.0
3230;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2021/'22;0.0
3231;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2022/'23;0.0
3232;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2023/'24;0.0
3233;Mannen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2024/'25;0.0
3234;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2011/'12;16010.0
3235;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2012/'13;15780.0
3236;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2013/'14;17480.0
3237;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2014/'15;16590.0
3238;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2015/'16;15730.0
3239;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2016/'17;15980.0
3240;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2017/'18;16980.0
3241;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2018/'19;17220.0
3242;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2019/'20;16810.0
3243;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2020/'21;19160.0
3244;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2021/'22;16740.0
3245;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2022/'23;16050.0
3246;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2023/'24;16070.0
3247;Mannen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2024/'25;16190.0
3248;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2011/'12;15990.0
3249;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2012/'13;15760.0
3250;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2013/'14;17460.0
3251;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2014/'15;16570.0
3252;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2015/'16;15710.0
3253;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2016/'17;15950.0
3254;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2017/'18;16950.0
3255;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2018/'19;17190.0
3256;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2019/'20;16780.0
3257;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2020/'21;19120.0
3258;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2021/'22;16720.0
3259;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2022/'23;16030.0
3260;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2023/'24;16050.0
3261;Mannen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2024/'25;16180.0
3262;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2011/'12;20.0
3263;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2012/'13;20.0
3264;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2013/'14;20.0
3265;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2014/'15;20.0
3266;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2015/'16;20.0
3267;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2016/'17;30.0
3268;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2017/'18;30.0
3269;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2018/'19;20.0
3270;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2019/'20;30.0
3271;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2020/'21;40.0
3272;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2021/'22;20.0
3273;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2022/'23;20.0
3274;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2023/'24;20.0
3275;Mannen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2024/'25;20.0
3276;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2011/'12;70.0
3277;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2012/'13;50.0
3278;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2013/'14;70.0
3279;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2014/'15;60.0
3280;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2015/'16;50.0
3281;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2016/'17;60.0
3282;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2017/'18;60.0
3283;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2018/'19;70.0
3284;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2019/'20;90.0
3285;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2020/'21;110.0
3286;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2021/'22;60.0
3287;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2022/'23;60.0
3288;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2023/'24;60.0
3289;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2024/'25;70.0
3290;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2011/'12;60.0
3291;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2012/'13;50.0
3292;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2013/'14;70.0
3293;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2014/'15;50.0
3294;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2015/'16;50.0
3295;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2016/'17;60.0
3296;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2017/'18;60.0
3297;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2018/'19;70.0
3298;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2019/'20;90.0
3299;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2020/'21;110.0
3300;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2021/'22;60.0
3301;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2022/'23;60.0
3302;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2023/'24;60.0
3303;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Bachelor- en doctoraalopleidingen;2024/'25;70.0
3304;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2011/'12;0.0
3305;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2012/'13;0.0
3306;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2013/'14;0.0
3307;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2014/'15;0.0
3308;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2015/'16;0.0
3309;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2016/'17;0.0
3310;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2017/'18;0.0
3311;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2018/'19;0.0
3312;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2019/'20;0.0
3313;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2020/'21;0.0
3314;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2021/'22;0.0
3315;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2022/'23;0.0
3316;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2023/'24;0.0
3317;Mannen;Hoger onderwijs;Vwo-diploma zonder profiel;Master- en vervolgopleidingen;2024/'25;0.0
3318;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2011/'12;790.0
3319;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2012/'13;700.0
3320;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2013/'14;830.0
3321;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2014/'15;750.0
3322;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2015/'16;610.0
3323;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2016/'17;590.0
3324;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2017/'18;570.0
3325;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2018/'19;560.0
3326;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2019/'20;570.0
3327;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2020/'21;600.0
3328;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2021/'22;540.0
3329;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2022/'23;510.0
3330;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2023/'24;520.0
3331;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2024/'25;550.0
3332;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2011/'12;790.0
3333;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2012/'13;700.0
3334;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2013/'14;830.0
3335;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2014/'15;750.0
3336;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2015/'16;610.0
3337;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2016/'17;590.0
3338;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2017/'18;570.0
3339;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2018/'19;560.0
3340;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2019/'20;560.0
3341;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2020/'21;590.0
3342;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2021/'22;540.0
3343;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2022/'23;510.0
3344;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2023/'24;520.0
3345;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2024/'25;550.0
3346;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2011/'12;0.0
3347;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2012/'13;0.0
3348;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2013/'14;0.0
3349;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2014/'15;0.0
3350;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2015/'16;0.0
3351;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2016/'17;0.0
3352;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2017/'18;0.0
3353;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2018/'19;0.0
3354;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2019/'20;0.0
3355;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2020/'21;0.0
3356;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2021/'22;0.0
3357;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2022/'23;0.0
3358;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2023/'24;0.0
3359;Mannen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2024/'25;0.0
3360;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2011/'12;4270.0
3361;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2012/'13;4080.0
3362;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2013/'14;4620.0
3363;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2014/'15;4160.0
3364;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2015/'16;3800.0
3365;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2016/'17;3680.0
3366;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2017/'18;3780.0
3367;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2018/'19;3860.0
3368;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2019/'20;3990.0
3369;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2020/'21;4710.0
3370;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2021/'22;4120.0
3371;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2022/'23;4050.0
3372;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2023/'24;4090.0
3373;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2024/'25;4600.0
3374;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2011/'12;4260.0
3375;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2012/'13;4070.0
3376;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2013/'14;4610.0
3377;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2014/'15;4150.0
3378;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2015/'16;3800.0
3379;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2016/'17;3670.0
3380;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2017/'18;3770.0
3381;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2018/'19;3850.0
3382;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2019/'20;3980.0
3383;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2020/'21;4710.0
3384;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2021/'22;4120.0
3385;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2022/'23;4050.0
3386;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2023/'24;4080.0
3387;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2024/'25;4600.0
3388;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2011/'12;10.0
3389;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2012/'13;10.0
3390;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2013/'14;0.0
3391;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2014/'15;10.0
3392;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2015/'16;0.0
3393;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2016/'17;10.0
3394;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2017/'18;10.0
3395;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2018/'19;0.0
3396;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2019/'20;10.0
3397;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2020/'21;10.0
3398;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2021/'22;10.0
3399;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2022/'23;0.0
3400;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2023/'24;10.0
3401;Mannen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2024/'25;0.0
3402;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2011/'12;1780.0
3403;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2012/'13;1730.0
3404;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2013/'14;2230.0
3405;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2014/'15;2020.0
3406;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2015/'16;1810.0
3407;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2016/'17;1910.0
3408;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2017/'18;2080.0
3409;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2018/'19;2100.0
3410;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2019/'20;2020.0
3411;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2020/'21;2470.0
3412;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2021/'22;2210.0
3413;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2022/'23;2210.0
3414;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2023/'24;2260.0
3415;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2024/'25;2350.0
3416;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2011/'12;1780.0
3417;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2012/'13;1720.0
3418;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2013/'14;2220.0
3419;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2014/'15;2020.0
3420;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2015/'16;1800.0
3421;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2016/'17;1900.0
3422;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2017/'18;2080.0
