ID;HoutTextielEdelsteenEnMetaal;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
2561;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 januari;;;;;                         
2562;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 februari;;;;;                         
2563;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 maart;;;;;                         
2564;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 april;;;;;                         
2565;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 mei;;;;;                         
2566;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 juni;;;;;                         
2567;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 juli;;;;;                         
2568;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 augustus;;;;;                         
2569;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 september;;;;;                         
2570;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 oktober;;;;;                         
2571;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 november;;;;;                         
2572;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014 december;;;;;                         
2573;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2014;;;;;                         
2574;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 januari;;;;;                         
2575;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 februari;;;;;                         
2576;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 maart;;;;;                         
2577;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 april;;;;;                         
2578;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 mei;;;;;                         
2579;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 juni;;;;;                         
2580;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 juli;;;;;                         
2581;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 augustus;;;;;                         
2582;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 september;;;;;                         
2583;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 oktober;;;;;                         
2584;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 november;;;;;                         
2585;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015 december;;;;;                         
2586;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2015;;;;;                         
2587;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 januari;;;;;                         
2588;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 februari;;;;;                         
2589;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 maart;;;;;                         
2590;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 april;;;;;                         
2591;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 mei;;;;;                         
2592;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 juni;;;;;                         
2593;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 juli;;;;;                         
2594;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 augustus;;;;;                         
2595;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 september;;;;;                         
2596;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 oktober;;;;;                         
2597;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 november;;;;;                         
2598;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016 december;;;;;                         
2599;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2016;;;;;                         
2600;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 januari;;;;;                         
2601;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 februari;;;;;                         
2602;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 maart;;;;;                         
2603;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 april;;;;;                         
2604;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 mei;;;;;                         
2605;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 juni;;;;;                         
2606;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 juli;;;;;                         
2607;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 augustus;;;;;                         
2608;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 september;;;;;                         
2609;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 oktober;;;;;                         
2610;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 november;;;;;                         
2611;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017 december;;;;;                         
2612;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2017;;;;;                         
2613;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 januari;;;;;                         
2614;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 februari;;;;;                         
2615;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 maart;;;;;                         
2616;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 april;;;;;                         
2617;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 mei;;;;;                         
2618;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 juni;;;;;                         
2619;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 juli;;;;;                         
2620;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 augustus;;;;;                         
2621;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 september;;;;;                         
2622;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 oktober;;;;;                         
2623;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 november;;;;;                         
2624;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018 december;;;;;                         
2625;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2018;;;;;                         
2626;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 januari;;;;;                         
2627;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 februari;;;;;                         
2628;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 maart;;;;;                         
2629;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 april;;;;;                         
2630;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 mei;;;;;                         
2631;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 juni;;;;;                         
2632;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 juli;;;;;                         
2633;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 augustus;;;;;                         
2634;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 september;;;;;                         
2635;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 oktober;;;;;                         
2636;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 november;;;;;                         
2637;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019 december;;;;;                         
2638;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2019;;;;;                         
2639;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 januari;;;;;                         
2640;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 februari;;;;;                         
2641;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 maart;;;;;                         
2642;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 april;;;;;                         
2643;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 mei;;;;;                         
2644;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 juni;;;;;                         
2645;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 juli;;;;;                         
2646;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 augustus;;;;;                         
2647;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 september;;;;;                         
2648;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 oktober;;;;;                         
2649;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 november;;;;;                         
2650;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020 december;;;;;                         
2651;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2020;;;;;                         
2652;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 januari;;;;;                         
2653;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 februari;;;;;                         
2654;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 maart;;;;;                         
2655;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 april;;;;;                         
2656;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 mei;;;;;                         
2657;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 juni;;;;;                         
2658;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 juli;;;;;                         
2659;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 augustus;;;;;                         
2660;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 september ;;;;;                         
2661;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 oktober;;;;;                         
2662;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 november;;;;;                         
2663;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021 december;;;;;                         
2664;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2021;;;;;                         
2665;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 januari;;;;;                         
2666;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 februari;;;;;                         
2667;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 maart;;;;;                         
2668;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 april;;;;;                         
2669;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 mei;;;;;                         
2670;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 juni;;;;;                         
2671;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 juli;;;;;                         
2672;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 augustus;;;;;                         
2673;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2022 januari-augustus;;;;;                         
2674;4101205000 Gehele huiden en vellen, v...;Niet-EU;2008 januari;;;14.0;4.0;stuks                    
2675;4101205000 Gehele huiden en vellen, v...;Niet-EU;2008 februari;;;33.0;6.0;stuks                    
2676;4101205000 Gehele huiden en vellen, v...;Niet-EU;2008 maart;;;17.0;400.0;stuks                    
2677;4101205000 Gehele huiden en vellen, v...;Niet-EU;2008 april;;;16.0;500.0;stuks                    
2678;4101205000 Gehele huiden en vellen, v...;Niet-EU;2008 mei;;;6.0;120.0;stuks                    
2679;4101205000 Gehele huiden en vellen, v...;Niet-EU;2008 juni;;;9.0;3.0;stuks                    
2680;4101205000 Gehele huiden en vellen, v...;Niet-EU;2008 juli;;;21.0;6.0;stuks                    
2681;4101205000 Gehele huiden en vellen, v...;Niet-EU;2008 augustus;;;1.0;1.0;stuks                    
2682;4101205000 Gehele huiden en vellen, v...;Niet-EU;2008 september;;;6.0;1.0;stuks                    
