ID;HoutTextielEdelsteenEnMetaal;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
3749;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2017 april;100.0;13143.0;8.0;250.0;stuks                    
3750;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2017 mei;93.0;12128.0;4.0;120.0;stuks                    
3751;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2017 juni;102.0;13411.0;4.0;110.0;stuks                    
3752;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2017 juli;61.0;7950.0;2.0;35.0;stuks                    
3753;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2017 augustus;69.0;8994.0;4.0;112.0;stuks                    
3754;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2017 september;111.0;14578.0;5.0;149.0;stuks                    
3755;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2017 oktober;59.0;7670.0;5.0;162.0;stuks                    
3756;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2017 november;1.0;32.0;5.0;141.0;stuks                    
3757;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2017 december;29.0;3715.0;4.0;147.0;stuks                    
3758;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2017;762.0;96820.0;54.0;1704.0;stuks                    
3759;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 januari;1.0;43.0;;;stuks                    
3760;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 februari;11.0;270.0;;;stuks                    
3761;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 maart;44.0;1020.0;;;stuks                    
3762;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 april;95.0;3139.0;;;stuks                    
3763;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 mei;80.0;2663.0;;;stuks                    
3764;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 juni;122.0;4046.0;;;stuks                    
3765;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 juli;55.0;2385.0;;;stuks                    
3766;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 augustus;52.0;1855.0;;;stuks                    
3767;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 september;94.0;3673.0;;;stuks                    
3768;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 oktober;83.0;2761.0;;;stuks                    
3769;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 november;85.0;3119.0;1.0;246.0;stuks                    
3770;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018 december;2.0;64.0;1.0;261.0;stuks                    
3771;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2018;724.0;25038.0;3.0;507.0;stuks                    
3772;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 januari;1.0;25.0;8.0;273.0;stuks                    
3773;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 februari;1.0;44.0;2.0;62.0;stuks                    
3774;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 maart;1.0;45.0;;;stuks                    
3775;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 april;1.0;44.0;2.0;128.0;stuks                    
3776;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 mei;1.0;49.0;;;stuks                    
3777;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 juni;73.0;9631.0;;;stuks                    
3778;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 juli;118.0;75818.0;;;stuks                    
3779;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 augustus;21.0;47036.0;;;stuks                    
3780;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 september;286.0;20258.0;33.0;905.0;stuks                    
3781;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 oktober;332.0;61087.0;25.0;839.0;stuks                    
3782;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 november;353.0;120243.0;16.0;542.0;stuks                    
3783;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019 december;207.0;35749.0;18.0;584.0;stuks                    
3784;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2019;1395.0;370029.0;104.0;3333.0;stuks                    
3785;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 januari;140.0;13611.0;;;stuks                    
3786;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 februari;116.0;11575.0;15.0;482.0;stuks                    
3787;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 maart;145.0;14465.0;15.0;486.0;stuks                    
3788;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 april;91.0;8972.0;18.0;553.0;stuks                    
3789;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 mei;173.0;17219.0;21.0;609.0;stuks                    
3790;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 juni;112.0;11206.0;20.0;658.0;stuks                    
3791;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 juli;146.0;6248.0;42.0;2090.0;stuks                    
3792;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 augustus;62.0;4938.0;17.0;599.0;stuks                    
3793;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 september;328.0;14274.0;32.0;1103.0;stuks                    
3794;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 oktober;121.0;9036.0;13.0;446.0;stuks                    
3795;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 november;123.0;5921.0;7.0;231.0;stuks                    
3796;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020 december;132.0;5901.0;3.0;105.0;stuks                    
3797;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2020;1689.0;123366.0;202.0;7362.0;stuks                    
3798;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 januari;150.0;299938.0;;;stuks                    
3799;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 februari;334.0;207615.0;7.0;1143.0;stuks                    
3800;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 maart;503.0;218736.0;0.0;30.0;stuks                    
3801;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 april;404.0;61879.0;;;stuks                    
3802;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 mei;359.0;11766.0;0.0;12.0;stuks                    
3803;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 juni;427.0;13371.0;0.0;27.0;stuks                    
3804;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 juli;314.0;162641.0;0.0;61.0;stuks                    
3805;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 augustus;108.0;4362.0;1.0;208.0;stuks                    
3806;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 september ;324.0;139415.0;0.0;2.0;stuks                    
3807;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 oktober;386.0;367432.0;0.0;68.0;stuks                    
3808;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 november;314.0;72929.0;1.0;73.0;stuks                    
3809;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021 december;139.0;58074.0;1.0;208.0;stuks                    
3810;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2021;3762.0;1618158.0;11.0;1832.0;stuks                    
3811;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2022 januari;;;2.0;320.0;stuks                    
3812;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2022 februari;;;2.0;219.0;stuks                    
3813;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2022 maart;;;0.0;45.0;stuks                    
3814;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2022 april;3.0;7.0;0.0;36.0;stuks                    
3815;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2022 mei;;;1.0;173.0;stuks                    
3816;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2022 juni;;;1.0;177.0;stuks                    
3817;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2022 juli;;;0.0;9.0;stuks                    
3818;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2022 augustus;;;0.0;31.0;stuks                    
3819;4101208000 Gehele huiden en vellen va...;EU (exclusief Nederland);2022 januari-augustus;3.0;7.0;6.0;1010.0;stuks                    
3820;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 januari;;;;;                         
3821;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 februari;;;;;                         
3822;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 maart;;;;;                         
3823;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 april;;;;;                         
3824;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 mei;;;;;                         
3825;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 juni;;;;;                         
3826;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 juli;;;;;                         
3827;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 augustus;;;;;                         
3828;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 september;;;;;                         
3829;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 oktober;;;;;                         
3830;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 november;;;;;                         
3831;4101208000 Gehele huiden en vellen va...;Niet-EU;2008 december;;;;;                         
3832;4101208000 Gehele huiden en vellen va...;Niet-EU;2008;;;;;                         
3833;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 januari;;;;;                         
3834;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 februari;;;;;                         
3835;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 maart;;;;;                         
3836;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 april;;;;;                         
3837;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 mei;;;;;                         
3838;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 juni;;;;;                         
3839;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 juli;;;;;                         
3840;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 augustus;;;;;                         
3841;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 september;;;;;                         
3842;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 oktober;;;;;                         
3843;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 november;;;;;                         
3844;4101208000 Gehele huiden en vellen va...;Niet-EU;2009 december;;;;;                         
3845;4101208000 Gehele huiden en vellen va...;Niet-EU;2009;;;;;                         
3846;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 januari;;;;;                         
3847;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 februari;;;;;                         
3848;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 maart;;;;;                         
3849;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 april;;;;;                         
3850;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 mei;;;;;                         
3851;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 juni;;;;;                         
3852;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 juli;;;;;                         
3853;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 augustus;;;;;                         
3854;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 september;;;;;                         
3855;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 oktober;;;;;                         
3856;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 november;;;;;                         
3857;4101208000 Gehele huiden en vellen va...;Niet-EU;2010 december;;;;;                         
3858;4101208000 Gehele huiden en vellen va...;Niet-EU;2010;;;;;                         
3859;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 januari;;;;;                         
3860;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 februari;;;;;                         
3861;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 maart;;;;;                         
3862;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 april;;;;;                         
3863;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 mei;;;;;                         
3864;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 juni;;;;;                         
3865;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 juli;;;;;                         
3866;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 augustus;;;;;                         
3867;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 september;;;;;                         
3868;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 oktober;;;;;                         
3869;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 november;;;;;                         
3870;4101208000 Gehele huiden en vellen va...;Niet-EU;2011 december;;;;;                         
3871;4101208000 Gehele huiden en vellen va...;Niet-EU;2011;;;;;                         
3872;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 januari;;;;;                         
3873;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 februari;;;;;                         
3874;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 maart;;;;;                         
3875;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 april;;;7.0;388.0;stuks                    
3876;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 mei;;;0.0;334.0;stuks                    
3877;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 juni;;;;;                         
3878;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 juli;;;;;                         
3879;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 augustus;;;;;                         
3880;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 september;;;;;                         
3881;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 oktober;;;;;                         
3882;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 november;2.0;6.0;46.0;1519.0;stuks                    
3883;4101208000 Gehele huiden en vellen va...;Niet-EU;2012 december;1.0;2.0;;;stuks                    
3884;4101208000 Gehele huiden en vellen va...;Niet-EU;2012;3.0;8.0;53.0;2241.0;stuks                    
3885;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 januari;0.0;0.0;;;stuks                    
3886;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 februari;0.0;0.0;;;stuks                    
3887;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 maart;0.0;0.0;;;stuks                    
3888;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 april;0.0;0.0;;;stuks                    
3889;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 mei;0.0;0.0;;;stuks                    
3890;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 juni;0.0;0.0;114.0;19480.0;stuks                    
3891;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 juli;0.0;0.0;4.0;154.0;stuks                    
3892;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 augustus;0.0;0.0;;;stuks                    
3893;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 september;0.0;0.0;;;stuks                    
3894;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 oktober;0.0;0.0;;;stuks                    
3895;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 november;0.0;0.0;3.0;106.0;stuks                    
3896;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 december;0.0;1.0;;;stuks                    
3897;4101208000 Gehele huiden en vellen va...;Niet-EU;2013 ;0.0;1.0;121.0;19740.0;stuks                    
3898;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 januari;48.0;5540.0;;;stuks                    
3899;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 februari;;;;;                         
3900;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 maart;;;;;                         
3901;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 april;;;;;                         
3902;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 mei;;;;;                         
3903;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 juni;;;28.0;509.0;stuks                    
3904;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 juli;;;;;                         
3905;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 augustus;;;;;                         
3906;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 september;;;;;                         
3907;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 oktober;;;;;                         
3908;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 november;;;;;                         
3909;4101208000 Gehele huiden en vellen va...;Niet-EU;2014 december;;;;;                         
3910;4101208000 Gehele huiden en vellen va...;Niet-EU;2014;48.0;5540.0;28.0;509.0;stuks                    
3911;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 januari;;;;;                         
3912;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 februari;;;;;                         
3913;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 maart;9.0;90.0;;;stuks                    
3914;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 april;;;2.0;32.0;stuks                    
3915;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 mei;;;;;                         
3916;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 juni;;;;;                         
3917;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 juli;;;;;                         
3918;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 augustus;;;;;                         
3919;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 september;;;;;                         
3920;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 oktober;;;;;                         
3921;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 november;;;;;                         
3922;4101208000 Gehele huiden en vellen va...;Niet-EU;2015 december;;;;;                         
3923;4101208000 Gehele huiden en vellen va...;Niet-EU;2015;9.0;90.0;2.0;32.0;stuks                    
3924;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 januari;;;23.0;201.0;stuks                    
3925;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 februari;;;4.0;89.0;stuks                    
3926;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 maart;;;19.0;403.0;stuks                    
3927;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 april;;;;;                         
3928;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 mei;;;7.0;294.0;stuks                    
3929;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 juni;;;12.0;281.0;stuks                    
3930;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 juli;;;;;                         
3931;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 augustus;;;;;                         
3932;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 september;;;;;                         
3933;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 oktober;;;;;                         
3934;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 november;;;;;                         
3935;4101208000 Gehele huiden en vellen va...;Niet-EU;2016 december;;;;;                         
3936;4101208000 Gehele huiden en vellen va...;Niet-EU;2016;;;66.0;1268.0;stuks                    
3937;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 januari;;;;;                         
3938;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 februari;;;;;                         
3939;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 maart;;;8.0;400.0;stuks                    
3940;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 april;;;;;                         
3941;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 mei;;;;;                         
3942;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 juni;;;14.0;1.0;stuks                    
3943;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 juli;;;;;                         
3944;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 augustus;;;;;                         
3945;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 september;;;;;                         
3946;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 oktober;;;7.0;212.0;stuks                    
3947;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 november;;;;;                         
3948;4101208000 Gehele huiden en vellen va...;Niet-EU;2017 december;;;;;                         
3949;4101208000 Gehele huiden en vellen va...;Niet-EU;2017;;;29.0;613.0;stuks                    
3950;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 januari;;;;;                         
3951;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 februari;;;;;                         
3952;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 maart;0.0;1.0;;;stuks                    
3953;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 april;;;;;                         
3954;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 mei;;;;;                         
3955;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 juni;0.0;20.0;;;stuks                    
3956;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 juli;;;;;                         
3957;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 augustus;;;;;                         
3958;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 september;;;;;                         
3959;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 oktober;;;;;                         
3960;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 november;;;;;                         
3961;4101208000 Gehele huiden en vellen va...;Niet-EU;2018 december;;;;;                         
3962;4101208000 Gehele huiden en vellen va...;Niet-EU;2018;0.0;21.0;;;stuks                    
3963;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 januari;0.0;60.0;;;stuks                    
3964;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 februari;;;;;                         
3965;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 maart;;;;;                         
3966;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 april;;;;;                         
3967;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 mei;0.0;700.0;;;stuks                    
3968;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 juni;;;;;                         
3969;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 juli;;;;;                         
3970;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 augustus;0.0;58.0;;;stuks                    
3971;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 september;;;;;                         
3972;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 oktober;;;;;                         
3973;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 november;0.0;10.0;;;stuks                    
3974;4101208000 Gehele huiden en vellen va...;Niet-EU;2019 december;1.0;2.0;7.0;240.0;stuks                    
3975;4101208000 Gehele huiden en vellen va...;Niet-EU;2019;2.0;830.0;7.0;240.0;stuks                    
3976;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 januari;;;;;                         
3977;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 februari;;;5.0;151.0;stuks                    
3978;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 maart;0.0;1.0;5.0;154.0;stuks                    
3979;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 april;;;6.0;179.0;stuks                    
3980;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 mei;1.0;1.0;7.0;197.0;stuks                    
3981;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 juni;;;7.0;213.0;stuks                    
3982;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 juli;;;;;                         
3983;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 augustus;;;;;                         
3984;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 september;;;;;                         
3985;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 oktober;;;3.0;95.0;stuks                    
3986;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 november;;;2.0;52.0;stuks                    
3987;4101208000 Gehele huiden en vellen va...;Niet-EU;2020 december;;;1.0;32.0;stuks                    
3988;4101208000 Gehele huiden en vellen va...;Niet-EU;2020;1.0;2.0;35.0;1073.0;stuks                    
3989;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 januari;19.0;361.0;;;stuks                    
3990;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 februari;;;0.0;2.0;stuks                    
3991;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 maart;19.0;1027.0;0.0;1.0;stuks                    
3992;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 april;8.0;438.0;;;stuks                    
3993;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 mei;11.0;441.0;0.0;1.0;stuks                    
3994;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 juni;6.0;225.0;3.0;75.0;stuks                    
3995;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 juli;3.0;76.0;;;stuks                    
3996;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 augustus;1.0;56.0;;;stuks                    
3997;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 september ;1.0;60.0;;;stuks                    
3998;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 oktober;1.0;57.0;;;stuks                    
3999;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 november;2.0;4.0;;;stuks                    
4000;4101208000 Gehele huiden en vellen va...;Niet-EU;2021 december;1.0;42.0;;;stuks                    
4001;4101208000 Gehele huiden en vellen va...;Niet-EU;2021;72.0;2787.0;3.0;79.0;stuks                    
4002;4101208000 Gehele huiden en vellen va...;Niet-EU;2022 januari;;;;;                         
4003;4101208000 Gehele huiden en vellen va...;Niet-EU;2022 februari;;;92.0;100.0;stuks                    
4004;4101208000 Gehele huiden en vellen va...;Niet-EU;2022 maart;0.0;1.0;;;stuks                    
4005;4101208000 Gehele huiden en vellen va...;Niet-EU;2022 april;;;;;                         
4006;4101208000 Gehele huiden en vellen va...;Niet-EU;2022 mei;;;10.0;77.0;stuks                    
4007;4101208000 Gehele huiden en vellen va...;Niet-EU;2022 juni;1.0;5.0;;;stuks                    
4008;4101208000 Gehele huiden en vellen va...;Niet-EU;2022 juli;2.0;3.0;;;stuks                    
4009;4101208000 Gehele huiden en vellen va...;Niet-EU;2022 augustus;;;;;                         
4010;4101208000 Gehele huiden en vellen va...;Niet-EU;2022 januari-augustus;3.0;9.0;102.0;177.0;stuks                    
4011;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 januari;254.0;3913.0;;;stuks                    
4012;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 februari;413.0;8372.0;;;stuks                    
4013;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 maart;401.0;8735.0;;;stuks                    
4014;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 april;140.0;5740.0;;;stuks                    
4015;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 mei;95.0;4789.0;;;stuks                    
4016;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 juni;69.0;14333.0;;;stuks                    
4017;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 juli;121.0;4078.0;;;stuks                    
4018;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 augustus;108.0;3953.0;;;stuks                    
4019;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 september;36.0;2175.0;;;stuks                    
4020;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 oktober;184.0;7018.0;0.0;4.0;stuks                    
4021;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 november;84.0;3507.0;;;stuks                    
4022;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008 december;41.0;1804.0;;;stuks                    
4023;4101209000 Gehele huiden en vellen, v...;Totaal landen;2008;1944.0;68417.0;0.0;4.0;stuks                    
4024;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 januari;;;;;                         
4025;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 februari;77.0;3685.0;;;stuks                    
4026;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 maart;125.0;5601.0;;;stuks                    
