ID;Sex;Age;MaritalStatus;CountryOfBirth;Periods;Immigration_1;EmigrationInclAdmCorrections_2;NetMigrationInclAdmCorrections_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
257;Total male and female;Total;Total marital status;Cyprus;2021;541.0;193.0;348.0;5.0;28.0;-23.0
258;Total male and female;Total;Total marital status;Cyprus;2022;601.0;220.0;381.0;4.0;23.0;-19.0
259;Total male and female;Total;Total marital status;Cyprus;2023;618.0;276.0;342.0;6.0;30.0;-24.0
260;Total male and female;Total;Total marital status;Denmark;2020;551.0;591.0;-40.0;8.0;58.0;-50.0
261;Total male and female;Total;Total marital status;Denmark;2021;596.0;426.0;170.0;8.0;30.0;-22.0
262;Total male and female;Total;Total marital status;Denmark;2022;619.0;570.0;49.0;8.0;45.0;-37.0
263;Total male and female;Total;Total marital status;Denmark;2023;649.0;491.0;158.0;2.0;40.0;-38.0
264;Total male and female;Total;Total marital status;Djibouti;2020;7.0;3.0;4.0;0.0;1.0;-1.0
265;Total male and female;Total;Total marital status;Djibouti;2021;12.0;5.0;7.0;2.0;6.0;-4.0
266;Total male and female;Total;Total marital status;Djibouti;2022;9.0;8.0;1.0;4.0;9.0;-5.0
267;Total male and female;Total;Total marital status;Djibouti;2023;17.0;6.0;11.0;0.0;2.0;-2.0
268;Total male and female;Total;Total marital status;Dominica;2020;2.0;4.0;-2.0;0.0;1.0;-1.0
269;Total male and female;Total;Total marital status;Dominica;2021;10.0;3.0;7.0;0.0;0.0;0.0
270;Total male and female;Total;Total marital status;Dominica;2022;6.0;4.0;2.0;1.0;0.0;1.0
271;Total male and female;Total;Total marital status;Dominica;2023;3.0;2.0;1.0;1.0;1.0;0.0
272;Total male and female;Total;Total marital status;Dominican Republic;2020;544.0;220.0;324.0;144.0;187.0;-43.0
273;Total male and female;Total;Total marital status;Dominican Republic;2021;582.0;245.0;337.0;94.0;132.0;-38.0
274;Total male and female;Total;Total marital status;Dominican Republic;2022;638.0;320.0;318.0;68.0;157.0;-89.0
275;Total male and female;Total;Total marital status;Dominican Republic;2023;693.0;283.0;410.0;77.0;155.0;-78.0
276;Total male and female;Total;Total marital status;Germany;2020;10454.0;8543.0;1911.0;169.0;813.0;-644.0
277;Total male and female;Total;Total marital status;Germany;2021;10780.0;7764.0;3016.0;135.0;732.0;-597.0
278;Total male and female;Total;Total marital status;Germany;2022;10305.0;8171.0;2134.0;120.0;610.0;-490.0
279;Total male and female;Total;Total marital status;Germany;2023;10054.0;8575.0;1479.0;104.0;796.0;-692.0
280;Total male and female;Total;Total marital status;Ecuador;2020;286.0;189.0;97.0;11.0;46.0;-35.0
281;Total male and female;Total;Total marital status;Ecuador;2021;360.0;172.0;188.0;6.0;33.0;-27.0
282;Total male and female;Total;Total marital status;Ecuador;2022;406.0;191.0;215.0;10.0;40.0;-30.0
283;Total male and female;Total;Total marital status;Ecuador;2023;387.0;194.0;193.0;4.0;33.0;-29.0
284;Total male and female;Total;Total marital status;Egypt;2020;1160.0;449.0;711.0;60.0;149.0;-89.0
285;Total male and female;Total;Total marital status;Egypt;2021;1310.0;454.0;856.0;54.0;149.0;-95.0
286;Total male and female;Total;Total marital status;Egypt;2022;1707.0;410.0;1297.0;42.0;118.0;-76.0
287;Total male and female;Total;Total marital status;Egypt;2023;1627.0;442.0;1185.0;48.0;120.0;-72.0
288;Total male and female;Total;Total marital status;El Salvador;2020;38.0;26.0;12.0;0.0;4.0;-4.0
289;Total male and female;Total;Total marital status;El Salvador;2021;86.0;23.0;63.0;4.0;3.0;1.0
290;Total male and female;Total;Total marital status;El Salvador;2022;81.0;30.0;51.0;1.0;9.0;-8.0
291;Total male and female;Total;Total marital status;El Salvador;2023;102.0;19.0;83.0;2.0;6.0;-4.0
292;Total male and female;Total;Total marital status;Equatorial Guinea;2020;7.0;4.0;3.0;1.0;1.0;0.0
293;Total male and female;Total;Total marital status;Equatorial Guinea;2021;12.0;1.0;11.0;0.0;0.0;0.0
294;Total male and female;Total;Total marital status;Equatorial Guinea;2022;7.0;4.0;3.0;0.0;2.0;-2.0
295;Total male and female;Total;Total marital status;Equatorial Guinea;2023;19.0;3.0;16.0;0.0;2.0;-2.0
296;Total male and female;Total;Total marital status;Eritrea;2020;1755.0;77.0;1678.0;63.0;112.0;-49.0
297;Total male and female;Total;Total marital status;Eritrea;2021;1382.0;104.0;1278.0;46.0;114.0;-68.0
298;Total male and female;Total;Total marital status;Eritrea;2022;1139.0;109.0;1030.0;52.0;124.0;-72.0
299;Total male and female;Total;Total marital status;Eritrea;2023;1580.0;151.0;1429.0;60.0;155.0;-95.0
300;Total male and female;Total;Total marital status;Estonia;2020;296.0;291.0;5.0;4.0;38.0;-34.0
301;Total male and female;Total;Total marital status;Estonia;2021;374.0;229.0;145.0;6.0;30.0;-24.0
302;Total male and female;Total;Total marital status;Estonia;2022;462.0;224.0;238.0;12.0;32.0;-20.0
303;Total male and female;Total;Total marital status;Estonia;2023;401.0;257.0;144.0;9.0;43.0;-34.0
304;Total male and female;Total;Total marital status;Eswatini;2020;7.0;1.0;6.0;1.0;0.0;1.0
305;Total male and female;Total;Total marital status;Eswatini;2021;9.0;5.0;4.0;1.0;2.0;-1.0
306;Total male and female;Total;Total marital status;Eswatini;2022;12.0;5.0;7.0;0.0;1.0;-1.0
307;Total male and female;Total;Total marital status;Eswatini;2023;8.0;9.0;-1.0;2.0;3.0;-1.0
308;Total male and female;Total;Total marital status;Ethiopia;2020;851.0;202.0;649.0;52.0;143.0;-91.0
309;Total male and female;Total;Total marital status;Ethiopia;2021;844.0;157.0;687.0;61.0;116.0;-55.0
310;Total male and female;Total;Total marital status;Ethiopia;2022;738.0;233.0;505.0;42.0;113.0;-71.0
311;Total male and female;Total;Total marital status;Ethiopia;2023;947.0;220.0;727.0;62.0;141.0;-79.0
312;Total male and female;Total;Total marital status;Faroe Islands;2020;3.0;4.0;-1.0;0.0;0.0;0.0
313;Total male and female;Total;Total marital status;Faroe Islands;2021;5.0;1.0;4.0;0.0;0.0;0.0
314;Total male and female;Total;Total marital status;Faroe Islands;2022;1.0;3.0;-2.0;0.0;0.0;0.0
315;Total male and female;Total;Total marital status;Faroe Islands;2023;1.0;3.0;-2.0;0.0;0.0;0.0
316;Total male and female;Total;Total marital status;Falkland Islands (Malvinas);2020;0.0;0.0;0.0;0.0;0.0;0.0
317;Total male and female;Total;Total marital status;Falkland Islands (Malvinas);2021;0.0;0.0;0.0;0.0;0.0;0.0
318;Total male and female;Total;Total marital status;Falkland Islands (Malvinas);2022;0.0;0.0;0.0;0.0;0.0;0.0
319;Total male and female;Total;Total marital status;Falkland Islands (Malvinas);2023;1.0;0.0;1.0;0.0;0.0;0.0
320;Total male and female;Total;Total marital status;Federal Republic of Yugoslavia;2020;;;;;;
321;Total male and female;Total;Total marital status;Federal Republic of Yugoslavia;2021;;;;;;
322;Total male and female;Total;Total marital status;Federal Republic of Yugoslavia;2022;;;;;;
323;Total male and female;Total;Total marital status;Federal Republic of Yugoslavia;2023;;;;;;
324;Total male and female;Total;Total marital status;Fiji;2020;3.0;3.0;0.0;0.0;0.0;0.0
325;Total male and female;Total;Total marital status;Fiji;2021;10.0;5.0;5.0;0.0;1.0;-1.0
326;Total male and female;Total;Total marital status;Fiji;2022;12.0;3.0;9.0;2.0;0.0;2.0
327;Total male and female;Total;Total marital status;Fiji;2023;12.0;6.0;6.0;0.0;1.0;-1.0
328;Total male and female;Total;Total marital status;Philippines;2020;1334.0;708.0;626.0;28.0;110.0;-82.0
329;Total male and female;Total;Total marital status;Philippines;2021;1612.0;695.0;917.0;27.0;97.0;-70.0
330;Total male and female;Total;Total marital status;Philippines;2022;1835.0;766.0;1069.0;19.0;84.0;-65.0
331;Total male and female;Total;Total marital status;Philippines;2023;2126.0;856.0;1270.0;17.0;80.0;-63.0
332;Total male and female;Total;Total marital status;Finland;2020;728.0;948.0;-220.0;4.0;65.0;-61.0
333;Total male and female;Total;Total marital status;Finland;2021;803.0;606.0;197.0;4.0;44.0;-40.0
334;Total male and female;Total;Total marital status;Finland;2022;966.0;678.0;288.0;4.0;32.0;-28.0
335;Total male and female;Total;Total marital status;Finland;2023;849.0;759.0;90.0;2.0;59.0;-57.0
336;Total male and female;Total;Total marital status;France;2020;4510.0;3511.0;999.0;86.0;478.0;-392.0
337;Total male and female;Total;Total marital status;France;2021;5096.0;3215.0;1881.0;128.0;355.0;-227.0
338;Total male and female;Total;Total marital status;France;2022;5517.0;3717.0;1800.0;75.0;332.0;-257.0
339;Total male and female;Total;Total marital status;France;2023;5206.0;4090.0;1116.0;41.0;426.0;-385.0
340;Total male and female;Total;Total marital status;French Guyana;2020;35.0;18.0;17.0;5.0;9.0;-4.0
341;Total male and female;Total;Total marital status;French Guyana;2021;30.0;18.0;12.0;6.0;8.0;-2.0
342;Total male and female;Total;Total marital status;French Guyana;2022;50.0;24.0;26.0;3.0;7.0;-4.0
343;Total male and female;Total;Total marital status;French Guyana;2023;54.0;26.0;28.0;2.0;8.0;-6.0
344;Total male and female;Total;Total marital status;French Polynesia;2020;6.0;3.0;3.0;0.0;1.0;-1.0
345;Total male and female;Total;Total marital status;French Polynesia;2021;10.0;5.0;5.0;0.0;1.0;-1.0
346;Total male and female;Total;Total marital status;French Polynesia;2022;3.0;3.0;0.0;0.0;0.0;0.0
347;Total male and female;Total;Total marital status;French Polynesia;2023;3.0;6.0;-3.0;0.0;0.0;0.0
348;Total male and female;Total;Total marital status;Gabon;2020;2.0;3.0;-1.0;0.0;2.0;-2.0
349;Total male and female;Total;Total marital status;Gabon;2021;10.0;4.0;6.0;2.0;3.0;-1.0
350;Total male and female;Total;Total marital status;Gabon;2022;5.0;5.0;0.0;0.0;2.0;-2.0
351;Total male and female;Total;Total marital status;Gabon;2023;14.0;8.0;6.0;0.0;2.0;-2.0
352;Total male and female;Total;Total marital status;Gambia;2020;167.0;31.0;136.0;12.0;30.0;-18.0
353;Total male and female;Total;Total marital status;Gambia;2021;308.0;65.0;243.0;8.0;49.0;-41.0
354;Total male and female;Total;Total marital status;Gambia;2022;145.0;77.0;68.0;6.0;64.0;-58.0
355;Total male and female;Total;Total marital status;Gambia;2023;230.0;63.0;167.0;7.0;51.0;-44.0
356;Total male and female;Total;Total marital status;Gaza Strip and West Bank;2020;95.0;18.0;77.0;3.0;11.0;-8.0
357;Total male and female;Total;Total marital status;Gaza Strip and West Bank;2021;96.0;32.0;64.0;1.0;17.0;-16.0
358;Total male and female;Total;Total marital status;Gaza Strip and West Bank;2022;101.0;21.0;80.0;9.0;13.0;-4.0
359;Total male and female;Total;Total marital status;Gaza Strip and West Bank;2023;148.0;28.0;120.0;4.0;8.0;-4.0
360;Total male and female;Total;Total marital status;Georgia;2020;311.0;234.0;77.0;20.0;88.0;-68.0
361;Total male and female;Total;Total marital status;Georgia;2021;372.0;181.0;191.0;20.0;71.0;-51.0
362;Total male and female;Total;Total marital status;Georgia;2022;655.0;217.0;438.0;8.0;59.0;-51.0
363;Total male and female;Total;Total marital status;Georgia;2023;467.0;236.0;231.0;19.0;82.0;-63.0
364;Total male and female;Total;Total marital status;Ghana;2020;584.0;288.0;296.0;88.0;161.0;-73.0
365;Total male and female;Total;Total marital status;Ghana;2021;716.0;244.0;472.0;59.0;116.0;-57.0
366;Total male and female;Total;Total marital status;Ghana;2022;963.0;323.0;640.0;50.0;158.0;-108.0
367;Total male and female;Total;Total marital status;Ghana;2023;1114.0;318.0;796.0;50.0;146.0;-96.0
368;Total male and female;Total;Total marital status;Gibraltar;2020;6.0;3.0;3.0;0.0;1.0;-1.0
369;Total male and female;Total;Total marital status;Gibraltar;2021;0.0;2.0;-2.0;0.0;0.0;0.0
370;Total male and female;Total;Total marital status;Gibraltar;2022;0.0;1.0;-1.0;0.0;0.0;0.0
371;Total male and female;Total;Total marital status;Gibraltar;2023;2.0;4.0;-2.0;0.0;1.0;-1.0
372;Total male and female;Total;Total marital status;Grenada;2020;2.0;3.0;-1.0;0.0;2.0;-2.0
373;Total male and female;Total;Total marital status;Grenada;2021;2.0;0.0;2.0;1.0;0.0;1.0
374;Total male and female;Total;Total marital status;Grenada;2022;4.0;1.0;3.0;1.0;0.0;1.0
375;Total male and female;Total;Total marital status;Grenada;2023;2.0;2.0;0.0;0.0;0.0;0.0
376;Total male and female;Total;Total marital status;Greece;2020;3290.0;2608.0;682.0;111.0;555.0;-444.0
377;Total male and female;Total;Total marital status;Greece;2021;4781.0;2316.0;2465.0;100.0;505.0;-405.0
378;Total male and female;Total;Total marital status;Greece;2022;5879.0;2609.0;3270.0;68.0;557.0;-489.0
379;Total male and female;Total;Total marital status;Greece;2023;5466.0;3214.0;2252.0;48.0;641.0;-593.0
380;Total male and female;Total;Total marital status;Greenland;2020;3.0;0.0;3.0;0.0;0.0;0.0
381;Total male and female;Total;Total marital status;Greenland;2021;4.0;3.0;1.0;0.0;0.0;0.0
382;Total male and female;Total;Total marital status;Greenland;2022;1.0;3.0;-2.0;0.0;0.0;0.0
383;Total male and female;Total;Total marital status;Greenland;2023;0.0;2.0;-2.0;0.0;0.0;0.0
384;Total male and female;Total;Total marital status;Guadeloupe;2020;31.0;15.0;16.0;3.0;8.0;-5.0
385;Total male and female;Total;Total marital status;Guadeloupe;2021;44.0;17.0;27.0;3.0;5.0;-2.0
386;Total male and female;Total;Total marital status;Guadeloupe;2022;42.0;19.0;23.0;3.0;8.0;-5.0
387;Total male and female;Total;Total marital status;Guadeloupe;2023;36.0;22.0;14.0;2.0;7.0;-5.0
388;Total male and female;Total;Total marital status;Guam;2020;1.0;0.0;1.0;0.0;0.0;0.0
389;Total male and female;Total;Total marital status;Guam;2021;1.0;0.0;1.0;0.0;0.0;0.0
390;Total male and female;Total;Total marital status;Guam;2022;0.0;0.0;0.0;0.0;0.0;0.0
391;Total male and female;Total;Total marital status;Guam;2023;0.0;2.0;-2.0;0.0;0.0;0.0
392;Total male and female;Total;Total marital status;Guatemala;2020;44.0;40.0;4.0;4.0;10.0;-6.0
393;Total male and female;Total;Total marital status;Guatemala;2021;76.0;31.0;45.0;2.0;4.0;-2.0
394;Total male and female;Total;Total marital status;Guatemala;2022;95.0;35.0;60.0;1.0;5.0;-4.0
395;Total male and female;Total;Total marital status;Guatemala;2023;76.0;34.0;42.0;4.0;10.0;-6.0
396;Total male and female;Total;Total marital status;Guinea;2020;114.0;74.0;40.0;24.0;50.0;-26.0
397;Total male and female;Total;Total marital status;Guinea;2021;160.0;146.0;14.0;15.0;106.0;-91.0
398;Total male and female;Total;Total marital status;Guinea;2022;115.0;71.0;44.0;25.0;51.0;-26.0
399;Total male and female;Total;Total marital status;Guinea;2023;142.0;53.0;89.0;34.0;47.0;-13.0
400;Total male and female;Total;Total marital status;Guinea-Bissau;2020;15.0;11.0;4.0;4.0;8.0;-4.0
401;Total male and female;Total;Total marital status;Guinea-Bissau;2021;27.0;16.0;11.0;4.0;11.0;-7.0
402;Total male and female;Total;Total marital status;Guinea-Bissau;2022;24.0;9.0;15.0;2.0;7.0;-5.0
403;Total male and female;Total;Total marital status;Guinea-Bissau;2023;28.0;22.0;6.0;5.0;16.0;-11.0
404;Total male and female;Total;Total marital status;Guyana;2020;35.0;14.0;21.0;8.0;10.0;-2.0
405;Total male and female;Total;Total marital status;Guyana;2021;48.0;13.0;35.0;4.0;5.0;-1.0
406;Total male and female;Total;Total marital status;Guyana;2022;38.0;17.0;21.0;5.0;7.0;-2.0
407;Total male and female;Total;Total marital status;Guyana;2023;51.0;22.0;29.0;6.0;5.0;1.0
408;Total male and female;Total;Total marital status;Haiti;2020;54.0;21.0;33.0;6.0;7.0;-1.0
409;Total male and female;Total;Total marital status;Haiti;2021;43.0;23.0;20.0;13.0;9.0;4.0
410;Total male and female;Total;Total marital status;Haiti;2022;45.0;28.0;17.0;5.0;12.0;-7.0
411;Total male and female;Total;Total marital status;Haiti;2023;47.0;18.0;29.0;11.0;14.0;-3.0
412;Total male and female;Total;Total marital status;Honduras;2020;54.0;31.0;23.0;1.0;4.0;-3.0
413;Total male and female;Total;Total marital status;Honduras;2021;70.0;28.0;42.0;1.0;7.0;-6.0
414;Total male and female;Total;Total marital status;Honduras;2022;62.0;25.0;37.0;2.0;3.0;-1.0
415;Total male and female;Total;Total marital status;Honduras;2023;64.0;31.0;33.0;0.0;9.0;-9.0
416;Total male and female;Total;Total marital status;Hungary;2020;2643.0;2025.0;618.0;100.0;569.0;-469.0
417;Total male and female;Total;Total marital status;Hungary;2021;3136.0;1889.0;1247.0;90.0;542.0;-452.0
418;Total male and female;Total;Total marital status;Hungary;2022;3671.0;2045.0;1626.0;88.0;507.0;-419.0
419;Total male and female;Total;Total marital status;Hungary;2023;3973.0;2111.0;1862.0;71.0;583.0;-512.0
420;Total male and female;Total;Total marital status;Hongkong;2020;176.0;262.0;-86.0;12.0;36.0;-24.0
421;Total male and female;Total;Total marital status;Hongkong;2021;178.0;145.0;33.0;3.0;26.0;-23.0
422;Total male and female;Total;Total marital status;Hongkong;2022;129.0;121.0;8.0;2.0;14.0;-12.0
423;Total male and female;Total;Total marital status;Hongkong;2023;151.0;135.0;16.0;5.0;11.0;-6.0
424;Total male and female;Total;Total marital status;Ireland;2020;1229.0;917.0;312.0;16.0;145.0;-129.0
425;Total male and female;Total;Total marital status;Ireland;2021;1630.0;906.0;724.0;40.0;129.0;-89.0
426;Total male and female;Total;Total marital status;Ireland;2022;1706.0;997.0;709.0;17.0;119.0;-102.0
427;Total male and female;Total;Total marital status;Ireland;2023;1710.0;1081.0;629.0;12.0;160.0;-148.0
428;Total male and female;Total;Total marital status;Iceland;2020;110.0;127.0;-17.0;0.0;17.0;-17.0
429;Total male and female;Total;Total marital status;Iceland;2021;81.0;96.0;-15.0;1.0;7.0;-6.0
430;Total male and female;Total;Total marital status;Iceland;2022;129.0;69.0;60.0;0.0;5.0;-5.0
431;Total male and female;Total;Total marital status;Iceland;2023;116.0;96.0;20.0;0.0;5.0;-5.0
432;Total male and female;Total;Total marital status;India;2020;6163.0;5022.0;1141.0;48.0;477.0;-429.0
433;Total male and female;Total;Total marital status;India;2021;9965.0;3954.0;6011.0;51.0;377.0;-326.0
434;Total male and female;Total;Total marital status;India;2022;14755.0;3852.0;10903.0;38.0;301.0;-263.0
435;Total male and female;Total;Total marital status;India;2023;12277.0;4419.0;7858.0;34.0;366.0;-332.0
436;Total male and female;Total;Total marital status;Indonesia;2020;1508.0;1350.0;158.0;72.0;250.0;-178.0
