ID;HuishoudensKenmerken;Perioden;Vermogenssaldo_1;Totaal_2;ChartaalGeldEnDepositoS_3;Schuldbewijzen_4;Leningen_5;AandelenEnOverigeDeelnemingen_6;VerzekeringsPensioenregelingen_7;FinancieleDerivatenEnAandelenopties_8;OverigeVorderingen_9;Totaal_10;Leningen_11;FinancieleDerivatenEnAandelenopties_12;OverigeSchulden_13;Totaal_14;WoningenEnGrondOnderWoningen_15;OverigeNietFinancieleActiva_16;Vermogenssaldo_17;Totaal_18;ChartaalGeldEnDepositoS_19;Schuldbewijzen_20;Leningen_21;AandelenEnOverigeDeelnemingen_22;VerzekeringsPensioenregelingen_23;FinancieleDerivatenEnAandelenopties_24;OverigeVorderingen_25;Totaal_26;Leningen_27;FinancieleDerivatenEnAandelenopties_28;OverigeSchulden_29;Totaal_30;WoningenEnGrondOnderWoningen_31;OverigeNietFinancieleActiva_32;Vermogenssaldo_33;Totaal_34;ChartaalGeldEnDepositoS_35;Schuldbewijzen_36;Leningen_37;AandelenEnOverigeDeelnemingen_38;VerzekeringsPensioenregelingen_39;FinancieleDerivatenEnAandelenopties_40;OverigeVorderingen_41;Totaal_42;Leningen_43;FinancieleDerivatenEnAandelenopties_44;OverigeSchulden_45;Totaal_46;WoningenEnGrondOnderWoningen_47;OverigeNietFinancieleActiva_48;Vermogenssaldo_49;Totaal_50;ChartaalGeldEnDepositoS_51;Schuldbewijzen_52;Leningen_53;AandelenEnOverigeDeelnemingen_54;VerzekeringsPensioenregelingen_55;FinancieleDerivatenEnAandelenopties_56;OverigeVorderingen_57;Totaal_58;Leningen_59;FinancieleDerivatenEnAandelenopties_60;OverigeSchulden_61;Totaal_62;WoningenEnGrondOnderWoningen_63;OverigeNietFinancieleActiva_64
0;Totaal;2005;2127709;1384460;295349;26101;7725;243368;746229;541;65147;646602;589257;25;57320;1389851;1244037;145814;290.3;188.9;40.3;3.6;1.1;33.2;101.8;0.1;8.9;88.2;80.4;0.0;7.8;189.6;169.7;19.9;208.3;135.5;28.9;2.6;0.8;23.8;73.0;0.1;6.4;63.3;57.7;0.0;5.6;136.0;121.8;14.3;100;65.1;13.9;1.2;0.4;11.4;35.1;0.0;3.1;30.4;27.7;0.0;2.7;65.3;58.5;6.9
1;Totaal;2006;2213521;1412814;308208;26777;8086;254839;756952;594;57358;679655;634451;360;44844;1480362;1329923;150439;300.1;191.5;41.8;3.6;1.1;34.5;102.6;0.1;7.8;92.1;86.0;0.0;6.1;200.7;180.3;20.4;215.7;137.7;30.0;2.6;0.8;24.8;73.8;0.1;5.6;66.2;61.8;0.0;4.4;144.3;129.6;14.7;100;63.8;13.9;1.2;0.4;11.5;34.2;0.0;2.6;30.7;28.7;0.0;2.0;66.9;60.1;6.8
2;Totaal;2007;2271467;1412059;328321;27618;8341;243988;748159;593;55039;720826;672106;360;48360;1580234;1418834;161400;306.0;190.2;44.2;3.7;1.1;32.9;100.8;0.1;7.4;97.1;90.5;0.0;6.5;212.9;191.1;21.7;220.4;137.0;31.9;2.7;0.8;23.7;72.6;0.1;5.3;69.9;65.2;0.0;4.7;153.3;137.7;15.7;100;62.2;14.5;1.2;0.4;10.7;32.9;0.0;2.4;31.7;29.6;0.0;2.1;69.6;62.5;7.1
3;Totaal;2008;2445370;1548297;346768;27631;8360;230748;885008;534;49248;765679;706725;21;58933;1662752;1485738;177014;326.7;206.9;46.3;3.7;1.1;30.8;118.2;0.1;6.6;102.3;94.4;0.0;7.9;222.2;198.5;23.7;235.9;149.3;33.4;2.7;0.8;22.3;85.4;0.1;4.8;73.9;68.2;0.0;5.7;160.4;143.3;17.1;100;63.3;14.2;1.1;0.3;9.4;36.2;0.0;2.0;31.3;28.9;0.0;2.4;68.0;60.8;7.2
4;Totaal;2009;2407254;1569884;362127;25177;8515;225234;898295;512;50024;796915;731270;19;65626;1634285;1454732;179553;318.5;207.7;47.9;3.3;1.1;29.8;118.9;0.1;6.6;105.5;96.8;0.0;8.7;216.3;192.5;23.8;230.3;150.2;34.6;2.4;0.8;21.6;86.0;0.0;4.8;76.3;70.0;0.0;6.3;156.4;139.2;17.2;100;65.2;15.0;1.0;0.4;9.4;37.3;0.0;2.1;33.1;30.4;0.0;2.7;67.9;60.4;7.5
5;Totaal;2010;2472952;1679009;372427;22386;8418;236406;986513;650;52209;819243;749836;114;69293;1613186;1433183;180003;324.2;220.1;48.8;2.9;1.1;31.0;129.3;0.1;6.8;107.4;98.3;0.0;9.1;211.5;187.9;23.6;234.6;159.3;35.3;2.1;0.8;22.4;93.6;0.1;5.0;77.7;71.1;0.0;6.6;153.1;136.0;17.1;100;67.9;15.1;0.9;0.3;9.6;39.9;0.0;2.1;33.1;30.3;0.0;2.8;65.2;58.0;7.3
6;Totaal;2011;2556143;1788939;381334;17169;7349;220722;1119970;590;41805;819686;758413;22;61251;1586890;1404059;182831;332.1;232.4;49.5;2.2;1.0;28.7;145.5;0.1;5.4;106.5;98.5;0.0;8.0;206.2;182.4;23.8;240.9;168.6;35.9;1.6;0.7;20.8;105.6;0.1;3.9;77.3;71.5;0.0;5.8;149.6;132.3;17.2;100;69.5;14.8;0.7;0.3;8.6;43.5;0.0;1.6;32.1;29.7;0.0;2.4;61.6;54.5;7.1
7;Totaal;2012;2568506;1888435;393955;14722;7177;221873;1210105;501;40102;824472;762061;14;62397;1504543;1315835;188708;331.1;243.4;50.8;1.9;0.9;28.6;156.0;0.1;5.2;106.3;98.2;0.0;8.0;193.9;169.6;24.3;240.6;176.9;36.9;1.4;0.7;20.8;113.4;0.0;3.8;77.2;71.4;0.0;5.8;140.9;123.3;17.7;100;73.5;15.3;0.6;0.3;8.6;47.1;0.0;1.6;32.1;29.7;0.0;2.4;58.6;51.2;7.3
8;Totaal;2013;2473907;1860568;392861;10236;7045;232747;1177986;562;39131;813808;746383;16;67409;1427147;1237699;189448;316.7;238.2;50.3;1.3;0.9;29.8;150.8;0.1;5.0;104.2;95.5;0.0;8.6;182.7;158.4;24.3;230.6;173.4;36.6;1.0;0.7;21.7;109.8;0.1;3.6;75.8;69.6;0.0;6.3;133.0;115.4;17.7;100;75.2;15.9;0.4;0.3;9.4;47.6;0.0;1.6;32.9;30.2;0.0;2.7;57.7;50.0;7.7
9;Totaal;2014;2739984;2106981;399362;7793;7313;243610;1402996;591;45316;819409;743909;21;75479;1452412;1259958;192454;347.9;267.6;50.7;1.0;0.9;30.9;178.2;0.1;5.8;104.1;94.5;0.0;9.6;184.4;160.0;24.4;253.8;195.2;37.0;0.7;0.7;22.6;130.0;0.1;4.2;75.9;68.9;0.0;7.0;134.5;116.7;17.8;100;76.9;14.6;0.3;0.3;8.9;51.2;0.0;1.7;29.9;27.2;0.0;2.8;53.0;46.0;7.0
10;Gest. besteedbaar inkomen: 1e 20%-groep;2005;115468;68534;20360;1206;533;11241;28182;25;6987;54249;48100;1;6148;101183;96742;4441;78.8;46.8;13.9;0.8;0.4;7.7;19.2;0.0;4.8;37.0;32.8;0.0;4.2;69.0;66.0;3.0;62.7;37.2;11.1;0.7;0.3;6.1;15.3;0.0;3.8;29.5;26.1;0.0;3.3;55.0;52.6;2.4;100;59.4;17.6;1.0;0.5;9.7;24.4;0.0;6.1;47.0;41.7;0.0;5.3;87.6;83.8;3.8
11;Gest. besteedbaar inkomen: 1e 20%-groep;2006;118267;73779;22610;1425;593;13564;27781;32;7775;58945;52861;5;6079;103433;101375;2057;80.2;50.0;15.3;1.0;0.4;9.2;18.8;0.0;5.3;40.0;35.8;0.0;4.1;70.1;68.7;1.4;64.3;40.1;12.3;0.8;0.3;7.4;15.1;0.0;4.2;32.1;28.8;0.0;3.3;56.3;55.1;1.1;100;62.4;19.1;1.2;0.5;11.5;23.5;0.0;6.6;49.8;44.7;0.0;5.1;87.5;85.7;1.7
12;Gest. besteedbaar inkomen: 1e 20%-groep;2007;118086;67123;23499;1233;597;10897;22578;26;8292;63726;56440;0;7286;114689;114726;-36;79.5;45.2;15.8;0.8;0.4;7.3;15.2;0.0;5.6;42.9;38.0;0.0;4.9;77.3;77.3;0.0;64.4;36.6;12.8;0.7;0.3;5.9;12.3;0.0;4.5;34.7;30.8;0.0;4.0;62.5;62.5;0.0;100;56.8;19.9;1.0;0.5;9.2;19.1;0.0;7.0;54.0;47.8;0.0;6.2;97.1;97.2;0.0
13;Gest. besteedbaar inkomen: 1e 20%-groep;2008;131729;77357;23749;1821;573;15204;28244;35;7732;72210;62957;0;9252;126582;126949;-368;88.0;51.7;15.9;1.2;0.4;10.2;18.9;0.0;5.2;48.2;42.1;0.0;6.2;84.6;84.8;-0.2;71.4;41.9;12.9;1.0;0.3;8.2;15.3;0.0;4.2;39.1;34.1;0.0;5.0;68.6;68.8;-0.2;100;58.7;18.0;1.4;0.4;11.5;21.4;0.0;5.9;54.8;47.8;0.0;7.0;96.1;96.4;-0.3
14;Gest. besteedbaar inkomen: 1e 20%-groep;2009;136601;74683;23609;1198;555;10721;29984;24;8591;79619;68347;1;11271;141537;134436;7101;90.4;49.4;15.6;0.8;0.4;7.1;19.8;0.0;5.7;52.7;45.2;0.0;7.5;93.6;88.9;4.7;72.7;39.8;12.6;0.6;0.3;5.7;16.0;0.0;4.6;42.4;36.4;0.0;6.0;75.4;71.6;3.8;100;54.7;17.3;0.9;0.4;7.8;22.0;0.0;6.3;58.3;50.0;0.0;8.3;103.6;98.4;5.2
15;Gest. besteedbaar inkomen: 1e 20%-groep;2010;135832;88281;28519;1192;645;12583;37842;35;7467;75784;65874;0;9910;123335;122715;620;89.0;57.9;18.7;0.8;0.4;8.2;24.8;0.0;4.9;49.7;43.2;0.0;6.5;80.8;80.4;0.4;71.9;46.7;15.1;0.6;0.3;6.7;20.0;0.0;4.0;40.1;34.9;0.0;5.2;65.3;65.0;0.3;100;65.0;21.0;0.9;0.5;9.3;27.9;0.0;5.5;55.8;48.5;0.0;7.3;90.8;90.3;0.5
16;Gest. besteedbaar inkomen: 1e 20%-groep;2011;136263;94170;32398;986;624;12681;41961;34;5486;72586;64549;0;8037;114680;115963;-1283;88.5;61.2;21.0;0.6;0.4;8.2;27.3;0.0;3.6;47.1;41.9;0.0;5.2;74.5;75.3;-0.8;71.8;49.6;17.1;0.5;0.3;6.7;22.1;0.0;2.9;38.2;34.0;0.0;4.2;60.4;61.1;-0.7;100;65.3;22.5;0.7;0.4;8.8;29.1;0.0;3.8;53.3;47.4;0.0;5.6;79.5;80.4;-0.9
17;Gest. besteedbaar inkomen: 1e 20%-groep;2012;129832;93914;26700;669;486;10079;50157;23;5800;77606;68582;0;9024;113524;109094;4430;83.7;60.5;17.2;0.4;0.3;6.5;32.3;0.0;3.7;50.0;44.2;0.0;5.8;73.2;70.3;2.9;67.7;49.0;13.9;0.3;0.3;5.3;26.1;0.0;3.0;40.5;35.7;0.0;4.7;59.2;56.9;2.3;100;72.3;20.6;0.5;0.4;7.8;38.6;0.0;4.5;59.8;52.8;0.0;7.0;87.4;84.0;3.4
18;Gest. besteedbaar inkomen: 1e 20%-groep;2013;127931;96797;28378;664;509;15106;47307;36;4797;72968;64705;0;8264;104103;100637;3466;81.9;62.0;18.2;0.4;0.3;9.7;30.3;0.0;3.1;46.7;41.4;0.0;5.3;66.6;64.4;2.2;66.3;50.2;14.7;0.3;0.3;7.8;24.5;0.0;2.5;37.8;33.5;0.0;4.3;54.0;52.2;1.8;100;75.7;22.2;0.5;0.4;11.8;37.0;0.0;3.7;57.0;50.6;0.0;6.5;81.4;78.7;2.7
19;Gest. besteedbaar inkomen: 1e 20%-groep;2014;149187;112942;33087;564;606;17620;55371;43;5651;66968;57554;1;9413;103213;91522;11691;94.7;71.7;21.0;0.4;0.4;11.2;35.2;0.0;3.6;42.5;36.5;0.0;6.0;65.5;58.1;7.4;76.8;58.2;17.0;0.3;0.3;9.1;28.5;0.0;2.9;34.5;29.6;0.0;4.8;53.2;47.1;6.0;100;75.7;22.2;0.4;0.4;11.8;37.1;0.0;3.8;44.9;38.6;0.0;6.3;69.2;61.3;7.8
20;Gest. besteedbaar inkomen: 2e 20%-groep;2005;189048;111808;31732;940;830;8769;65488;19;4029;67376;63830;1;3545;144616;136494;8122;129.0;76.3;21.6;0.6;0.6;6.0;44.7;0.0;2.7;46.0;43.5;0.0;2.4;98.7;93.1;5.5;96.0;56.8;16.1;0.5;0.4;4.5;33.3;0.0;2.0;34.2;32.4;0.0;1.8;73.5;69.3;4.1;100;59.1;16.8;0.5;0.4;4.6;34.6;0.0;2.1;35.6;33.8;0.0;1.9;76.5;72.2;4.3
21;Gest. besteedbaar inkomen: 2e 20%-groep;2006;202596;114917;32572;973;855;9258;68512;22;2726;63652;61508;13;2131;151331;146052;5279;137.4;77.9;22.1;0.7;0.6;6.3;46.4;0.0;1.8;43.2;41.7;0.0;1.4;102.6;99.0;3.6;102.6;58.2;16.5;0.5;0.4;4.7;34.7;0.0;1.4;32.3;31.2;0.0;1.1;76.7;74.0;2.7;100;56.7;16.1;0.5;0.4;4.6;33.8;0.0;1.3;31.4;30.4;0.0;1.1;74.7;72.1;2.6
22;Gest. besteedbaar inkomen: 2e 20%-groep;2007;201928;112911;33711;631;856;5577;69473;14;2649;67468;65131;10;2327;156485;152003;4481;136.0;76.1;22.7;0.4;0.6;3.8;46.8;0.0;1.8;45.4;43.9;0.0;1.6;105.4;102.4;3.0;102.2;57.2;17.1;0.3;0.4;2.8;35.2;0.0;1.3;34.2;33.0;0.0;1.2;79.2;77.0;2.3;100;55.9;16.7;0.3;0.4;2.8;34.4;0.0;1.3;33.4;32.3;0.0;1.2;77.5;75.3;2.2
23;Gest. besteedbaar inkomen: 2e 20%-groep;2008;223886;132585;33642;877;811;7320;87437;17;2481;74022;71053;1;2969;165323;160247;5076;149.6;88.6;22.5;0.6;0.5;4.9;58.4;0.0;1.7;49.5;47.5;0.0;2.0;110.5;107.1;3.4;112.6;66.7;16.9;0.4;0.4;3.7;44.0;0.0;1.2;37.2;35.7;0.0;1.5;83.2;80.6;2.6;100;59.2;15.0;0.4;0.4;3.3;39.1;0.0;1.1;33.1;31.7;0.0;1.3;73.8;71.6;2.3
24;Gest. besteedbaar inkomen: 2e 20%-groep;2009;219150;132582;36167;760;850;6796;84587;15;3406;77123;72654;1;4469;163691;155071;8620;145.0;87.7;23.9;0.5;0.6;4.5;56.0;0.0;2.3;51.0;48.1;0.0;3.0;108.3;102.6;5.7;110.1;66.6;18.2;0.4;0.4;3.4;42.5;0.0;1.7;38.7;36.5;0.0;2.2;82.2;77.9;4.3;100;60.5;16.5;0.3;0.4;3.1;38.6;0.0;1.6;35.2;33.2;0.0;2.0;74.7;70.8;3.9
25;Gest. besteedbaar inkomen: 2e 20%-groep;2010;221984;138331;39168;670;885;7078;87784;19;2725;78185;74563;4;3617;161838;155149;6689;145.5;90.7;25.7;0.4;0.6;4.6;57.5;0.0;1.8;51.2;48.9;0.0;2.4;106.1;101.7;4.4;110.9;69.1;19.6;0.3;0.4;3.5;43.8;0.0;1.4;39.0;37.2;0.0;1.8;80.8;77.5;3.3;100;62.3;17.6;0.3;0.4;3.2;39.5;0.0;1.2;35.2;33.6;0.0;1.6;72.9;69.9;3.0
26;Gest. besteedbaar inkomen: 2e 20%-groep;2011;234649;165009;41786;848;805;10897;105373;29;5271;85487;77763;1;7723;155127;149975;5152;152.4;107.2;27.1;0.6;0.5;7.1;68.5;0.0;3.4;55.5;50.5;0.0;5.0;100.8;97.4;3.3;117.1;82.3;20.8;0.4;0.4;5.4;52.6;0.0;2.6;42.6;38.8;0.0;3.9;77.4;74.8;2.6;100;69.6;17.6;0.4;0.3;4.6;44.5;0.0;2.2;36.4;33.1;0.0;3.3;65.5;63.3;2.2
27;Gest. besteedbaar inkomen: 2e 20%-groep;2012;236851;168627;40857;439;744;6617;118271;15;1684;75951;73330;0;2620;144175;138384;5791;152.6;108.7;26.3;0.3;0.5;4.3;76.2;0.0;1.1;48.9;47.2;0.0;1.7;92.9;89.2;3.7;117.2;83.4;20.2;0.2;0.4;3.3;58.5;0.0;0.8;37.6;36.3;0.0;1.3;71.3;68.4;2.9;100;71.2;17.2;0.2;0.3;2.8;49.9;0.0;0.7;32.1;31.0;0.0;1.1;60.9;58.4;2.4
28;Gest. besteedbaar inkomen: 2e 20%-groep;2013;225411;165407;40041;297;718;6762;115399;16;2172;73554;69812;0;3742;133559;128807;4751;144.2;105.8;25.6;0.2;0.5;4.3;73.8;0.0;1.4;47.1;44.7;0.0;2.4;85.5;82.4;3.0;111.2;81.6;19.8;0.1;0.4;3.3;56.9;0.0;1.1;36.3;34.5;0.0;1.8;65.9;63.6;2.3;100;73.4;17.8;0.1;0.3;3.0;51.2;0.0;1.0;32.6;31.0;0.0;1.7;59.3;57.1;2.1
29;Gest. besteedbaar inkomen: 2e 20%-groep;2014;250738;193352;43633;324;799;10122;135988;25;2460;71793;67694;1;4098;129179;122274;6905;159.2;122.8;27.7;0.2;0.5;6.4;86.3;0.0;1.6;45.6;43.0;0.0;2.6;82.0;77.6;4.4;123.7;95.4;21.5;0.2;0.4;5.0;67.1;0.0;1.2;35.4;33.4;0.0;2.0;63.7;60.3;3.4;100;77.1;17.4;0.1;0.3;4.0;54.2;0.0;1.0;28.6;27.0;0.0;1.6;51.5;48.8;2.8
30;Gest. besteedbaar inkomen: 3e 20%-groep;2005;308476;185414;42192;1431;1104;13345;121822;30;5491;105971;101138;3;4831;229033;214190;14843;210.5;126.5;28.8;1.0;0.8;9.1;83.1;0.0;3.7;72.3;69.0;0.0;3.3;156.3;146.1;10.1;147.7;88.8;20.2;0.7;0.5;6.4;58.3;0.0;2.6;50.7;48.4;0.0;2.3;109.7;102.5;7.1;100;60.1;13.7;0.5;0.4;4.3;39.5;0.0;1.8;34.4;32.8;0.0;1.6;74.2;69.4;4.8
31;Gest. besteedbaar inkomen: 3e 20%-groep;2006;323008;190665;45007;1345;1181;12804;126612;30;3687;111719;108805;32;2883;244062;230661;13401;218.9;129.2;30.5;0.9;0.8;8.7;85.8;0.0;2.5;75.7;73.7;0.0;2.0;165.4;156.3;9.1;153.9;90.9;21.4;0.6;0.6;6.1;60.3;0.0;1.8;53.2;51.8;0.0;1.4;116.3;109.9;6.4;100;59.0;13.9;0.4;0.4;4.0;39.2;0.0;1.1;34.6;33.7;0.0;0.9;75.6;71.4;4.1
32;Gest. besteedbaar inkomen: 3e 20%-groep;2007;316644;183663;46354;1077;1178;9519;121951;23;3561;123032;119871;32;3129;256013;241673;14340;213.3;123.7;31.2;0.7;0.8;6.4;82.1;0.0;2.4;82.9;80.7;0.0;2.1;172.4;162.8;9.7;150.2;87.1;22.0;0.5;0.6;4.5;57.8;0.0;1.7;58.3;56.8;0.0;1.5;121.4;114.6;6.8;100;58.0;14.6;0.3;0.4;3.0;38.5;0.0;1.1;38.9;37.9;0.0;1.0;80.9;76.3;4.5
33;Gest. besteedbaar inkomen: 3e 20%-groep;2008;357506;212788;48115;1359;1160;11348;147128;26;3652;124155;119783;2;4370;268873;255198;13675;238.8;142.2;32.1;0.9;0.8;7.6;98.3;0.0;2.4;82.9;80.0;0.0;2.9;179.6;170.5;9.1;169.0;100.6;22.7;0.6;0.5;5.4;69.5;0.0;1.7;58.7;56.6;0.0;2.1;127.1;120.6;6.5;100;59.5;13.5;0.4;0.3;3.2;41.2;0.0;1.0;34.7;33.5;0.0;1.2;75.2;71.4;3.8
34;Gest. besteedbaar inkomen: 3e 20%-groep;2009;348720;216458;50015;1372;1176;12276;148242;28;3348;128351;123956;2;4393;260613;246326;14287;230.7;143.2;33.1;0.9;0.8;8.1;98.1;0.0;2.2;84.9;82.0;0.0;2.9;172.4;163.0;9.5;164.0;101.8;23.5;0.6;0.6;5.8;69.7;0.0;1.6;60.3;58.3;0.0;2.1;122.5;115.8;6.7;100;62.1;14.3;0.4;0.3;3.5;42.5;0.0;1.0;36.8;35.5;0.0;1.3;74.7;70.6;4.1
35;Gest. besteedbaar inkomen: 3e 20%-groep;2010;359661;232234;54089;1035;1223;10933;160674;30;4250;131704;126052;12;5640;259131;240935;18196;235.7;152.2;35.5;0.7;0.8;7.2;105.3;0.0;2.8;86.3;82.6;0.0;3.7;169.8;157.9;11.9;168.0;108.5;25.3;0.5;0.6;5.1;75.1;0.0;2.0;61.5;58.9;0.0;2.6;121.1;112.6;8.5;100;64.6;15.0;0.3;0.3;3.0;44.7;0.0;1.2;36.6;35.0;0.0;1.6;72.0;67.0;5.1
36;Gest. besteedbaar inkomen: 3e 20%-groep;2011;373960;257390;54447;875;1049;11253;187016;30;2719;131969;127983;2;3984;248539;235636;12903;242.9;167.2;35.4;0.6;0.7;7.3;121.5;0.0;1.8;85.7;83.1;0.0;2.6;161.4;153.1;8.4;173.7;119.6;25.3;0.4;0.5;5.2;86.9;0.0;1.3;61.3;59.5;0.0;1.9;115.5;109.5;6.0;100;68.3;14.4;0.2;0.3;3.0;49.6;0.0;0.7;35.3;34.2;0.0;1.1;65.9;62.5;3.4
37;Gest. besteedbaar inkomen: 3e 20%-groep;2012;379129;278437;57489;904;1047;13629;202440;31;2896;133610;129104;1;4505;234303;222599;11703;244.4;179.5;37.1;0.6;0.7;8.8;130.5;0.0;1.9;86.1;83.2;0.0;2.9;151.0;143.5;7.5;175.3;128.7;26.6;0.4;0.5;6.3;93.6;0.0;1.3;61.8;59.7;0.0;2.1;108.3;102.9;5.4;100;73.4;15.2;0.2;0.3;3.6;53.4;0.0;0.8;35.2;34.1;0.0;1.2;61.8;58.7;3.1
38;Gest. besteedbaar inkomen: 3e 20%-groep;2013;368236;273316;58064;562;1041;12777;198139;31;2703;129426;124770;1;4656;224346;212452;11894;235.7;175.0;37.2;0.4;0.7;8.2;126.8;0.0;1.7;82.9;79.9;0.0;3.0;143.6;136.0;7.6;169.3;125.7;26.7;0.3;0.5;5.9;91.1;0.0;1.2;59.5;57.4;0.0;2.1;103.1;97.7;5.5;100;74.2;15.8;0.2;0.3;3.5;53.8;0.0;0.7;35.1;33.9;0.0;1.3;60.9;57.7;3.2
39;Gest. besteedbaar inkomen: 3e 20%-groep;2014;416084;318812;58170;594;1065;18582;236215;45;4140;134553;127656;2;6895;231825;217179;14646;264.1;202.4;36.9;0.4;0.7;11.8;150.0;0.0;2.6;85.4;81.0;0.0;4.4;147.2;137.9;9.3;190.2;145.8;26.6;0.3;0.5;8.5;108.0;0.0;1.9;61.5;58.4;0.0;3.2;106.0;99.3;6.7;100;76.6;14.0;0.1;0.3;4.5;56.8;0.0;1.0;32.3;30.7;0.0;1.7;55.7;52.2;3.5
40;Gest. besteedbaar inkomen: 4e 20%-groep;2005;465080;291296;63542;2732;1662;25471;188786;57;9047;150559;142594;5;7960;324343;296181;28162;317.2;198.7;43.3;1.9;1.1;17.4;128.8;0.0;6.2;102.7;97.3;0.0;5.4;221.2;202.0;19.2;215.4;134.9;29.4;1.3;0.8;11.8;87.4;0.0;4.2;69.7;66.0;0.0;3.7;150.2;137.2;13.0;100;62.6;13.7;0.6;0.4;5.5;40.6;0.0;1.9;32.4;30.7;0.0;1.7;69.7;63.7;6.1
41;Gest. besteedbaar inkomen: 4e 20%-groep;2006;486902;299151;65305;2983;1713;28387;192434;66;8262;157141;150613;68;6460;344892;316322;28570;330.0;202.8;44.3;2.0;1.2;19.2;130.4;0.0;5.6;106.5;102.1;0.0;4.4;233.8;214.4;19.4;224.7;138.0;30.1;1.4;0.8;13.1;88.8;0.0;3.8;72.5;69.5;0.0;3.0;159.1;146.0;13.2;100;61.4;13.4;0.6;0.4;5.8;39.5;0.0;1.7;32.3;30.9;0.0;1.3;70.8;65.0;5.9
42;Gest. besteedbaar inkomen: 4e 20%-groep;2007;492536;296760;67559;1963;1716;17343;202061;42;6076;162521;157127;55;5338;358296;333659;24637;331.8;199.9;45.5;1.3;1.2;11.7;136.1;0.0;4.1;109.5;105.8;0.0;3.6;241.3;224.7;16.6;226.1;136.2;31.0;0.9;0.8;8.0;92.7;0.0;2.8;74.6;72.1;0.0;2.5;164.4;153.1;11.3;100;60.3;13.7;0.4;0.3;3.5;41.0;0.0;1.2;33.0;31.9;0.0;1.1;72.7;67.7;5.0
43;Gest. besteedbaar inkomen: 4e 20%-groep;2008;532961;330171;72377;2843;1745;23740;223014;55;6396;175620;167962;3;7654;378410;353105;25305;356.0;220.6;48.4;1.9;1.2;15.9;149.0;0.0;4.3;117.3;112.2;0.0;5.1;252.8;235.9;16.9;242.6;150.3;32.9;1.3;0.8;10.8;101.5;0.0;2.9;79.9;76.5;0.0;3.5;172.3;160.7;11.5;100;62.0;13.6;0.5;0.3;4.5;41.8;0.0;1.2;33.0;31.5;0.0;1.4;71.0;66.3;4.7
44;Gest. besteedbaar inkomen: 4e 20%-groep;2009;539460;343201;74753;2649;1758;23697;234896;54;5394;178971;171891;3;7077;375230;342594;32636;356.9;227.1;49.5;1.8;1.2;15.7;155.4;0.0;3.6;118.4;113.7;0.0;4.7;248.3;226.7;21.6;243.1;154.7;33.7;1.2;0.8;10.7;105.9;0.0;2.4;80.7;77.5;0.0;3.2;169.1;154.4;14.7;100;63.6;13.9;0.5;0.3;4.4;43.5;0.0;1.0;33.2;31.9;0.0;1.3;69.6;63.5;6.0
45;Gest. besteedbaar inkomen: 4e 20%-groep;2010;545720;358781;75930;1872;1716;19768;254066;54;5374;183718;176565;21;7133;370658;337871;32786;357.7;235.1;49.8;1.2;1.1;13.0;166.5;0.0;3.5;120.4;115.7;0.0;4.7;242.9;221.4;21.5;243.7;160.2;33.9;0.8;0.8;8.8;113.4;0.0;2.4;82.0;78.8;0.0;3.2;165.5;150.9;14.6;100;65.7;13.9;0.3;0.3;3.6;46.6;0.0;1.0;33.7;32.4;0.0;1.3;67.9;61.9;6.0
46;Gest. besteedbaar inkomen: 4e 20%-groep;2011;579193;400648;79529;1758;1533;22594;290372;60;4801;188126;181088;4;7034;366671;337016;29654;376.2;260.3;51.7;1.1;1.0;14.7;188.6;0.0;3.1;122.2;117.6;0.0;4.6;238.2;218.9;19.3;256.6;177.5;35.2;0.8;0.7;10.0;128.6;0.0;2.1;83.3;80.2;0.0;3.1;162.4;149.3;13.1;100;68.8;13.7;0.3;0.3;3.9;49.9;0.0;0.8;32.5;31.3;0.0;1.2;63.0;57.9;5.1
47;Gest. besteedbaar inkomen: 4e 20%-groep;2012;571628;420071;82250;1634;1498;24618;305355;56;4660;188535;181282;2;7251;340092;312966;27126;368.4;270.7;53.0;1.1;1.0;15.9;196.8;0.0;3.0;121.5;116.8;0.0;4.7;219.2;201.7;17.5;252.3;185.4;36.3;0.7;0.7;10.9;134.8;0.0;2.1;83.2;80.0;0.0;3.2;150.1;138.2;12.0;100;73.5;14.4;0.3;0.3;4.3;53.4;0.0;0.8;33.0;31.7;0.0;1.3;59.5;54.7;4.7
48;Gest. besteedbaar inkomen: 4e 20%-groep;2013;538957;408083;81835;1016;1468;23097;295450;56;5162;188001;179106;2;8893;318875;294603;24272;344.9;261.2;52.4;0.7;0.9;14.8;189.1;0.0;3.3;120.3;114.6;0.0;5.7;204.1;188.5;15.5;236.9;179.4;36.0;0.4;0.6;10.2;129.9;0.0;2.3;82.6;78.7;0.0;3.9;140.2;129.5;10.7;100;75.7;15.2;0.2;0.3;4.3;54.8;0.0;1.0;34.9;33.2;0.0;1.6;59.2;54.7;4.5
49;Gest. besteedbaar inkomen: 4e 20%-groep;2014;623924;477494;82954;992;1519;31002;354602;75;6351;193870;183289;3;10578;340301;309563;30738;396.1;303.1;52.7;0.6;1.0;19.7;225.1;0.0;4.0;123.1;116.4;0.0;6.7;216.0;196.5;19.5;272.1;208.2;36.2;0.4;0.7;13.5;154.6;0.0;2.8;84.5;79.9;0.0;4.6;148.4;135.0;13.4;100;76.5;13.3;0.2;0.2;5.0;56.8;0.0;1.0;31.1;29.4;0.0;1.7;54.5;49.6;4.9
