ID;VrachtautoSTrekkersLaadvermogenLV;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandseVrachtvoertuigenInGebruik_10
542;Vrachtauto (LV) 18 000 kg of meer;Voertuig 1 jaar oud;2020;41.8;37.6;4.1;48.9;37.6;11.3;51775;39815;11960;945
543;Vrachtauto (LV) 18 000 kg of meer;Voertuig 1 jaar oud;2021;22.7;19.6;3.1;28.5;22.7;8.8;51753;35694;16059;550
544;Vrachtauto (LV) 18 000 kg of meer;Voertuig 1 jaar oud;2022;20.4;17.2;3.1;25.5;20.4;8.2;49818;33726;16091;511
545;Vrachtauto (LV) 18 000 kg of meer;Voertuig 1 jaar oud;2023;18.2;15.9;2.3;21.8;18.2;5.9;48366;35210;13156;451
546;Vrachtauto (LV) 18 000 kg of meer;Voertuig 2 jaar oud;2018;29.9;26.8;3.1;36.8;26.8;10.1;57524;41820;15704;640
547;Vrachtauto (LV) 18 000 kg of meer;Voertuig 2 jaar oud;2019;30.1;27.3;2.8;35.7;27.3;8.4;54159;41432;12727;659
548;Vrachtauto (LV) 18 000 kg of meer;Voertuig 2 jaar oud;2020;29.4;25.5;3.9;36.2;25.5;10.7;52858;37212;15646;685
549;Vrachtauto (LV) 18 000 kg of meer;Voertuig 2 jaar oud;2021;43.2;39.0;4.2;50.9;43.2;11.9;53847;41273;12573;945
550;Vrachtauto (LV) 18 000 kg of meer;Voertuig 2 jaar oud;2022;24.4;22.0;2.4;28.4;24.4;6.4;51700;40067;11632;549
551;Vrachtauto (LV) 18 000 kg of meer;Voertuig 2 jaar oud;2023;20.0;17.2;2.8;24.6;20.0;7.4;47991;33497;14493;512
552;Vrachtauto (LV) 18 000 kg of meer;Voertuig 3 jaar oud;2018;18.6;16.5;2.1;23.2;16.5;6.7;59692;42381;17311;389
553;Vrachtauto (LV) 18 000 kg of meer;Voertuig 3 jaar oud;2019;27.3;23.4;3.9;35.3;23.4;11.9;55295;36661;18634;638
554;Vrachtauto (LV) 18 000 kg of meer;Voertuig 3 jaar oud;2020;28.8;24.8;4.0;35.6;24.8;10.8;54495;37929;16567;654
555;Vrachtauto (LV) 18 000 kg of meer;Voertuig 3 jaar oud;2021;29.4;25.6;3.8;36.5;29.4;10.9;53349;37461;15887;684
556;Vrachtauto (LV) 18 000 kg of meer;Voertuig 3 jaar oud;2022;42.5;38.3;4.1;49.2;42.5;10.9;51998;40506;11492;946
557;Vrachtauto (LV) 18 000 kg of meer;Voertuig 3 jaar oud;2023;22.5;20.0;2.5;26.5;22.5;6.5;47698;36012;11686;555
558;Vrachtauto (LV) 18 000 kg of meer;Voertuig 4 jaar oud;2018;15.7;14.3;1.4;19.0;14.3;4.7;58853;44375;14478;322
559;Vrachtauto (LV) 18 000 kg of meer;Voertuig 4 jaar oud;2019;17.2;15.1;2.2;21.6;15.1;6.5;55833;39027;16806;386
560;Vrachtauto (LV) 18 000 kg of meer;Voertuig 4 jaar oud;2020;26.6;22.7;3.9;33.4;22.7;10.6;52717;35900;16817;633
561;Vrachtauto (LV) 18 000 kg of meer;Voertuig 4 jaar oud;2021;28.6;24.9;3.7;35.4;28.6;10.5;54367;38193;16174;652
562;Vrachtauto (LV) 18 000 kg of meer;Voertuig 4 jaar oud;2022;27.5;23.1;4.5;34.8;27.5;11.7;50773;33662;17110;685
563;Vrachtauto (LV) 18 000 kg of meer;Voertuig 4 jaar oud;2023;39.9;36.3;3.6;45.7;39.9;9.3;48632;38711;9921;939
564;Vrachtauto (LV) 18 000 kg of meer;Voertuig 5 jaar oud;2018;10.4;9.2;1.2;13.0;9.2;3.8;56062;39804;16258;231
565;Vrachtauto (LV) 18 000 kg of meer;Voertuig 5 jaar oud;2019;15.2;14.1;1.1;17.4;14.1;3.3;54333;44064;10269;320
566;Vrachtauto (LV) 18 000 kg of meer;Voertuig 5 jaar oud;2020;17.0;14.6;2.4;21.1;14.6;6.5;55280;38199;17082;382
567;Vrachtauto (LV) 18 000 kg of meer;Voertuig 5 jaar oud;2021;27.1;23.5;3.6;33.7;27.1;10.2;53084;37042;16042;635
568;Vrachtauto (LV) 18 000 kg of meer;Voertuig 5 jaar oud;2022;28.5;25.7;2.9;33.2;28.5;7.6;51047;39408;11639;651
569;Vrachtauto (LV) 18 000 kg of meer;Voertuig 5 jaar oud;2023;27.1;23.7;3.5;32.7;27.1;9.1;47779;34545;13235;685
570;Vrachtauto (LV) 18 000 kg of meer;Voertuig 6 jaar oud;2018;16.2;14.4;1.8;20.3;14.4;5.9;50572;35957;14615;401
571;Vrachtauto (LV) 18 000 kg of meer;Voertuig 6 jaar oud;2019;8.7;7.4;1.4;11.5;7.4;4.1;49300;31650;17649;233
572;Vrachtauto (LV) 18 000 kg of meer;Voertuig 6 jaar oud;2020;12.7;11.0;1.8;15.8;11.0;4.8;49623;34537;15085;318
573;Vrachtauto (LV) 18 000 kg of meer;Voertuig 6 jaar oud;2021;16.6;14.4;2.1;20.5;16.6;6.1;54129;38079;16049;379
574;Vrachtauto (LV) 18 000 kg of meer;Voertuig 6 jaar oud;2022;26.1;22.8;3.3;31.5;26.1;8.7;49612;35919;13693;635
575;Vrachtauto (LV) 18 000 kg of meer;Voertuig 6 jaar oud;2023;25.7;23.2;2.5;29.6;25.7;6.4;45298;35468;9830;654
576;Vrachtauto (LV) 18 000 kg of meer;Voertuig 7 jaar oud;2018;14.8;12.9;1.8;18.8;12.9;5.9;47054;32373;14681;400
577;Vrachtauto (LV) 18 000 kg of meer;Voertuig 7 jaar oud;2019;14.9;13.4;1.6;18.1;13.4;4.8;45636;33633;12002;397
578;Vrachtauto (LV) 18 000 kg of meer;Voertuig 7 jaar oud;2020;8.6;7.4;1.1;10.5;7.4;3.1;46481;32955;13526;226
579;Vrachtauto (LV) 18 000 kg of meer;Voertuig 7 jaar oud;2021;12.4;10.9;1.5;15.1;12.4;4.2;48911;35318;13592;309
580;Vrachtauto (LV) 18 000 kg of meer;Voertuig 7 jaar oud;2022;16.1;14.2;1.8;19.0;16.1;4.8;50251;37537;12713;379
581;Vrachtauto (LV) 18 000 kg of meer;Voertuig 7 jaar oud;2023;23.0;19.6;3.4;28.5;23.0;8.9;45156;31067;14089;632
582;Vrachtauto (LV) 18 000 kg of meer;Voertuig 8 jaar oud;2018;15.6;14.2;1.3;18.6;14.2;4.3;44445;34045;10400;418
583;Vrachtauto (LV) 18 000 kg of meer;Voertuig 8 jaar oud;2019;13.2;11.7;1.4;16.1;11.7;4.4;41135;29987;11148;391
584;Vrachtauto (LV) 18 000 kg of meer;Voertuig 8 jaar oud;2020;13.0;11.3;1.7;16.0;11.3;4.7;41309;29123;12186;388
585;Vrachtauto (LV) 18 000 kg of meer;Voertuig 8 jaar oud;2021;7.5;6.4;1.1;9.6;7.5;3.2;43883;29104;14780;219
586;Vrachtauto (LV) 18 000 kg of meer;Voertuig 8 jaar oud;2022;11.7;10.6;1.1;13.5;11.7;2.9;44619;35071;9548;303
587;Vrachtauto (LV) 18 000 kg of meer;Voertuig 8 jaar oud;2023;14.5;13.3;1.2;16.4;14.5;3.1;43713;35408;8306;376
588;Vrachtauto (LV) 18 000 kg of meer;Voertuig 9 jaar of ouder;2018;94.4;88.4;6.1;107.9;88.4;19.6;33426;27363;6063;3229
589;Vrachtauto (LV) 18 000 kg of meer;Voertuig 9 jaar of ouder;2019;87.8;82.9;5.0;97.8;82.9;15.0;30526;25856;4670;3205
590;Vrachtauto (LV) 18 000 kg of meer;Voertuig 9 jaar of ouder;2020;80.1;77.1;3.0;85.2;77.1;8.1;27647;25027;2620;3082
591;Vrachtauto (LV) 18 000 kg of meer;Voertuig 9 jaar of ouder;2021;77.8;73.4;4.4;86.1;77.8;12.7;28794;24545;4249;2989
592;Vrachtauto (LV) 18 000 kg of meer;Voertuig 9 jaar of ouder;2022;67.6;62.4;5.2;76.1;67.6;13.7;26944;22098;4846;2825
593;Vrachtauto (LV) 18 000 kg of meer;Voertuig 9 jaar of ouder;2023;57.3;50.8;6.5;67.7;57.3;16.9;25062;18807;6255;2702
