ID;RegioS;Perioden;BeginstandVoorraad_1;Nieuwbouw_2;TotaalOverigeToevoegingen_3;TotaalFysiekeToevoeging_4;LateResponsNieuwbouw_5;Transformatie_6;LateResponsTransformatie_7;Woningsplitsing_8;Woningsamenvoeging_9;OverigDoorVerbouw_10;TotaalToevoegingDoorFunctiewijziging_11;VanLogiesfunctieNaarWoonfunctie_12;VanOverigeFunctieNaarWoonfunctie_13;TotaalAdministratieveToevoeging_14;Sloop_15;TotaalOverigeOnttrekkingen_16;TotaalFysiekeOnttrekking_17;LateResponsSloop_18;Woningsplitsing_19;Woningsamenvoeging_20;OverigDoorVerbouw_21;TotaalOnttrekkingDoorFunctiewijziging_22;VanWoonNaarLogiesfunctie_23;VanWoonfunctieNaarOverigeFunctie_24;TotaalAdministratieveOnttrekking_25;SaldoVoorraad_26;EindstandVoorraad_27;SaldoWoningsplitsing_28;SaldoWoningsamenvoeging_29;SaldoOverigDoorVerbouw_30
101;Zuidwest-Drenthe (CR);2021;60615.0;395.0;170.0;120.0;0.0;75.0;0.0;10.0;5.0;30.0;30.0;5.0;25.0;20.0;40.0;85.0;30.0;5.0;5.0;10.0;10.0;35.0;20.0;15.0;20.0;440.0;61055.0;5.0;-5.0;20.0
102;Zuidwest-Drenthe (CR);2022;61055.0;435.0;110.0;90.0;0.0;55.0;0.0;20.0;0.0;15.0;10.0;0.0;10.0;10.0;55.0;70.0;60.0;0.0;5.0;0.0;55.0;0.0;0.0;0.0;5.0;425.0;61475.0;15.0;0.0;-40.0
103;Zuidwest-Drenthe (CR);2023;61475.0;360.0;85.0;75.0;0.0;35.0;0.0;10.0;0.0;30.0;5.0;0.0;5.0;5.0;85.0;35.0;15.0;0.0;5.0;5.0;5.0;5.0;5.0;5.0;15.0;325.0;61800.0;5.0;-5.0;25.0
104;Noord-Overijssel (CR);2020;160275.0;1940.0;435.0;380.0;0.0;180.0;10.0;40.0;5.0;140.0;15.0;0.0;15.0;35.0;135.0;125.0;85.0;25.0;15.0;15.0;30.0;20.0;10.0;10.0;20.0;2115.0;162385.0;25.0;-10.0;110.0
105;Noord-Overijssel (CR);2021;162385.0;1465.0;395.0;325.0;0.0;175.0;0.0;55.0;5.0;95.0;20.0;0.0;20.0;50.0;215.0;120.0;65.0;15.0;15.0;10.0;25.0;10.0;0.0;10.0;45.0;1525.0;163910.0;40.0;-5.0;70.0
106;Noord-Overijssel (CR);2022;163910.0;1495.0;585.0;365.0;10.0;135.0;20.0;45.0;5.0;155.0;165.0;5.0;165.0;50.0;185.0;300.0;80.0;15.0;10.0;10.0;45.0;160.0;130.0;30.0;60.0;1600.0;165510.0;35.0;-5.0;110.0
107;Noord-Overijssel (CR);2023;165510.0;1520.0;350.0;275.0;0.0;110.0;5.0;35.0;5.0;115.0;15.0;0.0;15.0;60.0;280.0;160.0;80.0;35.0;10.0;20.0;20.0;20.0;5.0;10.0;60.0;1430.0;166940.0;25.0;-15.0;95.0
108;Zuidwest-Overijssel (CR);2020;69615.0;390.0;165.0;135.0;0.0;75.0;0.0;15.0;0.0;40.0;10.0;0.0;10.0;20.0;20.0;45.0;35.0;15.0;5.0;5.0;10.0;5.0;0.0;5.0;5.0;485.0;70100.0;10.0;-5.0;30.0
109;Zuidwest-Overijssel (CR);2021;70100.0;365.0;150.0;125.0;0.0;30.0;5.0;10.0;0.0;80.0;20.0;0.0;20.0;5.0;35.0;40.0;30.0;10.0;5.0;5.0;15.0;5.0;0.0;0.0;5.0;445.0;70545.0;5.0;-5.0;65.0
110;Zuidwest-Overijssel (CR);2022;70545.0;625.0;325.0;220.0;5.0;100.0;20.0;10.0;0.0;90.0;90.0;0.0;90.0;15.0;25.0;70.0;55.0;5.0;5.0;5.0;45.0;5.0;0.0;5.0;10.0;850.0;71395.0;5.0;-5.0;45.0
111;Zuidwest-Overijssel (CR);2023;71395.0;690.0;435.0;320.0;0.0;90.0;5.0;15.0;5.0;205.0;20.0;0.0;20.0;95.0;150.0;255.0;160.0;15.0;5.0;125.0;20.0;5.0;0.0;5.0;90.0;725.0;72120.0;10.0;-120.0;185.0
112;Twente (CR);2020;280410.0;1720.0;800.0;715.0;0.0;380.0;5.0;110.0;5.0;220.0;45.0;5.0;40.0;40.0;210.0;210.0;125.0;35.0;35.0;20.0;35.0;15.0;0.0;15.0;70.0;2095.0;282505.0;75.0;-15.0;185.0
113;Twente (CR);2021;282505.0;1720.0;550.0;445.0;0.0;265.0;15.0;65.0;10.0;85.0;25.0;0.0;25.0;80.0;400.0;270.0;155.0;25.0;25.0;30.0;75.0;20.0;0.0;20.0;95.0;1595.0;284100.0;40.0;-20.0;10.0
114;Twente (CR);2022;284100.0;1800.0;600.0;495.0;0.0;315.0;40.0;45.0;5.0;95.0;30.0;0.0;30.0;75.0;260.0;230.0;85.0;25.0;20.0;15.0;25.0;20.0;0.0;15.0;130.0;1910.0;286010.0;25.0;-10.0;70.0
115;Twente (CR);2023;286010.0;2255.0;695.0;580.0;0.0;340.0;0.0;65.0;5.0;170.0;30.0;10.0;20.0;80.0;720.0;210.0;110.0;35.0;25.0;15.0;35.0;30.0;5.0;20.0;70.0;2015.0;288025.0;40.0;-10.0;135.0
116;Veluwe (CR);2020;293145.0;4120.0;1270.0;785.0;5.0;240.0;10.0;115.0;10.0;405.0;320.0;290.0;30.0;165.0;320.0;350.0;155.0;40.0;30.0;35.0;50.0;65.0;5.0;60.0;125.0;4720.0;297865.0;85.0;-25.0;355.0
117;Veluwe (CR);2021;297865.0;3010.0;1345.0;925.0;5.0;470.0;15.0;100.0;10.0;320.0;335.0;290.0;45.0;85.0;390.0;345.0;165.0;50.0;30.0;35.0;50.0;85.0;20.0;70.0;90.0;3625.0;301490.0;70.0;-25.0;270.0
118;Veluwe (CR);2022;301490.0;3060.0;1265.0;830.0;5.0;470.0;15.0;110.0;5.0;230.0;220.0;125.0;95.0;215.0;290.0;575.0;275.0;25.0;30.0;50.0;165.0;85.0;25.0;60.0;215.0;3460.0;304945.0;80.0;-45.0;65.0
119;Veluwe (CR);2023;304945.0;3350.0;985.0;730.0;0.0;365.0;5.0;55.0;10.0;295.0;130.0;75.0;55.0;125.0;425.0;530.0;140.0;50.0;15.0;35.0;40.0;310.0;290.0;20.0;80.0;3370.0;308320.0;40.0;-25.0;255.0
120;Achterhoek (CR);2020;179905.0;1460.0;385.0;300.0;5.0;120.0;10.0;50.0;10.0;105.0;25.0;0.0;20.0;60.0;340.0;170.0;110.0;20.0;25.0;30.0;40.0;10.0;0.0;5.0;50.0;1335.0;181240.0;25.0;-20.0;65.0
121;Achterhoek (CR);2021;181240.0;1230.0;515.0;435.0;0.0;175.0;0.0;70.0;10.0;175.0;20.0;0.0;20.0;55.0;165.0;165.0;105.0;15.0;35.0;35.0;20.0;10.0;0.0;5.0;55.0;1410.0;182650.0;35.0;-25.0;155.0
122;Achterhoek (CR);2022;182650.0;1335.0;450.0;315.0;0.0;105.0;0.0;115.0;5.0;90.0;80.0;0.0;80.0;55.0;170.0;190.0;115.0;10.0;50.0;20.0;30.0;20.0;10.0;10.0;60.0;1420.0;184070.0;65.0;-15.0;60.0
123;Achterhoek (CR);2023;184070.0;1435.0;415.0;355.0;0.0;135.0;15.0;75.0;5.0;120.0;15.0;0.0;15.0;50.0;120.0;165.0;95.0;20.0;35.0;15.0;25.0;20.0;10.0;10.0;45.0;1565.0;185640.0;40.0;-10.0;95.0
124;Arnhem/Nijmegen (CR);2020;338180.0;2700.0;875.0;685.0;0.0;310.0;25.0;130.0;20.0;195.0;80.0;0.0;80.0;115.0;230.0;385.0;200.0;30.0;55.0;40.0;75.0;35.0;10.0;25.0;150.0;2965.0;341145.0;75.0;-20.0;120.0
125;Arnhem/Nijmegen (CR);2021;341145.0;2270.0;1965.0;1625.0;0.0;735.0;25.0;195.0;10.0;660.0;225.0;30.0;195.0;115.0;305.0;280.0;155.0;10.0;75.0;15.0;55.0;40.0;0.0;40.0;85.0;3650.0;344795.0;120.0;-5.0;605.0
126;Arnhem/Nijmegen (CR);2022;344795.0;2455.0;990.0;800.0;5.0;385.0;5.0;175.0;5.0;225.0;115.0;0.0;115.0;75.0;340.0;300.0;170.0;20.0;65.0;10.0;75.0;40.0;10.0;30.0;95.0;2805.0;347600.0;110.0;-5.0;150.0
127;Arnhem/Nijmegen (CR);2023;347600.0;3160.0;1070.0;955.0;0.0;575.0;5.0;165.0;10.0;195.0;50.0;0.0;50.0;65.0;400.0;220.0;140.0;10.0;55.0;30.0;45.0;20.0;5.0;15.0;60.0;3610.0;351210.0;110.0;-20.0;150.0
128;Zuidwest-Gelderland (CR);2020;101140.0;1110.0;175.0;140.0;0.0;45.0;0.0;20.0;0.0;75.0;10.0;0.0;10.0;25.0;95.0;55.0;25.0;10.0;10.0;0.0;5.0;5.0;0.0;5.0;25.0;1135.0;102275.0;10.0;0.0;70.0
129;Zuidwest-Gelderland (CR);2021;102275.0;870.0;325.0;280.0;0.0;65.0;5.0;35.0;125.0;55.0;25.0;0.0;20.0;25.0;80.0;205.0;175.0;10.0;10.0;140.0;15.0;5.0;0.0;5.0;25.0;910.0;103185.0;25.0;-15.0;40.0
130;Zuidwest-Gelderland (CR);2022;103185.0;965.0;230.0;160.0;0.0;75.0;0.0;20.0;5.0;60.0;40.0;0.0;40.0;25.0;85.0;55.0;30.0;5.0;5.0;10.0;10.0;5.0;0.0;5.0;20.0;1055.0;104240.0;15.0;-5.0;50.0
131;Zuidwest-Gelderland (CR);2023;104240.0;1110.0;215.0;160.0;0.0;75.0;0.0;30.0;0.0;50.0;15.0;0.0;15.0;40.0;80.0;65.0;25.0;5.0;10.0;0.0;10.0;5.0;0.0;5.0;35.0;1175.0;105415.0;20.0;0.0;40.0
132;Utrecht (CR);2020;585925.0;6345.0;2795.0;2670.0;35.0;1705.0;35.0;125.0;20.0;750.0;55.0;0.0;55.0;65.0;490.0;775.0;355.0;45.0;40.0;130.0;145.0;230.0;185.0;45.0;190.0;7875.0;593800.0;85.0;-110.0;605.0
133;Utrecht (CR);2021;593800.0;6280.0;2155.0;1905.0;0.0;1000.0;230.0;150.0;10.0;515.0;85.0;15.0;70.0;165.0;530.0;610.0;325.0;35.0;50.0;45.0;190.0;155.0;70.0;85.0;130.0;7295.0;601095.0;100.0;-35.0;325.0
134;Utrecht (CR);2022;601095.0;6755.0;1520.0;1245.0;5.0;590.0;10.0;175.0;15.0;450.0;95.0;0.0;95.0;175.0;505.0;670.0;395.0;15.0;60.0;55.0;270.0;45.0;10.0;30.0;230.0;7100.0;608195.0;115.0;-40.0;180.0
135;Utrecht (CR);2023;608195.0;5950.0;1465.0;1285.0;0.0;565.0;5.0;135.0;15.0;560.0;60.0;5.0;60.0;115.0;625.0;425.0;215.0;20.0;45.0;50.0;100.0;85.0;10.0;75.0;125.0;6365.0;614560.0;90.0;-35.0;460.0
136;Kop van Noord-Holland (CR);2020;168985.0;1695.0;385.0;330.0;5.0;155.0;5.0;40.0;0.0;120.0;35.0;0.0;35.0;25.0;255.0;95.0;55.0;10.0;15.0;0.0;25.0;15.0;10.0;5.0;25.0;1735.0;170720.0;25.0;0.0;95.0
137;Kop van Noord-Holland (CR);2021;170720.0;1195.0;530.0;315.0;5.0;155.0;10.0;35.0;20.0;90.0;140.0;120.0;25.0;75.0;240.0;160.0;100.0;10.0;10.0;35.0;40.0;20.0;0.0;15.0;45.0;1325.0;172045.0;25.0;-15.0;50.0
138;Kop van Noord-Holland (CR);2022;172045.0;1480.0;405.0;325.0;0.0;190.0;0.0;25.0;0.0;105.0;45.0;10.0;30.0;40.0;70.0;170.0;105.0;10.0;10.0;40.0;50.0;20.0;5.0;15.0;45.0;1650.0;173695.0;15.0;-40.0;55.0
139;Kop van Noord-Holland (CR);2023;173695.0;1320.0;380.0;330.0;0.0;115.0;0.0;40.0;80.0;90.0;15.0;5.0;10.0;40.0;140.0;215.0;155.0;15.0;15.0;110.0;20.0;10.0;0.0;10.0;45.0;1345.0;175040.0;25.0;-30.0;70.0
140;Alkmaar en omgeving (CR);2020;113020.0;950.0;315.0;175.0;0.0;60.0;0.0;20.0;0.0;95.0;45.0;30.0;20.0;95.0;40.0;90.0;45.0;10.0;10.0;5.0;20.0;15.0;5.0;5.0;30.0;1140.0;114160.0;10.0;-5.0;75.0
141;Alkmaar en omgeving (CR);2021;114160.0;1615.0;480.0;425.0;0.0;155.0;0.0;30.0;0.0;240.0;30.0;5.0;25.0;25.0;100.0;70.0;40.0;5.0;10.0;5.0;20.0;10.0;5.0;5.0;20.0;1925.0;116085.0;20.0;-5.0;220.0
142;Alkmaar en omgeving (CR);2022;116085.0;1215.0;450.0;370.0;0.0;130.0;5.0;35.0;0.0;200.0;65.0;20.0;50.0;10.0;210.0;65.0;35.0;5.0;10.0;0.0;15.0;5.0;0.0;0.0;30.0;1390.0;117470.0;25.0;0.0;185.0
143;Alkmaar en omgeving (CR);2023;117470.0;1030.0;375.0;340.0;0.0;185.0;0.0;25.0;5.0;130.0;25.0;10.0;15.0;10.0;115.0;105.0;40.0;5.0;10.0;10.0;20.0;45.0;40.0;5.0;15.0;1185.0;118660.0;15.0;-5.0;110.0
144;IJmond (CR);2020;89975.0;520.0;125.0;105.0;0.0;55.0;10.0;15.0;0.0;20.0;10.0;0.0;10.0;10.0;70.0;35.0;20.0;5.0;5.0;0.0;5.0;5.0;0.0;0.0;10.0;540.0;90515.0;10.0;0.0;15.0
145;IJmond (CR);2021;90515.0;380.0;145.0;110.0;0.0;55.0;0.0;10.0;0.0;45.0;10.0;0.0;10.0;25.0;20.0;35.0;15.0;0.0;5.0;0.0;5.0;10.0;0.0;10.0;10.0;465.0;90985.0;5.0;0.0;40.0
146;IJmond (CR);2022;90985.0;595.0;190.0;165.0;0.0;75.0;10.0;30.0;0.0;50.0;10.0;0.0;10.0;15.0;80.0;45.0;25.0;5.0;15.0;0.0;10.0;5.0;0.0;5.0;15.0;665.0;91645.0;15.0;0.0;40.0
147;IJmond (CR);2023;91645.0;475.0;200.0;150.0;0.0;55.0;5.0;35.0;0.0;55.0;20.0;0.0;20.0;30.0;45.0;55.0;30.0;0.0;15.0;0.0;15.0;5.0;0.0;5.0;15.0;580.0;92230.0;20.0;0.0;40.0
148;Agglomeratie Haarlem (CR);2020;108805.0;905.0;405.0;345.0;0.0;85.0;20.0;100.0;10.0;135.0;30.0;0.0;30.0;30.0;60.0;170.0;120.0;10.0;35.0;30.0;40.0;15.0;5.0;10.0;30.0;1085.0;109890.0;65.0;-20.0;95.0
149;Agglomeratie Haarlem (CR);2021;109890.0;535.0;265.0;180.0;0.0;55.0;0.0;45.0;10.0;65.0;45.0;0.0;45.0;40.0;350.0;125.0;75.0;10.0;20.0;25.0;25.0;5.0;0.0;5.0;45.0;325.0;110215.0;25.0;-15.0;40.0
150;Agglomeratie Haarlem (CR);2022;110215.0;475.0;455.0;405.0;0.0;115.0;0.0;50.0;5.0;230.0;30.0;0.0;30.0;25.0;60.0;135.0;95.0;10.0;20.0;20.0;50.0;5.0;0.0;5.0;35.0;735.0;110950.0;30.0;-15.0;180.0
151;Agglomeratie Haarlem (CR);2023;110950.0;1175.0;550.0;505.0;0.0;180.0;0.0;45.0;10.0;270.0;15.0;0.0;15.0;30.0;20.0;115.0;70.0;5.0;15.0;20.0;30.0;15.0;5.0;10.0;30.0;1585.0;112535.0;30.0;-10.0;240.0
152;Zaanstreek (CR);2020;75920.0;230.0;140.0;120.0;0.0;55.0;0.0;30.0;0.0;35.0;5.0;0.0;5.0;10.0;150.0;105.0;30.0;5.0;10.0;5.0;15.0;60.0;5.0;60.0;10.0;115.0;76035.0;20.0;-5.0;20.0
153;Zaanstreek (CR);2021;76035.0;760.0;290.0;275.0;0.0;170.0;0.0;50.0;0.0;55.0;10.0;0.0;10.0;10.0;50.0;65.0;45.0;5.0;15.0;0.0;25.0;5.0;0.0;5.0;10.0;935.0;76970.0;35.0;0.0;30.0
154;Zaanstreek (CR);2022;76970.0;455.0;125.0;110.0;0.0;55.0;0.0;25.0;0.0;25.0;10.0;0.0;10.0;5.0;155.0;30.0;25.0;5.0;10.0;5.0;5.0;5.0;0.0;5.0;5.0;385.0;77355.0;15.0;-5.0;20.0
155;Zaanstreek (CR);2023;77355.0;720.0;210.0;195.0;0.0;120.0;5.0;40.0;0.0;30.0;5.0;0.0;5.0;10.0;115.0;55.0;45.0;5.0;15.0;10.0;15.0;0.0;0.0;0.0;10.0;760.0;78115.0;25.0;-10.0;15.0
156;Groot-Amsterdam (CR);2020;673400.0;5440.0;1610.0;1315.0;10.0;520.0;20.0;395.0;60.0;315.0;90.0;5.0;85.0;205.0;900.0;760.0;460.0;20.0;155.0;130.0;155.0;105.0;10.0;95.0;195.0;5385.0;678785.0;240.0;-70.0;160.0
157;Groot-Amsterdam (CR);2021;678785.0;9335.0;3770.0;3290.0;10.0;1255.0;15.0;855.0;115.0;1040.0;155.0;0.0;150.0;320.0;255.0;1625.0;1295.0;215.0;355.0;275.0;450.0;40.0;5.0;40.0;290.0;11225.0;690010.0;500.0;-160.0;590.0
158;Groot-Amsterdam (CR);2022;690010.0;9445.0;2560.0;2260.0;5.0;960.0;25.0;600.0;80.0;595.0;110.0;5.0;105.0;185.0;1715.0;940.0;680.0;30.0;240.0;200.0;210.0;75.0;5.0;70.0;180.0;9350.0;708885.0;360.0;-120.0;385.0
159;Groot-Amsterdam (CR);2023;708885.0;5995.0;2670.0;2370.0;0.0;1220.0;20.0;480.0;55.0;590.0;80.0;0.0;80.0;220.0;485.0;1005.0;705.0;10.0;190.0;155.0;350.0;75.0;0.0;75.0;225.0;7175.0;716060.0;290.0;-100.0;240.0
160;Het Gooi en Vechtstreek (CR);2020;118640.0;910.0;330.0;245.0;0.0;105.0;0.0;15.0;0.0;120.0;25.0;0.0;25.0;55.0;40.0;145.0;115.0;20.0;10.0;20.0;65.0;10.0;0.0;10.0;20.0;1050.0;119695.0;5.0;-20.0;55.0
161;Het Gooi en Vechtstreek (CR);2021;119695.0;790.0;330.0;270.0;0.0;155.0;0.0;35.0;0.0;80.0;25.0;0.0;25.0;35.0;65.0;105.0;45.0;10.0;15.0;10.0;15.0;10.0;0.0;10.0;55.0;950.0;120645.0;20.0;-10.0;65.0
162;Het Gooi en Vechtstreek (CR);2022;120645.0;730.0;355.0;270.0;5.0;80.0;30.0;25.0;5.0;130.0;55.0;0.0;55.0;25.0;40.0;125.0;60.0;10.0;10.0;10.0;25.0;5.0;0.0;5.0;65.0;915.0;112035.0;15.0;-5.0;105.0
163;Het Gooi en Vechtstreek (CR);2023;112035.0;315.0;175.0;125.0;0.0;90.0;5.0;5.0;0.0;25.0;25.0;0.0;25.0;25.0;50.0;80.0;25.0;10.0;0.0;5.0;10.0;25.0;15.0;10.0;35.0;360.0;112395.0;5.0;-5.0;15.0
164;Agglomeratie Leiden en Bollenstreek (CR);2020;192560.0;2090.0;820.0;665.0;0.0;215.0;5.0;150.0;5.0;295.0;80.0;0.0;80.0;75.0;265.0;295.0;215.0;5.0;45.0;25.0;140.0;10.0;0.0;10.0;65.0;2355.0;194915.0;105.0;-20.0;155.0
165;Agglomeratie Leiden en Bollenstreek (CR);2021;194915.0;2385.0;610.0;525.0;0.0;200.0;5.0;150.0;0.0;165.0;55.0;5.0;50.0;30.0;275.0;210.0;135.0;20.0;55.0;5.0;55.0;10.0;0.0;10.0;65.0;2510.0;197425.0;95.0;-5.0;110.0
166;Agglomeratie Leiden en Bollenstreek (CR);2022;197425.0;2000.0;820.0;740.0;5.0;465.0;0.0;175.0;5.0;90.0;45.0;5.0;40.0;35.0;225.0;215.0;150.0;10.0;60.0;25.0;55.0;15.0;5.0;10.0;50.0;2380.0;199805.0;115.0;-20.0;35.0
167;Agglomeratie Leiden en Bollenstreek (CR);2023;199805.0;2620.0;495.0;425.0;0.0;170.0;5.0;105.0;0.0;145.0;15.0;5.0;10.0;55.0;205.0;130.0;90.0;0.0;35.0;10.0;40.0;10.0;5.0;5.0;30.0;2775.0;202580.0;70.0;-10.0;105.0
168;Agglomeratie 's-Gravenhage (CR);2020;416555.0;3505.0;1815.0;1560.0;0.0;1060.0;45.0;275.0;45.0;135.0;90.0;5.0;90.0;160.0;725.0;505.0;285.0;5.0;110.0;105.0;60.0;15.0;0.0;15.0;210.0;4080.0;420640.0;165.0;-60.0;75.0
169;Agglomeratie 's-Gravenhage (CR);2021;420640.0;2970.0;1205.0;1030.0;0.0;585.0;15.0;140.0;35.0;250.0;65.0;0.0;65.0;110.0;420.0;505.0;320.0;105.0;50.0;90.0;75.0;25.0;15.0;10.0;160.0;3250.0;423890.0;90.0;-55.0;175.0
170;Agglomeratie 's-Gravenhage (CR);2022;423890.0;3625.0;1455.0;1135.0;0.0;520.0;35.0;160.0;35.0;385.0;105.0;5.0;100.0;215.0;455.0;785.0;605.0;10.0;60.0;90.0;440.0;35.0;20.0;10.0;145.0;3840.0;427730.0;100.0;-55.0;-55.0
171;Agglomeratie 's-Gravenhage (CR);2023;427730.0;2890.0;1125.0;980.0;5.0;350.0;0.0;115.0;25.0;480.0;80.0;0.0;75.0;65.0;35.0;305.0;165.0;5.0;40.0;60.0;65.0;15.0;5.0;15.0;120.0;3680.0;431410.0;75.0;-35.0;415.0
172;Delft en Westland (CR);2020;103870.0;1265.0;550.0;435.0;0.0;305.0;5.0;35.0;5.0;90.0;15.0;0.0;15.0;100.0;85.0;155.0;65.0;5.0;10.0;30.0;20.0;15.0;0.0;10.0;80.0;1575.0;105445.0;25.0;-25.0;70.0
173;Delft en Westland (CR);2021;105445.0;1115.0;345.0;240.0;0.0;115.0;5.0;70.0;10.0;40.0;10.0;0.0;10.0;95.0;255.0;100.0;65.0;5.0;20.0;20.0;15.0;5.0;0.0;5.0;30.0;1105.0;106550.0;50.0;-10.0;25.0
174;Delft en Westland (CR);2022;106550.0;1295.0;270.0;235.0;0.0;90.0;5.0;55.0;15.0;70.0;15.0;5.0;10.0;20.0;55.0;145.0;115.0;10.0;15.0;30.0;55.0;10.0;0.0;10.0;20.0;1365.0;107915.0;40.0;-15.0;15.0
175;Delft en Westland (CR);2023;107915.0;1885.0;280.0;245.0;0.0;120.0;0.0;65.0;5.0;55.0;10.0;0.0;10.0;20.0;35.0;135.0;50.0;5.0;20.0;10.0;15.0;55.0;0.0;55.0;30.0;1995.0;109910.0;45.0;-5.0;40.0
176;Oost-Zuid-Holland (CR);2020;143880.0;1720.0;605.0;515.0;0.0;180.0;5.0;35.0;0.0;295.0;55.0;0.0;50.0;40.0;275.0;235.0;120.0;15.0;20.0;10.0;80.0;75.0;5.0;75.0;40.0;1815.0;145695.0;15.0;-10.0;215.0
177;Oost-Zuid-Holland (CR);2021;145695.0;1515.0;340.0;265.0;0.0;105.0;0.0;25.0;0.0;135.0;35.0;0.0;35.0;40.0;185.0;105.0;50.0;5.0;10.0;0.0;35.0;20.0;5.0;20.0;30.0;1570.0;147260.0;15.0;0.0;100.0
178;Oost-Zuid-Holland (CR);2022;147260.0;1910.0;535.0;435.0;0.0;160.0;5.0;40.0;0.0;235.0;50.0;0.0;50.0;50.0;225.0;220.0;155.0;5.0;15.0;90.0;45.0;20.0;5.0;20.0;40.0;2000.0;149265.0;25.0;-90.0;190.0
179;Oost-Zuid-Holland (CR);2023;149265.0;1565.0;455.0;410.0;0.0;140.0;0.0;20.0;0.0;250.0;25.0;5.0;20.0;15.0;130.0;100.0;65.0;40.0;5.0;5.0;15.0;10.0;5.0;10.0;25.0;1790.0;151055.0;15.0;-5.0;235.0
180;Groot-Rijnmond (CR);2020;672375.0;5565.0;1440.0;1190.0;0.0;765.0;20.0;165.0;45.0;200.0;70.0;5.0;65.0;180.0;915.0;450.0;280.0;25.0;75.0;115.0;60.0;40.0;20.0;15.0;135.0;5640.0;678015.0;90.0;-70.0;140.0
181;Groot-Rijnmond (CR);2021;678015.0;4125.0;1885.0;1570.0;5.0;960.0;15.0;210.0;45.0;335.0;155.0;10.0;145.0;165.0;790.0;730.0;410.0;35.0;100.0;105.0;170.0;145.0;125.0;20.0;175.0;4490.0;682510.0;110.0;-60.0;165.0
182;Groot-Rijnmond (CR);2022;682510.0;4910.0;1680.0;1325.0;0.0;625.0;50.0;175.0;35.0;440.0;150.0;20.0;130.0;205.0;1645.0;570.0;340.0;55.0;75.0;95.0;115.0;25.0;0.0;20.0;205.0;4370.0;686880.0;100.0;-60.0;325.0
183;Groot-Rijnmond (CR);2023;686880.0;7075.0;1210.0;985.0;0.0;545.0;25.0;180.0;25.0;210.0;100.0;15.0;85.0;125.0;755.0;520.0;300.0;70.0;80.0;55.0;95.0;20.0;0.0;20.0;200.0;7010.0;693890.0;100.0;-30.0;115.0
184;Zuidoost-Zuid-Holland (CR);2020;163645.0;1180.0;700.0;455.0;0.0;250.0;0.0;35.0;5.0;160.0;40.0;0.0;40.0;205.0;105.0;440.0;210.0;110.0;15.0;25.0;65.0;15.0;0.0;15.0;210.0;1335.0;164980.0;20.0;-20.0;95.0
185;Zuidoost-Zuid-Holland (CR);2021;164980.0;1455.0;560.0;440.0;0.0;230.0;5.0;60.0;5.0;140.0;45.0;0.0;45.0;70.0;390.0;140.0;65.0;10.0;25.0;10.0;25.0;10.0;0.0;10.0;65.0;1480.0;166460.0;35.0;-5.0;115.0
186;Zuidoost-Zuid-Holland (CR);2022;166460.0;830.0;685.0;440.0;0.0;230.0;5.0;45.0;5.0;160.0;150.0;0.0;145.0;95.0;220.0;145.0;75.0;5.0;20.0;15.0;35.0;20.0;0.0;20.0;45.0;1150.0;167610.0;25.0;-10.0;125.0
187;Zuidoost-Zuid-Holland (CR);2023;167610.0;1275.0;415.0;300.0;0.0;160.0;0.0;60.0;10.0;70.0;30.0;5.0;25.0;80.0;300.0;150.0;95.0;5.0;25.0;55.0;10.0;10.0;0.0;10.0;50.0;1235.0;168845.0;35.0;-45.0;60.0
188;Zeeuwsch-Vlaanderen (CR);2020;54755.0;340.0;75.0;45.0;0.0;10.0;0.0;10.0;0.0;20.0;10.0;0.0;10.0;15.0;250.0;65.0;20.0;10.0;5.0;0.0;5.0;10.0;0.0;5.0;40.0;95.0;54850.0;5.0;0.0;15.0
189;Zeeuwsch-Vlaanderen (CR);2021;54850.0;200.0;75.0;50.0;0.0;30.0;5.0;5.0;0.0;10.0;10.0;0.0;10.0;20.0;135.0;45.0;15.0;10.0;0.0;0.0;5.0;5.0;0.0;5.0;20.0;100.0;54950.0;5.0;0.0;5.0
190;Zeeuwsch-Vlaanderen (CR);2022;54950.0;345.0;125.0;80.0;0.0;60.0;0.0;5.0;0.0;10.0;25.0;0.0;25.0;20.0;100.0;365.0;15.0;10.0;0.0;0.0;0.0;335.0;320.0;15.0;20.0;0.0;54950.0;5.0;0.0;10.0
191;Zeeuwsch-Vlaanderen (CR);2023;54950.0;560.0;100.0;65.0;0.0;40.0;0.0;10.0;0.0;10.0;15.0;0.0;15.0;20.0;140.0;30.0;15.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;15.0;490.0;55440.0;5.0;0.0;5.0
192;Overig Zeeland (CR);2020;132860.0;1200.0;555.0;345.0;0.0;170.0;5.0;30.0;40.0;100.0;25.0;5.0;20.0;180.0;480.0;420.0;180.0;65.0;10.0;80.0;25.0;130.0;115.0;20.0;115.0;850.0;133710.0;20.0;-40.0;75.0
193;Overig Zeeland (CR);2021;133710.0;1080.0;355.0;260.0;0.0;105.0;0.0;25.0;0.0;130.0;50.0;5.0;45.0;45.0;285.0;410.0;55.0;15.0;10.0;10.0;25.0;300.0;200.0;105.0;50.0;740.0;134450.0;15.0;-10.0;105.0
