ID;Geslacht;LeeftijdOp31December;BurgerlijkeStaat;Nationaliteit;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;EmigratieExclusiefAdministratieveC_3;MigratiesaldoInclusiefAdministratie_4;MigratiesaldoExclusiefAdministratie_5;AdministratieveOpnemingen_6;AdministratieveAfvoeringen_7;SaldoAdministratieveCorrecties_8
4656;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1975;;;;;;;;
4657;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1976;;;;;;;;
4658;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1977;;;;;;;;
4659;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1978;;;;;;;;
4660;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1979;;;;;;;;
4661;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1980;;;;;;;;
4662;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1981;;;;;;;;
4663;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1982;;;;;;;;
4664;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1983;;;;;;;;
4665;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1984;;;;;;;;
4666;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1985;;;;;;;;
4667;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1986;;;;;;;;
4668;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1987;;;;;;;;
4669;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1988;;;;;;;;
4670;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1989;;;;;;;;
4671;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1990;;;;;;;;
4672;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1991;;;;;;;;
4673;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1992;;;;;;;;
4674;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1993;;;;;;;;
4675;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1994;;;;;;;;
4676;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1995;;;;;;;;
4677;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1996;;;;;;;;
4678;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1997;;;;;;;;
4679;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1998;;;;;;;;
4680;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;1999;;;;;;;;
4681;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2000;;;;;;;;
4682;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2001;;;;;;;;
4683;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2002;;;;;;;;
4684;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2003;;;;;;;;
4685;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2004;;;;;;;;
4686;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2005;;;;;;;;
4687;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2006;;;;;;;;
4688;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2007;;;;;;;;
4689;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2008;;;;;;;;
4690;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2009;;;;;;;;
4691;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2010;;;;;;;;
4692;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2011;;;;;;;;
4693;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2012;;;;;;;;
4694;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2013;;;;;;;;
4695;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2014;;;;;;;;
4696;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2015;;;;;;;;
4697;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2016;;;;;;;;
4698;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2017;;;;;;;;
4699;Totaal mannen en vrouwen;5 jaar;Verweduwd;Totaal Nederlands en niet-Nederlands;2018;;;;;;;;
4700;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1972;;;;;;;;
4701;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1973;;;;;;;;
4702;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1974;;;;;;;;
4703;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1975;;;;;;;;
4704;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1976;;;;;;;;
4705;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1977;;;;;;;;
4706;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1978;;;;;;;;
4707;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1979;;;;;;;;
4708;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1980;;;;;;;;
4709;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1981;;;;;;;;
4710;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1982;;;;;;;;
4711;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1983;;;;;;;;
4712;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1984;;;;;;;;
4713;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1985;;;;;;;;
4714;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1986;;;;;;;;
4715;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1987;;;;;;;;
4716;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1988;;;;;;;;
4717;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1989;;;;;;;;
4718;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1990;;;;;;;;
4719;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1991;;;;;;;;
4720;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1992;;;;;;;;
4721;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1993;;;;;;;;
4722;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1994;;;;;;;;
4723;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1995;;;;;;;;
4724;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1996;;;;;;;;
4725;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1997;;;;;;;;
4726;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1998;;;;;;;;
4727;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;1999;;;;;;;;
4728;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2000;;;;;;;;
4729;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2001;;;;;;;;
4730;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2002;;;;;;;;
4731;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2003;;;;;;;;
4732;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2004;;;;;;;;
4733;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2005;;;;;;;;
4734;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2006;;;;;;;;
4735;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2007;;;;;;;;
4736;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2008;;;;;;;;
4737;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2009;;;;;;;;
4738;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2010;;;;;;;;
4739;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2011;;;;;;;;
4740;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2012;;;;;;;;
4741;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2013;;;;;;;;
4742;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2014;;;;;;;;
4743;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2015;;;;;;;;
4744;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2016;;;;;;;;
4745;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2017;;;;;;;;
4746;Totaal mannen en vrouwen;5 jaar;Verweduwd;Nederlands;2018;;;;;;;;
4747;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1972;;;;;;;;
4748;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1973;;;;;;;;
4749;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1974;;;;;;;;
4750;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1975;;;;;;;;
4751;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1976;;;;;;;;
4752;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1977;;;;;;;;
4753;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1978;;;;;;;;
4754;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1979;;;;;;;;
4755;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1980;;;;;;;;
4756;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1981;;;;;;;;
4757;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1982;;;;;;;;
4758;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1983;;;;;;;;
4759;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1984;;;;;;;;
4760;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1985;;;;;;;;
4761;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1986;;;;;;;;
4762;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1987;;;;;;;;
4763;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1988;;;;;;;;
4764;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1989;;;;;;;;
4765;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1990;;;;;;;;
4766;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1991;;;;;;;;
4767;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1992;;;;;;;;
4768;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1993;;;;;;;;
4769;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1994;;;;;;;;
4770;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1995;;;;;;;;
4771;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1996;;;;;;;;
4772;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1997;;;;;;;;
4773;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1998;;;;;;;;
4774;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;1999;;;;;;;;
4775;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2000;;;;;;;;
4776;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2001;;;;;;;;
4777;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2002;;;;;;;;
4778;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2003;;;;;;;;
4779;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2004;;;;;;;;
4780;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2005;;;;;;;;
4781;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2006;;;;;;;;
4782;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2007;;;;;;;;
4783;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2008;;;;;;;;
4784;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2009;;;;;;;;
4785;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2010;;;;;;;;
4786;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2011;;;;;;;;
4787;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2012;;;;;;;;
4788;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2013;;;;;;;;
4789;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2014;;;;;;;;
4790;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2015;;;;;;;;
4791;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2016;;;;;;;;
4792;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2017;;;;;;;;
4793;Totaal mannen en vrouwen;5 jaar;Verweduwd;Niet-Nederlands;2018;;;;;;;;
4794;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1972;;;;;;;;
4795;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1973;;;;;;;;
4796;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1974;;;;;;;;
4797;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1975;;;;;;;;
4798;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1976;;;;;;;;
4799;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1977;;;;;;;;
4800;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1978;;;;;;;;
4801;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1979;;;;;;;;
4802;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1980;;;;;;;;
4803;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1981;;;;;;;;
4804;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1982;;;;;;;;
4805;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1983;;;;;;;;
4806;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1984;;;;;;;;
4807;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1985;;;;;;;;
4808;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1986;;;;;;;;
4809;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1987;;;;;;;;
4810;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1988;;;;;;;;
4811;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1989;;;;;;;;
4812;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1990;;;;;;;;
4813;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1991;;;;;;;;
4814;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1992;;;;;;;;
4815;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1993;;;;;;;;
4816;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1994;;;;;;;;
4817;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1995;;;;;;;;
4818;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1996;;;;;;;;
4819;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1997;;;;;;;;
4820;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1998;;;;;;;;
4821;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;1999;;;;;;;;
4822;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2000;;;;;;;;
4823;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2001;;;;;;;;
4824;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2002;;;;;;;;
4825;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2003;;;;;;;;
4826;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2004;;;;;;;;
4827;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2005;;;;;;;;
4828;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2006;;;;;;;;
4829;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2007;;;;;;;;
4830;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2008;;;;;;;;
4831;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2009;;;;;;;;
4832;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2010;;;;;;;;
4833;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2011;;;;;;;;
4834;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2012;;;;;;;;
4835;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2013;;;;;;;;
4836;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2014;;;;;;;;
4837;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2015;;;;;;;;
4838;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2016;;;;;;;;
4839;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2017;;;;;;;;
4840;Totaal mannen en vrouwen;5 jaar;Gescheiden;Totaal Nederlands en niet-Nederlands;2018;;;;;;;;
4841;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1972;;;;;;;;
4842;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1973;;;;;;;;
4843;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1974;;;;;;;;
4844;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1975;;;;;;;;
4845;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1976;;;;;;;;
4846;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1977;;;;;;;;
4847;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1978;;;;;;;;
4848;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1979;;;;;;;;
4849;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1980;;;;;;;;
4850;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1981;;;;;;;;
4851;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1982;;;;;;;;
4852;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1983;;;;;;;;
4853;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1984;;;;;;;;
4854;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1985;;;;;;;;
4855;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1986;;;;;;;;
4856;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1987;;;;;;;;
4857;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1988;;;;;;;;
4858;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1989;;;;;;;;
4859;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1990;;;;;;;;
4860;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1991;;;;;;;;
4861;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1992;;;;;;;;
4862;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1993;;;;;;;;
4863;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1994;;;;;;;;
4864;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1995;;;;;;;;
4865;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1996;;;;;;;;
4866;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1997;;;;;;;;
4867;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1998;;;;;;;;
4868;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;1999;;;;;;;;
4869;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2000;;;;;;;;
4870;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2001;;;;;;;;
4871;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2002;;;;;;;;
4872;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2003;;;;;;;;
4873;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2004;;;;;;;;
4874;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2005;;;;;;;;
4875;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2006;;;;;;;;
4876;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2007;;;;;;;;
4877;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2008;;;;;;;;
4878;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2009;;;;;;;;
4879;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2010;;;;;;;;
4880;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2011;;;;;;;;
4881;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2012;;;;;;;;
4882;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2013;;;;;;;;
4883;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2014;;;;;;;;
4884;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2015;;;;;;;;
4885;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2016;;;;;;;;
4886;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2017;;;;;;;;
4887;Totaal mannen en vrouwen;5 jaar;Gescheiden;Nederlands;2018;;;;;;;;
4888;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1972;;;;;;;;
4889;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1973;;;;;;;;
4890;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1974;;;;;;;;
4891;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1975;;;;;;;;
4892;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1976;;;;;;;;
4893;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1977;;;;;;;;
4894;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1978;;;;;;;;
4895;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1979;;;;;;;;
4896;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1980;;;;;;;;
4897;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1981;;;;;;;;
4898;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1982;;;;;;;;
4899;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1983;;;;;;;;
4900;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1984;;;;;;;;
4901;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1985;;;;;;;;
4902;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1986;;;;;;;;
4903;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1987;;;;;;;;
4904;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1988;;;;;;;;
4905;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1989;;;;;;;;
4906;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1990;;;;;;;;
4907;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1991;;;;;;;;
4908;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1992;;;;;;;;
4909;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1993;;;;;;;;
4910;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1994;;;;;;;;
4911;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1995;;;;;;;;
4912;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1996;;;;;;;;
4913;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1997;;;;;;;;
4914;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1998;;;;;;;;
4915;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;1999;;;;;;;;
4916;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;2000;;;;;;;;
4917;Totaal mannen en vrouwen;5 jaar;Gescheiden;Niet-Nederlands;2001;;;;;;;;
