ID;Opdrachtgever;Bouwfasen;Perioden;TotaleBouwkostenGebouwen_1;BouwkostenGebouwenNietNieuwbouw_2;BouwkostenGebouwenNieuwbouw_3;Wonen_4;ALandbouwBosbouwEnVisserij_5;BFNijverheidEnEnergie_6;GIHandelEnHoreca_7;HJVervoerInformatieEnCommunicatie_8;KNFinancieleEnZakelijkeDiensten_9;OOpenbaarBestuurEnOverheidsdiensten_10;POnderwijs_11;QGezondheidsEnWelzijnszorg_12;RUCultuurRecreatieOverigeDiensten_13
3624;Andere particuliere opdrachtgevers;Ontvangen orders;2016;7086;2302;4783;2116.0;390.0;476.0;435.0;463.0;274.0;0.0;193.0;293.0;143.0
3625;Andere particuliere opdrachtgevers;Ontvangen orders;2017 januari;478;142;336;190.0;52.0;25.0;16.0;9.0;8.0;0.0;4.0;11.0;20.0
3626;Andere particuliere opdrachtgevers;Ontvangen orders;2017 februari;716;188;528;187.0;43.0;84.0;32.0;44.0;18.0;0.0;18.0;13.0;89.0
3627;Andere particuliere opdrachtgevers;Ontvangen orders;2017 maart;666;183;483;192.0;28.0;69.0;62.0;62.0;16.0;0.0;38.0;13.0;3.0
3628;Andere particuliere opdrachtgevers;Ontvangen orders;2017 1e kwartaal;1860;513;1347;569.0;123.0;179.0;110.0;115.0;42.0;0.0;59.0;37.0;113.0
3629;Andere particuliere opdrachtgevers;Ontvangen orders;2017 april;542;142;400;183.0;29.0;66.0;40.0;10.0;25.0;0.0;23.0;14.0;10.0
3630;Andere particuliere opdrachtgevers;Ontvangen orders;2017 mei;740;212;528;199.0;24.0;68.0;47.0;26.0;6.0;0.0;114.0;13.0;31.0
3631;Andere particuliere opdrachtgevers;Ontvangen orders;2017 juni;569;208;361;194.0;33.0;54.0;29.0;13.0;7.0;0.0;15.0;12.0;4.0
3632;Andere particuliere opdrachtgevers;Ontvangen orders;2017 2e kwartaal;1851;563;1288;576.0;86.0;187.0;116.0;49.0;38.0;0.0;152.0;39.0;44.0
3633;Andere particuliere opdrachtgevers;Ontvangen orders;2017 juli;822;238;584;228.0;37.0;64.0;145.0;52.0;16.0;0.0;10.0;25.0;7.0
3634;Andere particuliere opdrachtgevers;Ontvangen orders;2017 augustus;489;146;343;191.0;26.0;20.0;18.0;11.0;42.0;0.0;4.0;16.0;15.0
3635;Andere particuliere opdrachtgevers;Ontvangen orders;2017 september;574;148;426;202.0;39.0;86.0;24.0;22.0;5.0;0.0;3.0;29.0;15.0
3636;Andere particuliere opdrachtgevers;Ontvangen orders;2017 3e kwartaal;1885;532;1353;621.0;102.0;170.0;187.0;85.0;62.0;0.0;18.0;70.0;38.0
3637;Andere particuliere opdrachtgevers;Ontvangen orders;2017 oktober;617;229;387;;;;;;;;;;
3638;Andere particuliere opdrachtgevers;Ontvangen orders;2017 november;855;188;667;;;;;;;;;;
3639;Andere particuliere opdrachtgevers;Ontvangen orders;2017 december;550;176;373;;;;;;;;;;
3640;Andere particuliere opdrachtgevers;Ontvangen orders;2017 4e kwartaal;2021;594;1428;;;;;;;;;;
3641;Andere particuliere opdrachtgevers;Ontvangen orders;2017;7617;2201;5416;;;;;;;;;;
3642;Andere particuliere opdrachtgevers;Ontvangen orders;2018 januari;567;174;392;;;;;;;;;;
3643;Andere particuliere opdrachtgevers;Ontvangen orders;2018 februari;609;194;415;;;;;;;;;;
3644;Andere particuliere opdrachtgevers;Ontvangen orders;2018 maart;653;194;459;;;;;;;;;;
3645;Andere particuliere opdrachtgevers;Ontvangen orders;2018 1e kwartaal;1829;563;1266;;;;;;;;;;
3646;Andere particuliere opdrachtgevers;Ontvangen orders;2018 april;697;213;484;;;;;;;;;;
3647;Andere particuliere opdrachtgevers;Ontvangen orders;2018 mei;616;176;440;;;;;;;;;;
3648;Andere particuliere opdrachtgevers;Ontvangen orders;2018 juni;644;201;443;;;;;;;;;;
3649;Andere particuliere opdrachtgevers;Ontvangen orders;2018 2e kwartaal;1957;590;1367;;;;;;;;;;
3650;Andere particuliere opdrachtgevers;Ontvangen orders;2018 juli;771;199;572;;;;;;;;;;
3651;Andere particuliere opdrachtgevers;Ontvangen orders;2018 augustus;711;162;549;;;;;;;;;;
3652;Andere particuliere opdrachtgevers;Ontvangen orders;2018 september;705;252;453;;;;;;;;;;
3653;Andere particuliere opdrachtgevers;Ontvangen orders;2018 3e kwartaal;2187;613;1574;;;;;;;;;;
3654;Andere particuliere opdrachtgevers;Ontvangen orders;2018 oktober;758;234;524;;;;;;;;;;
3655;Andere particuliere opdrachtgevers;Ontvangen orders;2018 november;620;182;437;;;;;;;;;;
3656;Andere particuliere opdrachtgevers;Ontvangen orders;2018 december;587;184;403;;;;;;;;;;
3657;Andere particuliere opdrachtgevers;Ontvangen orders;2018 4e kwartaal;1964;600;1364;;;;;;;;;;
3658;Andere particuliere opdrachtgevers;Ontvangen orders;2018;7938;2366;5572;;;;;;;;;;
3659;Andere particuliere opdrachtgevers;Ontvangen orders;2019 januari;674;255;419;;;;;;;;;;
3660;Andere particuliere opdrachtgevers;Ontvangen orders;2019 februari;621;189;432;;;;;;;;;;
3661;Andere particuliere opdrachtgevers;Ontvangen orders;2019 maart;622;175;447;;;;;;;;;;
3662;Andere particuliere opdrachtgevers;Ontvangen orders;2019 1e kwartaal;1917;620;1297;;;;;;;;;;
3663;Andere particuliere opdrachtgevers;Ontvangen orders;2019 april;698;196;502;;;;;;;;;;
3664;Andere particuliere opdrachtgevers;Ontvangen orders;2019 mei;674;222;453;;;;;;;;;;
3665;Andere particuliere opdrachtgevers;Ontvangen orders;2019 juni;588;176;412;;;;;;;;;;
3666;Andere particuliere opdrachtgevers;Ontvangen orders;2019 2e kwartaal;1960;594;1367;;;;;;;;;;
3667;Andere particuliere opdrachtgevers;Ontvangen orders;2019 juli;869;310;559;;;;;;;;;;
3668;Andere particuliere opdrachtgevers;Ontvangen orders;2019 augustus;499;152;348;;;;;;;;;;
3669;Andere particuliere opdrachtgevers;Ontvangen orders;2019 september;590;182;408;;;;;;;;;;
3670;Andere particuliere opdrachtgevers;Ontvangen orders;2019 3e kwartaal;1957;643;1315;;;;;;;;;;
3671;Andere particuliere opdrachtgevers;Ontvangen orders;2019 oktober;645;209;436;;;;;;;;;;
3672;Andere particuliere opdrachtgevers;Ontvangen orders;2019 november;825;203;622;;;;;;;;;;
3673;Andere particuliere opdrachtgevers;Ontvangen orders;2019 december;700;206;493;;;;;;;;;;
3674;Andere particuliere opdrachtgevers;Ontvangen orders;2019 4e kwartaal;2170;619;1551;;;;;;;;;;
3675;Andere particuliere opdrachtgevers;Ontvangen orders;2019;8005;2475;5530;;;;;;;;;;
3676;Andere particuliere opdrachtgevers;Ontvangen orders;2020 januari;494;190;304;;;;;;;;;;
3677;Andere particuliere opdrachtgevers;Ontvangen orders;2020 februari;679;255;424;;;;;;;;;;
3678;Andere particuliere opdrachtgevers;Ontvangen orders;2020 maart;698;283;415;;;;;;;;;;
3679;Andere particuliere opdrachtgevers;Ontvangen orders;2020 1e kwartaal;1871;727;1143;;;;;;;;;;
3680;Andere particuliere opdrachtgevers;Ontvangen orders;2020 april;788;258;530;;;;;;;;;;
3681;Andere particuliere opdrachtgevers;Ontvangen orders;2020 mei;665;232;433;;;;;;;;;;
3682;Andere particuliere opdrachtgevers;Ontvangen orders;2020 juni;705;179;526;;;;;;;;;;
3683;Andere particuliere opdrachtgevers;Ontvangen orders;2020 2e kwartaal;2158;669;1489;;;;;;;;;;
3684;Andere particuliere opdrachtgevers;Ontvangen orders;2020 juli;692;234;458;;;;;;;;;;
3685;Andere particuliere opdrachtgevers;Ontvangen orders;2020 augustus;627;177;450;;;;;;;;;;
3686;Andere particuliere opdrachtgevers;Ontvangen orders;2020 september;656;219;437;;;;;;;;;;
3687;Andere particuliere opdrachtgevers;Ontvangen orders;2020 3e kwartaal;1975;630;1344;;;;;;;;;;
3688;Andere particuliere opdrachtgevers;Ontvangen orders;2020 oktober;757;285;472;;;;;;;;;;
3689;Andere particuliere opdrachtgevers;Ontvangen orders;2020 november;830;268;562;;;;;;;;;;
3690;Andere particuliere opdrachtgevers;Ontvangen orders;2020 december;692;222;470;;;;;;;;;;
3691;Andere particuliere opdrachtgevers;Ontvangen orders;2020 4e kwartaal;2279;775;1504;;;;;;;;;;
3692;Andere particuliere opdrachtgevers;Ontvangen orders;2020;8282;2801;5481;;;;;;;;;;
3693;Andere particuliere opdrachtgevers;Ontvangen orders;2021 januari;650;180;470;;;;;;;;;;
3694;Andere particuliere opdrachtgevers;Ontvangen orders;2021 februari;779;230;550;;;;;;;;;;
3695;Andere particuliere opdrachtgevers;Ontvangen orders;2021 maart;1031;275;757;;;;;;;;;;
3696;Andere particuliere opdrachtgevers;Ontvangen orders;2021 1e kwartaal;2460;684;1776;;;;;;;;;;
3697;Andere particuliere opdrachtgevers;Ontvangen orders;2021 april;748;263;485;;;;;;;;;;
3698;Andere particuliere opdrachtgevers;Ontvangen orders;2021 mei;709;255;455;;;;;;;;;;
3699;Andere particuliere opdrachtgevers;Ontvangen orders;2021 juni;724;253;470;;;;;;;;;;
3700;Andere particuliere opdrachtgevers;Ontvangen orders;2021 2e kwartaal;2181;771;1410;;;;;;;;;;
3701;Andere particuliere opdrachtgevers;Ontvangen orders;2021 juli;907;313;593;;;;;;;;;;
3702;Andere particuliere opdrachtgevers;Ontvangen orders;2021 augustus;627;170;457;;;;;;;;;;
3703;Andere particuliere opdrachtgevers;Ontvangen orders;2021 september;763;228;535;;;;;;;;;;
3704;Andere particuliere opdrachtgevers;Ontvangen orders;2021 3e kwartaal;2297;712;1585;;;;;;;;;;
3705;Andere particuliere opdrachtgevers;Ontvangen orders;2021 oktober;739;250;489;;;;;;;;;;
3706;Andere particuliere opdrachtgevers;Ontvangen orders;2021 november;923;324;599;;;;;;;;;;
3707;Andere particuliere opdrachtgevers;Ontvangen orders;2021 december;859;323;535;;;;;;;;;;
3708;Andere particuliere opdrachtgevers;Ontvangen orders;2021 4e kwartaal;2521;897;1624;;;;;;;;;;
3709;Andere particuliere opdrachtgevers;Ontvangen orders;2021;9459;3064;6394;;;;;;;;;;
3710;Andere particuliere opdrachtgevers;Ontvangen orders;2022 januari;717;197;520;;;;;;;;;;
3711;Andere particuliere opdrachtgevers;Ontvangen orders;2022 februari;634;228;407;;;;;;;;;;
3712;Andere particuliere opdrachtgevers;Ontvangen orders;2022 maart;892;345;547;;;;;;;;;;
3713;Andere particuliere opdrachtgevers;Ontvangen orders;2022 1e kwartaal;2242;769;1473;;;;;;;;;;
3714;Andere particuliere opdrachtgevers;Ontvangen orders;2022 april;671;287;384;;;;;;;;;;
3715;Andere particuliere opdrachtgevers;Ontvangen orders;2022 mei;1006;394;612;;;;;;;;;;
3716;Andere particuliere opdrachtgevers;Ontvangen orders;2022 juni;1128;494;634;;;;;;;;;;
3717;Andere particuliere opdrachtgevers;Ontvangen orders;2022 2e kwartaal;2806;1175;1631;;;;;;;;;;
3718;Andere particuliere opdrachtgevers;Ontvangen orders;2022 juli;936;328;608;;;;;;;;;;
3719;Andere particuliere opdrachtgevers;Ontvangen orders;2022 augustus;559;203;356;;;;;;;;;;
3720;Andere particuliere opdrachtgevers;Ontvangen orders;2022 september;671;265;406;;;;;;;;;;
3721;Andere particuliere opdrachtgevers;Ontvangen orders;2022 3e kwartaal;2166;796;1370;;;;;;;;;;
3722;Andere particuliere opdrachtgevers;Ontvangen orders;2022 oktober;803;224;579;;;;;;;;;;
3723;Andere particuliere opdrachtgevers;Ontvangen orders;2022 november;820;300;520;;;;;;;;;;
3724;Andere particuliere opdrachtgevers;Ontvangen orders;2022 december;792;195;597;;;;;;;;;;
3725;Andere particuliere opdrachtgevers;Ontvangen orders;2022 4e kwartaal;2414;719;1695;;;;;;;;;;
3726;Andere particuliere opdrachtgevers;Ontvangen orders;2022;9628;3460;6168;;;;;;;;;;
3727;Andere particuliere opdrachtgevers;Ontvangen orders;2023 januari;851;222;629;;;;;;;;;;
3728;Andere particuliere opdrachtgevers;Ontvangen orders;2023 februari;705;239;466;;;;;;;;;;
3729;Andere particuliere opdrachtgevers;Ontvangen orders;2023 maart;828;289;539;;;;;;;;;;
3730;Andere particuliere opdrachtgevers;Ontvangen orders;2023 1e kwartaal;2384;750;1634;;;;;;;;;;
3731;Andere particuliere opdrachtgevers;Ontvangen orders;2023 april;639;242;397;;;;;;;;;;
3732;Andere particuliere opdrachtgevers;Ontvangen orders;2023 mei;711;197;515;;;;;;;;;;
3733;Andere particuliere opdrachtgevers;Ontvangen orders;2023 juni;646;236;411;;;;;;;;;;
3734;Andere particuliere opdrachtgevers;Ontvangen orders;2023 2e kwartaal;1996;674;1322;;;;;;;;;;
3735;Andere particuliere opdrachtgevers;Ontvangen orders;2023 juli;655;270;385;;;;;;;;;;
3736;Andere particuliere opdrachtgevers;Ontvangen orders;2023 augustus;594;233;361;;;;;;;;;;
3737;Andere particuliere opdrachtgevers;Ontvangen orders;2023 september;463;191;272;;;;;;;;;;
3738;Andere particuliere opdrachtgevers;Ontvangen orders;2023 3e kwartaal;1712;694;1018;;;;;;;;;;
3739;Andere particuliere opdrachtgevers;Ontvangen orders;2023 oktober;541;199;342;;;;;;;;;;
3740;Andere particuliere opdrachtgevers;Ontvangen orders;2023 november;664;289;376;;;;;;;;;;
3741;Andere particuliere opdrachtgevers;Ontvangen orders;2023 december;759;243;516;;;;;;;;;;
3742;Andere particuliere opdrachtgevers;Ontvangen orders;2023 4e kwartaal;1965;731;1234;;;;;;;;;;
3743;Andere particuliere opdrachtgevers;Ontvangen orders;2023;8058;2849;5208;;;;;;;;;;
3744;Andere particuliere opdrachtgevers;Ontvangen orders;2024 januari;511;205;306;;;;;;;;;;
3745;Andere particuliere opdrachtgevers;Ontvangen orders;2024 februari;637;215;421;;;;;;;;;;
3746;Andere particuliere opdrachtgevers;Ontvangen orders;2024 maart;889;347;541;;;;;;;;;;
3747;Andere particuliere opdrachtgevers;Ontvangen orders;2024 1e kwartaal;2036;768;1268;;;;;;;;;;
3748;Andere particuliere opdrachtgevers;Ontvangen orders;2024 april;1024;221;803;;;;;;;;;;
3749;Andere particuliere opdrachtgevers;Ontvangen orders;2024 mei;791;294;497;;;;;;;;;;
3750;Andere particuliere opdrachtgevers;Ontvangen orders;2024 juni;589;180;409;;;;;;;;;;
3751;Andere particuliere opdrachtgevers;Ontvangen orders;2024 2e kwartaal;2403;694;1709;;;;;;;;;;
3752;Andere particuliere opdrachtgevers;Ontvangen orders;2024 juli;893;351;542;;;;;;;;;;
3753;Andere particuliere opdrachtgevers;Ontvangen orders;2024 augustus;500;173;327;;;;;;;;;;
3754;Andere particuliere opdrachtgevers;Ontvangen orders;2024 september;435;148;287;;;;;;;;;;
3755;Andere particuliere opdrachtgevers;Ontvangen orders;2024 3e kwartaal;1828;672;1157;;;;;;;;;;
3756;Andere particuliere opdrachtgevers;Ontvangen orders;2024 oktober;558;152;406;;;;;;;;;;
3757;Andere particuliere opdrachtgevers;Ontvangen orders;2024 november;388;157;232;;;;;;;;;;
3758;Andere particuliere opdrachtgevers;Ontvangen orders;2024 december;592;194;399;;;;;;;;;;
3759;Andere particuliere opdrachtgevers;Ontvangen orders;2024 4e kwartaal;1539;502;1036;;;;;;;;;;
3760;Andere particuliere opdrachtgevers;Ontvangen orders;2024;7806;2636;5170;;;;;;;;;;
3761;Andere particuliere opdrachtgevers;Ontvangen orders;2025 januari;441;198;244;;;;;;;;;;
3762;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 januari;496;205;292;98.0;47.0;42.0;46.0;13.0;17.0;0.0;14.0;7.0;8.0
3763;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 februari;544;164;380;111.0;32.0;14.0;30.0;14.0;148.0;0.0;10.0;15.0;8.0
3764;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 maart;496;176;320;110.0;35.0;19.0;35.0;18.0;11.0;0.0;18.0;40.0;35.0
3765;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 1e kwartaal;1536;544;992;318.0;114.0;75.0;111.0;45.0;175.0;0.0;42.0;62.0;51.0
3766;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 april;644;248;396;189.0;33.0;28.0;59.0;45.0;14.0;0.0;14.0;3.0;11.0
3767;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 mei;652;215;438;155.0;30.0;67.0;33.0;56.0;16.0;0.0;12.0;48.0;22.0
3768;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 juni;671;242;429;123.0;35.0;24.0;40.0;22.0;83.0;0.0;57.0;29.0;17.0
3769;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 2e kwartaal;1968;705;1263;467.0;98.0;119.0;131.0;123.0;113.0;0.0;83.0;80.0;49.0
3770;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 juli;602;180;422;90.0;26.0;37.0;44.0;106.0;21.0;0.0;59.0;23.0;17.0
3771;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 augustus;437;161;276;118.0;44.0;21.0;26.0;8.0;34.0;0.0;5.0;7.0;13.0
3772;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 september;509;174;335;104.0;45.0;28.0;20.0;32.0;33.0;0.0;35.0;24.0;14.0
3773;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 3e kwartaal;1548;515;1033;312.0;115.0;86.0;90.0;147.0;88.0;0.0;99.0;53.0;44.0
3774;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 oktober;468;195;273;90.0;35.0;15.0;31.0;18.0;10.0;0.0;26.0;33.0;15.0
3775;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 november;470;145;326;163.0;34.0;22.0;50.0;19.0;20.0;0.0;3.0;10.0;5.0
3776;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 december;549;228;321;138.0;25.0;24.0;28.0;17.0;3.0;0.0;8.0;67.0;10.0
3777;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015 4e kwartaal;1487;567;920;392.0;94.0;61.0;108.0;54.0;33.0;0.0;37.0;110.0;31.0
3778;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2015;6539;2330;4208;1489.0;420.0;341.0;440.0;368.0;409.0;0.0;261.0;305.0;175.0
3779;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 januari;553;215;339;157.0;21.0;30.0;44.0;31.0;6.0;0.0;28.0;16.0;7.0
3780;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 februari;589;163;426;194.0;21.0;25.0;81.0;19.0;15.0;0.0;34.0;29.0;8.0
3781;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 maart;499;197;302;140.0;30.0;34.0;11.0;14.0;20.0;0.0;31.0;18.0;3.0
3782;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 1e kwartaal;1641;575;1066;491.0;72.0;88.0;137.0;64.0;40.0;0.0;92.0;63.0;17.0
3783;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 april;559;187;372;178.0;34.0;46.0;47.0;28.0;5.0;0.0;17.0;14.0;5.0
3784;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 mei;649;208;441;179.0;45.0;23.0;64.0;57.0;18.0;0.0;21.0;20.0;13.0
3785;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 juni;643;220;423;180.0;45.0;36.0;40.0;21.0;64.0;0.0;13.0;15.0;10.0
3786;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 2e kwartaal;1851;615;1236;537.0;123.0;105.0;150.0;106.0;87.0;0.0;50.0;49.0;28.0
3787;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 juli;648;191;457;171.0;30.0;23.0;53.0;26.0;21.0;0.0;13.0;115.0;5.0
3788;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 augustus;645;170;475;216.0;34.0;51.0;53.0;50.0;8.0;0.0;27.0;13.0;23.0
3789;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 september;558;220;338;184.0;30.0;22.0;22.0;21.0;9.0;0.0;7.0;24.0;19.0
3790;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 3e kwartaal;1852;581;1270;571.0;95.0;96.0;129.0;97.0;37.0;0.0;48.0;152.0;47.0
3791;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 oktober;558;197;361;152.0;33.0;21.0;13.0;11.0;40.0;0.0;56.0;9.0;26.0
3792;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 november;706;188;518;228.0;24.0;66.0;23.0;134.0;5.0;0.0;12.0;16.0;9.0
3793;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 december;447;173;274;145.0;25.0;28.0;14.0;23.0;3.0;0.0;10.0;13.0;14.0
3794;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016 4e kwartaal;1710;558;1152;524.0;82.0;114.0;51.0;167.0;49.0;0.0;79.0;38.0;48.0
3795;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2016;7055;2330;4725;2123.0;372.0;404.0;467.0;433.0;213.0;0.0;269.0;303.0;141.0
3796;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 januari;656;208;448;179.0;42.0;86.0;48.0;45.0;18.0;0.0;1.0;19.0;12.0
3797;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 februari;572;174;398;165.0;19.0;38.0;44.0;36.0;61.0;0.0;3.0;27.0;6.0
3798;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 maart;525;194;331;190.0;53.0;26.0;19.0;8.0;11.0;0.0;13.0;9.0;2.0
3799;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 1e kwartaal;1754;576;1178;534.0;114.0;149.0;111.0;89.0;90.0;0.0;17.0;54.0;20.0
3800;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 april;628;186;442;188.0;40.0;83.0;32.0;45.0;18.0;0.0;4.0;11.0;20.0
3801;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 mei;696;158;538;191.0;27.0;67.0;59.0;59.0;16.0;0.0;18.0;13.0;89.0
3802;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 juni;569;161;408;183.0;29.0;67.0;41.0;11.0;24.0;0.0;38.0;13.0;3.0
3803;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 2e kwartaal;1894;506;1388;562.0;96.0;217.0;132.0;114.0;58.0;0.0;59.0;37.0;113.0
3804;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 juli;570;149;421;199.0;24.0;66.0;48.0;29.0;8.0;0.0;23.0;14.0;10.0
3805;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 augustus;692;205;487;194.0;32.0;55.0;28.0;14.0;6.0;0.0;114.0;13.0;31.0
3806;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 september;771;200;571;228.0;39.0;66.0;144.0;51.0;14.0;0.0;15.0;12.0;4.0
3807;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 3e kwartaal;2033;554;1478;622.0;94.0;187.0;220.0;93.0;28.0;0.0;152.0;39.0;44.0
3808;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 oktober;573;207;366;200.0;27.0;23.0;20.0;11.0;43.0;0.0;10.0;25.0;7.0
3809;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 november;585;182;403;192.0;39.0;83.0;25.0;23.0;6.0;0.0;4.0;16.0;15.0
3810;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 december;650;175;475;242.0;20.0;97.0;36.0;26.0;7.0;0.0;3.0;29.0;15.0
3811;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017 4e kwartaal;1808;563;1245;634.0;86.0;202.0;81.0;60.0;55.0;0.0;18.0;70.0;38.0
3812;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2017;7488;2199;5289;2352.0;391.0;755.0;544.0;357.0;231.0;0.0;246.0;199.0;214.0
3813;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 januari;723;211;512;195.0;;;;;;;;;
3814;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 februari;632;210;422;167.0;;;;;;;;;
3815;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 maart;554;147;407;180.0;;;;;;;;;
3816;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 1e kwartaal;1909;568;1341;543.0;;;;;;;;;
3817;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 april;584;154;430;175.0;;;;;;;;;
3818;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 mei;685;243;443;216.0;;;;;;;;;
3819;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 juni;635;161;475;186.0;;;;;;;;;
3820;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 2e kwartaal;1905;557;1348;577.0;;;;;;;;;
3821;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 juli;612;155;457;200.0;;;;;;;;;
3822;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 augustus;617;227;389;189.0;;;;;;;;;
3823;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 september;782;209;573;218.0;;;;;;;;;
3824;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 3e kwartaal;2011;591;1419;607.0;;;;;;;;;
3825;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 oktober;680;222;458;192.0;;;;;;;;;
3826;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 november;801;174;627;210.0;;;;;;;;;
3827;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 december;608;175;433;193.0;;;;;;;;;
3828;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018 4e kwartaal;2090;571;1519;595.0;;;;;;;;;
3829;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2018;7914;2287;5627;2321.0;370.0;910.0;494.0;536.0;185.0;0.0;235.0;367.0;209.0
3830;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 januari;741;234;507;182.0;;;;;;;;;
3831;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 februari;655;259;395;163.0;;;;;;;;;
3832;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 maart;586;165;421;184.0;;;;;;;;;
3833;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 1e kwartaal;1981;658;1323;528.0;;;;;;;;;
3834;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 april;620;216;404;170.0;;;;;;;;;
3835;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 mei;687;212;476;179.0;;;;;;;;;
3836;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 juni;661;203;458;173.0;;;;;;;;;
3837;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 2e kwartaal;1968;631;1338;522.0;;;;;;;;;
3838;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 juli;660;180;480;183.0;;;;;;;;;
3839;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 augustus;587;211;376;190.0;;;;;;;;;
3840;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 september;771;213;557;228.0;;;;;;;;;
3841;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 3e kwartaal;2018;604;1414;601.0;;;;;;;;;
3842;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 oktober;653;240;414;144.0;;;;;;;;;
3843;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 november;576;179;397;164.0;;;;;;;;;
3844;Andere particuliere opdrachtgevers;Begonnen bouwwerken;2019 december;689;236;454;167.0;;;;;;;;;
