ID;Taxpayers;Periods;TotalEnvironmentalTaxesAndFees_1;TotalEnvironmentalTaxRevenues_2;TotalEnvironmentalTaxesOnProducts_3;WasteTax_4;FuelTax_5;TaxOnElectricityAndGasUse_6;TapWaterAndGroundwaterTaxes_7;TaxOnPackaging_8;FlightTax_9;TotalMobilityTax_10;ExciseDuties_11;TaxOnPassengerCarsAndMotorcycles_12;MotorVehicleTax_13;ManureSurplusTax_14;TotalEnvironmentalFeesRevenues_15;WasteCollectionFee_16;NoiseTaxCivilAviation_17;FeesOnGroundwaterAndRefuseDumps_18;SewerageCharges_19;FeesOnWaterPollution_20
785;42 Civil engineering;1992;29.0;21.0;1.0;;1.0;;;;;19.0;5.0;7.0;7.0;;8.0;2.0;;0.0;5.0;1.0
786;42 Civil engineering;1993;31.0;23.0;1.0;;1.0;;;;;22.0;7.0;7.0;8.0;;8.0;2.0;;0.0;5.0;1.0
787;42 Civil engineering;1994;29.0;21.0;1.0;;1.0;;;;;20.0;7.0;8.0;5.0;;8.0;2.0;;0.0;5.0;1.0
788;42 Civil engineering;1995;35.0;25.0;1.0;0.0;1.0;;0.0;;;24.0;7.0;9.0;8.0;;10.0;2.0;;0.0;7.0;1.0
789;42 Civil engineering;1996;36.0;27.0;5.0;2.0;1.0;2.0;0.0;;;22.0;6.0;10.0;6.0;;9.0;4.0;;0.0;4.0;1.0
790;42 Civil engineering;1997;35.0;27.0;4.0;0.0;1.0;3.0;0.0;;;23.0;6.0;12.0;5.0;;8.0;2.0;;0.0;5.0;1.0
791;42 Civil engineering;1998;37.0;30.0;5.0;0.0;2.0;3.0;0.0;;;25.0;7.0;14.0;4.0;;7.0;1.0;;0.0;5.0;1.0
792;42 Civil engineering;1999;39.0;30.0;5.0;0.0;1.0;4.0;0.0;;;25.0;5.0;16.0;4.0;;9.0;3.0;;0.0;5.0;1.0
793;42 Civil engineering;2000;48.0;38.0;8.0;2.0;1.0;5.0;0.0;;;30.0;9.0;17.0;4.0;;10.0;3.0;;0.0;6.0;1.0
794;42 Civil engineering;2001;45.0;40.0;11.0;1.0;0.0;10.0;0.0;;;29.0;7.0;18.0;4.0;;5.0;3.0;;0.0;2.0;0.0
795;42 Civil engineering;2002;40.0;35.0;7.0;2.0;0.0;5.0;0.0;;;28.0;10.0;14.0;4.0;;5.0;3.0;;0.0;2.0;0.0
796;42 Civil engineering;2003;38.0;33.0;8.0;1.0;1.0;6.0;0.0;;;25.0;10.0;11.0;4.0;;5.0;3.0;;0.0;2.0;0.0
797;42 Civil engineering;2004;40.0;35.0;9.0;1.0;0.0;8.0;0.0;;;26.0;9.0;13.0;4.0;;5.0;3.0;;0.0;2.0;0.0
798;42 Civil engineering;2005;48.0;43.0;16.0;0.0;0.0;16.0;0.0;;;27.0;8.0;13.0;6.0;;5.0;3.0;;0.0;2.0;0.0
799;42 Civil engineering;2006;55.0;49.0;19.0;0.0;0.0;19.0;0.0;;;30.0;9.0;15.0;6.0;;6.0;3.0;;0.0;3.0;0.0
800;42 Civil engineering;2007;52.0;46.0;16.0;1.0;0.0;15.0;0.0;;;30.0;8.0;16.0;6.0;;6.0;3.0;;0.0;3.0;0.0
801;42 Civil engineering;2008;53.0;47.0;17.0;0.0;0.0;17.0;0.0;0.0;0.0;30.0;10.0;14.0;6.0;;6.0;3.0;;0.0;3.0;0.0
802;42 Civil engineering;2009;51.0;44.0;17.0;0.0;0.0;17.0;0.0;0.0;0.0;27.0;11.0;9.0;7.0;;7.0;3.0;;0.0;4.0;0.0
803;42 Civil engineering;2010;42.0;36.0;2.0;0.0;0.0;2.0;0.0;0.0;;34.0;18.0;8.0;8.0;;6.0;3.0;;0.0;3.0;0.0
804;42 Civil engineering;2011;38.0;33.0;3.0;0.0;0.0;3.0;0.0;0.0;;30.0;14.0;9.0;7.0;;5.0;2.0;;0.0;3.0;0.0
805;42 Civil engineering;2012;40.0;33.0;3.0;0.0;0.0;3.0;0.0;0.0;;30.0;16.0;7.0;7.0;;7.0;3.0;;0.0;4.0;0.0
806;43 Specialised construction activities;1987;49.0;39.0;0.0;;0.0;;;;;39.0;12.0;11.0;16.0;;10.0;8.0;;0.0;2.0;0.0
807;43 Specialised construction activities;1988;49.0;42.0;0.0;;0.0;;;;;42.0;12.0;10.0;20.0;;7.0;5.0;;0.0;2.0;0.0
808;43 Specialised construction activities;1989;46.0;40.0;0.0;;0.0;;;;;40.0;11.0;11.0;18.0;;6.0;3.0;;0.0;3.0;0.0
809;43 Specialised construction activities;1990;54.0;46.0;0.0;;0.0;;;;;46.0;14.0;12.0;20.0;;8.0;5.0;;0.0;3.0;0.0
810;43 Specialised construction activities;1991;54.0;43.0;0.0;;0.0;;;;;43.0;12.0;13.0;18.0;;11.0;7.0;;0.0;3.0;1.0
811;43 Specialised construction activities;1992;67.0;56.0;1.0;;1.0;;;;;55.0;18.0;16.0;21.0;;11.0;7.0;;0.0;3.0;1.0
812;43 Specialised construction activities;1993;73.0;60.0;1.0;;1.0;;;;;59.0;24.0;15.0;20.0;;13.0;7.0;;0.0;5.0;1.0
813;43 Specialised construction activities;1994;83.0;68.0;1.0;;1.0;;;;;66.0;25.0;17.0;24.0;;15.0;9.0;;0.0;5.0;1.0
814;43 Specialised construction activities;1995;81.0;67.0;4.0;3.0;1.0;;0.0;;;63.0;23.0;21.0;19.0;;14.0;7.0;;0.0;6.0;1.0
815;43 Specialised construction activities;1996;89.0;77.0;3.0;1.0;1.0;1.0;0.0;;;74.0;28.0;23.0;23.0;;12.0;8.0;;0.0;3.0;1.0
816;43 Specialised construction activities;1997;88.0;78.0;4.0;1.0;0.0;3.0;0.0;;;74.0;31.0;26.0;17.0;;10.0;5.0;;0.0;4.0;1.0
817;43 Specialised construction activities;1998;103.0;90.0;8.0;1.0;1.0;6.0;0.0;;;82.0;35.0;30.0;17.0;;13.0;7.0;;0.0;5.0;1.0
818;43 Specialised construction activities;1999;120.0;106.0;12.0;0.0;2.0;10.0;0.0;;;94.0;39.0;35.0;20.0;;14.0;8.0;;0.0;5.0;1.0
819;43 Specialised construction activities;2000;137.0;120.0;13.0;3.0;2.0;8.0;0.0;;;107.0;51.0;36.0;20.0;;17.0;11.0;;0.0;5.0;1.0
820;43 Specialised construction activities;2001;148.0;125.0;14.0;4.0;1.0;9.0;0.0;;;112.0;52.0;40.0;20.0;;23.0;12.0;;0.0;9.0;2.0
821;43 Specialised construction activities;2002;141.0;119.0;11.0;3.0;2.0;6.0;0.0;;;109.0;57.0;32.0;20.0;;22.0;12.0;;0.0;8.0;2.0
822;43 Specialised construction activities;2003;140.0;118.0;10.0;0.0;1.0;9.0;0.0;;;108.0;60.0;27.0;21.0;;22.0;12.0;;0.0;8.0;2.0
823;43 Specialised construction activities;2004;135.0;117.0;11.0;1.0;0.0;10.0;0.0;;;106.0;54.0;30.0;22.0;;18.0;12.0;;0.0;4.0;2.0
824;43 Specialised construction activities;2005;155.0;137.0;21.0;0.0;0.0;21.0;0.0;;;116.0;62.0;32.0;22.0;;18.0;12.0;;0.0;4.0;2.0
825;43 Specialised construction activities;2006;167.0;146.0;23.0;3.0;0.0;20.0;0.0;;;123.0;64.0;35.0;24.0;;21.0;12.0;;0.0;7.0;2.0
826;43 Specialised construction activities;2007;167.0;146.0;15.0;0.0;0.0;15.0;0.0;;;131.0;68.0;38.0;25.0;;21.0;12.0;;0.0;7.0;2.0
827;43 Specialised construction activities;2008;172.0;153.0;25.0;1.0;0.0;24.0;0.0;0.0;0.0;128.0;69.0;34.0;25.0;;19.0;12.0;;0.0;5.0;2.0
828;43 Specialised construction activities;2009;163.0;142.0;23.0;0.0;0.0;23.0;0.0;0.0;0.0;119.0;71.0;21.0;27.0;;21.0;12.0;;0.0;7.0;2.0
829;43 Specialised construction activities;2010;146.0;125.0;12.0;1.0;0.0;11.0;0.0;0.0;;113.0;69.0;20.0;24.0;;21.0;12.0;;0.0;7.0;2.0
830;43 Specialised construction activities;2011;146.0;123.0;11.0;0.0;0.0;11.0;0.0;0.0;;112.0;66.0;20.0;26.0;;23.0;13.0;;0.0;7.0;2.0
831;43 Specialised construction activities;2012;135.0;109.0;8.0;-1.0;0.0;9.0;0.0;0.0;;101.0;60.0;16.0;25.0;;26.0;15.0;;0.0;9.0;2.0
832;G-I Trade, transport, hotels, catering;1987;563.0;485.0;0.0;;0.0;;;;;485.0;298.0;70.0;117.0;;79.0;24.0;5.0;0.0;18.0;32.0
833;G-I Trade, transport, hotels, catering;1988;576.0;492.0;4.0;;4.0;;;;;488.0;298.0;67.0;123.0;;84.0;19.0;10.0;0.0;20.0;35.0
834;G-I Trade, transport, hotels, catering;1989;601.0;509.0;11.0;;11.0;;;;;497.0;294.0;72.0;131.0;;92.0;24.0;7.0;0.0;20.0;41.0
835;G-I Trade, transport, hotels, catering;1990;788.0;692.0;18.0;;18.0;;;;;673.0;431.0;79.0;163.0;;96.0;17.0;11.0;0.0;22.0;46.0
836;G-I Trade, transport, hotels, catering;1991;828.0;728.0;25.0;;25.0;;;;;702.0;454.0;83.0;165.0;;100.0;18.0;9.0;0.0;25.0;48.0
837;G-I Trade, transport, hotels, catering;1992;972.0;853.0;45.0;;45.0;;;;;808.0;513.0;100.0;195.0;;119.0;27.0;9.0;0.0;27.0;56.0
838;G-I Trade, transport, hotels, catering;1993;1171.0;1039.0;47.0;;47.0;;;;;992.0;707.0;96.0;189.0;;132.0;36.0;5.0;0.0;31.0;60.0
839;G-I Trade, transport, hotels, catering;1994;1264.0;1119.0;41.0;;41.0;;;;;1078.0;774.0;110.0;194.0;;145.0;31.0;13.0;0.0;33.0;68.0
840;G-I Trade, transport, hotels, catering;1995;1373.0;1196.0;56.0;3.0;46.0;;7.0;;;1140.0;814.0;132.0;194.0;;176.0;37.0;24.0;0.0;42.0;74.0
841;G-I Trade, transport, hotels, catering;1996;1477.0;1327.0;130.0;4.0;51.0;69.0;7.0;;;1197.0;811.0;145.0;241.0;;149.0;37.0;9.0;0.0;26.0;77.0
842;G-I Trade, transport, hotels, catering;1997;1552.0;1403.0;177.0;4.0;45.0;120.0;7.0;;;1226.0;876.0;163.0;187.0;;149.0;26.0;6.0;0.0;26.0;91.0
843;G-I Trade, transport, hotels, catering;1998;1629.0;1482.0;174.0;5.0;43.0;119.0;8.0;;;1307.0;920.0;190.0;197.0;;148.0;27.0;6.0;0.0;30.0;85.0
844;G-I Trade, transport, hotels, catering;1999;1731.0;1578.0;258.0;6.0;47.0;196.0;9.0;;;1320.0;885.0;223.0;212.0;;153.0;33.0;7.0;0.0;32.0;81.0
845;G-I Trade, transport, hotels, catering;2000;1789.0;1587.0;240.0;10.0;45.0;168.0;17.0;;;1347.0;903.0;232.0;212.0;;202.0;47.0;36.0;0.0;34.0;85.0
846;G-I Trade, transport, hotels, catering;2001;1816.0;1612.0;235.0;10.0;46.0;160.0;19.0;;;1377.0;914.0;254.0;209.0;;204.0;53.0;43.0;0.0;37.0;71.0
847;G-I Trade, transport, hotels, catering;2002;1814.0;1612.0;209.0;9.0;49.0;133.0;18.0;;;1403.0;981.0;209.0;213.0;;202.0;59.0;38.0;0.0;35.0;70.0
848;G-I Trade, transport, hotels, catering;2003;1825.0;1633.0;204.0;6.0;52.0;124.0;22.0;;;1429.0;979.0;227.0;223.0;;192.0;52.0;37.0;0.0;29.0;74.0
849;G-I Trade, transport, hotels, catering;2004;1903.0;1716.0;215.0;3.0;0.0;191.0;21.0;;;1501.0;1005.0;249.0;247.0;;187.0;57.0;33.0;0.0;23.0;74.0
850;G-I Trade, transport, hotels, catering;2005;2152.0;1939.0;374.0;5.0;0.0;350.0;19.0;;;1565.0;1042.0;263.0;260.0;;213.0;60.0;48.0;0.0;23.0;82.0
851;G-I Trade, transport, hotels, catering;2006;2370.0;2132.0;441.0;7.0;0.0;414.0;20.0;;;1691.0;1117.0;292.0;282.0;;238.0;62.0;54.0;0.0;30.0;92.0
852;G-I Trade, transport, hotels, catering;2007;2410.0;2163.0;375.0;9.0;0.0;343.0;23.0;;;1788.0;1168.0;318.0;302.0;;247.0;66.0;55.0;0.0;32.0;94.0
853;G-I Trade, transport, hotels, catering;2008;2605.0;2353.0;532.0;5.0;0.0;492.0;23.0;9.0;3.0;1821.0;1219.0;279.0;323.0;;252.0;68.0;56.0;0.0;33.0;95.0
854;G-I Trade, transport, hotels, catering;2009;2523.0;2290.0;532.0;2.0;0.0;484.0;22.0;15.0;9.0;1758.0;1227.0;178.0;353.0;;233.0;70.0;49.0;0.0;34.0;80.0
855;G-I Trade, transport, hotels, catering;2010;2527.0;2306.0;500.0;1.0;0.0;455.0;25.0;19.0;;1806.0;1247.0;167.0;392.0;;221.0;73.0;42.0;0.0;32.0;74.0
856;G-I Trade, transport, hotels, catering;2011;2534.0;2312.0;467.0;0.0;0.0;425.0;24.0;18.0;;1845.0;1292.0;168.0;385.0;;222.0;77.0;35.0;0.0;34.0;76.0
857;G-I Trade, transport, hotels, catering;2012;2467.0;2207.0;411.0;0.0;0.0;384.0;9.0;18.0;;1796.0;1287.0;133.0;376.0;;260.0;95.0;46.0;0.0;41.0;77.0
858;G Wholesale and retail trade;1987;234.0;199.0;0.0;;0.0;;;;;199.0;90.0;58.0;51.0;;35.0;11.0;;0.0;13.0;11.0
859;G Wholesale and retail trade;1988;237.0;199.0;1.0;;1.0;;;;;198.0;91.0;56.0;51.0;;38.0;12.0;;0.0;14.0;12.0
860;G Wholesale and retail trade;1989;253.0;213.0;3.0;;3.0;;;;;211.0;91.0;61.0;59.0;;40.0;11.0;;0.0;14.0;15.0
861;G Wholesale and retail trade;1990;304.0;265.0;3.0;;3.0;;;;;263.0;115.0;67.0;81.0;;39.0;7.0;;0.0;16.0;16.0
862;G Wholesale and retail trade;1991;310.0;271.0;3.0;;3.0;;;;;268.0;115.0;70.0;83.0;;40.0;6.0;;0.0;18.0;16.0
863;G Wholesale and retail trade;1992;365.0;314.0;7.0;;7.0;;;;;307.0;125.0;83.0;99.0;;51.0;13.0;;0.0;19.0;19.0
864;G Wholesale and retail trade;1993;403.0;345.0;7.0;;7.0;;;;;338.0;158.0;81.0;99.0;;59.0;17.0;;0.0;22.0;20.0
865;G Wholesale and retail trade;1994;430.0;368.0;7.0;;7.0;;;;;361.0;168.0;92.0;101.0;;62.0;15.0;;0.0;24.0;23.0
866;G Wholesale and retail trade;1995;470.0;398.0;16.0;2.0;8.0;;6.0;;;382.0;170.0;111.0;101.0;;72.0;17.0;;0.0;29.0;26.0
867;G Wholesale and retail trade;1996;527.0;467.0;52.0;2.0;10.0;35.0;5.0;;;415.0;161.0;122.0;132.0;;60.0;15.0;;0.0;18.0;27.0
868;G Wholesale and retail trade;1997;516.0;459.0;82.0;3.0;8.0;65.0;6.0;;;376.0;154.0;136.0;86.0;;58.0;11.0;;0.0;18.0;29.0
869;G Wholesale and retail trade;1998;565.0;505.0;79.0;3.0;6.0;64.0;6.0;;;426.0;173.0;159.0;94.0;;60.0;11.0;;0.0;21.0;28.0
870;G Wholesale and retail trade;1999;636.0;572.0;128.0;3.0;9.0;110.0;7.0;;;444.0;157.0;187.0;100.0;;64.0;14.0;;0.0;23.0;27.0
871;G Wholesale and retail trade;2000;669.0;593.0;115.0;4.0;8.0;92.0;11.0;;;478.0;183.0;194.0;101.0;;76.0;23.0;;0.0;25.0;28.0
872;G Wholesale and retail trade;2001;660.0;583.0;101.0;4.0;8.0;76.0;13.0;;;482.0;171.0;212.0;99.0;;77.0;29.0;;0.0;26.0;22.0
873;G Wholesale and retail trade;2002;640.0;560.0;90.0;5.0;7.0;68.0;10.0;;;470.0;190.0;174.0;106.0;;80.0;35.0;;0.0;25.0;20.0
874;G Wholesale and retail trade;2003;628.0;551.0;84.0;3.0;9.0;58.0;14.0;;;467.0;176.0;180.0;111.0;;77.0;33.0;;0.0;23.0;21.0
875;G Wholesale and retail trade;2004;691.0;614.0;106.0;1.0;0.0;92.0;13.0;;;508.0;187.0;198.0;123.0;;77.0;37.0;;0.0;19.0;21.0
876;G Wholesale and retail trade;2005;789.0;707.0;179.0;2.0;0.0;165.0;12.0;;;528.0;185.0;210.0;133.0;;82.0;39.0;;0.0;19.0;24.0
877;G Wholesale and retail trade;2006;884.0;793.0;221.0;3.0;0.0;205.0;13.0;;;572.0;200.0;232.0;140.0;;91.0;41.0;;0.0;24.0;26.0
878;G Wholesale and retail trade;2007;887.0;793.0;186.0;5.0;0.0;167.0;14.0;;;607.0;205.0;253.0;149.0;;94.0;42.0;;0.0;24.0;28.0
879;G Wholesale and retail trade;2008;975.0;876.0;273.0;2.0;0.0;245.0;15.0;9.0;2.0;603.0;220.0;222.0;161.0;;99.0;44.0;;0.0;25.0;30.0
880;G Wholesale and retail trade;2009;899.0;803.0;281.0;2.0;0.0;247.0;15.0;15.0;2.0;522.0;209.0;141.0;172.0;;96.0;46.0;;0.0;25.0;25.0
881;G Wholesale and retail trade;2010;940.0;842.0;304.0;1.0;0.0;267.0;17.0;19.0;;538.0;215.0;133.0;190.0;;98.0;49.0;;0.0;24.0;25.0
882;G Wholesale and retail trade;2011;956.0;857.0;284.0;0.0;0.0;251.0;15.0;18.0;;573.0;255.0;134.0;184.0;;99.0;48.0;;0.0;26.0;26.0
883;G Wholesale and retail trade;2012;900.0;786.0;251.0;0.0;0.0;227.0;6.0;18.0;;535.0;252.0;106.0;177.0;;114.0;57.0;;0.0;31.0;26.0
884;45 Sale and repair of motor vehicles;1987;63.0;59.0;0.0;;0.0;;;;;59.0;10.0;26.0;23.0;;4.0;0.0;;0.0;2.0;2.0
885;45 Sale and repair of motor vehicles;1988;69.0;64.0;1.0;;1.0;;;;;63.0;14.0;25.0;24.0;;5.0;1.0;;0.0;2.0;2.0
886;45 Sale and repair of motor vehicles;1989;72.0;66.0;1.0;;1.0;;;;;65.0;13.0;27.0;25.0;;6.0;1.0;;0.0;2.0;3.0
887;45 Sale and repair of motor vehicles;1990;86.0;81.0;0.0;;0.0;;;;;81.0;14.0;30.0;37.0;;6.0;1.0;;0.0;2.0;3.0
888;45 Sale and repair of motor vehicles;1991;91.0;84.0;0.0;;0.0;;;;;84.0;16.0;31.0;37.0;;7.0;2.0;;0.0;2.0;3.0
889;45 Sale and repair of motor vehicles;1992;108.0;100.0;0.0;;0.0;;;;;100.0;18.0;37.0;45.0;;8.0;2.0;;0.0;3.0;3.0
890;45 Sale and repair of motor vehicles;1993;107.0;98.0;1.0;;1.0;;;;;97.0;20.0;36.0;41.0;;9.0;3.0;;0.0;3.0;3.0
891;45 Sale and repair of motor vehicles;1994;120.0;109.0;1.0;;1.0;;;;;108.0;25.0;41.0;42.0;;11.0;3.0;;0.0;3.0;5.0
892;45 Sale and repair of motor vehicles;1995;128.0;118.0;2.0;0.0;1.0;;1.0;;;116.0;27.0;49.0;40.0;;10.0;2.0;;0.0;3.0;5.0
893;45 Sale and repair of motor vehicles;1996;155.0;146.0;10.0;0.0;3.0;7.0;0.0;;;136.0;29.0;54.0;53.0;;10.0;3.0;;0.0;2.0;5.0
894;45 Sale and repair of motor vehicles;1997;155.0;145.0;15.0;1.0;1.0;12.0;0.0;;;131.0;30.0;61.0;40.0;;10.0;2.0;;0.0;2.0;6.0
895;45 Sale and repair of motor vehicles;1998;170.0;159.0;15.0;1.0;1.0;12.0;0.0;;;145.0;29.0;71.0;45.0;;11.0;2.0;;0.0;3.0;6.0
896;45 Sale and repair of motor vehicles;1999;195.0;184.0;22.0;1.0;3.0;18.0;0.0;;;162.0;31.0;83.0;48.0;;11.0;2.0;;0.0;3.0;6.0
897;45 Sale and repair of motor vehicles;2000;195.0;184.0;18.0;1.0;2.0;14.0;1.0;;;166.0;31.0;86.0;49.0;;11.0;2.0;;0.0;3.0;6.0
898;45 Sale and repair of motor vehicles;2001;196.0;184.0;15.0;1.0;1.0;11.0;2.0;;;168.0;25.0;94.0;49.0;;12.0;5.0;;0.0;3.0;4.0
899;45 Sale and repair of motor vehicles;2002;173.0;162.0;15.0;1.0;1.0;12.0;1.0;;;147.0;29.0;68.0;50.0;;11.0;5.0;;0.0;3.0;3.0
900;45 Sale and repair of motor vehicles;2003;180.0;170.0;14.0;1.0;1.0;9.0;3.0;;;156.0;28.0;77.0;51.0;;10.0;5.0;;0.0;2.0;3.0
901;45 Sale and repair of motor vehicles;2004;197.0;187.0;14.0;0.0;0.0;13.0;1.0;;;173.0;32.0;84.0;57.0;;10.0;5.0;;0.0;2.0;3.0
902;45 Sale and repair of motor vehicles;2005;219.0;209.0;24.0;0.0;0.0;23.0;1.0;;;185.0;36.0;89.0;60.0;;10.0;5.0;;0.0;2.0;3.0
903;45 Sale and repair of motor vehicles;2006;242.0;230.0;31.0;0.0;0.0;30.0;1.0;;;199.0;37.0;99.0;63.0;;12.0;5.0;;0.0;3.0;4.0
904;45 Sale and repair of motor vehicles;2007;250.0;239.0;30.0;1.0;0.0;28.0;1.0;;;209.0;36.0;108.0;65.0;;11.0;5.0;;0.0;3.0;3.0
905;45 Sale and repair of motor vehicles;2008;261.0;250.0;45.0;1.0;0.0;43.0;1.0;0.0;0.0;205.0;41.0;95.0;69.0;;11.0;5.0;;0.0;3.0;3.0
906;45 Sale and repair of motor vehicles;2009;220.0;209.0;43.0;0.0;0.0;42.0;1.0;0.0;0.0;166.0;37.0;60.0;69.0;;11.0;5.0;;0.0;3.0;3.0
907;45 Sale and repair of motor vehicles;2010;231.0;219.0;49.0;0.0;0.0;47.0;2.0;0.0;;170.0;38.0;57.0;75.0;;12.0;6.0;;0.0;3.0;3.0
908;45 Sale and repair of motor vehicles;2011;224.0;214.0;45.0;0.0;0.0;44.0;1.0;0.0;;169.0;39.0;57.0;73.0;;10.0;4.0;;0.0;3.0;3.0
909;45 Sale and repair of motor vehicles;2012;202.0;189.0;37.0;0.0;0.0;37.0;0.0;0.0;;152.0;38.0;45.0;69.0;;13.0;6.0;;0.0;4.0;3.0
910;46 Wholesale trade (no motor vehicles);1987;137.0;121.0;0.0;;0.0;;;;;121.0;72.0;24.0;25.0;;16.0;6.0;;0.0;6.0;4.0
911;46 Wholesale trade (no motor vehicles);1988;135.0;119.0;0.0;;0.0;;;;;119.0;70.0;23.0;26.0;;16.0;5.0;;0.0;6.0;5.0
912;46 Wholesale trade (no motor vehicles);1989;143.0;126.0;1.0;;1.0;;;;;125.0;71.0;25.0;29.0;;17.0;5.0;;0.0;6.0;6.0
913;46 Wholesale trade (no motor vehicles);1990;176.0;159.0;3.0;;3.0;;;;;156.0;89.0;27.0;40.0;;17.0;4.0;;0.0;7.0;6.0
914;46 Wholesale trade (no motor vehicles);1991;179.0;162.0;3.0;;3.0;;;;;160.0;89.0;29.0;42.0;;17.0;4.0;;0.0;7.0;6.0
915;46 Wholesale trade (no motor vehicles);1992;206.0;184.0;7.0;;7.0;;;;;177.0;96.0;34.0;47.0;;22.0;8.0;;0.0;7.0;7.0
916;46 Wholesale trade (no motor vehicles);1993;238.0;211.0;6.0;;6.0;;;;;205.0;123.0;33.0;49.0;;27.0;11.0;;0.0;9.0;7.0
917;46 Wholesale trade (no motor vehicles);1994;247.0;221.0;4.0;;4.0;;;;;217.0;129.0;38.0;50.0;;26.0;9.0;;0.0;10.0;7.0
918;46 Wholesale trade (no motor vehicles);1995;266.0;237.0;10.0;1.0;6.0;;3.0;;;227.0;128.0;45.0;54.0;;29.0;8.0;;0.0;12.0;9.0
919;46 Wholesale trade (no motor vehicles);1996;284.0;261.0;26.0;1.0;6.0;16.0;3.0;;;235.0;116.0;50.0;69.0;;23.0;6.0;;0.0;7.0;10.0
920;46 Wholesale trade (no motor vehicles);1997;266.0;242.0;39.0;1.0;7.0;27.0;4.0;;;203.0;109.0;56.0;38.0;;24.0;5.0;;0.0;7.0;12.0
921;46 Wholesale trade (no motor vehicles);1998;292.0;266.0;38.0;1.0;5.0;28.0;4.0;;;228.0;122.0;65.0;41.0;;26.0;7.0;;0.0;8.0;11.0
922;46 Wholesale trade (no motor vehicles);1999;310.0;281.0;60.0;1.0;4.0;51.0;4.0;;;221.0;103.0;77.0;41.0;;29.0;8.0;;0.0;10.0;11.0
923;46 Wholesale trade (no motor vehicles);2000;331.0;296.0;55.0;2.0;4.0;44.0;5.0;;;241.0;123.0;79.0;39.0;;35.0;12.0;;0.0;11.0;12.0
924;46 Wholesale trade (no motor vehicles);2001;336.0;300.0;46.0;2.0;6.0;32.0;6.0;;;254.0;130.0;87.0;37.0;;36.0;14.0;;0.0;12.0;10.0
925;46 Wholesale trade (no motor vehicles);2002;327.0;291.0;43.0;3.0;5.0;29.0;6.0;;;249.0;132.0;75.0;42.0;;36.0;16.0;;0.0;11.0;9.0
926;46 Wholesale trade (no motor vehicles);2003;317.0;281.0;40.0;2.0;7.0;25.0;6.0;;;241.0;122.0;75.0;44.0;;36.0;16.0;;0.0;10.0;10.0
927;46 Wholesale trade (no motor vehicles);2004;338.0;301.0;48.0;1.0;0.0;40.0;7.0;;;253.0;122.0;82.0;49.0;;37.0;19.0;;0.0;8.0;10.0
928;46 Wholesale trade (no motor vehicles);2005;380.0;340.0;80.0;1.0;0.0;72.0;7.0;;;260.0;118.0;87.0;55.0;;40.0;20.0;;0.0;8.0;12.0
929;46 Wholesale trade (no motor vehicles);2006;420.0;377.0;96.0;2.0;0.0;87.0;7.0;;;281.0;127.0;96.0;58.0;;43.0;21.0;;0.0;10.0;12.0
930;46 Wholesale trade (no motor vehicles);2007;433.0;386.0;81.0;2.0;0.0;71.0;8.0;;;305.0;137.0;104.0;64.0;;47.0;23.0;;0.0;11.0;13.0
931;46 Wholesale trade (no motor vehicles);2008;480.0;429.0;122.0;1.0;0.0;106.0;8.0;5.0;2.0;307.0;145.0;92.0;70.0;;51.0;25.0;;0.0;12.0;14.0
932;46 Wholesale trade (no motor vehicles);2009;450.0;401.0;127.0;2.0;0.0;107.0;8.0;8.0;2.0;274.0;138.0;58.0;78.0;;49.0;26.0;;0.0;12.0;11.0
933;46 Wholesale trade (no motor vehicles);2010;475.0;424.0;134.0;1.0;0.0;113.0;9.0;11.0;;290.0;145.0;55.0;90.0;;51.0;27.0;;0.0;12.0;12.0
934;46 Wholesale trade (no motor vehicles);2011;505.0;453.0;130.0;0.0;0.0;110.0;9.0;11.0;;323.0;180.0;55.0;88.0;;52.0;27.0;;0.0;13.0;12.0
935;46 Wholesale trade (no motor vehicles);2012;480.0;421.0;115.0;0.0;0.0;101.0;4.0;10.0;;306.0;177.0;44.0;85.0;;59.0;31.0;;0.0;15.0;13.0
936;47 Retail trade (not in motor vehicles);1987;35.0;20.0;0.0;;0.0;;;;;20.0;8.0;9.0;3.0;;15.0;5.0;;0.0;5.0;5.0
937;47 Retail trade (not in motor vehicles);1988;33.0;16.0;0.0;;0.0;;;;;16.0;7.0;8.0;1.0;;17.0;6.0;;0.0;6.0;5.0
938;47 Retail trade (not in motor vehicles);1989;38.0;21.0;0.0;;0.0;;;;;21.0;7.0;9.0;5.0;;17.0;5.0;;0.0;6.0;6.0
939;47 Retail trade (not in motor vehicles);1990;42.0;26.0;0.0;;0.0;;;;;26.0;12.0;10.0;4.0;;16.0;2.0;;0.0;7.0;7.0
940;47 Retail trade (not in motor vehicles);1991;40.0;24.0;0.0;;0.0;;;;;24.0;10.0;10.0;4.0;;16.0;0.0;;0.0;9.0;7.0
941;47 Retail trade (not in motor vehicles);1992;51.0;30.0;0.0;;0.0;;;;;30.0;11.0;12.0;7.0;;21.0;3.0;;0.0;9.0;9.0
942;47 Retail trade (not in motor vehicles);1993;59.0;36.0;0.0;;0.0;;;;;36.0;15.0;12.0;9.0;;23.0;3.0;;0.0;10.0;10.0
943;47 Retail trade (not in motor vehicles);1994;63.0;38.0;1.0;;1.0;;;;;37.0;14.0;14.0;9.0;;25.0;3.0;;0.0;11.0;11.0
