ID;CPI;Periods;IndexFiguresTo1DecimalPlace_1;IndexFiguresIntegers_2;WeightingCoefficients_3
4855;012    Non-alcoholic beverages;1998 July;104.2;;1312
4856;012    Non-alcoholic beverages;1998 August;103.9;;1312
4857;012    Non-alcoholic beverages;1998 September;102.1;;1312
4858;012    Non-alcoholic beverages;1998 October;101.8;;1312
4859;012    Non-alcoholic beverages;1998 November;100.3;;1312
4860;012    Non-alcoholic beverages;1998 December;100.5;;1312
4861;012    Non-alcoholic beverages;1998;103.7;;1312
4862;012    Non-alcoholic beverages;1999 January;100.7;;1312
4863;012    Non-alcoholic beverages;1999 February;101.5;;1312
4864;012    Non-alcoholic beverages;1999 March;101.7;;1312
4865;012    Non-alcoholic beverages;1999 April;101.7;;1312
4866;012    Non-alcoholic beverages;1999 May;100.7;;1312
4867;012    Non-alcoholic beverages;1999 June;100.5;;1312
4868;012    Non-alcoholic beverages;1999 July;100.2;;1312
4869;012    Non-alcoholic beverages;1999 August;100.5;;1312
4870;012    Non-alcoholic beverages;1999 September;100.6;;1312
4871;012    Non-alcoholic beverages;1999 October;100.6;;1312
4872;012    Non-alcoholic beverages;1999 November;101.1;;1312
4873;012    Non-alcoholic beverages;1999 December;101.6;;1312
4874;012    Non-alcoholic beverages;1999;100.9;;1312
4875;012    Non-alcoholic beverages;2000 January;102.4;;1312
4876;012    Non-alcoholic beverages;2000 February;101.1;;1312
4877;012    Non-alcoholic beverages;2000 March;100.9;;1312
4878;012    Non-alcoholic beverages;2000 April;101.1;;1312
4879;012    Non-alcoholic beverages;2000 May;101.2;;1312
4880;012    Non-alcoholic beverages;2000 June;101.5;;1312
4881;012    Non-alcoholic beverages;2000 July;101.7;;1312
4882;012    Non-alcoholic beverages;2000 August;102.0;;1312
4883;012    Non-alcoholic beverages;2000 September;102.4;;1312
4884;012    Non-alcoholic beverages;2000 October;103.3;;1312
4885;012    Non-alcoholic beverages;2000 November;103.7;;1312
4886;012    Non-alcoholic beverages;2000 December;104.3;;1312
4887;012    Non-alcoholic beverages;2000;102.1;;1312
4888;012    Non-alcoholic beverages;2001 January;104.2;;1312
4889;012    Non-alcoholic beverages;2001 February;103.2;;1312
4890;012    Non-alcoholic beverages;2001 March;103.4;;1312
4891;012    Non-alcoholic beverages;2001 April;103.7;;1312
4892;012    Non-alcoholic beverages;2001 May;103.8;;1312
4893;012    Non-alcoholic beverages;2001 June;103.7;;1312
4894;012    Non-alcoholic beverages;2001 July;104.7;;1312
4895;012    Non-alcoholic beverages;2001 August;105.1;;1312
4896;012    Non-alcoholic beverages;2001 September;105.0;;1312
4897;012    Non-alcoholic beverages;2001 October;105.4;;1312
4898;012    Non-alcoholic beverages;2001 November;104.7;;1312
4899;012    Non-alcoholic beverages;2001 December;104.6;;1312
4900;012    Non-alcoholic beverages;2001;104.3;;1312
4901;012    Non-alcoholic beverages;2002 January;104.9;;1312
4902;012    Non-alcoholic beverages;2002 February;105.4;;1312
4903;012    Non-alcoholic beverages;2002 March;105.5;;1312
4904;012    Non-alcoholic beverages;2002 April;103.0;;1312
4905;012    Non-alcoholic beverages;2002 May;102.9;;1312
4906;012    Non-alcoholic beverages;2002 June;104.3;;1312
4907;012    Non-alcoholic beverages;2002 July;105.4;;1312
4908;012    Non-alcoholic beverages;2002 August;104.6;;1312
4909;012    Non-alcoholic beverages;2002 September;105.4;;1312
4910;012    Non-alcoholic beverages;2002 October;103.4;;1312
4911;012    Non-alcoholic beverages;2002 November;103.7;;1312
4912;012    Non-alcoholic beverages;2002 December;104.1;;1312
4913;012    Non-alcoholic beverages;2002;104.4;;1312
4914;0121   Coffee, tea and cacao;1996 January;89.4;;568
4915;0121   Coffee, tea and cacao;1996 February;89.2;;568
4916;0121   Coffee, tea and cacao;1996 March;89.0;;568
4917;0121   Coffee, tea and cacao;1996 April;88.6;;568
4918;0121   Coffee, tea and cacao;1996 May;88.7;;568
4919;0121   Coffee, tea and cacao;1996 June;88.8;;568
4920;0121   Coffee, tea and cacao;1996 July;88.1;;568
4921;0121   Coffee, tea and cacao;1996 August;88.2;;568
4922;0121   Coffee, tea and cacao;1996 September;88.2;;568
4923;0121   Coffee, tea and cacao;1996 October;88.1;;568
4924;0121   Coffee, tea and cacao;1996 November;87.3;;568
4925;0121   Coffee, tea and cacao;1996 December;86.4;;568
4926;0121   Coffee, tea and cacao;1996;88.3;;568
4927;0121   Coffee, tea and cacao;1997 January;86.3;;568
4928;0121   Coffee, tea and cacao;1997 February;91.0;;568
4929;0121   Coffee, tea and cacao;1997 March;91.3;;568
4930;0121   Coffee, tea and cacao;1997 April;97.1;;568
4931;0121   Coffee, tea and cacao;1997 May;100.6;;568
4932;0121   Coffee, tea and cacao;1997 June;107.8;;568
4933;0121   Coffee, tea and cacao;1997 July;108.5;;568
4934;0121   Coffee, tea and cacao;1997 August;108.4;;568
4935;0121   Coffee, tea and cacao;1997 September;108.3;;568
4936;0121   Coffee, tea and cacao;1997 October;108.6;;568
4937;0121   Coffee, tea and cacao;1997 November;109.0;;568
4938;0121   Coffee, tea and cacao;1997 December;109.1;;568
4939;0121   Coffee, tea and cacao;1997;102.2;;568
4940;0121   Coffee, tea and cacao;1998 January;108.9;;568
4941;0121   Coffee, tea and cacao;1998 February;109.2;;568
4942;0121   Coffee, tea and cacao;1998 March;109.6;;568
4943;0121   Coffee, tea and cacao;1998 April;109.2;;568
4944;0121   Coffee, tea and cacao;1998 May;107.0;;568
4945;0121   Coffee, tea and cacao;1998 June;106.6;;568
4946;0121   Coffee, tea and cacao;1998 July;105.9;;568
4947;0121   Coffee, tea and cacao;1998 August;105.6;;568
4948;0121   Coffee, tea and cacao;1998 September;100.7;;568
4949;0121   Coffee, tea and cacao;1998 October;99.8;;568
4950;0121   Coffee, tea and cacao;1998 November;95.7;;568
4951;0121   Coffee, tea and cacao;1998 December;95.0;;568
4952;0121   Coffee, tea and cacao;1998;104.4;;568
4953;0121   Coffee, tea and cacao;1999 January;94.4;;568
4954;0121   Coffee, tea and cacao;1999 February;94.4;;568
4955;0121   Coffee, tea and cacao;1999 March;94.4;;568
4956;0121   Coffee, tea and cacao;1999 April;94.2;;568
4957;0121   Coffee, tea and cacao;1999 May;92.5;;568
4958;0121   Coffee, tea and cacao;1999 June;92.1;;568
4959;0121   Coffee, tea and cacao;1999 July;92.0;;568
4960;0121   Coffee, tea and cacao;1999 August;92.1;;568
4961;0121   Coffee, tea and cacao;1999 September;92.0;;568
4962;0121   Coffee, tea and cacao;1999 October;91.9;;568
4963;0121   Coffee, tea and cacao;1999 November;92.0;;568
4964;0121   Coffee, tea and cacao;1999 December;92.1;;568
4965;0121   Coffee, tea and cacao;1999;92.9;;568
4966;0121   Coffee, tea and cacao;2000 January;93.6;;568
4967;0121   Coffee, tea and cacao;2000 February;94.3;;568
4968;0121   Coffee, tea and cacao;2000 March;94.3;;568
4969;0121   Coffee, tea and cacao;2000 April;94.9;;568
4970;0121   Coffee, tea and cacao;2000 May;94.9;;568
4971;0121   Coffee, tea and cacao;2000 June;94.8;;568
4972;0121   Coffee, tea and cacao;2000 July;96.0;;568
4973;0121   Coffee, tea and cacao;2000 August;96.6;;568
4974;0121   Coffee, tea and cacao;2000 September;96.8;;568
4975;0121   Coffee, tea and cacao;2000 October;97.3;;568
4976;0121   Coffee, tea and cacao;2000 November;97.7;;568
4977;0121   Coffee, tea and cacao;2000 December;97.8;;568
4978;0121   Coffee, tea and cacao;2000;95.8;;568
4979;0121   Coffee, tea and cacao;2001 January;97.0;;568
4980;0121   Coffee, tea and cacao;2001 February;94.9;;568
4981;0121   Coffee, tea and cacao;2001 March;94.7;;568
4982;0121   Coffee, tea and cacao;2001 April;94.5;;568
4983;0121   Coffee, tea and cacao;2001 May;94.2;;568
4984;0121   Coffee, tea and cacao;2001 June;94.3;;568
4985;0121   Coffee, tea and cacao;2001 July;94.6;;568
4986;0121   Coffee, tea and cacao;2001 August;94.9;;568
4987;0121   Coffee, tea and cacao;2001 September;94.4;;568
4988;0121   Coffee, tea and cacao;2001 October;95.0;;568
4989;0121   Coffee, tea and cacao;2001 November;92.6;;568
4990;0121   Coffee, tea and cacao;2001 December;92.5;;568
4991;0121   Coffee, tea and cacao;2001;94.5;;568
4992;0121   Coffee, tea and cacao;2002 January;92.6;;568
4993;0121   Coffee, tea and cacao;2002 February;92.4;;568
4994;0121   Coffee, tea and cacao;2002 March;92.4;;568
4995;0121   Coffee, tea and cacao;2002 April;92.0;;568
4996;0121   Coffee, tea and cacao;2002 May;92.1;;568
4997;0121   Coffee, tea and cacao;2002 June;93.6;;568
4998;0121   Coffee, tea and cacao;2002 July;93.4;;568
4999;0121   Coffee, tea and cacao;2002 August;93.3;;568
5000;0121   Coffee, tea and cacao;2002 September;93.7;;568
5001;0121   Coffee, tea and cacao;2002 October;91.9;;568
5002;0121   Coffee, tea and cacao;2002 November;91.7;;568
5003;0121   Coffee, tea and cacao;2002 December;92.4;;568
5004;0121   Coffee, tea and cacao;2002;92.6;;568
5005;01211  Coffee;1996 January;;88.0;489
5006;01211  Coffee;1996 February;;87.0;489
5007;01211  Coffee;1996 March;;87.0;489
5008;01211  Coffee;1996 April;;87.0;489
5009;01211  Coffee;1996 May;;87.0;489
5010;01211  Coffee;1996 June;;87.0;489
5011;01211  Coffee;1996 July;;86.0;489
5012;01211  Coffee;1996 August;;87.0;489
5013;01211  Coffee;1996 September;;87.0;489
5014;01211  Coffee;1996 October;;87.0;489
5015;01211  Coffee;1996 November;;85.0;489
5016;01211  Coffee;1996 December;;84.0;489
5017;01211  Coffee;1996;;87.0;489
5018;01211  Coffee;1997 January;;84.0;489
5019;01211  Coffee;1997 February;;89.0;489
5020;01211  Coffee;1997 March;;90.0;489
5021;01211  Coffee;1997 April;;96.0;489
5022;01211  Coffee;1997 May;;100.0;489
5023;01211  Coffee;1997 June;;109.0;489
5024;01211  Coffee;1997 July;;109.0;489
5025;01211  Coffee;1997 August;;109.0;489
5026;01211  Coffee;1997 September;;109.0;489
5027;01211  Coffee;1997 October;;109.0;489
5028;01211  Coffee;1997 November;;109.0;489
5029;01211  Coffee;1997 December;;109.0;489
5030;01211  Coffee;1997;;102.0;489
5031;01211  Coffee;1998 January;;109.0;489
5032;01211  Coffee;1998 February;;109.0;489
5033;01211  Coffee;1998 March;;109.0;489
5034;01211  Coffee;1998 April;;109.0;489
5035;01211  Coffee;1998 May;;106.0;489
5036;01211  Coffee;1998 June;;105.0;489
5037;01211  Coffee;1998 July;;105.0;489
5038;01211  Coffee;1998 August;;104.0;489
5039;01211  Coffee;1998 September;;99.0;489
5040;01211  Coffee;1998 October;;98.0;489
5041;01211  Coffee;1998 November;;93.0;489
5042;01211  Coffee;1998 December;;92.0;489
5043;01211  Coffee;1998;;103.0;489
5044;01211  Coffee;1999 January;;92.0;489
5045;01211  Coffee;1999 February;;91.0;489
5046;01211  Coffee;1999 March;;92.0;489
5047;01211  Coffee;1999 April;;91.0;489
5048;01211  Coffee;1999 May;;89.0;489
5049;01211  Coffee;1999 June;;89.0;489
5050;01211  Coffee;1999 July;;89.0;489
5051;01211  Coffee;1999 August;;89.0;489
5052;01211  Coffee;1999 September;;89.0;489
5053;01211  Coffee;1999 October;;89.0;489
5054;01211  Coffee;1999 November;;89.0;489
5055;01211  Coffee;1999 December;;89.0;489
5056;01211  Coffee;1999;;90.0;489
5057;01211  Coffee;2000 January;;91.0;489
5058;01211  Coffee;2000 February;;92.0;489
5059;01211  Coffee;2000 March;;92.0;489
5060;01211  Coffee;2000 April;;93.0;489
5061;01211  Coffee;2000 May;;93.0;489
5062;01211  Coffee;2000 June;;93.0;489
5063;01211  Coffee;2000 July;;93.0;489
5064;01211  Coffee;2000 August;;93.0;489
5065;01211  Coffee;2000 September;;93.0;489
5066;01211  Coffee;2000 October;;93.0;489
5067;01211  Coffee;2000 November;;94.0;489
5068;01211  Coffee;2000 December;;94.0;489
5069;01211  Coffee;2000;;93.0;489
5070;01211  Coffee;2001 January;;93.0;489
5071;01211  Coffee;2001 February;;90.0;489
5072;01211  Coffee;2001 March;;90.0;489
5073;01211  Coffee;2001 April;;90.0;489
5074;01211  Coffee;2001 May;;90.0;489
5075;01211  Coffee;2001 June;;89.0;489
5076;01211  Coffee;2001 July;;89.0;489
5077;01211  Coffee;2001 August;;90.0;489
5078;01211  Coffee;2001 September;;89.0;489
5079;01211  Coffee;2001 October;;90.0;489
5080;01211  Coffee;2001 November;;87.0;489
5081;01211  Coffee;2001 December;;87.0;489
5082;01211  Coffee;2001;;89.0;489
5083;01211  Coffee;2002 January;;87.0;489
5084;01211  Coffee;2002 February;;87.0;489
5085;01211  Coffee;2002 March;;86.0;489
5086;01211  Coffee;2002 April;;86.0;489
5087;01211  Coffee;2002 May;;86.0;489
5088;01211  Coffee;2002 June;;87.0;489
5089;01211  Coffee;2002 July;;87.0;489
5090;01211  Coffee;2002 August;;86.0;489
5091;01211  Coffee;2002 September;;87.0;489
5092;01211  Coffee;2002 October;;85.0;489
5093;01211  Coffee;2002 November;;85.0;489
5094;01211  Coffee;2002 December;;86.0;489
5095;01211  Coffee;2002;;86.0;489
5096;01212  Tea;1996 January;;100.0;79
5097;01212  Tea;1996 February;;100.0;79
5098;01212  Tea;1996 March;;100.0;79
5099;01212  Tea;1996 April;;98.0;79
5100;01212  Tea;1996 May;;99.0;79
5101;01212  Tea;1996 June;;99.0;79
5102;01212  Tea;1996 July;;98.0;79
5103;01212  Tea;1996 August;;98.0;79
5104;01212  Tea;1996 September;;99.0;79
5105;01212  Tea;1996 October;;98.0;79
5106;01212  Tea;1996 November;;101.0;79
5107;01212  Tea;1996 December;;102.0;79
5108;01212  Tea;1996;;99.0;79
5109;01212  Tea;1997 January;;102.0;79
5110;01212  Tea;1997 February;;102.0;79
5111;01212  Tea;1997 March;;102.0;79
5112;01212  Tea;1997 April;;102.0;79
5113;01212  Tea;1997 May;;101.0;79
5114;01212  Tea;1997 June;;101.0;79
5115;01212  Tea;1997 July;;105.0;79
5116;01212  Tea;1997 August;;106.0;79
5117;01212  Tea;1997 September;;105.0;79
5118;01212  Tea;1997 October;;106.0;79
5119;01212  Tea;1997 November;;108.0;79
5120;01212  Tea;1997 December;;109.0;79
5121;01212  Tea;1997;;104.0;79
5122;01212  Tea;1998 January;;109.0;79
5123;01212  Tea;1998 February;;112.0;79
5124;01212  Tea;1998 March;;112.0;79
5125;01212  Tea;1998 April;;113.0;79
5126;01212  Tea;1998 May;;115.0;79
5127;01212  Tea;1998 June;;115.0;79
5128;01212  Tea;1998 July;;113.0;79
5129;01212  Tea;1998 August;;113.0;79
5130;01212  Tea;1998 September;;112.0;79
5131;01212  Tea;1998 October;;112.0;79
5132;01212  Tea;1998 November;;112.0;79
5133;01212  Tea;1998 December;;112.0;79
5134;01212  Tea;1998;;113.0;79
5135;01212  Tea;1999 January;;112.0;79
5136;01212  Tea;1999 February;;112.0;79
5137;01212  Tea;1999 March;;112.0;79
5138;01212  Tea;1999 April;;112.0;79
5139;01212  Tea;1999 May;;112.0;79
5140;01212  Tea;1999 June;;112.0;79
5141;01212  Tea;1999 July;;111.0;79
5142;01212  Tea;1999 August;;111.0;79
5143;01212  Tea;1999 September;;112.0;79
5144;01212  Tea;1999 October;;111.0;79
5145;01212  Tea;1999 November;;112.0;79
5146;01212  Tea;1999 December;;112.0;79
5147;01212  Tea;1999;;112.0;79
5148;01212  Tea;2000 January;;111.0;79
5149;01212  Tea;2000 February;;109.0;79
5150;01212  Tea;2000 March;;108.0;79
5151;01212  Tea;2000 April;;108.0;79
5152;01212  Tea;2000 May;;108.0;79
5153;01212  Tea;2000 June;;108.0;79
5154;01212  Tea;2000 July;;117.0;79
5155;01212  Tea;2000 August;;121.0;79
5156;01212  Tea;2000 September;;121.0;79
5157;01212  Tea;2000 October;;122.0;79
5158;01212  Tea;2000 November;;123.0;79
5159;01212  Tea;2000 December;;123.0;79
5160;01212  Tea;2000;;115.0;79
5161;01212  Tea;2001 January;;124.0;79
5162;01212  Tea;2001 February;;124.0;79
5163;01212  Tea;2001 March;;123.0;79
5164;01212  Tea;2001 April;;124.0;79
5165;01212  Tea;2001 May;;122.0;79
5166;01212  Tea;2001 June;;125.0;79
5167;01212  Tea;2001 July;;128.0;79
5168;01212  Tea;2001 August;;128.0;79
5169;01212  Tea;2001 September;;127.0;79
5170;01212  Tea;2001 October;;128.0;79
5171;01212  Tea;2001 November;;127.0;79
5172;01212  Tea;2001 December;;128.0;79
5173;01212  Tea;2001;;126.0;79
5174;01212  Tea;2002 January;;129.0;79
5175;01212  Tea;2002 February;;129.0;79
5176;01212  Tea;2002 March;;130.0;79
5177;01212  Tea;2002 April;;128.0;79
5178;01212  Tea;2002 May;;128.0;79
5179;01212  Tea;2002 June;;135.0;79
5180;01212  Tea;2002 July;;136.0;79
5181;01212  Tea;2002 August;;136.0;79
5182;01212  Tea;2002 September;;136.0;79
5183;01212  Tea;2002 October;;135.0;79
5184;01212  Tea;2002 November;;133.0;79
5185;01212  Tea;2002 December;;133.0;79
5186;01212  Tea;2002;;132.0;79
5187;0122   Mineral water,soft drinks,juices;1996 January;101.3;;744
5188;0122   Mineral water,soft drinks,juices;1996 February;101.2;;744
5189;0122   Mineral water,soft drinks,juices;1996 March;101.1;;744
5190;0122   Mineral water,soft drinks,juices;1996 April;101.2;;744
5191;0122   Mineral water,soft drinks,juices;1996 May;100.9;;744
5192;0122   Mineral water,soft drinks,juices;1996 June;101.4;;744
5193;0122   Mineral water,soft drinks,juices;1996 July;101.8;;744
5194;0122   Mineral water,soft drinks,juices;1996 August;101.9;;744
5195;0122   Mineral water,soft drinks,juices;1996 September;102.5;;744
5196;0122   Mineral water,soft drinks,juices;1996 October;102.5;;744
5197;0122   Mineral water,soft drinks,juices;1996 November;102.0;;744
5198;0122   Mineral water,soft drinks,juices;1996 December;102.0;;744
5199;0122   Mineral water,soft drinks,juices;1996;101.6;;744
5200;0122   Mineral water,soft drinks,juices;1997 January;101.6;;744
5201;0122   Mineral water,soft drinks,juices;1997 February;101.1;;744
5202;0122   Mineral water,soft drinks,juices;1997 March;101.3;;744
5203;0122   Mineral water,soft drinks,juices;1997 April;102.1;;744
5204;0122   Mineral water,soft drinks,juices;1997 May;101.8;;744
5205;0122   Mineral water,soft drinks,juices;1997 June;101.9;;744
5206;0122   Mineral water,soft drinks,juices;1997 July;101.7;;744
5207;0122   Mineral water,soft drinks,juices;1997 August;101.7;;744
5208;0122   Mineral water,soft drinks,juices;1997 September;101.4;;744
5209;0122   Mineral water,soft drinks,juices;1997 October;101.8;;744
5210;0122   Mineral water,soft drinks,juices;1997 November;102.5;;744
5211;0122   Mineral water,soft drinks,juices;1997 December;101.9;;744
5212;0122   Mineral water,soft drinks,juices;1997;101.7;;744
5213;0122   Mineral water,soft drinks,juices;1998 January;102.2;;744
5214;0122   Mineral water,soft drinks,juices;1998 February;102.5;;744
5215;0122   Mineral water,soft drinks,juices;1998 March;102.6;;744
5216;0122   Mineral water,soft drinks,juices;1998 April;102.8;;744
5217;0122   Mineral water,soft drinks,juices;1998 May;103.1;;744
5218;0122   Mineral water,soft drinks,juices;1998 June;102.8;;744
5219;0122   Mineral water,soft drinks,juices;1998 July;102.9;;744
5220;0122   Mineral water,soft drinks,juices;1998 August;102.7;;744
5221;0122   Mineral water,soft drinks,juices;1998 September;103.1;;744
5222;0122   Mineral water,soft drinks,juices;1998 October;103.4;;744
5223;0122   Mineral water,soft drinks,juices;1998 November;103.9;;744
5224;0122   Mineral water,soft drinks,juices;1998 December;104.7;;744
5225;0122   Mineral water,soft drinks,juices;1998;103.1;;744
5226;0122   Mineral water,soft drinks,juices;1999 January;105.5;;744
5227;0122   Mineral water,soft drinks,juices;1999 February;107.0;;744
5228;0122   Mineral water,soft drinks,juices;1999 March;107.2;;744
5229;0122   Mineral water,soft drinks,juices;1999 April;107.4;;744
5230;0122   Mineral water,soft drinks,juices;1999 May;106.9;;744
5231;0122   Mineral water,soft drinks,juices;1999 June;106.9;;744
5232;0122   Mineral water,soft drinks,juices;1999 July;106.5;;744
5233;0122   Mineral water,soft drinks,juices;1999 August;106.8;;744
5234;0122   Mineral water,soft drinks,juices;1999 September;107.1;;744
5235;0122   Mineral water,soft drinks,juices;1999 October;107.2;;744
5236;0122   Mineral water,soft drinks,juices;1999 November;108.0;;744
5237;0122   Mineral water,soft drinks,juices;1999 December;108.8;;744
5238;0122   Mineral water,soft drinks,juices;1999;107.1;;744
5239;0122   Mineral water,soft drinks,juices;2000 January;109.0;;744
5240;0122   Mineral water,soft drinks,juices;2000 February;106.3;;744
5241;0122   Mineral water,soft drinks,juices;2000 March;105.9;;744
5242;0122   Mineral water,soft drinks,juices;2000 April;105.9;;744
5243;0122   Mineral water,soft drinks,juices;2000 May;106.1;;744
5244;0122   Mineral water,soft drinks,juices;2000 June;106.6;;744
5245;0122   Mineral water,soft drinks,juices;2000 July;106.0;;744
5246;0122   Mineral water,soft drinks,juices;2000 August;106.1;;744
5247;0122   Mineral water,soft drinks,juices;2000 September;106.6;;744
5248;0122   Mineral water,soft drinks,juices;2000 October;108.0;;744
5249;0122   Mineral water,soft drinks,juices;2000 November;108.4;;744
5250;0122   Mineral water,soft drinks,juices;2000 December;109.2;;744
5251;0122   Mineral water,soft drinks,juices;2000;107.0;;744
5252;0122   Mineral water,soft drinks,juices;2001 January;109.7;;744
5253;0122   Mineral water,soft drinks,juices;2001 February;109.6;;744
5254;0122   Mineral water,soft drinks,juices;2001 March;110.0;;744
5255;0122   Mineral water,soft drinks,juices;2001 April;110.8;;744
5256;0122   Mineral water,soft drinks,juices;2001 May;111.1;;744
5257;0122   Mineral water,soft drinks,juices;2001 June;110.9;;744
5258;0122   Mineral water,soft drinks,juices;2001 July;112.5;;744
5259;0122   Mineral water,soft drinks,juices;2001 August;112.9;;744
5260;0122   Mineral water,soft drinks,juices;2001 September;113.1;;744
5261;0122   Mineral water,soft drinks,juices;2001 October;113.3;;744
5262;0122   Mineral water,soft drinks,juices;2001 November;114.0;;744
5263;0122   Mineral water,soft drinks,juices;2001 December;113.8;;744
5264;0122   Mineral water,soft drinks,juices;2001;111.8;;744
5265;0122   Mineral water,soft drinks,juices;2002 January;114.3;;744
5266;0122   Mineral water,soft drinks,juices;2002 February;115.3;;744
5267;0122   Mineral water,soft drinks,juices;2002 March;115.4;;744
5268;0122   Mineral water,soft drinks,juices;2002 April;111.3;;744
5269;0122   Mineral water,soft drinks,juices;2002 May;111.1;;744
5270;0122   Mineral water,soft drinks,juices;2002 June;112.5;;744
5271;0122   Mineral water,soft drinks,juices;2002 July;114.6;;744
5272;0122   Mineral water,soft drinks,juices;2002 August;113.2;;744
5273;0122   Mineral water,soft drinks,juices;2002 September;114.3;;744
5274;0122   Mineral water,soft drinks,juices;2002 October;112.1;;744
5275;0122   Mineral water,soft drinks,juices;2002 November;112.8;;744
5276;0122   Mineral water,soft drinks,juices;2002 December;113.0;;744
5277;0122   Mineral water,soft drinks,juices;2002;113.3;;744
5278;01221  Mineral waters;1996 January;;101.0;51
5279;01221  Mineral waters;1996 February;;101.0;51
5280;01221  Mineral waters;1996 March;;100.0;51
5281;01221  Mineral waters;1996 April;;100.0;51
5282;01221  Mineral waters;1996 May;;99.0;51
5283;01221  Mineral waters;1996 June;;100.0;51
5284;01221  Mineral waters;1996 July;;100.0;51
5285;01221  Mineral waters;1996 August;;100.0;51
5286;01221  Mineral waters;1996 September;;103.0;51
5287;01221  Mineral waters;1996 October;;101.0;51
5288;01221  Mineral waters;1996 November;;101.0;51
5289;01221  Mineral waters;1996 December;;102.0;51
5290;01221  Mineral waters;1996;;101.0;51
5291;01221  Mineral waters;1997 January;;103.0;51
5292;01221  Mineral waters;1997 February;;103.0;51
5293;01221  Mineral waters;1997 March;;102.0;51
5294;01221  Mineral waters;1997 April;;104.0;51
5295;01221  Mineral waters;1997 May;;103.0;51
5296;01221  Mineral waters;1997 June;;104.0;51
5297;01221  Mineral waters;1997 July;;104.0;51
5298;01221  Mineral waters;1997 August;;104.0;51
5299;01221  Mineral waters;1997 September;;104.0;51
5300;01221  Mineral waters;1997 October;;104.0;51
5301;01221  Mineral waters;1997 November;;103.0;51
5302;01221  Mineral waters;1997 December;;103.0;51
5303;01221  Mineral waters;1997;;103.0;51
5304;01221  Mineral waters;1998 January;;102.0;51
5305;01221  Mineral waters;1998 February;;102.0;51
5306;01221  Mineral waters;1998 March;;103.0;51
5307;01221  Mineral waters;1998 April;;104.0;51
5308;01221  Mineral waters;1998 May;;104.0;51
5309;01221  Mineral waters;1998 June;;103.0;51
5310;01221  Mineral waters;1998 July;;104.0;51
5311;01221  Mineral waters;1998 August;;105.0;51
5312;01221  Mineral waters;1998 September;;101.0;51
5313;01221  Mineral waters;1998 October;;102.0;51
5314;01221  Mineral waters;1998 November;;101.0;51
5315;01221  Mineral waters;1998 December;;103.0;51
5316;01221  Mineral waters;1998;;103.0;51
5317;01221  Mineral waters;1999 January;;105.0;51
5318;01221  Mineral waters;1999 February;;106.0;51
5319;01221  Mineral waters;1999 March;;106.0;51
5320;01221  Mineral waters;1999 April;;105.0;51
5321;01221  Mineral waters;1999 May;;106.0;51
5322;01221  Mineral waters;1999 June;;108.0;51
5323;01221  Mineral waters;1999 July;;107.0;51
5324;01221  Mineral waters;1999 August;;109.0;51
5325;01221  Mineral waters;1999 September;;108.0;51
5326;01221  Mineral waters;1999 October;;107.0;51
5327;01221  Mineral waters;1999 November;;108.0;51
5328;01221  Mineral waters;1999 December;;106.0;51
5329;01221  Mineral waters;1999;;107.0;51
5330;01221  Mineral waters;2000 January;;105.0;51
5331;01221  Mineral waters;2000 February;;106.0;51
5332;01221  Mineral waters;2000 March;;106.0;51
5333;01221  Mineral waters;2000 April;;106.0;51
5334;01221  Mineral waters;2000 May;;106.0;51
5335;01221  Mineral waters;2000 June;;106.0;51
5336;01221  Mineral waters;2000 July;;105.0;51
5337;01221  Mineral waters;2000 August;;102.0;51
5338;01221  Mineral waters;2000 September;;103.0;51
5339;01221  Mineral waters;2000 October;;101.0;51
5340;01221  Mineral waters;2000 November;;102.0;51
5341;01221  Mineral waters;2000 December;;103.0;51
5342;01221  Mineral waters;2000;;104.0;51
5343;01221  Mineral waters;2001 January;;102.0;51
5344;01221  Mineral waters;2001 February;;101.0;51
5345;01221  Mineral waters;2001 March;;103.0;51
5346;01221  Mineral waters;2001 April;;103.0;51
5347;01221  Mineral waters;2001 May;;104.0;51
5348;01221  Mineral waters;2001 June;;105.0;51
5349;01221  Mineral waters;2001 July;;105.0;51
5350;01221  Mineral waters;2001 August;;105.0;51
5351;01221  Mineral waters;2001 September;;105.0;51
5352;01221  Mineral waters;2001 October;;104.0;51
5353;01221  Mineral waters;2001 November;;105.0;51
5354;01221  Mineral waters;2001 December;;106.0;51
5355;01221  Mineral waters;2001;;104.0;51
5356;01221  Mineral waters;2002 January;;106.0;51
5357;01221  Mineral waters;2002 February;;106.0;51
5358;01221  Mineral waters;2002 March;;107.0;51
5359;01221  Mineral waters;2002 April;;102.0;51
5360;01221  Mineral waters;2002 May;;102.0;51
5361;01221  Mineral waters;2002 June;;101.0;51
5362;01221  Mineral waters;2002 July;;104.0;51
5363;01221  Mineral waters;2002 August;;105.0;51
5364;01221  Mineral waters;2002 September;;102.0;51
5365;01221  Mineral waters;2002 October;;105.0;51
5366;01221  Mineral waters;2002 November;;104.0;51
5367;01221  Mineral waters;2002 December;;103.0;51
5368;01221  Mineral waters;2002;;104.0;51
5369;01222  Soft drinks;1996 January;;101.0;388
5370;01222  Soft drinks;1996 February;;101.0;388
5371;01222  Soft drinks;1996 March;;100.0;388
5372;01222  Soft drinks;1996 April;;100.0;388
5373;01222  Soft drinks;1996 May;;100.0;388
5374;01222  Soft drinks;1996 June;;101.0;388
