ID;RegioS;GemeentelijkeHoofdfuncties;Perioden;Lasten_1;Baten_2;Saldo_3;Lasten_4;Baten_5;Saldo_6
5203;Groningen (Pv);441;2002;2.1;1.0;-1.1;3.6;1.7;-1.9
5204;Groningen (Pv);441;2003;2.1;1.0;-1.1;3.6;1.7;-1.9
5205;Groningen (Pv);450;1999;0.0;0.0;0.0;0.0;0.0;0.0
5206;Groningen (Pv);450;2000;0.0;0.1;0.0;0.0;0.1;0.1
5207;Groningen (Pv);450;2001;0.0;0.0;0.0;0.0;0.0;0.0
5208;Groningen (Pv);450;2002;0.0;0.0;0.0;0.0;0.0;0.0
5209;Groningen (Pv);450;2003;0.0;0.0;0.0;0.0;0.0;0.0
5210;Groningen (Pv);451;1999;0.0;0.0;0.0;0.0;0.0;0.0
5211;Groningen (Pv);451;2000;0.0;0.0;0.0;0.0;0.0;0.0
5212;Groningen (Pv);451;2001;0.0;0.0;0.0;0.0;0.0;0.0
5213;Groningen (Pv);451;2002;0.2;0.2;0.0;0.4;0.4;0.0
5214;Groningen (Pv);451;2003;0.0;0.0;0.0;0.0;0.0;0.0
5215;Groningen (Pv);460;1999;28.4;27.8;-0.6;50.7;49.6;-1.1
5216;Groningen (Pv);460;2000;33.1;31.7;-1.4;58.9;56.4;-2.5
5217;Groningen (Pv);460;2001;28.3;26.8;-1.5;49.9;47.3;-2.6
5218;Groningen (Pv);460;2002;30.8;28.9;-1.9;54.0;50.7;-3.3
5219;Groningen (Pv);460;2003;33.7;31.3;-2.4;58.8;54.7;-4.1
5220;Groningen (Pv);461;1999;0.0;0.0;0.0;0.0;0.0;0.0
5221;Groningen (Pv);461;2000;0.1;0.0;-0.1;0.1;0.0;-0.1
5222;Groningen (Pv);461;2001;0.0;0.0;0.0;0.1;0.0;-0.1
5223;Groningen (Pv);461;2002;0.1;0.0;-0.1;0.1;0.0;-0.1
5224;Groningen (Pv);461;2003;0.1;0.0;-0.1;0.3;0.0;-0.3
5225;Groningen (Pv);470;1999;0.2;0.2;0.0;0.4;0.4;0.0
5226;Groningen (Pv);470;2000;0.2;0.2;0.0;0.4;0.4;0.0
5227;Groningen (Pv);470;2001;0.2;0.0;-0.2;0.3;0.0;-0.3
5228;Groningen (Pv);470;2002;0.2;0.2;0.0;0.3;0.3;0.0
5229;Groningen (Pv);470;2003;0.0;0.0;0.0;0.0;0.0;0.0
5230;Groningen (Pv);471;1999;0.0;0.0;0.0;0.0;0.0;0.0
5231;Groningen (Pv);471;2000;0.0;0.0;0.0;0.0;0.0;0.0
5232;Groningen (Pv);471;2001;0.0;0.0;0.0;0.0;0.0;0.0
5233;Groningen (Pv);471;2002;0.0;0.0;0.0;0.0;0.0;0.0
5234;Groningen (Pv);471;2003;0.0;0.0;0.0;0.0;0.0;0.0
5235;Groningen (Pv);480;1999;37.6;11.9;-25.7;67.2;21.3;-45.9
5236;Groningen (Pv);480;2000;40.1;13.6;-26.5;71.2;24.1;-47.1
5237;Groningen (Pv);480;2001;52.5;19.9;-32.6;92.7;35.1;-57.6
5238;Groningen (Pv);480;2002;57.4;21.9;-35.6;100.7;38.3;-62.3
5239;Groningen (Pv);480;2003;61.8;24.5;-37.3;107.9;42.7;-65.2
5240;Groningen (Pv);482;1999;9.7;9.3;-0.4;17.4;16.6;-0.8
5241;Groningen (Pv);482;2000;9.5;9.1;-0.4;16.9;16.1;-0.8
5242;Groningen (Pv);482;2001;9.3;8.9;-0.4;16.4;15.8;-0.6
5243;Groningen (Pv);482;2002;10.7;10.2;-0.5;18.8;17.9;-1.0
5244;Groningen (Pv);482;2003;10.7;10.3;-0.4;18.7;18.0;-0.7
5245;Groningen (Pv);400;1999;231.0;183.3;-47.8;412.6;327.3;-85.3
5246;Groningen (Pv);400;2000;255.0;204.5;-50.5;453.3;363.4;-89.8
5247;Groningen (Pv);400;2001;275.8;219.9;-55.9;486.9;388.2;-98.7
5248;Groningen (Pv);400;2002;299.0;238.7;-60.3;524.2;418.4;-105.8
5249;Groningen (Pv);400;2003;318.2;254.7;-63.4;555.3;444.6;-110.7
5250;Groningen (Pv);510;1999;11.8;0.7;-11.1;21.0;1.2;-19.8
5251;Groningen (Pv);510;2000;12.7;0.8;-11.8;22.5;1.5;-21.0
5252;Groningen (Pv);510;2001;13.9;0.7;-13.1;24.5;1.3;-23.2
5253;Groningen (Pv);510;2002;14.8;0.8;-14.0;25.9;1.3;-24.6
5254;Groningen (Pv);510;2003;14.6;1.2;-13.4;25.4;2.0;-23.4
5255;Groningen (Pv);511;1999;9.5;1.7;-7.9;17.0;3.0;-14.0
5256;Groningen (Pv);511;2000;10.2;1.8;-8.4;18.2;3.2;-15.0
5257;Groningen (Pv);511;2001;10.4;1.7;-8.7;18.3;2.9;-15.4
5258;Groningen (Pv);511;2002;10.1;1.5;-8.6;17.8;2.7;-15.1
5259;Groningen (Pv);511;2003;12.8;2.1;-10.7;22.4;3.7;-18.7
5260;Groningen (Pv);530;1999;38.1;10.3;-27.9;68.1;18.3;-49.8
5261;Groningen (Pv);530;2000;39.4;9.6;-29.8;70.1;17.0;-53.1
5262;Groningen (Pv);530;2001;42.9;9.3;-33.6;75.7;16.4;-59.3
5263;Groningen (Pv);530;2002;47.1;12.7;-34.4;82.6;22.2;-60.4
5264;Groningen (Pv);530;2003;47.2;12.0;-35.2;82.4;20.9;-61.5
5265;Groningen (Pv);540;1999;14.3;6.6;-7.7;25.5;11.8;-13.7
5266;Groningen (Pv);540;2000;15.1;7.0;-8.1;26.8;12.4;-14.4
5267;Groningen (Pv);540;2001;17.3;8.0;-9.3;30.5;14.1;-16.5
5268;Groningen (Pv);540;2002;19.3;8.7;-10.6;33.9;15.3;-18.6
5269;Groningen (Pv);540;2003;22.9;8.8;-14.1;39.9;15.3;-24.6
5270;Groningen (Pv);541;1999;8.8;0.3;-8.5;15.7;0.5;-15.2
5271;Groningen (Pv);541;2000;7.4;0.6;-6.8;13.1;1.1;-12.0
5272;Groningen (Pv);541;2001;8.4;0.8;-7.7;14.9;1.4;-13.5
5273;Groningen (Pv);541;2002;9.6;2.2;-7.4;16.8;3.8;-13.0
5274;Groningen (Pv);541;2003;8.7;0.9;-7.8;15.3;1.6;-13.7
5275;Groningen (Pv);550;1999;14.3;4.5;-9.9;25.6;8.0;-17.6
5276;Groningen (Pv);550;2000;2.4;0.1;-2.3;4.3;0.1;-4.1
5277;Groningen (Pv);550;2001;0.4;0.0;-0.4;0.8;0.1;-0.7
5278;Groningen (Pv);550;2002;0.4;0.0;-0.4;0.7;0.1;-0.7
5279;Groningen (Pv);550;2003;0.5;0.0;-0.4;0.8;0.1;-0.8
5280;Groningen (Pv);560;1999;20.1;1.3;-18.7;35.9;2.4;-33.5
5281;Groningen (Pv);560;2000;37.5;7.2;-30.3;66.6;12.7;-53.9
5282;Groningen (Pv);560;2001;43.0;6.5;-36.4;75.8;11.5;-64.3
5283;Groningen (Pv);560;2002;42.9;5.7;-37.2;75.2;10.0;-65.3
5284;Groningen (Pv);560;2003;44.2;6.4;-37.8;77.2;11.2;-66.0
5285;Groningen (Pv);580;1999;2.2;0.3;-1.9;4.0;0.6;-3.4
5286;Groningen (Pv);580;2000;4.3;0.4;-3.9;7.6;0.7;-6.9
5287;Groningen (Pv);580;2001;3.2;0.4;-2.8;5.7;0.7;-5.0
5288;Groningen (Pv);580;2002;4.0;0.9;-3.1;7.0;1.6;-5.5
5289;Groningen (Pv);580;2003;3.3;0.5;-2.8;5.8;0.9;-4.8
5290;Groningen (Pv);500;1999;119.2;25.7;-93.5;212.8;45.8;-167.0
5291;Groningen (Pv);500;2000;128.9;27.4;-101.5;229.1;48.7;-180.4
5292;Groningen (Pv);500;2001;139.5;27.4;-112.1;246.3;48.4;-197.8
5293;Groningen (Pv);500;2002;148.3;32.5;-115.8;259.9;56.9;-203.0
5294;Groningen (Pv);500;2003;154.3;31.9;-122.3;269.3;55.7;-213.5
5295;Groningen (Pv);610;1999;262.8;193.8;-69.0;469.2;346.1;-123.2
5296;Groningen (Pv);610;2000;256.7;187.7;-69.0;456.2;333.5;-122.7
5297;Groningen (Pv);610;2001;254.2;206.3;-47.9;448.8;364.2;-84.6
5298;Groningen (Pv);610;2002;246.6;196.7;-49.9;432.2;344.7;-87.5
5299;Groningen (Pv);610;2003;263.1;223.4;-39.7;459.1;389.9;-69.2
5300;Groningen (Pv);611;1999;125.1;110.6;-14.5;223.3;197.5;-25.9
5301;Groningen (Pv);611;2000;152.7;142.1;-10.6;271.4;252.6;-18.8
5302;Groningen (Pv);611;2001;168.4;159.8;-8.6;297.2;282.1;-15.1
5303;Groningen (Pv);611;2002;217.8;205.5;-12.4;381.8;360.1;-21.7
5304;Groningen (Pv);611;2003;226.7;205.7;-21.0;395.7;359.0;-36.7
5305;Groningen (Pv);612;1999;7.9;6.7;-1.2;14.1;11.9;-2.2
5306;Groningen (Pv);612;2000;10.1;9.3;-0.8;17.9;16.5;-1.4
5307;Groningen (Pv);612;2001;11.2;9.7;-1.5;19.8;17.2;-2.6
5308;Groningen (Pv);612;2002;10.9;9.6;-1.3;19.1;16.8;-2.3
5309;Groningen (Pv);612;2003;12.0;10.4;-1.5;20.9;18.2;-2.7
5310;Groningen (Pv);613;1999;0.4;0.1;-0.3;0.8;0.2;-0.6
5311;Groningen (Pv);613;2000;0.6;0.2;-0.4;1.0;0.4;-0.7
5312;Groningen (Pv);613;2001;0.7;0.4;-0.3;1.2;0.6;-0.6
5313;Groningen (Pv);613;2002;0.9;0.3;-0.6;1.5;0.6;-1.0
5314;Groningen (Pv);613;2003;1.1;0.3;-0.9;2.0;0.5;-1.5
5315;Groningen (Pv);620;1999;52.7;14.3;-38.4;94.2;25.6;-68.6
5316;Groningen (Pv);620;2000;58.5;15.7;-42.8;103.9;27.8;-76.1
5317;Groningen (Pv);620;2001;63.5;18.4;-45.2;112.2;32.4;-79.8
5318;Groningen (Pv);620;2002;68.7;19.8;-48.9;120.5;34.8;-85.7
5319;Groningen (Pv);620;2003;72.7;21.2;-51.5;126.9;37.0;-89.9
5320;Groningen (Pv);630;1999;15.7;1.4;-14.3;28.0;2.4;-25.5
5321;Groningen (Pv);630;2000;18.8;2.3;-16.5;33.3;4.0;-29.3
5322;Groningen (Pv);630;2001;21.4;4.5;-16.9;37.7;7.9;-29.9
5323;Groningen (Pv);630;2002;24.2;4.5;-19.7;42.5;7.9;-34.5
5324;Groningen (Pv);630;2003;27.0;5.2;-21.8;47.1;9.0;-38.1
5325;Groningen (Pv);640;1999;0.8;0.3;-0.5;1.4;0.5;-0.8
5326;Groningen (Pv);640;2000;0.8;0.3;-0.5;1.4;0.5;-0.9
5327;Groningen (Pv);640;2001;0.7;0.3;-0.5;1.3;0.5;-0.8
5328;Groningen (Pv);640;2002;0.8;0.3;-0.5;1.4;0.5;-0.9
5329;Groningen (Pv);640;2003;0.8;0.3;-0.5;1.3;0.5;-0.8
5330;Groningen (Pv);641;1999;0.0;0.0;0.0;0.1;0.1;0.0
5331;Groningen (Pv);641;2000;0.1;0.1;0.0;0.1;0.1;0.0
5332;Groningen (Pv);641;2001;0.1;0.1;0.0;0.1;0.1;0.0
5333;Groningen (Pv);641;2002;0.1;0.1;0.0;0.1;0.1;0.0
5334;Groningen (Pv);641;2003;0.1;0.1;0.0;0.1;0.1;0.0
5335;Groningen (Pv);650;1999;11.3;4.1;-7.2;20.2;7.2;-12.9
5336;Groningen (Pv);650;2000;13.6;5.9;-7.7;24.2;10.6;-13.6
5337;Groningen (Pv);650;2001;16.5;8.4;-8.2;29.2;14.8;-14.4
5338;Groningen (Pv);650;2002;19.0;9.6;-9.4;33.4;16.9;-16.5
5339;Groningen (Pv);650;2003;19.5;9.7;-9.9;34.1;16.9;-17.2
5340;Groningen (Pv);651;1999;0.0;0.0;0.0;0.0;0.0;0.0
5341;Groningen (Pv);651;2000;0.0;0.0;0.0;0.0;0.0;0.0
5342;Groningen (Pv);651;2001;0.0;0.0;0.0;0.0;0.0;0.0
5343;Groningen (Pv);651;2002;0.0;0.0;0.0;0.0;0.0;0.0
5344;Groningen (Pv);651;2003;0.8;0.0;-0.8;1.5;0.0;-1.5
5345;Groningen (Pv);600;1999;476.7;331.3;-145.4;851.2;591.5;-259.7
5346;Groningen (Pv);600;2000;511.7;363.4;-148.3;909.4;645.9;-263.5
5347;Groningen (Pv);600;2001;536.8;407.7;-129.0;947.6;719.8;-227.8
5348;Groningen (Pv);600;2002;589.0;446.4;-142.7;1032.5;782.4;-250.1
5349;Groningen (Pv);600;2003;623.8;476.2;-147.6;1088.7;831.1;-257.6
5350;Groningen (Pv);710;1999;8.7;4.9;-3.7;15.5;8.8;-6.7
5351;Groningen (Pv);710;2000;10.1;5.4;-4.8;18.0;9.5;-8.5
5352;Groningen (Pv);710;2001;10.8;5.6;-5.2;19.1;9.9;-9.2
5353;Groningen (Pv);710;2002;12.2;5.7;-6.5;21.4;10.1;-11.3
5354;Groningen (Pv);710;2003;17.2;10.8;-6.4;29.9;18.8;-11.2
5355;Groningen (Pv);711;1999;1.3;1.3;0.0;2.2;2.2;0.0
5356;Groningen (Pv);711;2000;1.3;1.2;-0.1;2.3;2.2;-0.1
5357;Groningen (Pv);711;2001;1.4;1.2;-0.2;2.5;2.2;-0.3
5358;Groningen (Pv);711;2002;1.7;1.8;0.2;3.0;3.2;0.3
5359;Groningen (Pv);711;2003;1.8;1.4;-0.4;3.2;2.5;-0.7
5360;Groningen (Pv);712;1999;0.0;0.0;0.0;0.0;0.0;0.0
5361;Groningen (Pv);712;2000;0.3;0.3;0.0;0.5;0.5;0.0
5362;Groningen (Pv);712;2001;0.2;0.2;0.0;0.3;0.3;0.0
5363;Groningen (Pv);712;2002;0.2;0.2;0.0;0.4;0.4;0.0
5364;Groningen (Pv);712;2003;0.5;0.2;-0.3;0.8;0.3;-0.5
5365;Groningen (Pv);713;1999;8.4;5.2;-3.2;15.0;9.2;-5.8
5366;Groningen (Pv);713;2000;9.7;6.5;-3.3;17.3;11.5;-5.8
5367;Groningen (Pv);713;2001;9.5;5.9;-3.6;16.8;10.4;-6.4
5368;Groningen (Pv);713;2002;11.7;7.9;-3.8;20.6;13.9;-6.7
5369;Groningen (Pv);713;2003;18.3;14.5;-3.8;31.9;25.3;-6.6
5370;Groningen (Pv);720;1999;0.0;0.0;0.0;0.0;0.0;0.0
5371;Groningen (Pv);720;2000;0.0;0.0;0.0;0.0;0.0;0.0
5372;Groningen (Pv);720;2001;0.0;0.0;0.0;0.0;0.0;0.0
5373;Groningen (Pv);720;2002;0.0;0.0;0.0;0.0;0.0;0.0
5374;Groningen (Pv);720;2003;0.0;0.0;0.0;0.0;0.0;0.0
5375;Groningen (Pv);721;1999;55.0;51.4;-3.5;98.1;91.8;-6.3
5376;Groningen (Pv);721;2000;59.3;56.9;-2.4;105.3;101.1;-4.2
5377;Groningen (Pv);721;2001;64.7;59.9;-4.8;114.2;105.8;-8.4
5378;Groningen (Pv);721;2002;66.7;61.3;-5.3;116.8;107.5;-9.3
5379;Groningen (Pv);721;2003;64.8;63.7;-1.1;113.1;111.2;-1.9
5380;Groningen (Pv);722;1999;31.1;23.9;-7.2;55.5;42.8;-12.8
5381;Groningen (Pv);722;2000;32.7;24.4;-8.3;58.1;43.4;-14.7
5382;Groningen (Pv);722;2001;36.6;28.9;-7.7;64.5;51.0;-13.5
5383;Groningen (Pv);722;2002;36.8;30.9;-5.9;64.5;54.2;-10.3
5384;Groningen (Pv);722;2003;34.5;31.9;-2.6;60.1;55.6;-4.5
5385;Groningen (Pv);723;1999;12.5;0.8;-11.7;22.3;1.4;-20.9
5386;Groningen (Pv);723;2000;12.7;0.9;-11.8;22.6;1.5;-21.1
5387;Groningen (Pv);723;2001;13.4;0.8;-12.6;23.6;1.4;-22.2
5388;Groningen (Pv);723;2002;14.6;1.4;-13.3;25.7;2.4;-23.2
5389;Groningen (Pv);723;2003;18.3;3.7;-14.6;31.9;6.4;-25.5
5390;Groningen (Pv);724;1999;5.7;3.1;-2.6;10.2;5.6;-4.6
5391;Groningen (Pv);724;2000;6.0;3.2;-2.7;10.6;5.7;-4.9
5392;Groningen (Pv);724;2001;6.2;3.2;-3.0;10.9;5.6;-5.3
5393;Groningen (Pv);724;2002;6.6;3.0;-3.5;11.5;5.3;-6.2
5394;Groningen (Pv);724;2003;7.0;3.3;-3.7;12.2;5.7;-6.5
5395;Groningen (Pv);700;1999;122.6;90.6;-32.0;218.9;161.7;-57.1
5396;Groningen (Pv);700;2000;132.0;98.7;-33.3;234.6;175.4;-59.2
5397;Groningen (Pv);700;2001;142.8;105.7;-37.1;252.0;186.6;-65.4
5398;Groningen (Pv);700;2002;150.5;112.4;-38.2;263.8;197.0;-66.9
5399;Groningen (Pv);700;2003;162.4;129.4;-32.9;283.4;225.9;-57.5
5400;Groningen (Pv);810;1999;15.1;12.2;-3.0;27.0;21.7;-5.3
5401;Groningen (Pv);810;2000;12.4;4.4;-8.0;22.1;7.9;-14.2
5402;Groningen (Pv);810;2001;68.0;49.5;-18.5;120.0;87.3;-32.7
5403;Groningen (Pv);810;2002;76.8;55.3;-21.5;134.7;96.9;-37.7
5404;Groningen (Pv);810;2003;68.8;46.7;-22.1;120.1;81.5;-38.6
5405;Groningen (Pv);820;1999;10.3;9.3;-0.9;18.4;16.7;-1.7
5406;Groningen (Pv);820;2000;12.1;11.5;-0.6;21.5;20.4;-1.1
5407;Groningen (Pv);820;2001;7.2;6.2;-1.0;12.7;11.0;-1.7
5408;Groningen (Pv);820;2002;15.7;15.7;0.0;27.5;27.5;0.0
5409;Groningen (Pv);820;2003;5.0;4.3;-0.7;8.7;7.6;-1.1
5410;Groningen (Pv);821;1999;4.3;1.6;-2.7;7.7;2.8;-4.9
5411;Groningen (Pv);821;2000;4.9;1.6;-3.2;8.6;2.9;-5.8
5412;Groningen (Pv);821;2001;8.0;4.7;-3.3;14.2;8.3;-5.8
5413;Groningen (Pv);821;2002;7.2;3.1;-4.0;12.6;5.5;-7.1
5414;Groningen (Pv);821;2003;17.5;12.9;-4.6;30.6;22.5;-8.1
5415;Groningen (Pv);822;1999;17.4;12.5;-4.9;31.1;22.4;-8.7
5416;Groningen (Pv);822;2000;38.6;30.6;-8.0;68.6;54.3;-14.3
5417;Groningen (Pv);822;2001;25.9;18.1;-7.8;45.7;31.9;-13.8
5418;Groningen (Pv);822;2002;27.8;17.4;-10.4;48.8;30.5;-18.3
5419;Groningen (Pv);822;2003;27.8;17.2;-10.6;48.5;30.1;-18.5
5420;Groningen (Pv);830;1999;28.2;24.9;-3.3;50.3;44.5;-5.9
5421;Groningen (Pv);830;2000;25.5;27.3;1.9;45.2;48.6;3.3
5422;Groningen (Pv);830;2001;40.5;40.6;0.1;71.5;71.7;0.2
5423;Groningen (Pv);830;2002;42.5;44.1;1.5;74.6;77.3;2.7
5424;Groningen (Pv);830;2003;45.3;45.7;0.3;79.1;79.7;0.6
5425;Groningen (Pv);800;1999;75.3;60.5;-14.8;134.4;108.0;-26.4
5426;Groningen (Pv);800;2000;93.4;75.4;-18.0;166.1;134.0;-32.0
5427;Groningen (Pv);800;2001;149.5;119.1;-30.4;264.0;210.2;-53.7
5428;Groningen (Pv);800;2002;170.1;135.6;-34.5;298.2;237.7;-60.5
5429;Groningen (Pv);800;2003;164.5;126.8;-37.6;287.0;221.3;-65.7
5430;Groningen (Pv);911;1999;104.5;112.0;7.5;186.5;200.0;13.5
5431;Groningen (Pv);911;2000;105.7;111.6;5.9;187.8;198.3;10.5
5432;Groningen (Pv);911;2001;102.6;107.0;4.4;181.2;188.9;7.7
5433;Groningen (Pv);911;2002;3.9;8.3;4.4;6.8;14.6;7.7
5434;Groningen (Pv);911;2003;4.1;9.3;5.2;7.1;16.2;9.1
5435;Groningen (Pv);913;1999;2.5;15.8;13.3;4.4;28.1;23.7
5436;Groningen (Pv);913;2000;30.4;45.3;14.9;54.1;80.5;26.4
5437;Groningen (Pv);913;2001;2.2;16.7;14.4;3.9;29.4;25.4
5438;Groningen (Pv);913;2002;5.5;13.7;8.3;9.6;24.1;14.5
5439;Groningen (Pv);913;2003;5.7;15.0;9.4;9.9;26.3;16.3
5440;Groningen (Pv);920;1999;14.6;95.3;80.7;26.0;170.1;144.1
5441;Groningen (Pv);920;2000;14.6;102.1;87.4;26.0;181.4;155.4
5442;Groningen (Pv);920;2001;18.6;105.6;87.0;32.9;186.4;153.5
5443;Groningen (Pv);920;2002;27.0;120.1;93.1;47.3;210.6;163.3
5444;Groningen (Pv);920;2003;24.8;131.4;106.6;43.3;229.3;186.0
5445;Groningen (Pv);921;1999;3.0;420.3;417.3;5.3;750.5;745.2
5446;Groningen (Pv);921;2000;2.4;451.2;448.8;4.2;801.9;797.7
5447;Groningen (Pv);921;2001;3.6;484.7;481.1;6.3;855.5;849.2
5448;Groningen (Pv);921;2002;4.6;521.1;516.4;8.1;913.4;905.2
5449;Groningen (Pv);921;2003;14.0;543.0;529.0;24.4;947.7;923.2
5450;Groningen (Pv);922;1999;47.1;28.5;-18.6;84.2;51.0;-33.2
5451;Groningen (Pv);922;2000;13.8;6.5;-7.4;24.6;11.5;-13.1
5452;Groningen (Pv);922;2001;20.1;6.1;-14.0;35.5;10.8;-24.7
5453;Groningen (Pv);922;2002;16.9;11.2;-5.6;29.5;19.7;-9.9
5454;Groningen (Pv);922;2003;30.3;14.8;-15.5;52.9;25.9;-27.1
5455;Groningen (Pv);990;1999;20.1;12.9;-7.2;35.9;23.0;-12.9
5456;Groningen (Pv);990;2000;35.9;30.8;-5.1;63.8;54.8;-9.0
5457;Groningen (Pv);990;2001;55.2;36.0;-19.1;97.4;63.6;-33.8
5458;Groningen (Pv);990;2002;26.6;4.0;-22.6;46.6;7.0;-39.6
5459;Groningen (Pv);990;2003;11.8;10.7;-1.1;20.6;18.7;-1.9
5460;Groningen (Pv);992;1999;30.7;1.9;-28.8;54.8;3.4;-51.4
5461;Groningen (Pv);992;2000;53.8;1.5;-52.3;95.6;2.6;-92.9
5462;Groningen (Pv);992;2001;31.1;0.9;-30.2;54.9;1.6;-53.3
5463;Groningen (Pv);992;2002;31.7;0.8;-30.9;55.6;1.4;-54.2
5464;Groningen (Pv);992;2003;48.2;2.0;-46.2;84.1;3.5;-80.6
5465;Groningen (Pv);900;1999;222.4;686.6;464.2;397.2;1226.1;829.0
5466;Groningen (Pv);900;2000;256.6;748.9;492.3;456.0;1331.0;875.0
5467;Groningen (Pv);900;2001;233.4;756.9;523.5;412.0;1336.1;924.1
5468;Groningen (Pv);900;2002;116.2;679.2;563.0;203.7;1190.6;987.0
5469;Groningen (Pv);900;2003;138.9;726.3;587.4;242.4;1267.6;1025.2
5470;Groningen (Pv);905;1999;1424.0;1424.0;0.0;2543.0;2542.9;0.0
5471;Groningen (Pv);905;2000;1566.6;1566.6;0.0;2784.4;2784.4;0.0
5472;Groningen (Pv);905;2001;1692.5;1692.5;0.0;2987.7;2987.7;0.0
5473;Groningen (Pv);905;2002;1717.5;1717.5;0.0;3010.6;3010.6;0.0
5474;Groningen (Pv);905;2003;1812.0;1812.1;0.0;3162.4;3162.4;0.0
5475;Groningen (Pv);OZB gebruikers bruto;1999;0.0;41.2;41.2;0.0;73.6;73.6
5476;Groningen (Pv);OZB gebruikers bruto;2000;0.0;44.2;44.2;0.0;78.6;78.6
5477;Groningen (Pv);OZB gebruikers bruto;2001;0.0;44.8;44.8;0.0;79.0;79.0
5478;Groningen (Pv);OZB gebruikers bruto;2002;0.0;50.8;50.8;0.0;89.0;89.0
5479;Groningen (Pv);OZB gebruikers bruto;2003;0.0;54.2;54.2;0.0;94.5;94.5
5480;Groningen (Pv);OZB gebruikers netto;1999;0.0;30.3;30.3;0.0;54.2;54.2
5481;Groningen (Pv);OZB gebruikers netto;2000;0.0;36.5;36.5;0.0;64.9;64.9
5482;Groningen (Pv);OZB gebruikers netto;2001;0.0;36.6;36.6;0.0;64.6;64.6
5483;Groningen (Pv);OZB gebruikers netto;2002;0.0;42.5;42.5;0.0;74.5;74.5
5484;Groningen (Pv);OZB gebruikers netto;2003;0.0;45.8;45.8;0.0;80.0;80.0
5485;Groningen (Pv);OZB eigenaren;1999;0.0;52.2;52.2;0.0;93.2;93.2
5486;Groningen (Pv);OZB eigenaren;2000;0.0;55.6;55.6;0.0;98.8;98.8
5487;Groningen (Pv);OZB eigenaren;2001;0.0;56.3;56.3;0.0;99.4;99.4
5488;Groningen (Pv);OZB eigenaren;2002;0.0;63.3;63.3;0.0;111.0;111.0
5489;Groningen (Pv);OZB eigenaren;2003;0.0;68.3;68.3;0.0;119.1;119.1
5490;Groningen (Pv);Hondenbelasting bruto;1999;0.0;1.0;1.0;0.0;1.8;1.8
5491;Groningen (Pv);Hondenbelasting bruto;2000;0.0;1.1;1.1;0.0;1.9;1.9
5492;Groningen (Pv);Hondenbelasting bruto;2001;0.0;1.0;1.0;0.0;1.8;1.8
5493;Groningen (Pv);Hondenbelasting bruto;2002;0.0;1.0;1.0;0.0;1.8;1.8
5494;Groningen (Pv);Hondenbelasting bruto;2003;0.0;1.1;1.1;0.0;1.9;1.9
5495;Groningen (Pv);Hondenbelasting netto;1999;0.0;1.0;1.0;0.0;1.8;1.8
5496;Groningen (Pv);Hondenbelasting netto;2000;0.0;1.0;1.0;0.0;1.9;1.9
5497;Groningen (Pv);Hondenbelasting netto;2001;0.0;1.0;1.0;0.0;1.8;1.8
5498;Groningen (Pv);Hondenbelasting netto;2002;0.0;1.0;1.0;0.0;1.8;1.8
5499;Groningen (Pv);Hondenbelasting netto;2003;0.0;1.1;1.1;0.0;1.9;1.9
5500;Groningen (Pv);Toeristenbelasting;1999;0.0;0.3;0.3;0.0;0.6;0.6
5501;Groningen (Pv);Toeristenbelasting;2000;0.0;0.5;0.5;0.0;0.8;0.8
5502;Groningen (Pv);Toeristenbelasting;2001;0.0;0.5;0.5;0.0;0.9;0.9
5503;Groningen (Pv);Toeristenbelasting;2002;0.0;0.7;0.7;0.0;1.3;1.3
5504;Groningen (Pv);Toeristenbelasting;2003;0.0;0.7;0.7;0.0;1.2;1.2
5505;Groningen (Pv);Precariobelasting;1999;0.0;0.3;0.3;0.0;0.5;0.5
5506;Groningen (Pv);Precariobelasting;2000;0.0;0.3;0.3;0.0;0.6;0.6
5507;Groningen (Pv);Precariobelasting;2001;0.0;0.3;0.3;0.0;0.5;0.5
5508;Groningen (Pv);Precariobelasting;2002;0.0;0.4;0.4;0.0;0.7;0.7
5509;Groningen (Pv);Precariobelasting;2003;0.0;0.3;0.3;0.0;0.6;0.6
5510;Groningen (Pv);Parkeerbelasting;1999;0.0;5.4;5.4;0.0;9.6;9.6
5511;Groningen (Pv);Parkeerbelasting;2000;0.0;6.2;6.2;0.0;11.1;11.1
5512;Groningen (Pv);Parkeerbelasting;2001;0.0;7.4;7.4;0.0;13.0;13.0
5513;Groningen (Pv);Parkeerbelasting;2002;0.0;8.9;8.9;0.0;15.6;15.6
5514;Groningen (Pv);Parkeerbelasting;2003;0.0;8.5;8.5;0.0;14.8;14.8
5515;Groningen (Pv);Baatbelasting;1999;0.0;0.0;0.0;0.0;0.0;0.0
5516;Groningen (Pv);Baatbelasting;2000;0.0;0.0;0.0;0.0;0.0;0.0
5517;Groningen (Pv);Baatbelasting;2001;0.0;0.0;0.0;0.0;0.0;0.0
5518;Groningen (Pv);Baatbelasting;2002;0.0;0.0;0.0;0.0;0.0;0.0
5519;Groningen (Pv);Baatbelasting;2003;0.0;0.0;0.0;0.0;0.0;0.0
5520;Groningen (Pv);Forensenbelasting;1999;0.0;0.0;0.0;0.0;0.0;0.0
5521;Groningen (Pv);Forensenbelasting;2000;0.0;0.1;0.1;0.0;0.1;0.1
5522;Groningen (Pv);Forensenbelasting;2001;0.0;0.1;0.1;0.0;0.1;0.1
