ID;HerkomstBestemming;Perioden;CO2_1;N2O_2;CH4_3;BroeikasgasEquivalent_4;NOx_5;SO2_6;NH3_7;ZuurEquivalent_8;CFK12Equivalent_9;CO_10;NMVOS_11;PM10_12;FijnStofEquivalent_13
375;20-21 Chemie en farmaceutische industrie;2005;15638.0;20.6;14.0;22539.0;14.8;3.9;1.5;0.5;0.0;19.9;8.9;1.3;1.3
376;20-21 Chemie en farmaceutische industrie;2006;16318.0;20.2;13.3;23181.0;14.1;4.0;1.3;0.5;0.0;19.3;8.9;1.3;1.3
377;20-21 Chemie en farmaceutische industrie;2007;16638.0;15.5;13.5;22000.0;13.2;4.0;1.1;0.5;0.0;19.1;8.2;1.1;1.1
378;20-21 Chemie en farmaceutische industrie;2008;16145.0;3.4;12.8;17691.0;13.3;3.3;1.1;0.5;0.0;15.9;8.0;0.9;0.9
379;20-21 Chemie en farmaceutische industrie;2009;15182.0;3.6;12.1;16801.0;11.7;2.3;0.9;0.4;0.0;11.9;6.8;1.3;1.3
380;20-21 Chemie en farmaceutische industrie;2010;17160.0;3.2;13.2;18908.0;12.4;2.1;0.7;0.4;0.0;11.9;6.9;1.4;1.4
381;20-21 Chemie en farmaceutische industrie;2011;15817.0;3.6;12.7;17409.0;12.1;2.4;1.0;0.4;0.0;13.8;7.6;1.3;1.3
382;20-21 Chemie en farmaceutische industrie;2012;15892.0;3.6;13.0;17472.0;11.4;2.1;0.8;0.4;0.0;16.0;9.5;1.4;1.4
383;20-21 Chemie en farmaceutische industrie;2013;15632.0;4.1;12.5;17400.0;10.3;1.7;0.8;0.3;0.0;16.0;7.4;1.4;1.4
384;20 Chemische industrie;1990;20753.0;22.9;13.7;32584.0;38.7;19.9;3.3;1.7;1574.3;24.0;33.0;4.4;4.4
385;20 Chemische industrie;1991;20610.0;22.9;13.6;31892.0;36.8;13.4;3.5;1.4;1309.6;26.2;30.1;4.2;4.2
386;20 Chemische industrie;1992;20278.0;23.1;13.6;32045.0;32.0;14.5;3.6;1.4;1044.9;28.4;27.2;4.0;4.0
387;20 Chemische industrie;1993;19186.0;24.7;13.5;31832.0;28.9;12.3;3.1;1.2;780.2;30.6;24.4;3.8;3.8
388;20 Chemische industrie;1994;18336.0;24.2;13.5;31626.0;29.7;12.4;3.4;1.2;515.5;32.8;21.5;3.6;3.6
389;20 Chemische industrie;1995;16483.0;22.9;13.4;29626.0;28.0;11.4;3.1;1.1;250.8;34.7;19.0;3.6;3.6
390;20 Chemische industrie;1996;15887.0;22.9;13.4;30262.0;28.0;11.4;2.8;1.1;191.3;40.9;18.9;1.7;1.7
391;20 Chemische industrie;1997;15671.0;22.7;13.4;30548.0;24.0;10.6;2.5;1.0;131.8;39.9;16.7;1.8;1.8
392;20 Chemische industrie;1998;15498.0;22.7;13.1;30834.0;19.7;6.4;2.3;0.8;70.5;35.4;15.3;2.3;2.3
393;20 Chemische industrie;1999;15401.0;21.6;13.2;26952.0;17.4;4.0;2.0;0.6;50.0;37.7;14.6;1.9;1.9
394;20 Chemische industrie;2000;15111.0;22.1;13.3;25071.0;15.0;3.1;1.8;0.5;40.0;26.2;13.0;1.6;1.6
395;20 Chemische industrie;2001;14483.0;20.0;13.3;21615.0;14.0;4.2;1.8;0.5;25.9;27.1;11.6;1.2;1.2
396;20 Chemische industrie;2002;14935.0;19.1;13.8;21943.0;14.1;4.0;1.5;0.5;10.6;24.7;10.7;1.6;1.6
397;20 Chemische industrie;2003;15430.0;19.4;14.1;22234.0;15.1;3.5;1.6;0.5;0.0;21.1;10.1;1.1;1.1
398;20 Chemische industrie;2004;15276.0;21.1;13.3;22541.0;15.3;4.2;2.1;0.6;0.0;24.3;10.6;1.4;1.4
399;20 Chemische industrie;2005;15326.0;20.6;14.0;22226.0;14.7;3.9;1.5;0.5;0.0;19.8;8.5;1.3;1.3
400;20 Chemische industrie;2006;16001.0;20.2;13.2;22863.0;13.9;4.0;1.3;0.5;0.0;19.2;8.5;1.3;1.3
401;20 Chemische industrie;2007;16348.0;15.5;13.5;21709.0;13.0;4.0;1.1;0.5;0.0;18.9;7.8;1.1;1.1
402;20 Chemische industrie;2008;15885.0;3.4;12.8;17430.0;13.2;3.3;1.1;0.5;0.0;15.8;7.7;0.9;0.9
403;20 Chemische industrie;2009;14961.0;3.6;12.0;16580.0;11.6;2.2;0.9;0.4;0.0;11.8;6.4;1.3;1.3
404;20 Chemische industrie;2010;16902.0;3.2;13.1;18648.0;12.2;2.1;0.7;0.4;0.0;11.8;6.6;1.4;1.4
405;20 Chemische industrie;2011;15596.0;3.6;12.6;17187.0;11.9;2.4;1.0;0.4;0.0;13.7;7.2;1.3;1.3
406;20 Chemische industrie;2012;15652.0;3.6;12.9;17232.0;11.3;2.1;0.8;0.4;0.0;16.0;9.2;1.4;1.4
407;20 Chemische industrie;2013;15460.0;4.1;12.5;17226.0;10.1;1.7;0.8;0.3;0.0;15.9;7.2;1.4;1.4
408;21Farmaceutische industrie;1990;242.0;0.0;0.0;243.0;0.3;0.1;0.0;0.0;2.4;0.1;1.6;0.0;0.0
409;21Farmaceutische industrie;1991;217.0;0.0;0.0;217.0;0.3;0.1;0.0;0.0;2.0;0.1;1.4;0.0;0.0
410;21Farmaceutische industrie;1992;215.0;0.0;0.0;215.0;0.3;0.1;0.0;0.0;1.6;0.1;1.3;0.0;0.0
411;21Farmaceutische industrie;1993;214.0;0.0;0.0;214.0;0.3;0.2;0.0;0.0;1.2;0.1;1.1;0.0;0.0
412;21Farmaceutische industrie;1994;214.0;0.0;0.0;214.0;0.3;0.2;0.0;0.0;0.8;0.1;1.0;0.0;0.0
413;21Farmaceutische industrie;1995;424.0;0.0;0.0;425.0;0.3;0.1;0.0;0.0;0.3;0.1;0.7;0.0;0.0
414;21Farmaceutische industrie;1996;426.0;0.0;0.0;427.0;0.3;0.1;0.0;0.0;0.3;0.1;0.6;0.0;0.0
415;21Farmaceutische industrie;1997;392.0;0.0;0.0;394.0;0.3;0.1;0.0;0.0;0.2;0.1;0.5;0.0;0.0
416;21Farmaceutische industrie;1998;480.0;0.0;0.0;481.0;0.2;0.1;0.0;0.0;0.1;0.1;0.5;0.0;0.0
417;21Farmaceutische industrie;1999;341.0;0.0;0.0;341.0;0.2;0.1;0.0;0.0;0.0;0.0;0.4;0.0;0.0
418;21Farmaceutische industrie;2000;394.0;0.0;0.0;395.0;0.3;0.0;0.0;0.0;0.0;0.4;0.6;0.0;0.0
419;21Farmaceutische industrie;2001;413.0;0.0;0.0;414.0;0.2;0.1;0.0;0.0;0.0;0.3;0.4;0.0;0.0
420;21Farmaceutische industrie;2002;350.0;0.0;0.0;351.0;0.1;0.1;0.0;0.0;0.0;0.1;0.4;0.0;0.0
421;21Farmaceutische industrie;2003;319.0;0.0;0.0;320.0;0.2;0.1;0.0;0.0;0.0;0.3;0.6;0.2;0.2
422;21Farmaceutische industrie;2004;308.0;0.0;0.0;309.0;0.2;0.0;0.0;0.0;0.0;0.1;0.5;0.0;0.0
423;21Farmaceutische industrie;2005;312.0;0.0;0.0;313.0;0.1;0.0;0.0;0.0;0.0;0.1;0.4;0.0;0.0
424;21Farmaceutische industrie;2006;316.0;0.0;0.0;317.0;0.2;0.0;0.0;0.0;0.0;0.1;0.4;0.0;0.0
425;21Farmaceutische industrie;2007;290.0;0.0;0.0;291.0;0.2;0.0;0.0;0.0;0.0;0.1;0.4;0.0;0.0
426;21Farmaceutische industrie;2008;260.0;0.0;0.0;261.0;0.1;0.0;0.0;0.0;0.0;0.1;0.4;0.0;0.0
427;21Farmaceutische industrie;2009;221.0;0.0;0.0;222.0;0.1;0.0;0.0;0.0;0.0;0.1;0.4;0.0;0.0
428;21Farmaceutische industrie;2010;258.0;0.0;0.0;260.0;0.2;0.0;0.0;0.0;0.0;0.1;0.4;0.0;0.0
429;21Farmaceutische industrie;2011;221.0;0.0;0.0;222.0;0.1;0.0;0.0;0.0;0.0;0.1;0.4;0.0;0.0
430;21Farmaceutische industrie;2012;240.0;0.0;0.0;241.0;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0
431;21Farmaceutische industrie;2013;173.0;0.0;0.0;174.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
432;22-23 Kunststof- en bouwmateriaalindustr;1990;3207.0;0.0;0.3;3217.0;16.7;10.1;0.6;0.7;854.9;6.1;9.3;3.1;3.1
433;22-23 Kunststof- en bouwmateriaalindustr;1991;3385.0;0.0;0.3;3394.0;14.0;7.1;0.6;0.6;683.9;8.8;8.5;3.0;3.0
434;22-23 Kunststof- en bouwmateriaalindustr;1992;3428.0;0.0;0.3;3438.0;15.2;7.6;0.6;0.6;512.9;11.5;7.8;2.8;2.8
435;22-23 Kunststof- en bouwmateriaalindustr;1993;3238.0;0.0;0.3;3248.0;12.0;5.9;0.7;0.5;342.0;14.2;7.0;2.7;2.7
436;22-23 Kunststof- en bouwmateriaalindustr;1994;3222.0;0.0;0.4;3233.0;10.5;5.5;0.6;0.4;171.0;16.9;6.2;2.6;2.6
437;22-23 Kunststof- en bouwmateriaalindustr;1995;2890.0;0.0;0.4;2901.0;8.7;4.9;0.6;0.4;0.0;19.7;5.5;2.5;2.5
438;22-23 Kunststof- en bouwmateriaalindustr;1996;2846.0;0.0;0.5;2860.0;8.9;4.4;0.5;0.4;0.0;17.4;5.2;1.9;1.9
439;22-23 Kunststof- en bouwmateriaalindustr;1997;2845.0;0.0;0.5;2860.0;9.5;3.7;0.5;0.3;0.0;17.5;4.6;1.0;1.0
440;22-23 Kunststof- en bouwmateriaalindustr;1998;2841.0;0.0;0.6;2856.0;7.5;3.2;0.2;0.3;0.0;18.7;4.8;0.7;0.7
441;22-23 Kunststof- en bouwmateriaalindustr;1999;2979.0;0.0;0.6;2994.0;5.9;3.1;0.4;0.3;0.0;20.0;3.2;0.9;0.9
442;22-23 Kunststof- en bouwmateriaalindustr;2000;2956.0;0.0;0.6;2972.0;5.5;2.7;0.5;0.2;0.3;19.8;3.0;1.3;1.3
443;22-23 Kunststof- en bouwmateriaalindustr;2001;2922.0;0.0;0.5;2936.0;7.4;3.2;0.5;0.3;0.0;19.5;2.6;1.6;1.6
444;22-23 Kunststof- en bouwmateriaalindustr;2002;2602.0;0.0;0.4;2612.0;6.7;3.3;0.5;0.3;0.0;15.9;2.7;2.2;2.2
445;22-23 Kunststof- en bouwmateriaalindustr;2003;2513.0;0.0;0.4;2523.0;6.0;1.2;0.4;0.2;0.0;3.7;2.5;1.2;1.2
446;22-23 Kunststof- en bouwmateriaalindustr;2004;2565.0;0.0;0.4;2575.0;6.0;2.6;0.4;0.2;0.0;3.2;2.6;1.3;1.3
447;22-23 Kunststof- en bouwmateriaalindustr;2005;2525.0;0.0;0.4;2535.0;6.2;2.4;0.4;0.2;0.0;2.5;2.9;1.3;1.3
448;22-23 Kunststof- en bouwmateriaalindustr;2006;2517.0;0.0;0.4;2527.0;6.0;3.1;0.4;0.3;0.0;2.4;2.9;1.3;1.3
449;22-23 Kunststof- en bouwmateriaalindustr;2007;2593.0;0.0;0.4;2604.0;6.0;3.0;0.4;0.2;0.0;2.3;2.9;1.3;1.3
450;22-23 Kunststof- en bouwmateriaalindustr;2008;2562.0;0.0;0.4;2573.0;6.2;2.9;0.5;0.3;0.0;2.4;2.5;1.3;1.3
451;22-23 Kunststof- en bouwmateriaalindustr;2009;2339.0;0.0;0.3;2349.0;5.9;2.8;0.5;0.2;0.0;5.2;2.3;1.3;1.3
452;22-23 Kunststof- en bouwmateriaalindustr;2010;2358.0;0.0;0.3;2367.0;5.5;3.0;0.4;0.2;0.0;5.0;2.5;1.3;1.3
453;22-23 Kunststof- en bouwmateriaalindustr;2011;2176.0;0.0;0.3;2185.0;5.4;3.0;0.4;0.2;0.0;4.9;2.3;1.2;1.2
454;22-23 Kunststof- en bouwmateriaalindustr;2012;2781.0;0.0;0.3;2790.0;4.8;2.8;0.4;0.2;0.0;3.9;1.9;1.2;1.2
455;22-23 Kunststof- en bouwmateriaalindustr;2013;2601.0;0.0;0.3;2609.0;4.1;2.8;0.4;0.2;0.0;3.8;1.9;1.2;1.2
456;22 Rubber- en kunststofproductindustrie;1990;262.0;0.0;0.0;263.0;0.2;0.0;0.0;0.0;854.9;0.2;7.8;0.1;0.1
457;22 Rubber- en kunststofproductindustrie;1991;342.0;0.0;0.0;343.0;0.2;0.0;0.0;0.0;683.9;0.3;7.2;0.1;0.1
458;22 Rubber- en kunststofproductindustrie;1992;344.0;0.0;0.0;345.0;0.3;0.0;0.0;0.0;512.9;0.3;6.6;0.1;0.1
459;22 Rubber- en kunststofproductindustrie;1993;328.0;0.0;0.0;329.0;0.4;0.1;0.0;0.0;342.0;0.4;6.0;0.1;0.1
460;22 Rubber- en kunststofproductindustrie;1994;322.0;0.0;0.0;323.0;0.5;0.1;0.0;0.0;171.0;0.5;5.4;0.1;0.1
461;22 Rubber- en kunststofproductindustrie;1995;255.0;0.0;0.0;255.0;0.4;0.1;0.0;0.0;0.0;0.6;4.8;0.1;0.1
462;22 Rubber- en kunststofproductindustrie;1996;253.0;0.0;0.0;254.0;0.5;0.0;0.0;0.0;0.0;0.6;4.5;0.0;0.0
463;22 Rubber- en kunststofproductindustrie;1997;218.0;0.0;0.0;218.0;0.2;0.0;0.0;0.0;0.0;0.2;3.9;0.0;0.0
464;22 Rubber- en kunststofproductindustrie;1998;223.0;0.0;0.0;224.0;0.2;0.0;0.0;0.0;0.0;0.1;4.3;0.0;0.0
465;22 Rubber- en kunststofproductindustrie;1999;226.0;0.0;0.0;226.0;0.3;0.0;0.0;0.0;0.0;0.2;2.7;0.0;0.0
466;22 Rubber- en kunststofproductindustrie;2000;235.0;0.0;0.0;236.0;0.2;0.0;0.0;0.0;0.0;0.1;2.5;0.1;0.1
467;22 Rubber- en kunststofproductindustrie;2001;240.0;0.0;0.0;241.0;0.3;0.0;0.0;0.0;0.0;0.1;2.0;0.1;0.1
468;22 Rubber- en kunststofproductindustrie;2002;218.0;0.0;0.0;218.0;0.2;0.0;0.0;0.0;0.0;0.2;2.0;0.1;0.1
469;22 Rubber- en kunststofproductindustrie;2003;218.0;0.0;0.0;219.0;0.2;0.0;0.0;0.0;0.0;0.1;2.2;0.1;0.1
470;22 Rubber- en kunststofproductindustrie;2004;228.0;0.0;0.0;229.0;0.2;0.0;0.0;0.0;0.0;0.1;2.2;0.1;0.1
471;22 Rubber- en kunststofproductindustrie;2005;229.0;0.0;0.0;230.0;0.2;0.0;0.0;0.0;0.0;0.1;2.5;0.1;0.1
472;22 Rubber- en kunststofproductindustrie;2006;245.0;0.0;0.0;246.0;0.7;0.0;0.0;0.0;0.0;0.2;2.5;0.1;0.1
473;22 Rubber- en kunststofproductindustrie;2007;228.0;0.0;0.0;229.0;0.2;0.0;0.0;0.0;0.0;0.1;2.5;0.0;0.0
474;22 Rubber- en kunststofproductindustrie;2008;232.0;0.0;0.0;234.0;0.2;0.0;0.0;0.0;0.0;0.1;2.1;0.0;0.0
475;22 Rubber- en kunststofproductindustrie;2009;206.0;0.0;0.0;207.0;0.2;0.0;0.0;0.0;0.0;0.1;1.8;0.0;0.0
476;22 Rubber- en kunststofproductindustrie;2010;232.0;0.0;0.0;234.0;0.2;0.0;0.0;0.0;0.0;0.1;1.9;0.0;0.0
477;22 Rubber- en kunststofproductindustrie;2011;214.0;0.0;0.0;215.0;0.2;0.0;0.0;0.0;0.0;0.1;1.7;0.0;0.0
478;22 Rubber- en kunststofproductindustrie;2012;209.0;0.0;0.0;210.0;0.2;0.0;0.0;0.0;0.0;0.1;1.7;0.0;0.0
479;22 Rubber- en kunststofproductindustrie;2013;212.0;0.0;0.0;214.0;0.2;0.0;0.0;0.0;0.0;0.1;1.7;0.0;0.0
480;23 Bouwmaterialenindustrie;1990;2945.0;0.0;0.3;2954.0;16.5;10.1;0.6;0.7;0.0;5.9;1.5;3.0;3.0
481;23 Bouwmaterialenindustrie;1991;3043.0;0.0;0.2;3051.0;13.8;7.1;0.6;0.6;0.0;8.5;1.3;2.9;2.9
482;23 Bouwmaterialenindustrie;1992;3083.0;0.0;0.3;3092.0;14.9;7.6;0.6;0.6;0.0;11.2;1.2;2.8;2.8
483;23 Bouwmaterialenindustrie;1993;2911.0;0.0;0.3;2920.0;11.6;5.9;0.7;0.5;0.0;13.8;1.0;2.6;2.6
484;23 Bouwmaterialenindustrie;1994;2900.0;0.0;0.3;2910.0;9.9;5.4;0.6;0.4;0.0;16.4;0.8;2.5;2.5
485;23 Bouwmaterialenindustrie;1995;2635.0;0.0;0.4;2646.0;8.2;4.9;0.6;0.4;0.0;19.1;0.7;2.4;2.4
486;23 Bouwmaterialenindustrie;1996;2593.0;0.0;0.5;2606.0;8.4;4.4;0.5;0.3;0.0;16.8;0.7;1.9;1.9
487;23 Bouwmaterialenindustrie;1997;2628.0;0.0;0.5;2641.0;9.3;3.7;0.5;0.3;0.0;17.4;0.7;1.0;1.0
488;23 Bouwmaterialenindustrie;1998;2617.0;0.0;0.6;2632.0;7.3;3.1;0.2;0.3;0.0;18.6;0.5;0.7;0.7
489;23 Bouwmaterialenindustrie;1999;2753.0;0.0;0.6;2768.0;5.6;3.1;0.4;0.2;0.0;19.8;0.5;0.9;0.9
490;23 Bouwmaterialenindustrie;2000;2721.0;0.0;0.6;2736.0;5.3;2.7;0.5;0.2;0.3;19.7;0.5;1.2;1.2
491;23 Bouwmaterialenindustrie;2001;2682.0;0.0;0.5;2695.0;7.1;3.2;0.5;0.3;0.0;19.3;0.5;1.5;1.5
492;23 Bouwmaterialenindustrie;2002;2384.0;0.0;0.4;2394.0;6.4;3.3;0.5;0.3;0.0;15.7;0.8;2.1;2.1
493;23 Bouwmaterialenindustrie;2003;2295.0;0.0;0.4;2304.0;5.8;1.2;0.4;0.2;0.0;3.5;0.4;1.1;1.1
494;23 Bouwmaterialenindustrie;2004;2337.0;0.0;0.3;2346.0;5.7;2.6;0.4;0.2;0.0;3.1;0.4;1.2;1.2
495;23 Bouwmaterialenindustrie;2005;2296.0;0.0;0.4;2305.0;5.9;2.4;0.4;0.2;0.0;2.3;0.4;1.2;1.2
496;23 Bouwmaterialenindustrie;2006;2271.0;0.0;0.4;2281.0;5.4;3.1;0.4;0.2;0.0;2.2;0.3;1.3;1.3
497;23 Bouwmaterialenindustrie;2007;2366.0;0.0;0.4;2375.0;5.8;3.0;0.4;0.2;0.0;2.1;0.4;1.3;1.3
498;23 Bouwmaterialenindustrie;2008;2330.0;0.0;0.3;2339.0;6.0;2.9;0.5;0.2;0.0;2.3;0.4;1.2;1.2
499;23 Bouwmaterialenindustrie;2009;2133.0;0.0;0.3;2142.0;5.7;2.8;0.5;0.2;0.0;5.1;0.5;1.2;1.2
500;23 Bouwmaterialenindustrie;2010;2126.0;0.0;0.3;2134.0;5.3;3.0;0.4;0.2;0.0;4.9;0.6;1.2;1.2
501;23 Bouwmaterialenindustrie;2011;1962.0;0.0;0.3;1970.0;5.2;3.0;0.4;0.2;0.0;4.8;0.7;1.2;1.2
502;23 Bouwmaterialenindustrie;2012;2572.0;0.0;0.3;2580.0;4.6;2.8;0.4;0.2;0.0;3.8;0.2;1.2;1.2
503;23 Bouwmaterialenindustrie;2013;2389.0;0.0;0.3;2396.0;3.9;2.8;0.4;0.2;0.0;3.7;0.2;1.2;1.2
504;24-25 Basismetaal, metaalprod.-industrie;1990;7949.0;0.0;1.7;10232.0;9.6;17.2;0.3;0.8;578.9;229.4;47.5;12.4;12.4
505;24-25 Basismetaal, metaalprod.-industrie;1991;7408.0;0.0;1.6;9412.0;9.6;15.2;0.3;0.7;463.1;213.4;44.1;11.3;11.3
506;24-25 Basismetaal, metaalprod.-industrie;1992;7386.0;0.0;1.6;9610.0;10.1;12.3;0.2;0.6;347.3;197.4;40.7;10.3;10.3
507;24-25 Basismetaal, metaalprod.-industrie;1993;7699.0;0.0;1.6;10113.0;9.9;11.9;0.2;0.6;231.5;181.4;37.3;9.2;9.2
508;24-25 Basismetaal, metaalprod.-industrie;1994;7946.0;0.0;1.7;10779.0;9.6;12.5;0.1;0.6;115.8;165.3;33.9;8.1;8.1
509;24-25 Basismetaal, metaalprod.-industrie;1995;8208.0;0.0;1.7;10147.0;10.6;12.0;0.1;0.6;0.0;149.3;30.7;7.1;7.1
510;24-25 Basismetaal, metaalprod.-industrie;1996;8250.0;0.0;1.7;10594.0;10.4;10.7;0.0;0.6;0.0;134.5;24.9;5.4;5.4
511;24-25 Basismetaal, metaalprod.-industrie;1997;8165.0;0.0;1.7;10695.0;9.5;10.0;0.1;0.5;0.0;112.3;21.1;4.4;4.4
512;24-25 Basismetaal, metaalprod.-industrie;1998;7650.0;0.0;1.6;10329.0;8.5;7.9;0.1;0.4;0.0;116.7;19.3;4.8;4.8
513;24-25 Basismetaal, metaalprod.-industrie;1999;7139.0;0.0;1.4;8682.0;7.9;7.0;0.1;0.4;0.0;98.0;19.5;4.1;4.1
514;24-25 Basismetaal, metaalprod.-industrie;2000;6864.0;0.0;1.3;8280.0;7.3;7.0;0.0;0.4;0.0;106.6;11.2;3.6;3.6
515;24-25 Basismetaal, metaalprod.-industrie;2001;7045.0;0.0;1.3;8401.0;8.3;6.4;0.0;0.4;0.0;102.8;11.5;3.2;3.2
516;24-25 Basismetaal, metaalprod.-industrie;2002;7208.0;0.0;1.3;9303.0;8.3;6.5;0.0;0.4;0.0;96.3;10.4;3.1;3.1
517;24-25 Basismetaal, metaalprod.-industrie;2003;7544.0;0.0;1.3;8013.0;8.2;6.5;0.0;0.4;0.0;106.8;8.8;3.0;3.0
518;24-25 Basismetaal, metaalprod.-industrie;2004;7709.0;0.0;1.3;7844.0;8.6;7.4;0.0;0.4;0.0;125.6;8.2;3.0;3.0
519;24-25 Basismetaal, metaalprod.-industrie;2005;7697.0;0.0;1.3;7814.0;8.2;7.8;0.1;0.4;0.0;116.0;8.4;2.7;2.7
520;24-25 Basismetaal, metaalprod.-industrie;2006;7484.0;0.0;1.3;7573.0;7.7;6.9;0.1;0.4;0.0;125.7;8.0;2.6;2.6
521;24-25 Basismetaal, metaalprod.-industrie;2007;7757.0;0.0;1.3;7884.0;7.8;7.3;0.0;0.4;0.0;118.0;8.6;2.7;2.7
522;24-25 Basismetaal, metaalprod.-industrie;2008;7737.0;0.0;1.3;7839.0;7.5;7.1;0.0;0.4;0.0;122.3;8.3;2.5;2.5
523;24-25 Basismetaal, metaalprod.-industrie;2009;6547.0;0.0;1.0;6616.0;5.6;4.0;0.0;0.2;0.0;87.8;7.3;2.1;2.1
524;24-25 Basismetaal, metaalprod.-industrie;2010;7361.0;0.0;1.2;7449.0;7.2;6.1;0.0;0.3;0.0;95.8;7.7;2.3;2.3
525;24-25 Basismetaal, metaalprod.-industrie;2011;7396.0;0.0;1.2;7507.0;6.9;6.4;0.0;0.4;0.0;80.9;7.7;2.2;2.2
526;24-25 Basismetaal, metaalprod.-industrie;2012;6890.0;0.0;1.1;6956.0;7.1;4.4;0.0;0.3;0.0;76.2;7.3;1.8;1.8
527;24-25 Basismetaal, metaalprod.-industrie;2013;6820.0;0.0;1.3;6890.0;6.7;4.3;0.0;0.3;0.0;76.3;7.0;1.7;1.7
528;24 Basismetaalindustrie;1990;7561.0;0.0;1.6;9843.0;7.8;14.6;0.1;0.6;37.3;225.3;5.3;10.5;10.5
529;24 Basismetaalindustrie;1991;6912.0;0.0;1.6;8915.0;8.5;14.1;0.1;0.6;29.8;210.0;5.0;9.6;9.6
530;24 Basismetaalindustrie;1992;6887.0;0.0;1.6;9109.0;8.8;11.8;0.1;0.6;22.4;194.7;4.7;8.8;8.8
531;24 Basismetaalindustrie;1993;7222.0;0.0;1.6;9634.0;8.8;11.7;0.1;0.6;14.9;179.4;4.4;8.0;8.0
532;24 Basismetaalindustrie;1994;7476.0;0.0;1.6;10308.0;8.9;12.4;0.1;0.6;7.5;164.0;4.1;7.1;7.1
533;24 Basismetaalindustrie;1995;7786.0;0.0;1.6;9723.0;9.8;11.9;0.0;0.6;0.0;148.7;3.9;6.4;6.4
534;24 Basismetaalindustrie;1996;7811.0;0.0;1.6;10154.0;9.6;10.7;0.0;0.5;0.0;133.8;3.3;5.4;5.4
535;24 Basismetaalindustrie;1997;7752.0;0.0;1.6;10281.0;8.9;10.0;0.1;0.5;0.0;111.7;3.2;4.4;4.4
536;24 Basismetaalindustrie;1998;7205.0;0.0;1.6;9882.0;7.8;7.9;0.1;0.4;0.0;116.2;3.8;4.5;4.5
537;24 Basismetaalindustrie;1999;6638.0;0.0;1.3;8179.0;7.1;7.0;0.1;0.4;0.0;97.5;2.7;3.6;3.6
538;24 Basismetaalindustrie;2000;6396.0;0.0;1.2;7811.0;6.6;7.0;0.0;0.4;0.0;106.1;2.3;2.9;2.9
539;24 Basismetaalindustrie;2001;6560.0;0.0;1.3;7914.0;7.6;6.4;0.0;0.4;0.0;102.3;1.8;2.6;2.6
540;24 Basismetaalindustrie;2002;6712.0;0.0;1.2;8805.0;7.3;6.5;0.0;0.4;0.0;95.5;2.0;2.5;2.5
541;24 Basismetaalindustrie;2003;7091.0;0.0;1.2;7557.0;7.6;6.5;0.0;0.4;0.0;106.2;1.7;2.5;2.5
542;24 Basismetaalindustrie;2004;7264.0;0.0;1.3;7397.0;8.0;7.3;0.0;0.4;0.0;125.0;1.2;2.5;2.5
543;24 Basismetaalindustrie;2005;7252.0;0.0;1.3;7368.0;7.5;7.7;0.1;0.4;0.0;115.4;1.5;2.1;2.1
544;24 Basismetaalindustrie;2006;7066.0;0.0;1.2;7153.0;7.1;6.9;0.1;0.4;0.0;125.1;1.6;2.1;2.1
545;24 Basismetaalindustrie;2007;7336.0;0.0;1.2;7461.0;7.1;7.3;0.0;0.4;0.0;117.4;1.7;2.2;2.2
546;24 Basismetaalindustrie;2008;7338.0;0.0;1.2;7437.0;6.8;7.1;0.0;0.4;0.0;122.0;1.7;2.0;2.0
547;24 Basismetaalindustrie;2009;6124.0;0.0;1.0;6189.0;4.9;4.0;0.0;0.2;0.0;87.4;1.5;1.7;1.7
548;24 Basismetaalindustrie;2010;6909.0;0.0;1.2;6993.0;6.6;6.1;0.0;0.3;0.0;95.3;1.7;1.8;1.8
549;24 Basismetaalindustrie;2011;7003.0;0.0;1.1;7111.0;6.3;6.4;0.0;0.3;0.0;80.4;1.8;1.8;1.8
550;24 Basismetaalindustrie;2012;6443.0;0.0;1.1;6505.0;6.5;4.4;0.0;0.3;0.0;75.7;1.7;1.4;1.4
551;24 Basismetaalindustrie;2013;6378.0;0.0;1.2;6444.0;6.2;4.3;0.0;0.3;0.0;75.8;1.5;1.3;1.3
552;25 Metaalproductenindustrie;1990;388.0;0.0;0.0;389.0;1.8;2.6;0.2;0.1;541.6;4.1;42.2;1.9;1.9
553;25 Metaalproductenindustrie;1991;495.0;0.0;0.0;497.0;1.2;1.1;0.2;0.1;433.2;3.4;39.1;1.7;1.7
554;25 Metaalproductenindustrie;1992;499.0;0.0;0.0;501.0;1.3;0.4;0.1;0.0;324.9;2.7;36.0;1.4;1.4
555;25 Metaalproductenindustrie;1993;477.0;0.0;0.0;479.0;1.1;0.2;0.1;0.0;216.6;2.0;32.9;1.2;1.2
556;25 Metaalproductenindustrie;1994;470.0;0.0;0.0;471.0;0.8;0.1;0.0;0.0;108.3;1.3;29.8;0.9;0.9
557;25 Metaalproductenindustrie;1995;422.0;0.0;0.0;424.0;0.8;0.1;0.0;0.0;0.0;0.6;26.8;0.7;0.7
558;25 Metaalproductenindustrie;1996;439.0;0.0;0.0;440.0;0.7;0.0;0.0;0.0;0.0;0.7;21.6;0.0;0.0
559;25 Metaalproductenindustrie;1997;413.0;0.0;0.0;414.0;0.6;0.0;0.0;0.0;0.0;0.6;17.9;0.0;0.0
