ID;Geslacht;Leeftijdsklassen;Perioden;TotaleInstroom_1;WWInstroomMetHerkomstBedrijfsleven_2;WWInstroomMetOverigeHerkomst_3;TotaleUitstroom_4;WWUitstroomMetRedenWerkhervatting_5;WWUitstroomMetOverigeRedenen_6
2173;Mannen;35 tot 45 jaar;2003 maart;4930;4490;440;4540;3310;1230
2174;Mannen;35 tot 45 jaar;2003 april;4560;4110;460;4360;3170;1200
2175;Mannen;35 tot 45 jaar;2003 mei;5200;4690;520;4860;3280;1580
2176;Mannen;35 tot 45 jaar;2003 juni;4290;3870;430;3470;2240;1240
2177;Mannen;35 tot 45 jaar;2003 juli;5230;4650;570;4150;2500;1650
2178;Mannen;35 tot 45 jaar;2003 augustus;3930;3570;350;3160;2030;1130
2179;Mannen;35 tot 45 jaar;2003 september;4590;4180;410;4200;2880;1320
2180;Mannen;35 tot 45 jaar;2003 oktober;5320;4880;450;4690;3080;1600
2181;Mannen;35 tot 45 jaar;2003 november;4900;4340;560;3350;2150;1200
2182;Mannen;35 tot 45 jaar;2003 december;4910;4370;540;3020;1760;1270
2183;Mannen;35 tot 45 jaar;2003 jaarcijfer;59970;54220;5750;46690;30760;15940
2184;Mannen;35 tot 45 jaar;2004 januari;6590;6010;580;4020;2540;1470
2185;Mannen;35 tot 45 jaar;2004 februari;5520;4990;530;4400;2930;1470
2186;Mannen;35 tot 45 jaar;2004 maart;4990;4420;560;5180;3660;1530
2187;Mannen;35 tot 45 jaar;2004 april;5340;4740;600;5940;4250;1690
2188;Mannen;35 tot 45 jaar;2004 mei;3760;3310;440;4400;3100;1310
2189;Mannen;35 tot 45 jaar;2004 juni;4210;3640;570;4180;2790;1390
2190;Mannen;35 tot 45 jaar;2004 juli;4730;4120;610;5250;3270;1980
2191;Mannen;35 tot 45 jaar;2004 augustus;3680;3240;440;3720;2360;1360
2192;Mannen;35 tot 45 jaar;2004 september;4250;3780;480;4670;3260;1420
2193;Mannen;35 tot 45 jaar;2004 oktober;5090;4470;630;5720;3940;1780
2194;Mannen;35 tot 45 jaar;2004 november;4730;4220;510;4210;2710;1490
2195;Mannen;35 tot 45 jaar;2004 december;5910;5290;620;3980;2460;1530
2196;Mannen;35 tot 45 jaar;2004 jaarcijfer;58790;52220;6570;55670;37260;18410
2197;Mannen;35 tot 45 jaar;2005 januari;6290;5770;520;4000;2600;1400
2198;Mannen;35 tot 45 jaar;2005 februari;5630;5150;480;4760;3150;1610
2199;Mannen;35 tot 45 jaar;2005 maart;5320;4820;510;5890;3950;1940
2200;Mannen;35 tot 45 jaar;2005 april;4760;4280;480;6350;4530;1820
2201;Mannen;35 tot 45 jaar;2005 mei;3750;3320;430;5770;3590;2190
2202;Mannen;35 tot 45 jaar;2005 juni;4840;4230;620;5750;3770;1980
2203;Mannen;35 tot 45 jaar;2005 juli;3460;3110;350;4630;2900;1730
2204;Mannen;35 tot 45 jaar;2005 augustus;3750;3390;360;4130;2550;1580
2205;Mannen;35 tot 45 jaar;2005 september;4770;4300;480;6150;4170;1970
2206;Mannen;35 tot 45 jaar;2005 oktober;3770;3380;390;5080;3270;1810
2207;Mannen;35 tot 45 jaar;2005 november;4010;3580;430;4440;2730;1710
2208;Mannen;35 tot 45 jaar;2005 december;4800;4360;440;4430;2550;1880
2209;Mannen;35 tot 45 jaar;2005 jaarcijfer;55140;49670;5470;61360;39750;21610
2210;Mannen;35 tot 45 jaar;2006 januari;5060;4620;440;4940;2850;2090
2211;Mannen;35 tot 45 jaar;2006 februari;5370;4890;480;5040;3270;1770
2212;Mannen;35 tot 45 jaar;2006 maart;5310;4780;530;6360;4090;2270
2213;Mannen;35 tot 45 jaar;2006 april;3650;3220;430;5950;4120;1830
2214;Mannen;35 tot 45 jaar;2006 mei;3410;3040;370;5520;3680;1840
2215;Mannen;35 tot 45 jaar;2006 juni;3690;3240;450;5510;3290;2210
2216;Mannen;35 tot 45 jaar;2006 juli;2980;2630;340;4400;2430;1970
2217;Mannen;35 tot 45 jaar;2006 augustus;3860;3430;430;4900;2890;2010
2218;Mannen;35 tot 45 jaar;2006 september;3170;2830;350;4940;3210;1730
2219;Mannen;35 tot 45 jaar;2006 oktober;3310;2930;380;4600;2860;1740
2220;Mannen;35 tot 45 jaar;2006 november;4180;3710;480;4780;2770;2000
2221;Mannen;35 tot 45 jaar;2006 december;3410;3090;320;3330;1810;1520
2222;Mannen;35 tot 45 jaar;2006 jaarcijfer;47390;42410;4980;60250;37280;22980
2223;Mannen;35 tot 45 jaar;2007 januari;4580;4180;400;3970;2250;1720
2224;Mannen;35 tot 45 jaar;2007 februari;3940;3520;410;4540;2770;1770
2225;Mannen;35 tot 45 jaar;2007 maart;3900;3450;450;5760;3600;2160
2226;Mannen;35 tot 45 jaar;2007 april;2650;2370;290;4600;3000;1600
2227;Mannen;35 tot 45 jaar;2007 mei;2930;2630;310;4470;2670;1790
2228;Mannen;35 tot 45 jaar;2007 juni;2480;2190;290;3290;1950;1330
2229;Mannen;35 tot 45 jaar;2007 juli;2600;2340;260;2970;1700;1270
2230;Mannen;35 tot 45 jaar;2007 augustus;3410;3100;310;3580;2150;1430
2231;Mannen;35 tot 45 jaar;2007 september;2660;2370;290;3610;2400;1210
2232;Mannen;35 tot 45 jaar;2007 oktober;2850;2570;280;3250;2030;1220
2233;Mannen;35 tot 45 jaar;2007 november;3710;3340;380;3530;2020;1510
2234;Mannen;35 tot 45 jaar;2007 december;2990;2750;240;2340;1310;1040
2235;Mannen;35 tot 45 jaar;2007 jaarcijfer;38700;34790;3910;45920;27850;18060
2236;Mannen;35 tot 45 jaar;2008 januari;5050;4680;370;3590;2160;1430
2237;Mannen;35 tot 45 jaar;2008 februari;2990;2700;290;3460;2300;1160
2238;Mannen;35 tot 45 jaar;2008 maart;2620;2360;260;3440;2200;1240
2239;Mannen;35 tot 45 jaar;2008 april;2750;2510;240;3680;2370;1320
2240;Mannen;35 tot 45 jaar;2008 mei;2670;2400;270;3280;2050;1230
2241;Mannen;35 tot 45 jaar;2008 juni;2320;2090;240;2830;1820;1010
2242;Mannen;35 tot 45 jaar;2008 juli;3060;2810;250;2940;1620;1330
2243;Mannen;35 tot 45 jaar;2008 augustus;2610;2410;200;2720;1780;940
2244;Mannen;35 tot 45 jaar;2008 september;2570;2330;240;3070;2050;1010
2245;Mannen;35 tot 45 jaar;2008 oktober;3470;3140;330;3080;1920;1160
2246;Mannen;35 tot 45 jaar;2008 november;3400;3150;250;2390;1490;910
2247;Mannen;35 tot 45 jaar;2008 december;4210;3950;260;2190;1160;1030
2248;Mannen;35 tot 45 jaar;2008 jaarcijfer;37700;34520;3180;36670;22920;13760
2249;Mannen;35 tot 45 jaar;2009 januari;5940;5610;330;3070;1830;1240
2250;Mannen;35 tot 45 jaar;2009 februari;4960;4670;290;3270;1960;1300
2251;Mannen;35 tot 45 jaar;2009 maart;5200;4900;300;3570;2070;1500
2252;Mannen;35 tot 45 jaar;2009 april;6050;5780;270;4290;2550;1740
2253;Mannen;35 tot 45 jaar;2009 mei;4810;4590;230;3440;2030;1410
2254;Mannen;35 tot 45 jaar;2009 juni;5730;5520;210;3580;2220;1370
2255;Mannen;35 tot 45 jaar;2009 juli;6310;6060;250;4100;2300;1800
2256;Mannen;35 tot 45 jaar;2009 augustus;5310;5110;200;3610;2230;1370
2257;Mannen;35 tot 45 jaar;2009 september;5560;5320;250;4410;2910;1500
2258;Mannen;35 tot 45 jaar;2009 oktober;6590;6270;330;4800;3240;1560
2259;Mannen;35 tot 45 jaar;2009 november;5760;5500;260;3940;2450;1490
2260;Mannen;35 tot 45 jaar;2009 december;6680;6390;290;4010;2170;1840
2261;Mannen;35 tot 45 jaar;2009 jaarcijfer;68910;65710;3200;46080;27960;18120
2262;Mannen;35 tot 45 jaar;2010 januari;7630;7320;310;4960;3040;1920
2263;Mannen;35 tot 45 jaar;2010 februari;6080;5830;260;4670;2900;1780
2264;Mannen;35 tot 45 jaar;2010 maart;6210;5750;460;7630;5140;2490
2265;Mannen;35 tot 45 jaar;2010 april;4500;4140;360;6020;4070;1950
2266;Mannen;35 tot 45 jaar;2010 mei;3790;3490;300;4930;3120;1810
2267;Mannen;35 tot 45 jaar;2010 juni;4950;4520;440;6460;4140;2310
2268;Mannen;35 tot 45 jaar;2010 juli;4340;4010;330;4600;2600;2000
2269;Mannen;35 tot 45 jaar;2010 augustus;4860;4520;350;5210;3230;1980
2270;Mannen;35 tot 45 jaar;2010 september;5220;4770;450;6710;4490;2230
2271;Mannen;35 tot 45 jaar;2010 oktober;4420;4050;380;5510;3440;2080
2272;Mannen;35 tot 45 jaar;2010 november;4700;4330;370;4560;2780;1780
2273;Mannen;35 tot 45 jaar;2010 december;6940;6460;480;4780;2470;2310
2274;Mannen;35 tot 45 jaar;2010 jaarcijfer;63640;59180;4460;66040;41410;24630
2275;Mannen;35 tot 45 jaar;2011 januari;7480;7030;440;5610;3590;2010
2276;Mannen;35 tot 45 jaar;2011 februari;4940;4540;400;5580;3460;2120
2277;Mannen;35 tot 45 jaar;2011 maart;5520;5090;430;7400;4800;2600
2278;Mannen;35 tot 45 jaar;2011 april;4080;3730;350;5800;3700;2100
2279;Mannen;35 tot 45 jaar;2011 mei;4020;3680;330;5400;3380;2020
2280;Mannen;35 tot 45 jaar;2011 juni;4340;3980;360;5140;3050;2090
2281;Mannen;35 tot 45 jaar;2011 juli;4190;4000;190;4150;2220;1930
2282;Mannen;35 tot 45 jaar;2011 augustus;4810;4630;180;4750;2940;1810
2283;Mannen;35 tot 45 jaar;2011 september;4900;4630;270;5910;3870;2040
2284;Mannen;35 tot 45 jaar;2011 oktober;4450;4200;250;4370;2650;1710
2285;Mannen;35 tot 45 jaar;2011 november;4950;4740;220;3960;2250;1710
2286;Mannen;35 tot 45 jaar;2011 december;6720;6450;270;4120;2060;2060
2287;Mannen;35 tot 45 jaar;2011 jaarcijfer;60390;56700;3690;62180;37980;24200
2288;Mannen;35 tot 45 jaar;2012 januari;8570;8360;210;4900;3040;1860
2289;Mannen;35 tot 45 jaar;2012 februari;5830;5620;210;4630;2620;2010
2290;Mannen;35 tot 45 jaar;2012 maart;6190;5910;280;7210;4700;2510
2291;Mannen;35 tot 45 jaar;2012 april;4770;4540;230;5510;3480;2020
2292;Mannen;35 tot 45 jaar;2012 mei;5020;4800;220;5320;3190;2120
2293;Mannen;35 tot 45 jaar;2012 juni;4490;4310;190;4610;2810;1790
2294;Mannen;35 tot 45 jaar;2012 juli;5040;4840;200;4010;2160;1850
2295;Mannen;35 tot 45 jaar;2012 augustus;6330;6120;210;5600;3610;2000
2296;Mannen;35 tot 45 jaar;2012 september;4790;4600;190;4930;3190;1740
2297;Mannen;35 tot 45 jaar;2012 oktober;5280;5050;230;4560;2800;1770
2298;Mannen;35 tot 45 jaar;2012 november;6970;6730;240;5050;2860;2190
2299;Mannen;35 tot 45 jaar;2012 december;7030;6850;180;3420;1590;1830
2300;Mannen;35 tot 45 jaar;2012 jaarcijfer;70320;67740;2580;59740;36050;23690
2301;Mannen;35 tot 45 jaar;2013 januari   ;10510;10280;230;6060;3580;2480
2302;Mannen;35 tot 45 jaar;2013 februari  ;6400;6180;220;5270;3110;2160
2303;Mannen;35 tot 45 jaar;2013 maart     ;6170;5950;220;6260;3810;2450
2304;Mannen;35 tot 45 jaar;2013 april;5860;5640;220;6310;4020;2290
2305;Mannen;35 tot 45 jaar;2013 mei;5700;5490;220;6330;3920;2410
2306;Mannen;35 tot 45 jaar;2013 juni;5460;5260;200;5350;3220;2130
2307;Mannen;35 tot 45 jaar;2013 juli;6360;6180;190;4680;2490;2190
2308;Mannen;35 tot 45 jaar;2013 augustus;6980;6740;240;7030;4550;2480
2309;Mannen;35 tot 45 jaar;2013 september;5420;5210;210;5860;3750;2110
2310;Mannen;35 tot 45 jaar;2013 oktober;7320;7050;270;6700;3940;2760
2311;Mannen;35 tot 45 jaar;2013 november;6620;6410;210;5120;2880;2230
2312;Mannen;35 tot 45 jaar;2013 december;7940;7710;230;4340;2010;2330
2313;Mannen;35 tot 45 jaar;2013 jaarcijfer;80750;78100;2650;69310;41280;28030
2314;Mannen;35 tot 45 jaar;2014 januari;10280;10030;240;7530;4530;3000
2315;Mannen;35 tot 45 jaar;2014 februari;5900;5670;230;6530;3660;2870
2316;Mannen;35 tot 45 jaar;2014 maart;5900;5640;260;7560;4550;3010
2317;Mannen;35 tot 45 jaar;2014 april;5080;4880;200;7090;4390;2700
2318;Mannen;35 tot 45 jaar;2014 mei;6100;5840;260;7670;4710;2960
2319;Mannen;35 tot 45 jaar;2014 juni;4850;4630;220;5910;3550;2360
2320;Mannen;35 tot 45 jaar;2014 juli;7280;7000;270;6530;3430;3090
2321;Mannen;35 tot 45 jaar;2014 augustus;5100;4880;220;7070;4560;2510
2322;Mannen;35 tot 45 jaar;2014 september;4840;4610;220;6930;4450;2480
2323;Mannen;35 tot 45 jaar;2014 oktober;6790;6480;310;7130;4240;2890
2324;Mannen;35 tot 45 jaar;2014 november;6320;6050;260;5580;3170;2410
2325;Mannen;35 tot 45 jaar;2014 december;7830;7610;230;4700;2230;2470
2326;Mannen;35 tot 45 jaar;2014 jaarcijfer;76260;73330;2940;80210;47460;32760
2327;Mannen;35 tot 45 jaar;2015 januari;9550;9290;260;7810;4860;2950
2328;Mannen;35 tot 45 jaar;2015 februari;5460;5220;240;6260;3660;2590
2329;Mannen;35 tot 45 jaar;2015 maart;5010;4820;190;7520;4670;2850
2330;Mannen;35 tot 45 jaar;2015 april;5480;5260;220;8190;5220;2970
2331;Mannen;35 tot 45 jaar;2015 mei;3880;3720;150;5880;3540;2340
2332;Mannen;35 tot 45 jaar;2015 juni;4440;4250;190;5820;3570;2250
2333;Mannen;35 tot 45 jaar;2015 juli;6940;6720;220;5970;3170;2790
2334;Mannen;35 tot 45 jaar;2015 augustus;4730;4560;170;5120;2900;2230
2335;Mannen;35 tot 45 jaar;2015 september;4190;4020;170;4770;2570;2200
2336;Mannen;35 tot 45 jaar;2015 oktober;5510;5290;220;5110;2520;2580
2337;Mannen;35 tot 45 jaar;2015 november;5180;5010;180;4320;2020;2290
2338;Mannen;35 tot 45 jaar;2015 december;8580;8370;220;4550;1770;2780
2339;Mannen;35 tot 45 jaar;2015 jaarcijfer;68940;66530;2410;71300;40470;30840
2340;Mannen;45 tot 55 jaar;1998 januari;6110;5680;430;4230;2410;1820
2341;Mannen;45 tot 55 jaar;1998 februari;4390;3970;420;3870;2500;1370
2342;Mannen;45 tot 55 jaar;1998 maart;3390;2950;440;5020;3550;1470
2343;Mannen;45 tot 55 jaar;1998 april;3220;2720;490;6790;5000;1790
2344;Mannen;45 tot 55 jaar;1998 mei;2420;2050;360;4810;3300;1510
2345;Mannen;45 tot 55 jaar;1998 juni;2760;2410;360;4300;2840;1460
2346;Mannen;45 tot 55 jaar;1998 juli;2760;2330;430;3950;2330;1620
2347;Mannen;45 tot 55 jaar;1998 augustus;3370;3060;310;3550;2410;1140
2348;Mannen;45 tot 55 jaar;1998 september;2160;1800;360;3130;2060;1080
2349;Mannen;45 tot 55 jaar;1998 oktober;2920;2480;440;3680;2290;1390
2350;Mannen;45 tot 55 jaar;1998 november;4560;4160;400;2890;1640;1250
2351;Mannen;45 tot 55 jaar;1998 december;4440;4030;410;2520;1290;1240
2352;Mannen;45 tot 55 jaar;1998 jaarcijfer;42480;37640;4850;48740;31610;17130
2353;Mannen;45 tot 55 jaar;1999 januari;4720;4330;380;3380;2040;1340
2354;Mannen;45 tot 55 jaar;1999 februari;3110;2730;380;3560;2550;1010
2355;Mannen;45 tot 55 jaar;1999 maart;3160;2670;480;5530;4300;1230
2356;Mannen;45 tot 55 jaar;1999 april;1980;1640;340;4490;3460;1030
2357;Mannen;45 tot 55 jaar;1999 mei;1730;1440;300;3040;1970;1070
2358;Mannen;45 tot 55 jaar;1999 juni;1870;1520;350;2950;1850;1100
2359;Mannen;45 tot 55 jaar;1999 juli;2220;1840;390;2150;1310;840
2360;Mannen;45 tot 55 jaar;1999 augustus;1630;1370;260;1920;1200;710
2361;Mannen;45 tot 55 jaar;1999 september;2350;1920;430;2780;1920;860
2362;Mannen;45 tot 55 jaar;1999 oktober;2050;1680;380;2480;1620;860
2363;Mannen;45 tot 55 jaar;1999 november;2820;2450;370;2430;1430;1010
2364;Mannen;45 tot 55 jaar;1999 december;2720;2410;300;2090;1110;980
2365;Mannen;45 tot 55 jaar;1999 jaarcijfer;30360;26000;4360;36810;24770;12040
2366;Mannen;45 tot 55 jaar;2000 januari;4430;3970;460;2280;1500;780
2367;Mannen;45 tot 55 jaar;2000 februari;2980;2630;350;2990;2060;930
2368;Mannen;45 tot 55 jaar;2000 maart;2640;2200;440;4440;3410;1030
2369;Mannen;45 tot 55 jaar;2000 april;1710;1410;300;3560;2590;970
2370;Mannen;45 tot 55 jaar;2000 mei;1720;1400;330;2700;1770;930
2371;Mannen;45 tot 55 jaar;2000 juni;1520;1200;320;2410;1410;1000
2372;Mannen;45 tot 55 jaar;2000 juli;1920;1500;420;1930;1020;910
2373;Mannen;45 tot 55 jaar;2000 augustus;1760;1460;300;2070;1280;780
2374;Mannen;45 tot 55 jaar;2000 september;1620;1310;310;2120;1390;730
2375;Mannen;45 tot 55 jaar;2000 oktober;1790;1450;340;2080;1250;830
2376;Mannen;45 tot 55 jaar;2000 november;2830;2390;440;2180;1210;970
2377;Mannen;45 tot 55 jaar;2000 december;2100;1850;250;1680;880;790
2378;Mannen;45 tot 55 jaar;2000 jaarcijfer;27010;22760;4250;30420;19770;10650
2379;Mannen;45 tot 55 jaar;2001 januari;2920;2550;370;2040;1210;830
2380;Mannen;45 tot 55 jaar;2001 februari;2550;2170;380;2380;1520;860
2381;Mannen;45 tot 55 jaar;2001 maart;2630;2160;470;4020;2770;1260
2382;Mannen;45 tot 55 jaar;2001 april;1900;1480;420;3150;2260;880
2383;Mannen;45 tot 55 jaar;2001 mei;1880;1470;410;2390;1480;920
2384;Mannen;45 tot 55 jaar;2001 juni;1560;1200;360;1830;1040;790
2385;Mannen;45 tot 55 jaar;2001 juli;1630;1290;340;1810;950;860
2386;Mannen;45 tot 55 jaar;2001 augustus;1620;1290;340;1840;1030;800
2387;Mannen;45 tot 55 jaar;2001 september;1580;1260;320;1800;1120;680
2388;Mannen;45 tot 55 jaar;2001 oktober;1790;1380;410;1860;1140;720
2389;Mannen;45 tot 55 jaar;2001 november;2710;2260;450;1980;1060;930
2390;Mannen;45 tot 55 jaar;2001 december;1850;1650;200;1500;730;770
2391;Mannen;45 tot 55 jaar;2001 jaarcijfer;24610;20160;4450;26590;16290;10300
2392;Mannen;45 tot 55 jaar;2002 januari;3840;3340;500;2030;1080;960
2393;Mannen;45 tot 55 jaar;2002 februari;2650;2270;380;2050;1250;800
2394;Mannen;45 tot 55 jaar;2002 maart;2790;2380;410;3070;2130;940
2395;Mannen;45 tot 55 jaar;2002 april;2700;2310;390;3150;2280;860
2396;Mannen;45 tot 55 jaar;2002 mei;2850;2400;450;2750;1770;980
2397;Mannen;45 tot 55 jaar;2002 juni;2560;2180;390;2340;1530;810
2398;Mannen;45 tot 55 jaar;2002 juli;2280;1870;410;2010;1140;870
2399;Mannen;45 tot 55 jaar;2002 augustus;2570;2190;370;2210;1250;960
2400;Mannen;45 tot 55 jaar;2002 september;2600;2200;400;2390;1480;900
2401;Mannen;45 tot 55 jaar;2002 oktober;2920;2440;480;2450;1460;990
2402;Mannen;45 tot 55 jaar;2002 november;3370;2900;470;1910;1050;860
2403;Mannen;45 tot 55 jaar;2002 december;2910;2590;320;1680;860;820
2404;Mannen;45 tot 55 jaar;2002 jaarcijfer;34030;29070;4960;28030;17280;10760
2405;Mannen;45 tot 55 jaar;2003 januari;5000;4420;570;2220;1210;1010
2406;Mannen;45 tot 55 jaar;2003 februari;3890;3380;520;2410;1490;930
2407;Mannen;45 tot 55 jaar;2003 maart;3440;3010;430;3110;2140;970
2408;Mannen;45 tot 55 jaar;2003 april;3370;2870;500;3100;2150;940
2409;Mannen;45 tot 55 jaar;2003 mei;3560;3050;500;3380;2080;1290
2410;Mannen;45 tot 55 jaar;2003 juni;2910;2510;400;2520;1480;1030
2411;Mannen;45 tot 55 jaar;2003 juli;3590;3060;530;2720;1460;1260
2412;Mannen;45 tot 55 jaar;2003 augustus;2690;2320;370;2190;1300;890
2413;Mannen;45 tot 55 jaar;2003 september;3370;2950;420;2730;1740;990
2414;Mannen;45 tot 55 jaar;2003 oktober;3740;3190;550;3060;1850;1210
2415;Mannen;45 tot 55 jaar;2003 november;3590;3050;540;2310;1250;1060
2416;Mannen;45 tot 55 jaar;2003 december;3450;2860;590;2130;1080;1050
2417;Mannen;45 tot 55 jaar;2003 jaarcijfer;42580;36670;5910;31870;19240;12630
2418;Mannen;45 tot 55 jaar;2004 januari;4620;4000;630;2470;1400;1060
2419;Mannen;45 tot 55 jaar;2004 februari;4060;3420;640;2860;1710;1150
2420;Mannen;45 tot 55 jaar;2004 maart;3740;3050;690;3500;2310;1190
2421;Mannen;45 tot 55 jaar;2004 april;3780;3150;630;3970;2750;1220
2422;Mannen;45 tot 55 jaar;2004 mei;2620;2110;510;3080;2000;1080
2423;Mannen;45 tot 55 jaar;2004 juni;3060;2490;560;2810;1750;1060
2424;Mannen;45 tot 55 jaar;2004 juli;3620;2990;640;3590;2030;1560
2425;Mannen;45 tot 55 jaar;2004 augustus;2580;2150;440;2810;1630;1180
2426;Mannen;45 tot 55 jaar;2004 september;3090;2550;540;3090;2000;1090
2427;Mannen;45 tot 55 jaar;2004 oktober;3810;3170;640;3810;2470;1340
2428;Mannen;45 tot 55 jaar;2004 november;3540;2980;560;2880;1760;1120
2429;Mannen;45 tot 55 jaar;2004 december;4390;3720;670;2610;1480;1120
2430;Mannen;45 tot 55 jaar;2004 jaarcijfer;42910;35770;7130;37470;23290;14180
2431;Mannen;45 tot 55 jaar;2005 januari;4700;4150;560;2740;1610;1130
2432;Mannen;45 tot 55 jaar;2005 februari;4150;3630;520;3280;2060;1230
2433;Mannen;45 tot 55 jaar;2005 maart;3820;3250;570;3950;2540;1410
2434;Mannen;45 tot 55 jaar;2005 april;3400;2920;480;4140;2960;1180
2435;Mannen;45 tot 55 jaar;2005 mei;2780;2300;480;4130;2480;1650
2436;Mannen;45 tot 55 jaar;2005 juni;3280;2710;580;3670;2460;1210
2437;Mannen;45 tot 55 jaar;2005 juli;2500;2130;380;3090;1990;1100
2438;Mannen;45 tot 55 jaar;2005 augustus;2780;2400;380;2750;1730;1020
2439;Mannen;45 tot 55 jaar;2005 september;3440;2990;440;3990;2840;1150
2440;Mannen;45 tot 55 jaar;2005 oktober;2730;2350;380;3240;2320;920
2441;Mannen;45 tot 55 jaar;2005 november;3050;2640;420;2800;1840;960
2442;Mannen;45 tot 55 jaar;2005 december;3420;3020;400;2720;1710;1010
2443;Mannen;45 tot 55 jaar;2005 jaarcijfer;40050;34480;5570;40490;26540;13950
2444;Mannen;45 tot 55 jaar;2006 januari;3880;3510;360;2990;1920;1080
2445;Mannen;45 tot 55 jaar;2006 februari;4120;3670;450;3320;2300;1030
2446;Mannen;45 tot 55 jaar;2006 maart;3890;3370;520;4240;2860;1380
2447;Mannen;45 tot 55 jaar;2006 april;2650;2260;390;4390;3230;1160
2448;Mannen;45 tot 55 jaar;2006 mei;2690;2270;430;4100;2900;1200
2449;Mannen;45 tot 55 jaar;2006 juni;2860;2420;440;4100;2720;1390
2450;Mannen;45 tot 55 jaar;2006 juli;2340;2010;330;3230;1960;1270
2451;Mannen;45 tot 55 jaar;2006 augustus;2990;2610;380;3690;2310;1370
2452;Mannen;45 tot 55 jaar;2006 september;2610;2290;320;3910;2640;1270
2453;Mannen;45 tot 55 jaar;2006 oktober;2790;2380;410;3820;2500;1330
2454;Mannen;45 tot 55 jaar;2006 november;3140;2650;490;3850;2330;1520
2455;Mannen;45 tot 55 jaar;2006 december;2890;2490;410;2740;1510;1220
2456;Mannen;45 tot 55 jaar;2006 jaarcijfer;36840;31920;4920;44380;29170;15210
2457;Mannen;45 tot 55 jaar;2007 januari;4000;3510;490;3320;1830;1490
2458;Mannen;45 tot 55 jaar;2007 februari;3230;2770;460;3920;2330;1590
2459;Mannen;45 tot 55 jaar;2007 maart;3300;2750;550;5010;3010;2000
2460;Mannen;45 tot 55 jaar;2007 april;2330;1940;390;4310;2730;1580
2461;Mannen;45 tot 55 jaar;2007 mei;2370;1990;380;4080;2500;1590
2462;Mannen;45 tot 55 jaar;2007 juni;2080;1760;320;3290;1930;1360
2463;Mannen;45 tot 55 jaar;2007 juli;2220;1880;330;2950;1710;1240
2464;Mannen;45 tot 55 jaar;2007 augustus;2690;2360;330;3440;1960;1480
2465;Mannen;45 tot 55 jaar;2007 september;2250;1920;330;3440;2210;1230
2466;Mannen;45 tot 55 jaar;2007 oktober;2430;2000;430;3110;1870;1240
2467;Mannen;45 tot 55 jaar;2007 november;3210;2770;440;3480;1890;1590
2468;Mannen;45 tot 55 jaar;2007 december;2570;2320;260;2260;1140;1130
2469;Mannen;45 tot 55 jaar;2007 jaarcijfer;32670;27970;4700;42610;25100;17520
2470;Mannen;45 tot 55 jaar;2008 januari;4360;3960;410;3520;1910;1610
2471;Mannen;45 tot 55 jaar;2008 februari;2530;2200;330;3290;1980;1300
2472;Mannen;45 tot 55 jaar;2008 maart;2210;1970;250;3210;1990;1210
2473;Mannen;45 tot 55 jaar;2008 april;2370;2040;330;3540;2190;1350
2474;Mannen;45 tot 55 jaar;2008 mei;2310;1990;320;3220;1910;1310
2475;Mannen;45 tot 55 jaar;2008 juni;2180;1880;290;2620;1600;1010
2476;Mannen;45 tot 55 jaar;2008 juli;2660;2340;320;2870;1560;1310
2477;Mannen;45 tot 55 jaar;2008 augustus;2290;2050;240;2380;1470;920
2478;Mannen;45 tot 55 jaar;2008 september;2300;2020;280;2820;1810;1010
2479;Mannen;45 tot 55 jaar;2008 oktober;2900;2540;370;2760;1650;1110
2480;Mannen;45 tot 55 jaar;2008 november;2820;2520;310;2190;1280;910
2481;Mannen;45 tot 55 jaar;2008 december;3490;3150;340;1970;990;980
2482;Mannen;45 tot 55 jaar;2008 jaarcijfer;32420;28650;3770;34370;20340;14030
2483;Mannen;45 tot 55 jaar;2009 januari;5060;4710;360;2680;1460;1220
2484;Mannen;45 tot 55 jaar;2009 februari;4110;3750;360;2730;1460;1270
2485;Mannen;45 tot 55 jaar;2009 maart;4160;3830;330;3050;1590;1460
2486;Mannen;45 tot 55 jaar;2009 april;4840;4450;390;3780;2110;1680
2487;Mannen;45 tot 55 jaar;2009 mei;3890;3640;260;2870;1650;1230
2488;Mannen;45 tot 55 jaar;2009 juni;4490;4220;270;2910;1640;1270
2489;Mannen;45 tot 55 jaar;2009 juli;5070;4770;300;3340;1690;1650
2490;Mannen;45 tot 55 jaar;2009 augustus;4420;4190;230;2820;1550;1270
2491;Mannen;45 tot 55 jaar;2009 september;4570;4350;230;3580;2230;1350
2492;Mannen;45 tot 55 jaar;2009 oktober;5500;5160;340;3860;2370;1490
2493;Mannen;45 tot 55 jaar;2009 november;4840;4520;320;3120;1780;1340
2494;Mannen;45 tot 55 jaar;2009 december;5730;5460;270;3110;1530;1580
2495;Mannen;45 tot 55 jaar;2009 jaarcijfer;56680;53030;3650;37860;21040;16820
2496;Mannen;45 tot 55 jaar;2010 januari;6580;6280;300;3640;2080;1560
2497;Mannen;45 tot 55 jaar;2010 februari;4760;4460;300;3500;2080;1410
2498;Mannen;45 tot 55 jaar;2010 maart;5130;4660;460;5920;3920;2000
2499;Mannen;45 tot 55 jaar;2010 april;3890;3500;390;4750;3200;1560
2500;Mannen;45 tot 55 jaar;2010 mei;3240;2960;280;3880;2450;1440
