ID;Wegvoertuigen;BrandstofsoortVoertuig;Perioden;TotaalVerkochteWegvoertuigen_1;NieuwVerkochteWegvoertuigen_2;TweedehandsVerkochteWegvoertuigen_3
7363;Bestelauto;Benzine;2020 oktober;896;64;832
7364;Bestelauto;Benzine;2020 november;895;70;825
7365;Bestelauto;Benzine;2020 december;863;62;801
7366;Bestelauto;Benzine;2020 4e kwartaal;2654;196;2458
7367;Bestelauto;Benzine;2020;10203;802;9401
7368;Bestelauto;Benzine;2021 januari;853;74;779
7369;Bestelauto;Benzine;2021 februari;893;77;816
7370;Bestelauto;Benzine;2021 maart;1045;97;948
7371;Bestelauto;Benzine;2021 1e kwartaal;2791;248;2543
7372;Bestelauto;Benzine;2021 april;908;103;805
7373;Bestelauto;Benzine;2021 mei;904;65;839
7374;Bestelauto;Benzine;2021 juni;913;77;836
7375;Bestelauto;Benzine;2021 2e kwartaal;2725;245;2480
7376;Bestelauto;Benzine;2021 juli;948;76;872
7377;Bestelauto;Benzine;2021 augustus;868;75;793
7378;Bestelauto;Benzine;2021 september;904;108;796
7379;Bestelauto;Benzine;2021 3e kwartaal;2720;259;2461
7380;Bestelauto;Benzine;2021 oktober;870;90;780
7381;Bestelauto;Benzine;2021 november;850;89;761
7382;Bestelauto;Benzine;2021 december;894;77;817
7383;Bestelauto;Benzine;2021 4e kwartaal;2614;256;2358
7384;Bestelauto;Benzine;2021;10850;1008;9842
7385;Bestelauto;Benzine;2022 januari;976;92;884
7386;Bestelauto;Benzine;2022 februari;881;93;788
7387;Bestelauto;Benzine;2022 maart;871;140;731
7388;Bestelauto;Benzine;2022 1e kwartaal;2728;325;2403
7389;Bestelauto;Benzine;2022 april;811;93;718
7390;Bestelauto;Benzine;2022 mei;818;72;746
7391;Bestelauto;Benzine;2022 juni;830;78;752
7392;Bestelauto;Benzine;2022 2e kwartaal;2459;243;2216
7393;Bestelauto;Benzine;2022 juli;773;35;738
7394;Bestelauto;Benzine;2022 augustus;772;69;703
7395;Bestelauto;Benzine;2022 september;918;116;802
7396;Bestelauto;Benzine;2022 3e kwartaal;2463;220;2243
7397;Bestelauto;Benzine;2022 oktober;855;77;778
7398;Bestelauto;Benzine;2022 november;962;120;842
7399;Bestelauto;Benzine;2022 december;801;96;705
7400;Bestelauto;Benzine;2022 4e kwartaal;2618;293;2325
7401;Bestelauto;Benzine;2022;10268;1081;9187
7402;Bestelauto;Benzine;2023 januari;998;148;850
7403;Bestelauto;Benzine;2023 februari;842;107;735
7404;Bestelauto;Benzine;2023 maart;908;112;796
7405;Bestelauto;Benzine;2023 1e kwartaal;2748;367;2381
7406;Bestelauto;Benzine;2023 april;856;100;756
7407;Bestelauto;Benzine;2023 mei;843;106;737
7408;Bestelauto;Benzine;2023 juni;937;111;826
7409;Bestelauto;Benzine;2023 2e kwartaal;2636;317;2319
7410;Bestelauto;Benzine;2023 juli;894;105;789
7411;Bestelauto;Benzine;2023 augustus;926;169;757
7412;Bestelauto;Benzine;2023 september;902;132;770
7413;Bestelauto;Benzine;2023 3e kwartaal;2722;406;2316
7414;Bestelauto;Benzine;2023 oktober;1120;148;972
7415;Bestelauto;Benzine;2023 november;1052;176;876
7416;Bestelauto;Benzine;2023 december;983;187;796
7417;Bestelauto;Benzine;2023 4e kwartaal;3155;511;2644
7418;Bestelauto;Benzine;2023;11261;1601;9660
7419;Bestelauto;Benzine;2024 januari;1013;138;875
7420;Bestelauto;Benzine;2024 februari;984;129;855
7421;Bestelauto;Benzine;2024 maart;1190;202;988
7422;Bestelauto;Benzine;2024 1e kwartaal;3187;469;2718
7423;Bestelauto;Benzine;2024 april;1041;160;881
7424;Bestelauto;Benzine;2024 mei;1132;183;949
7425;Bestelauto;Benzine;2024 juni;1133;204;929
7426;Bestelauto;Benzine;2024 2e kwartaal;3306;547;2759
7427;Bestelauto;Benzine;2024 juli;1174;183;991
7428;Bestelauto;Benzine;2024 augustus;1121;195;926
7429;Bestelauto;Benzine;2024 september;1136;165;971
7430;Bestelauto;Benzine;2024 3e kwartaal;3431;543;2888
7431;Bestelauto;Benzine;2024 oktober;1364;291;1073
7432;Bestelauto;Benzine;2024 november;1391;349;1042
7433;Bestelauto;Benzine;2024 december;1538;509;1029
7434;Bestelauto;Benzine;2024 4e kwartaal;4293;1149;3144
7435;Bestelauto;Benzine;2024;14217;2708;11509
7436;Bestelauto;Benzine;2025 januari;1101;17;1084
7437;Bestelauto;Benzine;2025 februari;958;16;942
7438;Bestelauto;Benzine;2025 maart;1054;8;1046
7439;Bestelauto;Benzine;2025 1e kwartaal;3113;41;3072
7440;Bestelauto;Diesel;2007 januari;33234;9842;23392
7441;Bestelauto;Diesel;2007 februari;29021;6697;22324
7442;Bestelauto;Diesel;2007 maart;31183;7376;23807
7443;Bestelauto;Diesel;2007 1e kwartaal;93438;23915;69523
7444;Bestelauto;Diesel;2007 april;26499;6321;20178
7445;Bestelauto;Diesel;2007 mei;27666;6788;20878
7446;Bestelauto;Diesel;2007 juni;31949;7568;24381
7447;Bestelauto;Diesel;2007 2e kwartaal;86114;20677;65437
7448;Bestelauto;Diesel;2007 juli;29182;6519;22663
7449;Bestelauto;Diesel;2007 augustus;27870;6778;21092
7450;Bestelauto;Diesel;2007 september;28329;6275;22054
7451;Bestelauto;Diesel;2007 3e kwartaal;85381;19572;65809
7452;Bestelauto;Diesel;2007 oktober;30221;7268;22953
7453;Bestelauto;Diesel;2007 november;29859;6846;23013
7454;Bestelauto;Diesel;2007 december;20464;1685;18779
7455;Bestelauto;Diesel;2007 4e kwartaal;80544;15799;64745
7456;Bestelauto;Diesel;2007;345477;79963;265514
7457;Bestelauto;Diesel;2008 januari;35446;11653;23793
7458;Bestelauto;Diesel;2008 februari;32707;8281;24426
7459;Bestelauto;Diesel;2008 maart;31413;8020;23393
7460;Bestelauto;Diesel;2008 1e kwartaal;99566;27954;71612
7461;Bestelauto;Diesel;2008 april;31363;7557;23806
7462;Bestelauto;Diesel;2008 mei;28572;7399;21173
7463;Bestelauto;Diesel;2008 juni;30008;8006;22002
7464;Bestelauto;Diesel;2008 2e kwartaal;89943;22962;66981
7465;Bestelauto;Diesel;2008 juli;27991;6351;21640
7466;Bestelauto;Diesel;2008 augustus;26336;6066;20270
7467;Bestelauto;Diesel;2008 september;29725;6443;23282
7468;Bestelauto;Diesel;2008 3e kwartaal;84052;18860;65192
7469;Bestelauto;Diesel;2008 oktober;30413;6761;23652
7470;Bestelauto;Diesel;2008 november;25869;5240;20629
7471;Bestelauto;Diesel;2008 december;20754;1572;19182
7472;Bestelauto;Diesel;2008 4e kwartaal;77036;13573;63463
7473;Bestelauto;Diesel;2008;350597;83349;267248
7474;Bestelauto;Diesel;2009 januari;31660;9029;22631
7475;Bestelauto;Diesel;2009 februari;26208;4955;21253
7476;Bestelauto;Diesel;2009 maart;29568;5130;24438
7477;Bestelauto;Diesel;2009 1e kwartaal;87436;19114;68322
7478;Bestelauto;Diesel;2009 april;25369;4064;21305
7479;Bestelauto;Diesel;2009 mei;24464;3759;20705
7480;Bestelauto;Diesel;2009 juni;25905;4141;21764
7481;Bestelauto;Diesel;2009 2e kwartaal;75738;11964;63774
7482;Bestelauto;Diesel;2009 juli;25212;3670;21542
7483;Bestelauto;Diesel;2009 augustus;21061;2978;18083
7484;Bestelauto;Diesel;2009 september;25482;3992;21490
7485;Bestelauto;Diesel;2009 3e kwartaal;71755;10640;61115
7486;Bestelauto;Diesel;2009 oktober;26734;3774;22960
7487;Bestelauto;Diesel;2009 november;25313;3328;21985
7488;Bestelauto;Diesel;2009 december;21372;1171;20201
7489;Bestelauto;Diesel;2009 4e kwartaal;73419;8273;65146
7490;Bestelauto;Diesel;2009;308348;49991;258357
7491;Bestelauto;Diesel;2010 januari;26610;5817;20793
7492;Bestelauto;Diesel;2010 februari;25522;3949;21573
7493;Bestelauto;Diesel;2010 maart;30185;5018;25167
7494;Bestelauto;Diesel;2010 1e kwartaal;82317;14784;67533
7495;Bestelauto;Diesel;2010 april;26436;3930;22506
7496;Bestelauto;Diesel;2010 mei;24017;3428;20589
7497;Bestelauto;Diesel;2010 juni;27138;4720;22418
7498;Bestelauto;Diesel;2010 2e kwartaal;77591;12078;65513
7499;Bestelauto;Diesel;2010 juli;24206;3739;20467
7500;Bestelauto;Diesel;2010 augustus;22813;3469;19344
7501;Bestelauto;Diesel;2010 september;27191;4220;22971
7502;Bestelauto;Diesel;2010 3e kwartaal;74210;11428;62782
7503;Bestelauto;Diesel;2010 oktober;27397;4065;23332
7504;Bestelauto;Diesel;2010 november;26609;4531;22078
7505;Bestelauto;Diesel;2010 december;22851;1417;21434
7506;Bestelauto;Diesel;2010 4e kwartaal;76857;10013;66844
7507;Bestelauto;Diesel;2010;310975;48303;262672
7508;Bestelauto;Diesel;2011 januari;30256;7607;22649
7509;Bestelauto;Diesel;2011 februari;28353;4929;23424
7510;Bestelauto;Diesel;2011 maart;30504;5949;24555
7511;Bestelauto;Diesel;2011 1e kwartaal;89113;18485;70628
7512;Bestelauto;Diesel;2011 april;26670;4651;22019
7513;Bestelauto;Diesel;2011 mei;27111;4887;22224
7514;Bestelauto;Diesel;2011 juni;25617;4805;20812
7515;Bestelauto;Diesel;2011 2e kwartaal;79398;14343;65055
7516;Bestelauto;Diesel;2011 juli;24836;4014;20822
7517;Bestelauto;Diesel;2011 augustus;23380;3984;19396
7518;Bestelauto;Diesel;2011 september;25772;4476;21296
7519;Bestelauto;Diesel;2011 3e kwartaal;73988;12474;61514
7520;Bestelauto;Diesel;2011 oktober;25564;4925;20639
7521;Bestelauto;Diesel;2011 november;26830;5262;21568
7522;Bestelauto;Diesel;2011 december;22471;1707;20764
7523;Bestelauto;Diesel;2011 4e kwartaal;74865;11894;62971
7524;Bestelauto;Diesel;2011;317364;57196;260168
7525;Bestelauto;Diesel;2012 januari;30713;8204;22509
7526;Bestelauto;Diesel;2012 februari;26804;5107;21697
7527;Bestelauto;Diesel;2012 maart;29855;5892;23963
7528;Bestelauto;Diesel;2012 1e kwartaal;87372;19203;68169
7529;Bestelauto;Diesel;2012 april;24723;4079;20644
7530;Bestelauto;Diesel;2012 mei;25504;4428;21076
7531;Bestelauto;Diesel;2012 juni;27364;5103;22261
7532;Bestelauto;Diesel;2012 2e kwartaal;77591;13610;63981
7533;Bestelauto;Diesel;2012 juli;28449;4143;24306
7534;Bestelauto;Diesel;2012 augustus;24231;4417;19814
7535;Bestelauto;Diesel;2012 september;23528;3719;19809
7536;Bestelauto;Diesel;2012 3e kwartaal;76208;12279;63929
7537;Bestelauto;Diesel;2012 oktober;26070;4257;21813
7538;Bestelauto;Diesel;2012 november;24898;3955;20943
7539;Bestelauto;Diesel;2012 december;19015;1405;17610
7540;Bestelauto;Diesel;2012 4e kwartaal;69983;9617;60366
7541;Bestelauto;Diesel;2012;311154;54709;256445
7542;Bestelauto;Diesel;2013 januari;28690;6632;22058
7543;Bestelauto;Diesel;2013 februari;25983;4041;21942
7544;Bestelauto;Diesel;2013 maart;27512;4953;22559
7545;Bestelauto;Diesel;2013 1e kwartaal;82185;15626;66559
7546;Bestelauto;Diesel;2013 april;24669;4182;20487
7547;Bestelauto;Diesel;2013 mei;24785;3922;20863
7548;Bestelauto;Diesel;2013 juni;25069;4066;21003
7549;Bestelauto;Diesel;2013 2e kwartaal;74523;12170;62353
7550;Bestelauto;Diesel;2013 juli;24330;3853;20477
7551;Bestelauto;Diesel;2013 augustus;21934;3325;18609
7552;Bestelauto;Diesel;2013 september;23455;3604;19851
7553;Bestelauto;Diesel;2013 3e kwartaal;69719;10782;58937
7554;Bestelauto;Diesel;2013 oktober;25584;4034;21550
7555;Bestelauto;Diesel;2013 november;24674;4077;20597
7556;Bestelauto;Diesel;2013 december;22924;2525;20399
7557;Bestelauto;Diesel;2013 4e kwartaal;73182;10636;62546
7558;Bestelauto;Diesel;2013;299609;49214;250395
7559;Bestelauto;Diesel;2014 januari;28726;6052;22674
7560;Bestelauto;Diesel;2014 februari;25370;4302;21068
7561;Bestelauto;Diesel;2014 maart;26288;4843;21445
7562;Bestelauto;Diesel;2014 1e kwartaal;80384;15197;65187
7563;Bestelauto;Diesel;2014 april;25078;4089;20989
7564;Bestelauto;Diesel;2014 mei;24906;4217;20689
7565;Bestelauto;Diesel;2014 juni;23629;4537;19092
7566;Bestelauto;Diesel;2014 2e kwartaal;73613;12843;60770
7567;Bestelauto;Diesel;2014 juli;25166;3839;21327
7568;Bestelauto;Diesel;2014 augustus;20365;3244;17121
7569;Bestelauto;Diesel;2014 september;24310;4034;20276
7570;Bestelauto;Diesel;2014 3e kwartaal;69841;11117;58724
7571;Bestelauto;Diesel;2014 oktober;25253;3863;21390
7572;Bestelauto;Diesel;2014 november;22995;4109;18886
7573;Bestelauto;Diesel;2014 december;21386;2366;19020
7574;Bestelauto;Diesel;2014 4e kwartaal;69634;10338;59296
7575;Bestelauto;Diesel;2014;293472;49495;243977
7576;Bestelauto;Diesel;2015 januari;27313;6224;21089
7577;Bestelauto;Diesel;2015 februari;23983;4426;19557
7578;Bestelauto;Diesel;2015 maart;27777;5644;22133
7579;Bestelauto;Diesel;2015 1e kwartaal;79073;16294;62779
7580;Bestelauto;Diesel;2015 april;24973;4509;20464
7581;Bestelauto;Diesel;2015 mei;23841;4679;19162
7582;Bestelauto;Diesel;2015 juni;27284;5743;21541
7583;Bestelauto;Diesel;2015 2e kwartaal;76098;14931;61167
7584;Bestelauto;Diesel;2015 juli;24801;4201;20600
7585;Bestelauto;Diesel;2015 augustus;20708;3587;17121
7586;Bestelauto;Diesel;2015 september;25403;4654;20749
7587;Bestelauto;Diesel;2015 3e kwartaal;70912;12442;58470
7588;Bestelauto;Diesel;2015 oktober;25420;4386;21034
7589;Bestelauto;Diesel;2015 november;24901;4635;20266
7590;Bestelauto;Diesel;2015 december;24324;3310;21014
7591;Bestelauto;Diesel;2015 4e kwartaal;74645;12331;62314
7592;Bestelauto;Diesel;2015;300728;55998;244730
7593;Bestelauto;Diesel;2016 januari;28098;7185;20913
7594;Bestelauto;Diesel;2016 februari;28416;6180;22236
7595;Bestelauto;Diesel;2016 maart;30261;7428;22833
7596;Bestelauto;Diesel;2016 1e kwartaal;86775;20793;65982
7597;Bestelauto;Diesel;2016 april;28317;5807;22510
7598;Bestelauto;Diesel;2016 mei;26245;5520;20725
7599;Bestelauto;Diesel;2016 juni;30325;7318;23007
7600;Bestelauto;Diesel;2016 2e kwartaal;84887;18645;66242
7601;Bestelauto;Diesel;2016 juli;25957;4915;21042
7602;Bestelauto;Diesel;2016 augustus;22774;4484;18290
7603;Bestelauto;Diesel;2016 september;27058;5092;21966
7604;Bestelauto;Diesel;2016 3e kwartaal;75789;14491;61298
7605;Bestelauto;Diesel;2016 oktober;27760;5291;22469
7606;Bestelauto;Diesel;2016 november;28305;5720;22585
7607;Bestelauto;Diesel;2016 december;25728;3386;22342
7608;Bestelauto;Diesel;2016 4e kwartaal;81793;14397;67396
7609;Bestelauto;Diesel;2016;329244;68326;260918
7610;Bestelauto;Diesel;2017 januari;32286;8214;24072
7611;Bestelauto;Diesel;2017 februari;28637;5761;22876
7612;Bestelauto;Diesel;2017 maart;33345;7871;25474
7613;Bestelauto;Diesel;2017 1e kwartaal;94268;21846;72422
7614;Bestelauto;Diesel;2017 april;25641;4851;20790
7615;Bestelauto;Diesel;2017 mei;28452;6003;22449
7616;Bestelauto;Diesel;2017 juni;29388;7185;22203
7617;Bestelauto;Diesel;2017 2e kwartaal;83481;18039;65442
7618;Bestelauto;Diesel;2017 juli;27064;5069;21995
7619;Bestelauto;Diesel;2017 augustus;24969;4937;20032
7620;Bestelauto;Diesel;2017 september;28032;5747;22285
7621;Bestelauto;Diesel;2017 3e kwartaal;80065;15753;64312
7622;Bestelauto;Diesel;2017 oktober;28302;5661;22641
7623;Bestelauto;Diesel;2017 november;29286;6013;23273
7624;Bestelauto;Diesel;2017 december;23657;3325;20332
7625;Bestelauto;Diesel;2017 4e kwartaal;81245;14999;66246
7626;Bestelauto;Diesel;2017;339059;70637;268422
7627;Bestelauto;Diesel;2018 januari;33003;8698;24305
7628;Bestelauto;Diesel;2018 februari;28420;6216;22204
7629;Bestelauto;Diesel;2018 maart;32432;7516;24916
7630;Bestelauto;Diesel;2018 1e kwartaal;93855;22430;71425
7631;Bestelauto;Diesel;2018 april;27170;5928;21242
7632;Bestelauto;Diesel;2018 mei;28718;6459;22259
7633;Bestelauto;Diesel;2018 juni;30318;7480;22838
7634;Bestelauto;Diesel;2018 2e kwartaal;86206;19867;66339
7635;Bestelauto;Diesel;2018 juli;29014;5513;23501
7636;Bestelauto;Diesel;2018 augustus;25341;5292;20049
7637;Bestelauto;Diesel;2018 september;27128;5680;21448
7638;Bestelauto;Diesel;2018 3e kwartaal;81483;16485;64998
7639;Bestelauto;Diesel;2018 oktober;30998;6636;24362
7640;Bestelauto;Diesel;2018 november;30015;6774;23241
7641;Bestelauto;Diesel;2018 december;23912;3639;20273
7642;Bestelauto;Diesel;2018 4e kwartaal;84925;17049;67876
7643;Bestelauto;Diesel;2018;346469;75831;270638
7644;Bestelauto;Diesel;2019 januari;33689;8830;24859
7645;Bestelauto;Diesel;2019 februari;29688;6211;23477
7646;Bestelauto;Diesel;2019 maart;30770;7298;23472
7647;Bestelauto;Diesel;2019 1e kwartaal;94147;22339;71808
7648;Bestelauto;Diesel;2019 april;28412;5940;22472
7649;Bestelauto;Diesel;2019 mei;30680;6482;24198
7650;Bestelauto;Diesel;2019 juni;27709;7306;20403
7651;Bestelauto;Diesel;2019 2e kwartaal;86801;19728;67073
7652;Bestelauto;Diesel;2019 juli;28751;5370;23381
7653;Bestelauto;Diesel;2019 augustus;25391;5597;19794
7654;Bestelauto;Diesel;2019 september;26682;4917;21765
7655;Bestelauto;Diesel;2019 3e kwartaal;80824;15884;64940
7656;Bestelauto;Diesel;2019 oktober;29665;5017;24648
7657;Bestelauto;Diesel;2019 november;31256;5633;25623
7658;Bestelauto;Diesel;2019 december;25492;3619;21873
7659;Bestelauto;Diesel;2019 4e kwartaal;86413;14269;72144
7660;Bestelauto;Diesel;2019;348185;72220;275965
7661;Bestelauto;Diesel;2020 januari;31929;6816;25113
7662;Bestelauto;Diesel;2020 februari;28698;5243;23455
7663;Bestelauto;Diesel;2020 maart;28282;5960;22322
7664;Bestelauto;Diesel;2020 1e kwartaal;88909;18019;70890
7665;Bestelauto;Diesel;2020 april;23184;3712;19472
7666;Bestelauto;Diesel;2020 mei;27134;3157;23977
7667;Bestelauto;Diesel;2020 juni;28035;3905;24130
7668;Bestelauto;Diesel;2020 2e kwartaal;78353;10774;67579
7669;Bestelauto;Diesel;2020 juli;29269;4863;24406
7670;Bestelauto;Diesel;2020 augustus;23993;4612;19381
7671;Bestelauto;Diesel;2020 september;28369;4957;23412
7672;Bestelauto;Diesel;2020 3e kwartaal;81631;14432;67199
7673;Bestelauto;Diesel;2020 oktober;29692;4960;24732
7674;Bestelauto;Diesel;2020 november;28197;5145;23052
7675;Bestelauto;Diesel;2020 december;28362;3059;25303
7676;Bestelauto;Diesel;2020 4e kwartaal;86251;13164;73087
7677;Bestelauto;Diesel;2020;335144;56389;278755
7678;Bestelauto;Diesel;2021 januari;29976;6677;23299
7679;Bestelauto;Diesel;2021 februari;29030;5674;23356
7680;Bestelauto;Diesel;2021 maart;33944;7030;26914
7681;Bestelauto;Diesel;2021 1e kwartaal;92950;19381;73569
7682;Bestelauto;Diesel;2021 april;29762;6113;23649
7683;Bestelauto;Diesel;2021 mei;27795;5670;22125
7684;Bestelauto;Diesel;2021 juni;28288;5542;22746
7685;Bestelauto;Diesel;2021 2e kwartaal;85845;17325;68520
7686;Bestelauto;Diesel;2021 juli;26599;4333;22266
7687;Bestelauto;Diesel;2021 augustus;22436;3608;18828
7688;Bestelauto;Diesel;2021 september;25704;4280;21424
7689;Bestelauto;Diesel;2021 3e kwartaal;74739;12221;62518
7690;Bestelauto;Diesel;2021 oktober;26786;4947;21839
7691;Bestelauto;Diesel;2021 november;27469;5103;22366
7692;Bestelauto;Diesel;2021 december;26418;3662;22756
7693;Bestelauto;Diesel;2021 4e kwartaal;80673;13712;66961
7694;Bestelauto;Diesel;2021;334207;62639;271568
7695;Bestelauto;Diesel;2022 januari;28030;4944;23086
7696;Bestelauto;Diesel;2022 februari;25959;4377;21582
7697;Bestelauto;Diesel;2022 maart;28154;5028;23126
7698;Bestelauto;Diesel;2022 1e kwartaal;82143;14349;67794
7699;Bestelauto;Diesel;2022 april;24929;4127;20802
7700;Bestelauto;Diesel;2022 mei;24540;4543;19997
7701;Bestelauto;Diesel;2022 juni;26107;5397;20710
7702;Bestelauto;Diesel;2022 2e kwartaal;75576;14067;61509
7703;Bestelauto;Diesel;2022 juli;23975;3621;20354
7704;Bestelauto;Diesel;2022 augustus;21076;3295;17781
7705;Bestelauto;Diesel;2022 september;25030;4217;20813
7706;Bestelauto;Diesel;2022 3e kwartaal;70081;11133;58948
7707;Bestelauto;Diesel;2022 oktober;24675;3747;20928
7708;Bestelauto;Diesel;2022 november;25898;4608;21290
7709;Bestelauto;Diesel;2022 december;25915;4274;21641
7710;Bestelauto;Diesel;2022 4e kwartaal;76488;12629;63859
7711;Bestelauto;Diesel;2022;304288;52178;252110
7712;Bestelauto;Diesel;2023 januari;29361;5373;23988
7713;Bestelauto;Diesel;2023 februari;26720;5005;21715
7714;Bestelauto;Diesel;2023 maart;31435;5875;25560
7715;Bestelauto;Diesel;2023 1e kwartaal;87516;16253;71263
7716;Bestelauto;Diesel;2023 april;25006;4140;20866
7717;Bestelauto;Diesel;2023 mei;26580;4672;21908
7718;Bestelauto;Diesel;2023 juni;29544;6601;22943
7719;Bestelauto;Diesel;2023 2e kwartaal;81130;15413;65717
7720;Bestelauto;Diesel;2023 juli;26029;4040;21989
7721;Bestelauto;Diesel;2023 augustus;23772;4084;19688
7722;Bestelauto;Diesel;2023 september;26070;4493;21577
7723;Bestelauto;Diesel;2023 3e kwartaal;75871;12617;63254
7724;Bestelauto;Diesel;2023 oktober;28813;4332;24481
7725;Bestelauto;Diesel;2023 november;28772;4287;24485
7726;Bestelauto;Diesel;2023 december;25981;3509;22472
7727;Bestelauto;Diesel;2023 4e kwartaal;83566;12128;71438
7728;Bestelauto;Diesel;2023;328083;56411;271672
7729;Bestelauto;Diesel;2024 januari;30372;5461;24911
7730;Bestelauto;Diesel;2024 februari;29277;5683;23594
7731;Bestelauto;Diesel;2024 maart;32966;7144;25822
7732;Bestelauto;Diesel;2024 1e kwartaal;92615;18288;74327
7733;Bestelauto;Diesel;2024 april;30867;6506;24361
7734;Bestelauto;Diesel;2024 mei;29987;6656;23331
7735;Bestelauto;Diesel;2024 juni;30456;7428;23028
7736;Bestelauto;Diesel;2024 2e kwartaal;91310;20590;70720
7737;Bestelauto;Diesel;2024 juli;31460;6673;24787
7738;Bestelauto;Diesel;2024 augustus;27708;6453;21255
7739;Bestelauto;Diesel;2024 september;32727;8322;24405
7740;Bestelauto;Diesel;2024 3e kwartaal;91895;21448;70447
7741;Bestelauto;Diesel;2024 oktober;38198;10082;28116
7742;Bestelauto;Diesel;2024 november;41212;12933;28279
7743;Bestelauto;Diesel;2024 december;60535;29867;30668
7744;Bestelauto;Diesel;2024 4e kwartaal;139945;52882;87063
7745;Bestelauto;Diesel;2024;415765;113208;302557
7746;Bestelauto;Diesel;2025 januari;30345;583;29762
7747;Bestelauto;Diesel;2025 februari;26144;422;25722
7748;Bestelauto;Diesel;2025 maart;26439;236;26203
7749;Bestelauto;Diesel;2025 1e kwartaal;82928;1241;81687
7750;Bestelauto;Lpg;2007 januari;714;15;699
7751;Bestelauto;Lpg;2007 februari;693;12;681
7752;Bestelauto;Lpg;2007 maart;784;18;766
7753;Bestelauto;Lpg;2007 1e kwartaal;2191;45;2146
7754;Bestelauto;Lpg;2007 april;636;25;611
7755;Bestelauto;Lpg;2007 mei;713;12;701
7756;Bestelauto;Lpg;2007 juni;709;27;682
7757;Bestelauto;Lpg;2007 2e kwartaal;2058;64;1994
7758;Bestelauto;Lpg;2007 juli;657;30;627
7759;Bestelauto;Lpg;2007 augustus;606;19;587
7760;Bestelauto;Lpg;2007 september;639;24;615
7761;Bestelauto;Lpg;2007 3e kwartaal;1902;73;1829
7762;Bestelauto;Lpg;2007 oktober;680;15;665
7763;Bestelauto;Lpg;2007 november;675;18;657
7764;Bestelauto;Lpg;2007 december;541;9;532
7765;Bestelauto;Lpg;2007 4e kwartaal;1896;42;1854
7766;Bestelauto;Lpg;2007;8047;224;7823
7767;Bestelauto;Lpg;2008 januari;712;52;660
7768;Bestelauto;Lpg;2008 februari;669;35;634
7769;Bestelauto;Lpg;2008 maart;678;33;645
7770;Bestelauto;Lpg;2008 1e kwartaal;2059;120;1939
7771;Bestelauto;Lpg;2008 april;655;33;622
7772;Bestelauto;Lpg;2008 mei;705;26;679
7773;Bestelauto;Lpg;2008 juni;696;31;665
7774;Bestelauto;Lpg;2008 2e kwartaal;2056;90;1966
7775;Bestelauto;Lpg;2008 juli;647;46;601
7776;Bestelauto;Lpg;2008 augustus;589;26;563
7777;Bestelauto;Lpg;2008 september;602;36;566
7778;Bestelauto;Lpg;2008 3e kwartaal;1838;108;1730
7779;Bestelauto;Lpg;2008 oktober;655;42;613
7780;Bestelauto;Lpg;2008 november;518;30;488
7781;Bestelauto;Lpg;2008 december;533;13;520
7782;Bestelauto;Lpg;2008 4e kwartaal;1706;85;1621
7783;Bestelauto;Lpg;2008;7659;403;7256
7784;Bestelauto;Lpg;2009 januari;569;59;510
7785;Bestelauto;Lpg;2009 februari;509;22;487
7786;Bestelauto;Lpg;2009 maart;583;35;548
7787;Bestelauto;Lpg;2009 1e kwartaal;1661;116;1545
7788;Bestelauto;Lpg;2009 april;572;39;533
7789;Bestelauto;Lpg;2009 mei;600;33;567
7790;Bestelauto;Lpg;2009 juni;606;36;570
7791;Bestelauto;Lpg;2009 2e kwartaal;1778;108;1670
7792;Bestelauto;Lpg;2009 juli;585;34;551
7793;Bestelauto;Lpg;2009 augustus;511;25;486
7794;Bestelauto;Lpg;2009 september;575;33;542
7795;Bestelauto;Lpg;2009 3e kwartaal;1671;92;1579
7796;Bestelauto;Lpg;2009 oktober;630;34;596
7797;Bestelauto;Lpg;2009 november;535;27;508
7798;Bestelauto;Lpg;2009 december;515;26;489
7799;Bestelauto;Lpg;2009 4e kwartaal;1680;87;1593
7800;Bestelauto;Lpg;2009;6790;403;6387
7801;Bestelauto;Lpg;2010 januari;609;60;549
7802;Bestelauto;Lpg;2010 februari;565;44;521
7803;Bestelauto;Lpg;2010 maart;667;37;630
7804;Bestelauto;Lpg;2010 1e kwartaal;1841;141;1700
7805;Bestelauto;Lpg;2010 april;595;26;569
7806;Bestelauto;Lpg;2010 mei;555;25;530
7807;Bestelauto;Lpg;2010 juni;589;12;577
7808;Bestelauto;Lpg;2010 2e kwartaal;1739;63;1676
7809;Bestelauto;Lpg;2010 juli;555;38;517
7810;Bestelauto;Lpg;2010 augustus;533;26;507
7811;Bestelauto;Lpg;2010 september;624;35;589
7812;Bestelauto;Lpg;2010 3e kwartaal;1712;99;1613
7813;Bestelauto;Lpg;2010 oktober;596;24;572
7814;Bestelauto;Lpg;2010 november;575;33;542
7815;Bestelauto;Lpg;2010 december;514;14;500
7816;Bestelauto;Lpg;2010 4e kwartaal;1685;71;1614
7817;Bestelauto;Lpg;2010;6977;374;6603
7818;Bestelauto;Lpg;2011 januari;625;64;561
7819;Bestelauto;Lpg;2011 februari;556;41;515
7820;Bestelauto;Lpg;2011 maart;657;33;624
7821;Bestelauto;Lpg;2011 1e kwartaal;1838;138;1700
7822;Bestelauto;Lpg;2011 april;577;35;542
7823;Bestelauto;Lpg;2011 mei;563;31;532
