ID;Geslacht;Leeftijd;AOWetten;Perioden;TotaalInstroom_1;Werknemers_2;Overheidspersoneel_3;Zelfstandigen_4;Jonggehandicapten_5;OverigeInstromers_6;TotaalUitstroom_7;RedenHerstel_8;Bereiken65JarigeLeeftijd_9;OverigeUitstromers_10
6281;Vrouwen;Jonger dan 25 jaar;WAZ;2013 maart;0;0;0;0;0;0;0;0;0;0
6282;Vrouwen;Jonger dan 25 jaar;WAZ;2013 april;0;0;0;0;0;0;0;0;0;0
6283;Vrouwen;Jonger dan 25 jaar;WAZ;2013 mei;0;0;0;0;0;0;0;0;0;0
6284;Vrouwen;Jonger dan 25 jaar;WAZ;2013 juni;0;0;0;0;0;0;0;0;0;0
6285;Vrouwen;Jonger dan 25 jaar;WAZ;2013 juli;0;0;0;0;0;0;0;0;0;0
6286;Vrouwen;Jonger dan 25 jaar;WAZ;2013 augustus;0;0;0;0;0;0;0;0;0;0
6287;Vrouwen;Jonger dan 25 jaar;WAZ;2013 september;0;0;0;0;0;0;0;0;0;0
6288;Vrouwen;Jonger dan 25 jaar;WAZ;2013 oktober;0;0;0;0;0;0;0;0;0;0
6289;Vrouwen;Jonger dan 25 jaar;WAZ;2013 november;0;0;0;0;0;0;0;0;0;0
6290;Vrouwen;Jonger dan 25 jaar;WAZ;2013 december;0;0;0;0;0;0;0;0;0;0
6291;Vrouwen;Jonger dan 25 jaar;WAZ;2013;0;0;0;0;0;0;0;0;0;0
6292;Vrouwen;Jonger dan 25 jaar;WAZ;2014 januari;0;0;0;0;0;0;0;0;0;0
6293;Vrouwen;Jonger dan 25 jaar;WAZ;2014 februari;0;0;0;0;0;0;0;0;0;0
6294;Vrouwen;Jonger dan 25 jaar;WAZ;2014 maart;0;0;0;0;0;0;0;0;0;0
6295;Vrouwen;Jonger dan 25 jaar;WAZ;2014 april;0;0;0;0;0;0;0;0;0;0
6296;Vrouwen;Jonger dan 25 jaar;WAZ;2014 mei;0;0;0;0;0;0;0;0;0;0
6297;Vrouwen;Jonger dan 25 jaar;WAZ;2014 juni;0;0;0;0;0;0;0;0;0;0
6298;Vrouwen;Jonger dan 25 jaar;WAZ;2014 juli;0;0;0;0;0;0;0;0;0;0
6299;Vrouwen;Jonger dan 25 jaar;WAZ;2014 augustus;0;0;0;0;0;0;0;0;0;0
6300;Vrouwen;Jonger dan 25 jaar;WAZ;2014 september;0;0;0;0;0;0;0;0;0;0
6301;Vrouwen;Jonger dan 25 jaar;WAZ;2014 oktober;0;0;0;0;0;0;0;0;0;0
6302;Vrouwen;Jonger dan 25 jaar;WAZ;2014 november;0;0;0;0;0;0;0;0;0;0
6303;Vrouwen;Jonger dan 25 jaar;WAZ;2014 december;0;0;0;0;0;0;0;0;0;0
6304;Vrouwen;Jonger dan 25 jaar;WAZ;2014;10;0;0;0;0;10;0;0;0;0
6305;Vrouwen;Jonger dan 25 jaar;WAZ;2015 januari;0;0;0;0;0;0;0;0;0;0
6306;Vrouwen;Jonger dan 25 jaar;WAZ;2015 februari;0;0;0;0;0;0;0;0;0;0
6307;Vrouwen;Jonger dan 25 jaar;WAZ;2015 maart;0;0;0;0;0;0;0;0;0;0
6308;Vrouwen;Jonger dan 25 jaar;WAZ;2015 april;0;0;0;0;0;0;0;0;0;0
6309;Vrouwen;Jonger dan 25 jaar;WAZ;2015 mei;0;0;0;0;0;0;0;0;0;0
6310;Vrouwen;Jonger dan 25 jaar;WAZ;2015 juni;0;0;0;0;0;0;0;0;0;0
6311;Vrouwen;Jonger dan 25 jaar;WAZ;2015 juli;0;0;0;0;0;0;0;0;0;0
6312;Vrouwen;Jonger dan 25 jaar;WAZ;2015 augustus;0;0;0;0;0;0;0;0;0;0
6313;Vrouwen;Jonger dan 25 jaar;WAZ;2015 september;0;0;0;0;0;0;0;0;0;0
6314;Vrouwen;Jonger dan 25 jaar;WAZ;2015 oktober;0;0;0;0;0;0;0;0;0;0
6315;Vrouwen;Jonger dan 25 jaar;WAZ;2015 november;0;0;0;0;0;0;0;0;0;0
6316;Vrouwen;Jonger dan 25 jaar;WAZ;2015 december;0;0;0;0;0;0;0;0;0;0
6317;Vrouwen;Jonger dan 25 jaar;WAZ;2015;10;0;0;0;0;10;0;0;0;0
6318;Vrouwen;Jonger dan 25 jaar;Wajong;2010 januari;620;0;0;0;560;60;30;10;0;20
6319;Vrouwen;Jonger dan 25 jaar;Wajong;2010 februari;440;0;0;0;390;40;20;10;0;10
6320;Vrouwen;Jonger dan 25 jaar;Wajong;2010 maart;330;0;0;0;300;40;20;10;0;10
6321;Vrouwen;Jonger dan 25 jaar;Wajong;2010 april;450;0;0;0;230;210;40;10;0;30
6322;Vrouwen;Jonger dan 25 jaar;Wajong;2010 mei;460;0;0;0;150;310;20;10;0;10
6323;Vrouwen;Jonger dan 25 jaar;Wajong;2010 juni;530;0;0;0;130;400;20;10;0;10
6324;Vrouwen;Jonger dan 25 jaar;Wajong;2010 juli;560;0;0;0;90;470;20;0;0;10
6325;Vrouwen;Jonger dan 25 jaar;Wajong;2010 augustus;300;0;0;0;80;230;30;10;0;20
6326;Vrouwen;Jonger dan 25 jaar;Wajong;2010 september;350;0;0;0;60;300;10;0;0;10
6327;Vrouwen;Jonger dan 25 jaar;Wajong;2010 oktober;580;0;0;0;530;60;20;10;0;10
6328;Vrouwen;Jonger dan 25 jaar;Wajong;2010 november;600;0;0;0;540;60;20;10;0;10
6329;Vrouwen;Jonger dan 25 jaar;Wajong;2010 december;620;0;0;0;570;60;20;10;0;10
6330;Vrouwen;Jonger dan 25 jaar;Wajong;2010;5950;0;0;0;3660;2280;270;80;0;190
6331;Vrouwen;Jonger dan 25 jaar;Wajong;2011 januari;510;0;0;0;460;50;20;0;0;20
6332;Vrouwen;Jonger dan 25 jaar;Wajong;2011 februari;500;0;0;0;450;50;20;10;0;20
6333;Vrouwen;Jonger dan 25 jaar;Wajong;2011 maart;470;0;0;0;430;30;20;10;0;20
6334;Vrouwen;Jonger dan 25 jaar;Wajong;2011 april;460;0;0;0;420;40;20;0;0;20
6335;Vrouwen;Jonger dan 25 jaar;Wajong;2011 mei;470;0;0;0;410;60;30;10;0;20
6336;Vrouwen;Jonger dan 25 jaar;Wajong;2011 juni;480;0;0;0;460;30;30;10;0;20
6337;Vrouwen;Jonger dan 25 jaar;Wajong;2011 juli;530;0;0;0;480;50;30;0;0;20
6338;Vrouwen;Jonger dan 25 jaar;Wajong;2011 augustus;460;0;0;0;430;40;20;10;0;10
6339;Vrouwen;Jonger dan 25 jaar;Wajong;2011 september;420;0;0;0;400;20;20;0;0;20
6340;Vrouwen;Jonger dan 25 jaar;Wajong;2011 oktober;450;0;0;0;410;40;20;0;0;20
6341;Vrouwen;Jonger dan 25 jaar;Wajong;2011 november;380;0;0;0;340;40;30;10;0;20
6342;Vrouwen;Jonger dan 25 jaar;Wajong;2011 december;460;0;0;0;420;40;20;10;0;10
6343;Vrouwen;Jonger dan 25 jaar;Wajong;2011;5570;0;0;0;5090;480;280;60;0;220
6344;Vrouwen;Jonger dan 25 jaar;Wajong;2012 januari;480;0;0;0;440;40;30;0;0;20
6345;Vrouwen;Jonger dan 25 jaar;Wajong;2012 februari;430;0;0;0;400;30;20;10;0;20
6346;Vrouwen;Jonger dan 25 jaar;Wajong;2012 maart;420;0;0;0;400;20;20;0;0;20
6347;Vrouwen;Jonger dan 25 jaar;Wajong;2012 april;520;0;0;0;470;50;20;0;0;20
6348;Vrouwen;Jonger dan 25 jaar;Wajong;2012 mei;440;0;0;0;420;20;30;10;0;20
6349;Vrouwen;Jonger dan 25 jaar;Wajong;2012 juni*;70;0;0;0;70;10;10;0;0;10
6350;Vrouwen;Jonger dan 25 jaar;Wajong;2012 juli;470;0;0;0;460;20;30;0;0;30
6351;Vrouwen;Jonger dan 25 jaar;Wajong;2012 augustus;460;0;0;0;430;30;20;0;0;10
6352;Vrouwen;Jonger dan 25 jaar;Wajong;2012 september;430;0;0;0;400;30;30;10;0;20
6353;Vrouwen;Jonger dan 25 jaar;Wajong;2012 oktober;490;0;0;0;460;30;30;0;0;20
6354;Vrouwen;Jonger dan 25 jaar;Wajong;2012 november;450;0;0;0;420;30;20;0;0;20
6355;Vrouwen;Jonger dan 25 jaar;Wajong;2012 december;400;0;0;0;370;30;30;10;0;20
6356;Vrouwen;Jonger dan 25 jaar;Wajong;2012;5070;0;0;0;4750;320;270;50;0;220
6357;Vrouwen;Jonger dan 25 jaar;Wajong;2013 januari;530;0;0;0;490;40;30;10;0;20
6358;Vrouwen;Jonger dan 25 jaar;Wajong;2013 februari;420;0;0;0;380;30;20;10;0;10
6359;Vrouwen;Jonger dan 25 jaar;Wajong;2013 maart;470;0;0;0;440;30;30;10;0;30
6360;Vrouwen;Jonger dan 25 jaar;Wajong;2013 april;450;0;0;0;410;40;30;0;0;20
6361;Vrouwen;Jonger dan 25 jaar;Wajong;2013 mei;500;0;0;0;480;30;20;0;0;20
6362;Vrouwen;Jonger dan 25 jaar;Wajong;2013 juni;440;0;0;0;400;30;30;0;0;30
6363;Vrouwen;Jonger dan 25 jaar;Wajong;2013 juli;520;0;0;0;500;30;40;10;0;30
6364;Vrouwen;Jonger dan 25 jaar;Wajong;2013 augustus;460;0;0;0;420;30;20;0;0;20
6365;Vrouwen;Jonger dan 25 jaar;Wajong;2013 september;480;0;0;0;450;30;30;10;0;20
6366;Vrouwen;Jonger dan 25 jaar;Wajong;2013 oktober;560;0;0;0;530;40;30;10;0;30
6367;Vrouwen;Jonger dan 25 jaar;Wajong;2013 november;480;0;0;0;440;40;30;10;0;20
6368;Vrouwen;Jonger dan 25 jaar;Wajong;2013 december;440;0;0;0;410;30;20;10;0;20
6369;Vrouwen;Jonger dan 25 jaar;Wajong;2013;5760;0;0;0;5350;400;330;60;0;260
6370;Vrouwen;Jonger dan 25 jaar;Wajong;2014 januari;500;0;0;0;470;30;30;10;0;20
6371;Vrouwen;Jonger dan 25 jaar;Wajong;2014 februari;430;0;0;0;400;30;30;10;0;30
6372;Vrouwen;Jonger dan 25 jaar;Wajong;2014 maart;510;0;0;0;470;40;30;10;0;20
6373;Vrouwen;Jonger dan 25 jaar;Wajong;2014 april;450;0;0;0;420;30;30;0;0;30
6374;Vrouwen;Jonger dan 25 jaar;Wajong;2014 mei;500;0;0;0;460;40;20;0;0;20
6375;Vrouwen;Jonger dan 25 jaar;Wajong;2014 juni;490;0;0;0;450;40;20;0;0;20
6376;Vrouwen;Jonger dan 25 jaar;Wajong;2014 juli;520;0;0;0;490;30;40;0;0;30
6377;Vrouwen;Jonger dan 25 jaar;Wajong;2014 augustus;410;0;0;0;380;30;20;0;0;20
6378;Vrouwen;Jonger dan 25 jaar;Wajong;2014 september;470;0;0;0;430;40;20;0;0;20
6379;Vrouwen;Jonger dan 25 jaar;Wajong;2014 oktober;490;0;0;0;470;30;20;0;0;20
6380;Vrouwen;Jonger dan 25 jaar;Wajong;2014 november;450;0;0;0;420;30;30;10;0;20
6381;Vrouwen;Jonger dan 25 jaar;Wajong;2014 december;550;0;0;0;510;40;10;0;0;10
6382;Vrouwen;Jonger dan 25 jaar;Wajong;2014;5770;0;0;0;5370;400;300;50;0;250
6383;Vrouwen;Jonger dan 25 jaar;Wajong;2015 januari;230;0;0;0;220;10;40;10;0;30
6384;Vrouwen;Jonger dan 25 jaar;Wajong;2015 februari;80;0;0;0;80;10;20;0;0;20
6385;Vrouwen;Jonger dan 25 jaar;Wajong;2015 maart;30;0;0;0;30;0;50;10;0;50
6386;Vrouwen;Jonger dan 25 jaar;Wajong;2015 april;10;0;0;0;10;0;30;0;0;30
6387;Vrouwen;Jonger dan 25 jaar;Wajong;2015 mei;10;0;0;0;10;0;20;10;0;20
6388;Vrouwen;Jonger dan 25 jaar;Wajong;2015 juni;20;0;0;0;20;0;30;0;0;30
6389;Vrouwen;Jonger dan 25 jaar;Wajong;2015 juli;20;0;0;0;20;0;30;0;0;30
6390;Vrouwen;Jonger dan 25 jaar;Wajong;2015 augustus;10;0;0;0;10;0;20;0;0;20
6391;Vrouwen;Jonger dan 25 jaar;Wajong;2015 september;10;0;0;0;10;0;30;0;0;20
6392;Vrouwen;Jonger dan 25 jaar;Wajong;2015 oktober;20;0;0;0;20;0;30;0;0;30
6393;Vrouwen;Jonger dan 25 jaar;Wajong;2015 november;10;0;0;0;10;0;20;0;0;20
6394;Vrouwen;Jonger dan 25 jaar;Wajong;2015 december;10;0;0;0;10;0;20;0;0;10
6395;Vrouwen;Jonger dan 25 jaar;Wajong;2015;470;0;0;0;440;30;330;40;0;300
6396;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 januari;0;0;0;0;0;0;0;0;0;0
6397;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 februari;0;0;0;0;0;0;0;0;0;0
6398;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 maart;0;0;0;0;0;0;0;0;0;0
6399;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 april;0;0;0;0;0;0;0;0;0;0
6400;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 mei;0;0;0;0;0;0;0;0;0;0
6401;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 juni;0;0;0;0;0;0;0;0;0;0
6402;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 juli;0;0;0;0;0;0;0;0;0;0
6403;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 augustus;0;0;0;0;0;0;0;0;0;0
6404;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 september;0;0;0;0;0;0;0;0;0;0
6405;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 oktober;0;0;0;0;0;0;0;0;0;0
6406;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 november;0;0;0;0;0;0;0;0;0;0
6407;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 december;0;0;0;0;0;0;0;0;0;0
6408;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010;20;10;0;0;0;10;0;0;0;0
6409;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 januari;0;0;0;0;0;0;0;0;0;0
6410;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 februari;0;0;0;0;0;0;0;0;0;0
6411;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 maart;0;0;0;0;0;0;0;0;0;0
6412;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 april;0;0;0;0;0;0;0;0;0;0
6413;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 mei;0;0;0;0;0;0;0;0;0;0
6414;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 juni;0;0;0;0;0;0;0;0;0;0
6415;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 juli;0;0;0;0;0;0;0;0;0;0
6416;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 augustus;0;0;0;0;0;0;0;0;0;0
6417;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 september;0;0;0;0;0;0;0;0;0;0
6418;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 oktober;10;0;0;0;0;0;0;0;0;0
6419;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 november;0;0;0;0;0;0;0;0;0;0
6420;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 december;0;0;0;0;0;0;0;0;0;0
6421;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011;20;10;0;0;0;10;0;0;0;0
6422;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 januari;0;0;0;0;0;0;0;0;0;0
6423;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 februari;0;0;0;0;0;0;0;0;0;0
6424;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 maart;0;0;0;0;0;0;0;0;0;0
6425;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 april;0;0;0;0;0;0;0;0;0;0
6426;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 mei;0;0;0;0;0;0;0;0;0;0
6427;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 juni*;0;0;0;0;0;0;0;0;0;0
6428;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 juli;0;0;0;0;0;0;0;0;0;0
6429;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 augustus;0;0;0;0;0;0;0;0;0;0
6430;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 september;0;0;0;0;0;0;0;0;0;0
6431;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 oktober;0;0;0;0;0;0;0;0;0;0
6432;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 november;0;0;0;0;0;0;0;0;0;0
6433;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 december;0;0;0;0;0;0;0;0;0;0
6434;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012;20;10;0;0;0;10;0;0;0;0
6435;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 januari;0;0;0;0;0;0;0;0;0;0
6436;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 februari;0;0;0;0;0;0;0;0;0;0
6437;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 maart;0;0;0;0;0;0;0;0;0;0
6438;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 april;0;0;0;0;0;0;0;0;0;0
6439;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 mei;0;0;0;0;0;0;0;0;0;0
6440;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 juni;0;0;0;0;0;0;0;0;0;0
6441;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 juli;0;0;0;0;0;0;0;0;0;0
6442;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 augustus;0;0;0;0;0;0;0;0;0;0
6443;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 september;0;0;0;0;0;0;0;0;0;0
6444;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 oktober;0;0;0;0;0;0;0;0;0;0
6445;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 november;0;0;0;0;0;0;0;0;0;0
6446;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 december;0;0;0;0;0;0;0;0;0;0
6447;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013;20;10;0;0;0;10;0;0;0;0
6448;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 januari;0;0;0;0;0;0;0;0;0;0
6449;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 februari;0;0;0;0;0;0;0;0;0;0
6450;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 maart;0;0;0;0;0;0;0;0;0;0
6451;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 april;0;0;0;0;0;0;0;0;0;0
6452;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 mei;0;0;0;0;0;0;0;0;0;0
6453;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 juni;0;0;0;0;0;0;0;0;0;0
6454;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 juli;0;0;0;0;0;0;0;0;0;0
6455;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 augustus;0;0;0;0;0;0;0;0;0;0
6456;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 september;0;0;0;0;0;0;0;0;0;0
6457;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 oktober;0;0;0;0;0;0;0;0;0;0
6458;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 november;0;0;0;0;0;0;0;0;0;0
6459;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 december;0;0;0;0;0;0;0;0;0;0
6460;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014;30;20;0;0;0;10;0;0;0;0
6461;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 januari;0;0;0;0;0;0;0;0;0;0
6462;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 februari;0;0;0;0;0;0;0;0;0;0
6463;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 maart;0;0;0;0;0;0;0;0;0;0
6464;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 april;0;0;0;0;0;0;0;0;0;0
6465;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 mei;0;0;0;0;0;0;0;0;0;0
6466;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 juni;0;0;0;0;0;0;0;0;0;0
6467;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 juli;0;0;0;0;0;0;0;0;0;0
6468;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 augustus;0;0;0;0;0;0;0;0;0;0
6469;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 september;0;0;0;0;0;0;0;0;0;0
6470;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 oktober;0;0;0;0;0;0;0;0;0;0
6471;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 november;0;0;0;0;0;0;0;0;0;0
6472;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 december;0;0;0;0;0;0;0;0;0;0
6473;Vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015;20;10;0;0;0;10;0;0;0;0
6474;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 januari;50;20;0;0;0;30;10;10;0;0
6475;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 februari;40;10;0;0;0;30;10;10;0;0
6476;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 maart;40;10;0;0;0;30;10;10;0;0
6477;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 april;40;20;0;0;0;30;10;10;0;0
6478;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 mei;40;10;0;0;0;20;10;10;0;0
6479;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 juni;30;10;0;0;0;20;10;10;0;0
6480;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 juli;30;10;0;0;0;30;10;10;0;0
6481;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 augustus;20;10;0;0;0;20;10;10;0;0
6482;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 september;30;10;0;0;0;20;0;0;0;0
6483;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 oktober;40;20;0;0;0;30;10;10;0;0
6484;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 november;20;10;0;0;0;20;10;10;0;0
6485;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 december;20;10;0;0;0;10;10;10;0;0
6486;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010;520;180;0;0;0;340;130;110;0;20
6487;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 januari;40;10;0;0;0;30;10;10;0;0
6488;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 februari;40;20;0;0;0;30;10;10;0;0
6489;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 maart;30;0;0;0;0;20;0;0;0;0
6490;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 april;40;10;0;0;0;30;10;10;0;0
6491;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 mei;50;20;0;0;0;30;10;10;0;0
6492;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 juni;30;10;0;0;0;20;10;10;0;0
6493;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 juli;40;20;0;0;0;20;10;10;0;0
6494;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 augustus;50;20;0;0;0;30;10;10;0;0
6495;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 september;40;20;0;0;0;30;10;10;0;0
6496;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 oktober;40;20;0;0;0;20;10;10;0;0
6497;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 november;30;10;0;0;0;20;10;10;0;0
6498;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 december;30;10;0;0;0;30;10;10;0;0
6499;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011;450;150;0;0;0;310;80;70;0;10
6500;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 januari;50;20;0;0;0;30;10;10;0;0
6501;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 februari;50;30;0;0;0;20;10;10;0;0
6502;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 maart;40;20;0;0;0;20;10;10;0;0
6503;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 april;30;10;0;0;0;20;10;10;0;0
6504;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 mei;30;10;0;0;0;20;10;10;0;0
6505;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 juni*;0;0;0;0;0;0;0;0;0;0
6506;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 juli;30;10;0;0;0;20;10;0;0;0
6507;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 augustus;20;10;0;0;0;10;10;10;0;0
6508;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 september;30;10;0;0;0;20;10;10;0;0
6509;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 oktober;40;10;0;0;0;20;0;0;0;0
6510;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 november;30;10;0;0;0;20;0;0;0;0
6511;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 december;30;10;0;0;0;20;10;10;0;0
6512;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012;360;140;0;0;0;230;70;60;0;10
6513;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 januari;40;10;0;0;0;30;10;10;0;0
6514;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 februari;30;20;0;0;0;20;0;0;0;0
6515;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 maart;30;10;0;0;0;20;10;0;0;0
6516;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 april;30;10;0;0;0;30;0;0;0;0
6517;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 mei;30;10;0;0;0;10;10;10;0;0
6518;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 juni;40;10;0;0;0;30;0;0;0;0
6519;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 juli;50;20;0;0;0;30;0;0;0;0
6520;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 augustus;30;10;0;0;0;20;10;10;0;0
6521;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 september;40;20;0;0;0;20;10;10;0;0
6522;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 oktober;30;20;0;0;0;20;10;10;0;0
6523;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 november;30;10;0;0;0;20;10;10;0;0
