ID;Geslacht;Leeftijd;AOWetten;Perioden;TotaalInstroom_1;Werknemers_2;Overheidspersoneel_3;Zelfstandigen_4;Jonggehandicapten_5;OverigeInstromers_6;TotaalUitstroom_7;RedenHerstel_8;Bereiken65JarigeLeeftijd_9;OverigeUitstromers_10
6524;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 december;30;10;0;0;0;20;10;0;0;0
6525;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013;400;150;0;0;0;250;70;60;0;10
6526;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 januari;30;10;0;0;0;20;10;0;0;0
6527;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 februari;30;10;0;0;0;20;10;0;0;0
6528;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 maart;30;10;0;0;0;20;10;0;0;0
6529;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 april;40;10;0;0;0;20;10;10;0;0
6530;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 mei;30;10;0;0;0;20;0;0;0;0
6531;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 juni;30;10;0;0;0;20;10;0;0;0
6532;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 juli;30;10;0;0;0;20;0;0;0;0
6533;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 augustus;30;10;0;0;0;20;0;0;0;0
6534;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 september;40;20;0;0;0;20;0;0;0;0
6535;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 oktober;30;10;0;0;0;20;10;10;0;0
6536;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 november;30;10;0;0;0;20;0;0;0;0
6537;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 december;40;20;0;0;0;20;10;0;0;0
6538;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014;380;150;0;0;0;240;60;40;0;20
6539;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 januari;30;10;0;0;0;10;10;0;0;0
6540;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 februari;20;10;0;0;0;10;0;0;0;0
6541;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 maart;30;10;0;0;0;20;0;0;0;0
6542;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 april;20;10;0;0;0;20;0;0;0;0
6543;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 mei;20;10;0;0;0;10;0;0;0;0
6544;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 juni;20;10;0;0;0;10;0;0;0;0
6545;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 juli;20;10;0;0;0;10;10;10;0;0
6546;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 augustus;30;10;0;0;0;20;0;0;0;0
6547;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 september;20;10;0;0;0;10;0;0;0;0
6548;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 oktober;40;20;0;0;0;20;10;10;0;0
6549;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 november;30;10;0;0;0;10;0;0;0;0
6550;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 december;20;10;0;0;0;10;0;0;0;0
6551;Vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015;300;130;0;0;0;160;40;30;0;10
6552;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 januari;460;200;0;0;90;170;110;80;0;40
6553;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 februari;330;150;0;0;50;130;130;80;0;50
6554;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 maart;340;150;0;0;50;140;110;70;0;40
6555;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 april;360;160;0;0;40;160;140;60;0;70
6556;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 mei;320;130;0;0;30;160;80;50;0;30
6557;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 juni;350;150;0;0;30;170;110;70;0;40
6558;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 juli;390;150;0;0;30;210;110;70;0;40
6559;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 augustus;310;140;0;0;20;160;80;60;0;20
6560;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 september;320;130;0;0;10;180;90;70;0;20
6561;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 oktober;420;180;0;0;70;170;110;70;0;30
6562;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 november;370;150;0;0;70;150;130;70;0;60
6563;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 december;360;140;0;0;60;150;100;70;0;30
6564;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010;4330;1910;10;0;490;1920;1310;820;0;480
6565;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 januari;440;180;0;0;70;190;110;70;0;40
6566;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 februari;410;190;0;0;60;160;90;60;0;30
6567;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 maart;340;140;0;0;50;150;90;60;0;40
6568;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 april;380;160;0;0;70;150;100;60;0;40
6569;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 mei;380;160;0;0;70;150;80;50;0;40
6570;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 juni;320;150;0;0;50;130;90;40;0;50
6571;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 juli;430;190;0;0;70;170;100;50;0;50
6572;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 augustus;310;140;0;0;30;130;70;50;0;30
6573;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 september;330;150;0;10;40;140;100;60;0;40
6574;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 oktober;420;180;0;0;50;190;90;60;0;30
6575;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 november;300;120;0;0;40;140;80;50;0;30
6576;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 december;380;180;0;0;50;150;90;60;0;30
6577;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011;4430;1930;0;10;640;1840;1100;660;0;430
6578;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 januari;380;180;0;0;60;140;130;70;0;50
6579;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 februari;360;160;0;0;50;150;90;60;0;40
6580;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 maart;370;170;0;0;40;150;110;70;0;30
6581;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 april;360;180;0;0;50;130;100;70;0;30
6582;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 mei;300;130;0;0;40;130;110;70;0;40
6583;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 juni*;80;30;0;0;10;40;40;10;0;30
6584;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 juli;330;130;0;0;50;150;110;70;0;40
6585;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 augustus;320;140;0;0;60;120;90;70;0;20
6586;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 september;340;160;0;0;40;140;80;50;0;30
6587;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 oktober;350;150;0;0;50;160;100;60;0;40
6588;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 november;330;160;0;0;50;130;110;70;0;40
6589;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 december;310;150;0;0;50;120;90;50;0;30
6590;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012;3830;1720;0;0;570;1540;1140;720;0;420
6591;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 januari;410;190;0;0;60;160;100;60;0;40
6592;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 februari;330;160;0;0;50;130;110;70;0;40
6593;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 maart;370;160;0;0;50;160;110;80;0;30
6594;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 april;320;150;0;0;60;120;120;80;0;40
6595;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 mei;330;120;0;0;60;140;110;70;0;40
6596;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 juni;320;150;0;0;60;120;120;70;0;50
6597;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 juli;320;140;0;0;60;120;100;50;0;50
6598;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 augustus;310;150;0;0;50;110;90;40;0;40
6599;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 september;370;170;0;0;70;140;90;50;0;40
6600;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 oktober;380;150;0;0;70;150;90;50;0;40
6601;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 november;330;130;0;0;60;140;100;60;0;40
6602;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 december;310;120;0;0;50;130;110;70;0;40
6603;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013;4090;1780;0;0;700;1610;1220;740;0;480
6604;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 januari;400;170;0;0;70;160;150;90;0;60
6605;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 februari;340;150;0;0;50;130;110;80;0;30
6606;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 maart;380;170;0;0;70;150;120;80;0;40
6607;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 april;380;160;0;0;70;150;150;90;0;50
6608;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 mei;360;150;0;0;70;150;90;60;0;30
6609;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 juni;330;140;0;0;50;140;100;60;0;40
6610;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 juli;340;140;0;0;70;130;120;60;0;60
6611;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 augustus;330;130;0;0;50;150;90;60;0;30
6612;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 september;380;160;0;0;70;140;100;50;0;50
6613;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 oktober;350;140;0;0;50;160;120;70;0;50
6614;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 november;360;180;0;0;60;120;110;70;0;40
6615;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 december;340;140;0;0;80;120;90;60;0;40
6616;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014;4260;1830;0;0;740;1690;1340;810;0;530
6617;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 januari;350;160;0;0;50;140;130;70;0;50
6618;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 februari;290;140;0;0;30;110;130;80;0;60
6619;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 maart;320;170;0;0;20;130;100;60;0;40
6620;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 april;270;150;0;0;10;110;100;50;0;50
6621;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 mei;230;140;0;0;10;90;110;70;0;50
6622;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 juni;280;160;0;0;10;110;120;70;0;50
6623;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 juli;260;170;0;0;10;90;120;60;0;60
6624;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 augustus;240;120;0;0;20;100;110;70;0;30
6625;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 september;280;170;0;0;10;110;100;60;0;50
6626;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 oktober;270;150;0;0;10;110;90;40;0;50
6627;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 november;300;170;0;0;10;120;100;50;0;50
6628;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 december;220;120;0;0;10;90;90;60;0;30
6629;Vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015;3300;1800;0;0;200;1300;1300;740;0;560
6630;Vrouwen;25 tot 35 jaar;WAO;2010 januari;40;10;0;0;0;30;10;10;0;10
6631;Vrouwen;25 tot 35 jaar;WAO;2010 februari;20;10;0;0;0;10;40;10;0;30
6632;Vrouwen;25 tot 35 jaar;WAO;2010 maart;30;20;0;0;0;10;30;10;0;20
6633;Vrouwen;25 tot 35 jaar;WAO;2010 april;20;10;0;0;0;10;40;10;0;30
6634;Vrouwen;25 tot 35 jaar;WAO;2010 mei;20;10;0;0;0;10;20;10;0;10
6635;Vrouwen;25 tot 35 jaar;WAO;2010 juni;20;10;0;0;0;10;20;10;0;10
6636;Vrouwen;25 tot 35 jaar;WAO;2010 juli;30;20;0;0;0;10;10;10;0;10
6637;Vrouwen;25 tot 35 jaar;WAO;2010 augustus;20;10;0;0;0;10;10;10;0;10
6638;Vrouwen;25 tot 35 jaar;WAO;2010 september;10;10;0;0;0;10;10;10;0;0
6639;Vrouwen;25 tot 35 jaar;WAO;2010 oktober;20;10;0;0;0;10;10;10;0;0
6640;Vrouwen;25 tot 35 jaar;WAO;2010 november;20;0;0;0;0;10;20;0;0;20
6641;Vrouwen;25 tot 35 jaar;WAO;2010 december;10;10;0;0;0;10;10;10;0;10
6642;Vrouwen;25 tot 35 jaar;WAO;2010;280;140;10;0;0;130;250;90;0;150
6643;Vrouwen;25 tot 35 jaar;WAO;2011 januari;20;10;0;0;0;10;20;10;0;10
6644;Vrouwen;25 tot 35 jaar;WAO;2011 februari;20;10;0;0;0;10;10;0;0;0
6645;Vrouwen;25 tot 35 jaar;WAO;2011 maart;20;10;0;0;0;10;10;0;0;10
6646;Vrouwen;25 tot 35 jaar;WAO;2011 april;20;10;0;0;0;10;10;10;0;10
6647;Vrouwen;25 tot 35 jaar;WAO;2011 mei;10;10;0;0;0;0;10;10;0;0
6648;Vrouwen;25 tot 35 jaar;WAO;2011 juni;10;10;0;0;0;10;20;0;0;10
6649;Vrouwen;25 tot 35 jaar;WAO;2011 juli;10;10;0;0;0;0;20;10;0;10
6650;Vrouwen;25 tot 35 jaar;WAO;2011 augustus;10;0;0;0;0;10;10;0;0;10
6651;Vrouwen;25 tot 35 jaar;WAO;2011 september;0;0;0;0;0;0;10;0;0;0
6652;Vrouwen;25 tot 35 jaar;WAO;2011 oktober;10;0;0;0;0;10;10;0;0;10
6653;Vrouwen;25 tot 35 jaar;WAO;2011 november;10;10;0;0;0;10;10;0;0;0
6654;Vrouwen;25 tot 35 jaar;WAO;2011 december;0;0;0;0;0;0;10;0;0;10
6655;Vrouwen;25 tot 35 jaar;WAO;2011;140;80;0;0;0;70;140;50;0;80
6656;Vrouwen;25 tot 35 jaar;WAO;2012 januari;10;10;0;0;0;0;20;0;0;20
6657;Vrouwen;25 tot 35 jaar;WAO;2012 februari;10;0;0;0;0;0;0;0;0;0
6658;Vrouwen;25 tot 35 jaar;WAO;2012 maart;10;0;0;0;0;0;10;0;0;0
6659;Vrouwen;25 tot 35 jaar;WAO;2012 april;10;0;0;0;0;0;10;0;0;10
6660;Vrouwen;25 tot 35 jaar;WAO;2012 mei;10;0;0;0;0;0;10;0;0;10
6661;Vrouwen;25 tot 35 jaar;WAO;2012 juni*;0;0;0;0;0;0;10;0;0;0
6662;Vrouwen;25 tot 35 jaar;WAO;2012 juli;0;0;0;0;0;0;10;0;0;0
6663;Vrouwen;25 tot 35 jaar;WAO;2012 augustus;10;10;0;0;0;0;10;0;0;0
6664;Vrouwen;25 tot 35 jaar;WAO;2012 september;0;0;0;0;0;0;0;0;0;0
6665;Vrouwen;25 tot 35 jaar;WAO;2012 oktober;10;10;0;0;0;0;0;0;0;0
6666;Vrouwen;25 tot 35 jaar;WAO;2012 november;0;0;0;0;0;0;0;0;0;0
6667;Vrouwen;25 tot 35 jaar;WAO;2012 december;0;0;0;0;0;0;0;0;0;0
6668;Vrouwen;25 tot 35 jaar;WAO;2012;50;40;0;0;0;20;70;30;0;50
6669;Vrouwen;25 tot 35 jaar;WAO;2013 januari;10;0;0;0;0;0;10;0;0;10
6670;Vrouwen;25 tot 35 jaar;WAO;2013 februari;0;0;0;0;0;0;10;0;0;10
6671;Vrouwen;25 tot 35 jaar;WAO;2013 maart;0;0;0;0;0;0;0;0;0;0
6672;Vrouwen;25 tot 35 jaar;WAO;2013 april;0;0;0;0;0;0;10;0;0;0
6673;Vrouwen;25 tot 35 jaar;WAO;2013 mei;0;0;0;0;0;0;10;0;0;0
6674;Vrouwen;25 tot 35 jaar;WAO;2013 juni;0;0;0;0;0;0;10;10;0;0
6675;Vrouwen;25 tot 35 jaar;WAO;2013 juli;0;0;0;0;0;0;10;0;0;0
6676;Vrouwen;25 tot 35 jaar;WAO;2013 augustus;0;0;0;0;0;0;0;0;0;0
6677;Vrouwen;25 tot 35 jaar;WAO;2013 september;0;0;0;0;0;0;0;0;0;0
6678;Vrouwen;25 tot 35 jaar;WAO;2013 oktober;10;0;0;0;0;0;0;0;0;0
6679;Vrouwen;25 tot 35 jaar;WAO;2013 november;0;0;0;0;0;0;0;0;0;0
6680;Vrouwen;25 tot 35 jaar;WAO;2013 december;0;0;0;0;0;0;0;0;0;0
6681;Vrouwen;25 tot 35 jaar;WAO;2013;40;20;0;0;0;20;50;20;0;30
6682;Vrouwen;25 tot 35 jaar;WAO;2014 januari;0;0;0;0;0;0;0;0;0;0
6683;Vrouwen;25 tot 35 jaar;WAO;2014 februari;0;0;0;0;0;0;10;0;0;0
6684;Vrouwen;25 tot 35 jaar;WAO;2014 maart;0;0;0;0;0;0;0;0;0;0
6685;Vrouwen;25 tot 35 jaar;WAO;2014 april;0;0;0;0;0;0;0;0;0;0
6686;Vrouwen;25 tot 35 jaar;WAO;2014 mei;0;0;0;0;0;0;0;0;0;0
6687;Vrouwen;25 tot 35 jaar;WAO;2014 juni;0;0;0;0;0;0;0;0;0;0
6688;Vrouwen;25 tot 35 jaar;WAO;2014 juli;0;0;0;0;0;0;0;0;0;0
6689;Vrouwen;25 tot 35 jaar;WAO;2014 augustus;0;0;0;0;0;0;0;0;0;0
6690;Vrouwen;25 tot 35 jaar;WAO;2014 september;0;0;0;0;0;0;0;0;0;0
6691;Vrouwen;25 tot 35 jaar;WAO;2014 oktober;0;0;0;0;0;0;0;0;0;0
6692;Vrouwen;25 tot 35 jaar;WAO;2014 november;0;0;0;0;0;0;0;0;0;0
6693;Vrouwen;25 tot 35 jaar;WAO;2014 december;0;0;0;0;0;0;0;0;0;0
6694;Vrouwen;25 tot 35 jaar;WAO;2014;10;10;0;0;0;0;30;20;0;10
6695;Vrouwen;25 tot 35 jaar;WAO;2015 januari;0;0;0;0;0;0;0;0;0;0
6696;Vrouwen;25 tot 35 jaar;WAO;2015 februari;0;0;0;0;0;0;0;0;0;0
6697;Vrouwen;25 tot 35 jaar;WAO;2015 maart;0;0;0;0;0;0;0;0;0;0
6698;Vrouwen;25 tot 35 jaar;WAO;2015 april;0;0;0;0;0;0;0;0;0;0
6699;Vrouwen;25 tot 35 jaar;WAO;2015 mei;0;0;0;0;0;0;0;0;0;0
6700;Vrouwen;25 tot 35 jaar;WAO;2015 juni;0;0;0;0;0;0;0;0;0;0
6701;Vrouwen;25 tot 35 jaar;WAO;2015 juli;0;0;0;0;0;0;0;0;0;0
6702;Vrouwen;25 tot 35 jaar;WAO;2015 augustus;0;0;0;0;0;0;0;0;0;0
6703;Vrouwen;25 tot 35 jaar;WAO;2015 september;0;0;0;0;0;0;0;0;0;0
6704;Vrouwen;25 tot 35 jaar;WAO;2015 oktober;0;0;0;0;0;0;0;0;0;0
6705;Vrouwen;25 tot 35 jaar;WAO;2015 november;0;0;0;0;0;0;0;0;0;0
6706;Vrouwen;25 tot 35 jaar;WAO;2015 december;0;0;0;0;0;0;0;0;0;0
6707;Vrouwen;25 tot 35 jaar;WAO;2015;10;10;0;0;0;0;20;10;0;10
6708;Vrouwen;25 tot 35 jaar;WAZ;2010 januari;0;0;0;0;0;0;0;0;0;0
6709;Vrouwen;25 tot 35 jaar;WAZ;2010 februari;0;0;0;0;0;0;0;0;0;0
6710;Vrouwen;25 tot 35 jaar;WAZ;2010 maart;0;0;0;0;0;0;0;0;0;0
6711;Vrouwen;25 tot 35 jaar;WAZ;2010 april;0;0;0;0;0;0;0;0;0;0
6712;Vrouwen;25 tot 35 jaar;WAZ;2010 mei;0;0;0;0;0;0;0;0;0;0
6713;Vrouwen;25 tot 35 jaar;WAZ;2010 juni;0;0;0;0;0;0;0;0;0;0
6714;Vrouwen;25 tot 35 jaar;WAZ;2010 juli;0;0;0;0;0;0;0;0;0;0
6715;Vrouwen;25 tot 35 jaar;WAZ;2010 augustus;0;0;0;0;0;0;0;0;0;0
6716;Vrouwen;25 tot 35 jaar;WAZ;2010 september;0;0;0;0;0;0;0;0;0;0
6717;Vrouwen;25 tot 35 jaar;WAZ;2010 oktober;0;0;0;0;0;0;0;0;0;0
6718;Vrouwen;25 tot 35 jaar;WAZ;2010 november;0;0;0;0;0;0;0;0;0;0
6719;Vrouwen;25 tot 35 jaar;WAZ;2010 december;0;0;0;0;0;0;0;0;0;0
6720;Vrouwen;25 tot 35 jaar;WAZ;2010;0;0;0;0;0;0;0;0;0;0
6721;Vrouwen;25 tot 35 jaar;WAZ;2011 januari;0;0;0;0;0;0;0;0;0;0
6722;Vrouwen;25 tot 35 jaar;WAZ;2011 februari;0;0;0;0;0;0;0;0;0;0
6723;Vrouwen;25 tot 35 jaar;WAZ;2011 maart;0;0;0;0;0;0;0;0;0;0
6724;Vrouwen;25 tot 35 jaar;WAZ;2011 april;0;0;0;0;0;0;0;0;0;0
6725;Vrouwen;25 tot 35 jaar;WAZ;2011 mei;0;0;0;0;0;0;0;0;0;0
6726;Vrouwen;25 tot 35 jaar;WAZ;2011 juni;0;0;0;0;0;0;0;0;0;0
6727;Vrouwen;25 tot 35 jaar;WAZ;2011 juli;0;0;0;0;0;0;0;0;0;0
6728;Vrouwen;25 tot 35 jaar;WAZ;2011 augustus;0;0;0;0;0;0;0;0;0;0
6729;Vrouwen;25 tot 35 jaar;WAZ;2011 september;10;0;0;10;0;0;0;0;0;0
6730;Vrouwen;25 tot 35 jaar;WAZ;2011 oktober;0;0;0;0;0;0;0;0;0;0
6731;Vrouwen;25 tot 35 jaar;WAZ;2011 november;0;0;0;0;0;0;0;0;0;0
6732;Vrouwen;25 tot 35 jaar;WAZ;2011 december;0;0;0;0;0;0;0;0;0;0
6733;Vrouwen;25 tot 35 jaar;WAZ;2011;10;0;0;10;0;0;10;0;0;10
6734;Vrouwen;25 tot 35 jaar;WAZ;2012 januari;0;0;0;0;0;0;0;0;0;0
6735;Vrouwen;25 tot 35 jaar;WAZ;2012 februari;0;0;0;0;0;0;0;0;0;0
6736;Vrouwen;25 tot 35 jaar;WAZ;2012 maart;0;0;0;0;0;0;0;0;0;0
6737;Vrouwen;25 tot 35 jaar;WAZ;2012 april;0;0;0;0;0;0;0;0;0;0
6738;Vrouwen;25 tot 35 jaar;WAZ;2012 mei;0;0;0;0;0;0;0;0;0;0
6739;Vrouwen;25 tot 35 jaar;WAZ;2012 juni*;0;0;0;0;0;0;0;0;0;0
6740;Vrouwen;25 tot 35 jaar;WAZ;2012 juli;0;0;0;0;0;0;0;0;0;0
6741;Vrouwen;25 tot 35 jaar;WAZ;2012 augustus;0;0;0;0;0;0;0;0;0;0
6742;Vrouwen;25 tot 35 jaar;WAZ;2012 september;0;0;0;0;0;0;0;0;0;0
6743;Vrouwen;25 tot 35 jaar;WAZ;2012 oktober;0;0;0;0;0;0;0;0;0;0
6744;Vrouwen;25 tot 35 jaar;WAZ;2012 november;0;0;0;0;0;0;0;0;0;0
6745;Vrouwen;25 tot 35 jaar;WAZ;2012 december;0;0;0;0;0;0;0;0;0;0
6746;Vrouwen;25 tot 35 jaar;WAZ;2012;0;0;0;0;0;0;10;0;0;10
6747;Vrouwen;25 tot 35 jaar;WAZ;2013 januari;0;0;0;0;0;0;0;0;0;0
6748;Vrouwen;25 tot 35 jaar;WAZ;2013 februari;0;0;0;0;0;0;0;0;0;0
6749;Vrouwen;25 tot 35 jaar;WAZ;2013 maart;0;0;0;0;0;0;0;0;0;0
6750;Vrouwen;25 tot 35 jaar;WAZ;2013 april;0;0;0;0;0;0;0;0;0;0
6751;Vrouwen;25 tot 35 jaar;WAZ;2013 mei;0;0;0;0;0;0;0;0;0;0
6752;Vrouwen;25 tot 35 jaar;WAZ;2013 juni;0;0;0;0;0;0;0;0;0;0
6753;Vrouwen;25 tot 35 jaar;WAZ;2013 juli;0;0;0;0;0;0;0;0;0;0
6754;Vrouwen;25 tot 35 jaar;WAZ;2013 augustus;0;0;0;0;0;0;0;0;0;0
6755;Vrouwen;25 tot 35 jaar;WAZ;2013 september;0;0;0;0;0;0;0;0;0;0
6756;Vrouwen;25 tot 35 jaar;WAZ;2013 oktober;0;0;0;0;0;0;0;0;0;0
6757;Vrouwen;25 tot 35 jaar;WAZ;2013 november;0;0;0;0;0;0;0;0;0;0
6758;Vrouwen;25 tot 35 jaar;WAZ;2013 december;0;0;0;0;0;0;0;0;0;0
6759;Vrouwen;25 tot 35 jaar;WAZ;2013;10;0;0;0;0;10;0;0;0;0
6760;Vrouwen;25 tot 35 jaar;WAZ;2014 januari;0;0;0;0;0;0;0;0;0;0
6761;Vrouwen;25 tot 35 jaar;WAZ;2014 februari;0;0;0;0;0;0;0;0;0;0
6762;Vrouwen;25 tot 35 jaar;WAZ;2014 maart;0;0;0;0;0;0;0;0;0;0
6763;Vrouwen;25 tot 35 jaar;WAZ;2014 april;0;0;0;0;0;0;0;0;0;0
6764;Vrouwen;25 tot 35 jaar;WAZ;2014 mei;0;0;0;0;0;0;0;0;0;0
6765;Vrouwen;25 tot 35 jaar;WAZ;2014 juni;0;0;0;0;0;0;0;0;0;0
6766;Vrouwen;25 tot 35 jaar;WAZ;2014 juli;0;0;0;0;0;0;0;0;0;0
6767;Vrouwen;25 tot 35 jaar;WAZ;2014 augustus;0;0;0;0;0;0;0;0;0;0
6768;Vrouwen;25 tot 35 jaar;WAZ;2014 september;0;0;0;0;0;0;0;0;0;0
6769;Vrouwen;25 tot 35 jaar;WAZ;2014 oktober;0;0;0;0;0;0;0;0;0;0
6770;Vrouwen;25 tot 35 jaar;WAZ;2014 november;0;0;0;0;0;0;0;0;0;0
6771;Vrouwen;25 tot 35 jaar;WAZ;2014 december;0;0;0;0;0;0;0;0;0;0
6772;Vrouwen;25 tot 35 jaar;WAZ;2014;10;0;0;0;0;10;10;0;0;10
6773;Vrouwen;25 tot 35 jaar;WAZ;2015 januari;0;0;0;0;0;0;0;0;0;0
6774;Vrouwen;25 tot 35 jaar;WAZ;2015 februari;0;0;0;0;0;0;0;0;0;0
6775;Vrouwen;25 tot 35 jaar;WAZ;2015 maart;0;0;0;0;0;0;0;0;0;0
6776;Vrouwen;25 tot 35 jaar;WAZ;2015 april;0;0;0;0;0;0;0;0;0;0
6777;Vrouwen;25 tot 35 jaar;WAZ;2015 mei;0;0;0;0;0;0;0;0;0;0
6778;Vrouwen;25 tot 35 jaar;WAZ;2015 juni;0;0;0;0;0;0;0;0;0;0
6779;Vrouwen;25 tot 35 jaar;WAZ;2015 juli;0;0;0;0;0;0;0;0;0;0
